експлуатація	utnyttjande	експлуатація	utnyttja	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
колон	kolon	колон	kolon	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;SG
податок	beskatta	податок	beskatta	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
прокурора	advokat	прокурор	advoka	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
прокурора	åklagaren	прокурор	åklagare	N;ANIM;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
прокурора	åklagare	прокурор	åklagare	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
рядка	line	рядок	line	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
рядка	linje	рядок	linje	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
рядка	rad	рядок	rad	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
гранд	grandes	гранд	grand		N;NOM;INDF;MASC+FEM;SG
гранд	grande	гранд	grand		N;NOM;INDF;NEUT;SG
гранд	grand	гранд	grand		N;NOM;INDF;NEUT;SG
сталін	stalin	сталін	stalin	N;ANIM;NOM;MASC;SG	PROPN;NOM
сталін	stalins	сталін	stali	N;ANIM;NOM;MASC;SG	PROPN;GEN
латинська	latinska	латинський	latinsk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
латинська	latin	латинський	latin	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
шахтар	sjachtar	шахтар	sjachta	N;INAN;NOM;FEM;SG	PROPN;NOM
шахтар	gruvarbetare	шахтар	gruvarbetare	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
шахтар	miner	шахтар	mina	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
адаптації	anpassning	адаптація	anpassning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
колеги	arbetskamrat	колега	arbetskamrat	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
підтримати	support	підтримати	support	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
підтримати	stöd	підтримати	stöd	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
дзеркала	speglar	дзеркало	spegel	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
штучні	konstgjord	штучний	konstgjord	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
штучні	artificiellt	штучний	artificiell	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
штучні	konstgjort	штучний	konstgjor	ADJ;NOM;PL	N;NOM;INDF;NEUT;SG
штучні	artificiell	штучний	artificiell	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
публікація	publicerar	публікація	publicera	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;ACT
публікація	publicera	публікація	publicera	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
публікація	publicerar	публікація	publicera	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;ACT
едмонтон	edmonton	едмонтон	edmonton	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
здійснюються	opererade	здійснюватися	operera	V;IPFV;IND;PL;3;PRS;FIN	ADJ;NOM;PL;PST;V.PTCP
адріан	adriaen	адріан	adria	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
адріан	adrián	адріан	adrián	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
адріан	adrian	адріан	adrian	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
якесь	några	якийсь	någon	DET;NOM;NEUT;SG	DET;INDF;PL
якесь	vissa	якийсь	vissa	DET;NOM;NEUT;SG	PRO;INDF;PL
якесь	somliga	якийсь	somlig	DET;NOM;NEUT;SG	PRO;INDF;PL
італію	italien	італія	italien	PROPN;INAN;ACC;FEM;SG	PROPN;NOM
спалили	bränt	спалити	bränt	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
спалили	bränd	спалити	bränd	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG
спалили	brända	спалити	brända	V;PFV;IND;PL;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
спалили	brände	спалити	brände	V;PFV;IND;PL;PST;FIN	V;IMP;PST;FIN;ACT
ядер	kärnor	ядер	kärna	N;INAN;GEN;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
звіти	rapporterar	звіт	rapportera	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
спеціалізовані	specialiserat	спеціалізований	specialisera	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
спеціалізовані	specialiserad	спеціалізований	specialiserad	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
сміття	sopor	сміття	sopa	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
пор	hamn	пор.	hamn		N;NOM;INDF;MASC+FEM;SG
пор	hamnen	пор.	hamn		N;NOM;DEF;MASC+FEM;SG
пор	portvin	пор.	portvin		N;NOM;INDF;NEUT;SG
пор	port	пор.	port		N;NOM;INDF;NEUT;SG
пор	babord	пор.	babord		N;NOM;INDF;MASC+FEM;SG
природним	naturligt	природний	naturlig	ADJ;INS;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
колесо	hjul	колесо	hjul	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;PL
юлій	julius	юлій	julius	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
враховувати	hänsyn	враховувати	hänsyn	V;IPFV;NFIN	N;NOM;INDF;MASC+FEM;SG
враховувати	beaktande	враховувати	beaktande	V;IPFV;NFIN	ADJ;NOM;PRS;V.PTCP
враховувати	övervägande	враховувати	övervägande	V;IPFV;NFIN	ADJ;NOM
приток	bifloder	приток	bifloda	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
захоплені	fångad	захоплений	fånga	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
захоплені	fångat	захоплений	fånga	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
захоплені	fångade	захоплений	fånga	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;NOM;PL;PST;V.PTCP
захоплені	tillfångatagen	захоплений	tillfångatag	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;NOM;DEF;MASC+FEM;SG
вгорі	upper	вгорі	upper		N;NOM;MASC+FEM;SG
вгорі	övre	вгорі	övre		ADJ;NOM;CMPR
вгорі	överst	вгорі	överst		ADV;RL
вгорі	toppen	вгорі	topp		N;NOM;DEF;MASC+FEM;SG
вгорі	topp	вгорі	topp		N;NOM;INDF;MASC+FEM;SG
коричневі	brun	коричнівий	brun	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
коричневі	brunt	коричнівий	brunt	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
коричневі	brown	коричнівий	brown	ADJ;NOM;PL	PROPN;NOM
колона	colonna	колоно	colon	N;INAN;NOM;FEM;SG	PROPN;NOM
рідкісний	sällsynta	рідкісний	sällsynta	ADJ;NOM;MASC;SG	ADJ;NOM;PL
піднімається	stigande	підніматися	stiga	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;PRS;V.PTCP
піднімається	ökande	підніматися	öka	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;PRS;V.PTCP
передбачав	förutsåg	передбачати	förutsåg	V;IPFV;MASC;IND;SG;PST;FIN	V;IMP;PST;FIN;ACT
передбачав	förutsett	передбачати	förutse	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
передбачав	förutspått	передбачати	förutspått	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
лео	leos	лео	leos	PROPN;ANIM;NOM;MASC;SG	PROPN;GEN
лео	leo	лео	leo	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
жорстоко	grym	жорстоко	grym	ADV	ADJ;NOM;INDF;MASC+FEM;SG
жорстоко	grymma	жорстоко	grymma	ADV	ADJ;NOM;PL
жорстоко	brutalt	жорстоко	brutal	ADV	ADJ;NOM;INDF;NEUT;SG
валя	valea	валя	val	PROPN;ANIM;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
мандрівник	resenärer	мандрівник	resenär	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
мандрівник	vandrare	мандрівник	vandrare	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
барі	bari	бар	bari	N;INAN;DAT;MASC;SG	PROPN;NOM
багатства	rikedomar	багатство	rikedom	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
худ	huven	худ	huv		N;NOM;DEF;MASC+FEM;SG
худ	huva	худ	huva		N;NOM;INDF;MASC+FEM;SG
худ	hood	худ	hood		N;NOM;INDF;MASC+FEM;SG
тренування	övar	тренування	öva	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
тренування	tränar	тренування	träna	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
тренування	öva	тренування	öva	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
мільйон	miljon	мільйон	miljon		N;NOM;INDF;MASC+FEM;SG
мільйон	miljoner	мільйон	miljon		N;NOM;INDF;MASC+FEM;PL
малювання	målar	малювання	måla	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
малювання	rita	малювання	rita	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
малювання	ritar	малювання	rita	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
прийоми	trick	прийом	trick	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
прийоми	knep	прийом	knep	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
рафаель	raphael	рафаель	raphael	N;ANIM;NOM;MASC;SG	PROPN;NOM
рафаель	rafael	рафаель	rafael	N;ANIM;NOM;MASC;SG	PROPN;NOM
рафаель	rafael	рафаель	rafael	N;ANIM;NOM;MASC;SG	PROPN;NOM
рафаель	raphaël	рафаель	raphaël	N;ANIM;NOM;MASC;SG	PROPN;NOM
урану	uran	уран	uran	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
дума	duman	дума	duma	N;ANIM;NOM;FEM;SG	PROPN;NOM
перевагою	övertag	перевага	övertag	N;INAN;INS;FEM;SG	N;NOM;INDF;NEUT;SG
перевагою	fördelar	перевага	fördel	N;INAN;INS;FEM;SG	N;NOM;INDF;MASC+FEM;PL
перевагою	fördel	перевага	fördel	N;INAN;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
судова	rättsmedicinska	судовий	rättsmedicinsk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
судова	kriminaltekniska	судовий	kriminalteknisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
почалась	påbörjad	початися	påbörjad	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
почалась	påbörjat	початися	påbörja	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
зібрано	byggt	зібрати	bygga	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
зібрано	byggda	зібрати	bygga	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
зібрано	byggd	зібрати	bygga	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
зібрано	sammanställda	зібрати	sammanställd	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
зібрано	sammanställt	зібрати	sammanställa	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
зібрано	sammanställd	зібрати	sammanställd	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
зібрано	samlat	зібрати	samla	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
зібрано	samlad	зібрати	samla	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
зібрано	samlade	зібрати	samla	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
зібрано	grupperade	зібрати	gruppera	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
зібрано	samlat	зібрати	samla	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
зібрано	samlad	зібрати	samla	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
зібрано	samlade	зібрати	samla	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
зібрано	insamlade	зібрати	insamla	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
розлучення	skilsmässor	розлучення	skilsmässa	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
виключення	utesluta	виключення	utesluta	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
виключення	utesluter	виключення	utesluta	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
пен	peng	пен	peng		N;NOM;INDF;MASC+FEM;SG
пен	pins	пен	pins		N;NOM;INDF;MASC+FEM;PL
пен	fästa	пен	fästa		V;IMP;FIN;ACT
пен	fäst	пен	fäst		V;IMP;FIN;ACT
пен	stift	пен	stift		N;NOM;INDF;MASC+FEM;SG
пен	pin	пен	pin		N;NOM;INDF;MASC+FEM;SG
люфтваффе	luftwaffe	люфтваффе	luftwaffe	N;INAN;NOM;MASC;SG	PROPN;NOM
штучно	konstgjort	штучно	konstgjor	ADV	N;NOM;INDF;NEUT;SG
штучно	artificiellt	штучно	artificiell	ADV	ADJ;NOM;INDF;NEUT;SG
штучно	påhittad	штучно	påhittad	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
штучно	fiktiv	штучно	fiktiv	ADV	ADJ;NOM;INDF;MASC+FEM;SG
штучно	fiktiva	штучно	fiktiv	ADV	ADJ;NOM;PL
стрічку	band	стрічка	band	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
стрічку	tejp	стрічка	tejp	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
попит	kräva	попит	kräva	N;INAN;NOM;MASC;SG	V;IMP;NFIN;ACT
крайній	porrfilm	крайній	porrfilm	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
крайній	porr	крайній	porr	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
винахід	uppfinningar	винахід	uppfinning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
змінилася	förändrad	змінитися	förändra	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
змінилася	ändrat	змінитися	ändra	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
змінилася	bytt	змінитися	byta	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
записати	rekord	записати	rekord	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
записати	record	записати	record	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
куби	cuba	куба	cuba	PROPN;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
куби	kuba	куба	kuba	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
звільнено	sparken	звільнити	spark	V;PFV;IND;0;FIN	N;NOM;DEF;MASC+FEM;SG
звільнено	avskedad	звільнити	avskeda	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
звільнено	avlossade	звільнити	avlossad	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
звільнено	sparkad	звільнити	sparka	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
звільнено	befriade	звільнити	befria	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
звільнено	befriat	звільнити	befria	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
звільнено	befriad	звільнити	befria	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
албанія	albanien	албанія	albanie	N;INAN;NOM;FEM;SG	PROPN;NOM
туристичний	turist	туристичний	turist	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
підручники	handledning	підручник	handledning	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
дедалі	kallare	дедалі	kallare	ADV	ADJ;NOM;CMPR
пола	pola	поло	pola		N;NOM;INDF;MASC+FEM;SG
чорногорія	montenegros	чорногорія	montenegro	N;INAN;NOM;FEM;SG	PROPN;NOM
чорногорія	montenegro	чорногорія	montenegro	N;INAN;NOM;FEM;SG	PROPN;NOM
венера	venus	венеро	venus	N;ANIM;NOM;FEM;SG	PROPN;NOM
айрес	aires	айрес	aires		N;NOM;INDF;NEUT;SG
зменшує	minskningar	зменшувати	minskning	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
могилу	grav	могила	grav	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
могилу	graven	могила	grav	N;INAN;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
підключення	förbinder	підключення	förbind	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
підключення	anslutande	підключення	anslutande	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
підключення	ansluter	підключення	ansluta	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
підключення	ansluta	підключення	ansluta	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
комбінації	kombinationer	комбінація	kombination	N;INAN;ACC;FEM;PL	N;NOM;INDF;MASC+FEM;PL
поліцейський	polis	поліцейський	polis	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
поліцейський	cop	поліцейський	cop	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
поліцейський	polisman	поліцейський	polisman	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
дам	dame	дам	dam		N;NOM;INDF;MASC+FEM;SG
поверхонь	ytor	поверхня	ytor	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
позитивний	positiva	позитивний	positiv	ADJ;NOM;MASC;SG	ADJ;NOM;PL
туніс	tunisien	туніс	tunisien	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
туніс	tunis	туніс	tunis	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
кримінальні	kriminell	кримінальний	kriminell	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
кримінальні	brottslig	кримінальний	brottslig	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
кримінальні	brottsling	кримінальний	brottsling	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
кримінальні	brottmål	кримінальний	brottmål	ADJ;NOM;PL	N;NOM;INDF;NEUT;SG
зосереджені	koncentrerar	зосереджений	koncentrera	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IND;PRS;FIN;ACT
зосереджені	koncentrera	зосереджений	koncentrera	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IMP;FIN;ACT
розрив	bryta	розрив	bryta	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
розрив	bryt	розрив	bryta	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
легенд	legender	легенд	legender	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;PL
органічні	organiskt	органічний	organisk	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
органічні	ekologiskt	органічний	ekologisk	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
органічні	ekologisk	органічний	ekologisk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
підприємців	företagarna	підприємець	företagare	N;ANIM;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
підприємців	företagare	підприємець	företagare	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
підприємців	entreprenörer	підприємець	entreprenör	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
цілу	hel	цілий	hel	ADJ;ACC;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
цілу	hela	цілий	hel	ADJ;ACC;FEM;SG	ADJ;NOM;DEF;SG
підняття	uppfostra	підняття	uppfostra	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
згоду	godkännande	згоду	godkännande	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
згоду	godkännandet	згоду	godkännande	N;INAN;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
згоду	samtycke	згоду	samtycke	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
згоду	medgivande	згоду	medgivande	N;INAN;ACC;FEM;SG	ADJ;NOM;PRS;V.PTCP
зростанням	stigande	зростання	stiga	N;INAN;INS;NEUT;SG	ADJ;NOM;PRS;V.PTCP
коричневий	brun	коричневий	brun	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
коричневий	bruna	коричневий	brun	ADJ;NOM;MASC;SG	ADJ;NOM;PL
коричневий	brown	коричневий	brown	ADJ;NOM;MASC;SG	PROPN;NOM
каф	caf	каф	caf		N;NOM;INDF;NEUT;SG
ірані	irani	іран	irani	PROPN;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
археологічний	arkeologiska	археологічний	arkeologisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
лави	lava	лава	lava	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
шкода	synd	шкода	synd		N;NOM;INDF;MASC+FEM;SG
шкода	medlidande	шкода	medlidande		ADJ;NOM;PRS;V.PTCP
шкода	sorry	шкода	sorry		V;IMP;FIN;ACT
шкода	förlåt	шкода	förlåt		N;NOM;INDF;NEUT;SG
шкода	ledsen	шкода	leds		N;NOM;DEF;MASC+FEM;SG
шкода	beklagar	шкода	beklaga		V;IND;PRS;FIN;ACT
шкода	ånger	шкода	ånge		N;NOM;INDF;MASC+FEM;SG
шкода	ångrar	шкода	ångra		V;IMP;PRS;FIN;ACT
шкода	ångra	шкода	ången		V;IMP;FIN;ACT
шкода	beklagar	шкода	beklaga		V;IND;PRS;FIN;ACT
делла	della	делло	della	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
фарби	måla	фарба	måla	N;INAN;NOM;FEM;PL	V;IMP;FIN;ACT
фарби	färg	фарба	färg	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
фарби	målarfärg	фарба	målarfärg	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
сформовано	bildat	сформовано	bilda	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
повернули	vrida	повернути	vrida	V;PFV;IND;PL;PST;FIN	V;IMP;FIN;ACT
повернули	vänder	повернути	vända	V;PFV;IND;PL;PST;FIN	V;IND;PRS;FIN;ACT
таджикистану	tadzjikistan	таджикистаний	tadzjikistan	PROPN;INAN;GEN;MASC;SG	N;NOM;DEF;MASC+FEM;SG
записані	skrivet	записаний	skriva	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
записані	skrivit	записаний	skriva	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
записані	skriftligt	записаний	skriftlig	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
впливати	påverkan	впливати	påverkan	V;IPFV;NFIN	N;NOM;INDF;MASC+FEM;SG
впливати	inflytande	впливати	inflytande	V;IPFV;NFIN	N;NOM;INDF;NEUT;SG
швейцарський	schweiziska	швейцарський	schweizisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
підприємстві	anläggning	підприємство	anläggning	N;INAN;DAT;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
лікуванні	behandla	лікування	behandla	N;INAN;DAT;NEUT;SG	V;IMP;FIN;ACT
ліцензію	licens	ліцензія	lic	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ліцензію	licens	ліцензія	lic	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ліцензію	körkort	ліцензія	körkort	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
ліцензію	license	ліцензія	license	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
курт	kurt	курт	kurt	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
курт	curt	курт	curt	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
сумнів	tvekan	сумнів	tvekan	N;INAN;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сумнів	tvivel	сумнів	tvivel	N;INAN;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
сумнів	tvivlar	сумнів	tvivla	N;INAN;ACC;MASC;SG	V;IND;PRS;FIN;ACT
змішані	blandat	змішаний	blandad	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
змішані	blandad	змішаний	blanda	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
підтверджено	bekräftad	підтверджити	bekräftad	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
підтверджено	bekräftat	підтверджити	bekräftad	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
підтверджено	godkända	підтверджити	godkänna	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
підтверджено	godkänt	підтверджити	godkänna	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
підтверджено	godkänd	підтверджити	godkänd	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
індивідуальні	individuell	індивідуальний	individuell	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
індивідуальні	individuellt	індивідуальний	individuell	ADJ;NOM;PL	ADV
індивідуальні	individ	індивідуальний	individ	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
