और	та	और	та		CONJ
इलेक्ट्रॉनिक	електронна	इलेक्ट्रॉनिक	електронний	N;NOM	ADJ;NOM;FEM;SG
इलेक्ट्रॉनिक	електронний	इलेक्ट्रॉनिक	електронний	N;NOM	ADJ;NOM;MASC;SG
पट्टी	bar	पट्टी	bar	N;NOM;FEM;SG;3	
पट्टी	патті	पट्टी	паття	N;NOM;FEM;SG;3	PROPN;ANIM;NOM;FEM;SG
गोवा	гоа	गोवा	гоа	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG
सोच	роздуми	सोच	роздум	V;SG;FIN;ACT	N;INAN;NOM;MASC;PL
सोच	мислення	सोच	мислення	V;SG;FIN;ACT	N;INAN;NOM;NEUT;SG
टाटा	tata	टाटा	tata	PROPN;NOM;MASC;SG;3	
टन	тонни	टन	тонний	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
टन	тонн	टन	тонн	N;NOM;MASC;SG;3	INTJ
ऋतु	season	ऋतु	season	N;NOM;FEM;SG;3	
ऋतु	сезону	ऋतु	сезон	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
शाम	вечірня	शाम	вечірень	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
शाम	вечірній	शाम	вечірній	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
मेडिकल	медичних	मेडिकल	медичний	N;NOM;MASC;SG;3	ADJ;GEN;PL
मेडिकल	медичний	मेडिकल	медичний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मेडिकल	medical	मेडिकल	medical	N;NOM;MASC;SG;3	
मेडिकल	медична	मेडिकल	медичний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मेडिकल	медичні	मेडिकल	медичний	N;NOM;MASC;SG;3	ADJ;NOM;PL
मार्टिन	мартін	मार्टिन	мартін	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
हस्तक्षेप	завада	हस्तक्षेप	завада	N;NOM;MASC;SG;3	
किसान	фермер	किसान	фермер	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
पतन	згорнути	पतन	згорнути	N;NOM;MASC;SG;3	V;PFV;NFIN
पतन	падати	पतन	падати	N;NOM;MASC;SG;3	V;IPFV;NFIN
पतन	fall	पतन	fall	N;NOM;MASC;SG;3	
स्नान	ванни	स्नान	ванна	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
कुशल	ефективна	कुशल	ефективний		ADJ;NOM;FEM;SG
गिरावट	відмовляється	गिरावट	відмовлятися	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
सफ़ेद	білий	सफ़ेद	білий	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
सफ़ेद	біла	सफ़ेद	білий	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
सफ़ेद	біле	सफ़ेद	білий	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सफ़ेद	білі	सफ़ेद	білий	N;NOM;MASC;SG;3	ADJ;NOM;PL
सफ़ेद	вайт	सफ़ेद	вайт	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
हरे	lepus	हरा	lepus		N;ANIM;NOM;MASC;SG
हरे	заєць	हरा	заєць		N;ANIM;NOM;MASC;SG
सोलहवीं	шістнадцята	सोलहवाँ	шістнадцятий	ADJ;ACC;FEM;SG	N;INAN;NOM;FEM;SG
फ़ाइल	файли	फााइल	файти	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
फ़ाइल	файлів	फााइल	файл	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
स्वागत	запрошуємо	स्वागत	запрошувати	N;NOM;MASC;SG;3	V;IPFV;IND;PL;1;PRS;FIN
पक्षियों	птахи	पक्षी	птах	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
पक्षियों	пташки	पक्षी	пташка	N;ACC;MASC;PL;3	N;ANIM;NOM;FEM;PL
विरासत	застаріла	विरासत	застаріти	N;NOM;FEM;SG;3	V;PFV;FEM;IND;SG;PST;FIN
विरासत	успадкувати	विरासत	успадкувати	N;NOM;FEM;SG;3	V;PFV;NFIN
गोली	застрелив	गोली	застрелити	N;NOM;FEM;SG;3	V;PFV;MASC;IND;SG;PST;FIN
गोली	кулю	गोली	куля	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
गोली	постріли	गोली	постріти	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
गोली	позначки	गोली	позначка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
विलोपन	ліквідацію	विलोपन	ліквідація	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
नील	indigo	नील	indigo	PROPN;NOM;MASC;SG;3	
पृष्ठों	сторінки	पृष्ठ	сторінка	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;PL
पृष्ठों	сторінок	पृष्ठ	сторінка	N;ACC;MASC;PL;3	N;INAN;GEN;FEM;PL
दुर्लभ	рідкісна	दुर्लभ	рідкісний		ADJ;NOM;FEM;SG
दुर्लभ	рідкісні	दुर्लभ	рідкісний		ADJ;NOM;PL
दुर्लभ	рідкісний	दुर्लभ	рідкісний		ADJ;NOM;MASC;SG
दुर्लभ	рідкість	दुर्लभ	рідкість		N;INAN;NOM;FEM;SG
दुर्लभ	рідкісне	दुर्लभ	рідкісний		ADJ;NOM;NEUT;SG
उपनिषदों	упанішади	उपनिषद	упанішади	N;ACC;MASC;PL;3	ADV;RL
चावल	рис	चावल	риса	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
चावल	рису	चावल	риса	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
गहरा	темні	गहरा	темний	ADJ;NOM;MASC;SG	ADJ;NOM;PL
गहरा	темно	गहरा	темно	ADJ;NOM;MASC;SG	ADV
गहरा	deep	गहरा	deep	ADJ;NOM;MASC;SG	
गहरा	глибоко	गहरा	глибоко	ADJ;NOM;MASC;SG	ADV
गहरा	темні	गहरा	темний	ADJ;NOM;MASC;SG	ADJ;NOM;PL
खड़ी	стоїть	खड़ा	стояти	ADJ;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
खड़ी	стоячи	खड़ा	стояти	ADJ;NOM;FEM;SG	V;IPFV;PRS;V.CVB
खड़ी	стоять	खड़ा	стояти	ADJ;NOM;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
लड़की	дівчину	लड़की	дівчина	N;NOM;FEM;SG;3	N;ANIM;ACC;FEM;SG
अपनाया	приймається	अपना	прийматися	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN
भट्ट	піч	भट्ट	піч	PROPN;NOM;SG;3	N;INAN;NOM;FEM;SG
सुख	щастя	सुख	щастя		N;INAN;NOM;NEUT;SG
अहमद	ахмед	अहमद	ахмед	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
अहमद	ахмад	अहमद	ахмад	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
वर्गीकृत	оголошення	वर्गीकृत	оголошення	ADJ	N;INAN;NOM;NEUT;SG
लॉस	лос	लॉस	лос	PROPN;NOM;MASC;SG;3	
सवाल	запитання	सवाल	запитання	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;SG
सवाल	питання	सवाल	питання	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;SG
सवाल	запитань	सवाल	запитання	N;NOM;MASC;PL;3	N;INAN;GEN;NEUT;PL
सवाल	питань	सवाल	питання	N;NOM;MASC;PL;3	N;INAN;GEN;NEUT;PL
सवाल	вопросы	सवाल	вопрос	N;NOM;MASC;PL;3	
सवाल	запитання	सवाल	запитання	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;SG
सवाल	питання	सवाल	питання	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;SG
संतुलन	рівноваги	संतुलन	рівновага	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
यमुना	ямуна	यमुना	ямуна	PROPN;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
राष्ट्रों	націй	राष्ट्र	нація	N;ACC;MASC;PL;3	N;INAN;GEN;FEM;PL
स्क्रीन	екрана	स्क्रीन	екран	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
पकड़	зчеплення	पकड	зчеплення	V;FIN;ACT	N;INAN;NOM;NEUT;SG
पथ	шляхи	पथ	шлях	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
पथ	контури	पथ	контура	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
शिक्षक	інструктором	शिक्षक	інструктор	N;NOM;MASC;SG;3	N;ANIM;INS;MASC;SG
शिक्षक	учителі	शिक्षक	учитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
शिक्षक	викладачі	शिक्षक	викладач	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
शिक्षक	вчителю	शिक्षक	вчитель	N;NOM;MASC;SG;3	N;ANIM;DAT;FEM;SG
शिक्षक	учителі	शिक्षक	учитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
शिक्षक	вчителів	शिक्षक	вчитель	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;PL
शिक्षक	вчителі	शिक्षक	вчитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
खाता	рахунок	खा	рахунок	V;IPFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
खाता	рахунки	खा	рахунок	V;IPFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;PL
सहयोगी	співробітник	सहयोगी	співробітник	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
सहयोगी	колезі	सहयोगी	колега	N;NOM;MASC;PL;3	N;ANIM;DAT;FEM;SG
सहयोगी	колега	सहयोगी	колега	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
नोट	зауваження	नोट	зауваження	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
नोट	примітки	नोट	примітка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
नोट	зауважте	नोट	зауважтий	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;FIN
नोट	примітка	नोट	примітка	N;NOM;MASC;SG;3	ADV
नोट	нотаток	नोट	нотатка	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
नोट	нотатки	नोट	нотатка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
नोट	примітки	नोट	примітка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
नीतियों	політики	नीति	політика	N;ACC;FEM;PL;3	N;INAN;NOM;FEM;PL
नीतियों	правила	नीति	правило	N;ACC;FEM;PL;3	N;INAN;NOM;NEUT;PL
पेज	сторінку	पेज	сторінка	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
पेज	сторінки	पेज	сторінка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पेज	пейдж	पेज	пейдж	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
पेज	сторінки	पेज	сторінка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पेज	сторінок	पेज	сторінка	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
सजा	речення	सजा	речення	PROPN;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
सजा	вирок	सजा	вирка	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सजा	покарати	सजा	покарати	PROPN;NOM;FEM;SG;3	V;PFV;NFIN
सजा	карати	सजा	карати	PROPN;NOM;FEM;SG;3	V;IPFV;NFIN
सजा	прикрасили	सजा	прикрасити	PROPN;NOM;FEM;SG;3	V;PFV;IND;PL;PST;FIN
सजा	нагороджений	सजा	нагороджений	PROPN;NOM;FEM;SG;3	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
सजा	покарання	सजा	покарання	PROPN;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
परम	ultimate	परम	ultimate		
गिर	осінь	गिर	осінь	V;ACT	N;INAN;NOM;FEM;SG
गिर	fall	गिर	fall	V;ACT	
गिर	падіння	गिर	падіння	V;ACT	N;INAN;NOM;NEUT;SG
अर्जित	виховали	अर्जित	виховати	ADJ	V;PFV;IND;PL;PST;FIN
अर्जित	виростили	अर्जित	виростити	ADJ	V;PFV;IND;PL;PST;FIN
अर्जित	підняли	अर्जित	підняти	ADJ	V;PFV;IND;PL;PST;FIN
अर्जित	заробив	अर्जित	заробити	ADJ	V;PFV;MASC;IND;SG;PST;FIN
अमर	безсмертний	अमर	безсмертний	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
अमर	безсмертна	अमर	безсмертний	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
खुला	відкрита	खुल	відкритий	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
खुला	відкриті	खुल	відкритий	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
खुला	відкритий	खुल	відкритий	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
चालक	драйвери	चालक	драйвер	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
चालक	водії	चालक	водій	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
बनती	банті	बन	бант	V;IPFV;FEM;SG;V.PTCP;ACT	
नकारात्मक	негатив	नकारात्मक	негатив	ADJ	N;INAN;NOM;MASC;SG
अंकित	записано	अंकित	записати	ADJ	V;PFV;IND;0;FIN
अंकित	записав	अंकित	записати	ADJ	V;PFV;MASC;IND;SG;PST;FIN
समृद्ध	збагачення	समृद्ध	збагачення	ADP	N;INAN;NOM;NEUT;SG
समृद्ध	багаті	समृद्ध	багатий	ADP	ADJ;NOM;PL
समृद्ध	багатий	समृद्ध	багатий	ADP	ADJ;NOM;MASC;SG
समृद्ध	rich	समृद्ध	rich	ADP	
इतालवी	італійською	इतालवी	італійський	PROPN;NOM;MASC;SG;3	ADJ;INS;FEM;SG
इतालवी	італійський	इतालवी	італійський	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
इतालवी	італієць	इतालवी	італієць	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
इतालवी	італійська	इतालवी	італійський	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
इतालवी	італійської	इतालवी	італійський	PROPN;NOM;MASC;SG;3	ADJ;GEN;FEM;SG
बांग्ला	бенгальська	बांग्ला	бенгальський	PROPN;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
बांग्ला	бангладешу	बांग्ला	бангладеший	PROPN;NOM;FEM;SG;3	V;PFV;IND;SG;2;FUT;FIN
बहादुर	бахадур	बहादुर	бахадура	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
बहादुर	хоробрим	बहादुर	хоробрий	PROPN;NOM;MASC;SG;3	ADJ;INS;NEUT;SG
बहादुर	сміливі	बहादुर	сміливий	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
बहादुर	сміливий	बहादुर	сміливий	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
बहादुर	мужній	बहादुर	мужний	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
बहादुर	хоробрі	बहादुर	хоробра	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
व्यवस्थित	організувати	व्यवस्थित	організувати	ADJ	V;PFV;NFIN
व्यवस्थित	впорядкувати	व्यवस्थित	впорядкувати	ADJ	V;PFV;NFIN
व्यवस्थित	systematic	व्यवस्थित	systematic	ADJ	
नेताओं	лідери	नेता	лідер	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
गौरव	гордість	गौरव	гордість	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
गौरव	заслужений	गौरव	заслужений	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
गौरव	поважно	गौरव	поважно	PROPN;NOM;MASC;SG;3	ADV
गौरव	надійні	गौरव	надійний	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
गौरव	славна	गौरव	славний	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
स्लैम	slam	स्लैम	slam	N;NOM;MASC;SG;3	
डॉक्टर	лікарів	डॉक्टर	лікар	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;PL
डॉक्टर	лікарі	डॉक्टर	лікар	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
डॉक्टर	лікаря	डॉक्टर	лікар	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
डॉक्टर	лікарю	डॉक्टर	лікар	N;NOM;MASC;SG;3	N;ANIM;DAT;MASC;SG
ऑक्सीजन	киснем	ऑक्सीजन	кисень	N;NOM;MASC;SG;3	N;INAN;INS;MASC;SG
टैग	позначити	टैग	позначити	N;NOM;MASC;SG;3	V;PFV;NFIN
टैग	квач	टैग	квач	N;NOM;MASC;SG;3	
टैग	позначки	टैग	позначка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
टैग	мітки	टैग	мітка	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
गणितीय	математична	गणितीय	математичний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
गणितीय	математичних	गणितीय	математичний	N;NOM;MASC;SG;3	ADJ;GEN;PL
गणितीय	математичний	गणितीय	математичний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
गणितीय	математичні	गणितीय	математичний	N;NOM;MASC;SG;3	ADJ;NOM;PL
रखकर	розміщення	रख	розміщення	V;V.CVB	N;INAN;NOM;NEUT;SG
रखकर	викладання	रख	викладання	V;V.CVB	N;INAN;NOM;NEUT;SG
जोड़ी	пара	जोड़ी	пара	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
जोड़ी	пари	जोड़ी	пара	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;FEM;PL
जोड़ी	пара	जोड़ी	пара	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
जोड़ी	парочка	जोड़ी	парочка	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
सबूत	докази	सबूत	доказ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
सटीक	акуратно	सटीक	акуратно	ADJ	ADV
समाप्ति	завершити	समाप्ति	завершити	N;NOM;FEM;SG;3	V;PFV;NFIN
समाप्ति	закінчити	समाप्ति	закінчити	N;NOM;FEM;SG;3	V;PFV;NFIN
समाप्ति	завершити	समाप्ति	завершити	N;NOM;FEM;SG;3	V;PFV;NFIN
समाप्ति	закінчити	समाप्ति	закінчити	N;NOM;FEM;SG;3	V;PFV;NFIN
समाप्ति	закінчиться	समाप्ति	закінчитися	N;NOM;FEM;SG;3	V;PFV;IND;SG;3;FUT;FIN
समाप्ति	завершується	समाप्ति	завершуватися	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
समाप्ति	закінчується	समाप्ति	закінчуватися	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
समाप्ति	остаточний	समाप्ति	остаточний	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
उल्लंघन	штурму	उल्लंघन	штурма	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
