hope	nádej	hope	nádej	PROPN	N;NOM;FEM;SG
menguji	skúška	menkuji	skúška	V;SG;ACT	N;NOM;FEM;SG
menguji	skúšanie	menkuji	skúšanie	V;SG;ACT	N;NOM;NEUT;SG
penggalian	vykopávok	pengalian	vykopávka	N;SG	N;GEN;FEM;PL
mengenali	uznávaný	menkenali	uznávaný	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mengenali	uznávané	menkenali	uznávaný	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mengenali	uznané	menkenali	uznaný	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mengenali	spoznali	menkenali	spoznať	V;SG;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
mengenali	uznaná	menkenali	uznaný	V;SG;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rela	ochotne	rela	ochotne		ADV
rela	dobrovoľne	rela	dobrovoľne		ADV
rela	ochotné	rela	ochotný		ADJ;NOM;NEUT;SG
rela	ochotní	rela	ochotný		ADJ;ANIM;NOM;MASC;PL
rela	ochotný	rela	ochotný		ADJ;ANIM;NOM;MASC;SG
rela	ochotná	rela	ochotný		ADJ;NOM;FEM;SG
kafir	neveriaci	kafir	neveriaci	PROPN;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
kafir	neveriaci	kafir	neveriaci	PROPN;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
kafir	pohan	kafir	pohan	PROPN;SG	N;ANIM;NOM;MASC;SG
wawasan	prehľady	wawasan	prehľad	N;SG	N;INAN;NOM;MASC;PL
wawasan	postrehy	wawasan	postreh	N;SG	N;INAN;NOM;MASC;PL
wawasan	štatistiky	wawasan	štatistika	N;SG	N;NOM;FEM;PL
keunikan	jedinečný	keunikan	jedinečný	N;SG	ADJ;INAN;NOM;MASC;SG
keunikan	unikátne	keunikan	unikátny	N;SG	ADJ;NOM;NEUT;SG
keunikan	jedinečné	keunikan	jedinečný	N;SG	ADJ;NOM;NEUT;SG
keunikan	jedinečná	keunikan	jedinečný	N;SG	ADJ;NOM;FEM;SG
keunikan	unikátny	keunikan	unikátny	N;SG	ADJ;INAN;NOM;MASC;SG
darius	darius	darius	darius	PROPN	PROPN;ANIM;NOM;MASC;SG
dame	dame	dame	dam	PROPN	PROPN;ANIM;VOC;MASC;SG
taruna	kadetov	taruna	kadet	PROPN	N;ANIM;NOM;MASC;PL
taruna	kadet	taruna	kadet	PROPN	N;ANIM;NOM;MASC;SG
asumsi	domnienky	asumsi	domnienka	N;SG	N;NOM;FEM;PL
asumsi	predpoklady	asumsi	predpoklad	N;SG	N;INAN;NOM;MASC;PL
cameron	cameron	cameron	cameron	PROPN	PROPN;ANIM;NOM;MASC;SG
cameron	cameronová	cameron	cameronová	PROPN	N;NOM;FEM;SG
fei	fei	fei	fei	PROPN	
angela	angela	angela	angiel	PROPN	N;NOM;FEM;SG
step	step	step	step	PROPN	N;INAN;NOM;MASC;SG
step	krok	step	krok	PROPN	N;INAN;NOM;MASC;SG
senja	súmraku	senja	súmrak	PROPN	N;INAN;GEN;MASC;SG
senja	sunset	senja	sunset	PROPN	PROPN;ANIM;NOM;MASC;SG
senja	súmraku	senja	súmrak	PROPN	N;INAN;GEN;MASC;SG
senja	twilight	senja	twilight	PROPN	N;NOM;MASC;SG
senegal	senegalský	senegal	senegalský	PROPN;SG	ADJ;ANIM;NOM;MASC;SG
senegal	senegal	senegal	senegať	PROPN;SG	PROPN;INAN;NOM;MASC;SG
venesia	benátsky	venesia	benátsky	PROPN	ADJ;ANIM;NOM;MASC;SG
venesia	benátkach	venesia	benátka	PROPN	N;INS;FEM;PL
venesia	venice	venesia	venica	PROPN	N;NOM;FEM;SG
lancar	hladko	lancar	hladko	ADJ;SG	ADV
pasha	paša	pasha	p	PROPN	N;ANIM;NOM;MASC;SG
bengkel	workshopy	bengkel	workshopy	N;SG	N;INAN;NOM;MASC;PL
penawaran	dohodneme	pentawaran	dohodnúť	N;SG	V;PFV;IND;PL;1;POS;PRS;FIN
penawaran	ponúknuť	pentawaran	ponúknuť	N;SG	V;PFV;POS;NFIN
penawaran	ponuky	pentawaran	ponuka	N;SG	N;NOM;FEM;PL
penawaran	obchody	pentawaran	obchod	N;SG	N;INAN;NOM;MASC;PL
penawaran	dohody	pentawaran	dohoda	N;SG	N;NOM;FEM;PL
penawaran	ponúka	pentawaran	ponúkať	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
penawaran	ponuky	pentawaran	ponuka	N;SG	N;NOM;FEM;PL
penawaran	ponúk	pentawaran	ponúk	N;SG	N;GEN;FEM;PL
pengalihan	presmerovať	penalihan	presmerovať	N;SG	V;IPFV;POS;NFIN
lithuania	litovské	lithuania	litovský	N;SG	ADJ;NOM;NEUT;SG
lithuania	litovský	lithuania	litovský	N;SG	ADJ;ANIM;NOM;MASC;SG
jpeg	jpeg	jpeg	jpeg	PROPN;SG	N;INAN;NOM;MASC;SG
obligasi	dlhopisy	obligasi	dlhopis	N;SG	N;INAN;NOM;MASC;PL
obligasi	dlhopisov	obligasi	dlhopis	N;SG	N;INAN;GEN;MASC;PL
obligasi	bond	obligasi	bond	N;SG	PROPN;ANIM;NOM;MASC;SG
waralaba	koncesie	waralaba	koncesi	N;SG	N;NOM;FEM;PL
male	samec	male	samec	PROPN	N;ANIM;NOM;MASC;SG
male	mužské	male	mužský	PROPN	ADJ;NOM;NEUT;SG
male	muž	male	muž	PROPN	N;ANIM;NOM;MASC;SG
male	mužský	male	mužský	PROPN	ADJ;ANIM;NOM;MASC;SG
mason	mason	mason	mason	PROPN	PROPN;ANIM;NOM;MASC;SG
perfect	perfektný	perfect	perfektný	PROPN	ADJ;INAN;NOM;MASC;SG
perfect	perfektné	perfect	perfektný	PROPN	ADJ;NOM;NEUT;SG
perfect	dokonalá	perfect	dokonalý	PROPN	ADJ;NOM;FEM;SG
perfect	perfektne	perfect	perfektne	PROPN	ADV
perfect	perfektná	perfect	perfektný	PROPN	ADJ;NOM;FEM;SG
papa	tatko	papa	tatko	PROPN	N;ANIM;NOM;MASC;SG
papa	papa	papa	papa	PROPN	PROPN;ANIM;NOM;MASC;SG
birds	vtáctvo	birds	vtáctvo	PROPN	N;NOM;NEUT;SG
birds	vtáky	birds	vták	PROPN	N;INAN;NOM;MASC;PL
birds	vtákov	birds	vták	PROPN	N;INAN;GEN;MASC;PL
birds	vtáci	birds	vták	PROPN	N;ANIM;NOM;MASC;PL
augustus	augustus	augustus	augustus	PROPN	N;ANIM;NOM;MASC;SG
letters	písmená	letters	písmeno	PROPN	N;NOM;NEUT;PL
letters	listy	letters	list	PROPN	N;INAN;NOM;MASC;PL
letters	písmen	letters	písmen	PROPN	N;NOM;NEUT;PL
rotterdam	rotterdam	rotterdam	rotterda	PROPN	N;INAN;NOM;MASC;SG
monaco	monaco	monaco	monaco	PROPN	N;INAN;NOM;MASC;SG
xiao	xiao	xiao	xiao	PROPN	PROPN;ANIM;NOM;MASC;SG
monte	monte	monte	mont	PROPN	PROPN;ANIM;NOM;MASC;SG
gonzález	gonzález	gonzález	gonzález	PROPN	N;ANIM;NOM;MASC;SG
bhutan	bhután	bhutan	bhután	PROPN;SG	N;NOM;NEUT;SG
angels	anjeli	angels	anjeli	PROPN	N;ANIM;NOM;MASC;PL
angels	anjelov	angels	anjel	PROPN	N;ANIM;ACC;MASC;PL
angels	angels	angels	angels	PROPN	
angels	anjelom	angels	anjel	PROPN	N;ANIM;INS;MASC;SG
beku	zmrazený	beku	zmrazený	N;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
beku	zmrazené	beku	zmrazený	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
beku	mrazené	beku	mrazený	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
beku	frost	beku	frost	N;SG	
desktop	plochy	desktop	plocha	N;SG	N;NOM;FEM;PL
desktop	plochy	desktop	plocha	N;SG	N;NOM;FEM;PL
aviv	avive	aviv	aviva	PROPN	PROPN;NOM;FEM;SG
musiman	sezónneho	musiman	sezónny	N;SG	ADJ;GEN;NEUT;SG
musiman	sezónne	musiman	sezónne	N;SG	ADV
factor	činiteľ	factor	činiteľ	PROPN	N;ANIM;NOM;MASC;SG
factor	faktor	factor	faktor	PROPN	N;INAN;NOM;MASC;SG
suit	oblek	suit	oblek	PROPN	N;INAN;NOM;MASC;SG
suit	vyhovovať	suit	vyhovovať	PROPN	V;IPFV;POS;NFIN
palermo	palermo	palermo	palermo	PROPN	N;INAN;NOM;MASC;SG
diakhiri	ukončené	diakhiri	ukončený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diakhiri	ukončená	diakhiri	ukončený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
diakhiri	ukončený	diakhiri	ukončený	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
hunt	lovia	hunt	lovieť	PROPN	V;IPFV;IND;PL;3;POS;PRS;FIN
hunt	loviť	hunt	loviť	PROPN	V;IPFV;POS;NFIN
hunt	hunt	hunt	hunt	PROPN	PROPN;ANIM;NOM;MASC;SG
hunt	lov	hunt	lov	PROPN	N;INAN;NOM;MASC;SG
hunt	lovu	hunt	lov	PROPN	N;GEN;NEUT;SG
tren	trendy	tren	trend	N;SG	N;INAN;NOM;MASC;PL
tren	tendencie	tren	tendencia	N;SG	N;NOM;FEM;PL
tren	populárne	tren	populárne	N;SG	ADV
campus	areál	campus	areál	PROPN	N;INAN;NOM;MASC;SG
campus	areálu	campus	areál	PROPN	N;INAN;GEN;MASC;SG
aluminium	hliníkové	aluminium	hliníkový	N;SG	ADJ;NOM;NEUT;SG
aluminium	hliníkové	aluminium	hliníkový	N;SG	ADJ;NOM;NEUT;SG
jogja	yogyakarta	jogja	yogyakart	PROPN	N;ANIM;NOM;MASC;SG
glasgow	glasgow	glasgow	glasgow	PROPN	PROPN;INAN;NOM;MASC;SG
boris	boris	boris	boris	PROPN	PROPN;ANIM;NOM;MASC;SG
hey	hej	hey	hej	PROPN	INTJ
petra	petra	petra	petra	PROPN	PROPN;ANIM;ACC;MASC;SG
natrium	sodný	natrium	sodný	N	ADJ;ANIM;NOM;MASC;SG
alpes	alpes	alpes	alpes	PROPN	N;INAN;NOM;MASC;SG
terakreditasi	akreditovaný	terakreditasi	akreditovaný	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
terakreditasi	akreditovaných	terakreditasi	akreditovaný	V;SG;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
terakreditasi	akreditované	terakreditasi	akreditovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
banteng	bull	banteng	bull	N;SG	PROPN;ANIM;NOM;MASC;SG
turbin	turbíny	turbin	turbína	N;SG	N;INAN;NOM;MASC;PL
turbin	turbín	turbin	turbín	N;SG	N;GEN;FEM;PL
rex	rex	rex	rex	PROPN	PROPN;ANIM;NOM;MASC;SG
roberts	roberts	roberts	roberts	PROPN	PROPN;NOM;FEM;SG
tersangka	podozriví	tersangka	podozrivie	ADP;SG;PASS	ADJ;ANIM;NOM;MASC;PL
tersangka	podozrivých	tersangka	podozrivý	ADP;SG;PASS	ADJ;GEN;MASC;PL
tersangka	podozrivé	tersangka	podozrivý	ADP;SG;PASS	ADJ;NOM;NEUT;SG
tersangka	podozrivý	tersangka	podozrivý	ADP;SG;PASS	ADJ;ANIM;NOM;MASC;SG
tersangka	podozrenie	tersangka	podozrenie	ADP;SG;PASS	N;NOM;NEUT;SG
tersangka	podozrivá	tersangka	podozrivý	ADP;SG;PASS	ADJ;NOM;FEM;SG
terkandung	obsiahnuté	terkandung	obsiahnutý	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terkandung	obsiahnutý	terkandung	obsiahnutý	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
terkandung	obsahovali	terkandung	obsahovať	V;SG;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
rainbow	rainbow	rainbow	rainbow	PROPN	PROPN;ANIM;NOM;MASC;SG
rainbow	dúha	rainbow	dúha	PROPN	N;NOM;FEM;SG
gironde	gironde	gironde	gironde	PROPN	PROPN;NOM;FEM;SG
komputasi	výpočty	komputasi	výpočet	N;SG	N;INAN;NOM;MASC;PL
xiv	xiv	xiv	xiv	PROPN	NUM
quebec	quebec	quebec	quebec	PROPN	PROPN;INAN;NOM;MASC;SG
struktural	štrukturálne	struktural	štrukturálny	N;SG	ADJ;NOM;NEUT;PL
struktural	štrukturálna	struktural	štrukturálny	N;SG	ADJ;NOM;FEM;SG
struktural	štrukturálny	struktural	štrukturálny	N;SG	ADJ;INAN;NOM;MASC;SG
struktural	štrukturálnych	struktural	štrukturálny	N;SG	ADJ;GEN;MASC;PL
struktural	štrukturálne	struktural	štrukturálny	N;SG	ADJ;NOM;NEUT;PL
feature	najlepšie	feature	dobre	PROPN	ADV;RL
feature	vybrané	feature	vybraný	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
semut	mravce	semut	mravec	N;SG	N;INAN;NOM;MASC;PL
bertenaga	poháňané	bertenaga	poháňaný	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mengamankan	bezpečné	menamankan	bezpečný	V;SG;ACT	ADJ;NOM;NEUT;SG
mengamankan	zabezpečená	menamankan	zabezpečený	V;SG;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
mengamankan	zabezpečené	menamankan	zabezpečený	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mengamankan	zabezpečenie	menamankan	zabezpečenie	V;SG;ACT	N;NOM;NEUT;SG
percetakan	tlačiarne	percetakan	tlačiarne	N;SG	N;NOM;FEM;PL
percetakan	tlačiarní	percetakan	tlačiareň	N;SG	N;GEN;FEM;PL
percetakan	tlačiarne	percetakan	tlačiarne	N;SG	N;NOM;FEM;PL
parma	parma	parma	parm	PROPN	PROPN;ANIM;NOM;MASC;SG
columbus	columbus	columbus	columbus	PROPN	N;INAN;NOM;MASC;SG
hautes	hautes	hautes	hautes	PROPN	N;NOM;FEM;SG
motivasi	motivácie	motivasi	motivácia	N;SG	N;NOM;FEM;PL
motivasi	motivačný	motivasi	motivačný	N;SG	ADJ;INAN;NOM;MASC;SG
motivasi	motivačné	motivasi	motivačný	N;SG	ADJ;NOM;NEUT;SG
vulkanik	sopečného	vulkanik	sopečný	N;SG	ADJ;GEN;MASC;SG
dreams	snoch	dreams	sno	PROPN	N;INAN;GEN;MASC;PL
dreams	snami	dreams	sen	PROPN	N;INAN;INS;MASC;PL
dreams	snov	dreams	sen	PROPN	N;INAN;GEN;MASC;PL
dreams	sny	dreams	sen	PROPN	N;INAN;NOM;MASC;PL
teknisi	technikov	teknisi	technik	N;SG	N;ANIM;ACC;MASC;PL
teknisi	technici	teknisi	technica	N;SG	N;ANIM;NOM;MASC;PL
indikator	ukazovatele	indikator	ukazovateľ	N;SG	N;INAN;NOM;MASC;PL
indikator	indikátory	indikator	indikátor	N;SG	N;INAN;NOM;MASC;PL
indikator	ukazovateľov	indikator	ukazovateľ	N;SG	N;ANIM;GEN;MASC;PL
welcome	vitaj	welcome	vitaj	PROPN	INTJ
welcome	vitajte	welcome	vitať	PROPN	V;IPFV;IMP;PL;2;POS;FIN
welcome	privítanie	welcome	privítanie	PROPN	N;NOM;NEUT;SG
klik	kliknutie	klik	kliknutie	PROPN	N;NOM;NEUT;SG
klik	klik	klik	klik	PROPN	N;INAN;NOM;MASC;SG
klik	kliknúť	klik	kliknúť	PROPN	V;PFV;POS;NFIN
abd	abd	abd	abd	PROPN	PROPN;ANIM;NOM;MASC;SG
edwards	edwards	edwards	edwards	PROPN	PROPN;ANIM;NOM;MASC;SG
parker	parkerová	parker	parkerový	PROPN	ADJ;NOM;FEM;SG
parker	parker	parker	parker	PROPN	PROPN;ANIM;NOM;MASC;SG
walk	kráčať	walk	kráčať	PROPN	V;IPFV;POS;NFIN
walk	peši	walk	pešiť	PROPN	N;GEN;FEM;PL
walk	chôdza	walk	chôdzať	PROPN	N;NOM;FEM;SG
walk	prechádzka	walk	prechádzkať	PROPN	N;NOM;FEM;SG
haleakala	haleakala	haleakala	haleakať	PROPN	V;IPFV;FEM;SG;POS;PST;V.PTCP
campaign	kampaň	campaign	kampaň	PROPN	N;NOM;FEM;SG
pembeli	kupujúceho	penbeli	kupujúci	N;SG	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;ACT
pembeli	kupujúci	penbeli	kupujúci	N;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
pembeli	kupujúcich	penbeli	kupujúci	N;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
pembeli	kupujúci	penbeli	kupujúci	N;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
pembeli	kupujúcich	penbeli	kupujúci	N;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
oslo	oslo	oslo	oslo	PROPN	PROPN;ANIM;NOM;MASC;SG
samoa	samoa	samoa	samoa	PROPN	N;ANIM;NOM;MASC;SG
mengobati	liečbu	menobati	liečba	V;SG;ACT	N;ACC;FEM;SG
thing	vec	thing	vec	PROPN	N;NOM;FEM;SG
mori	mori	mori	more	PROPN	N;NOM;NEUT;SG
warsawa	varšave	warsawa	varšav	PROPN	ADV
kesepuluh	desiaty	kesepuluh	desiaty	NUM	ADJ;INAN;NOM;MASC;SG
kesepuluh	desiate	kesepuluh	desate	NUM	ADJ;NOM;NEUT;SG
kesepuluh	desiateho	kesepuluh	desiaty	NUM	ADJ;GEN;MASC;SG
course	kurz	course	kurz	PROPN	N;INAN;NOM;MASC;SG
lennon	lennon	lennon	lennon	PROPN	
hiv	hiv	hiv	hiv	PROPN	
herodes	herodes	herodes	herodes	PROPN	N;ANIM;NOM;MASC;SG
glee	glee	glee	glee	PROPN	PROPN;NOM;FEM;SG
sunting	upraviť	sunting	upraviť	N	V;PFV;POS;NFIN
taat	poslušnosť	taat	poslušnosť	ADJ;SG	N;NOM;FEM;SG
taat	poslúchať	taat	poslúchať	ADJ;SG	V;PFV;POS;NFIN
sussex	sussex	sussex	sussex	PROPN	PROPN;INAN;NOM;MASC;SG
mat	mat	mat	mat	PROPN	
apr	apr	apr	apr	PROPN	INTJ
apr	apríl	apr	aprila	PROPN	N;INAN;NOM;MASC;SG
connecticut	connecticute	connecticut	connecticut	PROPN	N;NOM;FEM;PL
mandar	koľaj	mandar	koľať	PROPN	N;NOM;FEM;SG
mandar	železničnej	mandar	železničný	PROPN	ADJ;GEN;FEM;SG
mandar	koľajnice	mandar	koľajnica	PROPN	N;NOM;FEM;PL
mandar	železničná	mandar	železničný	PROPN	ADJ;NOM;FEM;SG
mandar	železnica	mandar	železnica	PROPN	N;NOM;FEM;SG
romania	rumunsko	romania	rumunsko	PROPN	
romania	rumunska	romania	rumunsky	PROPN	N;NOM;FEM;SG
romania	rumunskom	romania	rumunský	PROPN	ADJ;INS;NEUT;SG
stasi	stasi	stasi	stasi	N	PROPN;ANIM;NOM;MASC;SG
kehamilan	gravidity	kehamilan	gravidita	N;SG	N;NOM;FEM;PL
hogwarts	rokfort	hogwarts	rokfort	PROPN	N;ANIM;NOM;MASC;SG
provence	provence	provence	provenec	PROPN	N;INAN;NOM;MASC;SG
property	pozemok	property	pozemok	PROPN	N;INAN;NOM;MASC;SG
property	nehnuteľnosti	property	nehnuteľnosť	PROPN	N;NOM;FEM;PL
property	vlastnosť	property	vlastnosť	PROPN	N;NOM;FEM;SG
property	majetok	property	majetok	PROPN	N;INAN;NOM;MASC;SG
property	nehnuteľnosť	property	nehnuteľnosť	PROPN	N;NOM;FEM;SG
economics	ekonomika	economics	ekonomika	PROPN	N;NOM;FEM;SG
economics	hospodárstvo	economics	hospodárstvo	PROPN	N;NOM;NEUT;SG
economics	ekonomiky	economics	ekonomika	PROPN	N;NOM;FEM;PL
balas	odpoveď	balas	odpoveď	V;SG;ACT	N;NOM;FEM;SG
sukarno	sukarno	sukarno	sukarno	PROPN	
murphy	murphy	murphy	murpeh	PROPN	PROPN;NOM;FEM;SG
tales	príbehov	tales	príbeh	PROPN	N;INAN;GEN;MASC;PL
emisi	emisie	emisi	emisia	N;SG	N;NOM;FEM;PL
emisi	emisií	emisi	emisieť	N;SG	N;GEN;FEM;PL
emisi	emisie	emisi	emisia	N;SG	N;NOM;FEM;PL
emisi	emisné	emisi	emisný	N;SG	ADJ;NOM;NEUT;PL
daeng	daisy	daeng	daisa	PROPN	N;NOM;FEM;SG
bodyclass	bodyclass	bodyclass	bodyclass	PROPN	N;NOM;FEM;SG
babilonia	babylonskom	babilonia	babylonský	PROPN	ADJ;INS;NEUT;SG
nagoya	nagoji	nagoya	nagoj	PROPN	PROPN;ANIM;NOM;MASC;SG
aek	aek	aek	aek	PROPN	PROPN;ANIM;NOM;MASC;SG
beck	beck	beck	beck	PROPN	PROPN;ANIM;NOM;MASC;SG
saingan	súperi	saingan	súper	N;SG	N;ANIM;NOM;MASC;PL
yen	yen	yen	yen	PROPN	PROPN;ANIM;NOM;MASC;SG
keemasan	zlaté	keemasan	zlatý	N;SG	ADJ;NOM;NEUT;SG
keemasan	golden	keemasan	golden	N;SG	PROPN;ANIM;NOM;MASC;SG
keemasan	zlatá	keemasan	zlatý	N;SG	ADJ;NOM;FEM;SG
sporting	športový	sporting	športový	PROPN	ADJ;ANIM;NOM;MASC;SG
sporting	športové	sporting	športový	PROPN	ADJ;NOM;NEUT;SG
viktor	viktor	viktor	viktor	PROPN	N;ANIM;NOM;MASC;SG
yoga	joga	yoga	joga	PROPN	N;NOM;FEM;SG
ost	ost	ost	ost	N	INTJ
cekoslowakia	československo	cekoslowakia	československo	PROPN	N;NOM;NEUT;SG
cekoslowakia	československý	cekoslowakia	československý	PROPN	ADJ;ANIM;NOM;MASC;SG
cekoslowakia	československá	cekoslowakia	československý	PROPN	ADJ;NOM;FEM;SG
romo	róm	romo	róm	PROPN	N;ANIM;NOM;MASC;SG
holocaust	holokaust	holocaust	holokaust	PROPN	N;INAN;NOM;MASC;SG
cargo	nákladu	cargo	náklad	PROPN	N;INAN;GEN;MASC;SG
cargo	náklad	cargo	náklad	PROPN	N;INAN;NOM;MASC;SG
pesanan	objednať	pesanan	objednať	N;SG	V;PFV;POS;NFIN
pesanan	objednávky	pesanan	objednávka	N;SG	N;NOM;FEM;PL
pesanan	príkazy	pesanan	príkaz	N;SG	N;INAN;NOM;MASC;PL
pesanan	rozkazy	pesanan	rozkaz	N;SG	N;INAN;NOM;MASC;PL
pesanan	uznesenia	pesanan	uznesenie	N;SG	N;NOM;NEUT;PL
persediaan	zásoby	persediaan	zásob	N;SG	N;NOM;FEM;PL
persediaan	dodávky	persediaan	dodávka	N;SG	N;NOM;FEM;PL
cho	cho	cho	cho	PROPN	PROPN;NOM;FEM;SG
laboratory	laboratórium	laboratory	laboratórium	PROPN	N;NOM;NEUT;SG
laboratory	laboratória	laboratory	laboratórium	PROPN	N;NOM;NEUT;PL
laboratory	laboratórne	laboratory	laboratórny	PROPN	ADJ;NOM;NEUT;SG
laboratory	laboratóriá	laboratory	laboratórium	PROPN	N;NOM;NEUT;PL
romance	romantika	romance	romantika	PROPN	N;NOM;FEM;SG
bubar	zamietnuť	bubar	zamietnuť		V;PFV;POS;NFIN
bubar	rozptýliť	bubar	rozptýliť		V;PFV;POS;NFIN
berdampak	dosah	berdampak	dosah	V;SG;ACT	N;INAN;NOM;MASC;SG
berdampak	vplyv	berdampak	vplyv	V;SG;ACT	N;INAN;NOM;MASC;SG
berdampak	náraz	berdampak	náraz	V;SG;ACT	N;INAN;NOM;MASC;SG
menggambar	kresba	mengambar	kresba	V;SG;ACT	N;NOM;FEM;SG
menggambar	kreslenie	mengambar	kreslenie	V;SG;ACT	N;NOM;NEUT;SG
menggambar	výkres	mengambar	výkres	V;SG;ACT	N;INAN;NOM;MASC;SG
menggambar	čerpania	mengambar	čerpanie	V;SG;ACT	N;NOM;NEUT;PL
beristirahat	odpočinku	beristirahat	odpočinka	V;SG;ACT	N;INAN;GEN;MASC;SG
beristirahat	odpočinok	beristirahat	odpočinok	V;SG;ACT	N;INAN;NOM;MASC;SG
beristirahat	oddych	beristirahat	oddych	V;SG;ACT	N;INAN;NOM;MASC;SG
beristirahat	zvyšok	beristirahat	zvyšok	V;SG;ACT	N;INAN;NOM;MASC;SG
beristirahat	odpočinku	beristirahat	odpočinka	V;SG;ACT	N;INAN;GEN;MASC;SG
glass	sklenená	glass	sklenený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
psikologis	psychologický	psikologis	psychologický	N;SG	ADJ;ANIM;NOM;MASC;SG
psikologis	psychické	psikologis	psychický	N;SG	ADJ;NOM;NEUT;SG
psikologis	psychologické	psikologis	psychologický	N;SG	ADJ;NOM;NEUT;SG
psikologis	psychologicky	psikologis	psychologicky	N;SG	ADV
kromosom	chromozómov	kromosom	chromozóm	N;SG	N;INAN;GEN;MASC;PL
kromosom	chromozómové	kromosom	chromozómový	N;SG	ADJ;NOM;NEUT;SG
olga	olga	olga	olga	PROPN	PROPN;NOM;FEM;SG
roosevelt	roosevelt	roosevelt	roosevieť	PROPN	N;ANIM;NOM;MASC;SG
sep	sep	sep	sep		INTJ
merekrut	nábor	menrekrut	nábor	V;SG;ACT	N;INAN;NOM;MASC;SG
merekrut	nábor	menrekrut	nábor	V;SG;ACT	N;INAN;NOM;MASC;SG
christine	christine	christine	christina	PROPN	N;NOM;FEM;SG
sos	sos	sos	sos	PROPN	
challenger	challenger	challenger	challenger	PROPN	N;INAN;NOM;MASC;SG
angkut	dopravné	angkut	dopravný	N;SG;ACT	ADJ;NOM;NEUT;SG
teladan	príkladné	teladan	príkladný	N;SG	ADJ;NOM;NEUT;SG
mph	mph	mph	mph	PROPN	
pakan	krmív	pakan	krmív	N;SG	N;GEN;FEM;PL
pakan	krmivo	pakan	krmivo	N;SG	N;INAN;NOM;MASC;PL
pakan	krmivá	pakan	krmivý	N;SG	N;INAN;NOM;MASC;PL
pakan	kŕmiť	pakan	kŕmiť	N;SG	V;IPFV;POS;NFIN
pakan	krmivo	pakan	krmivo	N;SG	N;INAN;NOM;MASC;PL
lituania	litovské	lituania	litovský	N;SG	ADJ;NOM;NEUT;SG
lituania	litovský	lituania	litovský	N;SG	ADJ;ANIM;NOM;MASC;SG
bologna	bolonského	bologna	bolonský	PROPN	ADJ;GEN;NEUT;SG
gospel	evanjelium	gospel	evanjelium	PROPN	N;NOM;NEUT;SG
powell	powell	powell	pohell	PROPN	PROPN;ANIM;NOM;MASC;SG
terjebak	uviazli	terjebak	uviaznuť	V;SG;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
terjebak	uväznený	terjebak	uväznený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
terjebak	uväznení	terjebak	uväznenie	V;SG;PASS	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
terjebak	uväznená	terjebak	uväznený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
interaktif	interaktívne	interaktif	interaktívne	N;SG	ADV
mendapati	našli	mendapati	nájsť	V;SG;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
mendapati	nájdený	mendapati	nájdený	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
