من	که	مِن	که	ADP	CONJ
الذرة	حبوبات	ذُرَة	None	N;NOM;DEF;SG	N;PL
الصحابة	صحابه	صَحَابَة	صحابه	N;NOM;DEF;SG	N;PL
الكبار	بزرگسال	كَبِير	بزرگسال	ADJ;NOM;DEF;MASC;PL	N;SG
الكبار	بزرگسالان	كَبِير	بزرگسال	ADJ;NOM;DEF;MASC;PL	N;PL
الكبار	بزرگترها	كَبِير	بزرگتر	ADJ;NOM;DEF;MASC;PL	N;PL
قيم	مقادیر	قِيمَة	مقدار	N;NOM;INDF;SG	N;PL
قيم	ارزشها	قِيمَة	ارزش	N;NOM;INDF;SG	N;PL
يدرس	studying	دَرَس	studying	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
يدرس	مطالعه	دَرَس	مطالعه	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
عقود	دهه	عَقد	دهه	N;NOM;INDF;PL	N;SG
ميونخ	مونیخ	ميونخ	مونیخ		N;SG
زكريا	زکریا	زكريا	زکریا	ADJ;ACC;INDF;MASC;SG	N;SG
كيميائي	شیمیایی	كِيمِيَائِيّ	شیمیایی	ADJ;NOM;INDF;MASC;SG	N;SG
كيميائي	شیمیدان	كِيمِيَائِيّ	شیمید	ADJ;NOM;INDF;MASC;SG	N;SG
وليد	ولید	وليد	None		N;SG
وليد	ولید	وليد	None		N;SG
جوانب	دیدگاه	جَانِب	دیدگاه	N;NOM;INDF;PL	N;SG
جوانب	پهلو	جَانِب	پهلو	N;NOM;INDF;PL	N;SG
عراقية	عراقی	عِرَاقِيّ	عراقی	ADJ;NOM;INDF;FEM;SG	N;SG
المختار	برگزیده	المختار	برگزیده		V;SG;3;V.PTCP
المختار	برگزیده	المختار	برگزیده		V;SG;3;V.PTCP
القليل	اندکی	قَلِيل	اندکی		ADJ
القليل	کوچک	قَلِيل	کوچک		ADJ
القليل	کم	قَلِيل	کم		ADJ
القليل	لیتل	قَلِيل	لیتل		N;SG
القليل	کوچولو	قَلِيل	کوچولو		N;SG
البيان	اظهارات	بَيَان	اظهار	N;NOM;DEF;SG	N;PL
غريب	عجیبی	غريب	عجیبی		ADJ
غريب	عجیب	غريب	عجیب		ADJ
توم	تام	تَومّ	تام		N;SG
توم	tom	تَومّ	tom		N;SG
الرحيم	مهربان	الرحيم	مهربان		ADJ
الان	اکنون	آن	اکنون	N;ACC;DEF;SG	ADV
الان	الان	آن	الان	N;ACC;DEF;SG	ADV
الان	حالا	آن	حالا	N;ACC;DEF;SG	ADV
الجيوش	سپاه	جَيش	سپاه	N;NOM;DEF;PL	N;SG
الزرقاء	کبود	أَزرَق	کبود#کن		N;SG
الزرقاء	آبی	أَزرَق	آبی		ADJ
الزرقاء	بلو	أَزرَق	بلو		N;SG
فرانك	فرانک	فرانك	فرانک		N;SG
فرانك	فرنک	فرانك	فرنک		N;SG
البيزنطية	بیزانس	بِيزنطِيّ	بیزانس	ADJ;NOM;DEF;FEM;SG	N;SG
فعالية	مؤثر	فَعَّالِيَّة	مؤثر	N;NOM;INDF;SG	ADJ
ستيفن	استیون	ستِيفِن	استیون		N;SG
الكالسيوم	کلسیم	الكالسيوم	None		N;SG
مستمر	مداوم	مُستَمِرّ	مداوم	ADJ;NOM;INDF;MASC;SG	N;SG
مستمر	پیوسته	مُستَمِرّ	پیوسته	ADJ;NOM;INDF;MASC;SG	N;SG
فلسطيني	فلسطینیان	فِلَسطِينِيّ	None	N;NOM;INDF;SG	N;PL
فلسطيني	فلسطینی	فِلَسطِينِيّ	فلسطینی	N;NOM;INDF;SG	N;PL
فلسطيني	فلسطین	فِلَسطِينِيّ	فلسطین	N;NOM;INDF;SG	N;PL
فلسطيني	فلسطینی	فِلَسطِينِيّ	فلسطینی	N;NOM;INDF;SG	N;PL
الطوارئ	اورژانسی	طَارِئَة	اورژانسی	N;NOM;DEF;PL	N;SG
الطوارئ	اضطراری	طَارِئَة	اضطراری	N;NOM;DEF;PL	N;SG
الطوارئ	اورژانس	طَارِئَة	None	N;NOM;DEF;PL	N;SG
متى	وقتی	مَتَى	وقتی	DET	CONJ
متى	چون	مَتَى	چون	DET	CONJ
طاهر	طاهر	طاهر	طاهر		N;SG
ياسر	یاسر	ياسر	یاسر		N;SG
ياسر	یاسر	ياسر	یاسر		N;SG
قرون	شاخ	قَرن	شاخ	N;NOM;INDF;PL	N;SG
هندي	سرخپوست	هِندِيّ	سرخپوست	ADJ;NOM;INDF;MASC;SG	N;SG
هندي	هندی	هِندِيّ	هندی	ADJ;NOM;INDF;MASC;SG	N;SG
هندي	هندی	هِندِيّ	هندی	ADJ;NOM;INDF;MASC;SG	N;SG
ساعد	کمک	سَاعَد	کمک	V;MASC;IMP;SG	N;SG
عمق	اعماق	عُمق	عمق	N;NOM;INDF;SG	N;PL
عمق	عمیق	عُمق	عمیق	N;NOM;INDF;SG	ADJ
جدار	وال	جِدَار	وال	N;NOM;INDF;SG	
البعث	رستاخیز	البعث	رستاخیز		N;SG
النسبية	نسبیت	نِسبِيّ	نسبیت		N;SG
عليا	علیا	عليا	علیا		N;SG
نفسي	خودم	نفسي	None		
بقيت	درنگ	بَقِي	درنگ	V;PFV;FEM;SG;3;ACT	N;SG
منخفض	low	مُنخَفِض	low	ADJ;NOM;INDF;MASC;SG	N;SG
نبيل	نبیل	نبيل	نبیل		N;SG
نبيل	بزرگوار	نبيل	بزرگوار		N;SG
نبيل	نوبل	نبيل	نوبل		N;SG
نبيل	اصیل	نبيل	None		N;SG
نبيل	گرامی	نبيل	گرامی		ADJ
نبيل	نجیب	نبيل	نجیب		N;SG
بكالوريوس	لیسانس	بكالوريوس	لیسانس		N;SG
بكالوريوس	مجرد	بكالوريوس	مجرد		N;SG
البذور	بذر	بَذر	بذر	N;NOM;DEF;PL	N;SG
البذور	دانه	بَذر	دانه	N;NOM;DEF;PL	N;SG
البذور	بذر	بَذر	بذر	N;NOM;DEF;PL	N;SG
البذور	دانه	بَذر	دانه	N;NOM;DEF;PL	N;SG
البذور	نسل	بَذر	نسل	N;NOM;DEF;PL	N;SG
رائد	عمده	رائد	عمده		ADJ
رائد	ماژور	رائد	ماژور		N;SG
رائد	سرگرد	رائد	سرگرد		N;SG
الهوية	همانی	هُوِيَّة	None	N;NOM;DEF;SG	
عائشة	عایشه	عَائِش	عایشه		N;SG
عائشة	آیشا	عَائِش	آیشا		N;SG
عائشة	عایشه	عَائِش	عایشه		N;SG
الثقة	تراست	ثِقَة	تراست	N;NOM;DEF;SG	
اتصالات	میخواند	اِتِّصَال	خواند#خوان	N;NOM;INDF;PL	V;SG;3;PRS
اتصالات	بخواند	اِتِّصَال	خواند#خوان	N;NOM;INDF;PL	V;SBJV;SG;3;PRS
الحجاج	حاجیان	حَاجّ	حاجی	N;NOM;DEF;PL	N;SG
يكفي	کافیه	كَفَى	کافیه	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
بابل	بابل	بَابِل	None		N;SG
بابل	بابلی	بَابِل	بابلی		N;SG
بابل	بابل	بَابِل	None		N;SG
مبكر	پگاه	مُبَكِّر	None	ADJ;NOM;INDF;MASC;SG	N;SG
مبكر	اوایل	مُبَكِّر	اول	ADJ;NOM;INDF;MASC;SG	N;PL
مي	mee	مَيّ	mee		
مي	می	مَيّ	می		
منفصلة	گسسته	مُنفَصِل	گسسته	ADJ;NOM;INDF;FEM;SG	N;SG
السوفييتي	شوروی	سُوفيِيتِيّ	شوروی		N;SG
مار	مار	مَار	مار		N;SG
الخليل	هبرون	الخليل	هبرون		
نادرة	نادره	نَادِر	نادره	ADJ;NOM;INDF;FEM;SG	N;SG
نادرة	کمیاب	نَادِر	کمیاب	ADJ;NOM;INDF;FEM;SG	N;SG
نادرة	نادر	نَادِر	نادر	ADJ;NOM;INDF;FEM;SG	N;SG
نادرة	نادری	نَادِر	نادری	ADJ;NOM;INDF;FEM;SG	N;SG
البطن	بلی	بَطن	بلی	N;NOM;DEF;SG	
بشير	بشیر	بشير	بشیر		N;SG
الزوجة	wife	زَوجَة	wife	N;NOM;DEF;SG	
يعلم	داند	عَلِم	دانست#دان	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SBJV;SG;3;PRS
صيد	شکار	صَيد	شکار		N;SG
سوداء	مشکی	أَسوَد	مشکی	ADJ;NOM;INDF;FEM;SG	N;SG
سوداء	سیاهی	أَسوَد	سیاهی	ADJ;NOM;INDF;FEM;SG	N;SG
سوداء	بلک	أَسوَد	بلک	ADJ;NOM;INDF;FEM;SG	N;SG
استبدال	جایگزین	اِستِبدَال	جایگزین	N;NOM;INDF;SG	ADJ
استبدال	جایگزین	اِستِبدَال	جایگزین	N;NOM;INDF;SG	ADJ
الجدار	وال	جِدَار	وال	N;NOM;DEF;SG	
الحبوب	دانه	حَبّ	دانه	N;NOM;DEF;PL	N;SG
الحبوب	گندم	حَبّ	گندم	N;NOM;DEF;PL	N;SG
الحبوب	قرص	حَبّ	قرص	N;NOM;DEF;PL	N;SG
انتخابية	انتخاباتی	اِنتِخَابِيّ	انتخابات	ADJ;NOM;INDF;FEM;SG	N;PL
انتخابية	انتخابات	اِنتِخَابِيّ	انتخابات	ADJ;NOM;INDF;FEM;SG	N;PL
ثقة	دلگرم	ثِقَة	دلگرم	N;NOM;INDF;SG	ADJ
ثقة	تراست	ثِقَة	تراست	N;NOM;INDF;SG	
سام	سَم	سَام	سَم		N;SG
سام	سام	سَام	سام		N;SG
سام	sam	سَام	sam		N;SG
القذافي	قذافی	القذافي	قذافی		N;SG
قادر	توانا	قَادِر	None	ADJ;NOM;INDF;MASC;SG	N;SG
قادر	توانایی	قَادِر	توانایی	ADJ;NOM;INDF;MASC;SG	N;SG
قادر	لایق	قَادِر	لایق	ADJ;NOM;INDF;MASC;SG	N;SG
قادر	توانا	قَادِر	None	ADJ;NOM;INDF;MASC;SG	N;SG
شعبان	شعبان	شعبان	None		N;SG
المتقدمة	پیشرفته	مُتَقَدِّم	پیشرفته	ADJ;NOM;DEF;FEM;SG	N;SG
تركية	ترکیه	تُركِيّ	ترکیه	ADJ;NOM;INDF;FEM;SG	N;SG
تركية	ترکی	تُركِيّ	ترکی	ADJ;NOM;INDF;FEM;SG	N;SG
بطرس	پتر	بطرس	پتر		N;SG
بطرس	پیتر	بطرس	پیتر		N;SG
بطرس	پطرس	بطرس	پطرس		N;SG
النبوية	سیره	نَبَوِيّ	سیره	ADJ;NOM;DEF;FEM;SG	N;SG
القطبية	قطبیت	قَطبِيّ	قطبیت	ADJ;NOM;DEF;FEM;SG	N;SG
القطبية	قطبی	قَطبِيّ	قطبی	ADJ;NOM;DEF;FEM;SG	N;SG
اس	ایس	إِس	ایس		N;SG
اس	آس	إِس	آس		N;SG
فيكتوريا	ویکتوریا	فيكتوريا	ویکتوریا		N;SG
غاما	گاما	غَام	گاما		N;SG
طه	طاها	طٰهٰ	طاها	PROPN	N;SG
طه	طه	طٰهٰ	طه	PROPN	N;SG
السلع	کالا	سِلعَة	کالا	N;NOM;DEF;PL	N;SG
نقابة	صنف	نِقَابَة	صنف	N;NOM;INDF;SG	N;PL
تايلاند	تایلند	تَايلَاند	None		N;SG
تايلاند	تایلندی	تَايلَاند	تایلندی		N;SG
تايلاند	تای	تَايلَاند	None		N;SG
تايلاند	تایلند	تَايلَاند	None		N;SG
حاتم	حاتم	حاتم	حاتم		N;SG
الخطيب	خطیب	خَطِيب	خطیب		N;SG
نادر	نادره	نَادِر	نادره	ADJ;NOM;INDF;MASC;SG	N;SG
نادر	کمیاب	نَادِر	کمیاب	ADJ;NOM;INDF;MASC;SG	N;SG
نادر	نادر	نَادِر	نادر	ADJ;NOM;INDF;MASC;SG	N;SG
نادر	نادری	نَادِر	نادری	ADJ;NOM;INDF;MASC;SG	N;SG
الكورية	کره	كُورِيّ	کره	ADJ;NOM;DEF;FEM;SG	N;SG
الكورية	کرهای	كُورِيّ	کر	ADJ;NOM;DEF;FEM;SG	N;PL
الموظفين	کارمند	مُوَظَّف	کارمند	N;NOM;DEF;PL	N;SG
الموظفين	ستاد	مُوَظَّف	ستاد	N;NOM;DEF;PL	N;SG
الموظفين	عصای	مُوَظَّف	عصا	N;NOM;DEF;PL	N;SG
عصام	عصام	عصام	عصام		N;SG
انتخاب	انتخاباتی	اِنتِخَاب	انتخابات	N;NOM;INDF;SG	N;PL
انتخاب	انتخابات	اِنتِخَاب	انتخابات	N;NOM;INDF;SG	N;PL
بوابات	گیت	بَوَّابَة	گرفت#گیر	N;NOM;INDF;PL	N;SG
بوابات	گیتس	بَوَّابَة	گیتس	N;NOM;INDF;PL	N;SG
التقى	met	اِلتَقَى	met	V;PFV;MASC;SG;3;ACT	
المسابقة	رقابتهای	مُسَابَقَة	رقابت	N;NOM;DEF;SG	N;PL
المسابقة	رقابتها	مُسَابَقَة	رقابت	N;NOM;DEF;SG	N;PL
الركاب	مسافر	رَاكِب	مسافر	N;NOM;DEF;PL	N;SG
قمر	قمر	قَمَر	قمر		N;SG
قمر	ماه	قَمَر	ماه		N;SG
قمر	moon	قَمَر	moon		N;SG
بوسطن	بوستون	بُوسطُن	بوستون		N;SG
بحوث	تحقیق	بَحث	تحقیق	N;NOM;INDF;PL	N;SG
بحوث	پژوهش	بَحث	پژوهش	N;NOM;INDF;PL	N;SG
مزيد	دیگر	مَزِيد	دیگر	N;NOM;INDF;SG	ADV
مزيد	بیشتر	مَزِيد	بیش	N;NOM;INDF;SG	ADJ;CMPR
شائع	عامه	شَائِع	عامه	ADJ;NOM;INDF;MASC;SG	N;SG
شائع	محبوبه	شَائِع	محبوبه	ADJ;NOM;INDF;MASC;SG	N;SG
شائع	محبوب	شَائِع	محبوب	ADJ;NOM;INDF;MASC;SG	N;SG
شائع	رایج	شَائِع	رایج	ADJ;NOM;INDF;MASC;SG	N;SG
ماجد	مجید	ماجد	مجید		N;SG
غادر	رها	غَادَر	رها	V;PFV;MASC;SG;3;ACT	N;SG
غادر	برار	غَادَر	برار	V;PFV;MASC;SG;3;ACT	
غادر	ترک	غَادَر	ترک	V;PFV;MASC;SG;3;ACT	N;SG
براون	قهوهای	براون	قهو		N;PL
براون	براون	براون	براون		N;SG
دانيال	دانیال	دَانِيَال	دانیال		N;SG
دانيال	دانیل	دَانِيَال	دانیل		N;SG
دانيال	دنیل	دَانِيَال	دنیل		N;SG
مذهب	ism	مذهب	ism	N;NOM;INDF;SG	
مذهب	تعالیم	مذهب	تعالیم	N;NOM;INDF;SG	N;PL
مذهب	دکترین	مذهب	دکترین	N;NOM;INDF;SG	ADJ;RL
نيجيريا	نیجریه	نَيجِيرِيَا	نیجریه		N;SG
الشوارع	خیابان	شَارِع	خیابان	N;NOM;DEF;PL	N;SG
البحريني	بحرینی	بَحرَينِيّ	بحرینی		N;SG
مقاتل	مبارزان	مَقتِل	None	N;NOM;INDF;SG	N;PL
الجليد	یخ	جَلِيد	None		N;SG
الجليد	یخی	جَلِيد	None		ADJ
الجليد	یخبندان	جَلِيد	یخبند		N;SG
الجليد	آیس	جَلِيد	آیس		N;SG
الحكومات	دولتی	حُكُومَة	دولتی	N;NOM;DEF;PL	N;SG
الحكومات	حکومت	حُكُومَة	حکومت	N;NOM;DEF;PL	N;SG
الحكومات	دولت	حُكُومَة	دولت	N;NOM;DEF;PL	N;SG
بلال	بلال	بَلَل	بلال		N;SG
الفلبين	فیلیپین	الفلبين	None		N;SG
بندر	بندر	بُندُر	بندر		N;SG
بندر	بندر	بُندُر	بندر		N;SG
عمار	عمار	عمار	None		N;SG
دقيق	دقیق	دَقِيق	دقیق	ADJ;NOM;INDF;MASC;SG	ADV
ماجستير	master	ماجستير	master		N;SG
ماجستير	استادی	ماجستير	استاد		N;SG
ماجستير	ارباب	ماجستير	ارباب		N;SG
ماجستير	استاد	ماجستير	استاد		N;SG
سمك	فیش	سَمَك	فیش		N;SG
سمك	ماهیان	سَمَك	ماهیان		N;PL
سمك	ماهی	سَمَك	ماهی		N;SG
معارضة	مخالفین	مُعَارَضَة	مخالف	N;NOM;INDF;SG	N;PL
ماكس	max	مَاكس	max		N;SG
ماكس	مکس	مَاكس	مکس		N;SG
ماكس	ماکس	مَاكس	None		N;SG
ماكس	بیشینه	مَاكس	بیشینه		N;SG
طلال	طلال	طلال	طلال		N;SG
الثنائية	دوجانبه	ثُنَائِيّ	دوجانبه	ADJ;NOM;DEF;FEM;SG	N;SG
الثنائية	دوطرفه	ثُنَائِيّ	دوطرفه	ADJ;NOM;DEF;FEM;SG	N;SG
تعاني	رنج	عَانَى	رنج	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;SG
سفيان	صوفیان	سفيان	صوفی		N;PL
مستقبل	اینده	مُستَقبَل	اینده	N;NOM;INDF;SG	
حمراء	رد	أَحمَر	رد	ADJ;NOM;INDF;FEM;SG	N;SG
حمراء	قرمز	أَحمَر	قرمز	ADJ;NOM;INDF;FEM;SG	N;SG
حمراء	سرخ	أَحمَر	سرخ	ADJ;NOM;INDF;FEM;SG	N;SG
الدستورية	مشروطه	دُستُورِيّ	None	ADJ;NOM;DEF;FEM;SG	N;SG
الثانوي	ثانویه	ثَانَوِيّ	ثانویه		N;SG
الثانوي	ثانوی	ثَانَوِيّ	ثانوی		N;SG
العلامات	برچسبها	عَلَامَة	برچسب	N;NOM;DEF;PL	N;SG
الجمال	زیبای	جَمَل	زیبا	N;NOM;DEF;SG	ADJ
المبكر	پگاه	مُبَكِّر	None	ADJ;NOM;DEF;MASC;SG	N;SG
المبكر	اوایل	مُبَكِّر	اول	ADJ;NOM;DEF;MASC;SG	N;PL
يوفر	نعم	وَفَّر	نعم	V;IPFV;MASC;IND;SG;3;FIN;ACT	
قانونية	قانونی	قَانُونِيّ	قانونی	ADJ;NOM;INDF;FEM;SG	N;SG
قانونية	حقوقی	قَانُونِيّ	حقوقی	ADJ;NOM;INDF;FEM;SG	N;PL
عروض	توجیه	عَرض	توجیه	N;NOM;INDF;PL	N;SG
شاملة	جامع	شَامِل	جامع	ADJ;NOM;INDF;FEM;SG	N;SG
شاملة	بسیط	شَامِل	بسیط	ADJ;NOM;INDF;FEM;SG	N;SG
منافسة	رقابتهای	مُنَافَسَة	رقابت	N;NOM;INDF;SG	N;PL
منافسة	رقابتها	مُنَافَسَة	رقابت	N;NOM;INDF;SG	N;PL
المحتمل	احتمالی	مُحتَمَل	احتمالی	ADJ;NOM;DEF;MASC;SG	N;SG
نبذة	چکیده	نبذة	None	N;NOM;INDF;SG	ADJ;SG;3;V.PTCP
نسبيا	نسبی	نِسبِيّ	نسبی	ADJ;ACC;INDF;MASC;SG	N;SG
زار	بازدید	زَار	None	V;PFV;MASC;SG;3;ACT	N;SG
تايمز	زمانهای	تَايمز	زمان		N;PL
تايمز	times	تَايمز	times		
تايمز	دفعات	تَايمز	دفعه		N;PL
تايمز	تایمز	تَايمز	تایمز		N;SG
القرارات	تصمیم	قَرَار	تصمیم	N;NOM;DEF;PL	N;SG
عيون	چشمها	عَيُّون	چشم		N;PL
عيون	چشمانی	عَيُّون	چشمانی		N;PL
عيون	چشم	عَيُّون	چشم		N;SG
عيون	چشمان	عَيُّون	چشم		N;PL
الانترنت	online	الانترنت	online		N;SG
الانترنت	برخط	الانترنت	برخط		N;SG
الانترنت	آنلاین	الانترنت	آنلاین		N;SG
الانترنت	اینترنت	الانترنت	اینترنت		N;SG
الانترنت	اینترنتی	الانترنت	اینترنتی		N;SG
صحف	کاغذ	صَحِيفَة	کاغذ	N;NOM;INDF;PL	N;SG
فريدريك	فردریک	فريدريك	فردریک		N;SG
فريدريك	فریدریش	فريدريك	فریدریش		N;SG
وطني	میهنی	وَطَنِيّ	میهنی	ADJ;NOM;INDF;MASC;SG	N;SG
وطني	پاتریوت	وَطَنِيّ	پاتریوت	ADJ;NOM;INDF;MASC;SG	N;SG
وطني	نشنال	وَطَنِيّ	نشنال	ADJ;NOM;INDF;MASC;SG	N;SG
البرتغالي	پرتغال	بُرتُغَالِيّ	پرتغال	ADJ;NOM;DEF;MASC;SG	N;SG
البرتغالي	پرتغالی	بُرتُغَالِيّ	پرتغالی	ADJ;NOM;DEF;MASC;SG	N;SG
البرتغالي	پرتقالی	بُرتُغَالِيّ	پرتقالی	ADJ;NOM;DEF;MASC;SG	N;SG
الجهود	کوشش	جَهد	کوشش	N;NOM;DEF;PL	N;SG
يورو	eur	يورو	eur		N;SG
يورو	یورو	يورو	None		N;SG
الظهر	پشت	ظُهر	پشت	N;NOM;DEF;SG	ADP
الظهر	باز	ظُهر	باز	N;NOM;DEF;SG	ADJ
الظهر	برگشت	ظُهر	بر#گشت#گرد	N;NOM;DEF;SG	V;SG;3;PST
كسر	بشکند	كَسر	شکست#شکن	N;NOM;INDF;SG	V;SBJV;SG;3;PRS
كسر	شکسته	كَسر	شکسته	N;NOM;INDF;SG	ADJ;SG;3;V.PTCP
صحراء	اعراب	صَحرَاء	عرب	N;NOM;INDF;SG	N;PL
صناعية	صنعتی	صِنَاعِيّ	صنعتی	ADJ;NOM;INDF;FEM;SG	N;SG
التشيك	چک	تشِيكِيّ	چک	N;NOM;DEF;PL	N;SG
التشيك	چکی	تشِيكِيّ	چکی	N;NOM;DEF;PL	N;SG
الانفجار	بلاست	اِنفِجَار	بلاست	N;NOM;DEF;SG	
بعيدا	میفرمایند	بَعِيد	فرمود#آفا	ADJ;ACC;INDF;MASC;SG	V;PL;3;PRS
بعيدا	دور	بَعِيد	دور	ADJ;ACC;INDF;MASC;SG	ADP
الحدائق	باغ	حَدِيقَة	باغ	N;NOM;DEF;PL	N;SG
الحدائق	بوستان	حَدِيقَة	بوستان	N;NOM;DEF;PL	N;SG
منظر	نما	مُنَظِّر	نما	N;NOM;INDF;SG	
تجنب	اجتناب	تجنب	None		N;SG
المصطلحات	شروط	مُصطَلَح	شروط	N;NOM;DEF;PL	N;SG
كريستيان	کریستین	كُرَيستِيّ	کریستین		N;SG
كريستيان	کریستیان	كُرَيستِيّ	کریستی		N;SG
كريستيان	مسیحی	كُرَيستِيّ	مسیحی		N;SG
كريستيان	کریستن	كُرَيستِيّ	کریستن		N;SG
ماك	مکینتاش	مَاك	مکینتاش		N;SG
ماك	mac	مَاك	mac		N;SG
ماك	مک	مَاك	مک		N;SG
الموجات	موجی	مُوَجَّات	موج	N;NOM;DEF;PL	N;SG
شوارع	خیابان	شَارِع	خیابان	N;NOM;INDF;PL	N;SG
المعلمين	معلم	مُعَلِّم	معلم	N;NOM;DEF;PL	N;SG
المعلمين	مدرس	مُعَلِّم	مدرس	N;NOM;DEF;PL	N;SG
المخاطر	خطر	مَخَاطِر	خطر	N;NOM;DEF;PL	N;SG
المخاطر	ریسک	مَخَاطِر	None	N;NOM;DEF;PL	N;SG
ليفربول	liverpool	لِيفِربُول	liverpool		N;SG
ليفربول	لیورپول	لِيفِربُول	لیورپول		N;SG
وفرنسا	فرانس	وفرنسا	فرانس		N;SG
وفرنسا	فرانسه	وفرنسا	فرانسه		N;SG
الثدييات	پستانداران	ثَدِيِّيّ	پستاندار	ADJ;NOM;DEF;FEM;PL	N;PL
سريعة	سریع	سَرِيع	سریع	ADJ;NOM;INDF;FEM;SG	ADV
سريعة	سریع	سَرِيع	سریع	ADJ;NOM;INDF;FEM;SG	ADV
سريعة	روزه	سَرِيع	روزه	ADJ;NOM;INDF;FEM;SG	N;SG
حامل	آبستن	حَامِل	None		ADJ
حامل	بارداری	حَامِل	بارداری		N;SG
حامل	حامله	حَامِل	حامله		N;SG
حامل	باردار	حَامِل	باردار		N;SG
عزيز	aziz	عزيز	aziz		INTJ
عزيز	عزیز	عزيز	عزیز		ADJ
عزيز	عزیز	عزيز	عزیز		ADJ
عزيز	جانم	عزيز	جانم		N;SG
عزيز	عزیزم	عزيز	عزیزم		INTJ
هادي	ساکت	هادي	ساکت		ADJ
الهندسية	geometric	هَندَسِيّ	geometric	ADJ;NOM;DEF;FEM;SG	N;SG
الهندسية	هندسی	هَندَسِيّ	هندسی	ADJ;NOM;DEF;FEM;SG	N;SG
طابع	بکوب	طَابِع	بکوب	N;NOM;INDF;SG	V;IMP;SG;2
طابع	پایت	طَابِع	پایت	N;NOM;INDF;SG	V;IMP;SG;2
عبدالرحمن	عبدالرحمن	عَبداَلرَّحمٰن	عبدالرحمن	PROPN	N;SG
عبدالرحمن	عبدالرحمان	عَبداَلرَّحمٰن	عبدالرحمان	PROPN	N;SG
عبدالرحمن	الرحمن	عَبداَلرَّحمٰن	الرحمن	PROPN	
عبدالرحمن	رحمان	عَبداَلرَّحمٰن	رحمان	PROPN	N;SG
السمك	ماهیان	سَمَك	ماهیان	N;NOM;DEF;SG	N;PL
شكلت	تشکیل	شَكَّل	تشکیل	V;PFV;FEM;SG;3;PASS	N;SG
الظاهر	آشکار	الظاهر	آشکار	N;NOM;DEF;SG	ADJ
زايد	پلاس	زايد	پلاس		N;SG
مين	مین	مين	مین		N;SG
مين	ماین	مين	ماین		N;SG
مين	مین	مين	مین		N;SG
مين	min	مين	min		N;SG
المتوفى	مرحوم	مُتَوَفِّي	مرحوم		N;SG
المحاكم	دادگاه	مَحكَمَة	دادگاه	N;NOM;DEF;PL	N;SG
