年	évi	年	évi	N	
入境	belépő	入境	belépő	V	N;NOM;SG
入境	bejegyzés	入境	bejegyzés	V	N;NOM;SG
案例	case	案例	case	N	
提示	tipp	提示	tipp	V	N;NOM;SG
提示	tanácsok	提示	tanács	V	N;NOM;PL
提示	tippek	提示	tippek	V	N;NOM;PL
提示	tipp	提示	tipp	V	N;NOM;SG
提示	füles	提示	füles	V	
提示	tipp	提示	tipp	V	N;NOM;SG
周圍	körül	周圍	körül	N	ADP
周圍	körbe	周圍	kör	N	ADV
短暫	átmeneti	短暫	átmeneti	ADV	
狙擊	orvlövész	狙擊	orvlövész	V	N;NOM;SG
狙擊	lövész	狙擊	lövész	V	N;NOM;SG
狙擊	mesterlövész	狙擊	mesterlövész	V	N;NOM;SG
滅絕	kihalás	滅絕	kihalás	V	N;NOM;SG
納粹	nácik	納粹	nácik	PROPN	N;NOM;PL
納粹	náci	納粹	náci	PROPN	
納粹	nácik	納粹	nácik	PROPN	N;NOM;PL
勞動	munkaügyi	勞動	munkaügyi	V	N;NOM;SG
勞動	munkaerő	勞動	munkaerő	V	N;NOM;SG
溫泉	spa	溫泉	spa	N	
航行	navigációs	航行	navigációs	N	ADJ;NOM;SG
流亡	száműzetés	流亡	száműzetés	V	N;NOM;SG
吹	robbantani	吹	robbant		V;NFIN;ACT
修復	javítási	修復	javítási	V	N;NOM;SG
修復	javítást	修復	javítás	V	N;ACC;SG
修復	javításra	修復	javítás	V	N;ON+ALL;SG
修復	javítás	修復	javítás	V	N;NOM;SG
修復	rendbe	修復	rend	V	N;IN+ALL;SG
修復	fix	修復	fix	V	
修復	helyreállítási	修復	helyreállítási	V	ADJ;NOM;SG
修復	helyreállítása	修復	helyreállítás	V	N;NOM;SG
九十	kilencven	九十	kilencven	NUM	
癌	rákos	癌	rákos	N	
飲食	konyha	飲食	konyha	V	N;NOM;SG
飲食	étrend	飲食	étrend	V	N;NOM;SG
飲食	étrendi	飲食	étrendi	V	N;NOM;SG
飲食	evés	飲食	evés	V	N;NOM;SG
飲食	enni	飲食	ez	V	
飲食	étrend	飲食	étrend	V	N;NOM;SG
飲食	diétás	飲食	diétás	V	N;NOM;SG
飲食	diéta	飲食	diéta	V	N;NOM;SG
社會	szocialista	社會	szocialista	N	
驚	meglepett	驚	meglep	N	V;INDF;IND;SG;3;PST;FIN;ACT
驚	meglepő	驚	meglepő	N	
驚	meglepve	驚	meglepve	N	
壓	nyomás	壓	nyomás		N;NOM;SG
季節	szezonális	季節	szezonális	N	ADJ;NOM;SG
生態	ökológiai	生態	ökológiai	N	ADJ;NOM;SG
資深	rangidős	資深	rangidős	ADJ	N;NOM;SG
資深	senior	資深	senior	ADJ	
資深	végzős	資深	végzős	ADJ	N;NOM;SG
直升	helikopter	直升	helikopter	V	N;NOM;SG
直升	helikopter	直升	helikopter	V	N;NOM;SG
直升	helikopterek	直升	helikopter	V	N;NOM;PL
信任	megbízható	信任	megbízható	N	ADJ;NOM;SG
踢	rúgás	踢	rúgás	V	N;NOM;SG
判斷	ítélet	判斷	ítélet	V	N;NOM;SG
判斷	ítélet	判斷	ítélet	V	N;NOM;SG
判斷	ítélve	判斷	ítélve	V	ADV;V.CVB
驅逐	rombolók	驅逐	romboló	V	N;NOM;PL
驅逐	pusztító	驅逐	pusztító	V	ADJ;NOM;SG
驅逐	romboló	驅逐	romboló	V	
棕	brown	棕	brown	N	
棕	barna	棕	bar	N	
複製	replikáció	複製	replikáció	V	N;NOM;SG
複製	másolat	複製	másolat	V	N;NOM;SG
複製	ismétlődő	複製	ismétlődő	V	ADJ;NOM;SG
複製	másolat	複製	másolat	V	N;NOM;SG
複製	másolatot	複製	másolat	V	N;ACC;SG
複製	reprodukciós	複製	reprodukciós	V	N;NOM;SG
捐	adomány	捐	adomány	V	N;NOM;SG
捐	adományt	捐	adomány	V	N;ACC;SG
江蘇	jiangsu	江蘇	jiangsu	PROPN	
哈佛	harvard	哈佛	harvard	PROPN	N;NOM;SG
指揮	parancsnok	指揮	parancsnok	V	N;NOM;SG
提議	pályázat	提議	pályázat	V	N;NOM;SG
提議	javaslat	提議	javaslat	V	N;NOM;SG
提議	pályázatok	提議	pályázat	V	N;NOM;PL
提議	javaslatok	提議	javaslat	V	N;NOM;PL
提議	javaslatokat	提議	javaslat	V	N;ACC;PL
交付	kézbesítés	交付	kézbesítés	V	N;NOM;SG
交付	szállítás	交付	szállítás	V	N;NOM;SG
交付	teljesítés	交付	teljesítés	V	N;NOM;SG
交付	szállítási	交付	szállítási	V	N;NOM;SG
交付	szállítások	交付	szállítás	V	N;NOM;PL
傷害	bántani	傷害	bánt	N	V;NFIN;ACT
傷害	fáj	傷害	fáj	N	V;INDF;IND;SG;3;PRS;FIN;ACT
傷害	bántani	傷害	bánt	N	V;NFIN;ACT
傷害	megsérült	傷害	meg+sérül	N	V;INDF;IND;SG;3;PST;FIN;ACT
吉爾	jill	吉爾	jill	PROPN	PROPN;NOM;SG
不利	kedvezőtlen	不利	kedvezőtlen	V	ADJ;NOM;SG
有利	kedvező	有利	kedvező	V	ADJ;NOM;SG
類別	kategória	類別	kategória	N	
類別	kategória	類別	kategória	N	
復活	feltámadás	復活	feltámadás	V	N;NOM;SG
邊緣	edge	邊緣	edge	N	
酷	király	酷	király	N	
酷	menő	酷	menő	N	
辭職	lemondását	辭職	lemondás	V	N;ACC;SG
辭職	lemondás	辭職	lemondás	V	
辭職	lemondás	辭職	lemondás	V	
視覺	elképzelés	視覺	elképzelés	N	
精英	elit	精英	elit	N	
虛構	fiktív	虛構	fiktív	N	
可惜	szánalom	可惜	szánalom	ADV	N;NOM;SG
樊	ventilátor	樊	ventilátor	PROPN	N;NOM;SG
樊	rajongó	樊	rajongó	PROPN	
樊	fan	樊	fan	PROPN	
樊	fanni	樊	fanni	PROPN	N;NOM;SG
採訪	interjú	採訪	interjú	V	N;NOM;SG
採訪	interjúk	採訪	interjúk	V	N;NOM;PL
採訪	interjú	採訪	interjú	V	N;NOM;SG
加藤	kato	加藤	kato	PROPN	
芯	hart	芯	hart	PROPN	PROPN;NOM;SG
陰	yin	陰	yin	N	
陰	borult	陰	borul	N	V;INDF;IND;SG;3;PST;FIN;ACT
陰	borús	陰	borús	N	
旋轉	forgó	旋轉	forgó	V	
旋轉	forgás	旋轉	forgás	V	N;NOM;SG
旋轉	rotációs	旋轉	rotációs	V	N;NOM;SG
旋轉	forgás	旋轉	forgás	V	N;NOM;SG
旋轉	forgatás	旋轉	forgatás	V	N;NOM;SG
旋轉	spin	旋轉	spin	V	
旋轉	forgás	旋轉	forgás	V	N;NOM;SG
額外	extra	額外	extra	N	
平日	hétköznap	平日	hétköznap	N	
平日	hétköznap	平日	hétköznap	N	
札幌	sapporo	札幌	sapporo	PROPN	
近期	nemrégiben	近期	nemrégiben	N	ADV
近期	nemrég	近期	nemrég	N	ADV
近期	nemrég	近期	nemrég	N	ADV
近期	legutóbbi	近期	legutóbbi	N	
具體	specifikus	具體	specifikus	V	ADJ;NOM;SG
具體	konkrét	具體	konkrét	V	
具體	beton	具體	beton	V	N;NOM;SG
具體	konkrét	具體	konkrét	V	
黎巴嫩	libanoni	黎巴嫩	libanoni	PROPN	V;NFIN;ACT
黎巴嫩	libanon	黎巴嫩	liban	PROPN	
黎巴嫩	libanoni	黎巴嫩	libanoni	PROPN	V;NFIN;ACT
領導	vezér	領導	vezér	V	
領導	leader	領導	leader	V	
領導	vezető	領導	vezető	V	
領導	vezetői	領導	vezető	V	N;NOM;PL
領導	vezetők	領導	vezető	V	N;NOM;PL
作業	házi	作業	házi	N	
武力	force	武力	force	N	
三	háromszoros	三	háromszoros	NUM	
三	tripla	三	tripla	NUM	
三	hármas	三	hármas	NUM	
器官	orgona	器官	orgona	N	
器官	szerv	器官	szerv	N	
山谷	valley	山谷	valley	N	
創意	alkotó	創意	alkotó	N	
創意	kreatív	創意	kreatív	N	
牛津	oxford	牛津	oxford	PROPN	
協定	egyetértés	協定	egyetértés	N	
協定	megegyezés	協定	megegyezés	N	
協定	egyezség	協定	egyezség	N	
行人	gyalogos	行人	gyalogos	N	
規格	előírás	規格	előírás	N	
規格	spec	規格	spec	N	
終止	megszüntetése	終止	megszüntetés	V	N;NOM;SG
波士頓	boston	波士頓	boston	PROPN	
波士頓	bostoni	波士頓	bostoni	PROPN	N;NOM;SG
波士頓	bostonban	波士頓	bostonban	PROPN	ADV
雕	sas	雕	sas	N	
雕	eagle	雕	eagle	N	
雕	hawk	雕	hap	N	
雕	sólyom	雕	sólyom	N	
地獄	pokol	地獄	pokol	N	
混淆	zavart	混淆	zavart	N	
混淆	zavarodott	混淆	zavarodott	N	V;INDF;IND;SG;3;PST;FIN;ACT
混淆	zavart	混淆	zavart	N	
混淆	zavaros	混淆	zavaros	N	
混淆	zavaros	混淆	zavaros	N	
藏	tibetiek	藏	tibet	PROPN	N;NOM;PL
藏	tibeti	藏	tibet	PROPN	
降雨	csapadék	降雨	csapadék	V	N;NOM;SG
磡	hom	磡	hom	N	
共用	közös	共用	közös	V	
共用	megosztva	共用	megosztva	V	ADV;V.CVB
共用	megosztás	共用	megosztás	V	
共用	részesedése	共用	részesedés	V	N;NOM;SG
共用	megosztás	共用	megosztás	V	
共用	részesedés	共用	részesedés	V	N;NOM;SG
耶路撒	jeruzsálem	耶路撒	jeruzsálem	PROPN	N;NOM;SG
房子	house	房子	hous	N	
房子	házon	房子	ház	N	ADJ;FRML;SG
崇拜	szekta	崇拜	szekta	V	N;NOM;SG
積分	pont	積分	pont	V	
積分	pontok	積分	pont	V	N;NOM;PL
例外	kivételek	例外	kivétel		N;NOM;PL
例外	kivételek	例外	kivétel		N;NOM;PL
布拉格	prága	布拉格	prága	PROPN	PROPN;NOM;SG
布拉格	prágai	布拉格	prágai	PROPN	
插入	beszúrása	插入	beszúrás	V	N;NOM;SG
插入	beillesztés	插入	beillesztés	V	N;NOM;SG
明珠	pearl	明珠	pearl	N	
螺旋	helix	螺旋	helix	N	
珊瑚	coral	珊瑚	coral	N	
遼	liao	遼	liao	PROPN	
財務	pénzügyi	財務	pénzügyi	N	ADJ;NOM;SG
財務	pénzügyi	財務	pénzügyi	N	ADJ;NOM;SG
預測	előrejelzések	預測	előrejelzés	V	N;NOM;PL
預測	jóslat	預測	jóslat	V	N;NOM;SG
預測	előrejelzés	預測	előrejelzés	V	N;NOM;SG
預測	előrejelzések	預測	előrejelzés	V	N;NOM;PL
預測	előrejelzések	預測	előrejelzés	V	N;NOM;PL
預測	előrejelzés	預測	előrejelzés	V	N;NOM;SG
期望	elvárás	期望	elvárás	V	N;NOM;SG
期望	elvárások	期望	elvárás	V	N;NOM;PL
期望	elvárások	期望	elvárás	V	N;NOM;PL
期望	elvárás	期望	elvárás	V	N;NOM;SG
期望	várakozások	期望	várakozás	V	N;NOM;PL
呼籲	fellebbezés	呼籲	fellebbezés	V	N;NOM;SG
呼籲	fellebbezési	呼籲	fellebbezési	V	N;NOM;SG
呼籲	fellebbezés	呼籲	fellebbezés	V	N;NOM;SG
呼籲	ellenvetés	呼籲	ellenvetés	V	
公平	korrekt	公平	korrekt	N	
公平	tisztességes	公平	tisztességes	N	ADJ;NOM;SG
公平	fair	公平	fair	N	
公平	igazságos	公平	igazságos	N	
窄	szűk	窄	szűk	PART	ADJ;NOM;SG
窄	keskeny	窄	keskeny	PART	
窄	szűkebb	窄	szűk	PART	ADJ;NOM;CMPR;SG
失蹤	eltűnése	失蹤	eltűnés	V	N;NOM;SG
失蹤	hiányzó	失蹤	hiányzó	V	ADJ;NOM;SG
獵人	hunter	獵人	hunter	N	
獵人	vadász	獵人	vadász	N	
皇室	királyi	皇室	királyi	N	
皇室	royal	皇室	royal	N	
零售	lakossági	零售	lakossági	N	ADJ;NOM;SG
每	óránként	每	óra	DET	N;ABS;SG
每	óránkénti	每	óránként	DET	N;NOM;SG
富豪	milliárdos	富豪	milliárdos	N	ADJ;NOM;SG
富豪	milliomos	富豪	milliomos	N	
靈魂	soul	靈魂	soul	N	
靈魂	lelked	靈魂	lelked	N	
杏	barack	杏	barack	N	
殼	shell	殼	shell	N	
殼	kagyló	殼	kagyló	N	
祖母	nagymama	祖母	nagymam	N	
春天	tavaszi	春天	tavaszi	N	
吋	hüvelyk	吋	hüvely	PROPN	N;NOM;SG
神戶	kobe	神戶	ko	PROPN	
省級	tartományi	省級	tartományi	N	ADJ;NOM;SG
司徒	stuart	司徒	stuart	N	
癌症	rákos	癌症	rákos	N	
練習	gyakorlás	練習	gyakorlás	V	N;NOM;SG
練習	edzés	練習	edzés	V	N;NOM;SG
練習	gyakorlat	練習	gyakorlat	V	N;NOM;SG
練習	gyakorlás	練習	gyakorlás	V	N;NOM;SG
練習	testmozgás	練習	testmozgás	V	N;NOM;SG
練習	gyakorlat	練習	gyakorlat	V	N;NOM;SG
分散	szétszórt	分散	szétszórt	V	
奇怪	különös	奇怪	különös	N	
奇怪	furcsa	奇怪	furcsa	N	
同性	meleg	同性	meleg	N	
抱	ölelés	抱	ölelés	V	N;NOM;SG
情感	érzelmes	情感	érzelmes	N	
鴨	kacsa	鴨	kacsa	N	
鴨	kacsa	鴨	kacsa	N	
鴨	duck	鴨	duck	N	
開啟	nyitva	開啟	nyitva	V	ADV;V.CVB
交叉	cross	交叉	cross	N	
交叉	keresztbe	交叉	keresztbe	N	
交叉	crossover	交叉	crossover	N	
分數	törtek	分數	tört	N	V;INDF;IND;PL;3;PST;FIN;ACT
遊客	látogatók	遊客	látogató	N	ADJ;NOM;PL
遊客	látogató	遊客	látogató	N	ADJ;NOM;SG
分行	branch	分行	branch	N	
強制	kötelező	強制	kötelező	V	
強制	kötelezően	強制	kötelező	V	ADJ;FRML;SG
強制	kényszer	強制	kényszer	V	
強制	kötelező	強制	kötelező	V	
強制	kötelezően	強制	kötelező	V	ADJ;FRML;SG
蒸汽	gőzzel	蒸汽	gőz	N	
鍵	kulcsfontosságú	鍵	kulcsfontosságú	N	ADJ;NOM;SG
鍵	key	鍵	key	N	
鍵	bond	鍵	bond	N	
可汗	kahn	可汗	kahn	N	PROPN;NOM;SG
可汗	khan	可汗	khan	N	
干涉	interferencia	干涉	interferencia	V	N;NOM;SG
干涉	beavatkozás	干涉	beavatkozás	V	N;NOM;SG
干涉	beavatkozás	干涉	beavatkozás	V	N;NOM;SG
干涉	intervenciós	干涉	intervenciós	V	ADJ;NOM;SG
干涉	intervenció	干涉	intervenció	V	N;NOM;SG
經理	vezető	經理	vezető	N	
經理	kezelő	經理	kezelő	N	ADJ;NOM;SG
雅各	jacob	雅各	jac	PROPN	
小	hegedű	小	hegedű	PART	N;NOM;SG
小	hegedű	小	hegedű	PART	N;NOM;SG
到期	lejárat	到期	lejár	V	N;NOM;SG
到期	esedékes	到期	esedékes	V	
到期	lejárat	到期	lejár	V	N;NOM;SG
到期	lejárat	到期	lejár	V	N;NOM;SG
物業	tulajdon	物業	tulajdon	N	
釜山	busan	釜山	busan	PROPN	
閃	flash	閃	flash	N	
敘利亞	szíriában	敘利亞	szíria	PROPN	N;IN+ESS;SG
敘利亞	szíria	敘利亞	szíria	PROPN	N;NOM;SG
敘利亞	szíria	敘利亞	szíria	PROPN	N;NOM;SG
敘利亞	szíriai	敘利亞	szíriai	PROPN	ADJ;NOM;SG
短期	rövid	短期	rövid	N	
短期	alacsony	短期	alacsony	N	ADJ;NOM;SG
短期	röviden	短期	röviden	N	
首頁	honlap	首頁	honlap		N;NOM;SG
西貢	saigon	西貢	saigon	PROPN	
德文	németül	德文	németül	PROPN	
德文	német	德文	német	PROPN	ADJ;NOM;SG
霧	ködös	霧	ködös	N	
免疫	immunis	免疫	immunis	N	
吸	szívás	吸	szívás	V	N;NOM;SG
星期	péntek	星期	pén	N	
星期	pénteki	星期	pénteki	N	
上訴	fellebbezés	上訴	fellebbezés	V	N;NOM;SG
上訴	fellebbezési	上訴	fellebbezési	V	N;NOM;SG
上訴	fellebbezés	上訴	fellebbezés	V	N;NOM;SG
上訴	ellenvetés	上訴	ellenvetés	V	
老	tigris	老	tigris	PART	
老	tiger	老	tiger	PART	
老	tigrisek	老	tigris	PART	N;NOM;PL
敏感	érzékeny	敏感	érzékeny	N	
敏感	kényes	敏感	kényes	N	ADJ;NOM;SG
向前	előre	向前	előre	N	
富有	gazdag	富有	gazdag	V	
富有	gazdagok	富有	gazdag	V	N;NOM;PL
富有	rich	富有	rich	V	
富有	gazdagok	富有	gazdag	V	N;NOM;PL
每周	hetente	每周	hetenik	DET	N;NOM;SG
每周	heti	每周	heti	DET	
任何	bárkinek	任何	bárki	DET	
任何	valaki	任何	valaki	DET	
任何	bárkit	任何	bárki	DET	
任何	bárki	任何	bárki	DET	
簡體	egyszerűsített	簡體	egyszerűsít	N	V;INDF;IND;SG;3;PST;FIN;ACT
擴張	tág	擴張	tág	V	
擴張	bővülő	擴張	bővülő	V	ADJ;NOM;SG
擴張	terjeszkedés	擴張	terjeszkedés	V	N;NOM;SG
擴張	bővítés	擴張	bővítés	V	N;NOM;SG
甲基	metil	甲基	metil	N	
腦	agyat	腦	agyat	N	
腦	agyam	腦	agyam	N	
腦	agy	腦	agy	N	
腦	agy	腦	agy	N	
進步	fokozatos	進步	fokozatos	N	ADJ;NOM;SG
進步	haladó	進步	haladó	N	
進步	progresszív	進步	progresszív	N	
德	németül	德	németül	PROPN	
德	német	德	német	PROPN	ADJ;NOM;SG
白金	platina	白金	platina	N	
創新	innovatív	創新	innovatív	N	
創新	innovációs	創新	innovációs	N	ADJ;NOM;SG
修正	módosítás	修正	módosítás	V	N;NOM;SG
修正	módosítások	修正	módosítás	V	N;NOM;PL
修正	módosításai	修正	módosítás	V	N;NOM;PL
修正	módosítás	修正	módosítás	V	N;NOM;SG
辦事	hivatal	辦事	hivatal	V	N;NOM;SG
辦事	iroda	辦事	iroda	V	N;NOM;SG
叉	villa	叉	villa	N	
海灣	bay	海灣	bay	N	
希爾	dombon	希爾	dombon	PROPN	N;ON+ESS;SG
希爾	domb	希爾	domb	PROPN	N;NOM;SG
希爾	hegy	希爾	hegy	PROPN	N;NOM;SG
希爾	dombra	希爾	dombra	PROPN	N;ON+ALL;SG
希爾	hegyen	希爾	hegy	PROPN	N;ON+ESS;SG
希爾	hill	希爾	hill	PROPN	
錄音	felvétel	錄音	felvétel	V	N;NOM;SG
錄音	rögzítés	錄音	rögzítés	V	N;NOM;SG
農民	paraszt	農民	paraszt	N	
農民	gazda	農民	gazda	N	
農民	farmer	農民	farmer	N	
赤道	egyenlítő	赤道	egyenlítő	N	
回憶	emlékek	回憶	emlék	V	N;NOM;PL
回憶	emlék	回憶	emlék	V	N;NOM;SG
回憶	memória	回憶	memória	V	N;NOM;SG
回憶	emlék	回憶	emlék	V	N;NOM;SG
回憶	emlékezet	回憶	emlékezet	V	N;NOM;SG
回憶	emlékek	回憶	emlék	V	N;NOM;PL
有趣	érdekes	有趣	érdekes	N	
雕刻	szobor	雕刻	szobor	V	N;NOM;SG
雕刻	szobrok	雕刻	szobor	V	N;NOM;PL
雕刻	faragás	雕刻	faragás	V	N;NOM;SG
除外	kivéve	除外	kivév	N	
金色	golden	金色	golden	N	
金色	arany	金色	arany	N	
金色	arany	金色	arany	N	
理性	ésszerűség	理性	ésszerűség	N	
理性	racionális	理性	racionális	N	ADJ;NOM;SG
理性	ésszerű	理性	ésszerű	N	
外表	látszat	外表	látszik	N	
外表	külső	外表	külső	N	
承諾	ígéret	承諾	ígér		N;NOM;SG
承諾	ígéretek	承諾	ígéret		N;NOM;PL
承諾	ígéret	承諾	ígér		N;NOM;SG
承諾	elkötelezettség	承諾	elkötelezettség		N;NOM;SG
承諾	kötelezettségek	承諾	kötelezettség		N;NOM;PL
吉田	yoshida	吉田	yoshida	PROPN	
稅	adó	稅	adó	N	
稅	adó	稅	adó	N	
缸	hengeres	缸	hengeres	N	
童年	gyermekkori	童年	gyermekkori	N	
童年	gyerekkori	童年	gyerekkori	N	ADJ;NOM;SG
催化	katalitikus	催化	katalitikus	V	N;NOM;SG
催化	katalizátor	催化	katalizátor	V	N;NOM;SG
橘	orange	橘	orang	N	
橘	narancssárga	橘	narancssárga	N	
建築	építész	建築	építész	V	N;NOM;SG
建築	építészek	建築	építész	V	N;NOM;PL
總是	mindig	總是	mindig		ADV
工會	union	工會	union	N	
工會	unió	工會	unió	N	PROPN;NOM;SG
工會	unión	工會	unió	N	
工會	uniós	工會	uniós	N	ADJ;NOM;SG
蜘蛛	pók	蜘蛛	pók	N	
蜘蛛	spider	蜘蛛	spider	N	
離婚	válást	離婚	válás	V	N;ACC;SG
離婚	válás	離婚	válás	V	N;NOM;SG
享受	élvezet	享受	élvezet	V	N;NOM;SG
鑽石	diamond	鑽石	diamond	N	
吉祥	kedvező	吉祥	kedvező	N	ADJ;NOM;SG
週	péntek	週	pén	N	
週	pénteki	週	pénteki	N	
三菱	mitsubishi	三菱	mitsubishi	PROPN	N;NOM;SG
美女	gyönyörű	美女	gyönyörű	N	
助手	segéd	助手	segéd	N	
溫哥華	vancouver	溫哥華	vancouver	PROPN	N;NOM;SG
地帶	csík	地帶	csík	N	
混亂	zavart	混亂	zavart	N	
裸	meztelen	裸	meztelen	N	
裸	pucér	裸	pucér	N	
裸	meztelen	裸	meztelen	N	
裸	csupasz	裸	csupasz	N	
裸	puszta	裸	puszta	N	
馬丁	márton	馬丁	márt	PROPN	
馬丁	martin	馬丁	martin	PROPN	
衝擊	ütközés	衝擊	ütközés	V	N;NOM;SG
衝擊	becsapódás	衝擊	becsapódás	V	N;NOM;SG
衝擊	hatás	衝擊	hatás	V	N;NOM;SG
衝擊	hatása	衝擊	hatás	V	N;NOM;SG
衝擊	sokk	衝擊	sokk	V	N;NOM;SG
廠	értékesítő	廠	értékesítő	N	ADJ;NOM;SG
廠	gyártó	廠	gyártó	N	ADJ;NOM;SG
氟	fluor	氟	fluor	N	
出租	taxi	出租	taxi	V	N;NOM;SG
出租	taxiba	出租	taxiba	V	N;IN+ALL;SG
出租	taxival	出租	taxival	V	
意志	wills	意志	wills	N	
軍方	katonai	軍方	katonai	N	ADJ;NOM;SG
過度	túlzott	過度	túlzott	N	V;INDF;IND;SG;3;PST;FIN;ACT
伺服	szerverek	伺服	szerver	V	N;NOM;PL
伺服	kiszolgáló	伺服	kiszolgáló	V	
伺服	szerver	伺服	szerver	V	N;NOM;SG
清晰	egyértelműség	清晰	egyértelműség	PROPN	
變更	módosítható	變更	módosítható	V	ADJ;NOM;SG
變更	módosítás	變更	módosítás	V	N;NOM;SG
變更	módosítások	變更	módosítás	V	N;NOM;PL
變更	változtatások	變更	változtatás	V	N;NOM;PL
變更	változás	變更	változás	V	N;NOM;SG
變更	változások	變更	változás	V	N;NOM;PL
變更	változtatás	變更	változtatás	V	N;NOM;SG
變更	változás	變更	változás	V	N;NOM;SG
變更	változtatás	變更	változtatás	V	N;NOM;SG
變更	változások	變更	változás	V	N;NOM;PL
新手	kezdő	新手	kezdő	N	
新手	újonc	新手	újonc	N	
燒	égni	燒	ég	N	V;NFIN;ACT
燒	égető	燒	égető	N	
燒	égő	燒	égő	N	
膠	rágó	膠	rágó	N	
渡邊	watanabe	渡邊	watanab	N	
猶太	zsidó	猶太	zsidó	PROPN	
猶太	zsidók	猶太	zsidó	PROPN	N;NOM;PL
猶太	zsidók	猶太	zsidó	PROPN	N;NOM;PL
分歧	eltérő	分歧	eltérő	N	ADJ;NOM;SG
書寫	megírva	書寫	megírva	V	ADV;V.CVB
書寫	írásbeli	書寫	írásbeli	V	ADJ;NOM;SG
書寫	írással	書寫	írás	V	N;INS;SG
書寫	írás	書寫	írás	V	N;NOM;SG
書寫	írása	書寫	írás	V	N;NOM;SG
色情	erotikus	色情	erotikus	N	ADJ;NOM;SG
色情	pornográf	色情	pornográf	N	
曝光	expozíciós	曝光	expozíciós	V	N;NOM;SG
曝光	kitettség	曝光	kitettség	V	N;NOM;SG
曝光	expozíció	曝光	expozíció	V	N;NOM;SG
飛行	pilóta	飛行	pilóta	V	N;NOM;SG
飛行	pilot	飛行	pilot	V	
鎖	zárat	鎖	zárat	V	N;ACC;SG
鎖	lakat	鎖	lakat	V	N;NOM;SG
鎖	zárak	鎖	zárak	V	N;NOM;PL
簡化	egyszerűsítése	簡化	egyszerűsítés	V	N;NOM;SG
簡化	egyszerűsítés	簡化	egyszerűsítés	V	N;NOM;SG
簡化	egyszerűsítése	簡化	egyszerűsítés	V	N;NOM;SG
從	sosem	從	sosem	ADP	
從	soha	從	soha	ADP	
再	újjászületés	再	újjászületés	ADV	N;NOM;SG
再	regeneráció	再	regeneráció	ADV	N;NOM;SG
示威	tüntetők	示威	tüntető	V	N;NOM;PL
示威	tüntetők	示威	tüntető	V	N;NOM;PL
示威	tüntetők	示威	tüntető	V	N;NOM;PL
放映	vetítések	放映	vetítés	V	N;NOM;PL
放映	szűrés	放映	szűrés	V	N;NOM;SG
放映	vetítés	放映	vetítés	V	N;NOM;SG
濤	tao	濤	tao	PROPN	
四	quad	四	quad	NUM	
四	kvartett	四	kvartett	NUM	V;INDF;IND;SG;3;PST;FIN;ACT
消費	fogyasztott	消費	fogyasztott	N	V;INDF;IND;SG;3;PST;FIN;ACT
消費	elfogyasztott	消費	elfogyasztott	N	V;INDF;IND;SG;3;PST;FIN;ACT
摩爾	moore	摩爾	moore	PROPN	
摩爾	tégla	摩爾	tégla	PROPN	N;NOM;SG
摩爾	vakond	摩爾	vakond	PROPN	N;NOM;SG
洗	mosás	洗	mosás	V	N;NOM;SG
洗	wash	洗	wash	V	
洗	mosás	洗	mosás	V	N;NOM;SG
磨	őrlés	磨	őrlés	V	N;NOM;SG
隕石	meteor	隕石	meteor	N	
隕石	meteor	隕石	meteor	N	
井上	inoue	井上	inou	PROPN	
船隻	hajón	船隻	hajó	N	
船隻	hajós	船隻	hajós	N	
否定	tagadás	否定	tagadás	V	N;NOM;SG
否定	elutasítás	否定	elutasítás	V	N;NOM;SG
否定	negatív	否定	negatív	V	
個別	egyedileg	個別	egyedileg	N	
個別	egyenként	個別	egyenként	N	
個別	egyénileg	個別	egyénileg	N	
個別	egyéni	個別	egyéni	N	
橙	orange	橙	orang	N	
橙	narancssárga	橙	narancssárga	N	
嚴格	szigorú	嚴格	szigorú	N	
嚴格	szigorú	嚴格	szigorú	N	
嚴格	szigorúan	嚴格	szigorú	N	ADJ;FRML;SG
嚴格	szigorúan	嚴格	szigorú	N	ADJ;FRML;SG
排序	rendezés	排序	rendezés	V	N;NOM;SG
排序	rendezés	排序	rendezés	V	N;NOM;SG
排序	válogatás	排序	válogatás	V	N;NOM;SG
牙齒	fog	牙齒	fog	N	V;INDF;IND;SG;3;PRS;ACT
薰	kaoru	薰	kaoru	PROPN	
協調	koordináta	協調	koordináta	V	N;NOM;SG
協調	koordináció	協調	koordináció	V	N;NOM;SG
協調	koordinációs	協調	koordinációs	V	ADJ;NOM;SG
協調	koordináló	協調	koordináló	V	ADJ;NOM;SG
新秀	újonc	新秀	újonc	N	
度假	vakáció	度假	vakáció	V	N;NOM;SG
度假	ünnep	度假	ünnep	V	N;NOM;SG
度假	ünnepi	度假	ünnepi	V	N;NOM;SG
度假	nyaralás	度假	nyaralás	V	N;NOM;SG
度假	vakáció	度假	vakáció	V	N;NOM;SG
度假	nyaralás	度假	nyaralás	V	N;NOM;SG
客戶	ügyfél	客戶	ügyfél	N	
客戶	vevő	客戶	vevő	N	ADJ;NOM;SG
客戶	vásárló	客戶	vásárló	N	ADJ;NOM;SG
客戶	ügyfél	客戶	ügyfél	N	
諾貝爾	nobel	諾貝爾	nobel	PROPN	
選民	szavazó	選民	szavazó	N	
選民	szavazó	選民	szavazó	N	
勇者	bátor	勇者	bátor	N	
肌肉	izmos	肌肉	izmos	N	
蛙	béka	蛙	béka	N	
