het	το	het	ο	PRO;3	DET;NOM;DEF;NEUT;SG
bang	φοβάμαι	bang	φοβούμαι	ADJ	V;IPFV;IND;SG;1;PRS;FIN;PASS
bang	φοβισμένος	bang	φοβισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
bang	φοβισμένη	bang	φοβίζω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
bang	μπανγκ	bang	μπανγκ	ADJ	
bang	μπαμ	bang	μπαμ	ADJ	
claude	claude	claud	claude	N;MASC+FEM;SG	
claude	κλωντ	claud	κλωντ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
claude	κλοντ	claud	κλοντ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
baden	baden	baad	baden	V;NFIN	
baden	κολύμβησης	baad	κολύμβηση	V;NFIN	N;GEN;FEM;SG
baden	κολύμβηση	baad	κολύμβηση	V;NFIN	N;ACC;FEM;SG
baden	λουτρά	baad	λουτρός	V;NFIN	N;NOM;NEUT;PL
baden	μπάνια	baad	μπάνια	V;NFIN	N;NOM;NEUT;PL
vertrek	φύγε	vertrekken	φύγω	V;SG;PRS;FIN	PRO;NOM;MASC;SG;1
vertrek	αποχώρηση	vertrekken	αποχώρηση	V;SG;PRS;FIN	N;ACC;FEM;SG
vertrek	αναχωρήσεις	vertrekken	αναχώρηση	V;SG;PRS;FIN	N;NOM;FEM;PL
agent	αξιωματικός	agent	αξιωματικός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
ray	ρέι	ray	ρέγω	N;MASC+FEM;SG	
ray	ρει	ray	ρεις	N;MASC+FEM;SG	
ray	ray	ray	ray	N;MASC+FEM;SG	
details	λεπτομέρεια	detail	λεπτομέρεια	N;PL	N;NOM;FEM;SG
party	party	party	party	N;MASC+FEM;SG	
hoor	ακούσω	hoor	ακούω	INTJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
nazi	ναζί	nazi	ναζί	N;MASC+FEM;SG	N;NOM;MASC;PL
ontbreekt	λείπουν	ontbreken	λείπω	V;SG;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
ontbreekt	αγνοούμενος	ontbreken	αγνοούμενος	V;SG;PRS;FIN	ADJ;NOM;MASC;SG
luc	λικ	luc	λικ	N;MASC+FEM;SG	
bal	bal	bal	bal	N;MASC+FEM;SG	
verkeerde	λάθος	verkeerd	λάθος	ADJ	N;NOM;NEUT;SG
rowspan	rowspan	rowspan	rowspan	N;MASC+FEM;SG	
girl	κοπέλα	girl	κοπέλα		N;NOM;FEM;SG
girl	κορίτσι	girl	κορίτσι		N;NOM;NEUT;SG
miller	μίλλερ	miller	μίλλερ	N;MASC+FEM;SG	
miller	μίλερ	miller	μίλερ	N;MASC+FEM;SG	
miller	miller	miller	miller	N;MASC+FEM;SG	
gespecialiseerd	ειδικός	gespecialiseerd	ειδικός	V;V.PTCP	ADJ;NOM;MASC;SG
praag	πράγας	praag	πράγα	N;NEUT;SG	PROPN;GEN;FEM;SG
praag	πράγα	praag	πράγα	N;NEUT;SG	PROPN;NOM;FEM;SG
finales	τελικο	finale	τελικο	N;PL	N;NOM;NEUT;SG
finales	τελικοί	finale	τελικός	N;PL	ADJ;NOM;MASC;PL
ontbreken	έλλειψη	ontbreken	έλλειψη	V;NFIN	N;NOM;FEM;SG
ontbreken	αγνοούμενος	ontbreken	αγνοούμενος	V;NFIN	ADJ;NOM;MASC;SG
harde	σκληρά	hard	σκληρά	ADJ	ADV
zwemmen	κολύμπι	zwemmen	κολύμπι	V;NFIN	N;NOM;NEUT;SG
zwemmen	κολύμβηση	zwemmen	κολύμβηση	V;NFIN	N;ACC;FEM;SG
zwemmen	κολύμπι	zwemmen	κολύμπι	V;NFIN	N;NOM;NEUT;SG
steken	μαχαιριά	steken	μαχαιριά	V;NFIN	N;NOM;FEM;SG
steken	μαχαίρωμα	steken	μαχαίρωμα	V;NFIN	N;NOM;NEUT;SG
leuk	πλάκα	leuk	πλάκα	ADJ	N;NOM;FEM;SG
leuk	διασκέδαση	leuk	διασκέδαση	ADJ	N;NOM;FEM;SG
slaat	χαστούκια	slaan	χαστούκι	V;SG;PRS;FIN	N;NOM;NEUT;PL
ken	ken	kunnen	ken	V;SG;PRS;FIN	
ken	κεν	kunnen	κεν	V;SG;PRS;FIN	
wolf	γουλφ	wolf	γουλφ	N;MASC+FEM;SG	
wolf	wolf	wolf	wolf	N;MASC+FEM;SG	
action	δραση	action	δραση		N;NOM;FEM;SG
action	δράση	action	δράση		N;NOM;FEM;SG
action	δράσης	action	δράση		N;GEN;FEM;SG
action	action	action	action		
thailand	ταϊλάνδη	thailand	ταϊλάνδη	N;NEUT;SG	
beperkte	limited	beperken	limited	V;SG;PST;FIN	
beperkte	περιορισμένα	beperken	περιορίζω	V;SG;PST;FIN	ADV
cross	κρος	cross	κρος	N;MASC+FEM;SG	
cross	cross	cross	cross	N;MASC+FEM;SG	
voorlopig	προσωρινά	voorlopig	προσωρινά	ADJ	ADV
kwalificatie	προσόντα	kwalificatie	προσόν	N;MASC+FEM;SG	N;NOM;NEUT;PL
ere	ελμ	eer	ελμώ	ADV	N
fouten	λάθος	fout	λάθος	N;PL	N;NOM;NEUT;SG
fouten	σφάλμα	fout	σφάλμα	N;PL	N;NOM;NEUT;SG
prestaties	επίδοση	prestatie	επίδοση	N;PL	N;ACC;FEM;SG
prestaties	απόδοση	prestatie	απόδοση	N;PL	N;ACC;FEM;SG
prestaties	παράσταση	prestatie	παράσταση	N;PL	N;ACC;FEM;SG
anthony	anthony	anthony	anthony	N;MASC+FEM;SG	
anthony	αντονι	anthony	αντονι	N;MASC+FEM;SG	
anthony	άντονι	anthony	άντονι	N;MASC+FEM;SG	
jeruzalem	ιερουσαλήμ	jeruzalem	ιερουσαλήμ	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
lord	άρχοντας	lord	άρχω	N;MASC+FEM;SG	V;IPFV;V.CVB;ACT
edwards	έντουαρντς	edward	έντουαρντς	N;PL	PROPN;NOM;MASC;SG
bedekt	καλυμμένοι	bedekken	καλύμμινος	V;V.PTCP	ADJ;NOM;MASC;PL
bedekt	καλυμμένο	bedekken	καλύμμενος	V;V.PTCP	N;NOM;NEUT;SG
café	cafe	café	cafe	N;NEUT;SG	
café	cafe	café	cafe	N;NEUT;SG	
eindigt	λήγει	eindigen	λήγω	V;SG;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
alan	άλαν	alan	άλαν	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
zelden	σπάνιος	zelden	σπάνιος	ADV	ADJ;NOM;MASC;SG
zelden	σπάνιο	zelden	σπάνιος	ADV	ADJ;NOM;NEUT;SG
zelden	σπάνιες	zelden	σπάνιος	ADV	ADJ;NOM;FEM;PL
oekraïne	ουκρανίας	oekraïne	ουκρανία	PROPN;NEUT;SG	PROPN;GEN;FEM;SG
oekraïne	ουκρανία	oekraïne	ουκρανία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
maarten	martin	maarten	martin	N;PL	
maarten	μάρτιν	maarten	μάρτιν	N;PL	
samuel	σάμουελ	samuel	σάμουελ	N;MASC+FEM;SG	
samuel	σάμιουελ	samuel	σάμιουελ	N;MASC+FEM;SG	
jordan	ιορδανία	jordan	ιορδανία	N;MASC+FEM;SG	PROPN;ACC;FEM;SG
jordan	τζόρνταν	jordan	τζόρω	N;MASC+FEM;SG	V;IPFV;IND;PL;3;PST;FIN;PASS
jordan	jordan	jordan	jordan	N;MASC+FEM;SG	
huber	χούμπερ	huber	χούμπερ	N;MASC+FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
ned	νεντ	ned	νεντ	N;MASC+FEM;SG	
louise	λουίζ	louis	λουίζ	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
honderd	hundred	honderd	hundred	NUM	
tunnel	τούνελ	tunnel	τούνελ	N;MASC+FEM;SG	N;NOM;NEUT;PL
nick	nick	nick	nick	N;MASC+FEM;SG	
nick	νικ	nick	νικ	N;MASC+FEM;SG	
groeten	χαίρετε	groet	χαίρω	N;PL	V;IPFV;IND;PL;2;PRS;FIN;ACT
kennelijk	προφανώς	kennelijk	προφανώς	ADJ	ADV
junioren	juniors	junior	juniors	N;PL	
grande	γκράντε	grande	γκράντε	N;MASC+FEM;SG	
jpg}}	jpg}}	jpg}}	jpg}}	N;MASC+FEM;SG	
gerrit	gerrit	gerrit	gerrit	N;MASC+FEM;SG	
tilburg	tilburg	tilburg	tilburg	N;NEUT;SG	
oxford	οξφόρδη	oxford	οξφόρδη	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
wang	wang	wang	wang	N;MASC+FEM;SG	
wang	γουάνγκ	wang	γουάνγκ	N;MASC+FEM;SG	
classic	κλασσικά	classic	κλασσικός	N;MASC+FEM;SG	ADV
classic	κλασικά	classic	κλασικός	N;MASC+FEM;SG	ADV
classic	κλασσικό	classic	κλασσικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
classic	κλασική	classic	κλασικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
classic	κλασικό	classic	κλασικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
schotse	σκωτίας	schots	σκωτία	ADJ	PROPN;GEN;FEM;SG
afgesloten	κλειστό	afsluiten	κλειστός	V;V.PTCP	N;NOM;NEUT;SG
afgesloten	κλειστο	afsluiten	κλειστος	V;V.PTCP	DET;NOM;DEF;MASC;SG
afgesloten	κλειστή	afsluiten	κλειστής	V;V.PTCP	ADJ;NOM;FEM;SG
afgesloten	κλειστά	afsluiten	κλειστώ	V;V.PTCP	ADV
studeren	μελέτη	studeren	μελέτη	V;NFIN	N;NOM;FEM;SG
draait	ανατροπές	draaien	ανατροπή	V;SG;PRS;FIN	N;NOM;FEM;PL
draait	περιστροφές	draaien	περιστροφή	V;SG;PRS;FIN	N;NOM;FEM;PL
insecten	έντομο	insecten	έντομο	N;PL	N;NOM;NEUT;SG
insecten	μπαγκς	insecten	μπαγκς	N;PL	
manuel	manuel	manuel	manuel	N;MASC+FEM;SG	
manuel	μανουέλ	manuel	μανουέλ	N;MASC+FEM;SG	
jimmy	τζίμι	jimmy	τζίμι	N;MASC+FEM;SG	
jimmy	jimmy	jimmy	jimmy	N;MASC+FEM;SG	
hogeschool	college	hogeschool	college	N;MASC+FEM;SG	
reageren	ανταπόκριση	reageren	ανταπόκριση	V;NFIN	N;ACC;FEM;SG
leerling	μαθητευόμενος	leerling	μαθητευόμενος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
down	down	down	down	N;MASC+FEM;SG	
down	κάτω	down	κάτω	N;MASC+FEM;SG	ADV
down	κατω	down	κατω	N;MASC+FEM;SG	ADV
service	service	service	service	N;MASC+FEM;SG	
trouw	πίστη	trouw	πίστα	ADJ	N;NOM;FEM;SG
trouw	αφοσίωση	trouw	αφοσίωση	ADJ	N;ACC;FEM;SG
istat	istat	istat	istat	N;MASC+FEM;SG	
assen	άξονες	ass	άξονας	PROPN;NEUT;SG	N;NOM;MASC;PL
assen	αξόνων	ass	άξονας	PROPN;NEUT;SG	N;GEN;MASC;PL
assen	άξονες	ass	άξονας	PROPN;NEUT;SG	N;NOM;MASC;PL
assen	στάχτη	ass	στάχτης	PROPN;NEUT;SG	N;NOM;FEM;SG
assen	τέφρα	ass	τέφρα	PROPN;NEUT;SG	N;NOM;FEM;SG
assen	άσεν	ass	άσεν	PROPN;NEUT;SG	N
bbc	bbc	bbc	bbc	N;MASC+FEM;SG	
peru	περού	peru	περ	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
motoren	motors	motor	motors	N;PL	
geregisseerd	σκηνοθεσία	regisseren	σκηνοθεσία	V;V.PTCP	N;ACC;FEM;SG
eugène	eugène	eugène	eugène	N;MASC+FEM;SG	
begrijp	κατάλαβε	begrijpen	καταλαβαίνω	V;SG;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
begrijp	καταλάβετε	begrijpen	καταλαβατώ	V;SG;PRS;FIN	V;PFV;IND;PL;2;FIN;ACT
carolina	καρολίνα	carolina	καρολίνα	N;MASC+FEM;SG	
getallen	νούμερα	getal	νούμερος	N;PL	ADV;CMPR
verkoop	πούλα	verkoop	πούλα	N;MASC+FEM;SG	PROPN;NOM;NEUT;SG
verkoop	πωλήσεων	verkoop	πώληση	N;MASC+FEM;SG	N;GEN;FEM;PL
verkoop	πωλήσεις	verkoop	πώληση	N;MASC+FEM;SG	N;NOM;FEM;PL
tiende	δέκατο	tien	δέκατος	ADJ	NUM;NOM;NEUT;SG
boston	βοστώνη	boston	βοστώνης	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
boston	μπόστον	boston	μπόστον	N;MASC+FEM;SG	
boston	βοστόνη	boston	βοστόνη	N;MASC+FEM;SG	
tegenstander	αντίπαλός	tegenstander	αντίπαλός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
tegenstander	αντίπαλος	tegenstander	αντίπαλος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
samengesteld	σύνθετο	samenstellen	σύνθετος	V;V.PTCP	ADJ;NOM;NEUT;SG
samengesteld	σύνθετη	samenstellen	σύνθετος	V;V.PTCP	ADV
samengesteld	σύνθετα	samenstellen	σύνθετος	V;V.PTCP	ADJ;NOM;NEUT;PL
ontwerpen	σχέδια	ontwerpen	σχέδιο	V;NFIN	N;NOM;NEUT;PL
ontwerpen	σχεδιασμό	ontwerpen	σχεδιασμός	V;NFIN	N;ACC;MASC;SG
ontwerpen	σχεδίαση	ontwerpen	σχεδίαση	V;NFIN	N;ACC;FEM;SG
ontwerpen	design	ontwerpen	design	V;NFIN	
ontwerpen	σχέδιο	ontwerpen	σχέδιο	V;NFIN	N;NOM;NEUT;SG
ontwerpen	σχεδιασμός	ontwerpen	σχεδιασμός	V;NFIN	N;NOM;MASC;SG
madagaskar	μαδαγασκάρη	madagaskar	μαδαγασκάρης	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
verkopen	πούλα	verkopen	πούλα	V;NFIN	PROPN;NOM;NEUT;SG
verkopen	πώληση	verkopen	πώληση	V;NFIN	N;NOM;FEM;SG
verkopen	πωλήσεων	verkopen	πώληση	V;NFIN	N;GEN;FEM;PL
verkopen	πωλήσεις	verkopen	πώληση	V;NFIN	N;NOM;FEM;PL
verkopen	πώληση	verkopen	πώληση	V;NFIN	N;NOM;FEM;SG
getekend	υπογραφή	tekenen	υπογραφή	V;V.PTCP	N;ACC;FEM;SG
andy	άντι	andy	άντι	N;MASC+FEM;SG	
andy	andy	andy	andy	N;MASC+FEM;SG	
rosenberg	ρόζενμπεργκ	rosenberg	ρόζενμπεργκ	N;MASC+FEM;SG	
onmogelijk	αδύνατον	onmogelijk	αδύνατος	ADJ	ADV
domein	domain	domein	domain	N;NEUT;SG	
disney	disney	disney	disney	N;MASC+FEM;SG	
servië	σερβία	servië	σερβία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
servië	σερβικό	servië	σερβικός	PROPN;NEUT;SG	ADJ;NOM;NEUT;SG
servië	σερβική	servië	σερβικός	PROPN;NEUT;SG	ADJ;NOM;FEM;SG
servië	σερβικά	servië	σερβικά	PROPN;NEUT;SG	ADV
servië	σέρβος	servië	σέρβος	PROPN;NEUT;SG	PROPN;NOM;MASC;SG
belangstelling	τόκοι	belangstelling	τόκος	N;MASC+FEM;SG	N;NOM;MASC;PL
manager	μάνατζερ	manager	μάνατζερ	N;MASC+FEM;SG	N;NOM;NEUT;PL
winkel	shop	winkel	shop	N;MASC+FEM;SG	
vries	vries	vries	vries	N;MASC+FEM;SG	
slowakije	σλοβακία	slowakije	σλοβακία	N;NEUT;SG	PROPN;NOM;FEM;SG
slowakije	σλοβακίας	slowakije	σλοβακία	N;NEUT;SG	PROPN;GEN;FEM;SG
wezen	ορφανά	wezen	ορφανός	V;NFIN	ADV
wezen	πλάσμα	wezen	πλάσμα	V;NFIN	N;NOM;NEUT;SG
psv	psv	psv	psv	N;MASC+FEM;SG	
romeinen	ρωμαίους	romein	ρωμαίος	N;PL	PROPN;ACC;MASC;PL
romeinen	ρωμαίοι	romein	ρωμαίος	N;PL	PROPN;NOM;MASC;PL
vliegveld	αερολιμένας	vliegveld	αερολιμένος	N;NEUT;SG	ADJ;NOM;MASC;SG
verliefd	κρας	verliefd	κρας	ADJ	N;NEUT;SG
milaan	μίλαν	milaan	μίλα	PROPN;NEUT;SG	
milaan	μιλάνο	milaan	μιλάνος	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
negende	ένατη	negen	ένατος	ADJ	NUM;NOM;FEM;SG
negende	ένατο	negen	ένατος	ADJ	NUM;ACC;NEUT;SG
toon	καρτούν	toon	κάρτω	N;MASC+FEM;SG	N;NOM;NEUT;PL
toon	show	toon	show	N;MASC+FEM;SG	
toon	δείξω	toon	δείξω	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
snelste	γρηγορότερο	snel	γρηγορός	ADJ;RL	ADJ;NOM;CMPR;NEUT;SG
manchester	μάντσεστερ	manchester	μάντσεστερ	N;MASC+FEM;SG	
manchester	manchester	manchester	manchester	N;MASC+FEM;SG	
minimaal	ελάχιστη	minimaal	λίγο	ADJ	ADJ;NOM;CMPR;FEM;SG
minimaal	ελάχιστα	minimaal	λίγο	ADJ	ADV;CMPR
minimaal	ελάχιστες	minimaal	ελάχιστος	ADJ	ADJ;NOM;CMPR;FEM;PL
minimaal	ελάχιστο	minimaal	λίγο	ADJ	ADJ;NOM;CMPR;NEUT;SG
minimaal	ελάχιστος	minimaal	ελάχιστος	ADJ	ADJ;NOM;CMPR;MASC;SG
minimaal	ελάχιστο	minimaal	λίγο	ADJ	ADJ;NOM;CMPR;NEUT;SG
minimaal	ελάχιστα	minimaal	λίγο	ADJ	ADV;CMPR
minimaal	ελάχιστη	minimaal	λίγο	ADJ	ADJ;NOM;CMPR;FEM;SG
minimaal	ελάχιστος	minimaal	ελάχιστος	ADJ	ADJ;NOM;CMPR;MASC;SG
haute	haute	haute	haute	N;MASC+FEM;SG	
kelly	kelly	kelly	kelly	N;MASC+FEM;SG	
kelly	κέλυ	kelly	κέλυ	N;MASC+FEM;SG	
kelly	κέλι	kelly	κέλι	N;MASC+FEM;SG	
kelly	κέλλυ	kelly	κέλλο	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
jongeren	νιότη	jong	νιότης	ADJ;CMPR	N;ACC;FEM;SG
jongeren	νεολαία	jong	νεολαία	ADJ;CMPR	N;NOM;FEM;SG
jongeren	νιάτα	jong	νιάτα	ADJ;CMPR	N;NOM;NEUT;PL
jongeren	νεότητα	jong	νεότητα	ADJ;CMPR	N;NOM;FEM;SG
müller	μιούλερ	mul	μιούλερ	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
müller	μίλερ	mul	μίλερ	N;MASC+FEM;SG	
positief	θετικά	positief	θετικός	ADJ	ADV
shorts	σορτσάκι	shorts	σορτσάκι	N;PL	N;NOM;NEUT;SG
special	ειδική	special	ειδικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
special	special	special	special	N;MASC+FEM;SG	
lambert	λάμπερτ	lamberen	λάμπερτ	N;MASC+FEM;SG	
master	δάσκαλε	master	δασκάλλω	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
liga	league	liga	league	N;MASC+FEM;SG	
liga	λιγκ	liga	λιγκ	N;MASC+FEM;SG	
liga	liga	liga	liga	N;MASC+FEM;SG	
nicolas	νικολά	nicolas	νικολά	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
systemen	sy	systeem	sy	N;PL	
ontdekte	ανακάλυψαν	ontdekken	ανακαλύπτω	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;ACT
jules	τζουλς	jules	τζουλς	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
ludwig	λούντβιχ	ludwig	λούντβιχ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
arabisch	αραβικά	arabisch	αραβικά	ADJ	
camera	φωτογραφική	camera	φωτογραφικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
stockholm	στοκχόλμη	stockholm	στοκχόλμος	N;NEUT;SG	PROPN;NOM;FEM;SG
breken	διάλειμμα	breken	διάλειμμα	V;NFIN	N;NOM;NEUT;SG
breken	διακοπή	breken	διακοπή	V;NFIN	N;ACC;FEM;SG
breken	σπάσιμο	breken	σπάσιμο	V;NFIN	N;NOM;NEUT;SG
breken	σπάσιμο	breken	σπάσιμο	V;NFIN	N;NOM;NEUT;SG
wijn	κρασιά	wijn	κρασί	N;MASC+FEM;SG	N;NOM;NEUT;PL
wijn	οίνοι	wijn	οίνος	N;MASC+FEM;SG	N;NOM;MASC;PL
wijn	κρασιά	wijn	κρασί	N;MASC+FEM;SG	N;NOM;NEUT;PL
power	power	power	power	N;MASC+FEM;SG	
neem	πάρτε	nemen	πάρτε	V;SG;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
neem	λήψη	nemen	λήψη	V;SG;PRS;FIN	N;ACC;FEM;SG
koningen	κινγκς	koning	κινγκς	N;PL	
philip	philip	philip	philip	N;MASC+FEM;SG	
philip	φίλιππος	philip	φίλιππος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
philip	φίλιπ	philip	φίλιπ	N;MASC+FEM;SG	
howard	χάουαρντ	howard	χάουαρντ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
gelukkig	ευτυχώς	gelukkig	ευτυχώς	ADJ	ADV
gelukkig	λάκι	gelukkig	λάκι	ADJ	
gelukkig	τυχερό	gelukkig	τυχερός	ADJ	N;NOM;NEUT;SG
gelukkig	τυχεροί	gelukkig	τυχερός	ADJ	N;NOM;MASC;PL
gelukkig	ευτυχισμένη	gelukkig	ευτυχίζω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
gelukkig	ευτυχισμένος	gelukkig	ευτυχισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
masters	μάστερς	master	μάστερς	N;PL	NUM
islamitische	ισλαμιστές	islamitisch	ισλαμιστής	ADJ	N;NOM;MASC;PL
toegelaten	επιτρεπόμενες	toelaten	επιτρεπόμενος	V;V.PTCP	ADJ;NOM;FEM;PL
toegelaten	επιτρεπόμενες	toelaten	επιτρεπόμενος	V;V.PTCP	ADJ;NOM;FEM;PL
toegelaten	επιτρεπόμενο	toelaten	επιτρεπόμενο	V;V.PTCP	N;NOM;NEUT;SG
toegelaten	επιτρεπόμενες	toelaten	επιτρεπόμενος	V;V.PTCP	ADJ;NOM;FEM;PL
bruine	καφέ	bruin	καφένας	ADJ	N;NOM;NEUT;SG
bruine	brown	bruin	brown	ADJ	
bruine	μπράουν	bruin	μπράω	ADJ	
vreemd	παράξενο	vreemd	παράξενος	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
vreemd	περίεργα	vreemd	περίεργος	ADJ	N;NOM;NEUT;PL
vreemd	παράξενος	vreemd	παράξενος	ADJ	N;NOM;MASC;SG
vreemd	παράξενο	vreemd	παράξενος	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
vreemd	παράξενο	vreemd	παράξενος	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
ontsnappen	διαφυγής	ontsnappen	διαφυγή	V;NFIN	N;GEN;FEM;SG
ontsnappen	διαφυγή	ontsnappen	διαφυγή	V;NFIN	N;NOM;FEM;SG
ontsnappen	απόδραση	ontsnappen	απόδραση	V;NFIN	N;NOM;FEM;SG
steven	στήβεν	steven	στέβω	N;PL	PROPN;NOM;MASC;SG
steven	στίβεν	steven	στίβω	N;PL	PROPN;NOM;MASC;SG
steven	steven	steven	steven	N;PL	
ali	αλι	ali	αλι	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
ali	ali	ali	ali	N;MASC+FEM;SG	
ali	αλί	ali	αλί	N;MASC+FEM;SG	
ali	αλή	ali	αλή	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
ali	άλι	ali	άλι	N;MASC+FEM;SG	
vietnam	βιετνάμ	vietnemen	βιετνάμ	PROPN;NEUT;SG	
johanna	τζοάννα	johanna	τζοάννα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
johanna	ιωάννα	johanna	ιωάννα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
johanna	τζοάνα	johanna	τζοάνα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
johanna	ιωάννα	johanna	ιωάννα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
johanna	joan	johanna	joan	N;MASC+FEM;SG	
johanna	τζόαν	johanna	τζόω	N;MASC+FEM;SG	
johanna	τζοάννα	johanna	τζοάννα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
johanna	ιωάννα	johanna	ιωάννα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
johanna	τζοάνα	johanna	τζοάνα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
johanna	ιωάννα	johanna	ιωάννα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
johanna	ζαν	johanna	ζαν	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
trek	τρεκ	trek	τρεκ	V;SG;PRS;FIN	
redden	εξοικονόμηση	redden	εξοικονόμηση	V;NFIN	N;ACC;FEM;SG
redden	αποταμίευση	redden	αποταμίευση	V;NFIN	N;NOM;FEM;SG
redden	διάσωση	redden	διάσωση	V;NFIN	N;ACC;FEM;SG
redden	διάσωσης	redden	διάσωση	V;NFIN	N;GEN;FEM;SG
voortaan	εφεξής	voortaan	εφεξής	ADV	N;GEN;FEM;SG
more	περισσότερο	more	πολύ		ADV;CMPR
more	περισσότεροι	more	πολύς		ADJ;NOM;CMPR;MASC;PL
more	πιο	more	πιο		ADV
more	περισσότερες	more	πολύς		ADJ;NOM;CMPR;FEM;PL
more	περισσότερα	more	πολύς		ADJ;NOM;CMPR;NEUT;PL
tenzij	εκτός	tenzij	εκτός	CONJ	ADV
verkregen	κεκτημένα	verkrijgen	κεκτημένος	V;V.PTCP	N;NOM;NEUT;PL
journal	ημερολόγιο	journal	ημερολόγιο		N;NOM;NEUT;SG
charlie	τσάρλι	charlie	τσάρλι	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
charlie	charlie	charlie	charlie	N;MASC+FEM;SG	
charlie	τσάρλυ	charlie	τσάρλυ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
documentaire	ντοκιμαντέρ	documentaire	ντοκιμαντέρ	ADJ	N;NOM;NEUT;SG
documentaire	ντοκυμαντέρ	documentaire	ντοκυμαντέρ	ADJ	N;NOM;NEUT;SG
drummer	ντράμερ	drummer	ντράμερ	N;MASC+FEM;SG	
origineel	πρωτότυπο	origineel	πρωτότυπο	ADJ	N;NOM;NEUT;SG
origineel	πρωτότυπα	origineel	πρωτότυπο	ADJ	ADV
dave	ντέιβ	dave	ντέιβ	N;MASC+FEM;SG	
dordrecht	dordrecht	dordrecht	dordrecht	N;NEUT;SG	
bert	μπερτ	bert	μπερτ	N;MASC+FEM;SG	
hoeven	οπλές	hoeven	οπλός	V;NFIN	N;NOM;FEM;PL
draaien	εναλλασσόμενη	draaien	εναλλασσόμενος	V;NFIN	ADJ;NOM;FEM;SG
draaien	περιστροφή	draaien	περιστροφή	V;NFIN	N;NOM;FEM;SG
draaien	στροφή	draaien	στροφή	V;NFIN	N;ACC;FEM;SG
draaien	περιστροφή	draaien	περιστροφή	V;NFIN	N;NOM;FEM;SG
draaien	s	draaien	s	V;NFIN	
draaien	περιστροφή	draaien	περιστροφή	V;NFIN	N;NOM;FEM;SG
bewust	συνειδητά	bewust	συνειδητώ	ADJ	ADV
bewust	επίτηδες	bewust	επίτηδα	ADJ	ADV
