של	shel	של	shel	PART;GEN	PROPN
הפרט	individuels	הפרט	individuel	PROPN	ADJ;MASC;PL
הפרט	individuel	הפרט	individuel	PROPN	ADJ;MASC;SG
קתדרלת	cathédrales	קתדרלת	cathédrale	N;FEM;SG	N;FEM;PL
ברכה	bénédiction	ברכה	bénédiction	PROPN	N;FEM;SG
ברכה	bienfait	ברכה	bienfer	PROPN	N;MASC;SG
ברכה	salutation	ברכה	salutation	PROPN	N;FEM;SG
ברכה	bénédictions	ברכה	bénédiction	PROPN	N;FEM;PL
ברכה	bénédiction	ברכה	bénédiction	PROPN	N;FEM;SG
מחזיק	titulaire	החזיק	titulaire	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מחזיק	porteur	החזיק	porteur	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מחזיק	détenteur	החזיק	détenteur	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מחזיק	holding	החזיק	holding	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
נבחרים	choisi	נבחר	choisir	N;MASC;PL	V;MASC;SG;PST;V.PTCP
נבחרים	choisis	נבחר	choisir	N;MASC;PL	V;MASC;PL;PST;V.PTCP
נבחרים	choisie	נבחר	choisir	N;MASC;PL	V;FEM;SG;PST;V.PTCP
נבחרים	vedette	נבחר	vedette	N;MASC;PL	N;FEM;SG
נבחרים	recommandés	נבחר	recommander	N;MASC;PL	V;MASC;PL;PST;V.PTCP
נבחרים	sélectionnés	נבחר	sélectionner	N;MASC;PL	V;MASC;PL;PST;V.PTCP
נבחרים	sélectionnées	נבחר	sélectionné	N;MASC;PL	V;FEM;PL;PST;V.PTCP
נבחרים	sélectionnée	נבחר	sélectionner	N;MASC;PL	V;FEM;SG;PST;V.PTCP
נבחרים	sélectionné	נבחר	sélectionner	N;MASC;PL	V;MASC;SG;PST;V.PTCP
ברכות	bénédictions	ברכה	bénédiction		N;FEM;PL
ברכות	bénédiction	ברכה	bénédiction		N;FEM;SG
ברכות	salutations	ברכה	salutation		N;FEM;PL
בירה	bières	בירה	bière	N;FEM;SG	N;FEM;PL
מצווה	commandements	ציווה	commandement	V;FEM;SG;V.PTCP;ACT	N;MASC;PL
מצווה	commandes	ציווה	commande	V;FEM;SG;V.PTCP;ACT	N;FEM;PL
מצווה	mitzvah	ציווה	mitzvah	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
תהליכים	processus	תהליך	processus	N;MASC;PL	N;MASC;SG
בהיר	brillant	בהיר	brillant		ADJ;MASC;SG
בהיר	bright	בהיר	bright		PROPN
בהיר	lumineux	בהיר	lumineux		ADJ;MASC;SG
בלה	blah	בלה	blah	PROPN	
בלה	bla	בלה	bla	PROPN	
בלה	bella	בלה	bella	PROPN	PROPN
רביעית	quatrième	רביעית	quatrième	NUM;FEM;SG	ADJ;MASC;SG
רביעית	fourth	רביעית	fourth	NUM;FEM;SG	PROPN
רביעית	quatrièmement	רביעית	quatrièmement	NUM;FEM;SG	ADV
נשואה	mariées	נשוי	marier	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
נשואה	mariés	נשוי	marier	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
נשואה	mariée	נשוי	marier	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
נשואה	marié	נשוי	marier	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
חוסיין	hussein	חוסיין	hussein	PROPN	N;MASC;SG
אפשרית	possible	אפשרי	possible	ADV	ADJ;MASC;SG
אפשרית	possibles	אפשרי	possible	ADV	ADJ;MASC;PL
התערוכה	expositions	התערוכה	exposition	V;FEM;SG;3;PST	N;FEM;PL
התערוכה	exposition	התערוכה	exposition	V;FEM;SG;3;PST	N;FEM;SG
פטר	peter	פטר	peter	PROPN	PROPN
פטר	pierre	פטר	pierre	PROPN	N;FEM;SG
עומדים	standing	עמד	standing	V;MASC;PL;V.PTCP;ACT	N;MASC;SG
עלות	coûts	עלות	coût	N;FEM;SG	N;MASC;PL
דייוויס	davis	דייוויס	davis	PROPN	PROPN
דייוויס	davies	דייוויס	davie	PROPN	PROPN
שמיר	dill	שמיר	dill	PROPN	PROPN
שמיר	shamir	שמיר	shamir	PROPN	PROPN
כתבתי	écrivit	כתבתי	écrire	V;SG;1;PST;ACT	V;IND;SG;3;PST;FIN
פרטית	privée	פרטי	priver	ADV	V;FEM;SG;PST;V.PTCP
פרטית	privé	פרטי	privé	ADV	ADJ;MASC;SG
פרטית	privés	פרטי	priver	ADV	V;MASC;PL;PST;V.PTCP
שלומית	salomé	שלומית	salomé	PROPN	PROPN
רן	ran	רן	ran	PROPN	PROPN
רן	couru	רן	courir	PROPN	V;MASC;SG;PST;V.PTCP
רן	wren	רן	wren	PROPN	PROPN
רן	ren	רן	ren	PROPN	
לוגו	logo	לוגו	logo	PROPN	N;MASC;SG
לוגו	logos	לוגו	logo	PROPN	N;MASC;PL
לוגו	logos	לוגו	logo	PROPN	N;MASC;PL
מכונית	voitures	מכונית	voiture	N;FEM;SG	N;FEM;PL
מכונית	automobile	מכונית	automobile	N;FEM;SG	ADJ;MASC;SG
הסכסוך	conflits	הסכסוך	conflit	PROPN	N;MASC;PL
הסכסוך	conflit	הסכסוך	conflit	PROPN	N;MASC;SG
כוונה	intentions	כוונה	intention	N;FEM;SG	N;FEM;PL
עשיר	riches	עשיר	riche	ADJ;MASC;SG	ADJ;MASC;PL
עשיר	rich	עשיר	rich	ADJ;MASC;SG	PROPN
בצלאל	bezalel	בצלאל	bezalel	PROPN	ADJ;MASC;SG
יאן	jan	יאן	jan	PROPN	N;MASC;SG
יאן	yann	יאן	yann	PROPN	PROPN
יאן	yan	יאן	yan	PROPN	PROPN
המדבר	désert	המדבר	désert	PROPN	N;MASC;SG
המדבר	désertique	המדבר	désertique	PROPN	ADJ;MASC;SG
לוקח	preneur	לקח	preneur	V;MASC;SG;V.PTCP;ACT	INTJ
לוקח	prend	לקח	prendre	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
נדיר	rareté	נדיר	rareté		N;FEM;SG
נדיר	rare	נדיר	rare		ADJ;MASC;SG
נדיר	saignant	נדיר	saigner		V;PRS;V.PTCP
נדיר	rares	נדיר	rare		ADJ;MASC;PL
לוחות	comprimé	לוח	comprimer	N;MASC;PL	V;MASC;SG;PST;V.PTCP
לוחות	comprimés	לוח	comprimé	N;MASC;PL	V;MASC;PL;PST;V.PTCP
סם	sam	סם	sam		N;MASC;SG
תמר	tamar	תמר	tamar		PROPN
טילי	tilly	טילי	tilly	PROPN	PROPN
הוצא	éjection	הוצא	éjection	V;MASC;SG;3;PST;PASS	N;FEM;SG
סופיה	sofia	סופיה	sofia	PROPN	PROPN
סופיה	sophia	סופיה	sophia	PROPN	PROPN
ספרית	coiffeur	ספרית	coiffeur	PROPN	N;MASC;SG
ספרית	coiffeuse	ספרית	coiffeux	PROPN	N;FEM;SG
קרובים	fermer	קרוב	fermer	N;MASC;PL	V;NFIN
קרובים	proche	קרוב	proche	N;MASC;PL	ADJ;MASC;SG
החוצה	sortir	החוצה	sortir	ADV	V;NFIN
החוצה	sortie	החוצה	sortir	ADV	V;FEM;SG;PST;V.PTCP
החוצה	out	החוצה	out	ADV	PROPN
דיוק	duke	דיוק	duke	N;MASC;SG	PROPN
ביטוח	assurée	ביטוח	assurer	N;MASC;SG	V;FEM;SG;PST;V.PTCP
ביטוח	assurées	ביטוח	assurer	N;MASC;SG	V;FEM;PL;PST;V.PTCP
ביטוח	assuré	ביטוח	assurer	N;MASC;SG	V;MASC;SG;PST;V.PTCP
ביטוח	assurés	ביטוח	assurer	N;MASC;SG	V;MASC;PL;PST;V.PTCP
ביטוח	assurances	ביטוח	assurance	N;MASC;SG	N;FEM;PL
פרצה	lacune	פרץ	lacune	V;FEM;SG;3;PST;ACT	N;FEM;SG
פרצה	échappatoire	פרץ	échappatoire	V;FEM;SG;3;PST;ACT	ADJ;FEM;SG
מגע	toucher	מגע	toucher	N;MASC;SG	V;NFIN
מגע	touchez	מגע	toucher	N;MASC;SG	V;IMP;PL;2;PRS;FIN
מגע	contacter	מגע	contacter	N;MASC;SG	V;NFIN
מגע	contactez	מגע	contacter	N;MASC;SG	V;IMP;PL;2;PRS;FIN
מגע	contacte	מגע	contacter	N;MASC;SG	V;IND;SG;3;PRS;FIN
ביקור	visités	ביקור	visiter	N;MASC;SG	V;MASC;PL;PST;V.PTCP
ביקור	visitée	ביקור	visiter	N;MASC;SG	V;FEM;SG;PST;V.PTCP
ביקור	visité	ביקור	visiter	N;MASC;SG	V;MASC;SG;PST;V.PTCP
ביקור	visitez	ביקור	visiter	N;MASC;SG	V;IMP;PL;2;PRS;FIN
ביקור	visiter	ביקור	visiter	N;MASC;SG	V;NFIN
תקציר	synopsis	תקציר	synopsis		N;MASC;SG
תקציר	bref	תקציר	bref		INTJ
תקציר	brèves	תקציר	breve		ADJ;FEM;PL
תקציר	brève	תקציר	bref		ADJ;FEM;SG
תקציר	sommaire	תקציר	sommaire		ADJ;MASC;SG
תקציר	récapitulatif	תקציר	récapitulatif		ADJ;MASC;SG
תקציר	résumé	תקציר	résumé		V;MASC;SG;PST;V.PTCP
זכייה	gagnante	זכייה	gagnant	N;FEM;SG	ADJ;FEM;SG
זכייה	gagner	זכייה	gagner	N;FEM;SG	V;NFIN
זכייה	gagnant	זכייה	gagner	N;FEM;SG	V;PRS;V.PTCP
המצרים	egyptiens	המצר	egyptien	N;MASC;PL	ADJ;MASC;PL
המצרים	égyptiens	המצר	égyptien	N;MASC;PL	ADJ;MASC;PL
נישואים	mariage	נישואין	mariage	N;MASC;PL	N;MASC;SG
רגילה	régulières	רגיל	régulier	ADJ;FEM;SG	ADJ;FEM;PL
רגילה	ordinaires	רגיל	ordinaire	ADJ;FEM;SG	ADJ;MASC;PL
רובה	fusil	רובה	fusil	PROPN	N;MASC;SG
רובה	pistolet	רובה	pistolet	PROPN	N;MASC;SG
רובה	arme	רובה	arme	PROPN	N;FEM;SG
רובה	revolver	רובה	revolver	PROPN	N;MASC;SG
רובה	fusil	רובה	fusil	PROPN	N;MASC;SG
רובה	carabine	רובה	carabine	PROPN	N;FEM;SG
רבקה	rivka	רבק	rivka	PROPN	PROPN
רבקה	rebecca	רבק	rebeccer	PROPN	PROPN
לחצי	cliquer	לחץים	cliquer		V;NFIN
לחצי	cliquez	לחץים	cliquer		V;IMP;PL;2;PRS;FIN
לחצי	cliquant	לחץים	cliquer		V;PRS;V.PTCP
טייסת	escadrille	טייס	escadrille	PROPN	N;FEM;SG
טייסת	escadre	טייס	escadre	PROPN	N;FEM;SG
טייסת	escadron	טייס	escadron	PROPN	N;MASC;SG
טייסת	escadrons	טייס	escadron	PROPN	N;MASC;PL
העובד	salarié	העובד	salarié	PROPN	N;MASC;SG
העובד	travailleur	העובד	travailleur	PROPN	N;MASC;SG
העובד	employé	העובד	employer	PROPN	V;MASC;SG;PST;V.PTCP
וו	woo	וו	woo	PROPN	N;MASC;SG
חורף	hiver	חורף	hiver	PROPN	N;MASC;SG
חורף	hivers	חורף	hiver	PROPN	N;MASC;PL
מנדל	mendel	מנדל	mendel	PROPN	N;MASC;SG
מנדל	mandel	מנדל	mandel	PROPN	PROPN
להחזיק	tiens	החזיק	tenir	V;NFIN;ACT	INTJ
הגרעין	noyau	הגרעין	noyau	PROPN	N;MASC;SG
ניווט	navigation	ניווט	navigation	PROPN	N;FEM;SG
ניווט	naviguer	ניווט	naviguer	PROPN	V;NFIN
ניווט	navigation	ניווט	navigation	PROPN	N;FEM;SG
משרת	butler	משרה	butler	N;FEM;SG	PROPN
משרת	servir	משרה	servir	N;FEM;SG	V;NFIN
משרת	sers	משרה	ser	N;FEM;SG	V;IND;SG;1;PRS;FIN
משרת	servez	משרה	servir	N;FEM;SG	V;IMP;PL;2;PRS;FIN
מספק	satisfaisants	סיפק	satisfaisant	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL
מספק	satisfaisantes	סיפק	satisfaisant	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;PL
מספק	satisfaisante	סיפק	satisfaisant	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
מספק	satisfaisant	סיפק	satisfaisant	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מספק	satisfaisante	סיפק	satisfaisant	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
מספק	satisfaisant	סיפק	satisfaisant	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מספק	fournit	סיפק	fournir	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
עובדת	travaux	עובדה	travail	N;FEM;SG	N;MASC;PL
עובדת	œuvres	עובדה	œuvre	N;FEM;SG	N;FEM;PL
עובדת	oeuvres	עובדה	oeuvre	N;FEM;SG	N;FEM;PL
עובדת	travaillant	עובדה	travailler	N;FEM;SG	V;PRS;V.PTCP
עובדת	travailler	עובדה	travailler	N;FEM;SG	V;NFIN
הענק	géants	הענק	géant		N;MASC;PL
הענק	géant	הענק	géant		N;MASC;SG
הענק	giant	הענק	giant		PROPN
הענק	géante	הענק	géant		ADJ;FEM;SG
הכלי	outil	הכלי	outil		N;MASC;SG
מזל	chanceux	מזל	chanceux		ADJ;MASC;SG
מזל	chanceuse	מזל	chanceur		ADJ;FEM;SG
מזל	lucky	מזל	lucky		PROPN
מזל	veinard	מזל	veinard		N;MASC;SG
מזל	chance	מזל	chance		N;FEM;SG
אסון	désastreuse	אסון	désastreux	N;MASC;SG	ADJ;FEM;SG
אסון	catastrophique	אסון	catastrophique	N;MASC;SG	ADJ;MASC;SG
אסון	désastreux	אסון	désastreux	N;MASC;SG	ADJ;MASC;SG
אסון	sinistre	אסון	sinistre	N;MASC;SG	ADJ;MASC;SG
אסון	catastrophes	אסון	catastrophe	N;MASC;SG	N;FEM;PL
מודע	conscientes	מודע	conscient	ADJ;MASC;SG	ADJ;FEM;PL
מודע	conscients	מודע	conscient	ADJ;MASC;SG	ADJ;MASC;PL
מודע	conscients	מודע	conscient	ADJ;MASC;SG	ADJ;MASC;PL
ריי	raie	ריי	raie	PROPN	N;FEM;SG
ריי	ray	ריי	ray	PROPN	PROPN
העמק	valley	העמק	valley		PROPN
העמק	vallée	העמק	vallée		N;FEM;SG
ונציה	venise	ונציה	venise	PROPN	PROPN
האטלנטי	atlantique	האטלנטי	atlantique	PROPN	ADJ;MASC;SG
קשורה	liées	קשר	lier	V;FEM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
קשורה	connexe	קשר	connexe	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
קשורה	connexes	קשר	connexe	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
קשורה	liés	קשר	lier	V;FEM;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
מעורבים	mélangé	מעורב	mélanger	ADJ;MASC;PL	V;MASC;SG;PST;V.PTCP
מעורבים	mélangés	מעורב	mélanger	ADJ;MASC;PL	V;MASC;PL;PST;V.PTCP
מעורבים	mixte	מעורב	mixte	ADJ;MASC;PL	ADJ;MASC;SG
סמכויות	powers	סמכות	power	N;FEM;PL	PROPN
אדומים	rouges	אדום	rouge	N;MASC;PL	ADJ;MASC;PL
אדומים	rouges	אדום	rouge	N;MASC;PL	ADJ;MASC;PL
אדומים	roux	אדום	roux	N;MASC;PL	ADJ;MASC;SG
אדומים	rouge	אדום	rouge	N;MASC;PL	ADJ;MASC;SG
מסוף	terminal	מסוף	terminal		N;MASC;SG
מסוף	terminaux	מסוף	terminal		N;MASC;PL
תוספת	supplémentaire	תוספת	supplémentaire	N;FEM;SG	ADJ;MASC;SG
תוספת	supplémentaires	תוספת	supplémentaire	N;FEM;SG	ADJ;MASC;PL
תוספת	supplémentaire	תוספת	supplémentaire	N;FEM;SG	ADJ;MASC;SG
התשיעי	ninth	התשיע	ninth	PROPN	PROPN
התשיעי	neuvième	התשיע	neuvième	PROPN	ADJ;MASC;SG
הקשת	arc	הקשה	arc	ADV	N;MASC;SG
הקשת	bow	הקשה	bow	ADV	PROPN
פרדריק	frédéric	פרדריק	frédéric	PROPN	PROPN
פרדריק	frederic	פרדריק	frederic	PROPN	PROPN
פרדריק	frédéric	פרדריק	frédéric	PROPN	PROPN
פרדריק	frederick	פרדריק	frederick	PROPN	N;MASC;SG
אפקט	effets	אפקט	effet	N;MASC;SG	N;MASC;PL
מוקד	expédition	מוקד	expédition		N;FEM;SG
ציד	chasser	ציד	chasser	N;MASC;SG	V;NFIN
סקר	sondages	סקר	sondage		N;MASC;PL
סקר	sondage	סקר	sondage		N;MASC;SG
סקר	scrutin	סקר	scrutin		N;MASC;SG
סקר	enquête	סקר	enquête		N;FEM;SG
סקר	sondage	סקר	sondage		N;MASC;SG
זמורה	zamora	זמור	zamora	PROPN	PROPN
הוד	hood	הוד	hood		PROPN
הוד	capot	הוד	capot		N;MASC;SG
הוד	cagoule	הוד	cagoule		N;FEM;SG
הוד	capuche	הוד	capuche		N;FEM;SG
הוד	capuchon	הוד	capuchon		N;MASC;SG
תוקף	validées	תוקף	validée	N;MASC;SG	V;FEM;PL;PST;V.PTCP
תוקף	validée	תוקף	valider	N;MASC;SG	V;FEM;SG;PST;V.PTCP
תוקף	validé	תוקף	valider	N;MASC;SG	V;MASC;SG;PST;V.PTCP
תוקף	validés	תוקף	validé	N;MASC;SG	V;MASC;PL;PST;V.PTCP
תוקף	attaquer	תוקף	attaquer	N;MASC;SG	V;NFIN
נפח	volume	נפח	volume		N;MASC;SG
נפח	forgeron	נפח	forgeron		N;MASC;SG
משתמשת	usages	השתמש	usage	V;FEM;SG;V.PTCP	N;MASC;PL
משתמשת	utilise	השתמש	utiliser	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
משתמשת	utilisations	השתמש	utilisation	V;FEM;SG;V.PTCP	N;FEM;PL
ארז	erez	ארז	irez		PROPN
ארז	cedar	ארז	cedar		PROPN
ארז	cèdre	ארז	cèdre		N;MASC;SG
ארז	emballé	ארז	emballer		V;MASC;SG;PST;V.PTCP
ארז	emballées	ארז	emballer		V;FEM;PL;PST;V.PTCP
ארז	emballés	ארז	emballer		V;MASC;PL;PST;V.PTCP
תופים	batterie	תוף	batterie	N;MASC;PL	N;FEM;SG
החצר	cour	החצר	cour	PROPN	N;FEM;SG
באוויר	airborne	באוויר	airborne	PROPN	N;MASC;SG
באוויר	aéroportée	באוויר	aéroporté	PROPN	ADJ;FEM;SG
התנגד	résistent	התנגד	résister	V;MASC;SG;3;PST	V;IND;PL;3;PRS;FIN
התנגד	résiste	התנגד	résister	V;MASC;SG;3;PST	V;IND;SG;3;PRS;FIN
לתפוס	captures	תפס	capture	V;NFIN;ACT	N;FEM;PL
רגשות	émotion	רגש	émotion	N;MASC;PL	N;FEM;SG
הדר	citrus	הדר	citrus	PROPN	PROPN
הדר	agrumes	הדר	agrume	PROPN	N;MASC;PL
הדר	hadar	הדר	hadar	PROPN	PROPN
נפרדים	distinct	נפרד	distinct	V;MASC;PL;V.PTCP;MID	ADJ;MASC;SG
נפרדים	séparé	נפרד	séparer	V;MASC;PL;V.PTCP;MID	V;MASC;SG;PST;V.PTCP
הסורי	syrien	הסורי	syrien	PROPN	ADJ;MASC;SG
הסורי	syrienne	הסורי	syrien	PROPN	ADJ;FEM;SG
הסורי	syriens	הסורי	syrien	PROPN	ADJ;MASC;PL
מקביל	parallèlement	הקביל	parallèlement	V;MASC;SG;V.PTCP;ACT	ADV
מקביל	parallèles	הקביל	parallèle	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL
מקביל	parallèle	הקביל	parallèle	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
זוהר	rayonnante	זוהר	rayonnant	PROPN	ADJ;FEM;SG
זוהר	lueur	זוהר	lueur	PROPN	N;FEM;SG
זוהר	brillent	זוהר	briller	PROPN	V;IND;PL;3;PRS;FIN
זוהר	éclat	זוהר	éclat	PROPN	N;MASC;SG
מנהג	habitude	מנהג	habitude		N;FEM;SG
מנהג	habitudes	מנהג	habitude		N;FEM;PL
מנהג	habit	מנהג	habit		N;MASC;SG
מנהג	personnalisé	מנהג	personnalisé		V;MASC;SG;PST;V.PTCP
מנהג	personnalisée	מנהג	personnaliser		V;FEM;SG;PST;V.PTCP
מנהג	personnalisés	מנהג	personnalisé		V;MASC;PL;PST;V.PTCP
מנהג	coutume	מנהג	coutume		N;FEM;SG
מרוקו	maroc	רוקו	maroc	PROPN	N;MASC;SG
שנתי	annuelle	שנתי	annuel	PROPN	ADJ;FEM;SG
שנתי	annuels	שנתי	annuel	PROPN	ADJ;MASC;PL
שנתי	annuel	שנתי	annuel	PROPN	ADJ;MASC;SG
שנתי	annuelle	שנתי	annuel	PROPN	ADJ;FEM;SG
שנתי	annuels	שנתי	annuel	PROPN	ADJ;MASC;PL
שנתי	annuel	שנתי	annuel	PROPN	ADJ;MASC;SG
נקבר	enterrés	נקבר	enterrer	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
פו	ourson	פו	ourson		N;MASC;SG
פו	poe	פו	poe		N;MASC;SG
רכשה	acquises	רכש	acquérir	V;FEM;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
האומה	nation	האום	nation	PROPN	N;FEM;SG
שבא	sheba	שבא	sheba		PROPN
איום	menaces	איום	menace	N;MASC;SG	N;FEM;PL
איום	menaces	איום	menace	N;MASC;SG	N;FEM;PL
תותח	cannon	הותח	cannon	PROPN	PROPN
תותח	canon	הותח	canon	PROPN	N;MASC;SG
תותח	canons	הותח	canon	PROPN	N;MASC;PL
תותח	canonique	הותח	canonique	PROPN	ADJ;MASC;SG
תותח	canon	הותח	canon	PROPN	N;MASC;SG
צמד	duo	צמד	duo		N;MASC;SG
מזרחה	orientale	מזרחה	oriental	ADV	ADJ;FEM;SG
מזרחה	est	מזרחה	être	ADV	V;IND;SG;3;PRS;FIN
מזרחה	orient	מזרחה	orier	ADV	N;MASC;SG
העורך	rédacteur	העורך	rédacteur	ADV	N;MASC;SG
העורך	éditeur	העורך	éditeur	ADV	N;MASC;SG
העורך	rédactrice	העורך	rédacteur	ADV	N;FEM;SG
העורך	editeur	העורך	editeur	ADV	N;MASC;SG
מקובלת	acceptables	מקובל	acceptable	ADJ;FEM;SG	ADJ;MASC;PL
מקובלת	acceptées	מקובל	accepter	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
מקובלת	acceptés	מקובל	accepter	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
מקובלת	acceptée	מקובל	accepter	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
מקובלת	accepté	מקובל	accepter	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
השחרור	liberation	השחרור	liberation	PROPN	N;FEM;SG
השחרור	libération	השחרור	libération	PROPN	N;FEM;SG
סער	sturm	סער	sturm	PROPN	PROPN
משטרה	policière	משטרה	policier	N;FEM;SG	ADJ;FEM;SG
משטרה	policiers	משטרה	policier	N;FEM;SG	N;MASC;PL
אייר	aérien	אייר	aérien	PROPN	ADJ;MASC;SG
אייר	air	אייר	air	PROPN	N;MASC;SG
ידידות	amitiés	ידידות	amitié	N;FEM;SG	N;FEM;PL
מערבה	occidentale	מערבה	occidental	ADV	ADJ;FEM;SG
מערבה	occident	מערבה	occident	ADV	N;MASC;SG
מערבה	ouest	מערבה	ouest	ADV	N;MASC;SG
מערבה	west	מערבה	west	ADV	PROPN
השכלה	éduquée	השכלה	éduquer	N;FEM;SG	V;FEM;SG;PST;V.PTCP
השכלה	instruit	השכלה	instruire	N;FEM;SG	V;MASC;SG;PST;V.PTCP
השכלה	éduqués	השכלה	éduquer	N;FEM;SG	V;MASC;PL;PST;V.PTCP
השכלה	éduqué	השכלה	éduquer	N;FEM;SG	V;MASC;SG;PST;V.PTCP
מקרי	random	מקרה	random	PROPN	PROPN
מקרי	hasard	מקרה	hasard	PROPN	N;MASC;SG
מקרי	aléatoire	מקרה	aléatoire	PROPN	ADJ;MASC;SG
מקרי	aléatoires	מקרה	aléatoire	PROPN	ADJ;MASC;PL
קרים	crimée	קרים	crimer	PROPN	V;FEM;SG;PST;V.PTCP
קרים	rhume	קרים	rhume	PROPN	N;MASC;SG
קרים	froide	קרים	froid	PROPN	ADJ;FEM;SG
קרים	froid	קרים	froid	PROPN	ADJ;MASC;SG
קרים	froids	קרים	froid	PROPN	ADJ;MASC;PL
קרים	crimée	קרים	crimer	PROPN	V;FEM;SG;PST;V.PTCP
שתיים	two	שתיים	two	NUM;FEM;SG	PROPN
משולש	triangulaire	משולש	triangulaire	PROPN	ADJ;MASC;SG
משולש	triangle	משולש	triangle	PROPN	N;MASC;SG
משולש	triangles	משולש	triangle	PROPN	N;MASC;PL
משולש	triangulaires	משולש	triangulaire	PROPN	ADJ;MASC;PL
משולש	triangulaire	משולש	triangulaire	PROPN	ADJ;MASC;SG
כישלון	défaillances	כישלון	défaillance	N;MASC;SG	N;FEM;PL
נובעת	tiges	נבע	tige	V;FEM;SG;V.PTCP;ACT	N;FEM;PL
מעטים	peu	מעטה	peu	N;MASC;PL	ADV
הפקולטה	professeurs	הפקולטה	professeur	PROPN	N;MASC;PL
הפקולטה	faculté	הפקולטה	faculté	PROPN	N;FEM;SG
סמואל	samuel	סמואל	samuel	PROPN	N;MASC;SG
קידום	promue	קידום	promouvoir	N;MASC;SG	V;FEM;SG;PST;V.PTCP
קידום	promus	קידום	promousoir	N;MASC;SG	V;MASC;PL;PST;V.PTCP
קידום	promu	קידום	promouvoir	N;MASC;SG	V;MASC;SG;PST;V.PTCP
קידום	promues	קידום	promoe	N;MASC;SG	V;FEM;PL;PST;V.PTCP
קידום	promouvoir	קידום	promouvoir	N;MASC;SG	V;NFIN
הפניה	aiguillage	הפניה	aiguillage		N;MASC;SG
הפניה	saisine	הפניה	saisine		N;FEM;SG
הפניה	renvoi	הפניה	renvoi		N;MASC;SG
צבאות	armées	צבא	armer	N;MASC;PL	V;FEM;PL;PST;V.PTCP
תיירות	touristes	תיירות	touriste	N;FEM;SG	N;MASC;PL
שיחת	conversation	שיחה	conversation	ADV	N;FEM;SG
טיס	cravates	טיס	cravate	N;MASC;SG	N;MASC;PL
לוחם	guerrière	לוחם	guerrière	N;MASC;SG	ADJ;FEM;SG
לוחם	warrior	לוחם	warrior	N;MASC;SG	PROPN
קורט	kurt	קורט	kurt	PROPN	PROPN
קורט	curt	קורט	curt	PROPN	PROPN
הפסד	pertes	הפסד	perte	N;MASC;SG	N;FEM;PL
מכ	radar	מכ	radar		N;MASC;SG
מכ	radars	מכ	radar		N;MASC;PL
מורכבים	composite	מורכב	composite	V;MASC;PL;V.PTCP;PASS	ADJ;MASC;SG
מורכבים	composites	מורכב	composite	V;MASC;PL;V.PTCP;PASS	ADJ;MASC;PL
מורכבים	complexe	מורכב	complexe	V;MASC;PL;V.PTCP;PASS	ADJ;MASC;SG
מורכבים	complexes	מורכב	complexe	V;MASC;PL;V.PTCP;PASS	ADJ;MASC;PL
המוסלמי	musulmans	המוסלמי	musulman	PROPN	N;MASC;PL
המוסלמי	musulmane	המוסלמי	musulman	PROPN	ADJ;FEM;SG
המוסלמי	musulman	המוסלמי	musulman	PROPN	ADJ;MASC;SG
קושי	difficultés	קושי	difficulté	N;MASC;SG	N;FEM;PL
מאזן	balance	מאזן	balance		N;FEM;SG
מאזן	solde	מאזן	solde		N;MASC;SG
מאזן	équilibre	מאזן	équilibre		N;MASC;SG
מהגרים	immigrés	מהגר	immigré	N;MASC;PL	V;MASC;PL;PST;V.PTCP
מהגרים	immigrés	מהגר	immigré	N;MASC;PL	V;MASC;PL;PST;V.PTCP
הכתובת	allocution	הכתובה	allocution	PROPN	N;FEM;SG
