gerais	gerais	gerais	gerais	N;INDF;SG	PROPN;INDF;MASC;SG
visstnok	явно	visstnok	явно	N;INDF;MASC;SG	ADV
sparken	консервирани	spark	консервирам	N;DEF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
sparken	уволнен	spark	уволня-(се)	N;DEF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sparken	уволнени	spark	уволня-(се)	N;DEF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
sparken	уволнен	spark	уволня-(се)	N;DEF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sparken	уволнени	spark	уволня-(се)	N;DEF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
sparken	уволнена	spark	уволня-(се)	N;DEF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
utredning	разследването	utredning	разследване	N;INDF;FEM;SG	N;DEF;NEUT;SG
utredning	разследван	utredning	разследвам	N;INDF;FEM;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
ufc	ufc	ufc	ufc	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
timothy	тимъти	timothy	тимът	N;INDF;MASC;SG	N;DEF;MASC;SG
gaza	газа	gaze	газа	N;DEF;FEM;SG	N;INDF;MASC;SG
butterfly	пеперудата	butterfly	пеперуда	N;INDF;MASC;SG	N;DEF;FEM;SG
barndommen	детство	barndom	детство	N;DEF;MASC;SG	N;INDF;NEUT;SG
utvidelser	разширения	utvidelser	разширя-(се)	N;INDF;NEUT;SG	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
riddere	рицарите	riddere	рицар	N;INDF;MASC;SG	N;DEF;MASC;PL
riddere	рицари	riddere	рицар	N;INDF;MASC;SG	N;INDF;MASC;PL
jose	жозе	jose	жозе	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
jose	хосе	jose	хосе	N;INDF;MASC;SG	PROPN;MASC
sykkel	мотора	sykkel	мотор	N;INDF;MASC;SG	N;DEF;MASC;SG
sykkel	колелото	sykkel	колело	N;INDF;MASC;SG	N;DEF;NEUT;SG
sykkel	велосипеди	sykkel	велосипед	N;INDF;MASC;SG	N;INDF;MASC;PL
rodríguez	родригес	rodríguez	родригес	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
innehaver	притежателя	innehave	притежател	N;INDF;MASC;SG	N;DEF;MASC;SG
journalistikk	журналистиката	journalistikk	журналистика	N;INDF;MASC;SG	N;DEF;FEM;SG
nærhet	близостта	nærha	близост	N;INDF;NEUT;SG	N;DEF;FEM;SG
satser	залагания	satser	залагание	N;INDF;NEUT;SG	N;INDF;NEUT;PL
forsinket	закъснение	forsink	закъснение	N;DEF;NEUT;SG	N;INDF;NEUT;SG
forsinket	забавено	forsink	забавя-(се)	N;DEF;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
forsinket	отложено	forsink	отложа-(се)	N;DEF;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
fremtidig	бъдеще	fremtidig	бъдеще	ADJ;INDF;NEUT;SG	N;INDF;NEUT;SG
fremtidig	бъдещи	fremtidig	бъдещ	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
fremtidig	бъдещето	fremtidig	бъдеще	ADJ;INDF;NEUT;SG	N;DEF;NEUT;SG
plaget	засегнат	plag	засегна-(се)	N;DEF;NEUT;SG	V;PFV;IND;PL;3;PRS;FIN;ACT
plaget	обезпокоен	plag	обезпокоен	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
plaget	проблемна	plag	проблемен	N;DEF;NEUT;SG	ADJ;INDF;FEM;SG
utstedt	издадена	utstedje	издам-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
utstedt	издаден	utstedje	издам-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
utstedt	емитирани	utstedje	емитирам	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
utstedt	издадени	utstedje	издам-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
utstedt	издадено	utstedje	издам-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
nåde	грейс	nåde	грейс	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
ich	ich	ich	ich	N	PROPN;INDF;MASC;SG
innvandring	имиграцията	innvandring	имиграция	N;INDF;FEM;SG	N;DEF;FEM;SG
vannkraft	водноелектрическа	vannkraft	водноелектрически	N;INDF;FEM;SG	ADJ;INDF;FEM;SG
bombe	бомбата	bombe	бомба	N;INDF;FEM;SG	N;DEF;FEM;SG
pannen	чело	pann	чело	N;DEF;MASC;SG	N;INDF;NEUT;SG
maren	марен	mar	марен	N;DEF;MASC;SG	PROPN;INDF;MASC;SG
dominikanske	доминиканската	dominikansk	доминикански	ADJ;PL	ADJ;DEF;FEM;SG
kinesere	китайци	kinesere	китаец	N;INDF;FEM;SG	N;INDF;MASC;PL
kinesere	китайска	kinesere	китайски	N;INDF;FEM;SG	ADJ;INDF;FEM;SG
kinesere	китайско	kinesere	китайски	N;INDF;FEM;SG	ADV
kinesere	китайски	kinesere	китайски	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
dukke	кукла	dukke	кукло	V;NFIN	N;INDF;FEM;SG
forbehold	резерви	forbehold	резервя	N;INDF;NEUT;SG	N;INDF;FEM;PL
forbehold	резервации	forbehold	резервация	N;INDF;NEUT;SG	N;INDF;FEM;PL
klemens	клеменс	klemens	клеменс	N;DEF;MASC;SG	N;INDF;MASC;SG
klemens	клемент	klemens	клемент	N;DEF;MASC;SG	N;INDF;MASC;SG
varslet	уведомен	varsle	уведомя	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
common	обща	common	общ	N	ADJ;INDF;FEM;SG
common	общ	common	общ	N	ADJ;INDF;MASC;SG
common	общи	common	общ	N	ADJ;INDF;PL
gjenopprette	възстановяване	gjenopprette	възстановяване	V;NFIN	N;INDF;NEUT;SG
utestengt	забранено	utestengje	забраня	ADJ;INDF;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
utestengt	забранени	utestengje	забраня	ADJ;INDF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
utestengt	забранен	utestengje	забраня	ADJ;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
utestengt	забранена	utestengje	забраня	ADJ;INDF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
narkotika	лекарства	narkotika	лекарство	N;INDF;MASC;SG	N;INDF;NEUT;PL
narkotika	наркотици	narkotika	наркотик	N;INDF;MASC;SG	N;INDF;MASC;PL
dimensjoner	размери	dimensjon	размер	N;INDF;MASC;SG	N;INDF;MASC;PL
karibia	карибите	karibia	кариба	N;INDF;MASC;SG	N;DEF;FEM;PL
brente	изгорена	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
brente	изгорени	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
brente	изгорено	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
brente	изгорял	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
brente	изгорен	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
brente	изгорена	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
brente	изгорени	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
brente	изгорено	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
brente	изгорял	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
brente	изгорен	brenne	изгоря	ADJ;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
blokkere	блокирането	blokkere	блокиране	V;NFIN	N;DEF;NEUT;SG
blokkere	блокиране	blokkere	блокиране	V;NFIN	N;INDF;NEUT;SG
blokkere	блокиране	blokkere	блокиране	V;NFIN	N;INDF;NEUT;SG
blokkere	блок	blokkere	блок	V;NFIN	N;INDF;MASC;SG
verdslige	светски	verdslig	светски	ADJ;PL	ADJ;INDF;MASC;SG
computer	компютъра	computer	компютър	N;INDF;NEUT;SG	N;DEF;MASC;SG
sauer	овче	sau	овче	N;INDF;MASC;PL	N;INDF;NEUT;SG
sauer	овца	sau	овц	N;INDF;MASC;PL	N;INDF;FEM;SG
sauer	зауер	sau	зауер	N;INDF;MASC;PL	N;INDF;MASC;SG
kavaleri	кавалерията	kavaleri	кавалерия	N;INDF;NEUT;SG	N;DEF;FEM;SG
greier	неща	greie	някой	N;INDF;FEM;PL	DET;INDF;PL
sjel	душата	sjel	душа	N;INDF;FEM;SG	N;DEF;FEM;SG
fasaden	фасада	fasade	фасада	N;DEF;MASC;SG	N;INDF;FEM;SG
modus	modus	modus	modus	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
engel	ейнджъл	engel	ейнджъл	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
engel	angel	engel	angel	N;INDF;MASC;SG	INTJ
engel	анхел	engel	анхел	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
ekvator	екватора	ekvator	екватор	N;INDF;MASC;SG	N;DEF;MASC;SG
trene	влака	trene	влак	V;NFIN	N;DEF;MASC;SG
trene	влакът	trene	влак	V;NFIN	N;DEF;MASC;SG
trene	влак	trene	влак	V;NFIN	N;INDF;MASC;SG
łódź	лодз	ømd	лодз	PROPN	PROPN;INDF;MASC;SG
łódź	łódź	ømd	łódź	PROPN	PROPN;INDF;MASC;SG
kald	студ	kald	студ	ADJ;INDF;SG	N;INDF;MASC;SG
kald	студено	kald	студено	ADJ;INDF;SG	ADV
underground	подземен	underground	подземен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
underground	подземно	underground	подземно	N;INDF;MASC;SG	ADV
underground	подземни	underground	подземен	N;INDF;MASC;SG	ADJ;INDF;PL
sønnesønn	внука	sønnesønn	внук	N;INDF;MASC;SG	N;DEF;MASC;SG
sønnesønn	внукът	sønnesønn	внук	N;INDF;MASC;SG	N;DEF;MASC;SG
johannesburg	йоханесбург	johannesburg	йоханесбург	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
kalenderen	календар	kalender	календар	N;DEF;MASC;SG	N;INDF;MASC;SG
nekter	отказва	nekter	отказвам-(се)	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
nekter	отказ	nekter	отказ	N;INDF;FEM;PL	N;INDF;MASC;SG
nekter	отказвам	nekter	отказвам-(се)	N;INDF;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
demonstrasjoner	демонстрации	demonstrasjon	демонстрация	N;INDF;MASC;SG	N;INDF;FEM;PL
gravid	бременни	gravid	бременен	ADJ;INDF;SG	ADJ;INDF;PL
binder	обвързва	binde	обвързвам-(се)	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
seil	плават	seil	плавам	N;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
seil	платна	seil	платно	N;INDF;MASC;SG	N;INDF;NEUT;PL
half	наполовина	half	наполовина	N	ADV
belte	колана	belte	колан	N;INDF;NEUT;SG	N;DEF;MASC;SG
lama	лама	lame	лама	N;INDF;MASC;SG	N;DEF;MASC;SG
lama	лама	lame	лама	N;INDF;MASC;SG	N;DEF;MASC;SG
brenne	гори	brenne	гора	V;NFIN	N;INDF;FEM;PL
brenne	изгаряне	brenne	изгаряне	V;NFIN	N;INDF;NEUT;SG
helter	героите	helter	герой	N;INDF;FEM;PL	N;DEF;MASC;PL
fjern	далечно	fjern	далечен	ADJ;INDF;SG	ADV
fjern	далечни	fjern	далечен	ADJ;INDF;SG	ADJ;INDF;PL
fjern	премахнете	fjern	премахна	ADJ;INDF;SG	V;PFV;IMP;PL;2;FIN
fjern	премахване	fjern	премахване	ADJ;INDF;SG	N;INDF;NEUT;SG
fjern	махнете	fjern	махна	ADJ;INDF;SG	V;PFV;IMP;PL;2;FIN
vegger	стените	vegg	стена	N;INDF;MASC;PL	N;DEF;FEM;PL
stevens	стивънс	stevens	стивънс	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
lovende	обещаваща	lovende	обещавам	N;INDF;MASC;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
lovende	обещаващи	lovende	обещавам	N;INDF;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
lovende	обещаващо	lovende	обещаващо	N;INDF;MASC;SG	ADV
lovende	обещаващ	lovende	обещавам	N;INDF;MASC;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
avgjørelser	решения	avgjørelser	решение	N;INDF;NEUT;SG	N;INDF;NEUT;PL
formatet	формат	format	формат	N;DEF;NEUT;SG	N;INDF;MASC;SG
felter	фийлдс	felter	фийлдс	N;INDF;FEM;PL	N;INDF;MASC;SG
felter	полетата	felter	полет	N;INDF;FEM;PL	N;DEF;NEUT;PL
fbi	фбр	fbi	фбр	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
fbi	федералните	fbi	федерален	N;INDF;NEUT;SG	ADJ;DEF;PL
fbi	федерални	fbi	федерален	N;INDF;NEUT;SG	ADJ;INDF;PL
