орбиту	orbit	орбита	orbit	N;INAN;ACC;FEM;SG	PROPN;SG
кукол	puppen	кукла	puppen	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
луций	lucius	луций	lucius	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
зерна	korn	зерно	korn	N;INAN;NOM;NEUT;PL	
зерна	getreide	зерно	getreide	N;INAN;NOM;NEUT;PL	
зерна	körner	зерно	korn	N;INAN;NOM;NEUT;PL	
зерна	körnern	зерно	körnern	N;INAN;NOM;NEUT;PL	V;NFIN
еврейские	jüdischen	еврейский	jüdisch	ADJ;NOM;PL	ADJ;NOM;MASC;SG
еврейские	juden	еврейский	juden	ADJ;NOM;PL	
габриэль	gabriel	габриэль	gabriel	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
габриэль	katja	габриэль	katja	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
габриэль	gabrielle	габриэль	gabriell	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
дракон	drache	дракон	drach	N;ANIM;NOM;MASC;SG	
дракон	drachen	дракон	drechen	N;ANIM;NOM;MASC;SG	
дракон	dragon	дракон	dragon	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
тенденции	trends	тенденция	trends	N;INAN;NOM;FEM;PL	PROPN
тенденции	tendenzen	тенденция	tendenzen	N;INAN;NOM;FEM;PL	V;NFIN
тенденции	entwicklungen	тенденция	entwicklung	N;INAN;NOM;FEM;PL	V;NFIN
монархии	monarchie	монархия	monarchie	N;INAN;NOM;FEM;PL	PROPN
балла	balla	балл	balla	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
пекин	peking	пекин	peking	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
девочек	mädchen	девочка	mädchen	N;ANIM;GEN;FEM;PL	N;NOM;FEM;PL
девочек	mädels	девочка	mädels	N;ANIM;GEN;FEM;PL	ADV
девочек	girls	девочка	girls	N;ANIM;GEN;FEM;PL	PROPN
дарья	darja	дарье	darja	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
дарья	daria	дарье	daria	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
жозе	jose	жозе	jos	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
жозе	josé	жозе	josé	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
жозе	jose	жозе	jos	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
жозе	josé	жозе	josé	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
поставки	verbringung	поставка	verbringung	N;INAN;NOM;FEM;PL	N;NOM;SG
поставки	sendungen	поставка	sendungen	N;INAN;NOM;FEM;PL	V;NFIN
поставки	lieferungen	поставка	lieferung	N;INAN;NOM;FEM;PL	V;NFIN
поставки	vorrat	поставка	vorreten	N;INAN;NOM;FEM;PL	PROPN
поставки	lieferung	поставка	lieferung	N;INAN;NOM;FEM;PL	ADJ
поставки	versorgung	поставка	versorgung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
поставки	lieferungen	поставка	lieferung	N;INAN;NOM;FEM;PL	V;NFIN
поставки	lieferung	поставка	lieferung	N;INAN;NOM;FEM;PL	ADJ
поставки	zubehör	поставка	zubehör	N;INAN;NOM;FEM;PL	
поставки	lieferungen	поставка	lieferung	N;INAN;NOM;FEM;PL	V;NFIN
поставки	versorgung	поставка	versorgung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
грудь	kommode	грудь	kommode	N;INAN;NOM;FEM;SG	
грудь	brust	грудь	brusen	N;INAN;NOM;FEM;SG	PROPN
грудь	brustkorb	грудь	brustkorben	N;INAN;NOM;FEM;SG	PROPN
грудь	truhe	грудь	trehen	N;INAN;NOM;FEM;SG	
грудь	brust	грудь	brusen	N;INAN;NOM;FEM;SG	PROPN
грудь	stillen	грудь	still	N;INAN;NOM;FEM;SG	V;NFIN
грудь	brüste	грудь	brüsen	N;INAN;NOM;FEM;SG	ADJ
грудь	busen	грудь	busen	N;INAN;NOM;FEM;SG	
грудь	muttermilch	грудь	muttermilch	N;INAN;NOM;FEM;SG	PROPN
грудь	brust	грудь	brusen	N;INAN;NOM;FEM;SG	PROPN
грудь	busen	грудь	busen	N;INAN;NOM;FEM;SG	
грудь	brüste	грудь	brüsen	N;INAN;NOM;FEM;SG	ADJ
грудь	brüsten	грудь	brüsten	N;INAN;NOM;FEM;SG	V;IND;PL;3;FIN
новиков	nowikow	новик	nowikow	N;ANIM;NOM;MASC;PL	PROPN;NOM;MASC;SG
интересует	interessiert	интересовать	interessieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
интересует	interessierte	интересовать	interessieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
интересует	interessenten	интересовать	interessent	V;IPFV;IND;SG;3;PRS;FIN;ACT	
интересует	interessierten	интересовать	interessiert	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PST;FIN
интересует	interesse	интересовать	interesse	V;IPFV;IND;SG;3;PRS;FIN;ACT	
бросил	verlassenen	бросить	verlassen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ
бросил	warfen	бросить	werfen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
самолет	luftfahrzeuge	самолет	luftfahrzeug	N;INAN;NOM;MASC;SG	ADJ
самолет	luftfahrzeug	самолет	luftfahrzeug	N;INAN;NOM;MASC;SG	ADJ
самолет	flugzeuge	самолет	flugzeug	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
самолет	flugzeug	самолет	flugzeug	N;INAN;NOM;MASC;SG	ADJ
самолет	luftfahrt	самолет	luftfahren	N;INAN;NOM;MASC;SG	PROPN
самолет	flugzeug	самолет	flugzeug	N;INAN;NOM;MASC;SG	ADJ
самолет	flug	самолет	flagen	N;INAN;NOM;MASC;SG	
самолет	flugzeug	самолет	flugzeug	N;INAN;NOM;MASC;SG	ADJ
картер	carter	картер	carter	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
противостояние	konfrontation	противостояние	konfrontation	N;INAN;NOM;NEUT;SG	ADJ
противостояние	auseinandersetzung	противостояние	auseinandersetzen	N;INAN;NOM;NEUT;SG	
противостояние	widerstand	противостояние	widerstehen	N;INAN;NOM;NEUT;SG	ADV
противостояние	pattsituation	противостояние	pattsituation	N;INAN;NOM;NEUT;SG	ADJ
изабелла	isabel	изабелла	isabel	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
изабелла	isabella	изабелла	isabella	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
союзники	verbündeten	союзник	verbünden	N;ANIM;NOM;MASC;PL	V;IND;PL;3;PST;FIN
союзники	alliierte	союзник	alliieren	N;ANIM;NOM;MASC;PL	V;IND;SG;3;PST;FIN
союзники	alliierten	союзник	alliiert	N;ANIM;NOM;MASC;PL	V;IND;PL;3;PST;FIN
союзники	verbündete	союзник	verbünden	N;ANIM;NOM;MASC;PL	V;IND;SG;3;PST;FIN
заговора	verschwörung	заговор	verschwörung	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
противники	gegenspieler	противник	gegenspiel	N;ANIM;NOM;MASC;PL	ADJ
противники	gegner	противник	gegner	N;ANIM;NOM;MASC;PL	
противники	gegenspieler	противник	gegenspiel	N;ANIM;NOM;MASC;PL	ADJ
тула	tula	туло	tula	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
грузинская	georgiens	грузинский	georgiens	ADJ;NOM;FEM;SG	PROPN;NOM;NEUT;SG
грузинская	georgischen	грузинский	georgisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
грузинская	georgien	грузинский	george	ADJ;NOM;FEM;SG	PROPN;NOM;NEUT;SG
расчёт	berechnung	расчет	berechnung	N;INAN;NOM;MASC;SG	ADJ
расчёт	berechnungen	расчет	berechnung	N;INAN;NOM;MASC;SG	V;NFIN
расчёт	berechnung	расчет	berechnung	N;INAN;NOM;MASC;SG	ADJ
расчёт	errechnen	расчет	errechnen	N;INAN;NOM;MASC;SG	V;NFIN
расчёт	berechnen	расчет	berechnen	N;INAN;NOM;MASC;SG	V;NFIN
хотела	erwünscht	хотеть	erwünscht	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ
хотела	wollte	хотеть	wollen	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
чудо	bewundern	чудо	bewundern	N;INAN;NOM;NEUT;SG	V;NFIN
чудо	staunen	чудо	staunen	N;INAN;NOM;NEUT;SG	V;NFIN
чудо	marvel	чудо	marvel	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
чудо	wunder	чудо	wunder	N;INAN;NOM;NEUT;SG	
чудо	wunder	чудо	wunder	N;INAN;NOM;NEUT;SG	
чудо	wundern	чудо	wundern	N;INAN;NOM;NEUT;SG	V;NFIN
чудо	wonder	чудо	wonder	N;INAN;NOM;NEUT;SG	
юристы	rechtsanwälte	юрист	rechtsanwält	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG
юристы	anwälten	юрист	anwälten	N;ANIM;NOM;MASC;PL	V;IND;PL;3;PST;FIN
четвёртая	viertens	четвертый	viertens	ADJ;NOM;FEM;SG	ADV
четвёртая	vierten	четвертый	viert	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
рак	krebserkrankungen	рак	krebserkrankung	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
рак	krebs	рак	krebs	N;INAN;NOM;MASC;SG	
редкие	seltenes	редкий	selten	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
доходы	einkommen	доход	einkommen	N;INAN;NOM;MASC;PL	V;NFIN
доходы	ertrag	доход	ertragen	N;INAN;NOM;MASC;PL	
доходы	umsatz	доход	umsatz	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
доходы	einnahmen	доход	einnehmen	N;INAN;NOM;MASC;PL	V;NFIN
доходы	einkommen	доход	einkommen	N;INAN;NOM;MASC;PL	V;NFIN
доходы	einnahmen	доход	einnehmen	N;INAN;NOM;MASC;PL	V;NFIN
доходы	einkünfte	доход	einkünfen	N;INAN;NOM;MASC;PL	;SG
доходы	einkünfte	доход	einkünfen	N;INAN;NOM;MASC;PL	;SG
доходы	umsatz	доход	umsatz	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
доходы	einnahmen	доход	einnehmen	N;INAN;NOM;MASC;PL	V;NFIN
доходы	erlöse	доход	erlösen	N;INAN;NOM;MASC;PL	
миссури	missouri	миссури	missouri	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
алматы	almaty	алмат	almaty	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
первоначальный	anfängliche	первоначальный	anfänglich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
поддерживается	unterstützte	поддерживать	unterstützen	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
поддерживается	unterstützten	поддерживать	unterstützen	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PL;3;PST;FIN
потребления	verbrauch	потребление	verbrauchen	N;INAN;GEN;NEUT;SG	ADJ
потребления	verbrauchs	потребление	verbrauchs	N;INAN;GEN;NEUT;SG	
женское	weibliche	женский	weiblich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
женское	weibliche	женский	weiblich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
женское	weibchen	женский	weibchen	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
женское	frauen	женский	frau	ADJ;NOM;NEUT;SG	V;NFIN
университеты	hochschule	университет	hochschule	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
привлечения	ansprechend	привлечение	ansprechend	N;INAN;NOM;NEUT;SG	ADJ
привлечения	interagieren	привлечение	interagieren	N;INAN;NOM;NEUT;SG	V;NFIN
привлечения	anziehen	привлечение	anziehen	N;INAN;NOM;NEUT;SG	V;NFIN
привлечения	anlocken	привлечение	anlocken	N;INAN;NOM;NEUT;SG	V;NFIN
привлечения	erregen	привлечение	erregen	N;INAN;NOM;NEUT;SG	V;NFIN
привлечения	anlocken	привлечение	anlocken	N;INAN;NOM;NEUT;SG	V;NFIN
вместимость	fassungsvermögen	вместимость	fassungsvermögen	N;INAN;NOM;FEM;SG	
вместимость	kapazitäten	вместимость	kapazität	N;INAN;NOM;FEM;SG	V;FIN
вместимость	produktionskapazität	вместимость	produktionskapazität	N;INAN;NOM;FEM;SG	ADJ
венесуэла	venezuela	венесуэла	venezuela	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG
заговор	grundstück	заговор	grundstücken	N;INAN;NOM;MASC;SG	
заговор	parzelle	заговор	parzell	N;INAN;NOM;MASC;SG	
заговор	handlung	заговор	handlung	N;INAN;NOM;MASC;SG	
монтаж	montieren	монтаж	montieren	N;INAN;NOM;MASC;SG	V;NFIN
монтаж	befestigung	монтаж	Befestigung	N;INAN;NOM;MASC;SG	ADJ
монтаж	einbinden	монтаж	einbinden	N;INAN;NOM;MASC;SG	V;NFIN
монтаж	schnitt	монтаж	schneiden	N;INAN;NOM;MASC;SG	ADJ
монтаж	editieren	монтаж	editieren	N;INAN;NOM;MASC;SG	V;NFIN
монтаж	bearbeiten	монтаж	bearbeiten	N;INAN;NOM;MASC;SG	V;NFIN
программирование	programmplanung	программирование	programmplanung	N;INAN;NOM;NEUT;SG	ADJ
программирование	programmieren	программирование	programmieren	N;INAN;NOM;NEUT;SG	V;NFIN
программирование	planung	программирование	planung	N;INAN;NOM;NEUT;SG	ADJ
программирование	programmiersprachen	программирование	programmiersprachen	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
программирование	programmierung	программирование	programmierung	N;INAN;NOM;NEUT;SG	ADJ
торжественно	feierliche	торжественно	feierlich	ADV	ADJ;NOM;FEM;PL
торжественно	feierlichen	торжественно	feierlich	ADV	ADJ
торжественно	feierlich	торжественно	feierlich	ADV	ADJ
торжественно	feierlich	торжественно	feierlich	ADV	ADJ
священников	priester	священник	priest	N;ANIM;ACC;MASC;PL	ADJ
священников	geistliche	священник	geistlich	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;PL
вселенная	universums	вселенная	universums	N;INAN;NOM;FEM;SG	PROPN
вселенная	grundgesamtheit	вселенная	grundgesamtheit	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
вселенная	weltall	вселенная	weltall	N;INAN;NOM;FEM;SG	
вселенная	universum	вселенная	universum	N;INAN;NOM;FEM;SG	ADV
панели	tafeln	панель	tafeln	N;INAN;NOM;FEM;PL	
панели	panels	панель	panels	N;INAN;NOM;FEM;PL	
панели	gremien	панель	gremien	N;INAN;NOM;FEM;PL	ADJ
панели	platten	панель	platt	N;INAN;NOM;FEM;PL	V;NFIN
панели	konsole	панель	konsol	N;INAN;NOM;FEM;PL	
панели	armaturenbrett	панель	armaturenbrett	N;INAN;NOM;FEM;PL	ADJ
панели	dashboard	панель	dashboard	N;INAN;NOM;FEM;PL	
панели	verkleidung	панель	verkleidung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
панели	panel	панель	panel	N;INAN;NOM;FEM;PL	
бизнесмен	geschäftsmann	бизнесмен	geschäftsmann	N;ANIM;NOM;MASC;SG	
бизнесмен	kaufmann	бизнесмен	kaufmann	N;ANIM;NOM;MASC;SG	
бизнесмен	unternehmer	бизнесмен	unternehmer	N;ANIM;NOM;MASC;SG	ADJ
резерва	naturschutzgebiet	резерв	naturschutzgebieten	N;INAN;GEN;MASC;SG	ADJ
резерва	reservieren	резерв	reservieren	N;INAN;GEN;MASC;SG	V;NFIN
резерва	reserve	резерв	reserve	N;INAN;GEN;MASC;SG	
зимние	winter	зимний	winter	ADJ;NOM;PL	N
бич	buche	бич	buchen	N;INAN;NOM;MASC;SG	
бич	sandstrand	бич	sandstrand	N;INAN;NOM;MASC;SG	ADJ
бич	strand	бич	strand	N;INAN;NOM;MASC;SG	ADJ
оливер	oliver	оливер	oliver	N;ANIM;NOM;MASC;SG	ADJ
слышал	hörten	слышать	hören	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
макаров	makarow	макар	makarow	N;ANIM;NOM;MASC;PL	PROPN
сун	sonne	сун	sonnen	PART	
сун	sun	сун	sun	PART	PROPN;NOM;SG
горький	gorki	горький	gorki	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
горький	bittere	горький	bitter	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
горький	bitteren	горький	bitter	ADJ;NOM;MASC;SG	
удобно	bequeme	удобный	bequem	ADJ;NEUT;SG	ADJ;NOM;FEM;PL
удобно	komfortable	удобный	komfortable	ADJ;NEUT;SG	ADJ;NOM;FEM;PL
удобно	praktische	удобный	praktisch	ADJ;NEUT;SG	ADJ;NOM;FEM;PL
удобно	handy	удобный	handy	ADJ;NEUT;SG	N;NOM;NEUT;SG
лёгкие	lunge	люгкий	lunge	ADJ;NOM;PL	
лёгкие	lung	люгкий	lung	ADJ;NOM;PL	
лёгкие	lungen	люгкий	lang	ADJ;NOM;PL	V;NFIN
лёгкие	lunge	люгкий	lunge	ADJ;NOM;PL	
лёгкие	lungen	люгкий	lang	ADJ;NOM;PL	V;NFIN
послание	botschaft	послание	botschaft	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
послание	nachricht	послание	nachrecht	N;INAN;NOM;NEUT;SG	ADJ
послание	nachrichten	послание	nachrichten	N;INAN;NOM;NEUT;SG	V;NFIN
послание	meldung	послание	meldung	N;INAN;NOM;NEUT;SG	ADJ
послание	brief	послание	brufen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
препарат	droge	препарат	droge	N;INAN;NOM;MASC;SG	
препарат	medikament	препарат	medikament	N;INAN;NOM;MASC;SG	ADJ
препарат	drogen	препарат	drogen	N;INAN;NOM;MASC;SG	
произведено	erzeugte	произвести	erzeugen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;SG
океании	ozeanien	океание	ozeanien	N;INAN;NOM;NEUT;PL	PROPN;NOM;SG
скрипка	geige	скрипка	geigen	N;INAN;NOM;FEM;SG	
скрипка	violine	скрипка	violin	N;INAN;NOM;FEM;SG	
избежание	vermeiden	избежание	vermeiden	N;INAN;NOM;NEUT;SG	V;NFIN
избежание	meiden	избежание	meiden	N;INAN;NOM;NEUT;SG	V;NFIN
избежание	vermeiden	избежание	vermeiden	N;INAN;NOM;NEUT;SG	V;NFIN
молекулы	moleküle	молекула	molekül	N;INAN;NOM;FEM;PL	
молекулы	molekül	молекула	molekül	N;INAN;NOM;FEM;PL	N;SG
молекулы	molekülen	молекула	molekül	N;INAN;NOM;FEM;PL	V;NFIN
молекулы	moleküle	молекула	molekül	N;INAN;NOM;FEM;PL	
скрипач	violinist	скрипач	violinist	N;ANIM;NOM;MASC;SG	ADJ
скрипач	geiger	скрипач	geiger	N;ANIM;NOM;MASC;SG	
скрипач	fiddler	скрипач	fiddler	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
азербайджанская	aserbaidschanischen	азербайджанский	aserbaidschanisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
допускается	erlaubte	допускать	erlauben	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
допускается	erlaubten	допускать	erlaubt	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PL;3;PST;FIN
допускается	zulässig	допускать	zulässig	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
допускается	gestattet	допускать	gestatten|statten	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;V.PTCP
допускается	erlaubte	допускать	erlauben	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
допускается	zulässig	допускать	zulässig	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
формах	formen	форма	formen	N;INAN;ESS;FEM;PL	V;NFIN
формах	formulare	форма	formular	N;INAN;ESS;FEM;PL	ADJ;NOM;FEM;SG
собраний	versammlungen	собрание	versammlingen	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
померания	pommern	померание	pommern	N;INAN;NOM;NEUT;SG	PROPN
померания	vorpommern	померание	vorpommern	N;INAN;NOM;NEUT;SG	PROPN
терминологии	begriffe	терминология	begreifen	N;INAN;NOM;FEM;SG	ADJ
монреаль	montreal	монреаль	montreal	N;INAN;NOM;MASC;SG	PROPN
вены	adern	вена	adern	N;INAN;NOM;FEM;PL	V;NFIN
вены	venen	вена	venen	N;INAN;NOM;FEM;PL	
вены	wien	вена	weinen	N;INAN;NOM;FEM;PL	
бонус	bonus	бонус	bonus	N;INAN;NOM;MASC;SG	
бонус	zuschlag	бонус	zuschlagen	N;INAN;NOM;MASC;SG	
бонус	prämie	бонус	prämie	N;INAN;NOM;MASC;SG	
бонус	aufschlag	бонус	aufschlagen	N;INAN;NOM;MASC;SG	ADJ
ирак	irak	ирак	irak	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ирак	irakische	ирак	irakisch	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
стамбул	konstantinopel	стамбул	konstantinopel	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
стамбул	istanbul	стамбул	istanbul	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
стамбул	türkei	стамбул	türkei	N;INAN;NOM;MASC;SG	PROPN
кнессета	knesset	кнессет	knessen	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
изобретения	erfindung	изобретение	erfindung	N;INAN;NOM;NEUT;PL	N;FEM;SG
изобретения	erfindungen	изобретение	erfindung	N;INAN;NOM;NEUT;PL	V;NFIN
гнездо	nest	гнездо	nest	N;INAN;NOM;NEUT;SG	
индию	indien	индия	indien	N;INAN;ACC;FEM;SG	PROPN;NOM;NEUT;SG
специальность	spezialitäten	специальность	spezialität	N;INAN;NOM;FEM;SG	V;NFIN
специальность	spezialität	специальность	spezialität	N;INAN;NOM;FEM;SG	ADJ
специальность	fachgebiet	специальность	fachgebieten	N;INAN;NOM;FEM;SG	ADJ
специальность	spezialgebiet	специальность	spezialgebiet	N;INAN;NOM;FEM;SG	ADJ
