von	from	von	from	ADP	
kontrolle	kumanda	kontroll	kumanda	ADJ;NOM;FEM;SG	N;NOM;SG;3
kontrolle	denetim	kontroll	denetim	ADJ;NOM;FEM;SG	
kontrolle	izlenmesi	kontroll	izle	ADJ;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
kontrolle	izleme	kontroll	izle	ADJ;NOM;FEM;SG	
kontrolle	gözlem	kontroll	gözlem	ADJ;NOM;FEM;SG	
kontrolle	denetleme	kontroll	denetle	ADJ;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
kontrolle	teftiş	kontroll	teftiş	ADJ;NOM;FEM;SG	
kontrolle	inceleme	kontroll	incele	ADJ;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
kontrolle	denetim	kontroll	denetim	ADJ;NOM;FEM;SG	
kontrolle	kontroller	kontroll	kontrol	ADJ;NOM;FEM;SG	N;NOM;PL;3
kontrolle	kontrolleri	kontroll	kontrol	ADJ;NOM;FEM;SG	N;ACC;PL;3
kontrolle	gözetim	kontroll	gözet	ADJ;NOM;FEM;SG	N;NOM;SG;3
kontrolle	denetim	kontroll	denetim	ADJ;NOM;FEM;SG	
rathaus	rathaus	rathaus	rathaus	N;NOM;NEUT;SG	PROPN;NOM;SG;3
emil	emile	emil	emile	PROPN;NOM;MASC;SG	
emil	emil	emil	emil	PROPN;NOM;MASC;SG	
schwerpunkt	odaklanmak	schwerpunkt	odakla	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR
schwerpunkt	vurgu	schwerpunkt	vurgu	ADJ	
schwerpunkt	odak	schwerpunkt	odak	ADJ	
schwerpunkt	odaklanma	schwerpunkt	odaklan	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR
schwerpunkt	ekseni	schwerpunkt	ekseni	ADJ	
reiches	reich	reich	reich	ADJ;NOM;NEUT;SG	
reiches	zengin	reich	zengin	ADJ;NOM;NEUT;SG	
reiches	rich	reich	rich	ADJ;NOM;NEUT;SG	
reiches	zenginler	reich	zengin	ADJ;NOM;NEUT;SG	N;NOM;PL;3
gern	memnuniyetle	gern	memnuniyet		N;INS;SG;3
langsam	yavas	langsam	yavas	ADJ	
langsam	yavaşça	langsam	yavaşça	ADJ	
norwegen	oslo	norwegen	oslo	PROPN	PROPN;NOM;SG;3
norwegen	norveç	norwegen	norveç	PROPN	
angeblich	bildiriliyor	angeblich	bil	ADJ	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
angeblich	görünüşte	angeblich	görünüş	ADJ	N;ESS;SG;3
angeblich	görünürde	angeblich	görün	ADJ	N;ESS;PL;3
angeblich	güya	angeblich	güya	ADJ	
angeblich	sözde	angeblich	söz	ADJ	
angeblich	sözde	angeblich	söz	ADJ	
angeblich	sözde	angeblich	söz	ADJ	
sebastian	sebastian	sebastian	sebastian	PROPN;NOM;SG	
initiative	girişim	initiativ	giriş	N;NOM;FEM;SG	
maßnahmen	eylem	maßnahmen	eylem	V;NFIN	
maßnahmen	motor	maßnahmen	motor	V;NFIN	
maßnahmen	aksiyon	maßnahmen	aksiyon	V;NFIN	
maßnahmen	tedbir	maßnahmen	tedbir	V;NFIN	
maßnahmen	önlemler	maßnahmen	önlem	V;NFIN	ADJ;NOM;PL;3
maßnahmen	tedbirler	maßnahmen	tedbir	V;NFIN	N;NOM;PL;3
maßnahmen	eylemler	maßnahmen	eylem	V;NFIN	N;NOM;PL;3
maßnahmen	eylemleri	maßnahmen	eylem	V;NFIN	N;ACC;PL;3
maßnahmen	hareketler	maßnahmen	hareket	V;NFIN	N;NOM;PL;3
aktivitäten	faaliyetler	aktivität	faaliyet	V;NFIN	N;NOM;PL;3
aktivitäten	etkinlikler	aktivität	etkinlik	V;NFIN	N;NOM;PL;3
aktivitäten	faaliyetleri	aktivität	faaliyet	V;NFIN	N;NOM;PL;3
aktivitäten	aktiviteler	aktivität	aktivite	V;NFIN	N;NOM;PL;3
aktivitäten	etkinlik	aktivität	etkinlik	V;NFIN	N;NOM;SG;3
aktivitäten	faaliyet	aktivität	faaliyet	V;NFIN	
aktivitäten	aktivite	aktivität	aktivit	V;NFIN	
aktivitäten	hareketler	aktivität	hareket	V;NFIN	N;NOM;PL;3
aktivitäten	aktiviteler	aktivität	aktivite	V;NFIN	N;NOM;PL;3
oscar	oscar	oscar	oscar	PROPN;NOM;MASC;SG	
oscar	oskar	oscar	oskar	PROPN;NOM;MASC;SG	
chef	chef	chef	chef	N;NOM;MASC;SG	
chef	aşçı	chef	aşç	N;NOM;MASC;SG	
chef	şef	chef	şef	N;NOM;MASC;SG	
chef	şef	chef	şef	N;NOM;MASC;SG	
chef	reis	chef	reis	N;NOM;MASC;SG	
chef	patron	chef	patron	N;NOM;MASC;SG	
großteil	toplu	großteil	toplu	ADV	
großteil	yığın	großteil	yığın	ADV	
dritter	üçüncü	dritt	üçüncü	ADJ	
freiheit	özgürlük	freiheit	özgürlük		N;NOM;SG;3
freiheit	özgürlüğü	freiheit	özgürlük		N;ACC;SG;3
freiheit	hürriyet	freiheit	hürriyet		N;NOM;SG;3
freiheit	özgürlük	freiheit	özgürlük		N;NOM;SG;3
freiheit	hürriyet	freiheit	hürriyet		N;NOM;SG;3
freiheit	liberty	freiheit	liberty		PROPN;NOM;SG;3
freiheit	özgürlükler	freiheit	özgürlük		N;NOM;PL;3
sicherlich	tabi	sicherlich	tabi	ADV	
sicherlich	elbette	sicherlich	elbette	ADV	
route	rota	rouen	rota	PROPN;NOM;SG	
route	yol	rouen	yol	PROPN;NOM;SG	
doppel	çiftler	doppel	çift		ADJ;NOM;PL;3
baron	baron	baron	baron	PROPN	
verschieben	vardiya	verscheiben	vardi	V;NFIN	
verschieben	hareket	verscheiben	hareket	V;NFIN	N;NOM;SG;3
verschieben	taşı	verscheiben	taşı	V;NFIN	
verschieben	taşınma	verscheiben	taşınma	V;NFIN	
projekte	proje	projekt	proje	ADJ;NOM;PL	
projekte	projesi	projekt	proje	ADJ;NOM;PL	N;NOM;SG;3
projekte	projelerin	projekt	proje	ADJ;NOM;PL	N;GEN;PL;3
projekte	proje	projekt	proje	ADJ;NOM;PL	
projekte	projeleri	projekt	proje	ADJ;NOM;PL	N;ACC;PL;3
projekte	projeler	projekt	proje	ADJ;NOM;PL	N;NOM;PL;3
felix	felix	felix	felix	PROPN;NOM;MASC;SG	
kamera	kamera	kamera	kamera	PROPN	N;NOM;SG;3
kamera	cam	kamera	cam	PROPN	
priester	papaz	priest	papaz	ADJ	
priester	rahip	priest	rahip	ADJ	
priester	rahipler	priest	rahip	ADJ	N;NOM;PL;3
charakter	karakteri	charakter	karakteri	ADJ	N;ESS;SG;3
charakter	karakter	charakter	karak	ADJ	
street	sokak	streen	sokak	PROPN	N;NOM;SG;3
street	cadde	streen	cadde	PROPN	N;NOM;SG;3
street	street	streen	street	PROPN	PROPN;NOM;SG;3
ausgeführt	infaz	ausführen	infaz	V;V.PTCP	
ausgeführt	ihraç	ausführen	ihraç	V;V.PTCP	
charts	çizelgeleri	charts	çizelge	ADV	N;ACC;PL;3
charts	tablolar	charts	tablo	ADV	N;NOM;PL;3
organisationen	organizasyon	organisation	organizasyon	N;NOM;FEM;PL	N;NOM;SG;3
organisationen	örgütleri	organisation	örgüt	N;NOM;FEM;PL	N;ACC;PL;3
ziehen	çek	ziehen	çek	V;NFIN	
fahrer	şoför	fahrer	şoför	ADJ	
fahrer	şöför	fahrer	şöför	ADJ	
fahrer	sürücüler	fahrer	sürücü	ADJ	N;NOM;PL;3
fahrer	sürücüleri	fahrer	sürücü	ADJ	N;ACC;PL;3
fahrer	sürücüsü	fahrer	sürücü	ADJ	N;NOM;SG;3
fahrer	sürücü	fahrer	sürücü	ADJ	
fahrer	şoför	fahrer	şoför	ADJ	
fahrer	şöför	fahrer	şöför	ADJ	
fahrer	atlı	fahrer	atlı	ADJ	
fahrer	süvari	fahrer	süvari	ADJ	
fahrer	sürücü	fahrer	sürücü	ADJ	
fahrer	rider	fahrer	rider	ADJ	
fahrer	binici	fahrer	binici	ADJ	
fahrer	sürücüler	fahrer	sürücü	ADJ	N;NOM;PL;3
verkaufte	satılan	verkaufen	sat	V;IND;SG;3;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
verkaufte	satılır	verkaufen	sat	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;POS;PASS
magdeburg	magdeburg	magdeburg	magdeburg	PROPN	PROPN;NOM;SG;3
lagen	katman	liegen	kat	V;IND;PL;3;PST;FIN	
lagen	kat	liegen	kat	V;IND;PL;3;PST;FIN	
kommentar	yorumda	kommentar	yorum	ADJ	N;ESS;SG;3
kommentar	yorumu	kommentar	yorum	ADJ	N;ACC;SG;3
kommentar	yorum	kommentar	yorum	ADJ	
kommentar	yoruma	kommentar	yorum	ADJ	N;DAT;SG;3
kommentar	yorum	kommentar	yorum	ADJ	
kommentar	yorumları	kommentar	yorum	ADJ	N;ACC;PL;3
kommentar	yorumlar	kommentar	yorum	ADJ	N;NOM;PL;3
kommentar	yorum	kommentar	yorum	ADJ	
vorbei	üzeri	vorbei	üzer	ADV	
vorbei	bitti	vorbei	bit	ADV	V;PFV;IND;SG;3;POS;PST
bieten	adak	bieten	adak	V;NFIN	
bieten	teklifi	bieten	teklif	V;NFIN	N;ACC;SG;3
bieten	teklif	bieten	teklif	V;NFIN	N;NOM;SG;3
küste	kıyıları	küsen	kıyı	ADJ	N;ACC;PL;3
küste	kıyı	küsen	kıy	ADJ	
küste	sahili	küsen	sahili	ADJ	N;ACC;SG;3
küste	kıyı	küsen	kıy	ADJ	
küste	sahil	küsen	sahil	ADJ	
wege	yolları	wege	yol		N;NOM;PL;3
wege	yollar	wege	yol		N;NOM;PL;3
wege	yolları	wege	yol		N;NOM;PL;3
wege	yollar	wege	yol		N;NOM;PL;3
eindruck	izlenim	eindruck	izlenim	ADV	
eindruck	gösterim	eindruck	göster	ADV	
gedichte	şiir	gedicht	şiir	N;NOM;NEUT;PL	
gedichte	şiir	gedicht	şiir	N;NOM;NEUT;PL	
produkte	ürün	produkt	ürün	N;NOM;NEUT;PL	
produkte	ürün	produkt	ürün	N;NOM;NEUT;PL	
produkte	ürünleri	produkt	ürün	N;NOM;NEUT;PL	N;ACC;PL;3
besitzer	sahibi	besitzer	sahip	ADJ	N;NOM;SG;3
besitzer	sahibinden	besitzer	sahip	ADJ	N;AT+ABL;SG;3
besitzer	sahipler	besitzer	sahip	ADJ	N;NOM;PL;3
besitzer	sahipleri	besitzer	sahip	ADJ	N;ACC;PL;3
besitzer	tutucu	besitzer	tutucu	ADJ	
besitzer	holder	besitzer	hol	ADJ	
möglichkeiten	olasılıklar	möglichkeiten	olasılık	V;NFIN	N;NOM;PL;3
möglichkeiten	olasılık	möglichkeiten	olasılık	V;NFIN	N;NOM;SG;3
möglichkeiten	ihtimaller	möglichkeiten	ihtimal	V;NFIN	N;NOM;PL;3
möglichkeiten	olasılıkları	möglichkeiten	olasılık	V;NFIN	N;NOM;PL;3
möglichkeiten	olanaklar	möglichkeiten	olanak	V;NFIN	N;NOM;PL;3
möglichkeiten	seçenekler	möglichkeiten	seçenek	V;NFIN	N;NOM;PL;3
möglichkeiten	seçenekleri	möglichkeiten	seçenek	V;NFIN	N;NOM;PL;3
möglichkeiten	seçenek	möglichkeiten	seçenek	V;NFIN	
möglichkeiten	fırsatlar	möglichkeiten	fırsat	V;NFIN	N;NOM;PL;3
donau	tuna	donau	tun	PROPN;NOM;SG	
donau	donau	donau	donau	PROPN;NOM;SG	PROPN;NOM;SG;3
mission	görev	mission	görev		N;NOM;SG;3
spanischer	ispanyollar	spanisch	ispanyol	ADJ	N;NOM;PL;3
spanischer	ispanyol	spanisch	ispanyol	ADJ	
spanischer	ispanyolca	spanisch	ispanyolca	ADJ	
gegend	semt	gegend	semt	ADV	N;NOM;SG;3
gegend	komşuluk	gegend	komşuluk	ADV	N;NOM;SG;3
gegend	mahalle	gegend	mahal	ADV	
kombination	kombinasyon	kombination	kombinasyon	N;SG	
kombination	kombine	kombination	kombine	N;SG	
kombination	kombine	kombination	kombine	N;SG	
kombination	kombinasyon	kombination	kombinasyon	N;SG	
kombination	birleştiren	kombination	birleş	N;SG	V;PFV;IND;POS;PRS;V.PTCP;CAUS
first	öncelikle	fersen	öncelik	PROPN	N;INS;SG;3
first	önce	fersen	önce	PROPN	
first	ilk	fersen	ilk	PROPN	
first	once	fersen	once	PROPN	
prinz	prens	prinz	prens	N;NOM;MASC;SG	
prinz	prince	prinz	prince	N;NOM;MASC;SG	
prinz	prinz	prinz	prinz	N;NOM;MASC;SG	PROPN;NOM;SG;3
endgültig	final	endgültig	final	ADJ	
kapitel	bölüm	kapitel	bölüm	N	
juan	juan	juan	juan	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
künste	sanat	künsen	sanat	N;PL	
drehbuch	senaryo	drehbuch	senaryo	N;NOM;NEUT;SG	
drehbuch	senaryo	drehbuch	senaryo	N;NOM;NEUT;SG	
drehbuch	betik	drehbuch	betik	N;NOM;NEUT;SG	
versuche	deneyin	versuchen	deney	N;NOM;SG	V;PFV;IMP;PL;2;POS;PRS
versuche	dene	versuchen	de	N;NOM;SG	V;PFV;IMP;SG;2;POS;PRS
versuche	denemeler	versuchen	dene	N;NOM;SG	
versuche	deneyleri	versuchen	deney	N;NOM;SG	N;ACC;PL;3
versuche	denemeler	versuchen	dene	N;NOM;SG	
versuche	girişimleri	versuchen	girişim	N;NOM;SG	N;ACC;PL;3
versuche	deneyler	versuchen	deney	N;NOM;SG	N;NOM;PL;3
versuche	deney	versuchen	deney	N;NOM;SG	
ortschaften	mekanlar	ortschaften	mekan	ADJ	N;NOM;PL;3
ortschaften	yerleri	ortschaften	yer	ADJ	N;ACC;PL;3
ortschaften	yerler	ortschaften	yer	ADJ	N;NOM;PL;3
ortschaften	köyleri	ortschaften	köy	ADJ	N;ACC;PL;3
ortschaften	mekanlar	ortschaften	mekan	ADJ	N;NOM;PL;3
ortschaften	konumlar	ortschaften	konum	ADJ	N;NOM;PL;3
ortschaften	yerler	ortschaften	yer	ADJ	N;NOM;PL;3
ortschaften	konumları	ortschaften	konum	ADJ	N;ACC;PL;3
ortschaften	yerleri	ortschaften	yer	ADJ	N;ACC;PL;3
ortschaften	şehirler	ortschaften	şehir	ADJ	N;NOM;PL;3
ortschaften	kasabalar	ortschaften	kasaba	ADJ	N;NOM;PL;3
alternative	alternatifi	alternativ	alternatifi	ADJ;NOM;FEM;PL	N;ACC;SG;3
alternative	alternatif	alternativ	alternatif	ADJ;NOM;FEM;PL	
alternative	alternatif	alternativ	alternatif	ADJ;NOM;FEM;PL	
alternative	alternatif	alternativ	alternatif	ADJ;NOM;FEM;PL	
sorry	üzgünüm	sorry	üzgün		N;NOM;SG;3
infrastruktur	altyapı	infrastruktur	altyap	ADJ	
infrastruktur	altyapı	infrastruktur	altyap	ADJ	
praktisch	kullanışlı	praktisch	kullanışlı	ADJ	
praktisch	pratik	praktisch	pratik	ADJ	
praktisch	kullanışlı	praktisch	kullanışlı	ADJ	
jacques	jacques	jacques	jacques	PROPN;NOM;MASC;SG	
gründe	sebepleri	gründen	sebep		N;NOM;PL;3
gründe	nedenler	gründen	neden		N;NOM;PL;3
gründe	sebepler	gründen	sebep		N;NOM;PL;3
gründe	nedenleri	gründen	neden		N;ACC;PL;3
gründe	sebepleri	gründen	sebep		N;NOM;PL;3
gründe	nedenler	gründen	neden		N;NOM;PL;3
gründe	nedenleri	gründen	neden		N;ACC;PL;3
gründe	gerekçesiyle	gründen	gerekçe		N;INS;SG;3
junioren	juniors	junior	juniors	N;NOM;FEM;PL	PROPN;NOM;SG;3
junioren	ufaklık	junior	ufaklık	N;NOM;FEM;PL	N;NOM;SG;3
junioren	junior	junior	junior	N;NOM;FEM;PL	
françois	francois	françois	francois	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
françois	françois	françois	françois	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
françois	francois	françois	francois	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
françois	françois	françois	françois	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
antike	antik	antik	antik	ADJ;NOM;FEM;SG	
antike	antika	antik	antika	ADJ;NOM;FEM;SG	
antike	eskiler	antik	eskile	ADJ;NOM;FEM;SG	ADJ;NOM;PL;3
antike	antik	antik	antik	ADJ;NOM;FEM;SG	
antike	kadim	antik	kadim	ADJ;NOM;FEM;SG	
korrekt	doğru	korrekt	doğru	ADJ	
korrekt	doğru	korrekt	doğru	ADJ	
behandlung	tedavi	behandlung	tedavi		N;NOM;SG;3
behandlung	terapi	behandlung	terapi		N;NOM;SG;3
behandlung	tedavi	behandlung	tedavi		N;NOM;SG;3
behandlung	tedavisi	behandlung	tedavi		N;NOM;SG;3
behandlung	tedaviler	behandlung	tedavi		N;NOM;PL;3
behandlung	tedavi	behandlung	tedavi		N;NOM;SG;3
wichtigen	önemlidir	wichtig	önemli	ADJ	
wichtigen	önemli	wichtig	önemli	ADJ	
verändert	değişen	verändern	değiş	V;V.PTCP	
verändert	modifiye	verändern	modif	V;V.PTCP	N;DAT;SG;3
pokal	kupa	pokal	kupa	N;NOM;MASC;SG	
pokal	kupa	pokal	kupa	N;NOM;MASC;SG	
pokal	cup	pokal	cup	N;NOM;MASC;SG	
meisterschaften	şampiyonası	meisterschaften	şampiyon	V;NFIN	N;NOM;SG;3
meisterschaften	şampiyonluk	meisterschaften	şampiyonluk	V;NFIN	N;NOM;SG;3
meisterschaften	şampiyona	meisterschaften	şampiyon	V;NFIN	N;DAT;SG;3
meisterschaften	şampiyonası	meisterschaften	şampiyon	V;NFIN	N;NOM;SG;3
meisterschaften	şampiyonluk	meisterschaften	şampiyonluk	V;NFIN	N;NOM;SG;3
meisterschaften	şampiyona	meisterschaften	şampiyon	V;NFIN	N;DAT;SG;3
eng	eng	eng	eng	ADJ	
eng	sımsıkı	eng	sımsıkı	ADJ	
eng	sıkı	eng	sık	ADJ	
eng	sıkıca	eng	sıkı	ADJ	
eng	dar	eng	dar	ADJ	
eng	dar	eng	dar	ADJ	
jack	jack	jack	jack	PROPN;NOM;SG	
jack	vale	jack	vale	PROPN;NOM;SG	N;NOM;SG;3
handeln	oyunculuk	handeln	oyunculuk	V;NFIN	N;NOM;SG;3
handeln	oyunculuğu	handeln	oyunculuk	V;NFIN	N;NOM;SG;3
mary	meryem	mary	meryem	PROPN;NOM;SG	N;NOM;SG;3
mary	mary	mary	mary	PROPN;NOM;SG	
nikolaus	nikolaus	nikolaus	nikolaus	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
nikolaus	nicolaus	nikolaus	nicolaus	PROPN;NOM;MASC;SG	
nikolaus	nicholas	nikolaus	nicholas	PROPN;NOM;MASC;SG	
bedeutende	önemli	bedeutend	önemli	ADJ;NOM;FEM;PL	
freunde	dostlar	freund	dost	N;NOM;PL	ADJ;NOM;PL;3
freunde	arkadaş	freund	arkadaş	N;NOM;PL	
freunde	arkadaşım	freund	arkadaş	N;NOM;PL	N;NOM;SG;3
freunde	arkadaş	freund	arkadaş	N;NOM;PL	
freunde	dost	freund	dost	N;NOM;PL	
bereichen	aralıkları	bereichen	aralık	V;NFIN	N;ACC;PL;3
bereichen	alanlar	bereichen	alan	V;NFIN	N;NOM;PL;3
bereichen	fields	bereichen	fields	V;NFIN	
bereichen	alanları	bereichen	alan	V;NFIN	N;ACC;PL;3
bereichen	tarla	bereichen	tarla	V;NFIN	
bereichen	tarlaları	bereichen	tarla	V;NFIN	N;NOM;PL;3
bereichen	alanlar	bereichen	alan	V;NFIN	N;NOM;PL;3
bereichen	alanları	bereichen	alan	V;NFIN	N;ACC;PL;3
bereichen	bölgeler	bereichen	bölge	V;NFIN	N;NOM;PL;3
ruf	şöhret	ruf	şöhret	N;NOM;MASC;SG	
ruf	itibar	ruf	itibar	N;NOM;MASC;SG	
ruf	itibarını	ruf	itibar	N;NOM;MASC;SG	N;ACC;SG;3
herz	kardiyak	herz	kardiyak		
herz	kalp	herz	kalp		
herz	gönül	herz	gönül		
herz	kalbi	herz	kalbi		ADJ;NOM;SG;3
herz	yürek	herz	yürek		
herz	herz	herz	herz		
herz	gönüller	herz	gönül		N;NOM;PL;3
herz	kalpleri	herz	kalp		N;ACC;PL;3
herz	kalpler	herz	kalp		N;NOM;PL;3
herz	yürekler	herz	yürek		N;NOM;PL;3
handlung	arsa	handlung	arsa		N;NOM;SG;3
eröffnung	açılan	Eröffnung	aç		V;PFV;IND;POS;PRS;V.PTCP;PASS
eröffnung	açılış	Eröffnung	açılış		N;NOM;SG;3
eröffnung	açılışı	Eröffnung	açılış		N;NOM;SG;3
eröffnung	açılıyor	Eröffnung	aç		V;PROG;IND;SG;3;POS;INFM;PRS;PASS
ägypten	mısır	ägypten	mısır	PROPN;NOM	
ägypten	kahire	ägypten	kahire	PROPN;NOM	PROPN;NOM;SG;3
ägypten	iskenderiye	ägypten	iskenderi	PROPN;NOM	PROPN;DAT;SG;3
ägypten	mısır	ägypten	mısır	PROPN;NOM	
ägypten	mısırlı	ägypten	mısırlı	PROPN;NOM	
mittlere	medyum	mittler	medyu	ADJ;NOM;FEM;PL	N;NOM;SG;3
mittlere	ortam	mittler	ortam	ADJ;NOM;FEM;PL	
mittlere	orta	mittler	orta	ADJ;NOM;FEM;PL	
mittlere	medyan	mittler	medyan	ADJ;NOM;FEM;PL	N;NOM;SG;3
mittlere	ortası	mittler	orta	ADJ;NOM;FEM;PL	
mittlere	orta	mittler	orta	ADJ;NOM;FEM;PL	
studio	stüdyo	studio	stü	PROPN;NOM;SG	
studio	studio	studio	stu	PROPN;NOM;SG	
studio	stüdyosu	studio	stüdyo	PROPN;NOM;SG	N;NOM;SG;3
spanisch	ispanyollar	spanisch	ispanyol	ADJ	N;NOM;PL;3
spanisch	ispanyol	spanisch	ispanyol	ADJ	
spanisch	ispanyolca	spanisch	ispanyolca	ADJ	
kollegen	meslektaş	kolleg	meslektaş	V;FIN	N;NOM;SG;3
kollegen	meslektaş	kolleg	meslektaş	V;FIN	N;NOM;SG;3
ursprüngliche	ilkel	ursprünglich	ilkel	ADJ;NOM;FEM;PL	
ursprüngliche	orijinal	ursprünglich	orijinal	ADJ;NOM;FEM;PL	
not	olmaz	not	ol	PROPN;SG	V;IPFV;IND;SG;3;NEG
not	değil	not	değil	PROPN;SG	
hill	tepe	hallen	tepe	PROPN;NOM;MASC;SG	
hill	hill	hallen	hill	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
raus	dışarı	raus	dışarı	ADV	
bruno	bruno	bruno	bruno	PROPN;NOM;SG	
regensburg	regensburg	regensburg	regensburg	PROPN;NOM;SG	PROPN;NOM;SG;3
bildern	görüntüler	bildern	görüntü	V;NFIN	N;NOM;PL;3
bildern	resimler	bildern	resim	V;NFIN	N;NOM;PL;3
bildern	resimler	bildern	resim	V;NFIN	N;NOM;PL;3
bildern	fotoğraflar	bildern	fotoğraf	V;NFIN	N;NOM;PL;3
bildern	resimleri	bildern	resim	V;NFIN	N;NOM;PL;3
bildern	resimler	bildern	resim	V;NFIN	N;NOM;PL;3
bildern	resimleri	bildern	resim	V;NFIN	N;NOM;PL;3
dortmund	dortmund	dortmund	dortmund	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
gemälde	resimler	gemälde	resim		N;NOM;PL;3
gemälde	tablolar	gemälde	tablo		N;NOM;PL;3
persönlichen	şahsi	persönlich	şahsi	ADJ;ACC;MASC;SG	
persönlichen	kişisel	persönlich	kişisel	ADJ;ACC;MASC;SG	
mannheim	mannheim	mannheim	mannh	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
wichtiger	önemlidir	wichtig	önemli	ADJ	
wichtiger	önemli	wichtig	önemli	ADJ	
griechenland	yunanistan	griechenland	yunanistan	ADJ	PROPN;NOM;SG;3
neustadt	neustadt	neustadt	neustadt	PROPN;SG	PROPN;NOM;SG;3
leo	aslan	leo	aslan	PROPN;NOM;MASC;SG	
leo	leo	leo	leo	PROPN;NOM;MASC;SG	
gestaltung	tasarım	gestaltung	tas	N;NOM;FEM;SG	
gestaltung	şekillendirme	gestaltung	şekillen	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
gestaltung	tasarım	gestaltung	tas	N;NOM;FEM;SG	
gestaltung	tasarımı	gestaltung	tasarım	N;NOM;FEM;SG	N;ACC;SG;3
ufer	shore	ufer	shore	ADJ	
ufer	kıyıya	ufer	kıyı	ADJ	N;DAT;SG;3
ufer	kıyı	ufer	kıy	ADJ	
ufer	shoreline	ufer	shorel	ADJ	N;DAT;SG;3
anspruch	iddia	anspruch	iddia	N	
politikerin	siyasetçi	politikerin	siyasetçi	ADJ;NOM;FEM;SG	N;NOM;SG;3
politikerin	politikacı	politikerin	politikacı	ADJ;NOM;FEM;SG	
angebot	alıntı	anpieten	al	N;NOM;NEUT;SG	
angebot	alıntı	anpieten	al	N;NOM;NEUT;SG	
angebot	tırnak	anpieten	tırnak	N;NOM;NEUT;SG	
angebot	teklifler	anpieten	teklif	N;NOM;NEUT;SG	N;NOM;PL;3
angebot	teklifleri	anpieten	teklif	N;NOM;NEUT;SG	N;NOM;PL;3
angebot	teklifi	anpieten	teklif	N;NOM;NEUT;SG	N;ACC;SG;3
zweifel	şüpheliyim	zweifel	şüphel		V;PFV;IND;SG;1;POS;PRS
zweifel	şüpheler	zweifel	şüphe		N;NOM;PL;3
reine	reine	rein	rein	ADJ;NOM	N;NOM;SG;3
reine	saf	rein	saf	ADJ;NOM	
reine	saf	rein	saf	ADJ;NOM	
südöstlich	southeast	südöstlich	southeast	ADJ	PROPN;NOM;SG;3
südöstlich	güneydoğu	südöstlich	güneydoğu	ADJ	
südöstlich	güneydoğu	südöstlich	güneydoğu	ADJ	
produzent	üretici	produzent	üretici	ADJ	
produzent	yapımcı	produzent	yapımcı	ADJ	
südwestlich	güneybatı	südwestlich	güneybatı	ADJ	N;ACC;SG;3
südwestlich	güneybatı	südwestlich	güneybatı	ADJ	N;ACC;SG;3
lager	depo	lager	depo	ADJ	
lager	ambar	lager	ambar	ADJ	
lager	depolar	lager	depo	ADJ	
lager	kampı	lager	kampı	ADJ	N;ACC;SG;3
lager	kamp	lager	kamp	ADJ	
lager	kampta	lager	kamp	ADJ	N;ESS;SG;3
lager	camp	lager	camp	ADJ	N;NOM;SG;3
lager	kampları	lager	kamp	ADJ	N;ACC;PL;3
beck	beck	beck	beck	PROPN;NOM;MASC;SG	
ministerpräsident	başbakan	ministerpräsident	başbakan	ADJ	N;NOM;SG;3
ministerpräsident	premier	ministerpräsident	premi	ADJ	PROPN;NOM;SG;3
historisch	tarihsel	historisch	tarihsel	ADJ	
niederländischen	hollandalı	niederländisch	hollandal	ADJ;NOM;MASC;PL	
jones	jones	jones	jones	PROPN;NOM;MASC;SG	
verbrachte	harcanan	verbringen	harca	V;IND;SG;3;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
blue	blue	blue	blue	PROPN;NOM;SG	N;NOM;SG;3
blue	mavi	blue	mavi	PROPN;NOM;SG	
umgeben	çevrili	umgeben	çevrili	V;V.PTCP	
umgeben	etrafını	umgeben	etraf	V;V.PTCP	N;ACC;SG;3
nachweis	algılama	nachweis	algılama	N	
nachweis	tespit	nachweis	tespit	N	
nachweis	kanıt	nachweis	kanıt	N	
nachweis	delil	nachweis	delil	N	
nachweis	gösteri	nachweis	göster	N	
nachweis	kanıt	nachweis	kanıt	N	
nachweis	kanıtı	nachweis	kanıt	N	
nachweis	delil	nachweis	delil	N	
nachweis	burhan	nachweis	burhan	N	
