در	porte	در	porte	ADP	N;FEM;SG
چگالی	densités	چگالی	densité	N;SG	N;FEM;PL
پاراگوئه	paraguay	پاراگوئه	paraguay	N;SG	PROPN
پارامتر	paramètres	پارامتر	paramètre	N;SG	N;MASC;PL
کریمی	karimi	کرد#کن	karimi	N;SG	PROPN
عراقی	irakiens	عراقی	irakien	N;SG	ADJ;MASC;PL
عراقی	irakien	عراقی	irakien	N;SG	ADJ;MASC;SG
عراقی	irakienne	عراقی	irakien	N;SG	ADJ;FEM;SG
کلیدی	clefs	کلیدی	clef	N;SG	N;MASC;PL
کلیدی	clés	کلیدی	clé	N;SG	N;FEM;PL
ایروان	erevan	ایروان	erevan	N;SG	PROPN
تاریک	foncé	None	foncé	N;SG	ADJ;MASC;SG
تاریک	sombre	None	sombre	N;SG	ADJ;MASC;SG
تاریک	tarik	None	tarik	N;SG	PROPN
کینگ	king	کینگ	king	N;SG	PROPN
لری	larry	لری	larry	N;SG	PROPN
عرفان	irfan	عرفان	irfan	N;SG	PROPN
اشتراک	partager	اشتراک	partager	N;SG	V;NFIN
اشتراک	parts	اشتراک	part	N;SG	N;FEM;PL
اشتراک	actions	اشتراک	action	N;SG	N;FEM;PL
اشتراک	partages	اشتراک	partage	N;SG	N;MASC;PL
اشتراک	souscrire	اشتراک	souscrire	N;SG	V;NFIN
اشتراک	abonnements	اشتراک	abonnement	N;SG	N;MASC;PL
مجسمه	statues	مجسمه	statue	N;SG	N;FEM;PL
مجسمه	sculptures	مجسمه	sculpture	N;SG	N;FEM;PL
رایت	wright	رایت	wright	N;SG	PROPN
رنج	souffrir	رنج	souffrir	N;SG	V;NFIN
رنج	souffrant	رنج	souffrir	N;SG	V;PRS;V.PTCP
رنج	souffrances	رنج	souffrance	N;SG	N;FEM;PL
رنج	souffrent	رنج	souffrir	N;SG	V;IND;PL;3;PRS;FIN
رنج	souffrir	رنج	souffrir	N;SG	V;NFIN
رنج	souffre	رنج	souffre	N;SG	V;IND;SG;3;PRS;FIN
عارف	aref	None	aref	N;SG	PROPN
عارف	arif	None	arif	N;SG	PROPN
واضح	évidence	واضح	évidence	ADJ	N;FEM;SG
واضح	manifestement	واضح	manifestement	ADJ	ADV
واضح	clairement	واضح	clairement	ADJ	ADV
پیشگیری	préventives	پیشگیری	préventif	N;SG	ADJ;FEM;PL
پیشگیری	préventif	پیشگیری	préventif	N;SG	ADJ;MASC;SG
پیشگیری	préventive	پیشگیری	préventif	N;SG	ADJ;FEM;SG
تقدیر	destinée	تقدیر	destiner	N;SG	V;FEM;SG;PST;V.PTCP
تقدیر	destiny	تقدیر	destiny	N;SG	PROPN
اصرار	insister	اصرار	insister	N;SG	V;NFIN
اصرار	insistent	اصرار	insister	N;SG	V;IND;PL;3;PRS;FIN
اصرار	insistez	اصرار	insister	N;SG	V;IMP;PL;2;PRS;FIN
اصرار	insistant	اصرار	insistant	N;SG	V;PRS;V.PTCP
گر	ger	گر	ger		
گر	gar	گر	gar		
مولکولی	moléculaire	مولکولی	moléculaire	N;SG	ADJ;MASC;SG
مولکولی	moléculaires	مولکولی	moléculaire	N;SG	ADJ;MASC;PL
ترکمنستان	turkménistan	ترکمنستان	turkménistan	N;SG	ADJ;MASC;SG
بنیادی	fondamentale	بنیادی	fondamental	N;SG	ADJ;FEM;SG
بنیادی	fondamental	بنیادی	fondamental	N;SG	ADJ;MASC;SG
بنیادی	fondamentaux	بنیادی	fondamental	N;SG	ADJ;MASC;PL
بنیادی	souches	بنیادی	souche	N;SG	N;FEM;PL
استرالیایی	australienne	استرالیایی	australien	N;SG	ADJ;FEM;SG
استرالیایی	australiens	استرالیایی	australien	N;SG	ADJ;MASC;PL
استرالیایی	australien	استرالیایی	australien	N;SG	ADJ;MASC;SG
استرالیایی	australie	استرالیایی	australie	N;SG	PROPN
برداشته	levées	بر#داشت#دار	lever	V;SG;3;V.PTCP	V;FEM;PL;PST;V.PTCP
کلرید	chlorures	کرد#کن	chlorure	N;SG	N;MASC;PL
حکیم	hakim	حکیم	hakim	N;SG	PROPN
حکیم	sage	حکیم	sage	N;SG	ADJ;MASC;SG
حکیم	wise	حکیم	wise	N;SG	PROPN
شکنجه	tortures	شکنجه	torture	N;SG	N;FEM;PL
شکنجه	torturé	شکنجه	torturer	N;SG	V;MASC;SG;PST;V.PTCP
شکنجه	torturés	شکنجه	torturer	N;SG	V;MASC;PL;PST;V.PTCP
شکنجه	torturée	شکنجه	torturer	N;SG	V;FEM;SG;PST;V.PTCP
مشتق	dérivés	مشتق	dériver	N;SG	V;MASC;PL;PST;V.PTCP
مشتق	dérivé	مشتق	dériver	N;SG	V;MASC;SG;PST;V.PTCP
مشتق	dérivée	مشتق	dériver	N;SG	V;FEM;SG;PST;V.PTCP
مشتق	dérivé	مشتق	dériver	N;SG	V;MASC;SG;PST;V.PTCP
مشتق	dérivée	مشتق	dériver	N;SG	V;FEM;SG;PST;V.PTCP
مشتق	dérivées	مشتق	dériver	N;SG	V;FEM;PL;PST;V.PTCP
دائمی	permanente	دائمی	permanent	N;SG	ADJ;FEM;SG
دائمی	permanentes	دائمی	permanent	N;SG	ADJ;FEM;PL
دائمی	permanent	دائمی	permanent	N;SG	ADJ;MASC;SG
دائمی	permanents	دائمی	permanent	N;SG	ADJ;MASC;PL
کارایی	performances	کارایی	performance	N;SG	N;FEM;PL
جوی	joy	جو	joy	N;SG	PROPN
باکو	bakou	باکو	bakou	N;SG	PROPN
نجفی	najafi	نجفی	najafi	N;SG	PROPN
کیهان	universe	کیهان	univers	N;SG	PROPN
هندسه	géométrique	هندسه	géométrique	N;SG	ADJ;MASC;SG
شناختی	cognitifs	شناخت#شناس	cognitif	N;SG	ADJ;MASC;PL
شناختی	cognitif	شناخت#شناس	cognitif	N;SG	ADJ;MASC;SG
شناختی	cognitive	شناخت#شناس	cognitif	N;SG	ADJ;FEM;SG
شناختی	cognitives	شناخت#شناس	cognitif	N;SG	ADJ;FEM;PL
توقف	stop	توقف	stop	N;SG	
توقف	arrêter	توقف	arrêter	N;SG	V;NFIN
توقف	arrête	توقف	arrêter	N;SG	V;IND;SG;3;PRS;FIN
توقف	arrêtez	توقف	arrêter	N;SG	V;IMP;PL;2;PRS;FIN
پناه	abris	None	abri	N;SG	N;MASC;PL
هال	hull	هال	hull	N;SG	PROPN
هال	coques	هال	coque	N;SG	N;FEM;PL
هال	hal	هال	hal	N;SG	PROPN
تجمع	accumuler	None	accumuler	N;SG	V;NFIN
غزه	gaza	غزه	gaza	N;SG	PROPN
پذیرفت	acceptées	پذیرفت#پذیر	accepter	V;SG;3;PST	V;FEM;PL;PST;V.PTCP
پذیرفت	acceptés	پذیرفت#پذیر	accepter	V;SG;3;PST	V;MASC;PL;PST;V.PTCP
چرخش	tourner	چرخش	tourner	N;SG	V;NFIN
چرخش	pivoter	چرخش	pivoter	N;SG	V;NFIN
چرخش	tourner	چرخش	tourner	N;SG	V;NFIN
چرخش	tourne	چرخش	tourner	N;SG	V;IND;SG;3;PRS;FIN
لتونی	lettone	لتونی	letton	N;SG	ADJ;FEM;SG
لتونی	lettons	لتونی	letton	N;SG	ADJ;MASC;PL
هانس	hans	هانس	hans	N;SG	PROPN
مهرداد	mehrdad	مهرداد	mehrdad	N;SG	PROPN
زاید	zayed	زاید	zayed	N;SG	PROPN
تحلیلی	analytiques	تحلیلی	analytique	N;SG	ADJ;MASC;PL
تحلیلی	analytique	تحلیلی	analytique	N;SG	ADJ;MASC;SG
تحلیلی	analytique	تحلیلی	analytique	N;SG	ADJ;MASC;SG
سائو	cao	سائو	cao	N;SG	PROPN
سائو	são	سائو	são	N;SG	PROPN
سائو	sao	سائو	sao	N;SG	PROPN
فردریک	frédéric	فردریک	frédéric	N;SG	PROPN
فردریک	frederic	فردریک	frederic	N;SG	PROPN
فردریک	frédéric	فردریک	frédéric	N;SG	PROPN
عقل	compréhensif	عقل	compréhensif	N;SG	ADJ;MASC;SG
عقل	comprendre	عقل	comprendre	N;SG	V;NFIN
عقل	compréhensive	عقل	compréhensif	N;SG	ADJ;FEM;SG
اندازی	démarré	اندازی	démarrer	N;SG	V;MASC;SG;PST;V.PTCP
اندازی	botté	اندازی	botter	N;SG	V;MASC;SG;PST;V.PTCP
مقیم	résidente	مقیم	résident	N;SG	ADJ;FEM;SG
مقیم	résidant	مقیم	résider	N;SG	V;PRS;V.PTCP
مقیم	résidents	مقیم	résident	N;SG	N;MASC;PL
مقیم	résidant	مقیم	résider	N;SG	V;PRS;V.PTCP
دن	dan	دن	dan	N;SG	PROPN
بیزانس	byzantin	بیزانس	byzantin	N;SG	ADJ;MASC;SG
بیزانس	byzantine	بیزانس	byzantin	N;SG	ADJ;FEM;SG
نیمی	demi	نیم	demi	N;SG	ADJ;MASC;SG
راجر	reçu	راجر	recevoir	N;SG	V;MASC;SG;PST;V.PTCP
قومیت	ethnique	قومیت	ethnique	N;SG	ADJ;MASC;SG
مقررات	réglementation	مقررات	réglementation	N;PL	N;FEM;SG
مقررات	règlementation	مقررات	règlementation	N;PL	N;FEM;SG
مقررات	règlement	مقررات	règlement	N;PL	N;MASC;SG
پوستر	poster	پوستر	poster	N;SG	V;NFIN
پوستر	affiches	پوستر	affiche	N;SG	N;FEM;PL
بلوز	bleus	بلوز	bleu	N;SG	ADJ;MASC;PL
بلوز	bleues	بلوز	bleu	N;SG	ADJ;FEM;PL
ذهنی	subjective	ذهن	subjectif	N;SG	ADJ;FEM;SG
ذهنی	subjectif	ذهن	subjectif	N;SG	ADJ;MASC;SG
ذهنی	subjectifs	ذهن	subjectif	N;SG	ADJ;MASC;PL
ذهنی	subjectives	ذهن	subjectif	N;SG	ADJ;FEM;PL
ذهنی	mentale	ذهن	mental	N;SG	ADJ;FEM;SG
ذهنی	mental	ذهن	mental	N;SG	ADJ;MASC;SG
ژن	gènes	ژن	gène	N;SG	N;MASC;PL
ژن	gene	ژن	gene	N;SG	PROPN
ژن	gènes	ژن	gène	N;SG	N;MASC;PL
ذیل	suivantes	ذیل	suivant	N;SG	ADJ;FEM;PL
ذیل	suivant	ذیل	suivre	N;SG	V;PRS;V.PTCP
کلیک	cliquer	کلیک	cliquer	N;SG	V;NFIN
کلیک	cliquez	کلیک	cliquer	N;SG	V;IMP;PL;2;PRS;FIN
کلیک	cliquant	کلیک	cliquer	N;SG	V;PRS;V.PTCP
کلیک	clics	کلیک	clic	N;SG	N;MASC;PL
باری	bari	بار	bari	N;SG	PROPN
منتخب	élire	منتخب	élire	N;SG	V;NFIN
بهینه	optimal	بهینه	optimal	N;SG	ADJ;MASC;SG
بهینه	optimum	بهینه	optimum	N;SG	ADJ;MASC;SG
بهینه	optimale	بهینه	optimal	N;SG	ADJ;FEM;SG
بهینه	optimisées	بهینه	optimiser	N;SG	V;FEM;PL;PST;V.PTCP
بهینه	optimisé	بهینه	optimiser	N;SG	V;MASC;SG;PST;V.PTCP
بهینه	optimisés	بهینه	optimiser	N;SG	V;MASC;PL;PST;V.PTCP
بهینه	optimisée	بهینه	optimiser	N;SG	V;FEM;SG;PST;V.PTCP
بهینه	optimal	بهینه	optimal	N;SG	ADJ;MASC;SG
بهینه	optimales	بهینه	optimal	N;SG	ADJ;FEM;PL
بهینه	optimum	بهینه	optimum	N;SG	ADJ;MASC;SG
بهینه	optimale	بهینه	optimal	N;SG	ADJ;FEM;SG
سالی	sally	سال	sally	N;SG	PROPN
بازتاب	réflexes	None	réflexe	N;SG	N;MASC;PL
بازتاب	reflets	None	reflet	N;SG	N;MASC;PL
بازتاب	réflexions	None	réflexion	N;SG	N;FEM;PL
بازتاب	reflets	None	reflet	N;SG	N;MASC;PL
دونفره	doubles	دونفره	double	N;SG	ADJ;MASC;PL
ویران	ruines	None	ruine	ADJ	N;FEM;PL
ویران	ruine	None	ruine	ADJ	N;FEM;SG
لوازم	accessoire	لازمه	accessoire	N;PL	N;MASC;SG
کوک	cuisiner	کوک	cuisiner	N;SG	V;NFIN
کوک	cuire	کوک	cuire	N;SG	V;NFIN
کوک	cook	کوک	cook	N;SG	PROPN
کوک	kok	کوک	kok	N;SG	PROPN
فلان	blah	فلان	blah	DET	
فلان	bla	فلان	bla	DET	
وایت	wyatt	وایت	wyatt	N;SG	PROPN
وایت	blanche	وایت	blanc	N;SG	ADJ;FEM;SG
وایت	blancs	وایت	blanc	N;SG	ADJ;MASC;PL
وایت	blanches	وایت	blanc	N;SG	ADJ;FEM;PL
دوازدهم	xii	دوازدهم	xii	ADJ	NUM
دوازدهم	twelfth	دوازدهم	twelfth	ADJ	PROPN
رمضان	ramazan	None	ramazan	N;SG	PROPN
کارلوس	carlos	کارلوس	carlos	N;SG	PROPN
معکوس	inverse	معکوس	inverse	N;SG	PROPN
معکوس	inversé	معکوس	inverser	N;SG	V;MASC;SG;PST;V.PTCP
معکوس	inverse	معکوس	inverse	N;SG	PROPN
معکوس	inverser	معکوس	inverser	N;SG	V;NFIN
معکوس	inversé	معکوس	inverser	N;SG	V;MASC;SG;PST;V.PTCP
جهاد	combattu	جهاد	combattre	N;SG	V;MASC;SG;PST;V.PTCP
جهاد	croisades	جهاد	croisade	N;SG	N;FEM;PL
حساسیت	sensibilités	حساسیت	sensibilité	N;SG	N;FEM;PL
حساسیت	allergies	حساسیت	allergie	N;SG	N;FEM;PL
حساسیت	allergiques	حساسیت	allergique	N;SG	ADJ;MASC;PL
حساسیت	allergiques	حساسیت	allergique	N;SG	ADJ;MASC;PL
حساسیت	allergies	حساسیت	allergie	N;SG	N;FEM;PL
حساسیت	allergiques	حساسیت	allergique	N;SG	ADJ;MASC;PL
حساسیت	allergique	حساسیت	allergique	N;SG	ADJ;MASC;SG
مجاور	adjacents	مجاور	adjacent	N;SG	ADJ;MASC;PL
مجاور	contiguës	مجاور	contiguer	N;SG	ADJ;FEM;PL
مجاور	adjacentes	مجاور	adjacent	N;SG	ADJ;FEM;PL
مجاور	adjacente	مجاور	adjacent	N;SG	ADJ;FEM;SG
مجاور	adjacent	مجاور	adjacent	N;SG	ADJ;MASC;SG
مجاور	proche	مجاور	proche	N;SG	ADJ;MASC;SG
آذری	azerbaïdjanais	آذر	azerbaïdjanais	N;SG	ADJ;MASC;SG
آذری	azéri	آذر	azéri	N;SG	ADJ;MASC;SG
کوین	kévin	کوین	kévin	N;SG	PROPN
کوین	kevin	کوین	kevin	N;SG	PROPN
فرکانس	fréquences	فرکانس	fréquence	N;SG	N;FEM;PL
فرکانس	fréquences	فرکانس	fréquence	N;SG	N;FEM;PL
ویل	will	ویل	will	N;SG	PROPN
ویل	fera	ویل	faire	N;SG	V;IND;SG;3;FUT;FIN
ویل	sera	ویل	être	N;SG	V;IND;SG;3;FUT;FIN
ویل	wil	ویل	wil	N;SG	
پولی	monétaire	پولی	monétaire	N;SG	ADJ;MASC;SG
گرند	grandiose	گشت#گرد	grandiose	N;SG	ADJ;MASC;SG
گرند	grand	گشت#گرد	grand	N;SG	ADJ;MASC;SG
دفع	repousse	None	repousser	N;SG	V;IND;SG;3;PRS;FIN
دفع	repousser	None	repousser	N;SG	V;NFIN
ثروت	richesses	None	richesse	N;SG	N;FEM;PL
بانکداری	banques	بانکداری	banque	N;SG	N;FEM;PL
بانکداری	bancaire	بانکداری	bancaire	N;SG	ADJ;MASC;SG
جم	jam	جم	jam	N;SG	PROPN
جم	confitures	جم	confiture	N;SG	N;FEM;PL
جم	gem	جم	gem	N;SG	PROPN
لنز	lentilles	لنز	lentille	N;SG	N;FEM;PL
لنز	lenz	لنز	lenz	N;SG	PROPN
بازرسی	inspecter	بازرسی	inspecter	N;SG	V;NFIN
بازرسی	inspections	بازرسی	inspection	N;SG	N;FEM;PL
یازده	eleven	None	eleven	NUM	PROPN
عمودی	verticalement	عمودی	verticalement	N;SG	ADV
عمودی	verticales	عمودی	vertical	N;SG	ADJ;FEM;PL
عمودی	verticalement	عمودی	verticalement	N;SG	ADV
عمودی	verticaux	عمودی	vertical	N;SG	ADJ;MASC;PL
عمودی	vertical	عمودی	vertical	N;SG	ADJ;MASC;SG
عمودی	verticale	عمودی	vertical	N;SG	ADJ;FEM;SG
همایون	humayun	همایون	humayun	N;SG	PROPN
همایون	homayoun	همایون	homayoun	N;SG	PROPN
بوستون	boston	بوستون	boston	N;SG	PROPN
مسافر	passagère	مسافر	passager	N;SG	ADJ;FEM;SG
مسافر	passagers	مسافر	passager	N;SG	N;MASC;PL
مسافر	voyageurs	مسافر	voyageur	N;SG	N;MASC;PL
مسافر	passagers	مسافر	passager	N;SG	N;MASC;PL
فرشته	angélique	فرشته	angélique	N;SG	ADJ;MASC;SG
فرشته	angel	فرشته	angel	N;SG	PROPN
فرشته	anges	فرشته	ange	N;SG	N;MASC;PL
فلز	métaux	فلز	métal	N;SG	N;MASC;PL
فلز	métallique	فلز	métallique	N;SG	ADJ;MASC;SG
فلز	métalliques	فلز	métallique	N;SG	ADJ;MASC;PL
فلز	métallisé	فلز	métalliser	N;SG	V;MASC;SG;PST;V.PTCP
فلز	métallique	فلز	métallique	N;SG	ADJ;MASC;SG
فلز	métalliques	فلز	métallique	N;SG	ADJ;MASC;PL
شایسته	droiture	شایسته	droiture	ADJ	N;FEM;SG
بدنی	physique	بدنی	physique	N;SG	ADJ;MASC;SG
بدنی	physiques	بدنی	physique	N;SG	ADJ;MASC;PL
مدینه	medina	مدینه	medina	N;SG	PROPN
مدینه	médine	مدینه	médine	N;SG	PROPN
کارشناسان	ingénieur	کارشناس	ingénieur	N;PL	N;MASC;SG
عشایر	nomade	عشیره	nomade	N;PL	ADJ;MASC;SG
عشایر	nomades	عشیره	nomade	N;PL	ADJ;MASC;PL
طلاق	divorcer	طلاق	divorcer	N;SG	V;NFIN
طلاق	divorces	طلاق	divorce	N;SG	N;MASC;PL
طلاق	divorcées	طلاق	divorcé	N;SG	V;FEM;PL;PST;V.PTCP
طلاق	divorcée	طلاق	divorcer	N;SG	V;FEM;SG;PST;V.PTCP
طلاق	divorcé	طلاق	divorcer	N;SG	V;MASC;SG;PST;V.PTCP
طلاق	divorcés	طلاق	divorcer	N;SG	V;MASC;PL;PST;V.PTCP
خودروسازی	automobile	خودروسازی	automobile	N;SG	ADJ;MASC;SG
تاریکی	ténèbres	None	ténèbre	N;SG	N;FEM;PL
لهجه	accents	لهجه	accent	N;SG	N;MASC;PL
لهجه	accentué	لهجه	accentuer	N;SG	V;MASC;SG;PST;V.PTCP
لهجه	accents	لهجه	accent	N;SG	N;MASC;PL
دشوار	hard	دشوار	hard	ADJ	N;MASC;SG
برند	marque	None	marque	V;SBJV;PL;3;PRS	N;FEM;SG
غذاهای	vaisselle	غذا	vaisselle	N;PL	N;FEM;SG
سکوت	silences	سکوت	silence	N;SG	N;MASC;PL
برگردان	annuler	برگرد	annuler	N;SG	V;NFIN
برگردان	défaire	برگرد	défaire	N;SG	V;NFIN
ویلسون	wilson	ویلسون	wilson	N;SG	PROPN
اسکی	skier	اسکی	skier	N;SG	V;NFIN
برطرف	soulagés	برطرف	soulager	ADJ	V;MASC;PL;PST;V.PTCP
برطرف	soulagée	برطرف	soulager	ADJ	V;FEM;SG;PST;V.PTCP
برطرف	soulagé	برطرف	soulager	ADJ	V;MASC;SG;PST;V.PTCP
مکعب	cubique	None	cubique	N;SG	ADJ;MASC;SG
مکعب	cubique	None	cubique	N;SG	ADJ;MASC;SG
مفصل	détaillées	مفصل	détailler	N;SG	V;FEM;PL;PST;V.PTCP
مفصل	détaillée	مفصل	détailler	N;SG	V;FEM;SG;PST;V.PTCP
مفصل	détaillé	مفصل	détailler	N;SG	V;MASC;SG;PST;V.PTCP
مفصل	joint	مفصل	joindre	N;SG	V;MASC;SG;PST;V.PTCP
سلولی	cellulaire	None	cellulaire	N;SG	ADJ;MASC;SG
سلولی	cellulaires	None	cellulaire	N;SG	ADJ;MASC;PL
عددی	numérique	عدد	numérique	N;SG	ADJ;MASC;SG
عددی	numérique	عدد	numérique	N;SG	ADJ;MASC;SG
عددی	numériques	عدد	numérique	N;SG	ADJ;MASC;PL
قطبی	polaires	قطبی	polaire	N;SG	ADJ;MASC;PL
قطبی	polaire	قطبی	polaire	N;SG	ADJ;MASC;SG
قطبی	arctique	قطبی	arctique	N;SG	ADJ;MASC;SG
اخترشناسی	astronomiques	اخترشناسی	astronomique	N;SG	ADJ;MASC;PL
اخترشناسی	astronomique	اخترشناسی	astronomique	N;SG	ADJ;MASC;SG
کنگو	congolais	کنگو	congolais	N;SG	ADJ;MASC;SG
کوپا	copa	کوپا	copa	N;SG	PROPN
یوهان	johann	یوهان	johann	N;SG	PROPN
یوهان	johan	یوهان	johan	N;SG	PROPN
مهارت	aptitudes	مهارت	aptitude	N;SG	N;FEM;PL
مهارت	compétences	مهارت	compétence	N;SG	N;FEM;PL
مهارت	compétences	مهارت	compétence	N;SG	N;FEM;PL
آکسفورد	oxford	آکسفورد	oxford	N;SG	PROPN
پتانسیل	potentialités	None	potentialité	N;SG	N;FEM;PL
پتانسیل	potentiels	None	potentiel	N;SG	ADJ;MASC;PL
پتانسیل	potentielle	None	potentiel	N;SG	ADJ;FEM;SG
باریک	étroite	باریک	étroit	N;SG	ADJ;FEM;SG
باریک	étroits	باریک	étroit	N;SG	ADJ;MASC;PL
باریک	étroites	باریک	étroit	N;SG	ADJ;FEM;PL
باریک	étroit	باریک	étroit	N;SG	ADJ;MASC;SG
ریسک	risques	None	risque	N;SG	N;MASC;PL
کنسول	consoles	کنسول	console	N;SG	N;FEM;PL
مور	mor	مور	mor	N;SG	
مور	moore	مور	moore	N;SG	PROPN
سادگی	simplement	سادگی	simplement	N;SG	ADV
آداب	etiquette	None	etiquette	N;PL	N;FEM;SG
آداب	étiquette	None	étiquette	N;PL	N;FEM;SG
بازیابی	restaurer	بازیابی	restaurer	N;SG	V;NFIN
بازیابی	restaure	بازیابی	restaurer	N;SG	V;IND;SG;3;PRS;FIN
بازیابی	rétablir	بازیابی	rétablir	N;SG	V;NFIN
بازیابی	récupèrent	بازیابی	récuper	N;SG	V;IND;PL;3;PRS;FIN
بازیابی	récupérer	بازیابی	récupérer	N;SG	V;NFIN
بازیابی	récupérer	بازیابی	récupérer	N;SG	V;NFIN
تحریم	boycotter	تحریم	boycotter	N;SG	V;NFIN
تحریم	sanctions	تحریم	sanction	N;SG	N;FEM;PL
احمدآباد	ahmedabad	احمدآباد	ahmedabad	N;SG	PROPN
ذوب	fondre	ذوب	fondre	N;SG	V;NFIN
ذوب	fondant	ذوب	fonder	N;SG	V;PRS;V.PTCP
قبر	tombe	قبر	tomber	N;SG	V;IND;SG;3;PRS;FIN
قبر	grave	قبر	grave	N;SG	ADJ;MASC;SG
دیپلم	diplômes	دیپلم	diplôme	N;SG	N;MASC;PL
تیمی	timmy	تیم	timmy	N;SG	PROPN
والی	wally	والی	wally	N;SG	PROPN
والی	vali	والی	valoir	N;SG	PROPN
فریدریش	friedrich	فریدریش	friedrich	N;SG	PROPN
فریدریش	frédéric	فریدریش	frédéric	N;SG	PROPN
فریدریش	frédéric	فریدریش	frédéric	N;SG	PROPN
ژنتیکی	génétique	ژنتیکی	génétique	N;SG	ADJ;MASC;SG
ژنتیکی	génétiques	ژنتیکی	génétique	N;SG	ADJ;MASC;PL
وابستگی	dépendances	وابستگی	dépendance	N;SG	N;FEM;PL
مراقبت	attentionnée	مراقبت	attentionné	N;SG	V;FEM;SG;PST;V.PTCP
مراقبت	soins	مراقبت	soin	N;SG	N;MASC;PL
سپاهان	sepahan	سپاه	sepahan	N;PL	PROPN
برش	cut	None	cevoir	N;SG	PROPN
برش	couper	None	couper	N;SG	V;NFIN
برش	coupé	None	couper	N;SG	V;MASC;SG;PST;V.PTCP
برش	coupez	None	coupez	N;SG	V;IMP;PL;2;PRS;FIN
صادرات	exporter	صادرات	exporter	N;PL	V;NFIN
صادرات	exportation	صادرات	exportation	N;PL	N;FEM;SG
صادرات	exporter	صادرات	exporter	N;PL	V;NFIN
صادرات	exportateur	صادرات	exportateur	N;PL	N;MASC;SG
صادرات	exportation	صادرات	exportation	N;PL	N;FEM;SG
خونی	sanguin	None	sanguin	N;SG	ADJ;MASC;SG
خونی	blood	None	blood	N;SG	PROPN
جانور	bête	None	bête	N;SG	ADJ;FEM;SG
بزرگسالان	adulte	بزرگسال	adulte	N;PL	ADJ;MASC;SG
بزرگسالان	adulte	بزرگسال	adulte	N;PL	ADJ;MASC;SG
وصل	connecter	وصل	connecter	N;SG	V;NFIN
وصل	connectez	وصل	connecter	N;SG	V;IMP;PL;2;PRS;FIN
مطلوب	désirée	مطلوب	désirer	ADJ	V;FEM;SG;PST;V.PTCP
مطلوب	désiré	مطلوب	désirer	ADJ	V;MASC;SG;PST;V.PTCP
مطلوب	souhaités	مطلوب	souhaiter	ADJ	V;MASC;PL;PST;V.PTCP
مطلوب	souhaitée	مطلوب	souhaiter	ADJ	V;FEM;SG;PST;V.PTCP
مطلوب	souhaité	مطلوب	souhaiter	ADJ	V;MASC;SG;PST;V.PTCP
آستین	austin	آستین	austin	N;SG	PROPN
آستین	manches	آستین	manche	N;SG	N;FEM;PL
بولیوی	boliviens	بولیوی	bolivien	N;SG	ADJ;MASC;PL
بولیوی	bolivienne	بولیوی	bolivien	N;SG	ADJ;FEM;SG
بولیوی	bolivien	بولیوی	bolivien	N;SG	ADJ;MASC;SG
بولیوی	bolivie	بولیوی	bolivie	N;SG	PROPN
بولیوی	bolivie	بولیوی	bolivie	N;SG	PROPN
خراب	ruiner	None	ruiner	ADJ	V;NFIN
خراب	ruine	None	ruine	ADJ	N;FEM;SG
خراب	gâcher	None	gâcher	ADJ	V;NFIN
خراب	corrompu	None	corrompre	ADJ	V;MASC;SG;PST;V.PTCP
خراب	corrompue	None	corrompre	ADJ	V;FEM;SG;PST;V.PTCP
خراب	corrompues	None	corrompre	ADJ	V;FEM;PL;PST;V.PTCP
خراب	corrompus	None	corrompre	ADJ	V;MASC;PL;PST;V.PTCP
قدم	step	قدم	step	N;SG	PROPN
جاسوسی	espionner	جاسوسی	espionner	N;SG	V;NFIN
جاسوسی	espions	جاسوسی	espion	N;SG	N;MASC;PL
مایک	mike	مایک	mike	N;SG	PROPN
یونیورسال	universal	یونیورسال	universal	N;SG	PROPN
یونیورسال	universels	یونیورسال	universel	N;SG	ADJ;MASC;PL
یونیورسال	universelle	یونیورسال	universel	N;SG	ADJ;FEM;SG
یونیورسال	universel	یونیورسال	universel	N;SG	ADJ;MASC;SG
سامان	saman	سامان	saman	N;SG	PROPN
گربه	chats	گربه	chat	N;SG	N;MASC;PL
گربه	chats	گربه	chat	N;SG	N;MASC;PL
گربه	cat	گربه	cat	N;SG	
اندام	organes	اندام	organe	N;SG	N;MASC;PL
خیام	khayyam	خیام	khayyam	N;SG	PROPN
چارلی	charlie	چارلی	charlie	N;SG	PROPN
آینه	rétroviseurs	آینه	rétroviseur	N;SG	N;MASC;PL
آینه	miroirs	آینه	miroir	N;SG	N;MASC;PL
آینه	miroirs	آینه	miroir	N;SG	N;MASC;PL
افغان	afghan	افغان	afghan	N;SG	ADJ;MASC;SG
افغان	afghans	افغان	afghan	N;SG	ADJ;MASC;PL
افغان	afghane	افغان	afghane	N;SG	ADJ;FEM;SG
منهتن	manhattan	منهتن	manhattan	N;SG	PROPN
هامبورگ	hambourg	هامبورگ	hambourg	N;SG	PROPN
هامبورگ	hamburg	هامبورگ	hamburg	N;SG	PROPN
متمایز	distinguées	متمایز	distinguer	ADJ	V;FEM;PL;PST;V.PTCP
متمایز	distingués	متمایز	distinguer	ADJ	V;MASC;PL;PST;V.PTCP
متمایز	distinguée	متمایز	distinguer	ADJ	V;FEM;SG;PST;V.PTCP
متمایز	distingué	متمایز	distinguer	ADJ	V;MASC;SG;PST;V.PTCP
