evakuasi	انخلاء	evakuasi	انخلاء	N;SG	PROPN;NOM;MASC;SG;3
moody	اُداس	moody	اُداس	PROPN	;MASC;SG;3
moody	برہمی	moody	برہمی	PROPN	N;NOM;MASC;SG;3
moody	بیزاری.	moody	بیزاری.	PROPN	PROPN;NOM;MASC;SG;3
perangkap	کھٹکا	penrangkap	کھٹکا	N;SG	V;PFV;MASC;SG;V.PTCP;ACT
perangkap	کھٹکا	penrangkap	کھٹکا	N;SG	V;PFV;MASC;SG;V.PTCP;ACT
perangkap	جال	penrangkap	جال	N;SG	V;ACT
kalori	حرارہ	kalori	حرارہ	N;SG	PROPN;NOM;MASC;SG;3
observer	مشاہد	observer	مشاہد	PROPN	PROPN;NOM;MASC;SG;3
petty	محدود	petty	محدود	PROPN	ADJ
petty	اوچھا	petty	اوچھ	PROPN	PROPN;NOM;MASC;SG;3
petty	معمولی.	petty	معمولی.	PROPN	PROPN;NOM;MASC;SG;3
petty	گھٹیا	petty	گھٹیا	PROPN	ADJ
petty	خورد	petty	خورد	PROPN	PROPN;NOM;MASC;SG;3
petty	کمتر	petty	کمتر	PROPN	ADJ
petty	کوچک	petty	کوچک	PROPN	PROPN;NOM;MASC;SG;3
petty	کمینہ	petty	کمینہ	PROPN	
petty	چھوٹا	petty	چھوٹا	PROPN	ADJ;NOM;MASC;SG
petty	محدود	petty	محدود	PROPN	ADJ
petty	ادنیٰ	petty	ادنیٰ	PROPN	PROPN;NOM;MASC;SG;3
petty	اوچھا	petty	اوچھ	PROPN	PROPN;NOM;MASC;SG;3
petty	معمولی.	petty	معمولی.	PROPN	PROPN;NOM;MASC;SG;3
petty	گھٹیا	petty	گھٹیا	PROPN	ADJ
petty	خورد	petty	خورد	PROPN	PROPN;NOM;MASC;SG;3
petty	کمتر	petty	کمتر	PROPN	ADJ
petty	کوچک	petty	کوچک	PROPN	PROPN;NOM;MASC;SG;3
petty	کمینہ	petty	کمینہ	PROPN	
panther	پوما	panther	پوما	N	PROPN;NOM;MASC;SG;3
panther	تیندوا	panther	تیندوا	N	PROPN;NOM;MASC;SG;3
shine	روشن	shine	روشن	PROPN	ADJ
shine	تابناکی.	shine	تابناکی.	PROPN	PROPN;NOM;MASC;SG;3
shine	روشنی	shine	روشنی	PROPN	N;NOM;MASC;SG;3
shine	جودت	shine	جودت	PROPN	PROPN;NOM;MASC;SG;3
shine	(	shine	(	PROPN	
shine	روشن	shine	روشن	PROPN	ADJ
shine	تابناکی.	shine	تابناکی.	PROPN	PROPN;NOM;MASC;SG;3
shine	تابانی	shine	تابانی	PROPN	PROPN;NOM;MASC;SG;3
shine	روشنی	shine	روشنی	PROPN	N;NOM;MASC;SG;3
shine	چمک	shine	چمک	PROPN	N;NOM;MASC;SG;3
shine	چمکنا	shine	چمک	PROPN	V;MASC;SG;NFIN;ACT
shine	جودت	shine	جودت	PROPN	PROPN;NOM;MASC;SG;3
shine	(	shine	(	PROPN	
penghentian	روکنا	penhentian	روک	N;SG	V;NFIN
penghentian	ترک	penhentian	ترک	N;SG	PROPN;NOM;MASC;SG;3
penghentian	بند	penhentian	بند	N;SG	ADJ
kosmologi	سماوی	kosmologi	سماوی	N	
kosmologi	آفاقی	kosmologi	آفاقی	N	ADJ
kosmologi	کونیاتی	kosmologi	کونیاتی	N	ADJ
kosmologi	کونی	kosmologi	کونی	N	PROPN;NOM;MASC;SG;3
kosmologi	سماویات.	kosmologi	سماویات.	N	V;IPFV;MASC;SG;V.PTCP;ACT
kosmologi	آفاق	kosmologi	آفاق	N	PROPN;NOM;MASC;SG;3
bocor	رسنے	bocor	رسنہ		V;SG;V.PTCP;ACT
lincah	چنچل	lincah	چنچل	ADJ;SG	PROPN;NOM;MASC;SG;3
lincah	شوخ.	lincah	شوخ.	ADJ;SG	PROPN;NOM;MASC;SG;3
ciuman	بوسہ.	ciuman	بوسہ.	N;SG	PROPN;NOM;MASC;SG;3
integer	تکملہ.	integer	تکملہ.	N	PROPN;NOM;MASC;SG;3
bibliografi	ناشر	bibliografi	ناشر	N	PROPN;NOM;MASC;SG;3
heather	اریکا.	heather	اریکا.	PROPN	PROPN;NOM;MASC;SG;3
apartheid	علاحدگی.	apartheid	علحدگین	PROPN	PROPN;NOM;MASC;SG;3
twist	مڑنا	twist	مڑ	N	V;SG;NFIN;ACT
twist	گھماؤ.	twist	گھماؤ.	N	PROPN;NOM;MASC;SG;3
twist	توڑنے	twist	توڑ	N	V;ACC;NFIN
twist	(	twist	(	N	
twist	عجیب	twist	عجیب	N	ADJ
twist	بُننا.	twist	بُننا.	N	V;SG;NFIN;ACT
twist	چکرانا.	twist	چکرانا.	N	PROPN;NOM;MASC;SG;3
twist	مروڑنا.	twist	مروڑنان	N	V;NFIN;ACT
twist	مڑنا	twist	مڑ	N	V;SG;NFIN;ACT
twist	گھماؤ.	twist	گھماؤ.	N	PROPN;NOM;MASC;SG;3
twist	توڑنے	twist	توڑ	N	V;ACC;NFIN
twist	(	twist	(	N	
twist	عجیب	twist	عجیب	N	ADJ
twist	بُننا.	twist	بُننا.	N	V;SG;NFIN;ACT
twist	چکرانا.	twist	چکرانا.	N	PROPN;NOM;MASC;SG;3
twist	مروڑنا.	twist	مروڑنان	N	V;NFIN;ACT
waltz	out	waltz	out	PROPN	
dipisah	کچدھات	dipisah	کچدھ	V;SG;PASS	PROPN;NOM;MASC;SG;3
dipisah	کاٹنا	dipisah	کاٹنا	V;SG;PASS	V;MASC;SG;NFIN;ACT
dipisah	(	dipisah	(	V;SG;PASS	
dipisah	چھنٹائی	dipisah	چھنٹائی	V;SG;PASS	V;PFV;FEM;SG;V.PTCP;ACT
dipisah	الگ	dipisah	الگ	V;SG;PASS	ADJ
dipisah	کچدھات	dipisah	کچدھ	V;SG;PASS	PROPN;NOM;MASC;SG;3
dipisah	کاٹنا	dipisah	کاٹنا	V;SG;PASS	V;MASC;SG;NFIN;ACT
dipisah	(	dipisah	(	V;SG;PASS	
dipisah	چھنٹائی	dipisah	چھنٹائی	V;SG;PASS	V;PFV;FEM;SG;V.PTCP;ACT
dipisah	جداگانہ	dipisah	جداگانہ	V;SG;PASS	ADJ
jie	دھار	jie	دھار	PROPN	V;ACT
jie	پانی	jie	پانی	PROPN	N;NOM;MASC;SG;3
kemih	پھپھولا	kemih	پھپھولا	PROPN	PROPN;NOM;MASC;SG;3
kemih	چھالا	kemih	چھالا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
kemih	آبلہ.	kemih	آبلہ.	PROPN	PROPN;NOM;MASC;SG;3
dedaunan	برگ	dedaunan	برگ	N	PROPN;NOM;MASC;SG;3
dedaunan	پتّے	dedaunan	پتیے	N	V;MASC;SG;V.PTCP;ACT
deposit	چٹان	deposit	چٹان	PROPN	PROPN;NOM;MASC;SG;3
kenari	اخروٹ.	kenari	اخروٹ.	PROPN;SG	PROPN;NOM;MASC;SG;3
selai	بھینچ	selai	بھینچ	N;SG	V;ACT
selai	رُبّ	selai	رُبّ	N;SG	PROPN;NOM;MASC;SG;3
selai	گھسانا	selai	گھسانا	N;SG	
selai	جام.	selai	جام.	N;SG	PROPN;NOM;MASC;SG;3
selai	ٹھونسنا	selai	ٹھونسنا	N;SG	PROPN;NOM;MASC;SG;3
selai	بھرنا.	selai	بھرنا.	N;SG	
selai	فشار	selai	فشار	N;SG	PROPN;NOM;MASC;SG;3
selai	دباؤ.	selai	دباؤ.	N;SG	PROPN;NOM;MASC;SG;3
ave	الوداع.	ave	الوداع.	PROPN	PROPN;NOM;MASC;SG;3
penyayang	ہمدردانہ	pensayang	ہمدردانہ	N;SG	ADJ
terompet	نرسنگا.	terompet	نرسنگا.	N;SG	PROPN;NOM;MASC;SG;3
terompet	بگل	terompet	بگل	N;SG	V;SG;ACT
terompet	ترّم	terompet	ترّم	N;SG	
terompet	نفیر	terompet	نفیر	N;SG	PROPN;NOM;MASC;SG;3
terompet	ترّم	terompet	ترّم	N;SG	
terompet	قرنا	terompet	قرنا	N;SG	PROPN;NOM;MASC;SG;3
terompet	نفیر	terompet	نفیر	N;SG	PROPN;NOM;MASC;SG;3
terompet	بھونپو	terompet	بھونپو	N;SG	PROPN;NOM;MASC;SG;3
terompet	گجر	terompet	گجر	N;SG	PROPN;NOM;MASC;SG;3
terompet	بنانا.	terompet	بناناؤ	N;SG	V;MASC;SG;NFIN;ACT
terompet	سنکھ	terompet	سنکھ	N;SG	PROPN;NOM;MASC;SG;3
terompet	گھگو	terompet	گھگو	N;SG	
terompet	بھونپو	terompet	بھونپو	N;SG	PROPN;NOM;MASC;SG;3
terompet	گجر	terompet	گجر	N;SG	PROPN;NOM;MASC;SG;3
terompet	بنانا.	terompet	بناناؤ	N;SG	V;MASC;SG;NFIN;ACT
terompet	سنکھ	terompet	سنکھ	N;SG	PROPN;NOM;MASC;SG;3
terompet	گھگو	terompet	گھگو	N;SG	
buzz	گنگنانا.	buzz	گنگنانا.	PROPN	PROPN;NOM;MASC;SG;3
mengagumkan	بارعب	menkagumkan	بارعب	V;SG;ACT	PROPN;NOM;MASC;SG;3
mengagumkan	پسندیدہ	menkagumkan	پسندیدہ	V;SG;ACT	ADJ
hunian	مستقر.	hunian	مستقر.	N;SG	ADJ
hunian	مستقر.	hunian	مستقر.	N;SG	ADJ
rebus	ہلچل	rebus	ہلچل	N	V;ACT
pembaptisan	تصبیغ.	penbaptisan	تصبیغ.	N	PROPN;NOM;MASC;SG;3
instant	فوری	instant	فوری	PROPN	ADJ
didalam	شکم.	didalam	شکم.	ADP;SG;PASS	PROPN;NOM;MASC;SG;3
didalam	اندرونی.	didalam	اندرونی.	ADP;SG;PASS	PROPN;NOM;MASC;SG;3
didalam	در	didalam	در	ADP;SG;PASS	
didalam	درمیان.	didalam	درمیان.	ADP;SG;PASS	PROPN;NOM;MASC;SG;3
didalam	میں	didalam	میں	ADP;SG;PASS	PRO;NOM;SG;1
didalam	کمتر	didalam	کمتر	ADP;SG;PASS	ADJ
kompleksitas	الجھائو	kompleksitas	الجھائو	N;SG	PROPN;NOM;MASC;SG;3
kompleksitas	الجھائو	kompleksitas	الجھائو	N;SG	PROPN;NOM;MASC;SG;3
kompleksitas	الجھائو	kompleksitas	الجھائو	N;SG	PROPN;NOM;MASC;SG;3
lulu	عمدہ	lulu	عمدہ	PROPN	ADJ
lulu	غیرمعمولی	lulu	غیرمعمولی	PROPN	ADJ
vegetarian	دہی	vegetarian	دہی	N;SG	
vegetarian	بقولاتی	vegetarian	بقولاتی	N;SG	V;IPFV;FEM;SG;V.PTCP;ACT
menggigit	کٹیلا	mengigit	کٹیلا		PROPN;NOM;MASC;SG;3
menggigit	کاٹ	mengigit	کاٹ		V;ACT
menggigit	تیزی.	mengigit	تیزی.		PROPN;NOM;MASC;SG;3
menggigit	چارہ	mengigit	چارہ		N;NOM;MASC;SG;3
menggigit	تیز	mengigit	تیز		ADJ
menggigit	سانپ	mengigit	سانپ		N;NOM;MASC;SG;3
zalim	بدی	zalim	بدی	ADJ;SG	PROPN;NOM;MASC;SG;3
zalim	خطا	zalim	خطا	ADJ;SG	PROPN;NOM;MASC;SG;3
zalim	بدی	zalim	بدی	ADJ;SG	PROPN;NOM;MASC;SG;3
patuh	تابع	patuh	تابع	ADJ;SG	N;NOM;MASC;SG;3
gothic	وحشیانہ	gothic	وحشیانہ	PROPN	ADJ
costume	پوشاک	costume	پوشاک	PROPN	PROPN;NOM;MASC;SG;3
riil	بہت.	riil	بہت.	PROPN;SG	PROPN;NOM;MASC;SG;3
riil	اصلی	riil	اصلی	PROPN;SG	ADJ
riil	بہت.	riil	بہت.	PROPN;SG	PROPN;NOM;MASC;SG;3
kusta	مردود	kusta	مردود	N	PROPN;NOM;MASC;SG;3
kusta	فلسی.	kusta	فلسی.	N	PROPN;NOM;MASC;SG;3
kusta	مبروص	kusta	مبروص	N	PROPN;NOM;MASC;SG;3
kusta	جذامی	kusta	جذامی	N	PROPN;NOM;MASC;SG;3
kusta	برص	kusta	برص	N	
kusta	جذام	kusta	جذام	N	PROPN;NOM;MASC;SG;3
kusta	کوڑھ	kusta	کوڑھ	N	
kusta	برص	kusta	برص	N	
kusta	جذام	kusta	جذام	N	PROPN;NOM;MASC;SG;3
merit	شرف	merit	شرف	PROPN	N;NOM;MASC;SG;3
merit	اچھائی	merit	اچھائی	PROPN	N;NOM;FEM;SG;3
merit	(	merit	(	PROPN	
merit	نیکیاں	merit	نیکی	PROPN	N;NOM;MASC;PL;3
merit	خوبی	merit	خوبی	PROPN	N;NOM;MASC;SG;3
merit	فضلیت	merit	فضلیت	PROPN	N;NOM;MASC;SG;3
gatal	جربی.	gatal	جربی.	N	PROPN;NOM;MASC;SG;3
gatal	کھجلی	gatal	کھجلی	N	V;PFV;FEM;SG;V.PTCP;ACT
cawan	ساغر	cawan	ساغر	PROPN;SG	PROPN;NOM;MASC;SG;3
cawan	پیمانہ	cawan	پیمانہ	PROPN;SG	N;NOM;MASC;SG;3
cawan	اتھلی	cawan	اتھلی	PROPN;SG	PROPN;NOM;MASC;SG;3
cawan	بھاگ	cawan	بھاگ	PROPN;SG	V;ACT
cawan	پیالہ	cawan	پیالہ	PROPN;SG	PROPN;NOM;MASC;SG;3
cawan	پیالی	cawan	پیالی	PROPN;SG	N;NOM;FEM;SG;3
menyesal	(	mensesal	(	V;SG;ACT	
desi	مثالی.	desi	مثالی.	PROPN	PROPN;NOM;MASC;SG;3
desi	منتخب	desi	منتخب	PROPN	ADJ
naked	تبصرے	naked	تبصرا	PROPN	N;NOM;MASC;SG;3
naked	کھلا	naked	کھل	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
naked	مبرّا.	naked	مبرّا.	PROPN	PROPN;NOM;MASC;SG;3
naked	سادہ	naked	سادہ	PROPN	ADJ
naked	پتّیوں	naked	پتلی	PROPN	N;ACC;MASC;PL;3
naked	(	naked	(	PROPN	
naked	آشکارا	naked	آشکارا	PROPN	PROPN;NOM;MASC;SG;3
naked	بالوں	naked	بال	PROPN	N;ACC;MASC;PL;3
naked	کھلا.	naked	کھلا.	PROPN	
naked	عریاں.	naked	عریاںؤ	PROPN	V;MASC;PL;FIN;ACT
naked	تبصرے	naked	تبصرا	PROPN	N;NOM;MASC;SG;3
naked	کھلا	naked	کھل	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
naked	مبرّا.	naked	مبرّا.	PROPN	PROPN;NOM;MASC;SG;3
naked	سادہ	naked	سادہ	PROPN	ADJ
naked	پتّیوں	naked	پتلی	PROPN	N;ACC;MASC;PL;3
naked	ننگا	naked	ننگا	PROPN	N;NOM;MASC;SG;3
naked	عاری	naked	عاری	PROPN	ADJ
naked	برہنہ	naked	برہنہ	PROPN	ADJ
naked	(	naked	(	PROPN	
naked	آشکارا	naked	آشکارا	PROPN	PROPN;NOM;MASC;SG;3
naked	بالوں	naked	بال	PROPN	N;ACC;MASC;PL;3
naked	کھلا.	naked	کھلا.	PROPN	
naked	عریاں.	naked	عریاںؤ	PROPN	V;MASC;PL;FIN;ACT
prospek	آگے	prospek	آگے	N;SG	ADV;NOM;MASC;SG;3
prospek	مختار	prospek	مختار	N;SG	ADJ
prospek	آگے	prospek	آگے	N;SG	ADV;NOM;MASC;SG;3
prospek	رصاص	prospek	رصاص	N;SG	
prospek	مختار	prospek	مختار	N;SG	ADJ
keagungan	دبدبہ.	keagungan	دبدبہ.	N;SG	PROPN;NOM;MASC;SG;3
keagungan	شکوہ	keagungan	شکوہ	N;SG	PROPN;NOM;MASC;SG;3
keagungan	دبدبہ.	keagungan	دبدبہ.	N;SG	PROPN;NOM;MASC;SG;3
keagungan	شکوہ	keagungan	شکوہ	N;SG	PROPN;NOM;MASC;SG;3
keagungan	بُزرگی	keagungan	بُزرگی	N;SG	PROPN;NOM;MASC;SG;3
longgar	منتشر.	longgar	منتشر.	ADJ;SG	PROPN;NOM;MASC;SG;3
longgar	آزاد	longgar	آزاد	ADJ;SG	PROPN;NOM;MASC;SG;3
longgar	ناوابستہ.	longgar	ناوابستہ.	ADJ;SG	PROPN;NOM;MASC;SG;3
longgar	(	longgar	(	ADJ;SG	
longgar	چھوڑنا.	longgar	چھوڑنا.	ADJ;SG	V;NFIN;ACT
longgar	اوباش	longgar	اوباش	ADJ;SG	N;NOM;MASC;SG;3
longgar	بھربھرا.	longgar	بھربھرا.	ADJ;SG	PROPN;NOM;MASC;SG;3
longgar	بافراغت	longgar	بافراغت	ADJ;SG	PROPN;NOM;MASC;SG;3
longgar	چلانا.	longgar	چلاناؤ	ADJ;SG	V;MASC;SG;NFIN;ACT
kerumunan	انبار	kerumunan	انبار	N;SG	
kerumunan	ستانا.	kerumunan	ستاناؤ	N;SG	PROPN;NOM;MASC;SG;3
kerumunan	جمگھٹا.	kerumunan	جمگھٹا.	N;SG	PROPN;NOM;MASC;SG;3
kerumunan	ڈھیر	kerumunan	ڈھیر	N;SG	V;ACT
kerumunan	ناظرین	kerumunan	ناظر	N;SG	N;NOM;MASC;PL;3
kerumunan	انبار	kerumunan	انبار	N;SG	
kerumunan	ستانا.	kerumunan	ستاناؤ	N;SG	PROPN;NOM;MASC;SG;3
kerumunan	جمگھٹا.	kerumunan	جمگھٹا.	N;SG	PROPN;NOM;MASC;SG;3
kerumunan	انبوہ	kerumunan	انبوہ	N;SG	PROPN;NOM;MASC;SG;3
kerumunan	ڈھیر	kerumunan	ڈھیر	N;SG	V;ACT
kerumunan	ناظرین	kerumunan	ناظر	N;SG	N;NOM;MASC;PL;3
hundred	c	hundred	c	PROPN	V;MASC;SG;ACT
hundred	صد.	hundred	صد.	PROPN	
licik	سازشیں	licik	سازش	ADJ;SG	N;NOM;MASC;PL;3
licik	چالیں	licik	چال	ADJ;SG	N;NOM;MASC;PL;3
licik	عیّار	licik	عیّار	ADJ;SG	PROPN;NOM;MASC;SG;3
licik	پھیرکا	licik	پھیرکا	ADJ;SG	PROPN;NOM;MASC;SG;3
licik	راست	licik	راست	ADJ;SG	
licik	ٹیڑھا	licik	ٹیڑھا	ADJ;SG	V;PFV;MASC;SG;V.PTCP;ACT
licik	آوارہ	licik	آوارہ	ADJ;SG	PROPN;NOM;MASC;SG;3
licik	کائیاں	licik	کائی	ADJ;SG	N;NOM;MASC;PL;3
licik	کائیاں	licik	کائی	ADJ;SG	N;NOM;MASC;PL;3
licik	عیّار	licik	عیّار	ADJ;SG	PROPN;NOM;MASC;SG;3
licik	اپج	licik	اپج	ADJ;SG	
licik	اچھوتا	licik	اچھوتا	ADJ;SG	PROPN;NOM;MASC;SG;3
licik	ترکیب	licik	ترکیب	ADJ;SG	N;NOM;FEM;SG;3
licik	اختراع.	licik	اختراع.	ADJ;SG	PROPN;NOM;MASC;SG;3
licik	حکمت	licik	حکمت	ADJ;SG	N;NOM;MASC;SG;3
licik	چالباز	licik	چالباز	ADJ;SG	PROPN;NOM;MASC;SG;3
tonjolan	پھوڑا.	tonjolan	پھوڑا.	N	PROPN;NOM;MASC;SG;3
tonjolan	پھیلنا	tonjolan	پھیل	N	V;SG;NFIN;ACT
tonjolan	پھولنا	tonjolan	پھول	N	V;SG;NFIN;ACT
sembarang	معمولی	sembarang	معمولی	N	ADJ
manusiawi	ہمدرد	manusiawi	ہمدرد	N	PROPN;NOM;MASC;SG;3
manusiawi	مہربان	manusiawi	مہربان	N	PROPN;NOM;MASC;SG;3
manusiawi	بَشری	manusiawi	بَشری	N	PROPN;NOM;MASC;SG;3
manusiawi	انسان.	manusiawi	انسان.	N	PROPN;NOM;MASC;SG;3
manusiawi	آدمی	manusiawi	آدمی	N	PROPN;NOM;MASC;SG;3
franc	سوئستاں	franc	سوئستاں	PROPN	PROPN;NOM;MASC;SG;3
franc	بلجیم	franc	بلجیم	PROPN	PROPN;NOM;MASC;SG;3
franc	فرانس	franc	فرانس	PROPN	PROPN;NOM;MASC;SG;3
temui	خط	temui	خط	V;SG;ACT	N;NOM;MASC;SG;3
temui	مناسب	temui	مناسب	V;SG;ACT	ADJ
temui	موزوں.	temui	موزوں	V;SG;ACT	
tango	نارنجی.	tango	نارنجی.	PROPN	PROPN;NOM;MASC;SG;3
kalkulus	رک:	kalkulus	رک:	N;SG	PROPN;NOM;MASC;SG;3
kalkulus	پتھری	kalkulus	پتھری	N;SG	ADJ
belantara	دشت	belantara	دشت	PROPN;SG	N;NOM;MASC;SG;3
belantara	بیابان.	belantara	بیابان.	PROPN;SG	PROPN;NOM;MASC;SG;3
belantara	ویرانہ	belantara	ویرانہ	PROPN;SG	PROPN;NOM;MASC;SG;3
belantara	(	belantara	(	PROPN;SG	
silo	کھلیان	silo	کھلیان	PROPN	PROPN;NOM;MASC;SG;3
silo	اٹالا	silo	اٹالا	PROPN	PROPN;NOM;MASC;SG;3
ding	جلسہ	ding	جلسہ	PROPN	N;NOM;MASC;SG;3
ding	تقریب	ding	تقریب	PROPN	N;NOM;FEM;SG;3
rasial	نسلی	rasial	نسلی	N;SG	ADJ
kegembiraan	تہیج	kegembiraan	تہیج	N;SG	
kegembiraan	برانگیختگی	kegembiraan	برانگیختگی	N;SG	ADJ
kegembiraan	سرخوشی	kegembiraan	سرخوشی	N;SG	ADJ
kegembiraan	فراوانی	kegembiraan	فراوانی	N;SG	ADJ
sinagoga	کنیسہ	sinagoga	کنیسہ	N	PROPN;NOM;MASC;SG;3
nest	گھونسلا	nest	گھونسلا	PROPN	PROPN;NOM;MASC;SG;3
nest	آرام	nest	آرام	PROPN	ADJ
nest	جھنڈ.	nest	جھنڈ.	PROPN	PROPN;NOM;MASC;SG;3
nest	آشیانہ.	nest	آشیانہ.	PROPN	PROPN;NOM;MASC;SG;3
lengkungan	خمیدگی.	lengkungan	خمیدگی.	N;SG	PROPN;NOM;MASC;SG;3
lengkungan	گولائی	lengkungan	گولائی	N;SG	V;PFV;FEM;SG;V.PTCP;ACT
lengkungan	خمیدگی.	lengkungan	خمیدگی.	N;SG	PROPN;NOM;MASC;SG;3
standing	مرتبہ	standing	مرتبہ	PROPN	N;NOM;MASC;SG;3
standing	ممتاز	standing	ممتاز	PROPN	ADJ
standing	عرصہ.	standing	عرصہ.	PROPN	PROPN;NOM;MASC;SG;3
standing	حیثیت	standing	حیثیت	PROPN	N;NOM;MASC;SG;3
standing	رکنیت	standing	رکنیت	PROPN	N;NOM;MASC;SG;3
standing	بند	standing	بند	PROPN	ADJ
standing	مدّت	standing	مدّت	PROPN	N;NOM;MASC;SG;3
standing	استادہ.	standing	استادہ.	PROPN	PROPN;NOM;MASC;SG;3
standing	مقام	standing	مقام	PROPN	N;NOM;MASC;SG;3
pengkhotbah	واعظ	penkhotbah	واعظ	N	
pengkhotbah	مبلّغ	penkhotbah	مبلّغ	N	
nabati	جامد-	nabati	جامد-	N;SG	PROPN;NOM;MASC;SG;3
nabati	لدّھڑ	nabati	لدّھڑ	N;SG	PROPN;NOM;MASC;SG;3
nabati	بقلی	nabati	بقلی	N;SG	
nabati	نباتی	nabati	نباتی	N;SG	ADJ
tupai	سنجاب.	tupai	سنجاب.	PROPN;SG	PROPN;NOM;MASC;SG;3
kopling	پکڑ	kopling	پکڑ	N	V;ACT
kopling	شکنجہ.	kopling	شکنجہ.	N	PROPN;NOM;MASC;SG;3
pair	زوج.	pair	زوج.	PROPN	PROPN;NOM;MASC;SG;3
pair	جفت	pair	جفت	PROPN	
kompromi	سمجھوتا	kompromi	سمجھوتا	N;SG	V;IPFV;MASC;SG;V.PTCP;ACT
korup	(	korup	(	ADJ;SG	
korup	سڑا.	korup	سڑا.	ADJ;SG	PROPN;NOM;MASC;SG;3
korup	گندا	korup	گندا	ADJ;SG	
kebangkrutan	دوالہ	kebangkrutan	دوالہ	N;SG	PROPN;NOM;MASC;SG;3
sambung	معقول	sambung	معقول	PROPN;SG;ACT	ADJ
wise	انداز	wise	انداز	PROPN	N;NOM;MASC;SG;3
wise	ذکی.	wise	ذکی.	PROPN	PROPN;NOM;MASC;SG;3
wise	طور	wise	طور	PROPN	N;NOM;MASC;SG;3
wise	طرح	wise	طرح	PROPN	N;NOM;MASC;SG;3
wise	عاقلانہ	wise	عاقلانہ	PROPN	ADJ
wise	درجہ.	wise	درجہ.	PROPN	PROPN;NOM;MASC;SG;3
wise	مستعد	wise	مستعد	PROPN	ADJ
wise	انداز	wise	انداز	PROPN	N;NOM;MASC;SG;3
wise	فہیم	wise	فہیم	PROPN	PROPN;NOM;MASC;SG;3
wise	ذکی.	wise	ذکی.	PROPN	PROPN;NOM;MASC;SG;3
wise	طور	wise	طور	PROPN	N;NOM;MASC;SG;3
wise	طرح	wise	طرح	PROPN	N;NOM;MASC;SG;3
wise	عاقلانہ	wise	عاقلانہ	PROPN	ADJ
wise	درجہ.	wise	درجہ.	PROPN	PROPN;NOM;MASC;SG;3
wise	مستعد	wise	مستعد	PROPN	ADJ
outer	معروضی	outer	معروضی	PROPN	ADJ
outer	اوپری-	outer	اوپری-	PROPN	PROPN;NOM;MASC;SG;3
outer	معروضی	outer	معروضی	PROPN	ADJ
outer	اوپری-	outer	اوپری-	PROPN	PROPN;NOM;MASC;SG;3
outer	بیرونی	outer	بیرونی	PROPN	ADJ
hina	مردود	hina	مردود	ADJ;SG	PROPN;NOM;MASC;SG;3
hina	خوار	hina	خوار	ADJ;SG	
hina	فرومایہ	hina	فرومایہ	ADJ;SG	PROPN;NOM;MASC;SG;3
hina	زبوں	hina	زبہ	ADJ;SG	N;NOM;MASC;PL;3
hina	نزار	hina	نزار	ADJ;SG	PROPN;NOM;MASC;SG;3
hina	خوار	hina	خوار	ADJ;SG	
hina	فرومایہ	hina	فرومایہ	ADJ;SG	PROPN;NOM;MASC;SG;3
hina	زبوں	hina	زبہ	ADJ;SG	N;NOM;MASC;PL;3
hina	نزار	hina	نزار	ADJ;SG	PROPN;NOM;MASC;SG;3
hina	بدحال	hina	بدحال	ADJ;SG	N
drag	سفارش.	drag	سفارش.	N	ADJ
drag	کِھسکنا.	drag	کِھسکنا.	N	PROPN;NOM;MASC;SG;3
drag	ٹٹولنا.	drag	ٹٹولنا.	N	PROPN;NOM;MASC;SG;3
drag	چھاننا	drag	چھان	N	V;SG;NFIN;ACT
drag	جال	drag	جال	N	V;ACT
drag	drag-net.	drag	drag-net.	N	PROPN;NOM;MASC;SG;3
drag	کھینچنے	drag	کھینچ	N	V;NFIN
sembahyang	عبادت.	sembahyang	عبادت.	N;SG	PROPN;NOM;MASC;SG;3
ukir	سجانا.	ukir	سجانا.	N;SG;ACT	PROPN;NOM;MASC;SG;3
dagangan	تجارتی	dagangan	تجارتی	N;SG	ADJ
quarter	پڑاؤ.	quarter	پڑاؤ.	PROPN	PROPN;NOM;MASC;SG;3
quarter	چہارم	quarter	چہارم	PROPN	PROPN;NOM;MASC;SG;3
quarter	(	quarter	(	PROPN	
quarter	ربع	quarter	ربع	PROPN	
masinis	مستری.	masinis	مستری.	N;SG	PROPN;NOM;MASC;SG;3
badut	نقّال.	badut	نقلالؤ	N;SG	PROPN;NOM;MASC;SG;3
badut	مسخرا	badut	مسخرا	N;SG	PROPN;NOM;MASC;SG;3
badut	بدّھو	badut	بدّھو	N;SG	PROPN;NOM;MASC;SG;3
badut	دیہاتی	badut	دیہاتی	N;SG	ADJ
badut	گنوار.	badut	گنوار.	N;SG	PROPN;NOM;MASC;SG;3
ofensif	جارحانہ	ofensif	جارحانہ	N;SG	ADJ
ofensif	(	ofensif	(	N;SG	
resident	فطری	resident	فطری	N	ADJ
resident	جبلی.	resident	جبلی.	N	PROPN;NOM;MASC;SG;3
alphabet	ابتث.	alphabet	ابتث.	N	PROPN;NOM;MASC;SG;3
luck	اتفاق	luck	اتفاق	PROPN	N;NOM;MASC;SG;3
luck	مقّدر.	luck	مقّدر.	PROPN	PROPN;NOM;MASC;SG;3
