myös	וגם	myös	וגם	ADV	
täynnä	מלאים	täynnä	מלא	ADV	ADJ;MASC;PL
wayne	ויין	wayne	ויין	PROPN;NOM;SG	PROPN
wayne	ווין	wayne	ווין	PROPN;NOM;SG	PROPN
wayne	וויין	wayne	מוויין	PROPN;NOM;SG	PROPN
dragon	דרגון	dragon	דרגון		PROPN
dragon	דרקון	dragon	דרקון		PROPN
dragon	הדרקון	dragon	הדרקון		PROPN
benjamin	בנימין	benjami	בנימין	N;NOM;SG	PROPN
toimitti	הוגשה	toimittaa	הוגש	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;PASS
toimitti	נשלחו	toimittaa	נשלח	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;MID
toimitti	נשלח	toimittaa	נשלח	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
toimitti	נשלחה	toimittaa	נשלח	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;MID
osallistuu	משתתפים	osallistua	השתתף	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP
osallistuu	משתתפת	osallistua	השתתף	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP
osallistuu	משתתף	osallistua	השתתף	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
osallistuu	השתתפות	osallistua	השתתפות	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
osallistuu	נוכח	osallistua	נוכח	V;IND;SG;3;PRS;FIN;ACT	
rick	ריק	rick	ריק	PROPN;NOM;SG	
sopivat	מתאים	sopiva	התאים	ADJ;NOM;PL	V;MASC;SG;V.PTCP;ACT
sopivat	מתאימה	sopiva	התאים	ADJ;NOM;PL	V;FEM;SG;V.PTCP;ACT
mars	מאדים	mars	מאדים	INTJ	PROPN
mars	מארס	mars	מרס	INTJ	PROPN
nelson	נלסון	nelson	נלסון		PROPN
florida	פלורידה	florida	פלורידה		PROPN
eeva	איב	eevä	איב	PROPN;NOM;SG	PROPN
eeva	חווה	eevä	חווה	PROPN;NOM;SG	N;FEM;SG
eeva	איבה	eevä	איבה	PROPN;NOM;SG	N;FEM;SG
eeva	חוה	eevä	חוה	PROPN;NOM;SG	PROPN
kevyt	אור	kevyt	אור	ADJ;NOM;SG	
henkilökohtainen	אישית	henkilö#kohtainen	אישית	ADJ;NOM;SG	ADV
ylitti	חצו	ylittää	חץ	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
karhu	דוב	karhu	דוב	N;NOM;SG	PROPN
hallitsija	שליט	hallitsija	שליט	N;NOM;SG	PROPN
hallitsija	שליט	hallitsija	שליט	N;NOM;SG	PROPN
hallitsija	ריבונית	hallitsija	ריבוני	N;NOM;SG	ADV
kykenee	מסוגל	kyetä	מסוגל	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG
kykenee	מסוגלות	kyetä	מסוגל	V;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;PL
koulua	לימודים	koulu	לימודים	N;PRT;SG	N;MASC;PL
selviää	שורדת	selvitä	שרד	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
kuorma	טען	kuorma	טען	N;NOM;SG	V;MASC;SG;3;PST;ACT
kuorma	לטעון	kuorma	טען	N;NOM;SG	V;NFIN;ACT
wienin	וינה	wien	וינה	PROPN;GEN;SG	PROPN
lisa	ליסה	lisa	ליסה	PROPN;NOM;SG	PROPN
pääosassa	בכיכובו	pää#osa	בכיכובו	N;IN+ESS;SG	
pääosassa	מככב	pää#osa	מככב	N;IN+ESS;SG	V;MASC;SG;V.PTCP;ACT
afrikka	אפריקה	afrikka	אפריקה	N;NOM;SG	PROPN
afrikka	אפריקאית	afrikka	אפריקני	N;NOM;SG	PROPN
afrikka	אפריקאי	afrikka	אפריקאי	N;NOM;SG	PROPN
afrikka	אפריקני	afrikka	אפריקני	N;NOM;SG	PROPN
kala	דג	kala	דג	N;NOM;SG	
kala	פיש	kala	פיש	N;NOM;SG	PROPN
kala	דגים	kala	דג	N;NOM;SG	N;MASC;PL
natsi	נאצית	natsi	נאצי	N;NOM;SG	PROPN
natsi	נאצי	natsi	נאצי	N;NOM;SG	PROPN
vietiin	תפוסה	viedä	תפוסה	V;IND;PST;FIN;PASS	N;FEM;SG
vietiin	צולם	viedä	צולם	V;IND;PST;FIN;PASS	PROPN
vietiin	נלקח	viedä	נלקח	V;IND;PST;FIN;PASS	V;MASC;SG;3;PST;MID
vietiin	נלקחו	viedä	נלקח	V;IND;PST;FIN;PASS	V;PL;3;PST;MID
vietiin	נלקחה	viedä	נלקח	V;IND;PST;FIN;PASS	V;FEM;SG;3;PST;MID
areena	ארנה	are	ארנה	N;NOM;SG	PROPN
yleisö	הקהל	yleisö	הקהל	N;NOM;SG	PROPN
yleisö	הקהל	yleisö	הקהל	N;NOM;SG	PROPN
lukumäärä	המספר	luku#määrä	המספר	N;NOM;SG	PROPN
steven	סטיבן	steven	סטיבן		PROPN
edustavat	מייצגים	edustaa	ייצג	V;IND;PL;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
edustavat	מייצג	edustaa	ייצג	V;IND;PL;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
edustavat	מייצגים	edustaa	ייצג	V;IND;PL;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
edustavat	מייצגת	edustaa	ייצג	V;IND;PL;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
edustavat	מייצג	edustaa	ייצג	V;IND;PL;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
tuotiin	הביאו	tuoda	הביא	V;IND;PST;FIN;PASS	V;PL;3;PST;ACT
tuotiin	הביא	tuoda	הביא	V;IND;PST;FIN;PASS	V;MASC;SG;3;PST;ACT
tuotiin	הביאה	tuoda	הביא	V;IND;PST;FIN;PASS	V;FEM;SG;3;PST;ACT
boris	בוריס	boris	בוריס	PROPN;NOM;SG	PROPN
myöntää	הודאה	myöntää	הודאה	V;SG;NFIN;ACT	N;FEM;SG
myöntää	גרנט	myöntää	גרנט	V;SG;NFIN;ACT	PROPN
myöntää	מענק	myöntää	מענק	V;SG;NFIN;ACT	N;MASC;SG
myöntää	גראנט	myöntää	גראנט	V;SG;NFIN;ACT	PROPN
opinnot	למד	opinto	למד	N;NOM;PL	V;MASC;SG;3;PST
opinnot	למדה	opinto	למד	N;NOM;PL	V;FEM;SG;3;PST
opinnot	לימודי	opinto	לימודים	N;NOM;PL	PROPN
muotoinen	בצורת	muotoinen	בצורת	ADJ;NOM;SG	
kiss	נשיקה	kiss	נשיקה		N;FEM;SG
kiss	קיס	kiss	קיס		PROPN
paavali	פאול	paavali	פאול	N;NOM;SG	PROPN
paavali	פול	paavali	פול	N;NOM;SG	PROPN
mäki	היל	mäki	היל	N;NOM;SG	PROPN
mäki	גבעת	mäki	גבעה	N;NOM;SG	PROPN
fernando	פרננדו	fernando	פרננדו		PROPN
sydämen	הלב	sydän	הלב	N;GEN;SG	
sydämen	לב	sydän	לב	N;GEN;SG	PROPN
paha	רע	paha	רע	ADJ;NOM;SG	N;MASC;SG
paha	רעה	paha	רע	ADJ;NOM;SG	
paha	רעים	paha	רעים	ADJ;NOM;SG	ADJ;MASC;PL
paha	רעות	paha	רעות	ADJ;NOM;SG	PROPN
paha	רשע	paha	רשע	ADJ;NOM;SG	PROPN
paha	הרוע	paha	הרוע	ADJ;NOM;SG	N;MASC;SG
paha	רוע	paha	רוע	ADJ;NOM;SG	
preussin	פרוסיה	preussi	פרוסיה	N;GEN;SG	
preussin	הפרוסי	preussi	הפרוס	N;GEN;SG	PROPN
preussin	פרוסיה	preussi	פרוסיה	N;GEN;SG	
opetusta	מלמד	opetus	לימד	N;PRT;SG	V;MASC;SG;V.PTCP;ACT
opetusta	מלמדת	opetus	לימד	N;PRT;SG	V;FEM;SG;V.PTCP;ACT
rekisteröity	רשום	rekisteröidä	רשם	V;NOM;SG;V.PTCP;PASS	PROPN
rekisteröity	רשומה	rekisteröidä	רשומה	V;NOM;SG;V.PTCP;PASS	N;FEM;SG
ludwig	לודוויג	ludwig	לודוויג	N;NOM;SG	PROPN
paikassa	המקום	paikka	המקום	N;IN+ESS;SG	
riittävästi	מספקת	riittävästi	סיפק	ADV	V;FEM;SG;V.PTCP;ACT
pete	פיט	pete	פיט	PROPN;NOM;SG	PROPN
ron	רון	ron	רון	PROPN;NOM;SG	PROPN
stefan	סטפן	stefan	סטפן	N;NOM;SG	PROPN
arvoa	הערך	arvo	הערך	N;PRT;SG	
tavallinen	נורמליות	tavallinen	נורמלי	ADJ;NOM;SG	N;FEM;PL
tavallinen	נורמלית	tavallinen	נורמאלית	ADJ;NOM;SG	ADV
tavallinen	סדיר	tavallinen	סדיר	ADJ;NOM;SG	
tavallinen	הרגיל	tavallinen	הרגיל	ADJ;NOM;SG	ADV
tavallinen	כרגיל	tavallinen	כרגיל	ADJ;NOM;SG	
paula	פאולה	paula	פאולה	N;NOM;SG	PROPN
paula	פולה	paula	פולה	N;NOM;SG	PROPN
menetelmä	השיטה	menetelmä	השיט	N;NOM;SG	V;FEM;SG;3;PST;ACT
ylläpitäjä	מתחזק	ylläpitäjä	התחזק	N;NOM;SG	V;MASC;SG;V.PTCP
aurinko	השמש	aurinko	השמש	N;NOM;SG	
aurinko	שמש	aurinko	שמש	N;NOM;SG	
aurinko	סון	aurinko	סון	N;NOM;SG	PROPN
aurinko	סאן	aurinko	סאן	N;NOM;SG	PROPN
aurinko	שמש	aurinko	שמש	N;NOM;SG	
batman	באטמן	batma	באטמן	N;NOM;SG	PROPN
nfl	nfl	nfl	nfl	PROPN;NOM;SG	PROPN
manner	קונטיננטל	manner	קונטיננטל	N;NOM;SG	PROPN
manner	ביבשת	manner	ביבש	N;NOM;SG	PROPN
manner	היבשת	manner	היבשת	N;NOM;SG	PROPN
boeing	בואינג	boeing	בואינג	N;NOM;SG	PROPN
jordan	ירדן	jorta	ירדן	PROPN;NOM;SG	PROPN
ferrari	פרארי	ferrari	פרארי	PROPN;NOM;SG	PROPN
laite	התקן	laite	התקן	N;NOM;SG	
laite	המכשיר	laite	המכשיר	N;NOM;SG	PROPN
laite	המכונה	laite	המכון	N;NOM;SG	
laite	מכונה	laite	כונה	N;NOM;SG	V;MASC;SG;V.PTCP;PASS
russell	ראסל	russell	ראסל	N;NOM;SG	PROPN
paljastaa	חושף	paljastaa	חושף	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
paljastaa	גלה	paljastaa	גל	V;IND;SG;3;PRS;FIN;ACT	PROPN
paljastaa	חשיפת	paljastaa	חשיפה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
planeetan	פלנטה	planeetta	פלנטה	N;GEN;SG	
planeetan	פלאנט	planeetta	פלאנט	N;GEN;SG	PROPN
luutnantti	לוטננט	luutnantti	לוטננט	N;NOM;SG	PROPN
luutnantti	הסגן	luutnantti	הסגן	N;NOM;SG	
luutnantti	לוטנט	luutnantti	לוטנט	N;NOM;SG	PROPN
rakennuksessa	בונה	rakennus	בנה	N;IN+ESS;SG	
kekkonen	קקונן	kekkonen	קקונן	N;NOM;SG	PROPN
pan	פאן	pan	פאן	N;NOM;SG	
pan	פן	pan	פן	N;NOM;SG	
loppu	סוף	loppu	None	N;NOM;SG	ADV
loppu	סופו	loppu	סופה	N;NOM;SG	
loppu	קץ	loppu	קץ	N;NOM;SG	
taloudellinen	כלכלית	taloudellinen	כלכלי	ADJ;NOM;SG	ADV
kertomus	דווח	kertomus	דווח	N;NOM;SG	PROPN
kertomus	דוח	kertomus	דיווח	N;NOM;SG	
myydään	למכור	myydä	מכר	V;IND;PRS;FIN;PASS	V;NFIN;ACT
myydään	מכור	myydä	מכור	V;IND;PRS;FIN;PASS	
myydään	נמכרה	myydä	נמכר	V;IND;PRS;FIN;PASS	V;FEM;SG;3;PST;MID
myydään	מכר	myydä	מכר	V;IND;PRS;FIN;PASS	N;MASC;SG
myydään	נמכרו	myydä	נמכר	V;IND;PRS;FIN;PASS	V;PL;3;PST;MID
myydään	נמכר	myydä	נמכר	V;IND;PRS;FIN;PASS	V;MASC;SG;3;PST;MID
myydään	מוכרת	myydä	מוכר	V;IND;PRS;FIN;PASS	ADJ;FEM;SG
myydään	מוכר	myydä	מוכר	V;IND;PRS;FIN;PASS	
syyrian	סוריה	syyri	סוריה	N;GEN;SG	PROPN
syyrian	סורי	syyri	סורי	N;GEN;SG	PROPN
syyrian	הסורי	syyri	הסורי	N;GEN;SG	PROPN
harris	הריס	harris	הריס	PROPN;NOM;SG	PROPN
harris	האריס	harris	האריס	PROPN;NOM;SG	PROPN
omistettu	מסורה	omistaa	מסורה	V;NOM;SG;V.PTCP;PASS	N;FEM;SG
omistettu	מסור	omistaa	מסור	V;NOM;SG;V.PTCP;PASS	
omistettu	הקדיש	omistaa	הקדיש	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
omistettu	מסורה	omistaa	מסורה	V;NOM;SG;V.PTCP;PASS	N;FEM;SG
omistettu	ייעודי	omistaa	ייעודי	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG
kumpikin	שתיהן	kumpikin	שתיים	PRO;NOM;SG	PRO;FEM;PL;3
kumpikin	שניהם	kumpikin	שניים	PRO;NOM;SG	
claude	קלאוד	claude	קלאוד	PROPN;NOM;SG	PROPN
claude	קלוד	claude	קלוד	PROPN;NOM;SG	
kotipaikka	מגורים	koti#paikka	מגורים	N;NOM;SG	N;MASC;PL
kotipaikka	מושב	koti#paikka	מושב	N;NOM;SG	
kotipaikka	המושב	koti#paikka	המושב	N;NOM;SG	
vahingossa	בטעות	vahinko	בטעות	N;IN+ESS;SG	
vahingossa	מקרית	vahinko	מקרי	N;IN+ESS;SG	ADV
avioliitto	נישואים	avio#liitto	נישואין	N;NOM;SG	N;MASC;PL
avioliitto	נישואין	avio#liitto	נישואין	N;NOM;SG	N;MASC;PL
rooma	רומא	rooma	רומא	PROPN;NOM;SG	PROPN
rouva	גברתי	rouva	גברתי	N;NOM;SG	PROPN
rouva	גבירתי	rouva	גבירתי	N;NOM;SG	PROPN
rouva	מאדאם	rouva	מאדאם	N;NOM;SG	PROPN
rouva	מאדאם	rouva	מאדאם	N;NOM;SG	PROPN
portugali	פורטוגזית	portugali	פורטוגזי	N;NOM;SG	PROPN
portugali	בפורטוגזית	portugali	בפורטוגזית	N;NOM;SG	PROPN
portugali	פורטוגל	portugali	פורטוגל	N;NOM;SG	PROPN
logo	לוגו	logo	לוגו	N;NOM;SG	PROPN
logo	הלוגו	logo	הלוגו	N;NOM;SG	PROPN
levyä	דיסק	levy	דיסק	N;PRT;SG	PROPN
levyä	דיסק	levy	דיסק	N;PRT;SG	PROPN
yksinkertainen	פשוטות	yksin#kertainen	פשוט	ADJ;NOM;SG	ADJ;FEM;PL
yksinkertainen	פשוט	yksin#kertainen	פשוט	ADJ;NOM;SG	
yksinkertainen	פשוטים	yksin#kertainen	פשוט	ADJ;NOM;SG	ADJ;MASC;PL
voittajat	זוכים	voittaja	זכה	N;NOM;PL	V;MASC;PL;V.PTCP;ACT
bell	פעמון	bell	פעמון	PROPN;NOM;SG	N;MASC;SG
bell	בל	bell	בל	PROPN;NOM;SG	
pankki	הבנק	pankki	הבנק	N;NOM;SG	
koti	הביתה	koti	הביתה	N;NOM;SG	ADV
koti	הום	koti	הום	N;NOM;SG	
koti	בבית	koti	בבית	N;NOM;SG	
koti	הבית	koti	הבית	N;NOM;SG	ADV
koti	home	koti	home	N;NOM;SG	
sky	שמיים	sky	שמיים	PROPN;NOM;SG	N
sky	סקיי	sky	סקיי	PROPN;NOM;SG	PROPN
sky	שמים	sky	שמיים	PROPN;NOM;SG	N;MASC;PL
sky	השמים	sky	השמים	PROPN;NOM;SG	ADV
angel	מלאך	angel	מלאך	PROPN;NOM;SG	PROPN
angel	מלאכית	angel	מלאכי	PROPN;NOM;SG	PROPN
tiedossa	הידוע	tieto	הידוע	N;IN+ESS;SG	
tiedossa	ידועה	tieto	ידע	N;IN+ESS;SG	V;FEM;SG;V.PTCP;ACT
tiedossa	ידועים	tieto	ידוע	N;IN+ESS;SG	N;MASC;PL
suosittuja	פופולרי	suosittu	פופולרי	ADJ;PRT;PL	ADJ;MASC;SG
suosittuja	אהוד	suosittu	אהוד	ADJ;PRT;PL	PROPN
suosittuja	פופולרית	suosittu	פופולרית	ADJ;PRT;PL	ADJ;FEM;SG
suosittuja	פופולריות	suosittu	פופולריות	ADJ;PRT;PL	N;FEM;SG
smithin	סמית	smithi	סמית	N;GEN;SG	PROPN
punaiset	האדומים	punainen	האדום	ADJ;NOM;PL	N;MASC;PL
punaiset	רדס	punainen	רדס	ADJ;NOM;PL	PROPN
punaiset	אדומים	punainen	אדום	ADJ;NOM;PL	N;MASC;PL
punaiset	רד	punainen	רד	ADJ;NOM;PL	PROPN
punaiset	אדום	punainen	אדום	ADJ;NOM;PL	ADJ;MASC;SG
punaiset	אדומים	punainen	אדום	ADJ;NOM;PL	N;MASC;PL
punaiset	אדומה	punainen	אדום	ADJ;NOM;PL	N;FEM;SG
tunne	הרגש	tunne	הרגש	N;NOM;SG	
tunne	להרגיש	tunne	הרגיש	N;NOM;SG	V;NFIN;ACT
tunne	מרגיש	tunne	הרגיש	N;NOM;SG	V;MASC;SG;V.PTCP;ACT
tunne	מרגישים	tunne	הרגיש	N;NOM;SG	V;MASC;PL;V.PTCP;ACT
tunne	תרגיש	tunne	תרגיש	N;NOM;SG	V;MASC;SG;2;FUT;ACT
tunne	מרגישה	tunne	הרגיש	N;NOM;SG	V;FEM;SG;V.PTCP;ACT
tunne	מרגיש	tunne	הרגיש	N;NOM;SG	V;MASC;SG;V.PTCP;ACT
kelly	קלי	kelly	קלי	PROPN;NOM;SG	
valmistaja	היצרן	valmistaja	היצרן	N;NOM;SG	PROPN
neil	ניל	neil	ניל	PROPN;NOM;SG	PROPN
neil	נייל	neil	נייל	PROPN;NOM;SG	PROPN
lentää	זבוב	lentää	None	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
lentää	לעוף	lentää	לעוף	V;IND;SG;3;PRS;FIN;ACT	
lentää	טוס	lentää	טס	V;IND;SG;3;PRS;FIN;ACT	
lentää	פליי	lentää	הפליי	V;IND;SG;3;PRS;FIN;ACT	PROPN
lentää	זבובים	lentää	זבוב	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
lentää	עפה	lentää	עפה	V;IND;SG;3;PRS;FIN;ACT	PROPN
lentää	טיסה	lentää	טיסה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
kääntyi	שהפך	kääntyä	שהפך	V;IND;SG;3;PST;FIN;ACT	
kääntyi	שהפכה	kääntyä	שהפכה	V;IND;SG;3;PST;FIN;ACT	PROPN
yorkiin	יורק	yorki	יורק	N;IN+ALL;SG	PROPN
kuu	מון	kuu	מון	N;NOM;SG	PROPN
kuu	ירח	kuu	ירח	N;NOM;SG	PROPN
kuu	הירח	kuu	הירח	N;NOM;SG	PROPN
määritellään	מגדיר	määritellä	הגדיר	V;IND;PRS;FIN;PASS	V;MASC;SG;V.PTCP;ACT
määritellään	מגדיר	määritellä	הגדיר	V;IND;PRS;FIN;PASS	V;MASC;SG;V.PTCP;ACT
tyypillistä	טיפוסית	tyypillinen	טיפוסי	ADJ;PRT;SG	ADV
tyypillistä	טיפוסי	tyypillinen	טיפוסי	ADJ;PRT;SG	N;MASC
wright	רייט	wright	רייט	PROPN;NOM;SG	PROPN
siipien	כנפי	siipi	כנפי	N;GEN;PL	
käsitteli	טופל	käsitellä	טופל	V;IND;SG;3;PST;FIN;ACT	PROPN
beach	חוף	beach	חוף	N;NOM;SG	PROPN
beach	החוף	beach	החוף	N;NOM;SG	PROPN
valkoista	לבן	valkoinen	לבן	ADJ;PRT;SG	
valkoista	לבנה	valkoinen	לבן	ADJ;PRT;SG	
puiston	פארק	puisto	פארק	N;GEN;SG	PROPN
online	מחובר	onlinen	חובר	N;NOM;SG	V;MASC;SG;V.PTCP;PASS
online	באינטרנט	onlinen	באינטרנט	N;NOM;SG	PROPN
elämäkerta	ביוגרפיה	elämä#kerta	ביוגרפיה	N;NOM;SG	PROPN
elämäkerta	הביוגרפיה	elämä#kerta	הביוגרפיה	N;NOM;SG	PROPN
ruskea	בראון	ruskea	בראון	ADJ;NOM;SG	PROPN
ruskea	חומה	ruskea	חומה	ADJ;NOM;SG	PROPN
ruskea	חומות	ruskea	חומה	ADJ;NOM;SG	N;FEM;PL
ruskea	חום	ruskea	חום	ADJ;NOM;SG	
paikalliset	מקומי	paikallinen	מקומי	ADJ;NOM;PL	PROPN
paikalliset	מקומית	paikallinen	מקומית	ADJ;NOM;PL	ADV
paikalliset	המקומיים	paikallinen	המקום	ADJ;NOM;PL	N;MASC;DU
joel	יואל	joel	יואל	N;NOM;SG	PROPN
tulevaisuudessa	עתידי	tulevaisuus	עתידי	N;IN+ESS;SG	ADJ;MASC;SG
tulevaisuudessa	העתיד	tulevaisuus	העתיד	N;IN+ESS;SG	ADV
heikko	חלשים	heikko	חלש	ADJ;NOM;SG	ADJ;MASC;PL
heikko	חלשה	heikko	חלש	ADJ;NOM;SG	N;FEM;SG
clark	קלארק	clark	קלארק	PROPN;NOM;SG	PROPN
prince	נסיך	prince	נסיך		PROPN
prince	פרינס	prince	פרינס		PROPN
prince	הנסיך	prince	הנסיך		PROPN
erilainen	שונות	erilainen	שונה	ADJ;NOM;SG	ADJ;FEM;PL
erilainen	שונה	erilainen	שונה	ADJ;NOM;SG	
erilainen	שונים	erilainen	שונה	ADJ;NOM;SG	ADJ;MASC;PL
uudistettu	מחודשת	uudistaa	מחודש	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG
uudistettu	מתוקן	uudistaa	מתוקן	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG
uudistettu	מתוקנת	uudistaa	מתוקן	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG
atp	atp	atp	atp	N;NOM;SG	PROPN
alkuperä	המקור	alku#perä	המקור	N;NOM;SG	
alkuperä	המקורות	alku#perä	המקורה	N;NOM;SG	N;FEM;PL
alkuperä	מקורות	alku#perä	מקור	N;NOM;SG	N;MASC;PL
halonen	הלונן	halonen	הלונן	N;NOM;SG	PROPN
avattu	נפתח	avata	נפתח	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;PST;MID
avattu	נפתחה	avata	נפתח	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
hallussa	דיבוק	hallussa	דיבוק	ADV	PROPN
hallussa	אחזקה	hallussa	אחזקה	ADV	N;FEM;SG
hallussa	החזקה	hallussa	החזקה	ADV	N;FEM;SG
julkinen	ציבורית	julkinen	ציבורי	ADJ;NOM;SG	ADV
julkinen	ציבור	julkinen	ציבור	ADJ;NOM;SG	N;MASC;SG
julkinen	הציבור	julkinen	הציבור	ADJ;NOM;SG	
pataljoona	גדוד	pataljo	גדוד	N;NOM;SG	PROPN
pataljoona	הגדוד	pataljo	הגדוד	N;NOM;SG	PROPN
bernard	ברנאר	bernard	ברנאר	PROPN;NOM;SG	PROPN
bernard	ברנארד	bernard	ברנארד	PROPN;NOM;SG	PROPN
bernard	ברנרד	bernard	ברנרד	PROPN;NOM;SG	PROPN
onni	אושר	onni	אושר	N;NOM;SG	PROPN
onni	מזל	onni	מזל	N;NOM;SG	
pysyvästi	לצמיתות	pysyvästi	לצמיתות	ADV	V
synty	לידת	syntyä	לידה	N;NOM;SG	PROPN
teini	מתבגר	tehdä	התבגר	N;NOM;SG	V;MASC;SG;V.PTCP
teini	מתבגרת	tehdä	התבגר	N;NOM;SG	V;FEM;SG;V.PTCP
sweet	מתוקים	sweet	מתוק		ADJ;MASC;PL
sweet	מתוקה	sweet	מתוקה		PROPN
sweet	מתוקות	sweet	מתוק		ADJ;FEM;PL
sweet	מתוק	sweet	מתוק		
web	אינטרנט	web	אינטרנט	N;NOM;SG	
globe	גלובוס	globe	גלובוס		PROPN
globe	הגלובוס	globe	הגלובוס		PROPN
vankilaan	כלא	vankila	כלא	N;IN+ALL;SG	
kadonnut	נעלמו	kadota	נעלם	V;NOM;SG;V.PTCP;ACT	V;PL;3;PST;MID
kadonnut	נעלמה	kadota	נעלם	V;NOM;SG;V.PTCP;ACT	V;FEM;SG;3;PST;MID
kadonnut	נעלם	kadota	נעלם	V;NOM;SG;V.PTCP;ACT	V;MASC;SG;MID
kadonnut	אבדה	kadota	אבדה	V;NOM;SG;V.PTCP;ACT	N;FEM;SG
kadonnut	אבודה	kadota	אבודה	V;NOM;SG;V.PTCP;ACT	N;FEM;SG
kadonnut	אבודים	kadota	אבוד	V;NOM;SG;V.PTCP;ACT	N;MASC;PL
kadonnut	אבוד	kadota	אבוד	V;NOM;SG;V.PTCP;ACT	
kadonnut	נעדר	kadota	נעדר	V;NOM;SG;V.PTCP;ACT	
kadonnut	חסרה	kadota	חסר	V;NOM;SG;V.PTCP;ACT	N;FEM;SG
kadonnut	חסרים	kadota	חסר	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;PL
kadonnut	געגועים	kadota	געגוע	V;NOM;SG;V.PTCP;ACT	N;MASC;PL
kadonnut	חסר	kadota	חסר	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG
marc	מארק	marc	מארק	PROPN;NOM;SG	PROPN
kotona	הום	kotona	הום	ADV	
kotona	בבית	kotona	בבית	ADV	
kotona	בית	kotona	בית	ADV	N;MASC;SG
kotona	home	kotona	home	ADV	
danny	דני	danny	דני	N;NOM;SG	PROPN
arvioi	דרג	arvioida	דרג	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
arvioi	קצב	arvioida	קצב	V;IND;SG;3;PRS;FIN;ACT	PROPN
arvioi	שיעור	arvioida	שיעור	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
arvioi	אומדן	arvioida	אומדן	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
britit	בריטי	britti	בריטי	N;NOM;PL	N;MASC;SG
britit	בריטית	britti	בריטי	N;NOM;PL	PROPN
ras	ראס	ras	ראס	N;NOM;SG	PROPN
tarvetta	זקוקה	tarve	זקוק	N;PRT;SG	ADJ;FEM;SG
tarvetta	צריך	tarve	צריך	N;PRT;SG	V;MASC;SG
tarvetta	צריכה	tarve	צריך	N;PRT;SG	ADJ;FEM;SG
tarvetta	זקוק	tarve	None	N;PRT;SG	ADJ;MASC;SG
paikat	למקומות	paikka	למקום	N;NOM;PL	
paikat	מושבי	paikka	מושב	N;NOM;PL	ADJ;MASC;PL
paikat	מושב	paikka	מושב	N;NOM;PL	
kaukana	רחוק	kaukana	רחוק	ADV	
hollannin	הולנדית	hollanti	הולנדי	N;GEN;SG	PROPN
hollannin	הולנדי	hollanti	הולנדי	N;GEN;SG	PROPN
hollannin	ההולנדי	hollanti	ההולנד	N;GEN;SG	PROPN
eläimiä	בהמות	eläin	בהמות	N;PRT;PL	
kirkkoherra	פסטר	kirkko#herra	פסטר	N;NOM;SG	PROPN
kasvu	יגבר	kasvu	גבר	N;NOM;SG	PROPN
kasvu	הגדל	kasvu	הגדל	N;NOM;SG	
kasvu	להגדיל	kasvu	הגדיל	N;NOM;SG	V;NFIN;ACT
tutkimuksia	לימודי	tutkimus	לימודים	N;PRT;PL	PROPN
gunnar	גונאר	gunnar	גונאר	PROPN;NOM;SG	PROPN
osavaltio	המדינה	osa#valtio	המדין	N;NOM;SG	V;FEM;SG;3;PST;ACT
donald	דונלד	donald	דונלד	N;NOM;SG	PROPN
columbia	קולומביה	columb	קולומביה	N;NOM;SG	PROPN
