les	the	le	the	DET;DEF;PL	PROPN
ernest	ernest	ernest	ernest	N;MASC;SG	PROPN
oncle	paman	oncle	paman	N;MASC;SG	
génie	genius	génie	genius	N;MASC;SG	PROPN
génie	jenius	génie	jenius	N;MASC;SG	ADJ;SG
génie	genie	génie	genie	N;MASC;SG	PROPN
voitures	cars	voiture	cars	N;FEM;PL	PROPN
voitures	mobil	voiture	mobil	N;FEM;PL	N;SG
voitures	car	voiture	car	N;FEM;PL	PROPN
voitures	mobil	voiture	mobil	N;FEM;PL	N;SG
contemporaine	kontemporer	contemporain	kontemporer	ADJ;FEM;SG	N
jackson	jackson	jackson	jackson	PROPN	PROPN
blancs	white	blanc	white	ADJ;MASC;PL	PROPN
blancs	putih	blanc	putih	ADJ;MASC;PL	ADJ;SG
best	terbaik	best	terbaik	PROPN	ADJ;RL;SG
best	best	best	best	PROPN	PROPN
plage	beach	plage	beach	N;FEM;SG	PROPN
entretien	interview	entretien	interview	N;MASC;SG	PROPN
entretien	wawancarai	entretien	wawancarai	N;MASC;SG	V;SG;ACT
vide	void	vide	void	ADJ;MASC;SG	PROPN
vide	kehampaan	vide	kehampaan	ADJ;MASC;SG	N;SG
vide	vakum	vide	vakum	ADJ;MASC;SG	PROPN
vide	blank	vide	blank	ADJ;MASC;SG	PROPN
vide	hampa	vide	hampa	ADJ;MASC;SG	PROPN;SG
vide	kosongkan	vide	kosongkan	ADJ;MASC;SG	V;SG;ACT
accepte	penerimaan	accepter	penterimaan	V;IND;SG;3;PRS;FIN	N;SG
accepte	terima	accepter	terrima	V;IND;SG;3;PRS;FIN	N;SG;ACT
saints	santo	saint	santo	ADJ;MASC;PL	PROPN
saints	saints	saint	saints	ADJ;MASC;PL	PROPN
félix	felix	félix	felix	PROPN	PROPN
félix	félix	félix	félix	PROPN	PROPN
revenir	return	revenir	return	V;NFIN	PROPN
revenir	balik	revenir	balik	V;NFIN	N;SG;ACT
revenir	back	revenir	back	V;NFIN	PROPN
revenir	belakang	revenir	belakang	V;NFIN	N;SG
handball	handball	handball	handball	N;MASC;SG	PROPN
handball	hantam	handball	hantam	N;MASC;SG	ADJ;SG
benjamin	benjamin	benjamin	benjamin	PROPN	N
benjamin	benyamin	benjamin	benyamin	PROPN	N
chiffre	chiffre	chiffre	chiffre	N;MASC;SG	PROPN
chiffre	figure	chiffre	figure	N;MASC;SG	PROPN
reims	reims	reim	reims	N;MASC;SG	PROPN
windows	windows	window	windows	N;MASC;SG	PROPN
canon	cannon	canon	cannon	N;MASC;SG	PROPN
canon	tong	canon	tong	N;MASC;SG	PROPN
canon	canon	canon	canon	N;MASC;SG	PROPN
canon	hottie	canon	hottie	N;MASC;SG	PROPN
collections	koleksi	collection	koleksi	N;FEM;PL	N;SG
anthony	anthony	anthony	anthony	PROPN	PROPN
anthony	aini	anthony	aini	PROPN	PROPN
active	active	actif	active	ADJ;FEM;SG	PROPN
organisée	tertata	organiser	tertata	V;FEM;SG;PST;V.PTCP	ADJ;SG
organisée	teratur	organiser	teratur	V;FEM;SG;PST;V.PTCP	ADJ;SG
organisée	tertata	organiser	tertata	V;FEM;SG;PST;V.PTCP	ADJ;SG
initiale	inisial	initial	inisial	ADJ;FEM;SG	N
ali	ali	ali	ali	PROPN	PROPN
chance	chance	chance	chance	N;FEM;SG	PROPN
chance	berpeluang	chance	berpeluang	N;FEM;SG	V;SG;ACT
chance	beruntung	chance	beruntung	N;FEM;SG	ADJ;SG
chance	luck	chance	luck	N;FEM;SG	PROPN
attendre	waiting	attendre	waiting	V;NFIN	PROPN
attendre	wait	attendre	wait	V;NFIN	PROPN
samuel	samuel	samuel	samuel	N;MASC;SG	PROPN
dir	dir	dir	dir	PROPN	PROPN
avignon	avignon	avignon	avignon	PROPN	PROPN
amsterdam	amsterdam	amsterdam	amsterdam	PROPN	PROPN
sophie	sophie	sophie	sophie	N;FEM;SG	PROPN
auvergne	auvergne	auvergner	auvergne	N;FEM;SG	PROPN
enregistrement	merekam	enregistrement	menrekam	N;MASC;SG	V;SG;ACT
davis	davis	davis	davis	PROPN	PROPN
quotidien	everyday	quotidien	everyday	ADJ;MASC;SG	PROPN
quotidien	harian	quotidien	harian	ADJ;MASC;SG	N;SG
quotidien	daily	quotidien	daily	ADJ;MASC;SG	PROPN
leader	leader	leader	leader	N;MASC;SG	PROPN
auto	otomatis	auto	otomatis	N;MASC;SG	
spécifique	tertentu	spécifique	tertentu	ADJ;MASC;SG	DET
peau	peau	peau	peau	N;FEM;SG	PROPN
peau	skin	peau	skin	N;FEM;SG	PROPN
ferdinand	ferdinand	ferdinand	ferdinand	PROPN	PROPN
duo	duo	duo	duo	N;MASC;SG	PROPN
impossible	impossible	impossible	impossible	ADJ;MASC;SG	PROPN
ukraine	ukraina	ukrainer	ukraina	ADJ;FEM;SG	N;SG
maine	maine	maine	maine	N;MASC;SG	PROPN
vieille	old	vieux	old	ADJ;FEM;SG	PROPN
vieille	vieille	vieux	vieille	ADJ;FEM;SG	PROPN
incendie	fire	incendie	fire	N;MASC;SG	PROPN
acide	asam	acide	asam	N;MASC;SG	PROPN;SG
acide	acid	acide	acid	N;MASC;SG	PROPN
gilbert	gilbert	gilbert	gilbert	N;MASC;SG	PROPN
poule	chicken	poule	chicken	N;FEM;SG	PROPN
poule	hen	poule	hen	N;FEM;SG	PROPN
kevin	kevin	kevin	kevin	PROPN	PROPN
kim	kim	kim	kim	PROPN	PROPN
madeleine	madeleine	madeleine	madeleine	N;FEM;SG	PROPN
madeleine	magdalena	madeleine	magdalena	N;FEM;SG	PROPN
utile	berguna	utile	berguna	ADJ;MASC;SG	V;SG;ACT
utile	bermanfaat	utile	bermanfaat	ADJ;MASC;SG	V;SG;ACT
utile	menolong	utile	mentolong	ADJ;MASC;SG	V;SG;ACT
utile	berguna	utile	berguna	ADJ;MASC;SG	V;SG;ACT
utile	bermanfaat	utile	bermanfaat	ADJ;MASC;SG	V;SG;ACT
utile	membantu	utile	menbantu	ADJ;MASC;SG	V;SG;ACT
saut	jump	saut	jump	N;MASC;SG	PROPN
saut	melompat	saut	menlompat	N;MASC;SG	V;SG;ACT
saut	skip	saut	skip	N;MASC;SG	PROPN
saut	lewati	saut	lewati	N;MASC;SG	V;SG;ACT
saut	leap	saut	leap	N;MASC;SG	PROPN
saut	melompat	saut	menlompat	N;MASC;SG	V;SG;ACT
saut	jumping	saut	jumping	N;MASC;SG	PROPN
pré	pre	pré	pre	N;MASC;SG	PROPN
pré	pra	pré	pra	N;MASC;SG	PROPN;SG
enceinte	hamil	enceinte	hamil	N;FEM;SG	PROPN;SG
pouvez	dapat	pouvoir	dapat	V;IMP;PL;2;PRS;FIN	ADV;SG;ACT
pouvez	can	pouvoir	can	V;IMP;PL;2;PRS;FIN	PROPN
pouvez	bisa	pouvoir	bisa	V;IMP;PL;2;PRS;FIN	ADV
hugo	hugo	hugo	hugo	PROPN	PROPN
sacré	suci	sacrer	suci	V;MASC;SG;PST;V.PTCP	ADJ;SG
sacré	kudus	sacrer	kudus	V;MASC;SG;PST;V.PTCP	PROPN;SG
sacré	holy	sacrer	holy	V;MASC;SG;PST;V.PTCP	PROPN
sacré	suci	sacrer	suci	V;MASC;SG;PST;V.PTCP	ADJ;SG
sacré	sakral	sacrer	sakral	V;MASC;SG;PST;V.PTCP	N
régulière	regular	régulier	regular	ADJ;FEM;SG	PROPN
régulière	reguler	régulier	reguler	ADJ;FEM;SG	N;SG
sortir	exit	sortir	exit	V;NFIN	PROPN
sortir	out	sortir	out	V;NFIN	PROPN
centres	pusat	centre	pusat	N;MASC;PL	N;SG
centres	pusat	centre	pusat	N;MASC;PL	N;SG
ministres	menteri	ministre	menteri	N;MASC;PL	N;SG
stephen	stephen	stephen	stephen	PROPN	PROPN
sociaux	social	social	social	ADJ;MASC;PL	PROPN
sociaux	sosial	social	sosial	ADJ;MASC;PL	N;SG
clairement	jelas	clairement	jelas	ADV	ADJ;SG
athènes	athens	athène	athens	PROPN	PROPN
athènes	athena	athène	athena	PROPN	PROPN;SG
urbain	urban	urbain	urban	ADJ;MASC;SG	PROPN
urbain	perkotaan	urbain	perkotaan	ADJ;MASC;SG	N;SG
urbain	urbain	urbain	urbain	ADJ;MASC;SG	PROPN
xiii	xiii	xiii	xiii	NUM	PROPN
clermont	clermont	clermont	clermont	N;MASC;SG	PROPN
préfet	prefek	préfet	prefek	N;MASC;SG	PROPN
préfet	préfet	préfet	préfet	N;MASC;SG	PROPN
essentiel	esensial	essentiel	esensial	ADJ;MASC;SG	N
stéphane	stéphane	stéphane	stéphane	PROPN	PROPN
stéphane	stephen	stéphane	stephen	PROPN	PROPN
stéphane	stefan	stéphane	stefan	PROPN	PROPN
stéphane	stephan	stéphane	stephan	PROPN	PROPN
stéphane	steven	stéphane	steven	PROPN	PROPN
laboratoire	laboratory	laboratoire	laboratory	N;MASC;SG	PROPN
laboratoire	lab	laboratoire	lab	N;MASC;SG	PROPN;SG
primaire	sd	primaire	sd	ADJ;MASC;SG	PROPN;SG
primaire	primer	primaire	primer	ADJ;MASC;SG	N;SG
primaire	primary	primaire	primary	ADJ;MASC;SG	PROPN
wiki	wiki	wiki	wiki	N;MASC;SG	PROPN
wiki	kueh	wiki	kueh	N;MASC;SG	PROPN
équipage	crew	équipage	crew	N;MASC;SG	PROPN
tuer	kill	tuer	kill	V;NFIN	PROPN
logique	logika	logique	logika	ADJ;FEM;SG	N;SG
adapté	diadaptasi	adapter	diadaptasi	V;MASC;SG;PST;V.PTCP	N
xavier	xavier	xavier	xavier	PROPN	PROPN
bulletin	newsletter	bulletin	newsletter	N;MASC;SG	
impression	cetak	impression	cetak	N;FEM;SG	PROPN;SG;ACT
impression	mencetak	impression	mencetak	N;FEM;SG	V;SG;ACT
impression	cetak	impression	cetak	N;FEM;SG	PROPN;SG;ACT
quasi	almost	quasi	almost	ADV	PROPN
quasi	nyaris	quasi	nyaris	ADV	
quasi	kuasi	quasi	kuasi	ADV	N;SG
visible	kelihatan	visible	kelihatan	ADJ;MASC;SG	V;SG;PASS
visible	nampak	visible	nampak	ADJ;MASC;SG	V
visible	terlihat	visible	terlihat	ADJ;MASC;SG	V;SG;PASS
breton	breton	breton	breton	N;MASC;SG	PROPN
autoroute	highway	autoroute	highway	N;FEM;SG	PROPN
ponts	bridges	pont	bridges	N;MASC;PL	PROPN
ponts	jembatan	pont	jembatan	N;MASC;PL	N;SG
taylor	taylor	taylor	taylor	PROPN	PROPN
vérité	truth	vérité	truth	N;FEM;SG	PROPN
quinze	fifteen	quinze	fifteen	NUM	PROPN
quinze	quinze	quinze	quinze	NUM	PROPN
mérite	merit	mériter	merit	ADJ;MASC;SG	PROPN
jérôme	jerome	jérôme	jerome	PROPN	PROPN
assistant	wizard	assistant	wizard	N;MASC;SG	PROPN
bavière	bavaria	bavière	bavaria	PROPN	PROPN
bavière	bayern	bavière	bayern	PROPN	PROPN
bavière	bavaria	bavière	bavaria	PROPN	PROPN
marié	married	marier	married	V;MASC;SG;PST;V.PTCP	PROPN
satellite	satellite	satellite	satellite	N;MASC;SG	PROPN
alan	alan	alan	alan	PROPN	PROPN
chili	chili	chili	chili	N;MASC;SG	PROPN
chili	chili	chili	chili	N;MASC;SG	PROPN
carlo	carlo	carlo	carlo	PROPN	PROPN
boîte	box	boîte	box	N;FEM;SG	PROPN
rôles	peran	rôle	peran	N;MASC;PL	N;SG
légèrement	ringan	légèrement	ringan	ADV	ADJ;SG
gallimard	gallimard	gallimard	gallimard	PROPN	PROPN
alice	alice	alice	alice	N;FEM;SG	PROPN
las	las	el	las	PROPN	PROPN
saxe	sachsen	saxe	sachsen	PROPN	PROPN
saxe	sachsen	saxe	sachsen	PROPN	PROPN
distinctions	perbedaan	distinction	perbedaan	N;FEM;PL	N;SG
distinctions	penghargaan	distinction	penhargaan	N;FEM;PL	N;SG
remarque	note	remarque	note	N;FEM;SG	PROPN
remarque	notice	remarque	notice	N;FEM;SG	PROPN
remarque	perhatikan	remarque	perhatikan	N;FEM;SG	V;SG;ACT
thèmes	tema	thème	tema	N;MASC;PL	N;SG
thèmes	topik	thème	topik	N;MASC;PL	N;SG
gares	stasiun	gare	stasiun	N;FEM;PL	N;SG
installation	memasang	installation	menpasang	N;FEM;SG	V;SG;ACT
rapports	laporan	rapport	laporan	N;MASC;PL	N;SG
rapports	pelaporan	rapport	penlaporan	N;MASC;PL	N;SG
rapports	melaporkan	rapport	menlaporkan	N;MASC;PL	V;SG;ACT
rapports	laporan	rapport	laporan	N;MASC;PL	N;SG
australien	aussie	australien	aussie	ADJ;MASC;SG	PROPN
australien	australian	australien	australian	ADJ;MASC;SG	PROPN
australien	australia	australien	australia	ADJ;MASC;SG	PROPN;SG
chinoise	tionghoa	chinois	tionghoa	ADJ;FEM;SG	N
chinoise	china	chinois	china	ADJ;FEM;SG	PROPN
chinoise	cina	chinois	cina	ADJ;FEM;SG	PROPN;SG
tournage	merekam	tournage	menrekam	N;MASC;SG	V;SG;ACT
tournage	memfilmkan	tournage	menfilmkan	N;MASC;SG	V;SG;ACT
tournage	shooting	tournage	shooting	N;MASC;SG	PROPN
tournage	menembak	tournage	mentembak	N;MASC;SG	V;SG;ACT
relief	lega	relief	lega	N;MASC;SG	ADJ;SG
pierres	batu	pierre	batu	N;FEM;PL	N;SG
pierres	batu	pierre	batu	N;FEM;PL	N;SG
pierres	stone	pierre	stone	N;FEM;PL	PROPN
pierres	batuan	pierre	batuan	N;FEM;PL	N;SG
pierres	rocks	pierre	rocks	N;FEM;PL	PROPN
universitaires	akademisi	universitaire	akademisi	ADJ;MASC;PL	N;SG
universitaires	akademik	universitaire	akademik	ADJ;MASC;PL	N;SG
universitaires	akademisi	universitaire	akademisi	ADJ;MASC;PL	N;SG
universitaires	akademis	universitaire	akademis	ADJ;MASC;PL	ADJ;SG
histoires	cerita	histoire	cerita	N;FEM;PL	N;SG
histoires	stories	histoire	stories	N;FEM;PL	PROPN
faites	buat	faire	buat	V;FEM;PL;PST;V.PTCP	
faites	make	faire	make	V;FEM;PL;PST;V.PTCP	PROPN
faites	jadikan	faire	jadikan	V;FEM;PL;PST;V.PTCP	V;SG;ACT
faites	membuat	faire	menbuat	V;FEM;PL;PST;V.PTCP	V;SG;ACT
pdd	dps	pdd	dps		PROPN
équivalent	ekuivalen	équivalent	ekuivalen	ADJ;MASC;SG	N
récompense	reward	récompense	reward	N;FEM;SG	PROPN
récompense	reward	récompense	reward	N;FEM;SG	PROPN
lancement	meluncurkan	lancement	menluncurkan	N;MASC;SG	V;SG;ACT
lancement	launching	lancement	launching	N;MASC;SG	PROPN
lancement	luncurkan	lancement	luncurkan	N;MASC;SG	V;SG;ACT
lancement	launch	lancement	launch	N;MASC;SG	PROPN
patron	bos	patron	bos	N;MASC;SG	
patron	boss	patron	boss	N;MASC;SG	PROPN
structures	struktur	structure	struktur	N;FEM;PL	N;SG
culturelle	kebudayaan	culturel	kebudayaan	ADJ;FEM;SG	N;SG
culturelle	budaya	culturel	budaya	ADJ;FEM;SG	N;SG
aviation	aviation	aviation	aviation	N;FEM;SG	PROPN
journaux	koran	journal	koran	N;MASC;PL	N;SG
chrétiens	christian	chrétien	christian	N;MASC;PL	PROPN
chrétiens	kristiani	chrétien	kristiani	N;MASC;PL	PROPN;SG
chrétiens	kristen	chrétien	kristen	N;MASC;PL	PROPN;SG
chrétiens	nasrani	chrétien	nasrani	N;MASC;PL	PROPN
chrétiens	kristen	chrétien	kristen	N;MASC;PL	PROPN;SG
syndicat	union	syndicat	union	N;MASC;SG	PROPN
syndicat	uni	syndicat	uni	N;MASC;SG	PROPN;SG
syndicat	serikat	syndicat	serikat	N;MASC;SG	PROPN;SG
lewis	lewis	lewi	lewis	PROPN	PROPN
menace	mengancam	menace	menancam	N;FEM;SG	V;SG;ACT
crois	believe	croire	believe	INTJ	PROPN
crois	percaya	croire	percaya	INTJ	V;SG;ACT
crois	crois	croire	crois	INTJ	PROPN
poursuite	mengejar	poursuite	menkejar	N;FEM;SG	V;SG;ACT
basque	basque	basque	basque	ADJ;MASC;SG	PROPN
mans	mans	mans	mans	N;MASC;SG	PROPN
lot	lot	lot	lot	N;MASC;SG	PROPN
débit	flow	débit	flow	N;MASC;SG	PROPN
débit	mengalir	débit	menalir	N;MASC;SG	V;SG;ACT
débit	mengalirlah	débit	menalir	N;MASC;SG	V;SG;ACT
employé	karyawan	employer	karyawan	V;MASC;SG;PST;V.PTCP	N;MASC;SG
manifestations	demonstrasi	manifestation	demonstrasi	N;FEM;PL	N;SG
arabes	arab	arabe	arab	ADJ;MASC;PL	PROPN;SG
arabes	arab	arabe	arab	ADJ;MASC;PL	PROPN;SG
arabes	arabic	arabe	arabic	ADJ;MASC;PL	PROPN
arabes	arab	arabe	arab	ADJ;MASC;PL	PROPN;SG
conserver	keep	conserver	keep	V;NFIN	PROPN
reprendre	resume	reprendre	resume	V;NFIN	N
conseils	persenan	conseil	persenan	N;MASC;PL	N;SG
conseils	tips	conseil	tips	N;MASC;PL	N;SG
conseils	kiat	conseil	kiat	N;MASC;PL	N;SG
conseils	tip	conseil	tip	N;MASC;PL	PROPN;SG
conseils	nasihat	conseil	nasihat	N;MASC;PL	N;SG
conseils	nasehat	conseil	nasehat	N;MASC;PL	N;SG
conseils	saran	conseil	saran	N;MASC;PL	N;SG
latine	latin	latin	latin	ADJ;FEM;SG	N
latine	latina	latin	latina	ADJ;FEM;SG	PROPN
bases	dasar	base	dasar	N;FEM;PL	ADJ;SG
bases	basis	base	basis	N;FEM;PL	PROPN;SG
industrielle	industri	industriel	industri	ADJ;FEM;SG	N;SG
industrielle	industrial	industriel	industrial	ADJ;FEM;SG	PROPN
andrew	andreas	andrew	andreas	PROPN	PROPN
andrew	andrew	andrew	andrew	PROPN	PROPN
peintures	melukiskan	peinture	menlukiskan	N;FEM;PL	V;SG;ACT
peintures	melukis	peinture	menlukis	N;FEM;PL	V;SG;ACT
peintures	lukisan	peinture	lukisan	N;FEM;PL	N;SG
peintures	lukisan	peinture	lukisan	N;FEM;PL	N;SG
individus	individu	individu	individu	N;MASC;PL	N;SG
franchise	franchise	franchise	franchise	N;FEM;SG	PROPN
iran	iran	iran	iran	PROPN	PROPN
iran	banten	iran	banten	PROPN	PROPN
blessés	cedera	blesser	cedera	V;MASC;PL;PST;V.PTCP	N;SG
blessés	terluka	blesser	terluka	V;MASC;PL;PST;V.PTCP	V;SG;PASS
blessés	terluka	blesser	terluka	V;MASC;PL;PST;V.PTCP	V;SG;PASS
blessés	cedera	blesser	cedera	V;MASC;PL;PST;V.PTCP	N;SG
particulière	khususnya	particulier	khususnya	ADJ;FEM;SG	ADV
conscience	awareness	conscience	awareness	N;FEM;SG	PROPN
maîtres	masters	maître	masters	N;MASC;PL	PROPN
maîtres	master	maître	master	N;MASC;PL	PROPN
expositions	eksposur	exposition	eksposur	N;FEM;PL	N;SG
expositions	pameran	exposition	pameran	N;FEM;PL	N;SG
expositions	pameran	exposition	pameran	N;FEM;PL	N;SG
expositions	pameran	exposition	pameran	N;FEM;PL	N;SG
naples	napoli	naple	napoli	PROPN	PROPN
naples	napoli	naple	napoli	PROPN	PROPN
lion	lion	lion	lion	N;MASC;SG	PROPN
lion	singa	lion	singa	N;MASC;SG	PROPN;SG
peur	takut	peur	takut	N;FEM;SG	ADJ;SG
peur	takut	peur	takut	N;FEM;SG	ADJ;SG
peur	takut	peur	takut	N;FEM;SG	ADJ;SG
peur	fear	peur	fear	N;FEM;SG	PROPN
actives	active	actif	active	ADJ;FEM;PL	PROPN
actives	aktif	actif	aktif	ADJ;FEM;PL	ADJ;SG
prague	prague	prague	prague	PROPN	PROPN
prague	praha	prague	praha	PROPN	PROPN
administratif	administratif	administratif	administratif	ADJ;MASC;SG	N;SG
lausanne	lausanne	lausanne	lausanne	PROPN	PROPN;SG
peuples	bangsa	peuple	bangsa	N;MASC;PL	N;SG
crime	crime	crime	crime	N;MASC;SG	PROPN
chrétienne	christian	chrétien	christian	ADJ;FEM;SG	PROPN
chrétienne	kristiani	chrétien	kristiani	ADJ;FEM;SG	PROPN;SG
chrétienne	kristen	chrétien	kristen	ADJ;FEM;SG	PROPN;SG
américaines	american	américain	american	ADJ;FEM;PL	PROPN
américaines	amerika	américain	amerika	ADJ;FEM;PL	PROPN;SG
respect	hormati	respect	hormati	N;MASC;SG	V;SG;ACT
respect	respect	respect	respect	N;MASC;SG	PROPN
mobile	mobile	mobile	mobile	ADJ;MASC;SG	PROPN
mobile	seluler	mobile	seluler	ADJ;MASC;SG	N;SG
mobile	ponsel	mobile	ponsel	ADJ;MASC;SG	N;SG
mobile	handphone	mobile	handphone	ADJ;MASC;SG	PROPN
chiffres	figur	chiffre	figur	N;MASC;PL	N;SG
chiffres	angka	chiffre	angka	N;MASC;PL	N;SG
chiffres	tokoh	chiffre	tokoh	N;MASC;PL	N;SG
chiffres	bilangan	chiffre	bilangan	N;MASC;PL	N;SG
chiffres	nomor	chiffre	nomor	N;MASC;PL	N;SG
chiffres	angka	chiffre	angka	N;MASC;PL	N;SG
sœurs	sisters	sœur	sisters	N;FEM;PL	PROPN
sœurs	saudara	sœur	saudara	N;FEM;PL	N;SG
sœurs	saudari	sœur	saudari	N;FEM;PL	
bientôt	soon	bientôt	soon	ADV	PROPN
spéciale	special	spécial	special	ADJ;FEM;SG	PROPN
commentaire	comment	commentaire	comment	N;MASC;SG	PROPN
della	della	della	della	PROPN	PROPN
irlandais	irish	irlandais	irish	ADJ;MASC;SG	PROPN
irlandais	irlandia	irlandais	irlandia	ADJ;MASC;SG	N;SG
catholiques	catholic	catholique	catholic	ADJ;MASC;PL	PROPN
catholiques	katolik	catholique	katolik	ADJ;MASC;PL	PROPN
catholiques	katolik	catholique	katolik	ADJ;MASC;PL	PROPN
apparaissent	tampil	apparaître	tampil	V;IND;PL;3;PRS;FIN	V;SG;ACT
apparaissent	muncul	apparaître	muncul	V;IND;PL;3;PRS;FIN	V;SG;ACT
rare	langka	rare	langka	ADJ;MASC;SG	N;SG
rare	rare	rare	rare	ADJ;MASC;SG	PROPN
rare	jarang	rare	jarang	ADJ;MASC;SG	ADV
transfert	mentransfer	transfert	mentransfer	N;MASC;SG	V;SG;ACT
blessé	cedera	blesser	cedera	V;MASC;SG;PST;V.PTCP	N;SG
blessé	hurt	blesser	hurt	V;MASC;SG;PST;V.PTCP	PROPN
blessé	sakit	blesser	sakit	V;MASC;SG;PST;V.PTCP	N;SG
aile	wing	aile	wing	N;FEM;SG	PROPN
carré	square	carré	square	N;MASC;SG	PROPN
dimension	dimension	dimension	dimension	N;FEM;SG	PROPN
juive	yahudi	juif	yahudi	ADJ;FEM;SG	PROPN;SG
juive	juive	juif	juive	ADJ;FEM;SG	PROPN
var	var	var	var	N;MASC;SG	PROPN
lit	ranjang	lit	ranjang	N;MASC;SG	PROPN;SG
lit	bed	lit	bed	N;MASC;SG	PROPN
floride	florida	floride	florida	N;FEM;SG	PROPN
fera	will	faire	will	V;IND;SG;3;FUT;FIN	PROPN
fera	akan	faire	akan	V;IND;SG;3;FUT;FIN	ADV
situés	berlokasi	situer	berlokasi	V;MASC;PL;PST;V.PTCP	V;SG;ACT
situés	bertempat	situer	bertempat	V;MASC;PL;PST;V.PTCP	V;SG;ACT
situés	terletak	situer	terletak	V;MASC;PL;PST;V.PTCP	V;SG;PASS
milliers	seribu	millier	seribu	N;MASC;PL	NUM
milliers	ribuan	millier	ribuan	N;MASC;PL	N;SG
milliers	thousand	millier	thousand	N;MASC;PL	PROPN
milliers	ribuan	millier	ribuan	N;MASC;PL	N;SG
milliers	beribu	millier	beribu	N;MASC;PL	PROPN
loup	loup	loup	loup	N;MASC;SG	PROPN
loup	wolf	loup	wolf	N;MASC;SG	PROPN
détroit	detroit	détroit	detroit	N;MASC;SG	PROPN
mémoires	memoar	mémoire	memoar	N;MASC;PL	PROPN
mémoires	memories	mémoire	menpories	N;MASC;PL	PROPN
mémoires	memori	mémoire	memori	N;MASC;PL	N;SG
mémoires	kenangan	mémoire	kenangan	N;MASC;PL	N;SG
mémoires	memoar	mémoire	memoar	N;MASC;PL	PROPN
classiques	klasik	classique	klasik	ADJ;MASC;PL	N;SG
classiques	klasik	classique	klasik	ADJ;MASC;PL	N;SG
classiques	klasik	classique	klasik	ADJ;MASC;PL	N;SG
classiques	classic	classique	classic	ADJ;MASC;PL	PROPN
nécessaires	diperlukan	nécessaire	diperlukan	ADJ;MASC;PL	V;SG;PASS
nécessaires	dibutuhkan	nécessaire	dibutuhkan	ADJ;MASC;PL	V;SG;PASS
nécessaires	diperlukan	nécessaire	diperlukan	ADJ;MASC;PL	V;SG;PASS
nécessaires	perlu	nécessaire	perlu	ADJ;MASC;PL	V;SG;ACT
grave	serious	grave	serious	ADJ;MASC;SG	PROPN
grave	kubur	grave	kubur	ADJ;MASC;SG	N;SG
grave	kuburan	grave	kuburan	ADJ;MASC;SG	N;SG
grave	makam	grave	makam	ADJ;MASC;SG	N;SG
lord	lord	lord	lord	PROPN	PROPN
lord	tuhan	lord	tuhan	PROPN	N;SG
tourne	gilirannya	tourner	giliran	V;IND;SG;3;PRS;FIN	N;SG
tourne	belok	tourner	belok	V;IND;SG;3;PRS;FIN	N;SG;ACT
tourne	turn	tourner	turn	V;IND;SG;3;PRS;FIN	PROPN
tourne	giliran	tourner	giliran	V;IND;SG;3;PRS;FIN	N;SG
tourne	spin	tourner	spin	V;IND;SG;3;PRS;FIN	PROPN
tourne	putar	tourner	putar	V;IND;SG;3;PRS;FIN	N;SG
faute	foul	faute	foul	N;FEM;SG	PROPN
faute	busuk	faute	busuk	N;FEM;SG	PROPN;SG
brunswick	brunswick	brunswick	brunswick	N;MASC;SG	PROPN
million	juta	million	juta	N;MASC;SG	NUM
million	million	million	million	N;MASC;SG	PROPN
million	sejuta	million	sejuta	N;MASC;SG	NUM
extrait	ekstrak	extraire	ekstrak	V;MASC;SG;PST;V.PTCP	N;SG
hill	bukit	hill	bukit	PROPN	PROPN;SG
hill	hill	hill	hill	PROPN	PROPN
rivières	sungai	rivière	sungai	N;FEM;PL	PROPN;SG
rivières	rivers	rivière	rivers	N;FEM;PL	PROPN
directe	direct	direct	direct	ADJ;FEM;SG	PROPN
directe	langsung	direct	langsung	ADJ;FEM;SG	ADV
inférieure	turunkan	inférieur	turunkan	ADJ;FEM;SG	V;SG;ACT
inférieure	lower	inférieur	lower	ADJ;FEM;SG	PROPN
inférieure	rendahkan	inférieur	rendahkan	ADJ;FEM;SG	V;SG;ACT
renommé	terkenal	renommer	terkenal	V;MASC;SG;PST;V.PTCP	ADJ;SG;PASS
gris	gray	gris	gray	N;MASC;SG	PROPN
gris	grey	gris	grey	N;MASC;SG	PROPN
aquitaine	aquitaine	aquitaine	aquitaine	ADJ;FEM;SG	PROPN
clément	clément	clément	clément	N;MASC;SG	PROPN
clément	klemens	clément	klemens	N;MASC;SG	PROPN
barbara	barbara	barbara	barbara	PROPN	PROPN
notoriété	awareness	notoriété	awareness	N;FEM;SG	PROPN
léger	cahaya	léger	cahaya	ADJ;MASC;SG	N;SG
léger	lampu	léger	lampu	ADJ;MASC;SG	N;SG
léger	light	léger	light	ADJ;MASC;SG	PROPN
disponibles	tersedia	disponible	tersedia	ADJ;MASC;PL	ADJ;SG
danger	hazard	danger	hazard	N;MASC;SG	PROPN
danger	danger	danger	danger	N;MASC;SG	PROPN
wilson	wilson	wilson	wilson	PROPN	PROPN
plate	platform	plat	platform	ADJ;FEM;SG	N
cordes	untaian	corde	untaian	N;FEM;PL	N;SG
cordes	tali	corde	tali	N;FEM;PL	N;SG
cordes	cordes	corde	cordes	N;FEM;PL	PROPN
golden	golden	golden	golden	N;MASC;SG	PROPN
détail	retail	détail	retail	N;MASC;SG	PROPN
détail	detail	détail	detail	N;MASC;SG	
