que	te	que	te	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
venda	néhány	venda	néhány	N	DET;INDF
venda	eladási	venda	eladási	N	ADJ;NOM;SG
venda	eladás	venda	eladás	N	
venda	eladni	venda	elad	N	V;NFIN;ACT
venda	eladás	venda	eladás	N	
dono	saját	dono	saját	N	PRO;NOM;SG;3
dono	az	dono	az	N	
direi	will	dir	will	V	
direi	fog	dir	fog	V	V;INDF;IND;SG;3;PRS;ACT
direi	akarat	dir	akarat	V	N;NOM;SG
basta	csak	bastar	csak	V	ADV
basta	vágás	bastar	vágás	V	N;NOM;SG
basta	ki	bastar	ki	V	PRO;NOM;SG;3
basta	lefelé	bastar	lefelé	V	
basta	le	bastar	le	V	ADV
basta	elég	bastar	elég	V	
pura	tisztán	puro	tiszta	N	
pura	tiszta	puro	tiszta	N	
pura	legtisztább	puro	legtiszta	N	
pura	csak	puro	csak	N	ADV
dando	körül	dar	körül	V	ADP
dando	körbe	dar	kör	V	ADV
dando	kör	dar	kör	V	N;NOM;SG
dando	kerek	dar	kér	V	
dando	forduló	dar	forduló	V	N;NOM;SG
dando	körbe	dar	kör	V	ADV
dando	ők	dar	ők	V	PRO;NOM;PL;3
dando	fit	dar	fi	V	
dando	fitt	dar	fitt	V	
darche	csak	darche	csak	V	ADV
peter	peter	peter	peter	V	PROPN;NOM;SG
peter	péter	peter	péter	V	
chego	valaha	chego	valaha	V	
chego	későn	chego	későn	V	
chego	késő	chego	késő	V	
chego	késve	chego	késve	V	
chego	can	chego	can	V	
chego	ott	chego	ott	V	ADV
facerlle	őt	facerllar	ő	N	PRO;ACC;SG;3
facerlle	neki	facerllar	ő	N	
facerlle	tud	facerllar	tud	N	V;INDF;IND;SG;3;PRS;FIN;ACT
facerlle	can	facerllar	can	N	
facerlle	lehet	facerllar	lesz	N	V;INDF;POT;SG;3;PRS;FIN;ACT
facerlle	csak	facerllar	csak	N	ADV
viñen	itt	vir	itt	V	ADV
levalo	viselni	levalo	visel	N	V;NFIN;ACT
levalo	vedd	levalo	vedd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
levalo	őt	levalo	ő	N	PRO;ACC;SG;3
levalo	neki	levalo	ő	N	
levalo	küldj	levalo	küld	N	V;INDF;IND;SG;1;PRS;FIN;ACT
levalo	küld	levalo	küld	N	V;INDF;IND;SG;3;PRS;FIN;ACT
levalo	küldeni	levalo	küld	N	V;NFIN;ACT
vives	live	vivir	live	V	
vives	élőben	vivir	élő	V	N;IN+ESS;SG
vives	élő	vivir	élő	V	
vives	élő	vivir	élő	V	
vives	csak	vivir	csak	V	ADV
sigo	még	sigo	még	V	ADV
sigo	don	sigo	don	V	
crin	hittem	crin	hit	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
crin	gondoltam	crin	gondol	PRO	V;INDF;IND;SG;1;PST;FIN;ACT
crin	gondolat	crin	gondolat	PRO	N;NOM;SG
crin	hiszem	crin	hisz	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
crin	higgy	crin	higgy	PRO	V;INDF;IND;SG;1;PRS;FIN;ACT
crin	hittem	crin	hit	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
crin	hitte	crin	hit	PRO	V;DEF;IND;SG;3;PRS;FIN;ACT
séculos	van	século	van	N	V;INDF;IND;SG;3;PRS;FIN;ACT
séculos	for	século	for	N	
pechar	szoros	pechar	szoros	V	
pechar	közel	pechar	közel	V	
pechar	bezárása	pechar	bezárás	V	N;NOM;SG
pechar	közeli	pechar	közeli	V	
pechar	záró	pechar	záró	V	N;NOM;SG
pechar	zárás	pechar	zárás	V	N;NOM;SG
pechar	zárat	pechar	zárat	V	N;ACC;SG
pechar	lakat	pechar	lakat	V	N;NOM;SG
pechar	ez	pechar	ez	V	PRO;NOM;SG;3
volverá	will	volver	will	V	
volverá	fog	volver	fog	V	V;INDF;IND;SG;3;PRS;ACT
volverá	akarat	volver	akarat	V	N;NOM;SG
volverá	vissza	volver	vissza	V	ADV
volverá	újra	volver	újra	V	ADV
volverá	sosem	volver	sosem	V	
volverá	soha	volver	soha	V	
leo	olvasott	lear	olvasot	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
leo	leo	lear	leo	PROPN	
ferido	fáj	ferido	fáj	N	V;INDF;IND;SG;3;PRS;FIN;ACT
ferido	bántani	ferido	bánt	N	V;NFIN;ACT
ferido	megsérült	ferido	meg+sérül	N	V;INDF;IND;SG;3;PST;FIN;ACT
ferido	sérült	ferido	sérül	N	V;INDF;IND;SG;3;PST;FIN;ACT
ferido	sebesült	ferido	sebesül	N	V;INDF;IND;SG;3;PST;FIN;ACT
ferido	volt	ferido	van	N	V;INDF;IND;SG;3;PST;FIN;ACT
ferido	sérültek	ferido	sérül	N	V;INDF;IND;PL;3;PST;FIN;ACT
ferido	sérült	ferido	sérül	N	V;INDF;IND;SG;3;PST;FIN;ACT
ferido	megsérült	ferido	meg+sérül	N	V;INDF;IND;SG;3;PST;FIN;ACT
ferido	komolyan	ferido	komolyan	N	
amizade	with	amizade	with	N	
voulle	alakul	voulle	alakul	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
voulle	megyek	voulle	megy	PROPN	V;INDF;IND;SG;1;PRS;FIN;ACT
voulle	megy	voulle	megy	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
centavos	cent	centavo	cesz	N	
pete	pete	pete	pete	PROPN	
pete	akarsz	pete	akarsz	PROPN	V;INDF;IND;SG;1;PRS;FIN;ACT
pete	akar	pete	akar	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
pete	akarod	pete	akarod	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
pete	akarom	pete	akarom	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
pete	mint	pete	mint	PROPN	CONJ
pete	like	pete	lik	PROPN	
pete	tetszik	pete	tetszik	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
berrar	kiabálj	berrar	kiabálj	V	
berrar	kiabálás	berrar	kiabálás	V	N;NOM;SG
berrar	kiabálás	berrar	kiabálás	V	N;NOM;SG
berrar	kiabálj	berrar	kiabálj	V	
berrar	mint	berrar	mint	V	CONJ
berrar	like	berrar	lik	V	
berrar	kiabálás	berrar	kiabálás	V	N;NOM;SG
berrar	sikoly	berrar	sikoly	V	N;NOM;SG
fred	fred	fred	fred	PROPN	
sube	fent	subar	fent	V	
sube	hop	subar	hop	V	
patterson	patterson	patterson	patters	PROPN	
barrett	barrett	barrett	barrett	PROPN	
dragón	dragon	dragón	dragon	N	
amsatu	igen	amsatu	igen	PROPN	
amsatu	tisztított	amsatu	tisztított	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
djinns	tündér	dainn	tündér	PROPN	N;NOM;SG
rusia	oroszország	rusia	oroszország	PROPN	N;NOM;SG
verdadeiramente	tényleg	verdadeiramente	tényleg	ADV	
verdadeiramente	igazán	verdadeiramente	igazán	ADV	
verdadeiramente	valóban	verdadeiramente	valóban	ADV	
verdadeiramente	igazán	verdadeiramente	igazán	ADV	
verdadeiramente	kívánom	verdadeiramente	kíván	ADV	V;DEF;IND;SG;1;PRS;FIN;ACT
verdadeiramente	kívánság	verdadeiramente	kívánság	ADV	N;NOM;SG
verdadeiramente	bárcsak	verdadeiramente	bárcsak	ADV	
tomamos	kávét	tomar	kávét	V	N;ACC;SG
tomamos	kávé	tomar	kávé	V	N;NOM;SG
aberta	nyitva	aberto	nyitva	ADJ	ADV;V.CVB
conseguimos	használat	conseguir	használat	V	N;NOM;SG
conseguimos	használata	conseguir	használat	V	N;NOM;SG
conseguimos	felhasználás	conseguir	felhasználás	V	N;NOM;SG
axeitado	jobbra	axeitado	jobbra	ADJ	ADV
axeitado	megfelelő	axeitado	megfelelő	ADJ	
axeitado	csak	axeitado	csak	ADJ	ADV
axeitado	kizárólag	axeitado	kizárólag	ADJ	
axeitado	megfelelő	axeitado	megfelelő	ADJ	
axeitado	megfelelő	axeitado	megfelelő	ADJ	
axeitado	az	axeitado	az	ADJ	
axeitado	illő	axeitado	illő	ADJ	
comprendo	lásd	comprer	lásd	V	
comprendo	ez	comprer	ez	V	PRO;NOM;SG;3
visitar	látogatás	visitar	látogatás	V	N;NOM;SG
visitar	lásd	visitar	lásd	V	
visitar	látogató	visitar	látogató	V	ADJ;NOM;SG
visitar	látogatás	visitar	látogatás	V	N;NOM;SG
visitar	látogatóban	visitar	látogató	V	N;IN+ESS;SG
sós	egyedül	só	egyedül	PROPN	
sós	saját	só	saját	PROPN	PRO;NOM;SG;3
sós	te	só	te	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
guapo	jóképű	guapo	jóképű	N	
guapo	őt	guapo	ő	N	PRO;ACC;SG;3
guapo	neki	guapo	ő	N	
guapo	jobb	guapo	jó	N	ADJ;NOM;CMPR;SG
guapo	jobban	guapo	jól	N	ADV
guapo	gyönyörű	guapo	gyönyörű	N	
guapo	csinos	guapo	csinos	N	ADJ;NOM;SG
guapo	néz	guapo	néz	N	V;INDF;IND;SG;3;PRS;FIN;ACT
guapo	keresem	guapo	keresem	N	V;DEF;IND;SG;1;PRS;FIN;ACT
esperaba	várható	esperar	várható	V	ADJ;NOM;SG
esperaba	várakozás	esperar	várakozás	V	N;NOM;SG
esperaba	gondolat	esperar	gondolat	V	N;NOM;SG
crecemento	növekszik	crecemento	növekszik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
crecemento	növekvő	crecemento	növekvő	N	ADJ;NOM;SG
facían	ők	facer	ők	V	PRO;NOM;PL;3
facían	szükséges	facer	szükséges	V	ADJ;NOM;SG
xudeu	zsidó	xudar	zsidó	N	
xudeu	zsidó	xudar	zsidó	N	
masas	tömeges	masa	tömeges	N	ADJ;NOM;SG
rapidamente	gyorsan	rapidamente	gyors	ADV	ADJ;FRML;SG
rapidamente	hívás	rapidamente	hívás	ADV	N;NOM;SG
rapidamente	hív	rapidamente	hív	ADV	V;INDF;IND;SG;3;PRS;FIN;ACT
rapidamente	gyorsan	rapidamente	gyors	ADV	ADJ;FRML;SG
rapidamente	gyors	rapidamente	gyors	ADV	
rapidamente	off	rapidamente	off	ADV	
medidas	vissza	medida	vissza	N	ADV
orgulloso	büszke	orgulloso	büszke	ADJ	
orgulloso	nagyon	orgulloso	nagyon	ADJ	ADV
orgulloso	büszkeség	orgulloso	büszkeség	ADJ	N;NOM;SG
po	port	po	por	N	
po	az	po	az	N	
po	poros	po	poros	N	
po	rozsdás	po	rozsdás	N	
ergue	orr	ergue	orr	V	N;NOM;SG
ergue	orrot	ergue	oror	V	N;ACC;SG
xúpiter	jupiter	xúpiter	jupiter	N	
carlos	carlos	carlo	carlos	PROPN	
carlos	károly	carlo	károly	PROPN	N;NOM;SG
carlos	charles	carlo	charles	PROPN	
carlos	stuart	carlo	stuart	PROPN	
durme	alszik	durme	alszik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
durme	elaludt	durme	el+alud	N	V;INDF;IND;SG;3;PST;FIN;ACT
durme	alszik	durme	alszik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
durme	aludni	durme	alsdik	N	V;NFIN;ACT
durme	aludj	durme	alud	N	V;DEF;IND;SG;1;PRS;FIN;ACT
durme	most	durme	most	N	ADV
parvada	izé	parvada	izé	N	
parvada	hülye	parvada	hülye	N	
criminal	bűnöző	criminal	bűnöző	ADJ	N;NOM;SG
criminal	bűnözői	criminal	bűnöző	ADJ	N;NOM;PL
criminal	bűnözés	criminal	bűnözés	ADJ	N;NOM;SG
criminal	bűn	criminal	bűn	ADJ	N;NOM;SG
criminal	bűntény	criminal	bűntény	ADJ	N;NOM;SG
criminal	bűncselekmény	criminal	bűncselekmény	ADJ	N;NOM;SG
criminal	bűncselekmények	criminal	bűncselekmény	ADJ	N;NOM;PL
gasolina	néhány	gasolina	néhány	N	DET;INDF
escribe	írj	escribir	írj	V	
escribe	írással	escribir	írás	V	N;INS;SG
escribe	írás	escribir	írás	V	N;NOM;SG
escribe	írása	escribir	írás	V	N;NOM;SG
disparou	lövés	disparar	lövés	V	N;NOM;SG
disparou	az	disparar	az	V	
disparou	lövések	disparar	lövés	V	N;NOM;PL
disparou	feles	disparar	feles	V	
disparou	lövés	disparar	lövés	V	N;NOM;SG
disparou	ravaszt	disparar	ravaszt	V	N;ACC;SG
cansa	fáradt	cansar	fárad	V	
cansa	beteg	cansar	beteg	V	N;NOM;SG
cansa	betegek	cansar	beteg	V	N;NOM;PL
miga	kis	miga	kis	N	ADJ;NOM;SG
miga	kicsi	miga	kicsi	N	
miga	kevés	miga	kevés	N	
miga	bites	miga	bites	N	
miga	kicsit	miga	kicsi	N	
miga	több	miga	több	N	DET;INDF
miga	more	miga	more	N	
miga	tobb	miga	tobb	N	
fumar	füst	fumar	füst	V	N;NOM;SG
fumar	dohányzó	fumar	dohányzó	V	ADJ;NOM;SG
fumar	dohányzás	fumar	dohányzás	V	N;NOM;SG
ovellas	az	ovella	az	N	
ovellas	bárány	ovella	bárány	N	
ovellas	birkák	ovella	birka	N	
ovellas	birka	ovella	birka	N	
ovellas	bármelyik	ovella	bármelyik	N	
ovellas	bármely	ovella	bármely	N	
ovellas	bármilyen	ovella	bármilyen	N	
cathy	cathy	cathy	cathy	PROPN	
cathy	tette	cathy	tesz	PROPN	V;DEF;IND;SG;3;PST;FIN;ACT
cb	cindy	cb	cindy	PROPN	
arya	arya	arya	azya	N	PROPN;NOM;SG
stannis	stannis	stannis	stannis	PROPN	
dicían	said	dicir	said	V	
dicían	ők	dicir	ők	V	PRO;NOM;PL;3
dicían	mondás	dicir	mondás	V	N;NOM;SG
traballan	dolgozó	traballar	dolgozó	V	ADJ;NOM;SG
traballan	munkahelyi	traballar	munkahelyi	V	N;NOM;SG
traballan	munka	traballar	munka	V	N;NOM;SG
traballan	ők	traballar	ők	V	PRO;NOM;PL;3
basicamente	lényegében	basicamente	lényeg	ADV	N;IN+ESS;SG
basicamente	alapvetően	basicamente	alapvető	ADV	ADJ;FRML;SG
basicamente	lényegében	basicamente	lényeg	ADV	N;IN+ESS;SG
basicamente	alapvetően	basicamente	alapvető	ADV	ADJ;FRML;SG
basicamente	gyakorlatilag	basicamente	gyakorlati	ADV	ADJ;FRML;SG
basicamente	csinos	basicamente	csinos	ADV	ADJ;NOM;SG
distintas	más	distinto	más	ADJ	PRO;NOM;SG;3
distintas	különböző	distinto	különböző	ADJ	
distintas	sok	distinto	sok	ADJ	
distintas	sokan	distinto	sokan	ADJ	ADV
xogando	játék	xogar	játék	V	N;NOM;SG
xogando	play	xogar	play	V	
xogando	játssz	xogar	játssz	V	
vistes	lásd	verte	lásd	V	
vistes	őt	verte	ő	V	PRO;ACC;SG;3
vistes	neki	verte	ő	V	
vistes	fűrész	verte	fűrész	V	N;NOM;SG
peores	legrosszabb	peor	legrosszabb	ADJ	
relacións	van	relación	van	N	V;INDF;IND;SG;3;PRS;FIN;ACT
dicimos	mondás	dicir	mondás	V	N;NOM;SG
dicimos	hívás	dicir	hívás	V	N;NOM;SG
posta	viselni	posta	visel	N	V;NFIN;ACT
posta	az	posta	az	N	
poderemos	can	poder	can	V	
poderemos	will	poder	will	V	
poderemos	fog	poder	fog	V	V;INDF;IND;SG;3;PRS;ACT
poderemos	akarat	poder	akarat	V	N;NOM;SG
poderemos	képes	poder	képes	V	
guía	vezet	guía	vezet	N	V;INDF;IND;SG;3;PRS;FIN;ACT
accións	akció	acción	akció	N	
accións	az	acción	az	N	
outono	őszi	outono	őszi	N	
outono	ősszel	outono	ősszel	N	ADV
outono	ősz	outono	ősz	N	
outono	ősz	outono	ősz	N	
outono	őszi	outono	őszi	N	
outono	ősszel	outono	ősszel	N	ADV
loitando	harcok	loitar	harc	V	N;NOM;PL
loitando	harc	loitar	harc	V	N;NOM;SG
loitando	küzdelem	loitar	küzdelem	V	N;NOM;SG
loitando	verekedés	loitar	verekedés	V	N;NOM;SG
loitando	for	loitar	for	V	
profundo	mély	profundo	mély	ADJ	
profundo	mélyreható	profundo	mélyreható	ADJ	
profundo	mélyebben	profundo	mély	ADJ	ADV
profundo	mélyebbre	profundo	mélyebb	ADJ	ADV
profundo	az	profundo	az	ADJ	
pensamentos	ők	pensamento	ők	N	PRO;NOM;PL;3
pensamentos	őket	pensamento	ők	N	PRO;ACC;PL;3
pensamentos	hittem	pensamento	hit	N	V;DEF;IND;SG;1;PRS;FIN;ACT
pensamentos	gondoltam	pensamento	gondol	N	V;INDF;IND;SG;1;PST;FIN;ACT
velocidade	gyorsan	velocidade	gyors	N	ADJ;FRML;SG
velocidade	gyors	velocidade	gyors	N	
velocidade	high	velocidade	high	N	
velocidade	magas	velocidade	magas	N	ADJ;NOM;SG
velocidade	magasan	velocidade	magasan	N	
velocidade	hogyan	velocidade	hogyan	N	ADV
senten	érzés	sentir	érzés	V	
senten	érzéssel	sentir	érzés	V	N;INS;SG
senten	lefelé	sentir	lefelé	V	
senten	le	sentir	le	V	ADV
senten	és	sentir	és	V	CONJ
senten	ők	sentir	ők	V	PRO;NOM;PL;3
senten	mindenki	sentir	mindenki	V	
senten	mindenkinek	sentir	mindenki	V	
senten	érző	sentir	érző	V	ADJ;NOM;SG
participación	voltak	participación	van	N	V;INDF;IND;PL;3;PST;FIN;ACT
participación	részben	participación	részben	N	ADV
participación	az	participación	az	N	
participación	persze	participación	persze	N	
participación	ezt	participación	ez	N	PRO;ACC;SG;3
participación	ez	participación	ez	N	PRO;NOM;SG;3
discurso	az	discurso	az	N	
dei	adta	dar	ad	PROPN	V;DEF;IND;SG;3;PST;FIN;ACT
dei	adott	dar	ad	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
dei	megfordult	dar	megfordul	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
dei	fordult	dar	fordul	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
dei	dei	dar	dei	PROPN	
caro	drága	caro	drága	N	
caro	is	caro	is	N	CONJ
caro	túl	caro	túl	N	
caro	high	caro	high	N	
caro	magas	caro	magas	N	ADJ;NOM;SG
caro	magasan	caro	magasan	N	
caro	sok	caro	sok	N	
estivera	itt	estar	itt	V	ADV
cego	vakon	cego	vakon	N	
cego	vak	cego	vak	N	
cego	vakok	cego	vak	N	
cego	egy	cego	egy	N	DET;INDF
lin	haven	lin	haven	V	
lin	reggel	lin	reggel	V	
lin	reggelt	lin	reggelt	V	N;NOM;SG
clínica	klinikán	clínico	klinika	ADJ	N;ON+ESS;SG
clínica	klinika	clínico	klinika	ADJ	N;NOM;SG
clínica	klinikai	clínico	klinikai	ADJ	N;NOM;SG
clínica	mentális	clínico	mentális	ADJ	N;NOM;SG
clínica	szellemi	clínico	szellemi	ADJ	
orixe	eredetű	orixe	eredetű	N	
orixe	születési	orixe	születési	N	ADJ;NOM;SG
orixe	től	orixe	től	N	
orixe	tól	orixe	tól	N	
orixe	from	orixe	from	N	
bruno	bruno	bruno	bruno	N	
corrente	az	corrente	az	ADJ	
corrente	patak	corrente	patak	ADJ	N;NOM;SG
corrente	áramlat	corrente	áramlat	ADJ	N;NOM;SG
corrente	jelenlegi	corrente	jelenlegi	ADJ	
corrente	víz	corrente	víz	ADJ	N;NOM;SG
corrente	vizet	corrente	víz	ADJ	N;ACC;SG
corrente	közönséges	corrente	közönséges	ADJ	N;NOM;SG
corrente	sokk	corrente	sokk	ADJ	N;NOM;SG
doe	fáj	doar	fáj	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
doe	fáj	doar	fáj	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
doe	bántani	doar	bánt	PROPN	V;NFIN;ACT
doe	megsérült	doar	meg+sérül	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
doe	fáj	doar	fáj	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
doe	fájdalmat	doar	fájdalom	PROPN	N;ACC;SG
doe	fájdalom	doar	fájdalom	PROPN	N;NOM;SG
metal	metál	metal	metál	N	
metal	metal	metal	metal	N	
metal	fém	metal	fém	N	
rexistro	regisztrálj	rexistro	regisztrál	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
rexistro	side	rexistro	side	N	
rexistro	city	rexistro	city	N	
rexistro	városi	rexistro	városi	N	ADJ;NOM;SG
rexistro	nyilvántartási	rexistro	nyilvántartási	N	ADJ;NOM;SG
rexistro	rekord	rexistro	rekord	N	
rexistro	keresés	rexistro	keresés	N	
independencia	teljesült	independencia	teljesül	N	V;INDF;IND;SG;3;PST;FIN;ACT
independencia	megvalósult	independencia	meg+valósul	N	V;INDF;IND;SG;3;PST;FIN;ACT
independencia	elért	independencia	elért	N	
doente	türelmes	doente	türelmes	N	
empregados	foglalkoztatottak	empregado	foglalkozik	N	V;INDF;IND;PL;3;PST;FIN;ACT
certeza	ami	certeza	ami	N	PRO;NOM;SG;3
certeza	melyik	certeza	melyik	N	
certeza	mely	certeza	mely	N	
certeza	amely	certeza	amely	N	PRO;NOM;SG;3
certeza	bizonyos	certeza	bizonyos	N	
certeza	ez	certeza	ez	N	PRO;NOM;SG;3
certeza	körülbelül	certeza	körülbelül	N	ADV
certeza	igen	certeza	igen	N	
mental	mentális	mental	mentális	ADJ	N;NOM;SG
mental	szellemi	mental	szellemi	ADJ	
sabías	te	sabía	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
sabías	tette	sabía	tesz	N	V;DEF;IND;SG;3;PST;FIN;ACT
sabías	tudtam	sabía	tud	N	V;INDF;IND;SG;1;PST;FIN;ACT
sabías	tudta	sabía	tud	N	V;DEF;IND;SG;3;PST;FIN;ACT
sabías	ez	sabía	ez	N	PRO;NOM;SG;3
rebeldes	felkelő	rebelde	felkelő	N	
rebeldes	lázadó	rebelde	lázadó	N	ADJ;NOM;SG
richard	richárd	richard	richárd	PROPN	N;NOM;SG
richard	richard	richard	richard	PROPN	
desapareceu	hiányzó	desaparecer	hiányzó	V	ADJ;NOM;SG
desapareceu	mindegyik	desaparecer	mindegyik	V	
desapareceu	mind	desaparecer	mind	V	CONJ
desapareceu	minden	desaparecer	minden	V	PRO;NOM;SG;3
wada	wada	wada	wada	N	
wada	őt	wada	ő	N	PRO;ACC;SG;3
wada	neki	wada	ő	N	
orquestra	kis	orquestra	kis	N	ADJ;NOM;SG
orquestra	kicsi	orquestra	kicsi	N	
orquestra	kevés	orquestra	kevés	N	
orquestra	band	orquestra	band	N	
orquestra	banda	orquestra	banda	N	
orquestra	együttes	orquestra	együttes	N	
contrato	szerződés	contrato	szerződés	N	
contrato	bill	contrato	bill	N	
contrato	eladó	contrato	eladó	N	ADJ;NOM;SG
contrato	eladás	contrato	eladás	N	
contrato	will	contrato	will	N	
contrato	fog	contrato	fog	N	V;INDF;IND;SG;3;PRS;ACT
céntimos	cent	céntimo	cesz	N	
céntimos	te	céntimo	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
céntimos	több	céntimo	több	N	DET;INDF
céntimos	more	céntimo	more	N	
céntimos	tobb	céntimo	tobb	N	
amante	szerető	amante	szerető	N	
amante	díszes	amante	díszes	N	
pelexar	harcok	pelexar	harc	V	N;NOM;PL
pelexar	harc	pelexar	harc	V	N;NOM;SG
pelexar	küzdelem	pelexar	küzdelem	V	N;NOM;SG
pelexar	verekedés	pelexar	verekedés	V	N;NOM;SG
pelexar	harc	pelexar	harc	V	N;NOM;SG
pelexar	mindegyik	pelexar	mindegyik	V	
pelexar	mind	pelexar	mind	V	CONJ
pelexar	minden	pelexar	minden	V	PRO;NOM;SG;3
acabouse	mindegyik	acabouse	mindegyik	N	
acabouse	mind	acabouse	mind	N	CONJ
acabouse	minden	acabouse	minden	N	PRO;NOM;SG;3
acabouse	át	acabouse	át	N	ADV
acabouse	ez	acabouse	ez	N	PRO;NOM;SG;3
acabouse	elkészült	acabouse	elkészült	N	V;INDF;IND;SG;3;PST;FIN;ACT
acabouse	befejezett	acabouse	befejezett	N	V;INDF;IND;SG;3;PST;FIN;ACT
acabouse	kész	acabouse	kész	N	
acabouse	elment	acabouse	elment	N	V;INDF;IND;SG;3;PST;FIN;ACT
acabouse	eltűnt	acabouse	el+tűnik	N	V;INDF;IND;SG;3;PST;FIN;ACT
acabouse	most	acabouse	most	N	ADV
farías	volna	farios	volna	V	V;INDF;COND;SG;3;PRS;ACT
señoría	megtiszteltetés	señor	megtiszteltetés	N	
volves	vissza	volver	vissza	V	ADV
volves	újra	volver	újra	V	ADV
volves	visszatérés	volver	visszatérés	V	N;NOM;SG
volves	vissza	volver	vissza	V	ADV
dilles	engedd	dille	engedd	PROPN	V;DEF;IMP;SG;2;PRS;FIN;ACT
dilles	mondd	dille	mondd	PROPN	V;DEF;IMP;SG;1;PRS;FIN;ACT
dilles	ők	dille	ők	PROPN	PRO;NOM;PL;3
dilles	őket	dille	ők	PROPN	PRO;ACC;PL;3
dilles	őt	dille	ő	PROPN	PRO;ACC;SG;3
dilles	neki	dille	ő	PROPN	
barricadas	barikádok	barricar	barikád	V	
barricadas	az	barricar	az	V	
bebe	igyál	beber	igyál	N	V;INDF;IND;SG;3;PRS;FIN;ACT
bebe	igy	beber	igy	N	
bebe	iszik	beber	iszik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
bebe	néhány	beber	néhány	N	DET;INDF
canón	kanyon	canón	kanyon	N	
canón	canyon	canón	canyon	N	
canón	cannon	canón	cannon	N	
canón	az	canón	az	N	
bombardeo	bomba	bombardeo	bomba	N	
bombardeo	folytasd	bombardeo	folytasd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
romanos	roman	romano	roman	ADJ	
romanos	rómaiak	romano	római	ADJ	N;NOM;PL
romanos	valaha	romano	valaha	ADJ	
puto	egész	poñer	egész	N	
puto	őrült	poñer	őrült	N	
puto	te	poñer	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
baratheon	baratheon	baratheon	barat	PROPN	N;NOM;SG
arryn	arryn	arryn	azrűn	PROPN	
acceso	belépés	acceso	belépés	N	
iamos	elvileg	ir	elvileg	V	
claramente	világos	claramente	világos	ADV	ADJ;NOM;SG
claramente	tiszta	claramente	tiszta	ADV	
claramente	és	claramente	és	ADV	CONJ
toque	most	toque	most	N	ADV
toque	megható	toque	megható	N	
toque	játszani	toque	játszik	N	V;NFIN;ACT
toque	play	toque	play	N	
toque	játssz	toque	játssz	N	
toque	csengő	toque	csengő	N	
toque	bell	toque	bell	N	
toque	vissza	toque	vissza	N	ADV
ee	államok	ee	állam	PROPN	N;NOM;PL
ee	államokat	ee	állam	PROPN	N;ACC;PL
ee	amerika	ee	amerika	PROPN	N;NOM;SG
ee	america	ee	america	PROPN	
ee	united	ee	united	PROPN	
ee	egyesült	ee	egyesül	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
noutras	egyéb	noutro	egyéb	N	
noutras	más	noutro	más	N	PRO;NOM;SG;3
batería	dobok	bater	dob	V	N;NOM;PL
batería	akkumulátor	bater	akkumulátor	V	N;NOM;SG
batería	elem	bater	elem	V	N;NOM;SG
batería	elemmel	bater	elem	V	N;INS;SG
batería	az	bater	az	V	
batería	készlet	bater	készlet	V	N;NOM;SG
batería	kit	bater	ki	V	
batería	dobos	bater	dobos	V	
finais	későn	final	későn	N	
finais	késő	final	késő	N	
finais	késve	final	késve	N	
estiveron	van	estar	van	V	V;INDF;IND;SG;3;PRS;FIN;ACT
estiveron	voltak	estar	van	V	V;INDF;IND;PL;3;PST;FIN;ACT
estiveron	ők	estar	ők	V	PRO;NOM;PL;3
sistemas	systems	sistema	systems	N	
queriamos	körözött	querer	köröz	V	
queriamos	látogatás	querer	látogatás	V	N;NOM;SG
podiamos	can	podiamo	can	V	
podiamos	csak	podiamo	csak	V	ADV
explicación	ezt	explicación	ez	N	PRO;ACC;SG;3
explicación	ez	explicación	ez	N	PRO;NOM;SG;3
