lincoln	lincoln	lincoln	lincoln	PROPN	N;NOM;MASC;SG
ned	ned	ned	ned	PROPN	N;NOM;MASC;SG
ned	neda	ned	ned	PROPN	N;NOM;MASC;SG
probabilité	verjetnosti	probabilité	verjetnost	N;FEM;SG	N;GEN;FEM;PL
matériels	strojna	matériel	strojen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
académique	akademske	académique	akademski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
roll	roll	roll	roll	PROPN	N;NOM;MASC;SG
châssis	šasije	châssis	šasija	N;MASC;SG	N;NOM;FEM;PL
responsabilités	odgovornost	responsabilité	odgovornost	N;FEM;PL	N;NOM;FEM;SG
lyrique	besedila	lyrique	besedilo	ADJ;MASC;SG	N;NOM;NEUT;PL
lyrique	besedilo	lyrique	besedilo	ADJ;MASC;SG	N;NOM;NEUT;SG
gain	pridobi	gain	pridobiti	N;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
laser	laserski	laser	laserski	N;MASC;SG	ADJ;NOM;MASC;PL
laser	lasersko	laser	laserski	N;MASC;SG	ADJ;NOM;NEUT;SG
minimale	minimalno	minimal	minimalno	ADJ;FEM;SG	ADV
minimale	najmanj	minimal	najmanj	ADJ;FEM;SG	ADV;RL
minimale	minimalno	minimal	minimalno	ADJ;FEM;SG	ADV
minimale	minimalne	minimal	minimalen	ADJ;FEM;SG	ADJ;NOM;FEM;PL
composant	komponenta	composer	komponent	V;PRS;V.PTCP	N;NOM;FEM;SG
composant	sestavina	composer	sestavina	V;PRS;V.PTCP	N;NOM;FEM;SG
noté	ocenjeno	noter	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
noté	nazivna	noter	naziven	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
noté	ocenjen	noter	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
noté	ocenjeni	noter	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
noté	zabeležena	noter	zabeležen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
noté	zabeleženo	noter	zabeležen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sauvetage	reševalna	sauvetage	reševalen	N;MASC;SG	ADJ;NOM;FEM;SG
existé	obstajali	exister	obstajati	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
nina	nina	nina	nino	PROPN	PROPN;NOM;FEM;SG
nina	nino	nina	nino	PROPN	PROPN;NOM;MASC;SG
doigts	prst	doigt	prst	N;MASC;PL	N;NOM;MASC;SG
détruits	uničena	détruire	uničen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
détruits	uničeni	détruire	uničen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
détruits	uničene	détruire	uničen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
détruits	uničen	détruire	uničen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
détruits	uničeno	détruire	uničen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
progressiste	postopno	progressiste	postopno	ADJ;MASC;SG	ADV
invitation	povabi	invitation	povabiti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
technologique	tehnologije	technologique	tehnologija	ADJ;MASC;SG	N;NOM;FEM;PL
technologique	tehnologijo	technologique	tehnologija	ADJ;MASC;SG	N;ACC;FEM;SG
technologique	tehnologija	technologique	tehnologija	ADJ;MASC;SG	N;NOM;FEM;SG
technologique	tehnološke	technologique	tehnološki	ADJ;MASC;SG	ADJ;NOM;FEM;PL
technologique	tehnološko	technologique	tehnološki	ADJ;MASC;SG	ADV
arche	arch	arche	arch	N;FEM;SG	
collaborateurs	zaposleni	collaborateur	zaposlen	N;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
collaborateurs	zaposlene	collaborateur	zaposlen	N;MASC;PL	ADJ;NOM;FEM;PL;V.PTCP
gravures	graviranje	gravure	graviranje	N;FEM;PL	N;NOM;NEUT;SG
gratuit	prosto	gratuit	prosto	ADJ;MASC;SG	ADV
gratuit	free	gratuit	free	ADJ;MASC;SG	N;NOM;MASC;SG
gratuit	brezplačno	gratuit	brezplačno	ADJ;MASC;SG	ADV
préférence	prednostno	préférence	prednostno	N;FEM;SG	ADV
préférence	zaželeno	préférence	zaželen	N;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
alabama	alabama	alabama	alaba	PROPN	N;NOM;FEM;SG
stan	stan	stan	stan	PROPN	N;NOM;MASC;SG
stan	stana	stan	stan	PROPN	N;NOM;MASC;SG
stan	stanu	stan	stan	PROPN	N;DAT;MASC;SG
queensland	queensland	queensland	queensland	PROPN	N;NOM;MASC;SG
holstein	holstein	holstein	holstein	N;MASC;SG	PROPN;NOM;MASC;SG
claudia	claudia	claudia	claudia	PROPN	PROPN;NOM;FEM;SG
claudia	klavdija	claudia	klavdija	PROPN	N;NOM;FEM;SG
alla	alla	aller	alla	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
oslo	oslo	oslo	oslo	PROPN	PROPN;NOM;MASC;SG
bombardements	bombardiranje	bombardement	bombardiranje	N;MASC;PL	N;NOM;NEUT;SG
bombardements	bombardiranje	bombardement	bombardiranje	N;MASC;PL	N;NOM;NEUT;SG
bombardements	bombardiranje	bombardement	bombardiranje	N;MASC;PL	N;NOM;NEUT;SG
ice	ice	ice	ice	N;MASC;SG	
ice	ledom	ice	led	N;MASC;SG	N;DAT;MASC;PL
suffisant	domišljav	suffisant	domišljav	ADJ;MASC;SG	N;NOM;MASC;SG
foncé	temni	foncé	temen	ADJ;MASC;SG	ADJ;NOM;MASC;PL
foncé	temno	foncé	temno	ADJ;MASC;SG	ADV
wendy	wendy	wendy	wendy	PROPN	PROPN;NOM;FEM;SG
ricardo	ricardo	ricardo	ricarda	PROPN	PROPN;NOM;MASC;SG
rhodes	rhodes	rhode	rhodes	PROPN	
caché	skrito	cacher	skrit	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
caché	skriti	cacher	skrit	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
caché	skrite	cacher	skrit	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
caché	skrit	cacher	skrit	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
caché	skrita	cacher	skrit	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
klein	klein	klein	klein	PROPN	
renommer	preimenovanje	renommer	preimenovanje	V;NFIN	N;NOM;NEUT;SG
cincinnati	cincinnati	cincinnatir	cincinat	PROPN	ADJ;NOM;MASC;SG
ltd	ltd	ltd	ltd	PROPN	PROPN;NOM;MASC;SG
cyril	cyril	cyril	cyriti	PROPN	N;NOM;MASC;SG
judith	judith	judith	judith	PROPN	
cie	cie	cie	cie	PROPN	PROPN;NOM;MASC;SG
carol	carol	carol	carol	PROPN	PROPN;NOM;MASC;SG
promenade	sprehodi	promenade	sprehod	N;FEM;SG	N;NOM;MASC;PL
promenade	hodi	promenade	hoditi	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
rita	rito	riter	rita	PROPN	N;ACC;FEM;SG
rita	rita	riter	rita	PROPN	N;NOM;FEM;SG
établis	ustanovljena	établir	ustanovljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
établis	ustanovljen	établir	ustanovljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
établis	ugotovljena	établir	ugotovljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
établis	vzpostavljen	établir	vzpostavljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
dupont	dupont	dupont	dupont	PROPN	N;NOM;MASC;SG
séparer	ločevanje	séparer	ločevanje	V;NFIN	N;NOM;NEUT;SG
séparer	ločena	séparer	ločen	V;NFIN	ADJ;NOM;FEM;SG;V.PTCP
séparer	ločeni	séparer	ločen	V;NFIN	ADJ;NOM;MASC;PL;V.PTCP
séparer	ločeno	séparer	ločen	V;NFIN	ADJ;NOM;NEUT;SG;V.PTCP
online	spletna	online	spleten	N;MASC;SG	ADJ;NOM;FEM;SG
albanais	albanci	albanais	albanec	ADJ;MASC;SG	N;NOM;MASC;PL
head	glavo	head	glava	PROPN	N;ACC;FEM;SG
head	glava	head	glava	PROPN	N;NOM;FEM;SG
head	head	head	heada	PROPN	
portland	portland	portland	portland	PROPN	PROPN;NOM;MASC;SG
portland	portlandu	portland	portland	PROPN	N;DAT;MASC;SG
acceptée	sprejeta	accepter	sprejet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
acceptée	sprejete	accepter	sprejet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
acceptée	sprejet	accepter	sprejet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
acceptée	sprejeto	accepter	sprejet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
julius	julius	julius	julius	PROPN	
julius	julij	julius	julij	PROPN	N;NOM;MASC;SG
sacrifice	žrtvovanja	sacrifice	žrtvovanje	N;MASC;SG	N;GEN;NEUT;PL
adrian	adrian	adrian	adrian	PROPN	N;NOM;MASC;SG
dialecte	narečjem	dialecte	narečje	N;MASC;SG	N;DAT;NEUT;PL
dialecte	narečij	dialecte	narečje	N;MASC;SG	N;GEN;NEUT;PL
réservée	rezervirano	réserver	rezervirano	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
réservée	rezervirane	réserver	rezerviran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
réservée	rezervirana	réserver	rezerviran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
réservée	rezerviran	réserver	rezerviran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
offert	ponujena	offrir	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
offert	ponujenih	offrir	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
offert	ponujene	offrir	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
offert	ponujeni	offrir	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
offert	ponujeno	offrir	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
loups	volka	loup	volka	N;MASC;PL	N;ANIM;ACC;MASC;SG
loups	wolf	loup	wolf	N;MASC;PL	PROPN;NOM;MASC;SG
loups	volčji	loup	volčja	N;MASC;PL	ADJ;NOM;DEF;CMPR;MASC;SG
loups	volk	loup	volk	N;MASC;PL	N;NOM;MASC;SG
restaurée	obnovljeno	restaurer	obnovljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
restaurée	obnovljen	restaurer	obnovljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
restaurée	obnovljena	restaurer	obnovljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
damien	damien	damien	damien	PROPN	PROPN;NOM;MASC;SG
damien	damian	damien	damian	PROPN	PROPN;NOM;MASC;SG
mentionnée	omenjeno	mentionner	omenjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
mentionnée	omenjen	mentionner	omenjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
zhang	zhang	zhang	zhang	PROPN	PROPN;NOM;MASC;SG
rechercher	iskanje	rechercher	iskanje	V;NFIN	N;NOM;NEUT;SG
rechercher	išči	rechercher	iskati	V;NFIN	N;NOM;FEM;SG
fondations	temelji	fondation	temeljiti	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
fondations	fundacija	fondation	fundacija	N;FEM;PL	N;NOM;FEM;SG
fondations	temelj	fondation	temelj	N;FEM;PL	N;NOM;MASC;SG
fondations	sklad	fondation	sklad	N;FEM;PL	N;NOM;MASC;SG
jonas	jonas	jonas	jonas	PROPN	N;NOM;MASC;SG
jonas	jona	jonas	jon	PROPN	N;NOM;MASC;SG
jonas	jonah	jonas	jona	PROPN	N;NOM;MASC;SG
natal	natal	natal	natati	ADJ;MASC;SG	N;NOM;MASC;SG
antoinette	antoinette	antoinette	antoinetta	N;FEM;SG	V;IPFV;IMP;PL;2;FIN
bienvenue	vabljeni	bienvenue	vabljen	ADJ;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
bienvenue	dobrodošli	bienvenue	dobrodošel	ADJ;FEM;SG	ADJ;NOM;MASC;PL
exacte	natančni	exact	natančen	ADJ;FEM;SG	ADJ;NOM;MASC;PL
exacte	natančno	exact	natančno	ADJ;FEM;SG	ADV
casa	casa	casa	cas	PROPN	
shaw	shaw	shaw	shaw	PROPN	
accompagner	spremljevalni	accompagner	spremljevalen	V;NFIN	ADJ;NOM;MASC;SG
accompagner	spremljevalne	accompagner	spremljevalen	V;NFIN	ADJ;NOM;FEM;PL
accompagner	spremni	accompagner	spremeniti	V;NFIN	ADJ;NOM;DEF;MASC;SG
papiers	papirja	papier	papir	N;MASC;PL	N;GEN;MASC;SG
papiers	papir	papier	papir	N;MASC;PL	N;NOM;MASC;SG
pêcheurs	ribič	pêcheur	ribič	N;MASC;PL	N;NOM;MASC;SG
vecteur	vektorji	vecteur	vektor	N;MASC;SG	N;NOM;MASC;PL
créent	ustvarjanje	créer	ustvarjanje	V;IND;PL;3;PRS;FIN	N;NOM;NEUT;SG
créent	ustvari	créer	ustvariti	V;IND;PL;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
grange	grange	grange	grange	N;FEM;SG	
break	zlomil	break	zlomiti	N;MASC;SG	V;PFV;MASC;SG;V.PTCP
choisis	izbrano	choisir	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
choisis	izbrani	choisir	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
choisis	izbrana	choisir	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
choisis	izbran	choisir	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
choisis	izberi	choisir	izbrati	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
statuts	statuta	statut	statut	N;MASC;PL	N;NOM;MASC;SG
statuts	statut	statut	statut	N;MASC;PL	N;NOM;MASC;SG
statuts	statut	statut	statut	N;MASC;PL	N;NOM;MASC;SG
malcolm	malcolm	malcolm	malcolm	PROPN	N;NOM;MASC;SG
malcolm	malcolma	malcolm	malcolm	PROPN	N;ACC;MASC;SG
fonda	fonda	fonder	fonda	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
dommage	usmiljenje	dommage	usmiljenje	INTJ	N;NOM;NEUT;SG
dommage	usmiljenja	dommage	usmiljenje	INTJ	N;NOM;NEUT;PL
dommage	škoda	dommage	škoda	INTJ	N;NOM;FEM;SG
dommage	sram	dommage	sram	INTJ	ADV
dommage	sramota	dommage	sramota	INTJ	N;NOM;FEM;SG
dommage	škoda	dommage	škoda	INTJ	N;NOM;FEM;SG
dommage	skoda	dommage	skoda	INTJ	
dommage	škoda	dommage	škoda	INTJ	N;NOM;FEM;SG
moldavie	moldavija	moldavie	moldavija	PROPN	N;NOM;FEM;SG
moldavie	moldavijo	moldavie	moldavija	PROPN	N;ACC;FEM;SG
nationalistes	nacionalistično	nationaliste	nacionalističen	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
nationalistes	nacionalisti	nationaliste	nacionalist	ADJ;MASC;PL	N;NOM;MASC;PL
armés	oboroženi	armer	oborožen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
armés	oborožena	armer	oborožen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
armés	oborožen	armer	oborožen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
armés	oborožene	armer	oborožen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
accordé	podeljena	accorder	podeljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
accordé	odobreno	accorder	odobreno	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
ward	ward	ward	ward	PROPN	
bastia	bastia	bastia	bastia	PROPN	N;NOM;FEM;SG
matthieu	matthew	matthieu	matthew	PROPN	PROPN;NOM;MASC;SG
matthieu	matej	matthieu	matej	PROPN	N;NOM;MASC;SG
matthieu	matt	matthieu	matt	PROPN	PROPN;NOM;MASC;SG
matthieu	matthieu	matthieu	matthie	PROPN	N;DAT;MASC;SG
textile	tekstilna	textile	tekstilen	N;MASC;SG	ADJ;NOM;FEM;SG
textile	tekstilnih	textile	tekstilen	N;MASC;SG	ADJ;GEN;MASC;PL
textile	tekstilni	textile	tekstilen	N;MASC;SG	ADJ;NOM;MASC;SG
pionnier	pionirski	pionnier	pionirski	N;MASC;SG	ADJ;NOM;MASC;SG
assise	sedenje	asseoir	sedenje	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
assise	assisi	asseoir	assis	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
assise	sedeli	asseoir	sedeti	V;FEM;SG;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
assise	sat	asseoir	sat	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
perche	perche	perche	perch	N;FEM;SG	PROPN;NOM;MASC;SG
sables	peska	sable	pesek	N;MASC;PL	N;GEN;MASC;SG
sables	peščena	sable	peščen	N;MASC;PL	ADJ;NOM;FEM;SG
sables	pesek	sable	pesek	N;MASC;PL	N;NOM;MASC;SG
sables	peščeni	sable	peščen	N;MASC;PL	ADJ;NOM;MASC;SG
sables	sands	sable	sands	N;MASC;PL	
mystique	mystic	mystique	mystica	ADJ;MASC;SG	N;NOM;MASC;SG
mystique	mystique	mystique	mystique	ADJ;MASC;SG	N;NOM;MASC;SG
proposés	predlagano	proposer	predlagan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
proposés	predlagani	proposer	predlagan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
proposés	predlagane	proposer	predlagan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
proposés	predlagan	proposer	predlagan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
proposés	predlagana	proposer	predlagan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
proposés	predlaganih	proposer	predlagan	V;MASC;PL;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
lotus	lotus	lotus	lotus	PROPN	N;NOM;MASC;SG
fischer	fischer	fischer	fischer	PROPN	N;NOM;MASC;SG
innocent	nedolžni	innocent	nedolžen	ADJ;MASC;SG	ADJ;NOM;MASC;PL
trek	stez	trek	stez	N;MASC;SG	N;GEN;FEM;PL
leclerc	leclerc	leclerc	leclerc	PROPN	N;NOM;MASC;SG
fabriqué	narejena	fabriquer	narejen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
fabriqué	narejeni	fabriquer	narejen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
fabriqué	narejen	fabriquer	narejen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
fabriqué	narejeno	fabriquer	narejen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
fabriqué	proizvedeno	fabriquer	proizveden	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
fabriqué	proizveden	fabriquer	proizveden	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
fabriqué	izdelano	fabriquer	izdelan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
fabriqué	izdelan	fabriquer	izdelan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
fabriqué	izdelane	fabriquer	izdelan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
fabriqué	izdelani	fabriquer	izdelan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
fabriqué	izdelano	fabriquer	izdelan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
comportements	vedenje	comportement	vedenje	N;MASC;PL	N;NOM;NEUT;SG
comportements	obnašanje	comportement	obnašanje	N;MASC;PL	N;NOM;NEUT;SG
locomotives	lokomotiva	locomotive	lokomotiv	N;FEM;PL	N;NOM;MASC;DU
paraguay	paragvaj	paraguay	paragvaj	PROPN	N;NOM;FEM;SG
oran	oranu	oran	oran	PROPN	N;DAT;MASC;SG
rodríguez	rodriguez	rodríguer	rodriguez	PROPN	N;NOM;MASC;SG
rodríguez	rodríguez	rodríguer	rodríguez	PROPN	N;NOM;MASC;SG
ruth	ruth	ruth	ruth	PROPN	PROPN;NOM;MASC;SG
tactique	taktiko	tactique	taktika	ADJ;FEM;SG	N;ACC;FEM;SG
tactique	taktike	tactique	taktika	ADJ;FEM;SG	N;NOM;FEM;PL
tactique	taktika	tactique	taktika	ADJ;FEM;SG	N;NOM;FEM;SG
tactique	taktika	tactique	taktika	ADJ;FEM;SG	N;NOM;FEM;SG
tactique	taktične	tactique	taktičen	ADJ;FEM;SG	ADJ;NOM;FEM;PL
tactique	taktično	tactique	taktično	ADJ;FEM;SG	ADV
balzac	balzac	balzac	balzac	PROPN	N;NOM;MASC;SG
originaux	izvirniki	original	izvirnik	ADJ;MASC;PL	N;NOM;MASC;PL
originaux	prvotna	original	prvoten	ADJ;MASC;PL	ADJ;NOM;FEM;SG
originaux	izvirnik	original	izvirnik	ADJ;MASC;PL	N;NOM;MASC;SG
originaux	izvirno	original	izviren	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
originaux	prvotni	original	prvoten	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
originaux	original	original	original	ADJ;MASC;PL	N;NOM;MASC;SG
vera	vera	voia	vera	PROPN	N;NOM;FEM;SG
nocturne	nokturno	nocturne	nokturen	ADJ;FEM;SG	ADV
newton	newton	newton	newton	PROPN	N;NOM;MASC;SG
armstrong	armstrong	armstrong	armstrong	PROPN	N;NOM;MASC;SG
sauvé	rešeni	sauver	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
sauvé	rešena	sauver	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
sauvé	rešen	sauver	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
sauvé	rešeno	sauver	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sauvé	shranjeno	sauver	shranjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sauvé	rešena	sauver	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
sauvé	shranjena	sauver	shranjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
récompensé	nagrajena	récompenser	nagrajen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
récompensé	nagrajeni	récompenser	nagrajen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
récompensé	nagrajen	récompenser	nagrajen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
récompensé	oddana	récompenser	oddan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
récompensé	oddano	récompenser	oddano	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
alonso	alonso	alonso	alons	PROPN	N;NOM;MASC;SG
jambes	nogi	jambe	noga	N;FEM;PL	N;NOM;FEM;DU
jambes	nogo	jambe	noga	N;FEM;PL	N;ACC;FEM;SG
jambes	noga	jambe	nog	N;FEM;PL	N;NOM;FEM;SG
jambes	nogi	jambe	noga	N;FEM;PL	N;NOM;FEM;DU
cracovie	kraków	cracovie	krak	PROPN	N;NOM;MASC;SG
dissoute	raztopljenega	dissoudre	raztopljen	V;FEM;SG;PST;V.PTCP	ADJ;GEN;NEUT;SG;V.PTCP
dissoute	razpuščena	dissoudre	razpuščen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
épidémie	epidemije	épidémie	epidemija	N;FEM;SG	N;NOM;FEM;PL
oreille	ušesa	oreille	uho	N;FEM;SG	N;NOM;NEUT;PL
gil	gil	gil	gil	PROPN	PROPN;NOM;MASC;SG
céréales	žito	céréale	žito	N;FEM;PL	N;NOM;FEM;SG
confirmer	potrditev	confirmer	potrditev	V;NFIN	N;NOM;FEM;SG
diminuer	zmanjšanje	diminuer	zmanjšanje	V;NFIN	N;NOM;NEUT;SG
diminuer	znižanje	diminuer	znižanje	V;NFIN	N;NOM;NEUT;SG
coréenne	koreja	coréen	korej	ADJ;FEM;SG	N;NOM;FEM;SG
coréenne	koreji	coréen	korej	ADJ;FEM;SG	N;DAT;FEM;SG
coréenne	korejo	coréen	koreti	ADJ;FEM;SG	N;ACC;FEM;SG
intermédiaires	vmesni	intermédiaire	vmesen	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
intermédiaires	vmesno	intermédiaire	vmesno	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
intermédiaires	vmesna	intermédiaire	vmesen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
intermédiaires	posrednik	intermédiaire	posrednik	ADJ;MASC;PL	N;NOM;MASC;SG
intermédiaires	posredniki	intermédiaire	posrednik	ADJ;MASC;PL	N;NOM;MASC;PL
délégués	delegati	déléguer	delegati	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
délégués	pooblaščenec	déléguer	pooblaščenec	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;SG
conclu	sklenjena	conclure	sklenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
conclu	sklenjeno	conclure	sklenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
conclu	sklenjen	conclure	sklenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
équipés	opremljen	équiper	opremljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
équipés	opremljena	équiper	opremljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
équipés	opremljeno	équiper	opremljeno	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
équipés	opremljeni	équiper	opremljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
