להינשא	căsători	ננשא	căsător	V;NFIN;MID	
שחיתות	corupt	שחיתות	corupt	N;FEM;SG	ADJ;INDF;MASC;SG
טרום	pre	טרום	pre	ADV	
הומוסקסואלים	homosexual	הומוסקסואלים	homosexual	N;MASC;PL	ADJ;INDF;MASC;SG
הומוסקסואלים	homosexuali	הומוסקסואלים	homosexual	N;MASC;PL	ADJ;INDF;MASC;PL
קמח	făină	קמח	făină		N;INDF;FEM;SG
קמח	faina	קמח	faină		N;DEF;FEM;SG
ידיד	prietene	ידיד	prieten	N;MASC;SG	N;INDF;FEM;PL
נציב	comisarul	נציב	comisar		N;DEF;MASC;SG
נציב	comisar	נציב	comisar		N;INDF;MASC;SG
לגיטימי	legitime	לגיטימי	legitim	ADJ;MASC;SG	ADJ;INDF;FEM;PL
וורד	ward	ורד	ward	PROPN	PROPN
נמכרה	vandut	נמכר	vandut	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
נמכרה	vândute	נמכר	vinde	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;PL
נמכרה	vândută	נמכר	vânde	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;SG
נמכרה	vândut	נמכר	vinde	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
הבחין	reperat	הבחין	repera	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הבחין	zărit	הבחין	zări	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
תמרה	tamara	תמר	tamară	PROPN	N;DEF;FEM;SG
מוסטפא	mustafa	מוסטפא	mustafa	PROPN	PROPN
תיאום	coordonată	תיאום	coordonată	N;MASC;SG	ADJ;INDF;FEM;SG
תיאום	coordonat	תיאום	coordonat	N;MASC;SG	ADJ;INDF;MASC;SG
תיאום	coordonate	תיאום	coordonată	N;MASC;SG	N;INDF;FEM;PL
הוספה	adaugă	הוספה	adăuga	N;FEM;SG	V;IND;3;PRS;FIN
הוספה	add	הוספה	add	N;FEM;SG	
הוספה	adauga	הוספה	adauga	N;FEM;SG	V;IND;SG;3;IPFV;FIN
לונג	lung	לונג	lung	PROPN	ADJ;INDF;MASC;SG
לונג	lungă	לונג	lung	PROPN	ADJ;INDF;FEM;SG
לונג	long	לונג	long	PROPN	
נענע	nana	נענע	nană		N;DEF;FEM;SG
נענע	menta	נענע	menta		N;DEF;FEM;SG
נענע	mentă	נענע	mentă		N;INDF;FEM;SG
מעטפת	scoică	מעטף	scoică	PROPN	N;INDF;FEM;SG
מעטפת	shell	מעטף	shell	PROPN	
מעטפת	cochilie	מעטף	cochilie	PROPN	N;INDF;FEM;SG
מעטפת	coajă	מעטף	coajă	PROPN	N;INDF;FEM;SG
מעטפת	plic	מעטף	plic	PROPN	N;INDF;MASC;SG
מעטפת	plicul	מעטף	plic	PROPN	N;DEF;MASC;SG
הביוגרפיה	biografia	הביוגרפיה	biografie	PROPN	N;DEF;FEM;SG
הביוגרפיה	biografie	הביוגרפיה	biografie	PROPN	N;INDF;FEM;SG
תרזה	teresa	תרזה	teresă	PROPN	N;DEF;FEM;SG
תרזה	tereza	תרזה	tereza	PROPN	N;DEF;FEM;SG
תרזה	theresa	תרזה	theresa	PROPN	N;DEF;FEM;SG
תרזה	tereza	תרזה	tereza	PROPN	N;DEF;FEM;SG
מקרוב	makarov	מקרוב	makarov		N;INDF;MASC;SG
נועה	noa	נועה	noa	PROPN	
ידיעת	știind	ידיעה	ști	N;FEM;SG	V;V.MSDR
ידיעת	stiind	ידיעה	sti	N;FEM;SG	V;V.MSDR
מוכיח	dovedește	הוכיח	dovedi	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מוכיח	dovedesc	הוכיח	dovedi	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
חכמה	inteligent	חכמה	inteligent	N;FEM;SG	ADJ;INDF;MASC;SG
חכמה	înțelept	חכמה	înțelept	N;FEM;SG	ADJ;INDF;MASC;SG
חכמה	inteligent	חכמה	inteligent	N;FEM;SG	ADJ;INDF;MASC;SG
חכמה	destept	חכמה	destept	N;FEM;SG	
חכמה	inteligentă	חכמה	inteligent	N;FEM;SG	ADJ;INDF;FEM;SG
אלפונסו	alfonso	אלפונסו	alfonso	PROPN	PROPN
פרגוואי	paraguay	פרגוואי	paraguay	PROPN	PROPN
תיאודור	theodore	תיאודור	theodore	PROPN	PROPN
תיאודור	teodor	תיאודור	teodor	PROPN	PROPN
תיאודור	theodor	תיאודור	theodor	PROPN	PROPN
נוימן	neumann	נוימן	neumann	PROPN	PROPN
ההבנה	realizarea	ההבנה	realizare	PROPN	N;DEF;FEM;SG
ההבנה	realizare	ההבנה	realizare	PROPN	N;INDF;FEM;SG
ההבנה	înțelegerea	ההבנה	înțelegere	PROPN	N;DEF;FEM;SG
ההבנה	intelegere	ההבנה	intelegere	PROPN	N;INDF;FEM;SG
ההבנה	înțelegere	ההבנה	înțelegere	PROPN	N;INDF;FEM;SG
מפרט	specificațiile	פירט	specificație	N;MASC;SG	N;DEF;FEM;PL
מפרט	specificații	פירט	specificație	N;MASC;SG	N;INDF;FEM;PL
מפרט	spec	פירט	spec	N;MASC;SG	
לוגי	logică	לוגי	logică		N;INDF;FEM;SG
לוגי	logic	לוגי	logic		ADV
זוחלים	reptilă	זחל	reptil	N;MASC;PL	N;INDF;FEM;SG
טיורינג	turing	טיורינג	turing	PROPN	N;INDF;MASC;SG
הגדר	setată	הגדר	seta		ADJ;INDF;FEM;SG
הגדר	stabilește	הגדר	stabili		V;IND;SG;3;PRS;FIN
הגדר	set	הגדר	set		N;INDF;MASC;SG
הגדר	setează	הגדר	seta		V;IND;3;PRS;FIN
הגדר	setat	הגדר	setat		ADJ;INDF;MASC;SG
הגדר	configurează	הגדר	configura		V;IND;3;PRS;FIN
הגדר	configurare	הגדר	configurare		N;INDF;FEM;SG
הגדר	gard	הגדר	gard		N;INDF;MASC;SG
הגדר	gardul	הגדר	gard		N;DEF;MASC;SG
הגדר	defineste	הגדר	definest		V;IND;SG;3;PRS;FIN
הגדר	definește	הגדר	defini		V;IND;SG;3;PRS;FIN
הגדר	defini	הגדר	defini		V;IND;SG;3;PRS;FIN
הגדר	definesc	הגדר	defini		V;IND;PL;3;PRS;FIN
מכובד	respectuos	מכובד	respectuos	ADJ;MASC;SG	ADV
מכובד	respectate	מכובד	respectat	ADJ;MASC;SG	ADJ;INDF;FEM;PL
מכובד	onorabile	מכובד	onorabil	ADJ;MASC;SG	ADJ;INDF;FEM;PL
כופר	răscumpărare	כופר	răscumpărare	PROPN	N;INDF;FEM;SG
כופר	necredincios	כופר	necredincios	PROPN	N;INDF;MASC;SG
טיילר	tyler	טיילר	tyler	PROPN	PROPN
מאסטר	maestru	מאסטר	maestru	PROPN	N;INDF;MASC;SG
מאסטר	maestre	מאסטר	maestru	PROPN	
אינסופי	infinit	אינסופי	infinit	ADJ;MASC;SG	ADV
אינסופי	infinite	אינסופי	infinit	ADJ;MASC;SG	ADJ;INDF;FEM;PL
שטרלינג	sterling	שטרלינג	sterling	PROPN	PROPN
בט	bette	בט	bette		PROPN
זבל	vechituri	זבל	vechitură		N;INDF;FEM;PL
זבל	gunoi	זבל	gunoi		N;INDF;MASC;SG
זבל	gunoiul	זבל	gunoi		N;DEF;MASC;SG
זבל	gunoi	זבל	gunoi		N;INDF;MASC;SG
זבל	gunoaie	זבל	gunoi		N;INDF;FEM;PL
זבל	gunoiul	זבל	gunoi		N;DEF;MASC;SG
מתוכננת	planificate	מתוכנן	planificat	ADJ;FEM;SG	ADJ;INDF;FEM;PL
סיפרה	spusă	סיפר	spune	V;FEM;SG;3;PST;ACT	ADJ;INDF;FEM;SG
מולי	molly	מולי	molly		PROPN
אללה	alah	אללה	alah	PROPN	
אללה	allah	אללה	allah	PROPN	
התשלום	plata	התשלום	plată	PROPN	N;DEF;FEM;SG
התשלום	plată	התשלום	plată	PROPN	N;INDF;FEM;SG
מפרסם	promotor	פרסם	promotor	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מפרסם	postarea	פרסם	postare	V;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
מפרסם	editor	פרסם	editor	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מפרסם	editura	פרסם	editură	V;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
גבאי	gabay	גבאי	gabay	PROPN	
חלומות	dreams	חלום	dreams	N;MASC;PL	N;INDF;MASC;SG
מחזורי	cicluri	מחזור	ciclu	N;PSSD;MASC;PL	N;INDF;FEM;PL
מחזורי	ciclurile	מחזור	ciclu	N;PSSD;MASC;PL	N;DEF;FEM;PL
שניידר	schneider	שניידר	schneider	PROPN	N;INDF;MASC;SG
שניידר	snyder	שניידר	snyder	PROPN	PROPN
פורטו	porto	פורט	porto	PROPN	PROPN
פורטו	puerto	פורט	puerto	PROPN	N;INDF;MASC;SG
ונג	vang	ונג	vang	PROPN	N;INDF;MASC;SG
הרך	moi	הרך	moale		ADJ;INDF;PL
נעצרה	oprit	נעצר	opri	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
נעצרה	arestată	נעצר	aresta	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;SG
נעצרה	arestat	נעצר	aresta	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
מקראית	biblic	מקראי	biblic	PROPN	ADJ;INDF;MASC;SG
מקראית	biblice	מקראי	biblic	PROPN	ADJ;INDF;FEM;PL
הנשמה	sufletul	הנשמה	suflet		N;DEF;MASC;SG
הנשמה	suflet	הנשמה	suflet		N;INDF;MASC;SG
הנשמה	soul	הנשמה	sou		N;INDF;MASC;SG
פוטין	putin	פוטין	putin	PROPN	
סופו	sfârșit	סופה	sfârșit		N;INDF;MASC;SG
סופו	final	סופה	final		N;INDF;MASC;SG
מנגנוני	mecanismele	מנגנון	mecanism	PROPN	N;DEF;FEM;PL
מנגנוני	mecanisme	מנגנון	mecanism	PROPN	N;INDF;FEM;PL
בנקים	banks	בנק	banks	N;MASC;PL	PROPN
חמד	hamad	חמד	hamad	PROPN	PROPN
תאורטית	teoretice	תאורטית	teoretic	ADV	ADJ;INDF;FEM;PL
תאורטית	teoretică	תאורטית	teoretic	ADV	ADJ;INDF;FEM;SG
קתולים	catolică	קתולי	catolic	N;MASC;PL	ADJ;INDF;FEM;SG
קתולים	catolica	קתולי	catolică	N;MASC;PL	N;DEF;FEM;SG
קתולים	catolic	קתולי	catolic	N;MASC;PL	ADJ;INDF;MASC;SG
מוכשר	talentati	מוכשר	talentati	ADJ;MASC;SG	ADJ;INDF;MASC;PL
מצטער	scuze	הצטער	scuză	V;MASC;SG;V.PTCP	N;INDF;FEM;PL
עדנה	edna	עדנה	ednă	PROPN	PROPN
ברט	bert	ברט	bert	PROPN	PROPN
ברט	bret	ברט	bret	PROPN	PROPN
ברט	brett	ברט	brett	PROPN	PROPN
ברט	burt	ברט	burt	PROPN	PROPN
סורי	sirian	סורי	sirian	PROPN	ADJ;INDF;MASC;SG
סורי	suri	סורי	suri	PROPN	
אלטרנטיבי	alternative	אלטרנטיבי	alternativ	PROPN	ADJ;INDF;FEM;PL
אלטרנטיבי	alternativă	אלטרנטיבי	alternativ	PROPN	ADJ;INDF;FEM;SG
אלטרנטיבי	alternativ	אלטרנטיבי	alternativ	PROPN	ADV
אלטרנטיבי	alternativa	אלטרנטיבי	alternativă	PROPN	N;DEF;FEM;SG
אלטרנטיבי	supleant	אלטרנטיבי	supleant	PROPN	N;INDF;MASC;SG
אלטרנטיבי	alternativ	אלטרנטיבי	alternativ	PROPN	ADV
פסיכולוגית	psihologic	פסיכולוג	psihologic	N	ADJ;INDF;MASC;SG
פסיכולוגית	psihologică	פסיכולוג	psihologic	N	ADJ;INDF;FEM;SG
פסיכולוגית	psihologice	פסיכולוג	psihologic	N	ADJ;INDF;FEM;PL
פסיכולוגית	psihologic	פסיכולוג	psihologic	N	ADJ;INDF;MASC;SG
גרנד	grand	גרנד	grand	PROPN	N;INDF;MASC;SG
השקיעה	apus	השקיע	apus	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
השקיעה	sunset	השקיע	sunset	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
קוני	connie	קונה	connie	PROPN	N;INDF;MASC;SG
מוזס	moise	מוזס	moi	PROPN	V;IND;SG;3;PST+PRF;FIN
מוזס	moses	מוזס	moses	PROPN	PROPN
ענקית	imensă	ענקי	imens	ADV	ADJ;INDF;FEM;SG
ענקית	imens	ענקי	imens	ADV	ADJ;INDF;MASC;SG
ענקית	gigant	ענקי	gigant	ADV	N;INDF;MASC;SG
ענקית	uriaș	ענקי	uriaș	ADV	ADJ;INDF;MASC;SG
פרסמו	postată	פרסם	posta	V;PL;3;PST;ACT	ADJ;INDF;FEM;SG
פרסמו	postat	פרסם	posta	V;PL;3;PST;ACT	ADJ;INDF;MASC;SG
ליטאי	lituaniană	ליטאי	lituanian	PROPN	ADJ;INDF;FEM;SG
ואט	watt	ואט	watt	PROPN	PROPN
ואט	wat	ואט	wat	PROPN	PROPN
ואט	tva	ואט	tva	PROPN	N;INDF;MASC;SG
הילה	aura	הילה	aură	PROPN	N;DEF;FEM;SG
הילה	aură	הילה	aură	PROPN	N;INDF;FEM;SG
הילה	halo	הילה	halo	PROPN	N;INDF;MASC;SG
עוצר	oprește	עוצר	opri		V;IND;SG;3;PRS;FIN
עוצר	oprirea	עוצר	oprire		N;DEF;FEM;SG
עוצר	oprire	עוצר	oprire		N;INDF;FEM;SG
תהילים	psalmul	תהיל	psalm	N;MASC;PL	N;DEF;MASC;SG
שעשועים	amuzament	שעשוע	amuzament	N;MASC;PL	N;INDF;MASC;SG
סמינר	seminar	סמינר	seminar	PROPN	N;INDF;MASC;SG
סמינר	seminarul	סמינר	seminar	PROPN	N;DEF;MASC;SG
ווסט	west	וסט	west	PROPN	PROPN
ווסט	vest	וסט	vest	PROPN	N;INDF;MASC;SG
ווסט	occident	וסט	occident	PROPN	N;INDF;MASC;SG
ווסט	vestul	וסט	vest	PROPN	N;DEF;MASC;SG
ללכוד	capturarea	ללכוד	capturare	V;NFIN;ACT	N;DEF;FEM;SG
ללכוד	captura	ללכוד	captură	V;NFIN;ACT	N;DEF;FEM;SG
ללכוד	captură	ללכוד	captură	V;NFIN;ACT	N;INDF;FEM;SG
ללכוד	capturare	ללכוד	capturare	V;NFIN;ACT	N;INDF;FEM;SG
ללכוד	captare	ללכוד	captare	V;NFIN;ACT	N;INDF;FEM;SG
מטריצה	matrice	הטריץ	matric	PROPN	N;INDF;FEM;SG
מטריצה	matrix	הטריץ	matrix	PROPN	N;INDF;MASC;SG
מטריצה	matricea	הטריץ	matrice	PROPN	N;DEF;FEM;SG
סרי	sri	סרי	sru	PROPN	N
סקס	sexul	סקס	sex		N;DEF;MASC;SG
סקס	sex	סקס	sex		N;INDF;MASC;SG
סיר	potul	סיר	pot	PROPN	N;DEF;MASC;SG
סיר	oala	סיר	oală	PROPN	N;DEF;FEM;SG
סיר	oală	סיר	oală	PROPN	N;INDF;FEM;SG
מזכירה	secretarul	הזכיר	secretar	V;FEM;SG;V.PTCP;ACT	N;DEF;MASC;SG
מזכירה	secretara	הזכיר	secretar	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
מזכירה	secretar	הזכיר	secretar	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מזכירה	secretară	הזכיר	secreta	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
הגלקסיה	galaxie	הגלקסיה	galaxie	PROPN	N;INDF;FEM;SG
הגלקסיה	galaxia	הגלקסיה	galaxia	PROPN	N;DEF;FEM;SG
הגלקסיה	galaxy	הגלקסיה	galaxy	PROPN	N;INDF;MASC;SG
האחוזה	conac	האחוזה	conac	PROPN	N;INDF;MASC;SG
האחוזה	conacul	האחוזה	conac	PROPN	N;DEF;MASC;SG
צלפים	capere	צלף	capere	N;MASC;PL	N;INDF;FEM;SG
אבד	pierdut	אבד	pierdut	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
אבד	pierdute	אבד	pierdut	V;MASC;SG;3;PST	ADJ;INDF;FEM;PL
אבד	pierdută	אבד	pierde	V;MASC;SG;3;PST	ADJ;INDF;FEM;SG
אבד	lost	אבד	lost	V;MASC;SG;3;PST	N;INDF;MASC;SG
אנדרסן	andersen	אנדרסן	andersen	PROPN	PROPN
בהריון	gravidă	בהריון	gravidă	PROPN	ADJ;INDF;FEM;SG
בהריון	insarcinata	בהריון	insarcinat	PROPN	N;DEF;FEM;SG
בהריון	gravida	בהריון	gravida	PROPN	N;DEF;FEM;SG
בהריון	însărcinată	בהריון	însărcinat	PROPN	ADJ;INDF;FEM;SG
אייאקס	ajax	אייאקס	ajax	PROPN	N;INDF;MASC;SG
הארכיבישוף	arhiepiscopul	הארכיבישוף	arhiepiscop	PROPN	N;DEF;MASC;SG
הארכיבישוף	arhiepiscop	הארכיבישוף	arhiepiscop	PROPN	N;INDF;MASC;SG
הארכיבישוף	arhiepiscopia	הארכיבישוף	arhiepiscopie	PROPN	N;DEF;FEM;SG
לוחמת	războinic	לוחם	războinic	N;FEM;SG	ADJ;INDF;MASC;SG
לוחמת	razboinic	לוחם	razboinic	N;FEM;SG	ADJ;INDF;MASC;SG
אסלאם	islamul	אסלאם	islam	PROPN	N;DEF;MASC;SG
אסלאם	islamului	אסלאם	islam	PROPN	N;DEF;MASC;SG
אסלאם	islam	אסלאם	islam	PROPN	N;INDF;MASC;SG
הלסינקי	helsinki	הלסינקי	helsinki	PROPN	PROPN
גיטריסט	chitarist	גיטריסט	chitarist	PROPN	N;INDF;MASC;SG
גיטריסט	chitaristul	גיטריסט	chitarist	PROPN	N;DEF;MASC;SG
מוגברת	crescută	מוגבר	crescut	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מוגברת	majorat	מוגבר	majorat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
התוקף	atacatorul	התוקף	atacator	V;MASC;SG;3;PST	N;DEF;MASC;SG
התוקף	atacator	התוקף	atacator	V;MASC;SG;3;PST	N;INDF;MASC;SG
פיני	finney	פיני	finney	PROPN	PROPN
פיני	finlandez	פיני	finlandez	PROPN	ADJ;INDF;MASC;SG
פיני	finlandeză	פיני	finlandez	PROPN	ADJ;INDF;FEM;SG
דרישת	cerința	דרישה	cerință	N;PSSD;FEM;SG	N;DEF;FEM;SG
דרישת	cerință	דרישה	cerință	N;PSSD;FEM;SG	N;INDF;FEM;SG
משולם	plătite	משולם	plătit	PROPN	ADJ;INDF;FEM;PL
משולם	platit	משולם	platit	PROPN	ADJ;INDF;MASC;SG
משולם	plătit	משולם	plătit	PROPN	ADJ;INDF;MASC;SG
משולם	plătită	משולם	plăti	PROPN	ADJ;INDF;FEM;SG
פג	pegg	פג	pegg		PROPN
האוס	house	האוס	hou	PROPN	N;INDF;MASC;SG
האוס	casa	האוס	casă	PROPN	N;DEF;FEM;SG
האוס	casă	האוס	casă	PROPN	N;INDF;FEM;SG
מסתובב	rotativă	מסתובב	rotativ	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
ריבית	dobânzi	ריבית	dobândă	N;FEM;SG	N;INDF;FEM;PL
ריבית	interese	ריבית	interes	N;FEM;SG	N;INDF;FEM;PL
מלכותי	regal	מלכותי	regal	N;MASC;SG	ADJ;INDF;MASC;SG
מלכותי	regal	מלכותי	regal	N;MASC;SG	ADJ;INDF;MASC;SG
מלכותי	regală	מלכותי	regal	N;MASC;SG	ADJ;INDF;FEM;SG
קלאודיוס	claudius	קלאודיוס	claudius	PROPN	PROPN
רשומות	records	רשם	records	N;FEM;PL	N;INDF;MASC;SG
רשומות	înscrieri	רשם	înscriere	N;FEM;PL	
פלויד	floyd	פלויד	floyd	PROPN	PROPN
רלוונטית	relevante	רלוונטי	relevant	ADJ;FEM;SG	ADJ;INDF;FEM;PL
קונה	cumpărător	קנה	cumpărător	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
קונה	cumpărătorul	קנה	cumpărător	V;MASC;SG;V.PTCP;ACT	N;DEF;MASC;SG
קונה	cumparare	קנה	cumparare	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
קונה	cumpăr	קנה	cumpăr	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
קונה	cumpărare	קנה	cumpărare	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
המוקד	expediere	המוקד	expediere		N;INDF;FEM;SG
המוקד	dispecer	המוקד	dispecer		N;INDF;MASC;SG
המוקד	dispeceratul	המוקד	dispecerat		N;DEF;MASC;SG
הדפדפן	navigator	הדפדפן	navigator	PROPN	N;INDF;MASC;SG
הדפדפן	browserul	הדפדפן	browser	PROPN	N;DEF;MASC;SG
הדפדפן	browser	הדפדפן	browser	PROPN	N;INDF;MASC;SG
מייצרת	produce	ייצר	produce	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
זכאים	eligibil	זכאי	eligibil	ADJ;MASC;PL	ADJ;INDF;MASC;SG
זכאים	eligibilă	זכאי	eligibil	ADJ;MASC;PL	ADJ;INDF;FEM;SG
זכאים	intitulat	זכאי	intitulat	ADJ;MASC;PL	ADJ;INDF;MASC;SG
חוסייני	husseini	חוסייני	hussein	PROPN	
תנין	aligator	תנין	aligator	PROPN	N;INDF;MASC;SG
תנין	crocodil	תנין	crocodil	PROPN	N;INDF;MASC;SG
מותג	brand	מותג	brand	PROPN	N;INDF;MASC;SG
מותג	marca	מותג	marcă	PROPN	N;DEF;FEM;SG
מותג	marcă	מותג	marcă	PROPN	N;INDF;FEM;SG
שין	shin	שין	shin	PROPN	N;INDF;MASC;SG
התבטא	articulat	התבטא	articula	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
מוקפת	inconjurat	הוקף	inconjura	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מוקפת	înconjurată	הוקף	înconjura	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מוקפת	înconjurat	הוקף	înconjura	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ביקורתית	critică	ביקורתי	critica	ADV	V;IND;SG;3;PST;FIN
ביקורתית	critic	ביקורתי	critic	ADV	ADJ;INDF;MASC;SG
ביקורתית	critica	ביקורתי	critică	ADV	N;DEF;FEM;SG
ביקורתית	critice	ביקורתי	critic	ADV	ADJ;INDF;FEM;PL
נהיגה	conducând	נהיגה	conduce	N;FEM;SG	V;V.MSDR
יוספוס	josephus	יוספוס	josephus	PROPN	PROPN
סרג	serge	סרג	serge	PROPN	PROPN
עיצורים	consoană	עיצורים	consoană	N;MASC;PL	N;INDF;FEM;SG
פלאש	flash	פלאש	flash	PROPN	N;INDF;MASC;SG
מצויין	excelent	צוין	excelent	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
משולבת	integrate	משולב	integra	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
משולבת	integrat	משולב	integrat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
משולבת	integrată	משולב	integra	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
סגולה	purpuriu	סגולה	purpuriu	PROPN	ADV
סגולה	mov	סגולה	mov	PROPN	ADJ
סגולה	violet	סגולה	violet	PROPN	N;INDF;MASC;SG
מלאי	inventar	מלאי	inventar		N;INDF;MASC;SG
מלאי	inventarul	מלאי	inventar		N;DEF;MASC;SG
מלאי	stocul	מלאי	stoc		N;DEF;MASC;SG
מלאי	stoc	מלאי	stoc		N;INDF;MASC;SG
האגן	hagen	האגן	hagen	PROPN	PROPN
אלברטו	alberto	אלברטו	alberto	PROPN	PROPN
שיטתי	sistematice	שיטתי	sistematic	ADJ;MASC;SG	ADJ;INDF;FEM;PL
שיטתי	sistematic	שיטתי	sistematic	ADJ;MASC;SG	ADV
שיטתי	metodic	שיטתי	metodic	ADJ;MASC;SG	ADV
ליר	lear	ליר	lear	PROPN	
לילות	nopti	לילה	nopt	N;MASC;PL	
בובה	baby	בובה	baby	N;FEM;SG	
בובה	bebe	בובה	bebe	N;FEM;SG	
מארס	marte	מרס	marte	PROPN	
מארס	mars	מרס	mars	PROPN	N;INDF;MASC;SG
משנית	secundar	משנית	secundar		ADJ;INDF;MASC;SG
משנית	secundară	משנית	secundar		ADJ;INDF;FEM;SG
משנית	secundare	משנית	secundar		ADJ;INDF;FEM;PL
דיאלוג	dialoguri	דיאלוג	dialog	N;MASC;SG	N;INDF;FEM;PL
דיאלוג	dialoguri	דיאלוג	dialog	N;MASC;SG	N;INDF;FEM;PL
מודיע	informatorul	הודיע	informator	V;MASC;SG;V.PTCP;ACT	N;DEF;MASC;SG
מודיע	informator	הודיע	informator	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
אינטרס	dobânzi	אינטרס	dobândă	N;MASC;SG	N;INDF;FEM;PL
אינטרס	interese	אינטרס	interes	N;MASC;SG	N;INDF;FEM;PL
סייד	sayed	סייד	sayed	PROPN	
סייד	lateral	סייד	lateral	PROPN	ADV
סייד	side	סייד	side	PROPN	
חריגה	neobișnuit	חריגה	neobișnuit	N;FEM;SG	ADJ;INDF;MASC;SG
חריגה	neobisnuit	חריגה	neobisnuit	N;FEM;SG	ADJ;INDF;MASC;SG
דובי	dobby	דובי	dobby	PROPN	
שגיא	sagi	שגיא	sag		N;INDF;MASC;SG
הסף	pragul	הסף	prag		N;DEF;MASC;SG
הסף	prag	הסף	prag		N;INDF;MASC;SG
שריפת	ard	שריפה	arde	N;FEM;SG	V;IND;PL;3;PRS;FIN
שריפת	arzând	שריפה	arde	N;FEM;SG	V;V.MSDR
דאון	jos	דאון	jos	PROPN	ADV
דאון	dawn	דאון	dawn	PROPN	PROPN
דאון	zorii	דאון	zori	PROPN	N;DEF;MASC;PL
דאון	zori	דאון	zori	PROPN	
דאון	planor	דאון	planor	PROPN	N;INDF;MASC;SG
לינארי	liniar	לינארי	liniar	PROPN	ADJ;INDF;MASC;SG
לינארי	liniare	לינארי	liniar	PROPN	ADJ;INDF;FEM;PL
לינארי	liniară	לינארי	liniar	PROPN	ADJ;INDF;FEM;SG
מזמור	imn	מזמור	imn	PROPN	N;INDF;MASC;SG
מזמור	psalmul	מזמור	psalm	PROPN	N;DEF;MASC;SG
זאוס	zeus	זאוס	zeu	PROPN	N;INDF;MASC;SG
שנפל	cazut	שנפל	caze		ADJ;INDF;MASC;SG
שנפל	căzută	שנפל	cădea		ADJ;INDF;FEM;SG
שנפל	căzut	שנפל	cădea		V;MASC;SG;V.PTCP
רולינג	rolling	רולינג	rolling	PROPN	PROPN
רולינג	rulare	רולינג	rulare	PROPN	N;INDF;FEM;SG
רולינג	laminare	רולינג	laminar	PROPN	N;INDF;FEM;SG
הלר	heller	הלר	heller	PROPN	PROPN
קונסטנטינופול	constantinopol	קונסטנטינופול	constantinopol	PROPN	N;INDF;MASC;SG
מקבלי	beneficiarii	מקבל	beneficiar	N;PSSD;MASC;PL	N;DEF;MASC;PL
מקבלי	beneficiarilor	מקבל	beneficiar	N;PSSD;MASC;PL	N;DEF;MASC;PL
החוזר	reluare	החוזר	reluare	ADV	N;INDF;FEM;SG
נראתה	văzute	נראה	văzut	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;PL
נראתה	văzut	נראה	văzut	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
נראתה	vazut	נראה	vaz	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
נראתה	văzută	נראה	văzut	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;SG
טרנס	terrence	טרנס	terrenc	PROPN	PROPN
