den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP
rita	рисуване	rita	рисуване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
rita	рисунка	rita	рисунка	V;IMP;FIN;ACT	N;INDF;FEM;SG
rita	рита	rita	ритам	V;IMP;FIN;ACT	N;INDF;FEM;SG
sommar	лятото	sommar	лято	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
sommar	лятно	sommar	летен	N;NOM;INDF;MASC+FEM;SG	ADV
sommar	самър	sommar	самър	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
hole	дупката	hole	дупка	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
neil	нийл	neil	нийл	PROPN;NOM	PROPN;INDF;MASC;SG
företrädare	представителите	företrädare	представител	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
företrädare	представителна	företrädare	представителен	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;FEM;SG
företrädare	представителен	företrädare	представителен	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;MASC;SG
företrädare	представително	företrädare	представително	N;NOM;INDF;MASC+FEM;PL	ADV
företrädare	представителни	företrädare	представителен	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;PL
företrädare	представител	företrädare	представител	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
fot	фут	fot	фут	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
fot	крака	fot	крак	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
fot	краката	fot	крак	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
fot	крачета	fot	краче	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
fönster	прозорци	fönster	прозорец	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
fönster	прозорците	fönster	прозорец	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
fönster	прозореца	fönster	прозорец	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
fönster	прозорецът	fönster	прозорец	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
dennis	денис	dennis	денис	PROPN;NOM	N;INDF;MASC;SG
lantbrukare	фермер	lantbrukare	фермер	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
lantbrukare	фармър	lantbrukare	фармър	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
ersätta	подмяна	ersätta	подмяна	V;IMP;FIN;ACT	N;INDF;FEM;SG
ersätta	замяна	ersätta	замяна	V;IMP;FIN;ACT	N;INDF;FEM;SG
ersätta	заместител	ersätta	заместител	V;IMP;FIN;ACT	N;INDF;MASC;SG
ersätta	заместване	ersätta	заместване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
ersätta	замяна	ersätta	замяна	V;IMP;FIN;ACT	N;INDF;FEM;SG
ersätta	заместване	ersätta	заместване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
fågeln	птиче	fågel	птиче	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
fågeln	бърд	fågel	бърд	N;NOM;DEF;MASC+FEM;SG	PROPN;INDF;MASC;SG
fågeln	птичка	fågel	птичка	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
fågeln	птица	fågel	птица	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
erbjuder	оферти	erbjuda	оферта	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
erbjuder	предложения	erbjuda	предложение	V;IND;PRS;FIN;ACT	N;INDF;NEUT;PL
erbjuder	предлагане	erbjuda	предлагане	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
försvar	защитата	försvar	защита	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
halvön	полуостров	halvön	полуостров	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
begravd	погребан	begravd	погребан	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
begravd	погребана	begravd	погребан	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
begravd	заровени	begravd	заровя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
begravd	погребани	begravd	погребан	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
begravd	заровено	begravd	заровя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
metoden	метод	metod	метод	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
thüringen	тюрингия	thnring	тюрингия	PROPN;NOM	N;INDF;FEM;SG
tecknade	анимационен	teckna	анимационен	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
tecknade	карикатура	teckna	карикатура	ADJ;NOM;PL;PST;V.PTCP	N;INDF;FEM;SG
tecknade	записания	teckna	запиша-(се)	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
rudolph	рудолф	rudolph	рудолф	PROPN;NOM	PROPN;INDF;MASC;SG
hoppas	надеждата	hoppas	надежда	V;NFIN	N;DEF;FEM;SG
hoppas	хоуп	hoppas	хоуп	V;NFIN	N;INDF;MASC;SG
hoppas	надежда	hoppas	надежда	V;NFIN	N;INDF;FEM;SG
homer	хомър	homer	хомър	PROPN;NOM	N;INDF;MASC;SG
homer	омир	homer	омир	PROPN;NOM	PROPN;INDF;MASC;SG
homer	хоумър	homer	хоумър	PROPN;NOM	N;INDF;MASC;SG
verktyg	инструменти	verktyg	инструмент	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
verktyg	инструментите	verktyg	инструмент	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
verktyg	комунални	verktyg	комунален	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
elsa	елза	elsa	елза	PROPN;NOM	N;INDF;FEM;SG
bryta	прекъсване	bryta	прекъсване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
bryta	почивка	bryta	почивка	V;IMP;FIN;ACT	N;INDF;FEM;SG
bryta	чупене	bryta	чупене	V;IMP;FIN;ACT	N;INDF;NEUT;SG
bryta	разбиване	bryta	разбиване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
tirana	тирана	tir	тирана	PROPN;NOM	PROPN;INDF;FEM;SG
tron	трон	tron	трон	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
tron	престол	tron	престол	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
tron	фейт	tron	фейт	N;NOM;DEF;MASC+FEM;SG	PROPN;INDF;MASC;SG
tron	вяра	tron	вяра	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
nintendo	нинтендо	nintendo	нинтендо	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
asmara	асмара	asmar	асмара	PROPN;NOM	N;INDF;MASC;SG
vii	vii	vii	vii	NUM;NOM	ADJ;INDF;MASC;SG
traditionell	традиционно	traditionell	традиционен	ADJ;NOM;INDF;MASC+FEM;SG	ADV
traditionell	традиционни	traditionell	традиционен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
pjäs	играе	pjäs	играя	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
pjäs	играй	pjäs	играй	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN
pjäs	свири	pjäs	свиря	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
förklara	обясни	förklara	обясня-(се)	V;IMP;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
mörka	тъмна	mörka	тъмен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
mörka	тъмно	mörka	тъмно	ADJ;NOM;PL	ADV
mörka	тъмен	mörka	тъмен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
häckar	плет	häck	плет	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
förband	превръзки	förband	превръзка	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
förband	бинтове	förband	бинт	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
förband	превръзки	förband	превръзка	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
fåtal	няколко	fåtal	няколко	N;NOM;INDF;NEUT;SG	PRO;INDF
fåtal	малцина	fåtal	малцина	N;NOM;INDF;NEUT;SG	NUM;ANIM;INDF;PL
släktingar	роднините	släkting	роднина	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
achille	ахил	achille	ахил	PROPN;NOM	N;INDF;MASC;SG
kläder	облекло	kläder	облекло	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kläder	облекло	kläder	облекло	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kläder	дрехите	kläder	дреха	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
offentlig	публично	offentlig	публично	ADJ;NOM;INDF;MASC+FEM;SG	ADV
offentlig	публични	offentlig	публичен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
offentlig	обществено	offentlig	обществен	ADJ;NOM;INDF;MASC+FEM;SG	ADV
offentlig	обществени	offentlig	обществен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
fernando	фернандо	fernando	фернандо	PROPN;NOM	PROPN;INDF;MASC;SG
skjuter	стрелба	skjuta	стрелба	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
entertainment	развлечения	entertainment	развлекение	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
entertainment	забавления	entertainment	забавление	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
gary	гери	gary	гера	PROPN;NOM	N;INDF;FEM;SG
gary	гари	gary	гара	PROPN;NOM	PROPN;INDF;MASC;SG
brett	широко	bred	широко	ADJ;NOM;INDF;NEUT;SG	ADV
brett	широки	bred	широк	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
brett	брет	bred	брет	ADJ;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
brett	широки	bred	широк	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
cliff	скала	cliff	скала	PROPN;NOM	N;INDF;FEM;SG
cliff	клиф	cliff	клиф	PROPN;NOM	PROPN;INDF;MASC;SG
avsedd	предназначен	avse	предназнача	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
avsedd	предвидена	avse	предвидя	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
avsedd	предназначени	avse	предназнача	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
mattias	матиас	mattia	матиас	PROPN;NOM	PROPN;INDF;MASC;SG
mattias	матиас	mattia	матиас	PROPN;NOM	PROPN;INDF;MASC;SG
kor	кравите	kora	крава	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
kor	крави	kora	крава	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
kerstin	керстин	kerstin	керстин	PROPN;NOM	N;INDF;MASC;SG
kontrollera	контролиране	kontrollera	контролиране	V;IMP;FIN;ACT	N;INDF;NEUT;SG
kontrollera	контрол	kontrollera	контрол	V;IMP;FIN;ACT	N;INDF;MASC;SG
kontrollera	проверка	kontrollera	проверка	V;IMP;FIN;ACT	N;INDF;FEM;SG
storm	бурята	stor	буря	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
branch	бранч	branch	бранч	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
utomlands	чужбина	utomlands	чужбина	ADV	N;INDF;FEM;SG
utomlands	чужбина	utomlands	чужбина	ADV	N;INDF;FEM;SG
utomlands	офшорни	utomlands	офшорен	ADV	ADJ;INDF;PL
utomlands	офшорна	utomlands	офшорен	ADV	ADJ;INDF;FEM;SG
saab	сааб	saab	сааб	PROPN;NOM	PROPN;INDF;MASC;SG
liu	лиу	liu	лиу	PROPN;NOM	PROPN;INDF;FEM;SG
liu	лю	liu	лю	PROPN;NOM	PROPN;INDF;MASC;SG
drift	операцията	drift	операция	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
strängnäs	стренгнес	strängnäs	стренгнес	PROPN;NOM	N;INDF;MASC;SG
poitou	поату	poitou	поату	PROPN;NOM	N;INDF;MASC;SG
banks	бенкс	banks	бенкс	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
banks	банките	banks	банка	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
banks	банкс	banks	банкс	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
banks	банки	banks	банка	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
tallinn	талин	tallinn	талин	PROPN;NOM	PROPN;INDF;MASC;SG
stuttgart	щутгарт	stuttgar	щутгарт	PROPN;NOM	PROPN;INDF;MASC;SG
eng	инж	eng	инж	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
say	кажи	say	кажа	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN
jefferson	джеферсън	jefferson	джеферсън	PROPN;NOM	N;INDF;MASC;SG
hope	надеждата	hape	надежда	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tronen	трон	tron	трон	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
tronen	престол	tron	престол	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
separat	поотделно	separat	поотделно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
separat	отделно	separat	отделно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
separat	отделни	separat	отделен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
separat	разделени	separat	разделя-(се)	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
separat	отделно	separat	отделно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
separat	отделени	separat	отделя-(се)	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
dyker	гмуркане	dyka	гмуркане	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
iväg	off	iväg	off	ADV	N;INDF;MASC;SG
iväg	изключено	iväg	изключа	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
falun	фалун	falun	фалун	PROPN;NOM	N;INDF;MASC;SG
name	името	name	име	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
drama	драмата	drama	драма	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
rike	империята	rike	империя	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
roberts	робъртс	robert	робъртс	PROPN;GEN	N;INDF;MASC;SG
avancerade	напреднал	avancera	напредна	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
avancerade	напреднала	avancera	напредна	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
avancerade	разширено	avancera	разширя-(се)	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
avancerade	напреднали	avancera	напредна	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;PL;PST;V.PTCP;ACT
förhindra	предотвратяване	förhindra	предотвратяване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
förhindra	предотвратяват	förhindra	предотвратявам	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
bond	бонд	bond	бонд	PROPN;NOM	N;INDF;MASC;SG
ouest	ouest	ouest	ouest	PROPN;NOM	PROPN;INDF;MASC;SG
bon	бон	bo	бон	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
marina	марина	marin	марина	ADJ;NOM;PL	N;INDF;FEM;SG
marina	морски	marin	морски	ADJ;NOM;PL	ADJ;INDF;MASC;SG
marina	пехотинец	marin	пехотинец	ADJ;NOM;PL	N;INDF;MASC;SG
marina	морска	marin	морски	ADJ;NOM;PL	ADJ;INDF;FEM;SG
pacific	пасифик	pacific	пасифик	PROPN;NOM	N;INDF;MASC;SG
innehållet	съдържание	innehåll	съдържание	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
innehållet	съдържание	innehåll	съдържание	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
kretsar	верига	krets	верига	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
marocko	мароко	marocko	мароко	PROPN;NOM	N;INDF;MASC;SG
christoph	кристоф	christoph	кристоф	PROPN;NOM	PROPN;INDF;MASC;SG
begäran	заявки	begära	заявка	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
begäran	искания	begära	искане	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
begäran	молби	begära	молба	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
mått	размери	mått	размер	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
mått	измервания	mått	измерване	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
mått	измерванията	mått	измерване	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
mått	измервания	mått	измерване	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
uganda	уганда	ugand	уганда	PROPN;NOM	N;INDF;FEM;SG
kust	крайбрежните	kust	крайбрежен	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;PL
kust	крайбрежни	kust	крайбрежен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
intermedia	intermedia	intermedium	intermedia	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
melodifestivalen	melodifestivalen	melodifestival	melodifestivalen	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ellen	елен	ellen	елен	PROPN;NOM	N;INDF;MASC;SG
ellen	елън	ellen	елън	PROPN;NOM	PROPN;INDF;FEM;SG
blockering	блокирането	blockering	блокиране	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
vallonien	валония	vallonien	валония	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
slagverk	удряне	slagverk	удряне	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
slagverk	ударно	slagverk	ударен	N;NOM;INDF;NEUT;PL	ADV
återvända	връщане	återvända	връщане	V;IMP;FIN;ACT	N;INDF;NEUT;SG
återvända	завръщане	återvända	завръщане	V;IMP;FIN;ACT	N;INDF;NEUT;SG
hål	дупката	hål	дупка	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
hål	дупките	hål	дупка	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
hål	дупки	hål	дупки	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
teorin	теория	teori	теория	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
islam	исляма	islam	ислям	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
färdig	завършен	färdig	завърша	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
färdig	готово	färdig	готов	ADJ;NOM;INDF;MASC+FEM;SG	ADV
färdig	направено	färdig	направя-(се)	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
färdig	сторено	färdig	сторя-(се)	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kings	царе	kinga	царе	PROPN;NOM	N;INDF;MASC;PL
kings	кингс	kinga	кингс	PROPN;NOM	N;INDF;MASC;SG
kings	кралете	kinga	крал	PROPN;NOM	N;DEF;MASC;PL
kings	крале	kinga	крал	PROPN;NOM	N;INDF;MASC;PL
eddie	еди	eddie	еди	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
nätverk	мрежови	nätverk	мрежов	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
nätverk	мрежова	nätverk	мрежов	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
nätverk	мрежата	nätverk	мрежа	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
nätverk	мрежи	nätverk	мрежа	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
nätverk	мрежите	nätverk	мрежа	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
landskrona	ландскруна	landskrona	ландскуна	PROPN;NOM	N;INDF;FEM;SG
förlorat	изгубено	förlora	изгубя-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADV
förlorat	изгубени	förlora	изгубен	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;PL
förlorat	загубен	förlora	загубен	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;MASC;SG
förlorat	загуби	förlora	загуба	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;FEM;PL
copa	копа	copa	копа	PROPN;NOM	N;INDF;FEM;SG
regionala	регионален	regional	регионален	ADJ;NOM;PL	ADJ;INDF;MASC;SG
regionala	регионално	regional	регионален	ADJ;NOM;PL	ADV
regionala	регионална	regional	регионален	ADJ;NOM;PL	ADJ;INDF;FEM;SG
planen	план	plan	план	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
flyttar	ходове	flytta	ход	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
flyttar	движения	flytta	движение	V;IND;PRS;FIN;ACT	N;INDF;NEUT;PL
flyttar	местене	flytta	местене	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
flyttar	преместване	flytta	преместване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
afrikanska	африканска	afrikansk	африкански	ADJ;NOM;PL	ADJ;INDF;FEM;SG
afrikanska	африкански	afrikansk	африкански	ADJ;NOM;PL	ADJ;INDF;MASC;SG
milano	милано	milano	милано	PROPN;NOM	PROPN;INDF;MASC;SG
milano	милан	milano	милан	PROPN;NOM	PROPN;INDF;MASC;SG
milano	милано	milano	милано	PROPN;NOM	PROPN;INDF;MASC;SG
självständig	независими	självständig	независим	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
självständig	автономни	självständig	автономен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
rico	рико	rico	рико	PROPN;NOM	PROPN;INDF;MASC;SG
ekonomiskt	финансово	ekonomisk	финансово	ADJ;NOM;INDF;NEUT;SG	ADV
ekonomiskt	финансови	ekonomisk	финансов	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
ekonomiskt	финансово	ekonomisk	финансово	ADJ;NOM;INDF;NEUT;SG	ADV
ekonomiskt	икономическо	ekonomisk	икономически	ADJ;NOM;INDF;NEUT;SG	ADV
tankar	мисли	tanka	мисля	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IMP;SG;2;FIN
vårt	нашият	vi	наш	PRO;DEF;NEUT;SG	DET;DEF;MASC;SG;1
vårt	наша	vi	наш	PRO;DEF;NEUT;SG	DET;INDF;FEM;SG;1
vårt	нашия	vi	наш	PRO;DEF;NEUT;SG	DET;DEF;MASC;SG;1
vårt	нашата	vi	наш	PRO;DEF;NEUT;SG	DET;DEF;FEM;SG;1
vårt	нашите	vi	наш	PRO;DEF;NEUT;SG	DET;DEF;PL;1
vårt	наша	vi	наш	PRO;DEF;NEUT;SG	DET;INDF;FEM;SG;1
vårt	наше	vi	наш	PRO;DEF;NEUT;SG	DET;INDF;NEUT;SG;1
vårt	наши	vi	наш	PRO;DEF;NEUT;SG	DET;INDF;PL;1
vårt	нашата	vi	наш	PRO;DEF;NEUT;SG	DET;DEF;FEM;SG;1
vårt	нашите	vi	наш	PRO;DEF;NEUT;SG	DET;DEF;PL;1
portugisiska	португалски	portugisisk	португалски	ADJ;NOM;PL	ADJ;INDF;MASC;SG
infoga	вмъкване	infoga	вмъкване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
yorkshire	йоркшир	yorkshire	йоркшир	PROPN;NOM	N;INDF;MASC;SG
games	игри	games	игра	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
glas	стъкла	glas	стъкло	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
finsk	угро	finsk	угро	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
besökare	посетителите	besökare	посетител	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
besökare	посетител	besökare	посетител	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
hits	удря	hits	удра	N;NOM;INDF;MASC+FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
aleksandr	александър	aleksandr	александър	PROPN;NOM	PROPN;INDF;MASC;SG
noveller	романите	novell	роман	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
förbund	завета	förbund	завет	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
tryck	натиснете	tryck	натисна	N;NOM;INDF;NEUT;SG	V;PFV;IMP;PL;2;FIN
tryck	натисни	tryck	натисен	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN
tryck	пресата	tryck	преса	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
fet	бнт	fet	бнт	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;INDF;FEM;SG
fet	мазнина	fet	мазнина	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fet	мазнини	fet	мазнин	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
fet	дебели	fet	дебел	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
charentes	шарант	charent	шарант	V;NFIN;PASS	N;INDF;MASC;SG
hänger	висящ	hänga	вися	V;IND;PRS;FIN;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
hänger	обесване	hänga	обесване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
hänger	висящи	hänga	вися	V;IND;PRS;FIN;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
marianne	мариан	marian	мариан	PROPN;NOM	N;INDF;MASC;SG
body	телесно	body	телесно	N	ADV
nicolas	никола	nicola	никол	PROPN;NOM	PROPN;INDF;MASC;SG
lovisa	ловиса	lovis	ловиша	PROPN;NOM	N;INDF;FEM;SG
field	полето	field	поле	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
raka	бръснене	rak	бръснене	ADJ;NOM;PL	N;INDF;NEUT;SG
misslyckades	неуспешна	misslyckad	неуспешен	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
misslyckades	неуспешно	misslyckad	неуспешно	V;IND;PST;FIN;PASS	ADV
