sammanhängande	المتاخمة	sammanhängande	مُتَاخِم	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
cykel	الدراجة	cykel	دِرَاجَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
cykel	الدورة	cykel	دَورَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
arg	زعل	arg	زَعل	ADJ;NOM;INDF;MASC+FEM;SG	
arg	غاضب	arg	غَاضَب	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
arg	غاضبون	arg	غَاضِب	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
arg	ماد	arg	مَادّ	ADJ;NOM;INDF;MASC+FEM;SG	
alessandro	اليساندرو	alessandro	اليساندرو	PROPN;NOM	
alessandro	al	alessandro	شَشّ	PROPN;NOM	
motivet	دافع	motiv	دَافَع	N;NOM;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
inspirerat	الهم	inspirerad	هُوَ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
döpt	عمدت	döpa	عَمَد	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
jesse	جيسي	jesa	جيسي	PROPN;NOM	
inträde	الدخول	inträde	دُخُول	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
inträde	القبول	inträde	قُبُول	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
camilla	كاميلا	camill	كَامِيلَا	PROPN;NOM	
samverkan	التفاعل	samverkan	تَفَاعُل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
symptom	الاعراض	symptom	عُرض	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
marge	مارج	marge	مَارِج	N;NOM;DEF;MASC+FEM;SG	
våningen	ارضية	våning	أَرضِيّ	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
våningen	طابق	våning	طَابِق	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
våningen	الارضية	våning	أَرضِيّ	N;NOM;DEF;MASC+FEM;SG	
fixa	اصلاح	fixa	إِصلَاح	ADJ;NOM;PL	N;NOM;INDF;SG
fixa	اصلح	fixa	أَصلَح	ADJ;NOM;PL	
sändningar	الشحنات	sändning	شَحنَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
vägg	الحائط	vägg	حَائِط	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vägg	وول	vägg	وُول	N;NOM;INDF;MASC+FEM;SG	
vägg	الجدار	vägg	جِدَار	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rykten	اشاعة	rykt	إِشَاعَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
rykten	الاشاعات	rykt	إِشَاعَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;DEF;PL
rykten	اشاعات	rykt	إِشَاعَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;PL
rykten	شائعات	rykt	شَائِع	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;PL
rykten	شائعة	rykt	شَائِعَة	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
rykten	اشاعة	rykt	إِشَاعَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
rykten	اشاعات	rykt	إِشَاعَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;PL
trycka	بصمة	trycka	بَصمَة	V;IMP;FIN;ACT	N;NOM;INDF;SG
trycka	الطباعة	trycka	طِبَاعَة	V;IMP;FIN;ACT	N;NOM;DEF;SG
trycka	طباعة	trycka	طِبَاعَة	V;IMP;FIN;ACT	N;NOM;INDF;SG
tunneln	نفق	tunnel	نَفَق	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
vinyl	فينيل	vinyl	فينيل	N;NOM;INDF;MASC+FEM;SG	
vinyl	الفينيل	vinyl	فِينِيل	N;NOM;INDF;MASC+FEM;SG	
software	برمجيات	software	بَرمَجِيّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
software	البرمجيات	software	بَرمَجِيّ	N;NOM;INDF;MASC+FEM;SG	
software	برامج	software	بَرنَامَج	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
software	البرامج	software	بَرنَامَج	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
våldsamma	عنيف	våldsam	عَنِيف	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
våldsamma	عنف	våldsam	عُنف	ADJ;NOM;PL	N;NOM;INDF;SG
våldsamma	عنيفة	våldsam	عَنِيف	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
ståndpunkt	المنصب	ståndpunkt	مَنصِب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ståndpunkt	الموضع	ståndpunkt	مُوَضَّع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ståndpunkt	الموقف	ståndpunkt	مَوقِف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hjul	العجلة	hjul	عَجَلَة	N;NOM;INDF;NEUT;PL	N;NOM;DEF;SG
hjul	عجلة	hjul	عَجَلَة	N;NOM;INDF;NEUT;PL	N;NOM;INDF;SG
hjul	العجلات	hjul	عَجَل	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
korsar	العبور	korsa	عُبُور	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
korsar	معبر	korsa	مَعبَر	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
korsar	عبور	korsa	عُبُور	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
antoinette	انطوانيت	antoinette	إِنطُوَانِيت	N;NOM;INDF;NEUT;SG	
förväntas	المتوقع	förvänta	مُتَوَقَّع	V;IND;PRS;FIN;PASS	ADJ;NOM;DEF;MASC;SG
förväntas	متوقع	förvänta	مُتَوَقَّع	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG
förväntas	المتوقعة	förvänta	مُتَوَقَّع	V;IND;PRS;FIN;PASS	ADJ;NOM;DEF;FEM;SG
förväntas	المنتظر	förvänta	مُنتَظَر	V;IND;PRS;FIN;PASS	ADJ;NOM;DEF;MASC;SG
omloppsbana	مدار	omloppsbana	مَدَار	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
invandrare	المهاجرين	invandrare	مُهَاجِر	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
invandrare	المهاجرون	invandrare	مُهَاجِر	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
invandrare	المهاجرين	invandrare	مُهَاجِر	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
invandrare	المهاجرون	invandrare	مُهَاجِر	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
invandrare	مهاجر	invandrare	مُهَاجِر	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
invandrare	المهاجر	invandrare	مُهَاجِر	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
josh	جوش	josh	جُوش	PROPN;NOM	
märkt	لاحظت	märka	لَاحَظ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
tänk	فكر	tänka	فِكر	V;IMP;FIN;ACT	N;NOM;INDF;SG
tänk	فكري	tänka	فِكرِيّ	V;IMP;FIN;ACT	
brad	براد	brad	برَاد	PROPN;NOM	
modernt	الحديثة	modern	حَدِيث	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
redskap	العتاد	redskap	عِتَاد	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
sammansatt	مركبة	sammansatt	مَركَبَة	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;INDF;SG
sammansatt	مركب	sammansatt	مركب	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;INDF;SG
sammansatt	تتالف	sammansatt	تَأَلَّف	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
sammansatt	مجمع	sammansatt	مَجمَع	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;INDF;SG
sammansatt	المجمع	sammansatt	مَجمَع	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;DEF;SG
sammansatt	مركب	sammansatt	مركب	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;INDF;SG
histoire	h	histoire	h	N;NOM;INDF;NEUT;SG	
etapper	المراحل	etapp	مَرحَلَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
etapper	المراحل	etapp	مَرحَلَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
fäste	معقل	fäste	مُعَقَّل	N;NOM;INDF;NEUT;SG	
fäste	درو	fäste	دَرُو	N;NOM;INDF;NEUT;SG	
bitter	المريرة	bitter	مَرِير	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
nomineringar	الترشيحات	nominering	تَرشِيح	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
nåd	رحمة	nåd	رَحمَة	N;NOM;INDF;MASC+FEM;SG	
nåd	الرحمة	nåd	رَحمَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nåd	ميرسي	nåd	ميرسي	N;NOM;INDF;MASC+FEM;SG	
nåd	مرسي	nåd	مرسي	N;NOM;INDF;MASC+FEM;SG	
nåd	جريس	nåd	جَرِيس	N;NOM;INDF;MASC+FEM;SG	
nåd	غريس	nåd	غرِيس	N;NOM;INDF;MASC+FEM;SG	
nåd	غرايس	nåd	غرَايس	N;NOM;INDF;MASC+FEM;SG	
varna	فارنا	vare	فارنا	V;IMP;FIN;ACT	
kämpar	قتال	kämp	قِتَال	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
kämpar	القتال	kämp	قِتَال	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
utöva	التمرين	utöva	تَمرِين	V;IMP;FIN;ACT	N;NOM;DEF;SG
utöva	تمرين	utöva	تَمرِين	V;IMP;FIN;ACT	N;NOM;INDF;SG
formatet	نسق	formate	نَسَق	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
formatet	تنسيق	formate	تَنسِيق	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
crataegus	زعرور	crataegus	زعرور	N;NOM;INDF;MASC+FEM;SG	
meningar	العبارات	mening	عِبَارَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
meningar	الجمل	mening	جَمَل	N;NOM;INDF;MASC+FEM;PL	
meningar	جمل	mening	جَمَل	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
meningar	الاحكام	mening	حُكم	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
varg	الذئب	varg	ذِئب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
varg	ذئب	varg	ذَابّ	N;NOM;INDF;MASC+FEM;SG	
varg	ولف	varg	ولف	N;NOM;INDF;MASC+FEM;SG	
varg	وولف	varg	وولف	N;NOM;INDF;MASC+FEM;SG	
false	زائف	false	زَائِف	PROPN;NOM	ADJ;NOM;INDF;MASC;SG
ester	استر	ester	أَستَر	PROPN;NOM	
sandra	ساندرا	sandra	ساندرا	N;NOM;INDF;MASC+FEM;SG	
fira	احتفال	fira	اِحتِفَال	V;IMP;FIN;ACT	N;NOM;INDF;SG
fira	يحتفلون	fira	اِحتَفَل	V;IMP;FIN;ACT	V;IPFV;MASC;IND;PL;3;FIN;ACT
fira	الاحتفال	fira	اِحتِفَال	V;IMP;FIN;ACT	N;NOM;DEF;SG
fira	الاحتفال	fira	اِحتِفَال	V;IMP;FIN;ACT	N;NOM;DEF;SG
department	القسم	department	قِسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
department	الادارة	department	إِدَارَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
musikal	موسيقية	musikal	مُوسِيقِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
dee	دي	en	دِي	N;NOM;INDF;MASC+FEM;SG	
speed	سبيد	speed	سبيد	N;NOM;INDF;MASC+FEM;SG	
speed	السرعة	speed	سُرعَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kafr	كفر	kafr	كفر	N;NOM;INDF;MASC+FEM;SG	
date	الموعد	date	مَوعِد	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
date	التاريخ	date	تَارِيخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
elliptica	e	elliptic	هُوَ	N;NOM;INDF;MASC+FEM;SG	
ingång	الدخول	ingång	دُخُول	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ingång	المدخل	ingång	مَدخَل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
platta	مسطح	platta	مَسطَح	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
platta	مسطحة	platta	مسطحة	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
grunder	النداءات	grund	نِدَاء	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
grunder	اسس	grund	أَسَاس	N;NOM;INDF;MASC+FEM;PL	V;PFV;MASC;SG;3;ACT
grunder	الاسس	grund	أَسَاس	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
grunder	اسس	grund	أَسَاس	N;NOM;INDF;MASC+FEM;PL	V;PFV;MASC;SG;3;ACT
grunder	الاسس	grund	أَسَاس	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
grunder	المؤسسات	grund	مُؤَسَّسَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
add	يضاف	add	أَضَاف	N;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
add	add	add	صَذَث	N;NOM;INDF;MASC+FEM;SG	
add	نضيف	add	أَضَاف	N;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;PL;1;FIN;ACT
sanders	ساندرز	sand	ساندرز	PROPN;NOM	
märkligt	غريب	märklig	غريب	ADJ;NOM;INDF;NEUT;SG	
early	المبكر	early	مُبَكِّر	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
early	باكرا	early	بَاكِر	N;NOM;INDF;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
early	اوائل	early	أَوَّل	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
early	مبكرة	early	مُبَكِّر	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
early	مبكر	early	مُبَكِّر	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
early	مبكرا	early	مُبَكِّر	N;NOM;INDF;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
avdelningar	الادارات	avdelning	إِدَارَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
avdelningar	الاقسام	avdelning	قِسم	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
avdelningar	الغرف	avdelning	غُرفَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
avdelningar	الدوائر	avdelning	دَائِرَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
caudata	caudata	caud	caudata	N;NOM;INDF;MASC+FEM;SG	
alperna	الالب	alp	أَلب	N;NOM;DEF;MASC+FEM;PL	
alperna	الالب	alp	أَلب	N;NOM;DEF;MASC+FEM;PL	
fat	براميل	fat	بَرمِيل	N;NOM;INDF;NEUT;SG	
fat	البراميل	fat	بَرمِيل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
fat	البرميل	fat	بَرمِيل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
bayer	باير	bay	بَايِر	PROPN;NOM	
lägret	كامب	lägr	كَامب	N;NOM;DEF;NEUT;SG	
lägret	مخيم	lägr	مُخَيَّم	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
lägret	معسكر	lägr	مُعَسكَر	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
abbey	الدير	abbey	دَير	PROPN;NOM	N;NOM;DEF;SG
hud	هد	hud	هَد	N;NOM;INDF;MASC+FEM;SG	
hud	الجلد	hud	جَلد	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hud	البشرة	hud	بَشَرَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
frivillig	طوعي	frivillig	طُوعِيّ	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
frivillig	الطوعية	frivillig	طَوعِيّ	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
frivillig	تطوع	frivillig	طَوَّع	ADJ;NOM;INDF;MASC+FEM;SG	
frivillig	التطوع	frivillig	تَطَوُّع	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
frivillig	متطوع	frivillig	مُتَطَوِّع	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
religioner	الاديان	religion	دِين	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
religioner	الديانات	religion	دِيَانَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
galileo	غاليليو	galileo	غَالِيلِيُو	PROPN;NOM	
signaler	الاشارات	signal	إِشَارَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
monomorium	monomor	monomorium	monomor	N;NOM;INDF;MASC+FEM;SG	
cornwall	كورنوال	cornwall	كُورنَوَال	PROPN;NOM	
tillåta	السماح	tillåta	سَمَاح	V;IMP;FIN;ACT	N;NOM;DEF;SG
tillåta	اسمح	tillåta	أَسمَح	V;IMP;FIN;ACT	PRO;NOM;MASC;SG;2
tillåta	اسمح	tillåta	أَسمَح	V;IMP;FIN;ACT	PRO;NOM;MASC;SG;2
tolka	تفسير	tolka	تَفسِير	V;IMP;FIN;ACT	N;NOM;INDF;SG
yvonne	ايفون	yvon	ايفون	PROPN;NOM	
mira	ميرا	mira	مِيرَا	PROPN;NOM	
nigel	نايجل	nigel	نايجل	PROPN;NOM	
moreno	مورينو	moreno	مورينو	PROPN;NOM	
fungerande	يعمل	fungerande	عَمِل	ADJ;NOM;PRS;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
fungerande	اعمل	fungerande	عَمَل	ADJ;NOM;PRS;V.PTCP	
faith	ايمانا	faith	إِيمَان	PROPN;NOM	N;ACC;INDF;SG
faith	فيث	faith	فَيثُ	PROPN;NOM	
faith	ايمان	faith	إِيمَان	PROPN;NOM	
faith	الايمان	faith	إِيمَان	PROPN;NOM	N;NOM;DEF;SG
oppositionen	المعارضون	opposition	مُعَارِض	N;NOM;DEF;MASC+FEM;SG	N;NOM;DEF;PL
oppositionen	معارضة	opposition	مُعَارَضَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
bonn	بون	bonna	بون	PROPN;NOM	
vana	عاده	vana	عاده	N;NOM;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG;3
vana	العادة	vana	عَادَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vana	عادة	vana	عَادَة	N;NOM;INDF;MASC+FEM;SG	N;ACC;INDF;SG
pelargonium	pelargon	pelargonium	pelargon	N;NOM;INDF;MASC+FEM;SG	
diff	الاختلافات	diff	اِختِلَاف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
diff	اختلافات	diff	اِختِلَاف	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
tai	تاي	tai	تاي	N;NOM;INDF;MASC+FEM;SG	
kännetecken	الخصائص	kännetecken	خَصِيصَة	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
stämma	سو	stämma	سو	V;IMP;FIN;ACT	
ghazal	غزال	ghazal	غزال	N;NOM;INDF;MASC+FEM;SG	
tenerife	تينيريفي	tenerife	تينيريفي	N;NOM;INDF;MASC+FEM;SG	
införande	المقدمة	införande	مُقَدَّمَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
balkan	البلقان	balka	بَلَق	PROPN;NOM	
balkan	البلقان	balka	بَلَق	PROPN;NOM	
testamente	العهد	testamente	عَهد	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
socialdemokrat	الاشتراكي	socialdemokrad	اِشتِرَاكِيّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
socialdemokrat	الاشتراكية	socialdemokrad	اِشتِرَاكِيَّة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sexuellt	جنسي	sexuell	جِنسِيّ	ADV	ADJ;NOM;INDF;MASC;SG
sexuellt	الجنسية	sexuell	جِنسِيَّة	ADV	N;NOM;DEF;SG
sexuellt	جنسية	sexuell	جِنسِيّ	ADV	ADJ;NOM;INDF;FEM;SG
sexuellt	جنسيا	sexuell	جِنسِيّ	ADV	ADJ;ACC;INDF;MASC;SG
cha	تشا	cha	تشا	N;NOM;INDF;NEUT;SG	
proteiner	بروتين	protein	برِوتِين	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;DU
proteiner	البروتين	protein	بُرُوت	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;DU
proteiner	البروتينات	protein	برُوتِينَات	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
väsentligt	اساسي	väsentlig	أَسَاسِيّ	ADV	ADJ;NOM;INDF;MASC;SG
carol	كارول	carol	كارول	PROPN;NOM	
danskt	الدانمرك	danskt	الدانمرك	ADJ;NOM;INDF;NEUT;SG	
danskt	الدانمركية	danskt	دَانَمِركِيّ	ADJ;NOM;INDF;NEUT;SG	
danskt	الدنماركية	danskt	دَنِمَارِكِيّ	ADJ;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
marino	مارينو	marino	مارينو	PROPN;NOM	
anpassade	العرف	anpassa	عَرف	ADJ;NOM;PL;PST;V.PTCP	N;NOM;DEF;SG
anpassade	مخصص	anpassa	مُخَصَّص	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
anpassade	مخصصة	anpassa	مُخَصَّص	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
ramírez	راميريز	ramírez	راميريز	PROPN;NOM	
rädsla	خو	rädsla	خو	N;NOM;INDF;MASC+FEM;SG	
rädsla	الخوف	rädsla	خَوف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tucker	تاكر	tucka	تَاكِر	PROPN;NOM	
tucker	توكر	tucka	وَكَّر	PROPN;NOM	
tucker	تكر	tucka	ذَكَر	PROPN;NOM	V;IPFV;MASC;IND;SG;2;FIN;ACT
undantaget	استثناء	undantag	اِستِثنَاء	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
boxning	الملاكمة	boxning	مُلَاكَمَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ledda	قاد	leda	قَاد	ADJ;NOM;PL;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
moral	معنويات	moral	مَعنَوِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;PL
moral	المعنويات	moral	مَعنُوِّيَّة	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
moral	اخلاقي	moral	إِخلَاقِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
moral	الاخلاقية	moral	أَخلَاقِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
moral	اخلاقية	moral	إِخلَاقِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
moral	الاخلاق	moral	خُلق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
moral	الاخلاق	moral	خُلق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
lila	البنفسجي	lila	بَنفسِجِيّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lila	الارجواني	lila	أَرج	N;NOM;INDF;MASC+FEM;SG	
lila	بيربل	lila	بِيربَل	N;NOM;INDF;MASC+FEM;SG	
vänskap	الصداقات	vänskap	صِدَاقَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
vänskap	صداقات	vänskap	صداقات	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
vänskap	الصداقة	vänskap	صَدَاقَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nobels	نوبل	nobels	نوبل	N;NOM;INDF;MASC+FEM;SG	
avstå	نبذ	avstå	نبذ	V;IMP;FIN;ACT	
träna	قطار	träna	قِطَار	V;IMP;FIN;ACT	N;NOM;INDF;SG
träna	القطار	träna	قِطَار	V;IMP;FIN;ACT	N;NOM;DEF;SG
ersätts	استبدل	ersätta	اِستَبدَل	V;IND;PRS;FIN;PASS	V;PFV;MASC;SG;3;ACT
polk	بولك	polk	بُولك	PROPN;NOM	
chiang	شيانغ	chiang	شيانغ	PROPN;NOM	
het	h	het	h	ADJ;NOM;INDF;MASC+FEM;SG	
patterson	باترسون	patterson	باترسون	PROPN;NOM	
waters	ووترز	pat	ووترز	PROPN;NOM	
riktad	مستهدف	riktad	مُستَهدَف	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;INDF;SG
wave	الموجة	wave	مُوجَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
wave	لوح	wave	لَوح	N;NOM;INDF;NEUT;SG	
fabian	فابيان	fabian	فابيان	PROPN;NOM	
kock	شيف	kock	شيف	N;NOM;INDF;MASC+FEM;SG	
kock	الشيف	kock	شِيف	N;NOM;INDF;MASC+FEM;SG	
kock	الطباخ	kock	طَبِيخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kock	كوك	kock	كُوك	N;NOM;INDF;MASC+FEM;SG	
caldwell	كالدويل	caldwell	كالدويل	PROPN;NOM	
väntan	انتظار	väntan	اِنتِظَار	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
väntan	منتظر	väntan	مُنتَظَر	N;NOM;DEF;MASC+FEM;SG	
väntan	تنتظر	väntan	اِنتَظَر	N;NOM;DEF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
phillip	فيليب	phillip	فِيلِيب	PROPN;NOM	
kampanjen	حملة	kampanj	حَملَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
myers	مايرز	myr	مايرز	PROPN;NOM	
programmering	البرمجة	programmering	بَرمَجَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skarp	شارب	skarp	شَارِب	ADJ;NOM;INDF;MASC+FEM;SG	
hare	هير	hare	هير	N;NOM;INDF;MASC+FEM;SG	
hare	رابيت	hare	رابيت	N;NOM;INDF;MASC+FEM;SG	
hare	الارنب	hare	أُرنُبّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bauer	باور	bau	بَاوِر	PROPN;NOM	
nicole	نيكول	nicol	نِيكُول	PROPN;NOM	
lola	لولا	lola	لَولَا	N;NOM;INDF;MASC+FEM;SG	
fulla	الكامل	fulla	كَامِل	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
fulla	ملي	fulla	مَليَ	ADJ;NOM;PL	
fulla	كامل	fulla	كَامِل	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
