також	וגם	також	וגם	ADV	
прибуток	נכנע	прибуток	נכנע	N;INAN;NOM;MASC;SG	V;MASC;SG;3;PST;MID
прибуток	הכנסות	прибуток	הכנסה	N;INAN;NOM;MASC;SG	N;FEM;PL
сержант	קשישא	сержант	קשישא	N;ANIM;NOM;MASC;SG	PROPN
вибрані	נבחר	вибраний	נבחר	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;3;PST;MID
вибрані	נבחרים	вибраний	נבחר	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;MASC;PL
вибрані	שנבחר	вибраний	שנבחר	ADJ;PFV;NOM;PL;V.PTCP;PASS	PROPN
вибрані	נבחרו	вибраний	נבחר	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PL;3;PST;MID
вибрані	נבחרה	вибраний	נבחר	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;SG;3;PST;MID
вибрані	מועדפים	вибраний	הועדף	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
митрополит	הארכיבישוף	митрополит	הארכיבישוף	N;ANIM;NOM;MASC;SG	PROPN
надано	מסופק	надати	סופק	V;PFV;IND;0;FIN	V;MASC;SG;V.PTCP;PASS
надано	סיפק	надати	סיפק	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;ACT
надано	בתנאי	надати	בתנאי	V;PFV;IND;0;FIN	
надано	בהינתן	надати	בהינתן	V;PFV;IND;0;FIN	ADV
надано	שניתנו	надати	שניתנו	V;PFV;IND;0;FIN	
надано	ניתנה	надати	ניתן	V;PFV;IND;0;FIN	V;FEM;SG;3;PST;MID
надано	ניתנו	надати	ניתן	V;PFV;IND;0;FIN	V;PL;3;PST;MID
надано	נתון	надати	נתון	V;PFV;IND;0;FIN	N;MASC;SG
надано	סיפק	надати	סיפק	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;ACT
лютий	בפברואר	лютий	בפברואר	ADJ;NOM;MASC;SG	ADV
лютий	פברואר	лютий	פברואר	ADJ;NOM;MASC;SG	PROPN
явище	תופעות	явище	תופעה	N;INAN;NOM;NEUT;SG	N;FEM;PL
явище	התופעה	явище	התופעה	N;INAN;NOM;NEUT;SG	V;FEM;SG;3;PST
спеціальний	ספיישל	спеціальний	ספיישל	ADJ;NOM;MASC;SG	PROPN
спеціальний	מיוחדים	спеціальний	מיוחד	ADJ;NOM;MASC;SG	ADJ;MASC;PL
спеціальний	מיוחדות	спеціальний	מיוחד	ADJ;NOM;MASC;SG	ADJ;FEM;PL
медичні	רפואה	медичний	רפואה	ADJ;NOM;PL	N;FEM;SG
медичні	רפואי	медичний	רפואי	ADJ;NOM;PL	ADJ;MASC;SG
подорож	נסיעות	подорож	נסיעה	N;INAN;NOM;FEM;SG	N;FEM;PL
подорож	המסע	подорож	המסע	N;INAN;NOM;FEM;SG	
подорож	טריפ	подорож	טריפ	N;INAN;NOM;FEM;SG	PROPN
подорож	מטייל	подорож	הטייל	N;INAN;NOM;FEM;SG	PROPN
подорож	נסיעות	подорож	נסיעה	N;INAN;NOM;FEM;SG	N;FEM;PL
філіп	פיליפ	філіп	פיליפ	PROPN;ANIM;NOM;MASC;SG	PROPN
філіп	פיליפ	філіп	פיליפ	PROPN;ANIM;NOM;MASC;SG	PROPN
філіп	פיליפ	філіп	פיליפ	PROPN;ANIM;NOM;MASC;SG	PROPN
оцінка	ציון	оцінка	ציון	N;INAN;NOM;FEM;SG	PROPN
долини	וייל	долина	וייל	N;INAN;NOM;FEM;PL	PROPN
погляди	כוונת	погляд	כוונה	N;INAN;NOM;MASC;PL	N;FEM;SG
повне	מלא	повний	מלא	ADJ;NOM;NEUT;SG	
повне	מלאים	повний	מלא	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
повне	מלאה	повний	מלא	ADJ;NOM;NEUT;SG	ADV
пік	פיז	пік	פיז	N;INAN;NOM;MASC;SG	PROPN
пік	פסגת	пік	פסגה	N;INAN;NOM;MASC;SG	PROPN
пік	פסגה	пік	פסגה	N;INAN;NOM;MASC;SG	PROPN
необхідні	דרושה	необхідний	דרש	ADJ;NOM;PL	V;FEM;SG;V.PTCP;ACT
необхідні	נדרשת	необхідний	נדרש	ADJ;NOM;PL	V;FEM;SG;V.PTCP;MID
необхідні	חובה	необхідний	חובה	ADJ;NOM;PL	N;FEM;SG
необхідні	נדרש	необхідний	נדרש	ADJ;NOM;PL	V;MASC;SG;MID
необхідні	דרוש	необхідний	דרש	ADJ;NOM;PL	PROPN
необхідні	נחוץ	необхідний	נחוץ	ADJ;NOM;PL	ADJ;MASC;SG
необхідні	הכרחית	необхідний	הכרחית	ADJ;NOM;PL	ADJ;FEM;SG
необхідні	הכרחי	необхідний	הכרחי	ADJ;NOM;PL	ADJ;MASC;SG
необхідні	נחוצה	необхідний	נחוץ	ADJ;NOM;PL	ADJ;SG
необхідні	צורך	необхідний	צורך	ADJ;NOM;PL	N;MASC;SG
дали	הניב	дати	הניב	V;PFV;IND;PL;PST;FIN	PROPN
дали	נתן	дати	נתן	V;PFV;IND;PL;PST;FIN	PROPN
дали	נתנה	дати	נתן	V;PFV;IND;PL;PST;FIN	V;FEM;SG;3;PST
юлія	יוליה	юлія	יוליה	PROPN;ANIM;NOM;FEM;SG	PROPN
юлія	חוליה	юлія	חוליה	PROPN;ANIM;NOM;FEM;SG	N;FEM;SG
ріо	בריו	ріо	בריו		PROPN
ріо	ריו	ріо	ריו		PROPN
полтава	פולטבה	полтава	פולטבה	PROPN;INAN;NOM;FEM;SG	PROPN
зброю	נשקים	зброя	נשק	N;INAN;ACC;FEM;SG	N;MASC;PL
зброю	רובים	зброя	רובה	N;INAN;ACC;FEM;SG	N;MASC;PL
зброю	אקדחים	зброя	אקדח	N;INAN;ACC;FEM;SG	N;MASC;PL
вінниця	ויניצה	вінниця	ויניצה	PROPN;INAN;NOM;FEM;SG	PROPN
загони	פשיטה	загін	פשיטה	N;INAN;NOM;MASC;PL	
франц	פרנץ	франц	פרנץ	PROPN;ANIM;NOM;MASC;SG	PROPN
активний	פעיל	активний	פעיל	ADJ;NOM;MASC;SG	N;MASC;SG
активний	פעילים	активний	פעיל	ADJ;NOM;MASC;SG	N;MASC;PL
раду	ראדו	рада	ראדו	N;INAN;ACC;FEM;SG	PROPN
зберігаються	מאוחסן	зберігатися	מאוחסן	V;IPFV;IND;PL;3;PRS;FIN	V;MASC;SG;V.PTCP;PASS
зберігаються	מאוחסנים	зберігатися	מאוחסן	V;IPFV;IND;PL;3;PRS;FIN	V;MASC;PL;V.PTCP;PASS
відень	וינה	відень	וינה	PROPN;INAN;NOM;MASC;SG	PROPN
суддя	השופט	суддя	השופט	N;ANIM;NOM;MASC;SG	PROPN
швейцарія	שוויץ	швейцарія	שווייץ	N;INAN;NOM;FEM;SG	PROPN
швейцарія	שווייץ	швейцарія	שווייץ	N;INAN;NOM;FEM;SG	PROPN
латвії	לטביה	латвія	לטביה	PROPN;INAN;GEN;FEM;SG	PROPN
ударні	תופים	ударня	תוף	ADJ;NOM;PL	N;MASC;PL
журі	מושבעים	жур	מושבע	N;INAN;NOM;MASC;SG	V;MASC;PL;V.PTCP;PASS
журі	המושבעים	жур	המושבע	N;INAN;NOM;MASC;SG	N;MASC;PL
спеціального	זוחלים	спеціальний	זחל	ADJ;GEN;MASC;SG	N;MASC;PL
спеціального	זוחל	спеціальний	זוחל	ADJ;GEN;MASC;SG	PROPN
стане	הופך	стати	הפך	V;PFV;IND;SG;3;FUT;FIN	V;MASC;SG;V.PTCP;ACT
сер	אדוני	сер	אדון		PROPN
навчального	אקדמית	навчальний	אקדמי	ADJ;GEN;MASC;SG	ADV
відповіді	משיב	відповідь	השיב	N;INAN;NOM;FEM;PL	V;MASC;SG;V.PTCP;ACT
хосе	חוסה	хось	חוסה	PROPN;ANIM;NOM;FEM;SG	PROPN
хосе	חוסה	хось	חוסה	PROPN;ANIM;NOM;FEM;SG	PROPN
потребує	צרכי	потребувати	צורך	V;IPFV;IND;SG;3;PRS;FIN	
потребує	צרכים	потребувати	צרכים	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;SG
потребує	הצרכים	потребувати	הצרכים	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
потребує	דורש	потребувати	דרש	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
описує	מתאר	описувати	תיאר	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
описує	מתאר	описувати	תיאר	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
описує	מתארת	описувати	התארת	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
порівняння	השווה	порівняння	השווה	N;INAN;NOM;NEUT;SG	PROPN
порівняння	השווי	порівняння	השווה	N;INAN;NOM;NEUT;SG	
порівняння	להשוות	порівняння	השווה	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
порівняння	משווה	порівняння	השווה	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
порівняння	diff	порівняння	diff	N;INAN;NOM;NEUT;SG	
порівняння	השוואות	порівняння	השוואה	N;INAN;NOM;NEUT;SG	N;FEM;PL
встановлені	התקין	встановлений	התקין	ADJ;PFV;NOM;PL;V.PTCP;PASS	
встановлені	מותקן	встановлений	הותקן	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
почався	התחלת	початися	התחלה	V;PFV;MASC;IND;SG;PST;FIN	N;FEM;SG
почався	התחלנו	початися	התחלן	V;PFV;MASC;IND;SG;PST;FIN	V;PL;1;PST
почався	החל	початися	None	V;PFV;MASC;IND;SG;PST;FIN	ADP
релігійні	דת	релігійний	דת	ADJ;NOM;PL	N;FEM;SG
релігійні	דתי	релігійний	דתי	ADJ;NOM;PL	N;MASC;SG
релігійні	דתית	релігійний	דתי	ADJ;NOM;PL	N;FEM;SG
релігійні	דתיים	релігійний	דתי	ADJ;NOM;PL	N;MASC;PL
історичної	היסטורי	історичний	היסטורי	ADJ;GEN;FEM;SG	PROPN
атаки	תקיפות	атаки	תקיפות	N;INAN;NOM;FEM;PL	N;FEM;SG
атаки	התקפה	атаки	התקפה	N;INAN;NOM;FEM;PL	N;FEM;SG
атаки	התקף	атаки	התקף	N;INAN;NOM;FEM;PL	N;MASC;SG
атаки	פיגוע	атаки	פיגוע	N;INAN;NOM;FEM;PL	N;MASC;SG
атаки	תקיפה	атаки	תקיפה	N;INAN;NOM;FEM;PL	N;FEM;SG
наші	שלנו	наш	None	DET;NOM;PL;1	
наші	שלנו	наш	None	DET;NOM;PL;1	
тече	זורמת	тече	זרם	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
тече	זורם	тече	זרם	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
відоме	ידוע	відомий	ידוע	ADJ;NOM;NEUT;SG	N;MASC;SG
відоме	הידוע	відомий	הידוע	ADJ;NOM;NEUT;SG	
відоме	ידועה	відомий	ידע	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
відоме	ידועים	відомий	ידוע	ADJ;NOM;NEUT;SG	N;MASC;PL
звільнений	מפוטרת	звільнений	פוטר	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
звільнений	מפוטר	звільнений	פוטר	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
звільнений	ירה	звільнений	ירה	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
югославії	יוגוסלביה	югославія	יוגוסלביה	PROPN;INAN;DAT;FEM;SG	PROPN
регулярно	בקביעות	регулярно	בקביעות	ADV	
баварія	בוואריה	баварія	בוואריה	N;INAN;NOM;FEM;SG	PROPN
баварія	באיירן	баварія	אייר	N;INAN;NOM;FEM;SG	PROPN
залізничний	מעקה	залізничний	מעקה	ADJ;NOM;MASC;SG	N;MASC;SG
бізнесу	עסקים	бізнес	עסק	N;INAN;GEN;MASC;SG	N;MASC;PL
дорослому	גדל	дорослий	גדל	ADJ;DAT;NEUT;SG	
шампань	שמפניה	шампання	שמפניה	N;INAN;NOM;MASC;SG	PROPN
засіб	הכלי	засіб	הכלי	N;INAN;NOM;MASC;SG	
тимчасово	זמני	тимчасово	זמני	ADV	
ніби	לכאורה	ніби	לכאורה	PART	ADV
обмін	השיתוף	обмін	השיתוף	N;INAN;NOM;MASC;SG	PROPN
обмін	משתפת	обмін	משתף	N;INAN;NOM;MASC;SG	V;FEM;SG;V.PTCP
обмін	משתף	обмін	שיתף	N;INAN;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
платформи	פלטפורמה	платформа	פלטפורמה	N;INAN;NOM;FEM;PL	N;FEM;SG
платформи	הפלטפורמה	платформа	הפלטפורמה	N;INAN;NOM;FEM;PL	N;FEM;SG
скасування	מבטל	скасування	ביטל	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
скасування	המפלה	скасування	המפלה	N;INAN;NOM;NEUT;SG	
скасування	מבטלת	скасування	ביטל	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
скасування	מבטל	скасування	ביטל	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
довгі	ארוך	довгий	ארוך	ADJ;NOM;PL	ADJ;MASC;SG
довгі	ארוכה	довгий	ארוך	ADJ;NOM;PL	ADJ;FEM;SG
довгі	לונג	довгий	לונג	ADJ;NOM;PL	PROPN
антоніо	אנטוניו	антоніо	אנטוניו	PROPN;ANIM;NOM;MASC;SG	PROPN
чорні	שחורה	чорний	שחורה	ADJ;NOM;PL	ADJ;FEM;SG
чорні	השחור	чорний	השחור	ADJ;NOM;PL	
чорні	black	чорний	black	ADJ;NOM;PL	
чорні	שחור	чорний	שחור	ADJ;NOM;PL	ADJ;MASC;SG
ані	אנני	ані	אנני	INTJ	PROPN
фізичні	גופני	фізичний	גופני	ADJ;NOM;PL	N;MASC;SG
фізичні	פיזית	фізичний	פיזי	ADJ;NOM;PL	ADV
фізичні	פיזי	фізичний	פיזי	ADJ;NOM;PL	N;MASC;SG
фізичні	פיסי	фізичний	פיסי	ADJ;NOM;PL	ADJ;MASC;SG
публіцист	פרסומאי	публіцист	פרסומאי	N;ANIM;NOM;MASC;SG	PROPN
повернутися	החזר	повернутися	החזר	V;PFV;NFIN	PROPN
природні	טבעית	природний	טבעי	ADJ;NOM;PL	ADV
природні	טבעי	природний	טבעי	ADJ;NOM;PL	ADJ;MASC;SG
хвіст	זנב	хвіст	None	N;INAN;NOM;MASC;SG	PROPN
хвіст	הזנב	хвіст	הזנב	N;INAN;NOM;MASC;SG	PROPN
луар	ולואר	луар	ולואר		PROPN
луар	הלואר	луар	הלואר		PROPN
економічні	כלכלי	економічний	כלכלי	ADJ;NOM;PL	ADJ;MASC;SG
економічні	כלכלית	економічний	כלכלי	ADJ;NOM;PL	ADV
журналісти	עיתונות	журналіст	עיתונות	N;ANIM;NOM;MASC;PL	N;FEM;SG
журналісти	עיתונאות	журналіст	עיתונאות	N;ANIM;NOM;MASC;PL	N;FEM;SG
щит	מגן	щит	מגן	N;INAN;NOM;MASC;SG	PROPN
щит	המגן	щит	המגן	N;INAN;NOM;MASC;SG	
берлін	ברלין	берлін	ברלין	PROPN;INAN;NOM;MASC;SG	PROPN
позбавлення	חסך	позбавлення	חסך	N;INAN;NOM;NEUT;SG	
папи	אפיפיור	папа	אפיפיור	PROPN;ANIM;ACC;MASC;SG	PROPN
папи	פופ	папа	פופ	PROPN;ANIM;ACC;MASC;SG	PROPN
японський	יפני	японський	יפני	ADJ;NOM;MASC;SG	PROPN
японський	יפנית	японський	יפני	ADJ;NOM;MASC;SG	PROPN
японський	יפנים	японський	יפנים	ADJ;NOM;MASC;SG	N;MASC;PL
вільний	חופשי	вільний	חופשי	ADJ;NOM;MASC;SG	PROPN
вільний	חינם	вільний	חינם	ADJ;NOM;MASC;SG	PROPN
вільний	free	вільний	free	ADJ;NOM;MASC;SG	
вільний	חופשיים	вільний	חופשי	ADJ;NOM;MASC;SG	ADJ;MASC;PL
вільний	בחינם	вільний	בחינם	ADJ;NOM;MASC;SG	
німецькою	גרמני	німецький	גרמני	ADJ;INS;FEM;SG	N;MASC;SG
німецькою	גרמנית	німецький	גרמנית	ADJ;INS;FEM;SG	PROPN
німецькою	גרמנים	німецький	גרמני	ADJ;INS;FEM;SG	N;MASC;PL
німецькою	גרמניה	німецький	גרמניה	ADJ;INS;FEM;SG	PROPN
виділяють	מפרישים	виділяти	הפריש	V;IPFV;IND;PL;3;PRS;FIN	V;MASC;PL;V.PTCP;ACT
заліза	איירון	залізо	איירון	N;INAN;NOM;NEUT;SG	PROPN
заліза	ברזל	залізо	ברזל	N;INAN;NOM;NEUT;SG	
вільно	חופשי	вільно	חופשי	ADV	PROPN
вільно	חינם	вільно	חינם	ADV	PROPN
вільно	free	вільно	free	ADV	
вільно	חופשיים	вільно	חופשי	ADV	ADJ;MASC;PL
вільно	בחינם	вільно	בחינם	ADV	
нагоди	מאורע	нагода	מאורע	N;INAN;NOM;FEM;PL	N;MASC;SG
вальтер	ולטר	вальтер	ולטר	PROPN;ANIM;NOM;MASC;SG	PROPN
вальтер	ולטר	вальтер	ולטר	PROPN;ANIM;NOM;MASC;SG	PROPN
вальтер	וולטר	вальтер	וולטר	PROPN;ANIM;NOM;MASC;SG	PROPN
європа	אירופה	європа	אירופה	PROPN;INAN;NOM;FEM;SG	PROPN
приєднання	הצטרף	приєднання	הצטרף	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST
приєднання	הצטרפו	приєднання	הצטרף	N;INAN;NOM;NEUT;SG	V;PL;3;PST
приєднання	להצטרף	приєднання	הצטרף	N;INAN;NOM;NEUT;SG	V;NFIN
приєднання	מצטרף	приєднання	הצטרף	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP
приєднання	מצטרפת	приєднання	הצטרף	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP
приєднання	מצטרפים	приєднання	הצטרף	N;INAN;NOM;NEUT;SG	V;MASC;PL;V.PTCP
дорослих	בוגרת	дорослий	בוגר	ADJ;ACC;PL	N;FEM;SG
дорослих	בוגר	дорослий	בוגר	ADJ;ACC;PL	
дорослих	מבוגר	дорослий	מבוגר	ADJ;ACC;PL	ADJ;MASC;SG
магазин	החנות	магазин	החנה	N;INAN;NOM;MASC;SG	N;FEM;PL
розроблена	עיצב	розроблений	עיצב	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN
розроблена	מעוצב	розроблений	מעוצב	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
розроблена	עוצב	розроблений	עוצב	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
розроблена	מעוצבת	розроблений	מעוצב	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
розроблена	מתוכנן	розроблений	תוכנן	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
розроблена	תוכנן	розроблений	תוכנן	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
розповсюдження	התפשט	розповсюдження	התפשט	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST
розповсюдження	להפיץ	розповсюдження	הפיץ	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
потік	שטף	потік	שטף	N;INAN;NOM;MASC;SG	
потік	פוטוק	потік	פוטוק	N;INAN;NOM;MASC;SG	PROPN
потік	נחל	потік	נחל	N;INAN;NOM;MASC;SG	
дана	דיינה	дан	דיינה	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN
дана	דנה	дан	דן	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN
гай	גאיוס	гай	גאיוס	N;ANIM;NOM;MASC;SG	PROPN
гай	גאי	гай	גאי	N;ANIM;NOM;MASC;SG	PROPN
гай	גיא	гай	גיא	N;ANIM;NOM;MASC;SG	PROPN
поточний	זרם	поточний	זרם	ADJ;NOM;MASC;SG	N;MASC;SG
поточний	הנוכחית	поточний	הנוכחית	ADJ;NOM;MASC;SG	N
поточний	נוכחית	поточний	נוכחי	ADJ;NOM;MASC;SG	ADV
поточний	נוכחי	поточний	נוכחי	ADJ;NOM;MASC;SG	
розумію	מבינה	розуміти	מבין	V;IPFV;IND;SG;1;PRS;FIN	V;FEM;SG;V.PTCP;ACT
розумію	מבין	розуміти	מבין	V;IPFV;IND;SG;1;PRS;FIN	ADP
колекція	אוסף	колекція	אוסף	N;INAN;NOM;FEM;SG	
давніх	עתיקים	давній	עתיק	ADJ;GEN;PL	N;MASC;PL
давніх	עתיקה	давній	עתיק	ADJ;GEN;PL	N;FEM;SG
давніх	עתיקות	давній	עתיקות	ADJ;GEN;PL	
давніх	עתיק	давній	עתיק	ADJ;GEN;PL	
давніх	העתיקה	давній	העתיק	ADJ;GEN;PL	V;FEM;SG;3;PST;ACT
румунія	רומניה	румунія	רומניה	PROPN;INAN;NOM;FEM;SG	PROPN
підтвердження	מאשרת	підтвердження	אישר	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
