och	si	och	sine	CONJ	
hitler	hitler	hitler	hitler	PROPN;NOM	PROPN
cecilia	cecilia	cecili	cecilie	PROPN;NOM	PROPN
kronan	coroana	krona	coroană	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
kronan	coroană	krona	coroană	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
kronan	crown	krona	crown	N;NOM;DEF;MASC+FEM;SG	PROPN
cockerell	cockerell	cockerell	cockerell	N;NOM;INDF;MASC+FEM;SG	
ragnar	ragnar	ragna	ragnar	PROPN;NOM	PROPN
part	petrecere	part	petrecere	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
arvid	arvid	arvid	arvid	PROPN;NOM	
inriktning	orientare	inriktning	orientare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
inriktning	orientarea	inriktning	orientare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
franche	franche	franche	franche	N;NOM;INDF;MASC+FEM;SG	
hubei	hubei	hubei	hubei	N;NOM;INDF;MASC+FEM;SG	PROPN;DEF;FEM;SG
jansson	jansson	jansson	jansson	PROPN;NOM	
bildat	formate	bilda	forma	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
bildat	formată	bilda	forma	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
bildat	format	bilda	format	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;MASC;SG
mästerskap	măiestrie	mästerskap	măiestrie	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
mästerskap	campionatele	mästerskap	campionat	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
mästerskap	campionate	mästerskap	campiona	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
mästerskap	campionatul	mästerskap	campionat	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
lösning	soluție	lösning	soluție	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lösning	solutie	lösning	solutie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lösning	soluția	lösning	soluție	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
moon	lună	moon	lună	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
moon	luna	moon	lună	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
gitarrist	chitaristul	gitarrist	chitarist	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
elias	elias	elia	elias	PROPN;NOM	PROPN
img	img	img	img	PROPN;NOM	
grav	mormântul	grav	mormânt	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
wiki	wiki	wiki	wiki	N;NOM;INDF;MASC+FEM;SG	
lagar	legile	lag	lege	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
kontor	birourile	kontor	birou	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
kontor	oficii	kontor	oficii	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
kontor	birouri	kontor	birou	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
kontor	biroul	kontor	birou	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
kontor	oficiul	kontor	oficiu	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
alternativt	alternative	alternativ	alternativ	ADV	ADJ;INDF;FEM;PL
alternativt	alternativă	alternativ	alternativ	ADV	ADJ;INDF;FEM;SG
alternativt	alternativa	alternativ	alternativă	ADV	N;DEF;FEM;SG
alternativt	supleant	alternativ	supleant	ADV	N;INDF;MASC;SG
run	rulează	run	rula	N;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
run	fugi	run	fugi	N;NOM;INDF;MASC+FEM;SG	
frankfurt	frankfurt	frankfurt	frankfurt	PROPN;NOM	PROPN
teknisk	tehnică	teknisk	tehnică	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
teknisk	tehnice	teknisk	tehnic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
tillfälligt	temporare	tillfällig	temporare	ADV	ADJ;INDF;FEM;PL
tillfälligt	temporara	tillfällig	temporar	ADV	N;DEF;FEM;SG
tillfälligt	temporară	tillfällig	temporar	ADV	ADJ;INDF;FEM;SG
champions	campionii	champions	campion	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
champions	campioni	champions	campion	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
champions	campionilor	champions	campion	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
perry	perry	perry	perry	PROPN;NOM	PROPN
utgivna	eliberat	utge	elibera	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
utgivna	emis	utge	emite	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
utgivna	emisă	utge	emite	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
utgivna	emise	utge	emite	ADJ;NOM;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
brun	căprui	brun	căprui	N;NOM;INDF;MASC+FEM;SG	
brun	brown	brun	brown	N;NOM;INDF;MASC+FEM;SG	PROPN
clarke	clarke	clark	clarke	PROPN;NOM	PROPN
equatoria	ecuatoria	equatoria	ecuatorie	PROPN;NOM	N;DEF;FEM;SG
kusin	vărul	kusin	văr	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kusin	vere	kusin	vere	N;NOM;INDF;MASC+FEM;SG	
becker	becker	becka	becker	PROPN;NOM	PROPN
lärde	predat	lära	preda	V;IMP;FIN;ACT	ADJ;INDF;MASC;SG
lärde	învățat	lära	învăța	V;IMP;FIN;ACT	ADJ;INDF;MASC;SG
utvecklats	dezvoltate	utveckla	dezvoltat	V;V.CVB;PASS	ADJ;INDF;FEM;PL
utvecklats	dezvoltată	utveckla	dezvolta	V;V.CVB;PASS	ADJ;INDF;FEM;SG
utvecklats	dezvoltat	utveckla	dezvolta	V;V.CVB;PASS	ADJ;INDF;MASC;SG
utvecklats	evoluat	utveckla	evolua	V;V.CVB;PASS	ADJ;INDF;MASC;SG
manuel	manuel	manuel	manuel	PROPN;NOM	PROPN
påven	papa	påv	papă	N;NOM;DEF;MASC+FEM;SG	
påven	pope	påv	popă	N;NOM;DEF;MASC+FEM;SG	
påven	papă	påv	papă	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
grundad	fondată	grunda	fondat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
frederik	frederik	frederik	frederik	PROPN;NOM	PROPN
tiderna	timpuri	tid	timp	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
tiderna	timpurile	tid	timp	N;NOM;DEF;MASC+FEM;PL	N;DEF;FEM;PL
tiderna	vremuri	tid	vreme	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
tiderna	times	tid	times	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;SG
rötter	rădăcinile	rött	rădăcină	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
cross	crucea	cross	cruce	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
cross	cruce	cross	cruce	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
modeller	modelele	modell	model	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
peña	pena	peña	pena	PROPN;NOM	PROPN
elev	elevul	elev	elev	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
elev	studentă	elev	studentă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
elev	elevă	elev	elevă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
leeds	leeds	leda	leeds	PROPN;NOM	PROPN
djurgårdens	djurgårdens	djurgård	djurgårdens	N;GEN;DEF;MASC+FEM;SG	
framtida	viitorul	framtida	viitor	ADJ;NOM	N;DEF;MASC;SG
framtida	viitor	framtida	viitor	ADJ;NOM	N;INDF;MASC;SG
times	timpuri	tim	timp	PROPN;NOM	N;INDF;FEM;PL
times	timpurile	tim	timp	PROPN;NOM	N;DEF;FEM;PL
times	vremuri	tim	vreme	PROPN;NOM	N;INDF;FEM;PL
times	times	tim	times	PROPN;NOM	N;INDF;MASC;SG
meta	meta	meta	meta	N;NOM;INDF;MASC+FEM;SG	
tävlar	concurente	tävla	concurent	V;IND;PRS;FIN;ACT	ADJ;INDF;FEM;PL
flydde	evadat	fly	evada	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
jakt	vânătoare	jakt	vânătoare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jakt	hunt	jakt	fi	N;NOM;INDF;MASC+FEM;SG	PROPN
jakt	vânează	jakt	vâna	N;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
jakt	vânătoare	jakt	vânătoare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jakt	vânătoarea	jakt	vânătoare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
jakt	vanatoare	jakt	vanator	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM
tillverkning	fabricare	tillverkning	fabricare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tillverkning	fabricarea	tillverkning	fabricare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tillverkning	fabricație	tillverkning	fabricație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tillverkning	producere	tillverkning	producere	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tillverkning	producție	tillverkning	producție	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tillverkning	producția	tillverkning	producție	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tillverkning	productie	tillverkning	productie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tillverkning	fabricare	tillverkning	fabricare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tillverkning	fabricarea	tillverkning	fabricare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tillverkning	fabricație	tillverkning	fabricație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
karriären	cariera	karriär	carieră	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
karriären	carieră	karriär	carieră	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
beteende	comportamentul	beteende	comportament	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
beteende	purtare	beteende	purtare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
beteende	comportamentul	beteende	comportament	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
christer	christer	christ	christer	PROPN;NOM	N;INDF;MASC;SG
meyer	meyer	meyer	meyer	PROPN;NOM	PROPN
drar	tragerea	dra	tragere	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
vancouver	vancouver	vancouver	vancouver	PROPN;NOM	PROPN
burma	burma	burma	burmă	PROPN;NOM	PROPN
burma	birmania	burma	birmanie	PROPN;NOM	PROPN
burma	birmania	burma	birmanie	PROPN;NOM	PROPN
burma	myanmar	burma	myanmar	PROPN;NOM	PROPN
preussen	prusia	preuss	prusie	PROPN;NOM	N;DEF;FEM;SG
preussen	prusiei	preuss	prusie	PROPN;NOM	PROPN;DEF;FEM;SG
personal	personal	personal	personal	N;NOM;INDF;MASC+FEM;SG	ADV
personal	personalul	personal	personal	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
personal	personal	personal	personal	N;NOM;INDF;MASC+FEM;SG	ADV
personal	personalul	personal	personal	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sjukdomar	bolile	sjukdom	boală	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
sjukdomar	boală	sjukdom	boală	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
sjukdomar	boala	sjukdom	boală	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
civila	civil	civil	civil	ADJ;NOM;PL	ADJ;INDF;MASC;SG
civila	civila	civil	civil	ADJ;NOM;PL	ADJ;DEF;FEM;SG
civila	civilă	civil	civil	ADJ;NOM;PL	ADJ;INDF;FEM;SG
civila	civil	civil	civil	ADJ;NOM;PL	ADJ;INDF;MASC;SG
civila	civilă	civil	civil	ADJ;NOM;PL	ADJ;INDF;FEM;SG
civila	civili	civil	civil	ADJ;NOM;PL	N;INDF;MASC;PL
civila	civilii	civil	civil	ADJ;NOM;PL	N;DEF;MASC;PL
civila	civililor	civil	civil	ADJ;NOM;PL	N;DEF;MASC;PL
amsterdam	amsterdam	amsterdam	amsterda	PROPN;NOM	PROPN
morris	morris	morris	morri	PROPN;NOM	PROPN
intresserad	interesate	intresserad	interesat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
intresserad	interesați	intresserad	interesat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PL;2;IPFV;FIN
intresserad	interesată	intresserad	interesat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
guadeloupe	guadelupa	guadeloupe	guadelupă	PROPN;NOM	N;DEF;FEM;SG
kommunistiska	comunist	kommunistisk	comunist	ADJ;NOM;PL	ADJ;INDF;MASC;SG
kommunistiska	comunistă	kommunistisk	comunist	ADJ;NOM;PL	ADJ;INDF;FEM;SG
news	ştiri	news	ptire	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
news	stiri	news	stire	N;NOM;INDF;MASC+FEM;SG	
news	noutati	news	noutat	N;NOM;INDF;MASC+FEM;SG	
news	știri	news	știre	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
philadelphia	philadelphia	philadelphia	philadelphie	N;NOM;INDF;MASC+FEM;SG	PROPN
stadsdel	vecinătate	stadsdel	vecinătate	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
stadsdel	cartierul	stadsdel	cartier	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
guy	guy	guy	guy	PROPN;NOM	PROPN
guy	tip	guy	tip	PROPN;NOM	N;INDF;MASC;SG
tbilisi	tbilisi	tbilisi	tbilisi	PROPN;NOM	PROPN
estadio	estadio	estadio	estadio	N;NOM;INDF;NEUT;SG	PROPN
merrill	merrill	merrill	merrill	N;NOM;INDF;MASC+FEM;SG	PROPN
flat	plate	flat	plat	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;PL
finna	constatare	finna	constatare	V;IMP;FIN;ACT	N;INDF;FEM;SG
finna	gasirea	finna	gasire	V;IMP;FIN;ACT	N;DEF;FEM;SG
finna	găsirea	finna	găsire	V;IMP;FIN;ACT	N;DEF;FEM;SG
finna	găsiți	finna	găsi	V;IMP;FIN;ACT	V;IND;PL;2;IPFV;FIN
finna	găseşte	finna	găsea	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
finna	găsește	finna	găsi	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
wayne	wayne	wayne	waynă	PROPN;NOM	PROPN
danske	danske	danske	danske	N;NOM;DEF;MASC+FEM;SG	PROPN
ukrainska	ucraina	ukrainsk	ucraina	N;NOM;INDF;MASC+FEM;SG	PROPN
ukrainska	ucrainean	ukrainsk	ucrainean	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
ukrainska	ucraineană	ukrainsk	ucrainean	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
fraser	frazele	fras	frază	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
fraser	fraser	fras	fraser	N;NOM;INDF;MASC+FEM;PL	PROPN
medaljer	medaliile	medalj	medalie	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
diospyros	diospyros	diospyros	diospyros	V;FIN;PASS	
monument	monumente	monument	monument	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
monument	monumentele	monument	monument	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
monument	monumentul	monument	monument	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
polis	cop	polis	cop	N;NOM;INDF;MASC+FEM;SG	
polis	poliție	polis	poliție	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
polis	politia	polis	politie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
polis	poliția	polis	poliție	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hårda	greu	hård	greu	ADJ;NOM;PL	ADV
hårda	tare	hård	tare	ADJ;NOM;PL	ADV
hårda	aspră	hård	aspru	ADJ;NOM;PL	ADJ;INDF;FEM;SG
hårda	aspru	hård	aspru	ADJ;NOM;PL	ADV
tillbringade	cheltuit	tillbringad	cheltui	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
tillbringade	cheltuite	tillbringad	cheltui	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
tillbringade	petrecut	tillbringad	petrece	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
tillverkas	fabricate	tillverka	fabrica	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;PL
tillverkas	fabricat	tillverka	fabrica	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
tillverkas	fabricată	tillverka	fabrica	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;SG
rakt	drepte	rak	drept	ADV	ADJ;INDF;FEM;PL
rakt	drept	rak	drept	ADV	
bahía	bahía	bahía	bahía	N;NOM;INDF;MASC+FEM;SG	PROPN
annorlunda	diferit	annorlunda	diferit	ADV	ADJ;INDF;MASC;SG
annorlunda	diferite	annorlunda	diferit	ADV	ADJ;INDF;FEM;PL
annorlunda	diferită	annorlunda	diferit	ADV	ADJ;INDF;FEM;SG
annorlunda	diferita	annorlunda	diferita	ADV	ADJ;DEF;FEM;SG
bates	bates	bate	bates	PROPN;NOM	PROPN
svår	severe	svår	sever	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
svår	severă	svår	sever	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
svår	severa	svår	sever	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
svår	dificil	svår	dificil	ADJ;NOM;INDF;MASC+FEM;SG	ADV
svår	dificile	svår	dificil	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
svår	dificilă	svår	dificil	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
arenan	arena	arena	arena	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
arenan	arenă	arena	arenă	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
freden	pace	fred	pace	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
freden	pacea	fred	pace	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
torget	pătrat	torg	pătrat	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
torget	square	torg	square	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
torget	patrat	torg	patrat	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
steklar	hymenoptera	stekla	hymenopteră	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
nick	nick	nick	nick	N;NOM;INDF;MASC+FEM;SG	PROPN
fame	faimă	fam	faimă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fame	faima	fam	faimă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
chapman	chapman	chapman	chapman	PROPN;NOM	PROPN
starta	start	starta	start	V;IMP;NFIN;ACT	N;INDF;MASC;SG
starta	începe	starta	începe	V;IMP;NFIN;ACT	V;IND;SG;3;PRS;FIN
starta	pornire	starta	pornire	V;IMP;NFIN;ACT	N;INDF;FEM;SG
starta	lansare	starta	lansare	V;IMP;NFIN;ACT	N;INDF;FEM;SG
starta	lansează	starta	lansa	V;IMP;NFIN;ACT	V;IND;3;PRS;FIN
starta	lansarea	starta	lansare	V;IMP;NFIN;ACT	N;DEF;FEM;SG
ökad	crescută	öka	crescut	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
edmond	edmond	edmond	edmond	PROPN;NOM	N;INDF;MASC;SG
diskutera	discutarea	diskutera	discutare	V;IMP;FIN;ACT	N;DEF;FEM;SG
diskutera	discută	diskutera	discuta	V;IMP;FIN;ACT	V;IND;SG;3;PST;FIN
jul	crăciunul	jul	crăciun	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
jul	craciunul	jul	craciun	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
jul	iul	jul	iu	N;NOM;INDF;MASC+FEM;SG	
andy	andy	andy	andy	PROPN;NOM	PROPN
representerad	reprezentate	representera	reprezentat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
representerad	reprezentată	representera	reprezenta	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
hollywood	hollywood	hollywood	hollywood	N;NOM;INDF;MASC+FEM;SG	PROPN
beskriva	descrie	beskriva	descrie	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
beskriva	descriu	beskriva	descrie	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
konsert	concertul	konsert	concert	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
frihet	libertate	frihet	libertate	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
frihet	libertatea	frihet	libertate	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frihet	libertate	frihet	libertate	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
leipzig	leipzig	leipzig	leipzig	PROPN;NOM	PROPN
kevin	kevin	kevin	kevin	PROPN;NOM	PROPN
dalton	dalton	dalton	dalton	PROPN;NOM	PROPN
online	online	online	online	N;NOM;INDF;NEUT;SG	ADJ
stjärna	stea	stjärna	sta	N;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
stjärna	star	stjärna	star	N;NOM;INDF;MASC+FEM;SG	
stjärna	vedeta	stjärna	vedeta	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
stjärna	steaua	stjärna	stea	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
duck	duck	duck	duck	N;NOM;INDF;MASC+FEM;SG	PROPN
duck	rată	duck	rată	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
duck	rață	duck	rață	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
duck	raţă	duck	rapă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
gerhard	gerhard	gerhard	gerhard	PROPN;NOM	PROPN
utföra	efectuează	utföra	efectua	V;IMP;FIN;ACT	V;IND;3;PRS;FIN
utföra	efectua	utföra	efectua	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
klostret	manastirea	klostret	manastire	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
klostret	mănăstirea	klostret	mănăstire	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
klostret	manastire	klostret	manastire	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
klostret	mânăstire	klostret	mânăstire	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
klostret	mănăstire	klostret	mănăstire	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
klostret	mânăstire	klostret	mânăstire	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
klostret	mănăstire	klostret	mănăstire	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
klostret	abbey	klostret	abbey	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
uppror	revolta	uppro	revolta	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
uppror	răscoală	uppro	răscoală	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
uppror	revoltă	uppro	revolta	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
uppror	rebeliune	uppro	rebeliune	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
uppror	rebeliunea	uppro	rebeliune	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
minskade	redus	minska	redus	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
minskade	redusă	minska	redus	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
tegel	cărămizi	tegel	cărămidă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
tegel	caramida	tegel	caramidă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tegel	cărămidă	tegel	cărămidă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
barbara	barbara	barbar	barbară	PROPN;NOM	N;DEF;FEM;SG
flygplatsen	aeroport	flygplats	aeroport	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
flygplatsen	aeroportul	flygplats	aeroport	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
linda	linda	linda	lindă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
upptäckt	detecție	upptäcka	detecție	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;FEM;SG
upptäckt	detectarea	upptäcka	detectare	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;FEM;SG
upptäckt	detectare	upptäcka	detectare	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;FEM;SG
upptäckt	depistarea	upptäcka	depistare	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;FEM;SG
upptäckt	descoperite	upptäcka	descoperi	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
upptäckt	descoperită	upptäcka	descoperi	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
upptäckt	detectată	upptäcka	detecta	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
upptäckt	detectate	upptäcka	detecta	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
upptäckt	descoperire	upptäcka	descoperire	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;FEM;SG
upptäckt	descoperiri	upptäcka	descoperire	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;FEM;PL
upptäckt	descoperirea	upptäcka	descoperire	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;FEM;SG
upptäckt	discovery	upptäcka	discovery	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;MASC;SG
tolkning	interpretarea	tolkning	interpretare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tolkning	interpretare	tolkning	interpretare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tolkning	interpretarea	tolkning	interpretare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tolkning	parcurgere	tolkning	parcurgere	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
idé	idee	idé	idee	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
idé	ideea	idé	idee	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
idé	idea	idé	idee	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
erica	erica	eric	erică	PROPN;NOM	N;DEF;FEM;SG
