birdlife	birdlife	birdlife	birdlifa	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
liechtenstein	lichtenštajnsko	liechtenstein	lichtenštajnsko	N;INDF;MASC;SG	ADV
anatomi	anatómie	anatomi	anatómia	N;INDF;MASC;SG	N;NOM;FEM;PL
jemen	jemen	jemen	jemen	PROPN	N;INAN;NOM;MASC;SG
jemen	jemene	jemen	jemeno	PROPN	N;DAT;FEM;SG
rømte	utiekli	rømme	utiecť	ADJ;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
rømte	utiekol	rømme	utiecť	ADJ;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
rømte	unikli	rømme	uniknúť	ADJ;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
rømte	ušiel	rømme	ujsť	ADJ;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
rømte	utiekla	rømme	utiecť	ADJ;PL;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
tilflukt	útočisko	tilflukt	útočisko	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;NEUT;SG
enestående	výnimočné	enestående	výnimočný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
enestående	mimoriadny	enestående	mimoriadny	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
enestående	výnimočná	enestående	výnimočný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
enestående	výnimočný	enestående	výnimočný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
enestående	mimoriadne	enestående	mimoriadne	N;INDF;MASC;SG	ADV
enestående	mimoriadna	enestående	mimoriadny	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
enestående	vynikajúce	enestående	vynikajúci	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
moralsk	morálka	moralsk	morálka	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
jorge	jorge	jorge	jorga	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
fisken	ryby	fisk	ryba	N;DEF;MASC;SG	N;NOM;FEM;PL
fisken	fish	fisk	fish	N;DEF;MASC;SG	PROPN;ANIM;VOC;MASC;SG
fisken	rybky	fisk	rybka	N;DEF;MASC;SG	N;NOM;FEM;PL
something	niečo	something	niečo	N;INDF;FEM;SG	PRO;NOM;NEUT;SG
something	daco	something	daco	N;INDF;FEM;SG	INTJ
something	čosi	something	čosi	N;INDF;FEM;SG	PRO;NOM;NEUT;SG
something	nieco	something	nieco	N;INDF;FEM;SG	
nassau	nassau	nassau	nassa	N;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
kompleks	komplex	kompleks	komplex	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kopiert	skopíroval	kopiere	skopírovať	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
festivaler	festivalov	festival	festival	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
detalj	podrobností	detalj	podrobnosť	N;INDF;MASC;SG	N;NOM;FEM;PL
detalj	detailné	detalj	detailný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
detalj	podrobnosti	detalj	podrobnosť	N;INDF;MASC;SG	N;NOM;FEM;PL
danse	dance	danse	daňca	V;IMP;NFIN	N;INAN;NOM;MASC;SG
danse	tancuj	danse	tancuj	V;IMP;NFIN	INTJ
danse	tanec	danse	tanec	V;IMP;NFIN	N;INAN;NOM;MASC;SG
danse	tanečný	danse	tanečný	V;IMP;NFIN	ADJ;INAN;NOM;MASC;SG
darwin	darwin	darwin	darwin	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sel	sel	selje	sel	V;IND;PRS;FIN	
sel	seal	selje	seať	V;IND;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
sel	pečať	selje	pečať	V;IND;PRS;FIN	N;NOM;FEM;SG
sel	tesnenie	selje	tesnenie	V;IND;PRS;FIN	N;NOM;NEUT;SG
nation	narod	nation	narod	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
noenlunde	pomerne	noenlunde	pomerne	N;INDF;MASC;SG	PART
noenlunde	mierne	noenlunde	mierne	N;INDF;MASC;SG	ADV
noenlunde	stredne	noenlunde	strednúť	N;INDF;MASC;SG	ADV
religionen	náboženstva	religion	náboženstvo	N;DEF;MASC;SG	N;NOM;NEUT;PL
won	vyhrali	won	vyhrať	N	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
won	vyhrala	won	vyhrať	N	V;PFV;FEM;SG;POS;PST;V.PTCP
won	zvíťazil	won	zvíťaziť	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
won	won	won	won	N	PROPN;ANIM;NOM;MASC;SG
won	vyhral	won	vyhrať	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
maximilian	maximilian	maximilian	maximilian	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
mistanke	podozrenia	mistanke	podozrenie	N;INDF;MASC;SG	N;NOM;NEUT;PL
mistanke	podozrivé	mistanke	podozrivý	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
mistanke	podozrivý	mistanke	podozrivý	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
mistanke	podozrivá	mistanke	podozrivý	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
mistanke	podozrenia	mistanke	podozrenie	N;INDF;MASC;SG	N;NOM;NEUT;PL
amy	amy	amy	amy	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
vendt	čelili	vende	čeliť	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
vendt	čeliť	vende	čeliť	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;POS;NFIN
vendt	čelí	vende	čelo	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
jesse	jesse	jesse	jesso	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
dokumentere	doklad	dokumentere	doklad	V;NFIN	N;INAN;NOM;MASC;SG
dokumentere	dokument	dokumentere	dokument	V;NFIN	N;INAN;NOM;MASC;SG
dokumentere	písomnosť	dokumentere	písomnosť	V;NFIN	N;NOM;FEM;SG
dokumentere	dokumentu	dokumentere	dokument	V;NFIN	N;INAN;GEN;MASC;SG
indianerne	indiáni	indianerne	indiáň	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
indianerne	indiánov	indianerne	indián	N;INDF;MASC;SG	N;ANIM;ACC;MASC;PL
sendinger	vysiela	sending	vysieť	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
bild	bild	bild	bild	N;INDF;NEUT;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
morning	ranná	morning	ranný	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
morning	rano	morning	rano	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
geistlige	administratívny	geistlig	administratívny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
geistlige	administratívne	geistlig	administratívne	ADJ;PL	ADJ;NOM;NEUT;SG
prosa	prózy	prosa	próza	N;INDF;MASC;SG	N;NOM;FEM;PL
doktoren	doctor	doktor	doctor	N;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
brunt	brown	brun	brown	ADJ;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
kaldt	zima	kald	zima	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
kaldt	chlad	kald	chlad	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
foreslå	naznačujú	foreslå	naznačovať	N;INDF;NEUT;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
foreslå	navrhovať	foreslå	navrhovať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
foreslå	navrhnúť	foreslå	navrhnúť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
seere	diváci	seere	divák	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
seere	divákov	seere	divák	N;INDF;MASC;SG	N;ANIM;ACC;MASC;PL
jesuittordenen	jezuitov	jesuittorden	jezuit	N;DEF;MASC;SG	N;ANIM;ACC;MASC;PL
away	preč	away	preč	N;INDF;MASC;SG	ADV
away	prec	away	prec	N;INDF;MASC;SG	INTJ
marino	maríno	marino	maríno	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
borgerlig	buržoázny	borgerlig	buržoázny	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
better	lepšie	better	dobre	N;INDF;MASC;SG	ADV;CMPR
better	lepší	better	dobrý	N;INDF;MASC;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
better	lepšia	better	dobrý	N;INDF;MASC;SG	ADJ;NOM;CMPR;FEM;SG
better	radšej	better	rád	N;INDF;MASC;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
better	lepsie	better	lepsie	N;INDF;MASC;SG	
gravd	vykopal	gravd	vykopať	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
synd	sin	synd	sin	N;INDF;FEM;SG	
skjermen	obrazovky	skjerme	obrazovka	N;DEF;MASC;SG	N;NOM;FEM;PL
skjermen	screen	skjerme	screen	N;DEF;MASC;SG	
split	rozdeliť	split	rozdeliť	N	V;PFV;POS;NFIN
une	une	une	uňa	N;INDF;MASC;SG	
namibia	namíbia	namibia	namíbiť	N;INDF;NEUT;SG	PROPN;NOM;FEM;SG
kjøkken	kuchynský	kjøkken	kuchynský	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
kjøkken	kuchynské	kjøkken	kuchynský	N;INDF;NEUT;SG	ADJ;NOM;NEUT;PL
respons	odpovede	respons	odpoveď	N;INDF;MASC;SG	N;NOM;FEM;PL
respons	odpovedí	respons	odpoveď	N;INDF;MASC;SG	N;GEN;FEM;PL
respons	odozvy	respons	odozvať	N;INDF;MASC;SG	N;NOM;FEM;PL
respons	reakcie	respons	reakcia	N;INDF;MASC;SG	N;NOM;FEM;PL
bulletin	bulletin	bulletin	bulletina	N;INDF;MASC;SG	N;NOM;FEM;PL
vedvarende	trvalý	vedvarende	trvalý	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
vedvarende	pretrvávajúce	vedvarende	pretrvávajúci	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
vedvarende	pretrvávajúca	vedvarende	pretrvávajúci	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
vedvarende	pretrvávajúci	vedvarende	pretrvávajúci	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
vedvarende	trvalá	vedvarende	trvať	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nyttige	užitočný	nyttig	užitočný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
nyttige	užitočné	nyttig	užitočný	ADJ;PL	ADJ;NOM;NEUT;SG
nyttige	užitočná	nyttig	užitočný	ADJ;PL	ADJ;NOM;FEM;SG
nyttige	užitočný	nyttig	užitočný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
nyttige	užitočné	nyttig	užitočný	ADJ;PL	ADJ;NOM;NEUT;SG
nyttige	užitočná	nyttig	užitočný	ADJ;PL	ADJ;NOM;FEM;SG
vega	vega	vege	vega	N;DEF;NEUT;PL	PROPN;ANIM;NOM;MASC;SG
sida	bočný	side	bočný	N;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
sida	side	side	sideť	N;DEF;FEM;SG	INTJ
målinger	meranie	måling	meranie	N;INDF;FEM;PL	N;NOM;NEUT;SG
samtale	konverzácie	samtale	konverzácia	N;INDF;FEM;SG	N;NOM;FEM;PL
administrert	podaných	administrere	podaný	ADJ;INDF;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
administrert	zvládli	administrere	zvládnuť	ADJ;INDF;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
administrert	podarilo	administrere	podariť	ADJ;INDF;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
melodier	melódie	melodie	melódia	N;INDF;NEUT;SG	N;NOM;FEM;PL
trykte	vytlačené	trykkje	vytlačený	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
trykte	potlačené	trykkje	potlačený	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
trykte	tlačené	trykkje	tlačený	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;SG
tips	tipy	tips	tip	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
reading	čítania	reading	čítanie	N;INDF;FEM;SG	N;NOM;NEUT;PL
reading	čítaní	reading	čítanie	N;INDF;FEM;SG	N;NOM;NEUT;PL
reading	čítam	reading	čítať	N;INDF;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
foretrakk	prednostne	foretrakk	prednostne	N;INDF;NEUT;SG	ADV
foretrakk	uprednostňujú	foretrakk	uprednostňovať	N;INDF;NEUT;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
foretrakk	radšej	foretrakk	rád	N;INDF;NEUT;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
foretrakk	uprednostňuje	foretrakk	uprednostňovať	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
charter	charty	charter	charta	N;INDF;NEUT;SG	N;NOM;FEM;PL
sorg	zial	sorg	ziať	N;INDF;FEM;SG	INTJ
forskrift	vyhlášky	forskrift	vyhláška	N;INDF;FEM;SG	N;NOM;FEM;PL
flo	flo	flo	flo	PROPN	
virgin	panic	virgin	panic	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
bukt	bay	bukt	bay	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
forventes	očakávaný	forventas	očakávaný	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
forventes	očakávaná	forventas	očakávaný	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
forventes	predpokladaný	forventas	predpokladaný	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
forventes	očakávané	forventas	očakávaný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forventes	očakáva	forventas	očakávať	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
operativ	operatívne	operativ	operatívne	ADJ;INDF;SG	ADV
jevn	stabilné	jevn	stabilný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
jevn	stabilný	jevn	stabilný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
jevn	stály	jevn	stály	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
ira	ira	ira	ira	N	
why	preco	why	preco	N	INTJ
why	prečo	why	prečo	N	ADV
why	načo	why	načo	N	PART
tenkning	myslenia	tenkning	myslenie	N;INDF;FEM;SG	N;NOM;NEUT;PL
tenkning	myslel	tenkning	myslieť	N;INDF;FEM;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tenkning	premýšľa	tenkning	premýšľa	N;INDF;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
parallell	súbežne	parallell	súbežne	ADJ;INDF;SG	ADV
parallell	paralelne	parallell	paralelne	ADJ;INDF;SG	ADV
chester	chester	chester	chester	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
pre	pred	pre	pred	N;INDF;MASC;SG	ADP;INS
innvendig	dovnútra	innvendig	dovnútra	ADJ;INDF;NEUT;SG	ADV
innvendig	vnútri	innvendig	vnútro	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
body	telesná	body	telesný	N	ADJ;NOM;FEM;SG
akutt	akútne	akutt	akýtny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
akutt	akútny	akutt	akútny	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
akutt	akútna	akutt	akýtny	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
give	dať	give	dať	N;INDF;MASC;SG	V;POS;NFIN
give	daj	give	dať	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;POS;FIN
give	dajte	give	dajte	N;INDF;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
mektigste	najmocnejší	mektig	ococný	ADJ;PL;V.PTCP	ADJ;ANIM;NOM;RL;MASC;SG
forbli	zotrvať	forbli	zotrvať	N;INDF;NEUT;SG	V;PFV;POS;NFIN
forberedt	pripravení	forberedt	pripravený	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
forutsetter	preberá	forutsetter	prebrať	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
forutsetter	predpokladá	forutsetter	predpokladať	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
sletter	odstraňovanie	sletter	odstraňovanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
sletter	vypustiť	sletter	vypustiť	N;INDF;FEM;PL	V;PFV;POS;NFIN
sletter	vymazanie	sletter	vymazanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
sletter	vymaže	sletter	vymaže	N;INDF;FEM;PL	V;PFV;IND;SG;3;POS;PRS;FIN
sletter	maže	sletter	maže	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
interwiki	interwiki	interwiki	intergik	N;INDF;MASC;SG	N;NOM;FEM;PL
giles	giles	giles	giles	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gregory	gregory	gregory	gregor	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gregory	gregor	gregory	gregor	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
zambia	zambie	zambia	zambieť	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
utfordret	vyzvaný	utfordre	vyzvaný	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
utfordret	vyzval	utfordre	vyzvať	N;INDF;NEUT;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bom	bom	bom	bom	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
avslørte	odhalená	avsløre	odhalený	V;IND;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
avslørte	zjavené	avsløre	zjavený	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
avslørte	odhalené	avsløre	odhalený	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bibelske	biblické	bibelsk	biblický	ADJ;PL	ADJ;NOM;NEUT;SG
blake	blake	blake	blak	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
oppførte	správal	oppføre	správať	ADJ;PL;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
oppførte	správali	oppføre	správať	ADJ;PL;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
oppførte	konalo	oppføre	konať	ADJ;PL;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
oppførte	konal	oppføre	konať	ADJ;PL;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
oppførte	konali	oppføre	konať	ADJ;PL;V.PTCP	V;IPFV;MASC;PL;POS;PST;V.PTCP
oppførte	konala	oppføre	konať	ADJ;PL;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
guttene	boys	gutt	boys	N;DEF;FEM;PL	PROPN;ANIM;NOM;MASC;SG
gottfried	gottfried	gottfri	gottfried	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rockefeller	rockefeller	rockefeller	rockefeller	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
thai	thajských	thai	thajský	N	ADJ;GEN;MASC;PL
thai	thai	thai	thai	N	PROPN;ANIM;NOM;MASC;SG
michelle	michelle	michelle	michelle	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
granitt	žula	grani	žula	ADJ;INDF;SG	N;NOM;FEM;SG
building	budovy	building	budova	N;INDF;FEM;SG	N;NOM;FEM;PL
bradley	bradley	bradley	bradlo	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
brooks	brooks	brooks	brooks	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carol	carol	carol	carnúť	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
pic	pic	pic	pic	N;INDF;NEUT;SG	
streisand	streisand	streisand	streisand	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
