süleymaniye	sulaymaniyya	süleyman	sulaymaniyya	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;MASC;SG
birleştirme	fusione	birleş	fusione	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;FEM;SG
birleştirme	combina	birleş	combinare	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;IND;SG;3;PRS;FIN
birleştirme	unificazione	birleş	unificazione	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;FEM;SG
sonuncu	ultima	sonuncu	ultimo		ADJ;FEM;SG
sonuncu	ultimo	sonuncu	ultimo		ADJ;MASC;SG
sonuncu	ultimi	sonuncu	ultimo		ADJ;MASC;PL
sonuncu	ultime	sonuncu	ultimo		ADJ;FEM;PL
gişe	casello	gişe	casello		N;MASC;SG
jesus	jesús	jesus	jesús		N;SG
marksizm	marxismo	marksizm	marxismo		N;MASC;SG
interwiki	interwiki	interwiki	interwike		N;MASC
uzatma	allungamento	uza	allungamento	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;MASC;SG
uzatma	prolungamento	uza	prolungamento	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;MASC;SG
uzatma	proroga	uza	proroga	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;FEM;SG
uzatma	estensione	uza	estensione	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;FEM;SG
uzatma	proroga	uza	proroga	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;FEM;SG
çalma	riproduzione	çal	riproduzione		N;FEM;SG
çalma	rubi	çal	rubo		V;IND;SG;2;PRS;FIN
çalma	rubano	çal	rubano		V;IND;PL;3;PRS;FIN
çalma	ruba	çal	ruba		V;IND;SG;3;PRS;FIN
çalma	rubare	çal	rubare		V;NFIN
koza	bozzolo	koza	bozzolo		N;MASC;SG
koza	bozzoli	koza	bozzolo		N;MASC;PL
geliri	proventi	gel	provento		N;MASC;PL
tamer	tamer	tamer	tamer		N
brugge	brugge	brugge	brugge	PROPN;NOM;SG;3	N;MASC
kazanç	profitti	kazanç	profitto	N;NOM;SG;3	N;MASC;PL
kazanç	profitti	kazanç	profitto	N;NOM;SG;3	N;MASC;PL
kazanç	guadagni	kazanç	guadagno	N;NOM;SG;3	N;MASC;PL
hardy	hardy	hardy	hardy		N;MASC
kel	calvo	kel	calvo		ADJ;MASC;SG
kel	pelato	kel	pelato		ADJ;MASC;SG
kel	kel	kel	kel		N;MASC
yaratık	beast	yarat	beast		N
yaratık	bestia	yarat	bestia		N;FEM;SG
yaratık	belva	yarat	belvo		N;FEM;SG
yaratık	alieni	yarat	alieno		N;MASC;PL
yaratık	alien	yarat	alien		N
yaratık	aliena	yarat	alieno		ADJ;FEM;SG
yaratık	alieno	yarat	alieno		ADJ;MASC;SG
yaratık	creatura	yarat	creatura		N;FEM;SG
botanik	botanico	botanik	botanico	N;NOM;SG;3	ADJ;MASC;SG
botanik	botanici	botanik	botanico	N;NOM;SG;3	N;MASC;PL
tardis	tardis	tardis	tardis		N;MASC
alessandro	alessandro	alessandro	alessandro		N;MASC;SG
brandon	brandon	bra	brandon	PROPN;NOM;SG;3	N;MASC;SG
auguste	auguste	auguste	augusto		N;MASC;SG
theodore	theodore	theodore	theodore		N;MASC;SG
theodore	teodoro	theodore	teodoro		ADJ;MASC;SG
graf	graf	graf	graf		N;SG
dinin	religioni	din	religione	N;GEN;SG;3	N;FEM;PL
önlemler	precauzioni	önlem	precauzione	ADJ;NOM;PL;3	N;FEM;PL
önlemler	misure	önlem	misura	ADJ;NOM;PL;3	N;FEM;PL
clarke	clarke	clarke	clarko	PROPN;NOM;SG;3	N;MASC;SG
clinton	clinton	clinton	clinton	PROPN;NOM;SG;3	N;MASC;SG
barra	barra	barra	barra	PROPN;NOM;SG;3	N;FEM;SG
neill	neill	neill	neill		N;MASC;SG
fernández	fernández	fern	fernández	PROPN;NOM;SG;3	N;FEM;SG
goya	goya	goy	goya		N;MASC;SG
editor	editore	et	editore		N;MASC;SG
editor	redattore	et	redattore		N;MASC;SG
editor	editor	et	editor		N;MASC;SG
makul	ragionevoli	makul	ragionevole		ADJ;PL
makul	ragionevole	makul	ragionevole		ADJ;SG
css	css	css	css		N;MASC
sanayii	industria	sanayii	industria		N;FEM;SG
sanayii	industriali	sanayii	industriale		N;PL
sanayii	industrial	sanayii	industrial		N;FEM;SG
sanayii	industriale	sanayii	industriale		ADJ;SG
duff	duff	duff	duff		N
jackie	jackie	jackie	jackie		N
tropik	tropicali	tropik	tropicale		ADJ;PL
tropik	tropical	tropik	tropical		N;FEM;SG
tropik	tropicale	tropik	tropicale		ADJ;SG
tropik	tropico	tropik	tropico		ADJ;MASC;SG
komünizm	comunismo	komün	comunismo		N;MASC;SG
varlıklı	ricco	varlıklı	ricco		ADJ;MASC;SG
varlıklı	benestante	varlıklı	benestante		N;SG
varlıklı	ricchi	varlıklı	ricco		ADJ;MASC;PL
varlıklı	ricca	varlıklı	ricco		ADJ;FEM;SG
berk	berk	berk	berk		N;MASC;SG
buffalo	bufalo	buffalo	bufalo	PROPN;NOM;SG;3	N;MASC;SG
buffalo	buffalo	buffalo	buffalo	PROPN;NOM;SG;3	N;MASC;SG
buffalo	bufali	buffalo	bufale	PROPN;NOM;SG;3	N;MASC;PL
sahneler	scenografia	sahne	scenografia	N;NOM;PL;3	N;FEM;SG
habsburg	asburgo	habsburg	asburgo	PROPN;NOM;SG;3	N;MASC;SG
habsburg	habsburg	habsburg	habsburg	PROPN;NOM;SG;3	N
funk	funk	funk	funk		N;MASC
uygulanabilir	applicabile	uygula	applicabile	V;IPFV;POT;SG;3;POS;PASS	ADJ;SG
uygulanabilir	applicabili	uygula	applicabile	V;IPFV;POT;SG;3;POS;PASS	ADJ;PL
yasaklandı	vietati	yasakla	vietare		V;MASC;PL;PST;V.PTCP
yasaklandı	vietata	yasakla	vietare		V;FEM;SG;PST;V.PTCP
yasaklandı	vietato	yasakla	vietare		V;MASC;SG;PST;V.PTCP
yasaklandı	proibito	yasakla	proibire		V;MASC;SG;PST;V.PTCP
yasaklandı	proibiti	yasakla	proibire		ADJ;MASC;PL
yasaklandı	vietati	yasakla	vietare		V;MASC;PL;PST;V.PTCP
yasaklandı	vietato	yasakla	vietare		V;MASC;SG;PST;V.PTCP
yasaklandı	proibito	yasakla	proibire		V;MASC;SG;PST;V.PTCP
yasaklandı	proibita	yasakla	proibire		ADJ;FEM;SG
yasaklandı	vietata	yasakla	vietare		V;FEM;SG;PST;V.PTCP
knicks	knicks	knicks	knicks		N;MASC;PL
altta	bottom	altta	bottom		N
eczacılık	farmaceutici	eczacılık	farmaceutico	N;NOM;SG;3	ADJ;MASC;PL
eczacılık	farmaceutica	eczacılık	farmaceutico	N;NOM;SG;3	ADJ;FEM;SG
eczacılık	farmaceutico	eczacılık	farmaceutico	N;NOM;SG;3	ADJ;MASC;SG
eczacılık	farmaceutici	eczacılık	farmaceutico	N;NOM;SG;3	ADJ;MASC;PL
eczacılık	farmacie	eczacılık	farmacia	N;NOM;SG;3	N;FEM;PL
discogs	discogs	discogs	discogs		N
kullanın	uso	kullan	uso	V;PFV;IMP;PL;2;POS;PRS	N;MASC;SG
kullanın	utilizzo	kullan	utilizzo	V;PFV;IMP;PL;2;POS;PRS	N;MASC;SG
kullanın	usi	kullan	uso	V;PFV;IMP;PL;2;POS;PRS	N;MASC;PL
kalbi	cuore	kalbi	cuore	ADJ;NOM;SG;3	N;MASC;SG
kalbi	heart	kalbi	heart	ADJ;NOM;SG;3	N
malik	malik	malik	malik		N
andorra	andorra	andorra	andorre	PROPN;NOM;SG;3	N;FEM;SG
çıktılar	output	çık	output	V;PFV;IND;PL;3;POS;PST	N;MASC
eflak	valacchia	eflak	valacchia		N;FEM;SG
seyrek	infrequenti	seyrek	infrequente		ADJ;PL
seyrek	rado	seyrek	rado		ADV
seyrek	raramente	seyrek	raramente		ADV
seyrek	rari	seyrek	raro		ADJ;MASC;PL
seyrek	rara	seyrek	raro		ADJ;FEM;SG
seyrek	rare	seyrek	raro		ADJ;FEM;PL
seyrek	raro	seyrek	raro		ADJ;MASC;SG
seyrek	sparso	seyrek	sparso		V;MASC;SG;PST;V.PTCP
tecavüz	stuprare	tecavüz	stuprare		V;NFIN
tecavüz	stupro	tecavüz	stupro		N;MASC;SG
tecavüz	colza	tecavüz	colza		N;FEM;SG
tecavüz	stupri	tecavüz	stuprire		N;MASC;PL
tecavüz	stuprata	tecavüz	stuprare		V;FEM;SG;PST;V.PTCP
tecavüz	violentata	tecavüz	violentare		V;FEM;SG;PST;V.PTCP
vazgeçilmez	indispensabili	vazgeç	indispensabile	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;PL
vazgeçilmez	indispensabile	vazgeç	indispensabile	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;SG
rich	ricco	rich	ricco		ADJ;MASC;SG
rich	rich	rich	rich		N;MASC
rich	ricchi	rich	ricco		ADJ;MASC;PL
rich	ricca	rich	ricco		ADJ;FEM;SG
defne	alloro	defne	alloro		N;MASC;SG
defne	laurel	defne	laurel		N;FEM;SG
defne	baia	defne	baia		N;FEM;SG
defne	bay	defne	bay		N;MASC;SG
konuşur	parla	konuş	parlare		V;IND;SG;3;PRS;FIN
afgan	afgani	afgan	afgano		N;MASC;PL
afgan	afghani	afgan	afghano		N;MASC;PL
afgan	afgano	afgan	afgano		ADJ;MASC;SG
afgan	afghano	afgan	afghare		ADJ;MASC;SG
afgan	afghani	afgan	afghano		N;MASC;PL
afgan	afgano	afgan	afgano		ADJ;MASC;SG
afgan	afgani	afgan	afgano		N;MASC;PL
afgan	afghano	afgan	afghare		ADJ;MASC;SG
afgan	afgani	afgan	afgano		N;MASC;PL
afgan	afghani	afgan	afghano		N;MASC;PL
dino	dino	dino	dino		N;MASC;SG
phillips	phillips	phillips	phillips	PROPN;NOM;SG;3	N;MASC;SG
bask	basco	bask	basco		ADJ;MASC;SG
bask	basca	bask	basca		ADJ;FEM;SG
jamaika	jamaica	jamaika	jamaica	PROPN;NOM;SG;3	N;FEM;SG
jamaika	giamaica	jamaika	giamaico	PROPN;NOM;SG;3	ADJ;FEM;SG
jamaika	giamaicano	jamaika	giamaicare	PROPN;NOM;SG;3	ADJ;MASC;SG
otorite	autorità	otorite	autorità		N;FEM
hindu	indù	hin	indù		N;MASC;SG
hindu	hindustani	hin	hindustano		ADJ;PL
hindu	indù	hin	indù		N;MASC;SG
butler	butler	butle	butlere		N;MASC;SG
butler	maggiordomo	butle	maggiordomo		N;MASC;SG
tarihler	date	tarih	dare	N;NOM;PL;3	V;IND;PL;2;PRS;FIN
opus	opera	opus	opera		N;FEM;SG
opus	opus	opus	opus		N;MASC;SG
floyd	floyd	floyd	floyd		N;MASC;PL
angelo	angelo	angelo	angelo		N;MASC;SG
bulvarı	boulevard	bulvar	boulevard		N;FEM;SG
bulvarı	avenue	bulvar	avere		N;MASC
bulvarı	viale	bulvar	viale		N;MASC;SG
fiorentina	fiorentina	fiorent	fiorentino	N;DAT;SG;3	ADJ;FEM;SG
verdy	verdy	ver	verdy		N;MASC
enfeksiyon	infezioni	enfeksiyon	infezione		N;FEM;PL
enfeksiyon	infezione	enfeksiyon	infezione		N;FEM;SG
enfeksiyon	infezioni	enfeksiyon	infezione		N;FEM;PL
lucy	lucy	lucy	lucy		N;FEM;SG
lucy	lucia	lucy	lucia		N;FEM;SG
pietro	pietro	pietro	pietro	PROPN;NOM;SG;3	N;MASC;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffia		N;MASC
çoktan	già	çok	già	ADJ;AT+ABL;SG;3	ADV
düğüm	nodo	düğüm	nodo		N;MASC;SG
düğüm	nodi	düğüm	nodo		N;MASC;PL
düğüm	nodi	düğüm	nodo		N;MASC;PL
düğüm	nodo	düğüm	nodo		N;MASC;SG
düğüm	nodi	düğüm	nodo		N;MASC;PL
blu	blu	blu	blu		ADJ;SG
düzenlemeleri	modifiche	düzenle	modifica	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
sung	cantata	sung	cantare		V;FEM;SG;PST;V.PTCP
sung	sung	sung	sung		N
sung	cantato	sung	cantare		V;MASC;SG;PST;V.PTCP
formül	formula	formül	formula		N;FEM;SG
dominik	domenico	dominik	domenico	N;NOM;SG;3	ADJ;MASC;SG
inek	geek	inek	geek		N
inek	secchione	inek	secchione		N;FEM;SG
inek	vacche	inek	vacca		N;FEM;PL
inek	mucche	inek	mucche		N;FEM;PL
inek	secchione	inek	secchione		N;FEM;SG
inek	sfigato	inek	sfigato		ADJ;MASC;SG
inek	nerd	inek	nerd		N
inek	mucca	inek	mucca		N;FEM;SG
inek	vacca	inek	vacca		N;FEM;SG
inek	nerd	inek	nerd		N
roosevelt	roosevelt	roosevelt	roosevelt		N;MASC;SG
tahrir	tahrir	tahrir	tahrire		N
görüntüleme	visualizzazioni	görüntüleme	visualizzazione		N;FEM;PL
görüntüleme	visualizzazione	görüntüleme	visualizzazione		N;FEM;SG
görüntüleme	imaging	görüntüleme	imaging		N;MASC
pacific	pacifico	pacific	pacifico	N;NOM;SG;3	ADJ;MASC;SG
avantaj	vantaggi	avantaj	vantaggio		N;MASC;PL
avantaj	vantaggio	avantaj	vantaggio		N;MASC;SG
avantaj	vantaggi	avantaj	vantaggio		N;MASC;PL
ulrich	ulrich	ulrich	ulrich	PROPN;NOM;SG;3	N;MASC;SG
pinyin	pinyin	piny	pinyin		N;MASC
burkina	burkina	burkina	burkina		N;FEM;SG
kay	kay	kay	kay		N
via	via	via	via	PROPN;NOM;SG;3	ADV
temple	tempio	temp	tempio	PROPN;NOM;SG;3	N;MASC;SG
betty	betty	bet	betty		N;FEM
kablosuz	wireless	kablosuz	wireless	ADJ	N;FEM;SG
kablosuz	cordless	kablosuz	cordless	ADJ	N;MASC
katy	katy	katy	katy		N;FEM;SG
emil	emil	emil	emil		N;MASC;SG
soldan	sinistro	sol	sinistro	ADJ;AT+ABL;SG;3	N;MASC;SG
soldan	sinistra	sol	sinistra	ADJ;AT+ABL;SG;3	N;FEM;SG
soldan	lasciato	sol	lasciare	ADJ;AT+ABL;SG;3	V;MASC;SG;PST;V.PTCP
onarım	riparazione	o	riparazione		N;FEM;SG
onarım	riparazione	o	riparazione		N;FEM;SG
onarım	riparazioni	o	riparazione		N;FEM;PL
onarım	riparazione	o	riparazione		N;FEM;SG
onarım	riparazioni	o	riparazione		N;FEM;PL
onarım	ripristino	o	ripristino		N;MASC;SG
onarım	restaurazione	o	restaurazione		N;FEM;SG
onarım	restauro	o	restauro		N;MASC;SG
onarım	restauri	o	restauro		N;MASC;PL
günlükler	diari	günlük	diaro	ADJ;NOM;PL;3	N;MASC;PL
günlükler	riviste	günlük	rivista	ADJ;NOM;PL;3	N;FEM;PL
forbes	forbes	forbes	forbes		N;FEM;SG
kullanılmaz	inutilizzabile	kullan	inutilizzabile	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;SG
ücreti	canone	ücret	canone		N;MASC;SG
ücreti	tassa	ücret	tassa		N;FEM;SG
ücreti	costo	ücret	costo		N;MASC;SG
kabak	zucca	kabak	zucca		N;FEM;SG
kabak	squash	kabak	squash		N;MASC
kabak	zucchine	kabak	zucchina		N;FEM;PL
arayüzü	interfacce	arayüz	interfaccere	N;ACC;SG;3	N;FEM;PL
kuban	kuban	kuban	kuban		N;MASC
attila	attila	attila	attila		N;MASC;SG
hammer	hammer	hammer	hammer		N
hammer	martello	hammer	martello		N;MASC;SG
capitol	campidoglio	capitol	campidoglio	PROPN;NOM;SG;3	N;MASC;SG
capitol	capitol	capitol	capitol	PROPN;NOM;SG;3	N;MASC;SG
enflasyon	inflazione	enflasyon	inflazione		N;FEM;SG
