من	кой	مِن	кой	ADP	PRO;NOM;MASC;SG
المتعددة	множество	مُتَعَدِّد	множество	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
المستشفى	болница	مُستَشفَى	болница	N;NOM;DEF;SG	N;INDF;FEM;SG
المقدمة	въведение	مُقَدَّمَة	въведение	N;NOM;DEF;SG	N;INDF;NEUT;SG
المقدمة	въвеждане	مُقَدَّمَة	въвеждане	N;NOM;DEF;SG	N;INDF;NEUT;SG
صيف	лятото	صَيف	лято	N;NOM;INDF;SG	N;DEF;NEUT;SG
صيف	лятно	صَيف	летен	N;NOM;INDF;SG	ADV
صيف	самър	صَيف	самър	N;NOM;INDF;SG	PROPN;INDF;MASC;SG
لقاء	срещата	لِقَاء	среща	N;NOM;INDF;SG	N;DEF;FEM;SG
الهيدروجين	водород	الهيدروجين	водород	N;NOM;DEF;DU	N;INDF;MASC;SG
نيسان	ейприл	نِيسَان	ейприл	N;NOM;INDF;SG	PROPN;INDF;FEM;SG
نيسان	нисан	نِيسَان	нисам	N;NOM;INDF;SG	PROPN;INDF;MASC;SG
فيروس	вирус	فَيرُوس	вирус		N;INDF;MASC;SG
فيروس	вируси	فَيرُوس	вирус		N;INDF;MASC;PL
الوزير	министър	وَزِير	министър	N;NOM;DEF;SG	N;INDF;MASC;SG
سوري	сури	سُورِيّ	суря-(се)	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;PL
شرقي	източно	شَرقِيّ	източно	ADJ;NOM;INDF;MASC;SG	ADV
شرقي	изток	شَرقِيّ	изток	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
شرقي	източно	شَرقِيّ	източно	ADJ;NOM;INDF;MASC;SG	ADV
شرقي	източни	شَرقِيّ	източен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
شرقي	изток	شَرقِيّ	изток	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
شرقي	източен	شَرقِيّ	източа-(се)	ADJ;NOM;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
قوي	силни	قَوِيّ	силен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
قوي	силно	قَوِيّ	силно	ADJ;NOM;INDF;MASC;SG	ADV
قوي	мощно	قَوِيّ	мощен	ADJ;NOM;INDF;MASC;SG	ADV
التعديل	изменение	تَعدِيل	изменение	N;NOM;DEF;SG	N;INDF;NEUT;SG
التعديل	редактиране	تَعدِيل	редактиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
التعديل	монтаж	تَعدِيل	монтаж	N;NOM;DEF;SG	N;INDF;MASC;SG
التعديل	изменение	تَعدِيل	изменение	N;NOM;DEF;SG	N;INDF;NEUT;SG
التعديل	модификация	تَعدِيل	модификация	N;NOM;DEF;SG	N;INDF;FEM;SG
ممكن	възможно	مُمكِن	възможно	ADJ;NOM;INDF;MASC;SG	ADV
ممكن	възможни	مُمكِن	възможен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
السلاح	оръжие	سِلَاح	оръжие	N;NOM;DEF;SG	N;INDF;NEUT;SG
الاتفاق	компактен	اِتِّفَاق	компактен	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الاتفاق	съгласие	اِتِّفَاق	съгласие	N;NOM;DEF;SG	N;INDF;NEUT;SG
الاتفاق	споразумение	اِتِّفَاق	споразумение	N;NOM;DEF;SG	N;INDF;NEUT;SG
الاتفاق	сделка	اِتِّفَاق	сделка	N;NOM;DEF;SG	N;INDF;FEM;SG
تجارة	търговско	تِجَارَة	търговски	N;NOM;INDF;SG	ADV
قادرة	ейбъл	قَادِر	ейбъл	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
قادرة	способно	قَادِر	способно	ADJ;NOM;INDF;FEM;SG	ADV
قادرة	способни	قَادِر	способен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
التنظيم	организация	تَنظِيم	организация	N;NOM;DEF;SG	N;INDF;FEM;SG
التنظيم	регламент	تَنظِيم	регламент	N;NOM;DEF;SG	N;INDF;MASC;SG
التنظيم	регулация	تَنظِيم	регулация	N;NOM;DEF;SG	N;INDF;FEM;SG
التنظيم	регулиране	تَنظِيم	регулиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
التنظيم	организация	تَنظِيم	организация	N;NOM;DEF;SG	N;INDF;FEM;SG
البث	излъчване	بَثّ	излъчване	N;NOM;DEF;SG	N;INDF;NEUT;SG
البث	излъчване	بَثّ	излъчване	N;NOM;DEF;SG	N;INDF;NEUT;SG
المعالم	забележителности	مَعلَم	забележителност	N;NOM;DEF;PL	N;INDF;FEM;PL
المعالم	етапи	مَعلَم	етапя	N;NOM;DEF;PL	N;INDF;MASC;PL
تلعب	играй	لَعِب	играй	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IMP;SG;2;FIN
تلعب	игра	لَعِب	игра	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INDF;FEM;SG
الشارع	улица	شَارِع	улица	N;NOM;DEF;SG	N;INDF;FEM;SG
الشارع	стрийт	شَارِع	стрийт	N;NOM;DEF;SG	N;INDF;MASC;SG
الشارع	street	شَارِع	street	N;NOM;DEF;SG	PROPN;INDF;MASC;SG
التعديلات	изменения	تَعدِيل	изменение	N;NOM;DEF;PL	N;INDF;NEUT;PL
التعديلات	поправки	تَعدِيل	поправка	N;NOM;DEF;PL	N;INDF;FEM;PL
التعديلات	корекции	تَعدِيل	корекция	N;NOM;DEF;PL	N;INDF;FEM;PL
التعديلات	модификации	تَعدِيل	модификация	N;NOM;DEF;PL	N;INDF;FEM;PL
التعديلات	изменения	تَعدِيل	изменение	N;NOM;DEF;PL	N;INDF;NEUT;PL
التعديلات	редакции	تَعدِيل	редакция	N;NOM;DEF;PL	N;INDF;FEM;PL
كريم	карим	كريم	каря-(се)		N;INDF;MASC;SG
كريم	сметана	كريم	сметана		N;INDF;FEM;SG
كريم	крем	كريم	крем		N;INDF;MASC;SG
كريم	крема	كريم	крема		N;DEF;MASC;SG
التعريف	дефиниция	تَعرِيف	дефиниция	N;NOM;DEF;SG	N;INDF;FEM;SG
التعريف	определение	تَعرِيف	определение	N;NOM;DEF;SG	N;INDF;NEUT;SG
التعريف	идентификация	تَعرِيف	идентификация	N;NOM;DEF;SG	N;INDF;FEM;SG
التعريف	идентифициране	تَعرِيف	идентифициране	N;NOM;DEF;SG	N;INDF;NEUT;SG
جنب	страна	جَنب	страна		N;INDF;FEM;SG
جنب	страничен	جَنب	страничен		ADJ;INDF;MASC;SG
ويلز	уелс	ويلز	уелс		PROPN;INDF;MASC;SG
ويلز	уелс	ويلز	уелс		PROPN;INDF;MASC;SG
ويلز	кладенци	ويلز	кладенец		N;INDF;MASC;PL
السابعة	седмо	سَابِع	седми	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
السابعة	седма	سَابِع	седми	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
السابعة	седми	سَابِع	седми	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
الملوك	царе	مَلوَك	царе	N;NOM;DEF;PL	N;INDF;MASC;PL
الملوك	кингс	مَلوَك	кингс	N;NOM;DEF;PL	N;INDF;MASC;SG
الملوك	крале	مَلوَك	крал	N;NOM;DEF;PL	N;INDF;MASC;PL
المعالجة	преработване	مُعَالَجَة	преработване	N;NOM;DEF;SG	N;INDF;NEUT;SG
المعالجة	преработка	مُعَالَجَة	преработка	N;NOM;DEF;SG	N;INDF;FEM;SG
المعالجة	обработване	مُعَالَجَة	обработване	N;NOM;DEF;SG	N;INDF;NEUT;SG
المعالجة	обработка	مُعَالَجَة	обработка	N;NOM;DEF;SG	N;INDF;FEM;SG
المعالجة	третиране	مُعَالَجَة	третиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
المعالجة	лечение	مُعَالَجَة	лечение	N;NOM;DEF;SG	N;INDF;NEUT;SG
المعالجة	обработка	مُعَالَجَة	обработка	N;NOM;DEF;SG	N;INDF;FEM;SG
هاشم	хашим	هاشم	хашим		N;INDF;MASC;SG
المنافسة	конкуренция	مُنَافَسَة	конкуренция	N;NOM;DEF;SG	N;INDF;FEM;SG
المنافسة	конкурс	مُنَافَسَة	конкурс	N;NOM;DEF;SG	N;INDF;MASC;SG
المنافسة	състезание	مُنَافَسَة	състезание	N;NOM;DEF;SG	N;INDF;NEUT;SG
المسافة	дистанция	مَسَافَة	дистанция	N;NOM;DEF;SG	N;INDF;FEM;SG
المسافة	разстояние	مَسَافَة	разстояние	N;NOM;DEF;SG	N;INDF;NEUT;SG
الهولندي	холандец	هُولَندِيّ	холандец	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
الهولندي	холандец	هُولَندِيّ	холандец	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
الهولندي	нидерландски	هُولَندِيّ	нидерландски	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الهولندي	дъч	هُولَندِيّ	дъч	ADJ;NOM;DEF;MASC;SG	PROPN;INDF;MASC;SG
الهولندي	холандски	هُولَندِيّ	холандски	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
نظرة	виж	نَظرَة	видя-(се)	N;NOM;INDF;SG	V;PFV;IMP;SG;2;FIN
كارلوس	карлос	كَارلُوس	карлос		PROPN;INDF;MASC;SG
رسائل	буквите	رِسَالَة	буква	N;NOM;INDF;PL	N;DEF;FEM;PL
الظاهرة	явление	ظَاهِرَة	явление	N;NOM;DEF;SG	N;INDF;NEUT;SG
الظاهرة	феномен	ظَاهِرَة	феномен	N;NOM;DEF;SG	N;INDF;MASC;SG
الفئة	категория	فِئَة	категория	N;NOM;DEF;SG	N;INDF;FEM;SG
الفئة	клас	فِئَة	клас	N;NOM;DEF;SG	N;INDF;MASC;SG
بئر	bir	بئر	bir		INTJ
باستثناء	освен	باستثناء	освен		ADP
السوبر	super	سُوبِر	super	N;NOM;DEF;SG	PROPN;INDF;MASC;SG
السوبر	супер	سُوبِر	супер	N;NOM;DEF;SG	ADV
سيناريو	сценарии	سِينَارِيُو	сценарий	N;NOM;INDF;SG	N;INDF;MASC;PL
القواعد	правила	قَاعِدَة	правило	N;NOM;DEF;PL	N;INDF;NEUT;PL
القواعد	граматика	قَاعِدَة	граматика	N;NOM;DEF;PL	N;INDF;FEM;SG
حافظ	хафиз	حافظ	хафиз		N;INDF;MASC;SG
ثانوية	вторично	ثَانَوِيّ	вторично	ADJ;NOM;INDF;FEM;SG	ADV
ثانوية	вторични	ثَانَوِيّ	вторичен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
التجارب	опити	تَجرِبَة	опит	N;NOM;DEF;PL	N;INDF;MASC;PL
التجارب	експерименти	تَجرِبَة	експеримент	N;NOM;DEF;PL	N;INDF;MASC;PL
التجارب	преживявания	تَجرِبَة	преживяване	N;NOM;DEF;PL	N;INDF;NEUT;PL
زعيم	шефе	زَعِيم	шефе	N;NOM;INDF;SG	ADV
ضخمة	огромно	ضَخم	огромен	ADJ;NOM;INDF;FEM;SG	ADV
ضخمة	огромни	ضَخم	огромен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
مناسبة	подходящ	مُنَاسَبَة	подходящ	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
مناسبة	подходяща	مُنَاسَبَة	подходящ	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
مناسبة	подходящи	مُنَاسَبَة	подходящ	N;NOM;INDF;SG	ADJ;INDF;PL
مناسبة	подходящо	مُنَاسَبَة	подходящ	N;NOM;INDF;SG	ADV
مناسبة	събитието	مُنَاسَبَة	събитие	N;NOM;INDF;SG	N;DEF;NEUT;SG
ياباني	японско	يَابَانِيّ	японски	ADJ;NOM;INDF;MASC;SG	ADV
ياباني	японци	يَابَانِيّ	японец	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;PL
ياباني	японец	يَابَانِيّ	японец	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
تتطلب	изисква	تَطَلَّب	изисквам	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بديل	алтернативно	بَدِيل	алтернативно	N;NOM;INDF;SG	ADV
بديل	алтернативен	بَدِيل	алтернативен	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
بديل	алтернативни	بَدِيل	алтернативен	N;NOM;INDF;SG	ADJ;INDF;PL
بديل	алтернативна	بَدِيل	алтернативен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
بديل	алтернативно	بَدِيل	алтернативно	N;NOM;INDF;SG	ADV
بديل	алтернативна	بَدِيل	алтернативен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
بديل	алтернативен	بَدِيل	алтернативен	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
السوفيتية	съветска	سُوفِيّ	съветски		ADJ;INDF;FEM;SG
السوفيتية	съветски	سُوفِيّ	съветски		ADJ;INDF;MASC;SG
التقليدي	традиционно	تَقلِيدِيّ	традиционен	ADJ;NOM;DEF;MASC;SG	ADV
التقليدي	традиционен	تَقلِيدِيّ	традиционен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
التقليدي	традиционна	تَقلِيدِيّ	традиционен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
التقليدي	традиционни	تَقلِيدِيّ	традиционен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
مشتركة	съвместния	مُشتَرَك	съвместен	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;MASC;SG
مشتركة	джойнт	مُشتَرَك	джойнт	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
مشتركة	съвместни	مُشتَرَك	съвместен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
مشتركة	съвместно	مُشتَرَك	съвместно	ADJ;NOM;INDF;FEM;SG	ADV
انتهى	завършен	اِنتَهَى	завърша	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
رسميا	официално	رَسمِيّ	официално	ADJ;ACC;INDF;MASC;SG	ADV
المعادن	метали	مَعدِن	метал	N;NOM;DEF;PL	N;INDF;MASC;PL
المعادن	metal	مَعدِن	metal	N;NOM;DEF;PL	N;INDF;MASC;SG
المعادن	метъл	مَعدِن	метъл	N;NOM;DEF;PL	N;INDF;MASC;SG
المعادن	метал	مَعدِن	метал	N;NOM;DEF;PL	N;INDF;MASC;SG
المعادن	минерали	مَعدِن	минерал	N;NOM;DEF;PL	N;INDF;MASC;PL
المعادن	метали	مَعدِن	метал	N;NOM;DEF;PL	N;INDF;MASC;PL
المعادن	минерална	مَعدِن	минерален	N;NOM;DEF;PL	ADJ;INDF;FEM;SG
المعادن	минерални	مَعدِن	минерален	N;NOM;DEF;PL	ADJ;INDF;PL
المعادن	минерали	مَعدِن	минерал	N;NOM;DEF;PL	N;INDF;MASC;PL
زين	зин	زين	зин		PROPN;INDF;MASC;SG
زين	дзен	زين	дзен		N;INDF;MASC;SG
زين	зен	زين	зен		N;INDF;MASC;SG
علاء	ала	علاء	ала		CONJ
هيكل	корпусът	هَيكَل	корпус	N;NOM;INDF;SG	N;DEF;MASC;SG
هيكل	корпуса	هَيكَل	корпус	N;NOM;INDF;SG	N;DEF;MASC;SG
هيكل	шасито	هَيكَل	шаси	N;NOM;INDF;SG	N;DEF;NEUT;SG
الحشرات	насекоми	حَشَرَة	насекомя	N;NOM;DEF;PL	N;INDF;MASC;PL
الحشرات	насекоми	حَشَرَة	насекомя	N;NOM;DEF;PL	N;INDF;MASC;PL
الحشرات	бръмбари	حَشَرَة	бръмбар	N;NOM;DEF;PL	N;INDF;MASC;PL
الحشرات	буболечки	حَشَرَة	буболечка	N;NOM;DEF;PL	N;INDF;FEM;PL
الحشرات	бъгс	حَشَرَة	бъгс	N;NOM;DEF;PL	PROPN;INDF;MASC;SG
بريطاني	британско	برِيطَانِيّ	британски	ADJ;NOM;INDF;MASC;SG	ADV
بريطاني	британци	برِيطَانِيّ	британец	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;PL
بريطاني	британец	برِيطَانِيّ	британец	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
الحاضر	подарък	حَاضِر	подарък		N;INDF;MASC;SG
الحاضر	настояще	حَاضِر	настояще		N;INDF;NEUT;SG
الحاضر	присъстващи	حَاضِر	присъствам		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
المهدي	махди	المهدي	махда		N;INDF;MASC;SG
حضارة	цивилизацията	حَضَارَة	цивилизация	N;NOM;INDF;SG	N;DEF;FEM;SG
منخفضة	долно	مُنخَفِض	долен	ADJ;NOM;INDF;FEM;SG	ADV
منخفضة	ниско	مُنخَفِض	ниско	ADJ;NOM;INDF;FEM;SG	ADV
منخفضة	ниски	مُنخَفِض	нисък	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
المساجد	джамии	مَسجِد	джамия	N;NOM;DEF;PL	N;INDF;FEM;PL
بث	излъчването	بَثّ	излъчване	N;NOM;INDF;SG	N;DEF;NEUT;SG
قاد	led	قَاد	led	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
المجلة	списание	مَجَلَّة	списание	N;NOM;DEF;SG	N;INDF;NEUT;SG
فنية	артистично	فَنِّيّ	артистичен	ADJ;NOM;INDF;FEM;SG	ADV
حبيب	хабиб	حبيب	хабиб		N;INDF;MASC;SG
حبيب	любовник	حبيب	любовник		N;INDF;MASC;SG
حبيب	любовница	حبيب	любовница		N;INDF;FEM;SG
حبيب	любим	حبيب	любим		ADJ;INDF;MASC;SG
حبيب	гадже	حبيب	гадже		N;INDF;NEUT;SG
حبيب	гаджето	حبيب	гадже		N;DEF;NEUT;SG
مؤشر	курсора	مُؤَشِّر	курсора	N;NOM;INDF;SG	N;DEF;MASC;SG
مؤشر	индекси	مُؤَشِّر	индекс	N;NOM;INDF;SG	N;INDF;MASC;PL
انتقلت	преместени	اِنتَقَل	преместя-(се)	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;PL;V.PTCP;PASS
انتقلت	преместен	اِنتَقَل	преместя-(се)	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
انتقلت	преместена	اِنتَقَل	преместя-(се)	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
مقياس	габарит	مِقيَاس	габарит	N;NOM;INDF;SG	N;INDF;MASC;PL
المجر	унгария	مَجَر	унгария	N;NOM;DEF;SG	PROPN;INDF;FEM;SG
باي	чао	باي	чао		N;INDF;MASC;SG
باي	бей	باي	бей		N;INDF;MASC;SG
باي	залив	باي	залив		N;INDF;MASC;SG
باي	заливът	باي	залив		N;DEF;MASC;SG
باي	bay	باي	bay		N;INDF;MASC;SG
بشرية	човешко	بَشَرِيّ	човешки	ADJ;NOM;INDF;FEM;SG	ADV
بشرية	човек	بَشَرِيّ	човек	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
البرمجيات	софтуер	بَرمَجِيّ	софтуер		N;INDF;MASC;SG
زاد	повишена	زَاد	повиша-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
زاد	увеличена	زَاد	увелича-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
زاد	увеличен	زَاد	увеличен	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
زاد	повишен	زَاد	повиша-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
الشعوب	народи	شَعب	народ	N;NOM;DEF;PL	N;INDF;MASC;PL
الريف	селски	رِيف	селски	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الريف	селско	رِيف	селски	N;NOM;DEF;SG	ADV
الريف	селска	رِيف	селски	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
اختلاف	разликата	اِختِلَاف	разлика	N;NOM;INDF;SG	N;DEF;FEM;SG
بعيد	отдалечен	بُعَيدَ	отдалеча-(се)		V;PFV;INDF;MASC;SG;V.PTCP;PASS
بعيد	отдалечено	بُعَيدَ	отдалеча-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
بعيد	дистанционно	بُعَيدَ	дистанционен		ADV
بعيد	отдалечена	بُعَيدَ	отдалеча-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
الفارسية	фарси	فَارِسِيّ	фарса		N;INDF;MASC;SG
الفارسية	персийски	فَارِسِيّ	персийски		ADJ;INDF;MASC;SG
الغناء	пея	غِنَاء	пея	N;NOM;DEF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
الغناء	пее	غِنَاء	пея	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الغناء	пеене	غِنَاء	пеене	N;NOM;DEF;SG	N;INDF;NEUT;SG
الغناء	пеейки	غِنَاء	пеейки	N;NOM;DEF;SG	N;INDF;FEM;PL
مهم	важно	مُهِمّ	важно	ADJ;NOM;INDF;MASC;SG	ADV
مهم	важни	مُهِمّ	важен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
رياضيات	математика	رياضيات	математика	N;NOM;INDF;PL	N;INDF;FEM;SG
رياضيات	математика	رياضيات	математика	N;NOM;INDF;PL	N;INDF;FEM;SG
