категорія	kategorijo	категорія	kategorija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
мінська	minsk	мінський	minsk	PROPN;INAN;NOM;FEM;SG	N;NOM;MASC;SG
тижнів	tedne	тиждень	teden	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
тижнів	tedni	тиждень	teden	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
тижнів	tednih	тиждень	teden	N;INAN;GEN;MASC;PL	N;ESS;MASC;PL
австралія	avstralijo	австралія	avstralija	PROPN;INAN;NOM;FEM;SG	N;ACC;FEM;SG
австралія	avstralije	австралія	avstralija	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;PL
австралія	avstraliji	австралія	avstralija	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
австралія	avstralija	австралія	avstralij	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
припинення	ubil	припинення	ubiti	N;INAN;NOM;NEUT;SG	V;PFV;MASC;SG;V.PTCP
французькою	francosko	французький	francoski	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
французькою	francoska	французький	francoski	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
французькою	francoščina	французький	francoščina	ADJ;INS;FEM;SG	N;NOM;FEM;SG
французькою	francoski	французький	francoski	ADJ;INS;FEM;SG	ADJ;NOM;DEF;MASC;SG
явища	pojavi	явище	pojaviti	N;INAN;NOM;NEUT;PL	V;PFV;IND;SG;3;PRS;FIN
явища	pojave	явище	pojava	N;INAN;NOM;NEUT;PL	N;ACC;MASC;PL
забезпечити	zagotavljanje	забезпечити	zagotavljanje	V;PFV;NFIN	N;NOM;NEUT;SG
доріг	avtoceste	дорога	avtocesta	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
доріг	ceste	дорога	cesta	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
двигуни	motorje	двигун	motor	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
вежі	stolpa	вежа	stolp	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
враження	utrinkov	враження	utrinek	N;INAN;NOM;NEUT;SG	N;GEN;MASC;PL
враження	utrinki	враження	utrinek	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
враження	doživetja	враження	doživetje	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
враження	izkušnje	враження	izkušnja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
охоплює	prevleke	охоплювати	prevleka	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
охоплює	pokrovi	охоплювати	pokroviti	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
пропозиції	predloge	пропозиція	predlog	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
пропозиції	ponuja	пропозиція	ponujati	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
нідерланди	nizozemsko	нідерланда	nizozemski	PROPN;INAN;NOM	ADJ;NOM;NEUT;SG
нідерланди	nizozemski	нідерланда	nizozemski	PROPN;INAN;NOM	ADJ;NOM;MASC;SG
нідерланди	nizozemskem	нідерланда	nizozemski	PROPN;INAN;NOM	ADJ;DAT;MASC;SG
нідерланди	nizozemska	нідерланда	nizozemski	PROPN;INAN;NOM	ADJ;NOM;FEM;SG
сцени	scena	сцена	scena	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
сцени	prizor	сцена	prizor	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
сцени	prizorišče	сцена	prizorišče	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
сцени	sceno	сцена	scena	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
адреси	lokacij	адреса	lokacija	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
носії	medijev	носій	medij	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
носії	media	носій	media	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
носії	skladiščenje	носій	skladiščenje	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;SG
носії	skladišče	носій	skladišče	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;SG
носії	shranjevanje	носій	shranjevanje	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;SG
полювання	hunt	полювання	hunt	N;INAN;NOM;NEUT;SG	
полювання	lovski	полювання	lovski	N;INAN;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
полювання	lovska	полювання	lovski	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
помічник	pomočnika	помічник	pomočnik	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
помічник	pomočnika	помічник	pomočnik	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
вільгельм	wilhelm	вільгельм	wilhelm	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
знає	adhd	знати	adhd	V;IPFV;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
законодавства	zakonodajo	законодавство	zakonodaja	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
додому	domača	додому	domač	ADV	ADJ;NOM;FEM;SG
додому	dom	додому	dom	ADV	N;NOM;MASC;SG
лук	lok	лук	lok		N;NOM;MASC;SG
лук	premec	лук	premec		N;NOM;MASC;SG
пасажирів	potnike	пасажир	potnik	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
пасажирів	potniki	пасажир	potnik	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
змінити	urejanje	змінити	urejanje	V;PFV;NFIN	N;NOM;NEUT;SG
змінити	spremembe	змінити	sprememba	V;PFV;NFIN	N;NOM;FEM;PL
змінити	sprememba	змінити	sprememba	V;PFV;NFIN	N;NOM;FEM;SG
стенлі	stanley	стенль	stanley	PROPN;ANIM;NOM;MASC;SG	
змогли	lahko	змогти	lahko	V;PFV;IND;PL;PST;FIN	ADV
поведінки	vedenjske	поведінка	vedenjski	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
дослідників	raziskovalec	дослідник	raziskovalec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
шосе	avtocesto	шосе	avtocesto		N;ACC;FEM;SG
шосе	avtocesta	шосе	avtocesta		N;NOM;FEM;SG
шосе	avtocesto	шосе	avtocesto		N;ACC;FEM;SG
шосе	avtocesta	шосе	avtocesta		N;NOM;FEM;SG
губернія	governorate	губернія	governorati	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
циклу	zanka	цикл	zanka	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
циклу	zanko	цикл	zanko	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
циклу	zanke	цикл	zanek	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
вежа	tower	вежа	tower	N;INAN;NOM;FEM;SG	
частинок	delce	частинка	delce	N;INAN;GEN;FEM;PL	N;ACC;MASC;PL
частинок	delci	частинка	delec	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
єпископа	tekač	єпископ	tekač	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
єпископа	bishop	єпископ	bishop	N;ANIM;ACC;MASC;SG	
єпископа	škof	єпископ	škof	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
приймає	sprejme	приймати	sprejeti	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
приймає	vzame	приймати	vzeti	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
характерні	značilen	характерний	značilen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
розробив	zasnovan	розробити	zasnovan	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
розробив	zasnovana	розробити	zasnovan	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
видобуток	plena	видобуток	plen	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
сюжет	zgodbo	сюжет	zgodba	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
майстерні	atelje	майстерня	atelj	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
майстерні	studio	майстерня	studio	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
драма	drame	драма	drama	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
драма	dramo	драма	drama	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
зауваження	opomba	зауваження	opomba	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
зауваження	obvestilo	зауваження	obvestiti	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
погляд	poglej	погляд	poglej	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN
мас	mas	ми	masa		
віра	vere	віра	vera	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
віра	vero	віра	vera	N;ANIM;NOM;FEM;SG	N;ACC;FEM;SG
повернути	zasuk	повернути	zasuka	V;PFV;NFIN	N;NOM;MASC;SG
стрічки	trak	стрічка	trak	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
стрічки	kaseta	стрічка	kaseta	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
стрічки	trak	стрічка	trak	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
визволення	osvoboditve	визволення	osvoboditev	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
цікаво	radovedna	цікаво	radoveden	ADV	ADJ;NOM;FEM;SG
цікаво	radovedni	цікаво	radoveden	ADV	ADJ;NOM;MASC;PL
цікаво	radoveden	цікаво	radoveden	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
цікаво	zanimiv	цікаво	zanimiv	ADV	ADJ;NOM;INDF;MASC;SG
цікаво	zanimivo	цікаво	zanimiv	ADV	ADJ;NOM;NEUT;SG
цікаво	zanimiva	цікаво	zanimiv	ADV	ADJ;NOM;FEM;SG
цікаво	zanima	цікаво	zanimati	ADV	V;IPFV;IND;SG;3;PRS;FIN
цікаво	zainteresirani	цікаво	zainteresiran	ADV	ADJ;NOM;MASC;PL;V.PTCP
цікаво	zainteresirana	цікаво	zainteresiran	ADV	ADJ;NOM;FEM;SG;V.PTCP
цікаво	zainteresirane	цікаво	zainteresiran	ADV	ADJ;NOM;FEM;PL;V.PTCP
цікаво	čudežni	цікаво	čudežen	ADV	ADJ;NOM;MASC;SG
цікаво	čudo	цікаво	čuda	ADV	N;NOM;NEUT;SG
цікаво	čudežna	цікаво	čudežen	ADV	ADJ;NOM;FEM;SG
користування	use	користування	usa	N;INAN;NOM;NEUT;SG	
користування	uporabi	користування	uporaba	N;INAN;NOM;NEUT;SG	N;DAT;FEM;SG
татар	tatar	татарин	tatar	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
мінерали	mineralov	мінерал	mineral	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
хід	obrni	хід	obrniti	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN
семінарії	semenišču	семінарія	semenišče	N;INAN;NOM;FEM;PL	N;DAT;NEUT;SG
змісту	toc	зміст	toc	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
їхній	njihovi	їхній	njihov		DET;NOM;MASC;PL;3
їхній	njuna	їхній	njun		DET;NOM;FEM;SG;3
їхній	njihova	їхній	njihov		DET;NOM;FEM;SG;3
заміж	poročeni	заміж	poročen	N;ANIM;NOM;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
заміж	poročen	заміж	poročen	N;ANIM;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
заміж	poročena	заміж	poročen	N;ANIM;NOM;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
плани	načrte	план	načrt	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
прибуток	dohodka	прибуток	dohodek	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
прибуток	dohodki	прибуток	dohodek	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
прибуток	prihodki	прибуток	prihodek	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
прибуток	prihodki	прибуток	prihodek	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
прибуток	dohodki	прибуток	dohodek	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
кут	kut	кут	kut	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
вибрані	izbrano	вибраний	izbran	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
вибрані	izbranih	вибраний	izbran	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
вибрані	izbrana	вибраний	izbran	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
вибрані	izbran	вибраний	izbran	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
вибрані	najljubših	вибраний	ljub	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;GEN;RL;MASC;PL
вибрані	najljubše	вибраний	uljub	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;RL;NEUT;SG
надано	zagotovljenih	надати	zagotovljen	V;PFV;IND;0;FIN	ADJ;GEN;MASC;PL;V.PTCP
надано	dano	надати	dan	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG
надано	danih	надати	dan	V;PFV;IND;0;FIN	ADJ;GEN;MASC;PL
лютий	februarja	лютий	februar	ADJ;NOM;MASC;SG	N;GEN;MASC;SG
лютий	februar	лютий	februar	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
явище	pojavi	явище	pojaviti	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
явище	pojave	явище	pojava	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
спеціальний	posebne	спеціальний	poseben	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
спеціальний	posebno	спеціальний	posebno	ADJ;NOM;MASC;SG	ADV
азербайджану	azerbajdžan	азербайджаний	azerbajdžan	PROPN;INAN;GEN;MASC;SG	N;NOM;MASC;SG
медичні	medicinski	медичний	medicinski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
медичні	medicinsko	медичний	medicinski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
подорож	potovanja	подорож	potovanje	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
подорож	potuje	подорож	potovati	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
філіп	phillip	філіп	phillip	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
філіп	philippe	філіп	philippa	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
філіп	philip	філіп	philip	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
філіп	filip	філіп	filip	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
філіп	filip	філіп	filip	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
низки	antike	низка	antika	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL
долини	dolin	долина	dolina	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
долини	vale	долина	vale	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
погляди	prepričanj	погляд	prepričanje	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
погляди	ogledov	погляд	ogled	N;INAN;NOM;MASC;PL	N;GEN;MASC;SG
учні	študente	учень	študent	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
учні	učencev	учень	učenec	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
повне	full	повний	full	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
повне	polno	повний	polno	ADJ;NOM;NEUT;SG	ADV
повне	polni	повний	poln	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
необхідні	zahtevana	необхідний	zahtevan	ADJ;NOM;PL	ADJ;NOM;FEM;SG;V.PTCP
необхідні	zahtevan	необхідний	zahtevan	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
необхідні	zahtevano	необхідний	zahtevan	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;V.PTCP
необхідні	potrebno	необхідний	potreben	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
дали	dal	дати	dati	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;V.PTCP
дали	dau	дати	dau	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;V.PTCP
дали	dala	дати	dati	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;SG;V.PTCP
комах	insekti	комаха	insekt	N;ANIM;ACC;FEM;PL	N;NOM;MASC;PL
комах	žuželke	комаха	žuželka	N;ANIM;ACC;FEM;PL	N;NOM;FEM;PL
юлія	julija	юлія	julij	PROPN;ANIM;NOM;FEM;SG	N;GEN;MASC;SG
юлія	julijo	юлія	juliti	PROPN;ANIM;NOM;FEM;SG	N;ACC;FEM;SG
юлія	julia	юлія	julia	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
юлія	julija	юлія	julij	PROPN;ANIM;NOM;FEM;SG	N;GEN;MASC;SG
ріо	rio	ріо	rio		PROPN;NOM;MASC;SG
полтава	poltava	полтава	poltava	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
текстів	besedili	текст	besedilo	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
текстів	besedila	текст	besedilo	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
зброю	orožja	зброя	orožje	N;INAN;ACC;FEM;SG	N;GEN;NEUT;SG
зброю	orožje	зброя	orožje	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
зброю	topovi	зброя	top	N;INAN;ACC;FEM;SG	N;NOM;MASC;PL
зброю	puške	зброя	puška	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
зброю	orožje	зброя	orožje	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
зброю	pištole	зброя	pištola	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
вінниця	vinnytsia	вінниця	vinnytsia	PROPN;INAN;NOM;FEM;SG	
посольство	veleposlaništva	посольство	veleposlaništvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
ідею	ideja	ідея	ideja	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
ідею	zamisel	ідея	zamisel	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
франц	franz	франц	franz	PROPN;ANIM;NOM;MASC;SG	
активний	dejavno	активний	dejavno	ADJ;NOM;MASC;SG	ADV
активний	aktivni	активний	aktiven	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
активний	aktivno	активний	aktivno	ADJ;NOM;MASC;SG	ADV
раду	radu	рада	rad	N;INAN;ACC;FEM;SG	
зберігаються	shranjeno	зберігатися	shranjen	V;IPFV;IND;PL;3;PRS;FIN	ADJ;NOM;NEUT;SG;V.PTCP
зберігаються	shranjena	зберігатися	shranjen	V;IPFV;IND;PL;3;PRS;FIN	ADJ;NOM;FEM;SG;V.PTCP
зберігаються	shranjeni	зберігатися	shranjen	V;IPFV;IND;PL;3;PRS;FIN	ADJ;NOM;MASC;PL;V.PTCP
відень	dunaj	відень	dunaj	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
відень	dunajski	відень	dunajski	PROPN;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
суддя	judge	суддя	judgo	N;ANIM;NOM;MASC;SG	
швейцарія	švico	швейцарія	švica	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
швейцарія	švici	швейцарія	švica	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
швейцарія	švice	швейцарія	švica	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
латвії	latvije	латвія	latvija	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;PL
латвії	latvijo	латвія	latev	PROPN;INAN;GEN;FEM;SG	N;ACC;FEM;SG
латвії	latvija	латвія	latvija	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
платформа	platformo	платформа	platforma	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
ударні	bobni	ударня	boben	ADJ;NOM;PL	N;NOM;MASC;PL
спеціального	plazilec	спеціальний	plazilec	ADJ;GEN;MASC;SG	N;NOM;MASC;SG
стане	postane	стати	postati	V;PFV;IND;SG;3;FUT;FIN	V;PFV;IND;SG;3;PRS;FIN
сер	gospod	сер	gospod		N;NOM;MASC;SG
навчального	akademske	навчальний	akademski	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;PL
навчального	akademsko	навчальний	akademski	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
навчального	akademski	навчальний	akademski	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
відповіді	odgovore	відповідь	odgovor	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
хосе	jose	хось	josa	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
хосе	josé	хось	josé	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
хосе	jose	хось	josa	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
хосе	josé	хось	josé	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
романи	romane	роман	roman	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
романи	romanov	роман	roman	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
потребує	potrebe	потребувати	potreba	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
потребує	potreb	потребувати	potreba	V;IPFV;IND;SG;3;PRS;FIN	N;GEN;FEM;PL
описує	opiše	описувати	opisati	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
філософія	filozofijo	філософія	filozofija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
передач	prenosi	передач	prenositi	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
передач	prerazporeditve	передач	prerazporeditev	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
джованні	giovanni	джовання	giovanen	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
порівняння	primerjavo	порівняння	primerjava	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
порівняння	primerjaj	порівняння	primerjaj	N;INAN;NOM;NEUT;SG	V;IPFV;IMP;SG;2;FIN
порівняння	primerjati	порівняння	primerjati	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN
порівняння	primerjavo	порівняння	primerjava	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
порівняння	diff	порівняння	diff	N;INAN;NOM;NEUT;SG	
порівняння	primerjave	порівняння	primerjava	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
диплом	diplomo	диплом	diploma	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
встановлені	vgrajena	встановлений	vgrajen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
встановлені	nameščena	встановлений	nameščen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
встановлені	nameščen	встановлений	nameščen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
встановлені	vgrajen	встановлений	vgrajen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
висока	visoko	високий	visoko	ADJ;NOM;FEM;SG	ADV
релігійні	verski	релігійний	verski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
релігійні	versko	релігійний	versko	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
релігійні	verska	релігійний	verski	ADJ;NOM;PL	ADJ;NOM;FEM;SG
релігійні	verskega	релігійний	verski	ADJ;NOM;PL	ADJ;GEN;NEUT;SG
літературні	literarni	літературний	literaren	ADJ;NOM;PL	ADJ;NOM;MASC;SG
акторка	igralke	акторка	igralka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
історичної	zgodovinski	історичний	zgodovinski	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
історичної	zgodovinska	історичний	zgodovinski	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
історичної	zgodovinsko	історичний	zgodovinski	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
фізика	fiziko	фізика	fizika	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
атаки	napade	атаки	napad	N;INAN;NOM;FEM;PL	N;ACC;MASC;SG
атаки	napad	атаки	napad	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
наші	naše	наш	naš	DET;NOM;PL;1	DET;NOM;NEUT;SG;1
наші	naš	наш	naš	DET;NOM;PL;1	DET;NOM;MASC;SG;1
наші	najina	наш	najin	DET;NOM;PL;1	DET;NOM;FEM;SG;2
наші	najin	наш	najin	DET;NOM;PL;1	DET;NOM;MASC;SG;2
наші	naša	наш	naš	DET;NOM;PL;1	DET;NOM;FEM;SG;1
наші	najino	наш	najin	DET;NOM;PL;1	DET;NOM;FEM;SG;2
наші	najin	наш	najin	DET;NOM;PL;1	DET;NOM;MASC;SG;2
наші	najina	наш	najin	DET;NOM;PL;1	DET;NOM;FEM;SG;2
наші	naše	наш	naš	DET;NOM;PL;1	DET;NOM;NEUT;SG;1
тече	slinjenje	тече	slinjenje	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
тече	tokovi	тече	tok	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
тече	tokov	тече	tok	V;IPFV;IND;SG;3;PRS;FIN	N;GEN;MASC;PL
відоме	znane	відомий	znan	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
відоме	znani	відомий	znan	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
спогади	spomine	спогад	spomin	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
спогади	spominov	спогад	spomin	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
югославії	jugoslavija	югославія	jugoslavija	PROPN;INAN;DAT;FEM;SG	N;NOM;FEM;SG
югославії	jugoslavijo	югославія	jugoslavija	PROPN;INAN;DAT;FEM;SG	N;ACC;FEM;SG
баварія	bavarska	баварія	bavarski	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
залізничний	tirnice	залізничний	tirnica	ADJ;NOM;MASC;SG	N;NOM;FEM;PL
залізничний	železnica	залізничний	železnica	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
бізнесу	podjetniški	бізнес	podjetniški	N;INAN;GEN;MASC;SG	ADJ;NOM;MASC;SG
бізнесу	podjetniško	бізнес	podjetniški	N;INAN;GEN;MASC;SG	ADJ;NOM;NEUT;SG
бізнесу	podjetja	бізнес	podjetje	N;INAN;GEN;MASC;SG	N;NOM;NEUT;PL
дорослому	goji	дорослий	gojiti	ADJ;DAT;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
дорослому	zrasel	дорослий	zrasti	ADJ;DAT;NEUT;SG	V;PFV;MASC;SG;V.PTCP
дорослому	zrastel	дорослий	zrasti	ADJ;DAT;NEUT;SG	V;PFV;MASC;SG;V.PTCP
дорослому	odrasel	дорослий	odrasel	ADJ;DAT;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
