panel	چھاج.	panel	چھاج.	N;NOM;MASC;SG	
chudy	رقیق	chudy	رقیق	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
chudy	گھٹانا.	chudy	گھٹانا.	ADJ;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
chudy	نحیف	chudy	نحیف	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
chudy	لطیف	chudy	لطیف	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
chudy	پتلا	chudy	پتلا	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
pompa	پھونکنا.	pompa	پھونکنا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
pompa	up	pompa	up	N;NOM;FEM;SG	
pompa	out	pompa	out	N;NOM;FEM;SG	
ante	شرط	anto	شرط		N;NOM;FEM;SG;3
swobodny	اچانک.	swobodny	اچانک.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zwyczajne	رواجی	zwyczajny	رواجی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
zwyczajne	باضابطہ	zwyczajny	باضابطہ	ADJ;NOM;NEUT;SG	N
babci	جدّہ	babcia	جدّہ	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
babci	جدّہ	babcia	جدّہ	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
niewłaściwe	ناموزوں	niewłaściwy	ناموز	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL;3
neurologii	اعصابیات	neurologia	اعصابیات	N;GEN;FEM;SG	N;NOM;MASC;PL;3
łącza	ریتیلا	łączyć	ریتیلا		PROPN;NOM;MASC;SG;3
czcionki	پیندا.	czcionka	پیندا.	N;ACC;FEM;PL	ADJ
shoemaker	موچی.	shoemaker	موچی.		PROPN;NOM;MASC;SG;3
wspaniał	پُرشکوہ	wspaniać	پُرشکوہ	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ
wspaniał	عمدہ.	wspaniać	عمدہ.	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
wspaniał	اعلٰی	wspaniać	اعلٰی	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;MASC;SG;3
szyny	off	szyna	off	N;ACC;FEM;SG	
szyny	against	szyna	against	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
powiedz	شرکت	powiedzieć	شرکت	V;PFV;IMP;SG;2;FIN;ACT	N;NOM;MASC;SG;3
powiedz	محوّلہ	powiedzieć	محوّلہ	V;PFV;IMP;SG;2;FIN;ACT	PROPN;NOM;MASC;SG;3
etyka	اخلاقیات	etyka	اخلاقیات	N;NOM;FEM;SG	N;NOM;MASC;PL;3
bezrobotnych	نٹھلّا.	bezrobotny	نٹھلّ	N;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
chwila	قدر.	chwila	قدر.	N;NOM;FEM;SG	
chwila	لخطہ	chwila	لخطہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
chwila	پل.	chwila	پل.	N;NOM;FEM;SG	
chwila	قدر.	chwila	قدر.	N;NOM;FEM;SG	
chwila	لخطہ	chwila	لخطہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
chwila	پل.	chwila	پل.	N;NOM;FEM;SG	
sierp	درانتی.	sierp	درانتی.		PROPN;NOM;MASC;PL;3
anglik	انگلستانی	anglik	انگلستانی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
anglik	انگریزی	anglik	انگریزی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
anglik	انگلستانی	anglik	انگلستانی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
meczetu	مسجد.	meczet	مسجد.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
zbiorowego	مشمولہ	zbiorowy	مشمولہ	ADJ;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
zbiorowego	کُلّی	zbiorowy	کُلّی	ADJ;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
zbiorowego	مشمولہ	zbiorowy	مشمولہ	ADJ;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
zbiorowego	کُلّی	zbiorowy	کُلّی	ADJ;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
realizm	شیئیت	realizm	شیئیت	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
realizm	حقیقیت.	realizm	حقیقیت.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
przekroczenia	ابلنا	przekroczyć	ابلنا	N;PFV;GEN;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
przekroczenia	مصارف	przekroczyć	مصارف	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przekroczenia	وسعت.	przekroczyć	وسعت.	N;PFV;GEN;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
przekroczenia	(	przekroczyć	(	N;PFV;GEN;NEUT;SG;POS;V.MSDR	
liściaste	سینگوں	liściasty	سینگ		N;ACC;MASC;PL;3
liściaste	عبوری	liściasty	عبوری		ADJ
liściaste	عارضی	liściasty	عارضی		ADJ
załamanie	سقوط	załamanie	سقوط	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
załamanie	بگڑنا	załamanie	بگڑ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
trad	بھولا	trad	بھولا		V;PFV;MASC;SG;V.PTCP;ACT
rozpoznaje	(	rozpoznawać	(	V;IPFV;IND;SG;3;PRS;FIN;ACT	
rozpoznaje	for	rozpoznawać	for	V;IPFV;IND;SG;3;PRS;FIN;ACT	
uśmiechu	روشن	uśmiech	روشن	N;GEN;MASC;SG	ADJ
uśmiechu	مسکرانا	uśmiech	مسکرانا	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
uśmiechu	بہلانا.	uśmiech	بہلانا.	N;GEN;MASC;SG	
uśmiechu	out	uśmiech	out	N;GEN;MASC;SG	
uśmiechu	تبسّم	uśmiech	تبسّم	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
uśmiechu	مسکراہٹ	uśmiech	مسکراہٹ	N;GEN;MASC;SG	N;NOM;MASC;SG;3
uśmiechu	ہنسی.	uśmiech	ہنسی.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
uśmiechu	خوشنودی	uśmiech	خوشنودی	N;GEN;MASC;SG	N;NOM;MASC;SG;3
log	لٹھا	log	لٹھ	V;IPFV;IMP;SG;2;FIN;ACT	PROPN;NOM;MASC;SG;3
log	تراشنا.	log	تراشنا.	V;IPFV;IMP;SG;2;FIN;ACT	PROPN;NOM;MASC;SG;3
log	کندہ	log	کندہ	V;IPFV;IMP;SG;2;FIN;ACT	ADJ
alternatywa	متبادل	alternatywa	متبادل	N;NOM;FEM;SG	ADJ
podmokłych	کیچڑ	podmokny	کیچڑ	ADJ;GEN;MASC;PL	N;NOM;MASC;SG;3
podmokłych	گلابہ.	podmokny	گلابہ.	ADJ;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
podmokłych	دلدل	podmokny	دلدل	ADJ;GEN;MASC;PL	N;NOM;MASC;SG;3
rozbicie	سقوط	rozbić	سقوط	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
rozbicie	بگڑنا	rozbić	بگڑ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
snooker	ہرانا.	snooker	ہرانا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
follow	سمجھنا	follow	سمجھ		V;MASC;SG;NFIN;ACT
follow	رفتار	follow	رفتار		N;NOM;MASC;SG;3
follow	بوجھنا.	follow	بوجھنا.		PROPN;NOM;MASC;SG;3
komin	بھٹی	komin	بھٹی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
żało	عزاداری.	żać	عزاداریؤ	N;GEN;FEM;SG	N;NOM;MASC;SG;3
taktykę	تعیناتی	taktyka	تعیناتی	N;ACC;FEM;SG	ADJ
taktykę	پینترا.	taktyka	پینترا.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
radykalne	بڑھیا	radykalny	بڑھیا	ADJ;NOM;NEUT;SG	V;PFV;FEM;SG;V.PTCP;ACT
radykalne	اساس	radykalny	اساس	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
radykalne	اساسی-	radykalny	اساسی-	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
radykalne	جڑ	radykalny	جڑ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
radykalne	عمیق	radykalny	عمیق	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
sprawca	مرتکب	sprawca	مرتکب	N;NOM;MASC;SG	ADJ
samotności	تنہائی.	samotność	تنہائی.	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
arbiter	پارکھ	arbiter	پارکھ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
pocałunek	بوسہ.	pocałunek	بوسہ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
żywa	دشوار.	żywy	دشوار.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
żywa	قوی.	żywy	قوی.	ADJ;NOM;FEM;SG	
żywa	پھرتیلا	żywy	پھرتیلا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
żywa	برقیلا.	żywy	برقیلا.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
żywa	چوکنا.	żywy	چوکنا.	ADJ;NOM;FEM;SG	V;SG;FIN;ACT
żywa	مُملو	żywy	مُملو	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
pył	دھرتی	pyć	دھرتی		PROPN;NOM;MASC;SG;3
pył	چھڑکنا	pyć	چھڑک		V;NFIN;ACT
pył	فساد	pyć	فساد		N;NOM;MASC;SG;3
pył	انتشار	pyć	انتشار		N;NOM;MASC;SG;3
pył	غبار	pyć	غبار		N;NOM;MASC;SG;3
pył	بُرکنا	pyć	بُرکنا		V;NFIN;ACT
pył	زمین	pyć	زمین		N;NOM;FEM;SG;3
dok	کنارا	dok	کنارا		V;PFV;MASC;SG;V.PTCP;ACT
dok	جوڑنا.	dok	جوڑنا.		V;MASC;SG;NFIN;ACT
rower	بائیسکل	rower	بائیسکل	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
thrash	around	thras	around		PROPN;NOM;MASC;SG;3
thrash	لکڑی	thras	لکڑی		N;NOM;MASC;SG;3
thrash	چھٹپٹانا.	thras	چھٹپٹان		PROPN;NOM;MASC;SG;3
kata	جلّاد.	kat	جلّاد.		PROPN;NOM;MASC;SG;3
nadużyć	رکیک	nadużycie	رکیک	N;GEN;NEUT;PL	V;SG;V.PTCP;ACT
bocian	سارس	bocian	سارس	N;NOM;MASC;SG	
bocian	بگلا	bocian	بگلا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
czary	عجیب	czar	عجیب	N;NOM;MASC;PL	ADJ
czary	طلسمی	czar	طلسمی	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
czary	پُراسرار.	czar	پُراسرار.	N;NOM;MASC;PL	ADJ
czary	سحر	czar	سحر	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
czary	ساحری	czar	ساحری	N;NOM;MASC;PL	ADJ
czary	ساحری	czar	ساحری	N;NOM;MASC;PL	ADJ
czary	جادوگری	czar	جادوگری	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
sekwencja	تواتر.	sekwencja	تواتر	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
sekwencja	مربوط	sekwencja	مربوط	N;NOM;FEM;SG	ADJ
sekwencja	استھائی.	sekwencja	استھائی.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
łaska	عنایت	łaska	عنایت	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
łaska	تپاک	łaska	تپاک	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
łaska	چھوٹ	łaska	چھوٹ	N;NOM;FEM;SG	
łaska	her	łaska	her	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
łaska	مرحمت	łaska	مرحمت	N;NOM;FEM;SG	
szyjki	گردن	szyjka	گردن		N;NOM;MASC;SG;3
labirynt	جنجال	labirynt	جنجال	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
labirynt	چکّر	labirynt	چکّر	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
labirynt	پھیر	labirynt	پھیر	N;NOM;MASC;SG	V;ACT
płytka	کنکریٹ	płytki	کنکریٹ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
płytka	طشتری	płytki	طشتری	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
płytka	اُتھلا	płytki	اُتھلا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dojrzewają	پکنا	dojrzewać	پک	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
globe	ہنڈا	globy	ہنڈا		PROPN;NOM;MASC;SG;3
globe	گیند.	globy	گیند.		PROPN;NOM;MASC;SG;3
globe	گول	globy	گول		N;NOM;MASC;SG;3
cobra	ناگ.	cobry	ناگ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zachęty	ترغیب	zachęta	ترغیب		N;NOM;MASC;SG;3
globalne	عالمگیر	globalny	عالمگیر	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
świń	سؤر.	świń	سؤر.		PROPN;NOM;MASC;SG;3
rozbiórki	انہدام	rozbiórka	انہدام	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
preferencji	برتری	preferencja	برتری	N;GEN;FEM;SG	N;NOM;MASC;SG;3
preferencji	مرجح.	preferencja	مرجح.	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
preferencji	برتری	preferencja	برتری	N;GEN;FEM;SG	N;NOM;MASC;SG;3
preferencji	ترجیح	preferencja	ترجیح	N;GEN;FEM;SG	N;NOM;MASC;SG;3
preferencji	مرجح.	preferencja	مرجح.	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
dalekie	دورتر	daleki	دورتر	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dalekie	مرتبے	daleki	مرتبہ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
dalekie	بھٹکا	daleki	بھٹک	ADJ;NOM;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
dalekie	حیثیت	daleki	حیثیت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
dalekie	خفیف	daleki	خفیف	ADJ;NOM;NEUT;SG	
dalekie	مرتبے	daleki	مرتبہ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
dalekie	بھٹکا	daleki	بھٹک	ADJ;NOM;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
dalekie	حیثیت	daleki	حیثیت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
dalekie	خفیف	daleki	خفیف	ADJ;NOM;NEUT;SG	
dalekie	دُور	daleki	دُور	ADJ;NOM;NEUT;SG	
dalekie	بعید	daleki	بعید	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
melody	نغمگی.	meloda	نغمگی.		PROPN;NOM;MASC;SG;3
melody	موسیقیت.	meloda	موسیقیت.		PROPN;NOM;MASC;SG;3
szkocka	پالا.	szkocki	پالا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
szkocka	کچوکنا.	szkocki	کچوکن	N;NOM;FEM;SG	
szkocka	چرکا.	szkocki	چرکا.	N;NOM;FEM;SG	
szkocka	اڑنگا.	szkocki	اڑنگا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
szkocka	گھائو	szkocki	گھائو	N;NOM;FEM;SG	
wstępny	ابتدائی.	wstępny	ابتدائی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
wstępny	پیشتر.	wstępny	پیشتر.	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
wstępny	تمہیدی	wstępny	تمہیدی	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
wstępny	ابتدائی.	wstępny	ابتدائی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
wstępny	پیشتر.	wstępny	پیشتر.	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
niepokój	تشویش.	niepokój	تشویش.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
przekraczającej	برتر.	przekraczający	برتر.	ADJ;GEN;FEM;SG;POS;V.PTCP	
harmonia	اتفاق.	harmonia	اتفاق.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
harmonia	اتفاق.	harmonia	اتفاق.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
interesujący	دلپسند	interesujący	دلپسند	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
duff	نقلی	duff	نقلی		ADJ
duff	شکستہ-	duff	شکستہ-		PROPN;NOM;MASC;SG;3
manipulacji	کارستانی	manipulacja	کارستانی	N;GEN;FEM;SG	ADJ;NOM
ciasta	مکھن	ciasto	مکھن	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ciasta	نقدی.	ciasto	نقدی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
przestrzeganie	تعظیم.	przestrzeganie	تعظیم.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
przestrzeganie	روایت.	przestrzeganie	روایت.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
chłop	گنوار	chłop	گنوار	N;NOM;MASC;SG	
narracji	حکایت	narracja	حکایت	N;GEN;FEM;SG	N;NOM;MASC;SG;3
cienka	چھانٹنا	cienki	چھانٹ	ADJ;NOM;FEM;SG	V;SG;NFIN;ACT
cienka	thinly	cienki	thinly	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cienka	شاخوں	cienki	شاخہ	ADJ;NOM;FEM;SG	N;ACC;MASC;PL;3
cienka	گھٹانا.	cienki	گھٹانا.	ADJ;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
cienka	چھانٹنا	cienki	چھانٹ	ADJ;NOM;FEM;SG	V;SG;NFIN;ACT
cienka	دُبلا	cienki	دُبلا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cienka	thinly	cienki	thinly	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cienka	شاخوں	cienki	شاخہ	ADJ;NOM;FEM;SG	N;ACC;MASC;PL;3
cienka	رقیق	cienki	رقیق	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cienka	گھٹانا.	cienki	گھٹانا.	ADJ;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
cienka	نحیف	cienki	نحیف	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
cienka	لطیف	cienki	لطیف	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cienka	پتلا	cienki	پتلا	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
sunset	بڑھاپا.	sunset	بڑھاپا.		PROPN;NOM;MASC;SG;3
kozy	احمق.	koza	احمق.		PROPN;NOM;MASC;SG;3
separacji	جدائی	separacja	جدا	N;GEN;FEM;SG	N;NOM;MASC;SG;3
separacji	افتراق.	separacja	افتراق.	N;GEN;FEM;SG	N;NOM;MASC;SG;3
elf	پری	elf	پری	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
elf	چھلاوا	elf	چھلاوا	N;NOM;MASC;SG	V;SG;V.PTCP;ACT
unikanie	پرہیز	unikać	پرہیز	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ
komunalnych	بلدیاتی	komunalny	بلدیاتی	ADJ;GEN;MASC;PL	ADJ;NOM
przeciwdziałania	خطرے	przeciwdziałanie	خطرہ	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
nastroje	امر	nastrój	امر	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
nastroje	بدمزاجی.	nastrój	بدمزاجی.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
nastroje	بیزاری	nastrój	بیزاری	N;NOM;MASC;PL	N;NOM;MASC;SG;3
apteka	دواخانہ	apteka	دواخانہ		N;NOM;MASC;SG;3
zimne	جوش	zimny	جوش	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	بالکل	zimny	بالکل	ADJ;NOM;NEUT;SG	CONJ
zimne	جذبہ	zimny	جذبہ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	مہر	zimny	مہر	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	زکام	zimny	زکام	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	مدّھم	zimny	مدّھم	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
zimne	یکلخت	zimny	یکلخت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	شیتل	zimny	شیتل	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
zimne	جوش	zimny	جوش	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	سرد	zimny	سرد	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	بالکل	zimny	بالکل	ADJ;NOM;NEUT;SG	CONJ
zimne	جذبہ	zimny	جذبہ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	بارِد	zimny	بارِد	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
zimne	نزلہ	zimny	نزلہ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	مہر	zimny	مہر	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	زکام	zimny	زکام	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	مدّھم	zimny	مدّھم	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
zimne	یکلخت	zimny	یکلخت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zimne	شیتل	zimny	شیتل	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
nieregularne	اصول	nieregularny	اصول	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
nieregularne	استثنائی	nieregularny	استثنائی	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
gorący	ُپرجوش	gorący	ُپرجوش	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gorący	ضرب	gorący	ضرب	ADJ;NOM;MASC;SG	
gorący	جذباتی.	gorący	جذباتی	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gorący	درشتی	gorący	درشتی	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gorący	گرمانا.	gorący	گرمانا.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gorący	سختی	gorący	سختی	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
kosz	حرامی	kosz	حرامی	N;NOM;MASC;SG	ADJ
bliskości	قربت	bliskość	قربت	N;GEN;FEM;SG	N;NOM;MASC;SG;3
bliskości	نزدیکی	bliskość	نزدیکی	N;GEN;FEM;SG	
ucho	اذن	ucho	اذن	N;NOM;NEUT;SG	
ucho	توجہ.	ucho	توجہ.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
krajobrazy	منظر	krajobraza	منظر	N;NOM;MASC;PL	N;NOM;MASC;SG;3
krajobrazy	پھیلواں	krajobraza	پھیلو	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
shepherd	راعی.	shepherd	راعی.		PROPN;NOM;MASC;SG;3
shepherd	چرواہا	shepherd	چرواہا		PROPN;NOM;MASC;SG;3
shepherd	گڈریا	shepherd	گڈریا		PROPN;NOM;MASC;SG;3
shepherd	راعی.	shepherd	راعی.		PROPN;NOM;MASC;SG;3
domku	(	domek	(	N;GEN;MASC;SG	
domku	ٹھونسنا.	domek	ٹھونسنا.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
celowe	عمداً.	celowy	عمداً.	ADJ;NOM;NEUT;SG	N
celowe	بالارادہ	celowy	بالارادہ	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
celowe	غوروتأمل	celowy	غوروتأمل	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
okrągła	حدود	okrągnąć	حد	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
okrągła	وسعت.	okrągnąć	وسعت.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
okrągła	محکم.	okrągnąć	محکم.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
okrągła	(	okrągnąć	(	ADJ;NOM;FEM;SG	
okrągła	ابھرواں	okrągnąć	ابھرواں	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
okrągła	مدوّر	okrągnąć	مدوّر	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
okrągła	گول	okrągnąć	گول	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
okrągła	حدود	okrągnąć	حد	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
okrągła	وسعت.	okrągnąć	وسعت.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
okrągła	محکم.	okrągnąć	محکم.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
okrągła	(	okrągnąć	(	ADJ;NOM;FEM;SG	
okrągła	ابھرواں	okrągnąć	ابھرواں	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
okrągła	مدوّر	okrągnąć	مدوّر	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	متین.	cisza	متین.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	سادہ	cisza	سادہ	N;NOM;FEM;SG	ADJ
cisza	سکون	cisza	سکون	N;NOM;FEM;SG	
cisza	ٹھہراؤ.	cisza	ٹھہراؤ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	خاموش	cisza	خاموش	N;NOM;FEM;SG	ADJ
cisza	متین.	cisza	متین.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	سادہ	cisza	سادہ	N;NOM;FEM;SG	ADJ
cisza	سکون	cisza	سکون	N;NOM;FEM;SG	
cisza	ٹھہراؤ.	cisza	ٹھہراؤ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	بھول.	cisza	بھول.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	نسیان	cisza	نسیان	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	سنّاٹا.	cisza	سنّاٹا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	بھول.	cisza	بھول.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	نسیان	cisza	نسیان	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
cisza	سنّاٹا.	cisza	سنّاٹا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
marsie	مریخ	marsa	مریخ		PROPN;NOM;MASC;SG;3
umieszczanie	مرتبہ.	umieśczanin	مرتبہ.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
skarbiec	چھلانگ.	skarbiec	چھلانگ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
trzciny	گنا	trzcin	گنا		N;NOM;MASC;SG;3
