категорія	catégories	категорія	catégorie	N;INAN;NOM;FEM;SG	N;FEM;PL
семен	semyon	семен	semyon	PROPN;ANIM;NOM;MASC;SG	PROPN
потрапляє	joncs	потрапляти	jonc	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
ріг	rih	ріг	rih	N;INAN;NOM;MASC;SG	PROPN
ріг	horn	ріг	horn	N;INAN;NOM;MASC;SG	PROPN
дем	demian	дем	demian	PROPN;ANIM;NOM;FEM;SG	PROPN
дем	dem	дем	dem	PROPN;ANIM;NOM;FEM;SG	
норм	norm	норма	norm	N;INAN;GEN;FEM;PL	
норм	norme	норма	norme	N;INAN;GEN;FEM;PL	N;FEM;SG
поляків	polonais	поляк	polonais	N;ANIM;ACC;MASC;PL	ADJ;MASC;SG
андерсон	anderson	андерсон	anderson		PROPN
худоби	gérée	худоба	gérer	N;INAN;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
худоби	gérés	худоба	gérer	N;INAN;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
худоби	géré	худоба	gérer	N;INAN;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
діяти	loi	діяти	loi	V;IPFV;NFIN	N;FEM;SG
діяти	acte	діяти	acte	V;IPFV;NFIN	N;MASC;SG
діяти	act	діяти	act	V;IPFV;NFIN	PROPN
десяти	rte	десять	rte	NUM;NOM	N;MASC;SG
десяти	ten	десять	ten	NUM;NOM	
коротка	courts	короткий	court	ADJ;NOM;FEM;SG	ADJ;MASC;PL
коротка	courtes	короткий	court	ADJ;NOM;FEM;SG	ADJ;FEM;PL
намагалися	essayé	намагатися	essayer	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
намагалися	tenté	намагатися	tenter	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
джо	joe	джо	joe	PROPN;ANIM;NOM;MASC;SG	PROPN
адам	adam	адам	adam	N;ANIM;NOM;MASC;SG	PROPN
стрільби	fusillade	стрільба	fusillade	N;INAN;NOM;FEM;PL	N;FEM;SG
стрільби	tournage	стрільба	tournage	N;INAN;NOM;FEM;PL	N;MASC;SG
стрільби	tir	стрільба	tir	N;INAN;NOM;FEM;PL	N;MASC;SG
стрільби	tirer	стрільба	tirer	N;INAN;NOM;FEM;PL	V;NFIN
шукати	recherche	шукати	recherche	V;IPFV;NFIN	N;FEM;SG
шукати	recherches	шукати	recherche	V;IPFV;NFIN	N;FEM;PL
канадський	canadiens	канадський	canadien	ADJ;NOM;MASC;SG	ADJ;MASC;PL
провели	mené	провести	mener	V;PFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
зелені	verte	зелений	vert	ADJ;NOM;PL	ADJ;FEM;SG
зелені	vert	зелений	vert	ADJ;NOM;PL	ADJ;MASC;SG
секції	section	секція	section	N;INAN;NOM;FEM;PL	N;FEM;SG
відзнаки	insigne	відзнака	insigne	N;INAN;NOM;FEM;PL	N;MASC;SG
переклади	traduction	переклад	traduction	N;INAN;NOM;MASC;PL	N;FEM;SG
заповідник	réserver	заповідник	réserver	N;INAN;NOM;MASC;SG	V;NFIN
іль	île	іль	île		N;FEM;SG
іль	isle	іль	isle		N;FEM;SG
іль	isles	іль	isle		N;MASC;PL
туреччина	turquie	туреччина	turquie	N;INAN;NOM;FEM;SG	PROPN
розслідування	enquêter	розслідування	enquêter	N;INAN;NOM;NEUT;SG	V;NFIN
володимирівна	gelman	володимирівний	gelman	ADJ;NOM;FEM;SG	PROPN
місцями	swaps	місцями	swaps	ADV	N;MASC;PL
удар	touché	удар	toucher	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
удар	frappé	удар	frapper	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
удар	frapper	удар	frapper	N;INAN;NOM;MASC;SG	V;NFIN
переговори	négociateurs	переговори	négociateur	N;INAN;NOM	N;MASC;PL
переговори	négociations	переговори	négociation	N;INAN;NOM	N;FEM;PL
переговори	négocier	переговори	négocier	N;INAN;NOM	V;NFIN
переговори	négociation	переговори	négociation	N;INAN;NOM	N;FEM;SG
переговори	négocier	переговори	négocier	N;INAN;NOM	V;NFIN
переговори	négocie	переговори	négocier	N;INAN;NOM	V;IND;SG;3;PRS;FIN
переговори	négociations	переговори	négociation	N;INAN;NOM	N;FEM;PL
александр	alexandre	александр	alexandre	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
посилення	renforcer	посилення	renforcer	N;INAN;NOM;NEUT;SG	V;NFIN
призначена	attribué	призначений	attribuer	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
призначена	assignée	призначений	assigné	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
призначена	assignés	призначений	assigner	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
призначена	affecté	призначений	affecter	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
призначена	assignées	призначений	assigner	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
призначена	assigné	призначений	assigner	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
мюнхен	munich	мюнхен	munich	PROPN;INAN;NOM;MASC;SG	PROPN
бек	beck	бек	beck		PROPN
бек	beek	бек	beek		PROPN
зразки	échantillon	зразок	échantillon	N;INAN;NOM;MASC;PL	N;MASC;SG
сполуки	composé	сполук	composer	N;INAN;NOM;MASC;PL	V;MASC;SG;PST;V.PTCP
албанії	albanie	албанія	albanie	PROPN;INAN;GEN;FEM;SG	N;FEM;SG
анрі	henri	анрі	henri	PROPN;ANIM;NOM;MASC;SG	PROPN
анрі	henri	анрі	henri	PROPN;ANIM;NOM;MASC;SG	PROPN
анрі	henry	анрі	henry	PROPN;ANIM;NOM;MASC;SG	PROPN
каже	dit	казати	dire	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
написаний	collé	написаний	coller	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
ато	ato	ато	ato	PROPN;INAN;NOM;FEM;SG	PROPN
баку	bakou	бак	bakou	PROPN;INAN;GEN;MASC;SG	PROPN
ваги	apesanteur	вага	apesanteur	N;INAN;NOM;FEM;PL	ADJ;FEM;SG
ваги	poids	вага	poids	N;INAN;NOM;FEM;PL	N;MASC;SG
ваги	pèse	вага	peser	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
ваги	peser	вага	peser	N;INAN;NOM;FEM;PL	V;NFIN
ваги	pesée	вага	peser	N;INAN;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
португалія	portugal	португалія	portugal	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
припущення	deviner	припущення	deviner	N;INAN;NOM;NEUT;SG	V;NFIN
припущення	devinettes	припущення	devinette	N;INAN;NOM;NEUT;SG	N;FEM;PL
припущення	conjectures	припущення	conjecture	N;INAN;NOM;NEUT;SG	N;FEM;PL
припущення	supposer	припущення	supposer	N;INAN;NOM;NEUT;SG	V;NFIN
припущення	supposant	припущення	supposer	N;INAN;NOM;NEUT;SG	V;PRS;V.PTCP
долі	fatalité	доля	fatalité	N;INAN;NOM;FEM;PL	N;FEM;SG
долі	destin	доля	destin	N;INAN;NOM;FEM;PL	N;MASC;SG
твердження	énoncé	твердження	énoncer	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
жодних	aucun	жодний	aucun	DET;GEN;PL	PRO;MASC;SG
жодних	néant	жодний	néant	DET;GEN;PL	N;MASC;SG
жодних	aucune	жодний	aucun	DET;GEN;PL	DET;FEM;SG;NEG
поранений	blessé	поранений	blesser	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
поранений	blessée	поранений	blessé	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
поранений	blessées	поранений	blesser	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
поранений	blessés	поранений	blesser	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
поранений	lésée	поранений	léser	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
поранений	blessé	поранений	blesser	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
поранений	blessée	поранений	blessé	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
поранений	blessées	поранений	blesser	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
поранений	blessés	поранений	blesser	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
торгівля	trafics	торгівля	trafic	N;INAN;NOM;FEM;SG	N;MASC;PL
торгівля	échanges	торгівля	échange	N;INAN;NOM;FEM;SG	N;MASC;PL
королеви	queens	королева	queen	N;ANIM;NOM;FEM;PL	N;MASC;SG
вшанування	honorer	вшанування	honorer	N;INAN;NOM;NEUT;SG	V;NFIN
звернення	couples	звернення	couple	N;INAN;NOM;NEUT;SG	N;MASC;PL
звернення	accédé	звернення	accéder	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
звернення	consulté	звернення	consulter	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
звернення	sujets	звернення	sujet	N;INAN;NOM;NEUT;SG	N;MASC;PL
звернення	argumentum	звернення	argumentum	N;INAN;NOM;NEUT;SG	PROPN
хімічні	chimique	хімічний	chimique	ADJ;NOM;PL	ADJ;MASC;SG
заводи	végétaux	завод	végétal	N;INAN;NOM;MASC;PL	ADJ;MASC;PL
культ	cultes	культ	culte	N;INAN;NOM;MASC;SG	N;MASC;PL
культ	kult	культ	kult	N;INAN;NOM;MASC;SG	
рнк	arn	рнк	arn		N;MASC;SG
суму	sum	сума	sum	N;INAN;ACC;FEM;SG	
суму	montant	сума	monter	N;INAN;ACC;FEM;SG	V;PRS;V.PTCP
ізраїль	israël	ізраїль	israël	PROPN;INAN;NOM;MASC;SG	N;MASC;SG
ізраїль	israel	ізраїль	israel	PROPN;INAN;NOM;MASC;SG	PROPN
єгипті	égypte	єгипть	égypte	PROPN;INAN;NOM;MASC;SG	N;FEM;SG
єгипті	egypte	єгипть	egypte	PROPN;INAN;NOM;MASC;SG	N;MASC;SG
рівненська	rivne	рівненський	rivne	ADJ;NOM;FEM;SG	PROPN
реконструкції	reconstitution	реконструкція	reconstitution	N;INAN;NOM;FEM;PL	N;FEM;SG
реконструкції	reconstruction	реконструкція	reconstruction	N;INAN;NOM;FEM;PL	N;FEM;SG
конфлікти	conflit	конфлікт	conflit	N;INAN;NOM;MASC;PL	N;MASC;SG
знав	saviez	знати	savoir	V;IPFV;MASC;IND;SG;PST;FIN	V;IMP;PL;2;PRS;FIN
знав	savait	знати	savoir	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
знав	savais	знати	savoir	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;SG;1;IPFV;FIN
знав	savaient	знати	savoir	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;PL;3;IPFV;FIN
макс	max	макс	max	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
макс	maxi	макс	maxi	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
макс	maxime	макс	maxime	PROPN;ANIM;NOM;MASC;SG	PROPN
макс	maximum	макс	maximum	PROPN;ANIM;NOM;MASC;SG	ADJ;MASC;SG
урахуванням	sensible	урахування	sensible	N;INAN;INS;NEUT;SG	ADJ;MASC;SG
урахуванням	délicat	урахування	délicat	N;INAN;INS;NEUT;SG	ADJ;MASC;SG
урахуванням	sensibles	урахування	sensible	N;INAN;INS;NEUT;SG	ADJ;MASC;PL
служить	salarié	служити	salarié	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;SG
служить	travailleur	служити	travailleur	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;SG
служить	employé	служити	employer	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
згадки	mentionne	згадки	mentionner	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
каплиця	chapel	каплиця	chapel	N;INAN;NOM;FEM;SG	PROPN
виявив	découverts	виявити	découvrir	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
виявив	découvertes	виявити	découvrir	V;PFV;MASC;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
призначені	attribué	призначений	attribuer	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
призначені	assignée	призначений	assigné	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
призначені	assignés	призначений	assigner	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
призначені	affecté	призначений	affecter	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
призначені	assignées	призначений	assigner	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
призначені	assigné	призначений	assigner	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
призначені	désignée	призначений	désigner	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
призначені	désignés	призначений	désigner	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
призначені	désigné	призначений	désigner	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
призначені	désignées	призначений	désigner	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
працівники	employés	працівник	employer	N;ANIM;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
працівники	salariés	працівник	salarié	N;ANIM;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
заняття	esl	заняття	isl	N;INAN;NOM;NEUT;PL	
заняття	als	заняття	al	N;INAN;NOM;NEUT;PL	
марокко	maroc	марокко	maroc	PROPN;INAN;NOM;FEM;SG	N;MASC;SG
висновок	réfuter	висновок	réfuter	N;INAN;NOM;MASC;SG	V;NFIN
висновок	déduire	висновок	déduire	N;INAN;NOM;MASC;SG	V;NFIN
вільна	gratuits	вільний	gratuit	ADJ;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
вільна	free	вільний	free	ADJ;NOM;FEM;SG	N;MASC;SG
вільна	gratuitement	вільний	gratuitement	ADJ;NOM;FEM;SG	ADV
георгія	george	георгія	george	N;ANIM;NOM;FEM;SG	PROPN
продукція	produits	продукція	produire	N;INAN;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
відкрили	découvert	відкрити	découvrir	V;PFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
відкрили	ouvert	відкрити	ouvrir	V;PFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
потенціал	potentialités	потенціал	potentialité	N;INAN;NOM;MASC;SG	N;FEM;PL
потенціал	potentiels	потенціал	potentiel	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
потенціал	potentielle	потенціал	potentiel	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
губернатор	gouverneure	губернатор	gouverneur	ADJ;NOM;MASC;SG	N;FEM;SG
губернатор	gouverneur	губернатор	gouverneur	ADJ;NOM;MASC;SG	N;MASC;SG
сума	sum	сума	sum	N;INAN;NOM;FEM;SG	
сума	montant	сума	monter	N;INAN;NOM;FEM;SG	V;PRS;V.PTCP
доба	âges	доба	âge	N;INAN;NOM;FEM;SG	N;MASC;PL
тимошенко	timochenko	тимошенко	timochenko	PROPN;INAN;NOM;FEM;SG	PROPN
фінляндія	finlande	фінляндія	finlande	PROPN;INAN;NOM;FEM;SG	ADJ;FEM;SG
розміщені	destiné	розміщений	destiner	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
біології	biologie	біологія	biologie	N;INAN;NOM;FEM;PL	N;FEM;SG
звичайна	normaux	звичайний	normal	ADJ;NOM;FEM;SG	ADJ;MASC;PL
звичайна	normales	звичайний	normal	ADJ;NOM;FEM;SG	ADJ;FEM;PL
панування	dominer	панування	dominer	N;INAN;NOM;NEUT;SG	V;NFIN
яєць	incubation	яйце	incubation	N;INAN;GEN;NEUT;PL	N;FEM;SG
відтворення	rendre	відтворення	rendre	N;INAN;NOM;NEUT;SG	V;NFIN
відтворення	rendu	відтворення	rendre	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
відтворення	rendu	відтворення	rendre	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
відтворення	jouer	відтворення	jouer	N;INAN;NOM;NEUT;SG	V;NFIN
відтворення	jouant	відтворення	jouer	N;INAN;NOM;NEUT;SG	V;PRS;V.PTCP
править	règne	правити	règne	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;SG
править	règne	правити	règne	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;SG
схеми	schéma	схем	schéma	N;INAN;NOM;FEM;PL	N;MASC;SG
можливе	possibles	можливий	possible	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
сильний	heavy	сильний	heavy	ADJ;NOM;MASC;SG	N;MASC;SG
сильний	lourds	сильний	lourd	ADJ;NOM;MASC;SG	ADJ;MASC;PL
сильний	forts	сильний	fort	ADJ;NOM;MASC;SG	ADJ;MASC;PL
сильний	strong	сильний	strong	ADJ;NOM;MASC;SG	PROPN
сильний	fort	сильний	fort	ADJ;NOM;MASC;SG	ADV
оголошення	déclarations	оголошення	déclaration	N;INAN;NOM;NEUT;SG	N;FEM;PL
оголошення	annonces	оголошення	annonce	N;INAN;NOM;NEUT;SG	N;FEM;PL
оголошення	publicités	оголошення	publicité	N;INAN;NOM;NEUT;SG	N;FEM;PL
оголошення	classées	оголошення	classer	N;INAN;NOM;NEUT;SG	V;FEM;PL;PST;V.PTCP
оголошення	classifié	оголошення	classifier	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
оголошення	classés	оголошення	classer	N;INAN;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
оголошення	classé	оголошення	classer	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
оголошення	déclarer	оголошення	déclarer	N;INAN;NOM;NEUT;SG	V;NFIN
оголошення	déclare	оголошення	déclarer	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
оголошення	déclarons	оголошення	déclaron	N;INAN;NOM;NEUT;SG	V;IMP;PL;1;PRS;FIN
оголошення	déclarent	оголошення	déclarer	N;INAN;NOM;NEUT;SG	V;IND;PL;3;PRS;FIN
розробку	développer	розробка	développer	N;INAN;ACC;FEM;SG	V;NFIN
громадянин	citoyenne	громадянин	citoyen	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
старше	âgées	старше	âgé	ADV;CMPR	ADJ;FEM;PL
старше	aîné	старше	aîné	ADV;CMPR	ADJ;MASC;SG
форт	fort	форт	fort	N;INAN;NOM;MASC;SG	ADV
бойовий	combats	бойовий	combat	ADJ;NOM;MASC;SG	N;MASC;PL
бойовий	combat	бойовий	combat	ADJ;NOM;MASC;SG	N;MASC;SG
бойовий	bagarre	бойовий	bagarre	ADJ;NOM;MASC;SG	N;FEM;SG
бачив	vus	бачити	voir	V;IPFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
бачив	saw	бачити	saw	V;IPFV;MASC;IND;SG;PST;FIN	N;MASC;SG
бачив	scie	бачити	scie	V;IPFV;MASC;IND;SG;PST;FIN	N;FEM;SG
любить	amours	любити	amour	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
едуард	edward	едуард	edward	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
едуард	édouard	едуард	édouard	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
едуард	edouard	едуард	edouard	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
едуард	eduard	едуард	eduard	PROPN;ANIM;NOM;MASC;SG	PROPN
цілий	entiers	цілий	entier	ADJ;NOM;MASC;SG	ADJ;MASC;PL
дер	der	дер	der		PROPN
ірану	iranienne	іран	iranien	PROPN;INAN;GEN;MASC;SG	ADJ;FEM;SG
ірану	iran	іран	iran	PROPN;INAN;GEN;MASC;SG	PROPN
ремонт	réparer	ремонт	réparer	N;INAN;NOM;MASC;SG	V;NFIN
ремонт	réparations	ремонт	réparation	N;INAN;NOM;MASC;SG	N;FEM;PL
ремонт	réparations	ремонт	réparation	N;INAN;NOM;MASC;SG	N;FEM;PL
сілья	silja	сілья	silja		PROPN
мінімум	minimales	мінім	minimal	N;INAN;NOM;MASC;SG	ADJ;FEM;PL
мінімум	minimum	мінім	minimum	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
мінімум	minimal	мінім	minimal	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
мінімум	minimale	мінім	minimal	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
мінімум	minimums	мінім	minimum	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
додатково	avancés	додатково	avancé	ADV	V;MASC;PL;PST;V.PTCP
додатково	avancées	додатково	avancée	ADV	V;FEM;PL;PST;V.PTCP
додатково	avancé	додатково	avancer	ADV	V;MASC;SG;PST;V.PTCP
додатково	perfectionné	додатково	perfectionner	ADV	V;MASC;SG;PST;V.PTCP
додатково	avancée	додатково	avancé	ADV	ADJ;FEM;SG
роберта	roberta	робертий	roberta	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
джек	valet	джек	valet	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
джек	vérin	джек	vérin	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
джек	jack	джек	jack	PROPN;ANIM;NOM;MASC;SG	PROPN
ворогів	ennemies	ворог	ennemi	N;ANIM;ACC;MASC;PL	ADJ;FEM;PL
ворогів	ennemis	ворог	ennemi	N;ANIM;ACC;MASC;PL	ADJ;MASC;PL
завоювання	conquêtes	завоювання	conquête	N;INAN;NOM;NEUT;SG	N;FEM;PL
легенда	légendes	легенда	légende	N;INAN;NOM;FEM;SG	N;FEM;PL
спортсмени	sportifs	спортсмен	sportif	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
скульптура	sculptures	скульптура	sculpture	N;INAN;NOM;FEM;SG	N;FEM;PL
бельгія	belgique	бельгія	belgique	PROPN;INAN;NOM;FEM;SG	ADJ;MASC;SG
сміт	smith	сміт	smith	PROPN;ANIM;NOM;MASC;SG	PROPN
сміт	forgeron	сміт	forgeron	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
європейська	européens	європейський	européen	ADJ;NOM;FEM;SG	ADJ;MASC;PL
європейська	européennes	європейський	européen	ADJ;NOM;FEM;SG	ADJ;FEM;PL
