som	لايك	som	لَايك	ADP	
sjeldne	نادرة	sjeldan	نَادِر	ADJ;PL	ADJ;NOM;INDF;FEM;SG
skyld	الذنب	skyld	ذَنَب	N;INDF;FEM;SG	N;NOM;DEF;SG
studert	درست	studere	دَرَس	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
action	اكشن	action	اكشن	N	
navy	البحرية	navy	بَحرِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
navy	بحرية	navy	بَحرِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
motorer	محركات	motore	مُحَرَّك	N;INDF;FEM;SG	N;NOM;INDF;PL
motorer	المحركات	motore	مُحَرِّك	N;INDF;FEM;SG	N;NOM;DEF;PL
sparta	سبارتا	sparte	سَبَار	N;DEF;FEM;SG	
brutt	مكسور	bru	مُكَسَّر	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
brutt	مكسورة	bru	مَكسُور	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
malaysia	ماليزيا	malaysia	مَالِيزِيَا	N;INDF;MASC;SG	
erstatte	يستعاض	erstatte	اِستَعَاض	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
erstatte	تستبدل	erstatte	اِستَبدَل	N;INDF;FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
erstatte	استبدل	erstatte	اِستَبدَل	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
seiling	تبحر	seiling	بَحَر	N;INDF;FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
seiling	الابحار	seiling	إِبحَار	N;INDF;FEM;SG	N;NOM;DEF;SG
seiling	ابحر	seiling	بَحر	N;INDF;FEM;SG	
grav	القبر	grav	قَبر	N;INDF;MASC;SG	N;NOM;DEF;SG
grav	المقبرة	grav	مُقبِر	N;INDF;MASC;SG	N;NOM;DEF;SG
grav	القبر	grav	قَبر	N;INDF;MASC;SG	N;NOM;DEF;SG
oversettelser	الترجمات	oversettelse	الترجمات	N;INDF;FEM;SG	N;NOM;DEF;PL
oversettelser	ترجمات	oversettelse	تَرَجُّم	N;INDF;FEM;SG	N;NOM;INDF;PL
skudd	طلقات	skudd	طَلَق	N;INDF;NEUT;SG	N;NOM;INDF;PL
skudd	لقطات	skudd	لَقَطَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
autonome	مستقلة	autonom	مُستَقِلّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
kypros	لقبرص	kypros	لقبرص	N;INDF;MASC;SG	N;GEN;DEF;SG
kypros	القبرصية	kypros	قُبرُصِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
steiner	الاحجار	stein	حَجَر	N;INDF;FEM;PL	
steiner	الحجارة	stein	حَجَّارَة	N;INDF;FEM;PL	N;NOM;DEF;SG
steiner	احجار	stein	إِحجَار	N;INDF;FEM;PL	
steiner	حجارة	stein	حجارة	N;INDF;FEM;PL	N;NOM;INDF;SG
steiner	شتاينر	stein	شتاينر	N;INDF;FEM;PL	
steiner	ستاينر	stein	ستاينر	N;INDF;FEM;PL	
steiner	الصخور	stein	صُخُور	N;INDF;FEM;PL	N;NOM;DEF;PL
forventet	المتوقع	forvent	مُتَوَقَّع	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
forventet	متوقع	forvent	مُتَوَقَّع	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
forventet	المتوقعة	forvent	مُتَوَقَّع	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
forventet	المنتظر	forvent	مُنتَظَر	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
frans	فرانس	frans	فرَانس	N;INDF;MASC;SG	
tsjekkisk	التشيك	tsjekkisk	تشِيكِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
tsjekkisk	التشيكية	tsjekkisk	التشيكية	N;INDF;MASC;SG	
hente	استرجاع	hente	اِستِرجَاع	V;NFIN	N;NOM;INDF;SG
retningslinjer	السياسات	retningslinje	سِيَاسَة	N;INDF;FEM;PL	N;NOM;DEF;PL
retningslinjer	السياسة	retningslinje	سِيَاسَة	N;INDF;FEM;PL	N;NOM;DEF;SG
retningslinjer	سياسة	retningslinje	سِيَاسَة	N;INDF;FEM;PL	N;NOM;INDF;SG
retningslinjer	التوجيهات	retningslinje	تَوجِيه	N;INDF;FEM;PL	N;NOM;DEF;PL
retningslinjer	السياسات	retningslinje	سِيَاسَة	N;INDF;FEM;PL	N;NOM;DEF;PL
unionen	نقابة	union	نِقَابَة	N;DEF;MASC;SG	N;NOM;INDF;SG
unionen	يونيون	union	يُونِيُون	N;DEF;MASC;SG	
hemmelige	سر	hemmelig	سر	ADJ;PL	
hemmelige	سري	hemmelig	سري	ADJ;PL	
hemmelige	السر	hemmelig	سُرّ	ADJ;PL	N;NOM;DEF;SG
hemmelige	سرية	hemmelig	سِرِّيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
norman	نورمان	norman	نُورَمَان	N;INDF;MASC;SG	
positive	ايجابي	positiv	إِيجَابِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
positive	الايجابي	positiv	إِيجَابِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
positive	ايجابية	positiv	إِيجَابِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
positive	الايجابية	positiv	إِيجَابِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
positive	موجب	positiv	مُوجِب	ADJ;PL	N;NOM;INDF;SG
sendes	شحنها	sendes	شحنها	N;INDF;MASC;SG	PRO;NOM;MASC;SG;3
astrid	استرد	astrid	اِستَرَدّ	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
astrid	استريد	astrid	اِستَرَاد	N;INDF;FEM;SG	
hund	الكلب	hund	كُلب	N;INDF;MASC;SG	N;NOM;DEF;SG
disney	ديزني	disney	دِيزنِي	N;INDF;MASC;SG	
dakota	داكوتا	dakota	دَاكَو	N;INDF;MASC;SG	
baker	بيكر	baker	بَيكِر	N;INDF;MASC;SG	
baker	بايكر	baker	بايكر	N;INDF;MASC;SG	
gods	الحوزة	gods	حَوزَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
singler	الفردي	single	فَردِيّ	N;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
singler	فردي	single	فَردِيّ	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
singler	العزاب	single	عِزَاب	N;INDF;FEM;PL	N;NOM;DEF;PL
kjemisk	كيميائية	kjemisk	كِيمِيَائَة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
kjemisk	كيميائي	kjemisk	كِيمِيَائِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
kjemisk	كيميائيا	kjemisk	كِيمِيَائِيّ	N;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
harde	قاسية	hard	قَاسِي	ADJ;PL	ADJ;NOM;INDF;FEM;SG
forhindre	منع	forhindre	مَنع	V;NFIN	N;NOM;INDF;SG
forhindre	امنع	forhindre	أَمنِع	V;NFIN	
akseptert	قبلت	akseptere	قَبِل	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
son	ابن	son	ابن	N;INDF;MASC;SG	
son	بني	son	بني	N;INDF;MASC;SG	
son	الابن	son	اِبن	N;INDF;MASC;SG	N;NOM;DEF;SG
blått	بلو	blå	بِلُو	ADJ;INDF;NEUT;SG	
blått	ازرق	blå	أَزرَق	ADJ;INDF;NEUT;SG	
blått	الزرقاء	blå	أَزرَق	ADJ;INDF;NEUT;SG	
blått	الازرق	blå	أَزرَق	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
blått	زرقاء	blå	زَرِيق	ADJ;INDF;NEUT;SG	N;NOM;INDF;PL
prester	الكهنة	prest	كُهنَة	N;INDF;FEM;PL	N;NOM;DEF;SG
orchestra	الاوركسترا	orchestre	الاوركسترا	N;INDF;NEUT;SG	
orchestra	اوركسترا	orchestre	اوركسترا	N;INDF;NEUT;SG	
slaver	العبيد	slave	العبيد	N;INDF;FEM;SG	N;NOM;DEF;PL
slaver	عبيد	slave	عبيد	N;INDF;FEM;SG	
sig	سيج	sige	سَيج	N;INDF;MASC;SG	
fortalt	اخبرت	fortelje	أَخبَر	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
politi	شرطه	politi	شرطه	N;INDF;NEUT;SG	
politi	بوليس	politi	بُولِيس	N;INDF;NEUT;SG	
politi	الشرطة	politi	شُرطَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
indiana	انديانا	indiane	إِندِيَان	PROPN	
northern	الشمالية	northern	شَمَالِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
northern	الشمالي	northern	شَمَالِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
northern	شمالي	northern	شمالي	N;INDF;NEUT;SG	
claude	كلود	claude	كلود	N;INDF;MASC;SG	
werner	فيرنر	werner	فيرنر	PROPN	
werner	ويرنر	werner	ويرنر	PROPN	
utm	u	utm	!	N;INDF;NEUT;SG	
prince	برنس	prince	برنس	N	
prince	برينس	prince	برِينس	N	
fjernes	يزيل	fjernas	أَزَال	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
bokstaver	الاحرف	bokstaver	أَحرَف	N;INDF;NEUT;PL	N;NOM;DEF;SG
bokstaver	الرسائل	bokstaver	رِسَالَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
bokstaver	الحروف	bokstaver	حَرف	N;INDF;NEUT;PL	N;NOM;DEF;PL
diskutert	نوقشت	diskutere	نَاقَش	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
diskutert	نوقش	diskutere	نوقش	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
diskutert	ناقش	diskutere	نَاقَش	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
løsninger	حلول	løsning	حُلُول	N;INDF;FEM;PL	N;NOM;INDF;SG
løsninger	الحلول	løsning	حَلّ	N;INDF;FEM;PL	N;NOM;DEF;PL
planene	خطط	plan	خُطَّة	N;DEF;MASC;PL	
katedralen	كاتدرائية	katedral	كَاتِدرَائِيَّة	N;DEF;MASC;SG	N;NOM;INDF;SG
sicilia	صقلية	sicilia	صَقلِيّ	N	
gjennomsnittlig	متوسط	gjennomsnittlig	مُتَوَسِّط	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
gjennomsnittlig	المتوسط	gjennomsnittlig	مُتَوَسِّط	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
nederst	القاع	nederst	قَاع	N;INDF;MASC;SG	N;NOM;DEF;SG
islandsk	ايسلندا	islandsk	ايسلندا	N;INDF;MASC;SG	
effektiv	فعالية	effektiv	فَعَّالِيَّة	ADJ;INDF;SG	N;NOM;INDF;SG
effektiv	الفعال	effektiv	فَعَّال	ADJ;INDF;SG	N;NOM;DEF;SG
volume	الحجم	volum	حَجم	N;INDF;NEUT;SG	N;NOM;DEF;SG
volume	المجلد	volum	مَجلَد	N;INDF;NEUT;SG	N;NOM;DEF;SG
gutt	بوي	gu	بوي	N;INDF;MASC;SG	
gutt	الولد	gu	وَلَد	N;INDF;MASC;SG	N;NOM;DEF;SG
himmelen	سماء	himmel	سَمَاء	N;DEF;MASC;SG	N;NOM;INDF;SG
himmelen	سكاي	himmel	سَاكِي	N;DEF;MASC;SG	
vokst	كبرت	vokst	كَبَّر	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
robin	روبين	robin	رُوبِين	N;INDF;MASC;SG	
robin	روبن	robin	رُوبِن	N;INDF;MASC;SG	
etasje	ارضية	etasje	أَرضِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
etasje	الارضية	etasje	أَرضِيّ	N;INDF;MASC;SG	
etasje	الطابق	etasje	طَابِق	N;INDF;MASC;SG	N;NOM;DEF;SG
forbedre	تحسين	forbedre	تَحسِين	V;IMP;NFIN	N;NOM;INDF;SG
forbedre	تحسين	forbedre	تَحسِين	V;IMP;NFIN	N;NOM;INDF;SG
linux	لينكس	linux	لينكس	N;INDF;MASC;SG	
lisa	ليسا	lise	ليسا	N;DEF;FEM;SG	
lisa	ليزا	lise	ليزا	N;DEF;FEM;SG	
daglige	اليومية	daglig	يَومِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
daglige	اليومي	daglig	يَومِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
daglige	يومية	daglig	يَومِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
daglige	يوميا	daglig	يَومِيّ	ADJ;PL	ADJ;ACC;INDF;MASC;SG
ber	الصلاة	be	صَلَاة	V;IND;PRS;FIN	N;NOM;DEF;SG
ber	اصلي	be	أَصلِيّ	V;IND;PRS;FIN	
ber	بالدعاء	be	بِ	V;IND;PRS;FIN	N;NOM;DEF;SG
ber	الدعاء	be	دُعَاء	V;IND;PRS;FIN	N;NOM;DEF;SG
lennon	لينون	lennon	لينون	N;INDF;MASC;SG	
gary	غاري	gary	غاري	N;INDF;MASC;SG	
gary	قاري	gary	قاري	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
gary	جاري	gary	جاري	N;INDF;MASC;SG	
budapest	بودابست	budapest	بودابست	N;INDF;MASC;SG	
campbell	كامبيل	campbell	كامبيل	PROPN	
campbell	كامبل	campbell	كَامبِل	PROPN	
tempelet	تمبل	tempel	مَبَّل	N;DEF;NEUT;SG	
tempelet	معبد	tempel	معبد	N;DEF;NEUT;SG	N;NOM;INDF;SG
engasjement	الارتباط	engasjement	اِرتِبَاط	N;INDF;NEUT;SG	N;NOM;DEF;SG
engasjement	التفاعل	engasjement	تَفَاعُل	N;INDF;NEUT;SG	N;NOM;DEF;SG
engasjement	الخطوبة	engasjement	خُطُوبَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
engasjement	الالتزام	engasjement	اِلتِزَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
nyheter	الاخبار	nyhet	خَبَر	N;INDF;FEM;PL	N;NOM;DEF;PL
nyheter	خبر	nyhet	خَبَر	N;INDF;FEM;PL	N;NOM;INDF;SG
konstantinopel	القسطنطينية	konstantinopel	قِسطَنطِينِيّ	N;INDF;MASC;SG	
beskjed	رساله	beskjed	رساله	N;INDF;FEM;SG	PRO;NOM;FEM;SG;3
beskjed	الرسالة	beskjed	رِسَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
dave	دايف	dave	دايف	N;INDF;FEM;SG	
dave	ديف	dave	دَيفَ	N;INDF;FEM;SG	
årsak	السبب	årsak	سَبَب	N;INDF;FEM;SG	N;NOM;DEF;SG
årsak	السبب	årsak	سَبَب	N;INDF;FEM;SG	N;NOM;DEF;SG
francesco	فرانشيسكو	francesco	فرَانشِيسكُو	N	
dynasti	السلالة	dynasti	سِلَالَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
definisjon	التعريف	definisjon	تَعرِيف	N;INDF;MASC;SG	N;NOM;DEF;SG
firenze	فلورنس	firenze	فلُورنِس	N;INDF;MASC;SG	
firenze	فلورنسا	firenze	فِلُورَنسَا	N;INDF;MASC;SG	
bonde	فارمر	bonde	فارمر	N;INDF;MASC;SG	
bonde	المزارع	bonde	مَزرَعَة	N;INDF;MASC;SG	N;NOM;DEF;PL
bonde	مزارع	bonde	مَزرَعَة	N;INDF;MASC;SG	N;NOM;INDF;PL
kriterier	المعايير	kriterium	مِعيَار	N;INDF;NEUT;PL	N;NOM;DEF;PL
zur	zu	zur	مَثّ		
lyn	برق	lyn	برق	N;INDF;NEUT;SG	
lyn	البرق	lyn	بُرق	N;INDF;NEUT;SG	N;NOM;DEF;SG
samlede	الاجمالي	samlede	إِجمَالِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
jerry	جيري	jerry	جيري	N;INDF;MASC;SG	
positivt	الايجابي	positiv	إِيجَابِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
positivt	الايجابية	positiv	إِيجَابِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
positivt	موجب	positiv	مُوجِب	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
kino	كينو	kino	كينو	N;INDF;MASC;SG	
kino	سينما	kino	سِينَمَا	N;INDF;MASC;SG	
kino	السينما	kino	سِينَمَا	N;INDF;MASC;SG	N;NOM;DEF;SG
kino	الافلام	kino	فِيلم	N;INDF;MASC;SG	N;NOM;DEF;PL
kino	افلام	kino	فِيلم	N;INDF;MASC;SG	N;NOM;INDF;PL
bevegelser	التحركات	bevegelser	تَحَرُّك	N;INDF;NEUT;SG	N;NOM;DEF;PL
bevegelser	الحركات	bevegelser	حَرَكَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
hørt	سمعت	hør	سَمَع	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
hørt	سمع	hør	سَمع	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
golf	الغولف	golf	غُولف	N;INDF;MASC;SG	N;NOM;DEF;SG
golf	جولف	golf	جُولف	N;INDF;MASC;SG	
golf	الجولف	golf	جُولِف	N;INDF;MASC;SG	N;NOM;DEF;SG
golf	غولف	golf	غولف	N;INDF;MASC;SG	
vin	نبيذ	vin	نبيذ	N;INDF;MASC;SG	
vin	النبيذ	vin	نَبِيذ	N;INDF;MASC;SG	N;NOM;DEF;SG
mønster	النمط	mønster	نَمَط	N;INDF;NEUT;SG	N;NOM;DEF;SG
mønster	الانماط	mønster	إِنمَاط	N;INDF;NEUT;SG	N;NOM;DEF;PL
mønster	انماط	mønster	نَمَط	N;INDF;NEUT;SG	N;NOM;INDF;PL
southern	جنوبي	southern	جَنُوبِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
southern	جنوبية	southern	جَنُوبِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
colorado	كولورادو	colorado	كُولُورَادُو	N	
colorado	كلورادو	colorado	كلُورَادُو	N	
juridiske	قانوني	juridisk	قانوني	ADJ;PL	ADJ;NOM;INDF;MASC;SG
juridiske	قانونية	juridisk	قَانُونِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
juridiske	القانوني	juridisk	قَانُونِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
zhang	تشانغ	zhang	تشَانغ	N;INDF;MASC;SG	
zhang	جانغ	zhang	جانغ	N;INDF;MASC;SG	
lost	خسرت	lost	خَسِر	N;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
lost	خسر	lost	خَسِر	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
lost	فقدت	lost	فَقَد	N;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
lost	ضاع	lost	ضَاع	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
lost	ضائع	lost	ضَائِع	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
taket	سقف	tak	سَقف	N;DEF;NEUT;SG	N;NOM;INDF;SG
taket	سطح	tak	سَطح	N;DEF;NEUT;SG	
stig	ستيغ	stige	ستِيغ	V;IND;PRS;FIN	
glad	يسعد	glad	سَعِد	ADJ;INDF;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
glad	سعيده	glad	سعيده	ADJ;INDF;SG	PRO;NOM;FEM;SG;3
glad	هابي	glad	هابي	ADJ;INDF;SG	
glad	سعيد	glad	سعيد	ADJ;INDF;SG	
morgan	مورجان	morgan	مَورِج	N;INDF;MASC;SG	
morgan	مورغان	morgan	مَورِغ	N;INDF;MASC;SG	
venezuela	فنزويلا	venezuel	فِنِزُوِيلَا	N;DEF;NEUT;SG	
rollene	ادوار	rolle	دَور	N;DEF;FEM;PL	N;NOM;INDF;PL
produseres	انتج	produsere	أَنتَج	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
abraham	ابراهيم	abraham	ابراهيم	N;INDF;MASC;SG	
abraham	ابراهام	abraham	ابراهام	N;INDF;MASC;SG	
ferrari	فيراري	ferrari	فِيرَارِيّ	N;INDF;MASC;SG	
trening	التدريب	trening	تَدرِيب	N;INDF;FEM;SG	N;NOM;DEF;SG
trening	التمرين	trening	تَمرِين	N;INDF;FEM;SG	N;NOM;DEF;SG
trening	تمارين	trening	تَمرِين	N;INDF;FEM;SG	N;NOM;INDF;PL
trening	التمرين	trening	تَمرِين	N;INDF;FEM;SG	N;NOM;DEF;SG
keiserlige	الامبراطورية	keiserlig	الامبراطورية	ADJ;PL	N;NOM;DEF;SG
wolfgang	وولفغانغ	wolfgang	وولفغانغ	N;INDF;MASC;SG	
wolfgang	فولفغانغ	wolfgang	فولفغانغ	N;INDF;MASC;SG	
vestlig	الغربية	vestlig	غَربِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
vestlig	غرب	vestlig	غَرب	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
special	الخاص	special	خَاصّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
special	خاص	special	خَاصّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
special	مميز	special	مُمَيَّز	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
special	خاصة	special	خَاصّ	N;INDF;MASC;SG	ADJ;ACC;INDF;FEM;SG
klær	ملابس	klær	مَلبَس	N;INDF;NEUT;SG	N;NOM;INDF;PL
klær	الملابس	klær	مَلبَس	N;INDF;NEUT;SG	N;NOM;DEF;PL
klær	ملابس	klær	مَلبَس	N;INDF;NEUT;SG	N;NOM;INDF;PL
klær	الملابس	klær	مَلبَس	N;INDF;NEUT;SG	N;NOM;DEF;PL
antikkens	قديم	antikk	قَدِيم	N;GEN;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
antikkens	القدماء	antikk	قَدِيم	N;GEN;DEF;MASC;SG	N;NOM;DEF;PL
ruter	راوتر	rute	راوتر	N;INDF;FEM;PL	
hebraisk	العبرية	hebraisk	عِبرِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
bot	بوت	bot	بوت	N;INDF;FEM;SG	
bot	الغرامة	bot	غَرَامَة	N;INDF;FEM;SG	N;NOM;DEF;SG
bot	بخير	bot	بخير	N;INDF;FEM;SG	
grant	منح	grant	مَنَح	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
grant	جرانت	grant	جرَان	N;INDF;MASC;SG	
grant	غرانت	grant	غرَان	N;INDF;MASC;SG	
ventet	المتوقع	vent	مُتَوَقَّع	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ventet	متوقع	vent	مُتَوَقَّع	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ventet	المتوقعة	vent	مُتَوَقَّع	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
ventet	المنتظر	vent	مُنتَظَر	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ventet	انتظرت	vent	اِنتَظَر	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
utstillinger	المعارض	utstilling	مَعرِض	N;INDF;FEM;PL	N;NOM;DEF;SG
utstillinger	المعارض	utstilling	مَعرِض	N;INDF;FEM;PL	N;NOM;DEF;SG
kongressen	الكونغرس	kongress	اَلكُونغرِس	N;DEF;MASC;SG	
kongressen	الكونجرس	kongress	اَلكُونجرِس	N;DEF;MASC;SG	
kongressen	كونغرس	kongress	كُونغرِس	N;DEF;MASC;SG	
overraskende	المستغرب	overraskende	مُستَغرِب	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
montert	شنت	montere	شَنّ	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
hertugdømmet	دوقية	hertugdøm	دَوقِيّ	N;DEF;NEUT;SG	
dna	dna	dna	ثِذَا	N;INDF;NEUT;SG	
vedtak	المقرر	vedtak	مُقَرَّر	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
vedtak	القرار	vedtak	قَرَار	N;INDF;NEUT;SG	N;NOM;DEF;SG
vedtak	مقرر	vedtak	مُقَرَّر	N;INDF;NEUT;SG	
betalt	دفعت	betale	دَفَع	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
betalt	دفع	betale	دَفَع	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
harold	هارولد	harold	هارولد	N;INDF;MASC;SG	
warren	وارين	warren	وارين	N;DEF;MASC;SG	
warren	وارن	warren	وارن	N;DEF;MASC;SG	
leiren	كامب	leir	كَامب	N;DEF;MASC;SG	
leiren	مخيم	leir	مُخَيَّم	N;DEF;MASC;SG	N;NOM;INDF;SG
leiren	معسكر	leir	مُعَسكَر	N;DEF;MASC;SG	N;NOM;INDF;SG
butikker	المحلات	butikke	مَحَلّ	N;INDF;FEM;PL	N;NOM;DEF;PL
butikker	المتاجر	butikke	مُتَأَجِّر	N;INDF;FEM;PL	N;NOM;DEF;PL
butikker	المخازن	butikke	مَخزَن	N;INDF;FEM;PL	N;NOM;DEF;PL
butikker	المتاجر	butikke	مُتَأَجِّر	N;INDF;FEM;PL	N;NOM;DEF;PL
heat	الحراره	heat	حَرَارُه	N;INDF;NEUT;SG	
heat	هيت	heat	هيت	N;INDF;NEUT;SG	
heat	الحرارة	heat	حَرَارَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
warszawa	وارسو	warszawa	وارسو	N;INDF;MASC;SG	
sola	سولا	sol	سولا	N;DEF;FEM;SG	
soldat	الجندي	soldat	الجندي	N;INDF;MASC;SG	N;NOM;DEF;SG
soldat	الجندى	soldat	جُندِيّ	N;INDF;MASC;SG	
provinser	المحافظة	provinser	مُحَافَظَة	N;INDF;MASC;SG	N;NOM;DEF;SG
provinser	الاقليم	provinser	إِقلِيم	N;INDF;MASC;SG	
provinser	اقليم	provinser	اقليم	N;INDF;MASC;SG	
provinser	المقاطعة	provinser	مُقَاطَعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
provinser	محافظات	provinser	مُحَافِظَة	N;INDF;MASC;SG	N;NOM;INDF;PL
provinser	المحافظات	provinser	مُحَافِظَة	N;INDF;MASC;SG	N;NOM;DEF;PL
provinser	الاقاليم	provinser	أَقلَام	N;INDF;MASC;SG	
provinser	المقاطعات	provinser	مُقَاطَعَة	N;INDF;MASC;SG	N;NOM;DEF;PL
midtre	المنتصف	midtre	مُنتَصَف	ADJ;CMPR	N;NOM;DEF;SG
midtre	الوسط	midtre	وَسط	ADJ;CMPR	N;NOM;DEF;SG
midtre	وسط	midtre	وَسط	ADJ;CMPR	N;NOM;INDF;SG
final	النهائي	final	نِهَائِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
maskin	الة	maskin	آلَة	N;INDF;FEM;SG	
maskin	الالة	maskin	إِلَا	N;INDF;FEM;SG	N;NOM;DEF;SG
maskin	الماكينة	maskin	مَاكِينَة	N;INDF;FEM;SG	N;NOM;DEF;SG
maskin	ماكنة	maskin	مَاكِن	N;INDF;FEM;SG	
medlemskap	العضوية	medlemskap	عُضوِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
medlemskap	العضوية	medlemskap	عُضوِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
ukjente	مجهول	ukjenn	مَجهُول	ADJ;PL	ADJ;NOM;INDF;MASC;SG
fremtiden	مستقبل	fremtid	مُستَقبَل	N;DEF;MASC;SG	N;NOM;INDF;SG
