sony	sony	sony	sony	N;INDF;MASC;SG	PROPN;NOM
modificată	ändrat	modifica	ändra	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
modificată	ändrade	modifica	ändra	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
modificată	ändrad	modifica	ändra	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
modificată	ändrat	modifica	ändra	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
arakan	arakan	arakan	araka	PROPN	N;NOM;DEF;MASC+FEM;SG
definitivă	definitiv	definitiv	definitiv	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
definitivă	slutgiltiga	definitiv	slutgiltig	ADJ;INDF;FEM;SG	ADJ;NOM;PL
definitivă	slutgiltigt	definitiv	slutgiltig	ADJ;INDF;FEM;SG	ADV
rasa	släkte	rasă	släkte	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
rasa	ras	rasă	ras	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rasa	lopp	rasă	lopp	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
rasa	race	rasă	race	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
rasa	ras	rasă	ras	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rasa	tävla	rasă	tävla	N;DEF;FEM;SG	V;IMP;FIN;ACT
rasa	tävling	rasă	tävling	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
restaurarea	restaurering	restaurare	restaurering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
restaurarea	återställande	restaurare	återställande	N;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
restaurarea	återställning	restaurare	återställning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
restaurarea	återupprättande	restaurare	återupprättande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
cafenea	kafé	cafene	kafé	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
cafenea	cafe	cafene	cafe	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
cafenea	caféet	cafene	cafiet	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
cafenea	café	cafene	café	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
cafenea	kafé	cafene	kafé	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
cafenea	caféet	cafene	cafiet	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
cafenea	kaféet	cafene	kafi	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
cafenea	café	cafene	café	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
permanente	permanent	permanent	permanent	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
vizibilă	synlig	vizibil	synlig	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;SG
vizibilă	synligt	vizibil	synlig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
vizibilă	synliga	vizibil	synlig	ADJ;INDF;FEM;SG	ADJ;NOM;PL
asociație	föreningen	asociație	förening	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
asociație	förening	asociație	förening	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
asociație	association	asociație	association	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
index	förteckning	index	förteckning		N;NOM;INDF;MASC+FEM;SG
index	index	index	index		N;NOM;INDF;NEUT;SG
obișnuită	ordinarie	obișnuit	ordinarium	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obișnuită	vanliga	obișnuit	vanlig	ADJ;INDF;FEM;SG	ADJ;NOM;PL
moral	moral	moral	moral	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
moral	moraliska	moral	moralisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
kenneth	kenneth	kenneth	kenneth	PROPN	N;NOM;DEF;NEUT;SG
asigurări	försäkring	asigurare	försäkring	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
portughez	portugisiska	portughez	portugisisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
haiti	haiti	haiti	haiti	PROPN	N;NOM;INDF;NEUT;SG
sindromul	syndromet	sindrom	syndrom	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
sindromul	syndrom	sindrom	syndrom	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
locație	platsen	locație	plats	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
locație	läge	locație	läge	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
locație	plats	locație	plats	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
prezență	närvaro	prezență	närvaro	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
prezență	deltagande	prezență	deltagande	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
prezență	närvaro	prezență	närvaro	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
prezență	förekomst	prezență	förekomst	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
eugene	eugene	eugen	eugene	PROPN	PROPN;NOM
persan	persiska	persan	persisk	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
traseu	spår	traseu	spår	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
îmbunătățit	förbättrade	îmbunătăți	förbättrad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
îmbunătățit	förstärkta	îmbunătăți	förstärkta	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
vinde	sälja	vinde	sälja	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
vinde	sälj	vinde	sälj	V;IND;SG;3;PRS;FIN	N
atlantique	atlantique	atlantique	atlantique		N;NOM;INDF;MASC+FEM;SG
logic	logiska	logic	logisk	ADV	ADJ;NOM;PL
logic	logisk	logic	logisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
logic	logiskt	logic	logisk	ADV	ADJ;NOM;INDF;NEUT;SG
logic	logiken	logic	logik	ADV	N;NOM;DEF;MASC+FEM;SG
logic	logiska	logic	logisk	ADV	ADJ;NOM;PL
logic	logisk	logic	logisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
logic	logiskt	logic	logisk	ADV	ADJ;NOM;INDF;NEUT;SG
logic	logik	logic	logik	ADV	N;NOM;INDF;MASC+FEM;SG
precizie	noggrannhet	precizie	noggrannhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
precizie	precision	precizie	precision	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
precizie	noggrannhet	precizie	noggrannhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
precizie	exakthet	precizie	exakthet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
precizie	riktighet	precizie	riktighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
precizie	precision	precizie	precision	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
meyer	meyer	meyer	meyer	PROPN	PROPN;NOM
măsoară	åtgärd	măsura	åtgärd	V;IND;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
măsoară	mäta	măsura	mäta	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
măsoară	mät	măsura	mät	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
dom	kupolen	dom	kupol	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
dom	dom	dom	de	N;INDF;MASC;SG	PRO;NOM;DEF;PL
über	über	über	über	N;INDF;MASC;SG	V;IMP;FIN;ACT
lymantria	lymantria	lymantrie	lymantri	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
controlat	kontrolleras	controla	kontrollera	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
controlat	kontrollerade	controla	kontrollera	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
acționat	agerade	acționa	agera	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
acționat	handlat	acționa	handla	ADJ;INDF;MASC;SG	V;V.CVB;ACT
coleg	kollegan	coleg	kollegan	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
coleg	medarbetare	coleg	medarbetare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
express	uttrycka	express	uttrycka	N;INDF;MASC;SG	V;IMP;FIN;ACT
express	express	express	express	N;INDF;MASC;SG	PROPN;NOM
express	expressen	express	expresse	N;INDF;MASC;SG	PROPN;NOM
amt	amt	amt	amt		PROPN;NOM
baltice	baltic	baltic	baltic	ADJ;INDF;FEM;PL	PROPN;NOM
baltice	östersjön	baltic	östersjön	ADJ;INDF;FEM;PL	PROPN;NOM
mustafa	mustafa	mustafa	mustafa	PROPN	PROPN;NOM
ardere	förbränning	ardere	förbränning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ardere	brinnande	ardere	brinnande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
ardere	brinner	ardere	brinna	N;INDF;FEM;SG	V;IND;PRS;FIN;ACT
ardere	bränning	ardere	bränning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ardere	bränna	ardere	bränna	N;INDF;FEM;SG	V;IMP;FIN;ACT
ardere	brännande	ardere	brännande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
cost	kostnader	cost	kostnad	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
cost	kosta	cost	kosta	N;INDF;MASC;SG	V;IMP;FIN;ACT
modifică	ändra	modifica	ändra	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
boeing	boeing	boeing	boeing	N;INDF;MASC;SG	PROPN;NOM
întoarcere	retur	întoarcere	retur	N;INDF;FEM;SG	V;IMP;FIN;ACT
întoarcere	återkomst	întoarcere	återkomst	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
întoarcere	avkastning	întoarcere	avkastning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
întoarcere	återvända	întoarcere	återvända	N;INDF;FEM;SG	V;IMP;FIN;ACT
întoarcere	returnera	întoarcere	returnera	N;INDF;FEM;SG	V;IMP;FIN;ACT
cercetătorii	forskare	cercetător	forskare	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
peșteră	grotta	peșteră	grott	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
senat	senaten	sena	senat	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
gay	bögar	gay	bög	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
creta	kreta	creta	kreta	N;DEF;FEM;SG	PROPN;NOM
creta	krita	creta	krita	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
ming	ming	ming	jagga	PROPN	N;NOM;INDF;MASC+FEM;SG
montgomery	montgomery	montgomery	montgomery	PROPN	PROPN;NOM
egiptean	egyptiska	egiptean	egyptisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
egiptean	egyptier	egiptean	egypti	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
variabile	rörlig	variabilă	rörlig	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
variabile	variabeln	variabilă	variabel	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
variabile	variabel	variabilă	variabel	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
variabile	varierande	variabilă	variera	N;INDF;FEM;PL	ADJ;NOM;PRS;V.PTCP
variabile	variablerna	variabilă	variabl	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
mediterană	medelhavsområdet	mediteran	medelhavsområde	ADJ;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
mediterană	medelhavet	mediteran	medelhav	ADJ;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
metale	metall	metal	metall	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
metale	metal	metal	metal	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pană	fjädrar	pană	fjädra	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
pană	fjäder	pană	fjäda	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
bush	bush	bush	bush	PROPN	PROPN;NOM
bush	buske	bush	buske	PROPN	N;NOM;INDF;MASC+FEM;SG
standardele	standarder	standard	standard	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
standardele	normer	standard	norm	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
standardele	standards	standard	standard	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
daneză	danskt	daneză	danskt	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
daneză	dansk	daneză	dansk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
daneză	danska	daneză	dansk	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verticală	vertikala	vertical	vertikal	ADJ;INDF;FEM;SG	ADJ;NOM;PL
verticală	lodrätt	vertical	lodrätt	ADJ;INDF;FEM;SG	ADV
verticală	vertikal	vertical	vertikal	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verticală	vertikalt	vertical	vertikal	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
renunță	avbryta	renunța	avbryta	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
renunță	annullera	renunța	annullera	V;IND;SG;3;PST;FIN	V;IMP;NFIN;ACT
azerbaidjan	azerbajdzjan	azerbaidjan	azerbajdzjan	N;INDF;MASC;SG	PROPN;NOM
niveluri	nivåerna	nivel	nivå	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN;NOM
mantova	mantova	mantova	mantova	PROPN	PROPN;NOM
notat	noterade	nota	notera	ADJ;INDF;MASC;SG	V;IND;PST;V.PTCP;ACT
notat	noterades	nota	notera	ADJ;INDF;MASC;SG	V;IND;PST;FIN;PASS
notat	konstaterade	nota	konstatera	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
notat	noteras	nota	notera	ADJ;INDF;MASC;SG	V;NFIN;PASS
strategică	strategiska	strategic	strategisk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
strategică	strategisk	strategic	strategisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
strategică	strategiskt	strategic	strategisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
cambodgia	kambodjanska	cambodgie	kambodjansk	PROPN	ADJ;NOM;PL
cambodgia	kambodja	cambodgie	kambodja	PROPN	PROPN;NOM
pablo	pablo	pablo	pablo	PROPN	PROPN;NOM
morris	morris	morri	morris	PROPN	PROPN;NOM
lent	slow	lent	slow	ADV	N;NOM;INDF;MASC+FEM;SG
lent	långsam	lent	långsam	ADV	ADJ;NOM;INDF;MASC+FEM;SG
lent	sakta	lent	sakta	ADV	V;IMP;FIN;ACT
lent	långsamma	lent	långsam	ADV	ADJ;NOM;PL
cosma	cosma	cosm	cosma	PROPN	N;NOM;INDF;MASC+FEM;SG
prevăzută	förutsett	prevăzut	förutse	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
academice	akademisk	academic	akademisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
academice	akademiker	academic	akademik	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
academice	akademiskt	academic	akademisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
ice	is	ice	is		N;NOM;INDF;MASC+FEM;SG
ice	ice	ice	ice		N;NOM;INDF;MASC+FEM;SG
kate	kajsa	kate	kajsa		PROPN;NOM
kate	kate	kate	kate		PROPN;NOM
aurora	aurora	aurora	auror	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
maría	maría	marga	marga	PROPN	PROPN;NOM
oregon	oregon	oregon	oregon	PROPN	PROPN;NOM
bănci	banks	bancă	banks	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
bănci	bankerna	bancă	bank	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
restaurant	restaurangen	restaurant	restaurang	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
afectate	påverkad	afectat	påverka	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectate	berörd	afectat	berörd	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectate	drabbad	afectat	drabba	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectate	påverkat	afectat	påverka	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
afectate	påverkas	afectat	påverka	ADJ;INDF;FEM;PL	V;IND;PRS;FIN;PASS
pavia	pavia	pavia	pavia	N;DEF;FEM;SG	PROPN;NOM
structurile	strukturerna	structură	struktur	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
structurile	konstruktioner	structură	konstruktion	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
structurile	strukturer	structură	struktur	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
impuse	påtvingade	impune	påtvinga	V;IND;PL;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
impuse	påtvingat	impune	påtvinga	V;IND;PL;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
silezia	schlesiska	silezie	schlesisk	N;DEF;FEM;SG	ADJ;NOM;PL
silezia	schlesien	silezie	schlesien	N;DEF;FEM;SG	PROPN;NOM
uriaș	jätte	uriaș	jätte	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tabere	lägren	tabără	lägr	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
alma	alma	alm	alm	PROPN	PROPN;NOM
atribuie	tilldela	atribui	tilldela	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
formulă	formula	formulă	formul	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
formulă	formel	formulă	formel	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kentucky	kentucky	kentucky	kentucky	PROPN	PROPN;NOM
indicat	indikerade	indica	indikera	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
mărfuri	frakt	marfă	frakt	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
mărfuri	last	marfă	last	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
mărfuri	gods	marfă	god	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
mărfuri	gods	marfă	god	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
grâu	vete	grâu	vete		N;NOM;INDF;NEUT;SG
cuantică	quantum	cuantic	quantum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
văzute	sett	văzut	se	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
văzute	sedd	văzut	sedd	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
văzute	visade	văzut	visa	ADJ;INDF;FEM;PL	V;IND;PST;FIN;ACT
văzute	visad	văzut	visa	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
văzute	visat	văzut	visa	ADJ;INDF;FEM;PL	V;V.CVB;ACT
walt	walt	walt	walt	PROPN	PROPN;NOM
dublin	kungälv	dublin	kungälv	PROPN	PROPN;NOM
dublin	dublin	dublin	dublin	PROPN	PROPN;NOM
ball	bal	ball	bal	PROPN	N;NOM;INDF;MASC+FEM;SG
ball	ball	ball	ball	PROPN	N;NOM;INDF;MASC+FEM;SG
ball	boll	ball	boll	PROPN	N;NOM;INDF;MASC+FEM;SG
rusesc	ryss	rusesc	ryss	ADV	N;NOM;INDF;MASC+FEM;SG
rusesc	ryskt	rusesc	rysk	ADV	ADJ;NOM;INDF;NEUT;SG
rusesc	rysk	rusesc	rysk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
rusesc	ryska	rusesc	rysk	ADV	N;NOM;INDF;MASC+FEM;SG
concepte	koncept	concept	koncept	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
padova	padua	padova	padua	PROPN	PROPN;NOM
echivalentul	motsvarande	echivalent	motsvarande	N;DEF;MASC;SG	ADJ;NOM;PRS;V.PTCP
echivalentul	likvärdigt	echivalent	likvärdig	N;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
echivalentul	likvärdiga	echivalent	likvärdig	N;DEF;MASC;SG	ADJ;NOM;PL
echivalentul	likvärdig	echivalent	likvärdig	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
echivalentul	ekvivalent	echivalent	ekvivalent	N;DEF;MASC;SG	N;NOM;INDF;NEUT;PL
plovdiv	plovdiv	plovdiv	plovdiv	PROPN	PROPN;NOM
participanții	deltagare	participant	deltagare	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
participanții	deltagarna	participant	deltagare	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
mandate	mandat	manda	manda	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
mandate	mandaten	manda	mandat	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
morminte	graves	mormânt	grav	N;INDF;FEM;PL	PROPN;NOM
potențialul	potentiella	potențial	potentiell	N;DEF;MASC;SG	ADJ;NOM;PL
potențialul	potential	potențial	potential	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
potențialul	potentiell	potențial	potentiell	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
potențialul	potentiellt	potențial	potentiell	N;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
exactă	exakta	exact	exakt	ADJ;INDF;FEM;SG	ADJ;NOM;PL
exactă	exakt	exact	exakt	ADJ;INDF;FEM;SG	ADV
horror	fasa	horror	fasa	N;INDF;MASC;SG	V;IMP;FIN;ACT
vizibile	synlig	vizibil	synlig	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;SG
vizibile	synligt	vizibil	synlig	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
uss	uss	uss	uss	PROPN	PROPN;NOM
duminica	söndagar	duminică	söndag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
duminica	söndagarna	duminică	söndagare	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;PL
duminica	söndag	duminică	söndag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
duminica	söndags	duminică	söndag	N;DEF;FEM;SG	N;GEN;INDF;MASC+FEM;SG
srl	llc	srl	llc		PROPN;NOM
srl	ltd	srl	ltd		PROPN;NOM
împiedicat	hindrade	împiedica	hindra	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
împiedicat	förhindrade	împiedica	förhindrad	ADJ;INDF;MASC;SG	V;IND;PST;V.PTCP;ACT
împiedicat	förhindras	împiedica	förhindra	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
materia	materia	materie	materi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
persia	persien	persie	persien	N;DEF;FEM;SG	PROPN;NOM
elementare	elementär	elementar	elementär	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
christina	christina	christina	christin	N;DEF;FEM;SG	PROPN;NOM
arhipelagul	skärgården	arhipelag	skärgård	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
arhipelagul	skärgård	arhipelag	skärgård	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
succesiunea	följd	succesiune	följd	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
protocol	protokollet	protocol	protokoll	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
update	uppdatera	upda	uppdatera	N;INDF;FEM;PL	V;IMP;FIN;ACT
update	uppdatering	upda	uppdatering	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
execută	kör	executa	köra	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
execută	utför	executa	utföra	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
execută	avrätta	executa	avrätta	V;IND;SG;3;PST;FIN	V;IMP;NFIN;ACT
ecuador	ecuador	ecuador	ecuador	PROPN	PROPN;NOM
kenya	kenya	kenya	kenya	PROPN	PROPN;NOM
îngropat	begravda	îngropa	begravd	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
îngropat	begravt	îngropa	begravd	ADJ;INDF;MASC;SG	V;V.CVB;ACT
îngropat	begraven	îngropa	begraven	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
îngropat	begravde	îngropa	begravd	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
biblie	bibel	biblie	bibel	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
biblie	bibeln	biblie	bibel	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
fabricat	tillverkas	fabrica	tillverka	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
fabricat	tillverkade	fabrica	tillverkad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
durere	smärta	durere	smärta	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
durere	pain	durere	pain	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
durere	smärtor	durere	smärtor	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
durere	värk	durere	värk	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
recomandat	rekommenderas	recomandat	rekommendera	ADJ;INDF;MASC;SG	V;IND;NFIN;PASS
recomandat	rekommenderade	recomandat	rekommenderad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
lucrând	fungerande	lucra	fungerande	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
taiwan	taiwan	taiwan	taiwa	PROPN	PROPN;NOM
taiwan	taiwanesiska	taiwan	taiwanesisk	PROPN	N;NOM;INDF;MASC+FEM;SG
dramatică	dramatiskt	dramatic	dramatisk	ADJ;INDF;FEM;SG	ADV
dramatică	dramatik	dramatic	dramatik	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dramatică	dramatisk	dramatic	dramatisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
dramatică	dramatiska	dramatic	dramatisk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
populată	befolkade	populat	befolka	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
tereza	teresa	tereza	teresa	N;DEF;FEM;SG	PROPN;NOM
tereza	theresa	tereza	theresa	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
culex	culex	culex	culex		N;NOM;INDF;MASC+FEM;SG
semifinale	semifinalen	semifinal	semifinal	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
semifinale	semifinalen	semifinal	semifinal	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
semifinale	semifinal	semifinal	semifinal	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
