johannes	johannes	johanne	johannes	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
ierobežot	omejitev	ierobežot	omejitev	V;POS;NFIN	N;NOM;FEM;SG
ierobežot	meja	ierobežot	meja	V;POS;NFIN	N;NOM;FEM;SG
briselē	bruselj	brisele	bruselj	N;ESS;FEM;SG	PROPN;NOM;MASC;SG
vagoni	vagone	vagons	vagona	N;NOM;MASC;PL	N;ACC;MASC;PL
vagoni	vagonov	vagons	vagon	N;NOM;MASC;PL	N;GEN;MASC;PL
vagoni	trenerjev	vagons	trener	N;NOM;MASC;PL	N;GEN;MASC;PL
klauss	klaus	klauss	klaus	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
reālā	resnično	reāls	resnično	ADJ;NOM;FEM;SG	ADV
imagesize	imagesize	imagesize	imagesiza	N;NOM;FEM;SG	
sasniegta	dosežen	sasniegt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
sasniegta	dosežena	sasniegt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
sasniegta	doseženo	sasniegt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sasniegta	dosežene	sasniegt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
sasniegta	dosežene	sasniegt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
sasniegta	dosežen	sasniegt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
sasniegta	dosežena	sasniegt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
sasniegta	doseženo	sasniegt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sasniegta	doseženi	sasniegt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
krustā	križan	krusts	križan	N;ESS;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
krustā	križali	krusts	križati	N;ESS;MASC;SG	V;MASC;PL;V.PTCP
porcelāna	porcelan	porcelāns	porcelan	N;GEN;MASC;SG	N;NOM;MASC;SG
traģēdija	tragedije	traģēdija	tragedija	N;NOM;FEM;SG	N;NOM;FEM;PL
traģēdija	tragedijo	traģēdija	tragedija	N;NOM;FEM;SG	N;ACC;FEM;SG
nākotni	prihodnje	Nākotne	prihodnji	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
nākotni	bodoči	Nākotne	bodoč	N;ACC;FEM;SG	ADJ;NOM;MASC;PL
nākotni	bodočnost	Nākotne	bodočnost	N;ACC;FEM;SG	N;NOM;FEM;SG
nākotni	prihodnosti	Nākotne	prihodnost	N;ACC;FEM;SG	N;GEN;FEM;SG
nākotni	prihodnost	Nākotne	prihodnost	N;ACC;FEM;SG	N;NOM;FEM;SG
rakstnieki	pisateljev	rakstnieks	pisatelj	N;NOM;MASC;PL	N;GEN;MASC;PL
bruņotajiem	oboroženi	bruņots	oborožen	ADJ;DAT;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
bruņotajiem	oborožena	bruņots	oborožen	ADJ;DAT;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
bruņotajiem	oborožen	bruņots	oborožen	ADJ;DAT;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
bruņotajiem	oborožene	bruņots	oborožen	ADJ;DAT;MASC;PL	ADJ;NOM;FEM;PL;V.PTCP
izcils	odlično	izcils	odlično	ADJ;NOM;MASC;SG	ADV
auduma	tkanine	audums	tkanina	N;GEN;MASC;SG	N;NOM;FEM;PL
auduma	tkanino	audums	tkanina	N;GEN;MASC;SG	N;ACC;FEM;SG
stabilitāti	obstojnost	stabilitāte	obstojnost	N;ACC;FEM;SG	N;NOM;FEM;SG
stabilitāti	stabilnost	stabilitāte	stabilnost	N;ACC;FEM;SG	N;NOM;FEM;SG
stunda	uro	stunda	ura	N;NOM;FEM;SG	N;ACC;FEM;SG
stunda	urice	stunda	urica	N;NOM;FEM;SG	N;NOM;FEM;PL
skulptūru	kip	skulptūra	kip	N;ACC;FEM;SG	N;NOM;MASC;SG
skulptūru	kipi	skulptūra	kipa	N;ACC;FEM;SG	N;NOM;MASC;PL
skulptūru	skulpture	skulptūra	skulptura	N;ACC;FEM;SG	N;NOM;FEM;PL
skulptūru	kipi	skulptūra	kipa	N;ACC;FEM;SG	N;NOM;MASC;PL
edu	edu	eda	ed	V;FH;IND;SG;1;POS;PRS;FIN;ACT	N;NOM;MASC;SG
burgundijas	bourgogne	burgundija	bourgogen	N;NOM;FEM;PL	
identitātes	identitet	identitāte	identitet	N;NOM;FEM;PL	N;NOM;FEM;SG
identitātes	identiteta	identitāte	identiteta	N;NOM;FEM;PL	N;NOM;FEM;SG
identitātes	identiteto	identitāte	identiteta	N;NOM;FEM;PL	N;ACC;FEM;SG
identitātes	identiteta	identitāte	identiteta	N;NOM;FEM;PL	N;NOM;FEM;SG
piemin	omenjen	pieminēt	omenjen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
piemin	omembe	pieminēt	omemba	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;FEM;PL
ekspozīcija	izpostavljenosti	ekspozīcija	izpostavljenost	N;NOM;FEM;SG	N;GEN;FEM;SG
minimālā	minimalno	minimāls	minimalno	ADJ;NOM;FEM;SG	ADV
minimālā	najmanj	minimāls	najmanj	ADJ;NOM;FEM;SG	ADV;RL
minimālā	najmanjša	minimāls	majhen	ADJ;NOM;FEM;SG	ADJ;NOM;RL;FEM;SG
jēga	pomeni	jēga	pomeniti	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
jēga	smiselno	jēga	smiseln	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
paraugi	modelov	paraugs	model	N;NOM;MASC;PL	N;GEN;MASC;PL
paraugi	osebkov	paraugs	osebek	N;NOM;MASC;PL	N;GEN;MASC;PL
paraugi	vzorce	paraugs	vzorec	N;NOM;MASC;PL	N;ACC;MASC;PL
paraugi	vzorcev	paraugs	vzorec	N;NOM;MASC;PL	N;GEN;MASC;PL
paraugi	vzorca	paraugs	vzorec	N;NOM;MASC;PL	N;NOM;MASC;SG
smith	smith	smith	smit		N;NOM;MASC;SG
desmiti	ducat	desmits	ducat	NUM;NOM;MASC;PL	N;NOM;MASC;SG
benz	benz	benz	benz		PROPN;NOM;MASC;SG
pframe	pframe	pframe	pfram		
sulas	sokove	sula	sok	N;NOM;FEM;PL	N;ACC;MASC;PL
sulas	sokov	sula	sok	N;NOM;FEM;PL	N;GEN;MASC;PL
sulas	juice	sula	juice	N;NOM;FEM;PL	N;NOM;MASC;SG
sulas	sok	sula	sok	N;NOM;FEM;PL	N;NOM;MASC;SG
sulas	soka	sula	sok	N;NOM;FEM;PL	N;GEN;MASC;SG
klusais	pacific	kluss	pacifica	ADJ;NOM;MASC;SG	
klusais	pacifik	kluss	pacifik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
teroristu	terorist	terorists	terorist	N;ACC;MASC;SG	N;NOM;MASC;SG
teroristu	terorističnih	terorists	terorističen	N;ACC;MASC;SG	ADJ;GEN;MASC;PL
teroristu	teroristični	terorists	terorističen	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
teroristu	teroristična	terorists	terorističen	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
ciematu	vasi	ciemats	vas	N;ACC;MASC;SG	N;GEN;FEM;SG
ciematu	vasica	ciemats	vasica	N;ACC;MASC;SG	N;NOM;FEM;SG
akadēmiskais	akademske	akadēmisks	akademski	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
korupcijas	korupcija	korupcija	korupcija	N;NOM;FEM;PL	N;NOM;FEM;SG
korupcijas	korupciji	korupcija	korupcija	N;NOM;FEM;PL	N;NOM;FEM;SG
korupcijas	korupcijo	korupcija	korupcija	N;NOM;FEM;PL	N;ACC;FEM;SG
krēpes	mane	krēpe	jaz	N;NOM;FEM;PL	N;NOM;MASC;SG
dārzkopības	vrtnarstvo	dārzkopība	vrtnarstvo	N;NOM;FEM;PL	N;NOM;NEUT;SG
dārzkopības	vrtnarjenje	dārzkopība	vrtnarjenje	N;NOM;FEM;PL	N;NOM;NEUT;SG
valdījumā	obsedenost	valdījums	obsedenost	N;ESS;MASC;SG	N;NOM;FEM;SG
valdījumā	posest	valdījums	posest	N;ESS;MASC;SG	N;NOM;FEM;SG
valdījumā	posedovanje	valdījums	posedovanje	N;ESS;MASC;SG	N;NOM;NEUT;SG
indiana	indiana	indiana	indian	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
civilizācija	civilizacijo	civilizācija	civilizacija	N;NOM;FEM;SG	N;ACC;FEM;SG
civilizācija	civilizacije	civilizācija	civilizacija	N;NOM;FEM;SG	N;NOM;FEM;PL
civilizācija	civilizacijo	civilizācija	civilizacija	N;NOM;FEM;SG	N;ACC;FEM;SG
civilizācija	civilizacije	civilizācija	civilizacija	N;NOM;FEM;SG	N;NOM;FEM;PL
atslēga	ključno	atslēgt	ključen	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
skaistas	čudovita	skaista	čudovit	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
skaistas	prelepi	skaista	prelep	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
skaistas	prelepe	skaista	prelep	ADJ;NOM;FEM;PL	N;NOM;FEM;PL
skaistas	lepa	skaista	lep	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
skaistas	lepa	skaista	lep	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
cietā	trdni	cieta	trden	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
cietā	trdne	cieta	trden	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
cietā	trdno	cieta	trdno	ADJ;NOM;FEM;SG	ADV
pagalmā	dvorišče	pagalms	dvorišče	N;ESS;MASC;SG	N;NOM;NEUT;SG
sekunžu	sekunde	sekunda	sekunda	N;ACC;MASC;SG	N;NOM;FEM;PL
sekunžu	sekund	sekunda	sekunda	N;ACC;MASC;SG	N;GEN;FEM;PL
sekunžu	sekundah	sekunda	sekunda	N;ACC;MASC;SG	N;ESS;FEM;PL
ivo	ivo	ivo	ivo	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
slovēņu	slovenščina	slovēns	slovenščina	N;ACC;FEM;PL	N;NOM;FEM;SG
slovēņu	slovensko	slovēns	slovenski	N;ACC;FEM;PL	ADJ;NOM;NEUT;SG
slovēņu	slovenska	slovēns	slovenski	N;ACC;FEM;PL	ADJ;NOM;FEM;SG
slovēņu	slovenskega	slovēns	slovenski	N;ACC;FEM;PL	ADJ;GEN;NEUT;SG
slovēņu	slovenski	slovēns	slovenski	N;ACC;FEM;PL	ADJ;NOM;DEF;MASC;SG
spriedumu	sodba	spriedums	sodba	N;ACC;MASC;SG	N;NOM;FEM;SG
spriedumu	presoja	spriedums	presoja	N;ACC;MASC;SG	N;NOM;FEM;SG
varonību	junaštvo	varonība	junaštvo	N;ACC;FEM;SG	N;NOM;NEUT;SG
varonību	junaštva	varonība	junaštvo	N;ACC;FEM;SG	N;NOM;NEUT;PL
izņēmumi	izključitev	izņēmums	izključitev	N;NOM;MASC;PL	N;NOM;FEM;SG
konstante	stalno	konstante	stalno	N;NOM;FEM;SG	ADV
motīvi	motivi	motīvi	motiv	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
motīvi	motive	motīvi	motiv	ADJ;NOM;MASC;PL	N;ACC;MASC;PL
motīvi	motivi	motīvi	motiv	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
saglabāta	rešen	saglabāt	rešen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
saglabāta	rešeno	saglabāt	rešen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
saglabāta	shranjeno	saglabāt	shranjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
saglabāta	rešena	saglabāt	rešen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
saglabāta	shranjena	saglabāt	shranjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
intensitātes	intenzivnosti	intensitāte	intenzivnost	N;NOM;FEM;PL	N;GEN;FEM;SG
skautu	skavt	skauts	skavt	N;ACC;MASC;SG	N;NOM;MASC;SG
skautu	scout	skauts	scout	N;ACC;MASC;SG	N;NOM;MASC;SG
skautu	izvidnik	skauts	izvidnik	N;ACC;MASC;SG	N;NOM;MASC;SG
atkārtot	ponovitev	atkārtot	ponovitev	V;POS;NFIN	N;NOM;FEM;SG
paulu	paulo	pauls	paula	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
mīksts	mehke	mīksts	mehek	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
kampaņa	kampanje	kampaņa	kampanja	N;NOM;FEM;SG	N;NOM;FEM;PL
kampaņa	kampanjo	kampaņa	kampanja	N;NOM;FEM;SG	N;ACC;FEM;SG
slikta	ubogi	slikta	ubog	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
slikta	revni	slikta	reven	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
slikta	hudo	slikta	hudo	ADJ;NOM;FEM;SG	ADV
slikta	slabo	slikta	slabo	ADJ;NOM;FEM;SG	ADV
slikta	bad	slikta	bada	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG
netieši	posredne	netieši	posreden	ADV	ADJ;NOM;FEM;PL
netieši	posredna	netieši	posreden	ADV	ADJ;NOM;FEM;SG
pelēkās	sivo	pelēka	siv	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
pelēkās	sivi	pelēka	siv	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
pelēkās	grey	pelēka	grey	ADJ;NOM;FEM;PL	
pelēkās	siva	pelēka	siv	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
rafaels	rafael	rafaels	rafaeti	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
lūkas	loputo	lūka	loput	N;NOM;FEM;PL	N;ACC;FEM;SG
lūkas	loputa	lūka	loput	N;NOM;FEM;PL	N;NOM;FEM;SG
tipiska	tipično	tipiska	tipično	ADJ;NOM;FEM;SG	ADV
viedokļi	ogledov	viedoklis	ogled	N;NOM;MASC;PL	N;GEN;MASC;SG
ternopiļas	ternopil	ternopila	ternopiti	N;NOM;FEM;PL	N;NOM;MASC;SG
pole	pole	pole	poledati	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
pole	drog	pole	droga	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
pole	tečaj	pole	tečaj	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
spējīgi	zmožen	spējīgs	zmožen	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
spējīgi	sposoben	spējīgs	sposoben	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
jaunība	mladosti	jaunība	mladost	N;NOM;FEM;SG	N;GEN;FEM;SG
sat	sedeli	sat	sedeti		V;IPFV;MASC;PL;V.PTCP
sat	sedela	sat	sedeti		V;IPFV;FEM;SG;V.PTCP
sat	sedel	sat	sedeti		V;IPFV;MASC;SG;V.PTCP
sat	sat	sat	sat		N;NOM;MASC;SG
emi	emi	emīt	emi		PROPN;NOM;MASC;SG
rezervē	rezerva	rezerve	rezerva	V;FH;IND;SG;2;POS;PRS;FIN;ACT	N;NOM;FEM;SG
rezervē	rezervo	rezerve	rezerva	V;FH;IND;SG;2;POS;PRS;FIN;ACT	N;ACC;FEM;SG
rezervē	rezerve	rezerve	rezerva	V;FH;IND;SG;2;POS;PRS;FIN;ACT	N;NOM;FEM;PL
serbijā	srbija	serbija	srbija	N;ESS;FEM;SG	N;NOM;FEM;SG
serbijā	srbije	serbija	srbeti	N;ESS;FEM;SG	N;NOM;FEM;PL
serbijā	srbijo	serbija	srbeti	N;ESS;FEM;SG	N;ACC;FEM;SG
pārvarēt	premagovanje	pārvarēt	premagovanje	V;POS;NFIN	N;NOM;NEUT;SG
pārvarēt	premagovanje	pārvarēt	premagovanje	V;POS;NFIN	N;NOM;NEUT;SG
apvienots	kombinirano	apvienot	kombiniran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
apvienots	kombinirana	apvienot	kombiniran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
apvienots	združeni	apvienot	združen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
apvienots	združena	apvienot	združen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
viesis	gost	viesis	gost	N;NOM;MASC;SG	
limited	omejena	limited	omejen		ADJ;NOM;FEM;SG;V.PTCP
limited	omejene	limited	omejen		ADJ;NOM;FEM;PL;V.PTCP
limited	omejen	limited	omejen		ADJ;NOM;INDF;MASC;SG;V.PTCP
limited	omejeno	limited	omejen		ADJ;NOM;NEUT;SG;V.PTCP
limited	omejeni	limited	omejen		ADJ;NOM;MASC;PL;V.PTCP
ētika	etiko	ētikt	etika	N;NOM;FEM;SG	N;ACC;FEM;SG
ētika	etična	ētikt	etičen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
aspekti	vidike	aspekts	vidik	N;NOM;MASC;PL	N;ACC;MASC;PL
panama	panama	panams	panam	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
panama	panami	panams	pana	PROPN;NOM;FEM;SG	N;DAT;FEM;PL
migrācija	migracije	migrācija	migracija	N;NOM;FEM;SG	N;NOM;FEM;PL
dzīvokļu	apartmaji	dzīvoklis	apartmaj	N;GEN;MASC;PL	N;NOM;MASC;PL
dzīvokļu	stanovanja	dzīvoklis	stanovanje	N;GEN;MASC;PL	N;NOM;NEUT;PL
atkarīgi	odvisni	atkarīgi	odvisen	ADV	ADJ;NOM;MASC;PL
atkarīgi	odvisen	atkarīgi	odvisen	ADV	ADJ;NOM;INDF;MASC;SG
tvaiku	hlapi	tvaika	hlapa	N;ACC;MASC;SG	N;NOM;MASC;PL
tvaiku	hlapov	tvaika	hlap	N;ACC;MASC;SG	N;GEN;MASC;PL
tvaiku	pare	tvaika	para	N;ACC;MASC;SG	N;NOM;FEM;PL
tvaiku	para	tvaika	par	N;ACC;MASC;SG	N;NOM;MASC;SG
fidži	fidži	fidži	fidža		N;NOM;MASC;SG
ēnā	senca	ēna	senca	N;ESS;FEM;SG	N;NOM;FEM;SG
ēnā	senci	ēna	senca	N;ESS;FEM;SG	N;DAT;FEM;SG
ēnā	senco	ēna	senca	N;ESS;FEM;SG	N;ACC;FEM;SG
ēnā	odtenek	ēna	odtenek	N;ESS;FEM;SG	N;NOM;MASC;SG
coca	coca	coca	coca	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
goes	gre	goes	iti		V;IND;SG;3;PRS;FIN
trūkumi	pomanjkljivosti	trūkums	pomanjkljivost	N;NOM;MASC;PL	N;GEN;FEM;SG
trūkumi	šibkosti	trūkums	šibkost	N;NOM;MASC;PL	N;GEN;FEM;PL
trūkumi	pomanjkljivosti	trūkums	pomanjkljivost	N;NOM;MASC;PL	N;GEN;FEM;SG
trūkumi	pomanjkljivosti	trūkums	pomanjkljivost	N;NOM;MASC;PL	N;GEN;FEM;SG
līdzsvaru	ravnotežje	līdzsvars	ravnotežje	N;ACC;MASC;SG	N;NOM;NEUT;SG
līdzsvaru	ravnovesje	līdzsvars	ravnovesje	N;ACC;MASC;SG	N;NOM;NEUT;SG
līdzsvaru	tehtnica	līdzsvars	tehtnica	N;ACC;MASC;SG	N;NOM;FEM;SG
līdzsvaru	bilanca	līdzsvars	bilanec	N;ACC;MASC;SG	N;NOM;FEM;SG
konstitūcijā	ustava	konstitūcija	ustava	N;ESS;FEM;SG	N;NOM;FEM;SG
interwiki	interwiki	interviks	interwika		N;NOM;MASC;SG
visaugstākā	najvišjo	augsta	visok	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;RL;NEUT;SG
visaugstākā	najvišje	augsta	visok	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;RL;NEUT;SG
visaugstākā	najvišji	augsta	visok	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;RL;MASC;SG
visaugstākā	najvišja	augsta	visok	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;RL;FEM;SG
astotais	osmi	astots	osmi	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;PL
astotais	eighth	astots	eighth	ADJ;NOM;DEF;MASC;SG	
astotais	osmo	astots	osmi	ADJ;NOM;DEF;MASC;SG	ADJ;ACC;NEUT;SG
bagātību	bogastvo	bagātība	bogastvo	N;ACC;FEM;SG	N;NOM;NEUT;SG
inovāciju	inovativnost	inovācija	inovativnost	N;ACC;FEM;SG	N;NOM;FEM;SG
inovāciju	inovacije	inovācija	inovacija	N;ACC;FEM;SG	N;NOM;FEM;PL
inovāciju	inovacij	inovācija	inovacija	N;ACC;FEM;SG	N;GEN;FEM;PL
grunts	spodaj	grunts	spodaj	N;NOM;MASC;SG	ADV
tumšs	temni	tumšs	temen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
tumšs	temno	tumšs	temno	ADJ;NOM;MASC;SG	ADV
investīcijas	vlaganje	investīcija	vlaganje	N;NOM;FEM;PL	N;NOM;NEUT;SG
investīcijas	naložba	investīcija	naložba	N;NOM;FEM;PL	N;NOM;FEM;SG
pārbauda	preverjanje	pārbaudīt	preverjanje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
pārbauda	preverjanje	pārbaudīt	preverjanje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
pārbauda	preverite	pārbaudīt	prevrit	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
ženēvā	ženevi	ženēvs	ženeva	PROPN;ESS;FEM;SG	N;NOM;FEM;SG
patiesība	res	patiesība	res	N;NOM;FEM;SG	ADV
patiesība	resnično	patiesība	resnično	N;NOM;FEM;SG	ADV
patiesība	resnična	patiesība	resničen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
patiesība	resnico	patiesība	resnica	N;NOM;FEM;SG	N;ACC;FEM;SG
patiesība	resnice	patiesība	resnica	N;NOM;FEM;SG	N;NOM;FEM;PL
ieņēmumi	dohodek	ieņēmums	dohodek	N;NOM;MASC;PL	N;NOM;MASC;SG
ieņēmumi	dohodka	ieņēmums	dohodek	N;NOM;MASC;PL	N;GEN;MASC;SG
ieņēmumi	prihodek	ieņēmums	prihodek	N;NOM;MASC;PL	N;NOM;MASC;SG
ieņēmumi	prihodek	ieņēmums	prihodek	N;NOM;MASC;PL	N;NOM;MASC;SG
iegūšana	ekstrakcijo	iegūšana	ekstrakcija	N;NOM;FEM;SG	N;ACC;FEM;SG
dārzi	vrtovih	dārzs	vrt	N;NOM;MASC;PL	N;ESS;MASC;PL
dārzi	vrtov	dārzs	vrt	N;NOM;MASC;PL	N;GEN;MASC;PL
dārzi	vrtove	dārzs	vrt	N;NOM;MASC;PL	N;ACC;MASC;PL
statujas	kipe	statuties	kipa	N;NOM;FEM;PL	N;ACC;MASC;PL
bordo	bordeaux	bords	bordeaux	PROPN	PROPN;NOM;MASC;SG
bordo	burgundy	bords	burgundy	PROPN	N;NOM;MASC;SG
atļauta	pooblaščeni	atļaut	pooblaščen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atļauta	dovoljeno	atļaut	dovoljen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atļauta	dovoljen	atļaut	dovoljen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atļauta	dovoljeno	atļaut	dovoljen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atļauta	dovoljen	atļaut	dovoljen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atļauta	dovoljeno	atļaut	dovoljen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atļauta	dovoljen	atļaut	dovoljen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
trešdaļas	tretjini	trešdaļa	tretjina	N;NOM;FEM;PL	N;NOM;FEM;SG
lada	lada	ladīt	lada	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
saņemšanas	prejem	saņemšana	prejem	N;NOM;FEM;PL	N;NOM;MASC;SG
veikala	prodajalna	veikals	prodajalna	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
veikala	shop	veikals	shop	N;GEN;MASC;SG	N;NOM;MASC;SG
veikala	trgovino	veikals	trgovina	N;GEN;MASC;SG	N;ACC;FEM;SG
veikala	trgovina	veikals	trgovina	N;GEN;MASC;SG	N;NOM;FEM;SG
zinu	zee	zināt	zee	V;FH;IND;SG;1;POS;PRS;FIN;ACT	
taizemes	tajska	taizeme	tajski	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
taizemes	tajsko	taizeme	tajski	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
taizemes	tajski	taizeme	tajski	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
pērtiķi	opic	pērtiķis	opica	N;NOM;MASC;PL	N;GEN;MASC;SG
apvienošanos	združitve	apvienošanās	združitev	N;ACC;FEM;SG	N;NOM;FEM;PL
apvienošanos	združitev	apvienošanās	združitev	N;ACC;FEM;SG	N;NOM;FEM;SG
pārbaudi	preveri	pārbaude	preveriti	N;ACC;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
pārbaudi	preveriti	pārbaude	preveriti	N;ACC;FEM;SG	V;PFV;NFIN
pārbaudi	preverjanje	pārbaude	preverjanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
pārbaudi	preverite	pārbaude	prevrit	N;ACC;FEM;SG	V;PFV;IMP;PL;2;FIN
benzola	benzen	benzols	benzen	N;GEN;MASC;SG	N;NOM;MASC;SG
slavenais	znani	slavenais	znan	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
gatavi	pripravljena	gatavs	pripravljen	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
gatavi	pripravljen	gatavs	pripravljen	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
amerika	ameriki	amerika	amerika	N;NOM;FEM;SG	N;DAT;FEM;SG
amerika	ameriko	amerika	amerika	N;NOM;FEM;SG	N;ACC;FEM;SG
matricu	matrica	matrica	matrica	N;ACC;FEM;SG	N;NOM;FEM;SG
matricu	matrika	matrica	matrik	N;ACC;FEM;SG	N;NOM;FEM;SG
