ivar	ivar	ivar	ivara		
rasende	besen	rasende	besen	ADJ	N;NOM;MASC;SG
edwards	edwards	edwards	edwards		PROPN;NOM;MASC;SG
bær	jagode	bære	jagoda	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
bær	berry	bære	berry	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
pagasts	župnijo	pagasts	župen	ADJ;INDF;MASC+FEM;SG	N;ACC;FEM;SG
omgivelserne	okolico	omgivelse	okolica	N;DEF;MASC+FEM;PL	N;ACC;FEM;SG
omgivelserne	okolica	omgivelse	okolica	N;DEF;MASC+FEM;PL	N;NOM;FEM;SG
blande	mix	blande	mix	V;NFIN;ACT	
blande	mešanica	blande	mešanica	V;NFIN;ACT	N;NOM;FEM;SG
blande	mešanje	blande	mešanje	V;NFIN;ACT	N;NOM;NEUT;SG
redskab	orodja	redskab	orodje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
redir	redir	redir	redir		
vellykket	uspešno	vellykket	uspešno	ADJ;INDF;SG	ADV
vellykket	uspešni	vellykket	uspešen	ADJ;INDF;SG	ADJ;NOM;MASC;PL
vellykket	uspešno	vellykket	uspešno	ADJ;INDF;SG	ADV
borte	odšel	borte	oditi	ADV	V;PFV;MASC;SG;V.PTCP
psykologisk	psihološko	psykologisk	psihološki	ADV	ADJ;NOM;NEUT;SG
psykologisk	psihološki	psykologisk	psihološki	ADV	ADJ;NOM;MASC;SG
psykologisk	psihološka	psykologisk	psihološki	ADV	ADJ;NOM;FEM;SG
psykologisk	psihološko	psykologisk	psihološki	ADV	ADJ;NOM;NEUT;SG
stjålet	ukradli	stjæle	ukrasti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
stjålet	ukradeno	stjæle	ukraden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
stjålet	ukradeni	stjæle	ukraden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
stjålet	ukraden	stjæle	ukraden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
stjålet	ukradena	stjæle	ukraden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
stjålet	ukradene	stjæle	ukraden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
variable	spremenljivka	variable	spremenljivka	ADJ;PL	N;NOM;FEM;SG
variable	spremenljivo	variable	spremenljivo	ADJ;PL	ADJ;NOM;NEUT;SG
variable	spremenljiva	variable	spremenljiv	ADJ;PL	ADJ;NOM;FEM;SG
variable	spremenljivke	variable	spremenljivka	ADJ;PL	N;NOM;FEM;PL
gejstlige	duhovščina	gejstlig	duhovščina	ADJ;PL	N;NOM;FEM;SG
flying	leteči	flying	leteč		ADJ;NOM;MASC;SG;V.PTCP
flying	letenje	flying	letenje		N;NOM;NEUT;SG
bradley	bradley	bradley	bradley		PROPN;NOM;MASC;SG
woods	gozdovi	woods	gozd		N;NOM;MASC;PL
woods	gozda	woods	gozd		N;GEN;MASC;SG
woods	woods	woods	woods		PROPN;NOM;MASC;SG
woods	gozd	woods	gozd		N;NOM;MASC;SG
indian	indijansko	indian	indijansko	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
indian	indijsko	indian	indijski	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
indian	indijski	indian	indijski	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
indian	indijska	indian	indijski	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ligheder	podobnosti	lighed	podobnost	N;INDF;MASC+FEM;PL	N;GEN;FEM;SG
ligheder	podobnost	lighed	podobnost	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
ligheder	podobnosti	lighed	podobnost	N;INDF;MASC+FEM;PL	N;GEN;FEM;SG
toulouse	toulouse	toulous	toulous		PROPN;NOM;MASC;SG
fjern	odstrani	fjern	odstran	V;IMP	V;PFV;IND;SG;3;PRS;FIN
økologisk	ekološki	økologisk	ekološki	ADV	ADJ;NOM;MASC;PL
økologisk	ekološka	økologisk	ekološki	ADV	ADJ;NOM;FEM;SG
økologisk	ekološko	økologisk	ekološki	ADV	ADJ;NOM;NEUT;SG
økologisk	organsko	økologisk	organski	ADV	ADJ;NOM;NEUT;SG
økologisk	organska	økologisk	organski	ADV	ADJ;NOM;FEM;SG
økologisk	organski	økologisk	organski	ADV	ADJ;NOM;DEF;MASC;SG
økologisk	ekološko	økologisk	ekološki	ADV	ADJ;NOM;NEUT;SG
utrecht	utrecht	utrecht	utrecht	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
forvirring	zmede	forvirring	zmesti	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PRS;FIN
defensive	obrambno	defensive	obramben	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
defensive	obrambna	defensive	obramben	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
defensive	obrambne	defensive	obramben	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
defensive	obrambni	defensive	obramben	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
