ausscheiden	pengunduran	ausscheiden	penunduran	V;NFIN	N;SG
speichern	simpan	speichern	simpan	V;NFIN	N;SG;ACT
speichern	toko	speichern	toko	V;NFIN	N;SG
sprachlich	linguistik	sprachlich	linguistik	ADJ	N
schuss	tembakan	schassen	tembakan	ADJ	N;SG
schuss	shot	schassen	shot	ADJ	PROPN
schuss	bidikan	schassen	bidikan	ADJ	N;SG
schuss	tertembak	schassen	tertembak	ADJ	V;SG;PASS
schuss	ditembak	schassen	ditembak	ADJ	V;SG;PASS
freundlich	kind	freundlich	kind	ADJ	PROPN
freundlich	jenis	freundlich	jenis	ADJ	N;SG
freundlich	bersahabat	freundlich	bersahabat	ADJ	V;SG;ACT
gehäuse	perumahan	gehäus	penrumahan		N;SG
gehäuse	casing	gehäus	casing		N
zylinder	silinder	zylinder	silinder		N;SG
zylinder	cylinder	zylinder	cylinder		PROPN
zylinder	silinder	zylinder	silinder		N;SG
zylinder	barel	zylinder	barel		N
zylinder	laras	zylinder	laras		N
zylinder	tong	zylinder	tong		PROPN
vorschlagen	sarankan	vorschlagen	sarankan	V;NFIN	
portugiesisch	portugis	portugiesisch	portugis	ADJ	PROPN
wähler	pemilih	wählern	penpilih		N;SG
wähler	pemilih	wählern	penpilih		N;SG
populär	popularitas	populär	popularitas	ADJ	N;SG
filmmusik	score	filmmusik	score	N	PROPN
gewinnung	ekstraksi	gewinnung	ekstraksi	ADJ	N;SG
gewinnung	pencabutan	gewinnung	pencabutan	ADJ	N;SG
fotografien	foto	fotografien	foto		PROPN;SG
fotografien	photography	fotografien	photography		N
fotografien	fotografi	fotografien	fotografi		N;SG
fotografien	foto	fotografien	foto		PROPN;SG
fotografien	photograph	fotografien	photograph		PROPN
kommunen	komune	kommun	komune	V;NFIN	N
zuständige	kompeten	zuständig	kompeten	ADJ;NOM;FEM;PL	ADJ;SG
nachteil	cacat	nachteil	cacat		PROPN;SG
nachteil	kekurangan	nachteil	kekurangan		N;SG
nachteil	kelemahan	nachteil	kelemahan		N;SG
nachteil	downside	nachteil	downside		PROPN
nachteil	kerugian	nachteil	kerugian		N;SG
gramm	gram	gramm	gram		N;SG
gramm	gram	gramm	gram		N;SG
wände	tembok	wanden	tembok	N;NOM;PL	N;SG
wände	dinding	wanden	dinding	N;NOM;PL	N;SG
begleitung	memonitor	begleitung	menmonitor	N;NOM;FEM;SG	V;SG;ACT
begleitung	memantau	begleitung	menpantau	N;NOM;FEM;SG	V;SG;ACT
begleitung	mengawal	begleitung	menkawal	N;NOM;FEM;SG	V;SG;ACT
begleitung	menemani	begleitung	mentemani	N;NOM;FEM;SG	V;SG;ACT
begleitung	mendampingi	begleitung	mendampingi	N;NOM;FEM;SG	V;SG;ACT
abwehr	defense	abwehr	defense	N;SG	PROPN
genres	aliran	gen	aliran	N;NOM;NEUT;PL	N;SG
konkurrenten	rival	konkurrent	rival	ADJ	N
konkurrenten	saingan	konkurrent	saingan	ADJ	N;SG
konkurrenten	saingannya	konkurrent	saingan	ADJ	N;SG
konkurrenten	kompetitor	konkurrent	kompetitor	ADJ	N;SG
konkurrenten	pesaing	konkurrent	pesaing	ADJ	N;SG
konkurrenten	kompetitor	konkurrent	kompetitor	ADJ	N;SG
konkurrenten	pesaing	konkurrent	pesaing	ADJ	N;SG
landstraße	highway	landstraße	highway	N;NOM;FEM;SG	PROPN
chancen	peluang	chancen	peluang	V;NFIN	N;SG
chancen	peluang	chancen	peluang	V;NFIN	N;SG
chancen	kesempatan	chancen	kesempatan	V;NFIN	N;SG
chancen	peluang	chancen	peluang	V;NFIN	N;SG
chancen	kesempatan	chancen	kesempatan	V;NFIN	N;SG
stören	jamming	stören	jamming	V;NFIN	N
gastgeber	penyelenggara	gastgeber	penselenggara	ADJ	N;SG
gastgeber	host	gastgeber	host	ADJ	N
gastgeber	penyelenggara	gastgeber	penselenggara	ADJ	N;SG
gastgeber	host	gastgeber	host	ADJ	N
gastgeber	penyelenggara	gastgeber	penselenggara	ADJ	N;SG
gastgeber	hosting	gastgeber	hosting	ADJ	N
gastgeber	inang	gastgeber	inang	ADJ	N
gastgeber	menyelenggarakan	gastgeber	menselenggarakan	ADJ	V;SG;ACT
denkt	qii	denken	qii	V;IND;SG;3;PRS;FIN	PROPN
kämpfer	pejuang	kämpfer	pejuang	ADJ	N;SG
kämpfer	petarung	kämpfer	petarung	ADJ	N;SG
kämpfer	laskar	kämpfer	laskar	ADJ	PROPN
kämpfer	warriors	kämpfer	warriors	ADJ	PROPN
kämpfer	pejuang	kämpfer	pejuang	ADJ	N;SG
kämpfer	prajurit	kämpfer	prajurit	ADJ	N;SG
kämpfer	pejuang	kämpfer	pejuang	ADJ	N;SG
kämpfer	petarung	kämpfer	petarung	ADJ	N;SG
kämpfer	fighters	kämpfer	fighters	ADJ	PROPN
kämpfer	petarung	kämpfer	petarung	ADJ	N;SG
kämpfer	fighter	kämpfer	fighter	ADJ	N
kämpfer	tempur	kämpfer	tempur	ADJ	N;SG
kämpfer	prajurit	kämpfer	prajurit	ADJ	N;SG
kämpfer	warrior	kämpfer	warrior	ADJ	PROPN
kämpfer	pejuang	kämpfer	pejuang	ADJ	N;SG
charlottenburg	charlottenburg	charlottenburg	charlottenburg	PROPN;NOM;SG	PROPN
blumen	bunganya	blum	bunga	V;NFIN	N;SG
blumen	bunga	blum	bunga	V;NFIN	N;SG
blumen	bunga	blum	bunga	V;NFIN	N;SG
blumen	flower	blum	flower	V;NFIN	PROPN
wünschen	wish	wünschen	wish	V;NFIN	PROPN
venus	venus	venus	venus	PROPN;NOM;SG	PROPN
schema	skema	schema	skema		N;SG
schema	skema	schema	skema		N;SG
alexandra	alexandra	alexandra	alexandra	PROPN;NOM;SG	PROPN
split	belah	split	belah	PROPN	
split	pecah	split	pecah	PROPN	V;SG;ACT
split	split	split	split	PROPN	PROPN
split	pisah	split	pisah	PROPN	N;SG;ACT
unruhen	kerusuhan	unruh	kerusuhan	V;NFIN	N;SG
unruhen	keresahan	unruh	keresahan	V;NFIN	N;SG
unruhen	kerusuhan	unruh	kerusuhan	V;NFIN	N;SG
unruhen	kerusuhan	unruh	kerusuhan	V;NFIN	N;SG
unruhen	riot	unruh	riot	V;NFIN	PROPN
unruhen	gejolak	unruh	gejolak	V;NFIN	N;SG
rosen	roses	rosen	roses	N;NOM;PL	PROPN
rosen	mawar	rosen	mawar	N;NOM;PL	N;SG
rosen	rosen	rosen	rosen	N;NOM;PL	PROPN
rosen	rose	rosen	rose	N;NOM;PL	PROPN
rosen	mawar	rosen	mawar	N;NOM;PL	N;SG
keith	keith	keith	keith	PROPN;NOM;SG	PROPN
beigetragen	kontribusi	beitragen	kontribusi	V;V.PTCP	N;SG
statistische	statistik	statistisch	statistik	ADJ;NOM;FEM;PL	N;SG
fassen	genggaman	fassen	genggaman	V;NFIN	
renommierten	bergengsi	renommiert	bergengsi	V;IND;PL;3;PST;FIN	V;SG;ACT
renommierten	terkenal	renommiert	terkenal	V;IND;PL;3;PST;FIN	ADJ;SG;PASS
tante	bibi	tanen	bibi		PROPN
tante	tante	tanen	tante		PROPN
tante	bibi	tanen	bibi		PROPN
tante	tante	tanen	tante		PROPN
tante	bibi	tanen	bibi		PROPN
tante	tante	tanen	tante		PROPN
einstellungen	rekrutmen	einstellingen	rekrutmen	V;NFIN	N;SG
einstellungen	perekrutan	einstellingen	penrekrutan	V;NFIN	N;SG
einstellungen	sikap	einstellingen	sikap	V;NFIN	N;SG
einstellungen	preferensi	einstellingen	preferensi	V;NFIN	N;SG
einstellungen	setingan	einstellingen	setingan	V;NFIN	N;SG
einstellungen	pengaturan	einstellingen	penaturan	V;NFIN	N;SG
erwiesen	terbukti	erweisen	terbukti		V;SG;PASS
dekanat	dekenat	dekanat	dekenat	PROPN	PROPN
selbständig	independent	selbständig	independent	ADJ	PROPN
selbständig	diri	selbständig	diri	ADJ	N;SG
selbständig	self	selbständig	self	ADJ	PROPN
wohn	pemukiman	wohn	penmukiman	;SG	N;SG
wohn	perumahan	wohn	penrumahan	;SG	N;SG
nazi	nazi	nazi	nazi	PROPN	PROPN
hudson	hudson	hudson	hudson	PROPN;NOM;MASC;SG	PROPN
sorte	variety	sorten	variety		PROPN
sorte	keberagaman	sorten	keberagaman		N;SG
sorte	varietas	sorten	varietas		N;SG
sorte	variasi	sorten	variasi		N;SG
jüngsten	bungsu	jung	bungsu	ADJ;PL	PROPN;SG
jüngsten	termuda	jung	termuda	ADJ;PL	ADJ;RL;SG
jüngsten	terkini	jung	terkini	ADJ;PL	N;SG
jüngsten	terbaru	jung	terbaru	ADJ;PL	ADJ;RL;SG
fdl	fdl	fdl	fdl		PROPN
diktatur	kediktatoran	diktatur	kediktatoran		N;SG
lehrerin	pengajar	lehrerin	penajar	ADJ	N;SG
lehrerin	tutor	lehrerin	tutor	ADJ	PROPN;SG
lehrerin	instruktur	lehrerin	instruktur	ADJ	N;SG
lehrerin	guru	lehrerin	guru	ADJ	N;SG
nase	nose	nase	nose	N;SG	PROPN
ebert	ebert	ebert	ebert	PROPN;SG	PROPN
finanzen	financial	finanzen	financial		N
finanzen	keuangan	finanzen	keuangan		N;SG
finanzen	finansial	finanzen	finansial		ADJ;SG
finanzen	keuangan	finanzen	keuangan		N;SG
finanzen	finansial	finanzen	finansial		ADJ;SG
finanzen	finance	finanzen	finance		N
finanzen	keuangannya	finanzen	keuangan		N;SG
finanzen	keuangan	finanzen	keuangan		N;SG
vorgänge	proses	vorgängen	proses		N;SG
jungfrau	virgo	jungfrau	virgo	PROPN;SG	N
jungfrau	virgin	jungfrau	virgin	PROPN;SG	PROPN
jungfrau	perawan	jungfrau	penrawan	PROPN;SG	PROPN
jungfrau	jungfrau	jungfrau	jungfrau	PROPN;SG	PROPN
jungfrau	maiden	jungfrau	maiden	PROPN;SG	PROPN
marsch	rawa	marsch	rawa	ADJ	N;SG
marsch	paya	marsch	paya	ADJ	PROPN
marsch	marsh	marsch	marsh	ADJ	PROPN
marsch	march	marsch	march	ADJ	PROPN
marsch	maret	marsch	maret	ADJ	N;SG
marsch	marching	marsch	marching	ADJ	N
fresken	fresco	fresken	fresco	N;NOM;PL	PROPN
brooklyn	brooklyn	brooklyn	brooklyn	PROPN	PROPN
verbandsgemeinde	verbandsgemeinde	verbandsgemeinde	verbandsgemeinde	;NOM	PROPN
tel	tel	tel	tel		PROPN
herder	herder	herder	herder		N
herder	gembala	herder	gembala		N;SG
doppelte	double	doppelt	double	ADJ;NOM;FEM;PL	PROPN
doppelte	ganda	doppelt	ganda	ADJ;NOM;FEM;PL	N;SG
doppelte	dobel	doppelt	dobel	ADJ;NOM;FEM;PL	PROPN
doppelte	gandakan	doppelt	gandakan	ADJ;NOM;FEM;PL	V;SG;ACT
doppelte	duplikat	doppelt	duplikat	ADJ;NOM;FEM;PL	N
doppelte	duplikasi	doppelt	duplikasi	ADJ;NOM;FEM;PL	N
doppelte	gandakan	doppelt	gandakan	ADJ;NOM;FEM;PL	V;SG;ACT
doppelte	dual	doppelt	dual	ADJ;NOM;FEM;PL	PROPN
eiförmig	ovate	eiförmig	ovate	ADJ	PROPN
heine	heine	hein	heine		PROPN
teilchen	partikel	teilch	partikel		N
teilchen	partikulat	teilch	partikulat		N
teilchen	partikel	teilch	partikel		N
kong	kong	kong	kong	PROPN;NOM;MASC;SG	PROPN
achtung	respek	achtung	respek		N;SG
achtung	hormat	achtung	hormat		N;SG
achtung	hormati	achtung	hormati		V;SG;ACT
achtung	respect	achtung	respect		PROPN
achtung	perhatian	achtung	perhatian		N;SG
achtung	peringatan	achtung	peringatan		N;SG
achtung	warning	achtung	warning		PROPN
achtung	waspadalah	achtung	waspada		N;SG
spendete	sumbangan	spenden	sumbangan	V;IND;SG;3;PST;FIN	N;SG
betriebssystem	beroperasi	betriebssystem	beroperasi	ADJ	V;SG;ACT
salon	salon	salon	salon	PROPN;SG	N;SG
salon	sedan	salon	sedan	PROPN;SG	N;SG
buddhismus	buddhisme	buddhismus	buddhisme	PROPN	N
buddhismus	budha	buddhismus	budha	PROPN	PROPN
buddhismus	buddhis	buddhismus	buddhis	PROPN	N
buddhismus	buddha	buddhismus	buddha	PROPN	PROPN
buddhismus	buddhisme	buddhismus	buddhisme	PROPN	N
sauer	sauer	sauer	sauer	ADJ	N
sauer	angry	sauer	angry	ADJ	PROPN
sauer	sour	sauer	sour	ADJ	PROPN
sauer	jengkel	sauer	jengkel	ADJ	N;SG
zufall	chance	zufall	chance		PROPN
zufall	peluang	zufall	peluang		N;SG
zufall	berpeluang	zufall	berpeluang		V;SG;ACT
zufall	kesempatan	zufall	kesempatan		N;SG
zufall	random	zufall	random		PROPN
zufall	acak	zufall	acak		ADJ;SG
zufall	kecelakaan	zufall	kecelakaan		N;SG
zufall	hse	zufall	hse		PROPN
zufall	kebetulan	zufall	kebetulan		
jay	jay	jays	jay	PROPN;NOM;MASC;SG	PROPN
suite	suite	suite	suite		N
suite	suite	suite	suite		N
massive	besaran	massiv	besaran	ADJ;NOM;FEM;PL	N;SG
massive	masif	massiv	masif	ADJ;NOM;FEM;PL	ADJ;SG
massive	massive	massiv	massive	ADJ;NOM;FEM;PL	PROPN
kommend	datang	kommend	datang	ADJ	V;SG;ACT
kommend	coming	kommend	coming	ADJ	PROPN
salz	garam	salz	garam		N;SG
salz	asin	salz	asin		N;SG
monaco	monaco	monaco	monaco	PROPN;NOM;SG	PROPN
monaco	monako	monaco	monako	PROPN;NOM;SG	PROPN
guillaume	guillaume	guillaume	guillaume	PROPN;NOM;SG	PROPN
export	ekspor	export	ekspor		N;SG
export	mengekspor	export	menkekspor		V;SG;ACT
swr	swr	swr	swr		PROPN
kollege	kolega	kolleg	kolega		N;SG
kollege	kakak	kolleg	kakak		N;SG
portugiesische	portugis	portugiesisch	portugis	ADJ;NOM;FEM;PL	PROPN
future	future	futur	future	PROPN	PROPN
future	berjangka	futur	berjangka	PROPN	N;SG;ACT
kommende	mendatang	kommend	mendatang	ADJ;NOM;FEM;PL	ADJ;SG
naval	naval	naval	naval	PROPN	PROPN
helen	helen	helen	helen	PROPN;NOM;SG	PROPN
bretagne	bretagne	bretagne	bretagne	PROPN;NOM;FEM;SG	PROPN
bretagne	bretagne	bretagne	bretagne	PROPN;NOM;FEM;SG	PROPN
bretagne	brittany	bretagne	brittany	PROPN;NOM;FEM;SG	PROPN
söhnen	sons	söhnen	sons	V;NFIN	PROPN
railroad	railroad	railroad	railroad	PROPN;NOM;SG	PROPN
railroad	rel	railroad	rel	PROPN;NOM;SG	N
entfernte	jauh	entfernen	jauh	V;IND;SG;3;PST;FIN	ADJ;SG
entfernte	remot	entfernen	remot	V;IND;SG;3;PST;FIN	N;SG
entfernte	jauh	entfernen	jauh	V;IND;SG;3;PST;FIN	ADJ;SG
entfernte	remote	entfernen	remote	V;IND;SG;3;PST;FIN	N
volumen	volume	volum	volume	V;NFIN	N;SG
volumen	borongan	volum	borongan	V;NFIN	N
volumen	volum	volum	volum	V;NFIN	PROPN;SG
volumen	volume	volum	volume	V;NFIN	N;SG
volumen	volum	volum	volum	V;NFIN	PROPN;SG
volumen	jilid	volum	jilid	V;NFIN	PROPN
betreten	enter	betreten	enter	V;NFIN	PROPN
normandie	normandie	normandie	normandie	PROPN;NOM;SG	PROPN
larry	larry	larry	larry	PROPN;NOM;SG	PROPN
ghana	ghana	ghana	ghana	PROPN;NOM;MASC;SG	PROPN
himmelfahrt	kenaikan	himmelfahren	kenaikan	ADJ	N;SG
himmelfahrt	asumsi	himmelfahren	asumsi	ADJ	N;SG
yale	yale	yale	yale	PROPN;NOM;SG	PROPN
regierungen	pemerintah	regierung	penperintah	V;NFIN	N;SG
regierungen	pemerintahan	regierung	penperintahan	V;NFIN	N;SG
regierungen	pemerintahan	regierung	penperintahan	V;NFIN	N;SG
regierungen	pemerintah	regierung	penperintah	V;NFIN	N;SG
regierungen	pemerintahan	regierung	penperintahan	V;NFIN	N;SG
besserung	perbaikan	besserung	perbaikan	ADJ	N;SG
besserung	peningkatan	besserung	pentingkatan	ADJ	N;SG
estnischen	estonia	estnisch	estonia	ADJ;NOM;MASC;PL	PROPN
wilden	wild	wild	wild		PROPN
wilden	liar	wild	liar		N;SG
wilden	biadab	wild	biadab		ADJ;SG
wilden	wilden	wild	wilden		PROPN
wilden	savage	wild	savage		PROPN
wilden	buas	wild	buas		N
wilden	biadab	wild	biadab		ADJ;SG
deep	mendalam	deep	mendalam		V;SG;ACT
deep	deep	deep	deep		PROPN
manhattan	manhattan	manhattan	manhattan	PROPN;NOM;SG	PROPN
talsperre	dam	talsperre	dam	PROPN;NOM;SG	
talsperre	waduk	talsperre	waduk	PROPN;NOM;SG	N;SG
talsperre	bendungan	talsperre	bendungan	PROPN;NOM;SG	N;SG
talsperre	waduk	talsperre	waduk	PROPN;NOM;SG	N;SG
volleyball	volley	volleyball	volley		PROPN
volleyball	volly	volleyball	volly		PROPN
volleyball	voli	volleyball	voli		N;SG
volleyball	volley	volleyball	volley		PROPN
volleyball	volly	volleyball	volly		PROPN
volleyball	voli	volleyball	voli		N;SG
volleyball	volleyball	volleyball	volleyball		PROPN
sortiert	urut	sortieren	urut	ADJ;V.PTCP	N;SG
sortiert	urutkan	sortieren	urutkan	ADJ;V.PTCP	PROPN;SG;ACT
sortiert	diurut	sortieren	diurut	ADJ;V.PTCP	V;SG;PASS
sortiert	terurut	sortieren	terurut	ADJ;V.PTCP	N;SG;PASS
sortiert	diurutkan	sortieren	diurutkan	ADJ;V.PTCP	V;SG;PASS
urlaub	libur	urlaub	libur	ADV	N;SG
urlaub	holiday	urlaub	holiday	ADV	PROPN
urlaub	liburan	urlaub	liburan	ADV	N;SG
urlaub	liburan	urlaub	liburan	ADV	N;SG
urlaub	libur	urlaub	libur	ADV	N;SG
urlaub	liburan	urlaub	liburan	ADV	N;SG
neffe	keponakan	neffen	keponakan	ADJ	N;SG
sportlichen	athletic	sportlich	athletic	ADJ	N
sportlichen	atletik	sportlich	atletik	ADJ	N;SG
sportlichen	sportive	sportlich	sportive	ADJ	PROPN
sportlichen	sporting	sportlich	sporting	ADJ	PROPN
baptiste	baptiste	baptiste	baptiste	PROPN;NOM;SG	PROPN
julie	julie	julie	julie	PROPN;NOM;FEM;SG	PROPN
oldid	oldid	oldid	oldid		PROPN
inspiriert	inspirasi	inspirieren	inspirasi	V;V.PTCP	N
inspiriert	inspired	inspirieren	inspired	V;V.PTCP	PROPN
inspiriert	inspirasi	inspirieren	inspirasi	V;V.PTCP	N
rafael	rafael	rafael	rafael	PROPN;NOM;SG	PROPN
metro	metro	metro	metro	PROPN	PROPN
regina	regina	Regina	regina	PROPN;NOM;FEM;SG	PROPN
feind	enemy	feind	enemy		PROPN
feind	musuh	feind	musuh		N;SG
feind	musuh	feind	musuh		N;SG
feind	musuh	feind	musuh		N;SG
schriftliche	tertulis	schriftlich	tertulis	ADJ;NOM;FEM;PL	V;SG;PASS
schriftliche	ditulis	schriftlich	ditulis	ADJ;NOM;FEM;PL	V;SG;PASS
klage	tindakan	klage	tindakan	ADJ	N;SG
klage	aksi	klage	aksi	ADJ	N;SG
klage	pengaduan	klage	penaduan	ADJ	N;SG
klage	keluhan	klage	keluhan	ADJ	N;SG
klage	komplain	klage	komplain	ADJ	N;SG
klage	gugatan	klage	gugatan	ADJ	N;SG
schauspielhaus	schauspielhaus	schauspielhaus	schauspielhaus	PROPN	PROPN
fortschritt	kemajuan	fortschreiten	kemajuan	PROPN	N;SG
fortschritt	perkembangan	fortschreiten	perkembangan	PROPN	N;SG
fortschritt	progres	fortschreiten	progres	PROPN	N;SG
fortschritt	progress	fortschreiten	progress	PROPN	PROPN
teich	kolam	teich	kolam		N;SG
teich	tambak	teich	tambak		PROPN;SG
teich	pond	teich	pond		PROPN
teich	kolam	teich	kolam		N;SG
endgültige	final	endgültig	final	ADJ;NOM;FEM;PL	N
track	lacak	track	lacak		N;SG;ACT
track	trek	track	trek		PROPN
track	track	track	track		PROPN
dachau	dachau	dachau	dachau		PROPN
sms	sms	sms	sms		PROPN
anatomie	anatomi	anatomie	anatomi		N;SG
strauss	buket	strauss	buket	PROPN;NOM;MASC;SG	N;SG
strauss	strauss	strauss	strauss	PROPN;NOM;MASC;SG	PROPN
leere	void	leer	void		PROPN
leere	kehampaan	leer	kehampaan		N;SG
leere	kekosongan	leer	kekosongan		N;SG
leere	kehampaan	leer	kehampaan		N;SG
leere	hampa	leer	hampa		PROPN;SG
leere	kosongkan	leer	kosongkan		V;SG;ACT
leere	kosong	leer	kosong		ADJ;SG
leere	kosong	leer	kosong		ADJ;SG
leere	blank	leer	blank		PROPN
raketen	rudal	raket	rudal	N;PL	N;SG
raketen	roket	raket	roket	N;PL	N;SG
raketen	misil	raket	misil	N;PL	N;SG
raketen	roket	raket	roket	N;PL	N;SG
raketen	rocket	raket	rocket	N;PL	PROPN
raketen	roket	raket	roket	N;PL	N;SG
steuer	fiskal	steuer	fiskal		N
steuer	helm	steuer	helm		N
steuer	pajak	steuer	pajak		N;SG
steuer	tax	steuer	tax		PROPN
steuer	pajak	steuer	pajak		N;SG
bull	banteng	bull	banteng		N;SG
bull	bull	bull	bull		PROPN
irene	irene	iren	irene	PROPN;NOM;FEM;SG	PROPN
aussterben	musnah	aussterben	musnah	V;NFIN	
aussterben	punah	aussterben	punah	V;NFIN	
aussterben	kepunahan	aussterben	kepunahan	V;NFIN	N;SG
aussprache	pengucapan	aussprechen	penucapan		N;SG
aussprache	perdebatan	aussprechen	perdebatan		N;SG
aussprache	debat	aussprechen	debat		N;SG
aussprache	perdebatan	aussprechen	perdebatan		N;SG
aussprache	debat	aussprechen	debat		N;SG
perry	perry	perry	perry	PROPN;NOM;MASC;SG	PROPN
aufgeben	keluar	aufgeben	keluar	ADJ	V;SG;ACT
aufgeben	menyerah	aufgeben	menyerah	ADJ	V;SG;ACT
aufgeben	ditinggalkan	aufgeben	ditinggalkan	ADJ	V;SG;PASS
montag	senin	montag	senin	ADV	PROPN;SG
montag	senin	montag	senin	ADV	PROPN;SG
kurve	kurva	kurv	kurva	ADJ	N
kurve	curve	kurv	curve	ADJ	PROPN
goldener	golden	golden	golden	ADJ	PROPN
goldener	emas	golden	emas	ADJ	N;SG
goldener	keemasan	golden	keemasan	ADJ	N;SG
rettung	rescue	rettung	rescue	N;FEM;SG	PROPN
ems	ems	ems	ems		PROPN
empfänger	penerima	empfänger	penterima	ADJ	N;SG
empfänger	penerima	empfänger	penterima	ADJ	N;SG
empfänger	penerima	empfänger	penterima	ADJ	N;SG
empfänger	receiver	empfänger	receiver	ADJ	PROPN
iucn	iucn	iucn	iucn	ADJ	PROPN
kaiserliche	imperial	kaiserlich	imperial	ADJ;NOM;FEM;PL	PROPN
erläuterung	penjelasan	Erläuterung	penjelasan	ADJ;SG	N;SG
erläuterung	penjelasan	Erläuterung	penjelasan	ADJ;SG	N;SG
edith	edith	edith	edith	PROPN;NOM;FEM;SG	PROPN
gewerkschaften	perserikatan	gewerkschaft	perserikatan	ADJ;PL	N;SG
tokyo	tokyo	tokyo	tokyo	PROPN;NOM;MASC;SG	PROPN
beton	beton	beton	beton		N;SG
santo	santo	santo	santo	PROPN	PROPN
playoffs	playoff	playoffs	playoff	PROPN	N
holen	pengambilan	holen	penambilan	V;NFIN	N;SG
holen	tangkap	holen	tangkap	V;NFIN	N;SG;ACT
jünger	younger	jung	younger	ADJ	PROPN
jünger	murid	jung	murid	ADJ	N;SG
jünger	murid	jung	murid	ADJ	N;SG
gotische	goth	gotisch	goth	ADJ;NOM;FEM;PL	PROPN
gotische	gotik	gotisch	gotik	ADJ;NOM;FEM;PL	N
gotische	gothic	gotisch	gothic	ADJ;NOM;FEM;PL	PROPN
bois	bois	bois	bois	PROPN;SG	PROPN
glücklich	lucky	glücklich	lucky	ADJ	PROPN
glücklich	beruntungnya	glücklich	beruntung	ADJ	N;SG
glücklich	ibrahimovic	glücklich	ibrahimovic	ADJ	N;SG
glücklich	happy	glücklich	happy	ADJ	PROPN
demokraten	demokrat	demokraten	demokrat	N;NOM;PL	N;SG
demokraten	demokrat	demokraten	demokrat	N;NOM;PL	N;SG
termin	dandi	termin	dandi	N;SG	
anbieten	promo	anbieten	promo	V;NFIN	PROPN
anbieten	penawaran	anbieten	pentawaran	V;NFIN	N;SG
anbieten	tawaran	anbieten	tawaran	V;NFIN	N;SG
rakete	roket	raken	roket	ADJ;NOM;SG	N;SG
rakete	rocket	raken	rocket	ADJ;NOM;SG	PROPN
rakete	roket	raken	roket	ADJ;NOM;SG	N;SG
rakete	rudal	raken	rudal	ADJ;NOM;SG	N;SG
rakete	misil	raken	misil	ADJ;NOM;SG	N;SG
rakete	missile	raken	missile	ADJ;NOM;SG	PROPN
spezifische	spesifik	spezifisch	spesifik	ADJ;NOM;FEM;PL	ADJ;SG
spezifische	tertentu	spezifisch	tertentu	ADJ;NOM;FEM;PL	DET
spezifische	khusus	spezifisch	khusus	ADJ;NOM;FEM;PL	ADJ;SG
ausgleich	kompensasi	ausgleich	kompensasi	ADJ	N;SG
ausgleich	menyeimbangkan	ausgleich	menseimbangkan	ADJ	V;SG;ACT
ausgleich	offset	ausgleich	offset	ADJ	PROPN
wallace	wallace	wallace	wallace	PROPN;NOM;SG	PROPN
kapital	capital	kapital	capital		PROPN
kapital	ibukota	kapital	ibukota		N;SG
kapital	modal	kapital	modal		N;SG
verwechselt	kebingungan	verwechseln	kebingungan	V;V.PTCP	N;SG
verwechselt	bingung	verwechseln	bingung	V;V.PTCP	
facto	facto	facto	facto	ADJ	PROPN
helena	helena	helena	helena	PROPN;NOM;SG	PROPN
helena	helen	helena	helen	PROPN;NOM;SG	PROPN
unterhalten	converse	unterhalten	converse	V;V.PTCP	N
entwässert	pengeringan	entwässern	penkeringan	V;V.PTCP	N;SG
anwesend	sajikan	anwesend	sajikan	ADJ	V;SG;ACT
anwesend	hadir	anwesend	hadir	ADJ	V;SG;ACT
anwesend	present	anwesend	present	ADJ	PROPN
moses	musa	moses	musa	PROPN;NOM;MASC;SG	PROPN
moses	moses	moses	moses	PROPN;NOM;MASC;SG	PROPN
champion	champ	champion	champ	PROPN	PROPN
champion	juara	champion	juara	PROPN	N;SG
champion	champion	champion	champion	PROPN	N
singapur	singapura	singapur	singapura	PROPN;NOM;MASC;SG	PROPN;SG
singapur	singapore	singapur	singapore	PROPN;NOM;MASC;SG	PROPN
pablo	pablo	pablo	pablo	PROPN;NOM;MASC;SG	PROPN
mülheim	mülheim	mülheim	mülheim	PROPN;NOM;SG	PROPN
toulouse	toulouse	toulouse	toulouse	PROPN;NOM;MASC;SG	PROPN
verlegung	transfer	verlegung	transfer	V	N;SG
verlegung	relokasi	verlegung	relokasi	V	N;SG
nordöstlichen	northeastern	nordöstlich	northeastern	ADJ;NOM;MASC;PL	PROPN
nordöstlichen	northeast	nordöstlich	northeast	ADJ;NOM;MASC;PL	PROPN
neunten	kesembilan	neunt	kesembilan	ADJ	NUM
neunten	ninth	neunt	ninth	ADJ	PROPN
lyriker	penyair	lyrik	penyair	ADJ	N
lyriker	pujangga	lyrik	pujangga	ADJ	N
lyriker	penyair	lyrik	penyair	ADJ	N
lyriker	pujangga	lyrik	pujangga	ADJ	N
