les	το	le	ο	DET;DEF;PL	DET;NOM;DEF;NEUT;SG
ford	φορντ	ford	φορντ	PROPN	
ford	φόρντ	ford	φόρντ	PROPN	N
ford	ford	ford	ford	PROPN	
jane	τζέιν	jane	τζέιν	PROPN	
jane	jane	jane	jane	PROPN	
jane	τζέην	jane	τζέην	PROPN	
frontières	σύνορο	frontière	σύνορο	N;FEM;PL	N;NOM;NEUT;SG
ailes	πτέρυγα	aile	πτέρυγα	N;FEM;PL	N;NOM;FEM;SG
ailes	wing	aile	wing	N;FEM;PL	
ailes	φτερό	aile	φτερός	N;FEM;PL	N;NOM;NEUT;SG
julie	julie	julie	julie	PROPN	
julie	τζούλι	julie	τζούλι	PROPN	N;NOM;FEM;SG
donna	ντόνα	donner	ντόνος	V;IND;SG;3;PST;FIN	
caen	caen	caen	caen	PROPN	
varsovie	βαρσοβία	varsovie	βαρσοβία	PROPN	PROPN;NOM;FEM;SG
varsovie	βαρσοβίας	varsovie	βαρσοβία	PROPN	N;GEN;FEM;SG
déclaré	δηλώνονται	déclarer	δηλώνω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
déclaré	δηλώνεται	déclarer	δηλώνω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
présidentielle	προεδρικές	présidentiel	προεδρικός	ADJ;FEM;SG	ADJ;NOM;FEM;PL
compter	καταμέτρηση	compter	καταμέτρηση	V;NFIN	N;ACC;FEM;SG
compter	κόμης	compter	κόμη	V;NFIN	N;NOM;MASC;SG
compter	κόμη	compter	κόμη	V;NFIN	N;ACC;MASC;SG
compter	μέτρημα	compter	μέτρημα	V;NFIN	N;NOM;NEUT;SG
pilotes	πιλότος	pilote	πιλότος	N;MASC;PL	N;NOM;MASC;SG
conquête	conquête	conquête	conquête	N;FEM;SG	
conquête	κατακτήσεις	conquête	κατάκτηση	N;FEM;SG	N;NOM;FEM;PL
conquête	κατακτήσει	conquête	κατακτώ	N;FEM;SG	V;PFV;NFIN;ACT
rowspan	rowspan	rowspan	rowspan	PROPN	
hélène	ελέν	hélène	ελέν	N;FEM;SG	
hélène	ελενα	hélène	ελενας	N;FEM;SG	
hélène	έλενα	hélène	λένω	N;FEM;SG	PROPN;NOM;FEM;SG
hélène	έλεν	hélène	έλεν	N;FEM;SG	
hélène	ellen	hélène	ellen	N;FEM;SG	
hélène	ελέν	hélène	ελέν	N;FEM;SG	
hélène	ελένη	hélène	ελένη	N;FEM;SG	PROPN;NOM;FEM;SG
hélène	έλεν	hélène	έλεν	N;FEM;SG	
hélène	helen	hélène	helen	N;FEM;SG	
besoins	αναγκη	besoin	αναγκη	N;MASC;PL	N;ACC;FEM;SG
besoins	ανάγκη	besoin	ανάγκη	N;MASC;PL	N;ACC;FEM;SG
besoins	χρειαζεται	besoin	χρειάζομαι	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
besoins	χρειάζεται	besoin	χρειάζομαι	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
bref	σύντομος	bref	σύντομος	INTJ	N;NOM;MASC;SG
bref	σύντομες	bref	σύντομος	INTJ	ADJ;NOM;FEM;PL
bref	σύντομο	bref	σύντομο	INTJ	N;NOM;NEUT;SG
bref	σύντομη	bref	σύντομος	INTJ	N;NOM;FEM;SG
inférieur	κάτω	inférieur	κάτω	ADJ;MASC;SG	ADV
inférieur	κατώτερη	inférieur	κατώς	ADJ;MASC;SG	N;NOM;FEM;SG
inférieur	χαμηλότερα	inférieur	χαμηλά	ADJ;MASC;SG	ADV;CMPR
inférieur	κατώτερη	inférieur	κατώς	ADJ;MASC;SG	N;NOM;FEM;SG
inférieur	κατώτερο	inférieur	κάτω	ADJ;MASC;SG	N;NOM;NEUT;SG
cannes	κάννες	canne	κάννας	N;FEM;PL	PROPN;NOM;FEM;PL
neige	σνόου	neige	σνόος	N;FEM;SG	PROPN;NOM;MASC;SG
discussions	συζητηση	discussion	συζητηση	N;FEM;PL	N;ACC;FEM;SG
discussions	συζήτηση	discussion	συζήτηση	N;FEM;PL	N;ACC;FEM;SG
installer	εγκατάσταση	installer	εγκατάσταση	V;NFIN	N;NOM;FEM;SG
défaut	προκαθορισμένα	défaut	προκαθορίζω	N;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
défaut	προκαθορισμένη	défaut	προκαθορίζω	N;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
défaut	προκαθορισμένο	défaut	προκαθορίζω	N;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
responsabilité	παθητικό	responsabilité	παθητικός	N;FEM;SG	ADJ;NOM;NEUT;SG
paysage	σκηνικά	paysage	σκηνικά	N;MASC;SG	N;NOM;NEUT;PL
poissons	ιχθείς	poisson	ιχθής	N;MASC;PL	ADJ;NOM;MASC;PL
poissons	ιχθείς	poisson	ιχθής	N;MASC;PL	ADJ;NOM;MASC;PL
poissons	ψάρι	poisson	ψάρι	N;MASC;PL	N;NOM;NEUT;SG
coût	cost	coût	cost	N;MASC;SG	
bains	μπάνιο	bain	μπάνιο	N;MASC;PL	N;NOM;NEUT;SG
bains	λουτρό	bain	λουτρό	N;MASC;PL	N;NOM;NEUT;SG
espoirs	ελπίδα	espoir	ελπίδα	N;MASC;PL	N;NOM;FEM;SG
espoirs	χόουπ	espoir	χόουπ	N;MASC;PL	PROPN;NOM;MASC;SG
espoirs	ελπιδα	espoir	ελπιδα	N;MASC;PL	N;NOM;FEM;SG
comics	κόμικς	comics	κόμικός	N;MASC;SG	ADV
africain	africain	africain	africain	ADJ;MASC;SG	
cellules	κύτταρο	cellule	κύτταρο	N;FEM;PL	N;NOM;NEUT;SG
cellules	κελί	cellule	κελί	N;FEM;PL	N;NOM;NEUT;SG
johnny	τζόνυ	johnny	τζόνυ	PROPN	N
johnny	τζόνι	johnny	τζόνι	PROPN	
johnny	johnny	johnny	johnny	PROPN	
espoir	χόουπ	espoir	χόουπ	N;MASC;SG	PROPN;NOM;MASC;SG
actuels	νυν	actuel	νυν	ADJ;MASC;PL	N
actuels	τρέχουσα	actuel	τρέχων	ADJ;MASC;PL	ADJ;NOM;FEM;SG
actuels	ρεύμα	actuel	ρεύμα	ADJ;MASC;PL	N;NOM;NEUT;SG
actuels	τρέχον	actuel	τρέχον	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
jardins	κήπος	jardin	κήπος	N;MASC;PL	N;NOM;MASC;SG
jardins	κήπο	jardin	κήπος	N;MASC;PL	N;ACC;MASC;SG
jardins	garden	jardin	garden	N;MASC;PL	
destinée	πεπρωμένο	destiner	πεπρωμένος	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
destinée	μοίρα	destiner	μοίρα	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
médailles	μετάλλιο	médaille	μετάλλιο	N;FEM;PL	N;NOM;NEUT;SG
angers	ανζέ	anger	ανζέ	PROPN	
détails	λεπτομέρεια	détail	λεπτομέρεια	N;MASC;PL	N;NOM;FEM;SG
populaires	δημοφιλή	populaire	δημοφιλός	ADJ;MASC;PL	ADV
populaires	δημοφιλής	populaire	δημοφιλής	ADJ;MASC;PL	ADJ;NOM;FEM;SG
populaires	δημοφιλές	populaire	δημοφιλής	ADJ;MASC;PL	ADV
populaires	δημοφιλή	populaire	δημοφιλός	ADJ;MASC;PL	ADV
monaco	μονακό	monaco	μονακός	N;MASC;SG	
mises	στοιχήματα	mettre	στοίχημα	V;FEM;PL;PST;V.PTCP	N;NOM;NEUT;PL
mises	mises	mettre	mises	V;FEM;PL;PST;V.PTCP	
fêtes	φεστιβάλ	fête	φεστιβάλ	N;FEM;PL	N;NOM;NEUT;SG
gagner	νίκη	gagner	νίκη	V;NFIN	N;ACC;FEM;SG
gagner	νίκη	gagner	νίκη	V;NFIN	N;ACC;FEM;SG
dijon	ντιζόν	dijon	ντιζόν	PROPN	
invité	επισκέπτης	inviter	επισκέπτης	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
invité	φιλοξενούμενος	inviter	φιλοξενούμενος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
orientales	oriental	oriental	oriental	ADJ;FEM;PL	
prêt	έτοιμοι	prêt	έτοιμος	ADJ;MASC;SG	ADJ;NOM;MASC;PL
prêt	δάνειο	prêt	δάνειο	ADJ;MASC;SG	N;NOM;NEUT;SG
publiés	δημοσιεύθηκε	publier	δημοσιεύω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
publiés	δημοσιεύτηκε	publier	δημοσιεύω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
publiés	δημοσίευση	publier	δημοσίευση	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
publiés	δημοσιεύεται	publier	δημοσιεύω	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
publiés	εκδίδεται	publier	εκδίδω	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
mauvaise	bad	mauvais	bad	ADJ;FEM;SG	
seigneurs	άρχοντες	seigneur	άρχων	N;MASC;PL	ADJ;NOM;MASC;PL
élevée	high	élever	high	V;FEM;SG;PST;V.PTCP	
élevée	ψηλά	élever	ψηλώ	V;FEM;SG;PST;V.PTCP	ADV
élevée	υψηλή	élever	ψηλός	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
élevée	υψηλός	élever	υψηλός	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
élevée	υψηλό	élever	ψηλός	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
élevée	αυξημένα	élever	αυξημένος	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
traditionnelle	παραδοσιακά	traditionnel	παραδοσιακός	ADJ;FEM;SG	ADV
traditionnelle	παραδοσιακές	traditionnel	παραδοσιακός	ADJ;FEM;SG	ADJ;NOM;FEM;PL
remplacement	αντικαταστήσει	remplacement	αντικαθιστώ	N;MASC;SG	V;PFV;IND;SG;3;FIN;ACT
remplacement	αντικατέστησε	remplacement	αντικαθιστώ	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
envoie	αποστολή	envoyer	αποστολή	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
envoie	στείλε	envoyer	στέλνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
envoie	στείλτε	envoyer	στέλνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
envoie	στείλω	envoyer	στείλω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
réduit	μειώνει	réduire	μειώνω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
réduit	μειωμένα	réduire	μειώνω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
réduit	μειωμένος	réduire	μειωμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
traces	ίχνος	trace	ίχνος	N;FEM;PL	N;NOM;NEUT;SG
créateur	σχεδιάστρια	créateur	σχεδιάζτρια	N;MASC;SG	N;NOM;FEM;PL
juridique	νομικά	juridique	νομικά	ADJ;MASC;SG	ADV
intérêts	ενδιαφέροντα	intérêt	ενδιαφέρω	N;MASC;PL	ADV
intérêts	συμφέρον	intérêt	συμφέρον	N;MASC;PL	N;NOM;NEUT;SG
intérêts	τόκος	intérêt	τόκος	N;MASC;PL	N;NOM;MASC;SG
fox	φοξ	fox	φοξ	PROPN	
fox	fox	fox	fox	PROPN	
fox	αλεπού	fox	αλεπός	PROPN	N;NOM;FEM;SG
due	οφειλόμενη	devoir	οφειλόμενος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
marais	μαρς	marais	μαρς	N;MASC;SG	
moines	moines	moine	moines	N;MASC;PL	
kong	κόνγκ	kong	κόνγκ	PROPN	
kong	κονγκ	kong	κονγκ	PROPN	
kong	kong	kong	kong	PROPN	
chimie	χημικά	chimie	χημικά	N;FEM;SG	ADV
poisson	ιχθείς	poisson	ιχθής	N;MASC;SG	ADJ;NOM;MASC;PL
poisson	ιχθείς	poisson	ιχθής	N;MASC;SG	ADJ;NOM;MASC;PL
poisson	ψάρια	poisson	ψάριος	N;MASC;SG	N;NOM;NEUT;PL
poisson	poisson	poisson	poisson	N;MASC;SG	
fruits	καρπός	fruit	καρπός	N;MASC;PL	N;NOM;MASC;SG
fruits	φρούτο	fruit	φρούτος	N;MASC;PL	N;NOM;NEUT;SG
soi	soi	soi	soi	PRO;SG;3	
chat	chat	chat	chat	N;MASC;SG	
chat	κατ	chat	κατ	N;MASC;SG	ADP
chat	cat	chat	cat	N;MASC;SG	
johann	γιόχαν	johann	γίοχας	PROPN	
tirs	σκοποβολή	tir	σκοποβολή	N;MASC;PL	
tirs	πυροβολισμός	tir	πυροβολισμός	N;MASC;PL	N;NOM;MASC;SG
tirs	πυροβολισμό	tir	πυροβολισμός	N;MASC;PL	N;ACC;MASC;SG
sarah	σάρα	sarah	σάρα	PROPN	PROPN;NOM;FEM;SG
géorgie	γεωργιανή	géorgie	γεωργιανός	PROPN	ADJ;NOM;FEM;SG
géorgie	τζώρτζια	géorgie	τζώρτζια	PROPN	N;NOM;NEUT;PL
géorgie	georgia	géorgie	georgia	PROPN	
géorgie	τζόρτζια	géorgie	τζόρτζια	PROPN	
âme	σόουλ	âme	σόουλ	N;FEM;SG	
bloc	block	bloc	block	N;MASC;SG	
méditerranée	μεσογειακή	méditerranée	μεσογειακός	N;FEM;SG	ADJ;NOM;FEM;SG
méditerranée	μεσογείου	méditerranée	μεσόγειος	N;FEM;SG	PROPN;GEN;FEM;SG
méditerranée	μεσόγειο	méditerranée	μεσόγειο	N;FEM;SG	PROPN;ACC;FEM;SG
méditerranée	μεσόγειος	méditerranée	μεσόγειος	N;FEM;SG	PROPN;NOM;MASC;SG
méditerranée	méditerranée	méditerranée	méditerranée	N;FEM;SG	
caractérisée	χαρακτηρίζεται	caractériser	χαρακτηρίζω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
express	express	express	express	N;MASC;SG	
express	εκφράσω	express	εκφράζω	N;MASC;SG	V;PFV;IND;SG;1;FIN;ACT
mit	μιτ	mettre	μιτ	V;IND;SG;3;PST;FIN	
mit	mit	mettre	mit	V;IND;SG;3;PST;FIN	
mit	μιτ	mettre	μιτ	V;IND;SG;3;PST;FIN	
mit	mit	mettre	mit	V;IND;SG;3;PST;FIN	
davantage	περισσότεροι	davantage	πολύς	ADV	ADJ;NOM;CMPR;MASC;PL
davantage	περισσότερες	davantage	πολύς	ADV	ADJ;NOM;CMPR;FEM;PL
davantage	περισσότερα	davantage	πολύς	ADV	ADJ;NOM;CMPR;NEUT;PL
différent	διαφορετικά	différent	διαφορετικά	ADJ;MASC;SG	ADV
différent	διαφορετικοί	différent	διαφορετικός	ADJ;MASC;SG	ADJ;NOM;MASC;PL
découvrir	εξερεύνηση	découvrir	εξερεύνηση	V;NFIN	N;ACC;FEM;SG
découvrir	ανακάλυψη	découvrir	ανακάλυψη	V;NFIN	N;ACC;FEM;SG
changements	αλλαγή	changement	αλλαγή	N;MASC;PL	N;ACC;FEM;SG
changements	μεταβολή	changement	μεταβολή	N;MASC;PL	N;NOM;FEM;SG
fred	φρεντ	fred	φρεντ	PROPN	
fred	fred	fred	fred	PROPN	
chrétien	κριστιάν	chrétien	κριστιάν	ADJ;MASC;SG	
chrétien	christian	chrétien	christian	ADJ;MASC;SG	
chrétien	χριστιανοί	chrétien	χριστιανός	ADJ;MASC;SG	N;NOM;MASC;PL
chrétien	κρίστιαν	chrétien	κρίστιαν	ADJ;MASC;SG	
chrétien	χριστιανός	chrétien	χριστιανός	ADJ;MASC;SG	N;NOM;MASC;SG
oxford	οξφόρδη	oxford	οξφόρδη	PROPN	PROPN;NOM;FEM;SG
croatie	κροατία	croatie	κροατία	N;FEM;SG	PROPN;ACC;FEM;SG
ange	έιντζελ	ange	έιντζελ	N;MASC;SG	
ange	angel	ange	angel	N;MASC;SG	
gaston	γκαστόν	gaston	γκαστός	N;MASC;SG	
robin	ρόμπιν	robin	ρόμπιν	PROPN	
robin	robin	robin	robin	PROPN	
bonnes	καλή	bon	καλός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
bonnes	καλο	bon	καλος	ADJ;FEM;PL	ADV
bonnes	καλό	bon	καλός	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
bonnes	καλά	bon	καλά	ADJ;FEM;PL	ADV
bonnes	καλα	bon	καλά	ADJ;FEM;PL	ADV
classements	κατάταξη	classement	κατάταξη	N;MASC;PL	N;ACC;FEM;SG
xiv	xiv	xiv	xiv	NUM	
conflits	σύγκρουση	conflit	σύγκρουση	N;MASC;PL	N;NOM;FEM;SG
conflits	σύρραξη	conflit	σύρραξη	N;MASC;PL	N;ACC;FEM;SG
transformation	επεξεργασία	transformation	επεξεργασία	N;FEM;SG	
transformation	μετατρέψει	transformation	μετατρέπω	N;FEM;SG	V;PFV;NFIN;ACT
remplace	αντικατάσταση	remplacer	αντικατάσταση	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
remplace	αντικατέστησε	remplacer	αντικαθιστώ	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
cultures	κουλτούρες	culture	κουλτούρα	N;FEM;PL	ADJ;NOM;FEM;PL
étudier	μελέτη	étudier	μελέτη	V;NFIN	N;NOM;FEM;SG
lundi	δευτέρες	lundi	δευτέρα	N;MASC;SG	N;NOM;FEM;PL
viii	viii	viii	viii	NUM	
limitée	limited	limiter	limited	V;FEM;SG;PST;V.PTCP	
limitée	περιορισμένα	limiter	περιορίζω	V;FEM;SG;PST;V.PTCP	ADV
andrea	andrea	andrea	andrea	PROPN	
andrea	αντρέα	andrea	αντρέα	PROPN	N;MASC;SG
andrea	άντρεα	andrea	άντρας	PROPN	N
accessible	προσβάσιμο	accessible	προσβάσιμο	ADJ;MASC;SG	N;NOM;NEUT;SG
virginie	βιρτζίνια	virginie	βιρτζίνιος	N;FEM;SG	PROPN;NOM;FEM;SG
deviennent	γίνε	devenir	γίνομαι	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;PASS
deviennent	γίνετε	devenir	γίνομαι	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;PASS
engagé	αρραβωνιασμένοι	engager	αρραβωνιάζω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
objectifs	γκολ	objectif	γκολ	N;MASC;PL	
objectifs	αποσκοπεί	objectif	αποσκοπώ	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ann	ann	ann	ann	PROPN	
ann	ανν	ann	ανν	PROPN	
écossais	σκωτίας	écossais	σκωτία	ADJ;MASC;SG	PROPN;GEN;FEM;SG
soirée	party	soirée	party	N;FEM;SG	
soirée	καλησπέρα	soirée	καλησπέρα	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
montée	ανάβαση	monter	ανάβαση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
costa	costa	costa	costa	N;MASC;SG	
costa	κώστα	costa	κώστα	N;MASC;SG	PROPN;ACC;MASC;SG
costa	κόστα	costa	κόστα	N;MASC;SG	
alphonse	αλφόνς	alphonse	αλφόνς	N;MASC;SG	PROPN;NOM;MASC;SG
alphonse	αλφόνσο	alphonse	αλφόνσο	N;MASC;SG	
acquis	αποκτήθηκαν	acquérir	αποκτώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
acquis	κεκτημένα	acquérir	κεκτημένος	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;PL
lucien	λουσιέν	lucien	λουσιέν	PROPN	N
sydney	σίντνεϊ	sydney	σίντνεϊ	N;MASC;SG	PROPN;NOM;FEM;SG
sydney	σίδνεϊ	sydney	σίδνεϊ	N;MASC;SG	PROPN;NOM;FEM;SG
qualifié	ικανός	qualifier	ικανός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
qualifié	προσόντα	qualifier	προσόν	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;PL
introduit	εισάγει	introduire	εισάγω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
caractéristique	χαρακτηριστικό	caractéristique	χαρακτηριστικός	ADJ;FEM;SG	N;NOM;NEUT;SG
caractéristique	χαρακτηριστικό	caractéristique	χαρακτηριστικός	ADJ;FEM;SG	N;NOM;NEUT;SG
nba	nba	nba	nba	N;MASC;SG	
nba	νβα	nba	νβα	N;MASC;SG	
howard	χάουαρντ	howard	χάουαρντ	PROPN	PROPN;NOM;MASC;SG
charlie	τσάρλι	charlie	τσάρλι	PROPN	PROPN;NOM;MASC;SG
charlie	charlie	charlie	charlie	PROPN	
charlie	τσάρλυ	charlie	τσάρλυ	PROPN	PROPN;NOM;MASC;SG
communautaire	κοινοτητα	communautaire	κοινοτητα	ADJ;MASC;SG	N;NOM;FEM;SG
communautaire	κοινότητα	communautaire	κοινότητα	ADJ;MASC;SG	N;ACC;FEM;SG
communautaire	κοινότητας	communautaire	κοινότητα	ADJ;MASC;SG	N;GEN;FEM;SG
évêques	μπίσοπ	évêque	μπίσοπ	N;MASC;PL	
évêques	επίσκοπος	évêque	επίσκοπος	N;MASC;PL	N;NOM;MASC;SG
maires	δήμαρχος	maire	δήμαρχος	N;MASC;PL	N;NOM;MASC;SG
elizabeth	ελισάβετ	elizabeth	ελισάβετ	ADJ;MASC;SG	N
elizabeth	ελίζαμπεθ	elizabeth	ελίζαμπεθ	ADJ;MASC;SG	
elizabeth	elizabeth	elizabeth	elizabeth	ADJ;MASC;SG	
recevoir	παραλαβή	recevoir	παραλαβή	V;NFIN	N;NOM;FEM;SG
performances	επίδοση	performance	επίδοση	N;FEM;PL	N;ACC;FEM;SG
performances	απόδοση	performance	απόδοση	N;FEM;PL	N;ACC;FEM;SG
performances	παράσταση	performance	παράσταση	N;FEM;PL	N;ACC;FEM;SG
autrichien	αυστριακές	autrichien	αυστριακός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
brest	brest	brest	brest	PROPN	
étrangère	ξένα	étranger	ξένος	ADJ;FEM;SG	ADJ;NOM;NEUT;PL
friedrich	friedrich	friedrich	friedrich	PROPN	
occupé	πολυάσχολος	occuper	πολυάσχολος	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
occupé	απασχολημένοι	occuper	απασχολώ	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
occupé	κατεχόμενα	occuper	κατεχόμενος	V;MASC;SG;PST;V.PTCP	ADV
archéologique	archéologique	archéologique	archéologique	ADJ;MASC;SG	
musées	museum	musée	museum	N;MASC;PL	
musées	μουσείο	musée	μουσείο	N;MASC;PL	N;NOM;NEUT;SG
traversée	διέλευση	traverser	διέλευση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
traversée	διάβαση	traverser	διάβαση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
réussi	επιτυχής	réussir	επιτυχής	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
réussi	επιτυχημένος	réussir	επιτυχημένος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
réussi	επιτυχές	réussir	επιτυχής	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
antiquité	αντίκα	antiquité	αντίκα	N;FEM;SG	
antiquité	αντίκες	antiquité	αντίκα	N;FEM;SG	N;NOM;FEM;PL
antiquité	αρχαίος	antiquité	αρχαίος	N;FEM;SG	ADJ;NOM;MASC;SG
antiquité	αρχαίο	antiquité	αρχαίος	N;FEM;SG	ADJ;NOM;NEUT;SG
antiquité	αρχαία	antiquité	αρχαίος	N;FEM;SG	ADJ;NOM;FEM;SG
antiquité	αντίκες	antiquité	αντίκα	N;FEM;SG	N;NOM;FEM;PL
antiquité	antiquité	antiquité	antiquité	N;FEM;SG	
brésilien	βραζιλίας	brésilien	βραζιλία	ADJ;MASC;SG	PROPN;GEN;FEM;SG
produite	παραγόμενα	produire	παραγόμενος	V;FEM;SG;PST;V.PTCP	ADV
produite	παρήχθησαν	produire	παραχθώ	V;FEM;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
produite	παράγεται	produire	παράγω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
doctorat	διδακτορική	doctorat	διδακτορικός	N;MASC;SG	ADJ;NOM;FEM;SG
centaines	εκατοντάδες	centaine	εκατοντάδα	N;FEM;PL	NUM;NOM;FEM;PL
réédition	επανεκδίδονται	réédition	επανεκδίδω	N;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
vestiges	λείψανα	vestige	λείπανος	N;MASC;PL	V;PFV;IND;PL;3;PST;FIN;ACT
rêve	dream	rêve	dream	N;MASC;SG	
rêve	όνειρα	rêve	όνειρα	N;MASC;SG	N;NOM;NEUT;PL
rêve	ονειρα	rêve	ονειρα	N;MASC;SG	N;NOM;FEM;PL
rêve	όνειρα	rêve	όνειρα	N;MASC;SG	N;NOM;NEUT;PL
mathieu	μάθιου	mathieu	μάθιος	PROPN	PROPN;NOM;MASC;SG
mathieu	ματιέ	mathieu	ματιέ	PROPN	
camille	καμίλ	camille	κανέλαλ	N;FEM;SG	
dérivés	παράγωγα	dériver	παράγωγο	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;PL
dérivés	παράγωγο	dériver	παράγωγος	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;SG
simples	απλός	simple	απλός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
simples	απλή	simple	απλός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
simples	απλό	simple	απλός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
simples	singles	simple	singles	ADJ;MASC;PL	
simples	μονά	simple	μονά	ADJ;MASC;PL	
nez	nez	nez	nez	N;MASC;SG	
nez	μύτες	nez	μύτα	N;MASC;SG	N;NOM;FEM;PL
barre	μπαρ	barre	μπαρ	N;FEM;SG	N;NOM;NEUT;PL
barre	bar	barre	bar	N;FEM;SG	
barre	barre	barre	barre	N;FEM;SG	
meilleures	καλύτερα	meilleur	καλά	ADJ;FEM;PL	ADV;CMPR
meilleures	καλυτερα	meilleur	καλυτερα	ADJ;FEM;PL	ADV
meilleures	καλύτερο	meilleur	καλά	ADJ;FEM;PL	ADJ;NOM;CMPR;NEUT;SG
meilleures	καλύτερη	meilleur	καλός	ADJ;FEM;PL	ADJ;NOM;CMPR;FEM;SG
meilleures	καλύτερα	meilleur	καλά	ADJ;FEM;PL	ADV;CMPR
meilleures	καλύτερο	meilleur	καλά	ADJ;FEM;PL	ADJ;NOM;CMPR;NEUT;SG
meilleures	best	meilleur	best	ADJ;FEM;PL	
neuvième	ένατη	neuvième	ένατος	ADJ;MASC;SG	NUM;NOM;FEM;SG
neuvième	ένατο	neuvième	ένατος	ADJ;MASC;SG	NUM;ACC;NEUT;SG
aîné	γέροντας	aîné	γέρω	ADJ;MASC;SG	V;IPFV;V.CVB;ACT
aîné	γέροντα	aîné	γέρω	ADJ;MASC;SG	N;VOC;MASC;SG
verre	γυαλιά	verre	γυαλιάς	N;MASC;SG	N;NOM;NEUT;PL
