der	the	der	the	DET;NOM;DEF;MASC;SG	PROPN
francis	fransiskus	francis	fransiskus	PROPN;NOM;MASC;SG	PROPN
francis	francis	francis	francis	PROPN;NOM;MASC;SG	PROPN
bundeswehr	bundeswehr	bundeswehr	bundeswehr	PROPN	PROPN
anforderungen	persyaratan	anforderingen	persyaratan	V;NFIN	N;SG
anforderungen	tuntutan	anforderingen	tuntutan	V;NFIN	N;SG
schützen	protect	schützen	protect	V;NFIN	PROPN
schützen	lindungi	schützen	lindungi	V;NFIN	N;SG;ACT
schützen	shooter	schützen	shooter	V;NFIN	PROPN
schützen	penembak	schützen	pentembak	V;NFIN	N;SG
schützen	penembak	schützen	pentembak	V;NFIN	N;SG
beleg	kuitansi	belegen	kuitansi		N;SG
beleg	resi	belegen	resi		PROPN
web	web	web	web		N
vollkommen	seutuhnya	vollkommen	seutuh	ADJ	N;SG
vollkommen	sepenuhnya	vollkommen	sepenuhnya	ADJ	ADV
ohnehin	anyway	ohnehin	anyway	ADV	PROPN
ohnehin	pokoknya	ohnehin	pokok	ADV	N;SG
ohnehin	lagian	ohnehin	lagian	ADV	
ohnehin	bagaimanapun	ohnehin	bagaimanapun	ADV	
florida	florida	florida	florida	PROPN;NOM;MASC;SG	PROPN
ausgaben	pembelanjaan	ausgeben	penbelanjaan	V;FIN	N;SG
ausgaben	pengeluaran	ausgeben	penkeluaran	V;FIN	N;SG
ausgaben	edisi	ausgeben	edisi	V;FIN	N;SG
ausgaben	pengeluaran	ausgeben	penkeluaran	V;FIN	N;SG
kommunikation	komunikasi	kommunikation	komunikasi	PROPN	N;SG
kommunikation	berkomunikasi	kommunikation	berkomunikasi	PROPN	V;SG;ACT
kommunikation	komunikasi	kommunikation	komunikasi	PROPN	N;SG
kommunikation	communications	kommunikation	communications	PROPN	PROPN
gebrauch	penggunaan	gebrauch	pengunaan	ADJ	N;SG
gebrauch	kegunaan	gebrauch	kegunaan	ADJ	N;SG
gebrauch	pemakaian	gebrauch	penpakaian	ADJ	N;SG
gebrauch	menggunakan	gebrauch	mengunakan	ADJ	V;SG;ACT
gebrauch	gunakan	gebrauch	gunakan	ADJ	V;SG;ACT
gebrauch	pakai	gebrauch	pakai	ADJ	V;SG;ACT
gebrauch	penggunaan	gebrauch	pengunaan	ADJ	N;SG
männchen	jantan	männchen	jantan	N;NOM;PL	N;SG
männchen	jantan	männchen	jantan	N;NOM;PL	N;SG
männchen	male	männchen	male	N;NOM;PL	PROPN
ursprung	origin	ursprung	origin	ADV	PROPN
ursprung	asal	ursprung	asal	ADV	N;SG
ursprung	asal	ursprung	asal	ADV	N;SG
stücke	bongkahan	stücken	bongkahan		N;SG
stücke	trek	stücken	trek		PROPN
stücke	lagu	stücken	lagu		N;SG
stücke	songs	stücken	songs		PROPN
stücke	memainkan	stücken	menmainkan		V;SG;ACT
stücke	bermain	stücken	bermain		V;SG;ACT
stücke	potongan	stücken	potongan		N;SG
stücke	kepingan	stücken	kepingan		N;SG
stücke	keping	stücken	keping		N;SG
stücke	potong	stücken	potong		N;SG;ACT
dauer	durasi	dauer	durasi		N;SG
dauer	panjang	dauer	panjang		ADJ;SG
südafrika	pretoria	südafrika	pretoria	PROPN;NOM;MASC;SG	PROPN
südafrika	africa	südafrika	africa	PROPN;NOM;MASC;SG	PROPN
südafrika	afrika	südafrika	afrika	PROPN;NOM;MASC;SG	N;SG
bewusst	menyadari	bewußt	mensadari	ADJ	V;SG;ACT
bewusst	sadar	bewußt	sadar	ADJ	;SG
bewusst	sengaja	bewußt	sengaja	ADJ	ADV
bewusst	sadar	bewußt	sadar	ADJ	;SG
roland	roland	roland	roland	PROPN;NOM;MASC;SG	PROPN
geist	ghost	geisen	ghost		PROPN
geist	hantu	geisen	hantu		N;SG
geist	mind	geisen	mind		PROPN
geist	pikiran	geisen	pikiran		N;SG
geist	semangat	geisen	semangat		N;SG
geist	ruh	geisen	ruh		PROPN;SG
geist	spirit	geisen	spirit		PROPN
geist	roh	geisen	roh		PROPN;SG
geist	semangat	geisen	semangat		N;SG
geist	ruh	geisen	ruh		PROPN;SG
geist	arwah	geisen	arwah		N;SG
della	della	Della	della	PROPN;NOM;SG	PROPN
katalog	katalog	katalog	katalog	ADJ	N
katalog	katalog	katalog	katalog	ADJ	N
begrenzt	limited	begrenzen	limited	ADJ	PROPN
begrenzt	terbatas	begrenzen	terbatas	ADJ	V;SG
begrenzt	dibatasi	begrenzen	dibatasi	ADJ	V;SG;PASS
begrenzt	capped	begrenzen	capped	ADJ	PROPN
begrenzt	terbatas	begrenzen	terbatas	ADJ	V;SG
begrenzt	dibatasi	begrenzen	dibatasi	ADJ	V;SG;PASS
anlass	kesempatan	anlassen	kesempatan	ADV	N;SG
vii	vii	vii	vii		NUM
argentinien	argentina	argentinien	argentina	PROPN;NOM;NEUT;SG	N;SG
argentinien	argentina	argentinien	argentina	PROPN;NOM;NEUT;SG	N;SG
argentinien	argentina	argentinien	argentina	PROPN;NOM;NEUT;SG	N;SG
sowieso	bagaimanapun	sowieso	bagaimanapun	ADV	
sowieso	anyway	sowieso	anyway	ADV	PROPN
sowieso	pokoknya	sowieso	pokok	ADV	N;SG
sowieso	lagian	sowieso	lagian	ADV	
central	central	central	central	PROPN	PROPN
central	tengah	central	tengah	PROPN	PROPN;SG
central	pusat	central	pusat	PROPN	N;SG
central	sentral	central	sentral	PROPN	N;SG
central	upt	central	upt	PROPN	PROPN
siegfried	siegfried	siegfrieden	siegfried	PROPN;NOM;MASC;SG	PROPN
fünften	kelima	fünft	kelima	ADJ	NUM
fünften	fifth	fünft	fifth	ADJ	PROPN
fünften	seperlima	fünft	seperlima	ADJ	N
gezogen	diderek	ziehen	diderek	V;V.PTCP	N;SG
verkauf	sell	verkaufen	sell	N	PROPN
verkauf	menjual	verkaufen	menjual	N	V;SG;ACT
verkauf	menjual	verkaufen	menjual	N	V;SG;ACT
verkauf	sales	verkaufen	sales	N	PROPN
verkauf	dijual	verkaufen	dijual	N	V;SG;PASS
verkauf	sale	verkaufen	sale	N	PROPN
objekt	obyek	objekt	obyek		N;SG
objekt	objek	objekt	objek		N;SG
positiv	positive	positiv	positive	ADJ	PROPN
positiv	positif	positiv	positif	ADJ	N;SG
positiv	positive	positiv	positive	ADJ	PROPN
positiv	positif	positiv	positif	ADJ	N;SG
positiv	afirmatif	positiv	afirmatif	ADJ	N
wohnung	kempes	wohnung	kempes	N;NOM;FEM;SG	
wohnung	flat	wohnung	flat	N;NOM;FEM;SG	PROPN
wohnung	rata	wohnung	rata	N;NOM;FEM;SG	ADJ;SG
bass	bass	bassen	bass		N
bass	kakap	bassen	kakap		PROPN
schreib	tulis	schreib	tulis	V;IND;SG;2;FIN	N;SG;ACT
interessen	minat	interesse	minat	N;NOM;PL	N;SG
interessen	minat	interesse	minat	N;NOM;PL	N;SG
herzogtum	kadipaten	herzogtum	kadipaten	PROPN	N
pfarrei	parish	pfarrei	parish	PROPN;NOM;SG	PROPN
pfarrei	paroki	pfarrei	paroki	PROPN;NOM;SG	N
erfurt	erfurt	erfurt	erfurt		PROPN
goethe	goethe	goethe	goethe		PROPN
master	masters	master	masters	ADJ	PROPN
master	master	master	master	ADJ	PROPN
master	master	master	master	ADJ	PROPN
master	guru	master	guru	ADJ	N;SG
grüne	green	grün	green	ADJ;NOM;FEM;PL	PROPN
grüne	hijau	grün	hijau	ADJ;NOM;FEM;PL	ADJ;SG
grüne	sayuran	grün	sayuran	ADJ;NOM;FEM;PL	N;SG
grüne	hijau	grün	hijau	ADJ;NOM;FEM;PL	ADJ;SG
anmerkungen	catatan	anmerkingen	catatan	V;NFIN	N;SG
anmerkungen	notes	anmerkingen	notes	V;NFIN	PROPN
anmerkungen	pengamatan	anmerkingen	pengamatan	V;NFIN	N;SG
anmerkungen	komentar	anmerkingen	komentar	V;NFIN	N;SG
anmerkungen	anotasi	anmerkingen	anotasi	V;NFIN	N;SG
posten	barang	posten	barang	V;FIN	N;SG
posten	butir	posten	butir	V;FIN	PROPN;SG
posten	item	posten	item	V;FIN	N
posten	kiriman	posten	kiriman	V;FIN	N;SG
posten	posting	posten	posting	V;FIN	PROPN
posten	post	posten	post	V;FIN	PROPN
posten	kiriman	posten	kiriman	V;FIN	N;SG
posten	posting	posten	posting	V;FIN	PROPN
posten	posting	posten	posting	V;FIN	PROPN
ideen	gagasan	ide	gagasan	V;NFIN	N;SG
ideen	ide	ide	ide	V;NFIN	N;SG
ideen	pemikiran	ide	penpikiran	V;NFIN	N;SG
ideen	fikiran	ide	fikiran	V;NFIN	N;SG
ideen	pikiran	ide	pikiran	V;NFIN	N;SG
gedanken	pikir	panken	pikir	V;NFIN	
gedanken	pemikiran	panken	penpikiran	V;NFIN	N;SG
gedanken	fikiran	panken	fikiran	V;NFIN	N;SG
gedanken	pikiran	panken	pikiran	V;NFIN	N;SG
gedanken	refleksi	panken	refleksi	V;NFIN	N;SG
gedanken	renungan	panken	renungan	V;NFIN	N;SG
gedanken	pemikiran	panken	penpikiran	V;NFIN	N;SG
gedanken	fikiran	panken	fikiran	V;NFIN	N;SG
gedanken	pikiran	panken	pikiran	V;NFIN	N;SG
bergen	bergen	bergen	bergen	V;NFIN	PROPN
veranstaltung	peristiwa	veranstaltung	peristiwa	ADJ	N;SG
veranstaltung	acara	veranstaltung	acara	ADJ	N;SG
hinten	buritan	hinten	buritan	ADV	N;SG
hinten	kembali	hinten	kembali	ADV	V;SG;ACT
hinten	balik	hinten	balik	ADV	N;SG;ACT
hinten	mundur	hinten	mundur	ADV	V;SG;ACT
hinten	back	hinten	back	ADV	PROPN
hinten	belakang	hinten	belakang	ADV	N;SG
hinten	rear	hinten	rear	ADV	PROPN
hinten	belakang	hinten	belakang	ADV	N;SG
japanischer	jepang	japanisch	jepang	ADJ	PROPN;SG
japanischer	japanese	japanisch	japanese	ADJ	PROPN
niederlanden	belanda	niederlinden	belanda	ADJ	PROPN;SG
verletzt	cedera	verletzen	cedera	V;V.PTCP	N;SG
verletzt	hurt	verletzen	hurt	V;V.PTCP	PROPN
verletzt	sakit	verletzen	sakit	V;V.PTCP	N;SG
krankheit	penyakit	krankheit	pensakit	ADJ	N;SG
krankheit	penyakit	krankheit	pensakit	ADJ	N;SG
krankheit	penyakit	krankheit	pensakit	ADJ	N;SG
krankheit	penyakit	krankheit	pensakit	ADJ	N;SG
ach	ach	ach	ach		PROPN
erweiterte	extended	erweitern	extended	V;IND;SG;3;PST;FIN	PROPN
erweiterte	perluasan	erweitern	perluasan	V;IND;SG;3;PST;FIN	N;SG
erweiterte	mengembang	erweitern	menkembang	V;IND;SG;3;PST;FIN	PROPN;SG;ACT
erweiterte	canggih	erweitern	canggih	V;IND;SG;3;PST;FIN	N;SG
erweiterte	lanjutan	erweitern	lanjutan	V;IND;SG;3;PST;FIN	N;SG
strecken	rute	strecken	rute	V;NFIN	N;SG
strecken	stretch	strecken	stretch	V;NFIN	PROPN
strecken	peregangan	strecken	peregangan	V;NFIN	N;SG
premierminister	prime	premierminister	prime	PROPN;NOM;MASC;SG	PROPN
premierminister	perdana	premierminister	perdana	PROPN;NOM;MASC;SG	ADJ;SG
premierminister	taoiseach	premierminister	taoiseach	PROPN;NOM;MASC;SG	PROPN
premierminister	premier	premierminister	premier	PROPN;NOM;MASC;SG	PROPN
unser	unser	unser	unser	PRO;NOM;MASC;SG	PROPN
unser	our	unser	our	PRO;NOM;MASC;SG	PROPN
navy	navy	navy	navy	PROPN;NOM;SG	PROPN
jung	young	jung	young	ADJ	PROPN
jung	mudanya	jung	muda	ADJ	N;SG
jung	jeong	jung	jeong	ADJ	PROPN
jung	jung	jung	jung	ADJ	PROPN
nationalpark	park	nationalpark	park	ADJ	PROPN
nationalpark	taman	nationalpark	taman	ADJ	N;SG
sehenswürdigkeiten	museum	sehenswürdigkeiten	museum	N;NOM;FEM;PL	PROPN
sehenswürdigkeiten	atraksi	sehenswürdigkeiten	atraksi	N;NOM;FEM;PL	N;SG
sehenswürdigkeiten	tamasya	sehenswürdigkeiten	tamasya	N;NOM;FEM;PL	N;SG
sehenswürdigkeiten	pemandangan	sehenswürdigkeiten	penpandangan	N;NOM;FEM;PL	N;SG
sehenswürdigkeiten	monumen	sehenswürdigkeiten	monumen	N;NOM;FEM;PL	N;SG
johnson	johnson	johnson	johnson	PROPN;NOM;MASC;SG	PROPN
jesus	yesus	jesus	yesus	PROPN;NOM;MASC;SG	PROPN
jesus	jesus	jesus	jesus	PROPN;NOM;MASC;SG	PROPN
via	melalui	via	melalui		ADP
via	lewat	via	lewat		ADP;SG;ACT
königsberg	königsberg	königsberg	königsberg	ADJ	PROPN
königsberg	kaliningrad	königsberg	kaliningrad	ADJ	PROPN
foundation	foundation	foundation	foundation	PROPN;NOM;SG	PROPN
foundation	fondasi	foundation	fondasi	PROPN;NOM;SG	N;SG
foundation	yayasan	foundation	yayasan	PROPN;NOM;SG	N;SG
foundation	pondasi	foundation	pondasi	PROPN;NOM;SG	N;SG
umsetzung	berlakukan	umsetzung	berlakukan	N;NOM;FEM;SG	V;SG;ACT
umsetzung	direalisasikan	umsetzung	direalisasikan	N;NOM;FEM;SG	V;SG;PASS
flügel	piano	flügeln	piano	ADJ	N
flügel	sayap	flügeln	sayap	ADJ	N;SG
flügel	wings	flügeln	wings	ADJ	PROPN
flügel	sayap	flügeln	sayap	ADJ	N;SG
flügel	wing	flügeln	wing	ADJ	PROPN
rezeption	resepsionis	Rezeption	resepsionis		N;SG
rezeption	penerimaan	Rezeption	penterimaan		N;SG
rezeption	resepsi	Rezeption	resepsi		N;SG
kämpfen	pertempuran	kämpfen	pertempuran	V;NFIN	N;SG
kämpfen	perkelahian	kämpfen	perkelahian	V;NFIN	N;SG
kämpfen	perjuangan	kämpfen	perjuangan	V;NFIN	N;SG
kämpfen	fighting	kämpfen	fighting	V;NFIN	PROPN
kämpfen	fight	kämpfen	fight	V;NFIN	PROPN
kämpfen	lawan	kämpfen	lawan	V;NFIN	N;SG;ACT
kämpfen	melawan	kämpfen	menlawan	V;NFIN	ADP;SG;ACT
baum	baum	baum	baum		PROPN
baum	pohon	baum	pohon		N;SG
baum	tree	baum	tree		PROPN
abhängig	bergantung	abhängig	bergantung	ADJ	V;SG;ACT
abhängig	addicted	abhängig	addicted	ADJ	PROPN
abhängig	ketagihan	abhängig	ketagihan	ADJ	N;SG
abhängig	kecanduan	abhängig	kecanduan	ADJ	N;SG
abhängig	kondisional	abhängig	kondisional	ADJ	N
abhängig	bersyarat	abhängig	bersyarat	ADJ	PROPN;SG;ACT
abhängig	addict	abhängig	addict	ADJ	PROPN
abhängig	pecandu	abhängig	pecandu	ADJ	N
gewissen	nurani	gewiß	nurani		N;SG
steve	steve	steven	steve	PROPN;NOM;MASC;SG	PROPN
ohio	ohio	ohio	ohio	PROPN;NOM;MASC;SG	PROPN
maximilian	maximilian	maximilian	maximilian	PROPN	PROPN
mario	mario	mario	mario	PROPN;NOM;SG	PROPN
wahrheit	kebenaran	wahrheit	kebenaran		N;SG
wahrheit	truth	wahrheit	truth		PROPN
istanbul	istanbul	istanbul	istanbul	PROPN;NOM;NEUT;SG	PROPN
äußerst	amat	äußerst	amat	ADV	
uwe	uwe	uwe	uwe	PROPN;NOM;MASC;SG	PROPN
unabhängigkeit	merdeka	unabhängigkeit	merdeka	ADJ;SG	PROPN;SG
unabhängigkeit	kemerdekaan	unabhängigkeit	kemerdekaan	ADJ;SG	N;SG
unabhängigkeit	kemandirian	unabhängigkeit	kemandirian	ADJ;SG	N;SG
unabhängigkeit	independence	unabhängigkeit	independence	ADJ;SG	PROPN
gipfel	ktt	gipfel	ktt	ADV	N;SG
gipfel	summit	gipfel	summit	ADV	PROPN
gipfel	peak	gipfel	peak	ADV	PROPN
gipfel	puncak	gipfel	puncak	ADV	N;SG
gipfel	puncak	gipfel	puncak	ADV	N;SG
pop	pops	pop	pops	PROPN;NOM;SG	PROPN
pop	pap	pop	pap	PROPN;NOM;SG	PROPN
pop	pop	pop	pop	PROPN;NOM;SG	PROPN
beeinflusst	pengaruh	beeinflussen	pengaruh	V;V.PTCP	N;SG
beeinflusst	terdampak	beeinflussen	terdampak	V;V.PTCP	N
vermeiden	penghindaran	vermeiden	penhindaran	V;NFIN	N;SG
church	gereja	church	gereja	PROPN	N;SG
church	church	church	church	PROPN	PROPN
bauer	bauer	Bauer	bauer	ADJ	PROPN
bauer	petani	Bauer	petani	ADJ	N;SG
bauer	bidak	Bauer	bidak	ADJ	N;SG
bauer	gadai	Bauer	gadai	ADJ	N;SG;ACT
bauer	private	Bauer	private	ADJ	PROPN
bauer	pion	Bauer	pion	ADJ	N;SG
bauer	pegadaian	Bauer	pegadaian	ADJ	N;SG
aktive	active	aktiv	active	ADJ;NOM;FEM;PL	PROPN
aktive	aktif	aktiv	aktif	ADJ;NOM;FEM;PL	ADJ;SG
denkmalschutz	tugu	denkmalschutz	tugu	ADJ	N
denkmalschutz	monumen	denkmalschutz	monumen	ADJ	N;SG
denkmalschutz	warisan	denkmalschutz	warisan	ADJ	N;SG
denkmalschutz	heritage	denkmalschutz	heritage	ADJ	PROPN
rosa	pink	rosa	pink	PROPN	PROPN
rosa	rosa	rosa	rosa	PROPN	PROPN
bundes	federal	bund	federal		N;SG
bundes	bund	bund	bund		PROPN
verständnis	memahami	verständnis	menpahami	N;NOM;NEUT;SG	V;SG;ACT
luxemburg	luksemburg	luxemburg	luksemburg	PROPN;NOM;NEUT;SG	PROPN
luxemburg	luksemburg	luxemburg	luksemburg	PROPN;NOM;NEUT;SG	PROPN
luxemburg	luxembourg	luxemburg	luxembourg	PROPN;NOM;NEUT;SG	PROPN
abgerissen	robek	abreißen	robek	V;V.PTCP	N
abgerissen	koyak	abreißen	koyak	V;V.PTCP	ADJ;SG
extrem	sangat	extrem	sangat	ADJ	ADV
extrem	amat	extrem	amat	ADJ	
extrem	ekstrem	extrem	ekstrem	ADJ	N;SG
extrem	ekstrim	extrem	ekstrim	ADJ	N;SG
extrem	extreme	extrem	extreme	ADJ	N
ford	ford	ford	ford	PROPN;NOM;MASC;SG	PROPN
viertel	triwulan	viertel	triwulan		N;SG
viertel	quarter	viertel	quarter		PROPN
viertel	kuartal	viertel	kuartal		N;SG
viertel	seperempat	viertel	seperempat		NUM
viertel	lingkungan	viertel	lingkungan		N;SG
viertel	lingkungan	viertel	lingkungan		N;SG
viertel	permukiman	viertel	permukiman		N;SG
hauptrolle	bintangi	hauptroll	bintangi		V;SG;ACT
hauptrolle	dibintangi	hauptroll	dibintangi		V;SG;PASS
hauptrolle	membintangi	hauptroll	menbintangi		V;SG;ACT
pläne	rencana	pläne	rencana	N;NOM;MASC;PL	N;SG
politischer	politik	politisch	politik	ADJ	N;SG
unterricht	pelajaran	unterrichten	pelajaran		N;SG
unterricht	mengajarkan	unterrichten	menajarkan		V;SG;ACT
unterricht	mengajari	unterrichten	menajari		V;SG;ACT
unterricht	mengajar	unterrichten	menajar		V;SG;ACT
unterricht	pengajaran	unterrichten	penajaran		N;SG
unterricht	edukasi	unterrichten	edukasi		N;SG
unterricht	pendidikan	unterrichten	pendidikan		N;SG
unterricht	instruksi	unterrichten	instruksi		N;SG
victoria	victoria	victoria	victoria	PROPN;NOM;MASC;SG	PROPN
fakten	fakta	fakten	fakta	V;NFIN	N;SG
trennung	putus	trennung	putus	V;SG;FIN	ADJ;SG
trennung	pemisahan	trennung	penpisahan	V;SG;FIN	N;SG
budapest	budapest	budapest	budapest	PROPN;NOM;NEUT;SG	PROPN
charlotte	charlotte	charlotte	charlotte	PROPN;NOM;SG	PROPN
uss	uss	uss	uss	PROPN;NOM;MASC;SG	PROPN
dirigent	kondektur	dirigent	kondektur	ADJ	N
dirigent	konduktor	dirigent	konduktor	ADJ	N;SG
kommando	komando	kommando	komando	N;NOM;NEUT;SG	PROPN;SG
kommando	commando	kommando	commando	N;NOM;NEUT;SG	PROPN
kommando	komando	kommando	komando	N;NOM;NEUT;SG	PROPN;SG
little	little	little	little	PROPN	PROPN
little	kecil	little	kecil	PROPN	ADJ;SG
little	sedikit	little	sedikit	PROPN	ADV;SG
little	beraktifitas	little	beraktifitas	PROPN	V;SG;ACT
vorteil	perk	vorteil	perk	ADV	PROPN
vorteil	keuntungan	vorteil	keuntungan	ADV	N;SG
vorteil	keunggulan	vorteil	keunggulan	ADV	N;SG
vorteil	kelebihan	vorteil	kelebihan	ADV	N;SG
vorteil	keuntungan	vorteil	keuntungan	ADV	N;SG
vorteil	keunggulan	vorteil	keunggulan	ADV	N;SG
schöne	beautiful	schön	beautiful	ADJ;NOM;FEM;PL	PROPN
schöne	cantiknya	schön	cantik	ADJ;NOM;FEM;PL	N;SG
schöne	cantik	schön	cantik	ADJ;NOM;FEM;PL	ADJ;SG
schöne	indah	schön	indah	ADJ;NOM;FEM;PL	ADJ;SG
schöne	cantik	schön	cantik	ADJ;NOM;FEM;PL	ADJ;SG
schöne	lovely	schön	lovely	ADJ;NOM;FEM;PL	PROPN
schöne	indah	schön	indah	ADJ;NOM;FEM;PL	ADJ;SG
schöne	nice	schön	nice	ADJ;NOM;FEM;PL	PROPN
güter	barangnya	gut	barang		N;SG
güter	barang	gut	barang		N;SG
willen	kehendaki	willen	kehendaki	ADV	;SG
willen	wills	willen	wills	ADV	PROPN
willen	wasiat	willen	wasiat	ADV	N;SG
expedition	ekspedisi	expedition	ekspedisi		N
oldenburg	oldenburg	oldenburg	oldenburg	PROPN;NOM;NEUT;SG	PROPN
näher	closer	nah	closer	ADJ	PROPN
inne	inna	inne	inna	ADV	PROPN
gerät	perangkat	geraten	perangkat	V;V.PTCP	N;SG
gerät	peranti	geraten	peranti	V;V.PTCP	N;SG
gerät	peralatan	geraten	peralatan	V;V.PTCP	N;SG
gerät	aparat	geraten	aparat	V;V.PTCP	N;SG
berge	gunung	bergen	gunung		N;SG
berge	pegunungan	bergen	pegunungan		N;SG
berge	berge	bergen	berge		PROPN
berge	bukit	bergen	bukit		PROPN;SG
berge	hills	bergen	hills		PROPN
berge	perbukitan	bergen	perbukitan		N;SG
berge	gunung	bergen	gunung		N;SG
berge	mountain	bergen	mountain		PROPN
berge	pegunungan	bergen	pegunungan		N;SG
grundlagen	fundamental	grundlagen	fundamental	V;NFIN	N;SG
grundlagen	foundation	grundlagen	foundation	V;NFIN	PROPN
grundlagen	fondasi	grundlagen	fondasi	V;NFIN	N;SG
grundlagen	yayasan	grundlagen	yayasan	V;NFIN	N;SG
grundlagen	dasar	grundlagen	dasar	V;NFIN	ADJ;SG
grundlagen	base	grundlagen	base	V;NFIN	N
grundlagen	basis	grundlagen	basis	V;NFIN	PROPN;SG
wilson	wilson	wilson	wilson	PROPN;NOM;SG	PROPN
einstellung	attitude	einstellung	attitude	N;NOM;FEM;SG	PROPN
einstellung	menata	einstellung	mentata	N;NOM;FEM;SG	PROPN;SG;ACT
varianten	varian	variant	varian	V;NFIN	N;SG
varianten	variant	variant	variant	V;NFIN	N;SG
varianten	varian	variant	varian	V;NFIN	N;SG
varianten	variasi	variant	variasi	V;NFIN	N;SG
varianten	versi	variant	versi	V;NFIN	N;SG
bielefeld	bielefeld	bielefeld	bielefeld	PROPN	PROPN
verbessert	penyempurnaan	verbessern	pensempurnaan	V;V.PTCP	N;SG
verbessert	peningkatan	verbessern	pentingkatan	V;V.PTCP	N;SG
altar	altarpiece	altar	altarpiece	ADV	PROPN
altar	altar	altar	altar	ADV	N;SG
altar	mezbah	altar	mezbah	ADV	N;SG
tief	mendalam	tief	mendalam	ADJ	V;SG;ACT
tief	sedalam	tief	sedalam	ADJ	;SG
tief	mendalam	tief	mendalam	ADJ	V;SG;ACT
tief	deep	tief	deep	ADJ	PROPN
runden	pembulatan	rund	penbulatan	ADJ	N;SG
runden	lap	rund	lap	ADJ	PROPN;SG
runden	melingkar	rund	menlingkar	ADJ	;ACT
runden	ronde	rund	ronde	ADJ	N
runden	bulat	rund	bulat	ADJ	PROPN;SG
runden	round	rund	round	ADJ	PROPN
ortsteile	permukiman	ortsteilen	permukiman	N;NOM;PL	N;SG
ortsteile	distrik	ortsteilen	distrik	N;NOM;PL	N;SG
california	california	california	california	PROPN;NOM;SG	PROPN
utc	utc	utc	utc		PROPN
zeitschriften	majalah	zeitschreifen	majalah	V;NFIN	N;SG
zeitschriften	majalah	zeitschreifen	majalah	V;NFIN	N;SG
zeitschriften	jurnal	zeitschreifen	jurnal	V;NFIN	N;SG
illinois	illinois	illinois	illinois	PROPN;NOM;SG	PROPN
chronik	kronologi	chronik	kronologi		N
chronik	kronologi	chronik	kronologi		N
chronik	chronicles	chronik	chronicles		PROPN
chronik	kronik	chronik	kronik		PROPN
chronik	chronicle	chronik	chronicle		PROPN
fach	kompartemen	fach	kompartemen		N;SG
reformation	reformasi	Reformation	reformasi	PROPN	N;SG
aussehen	penampilan	aussehen	pentampilan	V;NFIN	N;SG
aussehen	tampilan	aussehen	tampilan	V;NFIN	N;SG
gefängnis	penjara	gefängnis	penjara	ADJ	N;SG
gefängnis	penjara	gefängnis	penjara	ADJ	N;SG
gefängnis	penjara	gefängnis	penjara	ADJ	N;SG
gefängnis	prison	gefängnis	prison	ADJ	PROPN
vorgestellt	unggulan	vorstellen	unggulan	V;V.PTCP	N;SG
vorgestellt	feature	vorstellen	feature	V;V.PTCP	PROPN
gesucht	buronan	suchen	buronan	V;V.PTCP	N
gesucht	wanted	suchen	wanted	V;V.PTCP	PROPN
regionalliga	regionalliga	regionalliga	regionalliga	ADJ	N
drama	drama	drama	drama	ADJ	N;SG
marc	marc	marcen	marc	PROPN;NOM;SG	PROPN
maschine	mesin	maschine	mesin	ADJ	N;SG
maschine	engine	maschine	engine	ADJ	N
maschine	mesin	maschine	mesin	ADJ	N;SG
maschine	mesin	maschine	mesin	ADJ	N;SG
maschine	mesin	maschine	mesin	ADJ	N;SG
manuel	manuel	manuel	manuel	PROPN;NOM;SG	PROPN
highway	highway	highway	highway	PROPN	PROPN
renaissance	renaisans	renaissanc	renaisans	PROPN;NOM;SG	N
renaissance	renaissance	renaissanc	renaissance	PROPN;NOM;SG	N
ahnung	firasat	ahnung	firasat		N;SG
sturm	badai	sturm	badai		PROPN;SG
sturm	sturm	sturm	sturm		PROPN
sturm	tempest	sturm	tempest		PROPN
sturm	badai	sturm	badai		PROPN;SG
sturm	storm	sturm	storm		PROPN
bord	bord	bord	bord	N;NOM;NEUT;SG	PROPN
umstritten	disengketakan	umstritten	disengketakan	ADJ	V;SG;PASS
umstritten	sengketa	umstritten	sengketa	ADJ	N;SG
umstritten	kontroversial	umstritten	kontroversial	ADJ	N;SG
prinzessin	putri	prinzessin	putri	N;NOM;FEM;SG	PROPN;SG
prinzessin	princess	prinzessin	princess	N;NOM;FEM;SG	PROPN
geschwindigkeit	kecepatan	geschwindigkeit	kecepatan	ADJ	N;SG
geschwindigkeit	tempo	geschwindigkeit	tempo	ADJ	PROPN;SG
geschwindigkeit	kecepatan	geschwindigkeit	kecepatan	ADJ	N;SG
geschwindigkeit	speed	geschwindigkeit	speed	ADJ	PROPN
geschwindigkeit	pace	geschwindigkeit	pace	ADJ	PROPN
bob	bob	bob	bob	PROPN;NOM;MASC;SG	PROPN
exemplare	spesimen	exemplar	spesimen	ADJ	N;SG
exemplare	salinan	exemplar	salinan	ADJ	N;SG
jesu	yesus	jesu	yesus	PROPN;NOM;MASC;SG	PROPN
jesu	jesus	jesu	jesus	PROPN;NOM;MASC;SG	PROPN
ungarischen	hongaria	ungarisch	hongaria	ADJ;PL	PROPN
ungarischen	hungaria	ungarisch	hungaria	ADJ;PL	PROPN;SG
genauer	persis	genau	persis	ADJ	;SG
beschränkt	terbatas	beschränken	terbatas	ADJ;V.PTCP	V;SG
beschränkt	dibatasi	beschränken	dibatasi	ADJ;V.PTCP	V;SG;PASS
