και	और	και	और	CONJ	
μεταφορές	यातायात	μεταφορά	यातायात	N;NOM;FEM;PL	N;NOM;MASC;SG;3
μεταφορές	हस्तांतरण	μεταφορά	हस्तांतरण	N;NOM;FEM;PL	N;NOM;MASC;SG;3
εταιρίες	कंपनियों	εταιρία	कंपनी	N;NOM;FEM;PL	N;ACC;FEM;PL;3
φάρμακα	दवा	φάρμακο	दवा	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
φάρμακα	औषधि	φάρμακο	औषधि	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
φάρμακα	दवाई	φάρμακο	दवाई	N;NOM;NEUT;PL	
φάρμακα	आयुर्विज्ञान	φάρμακο	आयुर्विज्ञान	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
δυναμική	डायनामिक्स	δυναμικός	डायनामिक्स	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
δυναμική	गतिशील	δυναμικός	गतिशील	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
δυναμική	डायनेमिक	δυναμικός	डायनेमिक	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ακτίνα	बीम	ακτίνα	बीम	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ακτίνα	त्रिज्या	ακτίνα	त्रिज्या	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ακτίνα	दायरा	ακτίνα	दायरा	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συνεργάτες	शरीक	συνεργάτης	शरीक	N;NOM;MASC;PL	
συνεργάτες	साझेदार	συνεργάτης	साझेदार	N;NOM;MASC;PL	N;NOM;MASC;SG;3
συνεργάτες	शरीक	συνεργάτης	शरीक	N;NOM;MASC;PL	
συνεργάτες	सहकर्मियों	συνεργάτης	सहकर्मी	N;NOM;MASC;PL	N;ACC;MASC;PL;3
συνεργάτες	सहकर्मी	συνεργάτης	सहकर्मी	N;NOM;MASC;PL	N;NOM;MASC;SG;3
εξίσου	बराबर	εξίσου	बराबर	ADV	CONJ
ίαν	lan	ίαν	ओे		N;NOM;MASC;SG;3
ίαν	इयान	ίαν	इयान		PROPN;NOM;MASC;SG;3
μύθος	लीजेंड	μύθος	लीजेंड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
μύθος	किंवदंती	μύθος	किंवदंती	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
έξοδο	निकास	έξοδος	निकास	N;ACC;FEM;SG	N;NOM;MASC;SG;3
στερεά	ठोस	στεργώ	ठोस	ADV	PROPN;NOM;MASC;SG;3
ισορροπία	बैलेंस	ισορροπία	बैलेंस	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ισορροπία	संतुलन	ισορροπία	संतुलन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ισορροπία	संतुलन	ισορροπία	संतुलन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ισπανός	स्पैनिश	ισπανός	स्पैनिश	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ισπανός	स्पेनिश	ισπανός	स्पेनिश	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ισπανός	स्पेनी	ισπανός	स्पेनी	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
τυπική	ठेठ	τυπικός	ठेठ	ADJ;NOM;FEM;SG	
ρυθμός	लय	ρυθμός	लय	N;NOM;MASC;SG	
συνασπισμού	गठबन्धन	συνασπισμός	गठबन्धन	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
θεατές	व्यूअर	θεατός	व्यूअर	N;NOM;MASC;PL	N;NOM;MASC;SG;3
σφαγή	नरसंहार	σφαγή	नरसंहार	N;ACC;FEM;SG	N;NOM;MASC;SG;3
σφαγή	वध	σφαγή	वध	N;ACC;FEM;SG	N;NOM;MASC;SG;3
σουλτάνος	सुल्तान	σουλτάνος	सुल्तान	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
σουλτάνος	सुलतान	σουλτάνος	सुलतान	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ελαφρά	हलके	ελαφρά	हलका	ADV	N;NOM;MASC;SG;3
ελαφρά	अल्प	ελαφρά	अल्प	ADV	
ελαφρά	निर्बल	ελαφρά	निर्बल	ADV	
ελαφρά	हल्का	ελαφρά	हल्का	ADV	ADJ;NOM;MASC;SG
ελαφρά	क्षीण	ελαφρά	क्षीण	ADV	
ελαφρά	तुच्छ	ελαφρά	तुच्छ	ADV	
ελαφρά	पतला	ελαφρά	पतला	ADV	ADJ;NOM;MASC;SG
ελαφρά	थोड़े	ελαφρά	थोड़ा	ADV	ADJ;ACC;MASC;SG
ελαφρά	थोड़ा	ελαφρά	थोड़ा	ADV	ADJ;NOM;MASC;SG
σεν	सेन	σεν	सेन		PROPN;NOM;SG;3
βιρτζίνια	वर्जीनिया	βιρτζίνιος	वर्जीनिया	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
βιρτζίνια	वर्जिनिया	βιρτζίνιος	वर्जिनिया	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μέταλλα	धातु	μέταλλος	धातु	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
μέταλλα	मेटल	μέταλλος	मेटल	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
μέταλλα	धातु	μέταλλος	धातु	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
μέταλλα	धातुओं	μέταλλος	धातुा	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
αρχαίους	अगलों	άρχαιος	अगल	ADJ;ACC;MASC;PL	N;ACC;MASC;PL;3
σκηνοθέτες	निर्देशकों	σκηνοθέτης	निर्देशक	N;NOM;MASC;PL	N;ACC;MASC;PL;3
χορός	नाच	χορός	नाच	N;NOM;MASC;SG	
χορός	नाचना	χορός	नाचना	N;NOM;MASC;SG	
κύμα	वेव	κύμα	वेव	N;NOM;NEUT;SG	
μαδρίτη	madrid	μαδρίτη	madrid	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
μαδρίτη	मैड्रिड	μαδρίτη	मैड्रिड	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
πρωταγωνίστησε	स्ट्रक्चर	πρωταγωνίζω	स्ट्रक्चर	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG;3
κάρλος	कार्लोस	κάρλος	कार्लोस	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πύλες	द्वारों	πύλη	द्वार	N;NOM;FEM;PL	N;ACC;MASC;PL;3
πύλες	गेट्स	πύλη	गेट्स	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
εγγονός	पोता	εγγονός	पोता	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πρόσφατη	हालिया	πρόσφατος	हालिया	ADJ;NOM;FEM;SG	
πρόσφατη	हाल	πρόσφατος	हाल	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ρίο	रियो	ρίο	रियो		PROPN;NOM;MASC;SG;3
ρίο	रिओ	ρίο	रिओ		
βυζάντιο	byzantium	βυζάντιος	ओुुूआी	PROPN;NOM;NEUT;SG	N;NOM;MASC;SG;3
θηλυκά	महिलाओं	θηλυκά	महिला	N;NOM;NEUT;PL	N;ACC;FEM;PL;3
αρσενικό	आर्सेनिक	αρσενικός	आर्सेनिक	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
αρσενικό	पुरुष	αρσενικός	पुरुष	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
αρσενικό	नर	αρσενικός	नर	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
αρσενικό	पुरूष	αρσενικός	पुरूष	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
επαγγελματίες	पेशेवरों	επαγγελματίας	पेशेवर	N;NOM;MASC;PL	N;ACC;MASC;PL;3
επαγγελματίες	पेशेवर	επαγγελματίας	पेशेवर	N;NOM;MASC;PL	N;NOM;MASC;SG;3
ψηφιακή	डिजीटल	ψηφιακός	डिजीटल	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ψηφιακή	डिजिटल	ψηφιακός	डिजिटल	ADJ;NOM;FEM;SG	N;NOM
ηλεκτρονική	इलेक्ट्रॉनिक्स	ηλεκτρονικός	इलेक्ट्रॉनिक्स	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ηλεκτρονική	इलेक्ट्रानिक	ηλεκτρονικός	इलेक्ट्रानिक	ADJ;NOM;FEM;SG	PROPN;NOM
ηλεκτρονική	इलेक्ट्रॉनिक	ηλεκτρονικός	इलेक्ट्रॉनिक	ADJ;NOM;FEM;SG	N;NOM
τεράστιο	प्रचुर	τεράστιος	प्रचुर	ADJ;NOM;NEUT;SG	
τεράστιο	अत्यंत	τεράστιος	अत्यन्त	ADJ;NOM;NEUT;SG	CONJ
κομμουνιστικό	कम्युनिस्ट	κομμουνιστικός	कम्युनिस्ट	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
επεκτάθηκε	विस्तारित	επικτείνω	विस्तारित	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ
ήλιος	सूरज	ήλιος	सूरज	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ήλιος	रवि	ήλιος	रवि	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ήλιος	सन	ήλιος	सन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ήλιος	सूर्य	ήλιος	सूर्य	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
άσπρο	सफेद	άσπρο	सफेद	N;NOM;NEUT;SG	
άσπρο	श्वेत	άσπρο	श्वेत	N;NOM;NEUT;SG	
εκδοχές	संस्करण	εκδοχή	संस्करण	N;NOM;FEM;PL	N;NOM;MASC;SG;3
πρόεδροι	राष्ट्रपतियों	πρόεδρος	राष्ट्रपति	N;NOM;MASC;PL	N;ACC;MASC;PL;3
ερώτημα	क्वैरी	ερώτημα	क्वैरी	N;NOM;NEUT;SG	
ερώτημα	सवाल	ερώτημα	सवाल	N;NOM;NEUT;SG	N;NOM;MASC;PL;3
τεχνικά	तकनीकी	τεχνικά	तकनीकी	ADV	N;NOM;FEM;SG;3
ιδιοκτήτης	स्वामी	ιδιοκτήτης	स्वामी	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
θεατρική	नाट्य	θεατρικός	नाट्य	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
κτήρια	भवनों	κτήριος	भवन	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
κτήρια	भवन	κτήριος	भवन	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
ωραία	नाइस	ωραίος	नाइस	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ωραία	nice	ωραίος	nice	ADJ;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
τάσεις	रुझान	τάση	रुझान	N;NOM;FEM;PL	N;NOM;MASC;SG;3
τάσεις	प्रवृत्ति	τάση	प्रवृत्ति	N;NOM;FEM;PL	N;NOM;FEM;SG;3
τάσεις	चर्चित	τάση	चर्चित	N;NOM;FEM;PL	ADJ
τάσεις	ट्रेंड	τάση	ट्रेंड	N;NOM;FEM;PL	N;NOM;MASC;SG;3
τάσεις	रुझान	τάση	रुझान	N;NOM;FEM;PL	N;NOM;MASC;SG;3
σελήνη	चन्द्र	σελήνη	चन्द्र	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
σελήνη	चांद	σελήνη	चांद	N;NOM;FEM;SG	
σελήνη	चंद्रमा	σελήνη	चंद्रमा	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
δούναβη	डेन्यूब	δούναβη	डेन्यूब	N;FEM	PROPN;NOM;MASC;SG;3
απεικονίζεται	चित्रित	απεικονίζω	चित्रित	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
ολυμπιακοί	ओलंपिक्स	ολυμπιακός	ओलंपिक्स	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
ολυμπιακοί	ओलंपिक	ολυμπιακός	ओलंपिक	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
απάντησε	उत्तर	απαντώ	उत्तर	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
απάντησε	जवाब	απαντώ	जवाब	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG;3
θηλαστικά	स्तनधारियों	θηλαστικά	स्तनधारी	ADJ;NOM;NEUT;PL	N;ACC;MASC;PL;3
μεσαιωνική	मध्यकालीन	μεσαιωνικός	मध्यकालीन	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ισοπαλία	टाई	ισοπαλία	टाई	N;ACC;FEM;SG	
ισοπαλία	खींचें	ισοπαλία	खींच	N;ACC;FEM;SG	V;SBJV;PL;FIN;ACT
ισοπαλία	चित्रण	ισοπαλία	चित्रण	N;ACC;FEM;SG	N;NOM;MASC;SG;3
κεφαλή	दिमाग़	κεφαλή	दिमाग़	N;ACC;FEM;SG	N;NOM;MASC;SG;3
κεφαλή	सिर	κεφαλή	सिर	N;ACC;FEM;SG	N;NOM;MASC;SG;3
κεφαλή	वारहेड	κεφαλή	वारहेड	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
επαναστάτες	क्रांतिकारियों	επαναστάτης	क्रांतिकारी	N;NOM;MASC;PL	N;ACC;MASC;PL;3
επαναστάτες	विद्रोहियों	επαναστάτης	विद्रोही	N;NOM;MASC;PL	N;ACC;MASC;PL;3
άθροισμα	योग	άθροισμα	योग	N;NOM;NEUT;SG	
λειτουργούσε	संचालित	λειτουργώ	संचालित	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ
φυλακές	जेल	φυλακή	जेल	N;NOM;FEM;PL	N;NOM;FEM;SG;3
φυλακές	थाना	φυλακή	थाना	N;NOM;FEM;PL	N;NOM;MASC;SG;3
φυλακές	जेलों	φυλακή	जेल	N;NOM;FEM;PL	N;ACC;FEM;PL;3
σαλβαδόρ	साल्वाडोर	σαλβαδόρ	साल्वाडोर		PROPN;NOM;MASC;SG;3
ηλεκτρονικό	इलेक्ट्रानिक	ηλεκτρονικός	इलेक्ट्रानिक	ADJ;NOM;NEUT;SG	PROPN;NOM
ηλεκτρονικό	इलेक्ट्रॉनिक	ηλεκτρονικός	इलेक्ट्रॉनिक	ADJ;NOM;NEUT;SG	N;NOM
κάλεσε	काल	καλώ	काल	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG;3
κάλεσε	कॉल	καλώ	कॉल	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;SG;3
αερίου	गैस	αέριο	गैस	N;GEN;NEUT;SG	N;NOM;FEM;SG;3
ζεύγος	जोड़ी	ζεύγος	जोड़ी	N;NOM;NEUT;SG	V;PFV;FEM;SG;V.PTCP;ACT
πόρων	प्रसाधन	πόρος	प्रसाधन	N;GEN;MASC;PL	N;NOM;MASC;SG;3
πόρων	संसाधन	πόρος	संसाधन	N;GEN;MASC;PL	N;NOM;MASC;SG;3
συνοικίες	जिले	συνοικία	जिला	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ολοκληρωθεί	पूर्ण	ολοκληρώνω	पूर्ण	V;PFV;NFIN;PASS	PROPN;NOM;MASC;SG;3
ολοκληρωθεί	पूरा	ολοκληρώνω	पूरा	V;PFV;NFIN;PASS	ADJ;NOM;MASC;SG
ολοκληρωθεί	समाप्त	ολοκληρώνω	समाप्त	V;PFV;NFIN;PASS	ADJ
άσκηση	व्यायाम	άσκηση	व्यायाम	N;ACC;FEM;SG	N;NOM;MASC;SG;3
άσκηση	exercise	άσκηση	exercise	N;ACC;FEM;SG	N;NOM;MASC;SG;3
άσκηση	कसरत	άσκηση	कसरत	N;ACC;FEM;SG	
ηλεκτρική	इलेक्ट्रिकल	ηλεκτρικός	इलेक्ट्रिकल	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ηλεκτρική	विद्युत	ηλεκτρικός	विद्युत	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
ηλεκτρική	विद्युत	ηλεκτρικός	विद्युत	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
ηλεκτρική	इलेक्ट्रिक	ηλεκτρικός	इलेक्ट्रिक	ADJ;NOM;FEM;SG	N;NOM
ηλεκτρικό	विद्युत	ηλεκτρικός	विद्युत	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;3
ηλεκτρικό	इलेक्ट्रिक	ηλεκτρικός	इलेक्ट्रिक	ADJ;NOM;NEUT;SG	N;NOM
αθηνά	एथेना	αθηνός	एथेना	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
επιπτώσεις	प्रभाव	επίπτωση	प्रभाव	N;NOM;FEM;PL	N;NOM;MASC;SG;3
επιπτώσεις	प्रभाव	επίπτωση	प्रभाव	N;NOM;FEM;PL	N;NOM;MASC;SG;3
αγροτική	ग्रामीण	αγροτικός	ग्रामीण	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
δορυφόρος	उपग्रहों	δορυφόρος	उपग्रह	ADJ;NOM;MASC;SG	N;ACC;MASC;PL;3
δορυφόρος	सैटेलाइट	δορυφόρος	सैटेलाइट	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
δορυφόρος	उपग्रह	δορυφόρος	उपग्रह	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
αρσενικά	पुरुष	αρσενικά	पुरुष	ADJ;NOM;NEUT;PL	N;NOM;MASC;SG;3
αρσενικά	नर	αρσενικά	नर	ADJ;NOM;NEUT;PL	N;NOM;MASC;SG;3
αρσενικά	पुरूष	αρσενικά	पुरूष	ADJ;NOM;NEUT;PL	N;NOM;MASC;SG;3
τραγωδία	त्रासदी	τραγωδία	त्रासदी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
λευκά	सफेद	λευκός	सफेद	N;NOM;NEUT;PL	
λευκά	सफ़ेद	λευκός	सफ़ेद	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
λευκά	श्वेत	λευκός	श्वेत	N;NOM;NEUT;PL	
μάρκο	मार्को	μάρκο	मार्को		N;NOM;MASC;SG;3
υπεύθυνη	ज़िम्मेदार	υπεύθυνος	ज़िम्मेदार	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
πρωταθλητές	चैंपियंस	πρωταθλητής	चैंपियंस	N;NOM;MASC;PL	N;NOM;MASC;SG;3
πρωταθλητές	champions	πρωταθλητής	champions	N;NOM;MASC;PL	N;NOM;MASC;SG;3
μόρια	अणुओं	μόριο	अणु	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
αιγαίο	ईजियन	αιγαίος	ईजियन	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τατουάζ	टैटू	τατουάζ	टैटू	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
τατουάζ	टैटू	τατουάζ	टैटू	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
διαταγές	ऑर्डर	διαταγή	ऑर्डर	N;NOM;FEM;PL	N;NOM;MASC;SG;3
διαταγές	आदेश	διαταγή	आदेश	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ιδιοκτησίας	स्वामित्व	ιδιοκτησία	स्वामित्व	N;GEN;FEM;SG	N;NOM;MASC;SG;3
αντίγραφο	नकल	αντίγραφο	नकल	N;NOM;NEUT;SG	
αντίγραφο	कॉपी	αντίγραφο	कॉपी	N;NOM;NEUT;SG	
φωτογραφίας	फोटोग्राफी	φωτογραφία	फोटोग्राफी	N;GEN;FEM;SG	N;NOM;FEM;SG;3
φωτογραφίας	फ़ोटोग्राफ़ी	φωτογραφία	फामटोग्राफ़ी	N;GEN;FEM;SG	N;NOM;FEM;SG;3
φωτογραφίας	छायांकन	φωτογραφία	छायांकन	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
φωτογραφίας	छायाचित्र	φωτογραφία	छायाचित्र	N;GEN;FEM;SG	N;NOM;MASC;SG;3
ανοικτό	खुला	ανοιχτός	खुल	ADJ;NOM;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
ανοικτό	ओपन	ανοιχτός	ओपन	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ανοικτό	खोलें	ανοιχτός	खोल	ADJ;NOM;NEUT;SG	V;SBJV;PL;FIN;ACT
θρησκευτικά	मजहब	θρησκευτικά	मजहब	ADV	
θρησκευτικά	धर्म	θρησκευτικά	धर्म	ADV	N;NOM;MASC;SG;3
θρησκευτικά	धार्मिक	θρησκευτικά	धार्मिक	ADV	ADJ;NOM
διάσταση	आयाम	διάσταση	आयाम	N;ACC;FEM;SG	N;NOM;MASC;SG;3
χένρι	हेनरी	χένρι	हे		PROPN;NOM;MASC;SG;3
αξιολόγηση	मूल्यांकन	αξιολόγηση	मूल्यांकन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αξιολόγηση	मूल्यांकन	αξιολόγηση	मूल्यांकन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αντίθετο	विपरीत	αντίθετο	विपरीत	ADJ;NOM;NEUT;SG	
δημοφιλές	लोकप्रिय	δημοφιλής	लोकप्रिय	ADV	ADJ
εντολές	कमांड	εντολή	कमांड	N;NOM;FEM;PL	N;NOM;MASC;SG;3
εντολές	ऑर्डर	εντολή	ऑर्डर	N;NOM;FEM;PL	N;NOM;MASC;SG;3
