から	від	から	від	CONJ	ADP;GEN
ミスター	містер	ミスター	містрий	PROPN	N;ANIM;NOM;MASC;SG
キュー	поставити	キュー	поставити	N	V;PFV;NFIN
ヒューストン	houston	ヒューストン	houston	PROPN	
アーク	арк	アーク	арк	PROPN	
アーク	дуга	アーク	дуг	PROPN	N;INAN;NOM;FEM;SG
グレン	глен	グレン	глен	PROPN	
グレン	гленн	グレン	гленн	PROPN	PROPN;ANIM;NOM;MASC;SG
薔薇	роуз	薔薇	роуз	N	PROPN;ANIM;NOM;FEM;SG
薔薇	роза	薔薇	роза	N	PROPN;ANIM;NOM;FEM;SG
薔薇	розі	薔薇	роз	N	
薔薇	рози	薔薇	роза	N	
スズキ	suzuki	スズキ	suzuki	PROPN	
カート	віз	カート	віз	N	
王女	princess	王女	princess	N	
トリオ	тріо	トリオ	тріо	PROPN	N;INAN;NOM;NEUT;SG
母音	голосні	母音	голосний	N	ADJ;NOM;PL
母音	голосний	母音	голосний	N	ADJ;NOM;MASC;SG
情熱	passion	情熱	passion	N	
デトロイト	detroit	デトロイト	detroit	PROPN	
補足	додаткові	補足	додатковий	N	ADJ;NOM;PL
補足	додаткова	補足	додатковий	N	ADJ;NOM;FEM;SG
太鼓	ударні	太鼓	ударня	N	ADJ;NOM;PL
クルー	екіпаж	クルー	екіпаж	PROPN	N;INAN;NOM;MASC;SG
左側	ліворуч	左側	ліворуч	N	ADV
左側	лівий	左側	лівий	N	ADJ;NOM;MASC;SG
左側	зліва	左側	злів	N	ADV
バリ	балі	バリ	баль	PROPN	PROPN;INAN;NOM;MASC;SG
焼き	burn	焼く	burn	V	
カンザス	канзасі	カンザス	канзас	PROPN	ADV
カンザス	канзас	カンザス	канзас	PROPN	PROPN;INAN;NOM;MASC;SG
獅子	лев	獅子	лев	N	PROPN;ANIM;NOM;MASC;SG
日程	розклад	日程	розклад	V	N;INAN;NOM;MASC;SG
婚約	заручена	婚約	заручений	N	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
婚約	вивели	婚約	вивети	N	V;PFV;IND;PL;PST;FIN
ディスプレイ	показати	ディスプレイ	показати	N	V;PFV;NFIN
ディスプレイ	показувати	ディスプレイ	показувати	N	V;IPFV;NFIN
旅館	інні	旅館	інний	N	
マニア	mania	マニア	mania	N	
退学	виселення	退学	виселення	V	N;INAN;NOM;NEUT;SG
繰り返す	повторення	繰り返す	повторення	V	N;INAN;NOM;NEUT;SG
オートバイ	мото	オートバイ	мото	N	
マツ	pinus	マツ	pinus	N	
明示	відверті	明示	відверті	V	ADJ;NOM;PL
明示	явні	明示	явний	V	ADJ;NOM;PL
加速	прискорення	加速	прискорення	V	N;INAN;NOM;NEUT;SG
まも	soon	まも	soon	ADV	
深刻	серйозно	深刻	серйозно	ADJ	ADV
ミシガン	michigan	ミシガン	michigan	PROPN	
クリエイティブ	творчий	クリエイティブ	творчий	N	ADJ;NOM;MASC;SG
クリエイティブ	креативні	クリエイティブ	креативний	N	ADJ;NOM;PL
年次	річну	年次	річний	N	ADJ;ACC;FEM;SG
年次	річна	年次	річний	N	ADJ;NOM;FEM;SG
年次	щороку	年次	щороку	N	ADV
年次	річні	年次	річний	N	ADJ;NOM;PL
年次	річний	年次	річний	N	ADJ;NOM;MASC;SG
天野	амано	天野	амано	PROPN	
破産	банкрутства	破産	банкрутство	V	N;INAN;NOM;NEUT;SG
破産	керуючий	破産	керуючий	V	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
法廷	судові	法廷	судовий	N	ADJ;NOM;PL
撤回	анулювання	撤回	анулювання	V	N;INAN;NOM;NEUT;SG
撤回	відкликання	撤回	відкликання	V	N;INAN;NOM;NEUT;SG
遠く	far	遠い	far	ADJ	
遠く	далеко	遠い	далеко	ADJ	ADV
トロント	торонто	トロント	торонто	PROPN	PROPN;INAN;NOM;MASC;SG
アレン	аллен	アレン	аллен	PROPN	PROPN;ANIM;NOM;MASC;SG
研究室	lab	研究室	lab	N	
秩父	тітібу	秩父	тітіб		
発症	прихід	発症	прихід	V	N;INAN;NOM;MASC;SG
赤色	червона	赤色	червоний	N	ADJ;NOM;FEM;SG
赤色	ред	赤色	ред.	N	
赤色	червоний	赤色	червоний	N	ADJ;NOM;MASC;SG
赤色	червоне	赤色	червоний	N	ADJ;NOM;NEUT;SG
赤色	червоні	赤色	червоний	N	ADJ;NOM;PL
倒産	керуючий	倒産	керуючий	V	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
菓子	кондитерської	菓子	кондитерський	N	ADJ;GEN;FEM;SG
伝記	biographies	伝記	biographies	N	
エレクトリック	електричний	エレクトリック	електричний	N	ADJ;NOM;MASC;SG
頂点	apex	頂点	apex	N	
アトランタ	атланти	アトランタ	атлант	PROPN	PROPN;INAN;NOM
ジャーナル	journal	ジャーナル	journal	N	
ランダム	випадковість	ランダム	випадковість	ADJ	N;INAN;NOM;FEM;SG
ランダム	навмання	ランダム	навмання	ADJ	ADV
アルファ	alpha	アルファ	alpha	N	
バスク	баскська	バスク	баскський	PROPN	ADJ;NOM;FEM;SG
エージェンシー	агенція	エージェンシー	агенція	PROPN	N;INAN;NOM;FEM;SG
エージェンシー	агентство	エージェンシー	агентство	PROPN	N;INAN;NOM;NEUT;SG
ペル	пелл	ペル	пелл	PROPN	
佐渡	садо	佐渡	садо	PROPN	
笑い	сміх	笑い	смісти	V	N;INAN;NOM;MASC;SG
笑い	сміх	笑い	смісти	V	N;INAN;NOM;MASC;SG
挨拶	привітання	挨拶	привітання	V	N;INAN;NOM;NEUT;SG
挨拶	вітання	挨拶	вітання	V	N;INAN;NOM;NEUT;SG
ニコライ	ніколай	ニコライ	нікола	PROPN	PROPN;ANIM;NOM;MASC;SG
ニコライ	микола	ニコライ	микола	PROPN	PROPN;ANIM;NOM;MASC;SG
ニコライ	микола	ニコライ	микола	PROPN	PROPN;ANIM;NOM;MASC;SG
広東	ґуандун	広東	ґуандун	PROPN	PROPN;INAN;NOM;MASC;SG
広東	кантон	広東	кантон	PROPN	N;INAN;NOM;MASC;SG
アレックス	алексе	アレックス	алексе	PROPN	
アレックス	алекс	アレックス	алекс	PROPN	PROPN;ANIM;NOM;MASC;SG
排出	емісія	排出	емісія	V	N;INAN;NOM;FEM;SG
竹田	такеда	竹田	такеда	PROPN	PROPN;ANIM;NOM;MASC;SG
セルフ	власна	セルフ	власний	N	ADJ;NOM;FEM;SG
セルフ	власний	セルフ	власний	N	ADJ;NOM;MASC;SG
ホット	гаряча	ホット	гарячий	N	ADJ;NOM;FEM;SG
ホット	hot	ホット	hot	N	
ホット	гарячий	ホット	гарячий	N	ADJ;NOM;MASC;SG
ホット	гаряче	ホット	гаряче	N	ADJ;NOM;NEUT;SG
ホット	гарячі	ホット	гарячий	N	ADJ;NOM;PL
オーディオ	audio	オーディオ	audio	N	
さやか	хірано	さやか	хірано	PROPN	PROPN;ANIM;NOM;FEM;SG
交際	взаємини	交際	взаємини	V	N;INAN;NOM
交際	побачення	交際	побачення	V	N;INAN;NOM;NEUT;SG
交際	побачень	交際	побачення	V	N;INAN;GEN;NEUT;PL
交際	знайомств	交際	знайомство	V	N;INAN;NOM;NEUT;PL
交際	стосунки	交際	стосунок	V	N;INAN;NOM;MASC;PL
交際	взаємовідношення	交際	взаємовідношення	V	N;INAN;NOM;NEUT;SG
どこ	кудись	どこ	кудись	PRO	ADV
どこ	десь	どこ	десь	PRO	ADV
生年月	доб	生年月	доб	N	
発信	вихідний	発信	вихідний	V	ADJ;NOM;MASC;SG
発信	вихідні	発信	вихідний	V	ADJ;NOM;PL
飛ぶ	fly	飛ぶ	fly	V	
飛ぶ	муха	飛ぶ	муха	V	N;ANIM;NOM;FEM;SG
飛ぶ	лети	飛ぶ	лета	V	N;INAN;NOM;FEM;SG
飛ぶ	польоту	飛ぶ	політ	V	N;INAN;GEN;MASC;SG
エッセイ	есе	エッセイ	есе	N	
若松	вакамацу	若松	вакамац	PROPN	N;ANIM;NOM;MASC;SG
マニュアル	ручний	マニュアル	ручний	N	ADJ;NOM;MASC;SG
マニュアル	ручна	マニュアル	ручний	N	ADJ;NOM;FEM;SG
マニュアル	ручне	マニュアル	ручний	N	ADJ;NOM;NEUT;SG
マニュアル	вручну	マニュアル	вручну	N	ADV
シフト	shift	シフト	shift	N	
性別	гендерна	性別	гендерний	N	ADJ;NOM;FEM;SG
性別	sex	性別	sex	N	
露出	відкритий	露出	відкритий	V	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
露出	експозиція	露出	експозиція	V	N;INAN;NOM;FEM;SG
露出	експозиції	露出	експозиція	V	N;INAN;NOM;FEM;PL
ポル	пол	ポル	поле	PROPN	
モト	moto	モト	moto	PROPN	
フェザー	пера	フェザー	перо	PROPN	N;INAN;NOM;NEUT;PL
フェザー	перо	フェザー	перо	PROPN	N;INAN;NOM;NEUT;SG
スラム	slam	スラム	slam	N	
ミネソタ	міннесота	ミネソタ	міннесота	PROPN	N;INAN;NOM;FEM;SG
いっぱい	повна	いっぱい	повний	N	ADJ;NOM;FEM;SG
いっぱい	повний	いっぱい	повний	N	ADJ;NOM;MASC;SG
いっぱい	повне	いっぱい	повний	N	ADJ;NOM;NEUT;SG
燃焼	горіння	燃焼	горіння	V	N;INAN;NOM;NEUT;SG
トウ	ден	トウ	ден	PROPN	
最長	найдовший	最長	найдовший	PART	ADJ;NOM;CMPR;MASC;SG
最長	найдовша	最長	найдовший	PART	ADJ;NOM;RL;FEM;SG
パナソニック	panasonic	パナソニック	panasonic	PROPN	
整数	ціла	整数	цілий	N	ADJ;NOM;FEM;SG
整数	ціле	整数	цілий	N	ADJ;NOM;NEUT;SG
フォワード	переслати	フォワード	переслати	N	V;PFV;NFIN
フォワード	вперед	フォワード	вперед	N	
骨折	переломів	骨折	перелом	V	N;INAN;GEN;MASC;PL
骨折	перелом	骨折	перело	V	N;INAN;NOM;MASC;SG
支払い	сплати	支払う	сплата	V	N;INAN;NOM;FEM;PL
支払い	платежі	支払う	платіж	V	N;INAN;NOM;MASC;PL
支払い	сплата	支払う	сплата	V	N;INAN;NOM;FEM;SG
支払い	оплати	支払う	оплата	V	N;INAN;NOM;FEM;PL
支払い	оплата	支払う	оплата	V	N;INAN;NOM;FEM;SG
支払い	платіж	支払う	платіж	V	N;INAN;NOM;MASC;SG
支払い	сплати	支払う	сплата	V	N;INAN;NOM;FEM;PL
アダム	адам	アダム	адам	PROPN	N;ANIM;NOM;MASC;SG
賭け	ставки	賭ける	ставка	V	N;INAN;NOM;FEM;PL
賭け	веселої	賭ける	веселий	V	ADJ;GEN;FEM;SG
賭け	заклад	賭ける	заклад	V	N;INAN;NOM;MASC;SG
賭け	парі	賭ける	пара	V	N;INAN;DAT;FEM;SG
モジュール	модульний	モジュール	модульний	N	ADJ;NOM;MASC;SG
アポロ	аполлон	アポロ	аполлон	PROPN	N;ANIM;NOM;MASC;SG
アップル	яблуко	アップル	яблуко	PROPN	N;INAN;NOM;NEUT;SG
アップル	apple	アップル	apple	PROPN	
アップル	яблучко	アップル	яблучко	PROPN	N;INAN;NOM;NEUT;SG
ホスト	ведуча	ホスト	ведучий	N	ADJ;NOM;FEM;SG
ポルト	порто	ポルト	порто	PROPN	
ポルト	порту	ポルト	порт	PROPN	N;INAN;GEN;MASC;SG
策定	препарат	策定	препарат	V	N;INAN;NOM;MASC;SG
学歴	education	学歴	education	N	
電報	telegraph	電報	telegraph	N	
ハワード	говард	ハワード	говард	PROPN	PROPN;ANIM;NOM;MASC;SG
アシスト	проведені	アシスト	проведений	N	ADJ;PFV;NOM;PL;V.PTCP;PASS
識別	ідентифікація	識別	ідентифікація	V	N;INAN;NOM;FEM;SG
識別	ідентифікація	識別	ідентифікація	V	N;INAN;NOM;FEM;SG
識別	ідентифікація	識別	ідентифікація	V	N;INAN;NOM;FEM;SG
アフガニスタン	афганістану	アフガニスタン	афганістан	PROPN	N;INAN;GEN;MASC;SG
アフガニスタン	афганістан	アフガニスタン	афганістан	PROPN	PROPN;INAN;NOM;MASC;SG
アフガニスタン	афганський	アフガニスタン	афганський	PROPN	ADJ;NOM;MASC;SG
オットー	отто	オットー	отто	PROPN	PROPN;ANIM;NOM;MASC;SG
プロテスタント	протестантська	プロテスタント	протестантський	N	ADJ;NOM;FEM;SG
幼児	дитячої	幼児	дитячий	N	ADJ;GEN;FEM;SG
ロット	лот	ロット	лот	N	
心配	тривоги	心配	тривога		N;INAN;NOM;FEM;PL
心配	турбота	心配	турбота		N;INAN;NOM;FEM;SG
デイリー	щоденне	デイリー	щоденний	N	ADJ;NOM;NEUT;SG
デイリー	щоденно	デイリー	щоденно	N	ADV
デイリー	щодня	デイリー	щодня	N	ADV
デイリー	щоденні	デイリー	щодення	N	ADJ;NOM;PL
キャッシュ	кеш	キャッシュ	кеш	N	
降下	спуск	降下	спуск	V	N;INAN;NOM;MASC;SG
ドス	dos	ドス	dos	N	
ドス	дос	ドス	дос	N	
ノア	ной	ノア	ной	PROPN	N;ANIM;NOM;MASC;SG
ノア	ноя	ノア	мій	PROPN	
デルタ	дельта	デルタ	дельта	PROPN	
デルタ	delta	デルタ	delta	PROPN	
ジル	джилл	ジル	джилл	PROPN	PROPN;ANIM;NOM;FEM;SG
勾配	градієнт	勾配	градієнт	V	N;INAN;NOM;MASC;SG
ゼロ	zero	ゼロ	zero	N	
ゼロ	нульовий	ゼロ	нульовий	N	ADJ;NOM;MASC;SG
ゼロ	нуль	ゼロ	нуль	N	
ラフ	шалена	ラフ	шалений	N	ADJ;NOM;FEM;SG
ラフ	суворий	ラフ	суворий	N	ADJ;NOM;MASC;SG
ラフ	важкий	ラフ	важкий	N	ADJ;NOM;MASC;SG
ラフ	rough	ラフ	rough	N	
エンター	підприємство	エンター	підприємство	PROPN	N;INAN;NOM;NEUT;SG
エンター	підприємства	エンター	підприємство	PROPN	N;INAN;NOM;NEUT;PL
エンター	enterprise	エンター	enterprise	PROPN	
救済	remedy	救済	remedy	V	
救済	спасіння	救済	спасіння	V	N;INAN;NOM;NEUT;SG
ハンドル	керує	ハンドル	керувати	N	V;IPFV;IND;SG;3;PRS;FIN
ハンドル	винести	ハンドル	винести	N	V;PFV;NFIN
デラックス	люкс	デラックス	люкс	N	
デラックス	deluxe	デラックス	deluxe	N	
大崎	осакі	大崎	осак	PROPN	
ゆえ	отже	ゆえ	отже	N	PART
ゆえ	отже	ゆえ	отже	N	PART
ゆえ	тому	ゆえ	тому	N	ADV
ワーナー	warner	ワーナー	warner	PROPN	
テネシー	теннессі	テネシー	теннесс	PROPN	PROPN;INAN;NOM;MASC;SG
タマ	тама	タマ	там	PROPN	PROPN;INAN;NOM;FEM;SG
つる	vine	つる	vine		
ウー	ву	ウー	ву	PROPN	
カウント	рахувати	カウント	рахувати	N	V;IPFV;NFIN
カウント	порядковий	カウント	порядковий	N	ADJ;NOM;MASC;SG
アレクサンダー	олександр	アレクサンダー	олександр	PROPN	PROPN;ANIM;NOM;MASC;SG
アレクサンダー	александер	アレクサンダー	александер	PROPN	PROPN;ANIM;NOM;MASC;SG
サード	третє	サード	третєпа	PROPN	NUM;NOM;NEUT
サード	третій	サード	третій	PROPN	ADJ;NOM;MASC;SG
サード	третя	サード	третій	PROPN	ADJ;NOM;FEM;SG
割り当て	виділення	割り当てる	виділення	V	N;INAN;NOM;NEUT;SG
割り当て	призначення	割り当てる	призначення	V	N;INAN;NOM;NEUT;SG
割り当て	присвоєння	割り当てる	присвоєння	V	N;INAN;NOM;NEUT;SG
割り当て	призначення	割り当てる	призначення	V	N;INAN;NOM;NEUT;SG
割り当て	доручення	割り当てる	доручення	V	N;INAN;NOM;NEUT;SG
浩二	наката	浩二	накатий	PROPN	
トリノ	плащаниця	トリノ	плащаниця	PROPN	N;INAN;NOM;FEM;SG
明るい	світлі	明るい	світло	ADJ	N;INAN;NOM;NEUT;SG
明るい	light	明るい	light	ADJ	
明るい	світло	明るい	світло	ADJ	N;INAN;NOM;NEUT;SG
明るい	зійшла	明るい	зійти	ADJ	V;PFV;FEM;IND;SG;PST;FIN
埋葬	поховання	埋葬	поховання	V	N;INAN;NOM;NEUT;SG
埋葬	похований	埋葬	похований	V	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
埋葬	поховані	埋葬	похований	V	ADJ;PFV;NOM;PL;V.PTCP;PASS
いつか	колись	いつか	колись		ADV
いつか	якось	いつか	якось		ADV
バファローズ	буйволи	バファローズ	буйвол	PROPN	N;ANIM;NOM;MASC;PL
ハリス	гарріс	ハリス	гарріс	PROPN	
ハリス	харріс	ハリス	харріс	PROPN	
白河	сіракава	白河	сіракавий	PROPN	N;ANIM;NOM;MASC;SG
セレクション	вибране	セレクション	вибраний	N	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
フェラーリ	феррарі	フェラーリ	феррар	PROPN	N;INAN;NOM;MASC;SG
フェラーリ	ferrari	フェラーリ	ferrari	PROPN	
熱帯	тропічний	熱帯	тропічний	N	ADJ;NOM;MASC;SG
熱帯	тропічні	熱帯	тропічний	N	ADJ;NOM;PL
堀江	хоріе	堀江	хоріти	PROPN	
ノミネート	nominee	ノミネート	nominee	N	
坂井	сакаї	坂井	сакай	PROPN	PROPN;ANIM;NOM;MASC;SG
コック	готувати	コック	готувати	N	V;IPFV;NFIN
コック	кук	コック	кук	N	
マケドニア	македонія	マケドニア	македонія	PROPN	PROPN;INAN;NOM;FEM;SG
マケドニア	македонії	マケドニア	македонія	PROPN	PROPN;INAN;GEN;FEM;SG
ナポリ	неаполь	ナポリ	неаполь	PROPN	PROPN;INAN;NOM;MASC;SG
ナポリ	наполі	ナポリ	наполі	PROPN	PROPN;INAN;NOM;MASC;SG
平山	сота	平山	сота	PROPN	
ハミルトン	гамільтон	ハミルトン	гамільтон	PROPN	PROPN;ANIM;NOM;MASC;SG
妄想	марення	妄想	марення	V	N;INAN;NOM;NEUT;SG
妄想	параноя	妄想	параноя	V	N;INAN;NOM;FEM;SG
妄想	маячня	妄想	маячень	V	N;INAN;NOM;FEM;SG
シアトル	seattle	シアトル	seattle	PROPN	
ワゴン	віз	ワゴン	віз	N	
把握	лап	把握	лапа	V	
