med	med	med	med	ADP	N;NOM;MASC;SG
ökat	povećana	öka	povećati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
sälja	prodaje	sälja	prodavati	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
provence	provansi	provence	provansa	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
sjöng	sang	sjöng	sang	V;IMP;FIN;ACT	ADP
medarbetare	zaposlenik	medarbetare	zaposlenik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
medarbetare	zaposlenica	medarbetare	zaposlenica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
medarbetare	zaposlenika	medarbetare	zaposlenik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
medarbetare	zaposleni	medarbetare	zaposlen	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;PL
medarbetare	zaposlenima	medarbetare	zaposlen	N;NOM;INDF;MASC+FEM;PL	ADJ;INS;DEF;MASC;PL
medarbetare	zaposlenika	medarbetare	zaposlenik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
akut	akutna	akut	akutan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
akut	hitno	akut	hitno	ADJ;NOM;INDF;NEUT;SG	ADV
akut	hitno	akut	hitno	ADJ;NOM;INDF;NEUT;SG	ADV
cabo	cabo	cabo	cabo	PROPN;NOM	N;NOM;MASC;SG
halmstad	halmstad	halmstad	halmstad	PROPN;NOM	PROPN;NOM;MASC;SG
augustus	augustus	augustus	augustus	PROPN;NOM	N;NOM;MASC;SG
tänker	razmišljanje	tänka	razmišljanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
tänker	misleći	tänka	misliti	V;IND;PRS;FIN;ACT	ADV;RL;V.CVB
tänker	mislio	tänka	misliti	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP;ACT
komplett	potpuna	komplett	potpun	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
komplett	kompletna	komplett	kompletan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
tänka	razmišljam	tänka	razmišljati	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
tänka	razmišljanje	tänka	razmišljanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
tänka	misleći	tänka	misliti	V;IMP;FIN;ACT	ADV;RL;V.CVB
tänka	misli	tänka	misliti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
undersökningar	studij	undersökning	studij	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
undersökningar	studija	undersökning	studij	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;SG
undersökningar	upite	undersökning	upiti	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
undersökningar	upiti	undersökning	upiti	N;NOM;INDF;MASC+FEM;PL	V;NFIN
begränsad	ograničene	begränsad	ograničen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
begränsad	ograničeno	begränsad	ograničiti	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
begränsad	ograničena	begränsad	ograničen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
begränsad	ograničeno	begränsad	ograničiti	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
aktivt	aktivna	aktiv	aktivan	ADV	ADJ;NOM;DEF;FEM;SG
aktivt	aktivne	aktiv	aktivan	ADV	ADJ;NOM;DEF;FEM;PL
aktivt	aktivni	aktiv	aktivan	ADV	ADJ;NOM;DEF;MASC;SG
aktivt	aktivan	aktiv	aktivan	ADV	ADJ;NOM;INDF;MASC;SG
liberala	liberalni	liberal	liberalan	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
liberala	liberalna	liberal	liberalan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
rätta	ispravi	rätta	isprava	N;MASC+FEM	V;IND;SG;3;PRS;FIN
djurart	vrsta	djur	vrsta	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
djurart	vrste	djur	vrsta	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
napoleon	napoleona	napoleon	napoleon	PROPN;NOM	N;ANIM;ACC;MASC;SG
napoleon	napoleon	napoleon	napoleon	PROPN;NOM	N;NOM;MASC;SG
stuart	stuart	stua	stuart	PROPN;NOM	PROPN;NOM;MASC;SG
dör	umire	dör	umirati	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
dör	umre	dör	umra	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
dör	umiranje	dör	umiranje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
dör	umire	dör	umirati	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
dör	umri	dör	umri	V;IMP;FIN;ACT	N;NOM;MASC;SG
sullivan	sullivan	sullivan	sullivan	PROPN;NOM	PROPN;NOM;MASC;SG
tunga	teška	tung	težak	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
tunga	težak	tung	težak	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
tunga	teški	tung	težak	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
producerade	proizveden	producerad	proizvesti	V;IND;PST;V.PTCP;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
individuella	pojedinac	individuell	pojedinac	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
hitler	hitler	hitler	hitler	PROPN;NOM	N;NOM;MASC;SG
cecilia	cecilia	cecili	cecili	PROPN;NOM	N;NOM;FEM;SG
kronan	crown	krona	crown	N;NOM;DEF;MASC+FEM;SG	ADP
kronan	krunu	krona	krun	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
cockerell	cockerell	cockerell	cockerell	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
ragnar	ragnar	ragna	ragnar	PROPN;NOM	N;NOM;MASC;SG
part	party	part	Party	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
inriktning	orijentaciju	inriktning	orijentacija	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
knappast	jedva	knappast	jedva	ADV;RL	ADV
bildat	formirana	bilda	formirati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
mästerskap	prvenstvu	mästerskap	prvenstvo	N;NOM;INDF;NEUT;SG	N;DAT;NEUT;SG
mästerskap	prvenstva	mästerskap	prvenstvo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
elias	elias	elia	elias	PROPN;NOM	PROPN;NOM;MASC;SG
img	img	img	img	PROPN;NOM	PROPN;NOM;MASC;SG
grav	groba	grav	grob	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
lagar	zakone	lag	zakon	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
alternativt	alternativni	alternativ	alternativan	ADV	ADJ;NOM;DEF;MASC;SG
alternativt	alternativa	alternativ	alternativa	ADV	N;NOM;FEM;SG
alternativt	alternativni	alternativ	alternativan	ADV	ADJ;NOM;DEF;MASC;SG
alternativt	alternativne	alternativ	alternativan	ADV	ADJ;NOM;DEF;FEM;PL
alltför	previse	alltför	previs	ADV	N;NOM;MASC;SG
sekunder	sekunda	sekund	sekunda	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
sekunder	sekundi	sekund	sekunda	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
frankfurt	frankfurt	frankfurt	frankfurt	PROPN;NOM	N;NOM;MASC;SG
teknisk	tehnički	teknisk	tehnički	ADJ;NOM;INDF;MASC+FEM;SG	ADV
teknisk	tehnička	teknisk	tehnički	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
tillfälligt	privremena	tillfällig	privremen	ADV	ADJ;NOM;DEF;FEM;SG
tillfälligt	privremeni	tillfällig	privremen	ADV	ADJ;NOM;DEF;MASC;SG
champions	prvaci	champions	prvak	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
perry	peri	perry	prati	PROPN;NOM	PROPN;NOM;MASC;SG
perry	perry	perry	perry	PROPN;NOM	PROPN;NOM;MASC;SG
utgivna	izdana	utge	izdati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
utgivna	izdano	utge	izdati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
brun	brown	brun	brown	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
brun	smeđi	brun	smeđi	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
brun	smeđe	brun	smeđe	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
clarke	clarke	clark	clarke	PROPN;NOM	PROPN;NOM;MASC;SG
equatoria	equatoria	equatoria	equatoria	PROPN;NOM	N;NOM;MASC;SG
für	für	für	für	N;NOM;INDF;NEUT;SG	ADP
becker	becker	becka	becker	PROPN;NOM	N;NOM;MASC;SG
utvecklats	razvio	utveckla	razviti	V;V.CVB;PASS	V;MASC;SG;PST;V.PTCP;ACT
utvecklats	razvijena	utveckla	razvijen	V;V.CVB;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
utvecklats	razvijen	utveckla	razviti	V;V.CVB;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
utvecklats	evoluirao	utveckla	evoluirati	V;V.CVB;PASS	V;MASC;SG;PST;V.PTCP;ACT
utvecklats	evoluirali	utveckla	evoluirati	V;V.CVB;PASS	V;MASC;PL;PST;V.PTCP;ACT
manuel	manuel	manuel	manuel	PROPN;NOM	N;NOM;MASC;SG
påven	papu	påv	pap	N;NOM;DEF;MASC+FEM;SG	N;ACC;MASC;SG
grundad	utemeljena	grunda	utemeljiti	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
grundad	osnovao	grunda	osnovati	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
frederik	frederik	frederik	frederik	PROPN;NOM	N;NOM;MASC;SG
tiderna	puta	tid	put	N;NOM;DEF;MASC+FEM;PL	ADV
rötter	korijene	rött	korijen	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
rötter	korijenje	rött	korijenje	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
rötter	korijena	rött	korijen	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;SG
cross	cross	cross	cross	N;NOM;INDF;MASC+FEM;SG	ADP
modeller	modele	modell	model	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
peña	peña	peña	peña	PROPN;NOM	PROPN;NOM;MASC;SG
leeds	leeds	leda	leeds	PROPN;NOM	PROPN;NOM;MASC;SG
djurgårdens	djurgårdens	djurgård	djurgårdens	N;GEN;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
framtida	budućnosti	framtida	budućnost	ADJ;NOM	N;INS;FEM;SG
framtida	budućnost	framtida	budućnost	ADJ;NOM	N;NOM;FEM;SG
times	vremena	tim	vrijeme	PROPN;NOM	N;NOM;NEUT;PL
times	puta	tim	put	PROPN;NOM	ADV
jakt	lovi	jakt	lov	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
jakt	hunt	jakt	hunt	N;NOM;INDF;MASC+FEM;SG	ADP
jakt	lovi	jakt	lov	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
jakt	lova	jakt	lov	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
karriären	karijeri	karriär	karijera	N;NOM;DEF;MASC+FEM;SG	N;DAT;FEM;SG
karriären	karijeru	karriär	karijera	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
christer	christer	christ	christer	PROPN;NOM	N;NOM;MASC;SG
meyer	meyer	meyer	meyer	PROPN;NOM	PROPN;NOM;MASC;SG
drar	crta	dra	crta	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
drar	povlačenjem	dra	povlačenje	V;IND;PRS;FIN;ACT	N;INS;NEUT;SG
vancouver	vancouveru	vancouver	vancouver	PROPN;NOM	N;DAT;MASC;SG
burma	burmi	burma	burma	PROPN;NOM	N;DAT;FEM;SG
preussen	pruskoj	preuss	pruskati	PROPN;NOM	ADJ;DAT;DEF;FEM;SG
sjukdomar	bolest	sjukdom	bolest	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
plus	plus	plus	plus	ADV	N;NOM;MASC;SG
civila	građanski	civil	građanski	ADJ;NOM;PL	ADV
civila	civilno	civil	civilno	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
civila	civilna	civil	civilan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
civila	civil	civil	civil	ADJ;NOM;PL	PROPN;NOM;MASC;SG
civila	civilno	civil	civilno	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
civila	civilni	civil	civilan	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
civila	civila	civil	civil	ADJ;NOM;PL	N;GEN;MASC;PL
civila	civili	civil	civila	ADJ;NOM;PL	N;NOM;MASC;PL
civila	civile	civil	civil	ADJ;NOM;PL	N;ACC;MASC;PL
amsterdam	amsterdam	amsterdam	amsterdam	PROPN;NOM	N;NOM;MASC;SG
morris	morris	morris	morris	PROPN;NOM	PROPN;NOM;MASC;SG
intresserad	zainteresovani	intresserad	zainteresovan	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL
intresserad	zainteresirani	intresserad	zainteresiran	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL
intresserad	zainteresirana	intresserad	zainteresiran	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
guadeloupe	guadeloupe	guadeloupe	guadeloupa	PROPN;NOM	N;NOM;MASC;SG
kommunistiska	komunist	kommunistisk	komunist	ADJ;NOM;PL	N;NOM;MASC;SG
kommunistiska	komunistički	kommunistisk	komunistički	ADJ;NOM;PL	ADV
kommunistiska	komunisti	kommunistisk	komunist	ADJ;NOM;PL	N;NOM;MASC;PL
kommunistiska	komunista	kommunistisk	komunist	ADJ;NOM;PL	N;ACC;MASC;SG
news	novosti	news	novost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
news	vesti	news	vesta	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
news	vijesti	news	vijest	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
philadelphia	philadelphiji	philadelphia	philadelphija	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
philadelphia	philadelphia	philadelphia	philadelphia	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
stadsdel	borough	stadsdel	borough	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
stadsdel	susjedstvu	stadsdel	susjedstvo	N;NOM;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
guy	tip	guy	tip	PROPN;NOM	N;NOM;MASC;SG
guy	guy	guy	guy	PROPN;NOM	PROPN;NOM;MASC;SG
guy	momak	guy	momak	PROPN;NOM	N;NOM;MASC;SG
tbilisi	tbilisi	tbilisi	tbilis	PROPN;NOM	PROPN;NOM;MASC;SG
merrill	merrill	merrill	merrill	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
flat	ravna	flat	ravan	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
flat	ravan	flat	ravan	N;NOM;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
flat	ravni	flat	ravni	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
finna	pronalaženje	finna	pronalaženje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
finna	nalaženje	finna	nalaženje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
finna	nalaz	finna	nalaz	V;IMP;FIN;ACT	N;NOM;MASC;SG
finna	pronalazak	finna	pronalazak	V;IMP;FIN;ACT	N;NOM;MASC;SG
finna	pronađi	finna	pronaći	V;IMP;FIN;ACT	V;IND;SG;2;PRS;FIN
wayne	wayne	wayne	wayan	PROPN;NOM	PROPN;NOM;MASC;SG
ukrainska	ukrajine	ukrainsk	ukrajina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ukrainska	ukrajinski	ukrainsk	ukrajinski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
fraser	fraser	fras	fraser	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG
diospyros	diospyros	diospyros	diospyros	V;FIN;PASS	PROPN;NOM;MASC;SG
monument	spomenike	monument	spomenik	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
monument	spomenika	monument	spomenik	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
monument	spomenici	monument	spomenik	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
hårda	tvrdo	hård	tvrdo	ADJ;NOM;PL	ADJ;NOM;DEF;NEUT;SG
hårda	tesko	hård	tesko	ADJ;NOM;PL	ADJ;NOM;DEF;NEUT;SG
hårda	teško	hård	teško	ADJ;NOM;PL	ADV
hårda	grubo	hård	grubo	ADJ;NOM;PL	ADV
tillbringade	potrošen	tillbringad	potrošiti	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP
tillbringade	potrošeno	tillbringad	potrošiti	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP;PASS
tillverkas	proizveden	tillverka	proizvesti	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
annorlunda	drugačiji	annorlunda	drugačiji	ADV	ADJ;NOM;DEF;MASC;SG
annorlunda	drugačija	annorlunda	drugačiji	ADV	ADJ;NOM;DEF;FEM;SG
bates	bates	bate	bates	PROPN;NOM	N;NOM;MASC;SG
svår	ozbiljne	svår	ozbiljan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
svår	teške	svår	težak	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
svår	tesko	svår	tesko	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
svår	teško	svår	teško	ADJ;NOM;INDF;MASC+FEM;SG	ADV
arenan	arene	arena	aren	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
torget	trgu	torg	trg	N;NOM;DEF;NEUT;SG	N;DAT;MASC;SG
steklar	hymenoptera	stekla	hymenoptera	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG
fame	slave	fam	slava	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
fame	slavu	fam	slava	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
chapman	chapman	chapman	chapman	PROPN;NOM	N;NOM;MASC;SG
starta	pocetak	starta	pocetak	V;IMP;NFIN;ACT	N;NOM;MASC;SG
starta	početak	starta	početak	V;IMP;NFIN;ACT	N;NOM;MASC;SG
starta	lansiranje	starta	lansiranje	V;IMP;NFIN;ACT	N;NOM;NEUT;SG
starta	pokretanje	starta	pokretanje	V;IMP;NFIN;ACT	N;NOM;NEUT;SG
ökad	povećana	öka	povećati	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
edmond	edmond	edmond	edmond	PROPN;NOM	N;NOM;MASC;SG
andy	andy	andy	andy	PROPN;NOM	PROPN;NOM;MASC;SG
representerad	predstavljali	representera	predstavljati	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
representerad	predstavljao	representera	predstavljati	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
hollywood	hollywood	hollywood	hollywood	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
beskriva	opisi	beskriva	opis	V;IMP;FIN;ACT	N;NOM;MASC;PL
konsert	koncerta	konsert	koncert	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
frihet	slobode	frihet	sloboda	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
frihet	slobodu	frihet	sloboda	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
frihet	liberty	frihet	liberty	N;NOM;INDF;MASC+FEM;SG	ADP
leipzig	leipzigu	leipzig	leipziga	PROPN;NOM	N;DAT;MASC;SG
kevin	kevin	kevin	kevin	PROPN;NOM	N;NOM;MASC;SG
dalton	dalton	dalton	dalton	PROPN;NOM	N;NOM;MASC;SG
online	online	online	online	N;NOM;INDF;NEUT;SG	ADP
gerhard	gerhard	gerhard	gerhard	PROPN;NOM	PROPN;NOM;MASC;SG
klostret	abbey	klostret	abbey	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG
uppror	pobune	uppro	pobuna	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
minskade	smanjena	minska	smanjiti	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
minskade	smanjen	minska	smanjiti	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
minskade	smanjena	minska	smanjiti	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
tegel	cigle	tegel	cigla	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tegel	cigle	tegel	cigla	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tegel	ciglu	tegel	cigla	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
barbara	barbara	barbar	barbar	PROPN;NOM	N;NOM;FEM;SG
upptäckt	otkrivanje	upptäcka	otkrivanje	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;NEUT;SG
upptäckt	otkriveno	upptäcka	otkriti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
upptäckt	otkrio	upptäcka	otkriti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
upptäckt	otkriveni	upptäcka	otkriti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
upptäckt	otkrivena	upptäcka	otkriti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
upptäckt	otkrivena	upptäcka	otkriti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
upptäckt	otkrića	upptäcka	otkriće	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;NEUT;PL
upptäckt	otkriće	upptäcka	otkriće	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;NEUT;SG
upptäckt	discovery	upptäcka	discovery	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;MASC;SG
erica	erika	eric	erika	PROPN;NOM	N;NOM;FEM;SG
erica	erica	eric	erica	PROPN;NOM	N;NOM;MASC;SG
marc	marc	marc	marc	PROPN;NOM	PROPN;NOM;MASC;SG
motorn	motora	motor	motor	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
tor	tor	tor	tor	PROPN;NOM	N;NOM;MASC;SG
tor	tor	tor	tor	PROPN;NOM	N;NOM;MASC;SG
tor	thor	tor	thor	PROPN;NOM	PROPN;NOM;MASC;SG
planerade	planirana	planera	planirati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
planerade	planirao	planera	planirati	ADJ;NOM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
planerade	planirano	planera	planirati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
planerade	planiran	planera	planirati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
majoritet	većinski	majoritet	većinski	N;NOM;INDF;MASC+FEM;SG	ADV
xii	xii	xii	xii	PROPN;NOM	ADJ
äventyr	avanture	äventyr	avantura	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
äventyr	pustolovine	äventyr	pustolovina	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
äventyr	avanture	äventyr	avantura	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
äventyr	pustolovine	äventyr	pustolovina	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
fader	oce	far	ocaj	N;NOM;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN
dna	dna	dna	dnati	N;NOM;INDF;NEUT;SG	
hår	kose	hår	kosa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
hår	kosi	hår	kosi	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG
heat	topline	heat	toplina	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
amerikanskt	američki	amerikansk	američki	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
amerikanskt	american	amerikansk	american	ADJ;NOM;INDF;NEUT;SG	ADP
amerikanskt	amerikanac	amerikansk	amerikanac	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
amerikanskt	američka	amerikansk	američki	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
potter	potteru	pott	pottera	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
ryan	ryan	ryan	ryan	PROPN;NOM	PROPN;NOM;MASC;SG
hopp	skoči	hopp	skočiti	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
hopp	nadanja	hopp	nadanje	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
hopp	nade	hopp	nada	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
hopp	nade	hopp	nada	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
light	svijetlo	ligga	svijetlo	N;NOM;INDF;MASC+FEM;SG	ADV
pappa	oce	pappa	ocaj	N;NOM;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN
träsk	močvaru	träsk	močvar	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
träsk	močvari	träsk	močvar	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG
träsk	močvare	träsk	močvar	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
träsk	močvare	träsk	močvar	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
harrison	harrisona	harrison	harrison	PROPN;NOM	N;ANIM;ACC;MASC;SG
harrison	harrison	harrison	harrison	PROPN;NOM	N;NOM;MASC;SG
jensen	jensen	jens	jensen	PROPN;NOM	PROPN;NOM;MASC;SG
niklas	niklas	nikla	niklas	PROPN;NOM	PROPN;NOM;MASC;SG
sea	morem	se	more	N;NOM;INDF;NEUT;SG	N;INS;NEUT;SG
