castle	замок	cast	замка		N;INAN;NOM;MASC;SG
düzenle	правка	düzen	правка	N;INS;SG;3	N;INAN;NOM;FEM;SG
düzenle	змінити	düzen	змінити	N;INS;SG;3	V;PFV;NFIN
düzenle	зміна	düzen	зміна	N;INS;SG;3	N;INAN;NOM;FEM;SG
düzenle	змінити	düzen	змінити	N;INS;SG;3	V;PFV;NFIN
dağıstan	дагестан	dağıs	дагестан		PROPN;INAN;NOM;MASC;SG
mantıksal	логіка	mantıksal	логіка	ADJ	N;INAN;NOM;FEM;SG
morrison	моррісон	morrison	моррісон		PROPN;ANIM;NOM;MASC;SG
tuzla	тузла	tuz	тузло		PROPN;INAN;NOM;FEM;SG
telekomünikasyon	телекомунікаційний	telekomünikasyon	телекомунікаційний	N;NOM;SG;3	ADJ;NOM;MASC;SG
yannis	янніс	yannis	яннися	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
bölünmüş	розділена	böl	розділений	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
bölünmüş	дроблення	böl	дроблення	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;INAN;NOM;NEUT;SG
bölünmüş	розділення	böl	розділення	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;INAN;NOM;NEUT;SG
bölünmüş	розділена	böl	розділений	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
crown	корону	crown	корона		N;INAN;ACC;FEM;SG
crown	корона	crown	корона		N;INAN;NOM;FEM;SG
crown	корони	crown	корона		N;INAN;NOM;FEM;PL
mineral	мінеральна	mineral	мінеральний		ADJ;NOM;FEM;SG
mineral	мінерали	mineral	мінерал		N;INAN;NOM;MASC;PL
ortaklaşa	спільно	ortaklaşa	спільно		ADV
eşdeğer	еквівалент	eşdeğer	еквівалент		N;INAN;NOM;MASC;SG
tuğla	блоки	tuğ	блок		N;INAN;NOM;MASC;PL
tuğla	цегла	tuğ	цегло		N;INAN;NOM;FEM;SG
tuğla	цеглу	tuğ	цегла		N;INAN;ACC;FEM;SG
tuğla	цегла	tuğ	цегло		N;INAN;NOM;FEM;SG
ekşi	гірка	ekşi	гіркий		ADJ;NOM;FEM;SG
bitişik	неперервним	bitişik	неперервний		ADJ;INS;NEUT;SG
bitişik	сусіднього	bitişik	сусідній		ADJ;GEN;MASC;SG
bitişik	сусідню	bitişik	сусідній		ADJ;ACC;FEM;SG
brandenburg	бранденбурзькі	brandenburg	бранденбурзький	PROPN;NOM;SG;3	ADJ;NOM;PL
milton	мілтон	milton	мілтон	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
kap	контейнер	kap	контейнер		N;INAN;NOM;MASC;SG
lois	лоїс	lois	лоїс		PROPN;ANIM;NOM;FEM;SG
saçma	нісенітниця	saç	нісенітниця		N;ANIM;NOM;FEM;SG
saçma	нонсенс	saç	нонсенс		N;INAN;NOM;MASC;SG
saçma	дурниці	saç	дурниця		N;INAN;NOM;FEM;PL
saçma	смішно	saç	смішно		ADV
saçma	смішна	saç	смішний		ADJ;NOM;FEM;SG
saçma	абсурд	saç	абсурд		N;INAN;NOM;MASC;SG
tate	тейт	tate	тейт		PROPN;INAN;NOM;MASC;SG
bakkal	продукти	bakkal	продукт		N;INAN;NOM;MASC;PL
bakkal	продуктовий	bakkal	продуктовий		ADJ;NOM;MASC;SG
idrar	сечовий	idrar	сечовий	N;NOM;SG;3	ADJ;NOM;MASC;SG
maliyet	кошти	maliyet	кошти	N;NOM;SG;3	N;INAN;NOM
maliyet	коштує	maliyet	коштувати	N;NOM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
muhasebe	звітність	muhasebe	звітність		N;INAN;NOM;FEM;SG
muhasebe	облік	muhasebe	облік		N;INAN;NOM;MASC;SG
muhasebe	бухгалтер	muhasebe	бухгалтер		N;INAN;NOM;MASC;SG
paylaştı	спільну	paylaş	спільний	V;PFV;IND;SG;3;POS;PST	ADJ;ACC;FEM;SG
paylaştı	спільні	paylaş	спільний	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;PL
paylaştı	поширили	paylaş	поширити	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;PL;PST;FIN
paylaştı	спільний	paylaş	спільний	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;MASC;SG
paylaştı	опубліковано	paylaş	опубліковано	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;0;FIN
paylaştı	опубліковані	paylaş	опублікований	V;PFV;IND;SG;3;POS;PST	ADJ;PFV;NOM;PL;V.PTCP;PASS
leopold	леопольд	leopold	леопольд	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
eleştirmeni	критик	eleştir	критик	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;ANIM;NOM;MASC;SG
mektuplar	літер	mektup	літер	N;NOM;PL;3	N;INAN;GEN;FEM;PL
sindirim	травлення	sindir	травлення		N;INAN;NOM;NEUT;SG
sindirim	травні	sindir	травень		ADV
motorlar	motors	motor	motors	N;NOM;PL;3	
pancar	буряк	pancar	буряк		N;INAN;NOM;MASC;SG
pancar	буряк	pancar	буряк		N;INAN;NOM;MASC;SG
tacikistan	таджикистану	tacikistan	таджикистаний	PROPN;NOM;SG;3	PROPN;INAN;GEN;MASC;SG
dolgu	заповнення	dolgu	заповнення		N;INAN;NOM;NEUT;SG
dolgu	заповнення	dolgu	заповнення		N;INAN;NOM;NEUT;SG
tba	tba	tba	tba		
solar	сонячний	solar	сонячний		ADJ;NOM;MASC;SG
solar	сонячне	solar	сонячний		ADJ;NOM;NEUT;SG
solar	сонячні	solar	сонячний		ADJ;NOM;PL
solar	сонячна	solar	сонячний		ADJ;NOM;FEM;SG
aydınlatma	освітленості	aydınlat	освітленість	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;GEN;FEM;SG
aydınlatma	освітлення	aydınlat	освітлення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
soprano	сопрано	soprano	сопрано		N;INAN;NOM;FEM;SG
atık	відходи	atık	відхід		N;INAN;NOM;MASC;PL
atık	переводити	atık	переводити		V;IPFV;NFIN
brooks	брукс	brooks	брукс		PROPN;ANIM;NOM;MASC;SG
taşınır	рухається	taşı	рухатися	V;IPFV;IND;SG;3;POS;PASS	V;IPFV;IND;SG;3;PRS;FIN
taşınır	ходи	taşı	хода	V;IPFV;IND;SG;3;POS;PASS	N;INAN;NOM;FEM;PL
taşınır	ходів	taşı	хід	V;IPFV;IND;SG;3;POS;PASS	N;INAN;GEN;MASC;PL
taşımak	несуть	taşı	нести	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN
taşımak	несе	taşı	несе	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN
taşımak	везти	taşı	везти	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;NFIN
taşımak	нести	taşı	нести	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;NFIN
taşımak	возять	taşı	возити	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;IND;PL;3;FUT;FIN
seth	сет	seth	сет		
caroline	кароліна	carol	каролін	N;DAT;SG;3	N;INAN;NOM;FEM;SG
caroline	керолайн	carol	керолайн	N;DAT;SG;3	PROPN;ANIM;NOM;FEM;SG
unix	unix	unix	unix		
devir	rpm	devir	rpm		
manço	манко	manço	манко	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
abdul	абдул	abdul	абдул		PROPN;ANIM;NOM;MASC;SG
gözlü	eyed	gözlü	eyed		
boşnak	боснійська	boşnak	боснійський		ADJ;NOM;FEM;SG
temsili	представлення	temsili	представлення		N;INAN;NOM;NEUT;SG
nasır	насер	nasır	насер		PROPN;ANIM;NOM;MASC;SG
kaplama	фарбування	kapla	фарбування		N;INAN;NOM;NEUT;SG
yasalar	законів	yasa	закон	N;NOM;PL;3	N;INAN;GEN;MASC;PL
niyazi	ніязі	niyazi	ніяз		
standartları	стандартів	standart	стандарт	ADJ;NOM;PL;3	N;INAN;GEN;MASC;PL
standartları	стандартами	standart	стандарт	ADJ;NOM;PL;3	N;INAN;INS;MASC;PL
standartları	стандартам	standart	стандарт	ADJ;NOM;PL;3	N;INAN;DAT;MASC;PL
standartları	стандарти	standart	стандарт	ADJ;NOM;PL;3	N;INAN;NOM;MASC;PL
kime	кого	kim	хто	PRO;DAT;SG;3	PRO;ANIM;ACC;MASC;SG
eleman	елемент	eleman	елемент		N;INAN;NOM;MASC;SG
eleman	елементом	eleman	елемент		N;INAN;INS;MASC;SG
eleman	елементи	eleman	елемент		N;INAN;NOM;MASC;PL
dün	вчора	dün	вчора	N;NOM;SG;3	ADV
dün	учора	dün	учора	N;NOM;SG;3	ADV
rossi	россі	ross	россі		PROPN;ANIM;NOM;MASC;SG
vaftiz	хрещений	vaftiz	хрещений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
vaftiz	хрестини	vaftiz	хрестини		N;INAN;NOM;FEM;PL
vaftiz	хрещення	vaftiz	хрещення		N;INAN;NOM;NEUT;SG
gelecekteki	майбутнє	gel	майбутнє	V;PFV;IND;SG;3;POS;FUT	ADJ;NOM;NEUT;SG
laz	лаз	laz	лаз		PROPN;INAN;NOM;MASC;SG
telli	рядок	telli	рядок		N;INAN;NOM;MASC;SG
bari	барі	bari	бар		N;INAN;DAT;MASC;SG
benzin	бензен	benz	бензен		
benzin	бензиновий	benz	бензиновий		ADJ;NOM;MASC;SG
benzin	бензин	benz	бензин		N;INAN;NOM;MASC;SG
benzin	газова	benz	газовий		ADJ;NOM;FEM;SG
benzin	газу	benz	газ		N;INAN;GEN;MASC;SG
benzin	газ	benz	газ		N;INAN;NOM;MASC;SG
benzin	пальне	benz	пальний		ADJ;NOM;NEUT;SG
benzin	паливо	benz	паливо		N;INAN;NOM;NEUT;SG
benzin	палива	benz	палива		N;INAN;NOM;NEUT;SG
uzunlukta	тривалість	uzunluk	тривалість	N;ESS;SG;3	N;INAN;NOM;FEM;SG
uzunlukta	довжина	uzunluk	довжина	N;ESS;SG;3	N;INAN;NOM;FEM;SG
uzunlukta	довжини	uzunluk	довжина	N;ESS;SG;3	N;INAN;NOM;FEM;PL
naruto	наруто	naruto	наруто		PROPN;INAN;NOM;MASC;SG
bağımsızlığı	незалежність	bağımsızlık	незалежність	N;ACC;SG;3	N;INAN;NOM;FEM;SG
bağımsızlığı	незалежності	bağımsızlık	незалежності	N;ACC;SG;3	N;INAN;GEN;FEM;SG
hunt	полювати	hunt	полювати		V;IPFV;NFIN
hunt	полювання	hunt	полювання		N;INAN;NOM;NEUT;SG
bastia	бастія	bastia	бастія	PROPN;NOM;SG;3	PROPN;INAN;NOM;FEM;SG
niçin	чому	niçin	чому		ADV
niçin	нащо	niçin	нащо		INTJ
nagoya	наґоя	nago	наґоя	PROPN;NOM;SG;3	
ulaşılabilir	доступний	ulaş	доступний	V;IPFV;POT;SG;3;POS;PASS	ADJ;NOM;MASC;SG
zorluk	складності	zorluk	складність	N;NOM;SG;3	N;INAN;GEN;FEM;SG
zorluk	труднощі	zorluk	труднощі	N;NOM;SG;3	N;INAN;NOM;MASC;PL
zorluk	користь	zorluk	користь	N;NOM;SG;3	N;INAN;ACC;FEM;SG
wells	веллс	wells	веллс	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
huzur	затишок	huzur	затишок		N;INAN;NOM;MASC;SG
huzur	миру	huzur	мир		N;INAN;GEN;MASC;SG
huzur	мир	huzur	мир		N;INAN;NOM;MASC;SG
huzur	спокою	huzur	спокій		N;INAN;GEN;MASC;SG
huzur	спокійна	huzur	спокійний		ADJ;NOM;FEM;SG
huzur	мирного	huzur	мирний		ADJ;GEN;MASC;SG
huzur	мирний	huzur	мирний		ADJ;NOM;MASC;SG
gömülü	похований	göm	похований		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gömülü	поховані	göm	похований		ADJ;PFV;NOM;PL;V.PTCP;PASS
gömülü	вбудований	göm	вбудований		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gömülü	вбудована	göm	вбудований		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
gömülü	вбудованим	göm	вбудований		ADJ;PFV;INS;MASC;SG;V.PTCP;PASS
gömülü	вбудовані	göm	вбудований		ADJ;PFV;NOM;PL;V.PTCP;PASS
simgeler	символів	simge	символ	N;NOM;PL;3	N;INAN;GEN;MASC;PL
simgeler	піктограм	simge	піктограма	N;NOM;PL;3	N;INAN;GEN;FEM;PL
spencer	спенсер	spencer	спенсер	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
mia	mia	mia	mia		
mia	мія	mia	мія		N;ANIM;NOM;FEM;SG
mia	безвісти	mia	безвісти		N;ANIM;NOM;MASC;PL
mia	міа	mia	міа		PROPN;ANIM;NOM;FEM;SG
saatler	годин	saat	година	N;NOM;PL;3	N;INAN;GEN;FEM;PL
saatler	зацікавленість	saat	зацікавленість	N;NOM;PL;3	N;INAN;NOM;FEM;SG
saatler	спостерігає	saat	спостерігати	N;NOM;PL;3	V;IPFV;IND;SG;3;PRS;FIN
rauf	рауф	rauf	рауфа		PROPN;ANIM;NOM;MASC;SG
swing	swing	swing	swing		
foto	світлину	foto	світлина		N;INAN;ACC;FEM;SG
foto	світлина	foto	світлина		N;INAN;NOM;FEM;SG
foto	світлині	foto	світлина		N;INAN;NOM;FEM;PL
foto	фото	foto	фото		
foto	foto	foto	foto		
kabuk	оболонка	kabuk	оболонка		N;INAN;NOM;FEM;SG
kabuk	оболонки	kabuk	оболонка		N;INAN;NOM;FEM;PL
kabuk	кора	kabuk	кора		N;INAN;NOM;FEM;SG
kabuk	патрони	kabuk	патрон		N;INAN;NOM;MASC;PL
kabuk	оболонки	kabuk	оболонка		N;INAN;NOM;FEM;PL
kabuk	мушлі	kabuk	мушля		N;INAN;NOM;FEM;PL
stalingrad	сталінград	stalingrad	сталінград		N;INAN;NOM;MASC;SG
biçimli	формує	biçimli	формувати		V;IPFV;IND;SG;3;PRS;FIN
birleştiren	поєднує	birleş	поєднувати	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;IPFV;IND;SG;3;PRS;FIN
kutlu	блаженні	kutlu	блаження		N;INAN;NOM;NEUT;PL
kutlu	благословив	kutlu	благословити		V;PFV;MASC;IND;SG;PST;FIN
kutlu	милостивий	kutlu	милостивий		ADJ;NOM;MASC;SG
kutlu	blessed	kutlu	blessed		
salim	салім	salim	салім		N;ANIM;NOM;MASC;SG
kabine	кабінету	kabin	кабінет	N;NOM;SG;3	N;INAN;GEN;MASC;SG
marş	гімн	marş	гімн		N;INAN;NOM;MASC;SG
marş	березні	marş	березень		ADV
marş	березень	marş	березень		N;INAN;NOM;MASC;SG
marş	березня	marş	березень		N;INAN;GEN;MASC;SG
saltanat	править	saltanat	правити	N;NOM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
gömüldü	похований	göm	похований	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gömüldü	поховані	göm	похований	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
kağanlığı	каганат	kağanlık	каганат	N;ACC;SG;3	N;INAN;NOM;MASC;SG
siena	siena	sinna	siena	PROPN;NOM;SG;3	
melez	гібридів	melez	гібридіти		N;INAN;GEN;MASC;PL
melez	гібридна	melez	гібридний		ADJ;NOM;FEM;SG
melez	екологічний	melez	екологічний		ADJ;NOM;MASC;SG
derek	дерек	derek	дерек		PROPN;ANIM;NOM;MASC;SG
kuzu	ягня	kuz	ягній		N;ANIM;NOM;FEM;SG
yeryüzü	землею	yeryüzü	земля		N;INAN;INS;FEM;SG
yeryüzü	earth	yeryüzü	earth		
yeryüzü	землі	yeryüzü	земля		N;INAN;NOM;FEM;PL
yeryüzü	земля	yeryüzü	земля		N;INAN;NOM;FEM;SG
jpeg	jpeg	jpeg	jpeg		
bağlılık	відданості	bağlılık	відданість	N;NOM;SG;3	N;INAN;DAT;FEM;SG
bağlılık	характеру	bağlılık	характер	N;NOM;SG;3	N;INAN;GEN;MASC;SG
yar	яр	yar	яр		N;INAN;NOM;MASC;SG
sınırlıdır	обмежені	sınırlı	обмежений		ADJ;PFV;NOM;PL;V.PTCP;PASS
sınırlıdır	обмежений	sınırlı	обмежений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
sınırlıdır	обмежена	sınırlı	обмежений		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
ihtiyaçları	вимагає	ihtiyaç	вимагати	N;NOM;PL;3	V;IPFV;IND;SG;3;PRS;FIN
ihtiyaçları	потребує	ihtiyaç	потребувати	N;NOM;PL;3	V;IPFV;IND;SG;3;PRS;FIN
ihtiyaçları	потреб	ihtiyaç	потреб	N;NOM;PL;3	N;INAN;GEN;FEM;PL
fiyatı	ціна	fiyat	ціна	N;ACC;SG;3	N;INAN;NOM;FEM;SG
akabinde	послідовно	akabin	послідовно	N;ESS;SG;3	ADV
kombine	комбінований	kombine	комбінований		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
kombine	поєднання	kombine	поєднання		N;INAN;NOM;NEUT;SG
kombine	комбінація	kombine	комбінація		N;INAN;NOM;FEM;SG
eğitimci	педагог	eğitimci	педагог		N;ANIM;NOM;MASC;SG
gil	гіл	gil	гіл.		N;ANIM;NOM;MASC;SG
bakmak	шукаємо	bak	шукати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN
bakmak	дивиться	bak	дивитися	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN
bakmak	дивлюся	bak	дивитися	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN
sunderland	сандерленд	sunderlan	сандерленд	PROPN;NOM;SG;3	PROPN;INAN;NOM;NEUT;SG
led	повів	i	повести		V;PFV;MASC;IND;SG;PST;FIN
led	led	i	led		
led	лампочка	i	лампочка		N;INAN;NOM;FEM;SG
oruç	піст	oruç	піст		N;INAN;NOM;MASC;SG
gerçi	хоча	gerçi	хоча		CONJ
gerçi	хоча	gerçi	хоча		CONJ
gerçi	щоправда	gerçi	щоправда		ADV
belirtildi	зазначені	belir	зазначений	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
belirtildi	вказано	belir	вказати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
belirtildi	вказана	belir	вказаний	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
belirtildi	зазначений	belir	зазначений	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
belirtildi	вказаний	belir	вказаний	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
uzlaşma	злагоди	uzlaş	злагода	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;GEN;FEM;SG
uzlaşma	узгодження	uzlaş	узгодження	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
uzlaşma	примирення	uzlaş	примирення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
uzlaşma	консенсусу	uzlaş	консенсус	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;GEN;MASC;SG
uzlaşma	компроміс	uzlaş	компроміс	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;SG
kâr	прибуток	kâr	прибуток		N;INAN;NOM;MASC;SG
kâr	вигідно	kâr	вигідно		ADV
kâr	прибутки	kâr	прибуток		N;INAN;NOM;MASC;PL
leslie	леслі	lesli	лесло		PROPN;ANIM;NOM;FEM;SG
fonu	фонд	fonu	фонд		N;INAN;NOM;MASC;SG
fonu	фонду	fonu	фонд		N;INAN;GEN;MASC;SG
çaylak	новачок	çaylak	новачка		N;ANIM;NOM;MASC;SG
çaylak	новачок	çaylak	новачка		N;ANIM;NOM;MASC;SG
mühendisleri	інженери	mühendis	інженер	N;ACC;PL;3	N;ANIM;NOM;MASC;PL
güvence	забезпечення	güvence	забезпечення		N;INAN;NOM;NEUT;SG
kökleri	коріння	kök	коріння	N;NOM;PL;3	N;INAN;NOM;NEUT;SG
freud	фрейд	freud	фрейд		PROPN;ANIM;NOM;MASC;SG
döngüsü	циклу	döngü	цикл	N;NOM;SG;3	N;INAN;GEN;MASC;SG
met	зустрілись	met	зустрітися		V;PFV;IND;PL;PST;FIN
met	зустрілися	met	зустрітися		V;PFV;IND;PL;PST;FIN
met	зустріли	met	зустріти		V;PFV;IND;PL;PST;FIN
met	мет	met	мет		
ronaldo	роналду	ronal	роналда		N;INAN;ACC;FEM;SG
dostlar	друзями	dost	друг	ADJ;NOM;PL;3	N;ANIM;INS;MASC;PL
dostlar	друзів	dost	друг	ADJ;NOM;PL;3	N;ANIM;ACC;MASC;PL
dostlar	друзі	dost	друг	ADJ;NOM;PL;3	N;ANIM;NOM;MASC;PL
stevens	стівенс	stevens	стівенс		PROPN;ANIM;NOM;MASC;SG
juliet	джульєтта	juliet	джульєтт		N;ANIM;NOM;FEM;SG
yankı	echoes	yankı	echoes		
yankı	відлуння	yankı	відлуння		N;INAN;NOM;NEUT;SG
yankı	echo	yankı	echo		
yankı	ехо	yankı	ехо		
yankı	відлуння	yankı	відлуння		N;INAN;NOM;NEUT;SG
sergiler	експонатів	sergi	експонат	N;NOM;PL;3	N;INAN;GEN;MASC;PL
keşiş	монах	keşiş	мона		N;ANIM;NOM;MASC;SG
temsilci	реп	temsilci	реп.		N;INAN;NOM;MASC;SG
temsilci	репутації	temsilci	репутація		N;INAN;NOM;FEM;PL
temsilci	представник	temsilci	представник		N;ANIM;NOM;MASC;SG
temsilci	представника	temsilci	представник		N;ANIM;ACC;MASC;SG
temsilci	агент	temsilci	агент		N;ANIM;NOM;MASC;SG
yaratır	створює	yarat	створювати	V;IPFV;IND;SG;3;POS	V;IPFV;IND;SG;3;PRS;FIN
sansür	цензура	sansür	цензура		N;INAN;NOM;FEM;SG
resimli	illustrated	resimli	illustrated		
resimli	ілюстрована	resimli	ілюстрований		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
strauss	штраус	strauss	штраус		PROPN;ANIM;NOM;MASC;SG
faktör	фактори	faktör	фактор		N;INAN;NOM;MASC;PL
faktör	коефіцієнт	faktör	коефіцієнт		N;INAN;NOM;MASC;SG
faktör	фактор	faktör	фактор		N;INAN;NOM;MASC;SG
sevinç	радості	sevinç	радість		N;INAN;GEN;FEM;PL
sevinç	радість	sevinç	радість		N;INAN;NOM;FEM;SG
canlılar	істоти	canlı	істота	ADJ;NOM;PL;3	N;ANIM;NOM;FEM;PL
canlılar	створіння	canlı	створіння	ADJ;NOM;PL;3	N;INAN;NOM;NEUT;SG
yayıncı	видавець	yayıncı	видавець		N;ANIM;NOM;MASC;SG
yayıncı	ефір	yayıncı	ефір		N;INAN;NOM;MASC;SG
tazminat	компенсація	tazminat	компенсація		N;INAN;NOM;FEM;SG
