relativity	relativnost	relativita	relativnost	N;NOM;FEM;PL	N;NOM;FEM;SG
ostrý	sharp	ostrý	sharpa	ADJ;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ohrozených	ogrožen	ohrozený	ogrožen	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
ohrozených	ogroženi	ohrozený	ogrožen	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
ohrozených	ogroženo	ohrozený	ogrožen	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
ohrozených	ogrožena	ohrozený	ogrožen	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
ohrozených	ogrožene	ohrozený	ogrožen	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
marko	marko	marko	marka	PROPN;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
ponuky	ponudba	ponuka	ponudba	N;NOM;FEM;PL	N;NOM;FEM;SG
ponuky	ponuja	ponuka	ponujati	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
univerzít	univerze	univerzit	univerza	N;GEN;FEM;PL	N;NOM;FEM;PL
univerzít	univerzami	univerzit	univerza	N;GEN;FEM;PL	N;DAT;FEM;PL
stade	stade	stať	stada	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
obytné	stanovanjska	obytný	stanovanjski	ADJ;NOM;NEUT;PL	ADJ;NOM;FEM;SG
obytné	stanovanjsko	obytný	stanovanjski	ADJ;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
obytné	stanovanjskih	obytný	stanovanjski	ADJ;NOM;NEUT;PL	ADJ;GEN;MASC;PL
vlaku	vlak	vlak	vlak	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
susedné	sosede	susedný	soseda	ADJ;NOM;NEUT;SG	N;ACC;MASC;PL
susedné	sosedje	susedný	sosed	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
susedné	sosedi	susedný	soseda	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
susedné	sosednje	susedný	sosednji	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
susedné	sosednje	susedný	sosednji	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
budúce	prihodnje	budúci	prihodnji	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
budúce	bodoči	budúci	bodoč	N;NOM;NEUT;SG	ADJ;NOM;MASC;PL
budúce	prihodnosti	budúci	prihodnost	N;NOM;NEUT;SG	N;GEN;FEM;SG
plemien	pasme	plemeno	pasma	N;GEN;NEUT;PL	N;NOM;FEM;PL
poskytol	zagotovljenih	poskytnúť	zagotovljen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
dean	dekan	dean	dekan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dean	dean	dean	dean	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
zabitý	ubitih	zabitý	ubit	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
zabitý	ubita	zabitý	ubiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;DU;V.PTCP
nepriateľom	sovražnik	nepriateľ	sovražnik	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
nepriateľom	sovražniki	nepriateľ	sovražnik	N;ANIM;INS;MASC;SG	N;NOM;MASC;PL
nepriateľom	sovražniki	nepriateľ	sovražnik	N;ANIM;INS;MASC;SG	N;NOM;MASC;PL
nepriateľom	sovražnike	nepriateľ	sovražnik	N;ANIM;INS;MASC;SG	N;ACC;MASC;PL
nepriateľom	sovražnikov	nepriateľ	sovražnikov	N;ANIM;INS;MASC;SG	N;GEN;MASC;PL
výnimky	izjema	výnimka	izjema	N;NOM;FEM;PL	N;NOM;FEM;SG
výnimky	izključitev	výnimka	izključitev	N;NOM;FEM;PL	N;NOM;FEM;SG
bin	bin	bin	bin	PROPN;ANIM;NOM;MASC;SG	
bin	koš	bin	koš	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
expozície	izpostavitev	expozícia	izpostavitev	N;NOM;FEM;PL	N;NOM;FEM;SG
expozície	izpostavljanje	expozícia	izpostavljanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
expozície	izpostavljenost	expozícia	izpostavljenost	N;NOM;FEM;PL	N;NOM;FEM;SG
expozície	izpostavljenosti	expozícia	izpostavljenost	N;NOM;FEM;PL	N;GEN;FEM;SG
expozície	izpostavljenosti	expozícia	izpostavljenost	N;NOM;FEM;PL	N;GEN;FEM;SG
ruka	roki	ruka	roka	N;NOM;FEM;SG	N;NOM;FEM;DU
bohužiaľ	žal	bohužiaľ	žal	PART	ADV
drevených	lesen	drevený	lesen	ADJ;GEN;MASC;PL	ADJ;NOM;INDF;MASC;SG
drevených	leseno	drevený	lesen	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
drevených	lesena	drevený	lesen	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
drevených	leseni	drevený	lesen	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;PL
strieborný	silver	strieborný	silver	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kapacity	zmogljivosti	kapacita	zmogljivost	N;NOM;FEM;PL	N;GEN;FEM;SG
kapacity	zmogljivosti	kapacita	zmogljivost	N;NOM;FEM;PL	N;GEN;FEM;SG
kapacity	zmogljivost	kapacita	zmogljivost	N;NOM;FEM;PL	N;NOM;FEM;SG
kapacity	kapaciteta	kapacita	kapaciteta	N;NOM;FEM;PL	N;NOM;FEM;SG
luigi	luigi	luiga	luiga	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
voličov	volivci	volič	volivec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
voličov	volivcem	volič	volivec	N;ANIM;ACC;MASC;PL	N;DAT;MASC;PL
lom	lomom	lom	lom	N;INAN;NOM;MASC;SG	N;DAT;MASC;PL
lov	hunt	lov	hunt	N;INAN;NOM;MASC;SG	
lov	lovski	lov	lovski	N;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
lov	lovska	lov	lovski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
sady	določa	sady	določati	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
kanála	kanal	kanál	kanal	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
kanála	kanal	kanál	kanal	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
jeruzalema	jeruzalem	jeruzalem	jeruzalem	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
červenú	rdeča	červený	rdeč	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
červenú	rdeči	červený	rdeč	N;ACC;FEM;SG	ADJ;NOM;DEF;MASC;SG
červenú	rdeč	červený	rdeč	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG
červenú	rdeče	červený	rdeč	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
červenú	red	červený	red	N;ACC;FEM;SG	N;NOM;MASC;SG
hrobka	grobnico	hrobka	grobnica	N;NOM;FEM;SG	N;ACC;FEM;SG
china	porcelan	china	porcelan		N;NOM;MASC;SG
china	kitajski	china	kitajski		ADJ;NOM;MASC;SG
china	kitajsko	china	kitajski		ADJ;NOM;NEUT;SG
china	kitajska	china	kitajski		ADJ;NOM;FEM;SG
pacific	pacific	pacific	pacifica	N;INAN;NOM;MASC;SG	
prítomný	prisotni	prítomný	prisoten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
prítomný	sedanjost	prítomný	sedanjost	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
tón	tona	tón	tona	N;INAN;NOM;MASC;SG	N;NOM;MASC;DU
povrchové	površinske	povrchový	površinski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
pomocné	pomožne	pomocný	pomožen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
pracujúcich	delavcev	pracujúci	delavec	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;GEN;MASC;PL
pracujúcich	delavci	pracujúci	delavec	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;MASC;PL
pracujúcich	delavce	pracujúci	delavec	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ACC;MASC;PL
kanálov	kanali	kanál	kanal	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
dres	jersey	dres	jersey	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
vysielať	oddajanje	vysielať	oddajanje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
vysielať	oddajanje	vysielať	oddajanje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
kutná	kutná	kutný	kutnca	N;NOM;FEM;SG	
une	une	uňa	una		
lietadlom	ravnina	lietadlo	ravnina	N;INS;NEUT;SG	N;NOM;FEM;SG
lietadlom	letalo	lietadlo	letalo	N;INS;NEUT;SG	N;NOM;NEUT;SG
lietadlom	letalo	lietadlo	letalo	N;INS;NEUT;SG	N;NOM;NEUT;SG
churchill	churchill	churchill	churchill	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kenneth	kenneth	kenneth	kenen	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
larry	larry	larra	larry	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
mitchell	mitchell	mitchell	mitchel	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
viet	viet	vedieť	viet	N;GEN;FEM;PL	N;NOM;MASC;SG
viet	stavki	vedieť	stavka	N;GEN;FEM;PL	N;NOM;FEM;PL
gibson	gibson	gibson	gibson	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
veselý	veselo	veselý	veselo	ADJ;ANIM;NOM;MASC;SG	ADV
absolútna	absolutno	absolútny	absolutno	ADJ;NOM;FEM;SG	ADV
ball	žogo	ball	žoga		N;ACC;FEM;SG
ball	žoga	ball	žoga		N;NOM;FEM;SG
ball	žogica	ball	žogica		N;NOM;FEM;SG
ann	ann	ann	ann	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
siedmy	seventh	siedmy	seventh	ADJ;INAN;NOM;MASC;SG	N;NOM;MASC;SG
siedmy	sedmega	siedmy	sedem	ADJ;INAN;NOM;MASC;SG	ADJ;GEN;MASC;SG
občianskych	civilno	občiansky	civilen	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
občianskych	civilna	občiansky	civilen	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
občianskych	civilne	občiansky	civilen	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;PL
tepelná	toplotno	tepelný	toplotno	ADJ;NOM;FEM;SG	ADV
odpovede	odgovore	odpoveď	odgovor	N;NOM;FEM;PL	N;ACC;MASC;PL
dievčatá	punci	dievča	punca	N;NOM;NEUT;PL	N;NOM;FEM;SG
prijíma	sprejme	prijímať	sprejeti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
prijíma	prejme	prijímať	prejeti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
prijíma	sprejemanje	prijímať	sprejemanje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
bielkovín	protein	bielkovina	protein	N;GEN;FEM;PL	N;NOM;MASC;SG
bielkovín	proteini	bielkovina	protein	N;GEN;FEM;PL	N;NOM;MASC;PL
bielkovín	beljakovine	bielkovina	beljakovina	N;GEN;FEM;PL	N;NOM;FEM;PL
kat	rabelj	kat	rabelj		N;NOM;MASC;SG
kat	rabelj	kat	rabelj		N;NOM;MASC;SG
kat	kat	kat	kat		
novinárov	novinarji	novinár	novinar	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
novinárov	novinarjev	novinár	novinar	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
pokusov	sojenja	pokus	sojenje	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
pokusov	preizkušnje	pokus	preizkušnja	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
pokusov	preizkusi	pokus	preizkus	N;INAN;GEN;MASC;PL	V;PFV;IND;SG;3;PRS;FIN
čaká	čakanje	čakať	čakanje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
čaká	čakam	čakať	čakati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
písomné	pisno	písomný	pisno	ADJ;NOM;NEUT;SG	ADV
huby	goba	huby	goba	N;NOM;FEM;PL	N;NOM;FEM;SG
pomohli	pomagala	pomôcť	pomagati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;FEM;SG;V.PTCP
pomohli	pomagal	pomôcť	pomagati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
pomohli	pomagalo	pomôcť	pomagati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;NEUT;SG;V.PTCP
role	vloga	role	vloga	N;NOM;FEM;PL	N;NOM;FEM;SG
role	vlog	role	vloga	N;NOM;FEM;PL	N;GEN;FEM;PL
prispeli	prispeval	prispieť	prispevati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
prispeli	podarja	prispieť	podarjati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
prispeli	podaril	prispieť	podariti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
automatické	samodejno	automatický	samodejno	ADJ;NOM;NEUT;SG	ADV
automatické	auto	automatický	auta	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
automatické	samodejno	automatický	samodejno	ADJ;NOM;NEUT;SG	ADV
automatické	avtomatsko	automatický	avtomatsko	ADJ;NOM;NEUT;SG	ADV
volal	poklical	volať	poklicati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
detský	otrok	detský	otrok	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vystavené	izpostavljeni	vystavený	izpostavljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
vystavené	izpostavljene	vystavený	izpostavljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
upravil	urejena	upraviť	urejen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
upravil	urejeni	upraviť	urejen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
upravil	izpuščeni	upraviť	izpuščen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
čínskych	kitajske	čínsky	kitajski	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;PL
čínskych	kitajski	čínsky	kitajski	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
čínskych	kitajsko	čínsky	kitajski	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
čínskych	kitajska	čínsky	kitajski	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
čínskych	kitajci	čínsky	kitajec	ADJ;GEN;MASC;PL	N;NOM;MASC;PL
zranenia	poškodb	zranenie	poškodba	N;NOM;NEUT;PL	N;GEN;FEM;PL
čelo	čelu	čelo	čelo	N;NOM;NEUT;SG	N;DAT;NEUT;SG
čelo	obrvi	čelo	obrv	N;NOM;NEUT;SG	N;NOM;FEM;PL
dverí	vrata	dvere	vrata	N;GEN;FEM;PL	N;NOM;NEUT;PL
dverí	vrata	dvere	vrata	N;GEN;FEM;PL	N;NOM;NEUT;PL
zlý	hudo	zlý	hudo	ADJ;ANIM;NOM;MASC;SG	ADV
zlý	slabo	zlý	slabo	ADJ;ANIM;NOM;MASC;SG	ADV
zlý	bad	zlý	bada	ADJ;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ovplyvnili	vplival	ovplyvniť	vplivati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
strela	ustreljen	strieť	ustreljen	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
strela	ustreljena	strieť	ustreljen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
strela	metka	strieť	metek	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
podzemných	podzemna	podzemný	podzemen	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
podzemných	podzemni	podzemný	podzemen	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
podzemných	podzemlje	podzemný	podzemlje	ADJ;GEN;MASC;PL	N;NOM;NEUT;SG
podzemných	podtalnice	podzemný	podtalnica	ADJ;GEN;MASC;PL	N;NOM;FEM;PL
norma	standardna	norma	standarden	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
norma	standardno	norma	standardno	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
početných	številni	početný	številen	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;PL
početných	številne	početný	številen	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;PL
alpy	alp	alpa	alp	N;INAN;NOM;MASC;PL	PROPN;NOM;FEM;SG
alpy	alpe	alpa	alpa	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
alpy	alpah	alpa	alpah	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
paolo	paolo	paonúť	paoti	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
aer	aer	aer	aer	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rosa	roso	rosa	rosa	N;NOM;FEM;SG	N;ACC;FEM;SG
zvuky	zveni	zvuk	zveneti	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
uznané	priznani	uznaný	priznan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
uznané	priznane	uznaný	priznan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
uznané	prepoznal	uznaný	prepoznati	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
valcov	jeklenke	valec	jeklenka	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
eugene	eugene	eugeň	eugen	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
palestíny	palestini	palestína	palestina	N;NOM;FEM;PL	N;DAT;FEM;SG
najmenší	najmanjšega	malý	majhen	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;GEN;RL;NEUT;SG
minimum	minimalno	minimum	minimalno	N;NOM;NEUT;SG	ADV
minimum	najmanj	minimum	najmanj	N;NOM;NEUT;SG	ADV;RL
minimum	najmanjša	minimum	majhen	N;NOM;NEUT;SG	ADJ;NOM;RL;FEM;SG
zmenený	spremenjene	zmenený	spremenjen	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
zmiešané	mešane	zmiešaný	mešan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
julia	julijo	julia	juliti	N;NOM;FEM;SG	N;ACC;FEM;SG
julia	julia	julia	julia	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
julia	julija	julia	julij	N;NOM;FEM;SG	N;GEN;MASC;SG
laboratórium	laboratorijsko	laboratórium	laboratorijsko	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
cover	kritje	cover	kritje		N;NOM;NEUT;SG
dospelosti	odraslost	dospelosť	odraslost	N;NOM;FEM;PL	N;NOM;FEM;SG
miguel	miguel	miguel	migul	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
limit	omeji	limit	omejiti	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
che	che	che	che	PROPN;ANIM;NOM;MASC;SG	
obnova	obnovo	obnova	obnova	N;NOM;FEM;SG	N;ACC;FEM;SG
míľ	kilometre	míľ	kilometer	N;GEN;FEM;SG	N;ACC;MASC;PL
míľ	milje	míľ	milja	N;GEN;FEM;SG	N;NOM;FEM;SG
míľ	kilometri	míľ	kilometer	N;GEN;FEM;SG	N;NOM;MASC;PL
míľ	miles	míľ	miles	N;GEN;FEM;SG	
míľ	kilometrov	míľ	kilometer	N;GEN;FEM;SG	N;GEN;MASC;PL
míľ	milj	míľ	milja	N;GEN;FEM;SG	N;NOM;FEM;PL
base	ječa	basa	ječ	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
base	zapor	basa	zapor	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
fyzicky	telesno	fyzicky	telesno	ADV	ADJ;NOM;NEUT;SG
territoire	territoire	territoire	territoir	N;NOM;MASC;SG	N;NOM;MASC;PL
misií	misije	misia	misija	N;GEN;FEM;PL	N;NOM;FEM;PL
guvernér	guverner	guvernér	guverner	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kolá	krogov	kolo	krog	N;NOM;NEUT;PL	N;GEN;MASC;PL
kolá	kroge	kolo	krog	N;NOM;NEUT;PL	N;ACC;MASC;PL
kolá	nabojev	kolo	nabojev	N;NOM;NEUT;PL	N;GEN;MASC;PL
full	poln	full	poln		ADJ;NOM;INDF;MASC;SG
full	full	full	full		N;NOM;MASC;SG
full	polno	full	polno		ADV
full	polni	full	poln		ADJ;NOM;MASC;PL
full	polna	full	poln		ADJ;NOM;FEM;SG
námorná	pomorske	námorný	pomorski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
plášť	cape	plášť	capa	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
stewart	stewart	stewart	stewart	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
clark	clarke	clark	clarka	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
clark	clark	clark	clark	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
clark	clark	clark	clark	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
lane	lane	lana	lan	N;NOM;FEM;SG	
fyzické	fizično	fyzický	fizično	ADJ;NOM;NEUT;SG	ADV
harrison	harrison	harrison	harrison	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
turíne	torinu	turína	torin	N;INAN;NOM;MASC;SG	PROPN;DAT;MASC;SG
laura	lauro	laura	laura	N;NOM;FEM;SG	N;ACC;FEM;SG
fauny	favna	fauna	faven	N;NOM;FEM;PL	N;NOM;FEM;SG
morských	marinec	morský	marinec	ADJ;GEN;MASC;PL	N;NOM;MASC;SG
morských	marine	morský	marin	ADJ;GEN;MASC;PL	N;NOM;FEM;PL
morských	morsko	morský	morski	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
čitateľov	bralci	čitateľ	bralec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
laco	laco	laco	laco	PROPN;ANIM;NOM;MASC;SG	
autobusov	avtobuse	autobus	avtobus	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
autobusov	avtobusi	autobus	avtobusiti	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
baran	baran	baran	barana	N;ANIM;NOM;MASC;SG	
baran	aries	baran	aries	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
znamenie	podpišite	znamenie	podpisati	N;NOM;NEUT;SG	V;PFV;IMP;PL;2;FIN
stepanovič	stepanovič	stepanovič	stepanovič	N;ANIM;DAT;MASC;SG	PROPN;NOM;MASC;SG
wagner	wagner	wagner	wagner	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
javu	fenomen	jav	fenomen	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
javu	pojav	jav	pojav	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
vzorky	vzorec	vzorka	vzorec	N;NOM;FEM;PL	N;NOM;MASC;SG
vzorky	vzorce	vzorka	vzorec	N;NOM;FEM;PL	N;ACC;MASC;PL
vzorky	vzorcev	vzorka	vzorec	N;NOM;FEM;PL	N;GEN;MASC;PL
vzorky	vzorca	vzorka	vzorec	N;NOM;FEM;PL	N;NOM;MASC;SG
meraní	meritev	meranie	meritev	N;NOM;NEUT;PL	N;NOM;FEM;SG
poradca	svetovalca	poradca	svetovalec	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
usporiadania	razporedi	usporiadanie	razpored	N;NOM;NEUT;PL	V;PFV;IND;SG;3;PRS;FIN
dobrovoľne	prostovoljno	dobrovoľne	prostovoljen	ADV	ADJ;NOM;NEUT;SG
dobrovoľne	prostovoljno	dobrovoľne	prostovoljen	ADV	ADJ;NOM;NEUT;SG
rozpočtu	proračun	rozpočet	proračun	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
koncentrácia	koncentracije	koncentrácia	koncentracija	N;NOM;FEM;SG	N;NOM;FEM;PL
koncentrácia	koncentracij	koncentrácia	koncentracija	N;NOM;FEM;SG	N;GEN;FEM;PL
koncentrácia	koncentracijo	koncentrácia	koncentracija	N;NOM;FEM;SG	N;ACC;FEM;SG
koncentrácia	koncentracije	koncentrácia	koncentracija	N;NOM;FEM;SG	N;NOM;FEM;PL
čiernu	črno	čierny	črn	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
čiernu	črne	čierny	črn	N;ACC;FEM;SG	ADJ;NOM;FEM;PL
čiernu	črn	čierny	črn	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG
čiernu	črni	čierny	črn	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
čiernu	črna	čierny	črn	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
koleso	kolesa	koleso	koleso	N;NOM;NEUT;SG	N;NOM;NEUT;PL
varmsko	varminsko	varmsko	varminsko	N;NOM;NEUT;SG	ADV
kant	kant	kant	kant	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
aus	aus	aus	aus	PROPN;ANIM;NOM;MASC;SG	
diera	luknjo	diera	luknja	N;NOM;FEM;SG	N;ACC;FEM;SG
porušenie	kršitve	porušenie	kršitev	N;NOM;NEUT;SG	N;NOM;FEM;PL
porušenie	kršitve	porušenie	kršitev	N;NOM;NEUT;SG	N;NOM;FEM;PL
elektronika	elektroniko	elektronika	elektronik	N;NOM;FEM;SG	N;ACC;FEM;SG
jedlo	hrano	jedlo	hrana	N;NOM;NEUT;SG	N;ACC;FEM;SG
jedlo	živila	jedlo	živilo	N;NOM;NEUT;SG	N;NOM;NEUT;PL
jedlo	zdrob	jedlo	zdroba	N;NOM;NEUT;SG	N;NOM;MASC;PL
infekcie	okužba	infekcia	okužba	N;NOM;FEM;PL	N;NOM;FEM;SG
optické	optično	optický	optično	ADJ;NOM;NEUT;SG	ADV
summer	summer	summer	summer	INTJ	N;NOM;MASC;SG
summer	poletna	summer	poleten	INTJ	ADJ;NOM;FEM;SG
summer	poletni	summer	poleten	INTJ	ADJ;NOM;DEF;MASC;SG
