til	pour	til	pour	ADV	ADP
kritiseret	critiqués	kritisere	critiquer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kritiseret	critique	kritisere	critique	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
kritiseret	critiques	kritisere	critique	V;INDF;SG;PST;V.PTCP	N;MASC;PL
kritiseret	critiqués	kritisere	critiquer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
hemmelige	secret	hemmelig	secret	ADJ;PL	ADJ;MASC;SG
hemmelige	secrète	hemmelig	secret	ADJ;PL	ADJ;FEM;SG
bruce	bruce	bruce	bruce		PROPN
tit	fréquent	tit	fréquent	ADV	ADJ;MASC;SG
romerne	romains	rom	romain	N;DEF;MASC+FEM;PL	ADJ;MASC;PL
milano	milan	milano	milan	PROPN	PROPN
milano	milan	milano	milan	PROPN	PROPN
milano	milano	milano	milano	PROPN	PROPN
dollars	dollars	dollar	dollar	N;INDF;MASC+FEM;SG	N;MASC;PL
søndag	sunday	søndag	sunday	N;INDF;MASC+FEM;SG	PROPN
søndag	dimanches	søndag	dimanche	N;INDF;MASC+FEM;SG	N;MASC;PL
bosat	résidente	bosat	résident	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
bosat	résidant	bosat	résider	V;INDF;SG;PST;V.PTCP	V;PRS;V.PTCP
bosat	résident	bosat	résident	V;INDF;SG;PST;V.PTCP	N;MASC;SG
bosat	résidents	bosat	résident	V;INDF;SG;PST;V.PTCP	N;MASC;PL
bosat	résidant	bosat	résider	V;INDF;SG;PST;V.PTCP	V;PRS;V.PTCP
levetid	longévité	levetid	longévité	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
citat	citer	citat	citer	N;INDF;NEUT;SG	V;NFIN
citat	cite	citat	citer	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
dalen	valley	dal	valley	N;DEF;MASC+FEM;SG	PROPN
erfaring	expériences	erfaring	expérience	N;INDF;MASC+FEM;SG	N;FEM;PL
arkitekten	architectes	arkitekt	architecte	N;DEF;MASC+FEM;SG	N;MASC;PL
øge	augmentation	øge	augmentation	V;NFIN;ACT	N;FEM;SG
øge	accroissement	øge	accroissement	V;NFIN;ACT	N;MASC;SG
oliver	olivier	oliv	olivier	N;INDF;MASC+FEM;SG	PROPN
canadisk	canadiens	canadisk	canadien	ADJ;INDF;SG	ADJ;MASC;PL
frø	graine	frø	graine	N;INDF;NEUT;PL	N;FEM;SG
frø	seed	frø	seed	N;INDF;NEUT;PL	PROPN
frø	semence	frø	semence	N;INDF;NEUT;PL	N;FEM;SG
frø	grenouille	frø	grenouille	N;INDF;NEUT;PL	N;FEM;SG
dei	dei	dei	dei		PROPN
kapel	chapel	kapel	chapel	N;INDF;NEUT;SG	PROPN
singler	célibataire	singel	célibataire	N;INDF;MASC+FEM;PL	ADJ;MASC;SG
singler	simple	singel	simple	N;INDF;MASC+FEM;PL	ADJ;MASC;SG
singler	simples	singel	simple	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
singler	célibataires	singel	célibataire	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
superligaen	majors	superliga	major	N;DEF;MASC+FEM;SG	N;MASC;PL
superligaen	majeures	superliga	majeur	N;DEF;MASC+FEM;SG	ADJ;FEM;PL
superligaen	majeurs	superliga	majeur	N;DEF;MASC+FEM;SG	ADJ;MASC;PL
sydney	sydney	sydney	sydney		N;MASC;SG
naturlig	naturelles	naturlig	naturel	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
naturlig	naturels	naturlig	naturel	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
øverst	top	øverst	top	ADJ;RL	N;MASC;SG
bryde	break	bryde	break	V;NFIN;ACT	N;MASC;SG
bryde	pause	bryde	pause	V;NFIN;ACT	N;FEM;SG
bryde	rupture	bryde	rupture	V;NFIN;ACT	N;FEM;SG
etniske	ethnique	etnisk	ethnique	ADJ;PL	ADJ;MASC;SG
besejret	défaite	besejre	défaite	V;INDF;SG;PST;V.PTCP	N;FEM;SG
besejret	vaincus	besejre	vaincre	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
lena	lena	lena	lena		PROPN
mistet	perdues	miste	perdre	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
mistet	lost	miste	lost	V;INDF;SG;PST;V.PTCP	PROPN
mistet	perdus	miste	perdre	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
bundet	liées	binde	lier	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
conrad	conrad	conrad	conrad	N;INDF;MASC+FEM;SG	PROPN
regional	régionales	regional	régional	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
regional	régionaux	regional	régional	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
regional	régional	regional	régional	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
teologi	théologique	teologi	théologique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
opbygget	construits	opbygge	construire	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
dække	couvercle	dække	couvercle	V;NFIN;ACT	N;MASC;SG
dække	couverture	dække	couverture	V;NFIN;ACT	N;FEM;SG
dække	housse	dække	housse	V;NFIN;ACT	N;FEM;SG
venedig	venise	venedig	venise	PROPN	PROPN
oluf	oluf	oluf	oluf	PROPN	PROPN
væsentlige	essentiel	væsentlig	essentiel	ADJ;PL	ADJ;MASC;SG
væsentlige	indispensable	væsentlig	indispensable	ADJ;PL	ADJ;MASC;SG
væsentlige	essentielle	væsentlig	essentiel	ADJ;PL	ADJ;FEM;SG
fremtidige	future	fremtidig	futur	ADJ;PL	ADJ;FEM;SG
fremtidige	futur	fremtidig	futur	ADJ;PL	ADJ;MASC;SG
fremtidige	avenir	fremtidig	avenir	ADJ;PL	N;MASC;SG
arnold	arnold	arnold	arnold		PROPN
ida	aid	ida	aid		PROPN
ida	ida	ida	ida		PROPN
massachusetts	massachusetts	massachuset	massachusett	N;INDF;NEUT;SG	N;MASC;PL
ross	ross	ross	ross	N;INDF;MASC+FEM;SG	PROPN
juridiske	juridique	juridisk	juridique	ADJ;PL	ADJ;MASC;SG
juridiske	légal	juridisk	légal	ADJ;PL	ADJ;MASC;SG
juridiske	légale	juridisk	légal	ADJ;PL	ADJ;FEM;SG
musikalsk	musicale	musikalsk	musical	ADV	ADJ;FEM;SG
musikalsk	musical	musikalsk	musical	ADV	ADJ;MASC;SG
konflikten	conflits	konflikt	conflit	N;DEF;MASC+FEM;SG	N;MASC;PL
haven	jardins	have	jardin	N;DEF;MASC+FEM;SG	N;MASC;PL
haven	haven	have	haven	N;DEF;MASC+FEM;SG	PROPN
anker	anker	anke	anker	N;INDF;MASC+FEM;SG	PROPN
anker	ancres	anke	ancre	N;INDF;MASC+FEM;SG	N;FEM;PL
anker	ancrer	anke	ancrer	N;INDF;MASC+FEM;SG	V;NFIN
foundation	fondations	foundation	fondation	N;INDF;MASC+FEM;SG	N;FEM;PL
opfundet	inventés	opfinde	inventer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
slægter	genre	slægte	genre	N;INDF;MASC+FEM;PL	N;MASC;SG
sletning	suppressions	sletning	suppression	N;INDF;MASC+FEM;SG	N;FEM;PL
sletning	supprimant	sletning	supprimer	N;INDF;MASC+FEM;SG	V;PRS;V.PTCP
midlertidig	temporairement	midlertidig	temporairement	ADJ;INDF;MASC+FEM;SG	ADV
midlertidig	provisoirement	midlertidig	provisoirement	ADJ;INDF;MASC+FEM;SG	ADV
midlertidig	momentanément	midlertidig	momentanément	ADJ;INDF;MASC+FEM;SG	ADV
midlertidig	temporaires	midlertidig	temporaire	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
plus	plus	plus	plus	N;INDF;MASC+FEM;SG	ADV
forfremmet	promue	forfrem	promouvoir	N;DEF;NEUT;SG	V;FEM;SG;PST;V.PTCP
forfremmet	promus	forfrem	promousoir	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
forfremmet	promu	forfrem	promouvoir	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
forfremmet	promues	forfrem	promoe	N;DEF;NEUT;SG	V;FEM;PL;PST;V.PTCP
unit	unité	unit	unité		N;FEM;SG
unit	unite	unit	unite		N;FEM;SG
unit	unit	unit	unir		V;IND;SG;3;PRS;FIN
arkiv	archiver	arkiv	archiver	N;INDF;NEUT;SG	V;NFIN
arkiv	archives	arkiv	archive	N;INDF;NEUT;SG	N;FEM;PL
arkiv	archives	arkiv	archive	N;INDF;NEUT;SG	N;FEM;PL
lærde	érudit	lærde	érudit	ADJ;PL	N;MASC;SG
forstår	comprenez	forstå	comprendre	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
forstår	comprends	forstå	comprendre	V;IND;PRS;FIN;ACT	V;IMP;SG;1;PRS;FIN
fødsel	accouchements	fødsel	accouchement	N;INDF;MASC+FEM;SG	N;MASC;PL
sol	dim	sol	dim	N;INDF;MASC+FEM;SG	
sol	solaires	sol	solaire	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
sol	solaire	sol	solaire	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
løst	résolus	løse	résoudre	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
løst	résolues	løse	résoudre	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL
løst	résolus	løse	résoudre	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
løst	résolues	løse	résoudre	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL
tilføje	ajout	tilføje	ajout	V;NFIN;ACT	N;MASC;SG
jernbaner	ferroviaire	jernbane	ferroviaire	N;INDF;MASC+FEM;PL	ADJ;MASC;SG
jernbaner	rail	jernbane	rail	N;INDF;MASC+FEM;PL	N;MASC;SG
jernbaner	ferroviaire	jernbane	ferroviaire	N;INDF;MASC+FEM;PL	ADJ;MASC;SG
hørt	entendues	høre	entendre	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
hørt	entendus	høre	entendre	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
hørt	consultées	høre	consulter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
hørt	consultés	høre	consulter	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
hørt	entendez	høre	entendre	V;INDF;SG;PST;V.PTCP	V;IMP;PL;2;PRS;FIN
kennedy	kennedy	kennedy	kennedy	N;INDF;MASC+FEM;SG	PROPN
kenneth	kenneth	kenneth	kenneth	N;INDF;NEUT;SG	PROPN
døbt	baptisés	døb	baptiser	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
døbt	baptisés	døb	baptiser	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
salt	salé	salt	saler	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
salt	salées	salt	salé	ADJ;INDF;SG	V;FEM;PL;PST;V.PTCP
salt	salés	salt	salé	ADJ;INDF;SG	V;MASC;PL;PST;V.PTCP
salt	salée	salt	salé	ADJ;INDF;SG	V;FEM;SG;PST;V.PTCP
salt	salé	salt	saler	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
salt	sel	salt	sel	ADJ;INDF;SG	N;MASC;SG
tilstrækkelig	suffisantes	tilstrækkelig	suffisant	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
tilstrækkelig	suffisants	tilstrækkelig	suffisant	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
tilstrækkelig	suffisamment	tilstrækkelig	suffisamment	ADJ;INDF;MASC+FEM;SG	ADV
tilstrækkelig	adéquates	tilstrækkelig	adéquat	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
påbegyndt	initiées	påbegynde	initier	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
påbegyndt	initiés	påbegynde	initié	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
fjender	ennemies	fjende	ennemi	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
fjender	ennemis	fjende	ennemi	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
fjender	ennemie	fjende	ennemi	N;INDF;MASC+FEM;PL	ADJ;FEM;SG
fjender	ennemi	fjende	ennemi	N;INDF;MASC+FEM;PL	N;MASC;SG
fjender	ennemies	fjende	ennemi	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
fjender	ennemis	fjende	ennemi	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
antonio	antonio	antonio	antonio		PROPN
trondheim	trondheim	trondheim	trondheim	N;INDF;NEUT;SG	PROPN
gold	doré	gold	dorer		V;MASC;SG;PST;V.PTCP
gold	or	gold	or		CONJ
gold	gold	gold	gold		
endeligt	définitif	endelig	définitif	ADV	ADJ;MASC;SG
endeligt	finale	endelig	finale	ADV	N;FEM;SG
endeligt	final	endelig	final	ADV	ADJ;MASC;SG
endeligt	définitive	endelig	définitif	ADV	ADJ;FEM;SG
helsinki	helsinki	helsinki	helsinki	N;INDF;NEUT;SG	PROPN
sønderjyske	sønderjyske	sønderjysk	sønderjyske	ADJ;PL	PROPN
vejer	pesée	veje	peser	V;IND;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
kommun	municipalité	kommun	municipalité		N;FEM;SG
simple	simple	simpel	simple	ADJ;PL	ADJ;MASC;SG
reduceret	diminution	reducere	diminution	V;INDF;SG;PST;V.PTCP	N;FEM;SG
reduceret	réduites	reducere	réduire	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
embede	bureaux	embed	bureau	N;INDF;NEUT;SG	N;MASC;PL
relevante	pertinente	relevante	pertinent	ADJ;PL	ADJ;FEM;SG
relevante	pertinent	relevante	pertenir	ADJ;PL	ADJ;MASC;SG
nick	nick	nick	nick		PROPN
socialdemokraterne	socialistes	socialdemokrat	socialiste	N;DEF;MASC+FEM;PL	ADJ;MASC;PL
dublin	dublin	dublin	dublin	N;INDF;MASC+FEM;SG	PROPN
alvorlig	graves	alvorlig	grave	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
alvorlig	sévères	alvorlig	sévère	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
alvorlig	graves	alvorlig	grave	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
rod	mess	rod	mess	N;INDF;MASC+FEM;SG	
rod	racines	rod	racine	N;INDF;MASC+FEM;SG	N;FEM;PL
rod	rod	rod	rod	N;INDF;MASC+FEM;SG	PROPN
kapacitet	capacités	kapacitet	capacité	N;INDF;MASC+FEM;SG	N;FEM;PL
kapacitet	capacités	kapacitet	capacité	N;INDF;MASC+FEM;SG	N;FEM;PL
gæster	visiteur	gæst	visiteur	N;INDF;MASC+FEM;PL	N;MASC;SG
gæster	invités	gæst	inviter	N;INDF;MASC+FEM;PL	V;MASC;PL;PST;V.PTCP
indstillet	configurés	indstille	configurer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
korn	grains	korn	grain	N;INDF;NEUT;SG	N;MASC;PL
korn	céréales	korn	céréale	N;INDF;NEUT;SG	N;FEM;PL
korn	céréales	korn	céréale	N;INDF;NEUT;SG	N;FEM;PL
singapore	singapour	singapor	singapour	N;INDF;NEUT;SG	PROPN
konflikter	conflit	konflikt	conflit	N;INDF;MASC+FEM;PL	N;MASC;SG
konflikter	conflit	konflikt	conflit	N;INDF;MASC+FEM;PL	N;MASC;SG
kai	kai	kai	kai		PROPN
tænke	pensée	tænke	pensée	V;NFIN;ACT	N;FEM;SG
omstændigheder	circonstance	omstændighed	circonstance	N;INDF;MASC+FEM;PL	N;FEM;SG
hvidovre	hvidovre	hvidovre	hvidovre	PROPN	PROPN
katolsk	catholiques	katolsk	catholique	ADJ;INDF;SG	ADJ;MASC;PL
efterkommere	descendance	efterkommer	descendance	N;INDF;MASC+FEM;PL	N;FEM;SG
siddende	assise	sidde	asseoir	V;PRS;V.PTCP	V;FEM;SG;PST;V.PTCP
siddende	assis	sidde	assis	V;PRS;V.PTCP	V;MASC;SG;PST;V.PTCP
siddende	assise	sidde	asseoir	V;PRS;V.PTCP	V;FEM;SG;PST;V.PTCP
siddende	assis	sidde	assis	V;PRS;V.PTCP	V;MASC;SG;PST;V.PTCP
kanaler	conduits	kanal	conduire	N;INDF;MASC+FEM;PL	V;MASC;PL;PST;V.PTCP
murray	murray	murray	murray		PROPN
kompagni	entreprise	kompagni	entreprendre	N;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
dagligt	quotidien	dagligt	quotidien	ADV	ADJ;MASC;SG
dagligt	quotidiens	dagligt	quotidien	ADV	ADJ;MASC;PL
dagligt	journalier	dagligt	journalier	ADV	ADJ;MASC;SG
dagligt	quotidienne	dagligt	quotidien	ADV	ADJ;FEM;SG
sælges	vendues	sælge	vendre	V;IND;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
sælges	vendus	sælge	vendre	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
sælges	vendue	sælge	vendre	V;IND;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
sælges	vendu	sælge	vendre	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
brud	fiancée	brud	fiancée	N;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
brud	mariée	brud	marier	N;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
kontor	bureaux	kontor	bureau	N;INDF;NEUT;SG	N;MASC;PL
sammenlignet	comparés	sammenligne	comparer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
slaver	esclave	slave	esclave	N;INDF;MASC+FEM;PL	N;MASC;SG
abraham	abraham	abraham	abraham	N;INDF;MASC+FEM;SG	PROPN
lovgivning	législations	lovgivning	législation	N;INDF;MASC+FEM;SG	N;FEM;PL
udtaget	prises	udtage	prendre	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
udtaget	taken	udtage	taken	V;INDF;SG;PST;V.PTCP	N;MASC;SG
sound	sound	sound	sound		PROPN
sound	sonore	sound	sonore		ADJ;MASC;SG
sound	son	sound	son		DET;MASC;SG
tæller	compte	tælle	compte	V;IND;PRS;FIN;ACT	N;MASC;SG
tæller	comte	tælle	comte	V;IND;PRS;FIN;ACT	N;MASC;SG
tæller	comtes	tælle	comte	V;IND;PRS;FIN;ACT	N;MASC;PL
tæller	comptage	tælle	comptage	V;IND;PRS;FIN;ACT	N;MASC;SG
tæller	décompte	tælle	décompter	V;IND;PRS;FIN;ACT	N;MASC;SG
ian	lan	ian	lan	PROPN	N;MASC;SG
ian	ian	ian	ian	PROPN	PROPN
movie	film	movie	film		N;MASC;SG
ton	tonne	ton	tonne	N;INDF;NEUT;PL	N;FEM;SG
ton	tonne	ton	tonne	N;INDF;NEUT;PL	N;FEM;SG
leif	leif	leif	leif		PROPN
skæbne	destinée	skæbne	destiner	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
skæbne	destiny	skæbne	destiny	N;INDF;MASC+FEM;SG	PROPN
afhandling	thèses	afhandling	thèse	N;INDF;MASC+FEM;SG	N;FEM;PL
nils	nils	nils	nil		PROPN
mol	taupes	mol	taupe	N;INDF;NEUT;SG	N;FEM;PL
mol	mol	mol	mol	N;INDF;NEUT;SG	
sebastian	sebastian	sebastian	sebastian	N;INDF;MASC+FEM;SG	PROPN
cuba	cuba	cuba	cuba	PROPN	PROPN
ordbog	dictionnaires	ordbog	dictionnaire	N;INDF;MASC+FEM;SG	N;MASC;PL
nede	down	nede	down	ADV	PROPN
nede	descendre	nede	descendre	ADV	V;NFIN
forbedret	améliorés	forbedre	améliorer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
forbedret	améliorées	forbedre	améliorer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
forbedret	améliorés	forbedre	améliorer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
socialistisk	socialistes	socialistisk	socialiste	ADV	ADJ;MASC;PL
socialistisk	socialiste	socialistisk	socialiste	ADV	ADJ;MASC;SG
kombineret	combinées	kombinere	combiner	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
kombineret	combinés	kombinere	combiné	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
producent	producteurs	producent	producteur	N;INDF;MASC+FEM;SG	N;MASC;PL
undtagen	sauf	undtagen	sauf	ADV	ADP
undtagen	excepté	undtagen	excepté	ADV	
flade	plats	flad	plat	ADJ;PL	N;MASC;PL
flade	plat	flad	plat	ADJ;PL	N;MASC;SG
lise	lise	lise	lise		N;FEM;SG
amerikanerne	américains	amerikaner	américain	N;DEF;MASC+FEM;PL	ADJ;MASC;PL
sammensat	composées	sammensætte	composer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
sammensat	composite	sammensætte	composite	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
sammensat	composites	sammensætte	composite	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
synger	chant	synge	chant	V;IND;PRS;FIN;ACT	N;MASC;SG
vanskeligt	difficiles	vanskeligt	difficile	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
nyheder	actualité	nyhed	actualité	N;INDF;MASC+FEM;PL	N;FEM;SG
nyheder	nouvelles	nyhed	nouveau	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
udvide	expansion	udvide	expansion	V;NFIN;ACT	N;FEM;SG
bakke	hill	bakke	hill	N;INDF;MASC+FEM;SG	PROPN
robin	robin	robin	robin		PROPN
diskussioner	discussion	diskussion	discussion	N;INDF;MASC+FEM;PL	N;FEM;SG
diskussioner	débat	diskussion	débat	N;INDF;MASC+FEM;PL	N;MASC;SG
diskussioner	débat	diskussion	débat	N;INDF;MASC+FEM;PL	N;MASC;SG
laura	laura	laura	laurer		PROPN
laura	laure	laura	laure		PROPN
tjener	garçon	tjene	garçon	V;IND;PRS;FIN;ACT	N;MASC;SG
tjener	serveur	tjene	serveur	V;IND;PRS;FIN;ACT	N;MASC;SG
tjener	servez	tjene	servir	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
tjener	serviteur	tjene	serviteur	V;IND;PRS;FIN;ACT	N;MASC;SG
tjener	servante	tjene	servante	V;IND;PRS;FIN;ACT	N;FEM;SG
tjener	serveuses	tjene	serveuse	V;IND;PRS;FIN;ACT	N;FEM;PL
tjener	serveuse	tjene	serveuse	V;IND;PRS;FIN;ACT	N;FEM;SG
vladimir	vladimir	vladimir	vladimir		PROPN
stefan	stéphane	stefan	stéphane		PROPN
stefan	stefan	stefan	stefan		PROPN
mix	mélanger	milli	mélanger	N;INDF;NEUT;SG	V;NFIN
kalender	calendriers	kalende	calendrier	N;INDF;MASC+FEM;SG	N;MASC;PL
fabrik	fabrique	fabrik	fabrique	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
beach	plage	beach	plage		N;FEM;SG
beach	plages	beach	plage		N;FEM;PL
tower	tour	towe	tour	N;INDF;MASC+FEM;PL	N;MASC;SG
tower	tower	towe	tower	N;INDF;MASC+FEM;PL	PROPN
komplet	complets	komplet	complet	ADJ;INDF;SG	ADJ;MASC;PL
komplet	complètes	komplet	complet	ADJ;INDF;SG	ADJ;FEM;PL
western	occidentale	western	occidental	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
western	occidental	western	occidental	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
tendens	trend	tendens	trendre	N;INDF;MASC+FEM;SG	PROPN
nedsat	diminution	nedsætte	diminution	V;INDF;SG;PST;V.PTCP	N;FEM;SG
nedsat	réduites	nedsætte	réduire	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
frans	francis	frans	francis	N;INDF;MASC+FEM;SG	PROPN
frans	françois	frans	françois	N;INDF;MASC+FEM;SG	PROPN
stoppet	stoppé	stop	stoppé	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
beboere	résidants	beboer	résidant	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
strækning	étirer	strækning	étirer	N;INDF;MASC+FEM;SG	V;NFIN
strækning	étirer	strækning	étirer	N;INDF;MASC+FEM;SG	V;NFIN
strækning	étirements	strækning	étirement	N;INDF;MASC+FEM;SG	N;MASC;PL
afrikanske	africain	afrikansk	africain	ADJ;PL	ADJ;MASC;SG
afrikanske	africaine	afrikansk	africain	ADJ;PL	ADJ;FEM;SG
ann	ann	ann	ann		PROPN
ann	anne	ann	anne		N;FEM;SG
individer	individuels	individ	individuel	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
færre	moins	få	moins	ADJ;CMPR;PL	ADV
bond	cautionnement	bond	cautionnement		N;MASC;SG
bond	caution	bond	caution		N;FEM;SG
bond	bond	bond	bond		N;MASC;SG
rækkefølge	commander	rækkefølg	commander	N;INDF;MASC+FEM;SG	V;NFIN
rækkefølge	séquences	rækkefølg	séquence	N;INDF;MASC+FEM;SG	N;FEM;PL
syvende	seventh	syvende	seventh	ADJ	N;MASC;SG
udløb	périmés	udløb	périmer	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
udløb	périmé	udløb	périmer	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
udløb	expiré	udløb	expirer	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
kelly	kelly	kelly	kelly		PROPN
ofre	sacrifié	offer	sacrifier	N;INDF;NEUT;PL	V;MASC;SG;PST;V.PTCP
ofre	sacrifice	offer	sacrifice	N;INDF;NEUT;PL	N;MASC;SG
ofre	sacrifier	offer	sacrifier	N;INDF;NEUT;PL	V;NFIN
pakistan	pakistan	pakistan	pakistan	PROPN	N;MASC;SG
onde	mal	ond	mal	ADJ;PL	ADV
onde	evil	ond	evil	ADJ;PL	PROPN
onde	diabolique	ond	diabolique	ADJ;PL	ADJ;MASC;SG
onde	méchant	ond	méchant	ADJ;PL	ADJ;MASC;SG
onde	méchante	ond	méchant	ADJ;PL	ADJ;FEM;SG
påvirkning	influencer	påvirkning	influencer	N;INDF;MASC+FEM;SG	V;NFIN
christiania	christiania	christiania	christiania	N;INDF;MASC+FEM;SG	PROPN
digitale	numérique	digital	numérique	ADJ;PL	ADJ;MASC;SG
digitale	digital	digital	digital	ADJ;PL	ADJ;MASC;SG
fond	fondations	fond	fondation	N;INDF;MASC+FEM;SG	N;FEM;PL
arme	bras	arm	bras	N;INDF;MASC+FEM;PL	N;MASC;SG
place	place	place	place		N;FEM;SG
place	endroit	place	endroit		N;MASC;SG
place	lieu	place	lieu		N;MASC;SG
helge	helge	helge	helge		PROPN
helge	saintes	helge	saint		ADJ;FEM;PL
helge	saints	helge	saint		ADJ;MASC;PL
jordan	jordanie	jordan	jordanie		N;FEM;SG
jordan	jourdain	jordan	jourdain		PROPN
jordan	jordanienne	jordan	jordanien		ADJ;FEM;SG
jordan	jordan	jordan	jordan		PROPN
liters	litres	liter	litre	N;INDF;MASC+FEM;SG	N;MASC;PL
lisa	lisa	lisa	lisa		PROPN
individuelle	individuelle	individuel	individuel	ADJ;PL	ADJ;FEM;SG
individuelle	individuel	individuel	individuel	ADJ;PL	ADJ;MASC;SG
sjælden	rareté	sjælden	rareté	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
sjælden	saignant	sjælden	saigner	ADJ;INDF;MASC+FEM;SG	V;PRS;V.PTCP
sjælden	rares	sjælden	rare	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
