til	בשביל	til	בשביל	ADV	ADP
væsentlige	חיוני	væsentlig	חיוני	ADJ;PL	ADJ;MASC;SG
fremtidige	עתיד	fremtidig	עתיד	ADJ;PL	N;MASC;SG
fremtidige	עתידי	fremtidig	עתידי	ADJ;PL	ADJ;MASC;SG
fremtidige	העתיד	fremtidig	העתיד	ADJ;PL	ADV
arnold	ארנולד	arnold	ארנולד		PROPN
ida	אידה	ida	אידה		PROPN
ida	איידה	ida	איידה		PROPN
ægteskabet	נישואים	ægteskab	נישואין	N;DEF;NEUT;SG	N;MASC;PL
ægteskabet	נישואין	ægteskab	נישואין	N;DEF;NEUT;SG	N;MASC;PL
ross	רוס	ross	רוס	N;INDF;MASC+FEM;SG	PROPN
juridiske	משפטי	juridisk	משפטי	ADJ;PL	ADJ;MASC;SG
juridiske	חוקית	juridisk	חוקי	ADJ;PL	ADV
juridiske	חוקיות	juridisk	חוקיות	ADJ;PL	N;FEM;SG
overfladen	משטח	overflad	משטח	N;DEF;MASC+FEM;SG	
musikalsk	מחזמר	musikalsk	החזמר	ADV	N;MASC;SG
musikalsk	מוזיקלי	musikalsk	מוזיקלי	ADV	ADJ;MASC;SG
musikalsk	מוסיקלי	musikalsk	מוזיקלי	ADV	ADJ;MASC;SG
konflikten	הסכסוך	konflikt	הסכסוך	N;DEF;MASC+FEM;SG	PROPN
haven	הגן	have	הגן	N;DEF;MASC+FEM;SG	
haven	הייבן	have	הייבן	N;DEF;MASC+FEM;SG	PROPN
stemte	הצבעת	stemme	הצבעה	V;IND;PST;FIN;ACT	N;PSSD;FEM;SG
anker	אנקר	anke	אנקר	N;INDF;MASC+FEM;SG	PROPN
anker	העוגן	anke	העוגן	N;INDF;MASC+FEM;SG	PROPN
foundation	הקרן	foundation	הקרן	N;INDF;MASC+FEM;SG	
sletning	מחיקת	sletning	חיקה	N;INDF;MASC+FEM;SG	N;PSSD;FEM;SG
sletning	מוחקת	sletning	הוחק	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;PASS
sletning	מוחק	sletning	מוחק	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
midlertidig	זמנית	midlertidig	זמנית	ADJ;INDF;MASC+FEM;SG	ADV
midlertidig	זמנית	midlertidig	זמנית	ADJ;INDF;MASC+FEM;SG	ADV
midlertidig	זמני	midlertidig	זמני	ADJ;INDF;MASC+FEM;SG	
plus	בנוסף	plus	בנוסף	N;INDF;MASC+FEM;SG	ADV
plus	פלוס	plus	None	N;INDF;MASC+FEM;SG	
plus	ובנוסף	plus	ובנוסף	N;INDF;MASC+FEM;SG	
forfremmet	קידם	forfrem	קידם	N;DEF;NEUT;SG	PROPN
herbert	הרברט	herbert	הרברט	N;INDF;MASC+FEM;SG	PROPN
unit	יחידה	unit	יחידה		N;FEM;SG
arkiv	לארכיון	arkiv	לארכיון	N;INDF;NEUT;SG	PROPN
arkiv	הארכיונים	arkiv	הארכיון	N;INDF;NEUT;SG	N;MASC;PL
donau	הדנובה	donau	הדנובה	N;INDF;MASC+FEM;SG	PROPN
lærde	מלומדים	lærde	מלומדים	ADJ;PL	PROPN
lærde	מלומד	lærde	לומד	ADJ;PL	
forstår	מבין	forstå	מבין	V;IND;PRS;FIN;ACT	ADP
fødsel	לידת	fødsel	לידה	N;INDF;MASC+FEM;SG	PROPN
sol	השמש	sol	השמש	N;INDF;MASC+FEM;SG	
sol	שמש	sol	שמש	N;INDF;MASC+FEM;SG	
sol	סון	sol	סון	N;INDF;MASC+FEM;SG	PROPN
sol	סאן	sol	סאן	N;INDF;MASC+FEM;SG	PROPN
sol	סול	sol	סול	N;INDF;MASC+FEM;SG	
sol	שמש	sol	שמש	N;INDF;MASC+FEM;SG	
løst	פתור	løse	פתור	V;INDF;SG;PST;V.PTCP	N;MASC;SG
løst	פתור	løse	פתור	V;INDF;SG;PST;V.PTCP	N;MASC;SG
løst	פתר	løse	פתר	V;INDF;SG;PST;V.PTCP	PROPN
løst	משוחררת	løse	משוחרר	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
løst	רופף	løse	רופף	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
tilføje	הוסף	tilføje	הוסף	V;NFIN;ACT	
tilføje	הוספה	tilføje	הוספה	V;NFIN;ACT	N;FEM;SG
jernbaner	מעקה	jernbane	מעקה	N;INDF;MASC+FEM;PL	N;MASC;SG
jernbaner	רכבת	jernbane	רכבת	N;INDF;MASC+FEM;PL	N;FEM;SG
hørt	שמע	høre	שמע	V;INDF;SG;PST;V.PTCP	
kennedy	קנדי	kennedy	קנדי	N;INDF;MASC+FEM;SG	PROPN
kenneth	קנת	kenneth	קנה	N;INDF;NEUT;SG	PROPN
salt	מלוח	salt	מלוח	ADJ;INDF;SG	
salt	מלח	salt	מלח	ADJ;INDF;SG	
tilstrækkelig	מספקת	tilstrækkelig	סיפק	ADJ;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
tilstrækkelig	הולם	tilstrækkelig	הולם	ADJ;INDF;MASC+FEM;SG	
påbegyndt	התחלת	påbegynde	התחלה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
påbegyndt	התחלנו	påbegynde	התחלן	V;INDF;SG;PST;V.PTCP	V;PL;1;PST
påbegyndt	יזם	påbegynde	יזם	V;INDF;SG;PST;V.PTCP	PROPN
fjender	האויב	fjende	האויב	N;INDF;MASC+FEM;PL	PROPN
fjender	אוייב	fjende	אויב	N;INDF;MASC+FEM;PL	
fjender	אויב	fjende	אויב	N;INDF;MASC+FEM;PL	N;MASC;SG
fjender	אויבי	fjende	אויבי	N;INDF;MASC+FEM;PL	PROPN
antonio	אנטוניו	antonio	אנטוניו		PROPN
trondheim	טרונדהיים	trondheim	טרונדהיה	N;INDF;NEUT;SG	PROPN
gold	זהב	gold	זהב		N;MASC;SG
gold	גולד	gold	גולד		PROPN
endeligt	סופסוף	endelig	סופסוף	ADV	PROPN
endeligt	סופי	endelig	סופי	ADV	
endeligt	סופיות	endelig	סופיות	ADV	N;FEM;PL
endeligt	גמר	endelig	גמר	ADV	N;MASC;SG
helsinki	הלסינקי	helsinki	הלסינקי	N;INDF;NEUT;SG	PROPN
operaen	האופרה	operaen	האופרה	N;DEF;MASC+FEM;SG	PROPN
planet	פלנטה	plan	פלנטה	N;DEF;NEUT;SG	
planet	פלאנט	plan	פלאנט	N;DEF;NEUT;SG	PROPN
patienter	חולי	patient	חולי	N;INDF;MASC+FEM;PL	PROPN
patienter	חולים	patient	חלה	N;INDF;MASC+FEM;PL	V;MASC;PL;V.PTCP;ACT
kommun	עירייה	kommun	עירייה		N;FEM;SG
kommun	עיריית	kommun	עירייה		N;PSSD;FEM;SG
simple	פשוט	simpel	פשוט	ADJ;PL	
simple	פשוטה	simpel	פשוט	ADJ;PL	ADJ;FEM;SG
reduceret	מוזל	reducere	מוזל	V;INDF;SG;PST;V.PTCP	
embede	המשרד	embed	המשרד	N;INDF;NEUT;SG	PROPN
relevante	רלוונטית	relevante	רלוונטי	ADJ;PL	ADJ;FEM;SG
relevante	רלוונטי	relevante	רלוונטי	ADJ;PL	ADJ;MASC;SG
relevante	רלוונטיות	relevante	רלוונטיה	ADJ;PL	N;FEM;SG
unionen	האיחוד	union	האיחוד	N;DEF;MASC+FEM;SG	PROPN
nick	ניק	nick	ניק		
dublin	דבלין	dublin	דבלין	N;INDF;MASC+FEM;SG	PROPN
alvorlig	רצינית	alvorlig	רציני	ADJ;INDF;MASC+FEM;SG	ADV
alvorlig	רציניים	alvorlig	רציני	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
alvorlig	חמור	alvorlig	חמור	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
alvorlig	חמורה	alvorlig	חמור	ADJ;INDF;MASC+FEM;SG	ADV
alvorlig	חמורות	alvorlig	חמור	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
rod	הבלגן	rod	הבלגן	N;INDF;MASC+FEM;SG	ADV
rod	בלאגן	rod	בלאגן	N;INDF;MASC+FEM;SG	PROPN
rod	שורש	rod	שורש	N;INDF;MASC+FEM;SG	PROPN
rod	רוט	rod	רוט	N;INDF;MASC+FEM;SG	PROPN
rod	רוד	rod	רוד	N;INDF;MASC+FEM;SG	PROPN
indstillet	סט	indstille	סט	V;INDF;SG;PST;V.PTCP	
indstillet	הסט	indstille	הסט	V;INDF;SG;PST;V.PTCP	
indstillet	קבע	indstille	קבע	V;INDF;SG;PST;V.PTCP	N;MASC;SG
indstillet	הגדר	indstille	הגדר	V;INDF;SG;PST;V.PTCP	
korn	גרגיר	korn	גרגיר	N;INDF;NEUT;SG	PROPN
korn	תבואה	korn	תבואה	N;INDF;NEUT;SG	PROPN
korn	דגן	korn	דגן	N;INDF;NEUT;SG	PROPN
korn	דגנים	korn	דגן	N;INDF;NEUT;SG	N;MASC;PL
singapore	בסינגפור	singapor	בסינגפור	N;INDF;NEUT;SG	PROPN
singapore	סינגפור	singapor	סינגפור	N;INDF;NEUT;SG	PROPN
konflikter	הסכסוך	konflikt	הסכסוך	N;INDF;MASC+FEM;PL	PROPN
konflikter	עימות	konflikt	עימות	N;INDF;MASC+FEM;PL	N;FEM;SG
konflikter	סכסוך	konflikt	סכסוך	N;INDF;MASC+FEM;PL	N;MASC;SG
kai	קאי	kai	קאי		PROPN
dame	ליידי	dame	ליידי	N;INDF;MASC+FEM;SG	PROPN
dame	דיים	dame	דיים	N;INDF;MASC+FEM;SG	
dame	דאם	dame	דאם	N;INDF;MASC+FEM;SG	
tænke	חשיבה	tænke	חשיבה	V;NFIN;ACT	N;FEM;SG
katolsk	קתולי	katolsk	קתולי	ADJ;INDF;SG	PROPN
katolsk	קתולית	katolsk	קתולי	ADJ;INDF;SG	ADV
katolsk	קתולים	katolsk	קתולי	ADJ;INDF;SG	N;MASC;PL
mode	אופנה	mode	אופנה	N;INDF;MASC+FEM;SG	PROPN
mode	fashion	mode	fashion	N;INDF;MASC+FEM;SG	
mode	פאשן	mode	פאשן	N;INDF;MASC+FEM;SG	
mode	האופנה	mode	האופנה	N;INDF;MASC+FEM;SG	PROPN
mode	מוד	mode	מוד	N;INDF;MASC+FEM;SG	
shift	המשמרת	shift	המשמרת	N;INDF;MASC+FEM;SG	PROPN
siddende	יושב	sidde	יושב	V;PRS;V.PTCP	N;MASC;SG
kanaler	ערוצי	kanal	ערוץ	N;INDF;MASC+FEM;PL	N;PSSD;MASC;PL
murray	מורי	murray	מורי		
murray	מוריי	murray	מורי		PROPN
murray	מארי	murray	מארי		PROPN
dagligt	יומי	dagligt	יומי	ADV	PROPN
dagligt	דיילי	dagligt	דיילי	ADV	PROPN
sælges	נמכרה	sælge	נמכר	V;IND;PRS;FIN;PASS	V;FEM;SG;3;PST;MID
sælges	מכר	sælge	מכר	V;IND;PRS;FIN;PASS	N;MASC;SG
sælges	נמכרו	sælge	נמכר	V;IND;PRS;FIN;PASS	V;PL;3;PST;MID
sælges	נמכר	sælge	נמכר	V;IND;PRS;FIN;PASS	V;MASC;SG;3;PST;MID
brud	כלה	brud	כלה	N;INDF;NEUT;SG	
brud	הכלה	brud	הכלה	N;INDF;NEUT;SG	
kontor	המשרד	kontor	המשרד	N;INDF;NEUT;SG	PROPN
sammenlignet	בהשוואה	sammenligne	בהשוואה	V;INDF;SG;PST;V.PTCP	ADV
abraham	אברהם	abraham	אברהם	N;INDF;MASC+FEM;SG	PROPN
lovgivning	החוק	lovgivning	החוק	N;INDF;MASC+FEM;SG	
lovgivning	משפטים	lovgivning	משפט	N;INDF;MASC+FEM;SG	N;MASC;PL
udtaget	תפוסה	udtage	תפוסה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
udtaget	צולם	udtage	צולם	V;INDF;SG;PST;V.PTCP	PROPN
udtaget	נלקחו	udtage	נלקח	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
sound	צליל	sound	צליל		N;MASC;SG
sound	סאונד	sound	סאונד		PROPN
sound	קול	sound	קול		
tæller	רוזן	tælle	רוזן	V;IND;PRS;FIN;ACT	PROPN
tæller	ספירה	tælle	ספירה	V;IND;PRS;FIN;ACT	N;FEM;SG
tæller	נחשב	tælle	נחשב	V;IND;PRS;FIN;ACT	V;MASC;SG;V.PTCP;MID
tæller	סעיפים	tælle	סעיף	V;IND;PRS;FIN;ACT	N;MASC;PL
tæller	סופרת	tælle	סופר	V;IND;PRS;FIN;ACT	N;FEM;SG
tæller	ספירה	tælle	ספירה	V;IND;PRS;FIN;ACT	N;FEM;SG
ian	איאן	ian	איאן	PROPN	PROPN
ian	איין	ian	איין	PROPN	PROPN
ian	איאן	ian	איאן	PROPN	PROPN
movie	סרט	movie	סרט		N;MASC;SG
movie	קולנוע	movie	קולנוע		N;MASC;SG
ton	טון	ton	טון	N;INDF;NEUT;PL	N;MASC;SG
leif	לייף	leif	לייף		PROPN
leif	ליף	leif	ליף		PROPN
skæbne	גורל	skæbne	גורל	N;INDF;MASC+FEM;SG	
skæbne	דסטיני	skæbne	דסטיני	N;INDF;MASC+FEM;SG	PROPN
skæbne	ייעוד	skæbne	ייעוד	N;INDF;MASC+FEM;SG	
skæbne	הגורל	skæbne	הגורל	N;INDF;MASC+FEM;SG	PROPN
skæbne	גורל	skæbne	גורל	N;INDF;MASC+FEM;SG	
skæbne	הגורל	skæbne	הגורל	N;INDF;MASC+FEM;SG	PROPN
afhandling	התזה	afhandling	התזה	N;INDF;MASC+FEM;SG	
kate	קייט	kate	קייט	N;INDF;MASC+FEM;SG	PROPN
nils	נילס	nils	נילס		PROPN
mol	שומות	mol	שומה	N;INDF;NEUT;SG	N;FEM;PL
mol	מול	mol	מול	N;INDF;NEUT;SG	ADP
sebastian	סבסטיאן	sebastian	סבסטיאן	N;INDF;MASC+FEM;SG	PROPN
cuba	קובה	cuba	קובה	PROPN	PROPN
saga	סאגה	saga	סאגה	N;INDF;MASC+FEM;SG	PROPN
nede	מטה	nede	מטה	ADV	N;MASC;SG
nede	למטה	nede	למטה	ADV	
nede	דאון	nede	דאון	ADV	PROPN
forbedret	שיפור	forbedre	שיפור	V;INDF;SG;PST;V.PTCP	N;MASC;SG
forbedret	שיפור	forbedre	שיפור	V;INDF;SG;PST;V.PTCP	N;MASC;SG
socialistisk	סוציאליזם	socialistisk	סוציאליזם	ADV	N;MASC;SG
kombineret	משולבים	kombinere	שולב	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP;PASS
kombineret	משולב	kombinere	משולב	V;INDF;SG;PST;V.PTCP	PROPN
kombineret	בשילוב	kombinere	בשילוב	V;INDF;SG;PST;V.PTCP	PROPN
producent	מפיקה	producent	הפיק	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
producent	היצרן	producent	היצרן	N;INDF;MASC+FEM;SG	PROPN
playstation	פלייסטיישן	playstation	פלייסטיישן	N;INDF;MASC+FEM;SG	PROPN
undtagen	מלבד	undtagen	מלבד	ADV	
flade	דירה	flad	דירה	ADJ;PL	N;FEM;SG
flade	שטוחה	flad	שטוח	ADJ;PL	
flade	במול	flad	במול	ADJ;PL	PROPN
flade	שטוח	flad	שטוח	ADJ;PL	
sammensat	מורכבים	sammensætte	מורכב	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP;PASS
synger	שרים	synge	שר	V;IND;PRS;FIN;ACT	N;MASC;PL
synger	שירה	synge	שירה	V;IND;PRS;FIN;ACT	
synger	שר	synge	שר	V;IND;PRS;FIN;ACT	N;MASC;SG
vanskeligt	קשה	vanskeligt	קשה	ADJ;INDF;NEUT;SG	ADV
vanskeligt	קשים	vanskeligt	קשה	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
nyheder	בשורות	nyhed	בשורה	N;INDF;MASC+FEM;PL	
udvide	הרחבת	udvide	הרחבה	V;NFIN;ACT	N;PSSD;FEM;SG
udvide	הרחב	udvide	הרחב	V;NFIN;ACT	
bakke	מגש	bakke	מגש	N;INDF;MASC+FEM;SG	
bakke	היל	bakke	היל	N;INDF;MASC+FEM;SG	PROPN
bakke	גבעת	bakke	גבעה	N;INDF;MASC+FEM;SG	PROPN
robin	רובין	robin	רובין		PROPN
kristus	ישו	kristus	ישו	N;INDF;MASC+FEM;SG	
kristus	המשיח	kristus	המשיח	N;INDF;MASC+FEM;SG	V;MASC;SG;3;PST;ACT
diskussioner	דיון	diskussion	דיון	N;INDF;MASC+FEM;PL	N;MASC;SG
erstattede	הוחלף	erstatte	הוחלף	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
erstattede	הוחלפו	erstatte	הוחלף	V;IND;PST;FIN;ACT	V;PL;3;PST;PASS
laura	לאורה	laura	לאורה		PROPN
laura	לורה	laura	לורה		PROPN
tjener	מלצר	tjene	מלצר	V;IND;PRS;FIN;ACT	PROPN
tjener	הגשה	tjene	הגשה	V;IND;PRS;FIN;ACT	N;FEM;SG
tjener	משרת	tjene	משרה	V;IND;PRS;FIN;ACT	N;FEM;SG
tjener	משרת	tjene	משרה	V;IND;PRS;FIN;ACT	N;FEM;SG
tjener	מלצרית	tjene	מלצרי	V;IND;PRS;FIN;ACT	PROPN
vladimir	ולדימיר	vladimir	ולדימיר		PROPN
stefan	סטפן	stefan	סטפן		PROPN
mix	לערבב	milli	עירבב	N;INDF;NEUT;SG	V;NFIN;ACT
mix	מערבבים	milli	מערבב	N;INDF;NEUT;SG	V;MASC;PL;V.PTCP;ACT
mix	ערבב	milli	ערבב	N;INDF;NEUT;SG	PROPN
mix	מיקס	milli	מיקס	N;INDF;NEUT;SG	
fabrik	המפעל	fabrik	המפעל	N;INDF;MASC+FEM;SG	PROPN
beach	חוף	beach	חוף		PROPN
beach	החוף	beach	החוף		PROPN
tower	מגדל	towe	מגדל	N;INDF;MASC+FEM;PL	PROPN
tower	המגדל	towe	המגדל	N;INDF;MASC+FEM;PL	PROPN
forlængelse	שלוחה	forlængelse	שלוחה	N;INDF;MASC+FEM;SG	ADV
komplet	השלם	komplet	השלם	ADJ;INDF;SG	
komplet	הושלם	komplet	הושלם	ADJ;INDF;SG	V;MASC;SG;3;PST;PASS
western	המערבי	western	המערבי	N;INDF;MASC+FEM;SG	PROPN
western	מערבי	western	מערבי	N;INDF;MASC+FEM;SG	PROPN
nedsat	מוזל	nedsætte	מוזל	V;INDF;SG;PST;V.PTCP	
frans	פראנסיס	frans	פראנסיס	N;INDF;MASC+FEM;SG	PROPN
frans	פרנסיס	frans	פרנסיס	N;INDF;MASC+FEM;SG	PROPN
stoppet	הפסיק	stop	הפסיק	N;DEF;NEUT;SG	V;MASC;SG;3;PST;ACT
stoppet	נעצרה	stop	נעצר	N;DEF;NEUT;SG	V;FEM;SG;3;PST;MID
beboere	מתמחים	beboer	התמחה	N;INDF;MASC+FEM;PL	V;MASC;PL;V.PTCP
strækning	למתוח	strækning	מתח	N;INDF;MASC+FEM;SG	V;NFIN;ACT
strækning	מותח	strækning	מתח	N;INDF;MASC+FEM;SG	
afrikanske	אפריקאית	afrikansk	אפריקני	ADJ;PL	PROPN
afrikanske	אפריקאי	afrikansk	אפריקאי	ADJ;PL	PROPN
afrikanske	אפריקני	afrikansk	אפריקני	ADJ;PL	PROPN
halvø	פנינסולה	halvø	פנינסולה	N;INDF;MASC+FEM;SG	PROPN
ann	אן	ann	אן		PROPN
individer	יחידים	individ	יחיד	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
færre	פחות	få	פחות	ADJ;CMPR;PL	ADV
færre	פחות	få	פחות	ADJ;CMPR;PL	ADV
bond	בונד	bond	בונד		PROPN
rækkefølge	רצף	rækkefølg	רצף	N;INDF;MASC+FEM;SG	
forlader	עזיבה	forlade	עזיבה	V;IND;PRS;FIN;ACT	N;FEM;SG
syvende	שביעי	syvende	שביעי	ADJ	PROPN
syvende	השביעית	syvende	השביעית	ADJ	ADV
gader	רחובות	gade	רחובות	N;INDF;MASC+FEM;PL	PROPN
arbejdere	פועלות	arbejder	פעל	N;INDF;MASC+FEM;PL	V;FEM;PL;V.PTCP;ACT
kelly	קלי	kelly	קלי		
ofre	קרבן	offer	קרבן	N;INDF;NEUT;PL	N;MASC;SG
ofre	קורבן	offer	קורבן	N;INDF;NEUT;PL	N;MASC;SG
ofre	הקרבה	offer	הקרבה	N;INDF;NEUT;PL	N;FEM;SG
pakistan	פקיסטן	pakistan	פקיסטן	PROPN	PROPN
onde	רשע	ond	רשע	ADJ;PL	PROPN
onde	הרוע	ond	הרוע	ADJ;PL	N;MASC;SG
onde	רוע	ond	רוע	ADJ;PL	
onde	רשע	ond	רשע	ADJ;PL	PROPN
onde	רשעים	ond	רשעים	ADJ;PL	N;MASC;PL
onde	מרושע	ond	מרושע	ADJ;PL	V;MASC;SG;V.PTCP;PASS
digitale	דיגיטלית	digital	דיגיטלי	ADJ;PL	PROPN
digitale	דיגיטלי	digital	דיגיטלי	ADJ;PL	PROPN
fond	הקרן	fond	הקרן	N;INDF;MASC+FEM;SG	
arme	נשק	arm	נשק	N;INDF;MASC+FEM;PL	N;MASC;SG
place	המקום	place	המקום		
place	מקום	place	מקום		N;MASC;SG
museer	מוזיאון	museum	מוזיאון	N;INDF;NEUT;PL	N;MASC;SG
helge	הקדושים	helge	הקדוש		N
helge	קדושים	helge	קדוש		N;MASC;PL
jordan	ירדן	jordan	ירדן		PROPN
liters	ליטר	liter	ליטר	N;INDF;MASC+FEM;SG	PROPN
kommissionen	עמלות	kommission	עמלה	N;DEF;MASC+FEM;SG	N;FEM;PL
lisa	ליסה	lisa	ליסה		PROPN
individuelle	הפרט	individuel	הפרט	ADJ;PL	PROPN
sjælden	נדירים	sjælden	נדיר	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
sjælden	נא	sjælden	None	ADJ;INDF;MASC+FEM;SG	
sjælden	נדיר	sjælden	נדיר	ADJ;INDF;MASC+FEM;SG	
koch	קוך	koch	קוך		PROPN
koch	קוץ	koch	קוץ		
dream	חלום	dream	חלום		N;MASC;SG
dream	החלום	dream	החלום		PROPN
dream	לחלום	dream	חלם		V;NFIN;ACT
matt	מט	matt	מט		
matt	מאט	matt	האט		
oprettelse	היצירה	oprettelse	היצירה	N;INDF;MASC+FEM;SG	ADV
oprettelse	הקמת	oprettelse	הקמה	N;INDF;MASC+FEM;SG	N;PSSD;FEM;SG
françois	פרנסואה	françois	פרנסואה		PROPN
françois	פרנסואה	françois	פרנסואה		PROPN
order	הסדר	orde	הסדר		N;MASC;SG
order	הזמנה	orde	הזמנה		N;FEM;SG
order	סדר	orde	סדר		N;MASC;SG
order	פקודה	orde	פקודה		N;FEM;SG
smag	לטעום	smag	טעם	N;INDF;MASC+FEM;SG	V;NFIN;ACT
magasin	מגזין	magasin	מגזין	N;INDF;NEUT;SG	
magasin	מג	magasin	מג	N;INDF;NEUT;SG	
magasin	מאג	magasin	מאג	N;INDF;NEUT;SG	PROPN
magasin	קליפ	magasin	קליפ	N;INDF;NEUT;SG	PROPN
angel	מלאך	angel	מלאך		PROPN
angel	מלאכית	angel	מלאכי		PROPN
optræde	ביצוע	optræde	ביצוע	V;NFIN;ACT	N;MASC;SG
læs	קראי	læs	קראי	V;IMP	PROPN
læs	קריאה	læs	קריאה	V;IMP	N;FEM;SG
ambassadør	השגריר	ambassadør	השגריר	N;INDF;MASC+FEM;SG	PROPN
ambassadør	שגריר	ambassadør	שגריר	N;INDF;MASC+FEM;SG	PROPN
grav	קבר	grav	קבר	N;INDF;MASC+FEM;SG	PROPN
grav	לחפור	grav	חפר	N;INDF;MASC+FEM;SG	V;NFIN;ACT
grav	קבר	grav	קבר	N;INDF;MASC+FEM;SG	PROPN
turister	תיירות	turist	תיירות	N;INDF;MASC+FEM;PL	N;FEM;SG
emma	אמה	emma	אמה		
kongerige	הממלכה	kongerig	הממלך	N;INDF;NEUT;SG	PROPN
jura	החוק	jura	החוק	N;INDF;MASC+FEM;SG	
jura	משפטים	jura	משפט	N;INDF;MASC+FEM;SG	N;MASC;PL
afvist	משוחררת	afvise	משוחרר	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
afvist	משוחררים	afvise	משוחרר	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
afvist	סרב	afvise	סרב	V;INDF;SG;PST;V.PTCP	
afvist	דחו	afvise	דחה	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;ACT
bryder	שובר	bryde	שובר	V;IND;PRS;FIN;ACT	PROPN
bryder	הפסקות	bryde	הפסקה	V;IND;PRS;FIN;ACT	N;FEM;PL
bryder	שבירה	bryde	שבירה	V;IND;PRS;FIN;ACT	N;FEM;SG
fremtid	עתידי	fremtid	עתידי	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
fremtid	העתיד	fremtid	העתיד	N;INDF;MASC+FEM;SG	ADV
mødt	נפגשו	møde	נפגש	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
andrea	אנדריאה	anden	אנדריאה		PROPN
andrea	אנדראה	anden	אנדראה		PROPN
videnskabelig	מדעי	videnskabelig	מדע	ADJ;INDF;MASC+FEM;SG	PROPN
ryan	ריאן	ryan	ריאן	PROPN	PROPN
ryan	ראיין	ryan	ראיין	PROPN	PROPN
akademisk	אקדמי	akademisk	אקדמי	ADV	ADJ;MASC;SG
stærkere	מתחזק	stærk	התחזק	ADJ;CMPR	V;MASC;SG;V.PTCP
mag	מג	mag	מג	N;INDF;MASC+FEM;SG	
mag	מאג	mag	מאג	N;INDF;MASC+FEM;SG	PROPN
skandinaviske	סקנדינבי	skandinavisk	סקנדינבי	ADJ;PL	PROPN
forsyninger	אספקה	forsyning	אספקה	N;INDF;MASC+FEM;PL	N;FEM;SG
rejsen	המסע	rejse	המסע	N;DEF;MASC+FEM;SG	
koloni	מושבת	koloni	מושבת	N;INDF;MASC+FEM;SG	PROPN
koloni	המושבה	koloni	המושבה	N;INDF;MASC+FEM;SG	PROPN
arv	הירושה	arv	הירושה	N;INDF;MASC+FEM;SG	
mørk	אפל	mørk	אפל	ADJ;INDF;MASC+FEM;SG	
mørk	אפלה	mørk	אפלה	ADJ;INDF;MASC+FEM;SG	PROPN
mørk	חושך	mørk	חושך	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
mørk	כהה	mørk	כהה	ADJ;INDF;MASC+FEM;SG	
skala	מאזניים	skala	מאזניים		N;MASC;PL
forklare	הסבר	forklare	הסבר	V;NFIN;ACT	N;MASC;SG
universet	יקום	univers	יקום	N;DEF;NEUT;SG	PROPN
universet	היקום	univers	היקום	N;DEF;NEUT;SG	
bud	משגיחים	bud	השגיח	N;INDF;NEUT;SG	V;MASC;PL;V.PTCP;ACT
bud	באד	bud	באד	N;INDF;NEUT;SG	PROPN
bud	ניצן	bud	ניצן	N;INDF;NEUT;SG	PROPN
birgitte	בירגיט	birgitte	בירגיט	N;INDF;MASC+FEM;SG	PROPN
bernhard	ברנהרד	bernhard	ברנהרד		PROPN
brændte	שרופה	brænde	שרוף	V;IND;PST;FIN;ACT	ADJ;FEM;SG
brændte	נשרפו	brænde	נשרף	V;IND;PST;FIN;ACT	V;PL;3;PST;MID
brændte	נשרפה	brænde	נשרף	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;MID
brændte	נשרף	brænde	נשרף	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
brændte	שרפה	brænde	שרף	V;IND;PST;FIN;ACT	N;FEM;SG
brændte	שרופה	brænde	שרוף	V;IND;PST;FIN;ACT	ADJ;FEM;SG
brændte	שרוף	brænde	שרוף	V;IND;PST;FIN;ACT	
hvorimod	ואילו	hvorimod	ואילו	ADV	
truede	איימה	true	איים	V;PL;PST;V.PTCP	V;FEM;SG;3;PST;ACT
truede	איים	true	אי	V;PL;PST;V.PTCP	PROPN
