contraste	contrastes	contraste	contraste	N;MASC;SG	N;MASC;PL
subir	ascenso	subir	ascenso	V;NFIN	N;MASC;SG
operacionais	operacional	operacional	operacional	N;MASC;PL	ADJ;SG
operacionais	operativo	operacional	operativo	N;MASC;PL	ADJ;MASC;SG
operacionais	operacionales	operacional	operacional	N;MASC;PL	ADJ;PL
operacionais	operativa	operacional	operativo	N;MASC;PL	ADJ;FEM;SG
salomão	salomón	salomão	salomón	N;MASC;SG	PROPN
piedade	mercy	piedade	mercy	N;FEM;SG	PROPN
mortais	mortal	mortal	mortal	N;MASC;PL	ADJ;SG
lituânia	lituano	lituânia	lituano	N;FEM;SG	ADJ;MASC;SG
lituânia	lituana	lituânia	lituano	N;FEM;SG	ADJ;FEM;SG
apaixonado	apasionado	apaixonar	apasionado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
apaixonado	apasionados	apaixonar	apasionado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
apaixonado	apasionada	apaixonar	apasionado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
romântica	románticas	romântico	romántico	ADJ;FEM;SG	ADJ;FEM;PL
romântica	románticos	romântico	romántico	ADJ;FEM;SG	N;MASC;PL
dezoito	dieciocho	dezoito	dieciocho	NUM	N;MASC;PL
dezoito	eighteen	dezoito	eightear	NUM	N;PL
terço	rosario	terço	rosario	ADJ;MASC;SG	N;MASC;SG
terço	terceros	terço	tercero	ADJ;MASC;SG	N;MASC;PL
substituto	sustituir	substituto	sustituir	N;MASC;SG	V;NFIN
advogados	letrados	advogado	letrado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
holland	holland	holland	holland	N;MASC;SG	N;MASC;PL
escura	dark	escuro	dark	ADJ;FEM;SG	N
escura	oscuridad	escuro	oscuridad	ADJ;FEM;SG	N;FEM;SG
escura	oscuros	escuro	oscuro	ADJ;FEM;SG	ADJ;MASC;PL
simone	simone	simone	simone	N;FEM;SG	PROPN
competência	competencias	competência	competencia	N;FEM;SG	N;FEM;PL
talentos	talento	talento	talento	N;MASC;PL	N;MASC;SG
talentos	talento	talento	talento	N;MASC;PL	N;MASC;SG
grey	gris	grey	gris	N;MASC;SG	
grey	grises	grey	gris	N;MASC;SG	N;PL
igor	igor	igor	igor	N;MASC;SG	PROPN
bizantina	bizantina	bizantina	bizantino	N;FEM;SG	ADJ;FEM;SG
bizantina	bizantinos	bizantina	bizantino	N;FEM;SG	N;MASC;PL
bizantina	bizantino	bizantina	bizantino	N;FEM;SG	ADJ;MASC;SG
parceiros	asociados	parceiro	asociado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
cruzamento	cruzando	cruzamento	cruzar	N;MASC;SG	V;V.MSDR
cruzamento	cruzar	cruzamento	cruzar	N;MASC;SG	V;NFIN
camilo	camilo	camilo	camilo	N;MASC;SG	PROPN
sono	duerma	sono	duerma	N;MASC;SG	V;SBJV;SG;3;FIN
sono	duerme	sono	dormir	N;MASC;SG	V;IND;SG;3;PRS;FIN
sono	dormir	sono	dormir	N;MASC;SG	V;NFIN
spears	lanzas	spear	lanza	N;MASC;SG	N;FEM;PL
spears	spears	spear	spear	N;MASC;SG	PROPN
hughes	hughes	hughe	hughe	N;MASC;SG	PROPN
obtida	obtenida	obter	obtenido	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
obtida	obtenidos	obter	obtenido	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
obtida	obtenidas	obter	obtenido	V;FEM;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
obtida	obtenido	obter	obtenido	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
duro	duros	duro	duro	ADJ;MASC;SG	ADJ;MASC;PL
duro	hard	duro	hard	ADJ;MASC;SG	N;SG
duro	duros	duro	duro	ADJ;MASC;SG	ADJ;MASC;PL
subtropical	subtropicales	subtropical	subtropical	ADJ;MASC;SG	ADJ;PL
desenvolvidas	desarrollados	desenvolver	desarrollado	V;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
desenvolvidas	desarrollado	desenvolver	desarrollado	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
desenvolvidas	desarrollada	desenvolver	desarrollado	V;FEM;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
desenvolvidas	desarrolladas	desenvolver	desarrollado	V;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
parlamentares	parlamentarias	parlamentar	parlamentario	N;MASC;PL	ADJ;FEM;PL
parlamentares	parlamentaria	parlamentar	parlamentario	N;MASC;PL	ADJ;FEM;SG
parlamentares	parlamentario	parlamentar	parlamentario	N;MASC;PL	N;MASC;SG
parlamentares	parlamentarias	parlamentar	parlamentario	N;MASC;PL	ADJ;FEM;PL
lucro	ganancias	lucro	ganancia	N;MASC;SG	N;FEM;PL
lucro	beneficios	lucro	beneficio	N;MASC;SG	N;MASC;PL
lucro	utilidades	lucro	utilidad	N;MASC;SG	N;FEM;PL
lucro	ganancias	lucro	ganancia	N;MASC;SG	N;FEM;PL
lucro	beneficios	lucro	beneficio	N;MASC;SG	N;MASC;PL
cama	camas	cama	cama	N;FEM;SG	N;FEM;PL
nona	novena	nona	noveno	N;FEM;SG	ADJ;FEM;SG
nona	noveno	nona	noveno	N;FEM;SG	ADJ;MASC;SG
neerlandês	holandesa	neerlandês	holandés	N;MASC;SG	ADJ;FEM;SG
neerlandês	holandeses	neerlandês	holandés	N;MASC;SG	N;MASC;PL
estrangeira	extranjeros	estrangeiro	extranjero	N;FEM;SG	N;MASC;PL
estrangeira	extranjera	estrangeiro	extranjero	N;FEM;SG	ADJ;FEM;SG
estrangeira	extranjeras	estrangeiro	extranjero	N;FEM;SG	ADJ;FEM;PL
estrangeira	extranjeros	estrangeiro	extranjero	N;FEM;SG	N;MASC;PL
estrangeira	extranjera	estrangeiro	extranjero	N;FEM;SG	ADJ;FEM;SG
abel	abel	abel	abel	N;MASC;SG	PROPN
provisório	provisionales	provisório	provisional	N;MASC;SG	ADJ;PL
provisório	interina	provisório	interino	N;MASC;SG	ADJ;FEM;SG
provisório	provisional	provisório	provisional	N;MASC;SG	ADJ;SG
provisório	provisionales	provisório	provisional	N;MASC;SG	ADJ;PL
provisório	provisional	provisório	provisional	N;MASC;SG	ADJ;SG
condes	cuenta	conde	contar	N;MASC;PL	V;IND;SG;3;PRS;FIN
htm	htm	hôm	htm	N;MASC;SG	
derrotados	vencido	derrotar	vencido	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
derrotados	derrotada	derrotar	derrotado	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
derrotados	derrotado	derrotar	derrotado	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
derrotados	vencidos	derrotar	vencido	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
derrotados	derrotados	derrotar	derrotado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
treinar	train	treinar	train	V;NFIN	N
treinar	trenes	treinar	tren	V;NFIN	N;MASC;PL
treinar	entreno	treinar	entreno	V;NFIN	N;MASC;SG
treinar	tren	treinar	tren	V;NFIN	N;MASC;SG
determina	determine	determinar	determinar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
inscrições	inscripción	inscrição	inscripción	N;FEM;PL	N;FEM;SG
inscrições	matriculación	inscrição	matriculación	N;FEM;PL	N;FEM;SG
inscrições	inscripción	inscrição	inscripción	N;FEM;PL	N;FEM;SG
inscrições	registro	inscrição	registro	N;FEM;PL	N;MASC;SG
inscrições	matrícula	inscrição	matrícula	N;FEM;PL	N;FEM;SG
alejandro	alejandro	alejandro	alejandro	N;MASC;SG	
cerveja	cervezas	cerveja	cerveza	N;FEM;SG	N;FEM;PL
bravo	valiente	bravo	valiente	N;MASC;SG	ADJ;SG
bravo	valientes	bravo	valiente	N;MASC;SG	N;PL
italia	italia	italiar	italia	N;FEM;SG	PROPN
pes	esp	pes	espe	N;MASC;SG	
efetivo	efectivos	efetivo	efectivo	ADJ;MASC;SG	N;MASC;PL
guadalajara	guadalajara	guadalajar	guadalajar	N;MASC;SG	V;SBJV;SG;3;IPFV;FIN
ref	ref	ref	ref	N;MASC;SG	
ref	referí	ref	referir	N;MASC;SG	V;IND;SG;1;PST;FIN
inventor	inventores	inventor	inventor	N;MASC;SG	N;MASC;PL
manifesto	manifiesta	manifesto	manifestar	N;MASC;SG	V;IND;SG;3;PRS;FIN
originou	originado	originar	originado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
adotada	adoptada	adotar	adoptado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
adotada	adoptado	adotar	adoptar	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
adotada	adoptados	adotar	adoptado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
dadas	dado	dar	dar	V;FEM;PL;V.PTCP	V;MASC;SG;PST;V.PTCP
dadas	dados	dar	dado	V;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
operário	trabajadora	operário	trabajador	N;MASC;SG	ADJ;FEM;SG
friends	amigos	friend	amigo	N;MASC;SG	N;MASC;PL
friends	amigas	friend	amiga	N;MASC;SG	N;FEM;PL
severi	severi	severir	severi	V;NFIN	
traição	traiciones	traição	traición	N;FEM;SG	N;FEM;PL
apagado	borrados	apagar	borrado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
apagado	borrado	apagar	borrado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
automática	automatica	automático	automatico	ADJ;FEM;SG	N;FEM;SG
treino	entrenando	treino	entrenar	N;MASC;SG	V;V.MSDR
adquirida	adquirida	adquirir	adquirido	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
adquirida	adquiridos	adquirir	adquirido	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
adquirida	adquiridas	adquirir	adquirido	V;FEM;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
adquirida	adquirido	adquirir	adquirido	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
poderosos	potente	poderoso	potente	ADJ;MASC;PL	ADJ;SG
poderosos	poderosa	poderoso	poderoso	ADJ;MASC;PL	ADJ;FEM;SG
poderosos	poderoso	poderoso	poderoso	ADJ;MASC;PL	ADJ;MASC;SG
fictício	ficticia	fictício	ficticia	N;MASC;SG	ADJ;FEM;SG
fictício	ficticios	fictício	ficticio	N;MASC;SG	ADJ;MASC;PL
fictício	ficticio	fictício	ficticio	N;MASC;SG	ADJ;MASC;SG
fictício	ficticia	fictício	ficticia	N;MASC;SG	ADJ;FEM;SG
fictício	ficticio	fictício	ficticio	N;MASC;SG	ADJ;MASC;SG
contêm	contengan	conter	contener	V;IND;PL;3;PRS;FIN	V;IMP;PL;3;FIN
contêm	contenga	conter	contener	V;IND;PL;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
exposto	expuesto	expor	expuesto	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
exposto	expuesta	expor	expuesto	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
exposto	expuestos	expor	expuesto	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
combinado	combinada	combinar	combinado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
combinado	combinadas	combinar	combinado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
combinado	combinado	combinar	combinado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
combinado	combinados	combinar	combinado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
secundários	secundaria	secundário	secundario	ADJ;MASC;PL	ADJ;FEM;SG
secundários	secundario	secundário	secundario	ADJ;MASC;PL	ADJ;MASC;SG
secundários	secundarios	secundário	secundario	ADJ;MASC;PL	N;MASC;PL
nomeados	nominados	nomear	nominado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
nomeados	nombrado	nomear	nombrado	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
nomeados	designados	nomear	designado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
nomeados	designado	nomear	designado	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
nomeados	nominados	nomear	nominado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
nomeados	nominado	nomear	nominar	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
nomeados	nominada	nomear	nominado	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
diploma	diplomado	diploma	diplomado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
imperadores	emperador	imperador	emperador	N;MASC;PL	N;MASC;SG
ltda	ltda	ltda	ltda	N;FEM;SG	INTJ
derivada	derivada	derivar	derivado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
derivada	derivado	derivar	derivado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
derivada	derivados	derivar	derivado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
derivada	derivadas	derivar	derivado	V;FEM;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
derivada	derivada	derivar	derivado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
derivada	derivado	derivar	derivado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ódio	odios	ódio	odio	N;MASC;SG	N;MASC;PL
ódio	odiar	ódio	odiar	N;MASC;SG	V;NFIN
foguetes	cohete	foguete	cohete	N;MASC;PL	N;MASC;SG
foguetes	rocket	foguete	rocket	N;MASC;PL	N;SG
deslocamento	desplazamientos	deslocamento	desplazamiento	N;MASC;SG	N;MASC;PL
deslocamento	compensado	deslocamento	compensado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
deslocamento	compensar	deslocamento	compensar	N;MASC;SG	V;NFIN
imóvel	propiedades	imóvel	propiedad	N;MASC;SG	N;FEM;PL
imóvel	inmóvil	imóvel	inmóvil	N;MASC;SG	ADJ;SG
léo	léo	léo	léo	N;MASC;SG	PROPN
léo	leo	léo	leo	N;MASC;SG	V;IND;SG;3;PRS;FIN
