valoroase	قيمة	valoros	قِيمَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
cupă	فنجان	cupă	فنجان	N;INDF;FEM;SG	N;NOM;INDF;SG
cupă	كاس	cupă	كَاس	N;INDF;FEM;SG	
cupă	الكاس	cupă	كَاسّ	N;INDF;FEM;SG	
cupă	الكوب	cupă	كُوب	N;INDF;FEM;SG	N;NOM;DEF;SG
generează	توليد	genera	تَولِيد	V;IND;3;PRS;FIN	N;NOM;INDF;SG
ram	رام	ram	رَام	N;INDF;MASC;SG	
ram	كبش	ram	كَبَش	N;INDF;MASC;SG	
knight	فارس	knight	فارس	PROPN	
knight	الفارس	knight	فَارِس	PROPN	
pâine	الخبز	pâine	خُبز	N;INDF;FEM;SG	N;NOM;DEF;SG
pâine	خبز	pâine	خَبز	N;INDF;FEM;SG	N;NOM;INDF;SG
rădăcinile	جذور	rădăcină	جذور	N;DEF;FEM;PL	N;NOM;INDF;PL
rădăcinile	الجذور	rădăcină	الجذور	N;DEF;FEM;PL	N;NOM;DEF;SG
editorul	محرر	editor	محرر	N;DEF;MASC;SG	N;NOM;INDF;SG
editorul	محررة	editor	محررة	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
editorul	المحرر	editor	مُحَرَّر	N;DEF;MASC;SG	N;NOM;DEF;SG
heights	مرتفعات	heights	مُرتَفَع	N;INDF;MASC;SG	N;NOM;INDF;PL
heights	المرتفعات	heights	مُرتَفِع	N;INDF;MASC;SG	N;NOM;DEF;PL
nikita	نيكيتا	nikita	نَيكِيّ	N;DEF;FEM;SG	
malcolm	مالكولم	malcolm	مالكولم	PROPN	
malcolm	مالكوم	malcolm	مالكوم	PROPN	
gerard	جيرارد	gerard	جِيرَارد	N;INDF;MASC;SG	
apreciată	قدرت	aprecia	قَدَّر	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;PASS
apreciată	يقدر	aprecia	قَدَّر	ADJ;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;PASS
apreciată	اقدر	aprecia	أَقدَر	ADJ;INDF;FEM;SG	
apreciată	تقدر	aprecia	قَدَّر	ADJ;INDF;FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;PASS
apreciată	نقدر	aprecia	نقدر	ADJ;INDF;FEM;SG	
instanță	محكمة	instanță	مَحكَمَة	N;INDF;FEM;SG	N;NOM;INDF;SG
instanță	المحكمة	instanță	مَحكَمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
instanță	المحاكم	instanță	مَحكَمَة	N;INDF;FEM;SG	N;NOM;DEF;PL
ghidul	مرشد	ghid	مُرشِد	N;DEF;MASC;SG	N;NOM;INDF;SG
ghidul	دليل	ghid	دَلِيل	N;DEF;MASC;SG	N;NOM;INDF;SG
ghidul	الدليل	ghid	دَلِيل	N;DEF;MASC;SG	N;NOM;DEF;SG
ghidul	المرشد	ghid	مُرشِد	N;DEF;MASC;SG	N;NOM;DEF;SG
ghidul	ارشاد	ghid	إِرشَاد	N;DEF;MASC;SG	N;NOM;INDF;SG
salvarea	الخلاص	salvare	خَلَاص	N;DEF;FEM;SG	N;NOM;DEF;SG
salvarea	الادخار	salvare	اِدِّخَار	N;DEF;FEM;SG	N;NOM;DEF;SG
salvarea	الحفظ	salvare	حِفظ	N;DEF;FEM;SG	N;NOM;DEF;SG
salvarea	انقاذ	salvare	إِنقَاذ	N;DEF;FEM;SG	N;NOM;INDF;SG
exteriorul	الخارجي	exterior	خَارِجِيّ	N;DEF;MASC;SG	ADJ;NOM;DEF;MASC;SG
exteriorul	خارجي	exterior	خَارِجِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
exteriorul	خارجية	exterior	خَارِجِيَّة	N;DEF;MASC;SG	N;NOM;INDF;SG
duncan	دنكان	duncan	دَنكَان	PROPN	
duncan	دانكن	duncan	دَانكُن	PROPN	
duncan	دونكان	duncan	دُونكَان	PROPN	
legume	الخضار	legumă	خَضَار	N;INDF;FEM;PL	N;NOM;DEF;SG
legume	خضار	legumă	خضار	N;INDF;FEM;PL	N;NOM;INDF;SG
legume	الخضار	legumă	خَضَار	N;INDF;FEM;PL	N;NOM;DEF;SG
legume	خضار	legumă	خضار	N;INDF;FEM;PL	N;NOM;INDF;SG
legume	الخضروات	legumă	الخضروات	N;INDF;FEM;PL	
conflictele	النزاعات	conflict	نِزَاع	N;DEF;FEM;PL	N;NOM;DEF;PL
conflictele	المنازعات	conflict	مُنَازَعَة	N;DEF;FEM;PL	N;NOM;DEF;PL
conflictele	الصراعات	conflict	صِرَاع	N;DEF;FEM;PL	N;NOM;DEF;PL
conflictele	صراعات	conflict	صِرَاعَة	N;DEF;FEM;PL	N;NOM;INDF;PL
etiopia	اثيوبيا	etiopia	أَثيُوبِيَا	N;DEF;FEM;SG	
rex	ريكس	rex	ريكس		
polul	قطب	pol	قطب	N;DEF;MASC;SG	
polul	القطب	pol	قُطب	N;DEF;MASC;SG	N;NOM;DEF;SG
delhi	دلهي	delhi	دِلهِي	N;INDF;MASC;SG	
destinul	القدر	destin	قَدر	N;DEF;MASC;SG	N;NOM;DEF;SG
destinul	قدر	destin	قَدر	N;DEF;MASC;SG	N;NOM;INDF;SG
destinul	المصير	destin	مَصِير	N;DEF;MASC;SG	N;NOM;DEF;SG
simptome	الاعراض	simptom	عُرض	N;INDF;FEM;PL	N;NOM;DEF;PL
helen	هيلين	helen	هيلين	PROPN	
baku	باكو	baku	بَاكُو	PROPN	
teoretică	نظري	teoretic	نَظَر	ADJ;INDF;FEM;SG	
clasificat	مصنف	clasifica	مَصنَف	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
potasiu	البوتاسيوم	potasiu	البوتاسيوم	N;INDF;MASC;SG	
avantajul	الميزة	avantaj	مِيزَة	N;DEF;MASC;SG	N;NOM;DEF;SG
avantajul	ميزة	avantaj	مِيزَة	N;DEF;MASC;SG	N;NOM;INDF;SG
avantajul	مزية	avantaj	مَزِيَّة	N;DEF;MASC;SG	N;NOM;INDF;SG
periodice	دوري	periodic	دَورِيّ	ADJ;INDF;FEM;PL	
periodice	الدوريات	periodic	دَورِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
armstrong	ارمسترونغ	armstrong	ارمسترونغ	PROPN	
caucaz	القوقاز	caucaz	قَوقَاز		
browser	المتصفح	browser	مُتَصَفِّح	N;INDF;MASC;SG	N;NOM;DEF;SG
marseille	مرسيليا	marseillă	مَرسِيلِيَا	N;DEF;FEM;SG	
aburi	البخار	abur	بِخَار	N;INDF;MASC;PL	N;NOM;DEF;SG
aburi	بخار	abur	بخار	N;INDF;MASC;PL	N;NOM;INDF;SG
nor	السحاب	nor	سَحَّاب	N;INDF;MASC;SG	N;NOM;DEF;SG
cantoane	الكانتونات	canton	الكانتونات	N;INDF;FEM;PL	N;NOM;DEF;PL
geologic	الجيولوجي	geologic	جِيُولُوجِيّ	ADJ;INDF;MASC;SG	
geologic	الجيولوجية	geologic	جِيُولُوجِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
hussein	حسين	hussein	حسين	PROPN	
hussein	الحسين	hussein	الحسين	PROPN	
client	الزبون	client	زَبن	N;INDF;MASC;SG	N;NOM;DEF;SG
client	العميل	client	عَمِيل	N;INDF;MASC;SG	N;NOM;DEF;SG
client	الزبون	client	زَبن	N;INDF;MASC;SG	N;NOM;DEF;SG
olimpiada	الاولمبية	olimpiada	أُولِمبِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
gregory	جريجوري	gregory	جريجوري	PROPN	
gregory	غريغوري	gregory	غريغوري	PROPN	
omega	اوميغا	omega	أُومِيغَا	N;DEF;FEM;SG	
închiderea	الاغلاق	închidere	إِغلَاق	N;DEF;FEM;SG	N;NOM;DEF;SG
închiderea	اغلاق	închidere	إِغلَاق	N;DEF;FEM;SG	N;NOM;INDF;SG
închiderea	خاتمة	închidere	خاتمة	N;DEF;FEM;SG	N;NOM;INDF;SG
realizând	ادراك	realiza	إِدرَاك	V;V.MSDR	N;NOM;INDF;SG
fibre	الياف	fibră	يَاف	N;INDF;FEM;PL	
fibre	الياف	fibră	يَاف	N;INDF;FEM;PL	
fibre	الالياف	fibră	لِيف	N;INDF;FEM;PL	N;NOM;DEF;PL
fibre	الياف	fibră	يَاف	N;INDF;FEM;PL	
fibre	الالياف	fibră	لِيف	N;INDF;FEM;PL	N;NOM;DEF;PL
prescott	بريسكوت	prescott	برِيسكُوت	PROPN	
reia	استئناف	relua	اِستِئنَاف	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
ritmul	ايقاع	ritm	إِيقَاع	N;DEF;MASC;SG	N;NOM;INDF;SG
ritmul	الايقاع	ritm	إِيقَاع	N;DEF;MASC;SG	N;NOM;DEF;SG
comisar	المفوض	comisar	مُفَوَّض	N;INDF;MASC;SG	N;NOM;DEF;SG
comisar	المفوضة	comisar	مُفَوَّض	N;INDF;MASC;SG	N;NOM;DEF;SG
virus	الفيروس	virus	فَيرُوس	N;INDF;MASC;SG	N;NOM;DEF;SG
virus	فيروس	virus	فَيرُوس	N;INDF;MASC;SG	
virus	فيرس	virus	فَيرَس	N;INDF;MASC;SG	
calciu	كالسيوم	calciu	كالسيوم	N;INDF;MASC;SG	
calciu	الكالسيوم	calciu	الكالسيوم	N;INDF;MASC;SG	
luptători	المصارعين	luptător	مُصَارِع	N;INDF;MASC;PL	N;NOM;DEF;PL
luptători	المقاتلين	luptător	مُقَاتِل	N;INDF;MASC;PL	N;NOM;DEF;PL
luptători	المقاتلون	luptător	مُقَاتِل	N;INDF;MASC;PL	N;NOM;DEF;PL
luptători	المقاتلات	luptător	مُقَاتِلَة	N;INDF;MASC;PL	N;NOM;DEF;PL
vizitatori	الزائرين	vizitator	زَائِر	N;INDF;MASC;PL	ADJ;ACC;DEF;MASC;PL
vizitatori	الزوار	vizitator	زَوَار	N;INDF;MASC;PL	N;NOM;DEF;PL
descriu	صف	descrie	صَفّ	V;IND;PL;3;PRS;FIN	N;NOM;INDF;SG
descriu	وصف	descrie	وَصَف	V;IND;PL;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
croată	الكرواتي	croate	كُرُوَاتِيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
croată	الكرواتية	croate	كُرُوَاتِيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
aripile	اجنحة	aripile	اجنحة	N;DEF;FEM;PL	
aripile	الاجنحة	aripile	جَنَاح	N;DEF;FEM;PL	N;NOM;DEF;PL
dor	الشوق	dor	شَوق	N;INDF;MASC;SG	N;NOM;DEF;SG
dor	شوق	dor	شَوق	N;INDF;MASC;SG	
dor	مشتاق	dor	مُشتَاق	N;INDF;MASC;SG	
existentă	موجود	existent	مَوجُود	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
existentă	قائم	existent	قَائِم	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
savant	عالمة	savant	عَالَمَة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
savant	العلماء	savant	عَالِم	N;INDF;MASC;SG	N;NOM;DEF;PL
savant	العالم	savant	عَالَم	N;INDF;MASC;SG	N;NOM;DEF;SG
savant	الباحث	savant	بَاحِث	N;INDF;MASC;SG	N;NOM;DEF;SG
unsprezece	e	unsprezece	هُوَ	NUM;PL	
bombe	القنابل	bombă	قُنبُلَة	N;INDF;FEM;PL	N;NOM;DEF;PL
martor	شاهد	martor	شَاهَد	N;INDF;MASC;SG	
martor	شاهدة	martor	شَاهِدَة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
martor	الشاهد	martor	شَاهِد	N;INDF;MASC;SG	N;NOM;DEF;SG
individuală	فرد	individual	فَرد	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
individuală	فردية	individual	فَردِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
individuală	فردي	individual	فَردِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
individuală	الفردية	individual	فَردِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
individuală	الفرد	individual	فَرد	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
cutremurul	زلزال	cutremur	زِلزَال	N;DEF;MASC;SG	N;NOM;INDF;SG
cutremurul	الزلزال	cutremur	زِلزَال	N;DEF;MASC;SG	N;NOM;DEF;SG
sculptura	النحت	sculptură	نَحت	N;DEF;FEM;SG	N;NOM;DEF;SG
sculptura	تمثال	sculptură	تِمثَال	N;DEF;FEM;SG	N;NOM;INDF;SG
sculptura	نحت	sculptură	نَحَا	N;DEF;FEM;SG	V;PFV;FEM;SG;3;ACT
sculptura	النحت	sculptură	نَحت	N;DEF;FEM;SG	N;NOM;DEF;SG
sculptura	نحت	sculptură	نَحَا	N;DEF;FEM;SG	V;PFV;FEM;SG;3;ACT
impresionat	معجب	impresiona	مَعجَب	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
locația	موقع	locație	مَوقِع	N;DEF;FEM;SG	N;NOM;INDF;SG
locația	الموقع	locație	مَوقِع	N;DEF;FEM;SG	N;NOM;DEF;SG
locația	المكان	locație	مَكَان	N;DEF;FEM;SG	N;NOM;DEF;SG
celulă	زنزانة	celulă	زِنزَانَة	N;INDF;FEM;SG	N;NOM;INDF;SG
celulă	الزنزانة	celulă	زِنزَانَة	N;INDF;FEM;SG	N;NOM;DEF;SG
celulă	خلية	celulă	خَلِيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
celulă	الخلية	celulă	خَلِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
decisivă	حاسم	decisiva	حَاسِم	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
decisivă	حاسمة	decisiva	حَاسِم	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
decisivă	الحاسم	decisiva	حَاسِم	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
kazan	كازان	kazan	كَازَان	N;INDF;MASC;SG	
vegetale	الخضار	vegetal	خَضَار	N;INDF;FEM;PL	N;NOM;DEF;SG
vegetale	خضار	vegetal	خضار	N;INDF;FEM;PL	N;NOM;INDF;SG
îmbrăcăminte	ملابس	îmbrăcăminte	مَلبَس	N;INDF;FEM;SG	N;NOM;INDF;PL
îmbrăcăminte	الملابس	îmbrăcăminte	مَلبَس	N;INDF;FEM;SG	N;NOM;DEF;PL
explozie	الانفجار	explozie	اِنفِجَار	N;INDF;FEM;SG	N;NOM;DEF;SG
explozie	الانفجار	explozie	اِنفِجَار	N;INDF;FEM;SG	N;NOM;DEF;SG
explozie	انفجار	explozie	اِنفِجَار	N;INDF;FEM;SG	N;NOM;INDF;SG
consumă	تستهلك	consuma	اِستَهلَك	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
gala	غالا	gală	غالا	N;DEF;FEM;SG	
însărcinată	الحوامل	însărcinat	حَامِل	ADJ;INDF;FEM;SG	N;NOM;DEF;PL
însărcinată	حبلى	însărcinat	حَبلِيّ	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
însărcinată	حامل	însărcinat	حَامِل	ADJ;INDF;FEM;SG	
cristal	كريستال	cristal	كرِيستَال	N;INDF;MASC;SG	
cristal	الكريستال	cristal	كُرَيستَال	N;INDF;MASC;SG	N;NOM;DEF;SG
prețioase	الثمينة	prețios	ثَمِين	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
prețioase	الغالي	prețios	الغالي	ADJ;INDF;FEM;PL	
referendum	الاستفتاء	referendum	اِستِفتَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
supusă	خاضع	supus	خَاضِع	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
jung	جونغ	jung	جُونغ	PROPN	
jung	جونج	jung	جونج	PROPN	
jung	جيونغ	jung	جِيُونغ	PROPN	
umor	الفكاهة	umor	فَكَّاهَة	N;INDF;MASC;SG	N;NOM;DEF;SG
greg	غريغ	greg	غريغ	PROPN	
greg	جريج	greg	جَرِيج	PROPN	
quebec	كيبك	quebec	كَيبَك	N;INDF;MASC;SG	
quebec	كيبيك	quebec	كيبيك	N;INDF;MASC;SG	
quebec	كوبيك	quebec	كوبيك	N;INDF;MASC;SG	
ravenna	رافينا	ravenna	رافينا	PROPN	
argumentul	حجة	argument	حُجَّة	N;DEF;MASC;SG	N;NOM;INDF;SG
argumentul	الحجة	argument	حُجَّة	N;DEF;MASC;SG	N;NOM;DEF;SG
interesați	المهتمة	interesat	مُهتَمّ	V;IND;PL;2;IPFV;FIN	N;NOM;DEF;SG
interesați	مهتمة	interesat	مُهتَمّ	V;IND;PL;2;IPFV;FIN	ADJ;NOM;INDF;FEM;SG
interesați	مهتم	interesat	مهتم	V;IND;PL;2;IPFV;FIN	ADJ;NOM;INDF;MASC;SG
interesați	مهتما	interesat	مُهتَمّ	V;IND;PL;2;IPFV;FIN	ADJ;ACC;INDF;MASC;SG
bundesliga	البوندسليغا	bundesligă	البوندسليغا	N;DEF;FEM;SG	
criminal	جنائية	criminal	جِنَائِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
criminal	المجرم	criminal	مَجرِم	N;INDF;MASC;SG	N;NOM;DEF;SG
unitar	الوحدوي	unitar	وَحدَوِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
restaurată	اعيدت	restaurat	أَعَاد	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;PASS
orizont	الافق	orizont	أَفَق	N;INDF;MASC;SG	N;NOM;DEF;SG
probă	العينة	probă	عَينَة	N;INDF;FEM;SG	N;NOM;DEF;SG
probă	عينة	probă	عَيِّنَة	N;INDF;FEM;SG	N;NOM;INDF;SG
contesa	الكونتيسة	contesa	الكونتيسة	N;DEF;FEM;SG	
triunghi	المثلث	triunghi	مُثَلَّث	N;INDF;MASC;SG	N;NOM;DEF;SG
pesta	بيست	pestă	بَيس	N;DEF;FEM;SG	
uite	نظرة	uita	نَظرَة		N;NOM;INDF;SG
uite	انظري	uita	أَنظَرِيّ		
uite	النظرة	uita	نَظرَة		N;NOM;DEF;SG
uite	انظر	uita	أَنظَر		
compact	الاتفاق	compact	اِتِّفَاق	ADV	N;NOM;DEF;SG
compact	ميثاق	compact	مِيثَاق	ADV	N;NOM;INDF;SG
compact	الميثاق	compact	مِيثَاق	ADV	N;NOM;DEF;SG
nicola	نيكولا	nicola	نِيكُولَا	N;DEF;FEM;SG	
pink	الوردي	pink	وَردِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
pink	وردي	pink	وردي	N;INDF;MASC;SG	
pink	وردية	pink	وَردِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
progresiv	التدريجي	progresiv	تَدرِيجِيّ	ADV	ADJ;NOM;DEF;MASC;SG
progresiv	تدريجي	progresiv	تَدرِيجِيّ	ADV	ADJ;NOM;INDF;MASC;SG
baltică	البلطيق	baltic	بُلط	ADJ;INDF;FEM;SG	
popoarele	شعوب	popor	شَعب	N;DEF;FEM;PL	N;NOM;INDF;PL
popoarele	الشعوب	popor	شَعب	N;DEF;FEM;PL	N;NOM;DEF;PL
băi	الحمامات	baie	حَمَامَة	N;INDF;FEM;PL	N;NOM;DEF;PL
finalizarea	الاكتمال	finalizare	اِكتِمَال	N;DEF;FEM;SG	N;NOM;DEF;SG
finalizarea	الانجاز	finalizare	إِنجَاز	N;DEF;FEM;SG	N;NOM;DEF;SG
finalizarea	اكمال	finalizare	إِكمَال	N;DEF;FEM;SG	N;NOM;INDF;SG
cărbune	الفحم	cărbune	فَحم		N;NOM;DEF;SG
cărbune	فحم	cărbune	فَحم		N;NOM;INDF;SG
cărbune	الفحم	cărbune	فَحم		N;NOM;DEF;SG
cărbune	فحم	cărbune	فَحم		N;NOM;INDF;SG
cabinet	الوزارة	cabinet	وِزَارَة	N;INDF;MASC;SG	N;NOM;DEF;SG
reținut	محتجز	reține	محتجز	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
valuri	الامواج	val	مَاج	N;INDF;FEM;PL	N;NOM;DEF;PL
valuri	موج	val	مَوج	N;INDF;FEM;PL	N;NOM;INDF;SG
valuri	امواج	val	امواج	N;INDF;FEM;PL	
valuri	الموجات	val	مُوَجَّات	N;INDF;FEM;PL	N;NOM;DEF;PL
andrews	اندروز	andrews	اندروز	PROPN	
legislativă	تشريعي	legislativă	تَشرِيعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
legislativă	تشريعية	legislativă	تَشرِيعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
happy	يسعد	happy	سَعِد		V;IPFV;MASC;IND;SG;3;FIN;ACT
happy	سعيده	happy	سعيده		PRO;NOM;FEM;SG;3
happy	هابي	happy	هابي		
happy	سعيد	happy	سعيد		
happy	سعيدة	happy	سَعِيد		ADJ;NOM;INDF;FEM;SG
amenințat	هدد	amenința	هَدَّد	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
separă	منفصل	separa	مُنفَصِل	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC;SG
separă	منفصلة	separa	مُنفَصِل	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;FEM;SG
descoperire	الاكتشاف	descoperire	اِكتِشَاف	N;INDF;FEM;SG	N;NOM;DEF;SG
descoperire	اكتشاف	descoperire	اِكتِشَاف	N;INDF;FEM;SG	N;NOM;INDF;SG
emily	اميلي	emily	أَمِيلِيّ	PROPN	
emily	ايميلي	emily	أَيمِيلِي	PROPN	
esențială	اساسي	esențial	أَسَاسِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
gât	حنجرة	gât	حُنجُرَة	N;INDF;MASC;SG	
gât	الحلق	gât	حَلق	N;INDF;MASC;SG	
gât	الحنجرة	gât	حُنجُرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
gât	الرقبة	gât	رَقبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
gât	عنق	gât	عَنق	N;INDF;MASC;SG	
gât	العنق	gât	عَنق	N;INDF;MASC;SG	N;NOM;DEF;SG
foster	يتبنى	fost	تَبَنَّى	PROPN	V;IPFV;MASC;IND;SG;3;FIN;ACT
amatori	هواة	amator	هَوَاة	N;INDF;MASC;PL	N;NOM;INDF;SG
amatori	هاو	amator	هاو	N;INDF;MASC;PL	
amatori	هاوية	amator	هَاوِيَة	N;INDF;MASC;PL	N;NOM;INDF;SG
amatori	الهواة	amator	هَوَاة	N;INDF;MASC;PL	N;NOM;DEF;SG
marș	المسيرة	marș	مَسِيرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
marș	الزحف	marș	زَحف	N;INDF;MASC;SG	N;NOM;DEF;SG
balet	الباليه	balet	الباليه	N;INDF;MASC;SG	
balet	باليه	balet	باليه	N;INDF;MASC;SG	
balet	البالية	balet	بَالِي	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
acelea	هؤلاء	acela	هٰذَا	PRO;FEM;PL;3	DET;NOM;MASC;PL
acelea	اولئك	acela	اولئك	PRO;FEM;PL;3	
controlează	التحكم	controla	تَحَكُّم	V;IND;3;PRS;FIN	N;NOM;DEF;SG
controlează	السيطرة	controla	سَيطَرَة	V;IND;3;PRS;FIN	N;NOM;DEF;SG
controlează	سيطرة	controla	سَيطَرَة	V;IND;3;PRS;FIN	N;NOM;INDF;SG
controlează	تحكم	controla	حَكَم	V;IND;3;PRS;FIN	
amiral	الادميرال	amiral	أَدمِيرَال	N;INDF;MASC;SG	N;NOM;DEF;SG
amiral	ادميرال	amiral	أَدمِيرَال	N;INDF;MASC;SG	
amiral	الاميرال	amiral	أَمِيرَال	N;INDF;MASC;SG	N;NOM;DEF;SG
purtate	بالية	purta	بَالِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
purtate	لبست	purta	لَبِس	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
inaugurarea	تنصيب	inaugurare	تَنصِيب	N;DEF;FEM;SG	N;NOM;INDF;SG
inaugurarea	تدشين	inaugurare	تَدشِين	N;DEF;FEM;SG	N;NOM;INDF;SG
intelectuale	الفكرية	intelectual	فِكرِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
intelectuale	فكرية	intelectual	فِكرِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
redir	r	redire	لَ		
încălzire	تسخين	încălzire	تَسخِين	N;INDF;FEM;SG	N;NOM;INDF;SG
încălzire	تدفئة	încălzire	تَدفِئَة	N;INDF;FEM;SG	N;NOM;INDF;SG
încălzire	التدفئة	încălzire	تَدفِئَة	N;INDF;FEM;SG	N;NOM;DEF;SG
diplomatic	الدبلوماسي	diplomatic	دِبلُومَاسِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
diplomatic	الدبلوماسية	diplomatic	دِبلُومَاسِيَّة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
afacerea	العمل	afacere	عَمَل	N;DEF;FEM;SG	N;NOM;DEF;SG
afacerea	الاعمال	afacere	عَمَل	N;DEF;FEM;SG	N;NOM;DEF;PL
afacerea	عمل	afacere	عَمَل	N;DEF;FEM;SG	N;NOM;INDF;SG
regate	الممالك	regat	مَملَكَة	N;INDF;FEM;PL	N;NOM;DEF;PL
utah	يوتا	utah	يُوتَا	PROPN	
utah	يوتاه	utah	وَتَاء	PROPN	
maximum	الاقصى	maximum	أَقصَى	N;INDF;MASC;SG	N;NOM;DEF;SG
cad	كاد	cădea	كَاد	V;IND;PL;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
canto	يغني	canto	غَنَّى	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
canto	اغني	canto	اغني	N;INDF;MASC;SG	
canto	تغني	canto	غَنِيّ	N;INDF;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
canto	الغناء	canto	غِنَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
bunicii	الاجداد	bunică	الاجداد	N;DEF;MASC;PL	N;NOM;DEF;PL
ceremonie	مراسم	ceremonie	مَرسَم	N;INDF;FEM;SG	N;NOM;INDF;PL
ceremonie	المراسم	ceremonie	مَرسَم	N;INDF;FEM;SG	N;NOM;DEF;PL
cupe	الكؤوس	cupe	كُؤُوس	N;INDF;FEM;PL	N;NOM;DEF;SG
porumb	الذرة	porumb	ذُرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
ascensiune	الارتقاء	ascensiune	اِرتِقَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
edwin	ادوين	edwin	أَدُويُن	PROPN	
siguranța	السلامة	siguranță	سَلَامَة	N;DEF;FEM;SG	N;NOM;DEF;SG
siguranța	سلامة	siguranță	سَلَامَة	N;DEF;FEM;SG	N;NOM;INDF;SG
siguranța	الامان	siguranță	أَمَان	N;DEF;FEM;SG	N;NOM;DEF;SG
buddha	بوذا	buddha	بوذا	PROPN	
lituaniană	الليتوانية	lituanian	لُيتُوَانِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
lituaniană	ليتوانيا	lituanian	ليتوانيا	ADJ;INDF;FEM;SG	
omar	عمر	omar	عمر	PROPN	
standardul	قياسي	standard	قِيَاسِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
standardul	المعيار	standard	مِعيَار	N;DEF;MASC;SG	N;NOM;DEF;SG
standardul	معيار	standard	مُعِير	N;DEF;MASC;SG	N;NOM;INDF;SG
lambert	لامبرت	lambert	لَامبِرت	PROPN	
lambert	لامبيرت	lambert	لَامبِير	PROPN	
