par	pour	par	pour		ADP
arguments	arguments	arguments	argument	N;NOM;MASC;SG	N;MASC;PL
uzvar	victoires	uzvarēt	victoire	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
max	max	maxēt	max		N;MASC;SG
max	maxi	maxēt	maxi		N;MASC;SG
max	maxime	maxēt	maxime		PROPN
max	maximum	maxēt	maximum		ADJ;MASC;SG
arestēts	arrêtés	arestēt	arrêter	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
leonīds	léonidas	leonīds	léonida	PROPN;NOM;MASC;SG	PROPN
leonīds	leonid	leonīds	leonid	PROPN;NOM;MASC;SG	PROPN
piecus	five	pieci	five	NUM;ACC;MASC;PL	PROPN
debess	célestes	debess	céleste	N;NOM;FEM;SG	N;MASC;PL
laulības	mariage	laulība	mariage	N;NOM;FEM;PL	N;MASC;SG
asti	asti	aste	asti	N;ACC;FEM;SG	PROPN
svarīga	importantes	svarīga	important	ADJ;NOM;FEM;SG	ADJ;FEM;PL
svarīga	importants	svarīga	important	ADJ;NOM;FEM;SG	ADJ;MASC;PL
biezums	épaisseurs	biezums	épaisseur	N;NOM;MASC;SG	N;FEM;PL
protokols	minutes	protokols	minute	N;NOM;MASC;SG	N;FEM;PL
apkalpe	équipages	apkalpe	équipage	N;NOM;FEM;SG	N;MASC;PL
ieraksti	entrées	ierakste	entrée	N;NOM;MASC;PL	V;FEM;PL;PST;V.PTCP
priekšrocības	avantage	priekšrocība	avantage	N;NOM;FEM;PL	N;MASC;SG
nogalināti	tué	nogalināt	tuer	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
nogalināti	tuée	nogalināt	tuer	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ventas	venta	venta	venta	N;NOM;FEM;PL	PROPN
vētras	orage	vētra	orage	N;NOM;FEM;PL	N;MASC;SG
vētras	tempête	vētra	tempête	N;NOM;FEM;PL	N;FEM;SG
vētras	storm	vētra	storm	N;NOM;FEM;PL	
kaulu	osseuse	kauls	osseux	N;ACC;MASC;SG	ADJ;FEM;SG
kaulu	osseux	kauls	osseux	N;ACC;MASC;SG	ADJ;MASC;SG
kaulu	bone	kauls	bone	N;ACC;MASC;SG	PROPN
sarakstīja	scénographie	sarakstīt	scénographie	V;FH;IND;3;POS;PST;FIN;ACT	N;FEM;SG
torni	tower	tornis	tower	N;ACC;MASC;SG	PROPN
izdevies	gérés	izdoties	gérer	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
demokrātiskā	démocratiquement	demokrātiska	démocratiquement	ADJ;NOM;FEM;SG	ADV
demokrātiskā	démocrate	demokrātiska	démocrate	ADJ;NOM;FEM;SG	N;MASC;SG
demokrātiskā	démocratiques	demokrātiska	démocratique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
num	num	num	num		
ikdienas	quotidien	ikdiena	quotidien	N;NOM;FEM;PL	ADJ;MASC;SG
ikdienas	quotidienne	ikdiena	quotidien	N;NOM;FEM;PL	ADJ;FEM;SG
konferencē	conférences	konference	conférence	N;ESS;FEM;SG	N;FEM;PL
konrāds	conrad	konrāds	conrad	PROPN;NOM;MASC;SG	PROPN
melni	noire	melns	noir	ADJ;NOM;MASC;PL	ADJ;FEM;SG
melni	black	melns	black	ADJ;NOM;MASC;PL	ADJ;MASC;SG
melni	noir	melns	noir	ADJ;NOM;MASC;PL	N;MASC;SG
dzintars	amber	dzintars	amber	N;NOM;MASC;SG	PROPN
nedēļā	semaines	nedēļa	semaine	N;ESS;FEM;SG	N;FEM;PL
nedēļā	hebdomadaire	nedēļa	hebdomadaire	N;ESS;FEM;SG	ADJ;MASC;SG
nedēļā	hebdomadaires	nedēļa	hebdomadaire	N;ESS;FEM;SG	ADJ;MASC;PL
bohēmijas	bohême	bohēmija	bohême	N;NOM;FEM;PL	ADJ;MASC;SG
brauns	brown	brauns	brown	PROPN;NOM;MASC;SG	PROPN
brauns	marron	brauns	marron	PROPN;NOM;MASC;SG	N;MASC;SG
brauns	bruns	brauns	brun	PROPN;NOM;MASC;SG	ADJ;MASC;PL
brauns	brun	brauns	brun	PROPN;NOM;MASC;SG	ADJ;MASC;SG
brauns	brunes	brauns	brun	PROPN;NOM;MASC;SG	ADJ;FEM;PL
brauns	brune	brauns	brune	PROPN;NOM;MASC;SG	N;FEM;SG
lielpolijas	wielkopolska	lielpolija	wielkopolska	PROPN;GEN;FEM;SG	N;MASC;SG
zāli	graminées	zāle	graminée	N;ACC;FEM;SG	V;FEM;PL;PST;V.PTCP
skots	scott	skots	scott	N;NOM;MASC;SG	PROPN
komunistu	communistes	komunists	communiste	N;ACC;MASC;SG	N;MASC;PL
komunistu	communiste	komunists	communiste	N;ACC;MASC;SG	ADJ;MASC;SG
otto	otto	otts	otto		PROPN
usd	usd	usdēt	usd		N;MASC;SG
usd	us$	usdēt	use		N;MASC;SG
usd	usd	usdēt	usd		N;MASC;SG
usd	us$	usdēt	use		N;MASC;SG
usd	$us	usdēt	cus		
maiami	miami	maiami	miami		PROPN
populāra	populaires	populāra	populaire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
šoseja	autoroutes	šoseja	autoroute	N;NOM;FEM;SG	N;FEM;PL
zivīm	pêcher	zivs	pêcher	N;DAT;FEM;PL	V;NFIN
zivīm	poisson	zivs	poisson	N;DAT;FEM;PL	N;MASC;SG
williams	williams	williams	william	PROPN;NOM;MASC;SG	PROPN
antonio	antonio	antonio	antonio	PROPN	PROPN
vēsturiskā	historiques	vēsturiska	historique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
kameras	chambers	kamera	chamber	N;NOM;FEM;PL	PROPN
krūmu	buissons	krūms	buisson	N;ACC;MASC;SG	N;MASC;PL
krūmu	bush	krūms	bush	N;ACC;MASC;SG	PROPN
krūmu	buissons	krūms	buisson	N;ACC;MASC;SG	N;MASC;PL
krūmu	arbustes	krūms	arbuste	N;ACC;MASC;SG	N;MASC;PL
pāra	paires	pāra	paire	N;NOM;FEM;SG	N;FEM;PL
esi	esi	būt	esi	V;IMP;SG;2;POS;PRS;FIN;ACT	
durvis	porte	durvis	porte	N;NOM;FEM	N;FEM;SG
durvis	portes	durvis	porte	N;NOM;FEM	N;FEM;PL
mainīts	modifiées	mainīt	modifier	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
mainīts	modifiés	mainīt	modifier	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
izraisīt	cause	izraisīt	cause	V;POS;NFIN	N;FEM;SG
atliekas	résidus	atlikties	résidu	N;NOM;FEM	N;MASC;PL
atliekas	résidu	atlikties	résidu	N;NOM;FEM	N;MASC;SG
atliekas	résidus	atlikties	résidu	N;NOM;FEM	N;MASC;PL
sekas	conséquences	sekas	conséquence	N;NOM;FEM	N;FEM;PL
pazemes	underground	pazeme	underground	N;NOM;FEM;PL	N;MASC;SG
pazemes	souterraine	pazeme	souterrain	N;NOM;FEM;PL	ADJ;FEM;SG
pazemes	souterrain	pazeme	souterrain	N;NOM;FEM;PL	N;MASC;SG
vāji	faiblesse	vāji	faiblesse	ADV	N;FEM;SG
vāji	faible	vāji	faible	ADV	ADJ;MASC;SG
vāji	faibles	vāji	faible	ADV	ADJ;MASC;PL
līdzekļi	signifie	līdzeklis	signifier	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
droši	sécuritaire	droši	sécuritaire	PART	ADJ;MASC;SG
droši	sûr	droši	sûr	PART	ADJ;MASC;SG
droši	coffre	droši	coffre	PART	N;MASC;SG
pļavas	meadow	pļava	meadow	N;NOM;FEM;PL	PROPN
pļavas	pré	pļava	pré	N;NOM;FEM;PL	N;MASC;SG
pļavas	prairie	pļava	prairie	N;NOM;FEM;PL	N;FEM;SG
pļavas	meadows	pļava	meadow	N;NOM;FEM;PL	PROPN
dot	dot	dot	dot	V;POS;NFIN	N;FEM;SG
pasts	courrier	pasts	courrier		N;MASC;SG
pasts	mail	pasts	mail		N;MASC;SG
pasts	publier	pasts	publier		V;NFIN
pasts	poste	pasts	poste		N;MASC;SG
pasts	publication	pasts	publication		N;FEM;SG
kazimirs	casimir	kazimirs	casimir	PROPN;NOM;MASC;SG	N;MASC;SG
pieaugušo	adulte	pieaugt	adulte	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
pieaugušo	adultes	pieaugt	adulte	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	N;MASC;PL
galileo	galileo	galileo	galileo		PROPN
galileo	galilée	galileo	galiler		V;FEM;SG;PST;V.PTCP
biroja	bureaux	birojs	bureau	N;GEN;MASC;SG	N;MASC;PL
organizē	organisent	organizēt	organiser	V;IMP;2;POS;FIN;ACT	V;IND;PL;3;PRS;FIN
organizē	organise	organizēt	organiser	V;IMP;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
organizē	organisent	organizēt	organiser	V;IMP;2;POS;FIN;ACT	V;IND;PL;3;PRS;FIN
organizē	organise	organizēt	organiser	V;IMP;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
pieminēts	mentionnés	pieminēt	mentionner	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
pieminēts	mention	pieminēt	mention	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
kandidāts	candidats	kandidāts	candidat	N;NOM;MASC;SG	N;MASC;PL
leftarm	leftarm	leftarm	leftarm	N;NOM;MASC;SG	PROPN
molekulas	molécule	molekula	molécule	N;NOM;FEM;PL	N;FEM;SG
dziļumā	profondeurs	dziļums	profondeur	N;ESS;MASC;SG	N;FEM;PL
platforma	plate	platforma	plat	N;NOM;FEM;SG	ADJ;FEM;SG
platforma	plateformes	platforma	plateforme	N;NOM;FEM;SG	N;FEM;PL
lietota	utilisées	lietot	utiliser	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
lietota	utilisés	lietot	utiliser	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kapu	tombes	kaps	tombe	N;ACC;MASC;SG	N;FEM;PL
kapu	tombe	kaps	tomber	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
kapu	tombe	kaps	tomber	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
kapu	grave	kaps	grave	N;ACC;MASC;SG	ADJ;MASC;SG
nesen	récent	nesen	récent	ADV	ADJ;MASC;SG
nesen	récents	nesen	récent	ADV	ADJ;MASC;PL
nesen	récent	nesen	récent	ADV	ADJ;MASC;SG
nesen	récentes	nesen	récent	ADV	ADJ;FEM;PL
nesen	récente	nesen	récent	ADV	ADJ;FEM;SG
afganistānas	afghan	afganistāna	afghan	N;NOM;FEM;PL	ADJ;MASC;SG
afganistānas	afghans	afganistāna	afghan	N;NOM;FEM;PL	ADJ;MASC;PL
afganistānas	afghane	afganistāna	afghane	N;NOM;FEM;PL	ADJ;FEM;SG
pretējā	opposé	pretēja	opposer	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
pretējā	opposée	pretēja	opposer	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
pretējā	opposés	pretēja	opposer	ADJ;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
metalurgs	metalurgs	metalurgs	metalurg	N;NOM;MASC;SG	PROPN
loka	rim	loks	rim	N;NOM;FEM;SG	PROPN
arābijas	arabe	arābija	arabe	N;NOM;FEM;PL	ADJ;MASC;SG
arābijas	arabes	arābija	arabe	N;NOM;FEM;PL	ADJ;MASC;PL
vietējie	locale	vietējs	local	ADJ;NOM;MASC;PL	ADJ;FEM;SG
vietējie	local	vietējs	local	ADJ;NOM;MASC;PL	ADJ;MASC;SG
veidošanā	façonner	veidošana	façonner	N;ESS;FEM;SG	V;NFIN
atrasts	trouvées	atrast	trouver	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
atrasts	trouvés	atrast	trouver	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
beļģijā	belgique	beļģija	belgique	N;ESS;FEM;SG	ADJ;MASC;SG
deniss	dennis	deniss	dennis	N;NOM;MASC;SG	PROPN
deniss	denis	deniss	denis	N;NOM;MASC;SG	PROPN
deniss	denis	deniss	denis	N;NOM;MASC;SG	PROPN
nelieli	légère	neliels	léger	ADJ;NOM;MASC;PL	ADJ;FEM;SG
atbalsts	aides	atbalsts	aide	N;NOM;MASC;SG	N;FEM;PL
zemāk	dessous	zemi	dessous	ADV;CMPR	N;MASC;SG
lietoti	utilisé	lietot	utiliser	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
lietoti	utilisée	lietot	utiliser	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
lietoti	usé	lietot	user	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
lietoti	porté	lietot	porter	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sarkana	rouges	sarkana	rouge	ADJ;NOM;FEM;SG	ADJ;MASC;PL
alfa	alpha	alfa	alpha		PROPN
alfa	alfa	alfa	alfa		PROPN
asinis	sang	asins	sang	N;NOM;FEM;PL	N;MASC;SG
asinis	sanguin	asins	sanguin	N;NOM;FEM;PL	ADJ;MASC;SG
asinis	blood	asins	blood	N;NOM;FEM;PL	PROPN
labākās	meilleure	laba	meilleur	ADJ;NOM;CMPR;FEM;PL	ADJ;FEM;SG
labākās	meilleur	laba	meilleur	ADJ;NOM;CMPR;FEM;PL	ADJ;MASC;SG
labākās	best	laba	best	ADJ;NOM;CMPR;FEM;PL	PROPN
bitu	bits	bita	bit	N;ACC;FEM;SG	N;MASC;PL
das	das	das	das		
saskaņas	harmonie	saskaņa	harmonie	N;NOM;FEM;PL	N;FEM;SG
saskaņas	harmony	saskaņa	harmony	N;NOM;FEM;PL	PROPN
olu	œufs	ola	œuf	N;ACC;FEM;SG	N;MASC;PL
olu	oeufs	ola	oeuf	N;ACC;FEM;SG	N;MASC;PL
sāls	salé	sāls	saler	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
konstitūcijas	constitution	konstitūcija	constitution	N;NOM;FEM;PL	N;FEM;SG
persiešu	persique	persietas	persique	N;GEN;MASC;PL	N;MASC;SG
persiešu	perse	persietas	perse	N;GEN;MASC;PL	PROPN
persiešu	persan	persietas	persan	N;GEN;MASC;PL	N;MASC;SG
kopiju	copiez	kopija	copiez	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
kopiju	exemplaire	kopija	exemplaire	N;ACC;FEM;SG	ADJ;MASC;SG
kopiju	copier	kopija	copier	N;ACC;FEM;SG	V;NFIN
lbl	lbl	lbl	lbl	PROPN	
kopas	amas	kopa	amas	N;NOM;FEM;PL	N;MASC;SG
racing	course	racingt	course		N;FEM;SG
racing	racing	racingt	racing		N;MASC;SG
racing	courses	racingt	course		N;FEM;PL
atrastas	trouvée	atrast	trouver	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
atrastas	trouvé	atrast	trouver	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
atrastas	retrouvé	atrast	retrouver	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ziedu	floraux	zieds	floral	N;ACC;MASC;SG	ADJ;MASC;PL
ziedu	floral	zieds	floral	N;ACC;MASC;SG	ADJ;MASC;SG
ziedu	fleurs	zieds	fleur	N;ACC;MASC;SG	N;FEM;PL
gsub	gsub	gūt	gsub		
apakšējā	abaisser	apakšēja	abaisser	ADJ;NOM;FEM;SG	V;NFIN
apakšējā	fond	apakšēja	fond	ADJ;NOM;FEM;SG	N;MASC;SG
migrācijas	émigration	migrācija	émigration	N;NOM;FEM;PL	N;FEM;SG
migrācijas	migration	migrācija	migration	N;NOM;FEM;PL	N;FEM;SG
visticamāk	probable	ticami	probable	ADV;RL	ADJ;MASC;SG
stambulas	istanbul	stambula	istanbul	PROPN;NOM;FEM;PL	PROPN
king	roi	king	roi		N;MASC;SG
king	king	king	king		PROPN
materiāls	matériaux	materiāls	matériau	N;NOM;MASC;SG	N;MASC;PL
grieķija	grece	grieķija	grece	N;NOM;FEM;SG	PROPN
stīvens	stéphane	stīvens	stéphane	PROPN;NOM;MASC;SG	PROPN
stīvens	stephen	stīvens	stephen	PROPN;NOM;MASC;SG	PROPN
stīvens	étienne	stīvens	étien	PROPN;NOM;MASC;SG	N;MASC;SG
stīvens	stéphane	stīvens	stéphane	PROPN;NOM;MASC;SG	PROPN
stīvens	steven	stīvens	steven	PROPN;NOM;MASC;SG	PROPN
atsevišķa	séparés	atsevišķa	séparer	ADJ;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
atsevišķa	séparé	atsevišķa	séparer	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
atsevišķa	séparées	atsevišķa	séparer	ADJ;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
atsevišķa	séparer	atsevišķa	séparer	ADJ;NOM;FEM;SG	V;NFIN
programmēšanas	programmation	programmēšana	programmation	N;NOM;FEM;PL	N;FEM;SG
liecības	sentier	liecība	sentier	N;NOM;FEM;PL	N;MASC;SG
liecības	piste	liecība	piste	N;NOM;FEM;PL	N;FEM;SG
liecības	témoignage	liecība	témoignage	N;NOM;FEM;PL	N;MASC;SG
krīzes	crise	krīze	crise	N;NOM;FEM;PL	N;FEM;SG
ķīna	chine	ķīns	chine	PROPN;NOM;FEM;SG	N;FEM;SG
kokos	coco	koks	coco	N;ESS;MASC;PL	N;MASC;SG
uzsāk	débute	uzsākt	débuter	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
uzsāk	démarre	uzsākt	démarrer	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
uzsāk	commence	uzsākt	commencer	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
jūtas	utah	justies	utah	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	PROPN
jūtas	sentiments	justies	sentiment	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;MASC;PL
reģionālās	régional	reģionāla	régional	ADJ;NOM;FEM;PL	ADJ;MASC;SG
bull	bull	bull	bull		PROPN
bull	taureau	bull	taureau		N;MASC;SG
bull	taureaux	bull	taureau		N;MASC;PL
bruņinieku	knights	bruņinieks	knight	N;ACC;MASC;SG	N;MASC;PL
bruņinieku	chevaliers	bruņinieks	chevalier	N;ACC;MASC;SG	N;MASC;PL
domājams	vraisemblablement	domāt	vraisemblablement	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADV
domājams	supposé	domāt	supposer	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
domājams	prétendument	domāt	prétendument	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADV
ārā	sortir	ārā	sortir	ADV	V;NFIN
ārā	sortie	ārā	sortir	ADV	V;FEM;SG;PST;V.PTCP
ārā	out	ārā	out	ADV	PROPN
pieminekļu	monumental	piemineklis	monumental	N;GEN;MASC;PL	ADJ;MASC;SG
pieminekļu	monumentale	piemineklis	monumental	N;GEN;MASC;PL	ADJ;FEM;SG
gemini	gémeaux	gemināt	gémeau		N;MASC;PL
gemini	gemini	gemināt	gemini		PROPN
warriors	warriors	warriors	warrior	N;NOM;MASC;SG	N;MASC;PL
warriors	guerriers	warriors	guerrier	N;NOM;MASC;SG	N;MASC;PL
formulas	formule	formula	formule	N;NOM;FEM;PL	N;FEM;SG
braukšanas	conduire	braukšana	conduire	N;NOM;FEM;SG	V;NFIN
braukšanas	conduite	braukšana	conduire	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
ask	demander	ask	demander	N	V;NFIN
ask	demandez	ask	demander	N	V;IMP;PL;2;PRS;FIN
domas	pensées	doma	penser	N;NOM;FEM;PL	V;FEM;PL;PST;V.PTCP
xiii	xiii	kis	xiii		NUM
xiii	xiiie	kis	xiiie		ADJ;MASC;SG
kazahstānas	kazakhs	kazahstāna	kazakh	PROPN;NOM;FEM;SG	N;MASC;PL
kazahstānas	kazakhe	kazahstāna	kazakh	PROPN;NOM;FEM;SG	ADJ;FEM;SG
kazahstānas	kazakh	kazahstāna	kazakh	PROPN;NOM;FEM;SG	N;MASC;SG
kriss	chris	kriss	chris	PROPN;NOM;MASC;SG	PROPN
kriss	christophe	kriss	christophe	PROPN;NOM;MASC;SG	N;MASC;SG
kriss	kris	kriss	kris	PROPN;NOM;MASC;SG	PROPN
bakalaura	célibataire	bakalaurs	célibataire	N;GEN;MASC;SG	ADJ;MASC;SG
pārdaugavas	duché	pārdaugava	duché	N;NOM;FEM;PL	N;MASC;SG
staņislavs	stanisław	staņislavs	stanisław	N;NOM;MASC;SG	PROPN
plašas	large	plaša	large	ADJ;NOM;FEM;PL	ADJ;MASC;SG
plašas	extensive	plaša	extensif	ADJ;NOM;FEM;PL	ADJ;FEM;SG
kartē	cartes	karte	carte	N;ESS;FEM;SG	N;FEM;PL
izgatavots	fabriqués	izgatavot	fabriquer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
izgatavots	fabriqués	izgatavot	fabriquer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
amerikā	amerique	amerika	amerique	N;ESS;FEM;SG	ADJ;MASC;SG
amerikā	amérique	amerika	amérique	N;ESS;FEM;SG	ADJ;MASC;SG
fam	fam	fam	fam		
air	baguette	air	baguette		N;FEM;SG
air	rod	air	rod		PROPN
air	canne	air	canne		N;FEM;SG
air	tige	air	tige		N;FEM;SG
piezīme	remarque	piezīme	remarque		N;FEM;SG
piezīme	note	piezīme	note		N;FEM;SG
piezīme	notez	piezīme	noter		V;IMP;PL;2;PRS;FIN
nometnes	camp	nometne	camp	N;NOM;FEM;PL	N;MASC;SG
nometnes	campement	nometne	campement	N;NOM;FEM;PL	N;MASC;SG
atklāj	découvrez	atklāt	découvrir	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
atklāj	découverte	atklāt	découvrir	V;FH;IND;3;POS;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
kukaiņi	insecte	kukainis	insecte	N;NOM;MASC;PL	N;MASC;SG
kukaiņi	insecte	kukainis	insecte	N;NOM;MASC;PL	N;MASC;SG
san	asa	san	asant		PROPN
san	san	san	san		PROPN
uzbūvēts	construits	uzbūvēt	construire	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
drīkst	mai	drīkstēt	mai	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;SG
drīkst	may	drīkstēt	may	V;FH;IND;3;POS;PRS;FIN;ACT	PROPN
ērglis	eagle	ērglis	eagle	N;NOM;MASC;SG	PROPN
park	parc	park	parc		N;MASC;SG
nepieciešami	nécessaire	nepieciešams	nécessaire	ADJ;NOM;MASC;PL	ADJ;MASC;SG
nepieciešami	besoin	nepieciešams	besoin	ADJ;NOM;MASC;PL	N;MASC;SG
nepieciešami	requis	nepieciešams	requérir	ADJ;NOM;MASC;PL	V;MASC;SG;PST;V.PTCP
nepieciešami	exigée	nepieciešams	exiger	ADJ;NOM;MASC;PL	V;FEM;SG;PST;V.PTCP
nepieciešami	exigé	nepieciešams	exiger	ADJ;NOM;MASC;PL	V;MASC;SG;PST;V.PTCP
nepieciešami	requise	nepieciešams	requise	ADJ;NOM;MASC;PL	V;FEM;SG;PST;V.PTCP
nepieciešami	nécessaire	nepieciešams	nécessaire	ADJ;NOM;MASC;PL	ADJ;MASC;SG
nepieciešami	obligatoire	nepieciešams	obligatoire	ADJ;NOM;MASC;PL	ADJ;MASC;SG
nepieciešami	requis	nepieciešams	requérir	ADJ;NOM;MASC;PL	V;MASC;SG;PST;V.PTCP
nepieciešami	nécessaire	nepieciešams	nécessaire	ADJ;NOM;MASC;PL	ADJ;MASC;SG
baroka	baroque	baroks	baroque	N;NOM;MASC;SG	ADJ;MASC;SG
baroka	baroques	baroks	baroque	N;NOM;MASC;SG	ADJ;MASC;PL
balsis	vote	balss	vote	N;NOM;FEM;PL	N;MASC;SG
balsis	voix	balss	voix	N;NOM;FEM;PL	N;FEM;SG
balsis	voix	balss	voix	N;NOM;FEM;PL	N;FEM;SG
zirga	chevaux	zirgs	cheval	N;GEN;MASC;SG	N;MASC;PL
queen	reine	queen	reine		N;FEM;SG
queen	queen	queen	queen		N;MASC;SG
saint	sainte	saint	saint		ADJ;FEM;SG
saint	saint	saint	saint		PROPN
starptautiski	international	starptautiski	international	ADV	ADJ;MASC;SG
starptautiski	internationaux	starptautiski	international	ADV	ADJ;MASC;PL
starptautiski	internationale	starptautiski	international	ADV	ADJ;FEM;SG
nīderlande	hollande	nīderlande	hollande	PROPN;NOM;FEM;SG	N;MASC;SG
stokholmas	stockholm	stokholma	stockholm	PROPN;NOM;FEM;SG	PROPN
tramvajs	tramways	tramvajs	tramways	N;NOM;MASC;SG	N;MASC;PL
reģ	reg	reģ	reg	N	
atvērts	ouvrez	atvērts	ouvrir	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IMP;PL;2;PRS;FIN
atvērts	ouverture	atvērts	ouverture	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
āda	cuirs	āda	cuir	N;NOM;FEM;SG	N;MASC;PL
āda	cuirs	āda	cuir	N;NOM;FEM;SG	N;MASC;PL
links	liens	links	lien	N;NOM;MASC;SG	N;MASC;PL
dārzā	jardins	dārzs	jardin	N;ESS;MASC;SG	N;MASC;PL
izvēlēts	sélectionnés	izvēlēt	sélectionner	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
izvēlēts	sélectionnées	izvēlēt	sélectionné	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
tallinā	tallinn	tallina	tallinn	PROPN;ESS;FEM;SG	PROPN
bezmaksas	gratuit	bezmaksa	gratuit	N;NOM;FEM;PL	ADJ;MASC;SG
bezmaksas	gratuits	bezmaksa	gratuit	N;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
bezmaksas	free	bezmaksa	free	N;NOM;FEM;PL	N;MASC;SG
bezmaksas	gratuitement	bezmaksa	gratuitement	N;NOM;FEM;PL	ADV
bezmaksas	libre	bezmaksa	libre	N;NOM;FEM;PL	ADJ;MASC;SG
xiv	xive	xiv	xive	NUM	N;MASC;SG
kanāda	canada	kanāda	canada	PROPN;NOM;FEM;SG	N;MASC;SG
būtībā	essentiellement	būtība	essentiellement	N;ESS;FEM;SG	ADV
būtībā	fondamentalement	būtība	fondamentalement	N;ESS;FEM;SG	ADV
būtībā	essentiellement	būtība	essentiellement	N;ESS;FEM;SG	ADV
būtībā	fondamentalement	būtība	fondamentalement	N;ESS;FEM;SG	ADV
avīzes	quotidiens	avīze	quotidien	N;NOM;FEM;PL	ADJ;MASC;PL
fernando	fernando	fernando	fernando	PROPN	PROPN
lietošana	utiliser	lietošana	utiliser	N;NOM;FEM;SG	V;NFIN
lietošana	utilise	lietošana	utiliser	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
