月	moon	月	moon	N	
法定	lovpligtig	法定	lovpligtig	N	ADJ;INDF;MASC+FEM;SG
法定	lovfæstede	法定	lovfæstet	N	V;PL;PST;V.PTCP
水利	hydrauliske	水利	hydraulisk	N	ADJ;PL
水利	hydraulisk	水利	hydraulisk	N	ADJ;INDF;SG
思考	tænker	思考	tænke	N	V;IND;PRS;FIN;ACT
思考	tænkte	思考	tænke	N	V;IND;PST;FIN;ACT
思考	overvejer	思考	overveje	N	V;IND;PRS;FIN;ACT
思考	tænke	思考	tænke	N	V;NFIN;ACT
慶祝	fejring	慶祝	fejring	V	N;INDF;MASC+FEM;SG
慶祝	festdag	慶祝	festdag	V	N;INDF;MASC+FEM;SG
慶祝	fest	慶祝	fest	V	N;INDF;MASC+FEM;SG
慶祝	fejring	慶祝	fejring	V	N;INDF;MASC+FEM;SG
認證	certificeret	認證	certificere	N	V;INDF;SG;PST;V.PTCP
認證	attesteret	認證	attestere	N	V;INDF;SG;PST;V.PTCP
認證	certificerede	認證	certificere	N	V;PL;PST;V.PTCP
生長	dyrkning	生長	dyrkning	V	N;INDF;MASC+FEM;SG
老人	ældre	老人	gammel	N	ADJ;CMPR
韻	rim	韻	rim	PROPN	N;INDF;NEUT;SG
情人	elskende	情人	elske	N	V;PRS;V.PTCP
移交	overdragelse	移交	overdragelse	V	N;INDF;MASC+FEM;SG
晴	solrig	晴	solrig	PROPN	ADJ;INDF;MASC+FEM;SG
晴	sunny	晴	sunny	PROPN	
雁	gås	雁	gås	PROPN	V;NFIN;PASS
雁	goose	雁	goose	PROPN	N;INDF;MASC+FEM;SG
雁	gæs	雁	gås	PROPN	N;INDF;MASC+FEM;PL
夏威夷	hawaii	夏威夷	hawaii	PROPN	
夏威夷	hawaiian	夏威夷	hawaiian	PROPN	
普及	universal	普及	universal	V	
普及	universelt	普及	universelt	V	ADJ;INDF;NEUT;SG
普及	universelle	普及	universel	V	ADJ;PL
普及	universel	普及	universel	V	ADJ;INDF;MASC+FEM;SG
差距	gap	差距	gipe	N	
盒	box	盒	box	N	
豬	svine	豬	svin	N	V;NFIN;ACT
牆	wall	牆	wall	N	
北洋	beiyang	北洋	beiyang	PROPN	
鶴	kraner	鶴	krane	PROPN	N;INDF;MASC+FEM;PL
鶴	kran	鶴	kran	PROPN	N;INDF;MASC+FEM;SG
鶴	crane	鶴	crane	PROPN	
隸屬	tilslutning	隸屬	tilslutning	V	N;INDF;MASC+FEM;SG
隸屬	tilknytning	隸屬	tilknytning	V	N;INDF;MASC+FEM;SG
隸屬	tilhørsforhold	隸屬	tilhørsforhold	V	N;INDF;NEUT;SG
添	tim	添	tim		
微	microsoft	微	microsoft	N	
蝴蝶	butterfly	蝴蝶	butterfly	N	
廢止	ophævelse	廢止	ophævelse	V	N;INDF;MASC+FEM;SG
舌	tunge	舌	tung	N	ADJ;PL
舌	tongue	舌	tongue	N	
步行	går	步行	gå	N	V;IND;PRS;FIN;ACT
步行	gående	步行	gå	N	V;PRS;V.PTCP
步行	gå	步行	gå	N	V;NFIN;ACT
步行	walk	步行	walk	N	
韓	korea	韓	korea	PROPN	
韓	koreanske	韓	koreansk	PROPN	ADJ;PL
韓	koreansk	韓	koreansk	PROPN	ADJ;INDF;SG
日	yen	日	yen	PROPN	
礁	revet	礁	rive	N	V;INDF;SG;PST;V.PTCP
礁	rev	礁	rive	N	V;IND;PST;FIN;ACT
基督	christian	基督	christian	PROPN	
基督	kristen	基督	kristen	PROPN	ADJ;INDF;MASC+FEM;SG
基督	kristne	基督	kristen	PROPN	ADJ;PL
假設	hypotetiske	假設	hypotetisk	N	ADJ;PL
假設	hypotetisk	假設	hypotetisk	N	ADJ;INDF;SG
假設	antager	假設	antage	N	V;IND;PRS;FIN;ACT
搭配	mix	搭配	milli	V	N;INDF;NEUT;SG
搭配	blanding	搭配	blanding	V	N;INDF;MASC+FEM;SG
轉移	transfer	轉移	transf	V	N;INDF;MASC+FEM;SG
轉移	overdragelse	轉移	overdragelse	V	N;INDF;MASC+FEM;SG
轉移	overførsel	轉移	overførsel	V	N;INDF;MASC+FEM;SG
轉移	forflyttelse	轉移	forflyttelse	V	N;INDF;MASC+FEM;SG
轉移	overføring	轉移	overføring	V	N;INDF;MASC+FEM;SG
周邊	omkringliggende	周邊	omkringliggende	N	ADJ
周邊	omgivende	周邊	omgive	N	ADJ
周邊	perifer	周邊	perif	N	ADJ;INDF;MASC+FEM;SG
周邊	perifert	周邊	perifert	N	ADV
周邊	nærliggende	周邊	nærliggende	N	ADJ
繁忙	travlt	繁忙	travlt	ADJ	ADV
繁忙	optaget	繁忙	optage	ADJ	V;INDF;SG;PST;V.PTCP
清真	masjid	清真	masjid	PROPN	
清真	moskeer	清真	moske	PROPN	N;INDF;MASC+FEM;PL
清真	moské	清真	moské	PROPN	N;INDF;MASC+FEM;SG
排除	udelukkelse	排除	udelukkelse	V	N;INDF;MASC+FEM;SG
排除	udstødelse	排除	udstødelse	V	N;INDF;MASC+FEM;SG
排除	udelukkelse	排除	udelukkelse	V	N;INDF;MASC+FEM;SG
輔助	supplere	輔助	suppler	N	V;NFIN;ACT
颶風	orkanen	颶風	orkan		N;DEF;MASC+FEM;SG
颶風	orkan	颶風	orkan		N;INDF;MASC+FEM;SG
颶風	orkaner	颶風	orkan		N;INDF;MASC+FEM;PL
塞爾維亞	serbien	塞爾維亞	serbi	PROPN	N;DEF;MASC+FEM;SG
塞爾維亞	serbiens	塞爾維亞	serbiens	PROPN	N;GEN;DEF;MASC+FEM;SG
錯	forkert	錯	forkert		ADJ;INDF;SG
錯	forkerte	錯	forkert		ADJ;PL
仿	efterligninger	仿	efterligning		N;INDF;MASC+FEM;PL
仿	efterligning	仿	efterligning		N;INDF;MASC+FEM;SG
仿	imiteret	仿	imitere		V;INDF;SG;PST;V.PTCP
曼谷	bangkok	曼谷	bangkok	PROPN	N;INDF;NEUT;SG
加利福尼亞	californiske	加利福尼亞	californisk	PROPN	ADJ;PL
加利福尼亞	californien	加利福尼亞	californi	PROPN	N;DEF;MASC+FEM;SG
加利福尼亞	california	加利福尼亞	california	PROPN	
改進	bedring	改進	bedring	V	N;INDF;MASC+FEM;SG
改進	forbedringer	改進	forbedring	V	N;INDF;MASC+FEM;PL
改進	forbedring	改進	forbedring	V	N;INDF;MASC+FEM;SG
改進	forbedringer	改進	forbedring	V	N;INDF;MASC+FEM;PL
改進	forbedring	改進	forbedring	V	N;INDF;MASC+FEM;SG
正義	justice	正義	justic	N	
正義	retfærdige	正義	retfærdig	N	ADJ;PL
正義	retskaffen	正義	retskaffe	N	ADJ;INDF;MASC+FEM;SG
正義	retskafne	正義	retskaffel	N	ADJ;PL
正義	retfærdig	正義	retfærdig	N	ADJ;INDF;MASC+FEM;SG
艇	både	艇	både	N	ADV
模擬	analoge	模擬	analoge	N	ADJ;PL
模擬	analogt	模擬	analogt	N	ADJ;INDF;NEUT;SG
模擬	analoge	模擬	analoge	N	ADJ;PL
模擬	analogt	模擬	analogt	N	ADJ;INDF;NEUT;SG
伊斯蘭	islamisk	伊斯蘭	islamisk	PROPN	ADJ;INDF;SG
伊斯蘭	islamiske	伊斯蘭	islamisk	PROPN	ADJ;PL
伊斯蘭	islams	伊斯蘭	islams	PROPN	N;GEN;INDF;MASC+FEM;SG
伊斯蘭	islam	伊斯蘭	islam	PROPN	N;INDF;MASC+FEM;SG
最	stærkest	最	stærkest	ADV	ADJ;DEF;RL
最	kraftigste	最	kraftig	ADV	ADJ;DEF;RL
最	stærkeste	最	stærk	ADV	ADJ;DEF;RL
局部	partiel	局部	partiel	N	ADJ;INDF;MASC+FEM;SG
局部	delvist	局部	delvist	N	ADV
局部	delvise	局部	delvis	N	ADJ;PL
局部	delvis	局部	delvis	N	ADV
局部	lokale	局部	lokal	N	ADJ;PL
局部	lokalt	局部	lokalt	N	ADV
局部	lokal	局部	lokal	N	ADJ;INDF;MASC+FEM;SG
局部	local	局部	local	N	
局部	delvist	局部	delvist	N	ADV
局部	delvis	局部	delvis	N	ADV
木星	jupiter	木星	jupiter	PROPN	
客家	hakka	客家	hakka	N	
天才	genial	天才	genial	N	ADJ;INDF;MASC+FEM;SG
天才	genialt	天才	genialt	N	ADJ;INDF;NEUT;SG
影響	virkning	影響	virkning	V	N;INDF;MASC+FEM;SG
影響	indvirkning	影響	indvirkning	V	N;INDF;MASC+FEM;SG
影響	virkninger	影響	virkning	V	N;INDF;MASC+FEM;PL
影響	impact	影響	impact	V	
影響	indflydelsen	影響	indflydelse	V	N;DEF;MASC+FEM;SG
影響	indflydelse	影響	indflydelse	V	N;INDF;MASC+FEM;SG
影響	påvirkning	影響	påvirkning	V	N;INDF;MASC+FEM;SG
附屬	tilknyttede	附屬	tilknytte	N	V;PL;PST;V.PTCP
附屬	associeret	附屬	associere	N	V;INDF;SG;PST;V.PTCP
附屬	tilknyttet	附屬	tilknytte	N	V;INDF;SG;PST;V.PTCP
海峽	channel	海峽	channel	N	
爪	klør	爪	klør	N	V;IND;PRS;FIN;ACT
孔子	confucius	孔子	confucius	PROPN	
推進	fremdrift	推進	fremdrift	V	N;INDF;MASC+FEM;SG
鵬	peng	鵬	peng	PROPN	
轟炸	bombemanden	轟炸	bombemand	V	N;DEF;MASC+FEM;SG
轟炸	bomber	轟炸	bombe	V	N;INDF;MASC+FEM;PL
轟炸	bombefly	轟炸	bombefly	V	N;INDF;NEUT;SG
轟炸	bombefly	轟炸	bombefly	V	N;INDF;NEUT;SG
要	stronghold	要	stronghold	V	N;INDF;NEUT;SG
要	fæstningen	要	fæstning	V	N;DEF;MASC+FEM;SG
要	fæstning	要	fæstning	V	N;INDF;MASC+FEM;SG
要	fort	要	fort	V	N;INDF;MASC+FEM;SG
要	fort	要	fort	V	N;INDF;MASC+FEM;SG
黎明	dawn	黎明	dawn	PROPN	N;INDF;MASC+FEM;SG
黎明	daggry	黎明	daggry	PROPN	N;INDF;NEUT;SG
黎明	gry	黎明	gry	PROPN	N;INDF;MASC+FEM;SG
巴勒斯坦	palæstina	巴勒斯坦	palæstina	PROPN	N;INDF;MASC+FEM;SG
跨	krydsning	跨	krydsning	V	N;INDF;MASC+FEM;SG
跨	passage	跨	passage	V	N;INDF;MASC+FEM;SG
暖	varm	暖	varm	N	ADJ;INDF;MASC+FEM;SG
暖	varmt	暖	varm	N	ADJ;INDF;NEUT;SG
暖	varmer	暖	varm	N	V;IND;PRS;FIN;ACT
刺激	stimulation	刺激	stimulation	V	N;INDF;MASC+FEM;SG
刺激	stimulans	刺激	stimulans	V	N;INDF;MASC+FEM;SG
刺激	stimulering	刺激	stimulering	V	N;INDF;MASC+FEM;SG
刺激	stimuli	刺激	stimuli	V	N;INDF;MASC+FEM;SG
刺激	stimulans	刺激	stimulans	V	N;INDF;MASC+FEM;SG
刺激	stimulering	刺激	stimulering	V	N;INDF;MASC+FEM;SG
刺激	stimulering	刺激	stimulering	V	N;INDF;MASC+FEM;SG
彪	biao	彪	biao	PROPN	
道教	taoisme	道教	taoisme	PROPN	N;INDF;MASC+FEM;SG
借用	låntagning	借用	låntagning	V	N;INDF;MASC+FEM;SG
姐	sis	姐	sis	PROPN	
姐	søs	姐	søs	PROPN	N;INDF;MASC+FEM;SG
向	vestpå	向	vestpå	ADP	N;INDF
儲存	oplagring	儲存	oplagring	V	N;INDF;MASC+FEM;SG
儲存	lagring	儲存	lagring	V	N;INDF;MASC+FEM;SG
儲存	lager	儲存	lage	V	N;INDF;MASC+FEM;PL
儲存	opbevaring	儲存	opbevaring	V	N;INDF;MASC+FEM;SG
成年	voksen	成年	voksen	N	ADJ;INDF;MASC+FEM;SG
成年	voksent	成年	voksen	N	ADJ;INDF;NEUT;SG
成年	voksne	成年	voksen	N	ADJ;PL
繁殖	formering	繁殖	formering	V	N;INDF;MASC+FEM;SG
繁殖	avl	繁殖	avl	V	N;INDF;MASC+FEM;SG
繁殖	avlsdyr	繁殖	avlsdyr	V	N;INDF;NEUT;PL
繁殖	opdræt	繁殖	opdræte	V	N;INDF;NEUT;SG
繁殖	race	繁殖	race	V	N;INDF;MASC+FEM;SG
繁殖	racen	繁殖	race	V	N;DEF;MASC+FEM;SG
繁殖	gengivelse	繁殖	gengivelse	V	N;INDF;MASC+FEM;SG
繁殖	reproduktion	繁殖	reproduktion	V	N;INDF;MASC+FEM;SG
繁殖	kopiering	繁殖	kopiering	V	N;INDF;MASC+FEM;SG
事後	bagefter	事後	bagefter	N	ADV
實驗	laboratoriet	實驗	laboratorium	V	N;DEF;NEUT;SG
實驗	laboratorium	實驗	laboratorium	V	N;INDF;NEUT;SG
實驗	laboratorie	實驗	laboratorie	V	N;INDF;NEUT;SG
實驗	laboratorier	實驗	laboratorium	V	N;INDF;NEUT;PL
實驗	laboratorierne	實驗	laboratorium	V	N;DEF;NEUT;PL
實驗	laboratoriet	實驗	laboratorium	V	N;DEF;NEUT;SG
實驗	laboratorium	實驗	laboratorium	V	N;INDF;NEUT;SG
實驗	lab	實驗	lab	V	N;INDF;NEUT;SG
實驗	laboratorie	實驗	laboratorie	V	N;INDF;NEUT;SG
敘述	fortælling	敘述	fortælling	V	N;INDF;MASC+FEM;SG
敘述	beskrivende	敘述	beskrivende	V	ADJ
水晶	crystal	水晶	crystal	N	
跟	follow	跟	follow	ADP	
跟	følge	跟	følge	ADP	N;INDF;MASC+FEM;SG
跟	følg	跟	følg	ADP	V;IMP
跟	følger	跟	følge	ADP	V;IND;PRS;FIN;ACT
秘魯	peru	秘魯	peru	PROPN	PROPN
反射	refleks	反射	refleks	V	N;INDF;MASC+FEM;SG
反射	refleksion	反射	refleksion	V	N;INDF;MASC+FEM;SG
反射	spejlbillede	反射	spejlbillet	V	N;INDF;NEUT;SG
反射	afspejling	反射	afspejling	V	N;INDF;MASC+FEM;SG
反射	overvejelser	反射	overvejelse	V	N;INDF;MASC+FEM;PL
反射	reflekser	反射	reflekse	V	N;INDF;MASC+FEM;PL
反射	overvejelser	反射	overvejelse	V	N;INDF;MASC+FEM;PL
血液	blood	血液	blood	N	
後方	bagud	後方	bagud	N	ADV
後方	bagerste	後方	bag	N	ADJ;DEF;RL
後方	bageste	後方	bagest	N	ADJ;DEF;RL
日常	daglige	日常	daglig	N	ADJ;PL
依靠	stoler	依靠	stol	ADP	V;IND;PRS;FIN;ACT
審查	gennemgå	審查	gennemgå	N	V;NFIN;ACT
審查	gennemse	審查	gennemse	N	
分解	forrådnelse	分解	forrådnelse	V	N;INDF;MASC+FEM;SG
分解	nedbrydning	分解	nedbrydning	V	N;INDF;MASC+FEM;SG
除	medmindre	除	medmindre	V	ADV
最快	hurtigst	最快	hurtigst	ADJ	ADV;RL
馬德里	madrid	馬德里	madrid	PROPN	PROPN
標示	mærkning	標示	mærkning	V	N;INDF;MASC+FEM;SG
標示	markering	標示	markering	V	N;INDF;MASC+FEM;SG
標示	afmærkning	標示	afmærkning	V	N;INDF;MASC+FEM;SG
標示	marker	標示	mark	V	N;INDF;MASC+FEM;PL
標示	mark	標示	mark	V	N;INDF;MASC+FEM;SG
減	nedgang	減	nedgang	ADP	N;INDF;MASC+FEM;SG
減	fald	減	fald	ADP	N;INDF;NEUT;SG
減	minus	減	minus	ADP	N;INDF;NEUT;SG
談判	forhandlinger	談判	forhandling	V	N;INDF;MASC+FEM;PL
談判	forhandling	談判	forhandling	V	N;INDF;MASC+FEM;SG
談判	forhandling	談判	forhandling	V	N;INDF;MASC+FEM;SG
談判	forhandlinger	談判	forhandling	V	N;INDF;MASC+FEM;PL
談判	forhandlingerne	談判	forhandling	V	N;DEF;MASC+FEM;PL
流通	omløb	流通	omløb	V	N;INDF;NEUT;SG
流通	oplag	流通	oplag	V	N;INDF;NEUT;SG
流通	cirkulation	流通	cirkulation	V	N;INDF;MASC+FEM;SG
流通	strømning	流通	strømning	V	N;INDF;MASC+FEM;SG
流通	flow	流通	flow	V	N;INDF;NEUT;SG
流通	strøm	流通	strøm	V	N;INDF;MASC+FEM;SG
費用	afgifter	費用	afgift	N	ADV
購物	shop	購物	shop	N	
購物	shoppe	購物	shoppe	N	V;NFIN;ACT
購物	shopper	購物	shop	N	V;IND;PRS;FIN;ACT
購物	shoppe	購物	shoppe	N	V;NFIN;ACT
重慶	chongqing	重慶	chongqing	PROPN	
加里	gary	加里	gary	PROPN	
最少	minimum	最少	minimum	ADJ	N;INDF;NEUT;SG
最少	mindst	最少	mindst	ADJ	ADV;RL
撤銷	undgåelse	撤銷	undgåelse	V	N;INDF;MASC+FEM;SG
外觀	fremtræden	外觀	fremtræde	N	V;V.MSDR
喇嘛	lamas	喇嘛	lamas	N	
盟軍	allieret	盟軍	alliere	N	V;INDF;SG;PST;V.PTCP
盟軍	allied	盟軍	allied	N	
盟軍	allierede	盟軍	alliere	N	V;PL;PST;V.PTCP
盟軍	allierede	盟軍	alliere	N	V;PL;PST;V.PTCP
灰色	gråt	灰色	grå	N	ADJ;INDF;NEUT;SG
灰色	gray	灰色	gray	N	
灰色	grå	灰色	grå	N	ADJ;INDF;SG
灰色	gråt	灰色	grå	N	ADJ;INDF;NEUT;SG
灰色	grå	灰色	grå	N	ADJ;INDF;SG
灰色	grey	灰色	grey	N	
妍	yeon	妍	yeon	PROPN	
累積	akkumulering	累積	akkumulering	V	N;INDF;MASC+FEM;SG
累積	akkumulation	累積	akkumulation	V	N;INDF;MASC+FEM;SG
累積	ophobning	累積	ophobning	V	N;INDF;MASC+FEM;SG
秩序	order	秩序	orde	N	
秩序	bestil	秩序	bestil	N	V;IMP
蘇丹	sudan	蘇丹	sudan	PROPN	PROPN
侵略	invaderet	侵略	invadere	N	V;INDF;SG;PST;V.PTCP
徐	xuzhou	徐	xuzhou	PROPN	
促進	fremme	促進	fremme	V	ADV
促進	promovering	促進	promovering	V	N;INDF;MASC+FEM;SG
獵	hunt	獵	hun	N	
獵	jage	獵	jage	N	V;NFIN;ACT
獵	jage	獵	jage	N	V;NFIN;ACT
遺產	nedarvede	遺產	nedarvet	N	ADJ;PL
俄國	rusland	俄國	rusland	PROPN	PROPN
俄國	ruslands	俄國	rusland	PROPN	PROPN;GEN
獨特	entydigt	獨特	entydig	ADJ	ADV
電氣	elektriske	電氣	elektrisk	N	ADJ;PL
電氣	elektrisk	電氣	elektrisk	N	ADJ;INDF;SG
電氣	elektriske	電氣	elektrisk	N	ADJ;PL
電氣	elektrisk	電氣	elektrisk	N	ADJ;INDF;SG
為	hvorfor	為	hvorfor	ADP	ADV
評估	bedømmelse	評估	bedømmelse	V	N;INDF;MASC+FEM;SG
評估	vurdering	評估	vurdering	V	N;INDF;MASC+FEM;SG
評估	evaluering	評估	evaluering	V	N;INDF;MASC+FEM;SG
評估	vurderinger	評估	vurdering	V	N;INDF;MASC+FEM;PL
評估	evaluering	評估	evaluering	V	N;INDF;MASC+FEM;SG
評估	vurdering	評估	vurdering	V	N;INDF;MASC+FEM;SG
評估	bedømmelse	評估	bedømmelse	V	N;INDF;MASC+FEM;SG
記憶	ram	記憶	ram	N	
記憶	memory	記憶	memory	N	
擴展	udvidelse	擴展	udvidelse	V	N;INDF;MASC+FEM;SG
擴展	forlængelse	擴展	forlængelse	V	N;INDF;MASC+FEM;SG
擴展	udvidelse	擴展	udvidelse	V	N;INDF;MASC+FEM;SG
擴展	udbygning	擴展	udbygning	V	N;INDF;MASC+FEM;SG
擴展	ekspansion	擴展	ekspansion	V	N;INDF;MASC+FEM;SG
建國	grundlæggelse	建國	grundlæggelse	V	N;INDF;MASC+FEM;SG
烯	ene	烯	ene	N	ADJ
龐	pang	龐	pang	PROPN	N;INDF;NEUT;SG
解放	pla	解放	pla	V	
下游	downstream	下游	downstream	N	
較	større	較	stor	ADV	ADJ;CMPR
較	støre	較	støre	ADV	ADJ;CMPR
較	større	較	stor	ADV	ADJ;CMPR
泰山	tarzan	泰山	tarzan	PROPN	N;INDF;MASC+FEM;SG
每月	månedligt	每月	månedlig	DET	ADV
每月	månedlige	每月	månedlig	DET	ADJ;PL
每月	månedlig	每月	månedlig	DET	ADJ;INDF;MASC+FEM;SG
更換	udskiftning	更換	udskiftning	V	N;INDF;MASC+FEM;SG
更換	afløsning	更換	afløsning	V	N;INDF;MASC+FEM;SG
更換	afløser	更換	afløser	V	N;INDF;MASC+FEM;SG
更換	erstatning	更換	erstatning	V	N;INDF;MASC+FEM;SG
快樂	joy	快樂	joy	N	
快樂	lykkelig	快樂	lykkelig	N	ADJ;INDF;MASC+FEM;SG
快樂	glade	快樂	glad	N	ADJ;PL
快樂	tilfreds	快樂	tilfreds	N	ADJ;INDF;MASC+FEM;SG
快樂	glad	快樂	glad	N	ADJ;INDF;SG
快樂	happy	快樂	happy	N	
守護	vogter	守護	vogte	N	V;IND;PRS;FIN;ACT
守護	bevogtet	守護	bevogte	N	V;INDF;SG;PST;V.PTCP
法	fransk	法	fransk	PROPN	ADJ;INDF;SG
法	franskmænd	法	franskmand	PROPN	N;INDF;MASC+FEM;PL
法	franskmand	法	franskmand	PROPN	N;INDF;MASC+FEM;SG
法	french	法	french	PROPN	
法	franske	法	fransk	PROPN	ADJ;PL
頭部	head	頭部	head	N	
增長	vækstrate	增長	vækstrate	V	N;INDF;MASC+FEM;SG
增長	vækst	增長	vækst	V	N;INDF;MASC+FEM;SG
增長	væksten	增長	vækst	V	N;DEF;MASC+FEM;SG
增長	tilvækst	增長	tilvækst	V	N;INDF;MASC+FEM;SG
粉絲	vifter	粉絲	vifter	N	V;IND;PRS;FIN;ACT
消除	elimination	消除	elimination	V	
消除	afskaffelse	消除	afskaffelse	V	N;INDF;MASC+FEM;SG
消除	eliminering	消除	eliminering	V	N;INDF;MASC+FEM;SG
消除	fjernelse	消除	fjernelse	V	N;INDF;MASC+FEM;SG
拖	drag	拖	drag	V	N;INDF;MASC+FEM;SG
拖	træk	拖	træk	V	N;INDF;NEUT;SG
拖	slæb	拖	slæb	V	N;INDF;NEUT;SG
消滅	udryddelse	消滅	udryddelse	V	N;INDF;MASC+FEM;SG
形狀	forme	形狀	forme	N	V;IMP;ACT
配偶	ægtefællen	配偶	ægtefælle	V	N;DEF;MASC+FEM;SG
配偶	ægtefælle	配偶	ægtefælle	V	N;INDF;MASC+FEM;SG
配偶	ægtefællerne	配偶	ægtefælle	V	N;DEF;MASC+FEM;PL
配偶	ægtefæller	配偶	ægtefælle	V	N;INDF;MASC+FEM;PL
強化	intensivering	強化	intensivering	V	N;INDF;MASC+FEM;SG
強化	uddybning	強化	uddybning	V	N;INDF;MASC+FEM;SG
強化	forstærkning	強化	forstærkning	V	N;INDF;MASC+FEM;SG
強化	forstærkninger	強化	forstærkning	V	N;INDF;MASC+FEM;PL
強化	styrkelse	強化	styrkelse	V	N;INDF;MASC+FEM;SG
天堂	heaven	天堂	heaven	N	
代表	repræsentation	代表	repræsentation	V	N;INDF;MASC+FEM;SG
代表	repræsentationen	代表	repræsentation	V	N;DEF;MASC+FEM;SG
關鍵	tast	關鍵	taste	N	V;IMP
約克	york	約克	york	PROPN	PROPN
設計	designere	設計	designere	V	N;INDF;MASC+FEM;PL
設計	designer	設計	designe	V	N;INDF;MASC+FEM;SG
框架	rammer	框架	ramme	N	V;IND;PRS;FIN;ACT
框架	rammer	框架	ramme	N	V;IND;PRS;FIN;ACT
抑制	hæmning	抑制	hæmning	V	N;INDF;MASC+FEM;SG
抑制	hæmninger	抑制	hæmning	V	N;INDF;MASC+FEM;PL
抑制	undertrykkelse	抑制	undertrykkelse	V	N;INDF;MASC+FEM;SG
室內	indendørs	室內	indendørs	N	ADJ
室內	indendørs	室內	indendørs	N	ADJ
互動	vekselvirkning	互動	vekselvirkning	V	N;INDF;MASC+FEM;SG
互動	interaktion	互動	interaktion	V	N;INDF;MASC+FEM;SG
互動	samspil	互動	samspil	V	N;INDF;NEUT;SG
互動	interaktioner	互動	interaktion	V	N;INDF;MASC+FEM;PL
互動	interaktion	互動	interaktion	V	N;INDF;MASC+FEM;SG
互動	samspil	互動	samspil	V	N;INDF;NEUT;SG
互動	engagement	互動	engagement	V	N;INDF;NEUT;SG
互動	interaktion	互動	interaktion	V	N;INDF;MASC+FEM;SG
互動	forlovelse	互動	forlovelse	V	N;INDF;MASC+FEM;SG
互動	interaktiv	互動	interaktiv	V	ADJ;INDF;MASC+FEM;SG
互動	interaktivt	互動	interaktivt	V	ADJ;INDF;NEUT;SG
互動	interaktive	互動	interaktiv	V	ADJ;PL
突擊	overgreb	突擊	overgreb	V	N;INDF;NEUT;SG
突擊	overfald	突擊	overfald	V	N;INDF;NEUT;SG
突擊	angreb	突擊	angreb	V	N;INDF;NEUT;SG
西蒙	simon	西蒙	simon	PROPN	
中	mellemstor	中	mellemstor	N	ADJ;INDF;MASC+FEM;SG
中	moderate	中	moderat	N	ADJ;PL
中	moderat	中	moderat	N	ADJ;INDF;MASC+FEM;SG
武士	samurai	武士	samurai	N	
淡	bleg	淡	bleg	N	ADJ;INDF;MASC+FEM;SG
淡	blege	淡	blege	N	ADJ;PL
淡	falmer	淡	falme	N	V;IND;PRS;FIN;ACT
棚	udgydt	棚	udgyde	N	V;INDF;SG;PST;V.PTCP
保加利亞	bulgarien	保加利亞	bulgarie	PROPN	PROPN
羅馬尼亞	rumænien	羅馬尼亞	rumænie	PROPN	PROPN
入境	indgående	入境	indgående	V	ADJ
入境	indtræden	入境	indtræden	V	N;INDF;MASC+FEM;SG
入境	indgang	入境	indgang	V	N;INDF;MASC+FEM;SG
入境	indrejse	入境	indrejse	V	N;INDF;MASC+FEM;SG
提示	drikkepenge	提示	drikkepenge	V	N;INDF;MASC+FEM;PL
提示	tips	提示	tip	V	N;INDF;MASC+FEM;SG
提示	tip	提示	tip	V	N;INDF;NEUT;SG
提示	vink	提示	vink	V	N;INDF;NEUT;SG
提示	stikord	提示	stikord	V	N;INDF;NEUT;SG
提示	spids	提示	spids	V	N;INDF;MASC+FEM;SG
提示	drikkepenge	提示	drikkepenge	V	N;INDF;MASC+FEM;PL
提示	tip	提示	tip	V	N;INDF;NEUT;SG
提示	fif	提示	fif	V	N;INDF;NEUT;SG
提示	vink	提示	vink	V	N;INDF;NEUT;SG
提示	hint	提示	hint	V	N;INDF;NEUT;SG
提示	tip	提示	tip	V	N;INDF;NEUT;SG
周圍	omkring	周圍	omkring	N	ADV
短暫	flygtig	短暫	flygtig	ADV	ADJ;INDF;MASC+FEM;SG
短暫	forbigående	短暫	forbigående	ADV	ADJ
狙擊	snigskytte	狙擊	snigskytte	V	N;INDF;MASC+FEM;SG
滅絕	uddøde	滅絕	uddøde	V	ADJ;PL
滅絕	uddød	滅絕	uddød	V	ADJ;INDF;MASC+FEM;SG
滅絕	udryddelse	滅絕	udryddelse	V	N;INDF;MASC+FEM;SG
滅絕	tilintetgørelse	滅絕	tilintetgørelse	V	N;INDF;MASC+FEM;SG
滅絕	uddød	滅絕	uddød	V	ADJ;INDF;MASC+FEM;SG
滅絕	udslettelse	滅絕	udslettelse	V	N;INDF;MASC+FEM;SG
滅絕	udryddelse	滅絕	udryddelse	V	N;INDF;MASC+FEM;SG
納粹	nazist	納粹	nazist	PROPN	N;INDF;MASC+FEM;SG
納粹	nazi	納粹	nazi	PROPN	
納粹	nazistiske	納粹	nazistisk	PROPN	ADJ;PL
納粹	nazisterne	納粹	nazist	PROPN	N;DEF;MASC+FEM;PL
納粹	nazister	納粹	nazist	PROPN	N;INDF;MASC+FEM;PL
勞動	arbejderpartiet	勞動	arbejderparti	V	N;DEF;NEUT;SG
勞動	arbejdskraft	勞動	arbejdskraft	V	N;INDF;MASC+FEM;SG
溫泉	onsen	溫泉	onsen	N	
航行	sejle	航行	sejle	N	V;NFIN;ACT
航行	sejlet	航行	sejle	N	V;INDF;SG;PST;V.PTCP
航行	sejler	航行	sejle	N	V;IND;PRS;FIN;ACT
