til	برای	til	برای	ADV	ADP
master	master	mast	master	N;INDF;MASC+FEM;PL	N;SG
master	استادی	mast	استاد	N;INDF;MASC+FEM;PL	N;SG
master	ارباب	mast	ارباب	N;INDF;MASC+FEM;PL	N;SG
master	استاد	mast	استاد	N;INDF;MASC+FEM;PL	N;SG
heart	قلبی	heart	قلبی		N;SG
heart	دل	heart	دل		N;SG
heart	قلب	heart	قلب		N;SG
muslimske	مسلمان	muslimsk	مسلمان	ADJ;PL	N;SG
muslimske	مسلمانان	muslimsk	مسلمان	ADJ;PL	N;PL
besatte	عقده	besætte	عقده	V;PST;FIN;ACT	N;SG
nationalt	نشنال	nationalt	نشنال	ADV	N;SG
nationalt	ملی	nationalt	ملی	ADV	ADJ
præcis	دقیقأ	præcis	دقیقأ	ADV	
adfærd	رفتارها	adfærd	رفتار	N;INDF;MASC+FEM;SG	N;PL
denmark	دانمارک	denmark	دانمارک		N;SG
pensioneret	بازنشست	pensionere	بازنشست	V;INDF;SG;PST;V.PTCP	N;SG
pensioneret	بازنشسته	pensionere	بازنشسته	V;INDF;SG;PST;V.PTCP	ADJ;SG;3;V.PTCP
tone	تون	tone	تون	N;INDF;MASC+FEM;SG	
erklæret	اعلام	erklære	اعلام	V;INDF;SG;PST;V.PTCP	N;SG
ohio	اوهایو	ohio	اوهایو	PROPN	N;SG
brun	قهوهای	brun	قهو	ADJ;INDF;MASC+FEM;SG	N;PL
brun	براون	brun	براون	ADJ;INDF;MASC+FEM;SG	N;SG
francis	فرنسیس	francis	فرنسیس		N;SG
francis	فرانسیس	francis	فرانسیس		N;SG
overlevende	بازماندگان	overleve	None	V;PRS;V.PTCP	N;PL
overlevende	بازمانده	overleve	بازمانده	V;PRS;V.PTCP	N;SG
preussiske	پروس	preussisk	پروس	ADJ;PL	N;SG
nedre	پایینی	nedre	پایینی	ADJ	N;SG
wikimedia	ویکیمدیا	wikimedia	ویکیمدیا		N;SG
tim	تیم	tim	تیم		N;SG
tim	tim	tim	tim		N;SG
frederiksen	فردریکسن	frederiks	فردریکسن	PROPN	N;SG
bredere	بازتر	bred	باز	ADV;CMPR	ADJ;CMPR
bredere	وسیعتر	bred	وسیع	ADV;CMPR	ADJ;CMPR
bredere	وسیعتر	bred	وسیع	ADV;CMPR	ADJ;CMPR
fyret	اخراج	fyre	اخراج	V;INDF;SG;PST;V.PTCP	N;SG
anmeldelser	notifications	anmeldelse	notifications	N;INDF;MASC+FEM;PL	N;SG
anmeldelser	اعلان	anmeldelse	اعلان	N;INDF;MASC+FEM;PL	N;SG
wild	وحشی	wild	وحشی		N;SG
wild	وایلد	wild	وایلد		N;SG
kap	کیپ	kipe	کیپ		N;SG
kap	شنل	kipe	شنل		N;SG
kap	دماغه	kipe	دماغه		N;SG
gentagne	تکراری	gentage	تکراری	V;PL;PST;V.PTCP	ADJ
info	اطلاعات	info	اطلاع	N;INDF;NEUT;SG	N;PL
løn	حقوق	løn	حق	N;INDF;MASC+FEM;SG	N;PL
gammelt	کهن	gammel	کهن	ADJ;INDF;NEUT;SG	N;SG
gammelt	باستانی	gammel	باستانی	ADJ;INDF;NEUT;SG	N;SG
gammelt	باستان	gammel	باستان	ADJ;INDF;NEUT;SG	N;SG
gammelt	پیر	gammel	پیر	ADJ;INDF;NEUT;SG	N;SG
gammelt	قدیمی	gammel	قدیمی	ADJ;INDF;NEUT;SG	N;SG
gammelt	قدمت	gammel	قدمت	ADJ;INDF;NEUT;SG	N;SG
beck	بک	beck	بک		N;SG
skifter	تغییر	skifte	تغییر	V;IND;PRS;FIN;ACT	N;SG
falde	سقوط	falde	سقوط	V;NFIN;ACT	N;SG
falde	پاییز	falde	پاییز	V;NFIN;ACT	N;SG
falde	fall	falde	fall	V;NFIN;ACT	N;SG
falde	افتادن	falde	افتادن	V;NFIN;ACT	N;SG
georgia	گرجستان	georgia	گرجستان		N;SG
georgia	جورجیا	georgia	None		N;SG
fame	شهرتش	fame	شهرتش		N;SG
fame	شهرت	fame	شهرت		N;SG
fame	شهرتی	fame	شهرت		N;SG
europe	اروپای	europe	اروپا		N;SG
europe	اروپا	europe	اروپا		N;SG
ocean	اقیانوس	ocean	None		N;SG
ocean	اقیانوسی	ocean	اقیانوسی		N;SG
faldet	فل	falde	فل	V;INDF;SG;PST;V.PTCP	
identitet	همانی	identitet	None	N;INDF;MASC+FEM;SG	
indeholde	حاوی	indeholde	حاوی	V;NFIN;ACT	ADJ
krige	جنگ	krig	جنگ	N;INDF;MASC+FEM;PL	N;SG
krige	جنگی	krig	جنگی	N;INDF;MASC+FEM;PL	N;SG
japanerne	ژاپنی	japaner	ژاپنی	N;DEF;MASC+FEM;PL	N;SG
vidner	شاهدین	vidne	شاهدین	N;INDF;NEUT;PL	N;SG
vidner	ناظر	vidne	ناظر	N;INDF;NEUT;PL	N;SG
vidner	شهادت	vidne	شهادت	N;INDF;NEUT;PL	N;SG
vidner	شاهد	vidne	شاهد	N;INDF;NEUT;PL	N;SG
vidner	شاهدی	vidne	شاهدی	N;INDF;NEUT;PL	N;SG
vidner	گواه	vidne	گواه	N;INDF;NEUT;PL	N;SG
jarl	ایرل	jarl	ایرل	N;INDF;MASC+FEM;SG	
kritiseret	انتقاد	kritisere	انتقاد	V;INDF;SG;PST;V.PTCP	N;SG
kritiseret	نقد	kritisere	نقد	V;INDF;SG;PST;V.PTCP	N;SG
hemmelige	رازی	hemmelig	راز	ADJ;PL	N;SG
hemmelige	راز	hemmelig	راز	ADJ;PL	N;SG
hemmelige	مخفی	hemmelig	مخفی	ADJ;PL	N;SG
bruce	بروس	bruce	بروس		N;SG
milano	میلان	milano	None	PROPN	N;SG
milano	میلانو	milano	میلانو	PROPN	N;SG
bosat	مقیم	bosat	مقیم	V;INDF;SG;PST;V.PTCP	N;SG
bosat	ساکن	bosat	ساکن	V;INDF;SG;PST;V.PTCP	N;SG
bosat	رزیدنت	bosat	رزیدنت	V;INDF;SG;PST;V.PTCP	N;SG
bosat	اقامت	bosat	اقامت	V;INDF;SG;PST;V.PTCP	N;SG
bosat	مقیم	bosat	مقیم	V;INDF;SG;PST;V.PTCP	N;SG
øge	افزایش	øge	افزایش	V;NFIN;ACT	N;SG
canadisk	کانادایی	canadisk	کانادایی	ADJ;INDF;SG	N;SG
canadisk	کانادا	canadisk	کانادا	ADJ;INDF;SG	N;SG
frø	بذر	frø	بذر	N;INDF;NEUT;PL	N;SG
frø	دانه	frø	دانه	N;INDF;NEUT;PL	N;SG
frø	بذر	frø	بذر	N;INDF;NEUT;PL	N;SG
frø	دانه	frø	دانه	N;INDF;NEUT;PL	N;SG
frø	نسل	frø	نسل	N;INDF;NEUT;PL	N;SG
frø	قورباغه	frø	قورباغه	N;INDF;NEUT;PL	N;SG
dei	dei	dei	dei		N;SG
facebook	faceb	facebook	faceb	N;INDF;MASC+FEM;SG	
singler	اختصاص	singel	اختصاص	N;INDF;MASC+FEM;PL	N;SG
singler	تکآهنگ	singel	تکآهنگ	N;INDF;MASC+FEM;PL	N;SG
singler	تکنفره	singel	تکنفره	N;INDF;MASC+FEM;PL	N;SG
singler	مجرد	singel	مجرد	N;INDF;MASC+FEM;PL	N;SG
sydney	سیدنی	sydney	سیدنی		N;SG
forskelle	تفاوت	forskel	تفاوت	N;INDF;MASC+FEM;PL	N;SG
forskelle	تفاوتهای	forskel	تفاوت	N;INDF;MASC+FEM;PL	N;SG
forskelle	تفاوتها	forskel	تفاوت	N;INDF;MASC+FEM;PL	N;SG
forskelle	اختلاف	forskel	اختلاف	N;INDF;MASC+FEM;PL	N;SG
naturlig	natural	naturlig	natural	ADJ;INDF;MASC+FEM;SG	N;SG
øverst	بالا	øverst	بالا	ADJ;RL	ADV;ESS
øverst	top	øverst	top	ADJ;RL	N;SG
øverst	تاپ	øverst	تاپ	ADJ;RL	N;SG
øverst	اوج	øverst	اوج	ADJ;RL	N;SG
øverst	فاعل	øverst	None	ADJ;RL	N;SG
bryde	استراحت	bryde	استراحت	V;NFIN;ACT	N;SG
bryde	شکستن	bryde	شکستن	V;NFIN;ACT	N;SG
etniske	قومی	etnisk	قومی	ADJ;PL	N;SG
etniske	نژادی	etnisk	نژادی	ADJ;PL	N;SG
lena	لینا	lena	لینا		N;SG
lena	لنا	lena	لنا		N;SG
bundet	مقید	binde	None	V;INDF;SG;PST;V.PTCP	N;SG
bundet	متعهد	binde	None	V;INDF;SG;PST;V.PTCP	ADJ
bundet	گره	binde	None	V;INDF;SG;PST;V.PTCP	N;SG
regional	منطقهای	regional	منطق	N;INDF;MASC+FEM;SG	N;PL
human	مهربانانه	human	مهربانانه		ADV
dække	کاور	dække	کاور	V;NFIN;ACT	N;SG
dække	جلد	dække	جلد	V;NFIN;ACT	N;SG
dække	پوشش	dække	پوشش	V;NFIN;ACT	N;SG
venedig	ونیز	venedig	ونیز	PROPN	
fremtidige	اینده	fremtidig	اینده	ADJ;PL	
fremtidige	future	fremtidig	future	ADJ;PL	N;SG
fremtidige	آینده	fremtidig	آینده	ADJ;PL	N;SG
arnold	آرنولد	arnold	آرنولد		N;SG
ida	آیدا	ida	آیدا		N;SG
ida	ایدا	ida	ایدا		N;SG
juridiske	قانونی	juridisk	قانونی	ADJ;PL	N;SG
juridiske	حقوقی	juridisk	حقوقی	ADJ;PL	N;PL
musikalsk	موزیکال	musikalsk	موزیکال	ADV	N;SG
stemte	رای	stemme	None	V;IND;PST;FIN;ACT	N;SG
stemte	رأی	stemme	رأی	V;IND;PST;FIN;ACT	N;SG
anker	بایستد	anke	ایستاد#ایست	N;INDF;MASC+FEM;SG	V;SBJV;SG;3;PRS
opfundet	اختراع	opfinde	اختراع	V;INDF;SG;PST;V.PTCP	N;SG
midlertidig	موقتاً	midlertidig	موقتاً	ADJ;INDF;MASC+FEM;SG	ADV
midlertidig	موقت	midlertidig	None	ADJ;INDF;MASC+FEM;SG	N;SG
midlertidig	موقتی	midlertidig	موقتی	ADJ;INDF;MASC+FEM;SG	N;SG
midlertidig	موقتا	midlertidig	موقتا	ADJ;INDF;MASC+FEM;SG	N;SG
midlertidig	موقت	midlertidig	None	ADJ;INDF;MASC+FEM;SG	N;SG
midlertidig	موقتی	midlertidig	موقتی	ADJ;INDF;MASC+FEM;SG	N;SG
unit	یگان	unit	یهان		N;SG
unit	یکای	unit	یکا		N;SG
unit	واحد	unit	واحد		N;SG
unit	یکا	unit	یکا		N;SG
arkiv	آرشیو	arkiv	آرشیو	N;INDF;NEUT;SG	N;PL
arkiv	آرشیو	arkiv	آرشیو	N;INDF;NEUT;SG	N;PL
lærde	عالمان	lærde	عالم	ADJ;PL	N;PL
lærde	دانشمندان	lærde	دانشمند	ADJ;PL	N;PL
lærde	علمای	lærde	عالم	ADJ;PL	N;PL
lærde	محققان	lærde	محقق	ADJ;PL	N;PL
lærde	ادیب	lærde	ادیب	ADJ;PL	N;SG
lærde	پژوهشگر	lærde	پژوهشگر	ADJ;PL	N;SG
forstår	فهم	forstå	فهم	V;IND;PRS;FIN;ACT	N;SG
forstår	درک	forstå	درک	V;IND;PRS;FIN;ACT	N;SG
fødsel	b	fødsel	b	N;INDF;MASC+FEM;SG	INTJ
sol	سان	sol	سان	N;INDF;MASC+FEM;SG	
sol	sol	sol	sol	N;INDF;MASC+FEM;SG	
løst	حل	løse	حل	V;INDF;SG;PST;V.PTCP	N;SG
løst	شل	løse	None	V;INDF;SG;PST;V.PTCP	N;SG
løst	شُل	løse	شُل	V;INDF;SG;PST;V.PTCP	N;SG
tilføje	افزودن	tilføje	افزودن	V;NFIN;ACT	N;SG
jernbaner	ریل	jernbane	ریل	N;INDF;MASC+FEM;PL	N;SG
hørt	مشورت	høre	مشورت	V;INDF;SG;PST;V.PTCP	N;SG
hørt	شنیدن	høre	شنیدن	V;INDF;SG;PST;V.PTCP	N;SG
hørt	بشنود	høre	None	V;INDF;SG;PST;V.PTCP	V;SBJV;SG;3;PRS
salt	شوره	salt	شوره	ADJ;INDF;SG	N;SG
salt	شور	salt	شور	ADJ;INDF;SG	N;SG
salt	سالت	salt	None	ADJ;INDF;SG	N;SG
salt	نمکی	salt	نمکی	ADJ;INDF;SG	N;SG
salt	نمک	salt	نمک	ADJ;INDF;SG	N;SG
fjender	دشمن	fjende	دشمن	N;INDF;MASC+FEM;PL	N;SG
fjender	دشمنی	fjende	دشمنی	N;INDF;MASC+FEM;PL	N;SG
antonio	آنتونیو	antonio	آنتونیو		N;SG
trondheim	تروندهایم	trondheim	تروند	N;INDF;NEUT;SG	N;PL
gold	طلای	gold	طلا		N;SG
gold	gold	gold	gold		N;SG
gold	طلا	gold	طلا		N;SG
gold	طلایی	gold	طلایی		ADJ
gold	گلد	gold	گلد		N;SG
gold	زرین	gold	None		N;SG
endeligt	نهائی	endelig	نهائی	ADV	N;SG
endeligt	نهایی	endelig	نهایی	ADV	ADJ
endeligt	پایانی	endelig	پایان	ADV	N;SG
endeligt	آخرین	endelig	آخرین	ADV	ADJ;RL
endeligt	فاینال	endelig	فاینال	ADV	N;SG
totalt	کلا	totalt	None	ADV	
reduceret	خواص	reducere	خاصه	V;INDF;SG;PST;V.PTCP	N;PL
nick	نیک	nick	نیک		N;SG
socialdemokraterne	سوسیالیست	socialdemokrat	سوسیالیست	N;DEF;MASC+FEM;PL	N;SG
alvorlig	شدید	alvorlig	شدید	ADJ;INDF;MASC+FEM;SG	N;SG
motiver	انگیزش	motiv	انگیزش	N;INDF;NEUT;PL	N;SG
rod	رود	rod	رفت#رو	N;INDF;MASC+FEM;SG	V;SBJV;SG;3;PRS
gæster	میهمان	gæst	None	N;INDF;MASC+FEM;PL	
indstillet	تنظیم	indstille	تنظیم	V;INDF;SG;PST;V.PTCP	N;SG
korn	حبوبات	korn	None	N;INDF;NEUT;SG	N;PL
korn	حبوبات	korn	None	N;INDF;NEUT;SG	N;PL
korn	غلات	korn	None	N;INDF;NEUT;SG	N;PL
celler	سلول	celler	سلول	N;INDF;NEUT;PL	N;SG
konflikter	تضاد	konflikt	None	N;INDF;MASC+FEM;PL	N;SG
konflikter	ناسازگار	konflikt	ناسازگار	N;INDF;MASC+FEM;PL	N;SG
konflikter	ناسازگاری	konflikt	ناسازگاری	N;INDF;MASC+FEM;PL	N;SG
konflikter	درگیری	konflikt	درگیری	N;INDF;MASC+FEM;PL	N;SG
konflikter	منازعه	konflikt	منازعه	N;INDF;MASC+FEM;PL	N;SG
konflikter	کشمکش	konflikt	کشمکش	N;INDF;MASC+FEM;PL	N;SG
konflikter	نزاع	konflikt	نزاع	N;INDF;MASC+FEM;PL	N;SG
konflikter	ناسازگاری	konflikt	ناسازگاری	N;INDF;MASC+FEM;PL	N;SG
kai	کای	kai	کا		
tænke	تفکر	tænke	تفکر	V;NFIN;ACT	N;SG
tænke	فکر	tænke	فکر	V;NFIN;ACT	N;SG
katolsk	کاتولیک	katolsk	کاتولیک	ADJ;INDF;SG	N;SG
siddende	نشستن	sidde	نشستن	V;PRS;V.PTCP	N;SG
murray	مورای	murray	مورا		N;SG
murray	موری	murray	موری		N;SG
kompagni	گروهان	kompagni	گروه	N;INDF;NEUT;SG	N;PL
dagligt	daily	dagligt	daily	ADV	
dagligt	دیلی	dagligt	دیلی	ADV	N;SG
sammenlignet	مقایسه	sammenligne	مقایسه	V;INDF;SG;PST;V.PTCP	N;SG
lovgivning	حقوق	lovgivning	حق	N;INDF;MASC+FEM;SG	N;PL
lide	رنج	lide	رنج	V;NFIN;ACT	N;SG
sound	صوت	sound	صوت		N;SG
sound	صدا	sound	صدا		N;SG
tæller	شمارش	tælle	شمارش	V;IND;PRS;FIN;ACT	N;SG
tæller	شمردن	tælle	شمردن	V;IND;PRS;FIN;ACT	N;SG
tæller	شمارش	tælle	شمارش	V;IND;PRS;FIN;ACT	N;SG
ian	لان	ian	لان	PROPN	N;SG
ian	ایان	ian	ایان	PROPN	N;SG
movie	فیلمی	movie	فیلم		N;SG
movie	فیلم	movie	فیلم		N;SG
movie	فیلمش	movie	فیلمش		
movie	سینمایی	movie	سینمایی		ADJ
ton	تن	ton	تن	N;INDF;NEUT;PL	N;SG
forslaget	فرمایشات	forslag	فرمایش	N;DEF;NEUT;SG	N;PL
nils	نیلز	nils	نیلز		N;SG
cuba	کوبا	cuba	کوبا	PROPN	N;SG
nede	فرود	nede	فرود	ADV	N;SG
forbedret	بهبود	forbedre	بهبود	V;INDF;SG;PST;V.PTCP	N;SG
socialistisk	سوسیالیستی	socialistisk	سوسیالیستی	ADV	N;SG
socialistisk	سوسیالیست	socialistisk	سوسیالیست	ADV	N;SG
flade	مسطح	flad	مسطح	ADJ;PL	N;SG
flade	فلت	flad	فلت	ADJ;PL	N;SG
lise	لیزه	lise	لیزه		N;SG
sammensat	متشکل	sammensætte	متشکل	V;INDF;SG;PST;V.PTCP	ADJ
sammensat	سروده	sammensætte	سروده	V;INDF;SG;PST;V.PTCP	ADJ;SG;3;V.PTCP
sammensat	کامپوزیت	sammensætte	کامپوزیت	V;INDF;SG;PST;V.PTCP	N;SG
sammensat	مرکب	sammensætte	None	V;INDF;SG;PST;V.PTCP	N;SG
synger	آواز	synge	آواز	V;IND;PRS;FIN;ACT	N;SG
synger	خوانندگی	synge	خوانندگی	V;IND;PRS;FIN;ACT	N;SG
vanskeligt	سخت	vanskeligt	سخت	ADJ;INDF;NEUT;SG	ADV
vanskeligt	سختی	vanskeligt	سختی	ADJ;INDF;NEUT;SG	N;SG
nyheder	نیوز	nyhed	نیوز	N;INDF;MASC+FEM;PL	N;SG
nyheder	خبر	nyhed	خبر	N;INDF;MASC+FEM;PL	N;SG
nyheder	خبری	nyhed	None	N;INDF;MASC+FEM;PL	N;SG
udvide	گسترش	udvide	گسترش	V;NFIN;ACT	N;SG
udvide	منبسط	udvide	منبسط	V;NFIN;ACT	ADJ
udvide	گسترش	udvide	گسترش	V;NFIN;ACT	N;SG
udvide	جفا	udvide	جفا	V;NFIN;ACT	N;SG
udvide	بسط	udvide	بسط	V;NFIN;ACT	N;SG
robin	رابین	robin	None		N;SG
robin	روبین	robin	None		N;SG
diskussioner	بحثش	diskussion	بحثش	N;INDF;MASC+FEM;PL	N;SG
diskussioner	بحث	diskussion	بحث	N;INDF;MASC+FEM;PL	N;SG
diskussioner	مناظره	diskussion	مناظره	N;INDF;MASC+FEM;PL	N;SG
erstattede	جایگزین	erstatte	جایگزین	V;IND;PST;FIN;ACT	ADJ
laura	لورا	laura	لورا		N;SG
tjener	گارسون	tjene	گارسون	V;IND;PRS;FIN;ACT	N;SG
tjener	خدمت	tjene	خدمت	V;IND;PRS;FIN;ACT	N;SG
tjener	سرو	tjene	سرو	V;IND;PRS;FIN;ACT	N;SG
tjener	نوکر	tjene	نوکر	V;IND;PRS;FIN;ACT	N;SG
tjener	بنده	tjene	بنده	V;IND;PRS;FIN;ACT	N;SG
tjener	پیشخدمت	tjene	پیشخدمت	V;IND;PRS;FIN;ACT	N;SG
vladimir	ولادیمیر	vladimir	ولادیمیر		N;SG
stefan	استفن	stefan	استفن		N;SG
stefan	اشتفان	stefan	اشتف		N;SG
stefan	stefan	stefan	None		N;SG
stefan	استیفن	stefan	استیفن		N;SG
beach	بیچ	beach	بیچ		N;SG
beach	ساحل	beach	ساحل		N;SG
tower	تاور	towe	تاور	N;INDF;MASC+FEM;PL	N;SG
tower	برج	towe	برج	N;INDF;MASC+FEM;PL	N;SG
ændrer	تغییر	ændre	تغییر	V;IND;PRS;FIN;ACT	N;SG
komplet	تکمیل	komplet	تکمیل	ADJ;INDF;SG	N;SG
western	غربی	western	غربی	N;INDF;MASC+FEM;SG	ADJ
tendens	ترند	tendens	ترند	N;INDF;MASC+FEM;SG	V;PL;3;PRS
nedsat	خواص	nedsætte	خاصه	V;INDF;SG;PST;V.PTCP	N;PL
stoppet	ایستاد	stop	ایستاد#ایست	N;DEF;NEUT;SG	V;SG;3;PST
strækning	کشش	strækning	کشش	N;INDF;MASC+FEM;SG	
strækning	دراز	strækning	دراز	N;INDF;MASC+FEM;SG	ADJ
afrikanske	آفریقایی	afrikansk	آفریقایی	ADJ;PL	N;SG
ann	ان	ann	None		N;SG
færre	less	få	less	ADJ;CMPR;PL	N;SG
kredse	دایره	kreds	دایره	N;INDF;MASC+FEM;PL	N;SG
bond	باند	bond	باند		N;SG
bond	پیوند	bond	پیوند		N;SG
forlader	ترک	forlade	ترک	V;IND;PRS;FIN;ACT	N;SG
syvende	هفتمین	syvende	هفتمین	ADJ	NUM
gader	خیابان	gade	خیابان	N;INDF;MASC+FEM;PL	N;SG
grene	شعبه	grene	شعبه	N;DEF;NEUT;PL	N;SG
grene	شاخه	grene	شاخه	N;DEF;NEUT;PL	N;SG
kelly	کلی	kelly	کلی		ADV
ofre	قربانی	offer	قربانی	N;INDF;NEUT;PL	N;SG
ofre	فدا	offer	فدا	N;INDF;NEUT;PL	N;SG
ofre	ذبح	offer	ذبح	N;INDF;NEUT;PL	N;SG
ofre	فداکاری	offer	فداکاری	N;INDF;NEUT;PL	N;SG
pakistan	پاکستان	pakistan	پاکستان	PROPN	N;SG
onde	شر	ond	شر	ADJ;PL	
onde	شرور	ond	شرور	ADJ;PL	N;SG
onde	شرارت	ond	شرارت	ADJ;PL	N;SG
onde	بدجنس	ond	بدجنس	ADJ;PL	N;SG
onde	بدکاران	ond	بدکار	ADJ;PL	N;PL
onde	نابکار	ond	نابکار	ADJ;PL	N;SG
digitale	رقمی	digital	None	ADJ;PL	N;SG
digitale	digital	digital	digital	ADJ;PL	N;SG
digitale	دیجیتالی	digital	None	ADJ;PL	N;SG
digitale	دیجیتال	digital	None	ADJ;PL	N;SG
arme	بازوان	arm	بازوان	N;INDF;MASC+FEM;PL	
arme	آغوش	arm	آغوش	N;INDF;MASC+FEM;PL	N;SG
arme	بازو	arm	بازو	N;INDF;MASC+FEM;PL	N;SG
place	محل	place	محل		N;SG
place	مکانی	place	مکان		N;SG
place	مکان	place	مکان		N;SG
place	جای	place	جا		N;SG
place	جایی	place	جا		N;SG
helge	هلگ	helge	هلگ		
helge	مقدسات	helge	مقدسه		N;PL
jordan	جوردن	jordan	جوردن		N;SG
jordan	جردن	jordan	جردن		N;SG
jordan	اردن	jordan	اردن		N;SG
lisa	لیسا	lisa	لیسا		N;SG
lisa	لیزا	lisa	لیزا		N;SG
individuelle	شخصی	individuel	شخص	ADJ;PL	N;SG
individuelle	فرد	individuel	فرد	ADJ;PL	N;SG
sjælden	نادره	sjælden	نادره	ADJ;INDF;MASC+FEM;SG	N;SG
sjælden	کمیاب	sjælden	کمیاب	ADJ;INDF;MASC+FEM;SG	N;SG
sjælden	نادر	sjælden	نادر	ADJ;INDF;MASC+FEM;SG	N;SG
sjælden	نادری	sjælden	نادری	ADJ;INDF;MASC+FEM;SG	N;SG
opgive	رها	opgive	رها	V;NFIN;ACT	N;SG
koch	کوخ	koch	کوخ		N;SG
koch	کخ	koch	کخ		
dream	دریم	dream	دریم		N;SG
dream	خواب	dream	خواب		N;SG
dream	رویا	dream	رویا		N;SG
dream	رؤیا	dream	رؤیا		N;SG
dream	رویای	dream	رویا		N;SG
dream	رؤیای	dream	رؤیا		N;SG
matt	مَت	matt	مَت		
françois	فرانسوا	françois	فرانسوا		N;SG
bogstaver	lettering	bogstave	lettering	N;INDF;NEUT;PL	N;SG
order	نظم	orde	نظم		N;SG
order	فرمان	orde	فرمان		N;SG
order	دستور	orde	دستور		N;SG
order	سفارش	orde	None		N;SG
order	ترتیب	orde	ترتیب		N;SG
angel	آنجل	angel	آنجل		N;SG
angel	فرشته	angel	فرشته		N;SG
angel	انجل	angel	انجل		N;SG
optræde	نمایشی	optræde	نمایشی	V;NFIN;ACT	N;SG
læs	خواندن	læs	خواندن	V;IMP	N;SG
læs	بخوانند	læs	خواند#خوان	V;IMP	V;SBJV;PL;3;PRS
læs	بخوانید	læs	خواند#خوان	V;IMP	V;SBJV;PL;2;PRS
turister	توریست	turist	توریست	N;INDF;MASC+FEM;PL	N;SG
emma	اِما	emma	امما		N;SG
jura	حقوق	jura	حق	N;INDF;MASC+FEM;SG	N;PL
afvist	عزل	afvise	عزل	V;INDF;SG;PST;V.PTCP	N;SG
bryder	بشکند	bryde	شکست#شکن	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS
bryder	شکستن	bryde	شکستن	V;IND;PRS;FIN;ACT	N;SG
bryder	شکنی	bryde	شکنی	V;IND;PRS;FIN;ACT	N;SG
fremtid	اینده	fremtid	اینده	N;INDF;MASC+FEM;SG	
mødt	met	møde	met	V;INDF;SG;PST;V.PTCP	
andrea	آندریا	anden	آندریا		N;SG
andrea	آندرا	anden	آندرا		N;SG
videnskabelig	علمی	videnskabelig	علمی	ADJ;INDF;MASC+FEM;SG	N;SG
ryan	راین	ryan	راین	PROPN	N;SG
ryan	رایان	ryan	رایان	PROPN	N;SG
akademisk	دانشگاهی	akademisk	دانشگاهی	ADV	N;SG
akademisk	آکادمیک	akademisk	آکادمیک	ADV	N;SG
akademisk	تحصیلی	akademisk	تحصیلی	ADV	N;SG
præsenteret	عرضه	præsentere	عرضه	V;INDF;SG;PST;V.PTCP	N;SG
skandinaviske	اسکاندیناوی	skandinavisk	اسکاندیناوی	ADJ;PL	N;SG
forsyninger	آذوقه	forsyning	آذوقه	N;INDF;MASC+FEM;PL	N;SG
mørk	دارک	mørk	دارک	ADJ;INDF;MASC+FEM;SG	N;SG
mørk	تاریک	mørk	None	ADJ;INDF;MASC+FEM;SG	N;SG
mørk	تیره	mørk	تیره	ADJ;INDF;MASC+FEM;SG	N;SG
skala	مقیاس	skala	مقیاس		N;SG
universet	کائنات	univers	کائن	N;DEF;NEUT;SG	N;PL
egenskab	اموال	egenskab	مال	N;INDF;MASC+FEM;SG	N;PL
bernhard	برنهارد	bernhard	برن		N;SG
brændte	سوخته	brænde	سوخته	V;IND;PST;FIN;ACT	ADJ
tørre	خشکیده	tør	خشکیده	ADJ;PL	ADJ;SG;3;V.PTCP
dukker	عروسک	dukke	عروسک	V;IND;PRS;FIN;ACT	N;SG
islandsk	ایسلندی	islandsk	ایسلندی	ADJ;INDF;SG	N;SG
nfl	nfl	nfl	nfl		N;SG
warszawa	ورشو	warszawa	ورشو		N;SG
demokratisk	دمکراتیک	demokratisk	None	ADV	N;SG
demokratisk	دموکراتیک	demokratisk	دموکراتیک	ADV	N;SG
demokratisk	دموکرات	demokratisk	دموکر	ADV	N;SG
afdøde	مرحوم	afdød	مرحوم	ADJ;DEF;SG	N;SG
borg	کسل	borg	کسل	N;INDF;MASC+FEM;SG	ADJ
sarah	ساره	sarah	ساره		N;SG
dbu	dbu	dbu	dbu	N;INDF;MASC+FEM;SG	
beviser	برهان	bevis	برهان	N;INDF;NEUT;PL	N;SG
beviser	اثبات	bevis	اثبات	N;INDF;NEUT;PL	N;SG
beviser	مدرک	bevis	مدرک	N;INDF;NEUT;PL	N;SG
beviser	مدرک	bevis	مدرک	N;INDF;NEUT;PL	N;SG
bernard	برنارد	bernard	رفت#رن		N;SG
bernard	برنار	bernard	برنار		N;SG
dresden	درسدن	dresd	درسدن		N;SG
blandede	مخلوط	blande	مخلوط	V;PL;PST;V.PTCP	N;SG
blandede	مختلط	blande	مختلط	V;PL;PST;V.PTCP	N;SG
atlanterhavet	اطلس	atlanterhavet	None	N;DEF;NEUT;SG	
muslimer	مسلمان	muslim	مسلمان	N;INDF;MASC+FEM;PL	N;SG
muslimer	مسلمان	muslim	مسلمان	N;INDF;MASC+FEM;PL	N;SG
muslimer	مسلم	muslim	مسلم	N;INDF;MASC+FEM;PL	ADJ
bodil	بودیل	bodil	بودیل		N;SG
kæmper	کشمکش	kæmpe	کشمکش	V;IND;PRS;FIN;ACT	N;SG
kæmper	تقلا	kæmpe	تقلاً	V;IND;PRS;FIN;ACT	N;SG
