של	shel	של	shel	PART;GEN	N;NOM;INDF;MASC+FEM;SG
ירידה	minska	ירידה	minska	N;FEM;SG	V;IMP;NFIN;ACT
ירידה	vikande	ירידה	vikande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
ירידה	minskande	ירידה	minska	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
שומר	väktare	שומר	väkt		N;NOM;INDF;MASC+FEM;PL
שומר	guardian	שומר	guardian		N;NOM;INDF;MASC+FEM;SG
שומר	vårdnadshavare	שומר	vårdnadshavare		N;NOM;INDF;MASC+FEM;PL
שומר	förmyndare	שומר	förmyndare		N;NOM;INDF;MASC+FEM;SG
שומר	vakta	שומר	vakta		V;IMP;FIN;ACT
שומר	vakt	שומר	vakt		N;NOM;INDF;MASC+FEM;SG
שומר	fänkål	שומר	fänkål		N;NOM;INDF;MASC+FEM;SG
בוצע	avklarat	בוצע	avklara	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בוצע	done	בוצע	dö	V;MASC;SG;3;PST;PASS	V;IMP;FIN;ACT
בוצע	gjort	בוצע	göra	V;MASC;SG;3;PST;PASS	V;V.CVB;ACT
בוצע	färdig	בוצע	färdig	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG
למטה	down	למטה	do		N;NOM;INDF;MASC+FEM;SG
למטה	neråt	למטה	neråt		ADV
למטה	nere	למטה	nere		ADV
למטה	nedåt	למטה	nedåt		ADV
למטה	ner	למטה	ner		ADV
למטה	nedan	למטה	nedan		ADV
למטה	nedanför	למטה	nedanför		ADV
למטה	nedervåningen	למטה	nedervåning		N;NOM;DEF;MASC+FEM;SG
סולו	solo	סול	solo		N;NOM;INDF;MASC+FEM;SG
סולו	sulu	סול	sulu		N;NOM;INDF;MASC+FEM;SG
אמנון	amnon	אמנון	amnon	PROPN	PROPN;NOM
שמירה	vaktade	שמירה	vaktad	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
שמירה	bevakat	שמירה	bevaka	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שמירה	bevakad	שמירה	bevaka	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
שמירה	vakta	שמירה	vakta	N;FEM;SG	V;IMP;FIN;ACT
שמירה	bibehållande	שמירה	bibehålla	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
מוגבל	begränsad	מוגבל	begränsad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מוגבל	begränsade	מוגבל	begränsad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מוגבל	begränsat	מוגבל	begränsad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מוגבל	limited	מוגבל	limited	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
מוגבל	begränsat	מוגבל	begränsad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מוגבל	begränsade	מוגבל	begränsad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מוגבל	begränsad	מוגבל	begränsad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מילא	fyllda	מילא	fylld	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
מילא	ifylld	מילא	fylla_i	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מילא	fyllt	מילא	fylla	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מילא	fylld	מילא	fylld	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
רישיון	licensierad	רישיון	licensierad	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
רישיון	licensierade	רישיון	licensierad	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
הכשרה	kvalifikationer	הכשרה	kvalifikation	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
הכשרה	utbildade	הכשרה	utbilda	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
הכשרה	tränade	הכשרה	träna	N;FEM;SG	V;IND;PST;FIN;ACT
הכשרה	tränat	הכשרה	träna	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הכשרה	tränad	הכשרה	träna	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הכשרה	utbildad	הכשרה	utbilda	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
גרין	greene	מה"גרין	greene	PROPN	PROPN;NOM
גרין	gröna	מה"גרין	grön	PROPN	ADJ;NOM;PL
גרין	grön	מה"גרין	grön	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
גרין	grönt	מה"גרין	grön	PROPN	ADJ;NOM;INDF;NEUT;SG
גרין	green	מה"גרין	gre	PROPN	N;NOM;INDF;NEUT;SG
חיצוני	externt	חיצוני	extern	ADJ;MASC;SG	ADV
חיצוני	externa	חיצוני	ext	ADJ;MASC;SG	N;NOM;DEF;MASC+FEM;PL
הפדרציה	federationen	הפדרציה	federation	PROPN	N;NOM;DEF;MASC+FEM;SG
הפדרציה	federation	הפדרציה	federation	PROPN	N;NOM;INDF;MASC+FEM;SG
העבר	förbi	העבר	förbi		ADV
העבר	förflutet	העבר	förfluten		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
העבר	förflutna	העבר	förfluten		ADJ;NOM;PL;PST;V.PTCP
רומנים	rumänska	רומני	rumänsk	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
רומנים	rumänsk	רומני	rumänsk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
נשלחו	transporteras	נשלח	transportera	V;PL;3;PST;MID	V;IND;PRS;FIN;PASS
נשלחו	levererad	נשלח	levererad	V;PL;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נשלחו	fraktas	נשלח	frakta	V;PL;3;PST;MID	V;IND;NFIN;PASS
נשלחו	levereras	נשלח	leverera	V;PL;3;PST;MID	V;IND;FIN;PASS
נשלחו	inlämnade	נשלח	inlämna	V;PL;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נשלחו	skickas	נשלח	skicka	V;PL;3;PST;MID	V;IND;PRS;FIN;PASS
נשלחו	skickade	נשלח	skicka	V;PL;3;PST;MID	V;IND;PST;FIN;ACT
נשלחו	skickat	נשלח	skicka	V;PL;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נשלחו	skickad	נשלח	skicka	V;PL;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
יזם	entreprenör	יזם	entreprenör	PROPN	N;NOM;INDF;MASC+FEM;SG
יזם	företagare	יזם	företagare	PROPN	N;NOM;INDF;MASC+FEM;PL
יזם	initierat	יזם	initiera	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
יזם	initierade	יזם	initiera	PROPN	ADJ;NOM;PL;PST;V.PTCP
יזם	inledda	יזם	läla	PROPN	ADJ;NOM;PL;PST;V.PTCP
יזם	inledde	יזם	inleda	PROPN	V;IND;PST;FIN;ACT
יזם	utvecklare	יזם	utvecklare	PROPN	N;NOM;INDF;MASC+FEM;PL
תמך	stödde	תמך	stödje	PROPN	V;IND;PST;FIN;ACT
תמך	stöds	תמך	stödja	PROPN	V;IND;PRS;FIN;PASS
תמך	stöttat	תמך	stötta	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
תמך	stöttade	תמך	stötta	PROPN	ADJ;NOM;PL;PST;V.PTCP
ניצחונות	vinner	ניצחון	vinna	N;MASC;PL	V;IND;PRS;FIN;ACT
חומרי	material	חומרי	material	ADJ;MASC;PL	N;NOM;INDF;NEUT;SG
הקובץ	arkiv	הקובץ	arkiv	PROPN	N;NOM;INDF;NEUT;SG
הקובץ	file	הקובץ	file	PROPN	N;NOM;INDF;NEUT;SG
הקובץ	fil	הקובץ	fil	PROPN	N
שימור	bevarande	שימור	bevarande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
שימור	bevarande	שימור	bevarande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
שימור	bibehållande	שימור	bibehålla	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
אלפרד	alfred	אלפרד	alfred	PROPN	PROPN;NOM
אסירים	fångar	אסיר	fånga	N;MASC;PL	V;IND;PRS;FIN;ACT
אסירים	intagna	אסיר	ta_in	N;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
חכם	intelligenta	חכם	intelligent		ADJ;NOM;PL
חכם	intelligent	חכם	intelligent		ADJ;NOM;INDF;MASC+FEM;SG
חכם	smart	חכם	smar		ADJ;NOM;INDF;MASC+FEM;SG
חכם	vist	חכם	vist		N;NOM;INDF;NEUT;SG
חכם	klokt	חכם	klok		ADJ;NOM;INDF;NEUT;SG
חכם	vis	חכם	vis		N;NOM;INDF;NEUT;SG
חכם	klok	חכם	klok		ADJ;NOM;INDF;MASC+FEM;SG
חכם	kloka	חכם	klok		ADJ;NOM;PL
חכם	smarta	חכם	smart		ADJ;NOM;PL
חכם	smart	חכם	smar		ADJ;NOM;INDF;MASC+FEM;SG
אחוזים	procent	אחוז	procent	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
אחוזים	procent	אחוז	procent	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
אחוזים	procentsats	אחוז	procentsats	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
אחוזים	procent	אחוז	procent	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
המושל	guvernören	המושל	guvernör	PROPN	N;NOM;DEF;MASC+FEM;SG
המושל	guvernör	המושל	guvernör	PROPN	N;NOM;INDF;MASC+FEM;SG
מבצעים	verksamhet	מבצע	verksamhet	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
הארמון	palatset	הארמון	palats	PROPN	N;NOM;DEF;NEUT;SG
הארמון	palats	הארמון	palats	PROPN	N;NOM;INDF;NEUT;SG
הארמון	palace	הארמון	palace	PROPN	N;NOM;INDF;MASC+FEM;SG
הארמון	slott	הארמון	slott	PROPN	N;NOM;INDF;NEUT;SG
ההרים	berg	ההרים	berg	ADV	N;NOM;INDF;NEUT;SG
ההרים	fjällen	ההרים	fjälle	ADV	N;NOM;DEF;MASC+FEM;SG
צפונה	norr	צפון	norr	ADV	N;NOM;INDF;MASC+FEM;SG
צפונה	norra	צפון	norra	ADV	ADJ;NOM;DEF;SG
צפונה	nord	צפון	nord	ADV	PROPN;NOM
מתחם	domän	מתחם	domän	PROPN	N;NOM;INDF;MASC+FEM;SG
מתחם	domänen	מתחם	domän	PROPN	N;NOM;DEF;MASC+FEM;SG
מתחם	komplext	מתחם	komplext	PROPN	ADJ;NOM;INDF;NEUT;SG
מתחם	komplicerad	מתחם	komplicerad	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מתחם	komplex	מתחם	komplex	PROPN	ADJ;NOM;INDF;NEUT;SG
מתחם	komplexa	מתחם	komplex	PROPN	ADJ;NOM;PL
מתחם	komplicerat	מתחם	komplicerad	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מתחם	förening	מתחם	förening	PROPN	N;NOM;INDF;MASC+FEM;SG
מתחם	sammansatt	מתחם	sammansatt	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עיון	bläddra	עיון	bläddra	N;MASC;SG	V;IMP;FIN;ACT
עיון	bläddra	עיון	bläddra	N;MASC;SG	V;IMP;FIN;ACT
הכרה	erkännanden	הכרה	erkännande	N;FEM;SG	N;NOM;INDF;NEUT;PL
פירות	frukt	פרי	frukt	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
פירות	frukt	פרי	frukt	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מסחרי	reklamfilm	מסחרי	reklamfilm	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מסחרי	kommersiell	מסחרי	kommersiell	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מסחרי	kommersiella	מסחרי	kommersiell	ADJ;MASC;SG	ADJ;NOM;PL
בסביבה	kring	בסביבה	kring		ADP
בסביבה	omkring	בסביבה	omkring		ADV
בסביבה	runt	בסביבה	runt		ADV
בקשה	tillämpa	בקשה	tillämpa	N;FEM;SG	V;IMP;FIN;ACT
בקשה	applicera	בקשה	applicera	N;FEM;SG	V;IMP;FIN;ACT
בקשה	omgående	בקשה	omgående	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
בקשה	begära	בקשה	begära	N;FEM;SG	V;IMP;FIN;ACT
בקשה	begär	בקשה	begära	N;FEM;SG	V;IMP;FIN;ACT
בקשה	efterfrågade	בקשה	efterfråga	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
בקשה	begärt	בקשה	begärd	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בקשה	begärda	בקשה	begärd	N;FEM;SG	ADJ;NOM;PL
בקשה	begärd	בקשה	begärd	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
בקשה	begärde	בקשה	begära	N;FEM;SG	V;IND;PST;FIN;ACT
התפתחה	utvecklat	התפתח	utvecklad	V;FEM;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
התפתחה	utvecklad	התפתח	utvecklad	V;FEM;SG;3;PST	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
התפתחה	utvecklade	התפתח	utvecklad	V;FEM;SG;3;PST	ADJ;NOM;PL;PST;V.PTCP
התפתחה	utvecklad	התפתח	utvecklad	V;FEM;SG;3;PST	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
התפתחה	utvecklat	התפתח	utvecklad	V;FEM;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
קבורה	begravda	קבורה	begravd	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
קבורה	begravt	קבורה	begravd	N;FEM;SG	V;V.CVB;ACT
קבורה	begravd	קבורה	begravd	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
קבורה	begravde	קבורה	begravd	N;FEM;SG	V;IND;PST;FIN;ACT
בז	falk	בז	falk		PROPN;NOM
בז	falcon	בז	falcon		PROPN;NOM
בז	falken	בז	falk		N;NOM;DEF;MASC+FEM;SG
בז	beige	בז	beige		N;NOM;INDF;MASC+FEM;SG
נציגי	representanter	נציג	representant	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;PL
נציגי	företrädare	נציג	företrädare	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;PL
הנס	hans	הנס	han		PRO;DEF
הכתר	krona	הכתר	krona		N;NOM;INDF;MASC+FEM;SG
הכתר	crown	הכתר	crown		PROPN;NOM
הכתר	kronan	הכתר	krona		N;NOM;DEF;MASC+FEM;SG
דגים	fisk	דג	fisk	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
דגים	fiska	דג	fisk	N;MASC;PL	V;NFIN;ACT
גזע	tävla	גזע	tävla	N;MASC;SG	V;IMP;FIN;ACT
תרומה	donationer	תרומה	donation	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
שרי	cherie	שר	cherie		PROPN;NOM
שרי	sherry	שר	sherry		N;NOM;INDF;MASC+FEM;SG
שרי	sheri	שר	sheri		N;NOM;INDF;MASC+FEM;SG
השראה	inspirerad	השראה	inspirerad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
השראה	inspirerade	השראה	inspirera	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
השראה	inspirerat	השראה	inspirerad	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
השראה	inspirerande	השראה	inspirera	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
השראה	inspirerande	השראה	inspirera	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
מסגרת	ramar	מסגרת	ram	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
היתה	var	היה	var	V;FEM;SG;3;POS;PST	PRO;INDF;MASC+FEM;SG
שירותים	badrum	שירות	badrum	N;MASC;PL	N;NOM;INDF;NEUT;SG
שירותים	badrummet	שירות	badrumme	N;MASC;PL	N;NOM;DEF;NEUT;SG
שירותים	toa	שירות	toa	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
שירותים	wc	שירות	wc	N;MASC;PL	N;NOM;INDF;NEUT;SG
שירותים	toaletten	שירות	toalett	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
שירותים	toalett	שירות	toalett	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
כריס	chris	כריס	chris	PROPN	PROPN;NOM
מארוול	marvel	מארוול	marvel	PROPN	N;NOM;INDF;MASC+FEM;SG
נאמן	lojal	נאמן	lojal	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
נאמן	lojala	נאמן	lojal	PROPN	ADJ;NOM;PL
נאמן	lojalt	נאמן	lojal	PROPN	ADV
נאמן	trofast	נאמן	trofast	PROPN	N;NOM;INDF;MASC+FEM;SG
נאמן	trogna	נאמן	trogen	PROPN	ADJ;NOM;PL
נאמן	trogen	נאמן	trog	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
נוהג	bilkörning	נהג	bilkörning	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
נוהג	körning	נהג	körning	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
תשעה	nine	תשעה	nine	NUM;MASC;SG	N;NOM;INDF;NEUT;SG
רוז	rose	רוז	rose	PROPN	PROPN;NOM
רוז	ros	רוז	ros	PROPN	N;NOM;INDF;MASC+FEM;SG
המורה	lärare	המורה	lärare		N;NOM;INDF;MASC+FEM;PL
טובות	gynnar	טוב	gynna	ADJ;FEM;PL	V;IND;PRS;FIN;ACT
שור	shore	שור	shore		N;NOM;INDF;MASC+FEM;SG
שור	strand	שור	strand		N;NOM;INDF;MASC+FEM;SG
שור	tjur	שור	tjur		N;NOM;INDF;MASC+FEM;SG
שור	bull	שור	bull		N;NOM;INDF;MASC+FEM;SG
נרו	nero	נרה	nero	PROPN	PROPN;NOM
חוות	gårdar	חווה	gård	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
מסביב	kring	מסביב	kring		ADP
מסביב	omkring	מסביב	omkring		ADV
מסביב	runt	מסביב	runt		ADV
יעיל	effektiva	יעיל	effektiv	ADJ;MASC;SG	ADJ;NOM;PL
יעיל	effektiva	יעיל	effektiv	ADJ;MASC;SG	ADJ;NOM;PL
אמון	självförtroende	אמון	självförtroende	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
המושב	säte	המושב	säte		N;NOM;INDF;NEUT;SG
המושב	sittplats	המושב	sittplats		V;V.CVB;PASS
אורן	oren	אורן	oren	PROPN	N;NOM;INDF;MASC+FEM;SG
אורן	tall	אורן	tall	PROPN	N;NOM;INDF;MASC+FEM;SG
אורן	pine	אורן	pine	PROPN	N;NOM;INDF;NEUT;SG
רחוק	långt	רחוק	långt		ADV
רחוק	fjärran	רחוק	fjärra		N;NOM;INDF;MASC+FEM;SG
רחוק	avlägset	רחוק	avlägs		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
רחוק	avlägsen	רחוק	avlägs		N;NOM;DEF;MASC+FEM;SG
רחוק	avlägsna	רחוק	avlägsen		ADJ;NOM;PL
רחוק	fjärran	רחוק	fjärra		N;NOM;INDF;MASC+FEM;SG
מתכת	metalliska	מתכת	metallisk	N;FEM;SG	ADJ;NOM;PL
מתכת	metalliskt	מתכת	metallisk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
חמישי	torsdagar	חמישי	torsdag	PROPN	N;NOM;INDF;MASC+FEM;PL
חמישי	femtedel	חמישי	femtedel	PROPN	N;NOM;INDF;MASC+FEM;SG
חמישי	femma	חמישי	femma	PROPN	N;NOM;INDF;MASC+FEM;SG
חמישי	femte	חמישי	fem	PROPN	ADJ;NOM
חמישי	fifth	חמישי	fifth	PROPN	N;NOM;INDF;MASC+FEM;SG
חמישי	torsdag	חמישי	torsdag	PROPN	N;NOM;INDF;MASC+FEM;SG
יאנג	yang	אנג	yang	PROPN	N;NOM;INDF;MASC+FEM;SG
יאנג	unga	אנג	ung	PROPN	ADJ;NOM;PL
יאנג	young	אנג	young	PROPN	N;NOM;INDF;MASC+FEM;SG
יאנג	yngre	אנג	ung	PROPN	ADJ;NOM;CMPR
יאנג	ung	אנג	ung	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
היכן	var	היכן	var	ADV	PRO;INDF;MASC+FEM;SG
היכן	vart	היכן	var	ADV	N;NOM;INDF;NEUT;SG
רצף	kontinuum	רצף	kontinuum		N;NOM;INDF;NEUT;SG
רצף	ordningsföljd	רצף	ordningsföljd		N;NOM;INDF;MASC+FEM;SG
רצף	sekvens	רצף	sekvens		N;NOM;INDF;MASC+FEM;SG
רצף	sekvensen	רצף	sekvens		N;NOM;DEF;MASC+FEM;SG
דיווח	anmäla	דיווח	anmäla	N;MASC;SG	V;IMP;FIN;ACT
דיווח	rapportera	דיווח	rapportera	N;MASC;SG	V;IMP;FIN;ACT
דיווח	anmälda	דיווח	anmäla	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
דיווח	anmäld	דיווח	anmäla	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
דיווח	rapporterade	דיווח	rapportera	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
דיווח	anmält	דיווח	anmäla	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
דיווח	rapporterat	דיווח	rapportera	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
דיווח	anmäla	דיווח	anmäla	N;MASC;SG	V;IMP;FIN;ACT
דיווח	rapporterar	דיווח	rapportera	N;MASC;SG	V;IND;PRS;FIN;ACT
דיווח	anmäler	דיווח	anmäla	N;MASC;SG	V;IND;PRS;FIN;ACT
אנטוניו	antonio	אנטוניו	antonio	PROPN	PROPN;NOM
דורית	dorrit	דורית	dorrit	PROPN	N;NOM;INDF;MASC+FEM;SG
הרמן	hermann	הרמן	herman	PROPN	PROPN;NOM
הרמן	herman	הרמן	herman	PROPN	PROPN;NOM
הרמן	herrmann	הרמן	herrmann	PROPN	PROPN;NOM
המגדל	tower	המגדל	tow	PROPN	N;NOM;INDF;MASC+FEM;SG
המגדל	torn	המגדל	torn	PROPN	N;NOM;INDF;NEUT;SG
המגדל	tornet	המגדל	torn	PROPN	N;NOM;DEF;NEUT;SG
שיח	bush	שיח	bush	PROPN	PROPN;NOM
שיח	buske	שיח	buske	PROPN	N;NOM;INDF;MASC+FEM;SG
שיח	diskurs	שיח	diskurs	PROPN	N;NOM;INDF;MASC+FEM;SG
שיח	buske	שיח	buske	PROPN	N;NOM;INDF;MASC+FEM;SG
בדיקות	test	בדיקה	test	N;FEM;PL	N;NOM;INDF;NEUT;SG
בדיקות	testar	בדיקה	testa	N;FEM;PL	V;IMP;PRS;FIN;ACT
בדיקות	testa	בדיקה	testa	N;FEM;PL	V;IMP;FIN;ACT
בדיקות	test	בדיקה	test	N;FEM;PL	N;NOM;INDF;NEUT;SG
בדיקות	testar	בדיקה	testa	N;FEM;PL	V;IMP;PRS;FIN;ACT
בדיקות	testning	בדיקה	testning	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
בדיקות	provning	בדיקה	provning	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ולדימיר	vladimir	ולדימיר	vladimir	PROPN	PROPN;NOM
הליכוד	likud	הליכוד	likud		PROPN;NOM
תימן	jemen	None	jem	PROPN	PROPN;NOM
תימן	yemen	None	yemen	PROPN	N;NOM;INDF;NEUT;SG
אומרת	ordspråk	אמר	ordspråk	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
נתניה	netanya	נתניה	netanya	PROPN	PROPN;NOM
מתואר	beskrev	תואר	beskrev	V;MASC;SG;V.PTCP;PASS	V;IMP;PST;FIN;ACT
מתואר	beskrivet	תואר	beskriva	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מתואר	beskrivna	תואר	beskriva	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
בול	stämpel	בול	stämpel		N;NOM;INDF;MASC+FEM;SG
בול	tjur	בול	tjur		N;NOM;INDF;MASC+FEM;SG
בול	bull	בול	bull		N;NOM;INDF;MASC+FEM;SG
פעילה	aktiva	פעיל	aktiv	ADJ;FEM;SG	ADJ;NOM;PL
פעילה	aktivt	פעיל	aktiv	ADJ;FEM;SG	ADV
עתיקה	uråldrig	עתיק	uråldrig	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
עתיקה	forntida	עתיק	forntida	N;FEM;SG	ADJ;NOM
פרוסיה	preussen	פרוסיה	preuss		PROPN;NOM
פרוסיה	preussiska	פרוסיה	preussisk		ADJ;NOM;PL
מרצה	föreläsare	הרצה	föreläsare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
מרצה	serverar	הרצה	servera	N;MASC;SG	V;IND;PRS;FIN;ACT
מרצה	tjänstgör	הרצה	tjänstgöra	N;MASC;SG	V;IND;PRS;FIN;ACT
מרצה	föreläser	הרצה	föreläsa	N;MASC;SG	V;IND;PRS;FIN;ACT
שיט	segla	שיט	segla	N;MASC;SG	V;IMP;FIN;ACT
שיט	shit	שיט	shit	N;MASC;SG	V;IMP;FIN;ACT
דואר	posta	דואר	posta	N;MASC;SG	V;IMP;FIN;ACT
החוקה	grundlagen	החוקה	grundlag	ADV	N;NOM;DEF;MASC+FEM;SG
החוקה	konstitutionen	החוקה	konstitution	ADV	N;NOM;DEF;MASC+FEM;SG
החוקה	författning	החוקה	författning	ADV	N;NOM;INDF;MASC+FEM;SG
החוקה	konstitution	החוקה	konstitution	ADV	N;NOM;INDF;MASC+FEM;SG
החוקה	grundlag	החוקה	grundlag	ADV	N;NOM;INDF;MASC+FEM;SG
זר	utlänning	זר	utlänning	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
זר	främling	זר	främling	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
זר	utrikes	זר	utrikes	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
זר	utländska	זר	utländsk	ADJ;MASC;SG	ADJ;NOM;PL
הביזנטית	bysantinska	הביזנטית	bysantinsk	PROPN	ADJ;NOM;PL
אדמות	landar	אדמה	landa	N;FEM;PL	V;IND;PRS;FIN;ACT
ציוני	sionistiska	ציוני	sionistisk	PROPN	ADJ;NOM;PL
טיילור	taylor	טיילור	tayla	PROPN	N;NOM;INDF;MASC+FEM;PL
מאן	mann	מאן	mann	PROPN	PROPN;NOM
נעים	behaglig	נעים	behaglig		ADJ;NOM;INDF;MASC+FEM;SG
נעים	behagligt	נעים	behaglig		ADJ;NOM;INDF;NEUT;SG
תרם	bidragit	תרם	bidra	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
תרם	bidrog	תרם	bidra	PROPN	V;IND;PST;FIN;ACT
תרם	medverkade	תרם	medverkad	PROPN	ADJ;NOM;PL;PST;V.PTCP
תרם	skänkt	תרם	skänka	PROPN	V;V.CVB;ACT
תרם	donerade	תרם	donera	PROPN	ADJ;NOM;PL;PST;V.PTCP
