در	drzwi	در	drzwi	ADP	N;NOM;NEUT;PL
خانوادگی	rodzinne	خانوادگی	rodzinny	N;SG	ADJ;NOM;NEUT;SG
خانوادگی	rodzinnie	خانوادگی	rodzinnie	N;SG	ADV
سیاستمدار	politycy	سیاستمدار	polityk	N;SG	N;NOM;MASC;PL
تلفظ	wymowa	تلفظ	wymować	N;SG	
تلفظ	wymówić	تلفظ	wymówić	N;SG	V;PFV;NFIN;ACT
گذر	tranzytowe	None	tranzytowy	N;SG	ADJ;NOM;NEUT;SG
گذر	przechodząc	None	przechodzić	N;SG	V;IPFV;PRS;V.CVB;ACT
گذر	mijania	None	mijanie	N;SG	
گذر	pass	None	pass	N;SG	
گذر	podaj	None	podać	N;SG	V;PFV;IMP;SG;2;FIN;ACT
نهادهای	instytucji	نهاد	instytucja	N;PL	N;GEN;FEM;SG
معین	przydzielony	معین	przydzielić	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
معین	przydzielona	معین	przydzielić	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
معین	przyznane	معین	przyznać	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
معین	przydzielone	معین	przydzielić	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
معین	stał	معین	stać	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
معین	stały	معین	stać	N;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
معین	stała	معین	stać	N;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
معین	ustalone	معین	ustalić	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
معین	ustalona	معین	ustalić	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
معین	mianowany	معین	mianować	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
معین	wyznaczony	معین	wyznaczyć	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
معین	wyznaczona	معین	wyznaczyć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
تایلند	tajski	None	tajski	N;SG	ADJ;NOM;MASC;SG
صدر	sadr	صدر	sadr	N;SG	
شکار	polował	شکار	polować	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
شکار	ścigany	شکار	ścigać	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
راهنمایی	podpowiedź	راهنمایی	podpowiedź	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
بایگانی	archiwa	بایگانی	archiwa	N;SG	
بایگانی	archiwa	بایگانی	archiwa	N;SG	
گره	węzła	None	wązła	N;SG	
گره	związany	None	związać	N;SG	ADJ;NOM;MASC;SG
گره	związana	None	związać	N;SG	ADJ;NOM;FEM;SG
سختی	trudności	سختی	trudność	N;SG	N;ACC;FEM;PL
سختی	trudna	سختی	trudny	N;SG	ADJ;NOM;FEM;SG
سختی	trudny	سختی	trudny	N;SG	ADJ;NOM;MASC;SG
سختی	trudne	سختی	trudny	N;SG	
تغذیه	aktualności	تغذیه	aktualność	N;SG	N;ACC;FEM;PL
تغذیه	pasza	تغذیه	pasz	N;SG	
تغذیه	paszy	تغذیه	pasz	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
تغذیه	pasz	تغذیه	pasz	N;SG	
تغذیه	żywieniowe	تغذیه	żywieniowy	N;SG	ADJ;NOM;NEUT;SG
تغذیه	karmi	تغذیه	karmić	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
هویت	hoyt	هویت	hoyt	N;SG	
منصور	mansur	None	mansur	N;SG	
منصور	mansour	None	mansour	N;SG	
شورش	zamieszki	شورش	zamieszka	N;SG	N;NOM;MASC;PL
شورش	zamieszek	شورش	zamieszek	N;SG	
سردار	serdar	سردار	serdar	N;SG	
اراک	arak	اراک	arak	N;SG	
ششمین	szóstej	ششمین	szósty	ADJ;RL	ADJ;GEN;FEM;SG
ششمین	szóste	ششمین	szósty	ADJ;RL	
ششمین	szósta	ششمین	szósty	ADJ;RL	ADJ;NOM;FEM;SG
ششمین	szósty	ششمین	szósty	ADJ;RL	ADJ;NOM;MASC;SG
عمدتاً	głównie	عمدتا	głównie	ADV	PART
خاطرات	pamięci	خاطره	pamięć	N;PL	
جانشین	zastąpić	جانشین	zastąpić	N;SG	V;PFV;NFIN;ACT
سالانه	rocznie	سالانه	rocznie	ADJ	ADV
سالانه	rocznice	سالانه	rocznica	ADJ	N;NOM;FEM;PL
سالانه	rocznie	سالانه	rocznie	ADJ	ADV
لشکر	army	None	arma	N;SG	
لشکر	armii	None	armia	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
منطقی	logika	منطقی	logika	ADV	N;NOM;FEM;SG
منطقی	logiczne	منطقی	logiczny	ADV	ADJ;NOM;NEUT;SG
منطقی	logiczny	منطقی	logiczny	ADV	ADJ;NOM;MASC;SG
منطقی	logika	منطقی	logika	ADV	N;NOM;FEM;SG
منطقی	logiczne	منطقی	logiczny	ADV	ADJ;NOM;NEUT;SG
منطقی	logikę	منطقی	logika	ADV	N;ACC;FEM;SG
منطقی	logiki	منطقی	logika	ADV	N;GEN;FEM;SG
متهم	oskarżony	متهم	oskarżyć	N;SG	
متهم	pozwany	متهم	pozwać	N;SG	
میل	pragnienia	None	pragnienie	N;SG	N;NOM;NEUT;PL
میل	mill	None	mill	N;SG	
اندیشه	odzwierciedlają	اندیشه	odzwierciedlać	N;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
گراف	graff	گراف	graffa	N;SG	
پیوندهای	łącza	پیوند	łączyć	N;PL	
صامت	cichy	صامت	cichy	N;SG	ADJ;NOM;MASC;SG
فولاد	stal	فولاد	stal	N;SG	
فولاد	stalowe	فولاد	stalowy	N;SG	ADJ;NOM;NEUT;SG
فولاد	stali	فولاد	stać	N;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
پویانمایی	animowany	پویانمایی	animować	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
پویانمایی	animacje	پویانمایی	animacja	N;SG	N;NOM;FEM;PL
کلمات	slowa	None	slowo	N;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
زندانی	więzień	زندانی	więzienie	N;SG	N;GEN;NEUT;PL
زبانی	językowej	زبان	językowy	N;SG	ADJ;GEN;FEM;SG
پنهان	ukryj	پنهان	ukryj	N;SG	V;PFV;IMP;SG;2;FIN;ACT
پنهان	ukryty	پنهان	ukryć	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
پنهان	ukryta	پنهان	ukryć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
پنهان	schowane	پنهان	schować	N;SG	ADJ;NOM;NEUT;SG
پنهان	ukryte	پنهان	ukryć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
تایید	potwierdzić	تایید	potwierdzić	N;SG	V;PFV;NFIN;ACT
تایید	potwierdzam	تایید	potwierdzać	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
پذیرفته	przyjęta	پذیرفت#پذیر	przyjąć	V;SG;3;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
پذیرفته	przyjęty	پذیرفت#پذیر	przyjąć	V;SG;3;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
پذیرفته	zaakceptowane	پذیرفت#پذیر	zaakceptować	V;SG;3;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
پذیرفته	akceptowane	پذیرفت#پذیر	akceptować	V;SG;3;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
پذیرفته	przyjęte	پذیرفت#پذیر	przyjąć	V;SG;3;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
استخراج	wyciąg	استخراج	wyciąg	N;SG	
استودیو	studia	استودیو	studia	N;SG	N;NOM;NEUT;PL
استودیو	studio	استودیو	studio	N;SG	
سند	piach	سند	pie	N;SG	
سند	dokumenty	سند	dokument	N;SG	N;NOM;MASC;PL
ممنون	dzieki	None	dziek	N;SG	
ممنون	dziękujemy	None	dziękować	N;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
ممنون	dzięki	None	dzięki	N;SG	ADP
کانون	skupić	کانون	skupić	N;SG	V;PFV;NFIN;ACT
شیکاگو	chicago	شیکاگو	chicago	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
رها	zostaw	رها	zostawić	N;SG	V;PFV;IMP;SG;2;FIN;ACT
رها	porzucić	رها	porzucić	N;SG	V;PFV;NFIN;ACT
رها	opuścić	رها	opuścić	N;SG	V;PFV;NFIN;ACT
کمیسیون	prowizji	کمیسیون	prowizja	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
مرجع	referencyjne	None	referencyjny	N;SG	ADJ;NOM;NEUT;SG
بازیگری	działające	بازیگر	działać	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
بازیگری	stanowiąc	بازیگر	stanowić	N;SG	V;IPFV;PRS;V.CVB;ACT
ارجاع	referencyjne	None	referencyjny	N;SG	ADJ;NOM;NEUT;SG
شاهنامه	szahname	شاهنامه	szahnam	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
سلول	cela	سلول	cela	N;SG	
سلول	ogniwa	سلول	ogniwy	N;SG	
سلول	komórek	سلول	komórka	N;SG	N;GEN;FEM;PL
سلول	komórki	سلول	komórka	N;SG	N;NOM;FEM;PL
پلی	bridge	پلی	bridgy	N;SG	
پلی	poli	پلی	pola	N;SG	
دکتری	doktorze	دکتری	doktor	N;SG	
ایلام	ilam	ایلام	ilać	N;SG	
ناوبری	nawigacyjne	ناوبری	nawigacyjny	N;SG	ADJ;NOM;NEUT;SG
معلوم	znani	معلوم	znany	ADJ	N;NOM;MASC;PL
معلوم	znany	معلوم	znany	ADJ	V;IPFV;MASC;IND;SG;PST;FIN;ACT
معلوم	znana	معلوم	znany	ADJ	V;IPFV;IND;SG;PRS;FIN;ACT
موزیکال	muzyczne	موزیکال	muzyczny	N;SG	ADJ;NOM;NEUT;SG
موزیکال	muzyczny	موزیکال	muzyczny	N;SG	ADJ;NOM;MASC;SG
دختران	girls	None	girls	N;PL	
دختران	córki	None	córka	N;PL	N;NOM;FEM;SG
ضعیف	słabo	ضعیف	słabo	ADJ	ADV
حاشیه	marży	حاشیه	marżyć	N;SG	
کویت	kuwejt	کویت	kuwejt	N;SG	PROPN;NOM;MASC;SG
روانی	psycho	روانی	psycho	N;SG	
فن	von	فن	von	N;SG	
فن	fana	فن	fana	N;SG	
فن	fan	فن	fan	N;SG	
درس	lekcje	درس	lekcja	N;SG	N;NOM;FEM;PL
کنگ	kang	کرد#کن	kang	N;SG	PROPN;NOM;MASC;SG
کنگ	kongu	کرد#کن	kong	N;SG	PROPN;NOM;MASC;SG
کنگ	kong	کرد#کن	kong	N;SG	PROPN;NOM;MASC;SG
تمشک	malin	تمشک	malina	N;SG	
تامین	dostaw	تامین	dostawa	N;SG	
اعراب	pustyni	عرب	pustynia	N;PL	
اعراب	pustynia	عرب	pustynia	N;PL	
فیلیپ	filipa	None	filip	N;SG	
فیلیپ	philip	None	philip	N;SG	PROPN;NOM;MASC;SG
فیلیپ	filip	None	filip	N;SG	PROPN;NOM;MASC;SG
حرارت	upał	حرارت	upał	N;SG	
حرارت	heat	حرارت	heat	N;SG	
حرارت	ciepło	حرارت	ciepło	N;SG	
حرارت	gorąco	حرارت	gorąco	N;SG	ADV
حرارت	ciepła	حرارت	ciepło	N;SG	
انتاریو	ontario	انتاریو	ontario	N;SG	PROPN;NOM;MASC;SG
کوهستانی	górski	کوهستانی	górski	N;SG	ADJ;NOM;MASC;SG
کوهستانی	mountain	کوهستانی	mountain	N;SG	
کوهستانی	góra	کوهستانی	góra	N;SG	
کوهستانی	góry	کوهستانی	góra	N;SG	N;NOM;FEM;PL
نوازنده	muzyków	نوازنده	muzyk	N;SG	N;ACC;MASC;PL
نوازنده	muzycy	نوازنده	muzyk	N;SG	N;NOM;MASC;PL
معیار	kryteria	معیار	kryterium	N;SG	N;NOM;NEUT;PL
نرم	gładkie	نرم	gładki	N;SG	ADJ;NOM;NEUT;SG
نرم	gładka	نرم	gładka	N;SG	ADJ;NOM;FEM;SG
نرم	sprawne	نرم	sprawny	N;SG	ADJ;NOM;NEUT;SG
نرم	miękka	نرم	miękki	N;SG	ADJ;NOM;FEM;SG
نرم	miękkie	نرم	miękki	N;SG	ADJ;NOM;NEUT;SG
نرم	miękki	نرم	miękki	N;SG	ADJ;NOM;MASC;SG
نرم	delikatny	نرم	delikatny	N;SG	ADJ;NOM;MASC;SG
نرم	delikatnie	نرم	delikatnie	N;SG	ADV
نرم	łagodny	نرم	łagodny	N;SG	ADJ;NOM;MASC;SG
قبرس	cypr	قبرس	cypra	N;SG	PROPN;NOM;MASC;SG
مصنوعی	artefakt	مصنوعی	artefakt	ADJ	N;NOM;MASC;SG
فکری	intelektualnej	فکری	intelektualny	N;SG	ADJ;GEN;FEM;SG
توصیه	poleca	توصیه	polecać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
توصیه	polecam	توصیه	polecać	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
توصیه	rekomendacje	توصیه	rekomendacja	N;SG	N;NOM;FEM;PL
توصیه	zalecenia	توصیه	zalecenie	N;SG	N;NOM;NEUT;PL
کلیسا	church	None	chury	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
لیبی	li	None	lić	N;SG	PROPN;NOM;MASC;SG
لیبی	libii	None	libić	N;SG	PROPN;GEN;FEM;SG
دوازده	twelve	دوازده	twelv	NUM	
دوازده	dwanaście	دوازده	dwanaście	NUM	
بزرگراه	autostradzie	بزرگراه	autostrada	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
بزرگراه	autostrady	بزرگراه	autostrada	N;SG	
بزرگراه	autostrad	بزرگراه	autostrada	N;SG	
بزرگراه	autostrady	بزرگراه	autostrada	N;SG	
بزرگراه	highway	بزرگراه	highwać	N;SG	
بزرگراه	autostradzie	بزرگراه	autostrada	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
اخبار	news	خبر	news	N;PL	
پرسپولیس	persepolis	پرسپولیس	persepolis	N;SG	
کنفرانس	konferencje	کنفرانس	konferencja	N;SG	N;NOM;FEM;PL
آلی	organicznych	آلی	organiczny	N;SG	ADJ;GEN;MASC;PL
آلی	organiczne	آلی	organiczny	N;SG	ADJ;NOM;NEUT;SG
آلی	ekologiczna	آلی	ekologiczny	N;SG	ADJ;NOM;FEM;SG
آلی	organiczny	آلی	organiczny	N;SG	ADJ;NOM;MASC;SG
آلی	ekologiczne	آلی	ekologiczny	N;SG	ADJ;NOM;NEUT;SG
مغناطیسی	magnetyczne	مغناطیسی	magnetyczny	N;SG	ADJ;NOM;NEUT;SG
مغناطیسی	magnetyczny	مغناطیسی	magnetyczny	N;SG	ADJ;NOM;MASC;SG
مشروطه	konstytucyjnego	None	konstytucyjny	N;SG	ADJ;ACC;MASC;SG
هاروارد	harvard	هاروارد	harvard	N;SG	
جمینای	gemini	جمینا	gemin	N;SG	
جمینای	bliźnięta	جمینا	bliźnąć	N;SG	ADJ;NOM;FEM;SG
سو	sue	سو	suej	N;SG	
سو	soo	سو	soo	N;SG	
آشکار	oczywista	آشکار	oczywistać	ADJ	
ترور	trevor	ترور	trevor	N;SG	PROPN;NOM;MASC;SG
شکایت	narzekać	شکایت	narzekać	N;SG	V;IPFV;NFIN;ACT
شکایت	narzeka	شکایت	narzekać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
شکایت	skargi	شکایت	skarga	N;SG	
شکایت	skarg	شکایت	skarga	N;SG	
شکایت	skargi	شکایت	skarga	N;SG	
شکایت	narzekać	شکایت	narzekać	N;SG	V;IPFV;NFIN;ACT
خشونت	gwałtowne	خشونت	gwałtowny	N;SG	ADJ;NOM;NEUT;SG
خشونت	przemoc	خشونت	przemoc	N;SG	
خشونت	przemocy	خشونت	przemoc	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
خشونت	brutalny	خشونت	brutalny	N;SG	ADJ;NOM;MASC;SG
خشونت	gwałtowny	خشونت	gwałtowny	N;SG	ADJ;NOM;MASC;SG
خشونت	przemoc	خشونت	przemoc	N;SG	
خشونت	przemocy	خشونت	przemoc	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
مجید	majid	مجید	majid	N;SG	
افتتاح	pakowane	افتتاح	pakować	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
افتتاح	otwierające	افتتاح	otwierać	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
طلای	złota	طلا	złoty	N;SG	
طلای	złoto	طلا	złoto	N;SG	
طلای	gold	طلا	gold	N;SG	
طلای	złoty	طلا	złoty	N;SG	
میانی	środkowy	None	środkowy	N;SG	ADJ;NOM;MASC;SG
میانی	środkowa	None	środkowy	N;SG	ADJ;NOM;FEM;SG
میانی	pośrednie	None	pośrednie	N;SG	ADJ;NOM;NEUT;SG
میانی	pośredni	None	pośredni	N;SG	
میانی	pośrednia	None	pośredniać	N;SG	ADJ;NOM;FEM;SG
محیطی	peryferyjnych	محیط	peryferyjny	N;SG	ADJ;GEN;MASC;PL
دارا	dara	None	dara	ADJ	V;IPFV;IND;SG;PST;FIN;ACT
پزشک	medyk	پزشک	medyk	N;SG	
توهین	obraża	توهین	obraż	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
توهین	obraza	توهین	obraz	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
توهین	obraźliwe	توهین	obraźliwy	N;SG	ADJ;NOM;NEUT;SG
توهین	obrażać	توهین	obrażać	N;SG	V;IPFV;NFIN;ACT
توهین	obraza	توهین	obraz	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
هفتمین	siódmy	هفتمین	siódmy	NUM	ADJ;NOM;MASC;SG
هفتمین	siódmego	هفتمین	siódmy	NUM	N;GEN;MASC;SG
هفتمین	siódmej	هفتمین	siódmy	NUM	ADJ;GEN;FEM;SG
هفتمین	siódme	هفتمین	siódmy	NUM	
هفتمین	siódma	هفتمین	siódmy	NUM	ADJ;NOM;FEM;SG
سازنده	twórcy	سازنده	twórca	N;SG	N;NOM;MASC;PL
سازنده	producent	سازنده	producent	N;SG	
سازنده	producenta	سازنده	producent	N;SG	
استقبال	wita	استقبال	wita	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
آزمون	testy	آزمون	test	N;SG	N;NOM;MASC;PL
آزمون	testy	آزمون	test	N;SG	N;NOM;MASC;PL
آزمون	badania	آزمون	badanie	N;SG	N;NOM;NEUT;PL
آزمون	egzaminy	آزمون	egzamin	N;SG	N;NOM;MASC;PL
موقت	okresowego	None	okresowy	N;SG	ADJ;ACC;MASC;SG
موقت	tymczasowe	None	tymczasowy	N;SG	ADJ;NOM;NEUT;SG
موقت	tymczasowy	None	tymczasowy	N;SG	ADJ;NOM;MASC;SG
موقت	chwilowo	None	chwilowo	N;SG	ADV
موقت	tymczasowo	None	tymczasowo	N;SG	ADV
موقت	czasowo	None	czasowo	N;SG	ADV
موقت	tymczasowy	None	tymczasowy	N;SG	ADJ;NOM;MASC;SG
موقت	tymczasowo	None	tymczasowo	N;SG	ADV
موقت	tymczasowa	None	tymczasowy	N;SG	ADJ;NOM;FEM;SG
موقت	tymczasowe	None	tymczasowy	N;SG	ADJ;NOM;NEUT;SG
موقت	czasowe	None	czasowy	N;SG	ADJ;NOM;NEUT;SG
موقت	tymczasowego	None	tymczasowy	N;SG	ADJ;ACC;MASC;SG
موقت	tymczasowa	None	tymczasowy	N;SG	ADJ;NOM;FEM;SG
موقت	tymczasowe	None	tymczasowy	N;SG	ADJ;NOM;NEUT;SG
موقت	tymczasowy	None	tymczasowy	N;SG	ADJ;NOM;MASC;SG
موقت	tymczasowa	None	tymczasowy	N;SG	ADJ;NOM;FEM;SG
تبلیغات	promocja	تبلیغ	promocja	N;PL	
تبلیغات	promocji	تبلیغ	promocja	N;PL	N;GEN;FEM;SG
تبلیغات	reklamy	تبلیغ	reklama	N;PL	N;ACC;FEM;SG
تبلیغات	reklama	تبلیغ	reklama	N;PL	N;NOM;FEM;SG
تبلیغات	reklamę	تبلیغ	reklama	N;PL	N;ACC;FEM;SG
تبلیغات	propaganda	تبلیغ	propaganda	N;PL	N;NOM;FEM;SG
تبلیغات	propagandy	تبلیغ	propaganda	N;PL	N;GEN;FEM;SG
ضرب	pomnożyć	None	pomnożyć	N;SG	V;PFV;NFIN;ACT
ضرب	produkty	None	produkt	N;SG	N;NOM;MASC;PL
کوتاهی	krótki	کوتاه	krótki	N;SG	ADJ;NOM;MASC;SG
کوتاهی	krótkie	کوتاه	krótki	N;SG	ADJ;NOM;NEUT;SG
کوتاهی	short	کوتاه	short	N;SG	
کوتاهی	krótko	کوتاه	krótko	N;SG	ADV
کوتاهی	krótka	کوتاه	krótki	N;SG	ADJ;NOM;FEM;SG
کوتاهی	zaniedbując	کوتاه	zaniedbować	N;SG	V;IPFV;PRS;V.CVB;ACT
ملاقات	poznać	ملاقات	poznać	N;SG	V;PFV;NFIN;ACT
ملاقات	poznaj	ملاقات	poznawać	N;SG	V;PFV;IMP;SG;2;FIN;ACT
ملاقات	wizyty	ملاقات	wizyta	N;SG	N;ACC;FEM;PL
ملاقات	spotkania	ملاقات	spotkanie	N;SG	N;NOM;NEUT;PL
برسد	odwiedziny	رسید#رس	odwiedzina	V;SBJV;SG;3;PRS	N;NOM;FEM;SG
برسد	wizyty	رسید#رس	wizyta	V;SBJV;SG;3;PRS	N;ACC;FEM;PL
برسد	odwiedzin	رسید#رس	odwiedziny	V;SBJV;SG;3;PRS	
برسد	wizyt	رسید#رس	wizyta	V;SBJV;SG;3;PRS	N;GEN;FEM;PL
افزودن	dodać	افزودن	dodać	N;SG	V;PFV;NFIN;ACT
افزودن	dodawać	افزودن	dodawać	N;SG	V;IPFV;NFIN;ACT
افزودن	dodaj	افزودن	dodać	N;SG	V;PFV;IMP;SG;2;FIN;ACT
کمال	kamal	کمال	kamal	N;SG	PROPN;NOM;MASC;SG
کمال	perfekcji	کمال	perfekcja	N;SG	
کمال	kemal	کمال	kemal	N;SG	PROPN;NOM;MASC;SG
وان	wannie	وان	wannie		N;DAT;FEM;SG
وان	wanny	وان	wanny		N;GEN;FEM;SG
وان	wanna	وان	wanna		N;NOM;FEM;SG
وان	vana	وان	van		N;ACC;MASC;SG
وان	furgonetka	وان	furgonetka		N;NOM;FEM;SG
وان	van	وان	van		PROPN;NOM;MASC;SG
مجازی	wirtualny	مجازی	wirtualny	N;SG	ADJ;NOM;MASC;SG
مجازی	wirtualna	مجازی	wirtualny	N;SG	ADJ;NOM;FEM;SG
مجازی	wirtualne	مجازی	wirtualny	N;SG	ADJ;NOM;NEUT;SG
چمن	trawy	None	trawa	N;SG	N;ACC;FEM;PL
مایکروسافت	microsoft	مایکروسافت	microsoft	N;SG	
پیاده	stopy	پیاده	stopa	N;SG	
نیجریه	nigerii	نیجریه	nigeria	N;SG	
نیجریه	nigerii	نیجریه	nigeria	N;SG	
علامت	podpisz	None	podpić	N;SG	V;PFV;IMP;SG;2;FIN;ACT
تونس	tunezja	تونس	tunezja	N;SG	
تونس	tunezji	تونس	tunezja	N;SG	PROPN;GEN;FEM;SG
تونس	tunezja	تونس	tunezja	N;SG	
تونس	tunis	تونس	tunis	N;SG	PROPN;NOM;MASC;SG
دشمن	wrogowie	دشمن	wróg	N;SG	N;NOM;MASC;PL
دشمن	wroga	دشمن	wróg	N;SG	
توافق	uzgodnione	توافق	uzgodnić	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
توافق	osady	توافق	osada	N;SG	
صعود	ascension	صعود	ascension	N;SG	
مریم	maryjo	مریم	maryć	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
مریم	maria	مریم	maria	N;SG	PROPN;NOM;FEM;SG
مریم	maryja	مریم	maryj	N;SG	
مریم	mary	مریم	mary	N;SG	PROPN;NOM;FEM;SG
مریم	maryi	مریم	mary	N;SG	
مریم	maryam	مریم	maryam	N;SG	
فون	von	فون	von	N;SG	
استخوان	bones	استخوان	bones	N;SG	
استخوان	kości	استخوان	kość	N;SG	
استخوان	kości	استخوان	kość	N;SG	
کنتیکت	connecticut	کنتیکت	connecticut	N;SG	
کوروش	cyrus	کوروش	cyrus	N;SG	
رادیویی	radiowy	رادیویی	radiowy	N;SG	ADJ;NOM;MASC;SG
متروی	metro	متروی	metro	N;SG	
متروی	metro	متروی	metro	N;SG	
شاهان	kings	None	kings	N;PL	
بیل	bill	بیل	bill	N;SG	PROPN;NOM;MASC;SG
معبد	świątynie	None	świątynia	N;SG	N;NOM;FEM;PL
نازی	naziści	نازی	naziść	N;SG	N;NOM;MASC;PL
نازی	nazistowskich	نازی	nazistowski	N;SG	ADJ;GEN;MASC;PL
بنی	beni	بنی	ben	N;SG	
بنی	bani	بنی	bani	N;SG	
ون	van	ون	van	N;SG	PROPN;NOM;MASC;SG
ون	wen	ون	wen	N;SG	
کانادایی	kanady	کانادایی	kanada	N;SG	
کانادایی	kanadyjski	کانادایی	kanadyjski	N;SG	ADJ;NOM;MASC;SG
مخالفان	opór	مخالف	opór	N;PL	N;NOM;MASC;SG
مخالفان	odporność	مخالف	odporność	N;PL	N;ACC;FEM;SG
مانع	przeszkody	مانع	przeszkoda	N;SG	N;NOM;FEM;PL
مانع	bariery	مانع	bariera	N;SG	N;ACC;FEM;PL
عمان	oman	عمان	oman	N;SG	PROPN;NOM;MASC;SG
سلاح	broń	سلاح	broń	N;PL	V;IPFV;IMP;SG;2;FIN;ACT
سلاح	uzbrojenie	سلاح	uzbrojenie	N;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
سلاح	broni	سلاح	bronić	N;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
سلاح	bronie	سلاح	bron	N;PL	V;IPFV;IND;PL;2;PRS;FIN;ACT
سلاح	broń	سلاح	broń	N;PL	V;IPFV;IMP;SG;2;FIN;ACT
سلاح	bron	سلاح	bron	N;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
مدنی	cywilne	مدنی	cywilny	N;SG	ADJ;NOM;NEUT;SG
مدنی	obywatelskiego	مدنی	obywatelski	N;SG	ADJ;ACC;MASC;SG
مدنی	cywilny	مدنی	cywilny	N;SG	ADJ;NOM;MASC;SG
مدنی	obywatelskie	مدنی	obywatelski	N;SG	ADJ;NOM;NEUT;SG
مدنی	obywatelskiej	مدنی	obywatelski	N;SG	ADJ;GEN;FEM;SG
مدنی	civic	مدنی	civica	N;SG	
رئال	real	رئال	real	N;SG	
رئال	prawdziwy	رئال	prawdziwy	N;SG	ADJ;NOM;MASC;SG
رئال	prawdziwe	رئال	prawdziwy	N;SG	ADJ;NOM;NEUT;SG
رئال	reale	رئال	real	N;SG	
سیاره	planet	سیاره	planet	N;SG	
سیاره	planety	سیاره	planet	N;SG	N;NOM;FEM;PL
آزمایشی	eksperymentalne	آزمایش	eksperymentalny	N;SG	ADJ;NOM;NEUT;SG
فاکس	lisie	فاکس	lisa	N;SG	
فاکس	fox	فاکس	fox	N;SG	
فاکس	lis	فاکس	lis	N;SG	
رنگی	dekoracje	رنگی	dekoracja	N;SG	N;NOM;FEM;PL
رنگی	kolorowe	رنگی	kolorowy	N;SG	ADJ;NOM;NEUT;SG
رنگی	kolorowa	رنگی	kolorowy	N;SG	ADJ;NOM;FEM;SG
