operze	opéra	operz	opéra		N;MASC;SG
moritz	moritz	moritz	moritz	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
din	din	din	din		
din	vacarme	din	vacarme		N;MASC;SG
orbitę	orbites	orbić	orbite	N;ACC;FEM;SG	N;FEM;PL
mohamed	mohamed	mohamed	mohamed	N;NOM;MASC;SG	PROPN
ciężki	heavy	ciężki	heavy	ADJ;NOM;MASC;SG	N;MASC;SG
ciężki	lourds	ciężki	lourd	ADJ;NOM;MASC;SG	ADJ;MASC;PL
zarejestrowany	enregistrée	zarejestrować	enregistrer	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zarejestrowany	inscrits	zarejestrować	inscrire	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zarejestrowany	enregistrés	zarejestrować	enregistrer	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zarejestrowany	enregistré	zarejestrować	enregistrer	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zarejestrowany	inscrit	zarejestrować	inscrire	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zarejestrowany	enregistrées	zarejestrować	enregistrer	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zarejestrowany	enregistrée	zarejestrować	enregistrer	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zarejestrowany	enregistrés	zarejestrować	enregistrer	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zarejestrowany	enregistré	zarejestrować	enregistrer	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zależność	dépendances	zależność	dépendance	N;NOM;FEM;SG	N;FEM;PL
child	enfant	child	enfant		N;MASC;SG
podejścia	approches	podejść	approche	N;GEN;NEUT;SG	N;FEM;PL
okładki	couvercle	okładka	couvercle	N;ACC;FEM;PL	N;MASC;SG
okładki	couverture	okładka	couverture	N;ACC;FEM;PL	N;FEM;SG
okładki	couvrir	okładka	couvrir	N;ACC;FEM;PL	V;NFIN
okładki	housse	okładka	housse	N;ACC;FEM;PL	N;FEM;SG
okładki	couvre	okładka	couvrir	N;ACC;FEM;PL	V;IND;SG;3;PRS;FIN
volley	volley	volley	volley		N;MASC;SG
volley	salve	volley	salve		N;FEM;SG
url	url	urla	url		N;MASC;SG
rzymian	romans	rzymianin	roman		N;MASC;PL
rzymian	romains	rzymianin	romain		ADJ;MASC;PL
zaproszony	invité	zaprosić	inviter	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zaproszony	invitée	zaprosić	inviter	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zaproszony	invitées	zaprosić	inviter	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zbiorowe	collectifs	zbiorowy	collectif	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
reprezentujący	représenter	reprezentować	représenter	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;NFIN
reprezentujący	représentant	reprezentować	représentant	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	N;MASC;SG
ostro	rude	ostro	rude		ADJ;MASC;SG
ostro	bruts	ostro	brut		ADJ;MASC;PL
kość	osseuse	kość	osseux	N;NOM;FEM;SG	ADJ;FEM;SG
kość	osseux	kość	osseux	N;NOM;FEM;SG	ADJ;MASC;SG
kość	bone	kość	bone	N;NOM;FEM;SG	PROPN
sucha	sèche	suchy	sec		ADJ;FEM;SG
sucha	sèches	suchy	sec		ADJ;FEM;PL
sucha	sec	suchy	sec		ADJ;MASC;SG
sucha	secs	suchy	sec		ADJ;MASC;PL
sucha	sécher	suchy	sécher		V;NFIN
współpracownik	associé	współpracownik	associer	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
współpracownik	associés	współpracownik	associer	N;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
współpracownik	associée	współpracownik	associer	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
współpracownik	associer	współpracownik	associer	N;NOM;MASC;SG	V;NFIN
lokomotywy	locomotive	lokomotywa	locomotif	N;ACC;FEM;PL	N;FEM;SG
zagrzeb	zagreb	zagrzeb	zagreb	PROPN;NOM;MASC;SG	PROPN
kalisz	kalisz	kalisz	kalisz	N;NOM;MASC;SG	PROPN
tomáš	tomáš	tomry	tomáš	PROPN;NOM;MASC;SG	PROPN
księżniczki	princess	księżniczka	princess	N;GEN;FEM;SG	PROPN
księżniczki	princesses	księżniczka	princesse	N;GEN;FEM;SG	N;FEM;PL
księżniczki	princesses	księżniczka	princesse	N;GEN;FEM;SG	N;FEM;PL
kopiowania	copier	kopiować	copier	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	V;NFIN
techniczna	techniques	techniczny	technique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
miles	milles	miles	mille		N;MASC;PL
miles	kilomètres	miles	kilomètre		N;MASC;PL
miles	miles	miles	mile		N;MASC;PL
mongolii	mongolie	mongolia	mongolie		N;FEM;SG
smak	goûter	smak	goûter	N;NOM;MASC;SG	V;NFIN
smak	gouter	smak	gouter	N;NOM;MASC;SG	V;NFIN
tabor	tabor	tabor	tabor	N;NOM;MASC;SG	PROPN
utrata	perte	utratać	perte	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
utrata	pertes	utratać	perte	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
weber	weber	weber	weber		PROPN
zatwierdzony	validées	zatwierdzić	validée	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zatwierdzony	validée	zatwierdzić	valider	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zatwierdzony	validé	zatwierdzić	valider	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zatwierdzony	validés	zatwierdzić	validé	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zatwierdzony	approuvé	zatwierdzić	approuver	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zatwierdzony	approuvée	zatwierdzić	approuver	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zatwierdzony	approuvés	zatwierdzić	approuver	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zatwierdzony	agréée	zatwierdzić	agréée	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zatwierdzony	approuvées	zatwierdzić	approuver	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zatwierdzony	agréé	zatwierdzić	agrée	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
potocki	potocki	potocka	potocki	PROPN;NOM;MASC;SG	PROPN
michelle	michelle	michelle	michelle	PROPN;NOM;FEM;SG	N;FEM;SG
michelle	michèle	michelle	michèle	PROPN;NOM;FEM;SG	ADJ;FEM;SG
baden	bade	baden	bade		N;MASC;SG
baden	baden	baden	baden		N;MASC;SG
przestępstwa	infractions	przestępstwo	infraction	N;NOM;NEUT;SG	N;FEM;PL
przestępstwa	délits	przestępstwo	délit	N;NOM;NEUT;SG	N;MASC;PL
przestępstwa	crimes	przestępstwo	crime	N;NOM;NEUT;SG	N;MASC;PL
alma	alma	alma	alma		PROPN
jutro	tomorrow	jutro	tomorrow	ADV	PROPN
ostre	tranchant	ostry	tranchant		V;PRS;V.PTCP
ostre	pointu	ostry	pointu		ADJ;MASC;SG
ostre	sharp	ostry	sharp		PROPN
ostre	piquant	ostry	piquer		V;PRS;V.PTCP
ostre	épicée	ostry	épicé		V;FEM;SG;PST;V.PTCP
ostre	épicé	ostry	épicer		V;MASC;SG;PST;V.PTCP
ostre	piquante	ostry	piquant		ADJ;FEM;SG
ostre	aiguë	ostry	aigu		ADJ;FEM;SG
ostre	aigu	ostry	aigu		ADJ;MASC;SG
ostre	aigus	ostry	aigus		ADJ;MASC;PL
ostre	aiguës	ostry	aigu		ADJ;FEM;PL
luftwaffe	luftwaffe	luftwaffe	luftwaffe		N;FEM;SG
szybkość	vitesses	szybkość	vitesse	N;ACC;FEM;SG	N;FEM;PL
tychy	tychy	tychy	tychy		PROPN
software	logiciel	softwary	logiciel		N;MASC;SG
software	logiciels	softwary	logiciel		N;MASC;PL
zatopiony	coulés	zatopić	coulé	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zatopiony	coulé	zatopić	coulé	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zatopiony	englouti	zatopić	engloutir	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wiktorii	victoria	wiktoria	victoria	N;GEN;FEM;SG	PROPN
giorgio	giorgio	giorgio	giorgio		PROPN
panował	régnait	panować	régner	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
alejandro	alejandro	alejandro	alejandro	N;NOM;MASC;SG	PROPN
sandra	sandra	sandra	sandra	PROPN;NOM;FEM;SG	PROPN
wallace	wallace	wallace	wallace		PROPN
wellington	wellington	wellington	wellington		N;MASC;SG
regionalny	régionales	regionalny	régional	ADJ;NOM;MASC;SG	ADJ;FEM;PL
regionalny	régionaux	regionalny	régional	ADJ;NOM;MASC;SG	ADJ;MASC;PL
następna	prochain	następny	prochain		ADJ;MASC;SG
następna	suivante	następny	suivant		ADJ;FEM;SG
następna	suivant	następny	suivre		V;PRS;V.PTCP
następna	prochaine	następny	prochain		ADJ;FEM;SG
wyroby	produits	wyrób	produire	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
strategii	stratégies	strategia	stratégie	N;GEN;FEM;SG	N;FEM;PL
świeckich	séculaire	świecki	séculaire	ADJ;GEN;MASC;PL	ADJ;MASC;SG
świeckich	laïque	świecki	laïque	ADJ;GEN;MASC;PL	ADJ;MASC;SG
świeckich	laïcité	świecki	laïcité	ADJ;GEN;MASC;PL	N;FEM;SG
świeckich	laïcs	świecki	laïc	ADJ;GEN;MASC;PL	N;MASC;PL
emmy	emmy	emmy	emmy	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
satelitarne	satellite	satelitarny	satellite	ADJ;NOM;NEUT;SG	N;MASC;SG
zabawy	marrant	zabawa	marrant	N;ACC;FEM;SG	ADJ;MASC;SG
zabawy	amusant	zabawa	amusant	N;ACC;FEM;SG	ADJ;MASC;SG
tajemnicy	secret	tajemnica	secret	N;GEN;FEM;SG	ADJ;MASC;SG
operatora	exploitant	operator	exploiter	N;ACC;MASC;SG	V;PRS;V.PTCP
nico	nico	nico	nico		PROPN
wymiana	remplacements	wymianać	remplacement	N;NOM;FEM;SG	N;MASC;PL
wymiana	remplaçant	wymianać	remplacer	N;NOM;FEM;SG	V;PRS;V.PTCP
wymiana	échanger	wymianać	échanger	N;NOM;FEM;SG	V;NFIN
przeznaczenia	destinée	przeznaczenie	destiner	N;GEN;NEUT;SG	V;FEM;SG;PST;V.PTCP
przeznaczenia	destiny	przeznaczenie	destiny	N;GEN;NEUT;SG	PROPN
łuk	arch	łuk	arch	N;NOM;MASC;SG	PROPN
łuk	bow	łuk	bow	N;NOM;MASC;SG	PROPN
lucie	lucie	luto	lucie	PROPN;NOM;FEM;SG	PROPN
atlancie	atlanta	atlant	atlanta	N;DAT;MASC;SG	PROPN
regionalna	régionales	regionalny	régional	ADJ;NOM;FEM;SG	ADJ;FEM;PL
regionalna	régionaux	regionalny	régional	ADJ;NOM;FEM;SG	ADJ;MASC;PL
smoka	dragons	smoka	dragon	N;ACC;MASC;SG	N;MASC;PL
kwatera	quarts	kwater	quart	N;NOM;FEM;SG	N;MASC;PL
kwatera	trimestres	kwater	trimestre	N;NOM;FEM;SG	N;MASC;PL
tajne	secrets	tajny	secret		ADJ;MASC;PL
tajne	secret	tajny	secret		ADJ;MASC;SG
tajne	secrète	tajny	secret		ADJ;FEM;SG
tajne	classées	tajny	classer		V;FEM;PL;PST;V.PTCP
tajne	classifié	tajny	classifier		V;MASC;SG;PST;V.PTCP
tajne	classés	tajny	classer		V;MASC;PL;PST;V.PTCP
tajne	classé	tajny	classer		V;MASC;SG;PST;V.PTCP
julius	julius	julius	julius	PROPN;NOM;MASC;SG	PROPN
julius	jules	julius	jule	PROPN;NOM;MASC;SG	N;MASC;SG
ciepło	chaleur	ciepło	chaleur		N;FEM;SG
ciepło	thermique	ciepło	thermique		ADJ;MASC;SG
ciepło	chauffer	ciepło	chauffer		V;NFIN
ciepło	chaud	ciepło	chaud		ADJ;MASC;SG
ciepło	chaleureux	ciepło	chaleureux		ADJ;MASC;SG
ciepło	chaleureuses	ciepło	chaleureux		ADJ;FEM;PL
ciepło	chaude	ciepło	chaud		ADJ;FEM;SG
ciepło	chaleur	ciepło	chaleur		N;FEM;SG
rozwiązać	détermination	rozwiązać	détermination	V;PFV;NFIN;ACT	N;FEM;SG
jankowski	jankowski	jankowski	jankowski	PROPN;NOM;MASC;SG	PROPN
wycofanie	retraits	wycofać	retrait	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;PL;PST;V.PTCP
wycofanie	retraits	wycofać	retrait	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;PL;PST;V.PTCP
gość	visiteur	gość	visiteur	V;IPFV;IND;SG;PST;FIN;ACT	N;MASC;SG
gość	mec	gość	mec	V;IPFV;IND;SG;PST;FIN;ACT	N;MASC;SG
gość	guy	gość	guy	V;IPFV;IND;SG;PST;FIN;ACT	PROPN
gość	gars	gość	gars	V;IPFV;IND;SG;PST;FIN;ACT	N;MASC;SG
gość	invités	gość	inviter	V;IPFV;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
gran	gran	grano	gran		PROPN
fale	vague	fala	vague	N;NOM;FEM;PL	N;FEM;SG
fale	onde	fala	onde	N;NOM;FEM;PL	N;FEM;SG
statut	statuts	statut	statut	N;NOM;MASC;SG	N;MASC;PL
statut	statuts	statut	statut	N;NOM;MASC;SG	N;MASC;PL
dochodów	revenu	dochód	revenir	N;GEN;MASC;PL	V;MASC;SG;PST;V.PTCP
strażnik	gardienne	strażnik	gardien	N;NOM;MASC;SG	ADJ;FEM;SG
strażnik	gardes	strażnik	garde	N;NOM;MASC;SG	N;MASC;PL
koszalin	koszalin	koszalin	koszalin		PROPN
dyplomatyczne	diplomates	dyplomatyczny	diplomate	ADJ;NOM;NEUT;SG	N;MASC;PL
dyplomatyczne	diplomate	dyplomatyczny	diplomate	ADJ;NOM;NEUT;SG	N;MASC;SG
dyplomatyczne	diplomatiques	dyplomatyczny	diplomatique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
częstotliwość	fréquences	częstotliwość	fréquence	N;NOM;FEM;SG	N;FEM;PL
too	trop	too	trop		ADV
too	too	too	too		INTJ
matematyka	mathématiques	matematyka	mathématique	N;NOM;FEM;SG	N;FEM;PL
matematyka	mathématique	matematyka	mathématique	N;NOM;FEM;SG	ADJ;MASC;SG
matematyka	mathématiques	matematyka	mathématique	N;NOM;FEM;SG	N;FEM;PL
matematyka	mathématique	matematyka	mathématique	N;NOM;FEM;SG	ADJ;MASC;SG
matematyka	mathématiques	matematyka	mathématique	N;NOM;FEM;SG	N;FEM;PL
matematyka	maths	matematyka	math	N;NOM;FEM;SG	N;MASC;PL
matematyka	mathématique	matematyka	mathématique	N;NOM;FEM;SG	ADJ;MASC;SG
matematyka	mathématiques	matematyka	mathématique	N;NOM;FEM;SG	N;FEM;PL
wbc	wbc	wbiąć	wbc		N;MASC;SG
berkeley	berkeley	berkeley	berkeley	N;NOM;MASC;SG	PROPN
rydze	riga	ryda	riga		PROPN
poznaje	reconnaissent	poznawać	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
poznaje	reconnais	poznawać	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
wiarę	faith	wiara	faire	N;ACC;FEM;SG	PROPN
kostki	cheville	kostka	cheville		N;FEM;SG
kostki	chevilles	kostka	cheville		N;FEM;PL
kostki	chevilles	kostka	cheville		N;FEM;PL
kostki	cubes	kostka	cube		N;MASC;PL
rozbudowa	prolongement	rozbudowy	prolongement		N;MASC;SG
rozbudowa	prolongation	rozbudowy	prolongation		N;FEM;SG
rozbudowa	extension	rozbudowy	extension		N;FEM;SG
rozbudowa	vulgarisation	rozbudowy	vulgarisation		N;FEM;SG
rozbudowa	expansion	rozbudowy	expansion		N;FEM;SG
rozbudowa	agrandissement	rozbudowy	agrandissement		N;MASC;SG
rozbudowa	extension	rozbudowy	extension		N;FEM;SG
rozbudowa	expansion	rozbudowy	expansion		N;FEM;SG
przeprowadzona	mené	przeprowadzić	mener	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
nowoczesne	modernité	nowoczesny	modernité	ADJ;NOM;NEUT;SG	N;FEM;SG
nowoczesne	modernes	nowoczesny	moderne	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
emily	émilie	emil	émilie	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
emily	emilie	emil	emilier	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
emily	emily	emil	emily	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
ostateczny	ultimes	ostateczny	ultime	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ostateczny	ultimate	ostateczny	ultimate	ADJ;NOM;MASC;SG	PROPN
ostateczny	finale	ostateczny	finale	ADJ;NOM;MASC;SG	N;FEM;SG
ostateczny	définitifs	ostateczny	définitif	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ostateczny	définitives	ostateczny	définitif	ADJ;NOM;MASC;SG	ADJ;FEM;PL
fin	nageoire	fina	nageoire		N;FEM;SG
fin	fin	fina	fin		N;FEM;SG
clinton	clinton	clinton	clinton	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
eduard	edouard	eduard	edouard	PROPN;NOM;MASC;SG	N;MASC;SG
eduard	eduard	eduard	eduard	PROPN;NOM;MASC;SG	PROPN
ukraińców	ukrainiens	ukrainiec	ukrainien	N;ACC;MASC;PL	ADJ;MASC;PL
rejestr	enregistrer	rejestr	enregistrer	N;NOM;MASC;SG	V;NFIN
rejestr	enregistrez	rejestr	enregistrer	N;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
ireneusz	ireneusz	ireneusz	ireneur	PROPN;NOM;MASC;SG	PROPN
karpaty	carpates	karpata	carpate		N;FEM;PL
koch	koch	koch	koch	PROPN;NOM;MASC;SG	PROPN
rzadkie	rareté	rzadki	rareté	ADJ;NOM;NEUT;SG	N;FEM;SG
rzadkie	saignant	rzadki	saigner	ADJ;NOM;NEUT;SG	V;PRS;V.PTCP
rzadkie	rares	rzadki	rare	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
syntezy	synthèses	syntez	synthèse		N;FEM;PL
syntezy	synthèse	syntez	synthèse		N;FEM;SG
bellona	bellona	bellon	bellona		PROPN
przemysłowy	industriels	przemysłowy	industriel	ADJ;NOM;MASC;SG	ADJ;MASC;PL
przemysłowy	industrielles	przemysłowy	industriel	ADJ;NOM;MASC;SG	ADJ;FEM;PL
słup	polonais	słup	polonais	N;NOM;MASC;SG	ADJ;MASC;SG
słup	piliers	słup	pilier	N;NOM;MASC;SG	N;MASC;PL
doradca	consultante	doradca	consultant	N;NOM;MASC;SG	ADJ;FEM;SG
audi	audi	audia	audi		N;FEM;SG
nsdap	nsdap	nsdapyp	nsdap	PROPN;NOM;MASC;SG	N;MASC;SG
oskarżenia	accusation	oskarżenie	accusation	N;NOM;NEUT;PL	N;FEM;SG
rejs	croisières	rejs	croisière	N;NOM;MASC;SG	N;FEM;PL
arabii	arabie	arabia	arabie	PROPN;GEN;FEM;SG	PROPN
arabii	saoudite	arabia	saoudite	PROPN;GEN;FEM;SG	N;MASC;SG
panie	lord	pan	lord		PROPN
panie	seigneur	pan	seigneur		N;MASC;SG
panie	mesdemoiselles	pan	mesdemoiselle		ADJ;FEM;PL
panie	mesdames	pan	mesdame		ADJ;MASC;PL
panie	dames	pan	dame		N;FEM;PL
kong	kong	kong	kong	PROPN;NOM;MASC;SG	PROPN
tradycję	traditions	tradycja	tradition	N;ACC;FEM;SG	N;FEM;PL
cali	cali	cala	cali		PROPN
cali	pouces	cala	pouce		N;MASC;PL
cali	centimètres	cala	centimètre		N;MASC;PL
edgar	edgar	edgar	edgar	PROPN;NOM;MASC;SG	PROPN
twoja	vos	twój	son	DET;NOM;FEM;SG;2	DET;MASC;PL
twoja	vôtre	twój	vôtre	DET;NOM;FEM;SG;2	INTJ
jensen	jensen	jensen	jensen	PROPN;NOM;MASC;SG	PROPN
chrzest	baptiser	chrzest	baptiser	N;NOM;MASC;SG	V;NFIN
fia	fia	fia	fia		N;FEM;SG
przegrana	défaites	przegrać	défaite	N;NOM;FEM;SG	N;FEM;PL
przegrana	vaincre	przegrać	vaincre	N;NOM;FEM;SG	V;NFIN
przegrana	perdant	przegrać	perdre	N;NOM;FEM;SG	V;PRS;V.PTCP
przegrana	perdre	przegrać	perdre	N;NOM;FEM;SG	V;NFIN
potomków	descendance	potomek	descendance	N;ACC;MASC;PL	N;FEM;SG
england	angleterre	england	angleterre		N;MASC;SG
dee	dee	dee	dee		PROPN
sprzeczne	contradictoire	sprzeczny	contradictoire		ADJ;MASC;SG
sprzeczne	conflictuelles	sprzeczny	conflictuel		ADJ;FEM;PL
sprzeczne	contradictoires	sprzeczny	contradictoire		ADJ;MASC;PL
sprzeczne	conflictuels	sprzeczny	conflictuel		ADJ;MASC;PL
sprzeczne	contrairement	sprzeczny	contrairement		ADV
sprzeczne	contraires	sprzeczny	contraire		ADJ;MASC;PL
sprzeczne	contraire	sprzeczny	contraire		ADJ;MASC;SG
sprzeczne	contradictoires	sprzeczny	contradictoire		ADJ;MASC;PL
sprzeczne	contradictoire	sprzeczny	contradictoire		ADJ;MASC;SG
renata	renata	renata	renater	PROPN;NOM;FEM;SG	PROPN
zasadnicza	fondamentaux	zasadniczy	fondamental	ADJ;NOM;FEM;SG	ADJ;MASC;PL
płock	płock	płock	płock		PROPN
traktuje	friandises	traktować	friandise	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
dialogu	dialogues	dialog	dialogue	N;GEN;MASC;SG	N;MASC;PL
dialogu	dialoguer	dialog	dialoguer	N;GEN;MASC;SG	V;NFIN
missisipi	mississippi	missisipa	mississippi		N;MASC;SG
stężenia	concentrations	stężyć	concentration	N;NOM;NEUT;SG	N;FEM;PL
wyjaśnienie	explications	wyjaśnić	explication	N;NOM;NEUT;SG	N;FEM;PL
wyjaśnienie	éclaircissements	wyjaśnić	éclaircissement	N;NOM;NEUT;SG	N;MASC;PL
polo	polo	polo	polo		N;MASC;SG
czynne	actives	czynny	actif	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
czynne	actifs	czynny	actif	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
odbiór	reçu	odbiór	recevoir	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
odbiór	récépissé	odbiór	récépisser	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
odbiór	recevant	odbiór	recevoir	N;NOM;MASC;SG	V;PRS;V.PTCP
odbiór	recevoir	odbiór	recevoir	N;NOM;MASC;SG	V;NFIN
odbiór	pick	odbiór	pick	N;NOM;MASC;SG	
czeskie	tchèque	czeski	tchèque	ADJ;NOM;NEUT;SG	N;MASC;SG
czeskie	tchèques	czeski	tchèque	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ashley	ashley	ashley	ashley	PROPN;NOM;FEM;SG	PROPN
obywatele	nationaux	obywatele	national	N;NOM;MASC;PL	ADJ;MASC;PL
obywatele	citoyenne	obywatele	citoyen	N;NOM;MASC;PL	ADJ;FEM;SG
obywatele	citoyen	obywatele	citoyen	N;NOM;MASC;PL	N;MASC;SG
ekspozycji	expositions	ekspozycja	exposition	N;GEN;FEM;SG	N;FEM;PL
ain	aïn	ain	aïn	PROPN;NOM;MASC;SG	PROPN
ain	ain	ain	ain	PROPN;NOM;MASC;SG	PROPN
mięsa	viandes	mięso	viande	N;GEN;NEUT;SG	N;FEM;PL
mięsa	viandes	mięso	viande	N;GEN;NEUT;SG	N;FEM;PL
czynnik	factor	czynnik	factor	N;NOM;MASC;SG	PROPN
speedway	speedway	speedway	speedway		N;MASC;SG
mechaniczne	mécaniques	mechaniczny	mécanique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
nbc	nbc	nbc	nbc		PROPN
wasilij	vassili	wasilać	vassili	PROPN;NOM;MASC;SG	PROPN
podłoże	substrats	podłoże	substrat	N;NOM;NEUT;SG	N;MASC;PL
mauzoleum	mausolée	mauzoleum	mausolé		V;MASC;SG;PST;V.PTCP
butler	butler	butler	butler		PROPN
butler	majordome	butler	majordome		N;MASC;SG
tunezji	tunisiens	tunezja	tunisien	PROPN;GEN;FEM;SG	ADJ;MASC;PL
tunezji	tunisienne	tunezja	tunisien	PROPN;GEN;FEM;SG	ADJ;FEM;SG
tunezji	tunisien	tunezja	tunisien	PROPN;GEN;FEM;SG	ADJ;MASC;SG
paliwo	combustible	paliwo	combustible	N;NOM;NEUT;SG	ADJ;MASC;SG
piłsudski	piłsudski	piłsudski	piłsudski	ADJ;NOM;MASC;SG	N;MASC;SG
zatrudnienia	emplois	zatrudnienie	emploi	N;GEN;NEUT;SG	N;MASC;PL
ren	ren	ren	ren		
ren	rhin	ren	rhin		N;MASC;SG
grey	gris	grać	gris		N;MASC;SG
grey	grise	grać	grise		ADJ;FEM;SG
tokyo	tokyo	tokyo	tokyo		N;MASC;SG
pruszków	pruszków	pruszek	pruszków	N;NOM;MASC;SG	PROPN
okno	fenêtres	okno	fenêtre	N;NOM;NEUT;SG	N;FEM;PL
kolumbia	colombie	kolumbia	colombie	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
kolumbia	columbia	kolumbia	columbia	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
kolumbia	colombie	kolumbia	colombie	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
cameron	cameron	cameron	cameron	PROPN;NOM;MASC;SG	PROPN
piw	bières	piw	bière		N;FEM;PL
piw	bière	piw	bière		N;FEM;SG
motorsport	motorsport	motorsport	motorsport	V;IPFV;IND;SG;2;PRS;FIN;ACT	PROPN
germain	germain	germain	germain		PROPN
glenn	glenn	glenny	glenn	PROPN;NOM;MASC;SG	PROPN
treningi	formation	trening	formation	N;NOM;MASC;PL	N;FEM;SG
treningi	entraînement	trening	entraînement	N;NOM;MASC;PL	N;MASC;SG
leeds	leeds	leeds	leed	PROPN;NOM;MASC;SG	PROPN
kwiat	fleurir	kwiat	fleurir	N;NOM;MASC;SG	V;NFIN
kwiat	fleurs	kwiat	fleur	N;NOM;MASC;SG	N;FEM;PL
