در	porta	در	porta	ADP	N;FEM;SG
شک	duvidoso	شک	duvidoso	N;SG	ADJ;MASC;SG
شک	duvidosa	شک	duvidoso	N;SG	ADJ;FEM;SG
شک	duvido	شک	duvido	N;SG	V;IND;SG;1;PRS;FIN
تابش	brilhantismo	تابش	brilhantismo		N;MASC;SG
جفت	pares	None	par	N;SG	N;MASC;PL
ابر	nuvens	ابر	nuvem	N;SG	N;FEM;PL
ابر	nuvens	ابر	nuvem	N;SG	N;FEM;PL
عمیق	deep	عمیق	deep	ADJ	N;MASC;SG
ابراز	expressando	ابراز	expressar	N;SG	V;V.MSDR
ابراز	exprimindo	ابراز	exprimir	N;SG	V;V.MSDR
ابراز	expressar	ابراز	expressar	N;SG	V;NFIN
دستگیری	capturar	دستگیری	capturar	N;SG	V;NFIN
دستگیری	detenções	دستگیری	detenção	N;SG	N;FEM;PL
دستگیری	prisões	دستگیری	prisão	N;SG	N;FEM;PL
تست	testar	None	testar	N;SG	V;NFIN
تست	testando	None	testar	N;SG	V;V.MSDR
تست	ensaios	None	ensaio	N;SG	N;MASC;PL
تست	testes	None	teste	N;SG	N;MASC;PL
اساتید	masters	استاد	master	N;PL	N;MASC;SG
اساتید	mestrado	استاد	mestrado	N;PL	N;MASC;SG
تنوع	diversidades	تنوع	diversidade	N;SG	N;FEM;PL
ترجیح	prefira	ترجیح	preferir	N;SG	V;SBJV;SG;3;PRS;FIN
ترجیح	prefere	ترجیح	preferir	N;SG	V;IND;SG;3;PRS;FIN
حساس	sensibilidade	حساس	sensibilidade	ADJ	N;FEM;SG
اورشلیم	jerusalem	اورشلیم	jerusalem	N;SG	N;MASC;PL
ارنست	ernst	ارنست	ernst	N;SG	PROPN;MASC;SG
گپ	conversar	گپ	conversar	N;SG	V;NFIN
پاس	passe	پاس	passar	N;SG	V;SBJV;SG;3;PRS;FIN
پاس	passar	پاس	passar	N;SG	V;NFIN
پاس	passa	پاس	passar	N;SG	V;IND;SG;3;PRS;FIN
معنا	significando	معنا	significar	N;SG	V;V.MSDR
راز	segredos	راز	segredo	N;SG	N;MASC;PL
نوجوان	adolescentes	نوجوان	adolescente	N;SG	N;MASC;PL
عامه	popular	عامه	popular	N;SG	ADJ;MASC;SG
عامه	populares	عامه	popular	N;SG	ADJ;MASC;PL
تمرین	treinos	تمرین	treino	N;SG	N;MASC;PL
تمرین	praticar	تمرین	praticar	N;SG	V;NFIN
تمرین	pratique	تمرین	pratique	N;SG	V;SBJV;SG;3;PRS;FIN
تمرین	exercícios	تمرین	exercício	N;SG	N;MASC;PL
اواسط	mid	وسط	midir	N;PL	N;MASC;SG
شلیک	atire	شلیک	atire	N;SG	V;SBJV;SG;3;PRS;FIN
شلیک	atirar	شلیک	atirar	N;SG	V;NFIN
شلیک	baleado	شلیک	balear	N;SG	V;MASC;SG;V.PTCP
کوشش	esforços	کوشش	esforço	N;SG	N;MASC;PL
کوشش	esforços	کوشش	esforço	N;SG	N;MASC;PL
بیاید	vem	آمد#آ	vir	V;SBJV;SG;3;PRS	V;IND;SG;3;PRS;FIN
بیاید	venham	آمد#آ	vir	V;SBJV;SG;3;PRS	V;SBJV;PL;3;PRS;FIN
خاتمی	khatami	خاتمی	khatami	N;SG	V;IND;PL;3;PRS;FIN
قدس	jerusalem	None	jerusalem	N;SG	N;MASC;PL
هوشمند	inteligentes	هوشمند	inteligente	N;SG	ADJ;MASC;PL
هوشمند	inteligente	هوشمند	inteligente	N;SG	ADJ;MASC;SG
هوشمند	esperta	هوشمند	esperto	N;SG	ADJ;FEM;SG
هوشمند	esperto	هوشمند	esperto	N;SG	ADJ;MASC;SG
هوشمند	inteligente	هوشمند	inteligente	N;SG	ADJ;MASC;SG
بام	telhados	None	telhado	N;SG	N;MASC;PL
نشریات	diários	نشریه	diário	N;PL	ADJ;MASC;PL
کتیبه	rolar	کتیبه	rolar	N;SG	V;NFIN
کتیبه	deslocar	کتیبه	deslocar	N;SG	V;NFIN
لغو	cancelar	لغو	cancelar	N;SG	V;NFIN
لغو	cancela	لغو	cancelar	N;SG	V;IND;SG;3;PRS;FIN
لغو	sobrepor	لغو	sobrepor	N;SG	V;NFIN
چرخه	ciclos	چرخه	ciclo	N;SG	N;MASC;PL
استخدام	contratando	استخدام	contratar	N;SG	V;V.MSDR
استخدام	contratações	استخدام	contratação	N;SG	N;FEM;PL
استخدام	contratar	استخدام	contratar	N;SG	V;NFIN
استخدام	contratados	استخدام	contratar	N;SG	V;MASC;PL;V.PTCP
استخدام	contratou	استخدام	contratar	N;SG	V;IND;SG;3;PST;FIN
استخدام	contratado	استخدام	contratar	N;SG	V;MASC;SG;V.PTCP
استخدام	contratada	استخدام	contratar	N;SG	V;FEM;SG;V.PTCP
استخدام	recrutar	استخدام	recrutar	N;SG	V;NFIN
تندیس	esculturas	None	escultura	N;SG	N;FEM;PL
مخابرات	comunicações	مخابرات	comunicação	N;SG	N;FEM;PL
مخابرات	telecomunicações	مخابرات	telecomunicação	N;SG	N;FEM;PL
تفریحی	recreativas	None	recreativo	N;SG	N;FEM;PL
معامله	promoções	معامله	promoção	N;SG	N;FEM;PL
معامله	ofertas	معامله	oferta	N;SG	N;FEM;PL
تجربی	empíricos	تجربی	empírico	N;SG	N;MASC;PL
تجربی	experimentais	تجربی	experimental	N;SG	N;MASC;PL
تجربی	experimental	تجربی	experimental	N;SG	ADJ;MASC;SG
فصلی	sazonal	فصلی	sazonal	N;SG	ADJ;MASC;SG
فصلی	sazonais	فصلی	sazonal	N;SG	N;MASC;PL
قضایی	judiciário	قضایی	judiciário	ADJ	N;MASC;SG
قضایی	judiciária	قضایی	judiciário	ADJ	N;FEM;SG
دراز	alongar	دراز	alongar	ADJ	V;NFIN
دراز	alongamento	دراز	alongamento	ADJ	N;MASC;SG
دراز	esticar	دراز	esticar	ADJ	V;NFIN
دراز	estica	دراز	esticar	ADJ	V;IND;SG;3;PRS;FIN
دراز	longo	دراز	longo	ADJ	ADV
دراز	comprido	دراز	comprido	ADJ	N;MASC;SG
دراز	long	دراز	long	ADJ	N;MASC;SG
معنوی	espiritual	معنوی	espiritual	N;SG	ADJ;MASC;SG
معنوی	espirituais	معنوی	espiritual	N;SG	ADJ;MASC;PL
والدین	paternidade	والد	paternidade	N;PL	N;FEM;SG
مغول	mongóis	مغول	mongoli	N;SG	N;MASC;PL
مغول	mongóis	مغول	mongoli	N;SG	N;MASC;PL
محاسبات	computação	محاسبه	computação	N;PL	N;FEM;SG
محاسبات	computação	محاسبه	computação	N;PL	N;FEM;SG
محاسبات	informática	محاسبه	informática	N;PL	N;FEM;SG
مدارک	evidência	مدرک	evidência	N;PL	N;FEM;SG
مدارک	prova	مدرک	prova	N;PL	N;FEM;SG
بلافاصله	imediato	بلافاصله	imediato	ADV	N;MASC;SG
حرکات	moves	None	move	N;PL	N;MASC;SG
حرکات	move	None	mover	N;PL	V;IMP;SG;3;PRS;FIN
تفکر	pensei	تفکر	pensar	N;SG	V;IND;SG;1;PST;FIN
تفکر	pensado	تفکر	pensar	N;SG	V;MASC;SG;V.PTCP
تفکر	pensou	تفکر	pensar	N;SG	V;IND;SG;3;PST;FIN
تفکر	pensando	تفکر	pensar	N;SG	V;V.MSDR
تفکر	pensar	تفکر	pensar	N;SG	V;NFIN
تفکر	ponderar	تفکر	ponderar	N;SG	V;NFIN
حجت	argumentar	None	argumentar	N;SG	V;NFIN
حجت	argumentos	None	argumento	N;SG	N;MASC;PL
عجیب	strange	عجیب	strange	ADJ	N;MASC;SG
عجیب	ímpares	عجیب	ímpar	ADJ	N;MASC;PL
فراز	acima	فراز	acima	N;SG	ADV
اعتراضات	protesto	اعتراض	protesto	N;PL	N;MASC;SG
اعتراضات	protestar	اعتراض	protestar	N;PL	V;NFIN
فراموش	esqueça	فراموش	esquecer	ADJ	V;SBJV;SG;3;PRS;FIN
فراموش	esquecer	فراموش	esquecer	ADJ	V;NFIN
فراموش	esquece	فراموش	esquecer	ADJ	V;IND;SG;3;PRS;FIN
مخدر	narcóticos	مخدر	narcótico	N;SG	N;MASC;PL
کریستین	cristãos	کریستین	cristão	N;SG	N;MASC;PL
ضعف	fraquezas	ضعف	fraqueza	N;SG	N;FEM;PL
آلودگی	infecções	آلودگی	infecção	N;SG	N;FEM;PL
عفونت	infecções	عفونت	infecção	N;SG	N;FEM;PL
عفونت	infecções	عفونت	infecção	N;SG	N;FEM;PL
بستن	fecha	بستن	fechar	N;SG	V;IND;SG;3;PRS;FIN
بستن	feche	بستن	fecher	N;SG	V;SBJV;SG;3;PRS;FIN
بستن	perto	بستن	perto	N;SG	ADV
بستن	fechar	بستن	fechar	N;SG	V;NFIN
بستن	fechando	بستن	fechar	N;SG	V;V.MSDR
بستن	fechar	بستن	fechar	N;SG	V;NFIN
پورنوگرافی	pornográficos	پورنوگرافی	pornográfico	N;SG	N;MASC;PL
پورنوگرافی	pornográfico	پورنوگرافی	pornográfico	N;SG	ADJ;MASC;SG
پورنوگرافی	pornográfica	پورنوگرافی	pornográfico	N;SG	ADJ;FEM;SG
لاله	tulipas	لاله	tulipa	N;SG	N;FEM;PL
لاله	tulipas	لاله	tulipa	N;SG	N;FEM;PL
لاله	muda	لاله	mudar	N;SG	V;IND;SG;3;PRS;FIN
لاله	mudos	لاله	mudo	N;SG	N;MASC;PL
مو	cabelos	مو	cabelo	N;SG	N;MASC;PL
احتمالی	prováveis	احتمالی	provável	N;SG	ADJ;MASC;PL
احتمالی	provável	احتمالی	provável	N;SG	ADJ;MASC;SG
سوئدی	suecos	سوئدی	sueco	N;SG	N;MASC;PL
پیشنهادی	propôs	پیشنهادی	propor	N;SG	V;IND;SG;3;PST;FIN
پیشنهادی	propostos	پیشنهادی	propor	N;SG	V;MASC;PL;V.PTCP
پیشنهادی	propunha	پیشنهادی	propor	N;SG	V;IND;SG;3;IPFV;FIN
پیشنهادی	proposto	پیشنهادی	propor	N;SG	V;MASC;SG;V.PTCP
پیشنهادی	sugestões	پیشنهادی	sugestão	N;SG	N;FEM;PL
پروتئین	proteínas	پروتئین	proteína	N;SG	N;FEM;PL
دشتی	planícies	دشتی	planície	N;SG	N;FEM;PL
مورخ	datada	مورخ	datar	N;SG	V;FEM;SG;V.PTCP
مورخ	datado	مورخ	datar	N;SG	V;MASC;SG;V.PTCP
مورخ	datados	مورخ	datar	N;SG	V;MASC;PL;V.PTCP
کالا	bens	کالا	bem	N;SG	N;MASC;PL
کالا	mercadorias	کالا	mercadoria	N;SG	N;FEM;PL
کشیدن	arrastar	کشیدن	arrastar	N;SG	V;NFIN
کشیدن	arrasta	کشیدن	arrastar	N;SG	V;IND;SG;3;PRS;FIN
کشیدن	arrastar	کشیدن	arrastar	N;SG	V;NFIN
کشیدن	arrastando	کشیدن	arrastar	N;SG	V;V.MSDR
کشیدن	desenhar	کشیدن	desenhar	N;SG	V;NFIN
کشیدن	desenhando	کشیدن	desenhar	N;SG	V;V.MSDR
عقاب	águias	عقاب	águia	N;SG	N;FEM;PL
تسخیر	conquistar	تسخیر	conquistar	N;SG	V;NFIN
تسخیر	conquiste	تسخیر	conquistir	N;SG	V;SBJV;SG;3;PRS;FIN
آزار	irritada	آزار	irritado	N;PL	ADJ;FEM;SG
آزار	chateado	آزار	chatear	N;PL	V;MASC;SG;V.PTCP
آزار	irritado	آزار	irritar	N;PL	ADJ;MASC;SG
آزار	chateada	آزار	chatear	N;PL	V;FEM;SG;V.PTCP
آزار	incomodado	آزار	incomodar	N;PL	V;MASC;SG;V.PTCP
آزار	ferido	آزار	ferir	N;PL	V;MASC;SG;V.PTCP
آزار	magoar	آزار	magoar	N;PL	V;NFIN
آزار	doeu	آزار	doer	N;PL	V;IND;SG;3;PST;FIN
آزار	machucar	آزار	machucar	N;PL	V;NFIN
بلوک	blocos	بلوک	bloco	N;SG	N;MASC;PL
بلوک	bloqueios	بلوک	bloqueio	N;SG	N;MASC;PL
بلوک	quadras	بلوک	quadra	N;SG	N;FEM;PL
بلوک	bloquear	بلوک	bloquear	N;SG	V;NFIN
قبیله	tribos	None	tribo	N;SG	N;MASC;PL
قبیله	tribais	None	tribal	N;SG	N;MASC;PL
قبیله	tribos	None	tribo	N;SG	N;MASC;PL
تزریق	injecções	تزریق	injecção	N;SG	N;FEM;PL
تزریق	injeções	تزریق	injeção	N;SG	N;FEM;PL
تزریق	injectar	تزریق	injectar	N;SG	V;NFIN
تزریق	injetar	تزریق	injetar	N;SG	V;NFIN
تزریق	injectar	تزریق	injectar	N;SG	V;NFIN
افتخاری	honorário	افتخاری	honorário	N;SG	ADJ;MASC;SG
افتخاری	honorários	افتخاری	honorários	N;SG	N;MASC;PL
همایش	convenções	همایش	convenção	N;SG	N;FEM;PL
همایش	convenções	همایش	convenção	N;SG	N;FEM;PL
صدها	centenas	صد	centena	NUM	N;FEM;PL
مجاهدین	mujahideen	مجاهدین	mujahideen	N;SG	N;MASC;PL
مجاهدین	milícias	مجاهدین	milícia	N;SG	N;MASC;PL
لوح	comprimidos	لوح	comprimir	N;SG	V;MASC;PL;V.PTCP
لوح	comprimido	لوح	comprimir	N;SG	V;MASC;SG;V.PTCP
آتن	atenas	None	atena	N;SG	N;FEM;PL
موازی	paralelas	موازی	paralelo	N;SG	N;FEM;PL
موازی	paralelos	موازی	paralelo	N;SG	N;MASC;PL
کامین	côte	کامین	côte	ADJ;RL	N;FEM;SG
منظم	disciplinado	منظم	disciplinar	ADJ	V;MASC;SG;V.PTCP
منظم	ordenada	منظم	ordenada	ADJ	V;FEM;SG;V.PTCP
غلط	false	غلط	false	ADJ	N;MASC;SG
غلط	falsos	غلط	falso	ADJ	N;MASC;PL
انیمیشن	animado	انیمیشن	animar	N;SG	V;MASC;SG;V.PTCP
انیمیشن	animados	انیمیشن	animar	N;SG	N;MASC;PL
انیمیشن	animada	انیمیشن	animar	N;SG	V;FEM;SG;V.PTCP
انیمیشن	animadas	انیمیشن	animar	N;SG	V;FEM;PL;V.PTCP
خواهان	desejos	خواهان	desejo	N;SG	N;MASC;PL
مرحوم	falecido	مرحوم	falecer	N;SG	V;MASC;SG;V.PTCP
مرحوم	falecidos	مرحوم	falecer	N;SG	V;MASC;PL;V.PTCP
کرم	vermes	None	vermes	N;SG	N;MASC;PL
کرم	natas	None	nata	N;SG	N;FEM;PL
کلاه	capacetes	کلاه	capacete	N;SG	N;MASC;PL
انیمه	animes	انیمه	anime	N;SG	N;MASC;PL
اقلیم	climas	اقلیم	clima	N;SG	N;MASC;PL
خیالی	imaginária	خیالی	imaginário	N;SG	ADJ;FEM;SG
خیالی	imaginários	خیالی	imaginário	N;SG	ADJ;MASC;PL
خیالی	ficcional	خیالی	ficcional	N;SG	ADJ;MASC;SG
خیالی	fictícia	خیالی	fictícia	N;SG	ADJ;FEM;SG
بوی	cheirar	بوی	cheirar	N;SG	V;NFIN
بوی	cheira	بوی	cheira	N;SG	V;IND;SG;3;PRS;FIN
بوی	odores	بوی	odor	N;SG	N;MASC;PL
بوی	cheira	بوی	cheira	N;SG	V;IND;SG;3;PRS;FIN
بوی	cheiros	بوی	cheiro	N;SG	N;MASC;PL
محدودیت	limitações	محدودیت	limitação	N;SG	N;FEM;PL
محدودیت	restrições	محدودیت	restrição	N;SG	N;FEM;PL
محدودیت	limitações	محدودیت	limitação	N;SG	N;FEM;PL
محدودیت	limites	محدودیت	limite	N;SG	N;MASC;PL
محدودیت	limitar	محدودیت	limitar	N;SG	V;NFIN
محدودیت	condicionalismos	محدودیت	condicionalismo	N;SG	N;MASC;PL
محدودیت	limitações	محدودیت	limitação	N;SG	N;FEM;PL
محدودیت	constrangimentos	محدودیت	constrangimento	N;SG	N;MASC;PL
محدودیت	restrições	محدودیت	restrição	N;SG	N;FEM;PL
مختلط	mista	مختلط	misturar	N;SG	V;FEM;SG;V.PTCP
مختلط	misturados	مختلط	misturar	N;SG	V;MASC;PL;V.PTCP
مختلط	misturado	مختلط	misturar	N;SG	V;MASC;SG;V.PTCP
مختلط	misto	مختلط	misto	N;SG	V;MASC;SG;V.PTCP
اهدا	doando	اهدا	doar	N;SG	V;V.MSDR
اهدا	doar	اهدا	doar	N;SG	V;NFIN
اهدا	donativos	اهدا	donativo	N;SG	N;MASC;PL
اهدا	doações	اهدا	doação	N;SG	N;FEM;PL
اهدا	doadores	اهدا	doador	N;SG	N;MASC;PL
شفاف	transparência	شفاف	transparência	ADJ	N;FEM;SG
امضای	assinar	None	assinar	N;SG	V;NFIN
امضای	assinando	None	assinar	N;SG	V;V.MSDR
داگلاس	douglas	داگلاس	dougla	N;SG	N;FEM;PL
پسران	boys	پسر	boy	N;PL	N;MASC;SG
پسران	rapaziada	پسر	rapaziado	N;PL	N;FEM;SG
رایگان	livre	None	livre	N;SG	ADJ;MASC;SG
رایگان	gratuito	None	gratuito	N;SG	ADJ;MASC;SG
گیرنده	cativante	گیرنده	cativante	N;SG	ADJ;MASC;SG
ونیز	veneza	ونیز	veneza		N;FEM;SG
ونیز	venezia	ونیز	venezer		N;FEM;SG
قد	alto	قد	alto		ADV
قد	tall	قد	tall		N;MASC;SG
قد	altos	قد	alto		N;MASC;PL
قد	altas	قد	alto		ADJ;FEM;PL
قد	alta	قد	alta		N;FEM;SG
قد	altura	قد	altura		N;FEM;SG
بازنشسته	aposentar	بازنشسته	aposentar	ADJ;SG;3;V.PTCP	V;NFIN
بازنشسته	aposentado	بازنشسته	aposentar	ADJ;SG;3;V.PTCP	V;MASC;SG;V.PTCP
بازنشسته	reformado	بازنشسته	reformado	ADJ;SG;3;V.PTCP	V;MASC;SG;V.PTCP
بازنشسته	reformados	بازنشسته	reformar	ADJ;SG;3;V.PTCP	V;MASC;PL;V.PTCP
بازنشسته	aposentados	بازنشسته	aposentado	ADJ;SG;3;V.PTCP	N;MASC;PL
دیر	atrasada	دیر	atrasar	ADV	V;FEM;SG;V.PTCP
دیر	tardia	دیر	tardio	ADV	N;FEM;SG
دیر	atrasados	دیر	atrasar	ADV	V;MASC;PL;V.PTCP
دیر	atrasado	دیر	atrasar	ADV	V;MASC;SG;V.PTCP
دیر	veados	دیر	veado	ADV	N;MASC;PL
دیر	veado	دیر	veado	ADV	N;MASC;SG
دیر	cervo	دیر	cervo	ADV	N;MASC;SG
سروده	composta	سروده	compor	ADJ;SG;3;V.PTCP	V;FEM;SG;V.PTCP
اضافی	adicional	None	adicional	N;SG	ADJ;MASC;SG
اضافی	adicionais	None	adicional	N;SG	ADJ;MASC;PL
دما	temperaturas	دما	temperatura	N;SG	N;FEM;PL
دما	temperaturas	دما	temperatura	N;SG	N;FEM;PL
غنی	ghani	غنی	ghani	ADJ	N;MASC;SG
غنی	ricos	غنی	rico	ADJ	N;MASC;PL
غنی	rich	غنی	rich	ADJ	N;MASC;SG
خودداری	abster	خودداری	abster	N;SG	V;NFIN
مخلوط	mista	مخلوط	misturar	N;SG	V;FEM;SG;V.PTCP
مخلوط	misturados	مخلوط	misturar	N;SG	V;MASC;PL;V.PTCP
مخلوط	misturado	مخلوط	misturar	N;SG	V;MASC;SG;V.PTCP
مخلوط	misto	مخلوط	misto	N;SG	V;MASC;SG;V.PTCP
مخلوط	misture	مخلوط	misture	N;SG	V;SBJV;SG;3;PRS;FIN
مخلوط	misturar	مخلوط	misturar	N;SG	V;NFIN
نی	nae	نه	nae		N;MASC;SG
نی	ney	نه	ney		N;MASC;SG
آسان	easy	None	easy	ADJ	N;MASC;SG
آسان	calma	None	calma	ADJ	N;FEM;SG
بلک	negro	بلک	negro	N;SG	ADJ;MASC;SG
بلک	pretas	بلک	preto	N;SG	N;FEM;PL
سانتیمتر	centímetros	سانتیمتر	centímetro	N;SG	N;MASC;PL
گندم	cereais	گندم	cereal	N;SG	N;MASC;PL
گندم	grãos	گندم	grão	N;SG	N;MASC;PL
حیوان	animais	None	animal	N;SG	N;MASC;PL
دیدنی	espetaculares	دیدنی	espetacular	N;SG	ADJ;MASC;PL
دیدنی	espectaculares	دیدنی	espectacular	N;SG	ADJ;MASC;PL
دیدنی	espectacular	دیدنی	espectacular	N;SG	ADJ;MASC;SG
دیدنی	espetacular	دیدنی	espetacular	N;SG	ADJ;MASC;SG
اپل	maçãs	اپل	maçã	N;SG	N;FEM;PL
مکانیکی	mecânicos	مکانیکی	mecânico	N;SG	N;MASC;PL
سرگرمی	passatempos	سرگرمی	passatempo	N;SG	N;MASC;PL
سرگرمی	hobbies	سرگرمی	hobbie	N;SG	N;MASC;PL
ازای	reflectindo	ازا	reflectir	N;SG	V;V.MSDR
ازای	refletindo	ازا	refletir	N;SG	V;V.MSDR
ناقص	imperfeito	None	imperfeito	ADJ	V;MASC;SG;V.PTCP
ناقص	imperfeita	None	imperfeita	ADJ	V;FEM;SG;V.PTCP
خرس	bears	None	bear	N;SG	N;MASC;PL
خرس	ursos	None	urso	N;SG	N;MASC;PL
ایمان	acredita	ایمان	acreditar	N;SG	V;IND;SG;3;PRS;FIN
ایمان	acreditar	ایمان	acreditar	N;SG	V;NFIN
ایمان	creia	ایمان	crear	N;SG	V;SBJV;SG;3;PRS;FIN
ایمان	acredite	ایمان	acreditar	N;SG	V;SBJV;SG;3;PRS;FIN
دیو	dave	None	daver	N;SG	PROPN;MASC;SG
یانگ	jovem	یانگ	jovem	N;SG	ADJ;MASC;SG
یانگ	jovens	یانگ	jovem	N;SG	N;MASC;PL
زخمی	feridos	None	ferir	N;SG	V;MASC;PL;V.PTCP
زخمی	ferida	None	ferir	N;SG	V;FEM;SG;V.PTCP
زخمی	lesionado	None	lesionar	N;SG	V;MASC;SG;V.PTCP
زخمی	ferido	None	ferir	N;SG	V;MASC;SG;V.PTCP
زخمی	ferido	None	ferir	N;SG	V;MASC;SG;V.PTCP
زخمی	ferida	None	ferir	N;SG	V;FEM;SG;V.PTCP
زخمی	feridos	None	ferir	N;SG	V;MASC;PL;V.PTCP
زخمی	ferido	None	ferir	N;SG	V;MASC;SG;V.PTCP
زخمی	magoar	None	magoar	N;SG	V;NFIN
زخمی	doeu	None	doer	N;SG	V;IND;SG;3;PST;FIN
زخمی	machucar	None	machucar	N;SG	V;NFIN
عروس	noivas	None	noiva	N;SG	N;FEM;PL
الکترون	elétrons	الکترون	elétron	N;SG	N;MASC;PL
الکترون	electrões	الکترون	eletrão	N;SG	N;MASC;PL
الکترون	elétrons	الکترون	elétron	N;SG	N;MASC;PL
الکترون	electrões	الکترون	eletrão	N;SG	N;MASC;PL
دندان	dentes	دندان	dente	N;SG	N;MASC;PL
دندان	dentes	دندان	dente	N;SG	N;MASC;PL
عکاس	fotógrafos	عکاس	fotógrafo	N;SG	N;MASC;PL
مصدق	confirmando	مصدق	confirmar	N;SG	V;V.MSDR
کاترین	catherine	کاترین	catherine	ADJ;RL	N;FEM;SG
کاترین	catarina	کاترین	catarina	ADJ;RL	N;FEM;SG
اعصاب	nervos	اعصاب	nervo	N;SG	N;MASC;PL
محترم	respeitado	محترم	respeitar	ADJ	V;MASC;SG;V.PTCP
محترم	respeitadas	محترم	respeitar	ADJ	V;FEM;PL;V.PTCP
محترم	respeitados	محترم	respeitado	ADJ	V;MASC;PL;V.PTCP
محترم	respeitada	محترم	respeitar	ADJ	V;FEM;SG;V.PTCP
مال	mal	مال	mal	N;SG	ADV
مال	riquezas	مال	riqueza	N;SG	N;FEM;PL
لویی	luiz	لویی	luiz	N;SG	PROPN;MASC;SG
تقاضای	exigente	تقاضا	exigente	N;SG	ADJ;MASC;SG
تقاضای	exigentes	تقاضا	exigente	N;SG	ADJ;MASC;PL
تقاضای	exigindo	تقاضا	exigir	N;SG	V;V.MSDR
خطا	erros	خطا	erro	N;SG	N;MASC;PL
ماهیان	peixe	ماهیان	peixe	N;PL	N;MASC;SG
داوود	david	داوود	david	N;SG	PROPN;MASC;SG
شنبه	sábados	شنبه	sábado	N;SG	N;MASC;PL
موزیک	músicas	موزیک	música	N;SG	N;FEM;PL
مجهز	armada	None	armar	N;SG	V;FEM;SG;V.PTCP
مجهز	armados	None	armar	N;SG	V;MASC;PL;V.PTCP
مجهز	armadas	None	armar	N;SG	N;FEM;PL
مجهز	armado	None	armar	N;SG	V;MASC;SG;V.PTCP
مجهز	equipados	None	equipar	N;SG	V;MASC;PL;V.PTCP
مجهز	equipada	None	equipar	N;SG	V;FEM;SG;V.PTCP
مجهز	equipadas	None	equipar	N;SG	V;FEM;PL;V.PTCP
مجهز	equipado	None	equipar	N;SG	V;MASC;SG;V.PTCP
گرجی	georgianos	گرجی	georgiano	N;SG	N;MASC;PL
گرجی	georgiana	گرجی	georgiano	N;SG	ADJ;FEM;SG
پرسش	interrogados	پرسش	interrogar	N;SG	V;MASC;PL;V.PTCP
پرسش	questionada	پرسش	questionar	N;SG	V;FEM;SG;V.PTCP
پرسش	questionado	پرسش	questionar	N;SG	V;MASC;SG;V.PTCP
پرسش	questionou	پرسش	questionar	N;SG	V;IND;SG;3;PST;FIN
پرسش	interrogado	پرسش	interrogar	N;SG	V;MASC;SG;V.PTCP
اماکن	entrando	مکان	entrar	N;PL	V;V.MSDR
پارامتر	parâmetros	پارامتر	parâmetro	N;SG	N;MASC;PL
پارامتر	parâmetros	پارامتر	parâmetro	N;SG	N;MASC;PL
عراقی	iraquiana	عراقی	iraquiano	N;SG	ADJ;FEM;SG
عراقی	iraquianos	عراقی	iraquiano	N;SG	N;MASC;PL
کلیدی	chaves	کلیدی	chave	N;SG	N;MASC;PL
تاریک	escura	None	escuro	N;SG	ADJ;FEM;SG
تاریک	sombrio	None	sombrio	N;SG	ADJ;MASC;SG
تاریک	escuro	None	escuro	N;SG	ADJ;MASC;SG
هخامنشیان	aquemênida	هخامنشی	aquemênido	N;PL	N;FEM;SG
اشتراک	partilhar	اشتراک	partilhar	N;SG	V;NFIN
اشتراک	compartilhando	اشتراک	compartilhar	N;SG	V;V.MSDR
اشتراک	compartilhar	اشتراک	compartilhar	N;SG	V;NFIN
اشتراک	compartilhamentos	اشتراک	compartilhamento	N;SG	N;MASC;PL
اشتراک	acções	اشتراک	acção	N;SG	N;FEM;PL
اشتراک	ações	اشتراک	ação	N;SG	N;FEM;PL
اشتراک	partilhas	اشتراک	partilha	N;SG	N;FEM;PL
اشتراک	subscrever	اشتراک	subscrever	N;SG	V;NFIN
اشتراک	assine	اشتراک	assine	N;SG	INTJ
اشتراک	assinar	اشتراک	assinar	N;SG	V;NFIN
مجسمه	estátuas	مجسمه	estátua	N;SG	N;FEM;PL
مجسمه	esculturas	مجسمه	escultura	N;SG	N;FEM;PL
رنج	sofrendo	رنج	sofrer	N;SG	V;V.MSDR
رنج	sofrimentos	رنج	sofrimento	N;SG	N;MASC;PL
رنج	sofrer	رنج	sofrer	N;SG	V;NFIN
رنج	sofre	رنج	sofrer	N;SG	V;IND;SG;3;PRS;FIN
رنج	sofra	رنج	sofra	N;SG	V;SBJV;SG;3;PRS;FIN
رنج	sofrem	رنج	sofrer	N;SG	V;IND;PL;3;PRS;FIN
رنج	adversidades	رنج	adversidade	N;SG	N;FEM;PL
واضح	obvio	واضح	obvio	ADJ	ADV
واضح	claramente	واضح	claramente	ADJ	ADV
پیشگیری	preventivo	پیشگیری	preventivo	N;SG	ADJ;MASC;SG
سالها	years	سال	years	N;PL	N;MASC;SG
اصرار	insistir	اصرار	insistir	N;SG	V;NFIN
اصرار	insiste	اصرار	insistir	N;SG	V;IND;SG;3;PRS;FIN
اصرار	insista	اصرار	insistir	N;SG	V;SBJV;SG;3;PRS;FIN
اصرار	insistindo	اصرار	insistir	N;SG	V;V.MSDR
گر	ger	گر	ger		N;MASC;SG
گر	tbm	گر	tbm		INTJ
گر	gar	گر	gar		N;MASC;SG
مولکولی	moleculares	مولکولی	molecular	N;SG	N;MASC;PL
مولکولی	molecular	مولکولی	molecular	N;SG	ADJ;MASC;SG
