leningrad	lenjingrad	leningrad	lenjingrad		N;NOM;MASC;SG
yıkılmış	shrvana	yık	shrvan	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;NOM;FEM;SG
yıkılmış	srušena	yık	srušiti	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
minsk	minsk	minsk	minsk	PROPN;NOM;SG;3	N;NOM;MASC;SG
rehber	vodič	rehber	vodič		N;NOM;MASC;SG
davranışı	ponašanje	davranış	ponašanje	N;ACC;SG;3	N;NOM;NEUT;SG
birleştirme	spoji	birleş	spoj	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;IND;SG;3;PRS;FIN
birleştirme	spajanje	birleş	spajanje	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;NEUT;SG
birleştirme	ujedinjenje	birleş	ujedinjenje	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;NEUT;SG
birleştirme	ujedinjenja	birleş	ujedinjenje	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;NEUT;PL
sonuncu	zadnji	sonuncu	zadnji		ADJ;NOM;DEF;MASC;SG
sonuncu	posljednje	sonuncu	posljednji		ADJ;NOM;DEF;FEM;PL
sonuncu	zadnje	sonuncu	zadnji		ADJ;NOM;DEF;FEM;PL
sonuncu	posljednja	sonuncu	posljednji		ADJ;NOM;DEF;FEM;SG
sonuncu	posljednji	sonuncu	posljednji		ADJ;NOM;DEF;MASC;SG
marksizm	marksizam	marksizm	marksizam		N;NOM;MASC;SG
sloganı	moto	slogan	moto	N;ACC;SG;3	N;NOM;MASC;SG
calcio	calcio	calcio	calciti	PROPN;NOM;SG;3	N;NOM;MASC;SG
uzatma	produžetak	uza	produžetak	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;MASC;SG
uzatma	proširenje	uza	proširenje	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;NEUT;SG
çalma	reprodukciju	çal	reprodukcija		N;ACC;FEM;SG
koza	čahure	koza	čahura		N;NOM;FEM;PL
koza	čahura	koza	čahura		N;NOM;FEM;SG
tamer	krotitelj	tamer	krotitelj		N;NOM;MASC;SG
brugge	brugge	brugge	brugg	PROPN;NOM;SG;3	N;NOM;MASC;SG
kazanç	zarade	kazanç	zarada	N;NOM;SG;3	N;NOM;FEM;PL
kazanç	zarade	kazanç	zarada	N;NOM;SG;3	N;NOM;FEM;PL
kazanç	zarade	kazanç	zarada	N;NOM;SG;3	N;NOM;FEM;PL
hardy	hardy	hardy	hardy		PROPN;NOM;MASC;SG
kel	ćelavi	kel	ćelava		ADJ;NOM;DEF;MASC;SG
kel	ćelav	kel	ćelav		N;NOM;MASC;SG
kel	kel	kel	kel		PROPN;NOM;MASC;SG
yaratık	zvijeri	yarat	zvijer		N;NOM;FEM;PL
yaratık	zvijer	yarat	zvijer		N;NOM;FEM;SG
yaratık	stranac	yarat	stranac		N;NOM;MASC;SG
yaratık	izvanzemaljac	yarat	izvanzemaljac		N;NOM;MASC;SG
yaratık	vanzemaljac	yarat	vanzemaljac		N;NOM;MASC;SG
yaratık	vanzemaljaca	yarat	vanzemaljac		N;GEN;MASC;SG
yaratık	stvorenje	yarat	stvorenje		N;NOM;NEUT;SG
botanik	botaniku	botanik	botanik	N;NOM;SG;3	N;ACC;FEM;SG
botanik	botanički	botanik	botanički	N;NOM;SG;3	ADV
tardis	tardis	tardis	tardis		N;NOM;MASC;SG
alessandro	alessandro	alessandro	alessandro		N;NOM;MASC;SG
denklemleri	jednadžbe	denklem	jednadžba	N;ACC;PL;3	N;NOM;FEM;PL
brandon	brandon	bra	brandon	PROPN;NOM;SG;3	N;NOM;MASC;SG
auguste	auguste	auguste	august		N;NOM;FEM;SG
theodore	theodore	theodore	theodor		N;NOM;MASC;SG
graf	graf	graf	graf		N;NOM;MASC;SG
gidiyor	ostavljajući	git	ostavijati	V;PROG;IND;SG;3;POS;INFM;PRS	ADV;RL
gidiyor	odlazak	git	odlazak	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;MASC;SG
dinin	religija	din	religija	N;GEN;SG;3	N;NOM;FEM;SG
dinin	vjera	din	vjera	N;GEN;SG;3	N;NOM;FEM;SG
paradise	raja	paradise	raj	N;NOM;SG;3	N;GEN;MASC;SG
önlemler	mjere	önlem	mjera	ADJ;NOM;PL;3	N;NOM;FEM;PL
clarke	clarke	clarke	clarke	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
clinton	clinton	clinton	clinton	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
öncelik	prioritete	öncelik	prioritet	N;NOM;SG;3	N;ACC;MASC;PL
neill	neill	neill	neill		PROPN;NOM;MASC;SG
fernández	fernández	fern	fernández	PROPN;NOM;SG;3	N;NOM;MASC;SG
goya	goya	goy	goya		PROPN;NOM;MASC;SG
editor	urednica	et	urednica		N;NOM;FEM;SG
editor	urednik	et	urednik		N;NOM;MASC;SG
makul	razumno	makul	razuman		ADV
makul	razuman	makul	razuman		ADJ;NOM;INDF;MASC;SG
makul	razumna	makul	razuman		ADJ;NOM;DEF;FEM;SG
css	css	css	css		N;NOM;MASC;SG
sanayii	industrija	sanayii	industrija		N;NOM;FEM;SG
sanayii	industrijski	sanayii	industrijski		ADV
sanayii	industrijska	sanayii	industrijski		ADJ;NOM;DEF;FEM;SG
duff	duff	duff	duff		N;NOM;MASC;SG
jackie	jackie	jackie	jakki		N;NOM;MASC;SG
tropik	tropske	tropik	tropski		ADJ;NOM;DEF;FEM;PL
tropik	tropic	tropik	tropic		N;NOM;MASC;SG
komünizm	komunizma	komün	komunizam		N;GEN;MASC;SG
komünizm	komunizam	komün	komunizam		N;NOM;MASC;SG
hokeyi	hokeju	hoke	hokej	N;NOM;SG;3	N;DAT;MASC;SG
buffalo	bizone	buffalo	bizon	PROPN;NOM;SG;3	N;ACC;MASC;PL
buffalo	buffalo	buffalo	buffalo	PROPN;NOM;SG;3	N;NOM;MASC;SG
buffalo	bizon	buffalo	bizon	PROPN;NOM;SG;3	N;NOM;MASC;SG
buffalo	bizona	buffalo	bizon	PROPN;NOM;SG;3	N;ACC;MASC;SG
sahneler	krajolik	sahne	krajolik	N;NOM;PL;3	N;NOM;MASC;SG
habsburg	habsburg	habsburg	habsburg	PROPN;NOM;SG;3	N;NOM;MASC;SG
funk	funk	funk	funk		N;NOM;MASC;SG
uygulanabilir	primjenjivo	uygula	primjenjiv	V;IPFV;POT;SG;3;POS;PASS	ADJ;NOM;DEF;NEUT;SG
iddialar	tvrdi	iddia	tvrditi	N;NOM;PL;3	V;IND;SG;3;PRS;FIN
yasaklandı	zabranjena	yasakla	zabraniti		ADJ;NOM;DEF;FEM;SG;V.PTCP
yasaklandı	zabranjen	yasakla	zabraniti		ADJ;NOM;MASC;SG;V.PTCP;PASS
yasaklandı	zabranjena	yasakla	zabraniti		ADJ;NOM;DEF;FEM;SG;V.PTCP
yasaklandı	zabranjeno	yasakla	zabraniti		ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
knicks	knicksa	knicks	knicks		N;GEN;MASC;SG
altta	ispod	altta	ispod		ADP;GEN
altta	dno	altta	dno		N;NOM;NEUT;SG
eczacılık	farmaceutske	eczacılık	farmaceutski	N;NOM;SG;3	ADJ;NOM;DEF;FEM;PL
eczacılık	ljekarne	eczacılık	ljekaran	N;NOM;SG;3	ADJ;NOM;DEF;FEM;PL
eczacılık	ljekarni	eczacılık	ljekaran	N;NOM;SG;3	N;DAT;FEM;SG
eczacılık	ljekarna	eczacılık	ljekaran	N;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
discogs	discogs	discogs	discogs		N;NOM;MASC;SG
havayolları	airlines	havayol	airlines	N;NOM;PL;3	N;NOM;FEM;SG
kullanın	koristi	kullan	koristiti	V;PFV;IMP;PL;2;POS;PRS	V;IND;SG;3;PRS;FIN
kullanın	iskoristi	kullan	iskoristiti	V;PFV;IMP;PL;2;POS;PRS	V;IND;SG;3;PRS;FIN
kullanın	upotrebi	kullan	upotreba	V;PFV;IMP;PL;2;POS;PRS	N;DAT;FEM;SG
kullanın	upotrijebi	kullan	upotrijebiti	V;PFV;IMP;PL;2;POS;PRS	V;IND;SG;3;PRS;FIN
kalbi	srce	kalbi	srce	ADJ;NOM;SG;3	N;NOM;NEUT;SG
malik	malik	malik	malik		N;NOM;MASC;SG
andorra	andora	andorra	andor	PROPN;NOM;SG;3	N;NOM;FEM;SG
çıktılar	izlaz	çık	izlaz	V;PFV;IND;PL;3;POS;PST	N;NOM;MASC;SG
eşitliği	jednakosti	eşitlik	jednakost	N;ACC;SG;3	N;NOM;FEM;PL
eşitliği	jednakost	eşitlik	jednakost	N;ACC;SG;3	N;NOM;FEM;SG
eflak	vlaške	eflak	vlaška		ADJ;NOM;FEM;PL
seyrek	rijetko	seyrek	rijetko		ADV
seyrek	retko	seyrek	retko		ADV
seyrek	rijetka	seyrek	rijedak		ADJ;NOM;DEF;FEM;SG
seyrek	rijetki	seyrek	rijedak		ADJ;NOM;DEF;MASC;PL
seyrek	rijetko	seyrek	rijetko		ADV
seyrek	retko	seyrek	retko		ADV
seyrek	rijetke	seyrek	rijedak		ADJ;NOM;DEF;FEM;PL
tecavüz	silovanje	tecavüz	silovanje		N;NOM;NEUT;SG
tecavüz	silovanja	tecavüz	silovanje		N;NOM;NEUT;PL
tecavüz	silovao	tecavüz	silovati		V;MASC;SG;PST;V.PTCP;ACT
tecavüz	silovana	tecavüz	silovati		ADJ;NOM;DEF;FEM;SG;V.PTCP
vazgeçilmez	neizostavni	vazgeç	neizostavan	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
rich	bogata	rich	bogat		ADJ;NOM;DEF;FEM;SG
rich	rich	rich	rich		ADP
rich	bogat	rich	bogat		ADJ;NOM;INDF;MASC;SG
rich	bogati	rich	bogat		ADJ;NOM;DEF;MASC;SG
defne	laurel	defne	laurel		N;NOM;MASC;SG
defne	zaljev	defne	zaljev		N;NOM;MASC;SG
defne	uvala	defne	uvala		N;NOM;FEM;SG
defne	bay	defne	bay		PROPN;NOM;MASC;SG
konuşur	razgovori	konuş	razgovor		N;NOM;MASC;PL
konuşur	govori	konuş	govoriti		V;IND;SG;3;PRS;FIN
afgan	afganistanski	afgan	afganistanski		ADJ;NOM;DEF;MASC;SG
afgan	afganistanske	afgan	afganistanski		ADJ;NOM;DEF;FEM;PL
dino	dino	dino	dino		N;NOM;MASC;SG
phillips	phillips	phillips	phillips	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
bask	baskijski	bask	baskijski		ADJ;NOM;DEF;MASC;SG
tablolar	stolove	tablo	stol	N;NOM;PL;3	N;ACC;MASC;PL
jamaika	jamajke	jamaika	jamajka	PROPN;NOM;SG;3	N;NOM;FEM;PL
jamaika	jamajke	jamaika	jamajka	PROPN;NOM;SG;3	N;NOM;FEM;PL
otorite	autoritet	otorite	autoritet		N;NOM;MASC;SG
otorite	ovlasti	otorite	ovlast		N;NOM;FEM;PL
hindu	hindu	hin	hind		N;NOM;MASC;SG
hindu	hindusi	hin	hindus		N;NOM;MASC;PL
butler	butler	butle	butler		N;NOM;MASC;SG
butler	batler	butle	batler		N;NOM;MASC;SG
tarihler	datume	tarih	datum	N;NOM;PL;3	N;ACC;MASC;PL
opus	opus	opus	opus		N;NOM;MASC;SG
floyd	floyd	floyd	floyd		PROPN;NOM;MASC;SG
angelo	angelo	angelo	angelo		N;NOM;MASC;SG
bulvarı	bulevaru	bulvar	bulevar		N;DAT;MASC;SG
bulvarı	bulevar	bulvar	bulevar		N;NOM;MASC;SG
bulvarı	avenije	bulvar	avenija		N;NOM;FEM;PL
bulvarı	avenue	bulvar	avenue		N;NOM;MASC;SG
bulvarı	avenija	bulvar	avenija		N;NOM;FEM;SG
fiorentina	fiorentina	fiorent	fiorentina	N;DAT;SG;3	N;NOM;FEM;SG
komutanları	zapovjednici	komutan	zapovjednik	N;ACC;PL;3	N;NOM;MASC;PL
enfeksiyon	infekcije	enfeksiyon	infekcija		N;NOM;FEM;PL
enfeksiyon	infekcija	enfeksiyon	infekcija		N;NOM;FEM;SG
enfeksiyon	zaraza	enfeksiyon	zaraza		N;NOM;FEM;SG
enfeksiyon	infekcije	enfeksiyon	infekcija		N;NOM;FEM;PL
lucy	lucy	lucy	lucy		PROPN;NOM;MASC;SG
pietro	pietro	pietro	pietro	PROPN;NOM;SG;3	N;NOM;MASC;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffa		N;NOM;MASC;SG
çoktan	već	çok	već	ADJ;AT+ABL;SG;3	ADV
çoktan	vec	çok	vec	ADJ;AT+ABL;SG;3	PROPN;NOM;MASC;SG
düğüm	čvor	düğüm	čvor		N;NOM;MASC;SG
düğüm	čvorova	düğüm	čvor		N;GEN;MASC;PL
düğüm	čvor	düğüm	čvor		N;NOM;MASC;SG
blu	blu	blu	blu		PROPN;NOM;MASC;SG
düzenlemeleri	izmjene	düzenle	izmjena	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;PL
düzenlemeleri	aranžmane	düzenle	aranžman	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;ACC;MASC;PL
sung	sung	sung	sung		N;NOM;MASC;SG
formül	formula	formül	formula		N;NOM;FEM;SG
formül	formulu	formül	formula		N;ACC;FEM;SG
dominik	dominikanskoj	dominik	dominikanski	N;NOM;SG;3	ADJ;DAT;DEF;FEM;SG
inek	krave	inek	krava		N;NOM;FEM;PL
inek	krava	inek	krava		N;NOM;FEM;SG
roosevelt	roosevelt	roosevelt	roosevelt		N;NOM;MASC;SG
creek	creek	creek	creek	N;NOM;SG;3	PROPN;NOM;MASC;SG
görüntüleme	pogledi	görüntüleme	pogled		N;NOM;MASC;PL
görüntüleme	gledanje	görüntüleme	gledanje		N;NOM;NEUT;SG
görüntüleme	gledanja	görüntüleme	gledanje		N;NOM;NEUT;PL
pacific	pacifiku	pacific	pacifika	N;NOM;SG;3	N;DAT;MASC;SG
avantaj	prednosti	avantaj	prednost		N;NOM;FEM;PL
avantaj	prednost	avantaj	prednost		N;NOM;FEM;SG
ulrich	ulrich	ulrich	ulrich	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
pinyin	pinyin	piny	pinyin		PROPN;NOM;MASC;SG
burkina	burkine	burkina	burkina		N;NOM;FEM;SG
kay	kay	kay	kay		PROPN;NOM;MASC;SG
kay	kej	kay	kej		N;NOM;MASC;SG
via	via	via	via	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
via	putem	via	put	PROPN;NOM;SG;3	N;INS;MASC;SG
kayalar	gromada	kaya	gromada	N;NOM;PL;3	N;NOM;FEM;SG
kayalar	kamenje	kaya	kamenje	N;NOM;PL;3	N;NOM;NEUT;SG
temple	hram	temp	hram	PROPN;NOM;SG;3	N;NOM;MASC;SG
temple	temple	temp	temple	PROPN;NOM;SG;3	ADP
betty	beti	bet	beta		N;NOM;FEM;SG
betty	betty	bet	betty		PROPN;NOM;MASC;SG
katy	katy	katy	katy		PROPN;NOM;MASC;SG
emil	emile	emil	emila		N;NOM;MASC;SG
emil	emil	emil	emil		PROPN;NOM;MASC;SG
soldan	lijevo	sol	lijevo	ADJ;AT+ABL;SG;3	ADV
soldan	lijeva	sol	lijevo	ADJ;AT+ABL;SG;3	N;NOM;FEM;SG
onarım	popravke	o	popravak		N;NOM;FEM;PL
onarım	popravka	o	popravak		N;GEN;MASC;SG
onarım	popravak	o	popravak		N;NOM;MASC;SG
onarım	popravke	o	popravak		N;NOM;FEM;PL
onarım	popravci	o	popravac		N;NOM;MASC;PL
onarım	popravka	o	popravak		N;GEN;MASC;SG
onarım	obnavljanje	o	obnavljanje		N;NOM;NEUT;SG
onarım	obnova	o	obnova		N;NOM;FEM;SG
onarım	obnovu	o	obnova		N;ACC;FEM;SG
günlükler	dnevnici	günlük	dnevnica	ADJ;NOM;PL;3	N;NOM;MASC;PL
günlükler	časopisi	günlük	časopis	ADJ;NOM;PL;3	N;NOM;MASC;PL
forbes	forbes	forbes	forbes		N;NOM;MASC;SG
ücreti	naknada	ücret	naknada		N;NOM;FEM;SG
ücreti	honorar	ücret	honorar		N;NOM;MASC;SG
ücreti	naknadu	ücret	naknada		N;ACC;FEM;SG
ücreti	cijena	ücret	cijena		N;NOM;FEM;SG
ücreti	trošak	ücret	trošak		N;NOM;MASC;SG
ücreti	troškovi	ücret	trošak		N;NOM;MASC;PL
kabak	tikvice	kabak	tikvica		N;NOM;FEM;PL
kabak	bundeva	kabak	bund		N;NOM;FEM;SG
kabak	bundeve	kabak	bund		N;NOM;FEM;PL
kabak	ljubice	kabak	ljubica		N;NOM;FEM;PL
kabak	squash	kabak	squash		N;NOM;MASC;SG
kabak	tikvice	kabak	tikvica		N;NOM;FEM;PL
arayüzü	sučelje	arayüz	sučelje	N;ACC;SG;3	N;NOM;NEUT;SG
kuban	kuban	kuban	kuban		PROPN;NOM;MASC;SG
attila	atila	attila	atil		N;NOM;MASC;SG
hammer	čekić	hammer	čekić		N;NOM;MASC;SG
hammer	hammer	hammer	hammer		ADP
capitol	capitol	capitol	capitol	PROPN;NOM;SG;3	ADP
kardinal	kardinale	kardinal	kardinal	N;DAT;SG;3	N;ACC;MASC;PL
kardinal	kardinal	kardinal	kardinal	N;DAT;SG;3	N;NOM;MASC;SG
dei	dei	de	dei	PROPN;NOM;SG;3	ADP
enflasyon	inflacija	enflasyon	inflacija		N;NOM;FEM;SG
enflasyon	inflacije	enflasyon	inflacija		N;NOM;FEM;PL
hedefleri	golova	hedef	gol	N;NOM;PL;3	N;GEN;MASC;PL
hedefleri	ciljeve	hedef	cilj	N;NOM;PL;3	N;ACC;MASC;PL
obama	obama	oba	obama		N;NOM;MASC;SG
nord	nord	nord	nord	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
nina	nina	nina	nin		N;NOM;FEM;SG
nina	ninu	nina	nin		N;ACC;FEM;SG
nina	nine	nina	niniti		PROPN;NOM;MASC;SG
jeffrey	jeffrey	jeffrey	jeffrey		PROPN;NOM;MASC;SG
denizaşırı	inozemstvo	denizaşır	inozemstvo		N;NOM;NEUT;SG
ned	nede	ned	nedi		N;NOM;FEM;SG
ned	neda	ned	nedati		INTJ
christine	kristina	christ	kristina	PROPN;DAT;SG;3	N;NOM;FEM;SG
christine	christine	christ	christina	PROPN;DAT;SG;3	N;NOM;FEM;PL
freiburg	freiburgu	freiburg	freiburg	PROPN;NOM;SG;3	N;DAT;MASC;SG
rogers	rogers	rogers	rogers		N;NOM;MASC;SG
lejyon	legija	lejyon	legija		N;NOM;FEM;SG
müthiş	zakon	müthiş	zakon		N;NOM;MASC;SG
müthiş	super	müthiş	super		ADV
gate	kapija	gate	kapija		N;NOM;FEM;SG
dell	dell	dell	dell		N;NOM;MASC;SG
grove	grove	grove	groviti	PROPN;NOM;SG;3	N;NOM;MASC;SG
dağılmış	razbacane	dağıl	razbacan		ADJ;NOM;DEF;FEM;PL;V.PTCP
adriyatik	jadranu	adriyatik	jadrana	N;NOM;SG;3	N;DAT;MASC;SG
niigata	niigata	niigata	niigat	PROPN;NOM;SG;3	N;NOM;MASC;SG
ofis	kancelarija	ofis	kancelarija		N;NOM;FEM;SG
ofis	ured	ofis	ured		N;NOM;MASC;SG
çizgili	prugasti	çizgili	prugasti		ADJ;NOM;DEF;MASC;SG
çizgili	pruge	çizgili	pruga		N;NOM;FEM;PL
elektronlar	elektrona	elektron	elektron	N;NOM;PL;3	N;GEN;MASC;SG
ret	odbijanja	ret	odbijanje		N;NOM;NEUT;SG
ret	odbacivanje	ret	odbacivanje		N;NOM;NEUT;SG
ret	odbijanje	ret	odbijanje		N;NOM;NEUT;SG
reel	real	reel	real		PROPN;NOM;MASC;SG
reel	pravi	reel	prav		ADJ;NOM;DEF;MASC;SG
kanallar	kanale	kanal	kanal	N;NOM;PL;3	N;ACC;MASC;PL
akut	akutna	akut	akutan		ADJ;NOM;DEF;FEM;SG
bwv	bwv	bwv	bwv		N;NOM;MASC;PL
connor	connor	connor	connor		ADV
istikrarlı	skladu	istikrarlı	sklad	ADJ	N;DAT;MASC;SG
acımasız	brutalno	acımasız	brutalno	ADJ	ADV
alım	kupi	alım	kupiti		V;IMP;SG;2;FIN
alım	kupiti	alım	kupiti		V;NFIN
magnus	magnus	magnus	magnus		N;NOM;MASC;SG
filistinli	palestinski	filistinli	palestinski		ADJ;NOM;MASC;SG
hacim	količina	hacim	količina		N;NOM;FEM;SG
hacim	volumen	hacim	volumen		N;NOM;MASC;SG
petro	petro	petro	petro		N;NOM;MASC;SG
duncan	duncan	duncan	duncan	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
marko	marko	marko	marko		PROPN;NOM;MASC;SG
afet	katastrofe	afet	katastrofa		N;NOM;FEM;PL
afet	katastrofa	afet	katastrofa		N;NOM;FEM;SG
afet	katastrofa	afet	katastrofa		N;NOM;FEM;SG
işlenmiş	obradio	işle	obraditi	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP;ACT
stüdyosu	studija	stüdyo	studij	N;NOM;SG;3	N;GEN;MASC;SG
kullanılmayan	neiskorištene	kullan	neiskorišten	V;PFV;IND;NEG;PRS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;PL;V.PTCP
sığ	plitka	sığ	plitak		ADJ;NOM;DEF;FEM;SG
sığ	plitak	sığ	plitak		ADJ;NOM;INDF;MASC;SG
sığ	plitko	sığ	plitko		ADV
analog	analogni	analog	analogni		N;NOM;MASC;SG
yapraklar	lišće	yap	lišće	N;NOM;PL;3	N;NOM;NEUT;SG
canavar	zvijeri	canavar	zvijer		N;NOM;FEM;PL
canavar	zvijer	canavar	zvijer		N;NOM;FEM;SG
canavar	čudovište	canavar	čudovište		N;NOM;NEUT;SG
canavar	monstrum	canavar	monstrum		N;NOM;MASC;SG
bozuklukları	poremećaja	bozukluk	poremećaj	N;ACC;PL;3	N;GEN;MASC;SG
vinci	vinci	vinci	vinca		N;NOM;MASC;SG
fazladan	ekstra	fazladan	ekstar	ADV	N;NOM;MASC;SG
fazladan	extra	fazladan	extra	ADV	N;NOM;MASC;SG
court	sud	court	sud		N;NOM;MASC;SG
court	dvor	court	dvor		N;NOM;MASC;SG
elbise	haljinu	elbise	haljina	N;NOM;SG;3	N;ACC;FEM;SG
elbise	haljine	elbise	haljina	N;NOM;SG;3	N;NOM;FEM;PL
kestane	chestnut	kestan	chestnut	N;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
normandiya	normandiji	normandiya	normandija	N;NOM;SG;3	N;DAT;FEM;SG
yonca	shamrock	yonca	shamrock		N;NOM;MASC;SG
yonca	clover	yonca	clover		ADP
amor	amor	amor	amor		N;NOM;FEM;SG
ekolojik	ekološki	ekolojik	ekološki		ADV
ekolojik	ekološke	ekolojik	ekološki		ADJ;NOM;DEF;FEM;PL
yükseliş	elevacija	yükseliş	elevacija		N;NOM;FEM;SG
yükseliş	uspon	yükseliş	uspon		N;NOM;MASC;SG
yükseliş	uzdizanje	yükseliş	uzdizanje		N;NOM;NEUT;SG
yürüyen	hoda	yürü	hodati	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;MASC;SG
yürüyen	hodajući	yürü	hodavati	V;PFV;IND;POS;PRS;V.PTCP	ADV;PRS;V.CVB
yürüyen	hodanje	yürü	hodanje	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;NEUT;SG
tüp	cijev	tüp	cijev		N;NOM;FEM;SG
panoramik	panoramski	panoramik	panoramski	ADJ	ADV
cool	cool	cool	cool		ADP
tango	tanga	tango	tang		N;NOM;MASC;SG
tango	tango	tango	tango		N;NOM;MASC;SG
profil	profil	profil	profil		N;NOM;MASC;SG
donna	dona	donna	dona		N;NOM;FEM;SG
donna	donna	donna	donan		N;NOM;FEM;SG
saddam	saddam	saddam	saddam		N;NOM;MASC;SG
helenistik	helenističko	helenis	helenistički		ADV
ilanı	proglašenje	ilan	proglašenje	N;ACC;SG;3	N;NOM;NEUT;SG
ilanı	deklaracija	ilan	deklaracija	N;ACC;SG;3	N;NOM;FEM;SG
astronomik	astronomski	astronomik	astronomski		ADV
weimar	weimar	weimar	weimar	PROPN;NOM;SG;3	N;NOM;MASC;SG
güvercin	goluba	güvercin	goluba	N;NOM;SG;3	N;ANIM;ACC;MASC;SG
güvercin	golubovi	güvercin	golub	N;NOM;SG;3	N;NOM;MASC;PL
güvercin	golubice	güvercin	golubica	N;NOM;SG;3	N;NOM;FEM;PL
meyer	meyer	meyer	meyer		PROPN;NOM;MASC;SG
emi	emi	emi	emi		N;NOM;MASC;SG
dökülen	prolio	dök	proliti	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP;ACT
dökülen	prolivena	dök	proliviti	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG
meyveler	bobica	meyve	bobica	N;NOM;PL;3	N;NOM;FEM;SG
meyveler	voće	meyve	voće	N;NOM;PL;3	N;NOM;NEUT;SG
meyveler	voce	meyve	vociti	N;NOM;PL;3	N;NOM;FEM;SG
meyveler	voćni	meyve	voćni	N;NOM;PL;3	ADV
meyveler	plod	meyve	plod	N;NOM;PL;3	N;NOM;MASC;SG
meyveler	voće	meyve	voće	N;NOM;PL;3	N;NOM;NEUT;SG
meyveler	voce	meyve	vociti	N;NOM;PL;3	N;NOM;FEM;SG
seçenek	izbor	seçenek	izbor		N;NOM;MASC;SG
seçenek	opcija	seçenek	opcija		N;NOM;FEM;SG
seçenek	mogućnost	seçenek	mogućnost		N;NOM;FEM;SG
seçenek	odrednice	seçenek	odrednica		N;NOM;FEM;PL
seçenek	opcije	seçenek	opcija		N;NOM;FEM;PL
seçenek	mogućnosti	seçenek	mogućnost		N;NOM;FEM;PL
palmiye	dlan	palmi	dlan		N;NOM;MASC;SG
palmiye	palm	palmi	palm		PROPN;NOM;MASC;SG
vatandaş	građani	vatandaş	građanin		N;NOM;MASC;PL
vatandaş	građanima	vatandaş	građanin		N;DAT;MASC;PL
vatandaş	državljanin	vatandaş	državljanin		N;NOM;MASC;SG
vatandaş	građanin	vatandaş	građanin		N;NOM;MASC;SG
windsor	windsor	windsor	windsor	PROPN;NOM;SG;3	N;NOM;MASC;SG
theodor	theodor	theodor	theodor	PROPN;NOM;SG;3	N;NOM;MASC;SG
eindhoven	eindhovena	eindhoven	eindhoven	PROPN;NOM;SG;3	N;GEN;MASC;SG
çirkin	ružno	çirkin	ružan		ADJ;NOM;DEF;NEUT;SG
çirkin	ružna	çirkin	ružan		ADJ;NOM;DEF;FEM;SG
faktörü	čimbenik	faktörü	čimbenik	N;ACC;SG;3	N;NOM;MASC;SG
faktörü	faktor	faktörü	faktor	N;ACC;SG;3	N;NOM;MASC;SG
ayrılma	razdvajanje	ayrıl	razdvajanje		N;NOM;NEUT;SG
ayrılma	odvajanje	ayrıl	odvajanje		N;NOM;NEUT;SG
internazionale	internazionale	internazion	internazional	PROPN;NOM;SG;3	N;NOM;MASC;SG
öldürme	ubijanje	öl	ubijanje	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;NEUT;SG
çamur	mulj	çamur	mulj		N;NOM;MASC;SG
çamur	blato	çamur	blato		N;NOM;NEUT;SG
çamur	blata	çamur	blat		N;NOM;FEM;PL
çamur	gline	çamur	glina		N;NOM;FEM;PL
çamur	glina	çamur	glina		N;NOM;FEM;SG
çamur	clay	çamur	clay		PROPN;NOM;MASC;SG
koşu	trčanje	koşu	trčanje		N;NOM;NEUT;SG
sürümleri	verzije	sürüm	verzija	N;ACC;PL;3	N;NOM;FEM;PL
davut	david	davut	david		N;NOM;MASC;SG
