til	for	til	for	ADV	
løse	laza	løse	laza	V;NFIN;ACT	ADJ;NOM;SG
atletik	atlétika	atletik	atlétika	N;INDF;NEUT;SG	N;NOM;PL
leipzig	lipcsei	leipzig	lipcsei		
udstilling	bemutató	udstilling	bemutató	N;INDF;MASC+FEM;SG	
fjorden	fjord	fjord	fjord	N;DEF;MASC+FEM;SG	
selvstændigt	független	selvstændigt	független	ADJ;INDF;NEUT;SG	
selvstændigt	önálló	selvstændigt	önálló	ADJ;INDF;NEUT;SG	
selvstændigt	függetlenek	selvstændigt	független	ADJ;INDF;NEUT;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
testamente	testamentum	testament	testamentum	N;INDF;MASC+FEM;PL	N;NOM;SG
testamente	wills	testament	wills	N;INDF;MASC+FEM;PL	
torben	torben	torb	tor		
permanent	állandó	permanent	állandó	ADJ;INDF;SG	
permanent	végleges	permanent	végleges	ADJ;INDF;SG	
permanent	tartós	permanent	tartós	ADJ;INDF;SG	
permanent	maradandó	permanent	maradandó	ADJ;INDF;SG	
afstemning	szavazz	afstemning	szavazz	N;INDF;MASC+FEM;SG	
afstemning	szavazat	afstemning	szavazat	N;INDF;MASC+FEM;SG	
afstemning	szavazzatok	afstemning	szavazont	N;INDF;MASC+FEM;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
afstemning	szavazatok	afstemning	szavazat	N;INDF;MASC+FEM;SG	N;NOM;PL
afstemning	szavazat	afstemning	szavazat	N;INDF;MASC+FEM;SG	
afstemning	szavazó	afstemning	szavazó	N;INDF;MASC+FEM;SG	
mødtes	met	mødes	met	V;IND;PST;FIN;ACT	
fremtiden	jövőbeli	fremtid	jövőbeli	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
fremtiden	jövő	fremtid	jövő	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
potter	potter	potte	potter	N;INDF;MASC+FEM;PL	N;NOM;SG
tur	lovagolni	tur	lovagol	N;INDF;MASC+FEM;SG	V;NFIN;ACT
tur	trip	tur	trip	N;INDF;MASC+FEM;SG	
nødvendige	szükséges	nødvendig	szükséges	ADJ;PL	ADJ;NOM;SG
down	lefelé	down	lefelé		
down	le	down	le		ADV
reaktion	reakciók	reaktion	reakció	N;INDF;MASC+FEM;SG	N;NOM;PL
blandet	kevert	blande	kevert	V;INDF;SG;PST;V.PTCP	
blandet	vegyes	blande	vegyes	V;INDF;SG;PST;V.PTCP	
blandet	keverve	blande	keverve	V;INDF;SG;PST;V.PTCP	
blandet	kevert	blande	kevert	V;INDF;SG;PST;V.PTCP	
fremmede	idegenek	fremmed	ideg	ADJ;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
fremmede	idegen	fremmed	idegen	ADJ;PL	
death	halál	death	halál		N;NOM;SG
udvidelse	bővítési	udvidelse	bővítési	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
meyer	meyer	meyer	meyer	N;INDF;MASC+FEM;SG	
test	vizsgálatok	test	vizsgálat	N;INDF;MASC+FEM;SG	N;NOM;PL
test	tesztek	test	tesz	N;INDF;MASC+FEM;SG	N;NOM;PL
sælge	eladás	sælge	eladás	V;NFIN;ACT	
sælge	eladási	sælge	eladási	V;NFIN;ACT	ADJ;NOM;SG
sælge	eladás	sælge	eladás	V;NFIN;ACT	
uafhængige	független	uafhængig	független	ADJ;PL	
uafhængige	önálló	uafhængig	önálló	ADJ;PL	
uafhængige	függetlenek	uafhængig	független	ADJ;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
hård	durván	hård	durván	ADJ;INDF;MASC+FEM;SG	
hård	durva	hård	durva	ADJ;INDF;MASC+FEM;SG	
hård	kemény	hård	kemény	ADJ;INDF;MASC+FEM;SG	
hård	nehéz	hård	nehéz	ADJ;INDF;MASC+FEM;SG	
hård	kemény	hård	kemény	ADJ;INDF;MASC+FEM;SG	
hård	kemény	hård	kemény	ADJ;INDF;MASC+FEM;SG	
hård	kíméletlen	hård	kíméletlen	ADJ;INDF;MASC+FEM;SG	
hård	durva	hård	durva	ADJ;INDF;MASC+FEM;SG	
indtryk	megjelenések	indtryk	megjelenés	N;INDF;NEUT;SG	N;NOM;PL
relevant	relevánsak	relevant	releváns	ADJ;INDF;SG	ADJ;NOM;PL
relevant	jelentősége	relevant	jelentőség	ADJ;INDF;SG	N;NOM;SG
relevant	releváns	relevant	releváns	ADJ;INDF;SG	
relevant	relevánsak	relevant	releváns	ADJ;INDF;SG	ADJ;NOM;PL
relevant	lényeges	relevant	lényeges	ADJ;INDF;SG	
sikker	biztonságban	sikker	biztonság	ADJ;INDF;MASC+FEM;SG	N;IN+ESS;SG
sikker	széf	sikker	széf	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
sikker	biztonság	sikker	biztonság	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
bugt	bay	bugt	bay	N;INDF;MASC+FEM;SG	
mørke	sötét	mørke	söt	N;INDF;NEUT;SG	
strøm	flow	strøm	flow	N;INDF;MASC+FEM;SG	
strøm	power	strøm	power	N;INDF;MASC+FEM;SG	
kors	cross	kors	cross	N;INDF;NEUT;SG	
kors	keresztbe	kors	keresztbe	N;INDF;NEUT;SG	
columbia	kolumbia	columbia	kolumbia	N;INDF;NEUT;SG	
columbia	columbia	columbia	columbia	N;INDF;NEUT;SG	
columbia	kolumbia	columbia	kolumbia	N;INDF;NEUT;SG	
ovenfor	fölötte	ovenfor	fölött	ADV	
ovenfor	felett	ovenfor	felett	ADV	ADP
ovenfor	fölött	ovenfor	fölött	ADV	ADP
ovenfor	fent	ovenfor	fent	ADV	
ovenfor	fenti	ovenfor	fent	ADV	
ovenfor	felette	ovenfor	felet	ADV	PRO;NOM;SG;3
ren	tiszta	ren	tiszta	ADJ;INDF;MASC+FEM;SG	
ren	clean	ren	clean	ADJ;INDF;MASC+FEM;SG	
ren	tisztán	ren	tiszta	ADJ;INDF;MASC+FEM;SG	
ren	tiszta	ren	tiszta	ADJ;INDF;MASC+FEM;SG	
enige	egyetértek	enig	egyetért	ADJ;PL	V;INDF;IND;PL;3;PST;FIN;ACT
lost	vesztett	lost	veszt		V;INDF;IND;SG;3;PST;FIN;ACT
lost	elveszett	lost	elveszett		V;INDF;IND;SG;3;PST;FIN;ACT
lost	lost	lost	lost		
andrew	andrás	andrew	andrás		PROPN;NOM;SG
andrew	andrew	andrew	andrew		
eventyr	kalandok	eventyr	kaland	N;INDF;NEUT;SG	N;NOM;PL
eventyr	kalandjai	eventyr	kaland	N;INDF;NEUT;SG	N;NOM;PL
eventyr	kalandok	eventyr	kaland	N;INDF;NEUT;SG	N;NOM;PL
adskiller	elválasztó	adskille	elválasztó	V;IND;PRS;FIN;ACT	
lyst	fényes	lyst	fényes	N;INDF;MASC+FEM;SG	
elektronisk	elektronikusan	elektronisk	elektronikus	ADV	ADJ;FRML;SG
elektronisk	elektronikus	elektronisk	elektronikus	ADV	N;NOM;SG
elektronisk	elektronikusan	elektronisk	elektronikus	ADV	ADJ;FRML;SG
slutter	befejezés	slutte	befejezés	V;IND;PRS;FIN;ACT	N;NOM;SG
forståelse	egyetértés	forståelse	egyetértés	N;INDF;MASC+FEM;SG	
forståelse	megértő	forståelse	megértő	N;INDF;MASC+FEM;SG	
jern	vas	jern	vas	N;INDF;NEUT;SG	
dræbe	gyilkolás	dræbe	gyilkolás	V;NFIN;ACT	N;NOM;SG
angiveligt	állítólag	angiveligt	állítólag	ADV	
angiveligt	elvileg	angiveligt	elvileg	ADV	
angiveligt	állítólag	angiveligt	állítólag	ADV	
people	emberek	peopl	ember		N;NOM;PL
dybt	mélyen	dybt	mélyen	ADV	
dybt	mély	dybt	mély	ADV	
værdier	érték	værdi	ők	N;INDF;MASC+FEM;PL	N;NOM;SG
studere	tanulás	studere	tanulás	V;NFIN;ACT	N;NOM;SG
mestre	masters	mester	masters	N;INDF;MASC+FEM;PL	
malet	festette	male	fest	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
malet	festve	male	festve	V;INDF;SG;PST;V.PTCP	N;NOM;SG
project	projekt	project	projekt	N;INDF;MASC+FEM;SG	
project	project	project	projec	N;INDF;MASC+FEM;SG	
initiativ	kezdeményező	initiativ	kezdeményező	N;INDF;NEUT;SG	
lokalt	helyben	lokalt	hely	ADV	N;IN+ESS;SG
lokalt	helyileg	lokalt	helyi	ADV	
lokalt	helyi	lokalt	helyi	ADV	
startet	kezdte	starte	kezd	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
nød	élvezte	nød	élvez	N;INDF;MASC+FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
viggo	viggo	viggo	viggo	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
elvis	elvis	elvis	elvis	N;INDF;MASC+FEM;SG	
administrator	admin	administrator	admin	N;INDF;MASC+FEM;SG	
punkter	pont	punkt	pont	N;INDF;NEUT;PL	
alan	alan	alan	alan	PROPN	
løbende	áramlat	løbende	áramlat	ADJ	N;NOM;SG
løbende	jelenlegi	løbende	jelenlegi	ADJ	
løbende	folyamatos	løbende	folyamatos	ADJ	
løbende	folytonos	løbende	folytonos	ADJ	
løbende	folyamatos	løbende	folyamatos	ADJ	
løbende	folyamatban	løbende	folyamat	ADJ	N;IN+ESS;SG
kørt	futás	køre	futás	V;INDF;SG;PST;V.PTCP	N;NOM;SG
aktivitet	tevékenységek	aktivitet	tevékenység	N;INDF;MASC+FEM;SG	N;NOM;PL
nødvendigvis	szükségszerűen	nødvendigvis	szükségszerű	ADV	ADJ;FRML;SG
nødvendigvis	feltétlenül	nødvendigvis	feltétlen	ADV	ADJ;FRML;SG
skat	bébi	skat	bébi	N;INDF;MASC+FEM;SG	
skat	bébi	skat	bébi	N;INDF;MASC+FEM;SG	
australske	ausztrál	australsk	ausztrál	ADJ;PL	
australske	ausztrália	australsk	ausztrália	ADJ;PL	N;NOM;SG
blu	blu	blu	blu	N;INDF;MASC+FEM;SG	
pro	pro	pro	pro		
pro	profi	pro	profi		
anerkendte	elismerte	anerkende	elismer	V;PL;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
anerkendte	elismert	anerkende	elismer	V;PL;PST;V.PTCP	
belgiske	belga	belgisk	belga	ADJ;PL	
pludselig	hirtelen	pludselig	hirtelen	ADV	
pludselig	hirtelen	pludselig	hirtelen	ADV	
carsten	carsten	carsten	carsten	PROPN	
mars	mars	mars	mars	N;INDF;MASC+FEM;SG	
rev	zátonyok	rive	zátony	V;IND;PST;FIN;ACT	N;NOM;PL
rev	rev	rive	rev	V;IND;PST;FIN;ACT	
rev	zátony	rive	zátony	V;IND;PST;FIN;ACT	N;NOM;SG
baden	baden	bade	baden	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
rammer	keret	ramme	kér	V;IND;PRS;FIN;ACT	N;NOM;SG
rammer	keretek	ramme	keret	V;IND;PRS;FIN;ACT	N;NOM;PL
rammer	kereteket	ramme	keret	V;IND;PRS;FIN;ACT	N;ACC;PL
rammer	keretében	ramme	keret	V;IND;PRS;FIN;ACT	N;IN+ESS;SG
rammer	keretrendszer	ramme	keretrendszer	V;IND;PRS;FIN;ACT	N;NOM;SG
rammer	keret	ramme	kér	V;IND;PRS;FIN;ACT	N;NOM;SG
rammer	találat	ramme	találat	V;IND;PRS;FIN;ACT	N;NOM;SG
juan	juan	juan	juan		
free	ingyenes	free	ingyenes		
free	ingyen	free	ingyen		
free	free	free	free		
free	szabad	free	szabad		
konflikt	konfliktusok	konflikt	konfliktus	N;INDF;MASC+FEM;SG	N;NOM;PL
konflikt	konfliktusok	konflikt	konfliktus	N;INDF;MASC+FEM;SG	N;NOM;PL
ansvarlig	felelős	ansvarlig	felelős	ADJ;INDF;MASC+FEM;SG	
interesseret	érdeklődő	interessere	érdeklődő	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
interesseret	érdekel	interessere	érdekel	V;INDF;SG;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
interesseret	érdekelne	interessere	érdekel	V;INDF;SG;PST;V.PTCP	V;INDF;COND;SG;3;PRS;FIN;ACT
sts	sts	sts	sts	N;INDF;MASC+FEM;SG	
dom	dom	dom	dom	N;INDF;MASC+FEM;SG	
forventes	várt	forvente	vár	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
forventes	várható	forvente	várható	V;IND;PRS;FIN;PASS	ADJ;NOM;SG
sun	napsütés	sun	napsütés		N;NOM;SG
sun	sun	sun	sun		
sun	nap	sun	nap		N;NOM;SG
sun	napfény	sun	napfény		N;NOM;SG
julie	julie	julie	julie	N;INDF;MASC+FEM;SG	
julie	juliet	julie	juliet	N;INDF;MASC+FEM;SG	
østrigsk	osztrák	østrigsk	osztrák	ADJ;INDF;SG	
østrigsk	ausztria	østrigsk	ausztria	ADJ;INDF;SG	N;NOM;SG
melodi	melody	melodi	melody	N;INDF;MASC+FEM;SG	
forlænget	elhúzódó	forlænge	elhúzódó	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
assistent	segéd	assistent	segéd	N;INDF;MASC+FEM;SG	
allan	allan	allan	allan		PROPN;NOM;SG
irske	írek	irsk	ír	ADJ;PL	N;NOM;PL
irske	írország	irsk	írország	ADJ;PL	N;NOM;SG
irske	ír	irsk	ír	ADJ;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
sender	küldő	sende	küldő	V;IND;PRS;FIN;ACT	
sender	elküldése	sende	elküldés	V;IND;PRS;FIN;ACT	N;NOM;SG
sender	küldése	sende	küldés	V;IND;PRS;FIN;ACT	N;NOM;SG
delte	közös	dele	közös	V;IND;PST;FIN;ACT	
delte	megosztva	dele	megosztva	V;IND;PST;FIN;ACT	ADV;V.CVB
organiseret	igazgatja	organisere	igazgat	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
party	party	party	party		
party	buli	party	buli		N;NOM;SG
party	parti	party	parti		ADJ;NOM;SG
bemærk	megjegyzés	bemærke	megjegyzés	V;IMP	N;NOM;SG
bemærk	jegyzet	bemærke	jegyzet	V;IMP	N;NOM;SG
bemærk	hirdetmény	bemærke	hirdetmény	V;IMP	
bemærk	értesítés	bemærke	értesítés	V;IMP	N;NOM;SG
bemærk	közlemény	bemærke	közlemény	V;IMP	N;NOM;SG
bemærk	észre	bemærke	ész	V;IMP	N;ON+ALL;SG
america	amerika	america	amerika		N;NOM;SG
america	america	america	america		
power	power	powe	power	N;INDF;MASC+FEM;SG	
daglige	naponta	daglig	naponta	ADJ;PL	
daglige	napi	daglig	napi	ADJ;PL	
daglige	mindennap	daglig	mindennap	ADJ;PL	
daglige	mindennapi	daglig	mindennapi	ADJ;PL	
fox	róka	fox	róka	PROPN	N;NOM;SG
fox	fox	fox	fox	PROPN	
passende	megfelelő	passende	megfelelő	ADJ	
passende	megfelelő	passende	megfelelő	ADJ	
dance	dance	dance	dance		
dance	tánc	dance	tánc		N;NOM;SG
dance	táncolj	dance	táncol		V;DEF;IND;SG;3;PRS;FIN;ACT
dance	táncolni	dance	táncol		V;NFIN;ACT
distriktet	kerület	distrikte	kerület	N;DEF;NEUT;SG	
arts	művészet	art	művészet		N;NOM;SG
arts	művészetek	art	művészet		N;NOM;PL
arts	művészeti	art	művészeti		N;NOM;SG
dahl	dahl	dahl	dahl		
davis	davis	davis	davis		
gyldne	golden	gylden	golden	ADJ;PL	
gyldne	arany	gylden	arany	ADJ;PL	
douglas	douglas	douglas	douglas		
fiskeri	halászati	fiskeri	halászati	N;INDF;NEUT;SG	ADJ;NOM;SG
fiskeri	halászati	fiskeri	halászati	N;INDF;NEUT;SG	ADJ;NOM;SG
fiskeri	halászati	fiskeri	halászati	N;INDF;NEUT;SG	ADJ;NOM;SG
billy	billy	billy	billy		
hermann	hermann	hermann	hermann		PROPN;NOM;SG
hermann	herrmann	hermann	herrmann		
uafhængigt	független	uafhængig	független	ADV	
uafhængigt	önálló	uafhængig	önálló	ADV	
uafhængigt	függetlenek	uafhængig	független	ADV	V;INDF;IND;PL;3;PRS;FIN;ACT
uafhængigt	önállóan	uafhængig	önálló	ADV	ADJ;FRML;SG
uafhængigt	függetlenül	uafhængig	független	ADV	ADJ;FRML;SG
islandske	izlandi	islandsk	izlandi	ADJ;PL	
islandske	izland	islandsk	izland	ADJ;PL	PROPN;NOM;SG
ild	tűz	ild	tűz	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
helle	szentély	helle	szentély		N;NOM;SG
helle	menedék	helle	menedék		
myrdet	meggyilkolták	myrde	meggyilkolta	V;INDF;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
myrdet	megölte	myrde	megöl	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
myrdet	meggyilkolt	myrde	meggyilkolt	V;INDF;SG;PST;V.PTCP	
myrdet	megölt	myrde	megölt	V;INDF;SG;PST;V.PTCP	
myrdet	megölte	myrde	megöl	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
christine	christine	christine	christine	N;INDF;MASC+FEM;SG	
hænder	kéz	hånd	kéz	N;INDF;MASC+FEM;PL	N;NOM;SG
forsøgt	próbálta	forsøge	próbál	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
andy	andy	andy	andy	PROPN	
rødt	piros	rød	piros	ADJ;INDF;NEUT;SG	
rødt	piroska	rød	piroska	ADJ;INDF;NEUT;SG	
rødt	vörös	rød	vörös	ADJ;INDF;NEUT;SG	
syn	syn	syn	syn	N;INDF;NEUT;SG	
syn	elképzelés	syn	elképzelés	N;INDF;NEUT;SG	
indsætte	beszúrása	indsætte	beszúrás	V;NFIN;ACT	N;NOM;SG
foreslog	javasolt	foreslå	javasolt	V;IND;PST;FIN;ACT	
væsentligt	lényegesen	væsentligt	lényeges	ADV	ADJ;FRML;SG
væsentligt	jelentősen	væsentligt	jelentős	ADV	ADJ;FRML;SG
flydende	cseppfolyósított	flydende	cseppfolyósított	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
flydende	lebegő	flydende	lebegő	ADJ	
flydende	úszó	flydende	úszó	ADJ	
flydende	lebeg	flydende	lebeg	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
flydende	folyékony	flydende	folyékony	ADJ	N;ON+ESS;SG
flydende	folyadék	flydende	folyadék	ADJ	N;NOM;SG
vind	szelek	vind	szel	N;INDF;MASC+FEM;SG	N;NOM;PL
vind	win	vind	win	N;INDF;MASC+FEM;SG	
vind	nyerni	vind	nyer	N;INDF;MASC+FEM;SG	V;NFIN;ACT
vind	nyerj	vind	nyerj	N;INDF;MASC+FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
slår	verés	slå	verés	V;IND;PRS;FIN;ACT	N;NOM;SG
fremad	előre	fremad	előre	ADV	
original	eredeti	original	eredeti	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
daglig	naponta	daglig	naponta	ADV	
daglig	napi	daglig	napi	ADV	
leo	leo	leo	leo		
slut	át	slut	át	N	ADV
finale	döntő	finale	döntő	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
finale	vizsgák	finale	vizsga	N;INDF;MASC+FEM;SG	N;NOM;PL
jon	jon	jon	jon	PROPN	
hurtigere	gyorsabb	hurtigere	gyors	ADV;CMPR	ADJ;NOM;CMPR;SG
hurtigere	gyorsabb	hurtigere	gyors	ADV;CMPR	ADJ;NOM;CMPR;SG
udsendte	kibocsátott	udsende	kibocsátott	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vold	erőszakos	vold	erőszakos	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
bjerget	hegyi	bjerge	hegyi	N;DEF;NEUT;SG	
bjerget	hegyek	bjerge	hegy	N;DEF;NEUT;SG	N;NOM;PL
bremen	bremen	brem	bremen	PROPN	PROPN;NOM;SG
civil	civil	civil	civil		
civil	polgári	civil	polgári		ADJ;NOM;SG
civil	civil	civil	civil		
civil	polgári	civil	polgári		ADJ;NOM;SG
ivan	ivan	ivan	ivan		PROPN;NOM;SG
ivan	iván	ivan	iván		
generelle	általános	generel	általános	ADJ;PL	
generelle	tábornok	generel	tábornok	ADJ;PL	N;NOM;SG
erhverv	foglalkozások	erhverv	foglalkozás	N;INDF;NEUT;SG	N;NOM;PL
erhverv	szakmák	erhverv	szakma	N;INDF;NEUT;SG	N;NOM;PL
microsoft	microsoft	microsoft	microsoft		N;NOM;SG
jagt	hunt	jagt	hunt	N;INDF;MASC+FEM;SG	
jagt	vadászik	jagt	vadászik	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
jagt	vadászni	jagt	vadász	N;INDF;MASC+FEM;SG	V;NFIN;ACT
jagt	vadász	jagt	vadász	N;INDF;MASC+FEM;SG	
tyrkiske	török	tyrkisk	török	ADJ;PL	ADJ;NOM;SG
tunge	heavy	tung	heavy	ADJ;PL	
tunge	súlyos	tung	súlyos	ADJ;PL	
tunge	nehéz	tung	nehéz	ADJ;PL	
tunge	nyelve	tung	nyelve	ADJ;PL	N;NOM;SG
tunge	nyelv	tung	nyelv	ADJ;PL	N;NOM;SG
håb	reményeim	håb	remény	N;INDF;NEUT;SG	N;NOM;PL
håb	reméli	håb	remél	N;INDF;NEUT;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
håb	remélem	håb	remél	N;INDF;NEUT;SG	
hannover	hanover	hannover	hanover		N;NOM;SG
hannover	hannover	hannover	hannover		
girl	kislány	girl	kislány		N;NOM;SG
girl	csaj	girl	csaj		N;NOM;SG
girl	lány	girl	lány		N;NOM;SG
alice	alice	alice	alice	N;INDF;MASC+FEM;SG	
oplevede	tapasztalt	opleve	tapasztalt	V;IND;PST;FIN;ACT	
luxembourg	luxemburgi	luxembourg	luxemburgi		ADJ;NOM;SG
luxembourg	luxemburgban	luxembourg	luxemburg		N;IN+ESS;SG
luxembourg	luxemburg	luxembourg	luxemburg		
luxembourg	luxembourg	luxembourg	luxembourg		
speciel	különleges	speciel	különleges	ADJ;INDF;MASC+FEM;SG	
hænger	akasztás	hænge	akasztás	V;IND;PRS;FIN;ACT	N;NOM;SG
udbredte	széleskörű	udbrede	széleskörű	V;PL;PST;V.PTCP	ADJ;NOM;SG
benjamin	benjamin	benjamin	benjami		
boston	boston	boston	boston	N;INDF;MASC+FEM;SG	
boston	bostonban	boston	bostonban	N;INDF;MASC+FEM;SG	ADV
als	als	als	als	N;INDF;MASC+FEM;SG	
lady	hölgy	lady	hölgy	N;INDF;MASC+FEM;SG	
indlæg	posta	indlæg	posta	N;INDF;NEUT;SG	
indlæg	post	indlæg	post	N;INDF;NEUT;SG	
tales	mesék	tale	mesék	V;IND;PRS;FIN;PASS	N;NOM;PL
traditionel	hagyományos	traditionel	hagyományos	ADJ;INDF;MASC+FEM;SG	
hårde	nehéz	hård	nehéz	ADJ;PL	
hårde	kemény	hård	kemény	ADJ;PL	
hårde	kemény	hård	kemény	ADJ;PL	
hårde	kíméletlen	hård	kíméletlen	ADJ;PL	
hårde	durva	hård	durva	ADJ;PL	
samuel	samuel	samuel	samuel	N;INDF;MASC+FEM;SG	
uafhængig	független	uafhængig	független	ADJ;INDF;MASC+FEM;SG	
uafhængig	önálló	uafhængig	önálló	ADJ;INDF;MASC+FEM;SG	
uafhængig	függetlenek	uafhængig	független	ADJ;INDF;MASC+FEM;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
uafhængig	függetlenség	uafhængig	függetlenség	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
selvmord	öngyilkos	selvmord	öngyilkos	N;INDF;NEUT;SG	
selvmord	öngyilkosok	selvmord	öngyilkos	N;INDF;NEUT;SG	N;NOM;PL
selvmord	öngyilkosságok	selvmord	öngyilkosság	N;INDF;NEUT;SG	N;NOM;PL
afdelinger	chambers	afdeling	chambers	N;INDF;MASC+FEM;PL	
idé	elképzelés	idé	elképzelés	N;INDF;MASC+FEM;SG	
fischer	fischer	fische	fischer	N;INDF;MASC+FEM;SG	
parker	parker	park	parker	N;INDF;MASC+FEM;PL	
parker	parks	park	parks	N;INDF;MASC+FEM;PL	
race	fajta	race	fajta	N;INDF;MASC+FEM;SG	
adams	adams	adams	adams		
overalt	mindenütt	overalt	mindenütt	ADV	
overalt	mindenhol	overalt	mindenhol	ADV	
geografiske	földrajzi	geografisk	földrajz	ADJ;PL	ADJ;NOM;SG
heavy	heavy	heavy	heavy	N;INDF;NEUT;SG	
heavy	súlyos	heavy	súlyos	N;INDF;NEUT;SG	
heavy	nehéz	heavy	nehéz	N;INDF;NEUT;SG	
body	test	body	test		N;NOM;SG
body	testem	body	test		N;NOM;SG
body	holttest	body	holttes		N;NOM;SG
patrick	patrick	patrick	patrick	N;INDF;MASC+FEM;SG	
henrettet	kivégezték	henrette	ki+végez	V;INDF;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
længste	leghosszabb	længe	naghosszú	ADJ;DEF;RL	
talent	tehetséges	talent	tehetséges	N;INDF;NEUT;SG	ADJ;NOM;SG
talent	tehetség	talent	tehetség	N;INDF;NEUT;SG	V;INDF;POT;SG;3;PRS;FIN;ACT
talent	tehetséges	talent	tehetséges	N;INDF;NEUT;SG	ADJ;NOM;SG
princippet	elv	princip	elv	N;DEF;NEUT;SG	
hof	hof	hof	hof	N;INDF;MASC+FEM;SG	
mord	gyilkosságok	mord	gyilkosság	N;INDF;NEUT;SG	N;NOM;PL
anthony	anthony	anthony	anthony		
anthony	antal	anthony	antal		
administrativt	igazgatási	administrativt	igazgatási	ADV	ADJ;NOM;SG
administrativt	adminisztratív	administrativt	adminisztratív	ADV	N;NOM;SG
christoffer	christoffer	christof	christoffer	N;INDF;MASC+FEM;SG	
christoffer	christopher	christof	christopher	N;INDF;MASC+FEM;SG	
christoffer	kristóf	christof	kristóf	N;INDF;MASC+FEM;SG	
godkendt	engedélyezve	godkende	engedélyezve	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
godkendt	engedélyezve	godkende	engedélyezve	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
light	fény	light	fény		N;NOM;SG
light	light	light	light		
light	fényt	light	fény		N;ACC;SG
forhandlinger	tárgyalási	forhandling	tárgyalási	N;INDF;MASC+FEM;PL	ADJ;NOM;SG
forhandlinger	tárgyalás	forhandling	tárgyalás	N;INDF;MASC+FEM;PL	N;NOM;SG
grant	grant	gran	grant	N;INDF;MASC+FEM;SG	
hugo	hugo	hugo	hugo		PROPN;NOM;SG
ejes	birtokolt	eje	birtokolt	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ejes	tulajdonában	eje	tulajdon	V;IND;PRS;FIN;PASS	N;IN+ESS;SG
dark	sötét	dark	söt		
kommunikation	kommunikációs	kommunikation	kommunikációs	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
kommunikation	kommunikál	kommunikation	kommunikál	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
kommunikation	kommunikációs	kommunikation	kommunikációs	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
smukke	gyönyörű	smukke	gyönyörű	ADJ;PL	
smukke	csinos	smukke	csinos	ADJ;PL	ADJ;NOM;SG
smukke	gyönyörű	smukke	gyönyörű	ADJ;PL	
forkert	helytelen	forkert	helytelen	ADJ;INDF;SG	
forkert	rossz	forkert	rossz	ADJ;INDF;SG	
forkert	helytelen	forkert	helytelen	ADJ;INDF;SG	
rytter	lovas	rytte	lovas	N;INDF;MASC+FEM;SG	
rytter	lovas	rytte	lovas	N;INDF;MASC+FEM;SG	
rytter	lovas	rytte	lovas	N;INDF;MASC+FEM;SG	
