और	oraz	और	oraz		CONJ
वयस्क	dojrzały	वयस्क	dojrzały		ADJ;NOM;MASC;SG
ब्लॉक	bloków	ब्लॉक	blok	N;NOM;MASC;SG;3	N;GEN;MASC;PL
ब्लॉक	klocki	ब्लॉक	klocka	N;NOM;MASC;SG;3	N;NOM;MASC;PL
ब्लॉक	bloki	ब्लॉक	blok	N;NOM;MASC;SG;3	N;NOM;MASC;PL
ब्लॉक	bloku	ब्लॉक	blok	N;NOM;MASC;SG;3	N;GEN;MASC;SG
ब्लॉक	zablokuj	ब्लॉक	zablokować	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;FIN;ACT
ब्लॉक	zablokować	ब्लॉक	zablokować	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
समुदायों	społeczności	समुदाय	społeczność	N;ACC;MASC;PL;3	N;GEN;FEM;SG
समुदायों	wspólnot	समुदाय	wspólnot	N;ACC;MASC;PL;3	
समुदायों	wspólnoty	समुदाय	wspólnota	N;ACC;MASC;PL;3	N;GEN;FEM;SG
प्लेट	płytka	प्लेट	płytki	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
मुसलमान	muzułmańskich	मुसलमान	muzułmański	N;NOM;MASC;PL;3	ADJ;GEN;MASC;PL
मुसलमान	muzułmanów	मुसलमान	muzułmanin	N;NOM;MASC;PL;3	N;ACC;MASC;PL
सम्पादन	montaż	सम्पादन	montaż	N;NOM;MASC;SG;3	
सम्पादन	edycji	सम्पादन	edycja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
भव्य	wspaniały	भव्य	wspaniały		V;IPFV;MASC;IND;SG;PST;FIN;ACT
भव्य	wspaniała	भव्य	wspaniać		V;IPFV;FEM;IND;SG;PST;FIN;ACT
भव्य	wspaniał	भव्य	wspaniać		V;IPFV;MASC;IND;SG;PST;FIN;ACT
प्रचलन	vogue	प्रचलन	vogu	N;NOM;MASC;SG;3	
समन्वय	koordynacji	समन्वय	koordynacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
स्वीकृति	akceptację	स्वीकृति	akceptacja	N;NOM;FEM;SG;3	N;ACC;FEM;SG
स्वीकृति	swat	स्वीकृति	swat	N;NOM;FEM;SG;3	
स्वीकृति	zatwierdzenia	स्वीकृति	zatwierdzić	N;NOM;FEM;SG;3	N;GEN;NEUT;SG
स्वीकृति	homologacji	स्वीकृति	homologacja	N;NOM;FEM;SG;3	N;GEN;FEM;SG
स्वीकृति	zatwierdzić	स्वीकृति	zatwierdzić	N;NOM;FEM;SG;3	V;PFV;NFIN;ACT
पटेल	patel	पटेल	patel	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
पीने	picie	पी	pić	V;NFIN;ACT	N;NOM;NEUT;SG
पीने	piła	पी	pić	V;NFIN;ACT	
असली	real	असली	real	ADJ;NOM	
असली	pierwotnym	असली	pierwotny	ADJ;NOM	ADJ;INS;MASC;SG
असली	oryginał	असली	oryginał	ADJ;NOM	N;ACC;MASC;SG
पैसे	pieniądz	पैसा	pieniądz	N;NOM;MASC;PL;3	N;NOM;MASC;SG
पैसे	kasy	पैसा	kasa	N;NOM;MASC;PL;3	N;ACC;FEM;SG
पैसे	kasa	पैसा	kasa	N;NOM;MASC;PL;3	N;NOM;FEM;SG
पैसे	money	पैसा	money	N;NOM;MASC;PL;3	
उद्यम	przedsiębiorczości	उद्यम	przedsiębiorczość	N;NOM;MASC;SG;3	N;GEN;FEM;SG
उद्यम	enterprise	उद्यम	enterprisa	N;NOM;MASC;SG;3	
शुष्क	suchy	शुष्क	suchy	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
शुष्क	pralnia	शुष्क	pralniać	N;NOM;MASC;SG;3	V;IPFV;IMP;SG;2;FIN;ACT
शुष्क	sucha	शुष्क	suchy	N;NOM;MASC;SG;3	
शुष्क	suche	शुष्क	suchy	N;NOM;MASC;SG;3	
शुष्क	sucho	शुष्क	sucho	N;NOM;MASC;SG;3	
मेट्रो	metra	मेट्रो	metr	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
मेट्रो	metro	मेट्रो	metro	PROPN;NOM;MASC;SG;3	
गर्मियों	summer	गर्मी	summer	N;ACC;FEM;PL;3	
गर्मियों	letnie	गर्मी	letni	N;ACC;FEM;PL;3	ADJ;NOM;NEUT;SG
गर्मियों	letni	गर्मी	letni	N;ACC;FEM;PL;3	ADJ;NOM;MASC;SG
गर्मियों	lato	गर्मी	lato	N;ACC;FEM;PL;3	
प्रकाशक	wydawców	प्रकाशक	wydawca	N;NOM;MASC;SG;3	N;ACC;MASC;PL
स्वीडन	szwecji	स्वीडन	szwecja	PROPN;NOM;MASC;SG;3	
स्वीडन	szwecja	स्वीडन	szwecja	PROPN;NOM;MASC;SG;3	
गाय	krowa	गाय	krować		N;NOM;FEM;SG
प्रशांत	pacyfiku	प्रशांत	pacyfik	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
प्रशांत	pacific	प्रशांत	pacifica	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रशांत	pacyfik	प्रशांत	pacyfik	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
खाली	puste	खाली	pusty	ADJ	
खाली	pusto	खाली	pusto	ADJ	
खाली	puste	खाली	pusty	ADJ	
वर्तनी	pisowni	वर्तनी	pisowny	N;NOM;FEM;SG;3	
वर्तनी	zaklęcia	वर्तनी	zaklęcie	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
किसानों	farmerzy	किसान	farmer	N;ACC;MASC;PL;3	N;NOM;MASC;PL
किसानों	rolnicy	किसान	rolnik	N;ACC;MASC;PL;3	N;NOM;MASC;PL
प्रतिष्ठा	reputacji	प्रतिष्ठा	reputacja	N;NOM;FEM;SG;3	N;GEN;FEM;SG
प्रतिष्ठा	reputację	प्रतिष्ठा	reputacja	N;NOM;FEM;SG;3	N;ACC;FEM;SG
हार्ट	hart	हार्ट	hart	PROPN;NOM;MASC;SG;3	
सर्विस	obsługiwane	सर्विस	obsługiwać	N;NOM;FEM;SG;3	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
मुद्दे	kwestii	मुद्दा	kwestia	N;NOM;MASC;PL;3	N;GEN;FEM;SG
चाय	herbaty	चाय	herbata	N;NOM;FEM;SG;3	N;GEN;FEM;PL
छत	sufitu	छत	sufit	N;NOM;FEM;SG;3	N;GEN;MASC;SG
छत	suficie	छत	sufit	N;NOM;FEM;SG;3	N;DAT;MASC;SG
छत	dachu	छत	dach	N;NOM;FEM;SG;3	N;GEN;MASC;SG
छत	dachu	छत	dach	N;NOM;FEM;SG;3	N;GEN;MASC;SG
होली	holly	होली	holly	PROPN;NOM;FEM;SG;3	
गिरफ्तार	areszt	गिरफ्तार	areszt	ADJ	N;NOM;MASC;SG
गिरफ्तार	aresztowanie	गिरफ्तार	aresztowanie	ADJ	N;NOM;NEUT;SG
मारा	mara	मार	mara	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
माइक्रोसॉफ्ट	microsoft	माइक्रोसॉफ्ट	microsoft	PROPN;NOM;MASC;SG;3	
आवाज़	vol	आवाज़	vol	N;NOM;FEM;SG;3	
आवाज़	obj	आवाज़	obj	N;NOM;FEM;SG;3	
आवाज़	objętości	आवाज़	objętość	N;NOM;FEM;SG;3	N;GEN;FEM;SG
आवाज़	wielkość	आवाज़	wielkość	N;NOM;FEM;SG;3	N;ACC;FEM;SG
आवाज़	pojemność	आवाज़	pojemność	N;NOM;FEM;SG;3	N;ACC;FEM;SG
आवाज़	glos	आवाज़	glos	N;NOM;FEM;SG;3	V;IPFV;IND;SG;PST;FIN;ACT
आवाज़	głosu	आवाज़	głos	N;NOM;FEM;SG;3	N;GEN;MASC;SG
चाल	trick	चाल	trick	N;NOM;FEM;SG;3	
चाल	sztuczki	चाल	sztuczka	N;NOM;FEM;SG;3	N;NOM;FEM;PL
चाल	ruchy	चाल	ruch	N;NOM;FEM;SG;3	N;NOM;MASC;PL
गीता	gita	गीता	gita	PROPN;NOM;FEM;SG;3	
गीता	geeta	गीता	geeta	PROPN;NOM;FEM;SG;3	
कोलंबिया	columbia	कोलंबिया	columbiać	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
कोलंबिया	kolumbia	कोलंबिया	kolumbia	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;PRS;FIN;ACT
कोलंबिया	kolumbii	कोलंबिया	kolumbia	PROPN;NOM;MASC;SG;3	
कोलंबिया	kolumbia	कोलंबिया	kolumbia	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;PRS;FIN;ACT
देशी	rdzenni	देशी	rdzenny		N;NOM;MASC;PL
देशी	rodzimy	देशी	rodzić		V;IPFV;IND;PL;1;PRS;FIN;ACT
दुर्गा	durga	दुर्गा	durga	PROPN;NOM;FEM;SG;3	
नक्षत्र	konstelacji	नक्षत्र	konstelacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
नक्षत्र	konstelacje	नक्षत्र	konstelacja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
नक्षत्र	nakszatra	नक्षत्र	nakszatrać	N;NOM;MASC;SG;3	
मौखिक	doustne	मौखिक	doustny		ADJ;NOM;NEUT;SG
मौखिक	doustnie	मौखिक	doustnąć		ADV
मौखिक	werbalne	मौखिक	werbalny		ADJ;NOM;NEUT;SG
चलाया	zrealizowane	चला	zrealizować	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
चलाया	wykonany	चला	wykonać	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
चलाया	wykonane	चला	wykonać	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
चलाया	wykonywane	चला	wykonywać	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
चलाया	stracony	चला	stracić	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
गर्भ	łonie	गर्भ	łonąć	N;NOM;MASC;SG;3	N;GEN;FEM;SG
गर्भ	łona	गर्भ	łona	N;NOM;MASC;SG;3	
रहें	zostań	रह	zostać	V;SBJV;PL;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
ध्रुव	polak	ध्रुव	polak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
ध्रुव	biegun	ध्रुव	bieguny	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
ध्रुव	pole	ध्रुव	pole	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
ध्रुव	słup	ध्रुव	słup	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
विनिमय	wymiany	विनिमय	wymiana	N;NOM;MASC;SG;3	
भोपाल	bhopal	भोपाल	bhopal	PROPN;NOM;MASC;SG;3	
बहस	debaty	बहस	debata	N;NOM;FEM;SG;3	N;ACC;FEM;SG
कथित	domniemanego	कथित	domniemany	ADJ;NOM	ADJ;PFV;ACC;MASC;SG;POS;V.PTCP;PASS
ड्राइव	drive	ड्राइव	driv	N;NOM;MASC;SG;3	
ड्राइव	prowadzić	ड्राइव	prowadzić	N;NOM;MASC;SG;3	V;IPFV;NFIN;ACT
ड्राइव	jeździ	ड्राइव	jeździć	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
ड्राइव	dyski	ड्राइव	dyski	N;NOM;MASC;SG;3	N;NOM;MASC;PL
कोर	chór	कोर	chór		N;NOM;MASC;SG
कोर	rdzeń	कोर	rdzeń		N;NOM;MASC;SG
कोर	rdzenia	कोर	rdzeniać		N;GEN;NEUT;SG
नियुक्ति	spotkania	नियुक्ति	spotkanie	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
नियुक्ति	zatrudnienia	नियुक्ति	zatrudnienie	N;NOM;FEM;SG;3	N;GEN;NEUT;SG
बहती	przepływów	बह	przepływ	V;IPFV;FEM;SG;V.PTCP;ACT	N;GEN;MASC;PL
बहती	przepływy	बह	przepływ	V;IPFV;FEM;SG;V.PTCP;ACT	N;NOM;MASC;PL
बहती	płynące	बह	płynąć	V;IPFV;FEM;SG;V.PTCP;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
विटामिन	witamin	विटामिन	witamin	N;NOM;MASC;SG;3	N;INS;FEM;PL
विटामिन	witaminy	विटामिन	witamina	N;NOM;MASC;SG;3	N;NOM;FEM;PL
विटामिन	witaminy	विटामिन	witamina	N;NOM;MASC;SG;3	N;NOM;FEM;PL
खून	krwi	खून	krew	N;NOM;MASC;SG;3	
खून	blood	खून	blood	N;NOM;MASC;SG;3	
उपयोगकर्ताओं	użytkownicy	उपयोगकर्ता	użytkownik	N;ACC;MASC;PL;3	N;NOM;MASC;PL
उपयोगकर्ताओं	użytkownikom	उपयोगकर्ता	użytkownik	N;ACC;MASC;PL;3	N;DAT;MASC;PL
एड्स	aids	एड्स	aids	PROPN;NOM;MASC;SG;3	
बाग	ogrodu	बाग	ogród	N;NOM;MASC;SG;3	N;GEN;MASC;SG
बाग	ogrodzie	बाग	ogród	N;NOM;MASC;SG;3	N;DAT;MASC;SG
बर्मा	birmie	बर्मा	birma	PROPN;NOM;MASC;SG;3	
बर्मा	birmy	बर्मा	birma	PROPN;NOM;MASC;SG;3	
डच	dutch	डच	dutch		PROPN;NOM;MASC;SG
डच	holenderskie	डच	holenderski		ADJ;NOM;NEUT;SG
डच	holenderski	डच	holenderski		ADJ;NOM;MASC;SG
चौथी	czwartego	चौथी	czwarty	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
चौथी	czwarte	चौथी	czwarty	ADJ;NOM;FEM;SG	
चौथी	czwarta	चौथी	czwarty	ADJ;NOM;FEM;SG	
वंशज	potomka	वंशज	potomek	N;NOM;MASC;PL;3	N;ACC;MASC;SG
वंशज	potomek	वंशज	potomek	N;NOM;MASC;PL;3	N;NOM;MASC;SG
गठबंधन	paktu	गठबंधन	pakt	N;NOM;MASC;SG;3	N;GEN;MASC;SG
गठबंधन	sojuszu	गठबंधन	sojusz	N;NOM;MASC;SG;3	N;GEN;MASC;SG
गठबंधन	przymierze	गठबंधन	przymierz	N;NOM;MASC;SG;3	
उम्मीदवार	kandydatów	उम्मीदवार	kandydat	N;NOM;MASC;PL;3	N;ACC;MASC;PL
उम्मीदवार	kandydata	उम्मीदवार	kandydat	N;NOM;MASC;PL;3	N;ACC;MASC;SG
उम्मीदवार	kandydat	उम्मीदवार	kandydat	N;NOM;MASC;PL;3	N;NOM;MASC;SG
प्रभावों	impresjonizm	प्रभाव	impresjonizm	N;ACC;MASC;PL;3	N;ACC;MASC;SG
रत्न	ratna	रत्न	ratny	PROPN;NOM;MASC;SG;3	
ग्रहों	planet	ग्रह	planet	N;ACC;MASC;PL;3	
ग्रहों	planety	ग्रह	planet	N;ACC;MASC;PL;3	N;NOM;FEM;PL
ग्रहों	planeta	ग्रह	planeta	N;ACC;MASC;PL;3	N;NOM;FEM;SG
ग्रहों	planet	ग्रह	planet	N;ACC;MASC;PL;3	
ग्रहों	planety	ग्रह	planet	N;ACC;MASC;PL;3	N;NOM;FEM;PL
रूपांतरण	konwersji	रूपांतरण	konwersja	N;NOM;MASC;SG;3	
रूपांतरण	konwersje	रूपांतरण	konwersja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
रूपांतरण	konwersji	रूपांतरण	konwersja	N;NOM;MASC;SG;3	
रूपांतरण	zamiana	रूपांतरण	zamiana	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
रूपांतरण	konwersja	रूपांतरण	konwersja	N;NOM;MASC;SG;3	
रूपांतरण	konwersje	रूपांतरण	konwersja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
रूपांतरण	transformacje	रूपांतरण	transformacja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
खन्ना	khanna	खन्ना	khanna	PROPN;NOM;MASC;SG;3	
भ्रष्टाचार	korupcję	भ्रष्टाचार	korupcja	N;NOM;MASC;SG;3	N;ACC;FEM;SG
भ्रष्टाचार	korupcji	भ्रष्टाचार	korupcja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
मैसूर	mysore	मैसूर	mysoro	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;PRS;FIN;ACT
सलाहकार	doradczego	सलाहकार	doradczy	N;NOM;MASC;SG;3	
सलाहकार	doradcze	सलाहकार	doradczy	N;NOM;MASC;SG;3	
सलाहकार	konsultanta	सलाहकार	konsultant	N;NOM;MASC;SG;3	N;ACC;MASC;SG
सलाहकार	konsultantem	सलाहकार	konsultant	N;NOM;MASC;SG;3	N;INS;MASC;SG
सलाहकार	doradcą	सलाहकार	doradca	N;NOM;MASC;SG;3	N;INS;MASC;SG
जनजाति	plemienia	जनजाति	plemię	N;NOM;FEM;SG;3	N;GEN;NEUT;SG
जनजाति	plemię	जनजाति	plemia	N;NOM;FEM;SG;3	
पठार	plateau	पठार	platea	N;NOM;MASC;SG;3	
कन्नड़	kannada	कन्नड़	kannad	PROPN;NOM;MASC;SG;3	
सीता	sita	सीता	sitać	PROPN;NOM;FEM;SG;3	
चलचित्र	filmu	चलचित्र	film	N;NOM;MASC;SG;3	N;GEN;MASC;SG
चलचित्र	film	चलचित्र	film	N;NOM;MASC;SG;3	N;ACC;MASC;SG
नोकिया	nokia	नोकिया	nokia	N;NOM;MASC;SG;3	
बहुमत	większości	बहुमत	większość	N;NOM;MASC;SG;3	N;GEN;FEM;SG
चमक	shine	चमक	shina	N;NOM;FEM;SG;3	
चमक	świecące	चमक	świecić	N;NOM;FEM;SG;3	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
हिल	wzgórza	हिल	wzgórzać		N;NOM;NEUT;SG
हिल	wzgórze	हिल	wzgórze		N;NOM;NEUT;SG
नैदानिक	kliniczne	नैदानिक	kliniczny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
नैदानिक	kliniczna	नैदानिक	kliniczny	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
नैदानिक	klinicznych	नैदानिक	kliniczny	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
अद्भुत	niesamowite	अद्भुत	niesamowity	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अद्भुत	niesamowity	अद्भुत	niesamowity	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
अद्भुत	cudowne	अद्भुत	cudowny	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अद्भुत	cudowny	अद्भुत	cudowny	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
अद्भुत	cudowna	अद्भुत	cudowny	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अद्भुत	cudownie	अद्भुत	cudownie	PROPN;NOM;MASC;SG;3	ADV
इकाइयों	jednostki	इकाई	jednostka	N;ACC;FEM;PL;3	N;NOM;FEM;PL
इकाइयों	jednostek	इकाई	jednostka	N;ACC;FEM;PL;3	N;GEN;FEM;PL
इकाइयों	agregaty	इकाई	agregat	N;ACC;FEM;PL;3	N;NOM;MASC;SG
तोड़	smash	तोड़	smash	V;ACT	
शाखाओं	gałęzie	शाखा	gałąź	N;ACC;FEM;PL;3	N;NOM;FEM;PL
शाखाओं	gałęzi	शाखा	gałąź	N;ACC;FEM;PL;3	N;GEN;FEM;PL
शाखाओं	oddziały	शाखा	oddział	N;ACC;FEM;PL;3	N;NOM;MASC;PL
दशकों	dekady	दशक	dekada	N;NOM;MASC;PL;3	
दशकों	dziesięciolecia	दशक	dziesięciolecie	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
दशकों	dekad	दशक	dekad	N;NOM;MASC;PL;3	
खतरे	pogróżki	खतरा	pogróżka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
खतरे	groźby	खतरा	groźba	N;NOM;MASC;SG;3	
खतरे	gróźb	खतरा	gróźb	N;NOM;MASC;SG;3	
खतरे	niebezpieczeństwie	खतरा	niebezpieczeństwo	N;NOM;MASC;SG;3	N;DAT;NEUT;SG
टूर	tour	टूर	tour	N;NOM;MASC;SG;3	
हमारा	nasz	हम	nasz	PRO;MASC;PL;1	DET;NOM;MASC;SG;1
हमारा	nasza	हम	nasz	PRO;MASC;PL;1	DET;NOM;FEM;SG;1
हमारा	nasi	हम	nasz	PRO;MASC;PL;1	DET;NOM;MASC;PL;1
हमारा	nasze	हम	nasz	PRO;MASC;PL;1	DET;NOM;NEUT;SG;1
हमारा	our	हम	our	PRO;MASC;PL;1	
पाल	pawel	पाल	pawel		V;IPFV;IND;SG;PST;FIN;ACT
पाल	paweł	पाल	paweł		PROPN;NOM;MASC;SG
पाल	żagiel	पाल	żagiel		N;NOM;MASC;SG
पाल	kolego	पाल	kolega		V;IPFV;IMP;SG;2;FIN;ACT
निर्दिष्ट	określony	निर्दिष्ट	określić	PROPN;NOM;MASC;SG;3	
निर्दिष्ट	określonych	निर्दिष्ट	określony	PROPN;NOM;MASC;SG;3	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
निर्दिष्ट	podany	निर्दिष्ट	podać	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
निर्दिष्ट	określono	निर्दिष्ट	określić	PROPN;NOM;MASC;SG;3	V;PFV;IND;0;PST;FIN;ACT
जोड़े	par	जोड़	par	V;PFV;MASC;SG;V.PTCP;ACT	
जोड़े	pary	जोड़	para	V;PFV;MASC;SG;V.PTCP;ACT	
निर्माताओं	wytwórców	निर्माता	wytwórca	N;ACC;MASC;PL;3	N;GEN;MASC;PL
निर्माताओं	wytwórcy	निर्माता	wytwórca	N;ACC;MASC;PL;3	N;NOM;MASC;SG
निर्माताओं	producenci	निर्माता	producent	N;ACC;MASC;PL;3	N;NOM;MASC;PL
बजट	budżetu	बजट	budżet	N;NOM;MASC;SG;3	N;GEN;MASC;SG
बजट	budżet	बजट	budżet	N;NOM;MASC;SG;3	N;ACC;MASC;SG
मौका	szansę	मौका	szansa	N;NOM;MASC;SG;3	N;ACC;FEM;SG
मौका	szanse	मौका	szansa	N;NOM;MASC;SG;3	N;NOM;FEM;PL
मौका	chance	मौका	chanka	N;NOM;MASC;SG;3	
चौहान	chauhan	चौहान	chauhan	PROPN;NOM;SG;3	
समर्थक	zwolenników	समर्थक	zwolennik	N;NOM;MASC;PL;3	N;ACC;MASC;PL
समर्थक	kibic	समर्थक	kibic	N;NOM;MASC;PL;3	N;NOM;MASC;SG
पॉप	pop	पॉप	pop	PROPN;NOM;MASC;SG;3	
खबर	aktualności	खबर	aktualność	N;NOM;FEM;SG;3	N;ACC;FEM;PL
खबर	wieści	खबर	wieść	N;NOM;FEM;SG;3	N;NOM;FEM;PL
खबर	nowości	खबर	nowość	N;NOM;FEM;SG;3	N;ACC;FEM;PL
खबर	wiadomości	खबर	wiadomość	N;NOM;FEM;SG;3	N;ACC;FEM;PL
खबर	news	खबर	news	N;NOM;FEM;SG;3	
स्कूलों	szkół	स्कूल	szkół	N;ACC;MASC;PL;3	
स्कूलों	szkoły	स्कूल	szkoła	N;ACC;MASC;PL;3	N;GEN;FEM;SG
मासिक	miesięcznie	मासिक	miesięcznie	N;NOM;MASC;SG;3	ADV
मासिक	miesięczne	मासिक	miesięczny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मासिक	miesięczny	मासिक	miesięczny	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
कणों	cząstek	कण	cząstka	N;NOM;MASC;PL;3	N;GEN;FEM;PL
प्रबल	dominujące	प्रबल	dominować		ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
प्रबल	dominującej	प्रबल	dominować		ADJ;IPFV;GEN;FEM;SG;POS;V.PTCP;ACT
प्रबल	dominująca	प्रबल	dominować		ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
प्रबल	dominującą	प्रबल	dominować		ADJ;IPFV;ACC;FEM;SG;POS;V.PTCP;ACT
प्रबल	dominujący	प्रबल	dominować		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
आलोचकों	krytycy	आलोचक	krytyk	N;ACC;MASC;PL;3	N;NOM;MASC;PL
आलोचकों	krytyka	आलोचक	krytyka	N;ACC;MASC;PL;3	N;NOM;FEM;SG
तकनीकों	techniki	तकनीक	technika	N;ACC;FEM;PL;3	N;ACC;FEM;SG
उत्तराधिकारी	dziedzica	उत्तराधिकारी	dziedzic	N;NOM;MASC;SG;3	N;ACC;MASC;SG
उत्तराधिकारी	dziedzic	उत्तराधिकारी	dziedzica	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
उत्तराधिकारी	potomka	उत्तराधिकारी	potomek	N;NOM;MASC;SG;3	N;ACC;MASC;SG
एयरलाइंस	airlines	एयरलाइन	airlines	N;NOM;FEM;PL;3	
अवैध	banita	अवैध	banita	ADJ;NOM	N;NOM;MASC;SG
गण	gana	गण	gan	N;NOM;MASC;SG;3	
जीवाणु	bakterie	जीवाणु	bakter	N;NOM;MASC;SG;3	
जीवाणु	bakterii	जीवाणु	bakteria	N;NOM;MASC;SG;3	
राहुल	rahul	राहुल	rahula	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
प्राण	pran	प्राण	prana	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;2;PRS;FIN;ACT
राजीव	rajiv	राजीव	rajiv	PROPN;NOM;MASC;SG;3	
शिकागो	chicago	शिकागो	chicago	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;PRS;FIN;ACT
विकी	wiki	विकी	wik	PROPN;NOM;MASC;SG;3	
इंग्लैण्ड	anglia	इंग्लैण्ड	anglia	PROPN;NOM;MASC;SG;3	
इंग्लैण्ड	anglii	इंग्लैण्ड	anglia	PROPN;NOM;MASC;SG;3	
इंग्लैण्ड	england	इंग्लैण्ड	england	PROPN;NOM;MASC;SG;3	
गुरू	guru	गुरू	gur		N;NOM;MASC;SG
दौड़	biegnie	दौड	biec		V;IPFV;IND;SG;3;PRS;FIN;ACT
दौड़	biega	दौड	biegać		V;IPFV;IND;SG;3;PRS;FIN;ACT
दौड़	wyścig	दौड	wyścig		N;NOM;MASC;SG
दौड़	rasy	दौड	rasa		N;ACC;FEM;PL
दौड़	rasa	दौड	rasa		N;NOM;FEM;SG
