और	ve	और	ve		CONJ
गलती	yanlışlık	गलती	yanlışlık	N;NOM;FEM;SG;3	
भ्रूण	embriyo	भ्रूण	embriyo	N;NOM;MASC;SG;3	
भ्रूण	fetüs	भ्रूण	fetüs	N;NOM;MASC;SG;3	
चेक	çek	चेक	çek	N;NOM;MASC;SG;3	
चेक	çek	चेक	çek	N;NOM;MASC;SG;3	
ब्राजील	brezilya	ब्राजील	brezilya	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
राग	melody	राग	melody	N;NOM;MASC;SG;3	
राग	melodi	राग	melodi	N;NOM;MASC;SG;3	
राग	raga	राग	raga	N;NOM;MASC;SG;3	
तटीय	kıyı	तटीय	kıy	ADJ;NOM	
ख्याति	şöhret	ख्याति	şöhret	N;NOM;FEM;SG;3	
ख्याति	ün	ख्याति	ün	N;NOM;FEM;SG;3	
सिन्हा	sinha	सिन्हा	sinha	PROPN;NOM;SG;3	
पंजीकृत	kayıtlı	पंजीकृत	kayıtlı	ADJ	
सिंध	sindh	सिंध	i	PROPN;NOM;MASC;SG;3	
वैध	geçerliliği	वैध	geçerlilik		N;ACC;SG;3
टॉम	tom	टॉम	tom	PROPN;NOM;MASC;SG;3	
संकल्प	kararları	संकल्प	karar	N;NOM;MASC;SG;3	N;ACC;PL;3
संकल्प	kararlar	संकल्प	karar	N;NOM;MASC;SG;3	N;NOM;PL;3
जूनियर	ufaklık	जूनियर	ufaklık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
जूनियर	junior	जूनियर	junior	PROPN;NOM;MASC;SG;3	
चुम्बकीय	manyetik	चुम्बकीय	manyetik	N;NOM;MASC;SG;3	ADJ
बादशाह	kral	बादशाह	kral	N;NOM;MASC;SG;3	
बादशाह	king	बादशाह	king	N;NOM;MASC;SG;3	
रचनात्मक	yaratıcı	रचनात्मक	yaratıcı	ADJ	
रचनात्मक	kreatif	रचनात्मक	kreatif	ADJ	
रचनात्मक	yaratıcılık	रचनात्मक	yaratıcılık	ADJ	N;NOM;SG;3
मुखपृष्ठ	yuva	मुखपृष्ठ	yuva	N;NOM;MASC;SG;3	
मुखपृष्ठ	evde	मुखपृष्ठ	ev	N;NOM;MASC;SG;3	N;ESS;SG;3
मुखपृष्ठ	eve	मुखपृष्ठ	ev	N;NOM;MASC;SG;3	N;DAT;SG;3
ट्रस्ट	güven	ट्रस्ट	güven	N;NOM;MASC;SG;3	
प्रस्तुति	sunum	प्रस्तुति	sun	N;NOM;FEM;SG;3	
प्रस्तुति	sunumu	प्रस्तुति	sun	N;NOM;FEM;SG;3	N;ACC;SG;3
प्रस्तुति	tanıtım	प्रस्तुति	tanıtım	N;NOM;FEM;SG;3	
उपर	üstte	उपर	üst		ADJ;ESS;SG;3
भूल	oblivion	भूल	oblivion	PROPN;NOM;FEM;SG;3	
अद्वितीय	benzersiz	अद्वितीय	benzersiz	PROPN;NOM;MASC;SG;3	V;IPFV;IND;PL;2;POS
अद्वितीय	tekil	अद्वितीय	tekil	PROPN;NOM;MASC;SG;3	
अद्वितीय	eşsiz	अद्वितीय	eşsiz	PROPN;NOM;MASC;SG;3	ADJ
सरकारों	hükümetler	सरकार	hükümet	N;ACC;FEM;PL;3	N;NOM;PL;3
खतरनाक	tehlikeli	खतरनाक	tehlikeli	ADJ	N;NOM;SG;3
खतरनाक	tehlikelidir	खतरनाक	tehlikeli	ADJ	V;PFV;IMP;SG;3;POS;PRS
त्यौहार	festival	त्यौहार	festival	N;NOM;MASC;SG;3	
त्यौहार	festivali	त्यौहार	festivali	N;NOM;MASC;SG;3	N;ACC;SG;3
त्यौहार	festivalde	त्यौहार	festival	N;NOM;MASC;SG;3	N;ESS;SG;3
त्यौहार	festivaller	त्यौहार	festival	N;NOM;MASC;SG;3	N;NOM;PL;3
त्यौहार	senlik	त्यौहार	senlik	N;NOM;MASC;SG;3	
परिमाण	parametreleri	परिमाण	parametre	N;NOM;MASC;SG;3	N;ACC;PL;3
संक्रमित	enfekte	संक्रमित	enfek	N;NOM;MASC;SG;3	
देखना	görüntüleme	देख	görüntüleme	V;MASC;NFIN;ACT	
देखना	görme	देख	gör	V;MASC;NFIN;ACT	
देखना	izleme	देख	izle	V;MASC;NFIN;ACT	
देखना	izle	देख	izle	V;MASC;NFIN;ACT	
ख़ास	özel	खक़ास	özel		ADJ
माँग	talep	माँग	talep	N;NOM;FEM;SG;3	
स्पेनिश	ispanyollar	स्पेनिश	ispanyol	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
स्पेनिश	ispanyol	स्पेनिश	ispanyol	PROPN;NOM;MASC;SG;3	
स्पेनिश	ispanyolca	स्पेनिश	ispanyolca	PROPN;NOM;MASC;SG;3	
महारानी	queen	महारानी	yu	N;NOM;FEM;SG;3	PROPN;NOM;SG;3
महारानी	vezir	महारानी	vez	N;NOM;FEM;SG;3	
निरीक्षण	denetleme	निरीक्षण	denetle	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
निरीक्षण	teftiş	निरीक्षण	teftiş	N;NOM;MASC;SG;3	
निरीक्षण	inceleme	निरीक्षण	incele	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
निरीक्षण	denetim	निरीक्षण	denetim	N;NOM;MASC;SG;3	
जिम्मेदारी	sorumluluğu	जिम्मेदारी	sorumluluk	N;NOM;FEM;SG;3	N;ACC;SG;3
भारतीयों	kızılderililer	भारतीय	kızılderili	N;ACC;MASC;PL;3	V;PFV;IND;PL;3;POS;PRS;V.MSDR
भारतीयों	yerliler	भारतीय	yerli	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
भारतीयों	kızılderilileri	भारतीय	kızılderili	N;ACC;MASC;PL;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
त्रुटि	hataları	त्रुटि	hata	N;NOM;MASC;SG;3	N;ACC;PL;3
त्रुटि	hatalar	त्रुटि	hata	N;NOM;MASC;SG;3	N;NOM;PL;3
त्रुटि	hata	त्रुटि	hata	N;NOM;MASC;SG;3	
ऊँची	high	ऊँचा	high	ADJ;NOM;FEM;SG	
ऊँची	yükseklerde	ऊँचा	yüksek	ADJ;NOM;FEM;SG	ADJ;ESS;PL;3
ऊँची	çak	ऊँचा	çak	ADJ;NOM;FEM;SG	
ऊँची	yükseğe	ऊँचा	yüksek	ADJ;NOM;FEM;SG	
ज्यामिति	geometri	ज्यामिति	geometri	N;NOM;FEM;SG;3	
आराम	rahatlamış	आराम	rahatla	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;SG;3;POS;PST
आराम	rahat	आराम	rahat	PROPN;NOM;MASC;SG;3	ADJ
आराम	teselli	आराम	teselli	PROPN;NOM;MASC;SG;3	
आराम	rahatlık	आराम	rahatlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
आराम	konfor	आराम	konfor	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
आराम	dinlenme	आराम	dinlen	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS
आराम	istirahat	आराम	istirahat	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
आराम	dinlenmek	आराम	dinle	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
रवि	sudan	रवि	su	PROPN;NOM;MASC;SG;3	N;AT+ABL;SG;3
रवि	güneşe	रवि	güneş	PROPN;NOM;MASC;SG;3	N;DAT;SG;3
रवि	sun	रवि	sun	PROPN;NOM;MASC;SG;3	
रवि	güneş	रवि	güneş	PROPN;NOM;MASC;SG;3	
रवि	günes	रवि	günes	PROPN;NOM;MASC;SG;3	
रवि	güneşi	रवि	güneş	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
रवि	ravi	रवि	ravi	PROPN;NOM;MASC;SG;3	
रवि	birleşme	रवि	birleşme	PROPN;NOM;MASC;SG;3	
रवि	buluşması	रवि	buluş	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
रवि	kavuşma	रवि	kavuş	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
भाजपा	bjp	भाजपा	bjp	PROPN;NOM;FEM;SG;3	
पिछली	önceki	पिछला	önceki	ADJ;NOM;FEM;SG	
बेटा	beta	बेटा	beta	N;NOM;MASC;SG;3	
बेटा	oğul	बेटा	oğul	N;NOM;MASC;SG;3	
बेटा	evlat	बेटा	evlat	N;NOM;MASC;SG;3	
टुकड़े	parçaları	टुकडा	parça	V;PFV;MASC;PL;V.PTCP;ACT	N;ACC;PL;3
क्रिस्टल	kristal	क्रिस्टल	kristal	N;NOM;MASC;SG;3	
क्रिस्टल	crystal	क्रिस्टल	crystal	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
चौथा	dördüncüsü	चौथा	dör	ADJ;NOM;MASC;SG	V;PFV;IND;POS;PST;V.PTCP
चौथा	dördüncü	चौथा	dördüncü	ADJ;NOM;MASC;SG	
प्रसन्न	neşeli	प्रसन्न	neşel	PROPN;NOM;MASC;SG;3	
प्रसन्न	jolly	प्रसन्न	jolly	PROPN;NOM;MASC;SG;3	
प्रसन्न	memnun	प्रसन्न	memnun	PROPN;NOM;MASC;SG;3	ADJ
प्रसन्न	mutluluklar	प्रसन्न	mutluluk	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
प्रसन्न	mutlu	प्रसन्न	mutlu	PROPN;NOM;MASC;SG;3	ADJ
प्रसन्न	happy	प्रसन्न	happy	PROPN;NOM;MASC;SG;3	
पड़ोसी	komşum	पड़ोसी	komşu	N;NOM;MASC;SG;3	ADJ;NOM;SG;3
पड़ोसी	komşusu	पड़ोसी	komşu	N;NOM;MASC;SG;3	ADJ;NOM;SG;3
पड़ोसी	komşu	पड़ोसी	komşu	N;NOM;MASC;SG;3	
पड़ोसी	komşular	पड़ोसी	komşu	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
पड़ोसी	komşuları	पड़ोसी	komşu	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
पड़ोसी	komşu	पड़ोसी	komşu	N;NOM;MASC;SG;3	
पड़ोसी	komşular	पड़ोसी	komşu	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
पड़ोसी	komşuları	पड़ोसी	komşu	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
पड़ोसी	komşu	पड़ोसी	komşu	N;NOM;MASC;SG;3	
पड़ोसी	komşum	पड़ोसी	komşu	N;NOM;MASC;SG;3	ADJ;NOM;SG;3
पड़ोसी	komşusu	पड़ोसी	komşu	N;NOM;MASC;SG;3	ADJ;NOM;SG;3
पड़ोसी	komşu	पड़ोसी	komşu	N;NOM;MASC;SG;3	
गाया	sang	गा	sang	V;PFV;MASC;SG;V.PTCP;ACT	
भ्रम	karmaşa	भ्रम	karmaş	N;NOM;MASC;SG;3	
भ्रम	kargaşa	भ्रम	kargaş	N;NOM;MASC;SG;3	
भ्रम	yanılsama	भ्रम	yanıl	N;NOM;MASC;SG;3	V;PFV;IND;SG;1;POS;PRS
भ्रम	illüzyon	भ्रम	illüzyon	N;NOM;MASC;SG;3	
राजनेता	politikacı	राजनेता	politikacı	N;NOM;MASC;PL;3	
राजनेता	siyasetçi	राजनेता	siyasetçi	N;NOM;MASC;PL;3	N;NOM;SG;3
राजनेता	politikacı	राजनेता	politikacı	N;NOM;MASC;PL;3	
गोल्ड	altınlar	गोल्ड	altın		ADJ;NOM;PL;3
भिन्नता	farkı	भिन्नता	fark	N;NOM;FEM;SG;3	
भिन्नता	farklılık	भिन्नता	farklılık	N;NOM;FEM;SG;3	
रविवार	pazar	रविवार	pazar	PROPN;NOM;MASC;SG;3	
सारणी	tablo	सारणी	tablo	N;NOM;FEM;SG;3	
सारणी	sofra	सारणी	sofra	N;NOM;FEM;SG;3	
सारणी	masa	सारणी	masa	N;NOM;FEM;SG;3	
नाभिकीय	nükleer	नाभिकीय	nükle	N;NOM;MASC	
लिखना	yazarlık	लिख	yazarlık	V;MASC;NFIN;ACT	N;NOM;SG;3
लिखना	yazma	लिख	yazma	V;MASC;NFIN;ACT	
लिखना	yazı	लिख	yazı	V;MASC;NFIN;ACT	
लिखना	yazmaya	लिख	yaz	V;MASC;NFIN;ACT	ADV
लिखना	daktilo	लिख	daktilo	V;MASC;NFIN;ACT	
लिखना	yazma	लिख	yazma	V;MASC;NFIN;ACT	
पाप	sin	पाप	i	N;NOM;MASC;SG;3	
पाप	günah	पाप	günah	N;NOM;MASC;SG;3	
गले	kucak	गला	kucak	N;NOM;MASC;SG;3	
गले	sarılma	गला	sar	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
गले	sarılmak	गला	sar	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
सिद्धार्थ	siddhartha	सिद्धार्थ	siddhart	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
जनक	ebeveynler	जनक	ebeveyn		N;NOM;PL;3
स्वचालित	auto	स्वचालित	auto	ADJ;NOM	
स्वचालित	otomobil	स्वचालित	otomobil	ADJ;NOM	N;NOM;SG;3
स्वचालित	otomatik	स्वचालित	otomatik	ADJ;NOM	
स्वचालित	oto	स्वचालित	oto	ADJ;NOM	
स्वचालित	otomatik	स्वचालित	otomatik	ADJ;NOM	
स्वचालित	otomatik	स्वचालित	otomatik	ADJ;NOM	
असाधारण	olağanüstü	असाधारण	olağanüstü		ADJ
असाधारण	olağanüstü	असाधारण	olağanüstü		ADJ
अपील	temyize	अपील	temyize	N;NOM;FEM;SG;3	N;DAT;SG;3
अपील	temyiz	अपील	temyiz	N;NOM;FEM;SG;3	
अपील	itiraz	अपील	itiraz	N;NOM;FEM;SG;3	
दर्शक	gösterici	दर्शक	gösterici	N;NOM;MASC;PL;3	
दर्शक	görüntüleyici	दर्शक	görüntüleyici	N;NOM;MASC;PL;3	N;NOM;SG;3
दर्शक	izleyici	दर्शक	izleyici	N;NOM;MASC;PL;3	
दर्शक	audience	दर्शक	audience	N;NOM;MASC;PL;3	
दर्शक	izleyici	दर्शक	izleyici	N;NOM;MASC;PL;3	
दर्शक	seyirci	दर्शक	seyirci	N;NOM;MASC;PL;3	
दर्शक	seyirci	दर्शक	seyirci	N;NOM;MASC;PL;3	
दर्शक	spectator	दर्शक	spectator	N;NOM;MASC;PL;3	
दर्शक	izleyicilerin	दर्शक	izleyici	N;NOM;MASC;PL;3	N;GEN;PL;3
दर्शक	görenler	दर्शक	gören	N;NOM;MASC;PL;3	
इनपुट	giriş	इनपुट	giriş	N;NOM;MASC;SG;3	
इनपुट	girdi	इनपुट	gir	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
सैकड़ों	yüzlük	सैकडा	yüzlük	N;ACC;MASC;PL;3	
सैकड़ों	yüzlerce	सैकडा	yüzlerce	N;ACC;MASC;PL;3	NUM
सैकड़ों	yüzlercesi	सैकडा	yüz	N;ACC;MASC;PL;3	NUM
पार्वती	parvati	पार्वती	parvati	PROPN;NOM;FEM;SG;3	
क्लास	sınıf	क्लास	sınıf		N;NOM;SG;3
लीला	leyla	लीला	ley	N;NOM;FEM;SG;3	
लीला	leila	लीला	leila	N;NOM;FEM;SG;3	
लीला	leela	लीला	leela	N;NOM;FEM;SG;3	
कलात्मक	sanatsal	कलात्मक	sanatsal	PROPN;NOM;SG;3	ADJ
कलात्मक	artistik	कलात्मक	artistik	PROPN;NOM;SG;3	
मंगोल	moğollar	मंगोल	moğol	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;3
मंगोल	moğolistan	मंगोल	moğolistan	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
उपनिषद	upanişad	उपनिषद	upanişad	N;NOM;MASC;SG;3	
शुभ	güzel	शुभ	güzel		ADJ
स्वीकृत	kabul	स्वीकृत	kabul	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
स्वीकृत	kabul	स्वीकृत	kabul	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
स्वीकृत	onayladı	स्वीकृत	onayla	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
स्वीकृत	onaylı	स्वीकृत	onaylı	PROPN;NOM;MASC;SG;3	
स्वीकृत	onaylanmış	स्वीकृत	onayla	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
स्वीकृत	onaylandı	स्वीकृत	onayla	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
बैटरी	pil	बैटरी	pil	N;NOM;FEM;SG;3	
बैटरी	akü	बैटरी	ki	N;NOM;FEM;SG;3	
बैटरी	pil	बैटरी	pil	N;NOM;FEM;SG;3	
बैटरी	piller	बैटरी	pil	N;NOM;FEM;SG;3	N;NOM;PL;3
पुष्प	çiçekler	पुष्प	çiçek		N;NOM;PL;3
पुष्प	çiçeğim	पुष्प	çiçek		N;NOM;SG;3
पुष्प	çiçeği	पुष्प	çiçek		N;NOM;SG;3
सुविधाएं	tesisleri	सुविधा	tesis	N;NOM;FEM;PL;3	N;ACC;PL;3
सुविधाएं	tesis	सुविधा	tesis	N;NOM;FEM;PL;3	
अक्षांश	enlem	अक्षांश	enlem	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
मियामी	miami	मियामी	miami	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सम्पर्क	irtibat	संपर्क	irtibat	N;NOM;MASC;SG;3	
सम्पर्क	bağlantı	संपर्क	bağlantı	N;NOM;MASC;SG;3	
सम्पर्क	bağlantılar	संपर्क	bağlantı	N;NOM;MASC;SG;3	N;NOM;PL;3
सम्पर्क	kişiler	संपर्क	kişi	N;NOM;MASC;SG;3	N;NOM;PL;3
सम्पर्क	kişileri	संपर्क	kişi	N;NOM;MASC;SG;3	N;ACC;PL;3
दृश्यों	sahneler	दृश्य	sahne	N;ACC;MASC;PL;3	N;NOM;PL;3
श्वसन	solunum	श्वसन	sol	N;NOM;MASC;SG;3	ADJ;NOM;SG;3
आतंकवाद	terör	आतंकवाद	terö	N;NOM;MASC;SG;3	
आतंकवाद	terörizm	आतंकवाद	terörizm	N;NOM;MASC;SG;3	
लोकतंत्र	demokrasi	लोकतंत्र	demokrasi	N;NOM;MASC;SG;3	
उपलब्धि	başarı	उपलब्धि	başarı	N;NOM;FEM;SG;3	
कुश्ती	güreş	कुश्ती	güreş	PROPN;NOM;MASC;SG;3	
क्लिक	tıklama	क्लिक	tıkla	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
क्लिक	tıklama	क्लिक	tıkla	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
क्लिक	tıklayın	क्लिक	tıkla	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
क्लिक	tıkla	क्लिक	tık	N;NOM;MASC;SG;3	
लेबल	etiketler	लेबल	etiket	N;NOM;MASC;SG;3	N;NOM;PL;3
लेबल	etiketleri	लेबल	etiket	N;NOM;MASC;SG;3	N;NOM;PL;3
लेबल	etiket	लेबल	etiket	N;NOM;MASC;SG;3	
अकाल	açlık	अकाल	açlık	N;NOM;MASC;SG;3	
अकाल	kıtlık	अकाल	kıtlık	N;NOM;MASC;SG;3	
अकाल	kıtlık	अकाल	kıtlık	N;NOM;MASC;SG;3	
फैशन	moda	फैशन	moda	N;NOM;MASC;SG;3	
पैलेस	saray	पैलेस	saray	N;NOM;MASC;SG;3	
पैलेस	sarayı	पैलेस	sara	N;NOM;MASC;SG;3	N;ACC;SG;3
नीला	blue	नीला	blue	ADJ;NOM;MASC;SG	N;NOM;SG;3
नीला	mavi	नीला	mavi	ADJ;NOM;MASC;SG	
पोर्ट	iskele	पोर्ट	iskel	N;NOM;MASC;SG;3	
पोर्ट	port	पोर्ट	port	N;NOM;MASC;SG;3	
पोर्ट	liman	पोर्ट	liman	N;NOM;MASC;SG;3	
पोर्ट	limanlar	पोर्ट	liman	N;NOM;MASC;SG;3	N;NOM;PL;3
विधेयक	fatura	विधेयक	fatura	N;NOM;MASC;SG;3	
विधेयक	bill	विधेयक	bill	N;NOM;MASC;SG;3	
बलों	güçler	बल	güç	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
बलों	kuvvetler	बल	kuvvet	N;ACC;MASC;PL;3	N;NOM;PL;3
स्टील	çelik	स्टील	çelik	N;NOM;FEM;SG;3	
स्टील	steele	स्टील	steel	N;NOM;FEM;SG;3	
यूनान	yunanistan	यूनान	yunanistan	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
थोड़े	hafifçe	थोड़ा	hafifçe	ADJ;ACC;MASC;SG	
ऑस्टिन	austin	ऑस्टिन	aust	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सेकंड	saniye	सेकंड	sani	PROPN;NOM;MASC;SG;3	
सेकंड	saniyeler	सेकंड	saniye	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
सेकंड	ikinci	सेकंड	ikinci	PROPN;NOM;MASC;SG;3	ADJ
सेकंड	ikincisi	सेकंड	ikinci	PROPN;NOM;MASC;SG;3	NUM;NOM;SG;3
अवयव	bileşeni	अवयव	bileş	N;NOM;MASC;SG;3	
अवयव	bileşen	अवयव	bileş	N;NOM;MASC;SG;3	
अवयव	öğe	अवयव	öğe	N;NOM;MASC;SG;3	
अवयव	eleman	अवयव	eleman	N;NOM;MASC;SG;3	
आलेख	yazı	आलेख	yazı	N;NOM;MASC;SG;3	
आलेख	makaleler	आलेख	makale	N;NOM;MASC;SG;3	N;NOM;PL;3
आलेख	yazılar	आलेख	yazı	N;NOM;MASC;SG;3	N;NOM;PL;3
आलेख	grafik	आलेख	grafik	N;NOM;MASC;SG;3	
फ्लोरिडा	florida	फ्लोरिडा	flori	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
नली	hortum	नली	hortum	N;NOM;FEM;SG;3	
पूर्वोत्तर	kuzeydoğu	पूर्वोत्तर	kuzeydoğu	N;NOM;MASC;SG;3	
साक्ष्य	kanıt	साक्ष्य	kanıt	N;NOM;MASC;PL;3	
साक्ष्य	delil	साक्ष्य	delil	N;NOM;MASC;PL;3	
कहाँ	nerde	कहाँ	nere	PRO	
कहाँ	nere	कहाँ	nere	PRO	
आवरण	zarf	आवरण	zarf	N;NOM;MASC;SG;3	
आवरण	koru	आवरण	koru	N;NOM;MASC;SG;3	
आवरण	kapak	आवरण	kapak	N;NOM;MASC;SG;3	
मौर्य	maurya	मौर्य	maurya	PROPN;NOM;MASC;SG;3	
आंकड़े	istatistik	आंकड़ा	istatistik	N;NOM;MASC;PL;3	
आंकड़े	istatistik	आंकड़ा	istatistik	N;NOM;MASC;PL;3	
उपदेश	tavsiyeler	उपदेश	tavsiye	N;NOM;MASC;SG;3	N;NOM;PL;3
उपदेश	öğüt	उपदेश	öğüt	N;NOM;MASC;SG;3	
एकीकरण	bütünleşme	एकीकरण	bütünleş	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
एकीकरण	entegrasyonu	एकीकरण	entegrasyon	N;NOM;MASC;SG;3	N;ACC;SG;3
फोटो	fotograf	फोटो	fotograf	N;NOM;FEM;SG;3	
फोटो	foto	फोटो	foto	N;NOM;FEM;SG;3	
फोटो	fotoğraf	फोटो	fotoğraf	N;NOM;FEM;SG;3	
फोटो	resimler	फोटो	resim	N;NOM;FEM;SG;3	N;NOM;PL;3
फोटो	fotoğraflar	फोटो	fotoğraf	N;NOM;FEM;SG;3	N;NOM;PL;3
फोटो	fotoğraf	फोटो	fotoğraf	N;NOM;FEM;SG;3	
फोटो	fotoğrafları	फोटो	fotoğraf	N;NOM;FEM;SG;3	N;NOM;PL;3
चोरी	çalınmış	चोरी	çal	N;NOM;FEM;SG;3	V;PFV;NFH;IND;SG;3;POS;PST;PASS
चोरी	çalındı	चोरी	çal	N;NOM;FEM;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
चोरी	çalınan	चोरी	çal	N;NOM;FEM;SG;3	V;PFV;IND;POS;PRS;V.PTCP;PASS
चोरी	çalıntı	चोरी	çalıntı	N;NOM;FEM;SG;3	
चोरी	çalmak	चोरी	çal	N;NOM;FEM;SG;3	
