और	dan	और	dan		CONJ
घोड़े	kuda	घोड़ा	kuda	N;NOM;MASC;PL;3	N;SG
घोड़े	horse	घोड़ा	horse	N;NOM;MASC;PL;3	PROPN
घोड़े	kuda	घोड़ा	kuda	N;NOM;MASC;PL;3	N;SG
माला	maladewa	माला	maladewa	PROPN;NOM;FEM;SG;3	PROPN
माला	garland	माला	garland	PROPN;NOM;FEM;SG;3	PROPN
माला	gilang	माला	gilang	PROPN;NOM;FEM;SG;3	PROPN
माला	mala	माला	mala	PROPN;NOM;FEM;SG;3	PROPN
तेलुगु	telugu	तेलुगु	telugu	PROPN;NOM;MASC;SG;3	PROPN
दीवारों	tembok	दीवार	tembok	N;ACC;FEM;PL;3	N;SG
दीवारों	dinding	दीवार	dinding	N;ACC;FEM;PL;3	N;SG
ऊतक	tissue	ऊतक	tissue	N;NOM;MASC;SG;3	PROPN
ऊतक	tisu	ऊतक	tisu	N;NOM;MASC;SG;3	PROPN
रात्रि	night	रात्रि	night	N;NOM;FEM;SG;3	PROPN
बेस	bess	बेस	bess	N;NOM;MASC;SG;3	PROPN
बेस	dasar	बेस	dasar	N;NOM;MASC;SG;3	ADJ;SG
बेस	basis	बेस	basis	N;NOM;MASC;SG;3	PROPN;SG
बेस	kakap	बेस	kakap	N;NOM;MASC;SG;3	PROPN
चोटी	pinnacle	चोटी	pinnacle	N;NOM;FEM;SG;3	PROPN
सफलतापूर्वक	sukses	सफलतापूर्वक	sukses	ADV	ADJ;SG
सफलतापूर्वक	berhasil	सफलतापूर्वक	berhasil	ADV	V;SG
चंद्र	lunar	चंद्र	lunar	PROPN;NOM;MASC;SG;3	PROPN
सतत	konsisten	सतत	konsisten		ADJ;SG
सतत	berkelanjutan	सतत	berkelanjutan		V;SG;ACT
सतत	kontinu	सतत	kontinu		PROPN;SG
ऊष्मा	heat	ऊष्मा	heat	N;NOM;FEM;SG;3	PROPN
ऊष्मा	panas	ऊष्मा	panas	N;NOM;FEM;SG;3	ADJ;SG
कारों	cars	कार	cars	N;ACC;FEM;PL;3	PROPN
कारों	mobil	कार	mobil	N;ACC;FEM;PL;3	N;SG
रेस	race	रेस	race	N;NOM;MASC;SG;3	PROPN
तालाब	tambak	तालाब	tambak	N;NOM;MASC;SG;3	PROPN;SG
तालाब	pond	तालाब	pond	N;NOM;MASC;SG;3	PROPN
बृहस्पति	jupiter	बृहस्पति	jupiter	PROPN;NOM;MASC;SG;3	N
टीमों	tim	टीम	tim	N;ACC;FEM;PL;3	N;SG
मामला	case	मामला	case	N;NOM;MASC;SG;3	PROPN
इंदिरा	indira	इंदिरा	indira	PROPN;NOM;FEM;SG;3	PROPN
निष्क्रिय	inert	निष्क्रिय	inert		N
निष्क्रिय	nonaktifkan	निष्क्रिय	nonaktifkan		V;SG;ACT
निष्क्रिय	menonaktifkan	निष्क्रिय	mentonaktifkan		V;SG;ACT
निष्क्रिय	dinonaktifkan	निष्क्रिय	dinonaktifkan		V
निष्क्रिय	dimatikan	निष्क्रिय	dimatikan		V;SG;PASS
निष्क्रिय	menganggur	निष्क्रिय	menanggur		V;SG;ACT
लौह	besi	लौह	besi		N;SG
लौह	iron	लौह	iron		PROPN
सोनी	sony	सोनी	sony	PROPN;NOM;SG;3	PROPN
रॉय	roy	रॉय	roy	PROPN;NOM;MASC;SG;3	PROPN
गायन	menyanyi	गायन	mennyanyi	N;NOM;MASC;SG;3	V;SG;ACT
गायन	bernyanyi	गायन	bernyanyi	N;NOM;MASC;SG;3	V;SG;ACT
गायन	vocal	गायन	vocal	N;NOM;MASC;SG;3	PROPN
सकल	kotor	सकल	kotor		ADJ;SG
सकल	gross	सकल	gross		PROPN
सकल	jorok	सकल	jorok		ADJ;SG
सकल	menjijikan	सकल	menjijikan		V;SG;ACT
कमाई	produktif	कमाई	produktif	N;NOM;FEM;SG;3	ADJ;SG
विश्वविद्यालयों	universitas	विश्वविद्यालय	universitas	N;ACC;MASC;PL;3	PROPN;SG
विश्वविद्यालयों	universitas	विश्वविद्यालय	universitas	N;ACC;MASC;PL;3	PROPN;SG
विश्वविद्यालयों	university	विश्वविद्यालय	university	N;ACC;MASC;PL;3	PROPN
साहिब	sahib	साहिब	sahib	PROPN;NOM;MASC;SG;3	PROPN
साहिब	shihab	साहिब	shihab	PROPN;NOM;MASC;SG;3	PROPN
साउथ	selatan	साउथ	selatan	PROPN;NOM;MASC;SG;3	N;SG
साउथ	south	साउथ	south	PROPN;NOM;MASC;SG;3	PROPN
गहन	sedalam	गहन	sedalam	ADJ;NOM	;SG
गहन	mendalam	गहन	mendalam	ADJ;NOM	V;SG;ACT
गहन	deep	गहन	deep	ADJ;NOM	PROPN
बाघ	tiger	बाघ	tiger	N;NOM;MASC;SG;3	PROPN
बाघ	macan	बाघ	macan	N;NOM;MASC;SG;3	PROPN;SG
टिकट	ticket	टिकट	ticket	N;NOM;MASC;SG;3	PROPN
पैरों	feet	पैर	feet	N;ACC;MASC;PL;3	PROPN
पैरों	kaki	पैर	kaki	N;ACC;MASC;PL;3	N;SG
पैरों	legs	पैर	legs	N;ACC;MASC;PL;3	PROPN
पैरों	kaki	पैर	kaki	N;ACC;MASC;PL;3	N;SG
उद्देश्यों	pengusaha	उद्देश्य	penusaha	N;ACC;MASC;PL;3	N;SG
कांडा	canda	कांडा	canda	PROPN;NOM;MASC;SG;3	PROPN
जाल	net	जाल	net	N;NOM;MASC;SG;3	PROPN
जाल	bersih	जाल	bersih	N;NOM;MASC;SG;3	ADJ;SG
जाल	jala	जाल	jala	N;NOM;MASC;SG;3	PROPN
जाल	mesh	जाल	mesh	N;NOM;MASC;SG;3	PROPN
जाल	jala	जाल	jala	N;NOM;MASC;SG;3	PROPN
मिलान	cocok	मिलान	cocok	N;NOM;MASC;SG;3	ADJ;SG
मिलान	milan	मिलान	milan	N;NOM;MASC;SG;3	PROPN
मिलान	mencocokkan	मिलान	mencocokkan	N;NOM;MASC;SG;3	V;SG;ACT
मिलान	cocok	मिलान	cocok	N;NOM;MASC;SG;3	ADJ;SG
सदस्यता	berlangganan	सदस्यता	berlangganan	N;NOM;FEM;SG;3	V;SG;ACT
रिकार्ड	record	रिकार्ड	record	N;NOM;MASC;SG;3	PROPN
साझा	berbagi	साझा	berbagi		V;SG;ACT
साझा	dibagikan	साझा	dibagikan		V;SG;PASS
साझा	shared	साझा	shared		PROPN
साझा	bagikan	साझा	bagikan		V;SG;ACT
साझा	berbagi	साझा	berbagi		V;SG;ACT
साझा	dibagikan	साझा	dibagikan		V;SG;PASS
साझा	saham	साझा	saham		N;SG
स्वतन्त्रता	merdeka	स्वतन्त्रता	merdeka	N;NOM;FEM;SG;3	PROPN;SG
स्वतन्त्रता	independence	स्वतन्त्रता	independence	N;NOM;FEM;SG;3	PROPN
अधिकृत	resmi	अधिकृत	resmi	PROPN;NOM;SG;3	ADJ;SG
सापेक्ष	relatif	सापेक्ष	relatif	N;NOM;MASC;SG;3	ADV;SG
पड़ी	padi	पड	padi	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
विफल	gagal	विफल	gagal	ADJ	V;SG
संदेह	meragukan	संदेह	menragukan	N;NOM;MASC;SG;3	V;SG;ACT
संदेह	ragukan	संदेह	ragukan	N;NOM;MASC;SG;3	V;SG;ACT
संदेह	ragu	संदेह	ragu	N;NOM;MASC;SG;3	ADJ;SG
संदेह	ragu	संदेह	ragu	N;NOM;MASC;SG;3	ADJ;SG
आग्रह	minta	आग्रह	minta	N;NOM;MASC;SG;3	V;SG;ACT
आग्रह	request	आग्रह	request	N;NOM;MASC;SG;3	PROPN
किरण	kiran	किरण	kiran	PROPN;NOM;FEM;SG;3	PROPN
कारोबार	business	कारोबार	business	N;NOM;MASC;SG;3	PROPN
रिंग	ring	रिंग	ring	N;NOM;FEM;SG;3	PROPN
आपसी	mutual	आपसी	mutual	ADJ;NOM	N
आपसी	bersama	आपसी	bersama	ADJ;NOM	ADP;SG;ACT
पवन	pawan	पवन	pawan	PROPN;NOM;MASC;SG;3	PROPN
पवन	angin	पवन	angin	PROPN;NOM;MASC;SG;3	N;SG
पवन	wind	पवन	wind	PROPN;NOM;MASC;SG;3	PROPN
छूट	diskon	छूट	diskon	N;NOM;FEM;SG;3	ADJ
छूट	diskon	छूट	diskon	N;NOM;FEM;SG;3	ADJ
अमीर	emirat	अमीर	emirat	N;NOM;MASC;SG;3	PROPN
अमीर	emir	अमीर	emir	N;NOM;MASC;SG;3	PROPN
अमीर	amir	अमीर	amir	N;NOM;MASC;SG;3	PROPN
अमीर	rich	अमीर	rich	N;NOM;MASC;SG;3	PROPN
अमीर	kaya	अमीर	kaya	N;NOM;MASC;SG;3	ADJ;SG
समतल	kempes	समतल	kempes	N;NOM;MASC;SG;3	
समतल	flat	समतल	flat	N;NOM;MASC;SG;3	PROPN
समतल	rata	समतल	rata	N;NOM;MASC;SG;3	ADJ;SG
समतल	plane	समतल	plane	N;NOM;MASC;SG;3	PROPN
बस्ती	town	बस्ती	town	N;NOM;FEM;SG;3	PROPN
पुर्तगाली	portugis	पुर्तगाली	portugis	PROPN;NOM;MASC;SG;3	PROPN
जड़	root	जड़	root		PROPN
जड़	akar	जड़	akar		N;SG
जड़	akar	जड़	akar		N;SG
बौद्धिक	intelektual	बौद्धिक	intelektual	PROPN;NOM;SG;3	ADJ;SG
बौद्धिक	cendekiawan	बौद्धिक	cendekiawan	PROPN;NOM;SG;3	N;SG
उदयपुर	udaipur	उदयपुर	udaipur	PROPN;NOM;MASC;SG;3	PROPN
बोस	bose	बोस	bose	PROPN;NOM;MASC;SG;3	PROPN
निकलता	iga	निकल	iga	V;IPFV;MASC;SG;V.PTCP;ACT	PROPN
निकलता	rusuk	निकल	rusuk	V;IPFV;MASC;SG;V.PTCP;ACT	PROPN
स्वर्ग	surga	स्वर्ग	surga	N;NOM;MASC;SG;3	PROPN;SG
स्वर्ग	heaven	स्वर्ग	heaven	N;NOM;MASC;SG;3	PROPN
स्वर्ग	firdaus	स्वर्ग	firdaus	N;NOM;MASC;SG;3	PROPN
स्वर्ग	surga	स्वर्ग	surga	N;NOM;MASC;SG;3	PROPN;SG
स्वर्ग	paradise	स्वर्ग	paradise	N;NOM;MASC;SG;3	PROPN
शासित	diperintah	शासित	diperintah	ADJ;NOM	V;SG;PASS
शासित	dikuasai	शासित	dikuasai	ADJ;NOM	V;SG;PASS
शासित	memerintah	शासित	menperintah	ADJ;NOM	V;SG;ACT
चोपड़ा	chopra	चोपड़ा	chopra	PROPN;NOM;SG;3	PROPN
अहमदाबाद	ahmedabad	अहमदाबाद	ahmedabad	PROPN;NOM;MASC;SG;3	PROPN
व्यय	menghabiskan	व्यय	menhabiskan	N;NOM;MASC;SG;3	V;SG;ACT
तिब्बती	tibetan	तिब्बती	tibetan	ADJ;NOM	PROPN
तिब्बती	tibet	तिब्बती	tibet	ADJ;NOM	PROPN
तिब्बती	tibet	तिब्बती	tibet	ADJ;NOM	PROPN
संजय	sanjay	संजय	sanjay	PROPN;NOM;MASC;SG;3	PROPN
मतभेद	perbedaan	मतभेद	perbedaan	N;NOM;MASC;PL;3	N;SG
मतभेद	perbedaannya	मतभेद	perbedaan	N;NOM;MASC;PL;3	N;SG
अयोध्या	ayodhya	अयोध्या	ayodhya	PROPN;NOM;FEM;SG;3	PROPN
लें	ambil	ले	ambil	V;SBJV;PL;3;FIN;ACT	V;SG;ACT
लें	take	ले	take	V;SBJV;PL;3;FIN;ACT	PROPN
शानदार	brilliant	शानदार	brilliant	ADJ	PROPN
शानदार	feby	शानदार	feby	ADJ	PROPN
डाक	mail	डाक	mail	N;NOM;FEM;SG;3	PROPN
मनु	manu	मनु	manu	PROPN;NOM;MASC;SG;3	PROPN
वेदों	weda	वेद	weda	N;ACC;MASC;PL;3	PROPN
तरंग	riak	तरंग	riak	N;NOM;FEM;SG;3	PROPN
तरंग	wave	तरंग	wave	N;NOM;FEM;SG;3	PROPN
तरंग	gelombang	तरंग	gelombang	N;NOM;FEM;SG;3	PROPN;SG
तरंग	ombak	तरंग	ombak	N;NOM;FEM;SG;3	PROPN
उठाया	dibesarkan	उठा	dibesarkan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
उठाया	dibangkitkan	उठा	dibangkitkan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
अंतराल	hiatus	अंतराल	hiatus	N;NOM;MASC;SG;3	PROPN
क्रिस	chris	क्रिस	chris	PROPN;NOM;MASC;SG;3	PROPN
क्रिस	kris	क्रिस	kris	PROPN;NOM;MASC;SG;3	PROPN
क्रिस	keris	क्रिस	keris	PROPN;NOM;MASC;SG;3	N
क्रिस	cris	क्रिस	cris	PROPN;NOM;MASC;SG;3	PROPN
परिचित	familiar	परिचित	familiar	ADP	ADJ;SG
परिचित	akrab	परिचित	akrab	ADP	ADJ;SG
परिचित	terbiasa	परिचित	terbiasa	ADP	ADJ;RL;SG
परिचित	kenalan	परिचित	kenalan	ADP	N;SG
परिचित	kenalan	परिचित	kenalan	ADP	N;SG
इंडोनेशिया	indonesia	इंडोनेशिया	indonesia	PROPN;NOM;MASC;SG;3	PROPN;SG
विश्वसनीय	dipercaya	विश्वसनीय	dipercaya	ADJ;NOM	V;SG;PASS
विश्वसनीय	terpercaya	विश्वसनीय	terpercaya	ADJ;NOM	N;SG;PASS
विश्वसनीय	trusted	विश्वसनीय	trusted	ADJ;NOM	PROPN
अब्दुल	abdul	अब्दुल	abdul	PROPN;NOM;MASC;SG;3	PROPN
तत्काल	instan	तत्काल	instan	ADV	ADJ;SG
तत्काल	instant	तत्काल	instant	ADV	PROPN
तत्काल	seketika	तत्काल	seketika	ADV	
तत्काल	immediate	तत्काल	immediate	ADV	PROPN
तत्काल	mendesak	तत्काल	mendesak	ADV	V;SG;ACT
तत्काल	penting	तत्काल	penting	ADV	ADJ;SG
तत्काल	urgent	तत्काल	urgent	ADV	PROPN
चित्रकला	melukis	चित्रकला	menlukis	N;NOM;FEM;SG;3	V;SG;ACT
पहलुओं	aspek	पहलू	aspek	N;ACC;MASC;PL;3	N;SG
गेट	gate	गेट	gate	N;NOM;MASC;SG;3	PROPN
बाबू	ayah	बाबू	ayah	PROPN;NOM;MASC;SG;3	N;SG
बाबू	daddy	बाबू	daddy	PROPN;NOM;MASC;SG;3	PROPN
लक्ष्मण	laksmana	लक्ष्मण	laksmana	PROPN;NOM;MASC;SG;3	PROPN
लक्ष्मण	lakshman	लक्ष्मण	lakshman	PROPN;NOM;MASC;SG;3	PROPN
लक्ष्मण	laxman	लक्ष्मण	laxman	PROPN;NOM;MASC;SG;3	PROPN
नीले	nilgai	नीला	nilgai	V;MASC;PL;3;V.PTCP;ACT	PROPN
पैदल	pedestrian	पैदल	pedestrian	ADJ	N
पैदल	trotoar	पैदल	trotoar	ADJ	N
पैदल	pedal	पैदल	pedal	ADJ	N
राधा	radha	राधा	radha	PROPN;NOM;FEM;SG;3	PROPN
जर्नल	journal	जर्नल	journal	N;NOM;MASC;SG;3	PROPN
गुप्ता	gupta	गुप्ता	gupta	PROPN;NOM;SG;3	PROPN
लाखों	jutaan	लाख	jutaan	N;ACC;MASC;PL;3	N;SG
लाखों	juta	लाख	juta	N;ACC;MASC;PL;3	NUM
लाखों	berjuta	लाख	berjuta	N;ACC;MASC;PL;3	PROPN;SG;ACT
मुखर्जी	mukherjee	मुखर्जी	mukherjee	PROPN;NOM;SG;3	N
शैक्षणिक	edukasi	शैक्षणिक	edukasi	ADJ;NOM	N;SG
शैक्षणिक	mendidik	शैक्षणिक	mendidik	ADJ;NOM	V;SG;ACT
शैक्षणिक	pendidikan	शैक्षणिक	pendidikan	ADJ;NOM	N;SG
खोला	dibuka	खोल	dibuka	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
भाप	steam	भाप	steam	N;NOM;FEM;SG;3	PROPN
भाप	kukus	भाप	kukus	N;NOM;FEM;SG;3	PROPN;SG
बेस्ट	terbaik	बेस्ट	terbaik	PROPN;NOM;MASC;SG;3	ADJ;RL;SG
बेस्ट	best	बेस्ट	best	PROPN;NOM;MASC;SG;3	PROPN
गलती	galat	गलती	galat	N;NOM;FEM;SG;3	PROPN
गलती	error	गलती	error	N;NOM;FEM;SG;3	PROPN
गलती	eror	गलती	eror	N;NOM;FEM;SG;3	PROPN
गलती	khilaf	गलती	khilaf	N;NOM;FEM;SG;3	PROPN
भ्रूण	fetus	भ्रूण	fetus	N;NOM;MASC;SG;3	PROPN
गोपाल	gopal	गोपाल	gopal	PROPN;NOM;MASC;SG;3	PROPN
गोपाल	gopala	गोपाल	gopala	PROPN;NOM;MASC;SG;3	N
भंग	membubarkan	भंग	menbubarkan		V;SG;ACT
भंग	melarutkan	भंग	menlarutkan		V;SG;ACT
चेक	ceko	चेक	ceko	N;NOM;MASC;SG;3	PROPN;SG
चेक	cek	चेक	cek	N;NOM;MASC;SG;3	V;SG;ACT
ब्राजील	brazil	ब्राजील	brazil	PROPN;NOM;MASC;SG;3	PROPN
ब्राजील	brasil	ब्राजील	brasil	PROPN;NOM;MASC;SG;3	PROPN;SG
ब्राजील	brics	ब्राजील	brics	PROPN;NOM;MASC;SG;3	PROPN
राग	melody	राग	melody	N;NOM;MASC;SG;3	PROPN
तटीय	pesisir	तटीय	pesisir	ADJ;NOM	N
ख्याति	fame	ख्याति	fame	N;NOM;FEM;SG;3	PROPN
सिन्हा	sinha	सिन्हा	sinha	PROPN;NOM;SG;3	PROPN
पंजीकृत	didaftarkan	पंजीकृत	didaftarkan	ADJ	V;SG;PASS
पंजीकृत	terdaftar	पंजीकृत	terdaftar	ADJ	V;SG;PASS
सिंध	sindh	सिंध	sindh	PROPN;NOM;MASC;SG;3	PROPN
वैध	valid	वैध	valid		PROPN
वैध	sah	वैध	sah		ADJ;SG
वैध	validitas	वैध	validitas		N;SG
वैध	keabsahan	वैध	keabsahan		N;SG
टॉम	tom	टॉम	tom	PROPN;NOM;MASC;SG;3	PROPN
जूनियर	yunior	जूनियर	yunior	PROPN;NOM;MASC;SG;3	PROPN
जूनियर	junior	जूनियर	junior	PROPN;NOM;MASC;SG;3	PROPN
जूनियर	smp	जूनियर	smp	PROPN;NOM;MASC;SG;3	PROPN;SG
बादशाह	raja	बादशाह	raja	N;NOM;MASC;SG;3	PROPN;SG
बादशाह	king	बादशाह	king	N;NOM;MASC;SG;3	PROPN
बादशाह	badshah	बादशाह	badshah	N;NOM;MASC;SG;3	PROPN
मुखपृष्ठ	home	मुखपृष्ठ	home	N;NOM;MASC;SG;3	PROPN
मुखपृष्ठ	pulang	मुखपृष्ठ	pulang	N;NOM;MASC;SG;3	V;SG;ACT
मुखपृष्ठ	beranda	मुखपृष्ठ	beranda	N;NOM;MASC;SG;3	
ट्रस्ट	percayai	ट्रस्ट	percayai	N;NOM;MASC;SG;3	
ट्रस्ट	trust	ट्रस्ट	trust	N;NOM;MASC;SG;3	PROPN
ट्रस्ट	percaya	ट्रस्ट	percaya	N;NOM;MASC;SG;3	V;SG;ACT
उपर	top	उपर	top		ADJ;SG
उपर	puncak	उपर	puncak		N;SG
उपर	teratas	उपर	teratas		ADJ;RL;SG
धरोहर	warisan	धरोहर	warisan		N;SG
धरोहर	heritage	धरोहर	heritage		PROPN
भूल	dilupakan	भूल	dilupakan	PROPN;NOM;FEM;SG;3	V;SG;PASS
भूल	terlupakan	भूल	terlupakan	PROPN;NOM;FEM;SG;3	V;SG;PASS
अद्वितीय	keunikan	अद्वितीय	keunikan	PROPN;NOM;MASC;SG;3	N;SG
अद्वितीय	unik	अद्वितीय	unik	PROPN;NOM;MASC;SG;3	ADJ;SG
अद्वितीय	unique	अद्वितीय	unique	PROPN;NOM;MASC;SG;3	PROPN
सरकारों	pemerintah	सरकार	penperintah	N;ACC;FEM;PL;3	N;SG
सरकारों	pemerintahan	सरकार	penperintahan	N;ACC;FEM;PL;3	N;SG
खतरनाक	berbahaya	खतरनाक	berbahaya	ADJ	V;SG;ACT
त्यौहार	meriah	त्यौहार	meriah	N;NOM;MASC;SG;3	ADJ;SG
संक्रमित	terinfeksi	संक्रमित	terinfeksi	N;NOM;MASC;SG;3	V;SG;PASS
देखना	watch	देख	watch	V;MASC;NFIN;ACT	PROPN
ख़ास	istimewa	खक़ास	istimewa		ADJ;SG
ख़ास	spesial	खक़ास	spesial		ADJ;SG
ख़ास	special	खक़ास	special		PROPN
ख़ास	khusus	खक़ास	khusus		ADJ;SG
गोस्वामी	goswami	गोस्वामी	goswami	PROPN;NOM;SG;3	PROPN
माँग	menuntut	माँग	mentuntut	N;NOM;FEM;SG;3	V;SG;ACT
माँग	demand	माँग	demand	N;NOM;FEM;SG;3	PROPN
स्पेनिश	spanish	स्पेनिश	spanish	PROPN;NOM;MASC;SG;3	PROPN
स्पेनिश	spanyol	स्पेनिश	spanyol	PROPN;NOM;MASC;SG;3	PROPN;SG
महारानी	ratu	महारानी	ratu	N;NOM;FEM;SG;3	PROPN;SG
महारानी	queen	महारानी	queen	N;NOM;FEM;SG;3	PROPN
रंगमंच	theatre	रंगमंच	theatre	N;NOM;MASC;SG;3	PROPN
भारतीयों	indian	भारतीय	indian	N;ACC;MASC;PL;3	PROPN
त्रुटि	galat	त्रुटि	galat	N;NOM;MASC;SG;3	PROPN
त्रुटि	error	त्रुटि	error	N;NOM;MASC;SG;3	PROPN
त्रुटि	galat	त्रुटि	galat	N;NOM;MASC;SG;3	PROPN
त्रुटि	error	त्रुटि	error	N;NOM;MASC;SG;3	PROPN
त्रुटि	eror	त्रुटि	eror	N;NOM;MASC;SG;3	PROPN
ब्रज	braj	ब्रज	braj	PROPN;NOM;MASC;SG;3	PROPN
ऊँची	high	ऊँचा	high	ADJ;NOM;FEM;SG	PROPN
आराम	rileks	आराम	rileks	PROPN;NOM;MASC;SG;3	N;SG
आराम	santai	आराम	santai	PROPN;NOM;MASC;SG;3	N
आराम	comfort	आराम	comfort	PROPN;NOM;MASC;SG;3	PROPN
आराम	kenyamanan	आराम	kenyamanan	PROPN;NOM;MASC;SG;3	N;SG
आराम	rileks	आराम	rileks	PROPN;NOM;MASC;SG;3	N;SG
आराम	bersantai	आराम	bersantai	PROPN;NOM;MASC;SG;3	V;SG;ACT
आराम	santai	आराम	santai	PROPN;NOM;MASC;SG;3	N
आराम	relax	आराम	relax	PROPN;NOM;MASC;SG;3	PROPN
आराम	istirahat	आराम	istirahat	PROPN;NOM;MASC;SG;3	N;SG
आराम	beristirahat	आराम	beristirahat	PROPN;NOM;MASC;SG;3	V;SG;ACT
रवि	sudan	रवि	sudan	PROPN;NOM;MASC;SG;3	PROPN
रवि	mentari	रवि	mentari	PROPN;NOM;MASC;SG;3	PROPN
रवि	matahari	रवि	matahari	PROPN;NOM;MASC;SG;3	N;SG
रवि	sun	रवि	sun	PROPN;NOM;MASC;SG;3	PROPN
रवि	ravi	रवि	ravi	PROPN;NOM;MASC;SG;3	PROPN
रवि	reuni	रवि	reuni	PROPN;NOM;MASC;SG;3	PROPN
संजीव	sanjeev	संजीव	sanjeev	PROPN;NOM;MASC;SG;3	PROPN
भाजपा	bjp	भाजपा	bjp	PROPN;NOM;FEM;SG;3	PROPN
