scandal	scandales	scandal	scandale	N;INDF;MASC;SG	N;MASC;PL
iarba	graminées	iarbă	graminée	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
iarba	weed	iarbă	weedtre	N;DEF;FEM;SG	PROPN
completat	complété	completa	compléter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
completat	terminée	completa	terminer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
completat	achevés	completa	achever	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
completat	achevé	completa	achever	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
completat	terminées	completa	terminer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
completat	terminé	completa	terminer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
capabila	capables	capabilă	capable	ADJ;DEF;FEM;SG	ADJ;MASC;PL
capabila	capables	capabilă	capable	ADJ;DEF;FEM;SG	ADJ;MASC;PL
masiva	massifs	masivă	massif	ADJ;DEF;FEM;SG	ADJ;MASC;PL
masiva	massif	masivă	massif	ADJ;DEF;FEM;SG	N;MASC;SG
masiva	massives	masivă	massif	ADJ;DEF;FEM;SG	ADJ;FEM;PL
natalia	natalia	natalie	natalia	N;DEF;FEM;SG	ADJ;FEM;SG
natalia	natalia	natalie	natalia	N;DEF;FEM;SG	ADJ;FEM;SG
anexate	annexé	anexat	annexer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
anexate	annexée	anexat	annexer	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
višnjan	višnjan	višnjan	višnjan	N;INDF;MASC;SG	PROPN
celtic	celtic	celtic	celtic	ADJ;INDF;MASC;SG	N;MASC;SG
arestarea	arrestations	arestare	arrestation	N;DEF;FEM;SG	N;FEM;PL
hart	hart	hart	hart	PROPN	PROPN
vanzarea	soldes	vanzare	solde	N;DEF;FEM;SG	N;MASC;PL
bella	bella	bella	bella	N;DEF;FEM;SG	PROPN
daily	quotidien	daily	quotidien	N;INDF;MASC;SG	ADJ;MASC;SG
daily	quotidiens	daily	quotidien	N;INDF;MASC;SG	ADJ;MASC;PL
daily	journalier	daily	journalier	N;INDF;MASC;SG	ADJ;MASC;SG
daily	quotidienne	daily	quotidien	N;INDF;MASC;SG	ADJ;FEM;SG
memoriam	memoriam	memoria	memoriam	N;INDF;MASC;SG	PROPN
variabila	variable	variabilă	variable	N;DEF;FEM;SG	ADJ;MASC;SG
variabila	variables	variabilă	variable	N;DEF;FEM;SG	ADJ;FEM;PL
variabila	variable	variabilă	variable	N;DEF;FEM;SG	ADJ;MASC;SG
variabila	variables	variabilă	variable	N;DEF;FEM;SG	ADJ;FEM;PL
antrenat	formés	antrenat	former	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
antrenat	entraîné	antrenat	entraîner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
antrenat	formé	antrenat	former	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
divine	divine	diven	divin	ADJ;INDF;FEM;PL	ADJ;FEM;SG
divine	divin	diven	divin	ADJ;INDF;FEM;PL	ADJ;MASC;SG
grecesc	grecs	grecesc	grec	ADJ;INDF;MASC;SG	N;MASC;PL
grecesc	grecques	grecesc	grec	ADJ;INDF;MASC;SG	ADJ;FEM;PL
existent	existantes	existent	existant	ADJ;INDF;MASC;SG	ADJ;FEM;PL
existent	existant	existent	exister	ADJ;INDF;MASC;SG	V;PRS;V.PTCP
existent	existants	existent	existant	ADJ;INDF;MASC;SG	ADJ;MASC;PL
instalarea	installer	instalare	installer	N;DEF;FEM;SG	V;NFIN
afectata	affectée	afectată	affecter	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
afectata	affectés	afectată	affecter	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
afectata	touchés	afectată	toucher	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
afectata	touchée	afectată	toucher	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
afectata	affecté	afectată	affecter	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
afectata	touché	afectată	toucher	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
afectata	affectée	afectată	affecter	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
afectata	affectés	afectată	affecter	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
afectata	touchés	afectată	toucher	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
afectata	touchée	afectată	toucher	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
afectata	affecté	afectată	affecter	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
afectata	touché	afectată	toucher	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
drobeta	drobeta	drobeta	drobeter	PROPN	PROPN
franci	franks	franc	franks	N;INDF;MASC;PL	PROPN
tropicale	tropicale	tropical	tropical	ADJ;INDF;FEM;PL	ADJ;FEM;SG
tropicale	tropical	tropical	tropical	ADJ;INDF;FEM;PL	ADJ;MASC;SG
eine	eine	eine	eine	N;INDF;MASC;SG	PROPN
kane	kane	kane	kane	PROPN	PROPN
puerto	puerto	puerto	puerto	N;INDF;MASC;SG	PROPN
cheltuielile	dépense	cheltuială	dépense	N;DEF;FEM;PL	N;FEM;SG
cheltuielile	frais	cheltuială	frais	N;DEF;FEM;PL	ADJ;MASC;SG
tehnologic	technologique	tehnologic	technologique	ADV	ADJ;MASC;SG
semnate	signées	semnat	signée	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
semnate	signée	semnat	signer	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
semnate	signé	semnat	signer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
semnate	signés	semnat	signer	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
vai	vallées	vai	vallée		N;FEM;PL
opereaza	fonctionne	operează	fonctionner	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
opereaza	opère	operează	opérer	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
dallas	dallas	dallas	dallas	PROPN	PROPN
atingand	coulée	atinga	coulée	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
geometrie	géométrique	geometrie	géométrique	N;INDF;FEM;SG	ADJ;MASC;SG
calde	chaud	cald	chaud	ADJ;INDF;FEM;PL	ADJ;MASC;SG
calde	chaleureux	cald	chaleureux	ADJ;INDF;FEM;PL	ADJ;MASC;SG
calde	chaude	cald	chaud	ADJ;INDF;FEM;PL	ADJ;FEM;SG
clienti	clientèle	client	clientèle	N;INDF;MASC;PL	N;FEM;SG
clienti	clientèle	client	clientèle	N;INDF;MASC;PL	N;FEM;SG
calul	chevaux	cal	cheval	N;DEF;MASC;SG	N;MASC;PL
abuz	sévices	abuz	sévice	N;INDF;MASC;SG	N;MASC;PL
abuz	abuser	abuz	abuser	N;INDF;MASC;SG	V;NFIN
piacenza	piacenza	piacenză	piacenza	PROPN	PROPN
madagascar	madagascar	madagascar	madagascar	N;INDF;MASC;SG	PROPN
relativa	parent	relativa	parent	ADJ;DEF;FEM;SG	N;MASC;SG
peisajul	paysages	peisaj	paysage	N;DEF;MASC;SG	N;MASC;PL
urs	bear	urs	bear	N;INDF;MASC;SG	PROPN
nina	nina	nină	nina	N;DEF;FEM;SG	PROPN
divortat	divorcées	divorta	divorcé	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
divortat	divorce	divorta	divorce	ADJ;INDF;MASC;SG	N;MASC;SG
divortat	divorcée	divorta	divorcer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
divortat	divorcé	divorta	divorcer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
divortat	divorcés	divorta	divorcer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
divortat	divorcées	divorta	divorcé	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
divortat	divorce	divorta	divorce	ADJ;INDF;MASC;SG	N;MASC;SG
divortat	divorcée	divorta	divorcer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
divortat	divorcé	divorta	divorcer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
divortat	divorcés	divorta	divorcer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
plantele	végétaux	plantă	végétal	N;DEF;FEM;PL	ADJ;MASC;PL
orientala	orientales	orientală	oriental	ADJ;DEF;FEM;SG	ADJ;FEM;PL
orientala	orientaux	orientală	oriental	ADJ;DEF;FEM;SG	ADJ;MASC;PL
rick	rick	rick	rick	PROPN	PROPN
jeremy	jérémie	jeremy	jérémie	PROPN	PROPN
jeremy	jeremy	jeremy	jeremy	PROPN	PROPN
jeremy	jérémy	jeremy	jérémy	PROPN	PROPN
locuitor	résidente	locuitor	résident	N;INDF;MASC;SG	ADJ;FEM;SG
locuitor	résidant	locuitor	résider	N;INDF;MASC;SG	V;PRS;V.PTCP
locuitor	résidents	locuitor	résident	N;INDF;MASC;SG	N;MASC;PL
ueda	ueda	ueda	ueda		PROPN
profesional	professionnels	profesional	professionnel	ADJ;INDF;MASC;SG	ADJ;MASC;PL
profesional	professionnelles	profesional	professionnel	ADJ;INDF;MASC;SG	ADJ;FEM;PL
profesional	professionnellement	profesional	professionnellement	ADJ;INDF;MASC;SG	ADV
aziz	aziz	aziz	aziz	N;INDF;MASC;SG	PROPN
weber	weber	weber	weber	PROPN	PROPN
ferma	ferme	fermă	ferme	N;DEF;FEM;SG	ADJ;FEM;SG
ferma	fermes	fermă	ferme	N;DEF;FEM;SG	ADJ;FEM;PL
ferma	ferme	fermă	ferme	N;DEF;FEM;SG	ADJ;FEM;SG
ferma	fermes	fermă	ferme	N;DEF;FEM;SG	ADJ;FEM;PL
teoretice	théorique	teoretic	théorique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
urmate	suivis	urma	suivre	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
urmate	suivit	urma	suivre	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
urmate	suivie	urma	suivre	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
urmate	suivies	urma	suivre	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
nacional	nacional	nacional	nacional	PROPN	PROPN
munchen	munich	munchen	munich	PROPN	PROPN
ivanovici	ivanovitch	ivanovic	ivanovitch	N;INDF;MASC;SG	PROPN
urmarirea	suivi	urmarire	suivre	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
groza	groza	groză	groza	N;DEF;FEM;SG	PROPN
echipaj	équipages	echipaj	équipage	N;INDF;MASC;SG	N;MASC;PL
rachel	rachel	rachel	rachel	PROPN	PROPN
vecini	voisines	vecin	voisin	N;INDF;MASC;PL	ADJ;FEM;PL
vecini	voisines	vecin	voisin	N;INDF;MASC;PL	ADJ;FEM;PL
click	cliquer	click	cliquer	N;INDF;MASC;SG	V;NFIN
click	cliquez	click	cliquer	N;INDF;MASC;SG	V;IMP;PL;2;PRS;FIN
click	cliquant	click	cliquer	N;INDF;MASC;SG	V;PRS;V.PTCP
iris	iris	iris	iris		PROPN
rama	rama	ramă	rama	N;DEF;FEM;SG	PROPN
interzise	interdites	interzice	interdire	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
interzise	interdits	interzice	interdire	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
interzise	interdites	interzice	interdire	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
interzise	interdits	interzice	interdire	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
miles	milles	miles	mille	PROPN	N;MASC;PL
miles	kilomètres	miles	kilomètre	PROPN	N;MASC;PL
miles	miles	miles	mile	PROPN	N;MASC;PL
sfinte	saintes	sfânt	saint		ADJ;FEM;PL
sfinte	sainte	sfânt	saint		ADJ;FEM;SG
sfinte	sacré	sfânt	sacrer		V;MASC;SG;PST;V.PTCP
sfinte	saint	sfânt	saint		PROPN
tolstoi	tolstoï	tolstoi	tolstoï	PROPN	PROPN
impactul	portée	impact	porter	N;DEF;MASC;SG	V;FEM;SG;PST;V.PTCP
impactul	atteindre	impact	atteindre	N;DEF;MASC;SG	V;NFIN
southern	méridional	southern	méridional	PROPN	ADJ;MASC;SG
southern	méridionale	southern	méridional	PROPN	ADJ;FEM;SG
cultivarea	cultiver	cultivare	cultiver	N;DEF;FEM;SG	V;NFIN
politicieni	politiciens	politician	politicien	N;INDF;MASC;PL	ADJ;MASC;PL
demografice	démographie	demografic	démographie	ADJ;INDF;FEM;PL	N;FEM;SG
demografice	démographique	demografic	démographique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
inlocui	remplacez	inlocui	remplacer	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
inlocui	remplacement	inlocui	remplacement	V;IND;SG;3;IPFV;FIN	N;MASC;SG
inlocui	remplace	inlocui	remplacer	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
botezat	baptisés	boteza	baptiser	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
botezat	baptisé	boteza	baptiser	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
botezat	baptisés	boteza	baptiser	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
botezat	baptisée	boteza	baptiser	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
botezat	baptisé	boteza	baptiser	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
botezat	baptisés	boteza	baptiser	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
botezat	baptisée	boteza	baptiser	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
botezat	baptisé	boteza	baptiser	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
walckenaeria	walckenaeria	walckenaeria	walckenaeria	PROPN	PROPN
living	vivante	living	vivant	N;INDF;MASC;SG	ADJ;FEM;SG
living	vivants	living	vivant	N;INDF;MASC;SG	ADJ;MASC;PL
living	vivant	living	vivre	N;INDF;MASC;SG	V;PRS;V.PTCP
living	vivre	living	vivre	N;INDF;MASC;SG	V;NFIN
metz	metz	metz	metz	PROPN	PROPN
stefano	stefano	stefano	stefano	PROPN	PROPN
modificate	modifié	modificat	modifier	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
modificate	modifiée	modificat	modifier	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
modificate	modifiées	modificat	modifier	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
modificate	modifiés	modificat	modifier	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
difuzate	diffusée	difuzat	diffuser	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
difuzate	diffusées	difuzat	diffuser	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
remarcabila	remarquables	remarcabil	remarquable	ADJ;DEF;FEM;SG	ADJ;MASC;PL
remarcabila	remarquables	remarcabil	remarquable	ADJ;DEF;FEM;SG	ADJ;MASC;PL
vorbim	parle	vorbi	parler	V;IND;PL;1;PRS;FIN	V;IND;SG;3;PRS;FIN
vorbim	talk	vorbi	talk	V;IND;PL;1;PRS;FIN	PROPN
vorbim	parlez	vorbi	parler	V;IND;PL;1;PRS;FIN	V;IMP;PL;2;PRS;FIN
intarit	renforcé	intarit	renforcer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
intarit	renforcés	intarit	renforcer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
intarit	renforcée	intarit	renforcer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
intarit	renforcées	intarit	renforcer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
intarit	renforcé	intarit	renforcer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
intarit	renforcés	intarit	renforcer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
intarit	renforcée	intarit	renforcer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
intarit	renforcées	intarit	renforcer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
divizata	divisé	divizat	diviser	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
divizata	divisée	divizat	diviser	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
divizata	divisées	divizat	diviser	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
divizata	divisés	divizat	diviser	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
princeton	princeton	princeton	princeton	PROPN	PROPN
aurul	doré	aur	dorer	N;DEF;MASC;SG	V;MASC;SG;PST;V.PTCP
aurul	or	aur	or	N;DEF;MASC;SG	CONJ
aurul	gold	aur	gold	N;DEF;MASC;SG	
participant	participante	participant	participant	N;INDF;MASC;SG	ADJ;FEM;SG
participant	participant	participant	participer	N;INDF;MASC;SG	V;PRS;V.PTCP
australiei	australie	australie	australie	PROPN;DEF;FEM;SG	PROPN
violent	violentes	violent	violent	ADJ;INDF;MASC;SG	ADJ;FEM;PL
violent	violents	violent	violent	ADJ;INDF;MASC;SG	ADJ;MASC;PL
joyce	joyce	joycă	joyce	PROPN	N;MASC;SG
delle	delle	delle	delle	N;INDF;MASC;SG	PROPN
acceptate	acceptées	accepta	accepter	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
acceptate	acceptés	accepta	accepter	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
acceptate	acceptée	accepta	accepter	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
acceptate	accepté	accepta	accepter	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
genetica	génétique	genetică	génétique	N;DEF;FEM;SG	ADJ;MASC;SG
genetica	génétiques	genetică	génétique	N;DEF;FEM;SG	ADJ;MASC;PL
genetica	génétique	genetică	génétique	N;DEF;FEM;SG	ADJ;MASC;SG
genetica	génétique	genetică	génétique	N;DEF;FEM;SG	ADJ;MASC;SG
nopti	nuitées	nopt	nuitée		V;FEM;PL;PST;V.PTCP
nopti	nuits	nopt	nuit		N;FEM;PL
nopti	soirs	nopt	soir		N;MASC;PL
nopti	nuitées	nopt	nuitée		V;FEM;PL;PST;V.PTCP
nopti	nuits	nopt	nuit		N;FEM;PL
nopti	soirs	nopt	soir		N;MASC;PL
konrad	konrad	konrad	konrad	PROPN	PROPN
rezerve	réserve	rezervă	réserve	N;INDF;FEM;PL	N;FEM;SG
niger	nigérien	niger	nigérien	N;INDF;MASC;SG	ADJ;MASC;SG
mihnea	mihnea	mihni	mihnea	N;DEF;FEM;SG	PROPN
redactat	censuré	redacta	censurer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
redactat	rédigé	redacta	rédiger	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
tiparite	imprimé	tiparit	imprimer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
tiparite	imprimée	tiparit	imprimer	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
tiparite	imprimées	tiparit	imprimer	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
tiparite	imprimés	tiparit	imprimer	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
villeneuve	villeneuve	villeneuv	villeneuve	PROPN	N;MASC;SG
tommy	tommy	tommy	tommy	PROPN	PROPN
vlaicu	vlaicu	vlaic	vlaicu	PROPN	PROPN
proiectata	conçu	proiectat	concevoir	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
proiectata	conçues	proiectat	concevoir	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
proiectata	conçue	proiectat	concevoir	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
proiectata	conçus	proiectat	concevoir	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
proiectata	projetée	proiectat	projeter	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
proiectata	projeté	proiectat	projeter	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
proiectata	projetés	proiectat	projeter	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
rap	rappeurs	rap	rappeur	N;INDF;MASC;SG	N;MASC;PL
decan	dean	decan	dean	N;INDF;MASC;SG	PROPN
decan	doyenne	decan	doyenne	N;INDF;MASC;SG	ADJ;FEM;SG
brest	brest	brest	brest	PROPN	PROPN
dune	dunes	dune	dun		N;FEM;PL
dune	dune	dune	dune		ADJ;FEM;SG
fundamental	foncièrement	fundamental	foncièrement	ADJ;INDF;MASC;SG	ADV
fundamental	fondamentalement	fundamental	fondamentalement	ADJ;INDF;MASC;SG	ADV
fundamental	fondamentaux	fundamental	fondamental	ADJ;INDF;MASC;SG	ADJ;MASC;PL
doamne	god	domn	god		INTJ
doamne	dieu	domn	dieu		N;MASC;SG
indirect	indirectes	indirect	indirect	ADV	ADJ;FEM;PL
indirect	indirecte	indirect	indirect	ADV	ADJ;FEM;SG
indirect	indirects	indirect	indirect	ADV	ADJ;MASC;PL
indirect	indirect	indirect	indirect	ADV	ADJ;MASC;SG
pure	pures	pur	pur		ADJ;FEM;PL
pure	purs	pur	pur		ADJ;MASC;PL
pure	pur	pur	pur		ADJ;MASC;SG
pure	pure	pur	pur		ADJ;FEM;SG
