den	το	der	ο	DET;ACC;DEF;MASC;SG	DET;NOM;DEF;NEUT;SG
lady	κυρά	lady	κυρώ	PROPN;NOM;SG	N;NOM;FEM;SG
lady	κυρία	lady	κυρία	PROPN;NOM;SG	N;VOC;FEM;SG
abtei	αβαείο	abtei	αβαείο		N;NOM;NEUT;SG
interpretation	ερμηνείες	interpretation	ερμηνεία	ADJ	N;NOM;FEM;PL
interpretation	ερμηνεία	interpretation	ερμηνεία	ADJ	N;NOM;FEM;SG
interpretation	διερμηνεία	interpretation	διερμηνεία	ADJ	N;NOM;FEM;SG
interpretation	διερμηνεία	interpretation	διερμηνεία	ADJ	N;NOM;FEM;SG
saarbrücken	saarbrücken	saarbrücken	saarbrücken	PROPN;NOM	
adler	αετός	adle	αετός		N;NOM;MASC;SG
adler	άντλερ	adle	άντλερ		
adler	αετοί	adle	αετός		N;NOM;MASC;PL
ursache	αίτιο	ursache	αίτιο		N;NOM;NEUT;SG
ursache	αιτία	ursache	αιτία		N;NOM;FEM;SG
ursache	προκαλεί	ursache	προκαλώ		V;IPFV;IND;SG;3;PRS;FIN;ACT
ursache	αιτίες	ursache	αιτία		N;NOM;FEM;PL
ursache	αίτια	ursache	αίτιο		N;NOM;NEUT;PL
zerstörung	καταστροφή	zerstörung	καταστροφή	ADJ	N;ACC;FEM;SG
kathedrale	καθεδρικό	kathedrale	καθεδρικός	;NOM	ADJ;NOM;NEUT;SG
luis	λουίς	luis	λουίς	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
luis	luis	luis	luis	PROPN;NOM;MASC;SG	
stahl	χάλυβα	stahl	χάλυβα		N
stahl	ατσάλι	stahl	ατσάλι		N
stahl	χάλυβας	stahl	χάλυβα		N;NOM;MASC;SG
stahl	stahl	stahl	stahl		
fehlende	λείπουν	fehlend	λείπω	ADJ;NOM;FEM;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
fehlende	λείπει	fehlend	λείπω	ADJ;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
fehlende	αγνοούμενος	fehlend	αγνοούμενος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
fehlende	αγνοείται	fehlend	αγνοώ	ADJ;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
rené	ρενέ	rené	ρενός	PROPN;NOM;MASC;SG	
rené	ρενέ	rené	ρενός	PROPN;NOM;MASC;SG	
entscheidungen	αποφάσεις	entscheidung	απόφαση	V;NFIN	N;NOM;FEM;PL
entscheidungen	αποφάσεις	entscheidung	απόφαση	V;NFIN	N;NOM;FEM;PL
entscheidungen	επιλογές	entscheidung	επιλογή	V;NFIN	N;NOM;FEM;PL
komposition	σύνθεση	komposition	σύνθεση	ADJ	N;ACC;FEM;SG
komposition	συνθέσεις	komposition	σύνθεση	ADJ	N;NOM;FEM;PL
plus	συν	plus	συν		N
plus	plus	plus	plus		
heimatstadt	γενέτειρα	heimatstadt	γενέτειρα	V;SG	N;NOM;FEM;SG
ruhe	ξεκούραση	ruhe	ξεκούραση		N;NOM;FEM;SG
ruhe	υπόλοιπα	ruhe	υπόλοιπος		ADV
ruhe	ανάπαυση	ruhe	ανάπαυση		N;ACC;FEM;SG
ruhe	ηρεμία	ruhe	ηρεμία		N;NOM;FEM;SG
ruhe	ήρεμος	ruhe	ήρεμος		PROPN;NOM;MASC;SG
ruhe	σιωπή	ruhe	σιωπή		N;NOM;FEM;SG
ruhe	ησυχία	ruhe	ησυχία		N;ACC;FEM;SG
ruhe	ήσυχα	ruhe	ησύχα		ADV
ruhe	ησυχία	ruhe	ησυχία		N;ACC;FEM;SG
zugelassen	διαπίστευση	zulassen	διαπίστευση	V;V.PTCP	N;NOM;FEM;SG
serien	αύξοντα	serien	αύξον		N;ACC;MASC;SG
serien	αύξων	serien	αύξος		N;NOM;MASC;SG
wuppertal	wuppertal	wuppertal	wuppertal	PROPN	
georges	ζορζ	georges	ζορζ	PROPN;NOM;MASC;SG	
georges	ζωρζ	georges	ζωρζ	PROPN;NOM;MASC;SG	
horn	χορν	horn	χορν		
horn	κέρας	horn	κέρας		N;ACC;NEUT;SG
horn	κόρνα	horn	κόρνα		N;NOM;FEM;SG
horn	κέρατο	horn	κέρατος		N;NOM;NEUT;SG
kritiker	επικριτές	kritik	επικριτής	ADJ	N;NOM;MASC;PL
kritiker	κριτικοί	kritik	κριτικός	ADJ	N;NOM;MASC;PL
kritiker	κριτικό	kritik	κριτικός	ADJ	N;ACC;MASC;SG
kritiker	κριτικός	kritik	κριτικός	ADJ	N;NOM;MASC;SG
mount	όρος	mounen	όρος	PROPN	N;NOM;MASC;SG
jüdischer	εβραία	jüdisch	εβραία	ADJ	N;NOM;FEM;SG
plänen	σχέδια	plänen	σχέδιο	V;NFIN	N;NOM;NEUT;PL
konsens	συναίνεση	konsens	συναίνεση	ADV	N;ACC;FEM;SG
sydney	σίντνεϊ	sydney	σίντνεϊ	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG
sydney	σίδνεϊ	sydney	σίδνεϊ	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG
geräte	εξοπλισμού	geräten	εξοπλισμός	N;NOM;NEUT;PL	N;GEN;MASC;SG
geräte	εξοπλισμός	geräten	εξοπλισμός	N;NOM;NEUT;PL	N;NOM;MASC;SG
geräte	συσκευή	geräten	συσκευή	N;NOM;NEUT;PL	N;NOM;FEM;SG
schnitt	κοπή	schneiden	κοπή	ADJ	N;NOM;FEM;SG
schnitt	κόψιμο	schneiden	κόψιμο	ADJ	N;NOM;NEUT;SG
schnitt	μοντάζ	schneiden	μοντάζ	ADJ	
schnitt	κόψτε	schneiden	κόψτε	ADJ	V;PFV;IND;PL;2;PRS;FIN;ACT
schnitt	κομμένα	schneiden	κομμένος	ADJ	N;NOM;NEUT;PL
schnitt	κόψιμο	schneiden	κόψιμο	ADJ	N;NOM;NEUT;SG
schnitt	κόψω	schneiden	κόψω	ADJ	V;PFV;IND;SG;1;FIN;ACT
schnitt	τομή	schneiden	τομή	ADJ	N;NOM;FEM;SG
ali	αλι	ali	αλι	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ali	ali	ali	ali	PROPN;NOM;MASC;SG	
ali	αλί	ali	αλί	PROPN;NOM;MASC;SG	
ali	αλή	ali	αλή	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ali	άλι	ali	άλι	PROPN;NOM;MASC;SG	
religiösen	θρησκευτικά	religiös	θρησκευτικά	ADJ	ADV
klassen	τάξη	klassen	τάξη	N;NOM;PL	N;NOM;FEM;SG
klassen	κλάση	klassen	κλάση	N;NOM;PL	N;NOM;FEM;SG
klassen	μάθημα	klassen	μάθημα	N;NOM;PL	N;NOM;NEUT;SG
ibn	ibn	ibn	ibn	PROPN;NOM;MASC;SG	
partien	παρτίδες	parti	παρτίδα		N;NOM;FEM;PL
partien	παρτίδες	parti	παρτίδα		N;NOM;FEM;PL
erfolgreiche	επιτυχής	erfolgreich	επιτυχής	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
erfolgreiche	επιτυχημένη	erfolgreich	επιτυχημένος	ADJ;NOM;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
erfolgreiche	επιτυχημένος	erfolgreich	επιτυχημένος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
erfolgreiche	επιτυχές	erfolgreich	επιτυχής	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
nrw	nrw	nrw	nrw		N
geleitet	led	geleiten|leiten	led	V;V.PTCP	
kilometern	χιλιόμετρα	kilometern	χιλιόμετρο	ADJ	N;NOM;NEUT;PL
kilometern	χιλιόμετρα	kilometern	χιλιόμετρο	ADJ	N;NOM;NEUT;PL
weibliche	θηλυκή	weiblich	θηλυκός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
weibliche	γυναίκα	weiblich	γυναίκα	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
weibliche	θηλυκό	weiblich	θηλυκός	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
abstieg	κάθοδο	absteigen	κάθοδος	V;IND;SG;3;PST;FIN	N;ACC;FEM;SG
abstieg	καθόδου	absteigen	κάθοδος	V;IND;SG;3;PST;FIN	N;GEN;FEM;SG
alliierten	συμμαχικές	alliiert	συμμαχικός	V;IND;PL;3;PST;FIN	ADJ;NOM;FEM;PL
alliierten	συμμάχους	alliiert	σύμμαχος	V;IND;PL;3;PST;FIN	N;ACC;MASC;PL
alliierten	σύμμαχοι	alliiert	σύμμαχος	V;IND;PL;3;PST;FIN	N;NOM;MASC;PL
umgekehrt	αντιστραφεί	umgekehrt	αντιστρέφω	ADJ	V;PFV;NFIN;PASS
umgekehrt	αντίστροφο	umgekehrt	αντίστροφος	ADJ	N;NOM;NEUT;SG
umgekehrt	αντιστρόφως	umgekehrt	αντιστρόφως	ADJ	ADV
umgekehrt	όπισθεν	umgekehrt	οπίζω	ADJ	ADV
umgekehrt	αντίστροφο	umgekehrt	αντίστροφος	ADJ	N;NOM;NEUT;SG
umgekehrt	αντιστροφή	umgekehrt	αντιστροφή	ADJ	N;NOM;FEM;SG
umgekehrt	αναστροφή	umgekehrt	αναστροφή	ADJ	N;ACC;FEM;SG
umgekehrt	ανεστραμμένη	umgekehrt	ανεστρέφω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
anthony	anthony	anthony	anthony	PROPN;NOM;SG	
anthony	αντονι	anthony	αντονι	PROPN;NOM;SG	
anthony	άντονι	anthony	άντονι	PROPN;NOM;SG	
brian	μπράιαν	brian	μπράιαν	PROPN;NOM;SG	
brian	brian	brian	brian	PROPN;NOM;SG	
anstelle	αντ	anstelle	αντ	ADV	N
siedlungen	οικισμούς	siedlung	οικισμός	V;NFIN	N;ACC;MASC;PL
asien	ασία	asie	ασία		PROPN;NOM;FEM;SG
asien	ασίας	asie	ασία		PROPN;GEN;FEM;SG
pianist	πιανίστα	pianist	πιανίστα	PROPN;NOM;SG	N;VOC;MASC;SG
pianist	πιανίστας	pianist	πιανίστας	PROPN;NOM;SG	N;NOM;MASC;SG
vorgehen	προσέγγιση	vorgehen	προσέγγιση	V;NFIN	N;ACC;FEM;SG
blatt	φύλλο	blatt	φύλλο	ADJ	N;NOM;NEUT;SG
blatt	σεντόνι	blatt	σεντόνι	ADJ	N;NOM;NEUT;SG
blatt	φύλλο	blatt	φύλλο	ADJ	N;NOM;NEUT;SG
änderte	άλλαξα	ändern	άλλαξα	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
weimarer	βαϊμάρη	weimar	βαϊμάρος	ADJ	PROPN;ACC;FEM;SG
hildesheim	hildesheim	hildesheim	hildesheim	PROPN;NOM;NEUT;SG	
uraufführung	πρεμιέρα	uraufführung	πρεμιέρα	N;NOM;FEM;SG	N;ACC;FEM;SG
griechische	ελληνική	griechisch	ελληνικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
griechische	ελληνικά	griechisch	ελληνικός	ADJ;NOM;FEM;PL	ADV
griechische	ελληνίδα	griechisch	ελληνίδα	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
griechische	ελληνικό	griechisch	ελληνικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
griechische	ελληνικα	griechisch	ελληνικα	ADJ;NOM;FEM;PL	N;NOM;NEUT;PL
männern	ανδρες	männern	άντρας		N;NOM;MASC;PL
männern	άντρες	männern	άντρας		N;NOM;MASC;PL
männern	άνδρες	männern	άντρας		N;NOM;MASC;PL
bekanntheit	φήμη	bekanntheit	φήμη	ADJ	N;ACC;FEM;SG
bekanntheit	υπόληψη	bekanntheit	υπόληψη	ADJ	N;ACC;FEM;SG
bekanntheit	φήμη	bekanntheit	φήμη	ADJ	N;ACC;FEM;SG
bekanntheit	δόξα	bekanntheit	δίχομαι	ADJ	N;ACC;FEM;SG
bekanntheit	επίγνωση	bekanntheit	επίγνωση	ADJ	N;ACC;FEM;SG
bekanntheit	συνειδητοποίηση	bekanntheit	συνειδητοποίηση	ADJ	N;ACC;FEM;SG
programme	προγράμματα	programm	πρόγραμμα	ADJ	N;NOM;NEUT;PL
programme	προγράμματα	programm	πρόγραμμα	ADJ	N;NOM;NEUT;PL
befehl	εντολές	befehl	εντολή	N;ACC;MASC;SG	N;NOM;FEM;PL
bestimmung	διάταξη	bestimmung	διάταξη	N;NOM;FEM;SG	N;ACC;FEM;SG
bestimmung	προορισμό	bestimmung	προορισμός	N;NOM;FEM;SG	N;ACC;MASC;SG
bestimmung	αποφασιστικότητα	bestimmung	αποφασιστικότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
free	δωρεάν	free	δωρεάν	PROPN	
free	free	free	free	PROPN	
free	ελεύθερος	free	ελεύθερος	PROPN	ADJ;NOM;MASC;SG
free	ελεύθερη	free	ελεύθερος	PROPN	ADJ;NOM;FEM;SG
marathon	μαραθώνιο	marathon	μαραθώνιο	PROPN	N;ACC;MASC;SG
marathon	μαραθώνιος	marathon	μαραθώνιος	PROPN	ADJ;NOM;MASC;SG
demokratie	δημοκρατίες	demokratie	δημοκρατία		N;NOM;FEM;PL
demokratie	δημοκρατια	demokratie	δημοκρατια		N;NOM;FEM;SG
demokratie	δημοκρατία	demokratie	δημοκρατία		N;NOM;FEM;SG
geschlecht	φύλο	schlechen	φύλο	ADJ	N;NOM;NEUT;SG
geschlecht	γένος	schlechen	γένος	ADJ	N;NOM;NEUT;SG
geschlecht	σεξ	schlechen	σεξ	ADJ	
geschlecht	sex	schlechen	sex	ADJ	
geschlecht	φύλο	schlechen	φύλο	ADJ	N;NOM;NEUT;SG
instrument	μέσο	instrument	μέσος	ADJ	N;ACC;NEUT;SG
instrument	όργανο	instrument	όργανο	ADJ	N;NOM;NEUT;SG
gießen	gießen	gießen	gießen	V;NFIN	
gießen	κάστινγκ	gießen	κάστινγκ	V;NFIN	
gießen	γκίσεν	gießen	γκίνω	V;NFIN	
aufklärung	αναγνωριστική	aufklärung	αναγνωριστικός	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
aufklärung	φώτιση	aufklärung	φώτιση	N;NOM;FEM;SG	N;ACC;FEM;SG
aufklärung	διαφώτιση	aufklärung	διαφώτιση	N;NOM;FEM;SG	N;ACC;FEM;SG
aufklärung	διευκρίνιση	aufklärung	διευκρίνιση	N;NOM;FEM;SG	N;ACC;FEM;SG
kopenhagen	κοπεγχάγης	kopenhagen	κοπεγχάγη	PROPN;NOM;NEUT;SG	PROPN;GEN;FEM;SG
kopenhagen	κοπεγχάγη	kopenhagen	κοπεγχάγη	PROPN;NOM;NEUT;SG	PROPN;ACC;FEM;SG
rücktritt	παραιτήσεις	rücktreten	παραίτηση	V;IND;SG;3;PST;FIN	N;NOM;FEM;PL
rücktritt	παραίτηση	rücktreten	παραίτηση	V;IND;SG;3;PST;FIN	N;ACC;FEM;SG
rücktritt	ακύρωση	rücktreten	ακύρωση	V;IND;SG;3;PST;FIN	N;ACC;FEM;SG
rücktritt	απόσυρση	rücktreten	απόσυρση	V;IND;SG;3;PST;FIN	N;ACC;FEM;SG
rücktritt	ανάκληση	rücktreten	ανάκληση	V;IND;SG;3;PST;FIN	N;ACC;FEM;SG
rücktritt	αποχώρηση	rücktreten	αποχώρηση	V;IND;SG;3;PST;FIN	N;ACC;FEM;SG
summe	άθροισης	summen	άθροιση		N;GEN;FEM;SG
summe	άθροισμα	summen	άθροισμα		N;NOM;NEUT;SG
rektor	πρύτανης	rektor	πρύτανος	PROPN	N;NOM;MASC;SG
sage	σάγκα	sagen	σάγκα		PROPN;ACC;FEM;SG
sage	σέιτζ	sagen	σέιτζ		N
klingt	ήχους	klingen	ήχος	V;IND;SG;3;PRS;FIN	N;ACC;MASC;PL
klingt	ήχοι	klingen	ήχος	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
fielen	έπεσε	fallen	πέφτω	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
dur	ντουρ	dur	ντουρ		N
wende	στροφή	wenden	στροφή		N;ACC;FEM;SG
musical	μιούζικαλ	musical	μιούζικαλ		N;NOM;NEUT;SG
musical	μουσικές	musical	μουσικός		ADJ;NOM;FEM;PL
worten	λογια	worten	λογιο	V;NFIN	N;NOM;NEUT;PL
worten	λόγια	worten	λόγος	V;NFIN	N;NOM;NEUT;PL
worten	λέξεις	worten	λέξη	V;NFIN	N;NOM;FEM;PL
ansehen	βλέπε	ansehen	βλέπω	V;NFIN	
ansehen	δειτε	ansehen	δειτε	V;NFIN	
ansehen	ρολόι	ansehen	ρολός	V;NFIN	N;NOM;NEUT;SG
jersey	τζέρσεϋ	jersey	τζέρω	PROPN;NOM;SG	
jersey	τζέρσεϊ	jersey	τζέρω	PROPN;NOM;SG	
jersey	τζέρσι	jersey	τζέρσι	PROPN;NOM;SG	
jersey	jersey	jersey	jersey	PROPN;NOM;SG	
jersey	φανέλα	jersey	φανέλα	PROPN;NOM;SG	N;NOM;FEM;SG
solo	σόλο	solo	σόλος		
osnabrück	osnabrü	osnabrück	osnabrü	PROPN;NOM;SG	
antworten	απαντηση	antworten	απαντηση	V;NFIN	N;ACC;FEM;SG
antworten	απάντηση	antworten	απάντηση	V;NFIN	N;ACC;FEM;SG
antworten	απαντηση	antworten	απαντηση	V;NFIN	N;ACC;FEM;SG
antworten	απάντηση	antworten	απάντηση	V;NFIN	N;ACC;FEM;SG
antworten	απαντήσεις	antworten	απάντηση	V;NFIN	N;NOM;FEM;PL
antworten	απαντήσεις	antworten	απάντηση	V;NFIN	N;NOM;FEM;PL
antworten	απαντήσεις	antworten	απάντηση	V;NFIN	N;NOM;FEM;PL
witwe	χήρος	witwe	χήρος		N;NOM;MASC;SG
witwe	χήρα	witwe	χήρα		N;NOM;FEM;SG
witwe	χήρες	witwe	χήρα		N;NOM;FEM;PL
witwe	χήρα	witwe	χήρα		N;NOM;FEM;SG
hart	σκληρά	hart	σκληρά	ADJ	ADV
hart	χαρτ	hart	χαρτ	ADJ	
gerd	gerd	gerd	gerd	PROPN;NOM;MASC;SG	
gespräch	συνέντευξη	gespräch	συνέντευξη	N;NOM;NEUT;SG	N;ACC;FEM;SG
gespräch	συζήτηση	gespräch	συζήτηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
gespräch	συνομιλία	gespräch	συνομιλία	N;NOM;NEUT;SG	N;ACC;FEM;SG
gespräch	μιλήσω	gespräch	μιλώ	N;NOM;NEUT;SG	V;PFV;IND;SG;1;FIN;ACT
gespräch	μιλήστε	gespräch	μιλώ	N;NOM;NEUT;SG	V;PFV;IMP;PL;2;FIN;ACT
gespräch	μίλα	gespräch	μίλος	N;NOM;NEUT;SG	
reserve	απόθεμα	reserve	απόθεμα		N;NOM;NEUT;SG
reserve	ρεζέρβα	reserve	ρεζέρβος		N;NOM;FEM;SG
reserve	αποθεματικό	reserve	αποθεματικός		N;NOM;NEUT;SG
kim	κιμ	kim	κιμ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kim	k	kim	k	PROPN;NOM;MASC;SG	
bewertung	βαθμολογία	bewertung	βαθμολογία	ADJ	N;ACC;FEM;SG
bewertung	επανεξέταση	bewertung	επανεξέταση	ADJ	N;ACC;FEM;SG
bewertung	αναθεώρηση	bewertung	αναθεώρηση	ADJ	N;NOM;FEM;SG
bewertung	ανασκόπηση	bewertung	ανασκόπηση	ADJ	N;NOM;FEM;SG
bewertung	αξιολόγηση	bewertung	αξιολόγηση	ADJ	N;ACC;FEM;SG
bewertung	αποτίμησης	bewertung	αποτίμηση	ADJ	N;GEN;FEM;SG
bewertung	αποτίμηση	bewertung	αποτίμηση	ADJ	N;ACC;FEM;SG
bewertung	εκτίμηση	bewertung	εκτίμηση	ADJ	N;ACC;FEM;SG
bewertung	αξιολόγηση	bewertung	αξιολόγηση	ADJ	N;ACC;FEM;SG
jugendliche	έφηβοι	jugendlich	έφηβος	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
jugendliche	νέων	jugendlich	νέος	ADJ;NOM;FEM;PL	ADJ;GEN;FEM;PL
jugendliche	νιότη	jugendlich	νιότης	ADJ;NOM;FEM;PL	N;ACC;FEM;SG
jugendliche	νεολαία	jugendlich	νεολαία	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
jugendliche	νιάτα	jugendlich	νιάτα	ADJ;NOM;FEM;PL	N;NOM;NEUT;PL
jugendliche	νεότητα	jugendlich	νεότητα	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
jugendliche	έφηβοι	jugendlich	έφηβος	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
jugendliche	έφηβοι	jugendlich	έφηβος	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
jugendliche	εφήβους	jugendlich	έφηβος	ADJ;NOM;FEM;PL	N;ACC;MASC;PL
genf	lausanne	genf	lausanne	PROPN;NOM;MASC;SG	
genf	γενεύη	genf	γενεύη	PROPN;NOM;MASC;SG	PROPN;ACC;FEM;SG
verdacht	υποψία	verdachen|verdenken	υποψία	V;V.PTCP	N;NOM;FEM;SG
verdacht	ύποπτος	verdachen|verdenken	ύποπτος	V;V.PTCP	ADJ;NOM;MASC;SG
verdacht	ύποπτοι	verdachen|verdenken	ύποπτος	V;V.PTCP	ADJ;NOM;MASC;PL
verdacht	ύποπτους	verdachen|verdenken	ύποπτος	V;V.PTCP	ADJ;NOM;MASC;PL
verdacht	υπόπτους	verdachen|verdenken	ύποπτος	V;V.PTCP	ADJ;NOM;MASC;PL
verdacht	ύποπτος	verdachen|verdenken	ύποπτος	V;V.PTCP	ADJ;NOM;MASC;SG
verdacht	ύποπτο	verdachen|verdenken	ύποπτος	V;V.PTCP	ADJ;NOM;NEUT;SG
verdacht	ύποπτη	verdachen|verdenken	ύποπτος	V;V.PTCP	ADJ;NOM;FEM;SG
verdacht	υποψία	verdachen|verdenken	υποψία	V;V.PTCP	N;NOM;FEM;SG
verdacht	υποψίες	verdachen|verdenken	υποψία	V;V.PTCP	N;NOM;FEM;PL
verdacht	υπόνοια	verdachen|verdenken	υπόνοιος	V;V.PTCP	N;NOM;FEM;SG
verdacht	υποψίες	verdachen|verdenken	υποψία	V;V.PTCP	N;NOM;FEM;PL
medizinische	ιατρικό	medizinisch	ιατρικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
medizinische	ιατρική	medizinisch	ιατρικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
medizinische	ιατρικά	medizinisch	ιατρικός	ADJ;NOM;FEM;PL	ADV
häufiger	συχνά	häufig	συχνά	ADJ	ADV
tokio	τόκυο	tokio	τόκυο	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
tokio	τόκιο	tokio	τόκιο	PROPN;NOM;MASC;SG	
erlebte	έμπειρη	erleben	έμπειρος	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG
erlebte	έμπειρο	erleben	έμπειρο	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG
erlebte	έμπειρος	erleben	έμπειρος	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
hügel	λόφοι	hügeln	λόφος		N;NOM;MASC;PL
hügel	χιλς	hügeln	χιλς		
hügel	hills	hügeln	hills		
hügel	λόφους	hügeln	λόφος		N;ACC;MASC;PL
hügel	λόφος	hügeln	λόφος		N;NOM;MASC;SG
hügel	χιλ	hügeln	χιλ		
hügel	hill	hügeln	hill		
junior	τζούνιορ	junior	τζούνιορ	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;PL
junior	junior	junior	junior	PROPN;NOM;MASC;SG	
ans	ans	ans	ans		
materialien	υλικά	materialien	υλικά	V;NFIN	N;NOM;NEUT;PL
materialien	υλικό	materialien	υλικό	V;NFIN	N;NOM;NEUT;SG
materialien	υλικά	materialien	υλικά	V;NFIN	N;NOM;NEUT;PL
materialien	ύλες	materialien	ύλος	V;NFIN	N;NOM;FEM;PL
gelegenheit	περίσταση	gelegenheit	περίσταση	ADJ	N;ACC;FEM;SG
gelegenheit	ευκαιρία	gelegenheit	ευκαιρία	ADJ	N;ACC;FEM;SG
gelegenheit	ευκαιρία	gelegenheit	ευκαιρία	ADJ	N;ACC;FEM;SG
gelegenheit	τσανς	gelegenheit	τσανς	ADJ	N
schau	δείτε	schau	βλέπω	;SG	V;PFV;IMP;PL;2;FIN;ACT
schau	βλέπεις	schau	βλέπη	;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
schau	βλέπε	schau	βλέπω	;SG	
schau	δειτε	schau	δειτε	;SG	
schau	κοίτα	schau	κοίτα	;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
chinesische	κινέζος	chinesisch	κινέζος	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
chinesische	κινεζική	chinesisch	κινεζικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
chinesische	κινέζικο	chinesisch	κινέζικος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
chinesische	κινέζικα	chinesisch	κινέζικος	ADJ;NOM;FEM;PL	N;NOM;NEUT;PL
chinesische	κινέζοι	chinesisch	κινέζος	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
christliche	κριστιάν	christlich	κριστιάν	ADJ;NOM;FEM;PL	
christliche	christian	christlich	christian	ADJ;NOM;FEM;PL	
christliche	χριστιανοί	christlich	χριστιανός	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
christliche	κρίστιαν	christlich	κρίστιαν	ADJ;NOM;FEM;PL	
christliche	χριστιανός	christlich	χριστιανός	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
überblick	περίληψη	überblick	περίληψη	PROPN	N;NOM;FEM;SG
überblick	σύνοψη	überblick	σύνοψη	PROPN	N;NOM;FEM;SG
luftwaffe	λουφτβάφε	luftwaffe	λουφτβάφω		
onkel	θείος	onkel	θείος		N;NOM;MASC;SG
onkel	θείοι	onkel	θείος		ADJ;NOM;MASC;PL
onkel	θείους	onkel	θείος		N;NOM;MASC;PL
end	τέλος	end	τέλος		ADV
end	λήξη	end	λήξη		N;ACC;FEM;SG
abstimmung	ψηφίστε	abstimmung	ψηφίζω	N;NOM;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
abstimmung	ψηφοφορίες	abstimmung	ψηφοφορία	N;NOM;FEM;SG	N;NOM;FEM;PL
abstimmung	ψήφους	abstimmung	ψήφος	N;NOM;FEM;SG	N;NOM;FEM;PL
abstimmung	ψήφοι	abstimmung	ψήφος	N;NOM;FEM;SG	
wein	κρασιά	wein	κρασί		N;NOM;NEUT;PL
wein	οίνοι	wein	οίνος		N;NOM;MASC;PL
wein	οίνος	wein	οίνος		N;NOM;MASC;SG
wein	κρασιά	wein	κρασί		N;NOM;NEUT;PL
wein	κρασί	wein	κρασί		N;NOM;NEUT;SG
gegenteil	αντίθετο	Gegenteil	αντίθετο	ADV	ADJ;NOM;NEUT;SG
fiction	μυθιστόρημα	fiction	μυθιστόρημα	PROPN	N;NOM;NEUT;SG
fiction	φαντασία	fiction	φαντασία	PROPN	N;NOM;FEM;SG
richtlinien	πολιτική	richtlinien	πολιτική	V;NFIN	N;NOM;FEM;SG
richtlinien	πολιτικη	richtlinien	πολιτικη	V;NFIN	DET;NOM;DEF;FEM;SG
richtlinien	προσανατολισμοί	richtlinien	προσανατολισμός	V;NFIN	N;NOM;MASC;PL
richtlinien	προσανατολισμούς	richtlinien	προσανατολισμός	V;NFIN	N;ACC;MASC;PL
richtlinien	οδηγίες	richtlinien	οδηγία	V;NFIN	N;NOM;FEM;PL
richtlinien	πολιτικές	richtlinien	πολιτική	V;NFIN	N;NOM;FEM;PL
