ofiarą	áldozat	ofiara	áldozat	N;INS;FEM;SG	N;NOM;SG
zwykłych	hétköznapi	zwykły	hétköznapi	ADJ;GEN;MASC;PL	ADJ;NOM;SG
wydawcy	kiadók	wydawca	kiadó	N;NOM;MASC;SG	N;NOM;PL
freedom	szabadság	freed	szabadság		N;NOM;SG
delegatów	küldöttek	delegat	küld	N;GEN;MASC;PL	N;NOM;PL
yang	yang	yang	yang	V;IPFV;IND;SG;2;PRS;FIN;ACT	
fabrykę	gyár	fabryka	gyár	N;ACC;FEM;SG	N;NOM;SG
fabrykę	gyári	fabryka	gyári	N;ACC;FEM;SG	
fabrykę	üzem	fabryka	üz	N;ACC;FEM;SG	N;NOM;SG
fabrykę	gyárban	fabryka	gyár	N;ACC;FEM;SG	N;IN+ESS;SG
ekran	képernyőn	ekran	képernyő	N;NOM;MASC;SG	N;ON+ESS;SG
sebastiana	sebastian	sebastiany	sebastian	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
allan	allan	allan	allan	PROPN;NOM;MASC;SG	PROPN;NOM;SG
walczyli	harcolt	walczyć	harcol	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
walczyli	küzdött	walczyć	küzdött	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
ostry	sharp	ostry	sharp		N;NOM;SG
ostry	akut	ostry	akut		N;NOM;SG
berger	berger	berger	berger	PROPN;NOM;MASC;SG	N;NOM;SG
równoległy	párhuzamosan	równolec	párhuzamos		ADJ;FRML;SG
edytuj	edit	edytować	edit		N;NOM;SG
edytuj	módosítás	edytować	módosítás		N;NOM;SG
edytuj	szerkesztés	edytować	szerkesztés		V;INDF;IND;SG;3;PRS;FIN;ACT
edytuj	szerkesztése	edytować	szerkesztés		N;NOM;SG
wells	wells	wells	wells	PROPN;NOM;MASC;SG	
organizacyjnych	szervezési	organizacyjny	szervezési	ADJ;GEN;MASC;PL	ADJ;NOM;SG
fizyczna	fizikai	fizyczny	fizikai	ADJ;NOM;FEM;SG	
oświetlenie	világító	oświetlenie	világító	N;NOM;NEUT;SG	ADJ;NOM;SG
konsul	konzul	konsul	konzul		N;NOM;SG
ograniczeń	korlátozások	ograniczenie	korlátozás	N;GEN;NEUT;PL	N;NOM;PL
ograniczeń	korlátozás	ograniczenie	korlátozás	N;GEN;NEUT;PL	
ograniczeń	megszorítások	ograniczenie	megszorítás	N;GEN;NEUT;PL	N;NOM;PL
krążek	korong	krążek	korong	N;NOM;MASC;SG	
krążek	puck	krążek	puck	N;NOM;MASC;SG	
alain	alain	alain	alain	PROPN;NOM;MASC;SG	N;NOM;SG
astronomii	csillagászat	astronomia	csillagász		N;NOM;SG
astronomii	csillagászati	astronomia	csillagászati		N;NOM;SG
protesty	tiltakozás	protest	tiltakozás	N;NOM;MASC;PL	N;NOM;SG
protesty	tüntetés	protest	tüntetés	N;NOM;MASC;PL	N;NOM;SG
protesty	tiltakozás	protest	tiltakozás	N;NOM;MASC;PL	N;NOM;SG
siedliska	élőhely	siedlisko	élőhely	N;NOM;NEUT;PL	N;NOM;SG
ciemności	sötétség	ciemność	sötétség	N;GEN;FEM;SG	N;NOM;SG
ahmed	ahmed	ahmed	ahmed	PROPN;NOM;MASC;SG	PROPN;NOM;SG
ahmed	ahmed	ahmed	ahmed	PROPN;NOM;MASC;SG	PROPN;NOM;SG
ahmed	ahmad	ahmed	ahmad	PROPN;NOM;MASC;SG	
anatolij	anatolij	anatolać	anatolij	PROPN;NOM;MASC;SG	
płótnie	vászon	płótno	vász	N;ACC;NEUT;SG	N;NOM;SG
gerhard	gerhard	gerhard	gerhard	PROPN;NOM;MASC;SG	
modyfikacji	módosítás	modyfikacja	módosítás	N;GEN;FEM;SG	N;NOM;SG
modyfikacji	módosítást	modyfikacja	módosítás	N;GEN;FEM;SG	N;ACC;SG
modyfikacji	módosítások	modyfikacja	módosítás	N;GEN;FEM;SG	N;NOM;PL
współautorem	társszerző	współautor	társszerző	N;INS;MASC;SG	
karate	karate	karat	karat		N;NOM;SG
przybyła	megérkeztek	przybyły	meg+érkezik	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
kapitału	főváros	kapitał	főváros	N;GEN;MASC;SG	N;NOM;SG
kapitału	tőke	kapitał	tőke	N;GEN;MASC;SG	N;NOM;SG
foster	foster	foster	foster	V;IPFV;IND;SG;2;PRS;FIN;ACT	PROPN;NOM;SG
harvey	harvey	harvea	harvey	PROPN;NOM;MASC;SG	
płatki	gabona	płatek	gabona	N;NOM;MASC;PL	N;NOM;SG
krytykę	kritika	krytyka	kritika	N;ACC;FEM;SG	N;NOM;SG
krytykę	kritika	krytyka	kritika	N;ACC;FEM;SG	N;NOM;SG
eugene	eugene	eugen	eug	PROPN;NOM;MASC;SG	PROPN;NOM;SG
wspomniany	említett	wspomnieć	említett	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
najbliższych	legközelebbi	bliski	közel	ADJ;ACC;CMPR;MASC;PL	ADV
tragedii	tragédiák	tragedia	tragédia	N;GEN;FEM;SG	N;NOM;PL
tragedii	tragédia	tragedia	tragédia	N;GEN;FEM;SG	N;NOM;SG
wystawę	kiállítás	wystawa	kiállítás	N;ACC;FEM;SG	N;NOM;SG
wystawę	bemutató	wystawa	bemutató	N;ACC;FEM;SG	
wystawę	kiállítása	wystawa	kiállítás	N;ACC;FEM;SG	N;NOM;SG
edwards	edwards	edwards	edwards	PROPN;NOM;MASC;SG	
nowoczesny	modern	nowoczesny	modern	ADJ;NOM;MASC;SG	
nowoczesny	korszerű	nowoczesny	korszerű	ADJ;NOM;MASC;SG	
nowoczesny	kortárs	nowoczesny	kortárs	ADJ;NOM;MASC;SG	N;NOM;SG
grobie	sír	grób	sír	N;DAT;MASC;SG	N;NOM;SG
grobie	sírba	grób	sír	N;DAT;MASC;SG	N;IN+ALL;SG
grobie	sír	grób	sír	N;DAT;MASC;SG	N;NOM;SG
louisa	louisa	louis	louisa		N;NOM;SG
utah	utah	utah	ut	PROPN;NOM;MASC;SG	
guillermo	guillermo	guillermo	guillermo	N;NOM;MASC;SG	
dochody	jövedelem	dochód	jövedel	N;NOM;MASC;PL	N;NOM;SG
dochody	bevétel	dochód	bevétel	N;NOM;MASC;PL	N;NOM;SG
dochody	jövedelme	dochód	jövedelem	N;NOM;MASC;PL	N;NOM;SG
dochody	jövedelem	dochód	jövedel	N;NOM;MASC;PL	N;NOM;SG
dochody	kereset	dochód	kereset	N;NOM;MASC;PL	N;NOM;SG
dochody	bevétel	dochód	bevétel	N;NOM;MASC;PL	N;NOM;SG
ruth	ruth	ruth	ruth	PROPN;NOM;FEM;SG	
piętra	padlót	piętro	padló	N;NOM;NEUT;SG	N;ACC;SG
tango	tangó	tango	tangó		N;NOM;SG
zorganizowane	szervezett	zorganizować	szervezett	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zorganizowane	rendezett	zorganizować	rendezett	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zorganizowane	szervezett	zorganizować	szervezett	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
szerzej	szélesebb	szeroko	széles	ADV;CMPR	ADJ;NOM;CMPR;SG
szerzej	tágabb	szeroko	tág	ADV;CMPR	ADJ;NOM;CMPR;SG
szerzej	átfogóbb	szeroko	átfogó	ADV;CMPR	ADJ;NOM;CMPR;SG
szerzej	szélesebb	szeroko	széles	ADV;CMPR	ADJ;NOM;CMPR;SG
szerzej	tágabb	szeroko	tág	ADV;CMPR	ADJ;NOM;CMPR;SG
towarowy	rakomány	towarowy	rakomány	ADJ;NOM;MASC;SG	N;NOM;SG
bukareszcie	bukarest	bukareszt	bukarest	N;NOM;MASC;SG	
gotowy	kész	gotowy	kész	ADJ;NOM;MASC;SG	
cywilów	civilek	cywil	civil	N;ACC;MASC;PL	N;NOM;PL
med	med	med	med		PROPN;NOM;SG
body	test	bód	test		N;NOM;SG
body	testem	bód	test		N;NOM;SG
body	holttest	bód	holttes		N;NOM;SG
higgins	higgins	higgins	higgins	PROPN;NOM;MASC;SG	
archeologii	régészet	archeologia	régészet	N;GEN;FEM;SG	N;NOM;SG
archeologii	régészet	archeologia	régészet	N;GEN;FEM;SG	N;NOM;SG
zarejestrowane	bejegyzett	zarejestrować	bejegyzett	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowane	regisztrált	zarejestrować	regisztrált	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowane	nyilvántartott	zarejestrować	nyilvántartott	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowane	rögzített	zarejestrować	rögzített	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowane	rögzítve	zarejestrować	rögzítve	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;SG
zarejestrowane	regisztrált	zarejestrować	regisztrált	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowane	nyilvántartott	zarejestrować	nyilvántartott	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
crystal	kristályos	crystal	kristályos		N;NOM;SG
dzwon	csengő	dzwon	csengő	N;NOM;MASC;SG	
dzwon	bell	dzwon	bell	N;NOM;MASC;SG	
rozmowa	beszélgetést	rozmowa	beszélgetés	N;NOM;FEM;SG	N;ACC;SG
marcelo	marcelo	marcelo	marcelo	PROPN;NOM;MASC;SG	
uzupełnienia	kiegészítik	uzupełnić	ki+egészít	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;DEF;IND;PL;3;PRS;FIN;ACT
uzupełnienia	kiegészítés	uzupełnić	kiegészítés	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;SG
toro	toro	toro	toro		PROPN;NOM;SG
lampy	lámpa	lampa	lámpa	N;ACC;FEM;PL	N;NOM;SG
lampy	lámpák	lampa	lámpa	N;ACC;FEM;PL	N;NOM;PL
lampy	lámpa	lampa	lámpa	N;ACC;FEM;PL	N;NOM;SG
dzwony	harang	dzwon	harang	N;NOM;MASC;PL	N;NOM;SG
wad	hibák	wada	hiba		N;NOM;PL
wad	bűnök	wada	bűnök		N;NOM;PL
zakup	beszerzési	zakup	beszerzési	N;NOM;MASC;SG	ADJ;NOM;SG
zakup	vásárlások	zakup	vásárlás	N;NOM;MASC;SG	N;NOM;PL
spirit	szellem	spirit	szellem		N;NOM;SG
spirit	lélek	spirit	lélek		N;NOM;SG
zorganizowany	szervezett	zorganizować	szervezett	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zorganizowany	rendezett	zorganizować	rendezett	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zorganizowany	szervezett	zorganizować	szervezett	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
gazet	lapok	gazeta	lap	N;GEN;FEM;PL	N;NOM;PL
gazet	újság	gazeta	újság	N;GEN;FEM;PL	N;NOM;SG
gazet	újságok	gazeta	újság	N;GEN;FEM;PL	N;NOM;PL
arabski	arab	arabski	arab	ADJ;NOM;MASC;SG	
arabski	arab	arabski	arab	ADJ;NOM;MASC;SG	
arabski	arabul	arabski	arab	ADJ;NOM;MASC;SG	
arabski	arab	arabski	arab	ADJ;NOM;MASC;SG	
lin	kötelek	lin	kötel		N;NOM;PL
lin	kötél	lin	kötél		N;NOM;SG
leslie	leslie	lasnąć	lesl	V;IPFV;IND;SG;2;PRS;FIN;ACT	
procesor	feldolgozó	procesor	feldolgozó	N;NOM;MASC;SG	ADJ;NOM;SG
garcia	garcia	garcia	garcia	PROPN;NOM;MASC;SG	
garcia	garcía	garcia	garcía	PROPN;NOM;MASC;SG	
zimbabwe	zimbabwei	zimbabwy	zimbabwei		N;NOM;PL
bach	bach	bach	bach	PROPN;NOM;MASC;SG	
wzajemnie	kölcsönösen	wzajemnie	kölcsönös	ADV	ADJ;FRML;SG
rhein	rhein	rhein	r	PROPN;NOM;MASC;SG	
bird	madár	bird	madár	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;SG
pokolenie	nemzedékek	pokolenie	nemzedék	N;NOM;NEUT;SG	N;NOM;PL
pokolenie	generációk	pokolenie	generáció	N;NOM;NEUT;SG	N;NOM;PL
uzbrojony	felfegyverkezve	uzbroić	felfegyverkezve	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADV;V.CVB
uzbrojony	fegyveres	uzbroić	fegyveres	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;SG
gun	fegyver	guna	fegyver		N;NOM;SG
gun	pisztoly	guna	pisztoly		N;NOM;SG
przybywa	érkezem	przybywać	érkezik	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
brody	brody	broda	brody		N;NOM;SG
zimy	tél	zima	tél	N;ACC;FEM;SG	N;NOM;SG
zimy	téli	zima	téli	N;ACC;FEM;SG	
zimy	télen	zima	tél	N;ACC;FEM;SG	
zimy	winters	zima	winters	N;ACC;FEM;SG	
najdalej	legtávolabbi	dobaly	legtávol	ADV;RL	ADJ;NOM;RL;SG
poziomy	vízszintesen	poziom	vízszintes	N;NOM;MASC;PL	ADJ;FRML;SG
poziomy	horizontális	poziom	horizontális	N;NOM;MASC;PL	N;NOM;SG
poziomy	vízszintes	poziom	vízszintes	N;NOM;MASC;PL	
poziomy	szint	poziom	szint	N;NOM;MASC;PL	N;NOM;SG
męczennika	mártír	męczennik	mártír	N;ACC;MASC;SG	N;NOM;SG
ustalenie	megállapítani	ustalenie	megállapít	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN;ACT
wyjazd	elmegy	wyjazd	el+megy	N;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
wyjazd	kilépés	wyjazd	kilépés	N;NOM;MASC;SG	
wyjazd	kilépő	wyjazd	kilépő	N;NOM;MASC;SG	
wyjazd	trip	wyjazd	trip	N;NOM;MASC;SG	
chana	chan	chany	chan		PROPN;NOM;SG
discovery	felfedezés	discover	felfedezés		N;NOM;SG
discovery	discovery	discover	discovery		N;NOM;SG
rozdzielczości	állásfoglalás	rozdzielczość	állásfoglalás	N;GEN;FEM;SG	N;NOM;SG
rozdzielczości	határozat	rozdzielczość	határozat	N;GEN;FEM;SG	N;NOM;SG
rozdzielczości	felbontás	rozdzielczość	felbontás	N;GEN;FEM;SG	N;NOM;SG
dekady	évtizedek	dekada	évtized		N;NOM;PL
dekady	évtized	dekada	évtized		N;NOM;SG
dekady	évtizedben	dekada	évtized		N;IN+ESS;SG
dekady	évtizede	dekada	évtized		N;NOM;SG
zmniejszenia	csökkentése	zmniejszyć	csökkentés	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;SG
zmniejszenia	csökkentik	zmniejszyć	csökkent	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;DEF;IND;PL;3;PRS;FIN;ACT
zmniejszenia	csökkenteni	zmniejszyć	csökkent	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;NFIN;ACT
zmniejszenia	csökkentse	zmniejszyć	csökkent	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;DEF;IND;SG;3;PRS;FIN;ACT
pełen	full	pełen	full	N;NOM;MASC;SG	
pełen	teljes	pełen	teljes	N;NOM;MASC;SG	
wodoru	hidrogén	wodor	hidrog	N;ACC;MASC;SG	N;NOM;SG
weekend	hétvégén	weekend	hétvég	N;NOM;MASC;SG	N;ON+ESS;SG
weekend	hétvégi	weekend	hétvégi	N;NOM;MASC;SG	ADJ;NOM;SG
weekend	hétvégére	weekend	hétvég	N;NOM;MASC;SG	N;ON+ALL;SG
mika	mike	mika	mike	PROPN;NOM;MASC;SG	
mika	mica	mika	mica	PROPN;NOM;MASC;SG	
mika	mika	mika	mika	PROPN;NOM;MASC;SG	N;NOM;SG
niebezpieczne	veszélyes	niebezpieczny	veszélyes	ADJ;NOM;NEUT;SG	
niebezpieczne	veszélyes	niebezpieczny	veszélyes	ADJ;NOM;NEUT;SG	
zorganizowana	szervezett	zorganizować	szervezett	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zorganizowana	rendezett	zorganizować	rendezett	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zorganizowana	szervezett	zorganizować	szervezett	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
wizji	látomás	wizja	látomás	N;GEN;FEM;SG	N;NOM;SG
wizji	látomások	wizja	látomás	N;GEN;FEM;SG	N;NOM;PL
wizji	látomás	wizja	látomás	N;GEN;FEM;SG	N;NOM;SG
wizji	elképzelés	wizja	elképzelés	N;GEN;FEM;SG	
wizji	látás	wizja	látás	N;GEN;FEM;SG	N;NOM;SG
bojowników	harcosok	bojownik	harcos	N;ACC;MASC;PL	N;NOM;PL
bojowników	vadászok	bojownik	vadász	N;ACC;MASC;PL	N;NOM;PL
bojowników	aktivisták	bojownik	aktivista	N;ACC;MASC;PL	N;NOM;PL
przechowywany	tárolt	przechowywać	tárolt	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
afganistanie	afganisztán	afganistan	afganiszta	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;SG
afganistanie	afganisztáni	afganistan	afganisztáni	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;SG
owen	owen	owen	owen	PROPN;NOM;MASC;SG	
odznakę	jelvény	odznaka	jelvény	N;ACC;FEM;SG	N;NOM;SG
southern	dél	southerny	dél	N;NOM;MASC;SG	
southern	déli	southerny	déli	N;NOM;MASC;SG	
pedersen	pedersen	pedersen	peders	PROPN;NOM;MASC;SG	
luksemburg	luxemburgi	luksemburg	luxemburgi	N;NOM;MASC;SG	ADJ;NOM;SG
luksemburg	luxemburgban	luksemburg	luxemburg	N;NOM;MASC;SG	N;IN+ESS;SG
luksemburg	luxemburg	luksemburg	luxemburg	N;NOM;MASC;SG	
luksemburg	luxembourg	luksemburg	luxembourg	N;NOM;MASC;SG	
zmieniony	megváltozott	zmienić	megváltozott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmieniony	változott	zmienić	változik	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmieniony	módosult	zmienić	módosul	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmieniony	módosult	zmienić	módosul	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmieniony	átalakított	zmienić	átalakított	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmieniony	módosított	zmienić	módosított	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmieniony	módosítva	zmienić	módosítva	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADV;V.CVB
zmieniony	módosított	zmienić	módosított	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmieniony	módosítva	zmienić	módosítva	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADV;V.CVB
zbawiciela	megváltó	zbawiciel	meg+vál	N;ACC;MASC;SG	
zbawiciela	megmentő	zbawiciel	megmentő	N;ACC;MASC;SG	
zbawiciela	megváltó	zbawiciel	meg+vál	N;ACC;MASC;SG	
zbawiciela	megmentő	zbawiciel	megmentő	N;ACC;MASC;SG	
galerie	galériák	galeria	galéria	N;NOM;MASC;SG	N;NOM;PL
beat	legyőzni	beat	legyőz		V;NFIN;ACT
kończyny	végtag	kończyna	végtag	N;ACC;FEM;PL	N;NOM;SG
kończyny	végtagok	kończyna	végtag	N;ACC;FEM;PL	N;NOM;PL
kończyny	végtagok	kończyna	végtag	N;ACC;FEM;PL	N;NOM;PL
bonn	bonn	bonn	bonn	PROPN;NOM;MASC;SG	PROPN;NOM;SG
mile	mérföld	mile	mérföld		N;NOM;SG
mile	mérföld	mile	mérföld		N;NOM;SG
obywatela	polgár	obywatela	polgár	N;ACC;MASC;SG	
obywatela	állampolgár	obywatela	állampolgár	N;ACC;MASC;SG	N;NOM;SG
obywatela	polgárok	obywatela	polgár	N;ACC;MASC;SG	N;NOM;PL
wyraźne	kifejezett	wyraźny	kifejezett	ADJ;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
komiks	képregények	komiks	képregény	N;NOM;MASC;SG	N;NOM;PL
komiks	képregényeket	komiks	képregény	N;NOM;MASC;SG	N;ACC;PL
mass	tömeges	massy	tömeges		ADJ;NOM;SG
mass	tömege	massy	tömeg		N;NOM;SG
mass	mise	massy	mise		N;NOM;SG
mass	tömeg	massy	tömeg		N;NOM;SG
rozumie	megért	rozumieć	meg+ér	V;IPFV;IND;SG;3;PRS;FIN;ACT	
cząstki	részecske	cząstka	részecske	N;NOM;FEM;PL	N;NOM;SG
cząstki	részecske	cząstka	részecske	N;NOM;FEM;PL	N;NOM;SG
drogowy	út	drogowy	út	ADJ;NOM;MASC;SG	N;NOM;SG
drogowy	uton	drogowy	ut	ADJ;NOM;MASC;SG	
drogowy	közúti	drogowy	közúti	ADJ;NOM;MASC;SG	N;NOM;SG
otrzymaniu	nyugta	otrzymać	nyug	N;PFV;DAT;NEUT;SG;POS;V.MSDR	N;NOM;SG
otrzymaniu	átvétel	otrzymać	átvétel	N;PFV;DAT;NEUT;SG;POS;V.MSDR	N;NOM;SG
rywala	rivális	rywal	rivális	N;ACC;MASC;SG	
zwykłe	közönséges	zwykły	közönséges	ADJ;NOM;NEUT;SG	N;NOM;SG
ocr	ocr	ocr	ocr		N;NOM;SG
libanu	libanon	liban	liban	PROPN;GEN;MASC;SG	
libanu	libanoni	liban	libanoni	PROPN;GEN;MASC;SG	V;NFIN;ACT
uznając	felismerés	uznawać	felismerés	V;IPFV;PRS;V.CVB;ACT	N;NOM;SG
uznając	felismerve	uznawać	felismerve	V;IPFV;PRS;V.CVB;ACT	
uznając	felismerése	uznawać	felismerés	V;IPFV;PRS;V.CVB;ACT	N;NOM;SG
zabójstwa	emberölés	zabójstwo	emberölés	N;GEN;NEUT;SG	N;NOM;SG
zabójstwa	gyilkosság	zabójstwo	gyilkosság	N;GEN;NEUT;SG	N;NOM;SG
zabójstwa	merénylet	zabójstwo	merénylet	N;GEN;NEUT;SG	N;NOM;SG
zabójstwa	gyilkosságok	zabójstwo	gyilkosság	N;GEN;NEUT;SG	N;NOM;PL
zabójstwa	gyilkosságok	zabójstwo	gyilkosság	N;GEN;NEUT;SG	N;NOM;PL
wszechświata	univerzum	wszechświatać	univerzum	N;GEN;MASC;SG	N;NOM;SG
wszechświata	világegyetem	wszechświatać	világegyet	N;GEN;MASC;SG	N;NOM;SG
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;MASC;SG	
religijny	vallásos	religijny	vallásos	ADJ;NOM;MASC;SG	
religijny	vallás	religijny	vallás	ADJ;NOM;MASC;SG	N;NOM;SG
dunaju	duna	dunaj	duna	V;IPFV;IND;SG;PRS;FIN;ACT	
przydział	juttatás	przydział	juttatás	N;ACC;MASC;SG	N;NOM;SG
przydział	elosztás	przydział	elosztás	N;ACC;MASC;SG	N;NOM;SG
przydział	megbízás	przydział	megbízás	N;ACC;MASC;SG	N;NOM;SG
przydział	megbízatás	przydział	megbízatás	N;ACC;MASC;SG	N;NOM;SG
konstantin	konsztantyin	konstantin	konsztantyin	PROPN;NOM;MASC;SG	
temple	temple	temple	temple	N;NOM;NEUT;SG	
