של	shel	של	shel	PART;GEN	N
מכילה	contiene	הכיל	contenere	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מכילה	racchiude	הכיל	racchiudere	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
בלטינית	latino	בלטיני	latino	ADV	ADJ;MASC;SG
בלטינית	latina	בלטיני	latino	ADV	ADJ;FEM;SG
בלטינית	latini	בלטיני	latino	ADV	N;MASC;PL
המוכר	venditore	המוכר	venditore		N;MASC;SG
סידני	sidney	סידני	sidney	PROPN	N;MASC
סידני	sydney	סידני	sydney	PROPN	N;MASC
להבטיח	accertarsi	הבטיח	accertare	V;NFIN;ACT	ADJ;MASC;PL
מוסר	morale	מוסר	morale	N;MASC;SG	ADJ;SG
מוסר	morali	מוסר	morale	N;MASC;SG	ADJ;PL
מוסר	morale	מוסר	morale	N;MASC;SG	ADJ;SG
מוסר	morali	מוסר	morale	N;MASC;SG	ADJ;PL
טיימס	tempi	טיימס	tempo	PROPN	N;MASC;PL
טיימס	times	טיימס	times	PROPN	N
טיימס	volte	טיימס	volta	PROPN	N;FEM;PL
ניתנת	concessi	ניתן	concedere	V;FEM;SG;V.PTCP;MID	V;MASC;PL;PST;V.PTCP
ניתנת	concesse	ניתן	concedere	V;FEM;SG;V.PTCP;MID	V;IND;PL;3;PST;FIN
היקום	universo	היקום	universo		N;MASC;SG
התסריט	copione	התסריט	copione		N;MASC;SG
התסריט	sceneggiatura	התסריט	sceneggiatura		N;FEM;SG
התסריט	script	התסריט	script		N;MASC
מיוחדות	special	מיוחד	special	ADJ;FEM;PL	N;FEM;SG
מיוחדות	speciale	מיוחד	speciale	ADJ;FEM;PL	ADJ;SG
גבריאל	gabriel	גבריאל	gabriel	PROPN	N;MASC;SG
גבריאל	gabriele	גבריאל	gabriele	PROPN	N;SG
גבריאל	gabriele	גבריאל	gabriele	PROPN	N;SG
גבריאל	gabrielle	גבריאל	gabriella	PROPN	N;FEM;SG
נותרה	rimanente	נותר	rimanente	V;FEM;SG;3;PST;MID	ADJ;SG
נותרה	rimanenti	נותר	rimanenti	V;FEM;SG;3;PST;MID	N;PL
נותרה	restante	נותר	restare	V;FEM;SG;3;PST;MID	V;SG;PRS;V.PTCP
איבר	organi	איבר	organo	N;MASC;SG	N;MASC;PL
איבר	organi	איבר	organo	N;MASC;SG	N;MASC;PL
להילחם	combattimento	נלחם	combattimento	V;NFIN;MID	N;MASC;SG
להילחם	lotta	נלחם	lotta	V;NFIN;MID	N;FEM;SG
טכנולוגיה	tecnologie	טכנולוגיה	tecnologia	N;FEM;SG	N;FEM;PL
דמוקרטית	democratiche	דמוקרטי	democratico	ADV	ADJ;FEM;PL
דמוקרטית	democratici	דמוקרטי	democratico	ADV	N;MASC;PL
דמוקרטית	democratica	דמוקרטי	democratico	ADV	ADJ;FEM;SG
דמוקרטית	democratico	דמוקרטי	democratico	ADV	ADJ;MASC;SG
במשקל	pesatura	במשקל	pesatura		N;FEM;SG
במשקל	pesata	במשקל	pesare		N;FEM;SG
וילסון	wilson	וילסון	wilson	PROPN	N;MASC
השביעית	settima	השביעית	settimo	ADV	ADJ;FEM;SG
השביעית	settimo	השביעית	settimo	ADV	ADJ;MASC;SG
האנדרטה	monumento	האנדרטה	monumento	PROPN	N;MASC;SG
הובילו	led	הוביל	led	V;PL;3;PST;ACT	N;MASC
מתקדם	progressista	התקדם	progressista	V;MASC;SG;V.PTCP	N;SG
מתקדם	progressiva	התקדם	progressivo	V;MASC;SG;V.PTCP	ADJ;FEM;SG
מתקדם	progressivo	התקדם	progressivo	V;MASC;SG;V.PTCP	ADJ;MASC;SG
מתקדם	progressivi	התקדם	progressivo	V;MASC;SG;V.PTCP	ADJ;MASC;PL
מתקדם	progressive	התקדם	progressivo	V;MASC;SG;V.PTCP	ADJ;FEM;PL
מתקדם	avanzato	התקדם	avanzare	V;MASC;SG;V.PTCP	ADJ;MASC;SG
מתקדם	avanzate	התקדם	avanzato	V;MASC;SG;V.PTCP	ADJ;FEM;PL
מתקדם	avanzati	התקדם	avanzare	V;MASC;SG;V.PTCP	ADJ;MASC;PL
מתקדם	advanced	התקדם	advanced	V;MASC;SG;V.PTCP	N
מתקדם	avanzata	התקדם	avanzata	V;MASC;SG;V.PTCP	N;FEM;SG
שכבות	stratificato	שכבה	stratificare	N;FEM;PL	ADJ;MASC;SG
חנוך	enoch	חנוך	enoch	PROPN	N;MASC;SG
ערוך	edit	ערך	edit	PROPN	N;MASC
ערוך	modifica	ערך	modifica	PROPN	N;FEM;SG
ערוך	modificare	ערך	modificare	PROPN	V;NFIN
ערוך	modificato	ערך	modificare	PROPN	V;MASC;SG;PST;V.PTCP
פנחס	pinchas	פנחס	pinchas	PROPN	N;MASC;SG
בנצי	benzi	בנצי	benzo		N;SG
מספקת	soddisfacente	סיפק	soddisfacente	V;FEM;SG;V.PTCP;ACT	ADJ;SG
מספקת	sufficienti	סיפק	sufficiente	V;FEM;SG;V.PTCP;ACT	ADJ;PL
מספקת	sufficiente	סיפק	sufficiente	V;FEM;SG;V.PTCP;ACT	ADJ;SG
מספקת	fornisce	סיפק	fornire	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
קארל	carlo	קארל	carlo	PROPN	N;MASC;SG
קארל	karl	קארל	karl	PROPN	N;MASC;SG
קארל	carlo	קארל	carlo	PROPN	N;MASC;SG
קארל	carl	קארל	carla	PROPN	N;MASC;SG
מיעוט	minoranze	מיעוט	minoranza	N;MASC;SG	N;FEM;PL
מיעוט	minoranze	מיעוט	minoranza	N;MASC;SG	N;FEM;PL
יחזקאל	ezechiele	יחזקאל	ezechiele	PROPN	N;MASC;SG
הפרעות	ingerenza	הפרעה	ingerenza	N;FEM;PL	N;FEM;SG
הפרעות	interferenza	הפרעה	interferenza	N;FEM;PL	N;FEM;SG
וולף	wolfe	וולף	wolfe	PROPN	N;MASC
וולף	wolf	וולף	wolf	PROPN	N;MASC
וולף	lupo	וולף	lupo	PROPN	N;MASC;SG
וולף	lupi	וולף	lupe	PROPN	N;MASC;PL
צומת	nodi	צומת	nodo	N;FEM;SG	N;MASC;PL
דרומה	sud	דרומה	sud		N;MASC;SG
דרומה	south	דרומה	south		N;MASC
נטען	caricate	נטען	caricato	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נטען	caricati	נטען	caricare	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
הסגנון	stile	הסגנון	stile	PROPN	N;MASC;SG
הסגנון	style	הסגנון	style	PROPN	N
סרטן	tumori	סרטן	tumore	N;MASC;SG	N;MASC;PL
שיניים	dentale	שן	dentale	N;FEM;PL	ADJ;SG
סנטה	santa	סנט	santo	PROPN	N;FEM;SG
סנטה	babbo	סנט	babbo	PROPN	N;MASC;SG
הפסקה	rompere	הפסקה	rompere	N;FEM;SG	V;NFIN
הפסקה	pause	הפסקה	pausa	N;FEM;SG	N;FEM;PL
מוחלטת	assoluti	מוחלט	assoluto	ADJ;FEM;SG	ADJ;MASC;PL
מרחק	distanze	מרחק	distanza	N;MASC;SG	N;FEM;PL
הקתדרלה	duomo	הקתדרלה	duomo	V;FEM;SG;3;PST	N;MASC;SG
הקתדרלה	cattedrale	הקתדרלה	cattedrale	V;FEM;SG;3;PST	N;FEM;SG
החלטת	deciso	החלטה	decidere	N;PSSD;FEM;SG	V;MASC;SG;PST;V.PTCP
החלטת	decise	החלטה	decidere	N;PSSD;FEM;SG	V;IND;SG;3;PST;FIN
החלטת	decisi	החלטה	decidere	N;PSSD;FEM;SG	ADJ;MASC;PL
המראה	decollo	המראה	decolla	PROPN	N;MASC;SG
המראה	specchio	המראה	specchio	PROPN	N;MASC;SG
המראה	mirror	המראה	mirror	PROPN	N;MASC
מוכרת	familiarità	מוכר	familiarità	ADJ;FEM;SG	N;FEM
מוכרת	vendere	מוכר	vendere	ADJ;FEM;SG	V;NFIN
מוכרת	riconosciuto	מוכר	riconoscere	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
מוכרת	riconosciuti	מוכר	riconoscere	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
מוכרת	riconosciuta	מוכר	riconoscere	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
חיו	vissuti	חי	vivere	PROPN	V;MASC;PL;PST;V.PTCP
חיו	vissuta	חי	vivere	PROPN	V;FEM;SG;PST;V.PTCP
חיו	vissuto	חי	vivere	PROPN	V;MASC;SG;PST;V.PTCP
חיו	visse	חי	vivere	PROPN	V;IND;SG;3;PST;FIN
קבר	sepolcro	קבר	sepolcro	PROPN	N;MASC;SG
קבר	tomba	קבר	tomba	PROPN	N;FEM;SG
קבר	grave	קבר	grave	PROPN	ADJ;SG
קבר	tomba	קבר	tomba	PROPN	N;FEM;SG
אמצע	medio	אמצע	medio	N;MASC;SG	ADJ;MASC;SG
לברוח	fuga	ברח	fuga	V;NFIN;ACT	N;FEM;SG
לברוח	evasione	ברח	evasione	V;NFIN;ACT	N;FEM;SG
לברוח	escape	ברח	escape	V;NFIN;ACT	N
המשמר	guardia	המשמר	guardia	PROPN	N;FEM;SG
חירום	urgenze	חירום	urgenza	N;MASC;SG	N;FEM;PL
מסיבה	partito	מסיבה	partito		N;MASC;SG
מסיבה	party	מסיבה	party		N;MASC
מסיבה	festa	מסיבה	festa		N;FEM;SG
תור	coda	תור	coda		N;FEM;SG
תור	thor	תור	thor		N;MASC;SG
הרקע	antecedenti	הרקע	antecedente		N;MASC;PL
הרקע	sfondo	הרקע	sfondo		N;MASC;SG
הרקע	background	הרקע	background		ADJ;MASC;SG
מעורבות	interazioni	מעורבות	interazione	N;FEM;SG	N;FEM;PL
גרעין	nucleari	גרעין	nucleare	N;MASC;SG	N;PL
גרעין	nucleare	גרעין	nucleare	N;MASC;SG	ADJ;SG
הירש	hirsch	הירש	hirsch	PROPN	N;MASC
התקדמות	progressi	התקדמות	progresso	N;FEM;SG	N;MASC;PL
הלטינית	latino	הלטיני	latino	ADV	ADJ;MASC;SG
הלטינית	latina	הלטיני	latino	ADV	ADJ;FEM;SG
הלטינית	latini	הלטיני	latino	ADV	N;MASC;PL
נחמן	nachman	נחמן	nachman	PROPN	N;MASC
למלא	riempimento	מילא	riempimento	V;NFIN;ACT	N;MASC;SG
מקצועית	professionale	מקצועי	professionale	ADV	ADJ;SG
מקצועית	professionisti	מקצועי	professionista	ADV	N;MASC;PL
מקצועית	professionista	מקצועי	professionista	ADV	N;SG
מקצועית	professional	מקצועי	professionale	ADV	N;MASC
פליטים	rifugiato	פליט	rifugiato	N;MASC;PL	V;MASC;SG;PST;V.PTCP
פליטים	profugo	פליט	profugo	N;MASC;PL	N;MASC;SG
הצבע	colori	הצבע	colore		N;MASC;PL
הצבע	colore	הצבע	colore		N;MASC;SG
בימינו	oggigiorno	בימה	oggigiorno	PROPN	ADV
רצוי	preferibilmente	None	preferibilmente	ADJ;MASC;SG	ADV
רצוי	desiderati	None	desiderare	ADJ;MASC;SG	ADJ;MASC;PL
רצוי	desiderate	None	desiderare	ADJ;MASC;SG	V;IND;PL;2;PRS;FIN
לסיים	finitura	סיים	finitura	V;NFIN;ACT	N;FEM;SG
רועי	roi	רועה	roi	PROPN	N;SG
רועי	roy	רועה	roy	PROPN	N
כשל	fallimento	כשל	fallimento		N;MASC;SG
כשל	inadempimento	כשל	inadempimento		N;MASC;SG
כשל	insuccesso	כשל	insuccesso		N;MASC;SG
ארכיון	archivia	ארכיון	archivia	N;MASC;SG	V;IND;SG;3;PRS;FIN
ארכיון	archivi	ארכיון	archivio	N;MASC;SG	N;MASC;PL
פנימי	interni	פנימי	interno		ADJ;MASC;PL
פנימי	interno	פנימי	interno		ADJ;MASC;SG
סטיב	steve	סטיב	steva	PROPN	N;SG
סטיב	stefano	סטיב	stefare	PROPN	ADJ;MASC;SG
אקס	scure	אקס	scure	PROPN	ADJ;FEM;PL
אקס	ascia	אקס	ascia	PROPN	N;FEM;SG
אקס	axe	אקס	axe	PROPN	N
חלקה	lisci	חלקה	liscio	N;FEM;SG	N;MASC;PL
חלקה	liscia	חלקה	lisciare	N;FEM;SG	ADJ;FEM;SG
חלקה	liscio	חלקה	liscio	N;FEM;SG	ADJ;MASC;SG
גלעד	gilad	גלעד	gilad	PROPN	N;MASC;SG
מאתר	mather	מאתר	mathere		N
קרלוס	carlos	קרלוס	carlos		N;MASC;SG
תוכנן	progettati	תוכנן	progettare	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
תוכנן	progettate	תוכנן	progettare	V;MASC;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
רוטשילד	rothschild	רוטשילד	rothschild	PROPN	N;MASC
רכס	dorsale	רכס	dorsale	PROPN	ADJ;SG
רכס	cresta	רכס	crestare	PROPN	N;FEM;SG
רכס	ridge	רכס	ridgere	PROPN	N;SG
מישל	michela	מישל	michela	PROPN	N;FEM;SG
מישל	michelle	מישל	michella	PROPN	N;FEM;SG
מישל	michele	מישל	michele	PROPN	N;MASC;SG
מישל	michel	מישל	michel	PROPN	N;MASC;SG
הסכים	concordati	הסכים	concordare	V;MASC;SG;3;PST;ACT	ADJ;MASC;PL
תעתיק	trascrizione	העתיק	trascrizione	PROPN	N;FEM;SG
חיובי	positive	חיובי	positivo	ADJ;MASC;SG	ADJ;FEM;PL
חיובי	positivi	חיובי	positivo	ADJ;MASC;SG	ADJ;MASC;PL
השלים	completati	השלים	completare	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
שכתוב	sovrascrivere	שכתוב	sovrascrivere	PROPN	V;NFIN
עדי	dga	עדי	dga	PROPN	N
עדי	adi	עדי	adare	PROPN	N;FEM;SG
בוב	bob	בוב	bob	PROPN	N;MASC
מפורסמים	famosa	מפורסם	famoso	ADJ;MASC;PL	ADJ;FEM;SG
מפורסמים	celebre	מפורסם	celebre	ADJ;MASC;PL	ADJ;SG
מפורסמים	famoso	מפורסם	famoso	ADJ;MASC;PL	ADJ;MASC;SG
מפורסמים	celebrità	מפורסם	celebrità	ADJ;MASC;PL	N;FEM
תפילה	preghiere	תפילה	preghiere	N;FEM;SG	N;FEM;PL
מוריס	morris	הוריס	morris	PROPN	N;MASC
מוריס	maurizio	הוריס	maurizio	PROPN	N;MASC;SG
מוריס	maurice	הוריס	maurice	PROPN	N;FEM;SG
חקירה	interrogatori	חקירה	interrogatorio	N;FEM;SG	N;MASC;PL
חקירה	indagini	חקירה	indagine	N;FEM;SG	N;FEM;PL
יידיש	yiddish	יידיש	yiddish	PROPN	N;MASC
שעון	orologio	שעון	orologio	PROPN	N;MASC;SG
שעון	guardare	שעון	guardare	PROPN	V;NFIN
שעון	orologio	שעון	orologio	PROPN	N;MASC;SG
הפרשים	cavalleria	הפרש	cavalleria	N;MASC;PL	N;FEM;SG
מרכזית	central	מרכזי	central	ADV	N
מרכזית	centrale	מרכזי	centrale	ADV	N;MASC;SG
בקר	controller	בקר	controller		N;MASC
בקר	controllore	בקר	controllore		N;MASC;SG
בקר	becker	בקר	becker		N;MASC;SG
בקר	manzo	בקר	manzo		N;MASC;SG
בקר	bovini	בקר	bovino		N;MASC;PL
בקר	bovino	בקר	bovino		ADJ;MASC;SG
בקר	bestiame	בקר	bestiame		N;MASC;SG
דג	pesci	דג	pesce		N;MASC;PL
דג	pesce	דג	pesce		N;MASC;SG
ארסנל	arsenale	ארסנל	arsenale	PROPN	N;MASC;SG
ארסנל	arsenal	ארסנל	arsenale	PROPN	N;MASC
פונה	evacuati	פנה	evacuare	V;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
גדעון	gideon	גדעון	gideon	PROPN	N;MASC;SG
מדד	metriche	מדד	metrica	N;MASC;SG	N;FEM;PL
מדד	metrico	מדד	metrico	N;MASC;SG	ADJ;MASC;SG
התפטר	rassegnato	התפטר	rassegnare	V;MASC;SG;3;PST	ADJ;MASC;SG
התפטר	rassegnati	התפטר	rassegnare	V;MASC;SG;3;PST	ADJ;MASC;PL
כריסטיאן	cristiano	כריסטיאן	cristiano	PROPN	ADJ;MASC;SG
כריסטיאן	christian	כריסטיאן	christian	PROPN	N;FEM;SG
כריסטיאן	cristiani	כריסטיאן	cristiano	PROPN	N;MASC;PL
כריסטיאן	cristiana	כריסטיאן	cristiano	PROPN	ADJ;FEM;SG
בייחוד	sopratutto	בייחוד	sopratutto		ADJ;MASC;SG
בייחוד	soprattutto	בייחוד	soprattutto		ADV
בייחוד	specialmente	בייחוד	specialmente		ADV
התופעה	fenomeno	התופעה	fenomeno	V;FEM;SG;3;PST	N;MASC;SG
אוטומטי	auto	אוטומטי	auto	ADJ;MASC;SG	N;FEM
אוטומטי	automatici	אוטומטי	automatico	ADJ;MASC;SG	N;MASC;PL
אוטומטי	automatiche	אוטומטי	automatico	ADJ;MASC;SG	ADJ;FEM;PL
כהה	scuro	כהה	scuro		ADJ;MASC;SG
כהה	dark	כהה	dark		N
כהה	buio	כהה	buio		N;MASC;SG
כהה	oscurità	כהה	oscurità		N;FEM
כח	forza	כוח	forza		N;FEM;SG
כח	forza	כוח	forza		N;FEM;SG
כח	force	כוח	force		N;FEM
כח	potere	כוח	potere		N;MASC;SG
כח	potenza	כוח	potenza		N;FEM;SG
כח	power	כוח	power		N
כלום	nulla	כלום	nulla	N;MASC;SG	PRO;SG
כלום	niente	כלום	niente	N;MASC;SG	PRO;SG
בדו	beddoe	בדו	beddoe		ADJ;SG
הסנאט	senato	הסנאט	senato	PROPN	N;MASC;SG
מומחה	specialisti	מומחה	specialista	N;MASC;SG	N;MASC;PL
מומחה	esperti	מומחה	esperto	N;MASC;SG	N;MASC;PL
מומחה	esperta	מומחה	esperto	N;MASC;SG	ADJ;FEM;SG
סיכון	rischi	סיכון	rischio	N;MASC;SG	N;MASC;PL
מזהה	riconosci	זיהה	riconoscere	V;MASC;SG;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN
הנביא	profeta	הנביא	profeto	PROPN	N;MASC;SG
החיבור	connessione	החיבור	connessione	PROPN	N;FEM;SG
החיבור	collegamento	החיבור	collegamento	PROPN	N;MASC;SG
נוח	comodi	נוח	comodo	ADJ;MASC;SG	ADJ;MASC;PL
נוח	no	נוח	no	ADJ;MASC;SG	INTJ;NEG
נוח	noah	נוח	noah	ADJ;MASC;SG	N;MASC;SG
נוח	noe	נוח	noe	ADJ;MASC;SG	N;MASC
נוח	comode	נוח	comodo	ADJ;MASC;SG	ADJ;FEM;PL
נוח	comodi	נוח	comodo	ADJ;MASC;SG	ADJ;MASC;PL
נוח	confortevoli	נוח	confortevole	ADJ;MASC;SG	ADJ;PL
מסורתי	tradizionali	מסורתי	tradizionale	ADJ;MASC;SG	ADJ;PL
עבדה	lavorate	עבד	lavorare	V;FEM;SG;3;PST	V;FEM;PL;PST;V.PTCP
עבדה	lavorati	עבד	lavorato	V;FEM;SG;3;PST	V;MASC;PL;PST;V.PTCP
נפתחה	aperto	נפתח	aperto	V;FEM;SG;3;PST;MID	ADJ;MASC;SG
חואן	juan	חואן	juan	PROPN	N;MASC;SG
מודרני	moderne	מודרני	moderno	ADJ;MASC;SG	ADJ;FEM;PL
מודרני	moderni	מודרני	moderno	ADJ;MASC;SG	ADJ;MASC;PL
מודרני	modern	מודרני	modern	ADJ;MASC;SG	N
מודרני	modernità	מודרני	modernità	ADJ;MASC;SG	N;FEM
נאסר	nasser	נאסר	nasser	V;MASC;SG;3;PST;MID	N
נאסר	proibiti	נאסר	proibire	V;MASC;SG;3;PST;MID	ADJ;MASC;PL
נאסר	vietati	נאסר	vietare	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נאסר	proibita	נאסר	proibire	V;MASC;SG;3;PST;MID	ADJ;FEM;SG
נאסר	vietati	נאסר	vietare	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
פינלנד	finlandia	פינלנד	finlandia	PROPN	N;FEM;SG
לבנה	bianca	לבן	bianco		ADJ;FEM;SG
לבנה	white	לבן	white		N
לבנה	bianchi	לבן	bianco		N;MASC;PL
לבנה	bianco	לבן	bianco		ADJ;MASC;SG
לבנה	bianche	לבן	bianco		ADJ;FEM;PL
לבנה	mattone	לבן	mattone		N;MASC;SG
לבנה	brick	לבן	brick		N
לבנה	mattoni	לבן	mattone		N;MASC;PL
לבנה	caucasico	לבן	caucasico		ADJ;MASC;SG
לבנה	caucasica	לבן	caucasica		ADJ;FEM;SG
תרבותי	colto	תרבותי	cogliere	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
פוליטיות	politico	פוליטי	politico	ADJ;FEM;PL	ADJ;MASC;SG
מקבלת	ricezione	קיבל	ricezione	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
מפעילים	operatori	מפעיל	operatore	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
התפתח	sviluppati	התפתח	sviluppato	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
התפתח	sviluppate	התפתח	sviluppato	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
התפתח	evoluto	התפתח	evolvere	V;MASC;SG;3;PST	ADJ;MASC;SG
התפתח	evoluti	התפתח	evolvere	V;MASC;SG;3;PST	ADJ;MASC;PL
התפתח	evoluta	התפתח	evoluto	V;MASC;SG;3;PST	ADJ;FEM;SG
פנימית	interni	פנימי	interno	ADV	ADJ;MASC;PL
פנימית	interno	פנימי	interno	ADV	ADJ;MASC;SG
מתה	morì	מת	morire	PROPN	V;IND;SG;3;PST;FIN
מתה	morti	מת	morto	PROPN	N;MASC;PL
מתה	morta	מת	morire	PROPN	V;FEM;SG;PST;V.PTCP
מתה	morto	מת	morire	PROPN	V;MASC;SG;PST;V.PTCP
מתה	dead	מת	dead	PROPN	N
מדיה	medio	מדיה	medio	N;MASC;SG	ADJ;MASC;SG
רשימות	appunti	רשימה	appunto	N;FEM;PL	V;IND;SG;2;PRS;FIN
נפה	provincia	נפה	provincia	PROPN	N;FEM;SG
אימון	praticare	אימון	praticare	N;MASC;SG	V;NFIN
קרי	kerry	קרי	kerry		N;MASC
קרי	carrie	קרי	carria		N;FEM;SG
קרי	kree	קרי	krea		N;MASC;PL
המון	lotti	המון	lotto		N;MASC;PL
המון	carichi	המון	carico		N;MASC;PL
סטלין	stalin	סטלין	stalin	PROPN	N;MASC;PL
הוצאות	spesa	הוצאה	spesa	N;FEM;PL	N;FEM;SG
להוביל	piombo	הוביל	piombo	V;NFIN;ACT	N;MASC;SG
חרב	spada	חרב	spada		N;FEM;SG
מפורסם	famosi	מפורסם	famoso	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
מפורסם	famosa	מפורסם	famoso	V;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG
מפורסם	celebre	מפורסם	celebre	V;MASC;SG;V.PTCP;PASS	ADJ;SG
מפורסם	famose	מפורסם	famoso	V;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL
מפורסם	famoso	מפורסם	famoso	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
מפורסם	celebrità	מפורסם	celebrità	V;MASC;SG;V.PTCP;PASS	N;FEM
יוצרת	crea	יצר	creare	V;FEM;SG;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN
יוצרת	creazione	יצר	creazione	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
יוצרת	creatore	יצר	creatore	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
יוצרת	creatrice	יצר	creatrice	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
מחודשת	rinnovate	מחודש	rinnovare	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
מחודשת	rinnovato	מחודש	rinnovare	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
מחודשת	rinnovati	מחודש	rinnovare	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
מחודשת	rinnovata	מחודש	rinnovare	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
אלפים	migliaia	אלפים	migliaio	NUM;MASC;PL	N;FEM;PL
אלפים	elfi	אלפים	elfo	NUM;MASC;PL	N;MASC;PL
אלפים	folletti	אלפים	folletto	NUM;MASC;PL	N;MASC;PL
מנזר	monastero	מנזר	monastero	PROPN	N;MASC;SG
נוי	ornamentali	נוי	ornamentale	PROPN	ADJ;PL
נוי	ornamento	נוי	ornamento	PROPN	N;MASC;SG
נוי	noy	נוי	noy	PROPN	ADJ;SG
נוי	nui	נוי	nui	PROPN	N;MASC;SG
סימנים	segnaletica	סימן	segnaletico	N;MASC;PL	N;FEM;SG
חם	caldo	חם	caldo		ADJ;MASC;SG
חם	hot	חם	hot		N
חם	bollente	חם	bollente		ADJ;SG
חם	caldo	חם	caldo		ADJ;MASC;SG
חם	caldi	חם	caldo		ADJ;MASC;PL
חם	calda	חם	caldo		ADJ;FEM;SG
חם	warm	חם	warm		N
מרקוס	marcus	מרקוס	marcus	PROPN	N;MASC;SG
מרקוס	marco	מרקוס	marco	PROPN	N;MASC;SG
מרקוס	marcos	מרקוס	marcos	PROPN	N;MASC;SG
מרקוס	markus	מרקוס	markus	PROPN	N
זכאי	ammissibili	זכאי	ammissibile		ADJ;PL
זכאי	idoneo	זכאי	idoneo		ADJ;MASC;SG
לירות	spara	ירה	sparare		V;IND;SG;3;PRS;FIN
לירות	sparate	ירה	sparata		N;FEM;PL
לירות	sparare	ירה	sparare		V;NFIN
התוצאות	risultati	התוצאות	risultato	N;FEM;SG	N;MASC;PL
בלוס	bellows	בלוס	bellows		N;MASC
עזבו	lascia	עזב	lasciare	V;PL;3;PST;ACT	V;IND;SG;2;PRS;FIN
עזבו	lasciate	עזב	lasciare	V;PL;3;PST;ACT	V;IMP;PL;2;PRS;FIN
קשורים	correlato	קשר	correlato	V;MASC;PL;V.PTCP;ACT	ADJ;MASC;SG
טורניר	tornei	טורניר	torneo	N;MASC;SG	N;MASC;PL
הרגל	abitudine	הרגל	abitudine	PROPN	N;FEM;SG
הרגל	vizio	הרגל	vizio	PROPN	N;MASC;SG
חברון	hebron	חברון	hebron	PROPN	N;MASC;SG
סרביה	serbia	סרביה	serbia	PROPN	N;FEM;SG
צלם	fotografo	צלם	fotografo	PROPN	N;MASC;SG
צלם	fotografa	צלם	fotografo	PROPN	N;FEM;SG
שמינית	ottava	שמינית	ottavo	ADV	ADJ;FEM;SG
שמינית	ottavo	שמינית	ottavo	ADV	ADJ;MASC;SG
עילית	élite	עילה	élite	PROPN	N;FEM;SG
עילית	elite	עילה	elite	PROPN	N
שהתקיימה	intraprese	שהתקיים	intraprendere	PROPN	V;IND;SG;3;PST;FIN
שהתקיימה	intrapresi	שהתקיים	intraprendere	PROPN	V;MASC;PL;PST;V.PTCP
און	eun	און	eun		
הקול	voice	הקול	voice		N
הקול	voce	הקול	voce		N;FEM;SG
פישר	fisher	פישר	fisher	PROPN	N;MASC
פישר	fischer	פישר	fischer	PROPN	N;MASC;SG
נפתלי	naftali	נפתלי	naftale	PROPN	ADJ;PL
ורדן	verdun	ורדן	verduno	PROPN	N;MASC;SG
איור	fig	איור	figo	PROPN	N;SG
איור	fichi	איור	fico	PROPN	N;MASC;PL
איור	illustrazioni	איור	illustrazione	PROPN	N;FEM;PL
איור	illustrazione	איור	illustrazione	PROPN	N;FEM;SG
המלחין	compositore	המלחין	compositore	PROPN	N;MASC;SG
נמצאה	trovati	נמצא	trovare	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
חברתיות	sociale	חברתי	sociale	ADJ;FEM;PL	ADJ;SG
חברתיות	social	חברתי	social	ADJ;FEM;PL	N
ויילס	galles	ויילס	galles	PROPN	N;MASC;SG
הכנסה	entrate	הכנסה	entrata	N;FEM;SG	N;FEM;PL
