right	सही	righta	सही		ADJ
bojna	कॉम्बैट	bojen	कॉम्बैट	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
nizozemsko	नीदरलैंड	nizozemski	नीदरलैंड	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
nizozemsko	नीदरलैंड्स	nizozemski	नीदरलैंड्स	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
nizozemsko	हॉलैंड	nizozemski	हॉलैंड	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
nizozemsko	डच	nizozemski	डच	ADJ;NOM;NEUT;SG	
palačo	महल	palača	महल	N;ACC;FEM;SG	N;NOM;MASC;SG;3
palačo	पैलेस	palača	पैलेस	N;ACC;FEM;SG	N;NOM;MASC;SG;3
palačo	राजमहल	palača	राजमहल	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
legenda	लीजेंड	legenda	लीजेंड	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
legenda	किंवदंती	legenda	किंवदंती	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ploščo	पैनल	plošča	पैनल	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ploščo	पटल	plošča	पटल	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ploščo	फलक	plošča	फलक	N;ACC;FEM;SG	N;NOM;MASC;SG;3
arabski	अरब	arabski	अरब	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
arabski	अरबी	arabski	अरबी	ADJ;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
omrežje	संजाल	omrežje	संजाल	N;NOM;NEUT;SG	
shoemaker	शूमेकर	shoemaker	शूमेकर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
drame	नौटंकी	drama	नौटंकी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
drame	ड्रामा	drama	ड्रामा	N;NOM;FEM;PL	N;NOM;MASC;SG;3
drame	नाटक	drama	नाटक	N;NOM;FEM;PL	N;NOM;MASC;SG;3
roberta	रोबर्टा	robert	रोबर्टा	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
cezar	सीज़र	cezar	सीज़र	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
človeški	मनुष्य	človeški	मनुष्य	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
človeški	मानव	človeški	मानव	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
človeški	इंसान	človeški	इंसान	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
težo	भार	teža	भार	N;ACC;FEM;SG	N;NOM;MASC;SG;3
težo	वजन	teža	वजन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
težo	वज़न	teža	वज़न	N;ACC;FEM;SG	N;NOM;MASC;SG;3
zmaj	पतंग	zmaj	पतंग	N;NOM;MASC;SG	
zmaj	ड्रैगन	zmaj	ड्रैगन	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zunanja	आउटडोर	zunanji	आउटडोर	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
zunanja	बाहर	zunanji	बाहर	ADJ;NOM;FEM;SG	ADV;NOM;MASC;SG;3
zunanja	बाह्य	zunanji	बाह्य	ADJ;NOM;FEM;SG	
vina	शराब	vino	शराब	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
vina	वाइन	vino	वाइन	N;NOM;NEUT;PL	
oko	आंख	oko	आंख	N;NOM;NEUT;SG	
desetletjih	दशकों	desetletje	दशक	N;ESS;NEUT;PL	N;NOM;MASC;PL;3
majhni	छोटा	majhen	छोटा	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
majhni	छोटी	majhen	छोटा	ADJ;NOM;MASC;PL	ADJ;FEM;SG
staršev	अभिभावक	starš	अभिभावक	N;GEN;MASC;PL	N;NOM;MASC;SG;3
staršev	जनक	starš	जनक	N;GEN;MASC;PL	
perry	पैरी	perry	पैरी	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
perry	पेरी	perry	पेरी	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
soboto	शनिवार	sobota	शनिवार	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
mediji	मिडिया	medij	मिडिया	N;NOM;MASC;PL	N;NOM;FEM;SG;3
mediji	मीडिया	medij	मीडिया	N;NOM;MASC;PL	N;NOM;MASC;SG;3
režiral	निर्देशित	režirati	निर्देशित	V;MASC;SG;V.PTCP	PROPN;NOM;SG;3
nicolas	निकोलस	nicolas	निकोलस	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
philip	फिलिप	philip	फिलिप	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
božič	क्रिसमस	božič	क्रिसमस	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
srečanje	रवि	srečanje	रवि	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
srečanje	रीयूनियन	srečanje	रीयूनियन	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
jimmy	जिमी	jimmy	जिमी	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
jimmy	jimmy	jimmy	jimmy	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
campbell	कैम्पबेल	campbel	कैम्पबेल	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
operacijo	ऑपरेशन	operacija	ऑपरेशन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
operacijo	संचालन	operacija	संचालन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
operacijo	आपरेशन	operacija	आपरेशन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
operacijo	सर्जरी	operacija	सर्जरी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ptice	पंछी	ptica	पंछा	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ptice	परिंदे	ptica	परिंदे	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ptice	पक्षियों	ptica	पक्षी	N;NOM;FEM;PL	N;ACC;MASC;PL;3
izbrane	चयनित	izbran	चयनित	ADJ;NOM;FEM;PL;V.PTCP	PROPN;NOM;MASC;SG;3
atomov	अणु	atomov	अणु	N;GEN;MASC;PL	N;NOM;MASC;SG;3
obraz	चेहरे	obraz	चेहरा	N;NOM;MASC;SG	N;NOM;MASC;PL;3
obraz	face	obraz	face	N;NOM;MASC;SG	
obraz	फेस	obraz	फेस	N;NOM;MASC;SG	
severovzhodno	पूर्वोत्तर	severovzhoden	पूर्वोत्तर	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
dreves	वृक्ष	drevo	वृक्ष	N;GEN;NEUT;PL	N;NOM;MASC;SG;3
dreves	पेड़ों	drevo	पेड़	N;GEN;NEUT;PL	N;ACC;MASC;PL;3
dreves	पेड़	drevo	पेड़	N;GEN;NEUT;PL	N;NOM;MASC;SG;3
diplomirala	स्नातक	diplomirati	स्नातक	V;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
diplomirala	ग्रैजुएट	diplomirati	ग्रैजुएट	V;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
izdelki	लेख	izdelek	लेख	N;NOM;MASC;PL	N;NOM;MASC;SG;3
izdelki	आलेख	izdelek	आलेख	N;NOM;MASC;PL	N;NOM;MASC;SG;3
izdelki	उत्पाद	izdelek	उत्पाद	N;NOM;MASC;PL	N;NOM;MASC;SG;3
bitja	जीव	bitje	जीव	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
srečko	लकी	srečka	लक	N;NOM;MASC;SG	
srečko	lucky	srečka	lucky	N;NOM;MASC;SG	
tanka	टैंक	tanek	टैंक	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
morskih	समुद्रतट	morski	समुद्रतट	ADJ;GEN;MASC;PL	N;NOM;MASC;SG;3
morskih	मरीन	morski	मरीन	ADJ;GEN;MASC;PL	
morskih	समुद्री	morski	समुद्री	ADJ;GEN;MASC;PL	ADJ;NOM
hdd	hdd	hdd	hdd	N;NOM;MASC;SG	
zvoka	ध्वनि	zvok	ध्वनि	N;GEN;MASC;SG	N;NOM;FEM;SG;3
sol	सोल	sol	सोल	N;NOM;MASC;SG	
predhodno	प्राथमिक	predhodno	प्राथमिक	ADV	N;NOM
predhodno	प्रारंभिक	predhodno	प्रारंभिक	ADV	ADJ;NOM
predhodno	पिछले	predhodno	पिछला	ADV	ADJ;ACC;MASC;PL
predhodno	पिछला	predhodno	पिछला	ADV	ADJ;NOM;MASC;SG
plemen	जनजातियों	plemen	जनजाति	N;GEN;FEM;PL	N;ACC;FEM;PL;3
britanci	ब्रिटिश	britanec	ब्रिटिश	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
britanci	अंग्रेजों	britanec	अंग्रेज	N;NOM;MASC;PL	N;ACC;MASC;PL;3
iau	iau	iti	iau	PROPN;NOM;FEM;SG	
villa	विला	vileti	विला	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
obnovljena	नवीनीकृत	obnovljen	नवीनीकृत	ADJ;NOM;FEM;SG;V.PTCP	N;NOM;FEM;SG;3
obnovljena	लौटी	obnovljen	लौट	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
turški	तुर्की	turški	तुर्की	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
dediščina	धरोहर	dediščina	धरोहर	N;NOM;FEM;SG	
ian	lan	ian	ओे	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
ian	इयान	ian	इयान	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
lov	हंट	lov	हंट	N;NOM;MASC;SG	
srebro	चाँदी	srebro	चाँदी	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;3
srebro	चांदी	srebro	चांदी	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;3
zgodnja	जल्दी	zgodnja	जल्दी	ADJ;NOM;FEM;SG	ADV
izrazi	एक्सप्रेशन	izraz	एक्सप्रेशन	N;NOM;MASC;PL	N;NOM;MASC;SG;3
izrazi	अभिव्यक्ति	izraz	अभिव्यक्ति	N;NOM;MASC;PL	N;NOM;FEM;SG;3
izrazi	शर्तों	izraz	शर्त	N;NOM;MASC;PL	N;ACC;FEM;PL;3
izrazi	शर्तो	izraz	शर्त	N;NOM;MASC;PL	N;ACC;FEM;PL;3
johansson	जोहानसन	johansson	जोहानसन	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
enaki	बराबर	enak	बराबर	DET;NOM;MASC;PL	CONJ
izkušenj	अनुभव	izkušnja	अनुभव	N;GEN;FEM;PL	N;NOM;MASC;SG;3
pouk	क्लास	pouk	क्लास	N;NOM;MASC;SG	
turško	तुर्की	turški	तुर्की	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
heera	हीरा	heero	हीरा	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zaslug	मेरिट	zasluga	मेरिट	N;GEN;FEM;PL	N;NOM;FEM;SG;3
perzijski	फारसी	perzijski	फारसी	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
perzijski	फ़ारसी	perzijski	फ़ारसी	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
perzijski	पारसी	perzijski	पारसी	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
alpski	अल्पाइन	alpski	अल्पाइन	ADJ;NOM;DEF;MASC;SG	
revolucijo	क्रांति	revolucija	क्रांति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
revolucijo	इंकलाब	revolucija	इंकलाब	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
revolucijo	क्रान्ति	revolucija	क्रान्ति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
vodilo	गाइड	vodilo	गाइड	N;NOM;NEUT;SG	
diplomatsko	राजनयिक	diplomatski	राजनयिक	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL;3
jezus	यीशु	jezus	यीशु	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
strokovnjak	विशेषज्ञ	strokovnjak	विशेषज्ञ	N;NOM;MASC;SG	N;NOM;MASC;PL;3
rakete	मिसाइलों	raketa	मिसाइल	N;NOM;FEM;PL	N;ACC;FEM;PL;3
rakete	मिसाइल	raketa	मिसाइल	N;NOM;FEM;PL	N;NOM;FEM;SG;3
bratje	भाइयों	bratje	भाई	N;NOM;MASC;PL	N;ACC;MASC;PL;3
bratje	भाईयो	bratje	भाईयो	N;NOM;MASC;PL	
bratje	भाइयो	bratje	भाइयो	N;NOM;MASC;PL	
omejena	limited	omejen	limited	ADJ;NOM;FEM;SG;V.PTCP	PROPN;NOM
zares	बेशक	zares	बेशक	ADV	CONJ
zares	सचमुच	zares	सचमुच	ADV	
zares	वाकई	zares	वाकई	ADV	
odgovoren	ज़िम्मेदार	odgovoren	ज़िम्मेदार	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
paolo	पाउलो	paoti	पाउलो	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
notranja	आतंरिक	notranji	आतंरिक	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
notranja	भीतरी	notranji	भीतरी	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
vidni	दृष्टिगोचर	viden	दृष्टिगोचर	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
vidni	दृश्यमान	viden	दृश्यमान	ADJ;NOM;MASC;PL	
vidni	दृश्य	viden	दृश्य	ADJ;NOM;MASC;PL	N;NOM;MASC;SG;3
obnovo	जीर्णोद्धार	obnova	जीर्णोद्धार	N;ACC;FEM;SG	N;NOM;MASC;SG;3
obnovo	पुनरुद्धार	obnova	पुनरुद्धार	N;ACC;FEM;SG	N;NOM;MASC;SG;3
obnovo	बहाली	obnova	बहाली	N;ACC;FEM;SG	N;NOM;FEM;SG;3
arhitekturo	आर्किटेक्चर	arhitektura	आर्किटेक्चर	N;ACC;FEM;SG	N;NOM;MASC;SG;3
arhitekturo	वास्तु	arhitektura	वास्तु	N;ACC;FEM;SG	N;NOM;MASC;SG;3
arhitekturo	वास्तुकला	arhitektura	वास्तुकला	N;ACC;FEM;SG	N;NOM;FEM;SG;3
zasedba	डाल	zasedba	डाल	N;NOM;FEM;SG	V;ACT
sevanja	विकिरण	sevanji	विकिरण	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
kemijsko	रसायन	kemijski	रसायन	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
kemijsko	केमिकल	kemijski	केमिकल	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
kemijsko	रासायनिक	kemijski	रासायनिक	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
varno	सुरक्षित	varno	सुरक्षित	ADV	ADJ
varno	सकुशल	varno	सकुशल	ADV	
varno	सुरक्षित	varno	सुरक्षित	ADV	ADJ
parker	पार्कर	parker	पार्कर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
navratilova	नवरातिलोवा	navratilov	नवरातिलोवा	ADJ;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
kraji	स्थान	kraj	स्थान	N;NOM;MASC;PL	N;NOM;MASC;SG;3
križec	क्रास	križec	क्रास	N;NOM;MASC;SG	
križec	क्रॉस	križec	क्रॉस	N;NOM;MASC;SG	
prostori	परिसर	prostor	परिसर	N;NOM;MASC;PL	N;NOM;MASC;SG;3
prostori	प्रांगण	prostor	प्रांगण	N;NOM;MASC;PL	N;NOM;MASC;SG;3
prostori	स्पेसेस	prostor	स्पेसेस	N;NOM;MASC;PL	N;NOM;MASC;SG;3
zgrajeni	बनवाया	zgrajen	बन	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
zgrajeni	बनवाई	zgrajen	बन	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
abraham	अब्राहम	abrahati	अब्राहम	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
grška	ग्रीक	grški	ग्रीक	ADJ;NOM;FEM;SG	
grška	यूनानी	grški	यूनानी	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
oskar	oskar	oskar	oskar	N;NOM;MASC;SG	
julius	जूलियस	julius	जूलियस		PROPN;NOM;MASC;SG;3
brazilija	ब्राजील	brazilij	ब्राजील	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
brazilija	ब्राज़ील	brazilij	ब्राज़ील	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
obroč	अंगूठी	obroč	अंगूठी	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
obroč	हूप	obroč	हूप	N;NOM;MASC;SG	
prevladuje	प्रबल	prevladovati	प्रबल	V;IPFV;IND;SG;3;PRS;FIN	
tveganja	जोखिम	tveganje	जोखिम	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
tveganja	ख़तरा	tveganje	ख़तरा	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
tveganja	रिस्क	tveganje	रिस्क	N;NOM;NEUT;PL	
ruševine	खंडहर	ruševina	खंडहर	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ruševine	तबाह	ruševina	तबाह	N;NOM;FEM;PL	ADJ
odvetnik	वकील	odvetnik	वकील	N;NOM;MASC;SG	N;NOM;MASC;PL;3
obisk	विज़िट	obisk	विज़िट	N;NOM;MASC;SG	
harvard	हार्वर्ड	harvard	हार्वर्ड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gabriel	करोगी	gabriel	करोग	N;NOM;MASC;SG	
gabriel	जिबरील	gabriel	जिबरील	N;NOM;MASC;SG	
zeleno	अजवाइन	zelen	अजवाइन	ADV	
zeleno	हरित	zelen	हरित	ADV	PROPN;NOM;MASC;SG;3
zeleno	हरी	zelen	हरा	ADV	ADJ;NOM;FEM;SG
zeleno	हरा	zelen	हरा	ADV	V;MASC;SG;V.PTCP;ACT
zeleno	ग्रीन	zelen	ग्रीन	ADV	
dejstva	तथ्य	dejstvo	तथ्य	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
sodelavec	सहयोगी	sodelavec	सहयोगी	N;NOM;MASC;SG	N;NOM;MASC;PL;3
sodelavec	सहयोगी	sodelavec	सहयोगी	N;NOM;MASC;SG	N;NOM;MASC;PL;3
sodelavec	संबद्ध	sodelavec	संबद्ध	N;NOM;MASC;SG	PROPN;NOM;SG;3
padec	गिरने	padec	गिर	N;NOM;MASC;SG	V;NFIN;ACT
padec	गिरना	padec	गिर	N;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
padec	गिरा	padec	गिर	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
padec	गिरना	padec	गिर	N;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
padec	गिर	padec	गिर	N;NOM;MASC;SG	V;ACT
glasovanje	vote	glasovanje	vote	N;NOM;NEUT;SG	
prevodi	अनुवाद	prevod	अनुवाद	N;NOM;MASC;PL	N;NOM;MASC;SG;3
trdno	ठोस	trdno	ठोस	ADV	PROPN;NOM;MASC;SG;3
trdno	फर्म	trdno	फर्म	ADV	N;NOM;FEM;SG;3
trdno	कड़	trdno	कड़	ADV	
analizo	विश्लेषण	analiza	विश्लेषण	N;ACC;FEM;SG	N;NOM;MASC;SG;3
kralji	राजाओं	kralj	राजा	N;NOM;MASC;PL	N;ACC;MASC;PL;3
kralji	किंग्स	kralj	किंग	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
požar	अग्नि	požar	अग्नि	N;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
oliver	ओलिवर	oliver	ओलिवर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
električna	विद्युत	električen	विद्युत	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
električna	इलेक्ट्रिक	električen	इलेक्ट्रिक	ADJ;NOM;FEM;SG	N;NOM
toyota	टोयोटा	toy	टोयोटा	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
nafte	पेट्रोलियम	nafta	पेट्रोलियम	N;NOM;FEM;PL	N;NOM;MASC;SG;3
lok	आर्क	lok	आर्क	N;NOM;MASC;SG	
lok	धनुष	lok	धनुष	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
osebne	पर्सनल	oseben	पर्सनल	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
andy	एंडी	andy	एंडी	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zapusti	छोड़ें	zapustiti	छोड़	V;PFV;IND;SG;3;PRS;FIN	V;SBJV;PL;FIN;ACT
predmete	वस्तु	predmeti	वस्तु	N;ACC;MASC;PL	N;NOM;FEM;SG;3
predmete	ऑब्जेक्ट	predmeti	ऑब्जेक्ट	N;ACC;MASC;PL	N;NOM;MASC;SG;3
predmete	वस्तुएँ	predmeti	वस्तु	N;ACC;MASC;PL	N;NOM;FEM;PL;3
free	मुक्त	free	मुक्त	N;NOM;MASC;SG	ADJ
free	फ्री	free	फ्री	N;NOM;MASC;SG	
free	आजाद	free	आजाद	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
free	फ़्री	free	फा्री	N;NOM;MASC;SG	
kolonije	उपनिवेशों	kolonija	उपनिवेश	N;NOM;FEM;PL	N;ACC;MASC;PL;3
kolonije	उपनिवेशवाद	kolonija	उपनिवेशवाद	N;NOM;FEM;PL	N;NOM;MASC;SG;3
kolonije	कॉलोनी	kolonija	कॉलोनी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
kolonije	उपनिवेश	kolonija	उपनिवेश	N;NOM;FEM;PL	N;NOM;MASC;SG;3
samice	महिलाओं	samica	महिला	N;NOM;FEM;PL	N;ACC;FEM;PL;3
princa	राजकुमार	princ	राजकुमार	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
princa	प्रिन्स	princ	प्रिन्स	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
princa	प्रिंस	princ	प्रिंस	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
donald	डोनाल्ड	donald	डोनाल्ड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
jazz	जैज़	jazz	जैज़	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
motorje	इंजन	motor	इंजन	N;ACC;MASC;PL	N;NOM;MASC;SG;3
pomorski	मेरीटाइम	pomorski	मेरीटाइम	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
lawrence	लॉरेंस	lawrenca	लॉरेंस	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
atene	एथेंस	aten	एथेंस	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gray	ग्रे	gray	ग्रे		
gray	धूसर	gray	धूसर		
medved	भालू	medved	भालू	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
medijev	मिडिया	medij	मिडिया	N;GEN;MASC;PL	N;NOM;FEM;SG;3
medijev	मीडिया	medij	मीडिया	N;GEN;MASC;PL	N;NOM;MASC;SG;3
dnevi	दिन	dan	दिन	N;NOM;MASC;PL	N;NOM;MASC;SG;3
narodnosti	नस्ल	narodnost	नस्ल	N;NOM;FEM;PL	N;NOM;FEM;SG;3
atlas	एटलस	atlas	एटलस	N;NOM;MASC;SG	
rafael	राफेल	rafaeti	राफेल	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
lloyd	लॉयड	lloyd	लॉयड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
oblačila	परिधान	oblačilo	परिधान	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
oblačila	वस्त्र	oblačilo	वस्त्र	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
oblačila	पहनावा	oblačilo	पहनावा	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
oblačila	वस्त्र	oblačilo	वस्त्र	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
starša	अभिभावक	starš	अभिभावक	N;NOM;MASC;DU	N;NOM;MASC;SG;3
starša	अभिभावक	starš	अभिभावक	N;NOM;MASC;DU	N;NOM;MASC;SG;3
starša	जनक	starš	जनक	N;NOM;MASC;DU	
spomenikov	स्मारक	spomenik	स्मारक	N;GEN;MASC;PL	N;NOM;MASC;SG;3
tehniko	तकनीक	tehnika	तकनीक	N;ACC;FEM;SG	N;NOM;FEM;SG;3
trdnjavo	किला	trdnjava	किला	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ročno	मैनुअल	ročen	मैनुअल	ADV	N;NOM;MASC;SG;3
ročno	मैन्युअल	ročen	मैन्युअल	ADV	N;NOM;MASC
ročno	हस्तचालित	ročen	हस्तचालित	ADV	ADJ;NOM
ročno	हस्तचालित	ročen	हस्तचालित	ADV	ADJ;NOM
mladina	जवानी	mladina	जवानी	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
mladina	युवाओं	mladina	युवा	N;NOM;FEM;SG	N;ACC;MASC;PL;3
koča	कॉटेज	kočati	कॉटेज	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
osnove	basics	osnova	basics	N;NOM;FEM;PL	
osnove	आधारभूत	osnova	आधारभूत	N;NOM;FEM;PL	ADP
umetniški	कलात्मक	umetniški	कलात्मक	ADJ;NOM;MASC;SG	PROPN;NOM;SG;3
umetniški	कलाकारी	umetniški	कलाकारी	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;3
srednjeveški	मध्यकालीन	srednjeveški	मध्यकालीन	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
diego	डिएगो	diego	डिएगो	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
škotska	स्कॉटलैंड	škotski	स्कॉटलैंड	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
škotska	स्कॉटिश	škotski	स्कॉटिश	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
negativno	नकारात्मक	negativen	नकारात्मक	ADV	ADJ
negativno	ऋणात्मक	negativen	ऋणात्मक	ADV	N;NOM;MASC;SG;3
beljakovin	प्रोटीन	beljakovina	प्रोटीन	N;GEN;FEM;PL	N;NOM;MASC;SG;3
beljakovin	प्रोटीन	beljakovina	प्रोटीन	N;GEN;FEM;PL	N;NOM;MASC;SG;3
samostojne	विलग	samostojen	विलग	ADJ;NOM;FEM;PL	
vancouver	वैंकूवर	vancouver	वैंकूवर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
govor	स्पीच	govor	स्पीच	N;NOM;MASC;SG	
govor	वाक्	govor	वाक्	N;NOM;MASC;SG	
govor	वाक	govor	वाक	N;NOM;MASC;SG	
medsebojno	पारस्परिक	medsebojno	पारस्परिक	ADV	N;NOM;MASC;SG;3
medsebojno	आपसी	medsebojno	आपसी	ADV	ADJ;NOM
medsebojno	परस्पर	medsebojno	परस्पर	ADV	
podrobnosti	विवरण	podrobnost	विवरण	N;NOM;FEM;PL	N;NOM;MASC;SG;3
