dynasti	dynastie	dynasti	dynastie	N;INDF;NEUT;SG	N;NOM;FEM;PL
klinisk	klinickej	klinisk	klinický	ADV	ADJ;GEN;FEM;SG
indså	realizovaná	indså	realizovaný	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
indså	realizovaný	indså	realizovaný	V;IND;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
indså	realizované	indså	realizovaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
word	slova	word	slovo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
onsdag	streda	onsdag	streda	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
onsdag	stredy	onsdag	stred	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
biologi	biológie	biologi	biológia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
palme	palm	palme	palm	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
frekvens	frekvencie	frekve	frekvencia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
airways	airways	airway	airways		N;NOM;FEM;SG
maksimalt	maximálna	maksimalt	maximálny	ADV	ADJ;NOM;FEM;SG
maksimalt	maximálny	maksimalt	maximálny	ADV	ADJ;INAN;NOM;MASC;SG
maksimalt	maximum	maksimalt	maximum	ADV	N;INAN;NOM;MASC;SG
hør	ľan	høre	ľan	V;IMP	N;INAN;NOM;MASC;SG
defensiv	obranný	defensiv	obranný	N;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
defensiv	obranná	defensiv	obranný	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
defensiv	obranné	defensiv	obranný	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
patienten	trpezlivý	patient	trpezlivý	N;DEF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
patienten	pacientky	patient	pacientka	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
hannibal	hannibal	hannibal	hannibal	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
købes	kúp	købe	kúp	V;IND;PRS;NFIN;PASS	V;PFV;IMP;SG;2;POS;FIN
købes	zakúpené	købe	zakúpený	V;IND;PRS;NFIN;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
købes	kúpené	købe	kúpený	V;IND;PRS;NFIN;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
købes	kúpila	købe	kúpiť	V;IND;PRS;NFIN;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
købes	zakúpené	købe	zakúpený	V;IND;PRS;NFIN;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
købes	kúpené	købe	kúpený	V;IND;PRS;NFIN;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
købes	kúpil	købe	kúpiť	V;IND;PRS;NFIN;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
janeiro	janeiro	janeiro	janeiro		
gotha	gotha	gotha	gotha		PROPN;ANIM;NOM;MASC;SG
genoptog	obnovený	genoptog	obnovený	V;IND;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
genoptog	obnovená	genoptog	obnovený	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
genoptog	obnovené	genoptog	obnovený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forbeholdt	rezervované	forbeholde	rezervovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forbeholdt	vyhradené	forbeholde	vyhradený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forbeholdt	vyhradená	forbeholde	vyhradený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
indvandring	prisťahovalectva	indvandring	prisťahovalectvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
indvandring	migrácie	indvandring	migrácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
hjalmar	hjalmar	hjalmar	hjalmar		N;ANIM;NOM;MASC;SG
derby	derby	derby	derba	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
salvador	salvador	salvador	salvador		N;ANIM;NOM;MASC;SG
duke	duke	duke	duka		PROPN;ANIM;NOM;MASC;SG
duke	vojvoda	duke	vojvoda		N;ANIM;NOM;MASC;SG
mønt	mince	mønt	minca	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
isaac	isaac	isaac	isaac		N;ANIM;NOM;MASC;SG
myspace	myspace	myspace	myspaca	N;INDF;NEUT;SG	N;NOM;FEM;PL
forhandle	rokovania	forhandle	rokovanie	V;NFIN;ACT	N;NOM;NEUT;PL
forhandle	vyjednávanie	forhandle	vyjednávanie	V;NFIN;ACT	N;NOM;NEUT;SG
forhandle	rokovanie	forhandle	rokovanie	V;NFIN;ACT	N;NOM;NEUT;SG
lis	liz	lis	liz		PROPN;NOM;FEM;SG
lis	lis	lis	lis		N;INAN;NOM;MASC;SG
indeholdende	obsahujúce	indeholde	obsahujúci	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
indeholdende	obsahujúca	indeholde	obsahujúci	V;PRS;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
indeholdende	obsahujúci	indeholde	obsahujúci	V;PRS;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
genoptaget	obnovený	genoptage	obnovený	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
genoptaget	obnovená	genoptage	obnovený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
genoptaget	obnovené	genoptage	obnovený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
påvirkede	ovplyvnený	påvirke	ovplyvnený	V;PL;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
påvirkede	ovplyvnil	påvirke	ovplyvniť	V;PL;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
påvirkede	ovplyvnené	påvirke	ovplyvnený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
påvirkede	ovplyvnená	påvirke	ovplyvnený	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
påvirkede	postihnutý	påvirke	postihnutý	V;PL;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG
påvirkede	ovplyvnené	påvirke	ovplyvnený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
påvirkede	ovplyvnená	påvirke	ovplyvnený	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
påvirkede	zasiahnuté	påvirke	zasiahnutý	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
påvirkede	postihnutá	påvirke	postihnutý	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
grafik	grafické	grafik	grafický	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
grafik	grafický	grafik	grafický	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
grafik	grafické	grafik	grafický	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
forældet	zastarané	forælde	zastaraný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forældet	zastarané	forælde	zastaraný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fantasi	fantázie	fantasi	fantázia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
rostock	rostock	rostock	rostock	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
mos	moss	mos	moss	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
farvel	dovidenia	farvel	dovidenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
farvel	dovidenia	farvel	dovidenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
specialiserede	špecializovaných	specialisere	špecializovaný	V;PL;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
specialiserede	špecializované	specialisere	špecializovaný	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
specialiserede	špecializovaná	specialisere	špecializovaný	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
specialiserede	špecializovaný	specialisere	špecializovaný	V;PL;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
specialiserede	špecializované	specialisere	špecializovaný	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
specialiserede	špecializovaná	specialisere	špecializovaný	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
specialiserede	špecializovaný	specialisere	špecializovaný	V;PL;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
geologisk	geologická	geologisk	geologický	ADV	ADJ;NOM;FEM;SG
geologisk	geologické	geologisk	geologický	ADV	ADJ;NOM;NEUT;SG
jin	jin	jin	jin		N;NOM;FEM;SG
vandret	horizontálne	vandret	horizontálne	V;INDF;SG;PST;V.PTCP	ADV
vandret	horizontálny	vandret	horizontálny	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG
vandret	horizontálne	vandret	horizontálne	V;INDF;SG;PST;V.PTCP	ADV
vandret	horizontálna	vandret	horizontálny	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
isle	isle	isle	isle	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
homoseksuelle	gayov	homoseksuel	gay	ADJ;PL	N;ANIM;ACC;MASC;PL
homoseksuelle	homosexuál	homoseksuel	homosexuál	ADJ;PL	N;ANIM;NOM;MASC;SG
homoseksuelle	homosexuálov	homoseksuel	homosexuál	ADJ;PL	N;ANIM;ACC;MASC;PL
gennemgået	preskúmané	gennemgå	preskúmaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
aluminium	hliníkové	aluminium	hliníkový	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
aluminium	hliníkové	aluminium	hliníkový	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
tanzania	tanzánia	tanzania	tanzániť		N;NOM;FEM;SG
miguel	miguel	miguel	miguel		PROPN;ANIM;NOM;MASC;SG
rosen	rosen	rose	rosen	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
clinton	clinton	clinton	clinton		PROPN;ANIM;NOM;MASC;SG
tungere	ťažšie	tung	ťažký	ADJ;CMPR	ADV;CMPR
uddrag	výťažky	uddrag	výťažka	N;INDF;NEUT;SG	N;NOM;FEM;PL
uddrag	výpisy	uddrag	výpis	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
uddrag	úryvky	uddrag	úryvok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
rimelig	pomerne	rimelig	pomerne	ADJ;INDF;MASC+FEM;SG	PART
rimelig	spravodlivo	rimelig	spravodlivo	ADJ;INDF;MASC+FEM;SG	ADV
rimelig	fér	rimelig	fér	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rimelig	veľtrh	rimelig	veľtrh	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ødelæggelse	ničenia	ødelæggelse	ničenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
lander	lander	land	lander	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
lander	pristátia	land	pristátiť	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
lander	pristátie	land	pristátiť	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
lander	land	land	land	V;IND;PRS;FIN;ACT	
lander	pozemok	land	pozemok	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
lander	pôdy	land	pôda	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
lander	pozemky	land	pozemok	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
lander	pôda	land	pôda	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
kids	deti	kids	dieťa	N;INDF;NEUT;SG	N;NOM;NEUT;PL
kids	detská	kids	detský	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
kids	decká	kids	decko	N;INDF;NEUT;SG	N;NOM;NEUT;PL
hang	hung	hænge	hung	V;IMP	PROPN;ANIM;NOM;MASC;SG
hang	závesné	hænge	závesný	V;IMP	ADJ;NOM;NEUT;SG
hang	visí	hænge	visieť	V;IMP	V;IPFV;IND;SG;3;POS;PRS;FIN
ålborg	aalborg	ålborg	aalborg		PROPN;INAN;NOM;MASC;SG
ioc	mov	ioc	mov	PROPN	
mai	mai	mai	mať		PROPN;ANIM;NOM;MASC;SG
udrustet	vybavené	udruste	vybavený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udrustet	vybavená	udruste	vybavený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
udrustet	vybavený	udruste	vybavený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
tænkning	myslenia	tænkning	myslenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
tænkning	myslel	tænkning	myslieť	N;INDF;MASC+FEM;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tænkning	premýšľa	tænkning	premýšľa	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
village	dediny	villag	dedina		N;NOM;FEM;PL
village	dedinka	villag	dedinka		N;NOM;FEM;SG
village	dedine	villag	dedina		N;DAT;FEM;SG
village	dedina	villag	dedina		N;NOM;FEM;SG
village	obec	villag	obec		N;NOM;FEM;SG
straffe	trest	straffe	trest	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
straffe	pokuta	straffe	pokut	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
straffe	sankcia	straffe	sankcia	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
straffe	treste	straffe	trest	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
straffe	potrestať	straffe	potrestať	N;INDF;MASC+FEM;PL	V;PFV;POS;NFIN
straffe	trestať	straffe	trestať	N;INDF;MASC+FEM;PL	V;IPFV;POS;NFIN
straffe	trest	straffe	trest	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
straffe	potrestanie	straffe	potrestanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
straffe	trestom	straffe	trest	N;INDF;MASC+FEM;PL	N;INAN;INS;MASC;SG
fladt	byt	fladt	byt	ADV	N;INAN;NOM;MASC;SG
fladt	ploché	fladt	plochý	ADV	ADJ;NOM;NEUT;SG
fladt	plochá	fladt	plochý	ADV	ADJ;NOM;FEM;SG
raw	surový	raw	surový		ADJ;ANIM;NOM;MASC;SG
raw	surové	raw	surový		ADJ;NOM;NEUT;SG
raw	raw	raw	raw		
psykiske	psychologický	psykisk	psychologický	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
psykiske	psychické	psykisk	psychický	ADJ;PL	ADJ;NOM;NEUT;SG
psykiske	psychologické	psykisk	psychologický	ADJ;PL	ADJ;NOM;NEUT;SG
psykiske	mentálne	psykisk	mentálne	ADJ;PL	ADV
psykiske	duševne	psykisk	duševne	ADJ;PL	ADV
psykiske	duševná	psykisk	duševný	ADJ;PL	ADJ;NOM;FEM;SG
psykiske	duševné	psykisk	duševný	ADJ;PL	ADJ;NOM;NEUT;SG
georgien	gruzínska	georgi	gruzínsky	PROPN	N;NOM;FEM;SG
georgien	georgia	georgi	georgia	PROPN	PROPN;NOM;FEM;SG
georgien	gruzínsko	georgi	gruzínsko	PROPN	N;NOM;NEUT;SG
jefferson	jefferson	jefferson	jefferson	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
francesco	francesco	francesco	francesco	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
kommercielt	komerčné	kommercielt	komerčný	ADV	ADJ;NOM;NEUT;SG
kommercielt	obchodný	kommercielt	obchodný	ADV	ADJ;ANIM;NOM;MASC;SG
kommercielt	obchodná	kommercielt	obchodný	ADV	ADJ;NOM;FEM;SG
kommercielt	komerčný	kommercielt	komerčný	ADV	ADJ;ANIM;NOM;MASC;SG
kommercielt	obchodné	kommercielt	obchodný	ADV	ADJ;NOM;NEUT;SG
ekspeditioner	expedícia	ekspedition	expedícia	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
menigheden	kongregácie	menighed	kongregácia	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
ørkenen	púšte	ørken	púšiť	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
hurtigste	najrýchlejšie	hurtigst	rýchlo	ADJ;DEF;RL	ADV;RL
værelse	izby	værelse	izba	N;INDF;NEUT;SG	N;NOM;FEM;PL
værelse	miestnosti	værelse	miestnosť	N;INDF;NEUT;SG	N;NOM;FEM;PL
monroe	monroe	monroe	monro		PROPN;NOM;FEM;SG
ssr	ssr	ssr	ssr	ADJ;INDF;MASC+FEM;SG	
connecticut	connecticute	connecticut	connecticut	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
gibraltar	gibraltár	gibraltar	gibraltár	ADJ;INDF;SG	N;NOM;MASC;SG
gudinde	bohyne	gudinde	bohyňa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
américa	américa	américa	américa		N;NOM;FEM;SG
kristina	kristina	kristina	kristina		N;NOM;FEM;SG
pittsburgh	pittsburghu	pittsburgh	pittsburgha		N;INAN;GEN;MASC;SG
frataget	zbavený	fratag	zbavený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
flok	stáda	flok	stádať	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
dawn	dawn	dawn	dawn	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
gennemsnitlig	priemer	gennemsnitlig	priemer	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
gennemsnitlig	priemerne	gennemsnitlig	priemerne	ADJ;INDF;MASC+FEM;SG	ADV
mile	míľu	mil	míľ		N;ACC;FEM;SG
mile	mile	mil	milo		N;NOM;MASC;SG
bristol	bristol	bristol	bristnúť		PROPN;INAN;NOM;MASC;SG
blokere	blokovania	blok	blokovanie	V;NFIN;ACT	N;NOM;NEUT;PL
blokere	zablokovanie	blok	zablokovanie	V;NFIN;ACT	N;NOM;NEUT;SG
blokere	blokovanie	blok	blokovanie	V;NFIN;ACT	N;NOM;NEUT;SG
blokere	blok	blok	blok	V;NFIN;ACT	N;INAN;NOM;MASC;SG
blokere	blokovanie	blok	blokovanie	V;NFIN;ACT	N;NOM;NEUT;SG
blokere	zablokovanie	blok	zablokovanie	V;NFIN;ACT	N;NOM;NEUT;SG
blokere	bloku	blok	blok	V;NFIN;ACT	N;INAN;GEN;MASC;SG
rimeligt	primerane	rimelig	primerane	ADJ;INDF;NEUT;SG	ADV
rimeligt	rozumne	rimelig	rozumne	ADJ;INDF;NEUT;SG	ADV
rimeligt	fér	rimelig	fér	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
rimeligt	veľtrh	rimelig	veľtrh	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
distance	vzdialenosti	distance	vzdialenosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
forberedt	pripravená	forberede	pripravený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
forberedt	pripravené	forberede	pripravený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forberedt	pripravení	forberede	pripravený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
negativt	negatívna	negativt	gatívny	ADV	ADJ;NOM;FEM;SG
negativt	negatívny	negativt	negatívny	ADV	ADJ;INAN;NOM;MASC;SG
negativt	záporné	negativt	záporný	ADV	ADJ;NOM;NEUT;SG
efterladte	preživších	efterlade	preživý	V;PL;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL
efterladte	neprežil	efterlade	prežiť	V;PL;PST;V.PTCP	V;ANIM;PFV;MASC;SG;NEG;PST;V.PTCP
kompliceret	komplex	kompliceret	komplex	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
bonus	bonusy	bonus	bonus	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
bonus	prémie	bonus	prémieť	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ghana	ghana	ghana	ghan	PROPN	N;NOM;FEM;SG
giuseppe	giuseppe	giuseppe	giuseppa	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
sejlads	navigačných	sejlads	navigačný	N;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
orienteret	orientované	orientere	orientovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
orienteret	orientovaný	orientere	orientovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
orienteret	orientovaná	orientere	orientovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
orienteret	informovaní	orientere	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
orienteret	informované	orientere	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
orienteret	informovaný	orientere	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
oplyst	svetelné	oplyse	svetelný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
oplyst	informovaní	oplyse	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
oplyst	informované	oplyse	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
oplyst	informovaný	oplyse	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
oplyst	osvietený	oplyse	osvietený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
gemme	save	gemme	sav	V;NFIN;ACT	
gemme	uloženie	gemme	uloženie	V;NFIN;ACT	N;NOM;NEUT;SG
jeanne	jeanne	jeanne	jeanne	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
eugen	eugen	eugen	eugen	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
serv	slúžia	serv	slúžiť	N;INDF;MASC+FEM;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
serv	slúžiť	serv	slúžiť	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
mon	mon	mon	mon	ADV	PROPN;ANIM;NOM;MASC;SG
lily	lily	lily	lila		N;NOM;FEM;SG
medie	médií	medie	médieť	N;INDF;NEUT;SG	N;GEN;FEM;PL
medie	media	medie	medieť	N;INDF;NEUT;SG	
medie	médiá	medie	médiať	N;INDF;NEUT;SG	N;NOM;NEUT;PL
medie	média	medie	média	N;INDF;NEUT;SG	N;NOM;NEUT;PL
medie	mediálne	medie	mediálny	N;INDF;NEUT;SG	ADV
medie	stredne	medie	strednúť	N;INDF;NEUT;SG	ADV
medie	stredný	medie	stredný	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
medie	stredná	medie	stredný	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
medie	stredné	medie	stredný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
gene	gene	gene	gena	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
fisher	fisherová	fishe	fisherový	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
fisher	fisher	fishe	fisher	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
styr	riadiť	styr	riadiť	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
udnyttede	využité	udnytte	využitý	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udnyttede	využívaná	udnytte	využívaný	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
udnyttede	využívaná	udnytte	využívaný	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
udnyttede	využitá	udnytte	využitý	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dsu	dus	dsu	dus	N;INDF;NEUT;SG	INTJ
håkon	haakon	håkon	haakon		N;INAN;NOM;MASC;SG
boks	box	boks	box	N;INDF;MASC+FEM;SG	
overlevet	prežili	overleve	prežiť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
bøde	pokuty	bøde	pokut	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
bøde	pokút	bøde	pokút	N;INDF;MASC+FEM;SG	N;GEN;FEM;PL
beholder	udržiavanie	beholde	udržiavanie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
beholder	nádoba	beholde	nádob	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
beholder	kontajner	beholde	kontajner	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
beholder	kontajnery	beholde	kontajner	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
relief	úľavy	relief	úľava	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mallorca	malorka	mallorca	malorka		N;NOM;FEM;SG
mallorca	mallorca	mallorca	mallorca		N;INAN;NOM;MASC;SG
fejre	oslava	fejre	oslava	V;NFIN;ACT	N;NOM;FEM;SG
dogg	dogg	dogg	dogg		PROPN;ANIM;NOM;MASC;SG
severin	severin	severin	severin	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
radioen	rádia	radio	rádio	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
madonna	madonna	madonna	madonna		N;NOM;FEM;SG
skinner	skinner	skinne	skinner	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
skinner	koľajnice	skinne	koľajnica	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
hjort	jeleň	hjort	jeleň		N;ANIM;NOM;MASC;SG
hjort	jeleňa	hjort	jeleň		N;ANIM;ACC;MASC;SG
rapporteret	nahlásené	rapportere	nahlásený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
rapporteret	hlásené	rapportere	hlásený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
puerto	puerto	puerto	puerto		N;INAN;NOM;MASC;SG
kalmar	kalmar	kalmar	kalmar	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
