ve	وال	ve	وَال	CONJ	N;NOM;DEF;SG
yangın	حريق	yangın	حَرِيق		N;NOM;INDF;SG
yangın	الحرائق	yangın	حَرِيق		N;NOM;DEF;PL
yangın	حرائق	yangın	حَرِيق		N;NOM;INDF;PL
çince	الصينيون	çince	صِينِيّ		ADJ;NOM;DEF;MASC;PL
çince	صيني	çince	صِينِيّ		ADJ;NOM;INDF;MASC;SG
çince	الصينية	çince	صِينِيّ		ADJ;NOM;DEF;FEM;SG
çince	صينية	çince	صِينِيّ		ADJ;NOM;INDF;FEM;SG
napolyon	نابليون	napolyon	نَابِلِيّ		N;NOM;INDF;PL
napolyon	نابوليون	napolyon	نَابُولِيُون		
murad	مراد	murad	مَرد		
tıbbi	الطبي	tıbbi	طِبِّيّ		ADJ;NOM;DEF;MASC;SG
tıbbi	طبية	tıbbi	طِبِّيّ		ADJ;NOM;INDF;FEM;SG
tıbbi	طبي	tıbbi	طِبِّيّ		N;NOM;INDF;SG
tıbbi	الطبية	tıbbi	طِبِّيّ		ADJ;NOM;DEF;FEM;SG
çekirdek	النواة	çek	نَوَاة		N;NOM;DEF;SG
çekirdek	اساسي	çek	أَسَاسِيّ		ADJ;NOM;INDF;MASC;SG
çekirdek	الصميم	çek	صَمِيم		N;NOM;DEF;SG
çekirdek	النواة	çek	نَوَاة		N;NOM;DEF;SG
çekirdek	نواة	çek	نَوَاة		N;NOM;INDF;SG
çekirdek	النواة	çek	نَوَاة		N;NOM;DEF;SG
çekirdek	نواة	çek	نَوَاة		N;NOM;INDF;SG
problem	مشكلة	problem	مُشكِلَة		N;NOM;INDF;SG
problem	المشكلة	problem	مُشكِلَة		N;NOM;DEF;SG
problem	مشكل	problem	مُشكِلَة		N;NOM;INDF;SG
op	قبله	op	قبله		PRO;NOM;MASC;SG;3
op	قبلة	op	قَبلَة		N;NOM;INDF;SG
dışarı	الخارج	dışarı	خَارِج		N;NOM;DEF;SG
dışarı	خارج	dışarı	خَارِجَ		ADP;ACC
dışarı	اخرج	dışarı	آخَر		V;PFV;MASC;SG;3;ACT
dışarı	خارج	dışarı	خَارِجَ		ADP;ACC
dışarı	خارجا	dışarı	خَارِج		ADJ;ACC;INDF;MASC;SG
dışarı	خرج	dışarı	خَرَج		V;PFV;MASC;SG;3;ACT
kanlı	دموية	kanlı	دَمَوِيَّة		ADJ;NOM;INDF;FEM;SG
kanlı	الدامي	kanlı	دَامِي		N;NOM;DEF;SG
kanlı	الدموي	kanlı	دَمَوِيّ		ADJ;NOM;DEF;MASC;SG
kanlı	دموي	kanlı	دَموِيّ		ADJ;NOM;INDF;MASC;SG
kanlı	الدموية	kanlı	دَمَوِيّ		N;NOM;DEF;SG
howard	هوارد	holar	هوارد	PROPN;NOM;SG;3	
howard	هاوارد	holar	هاوارد	PROPN;NOM;SG;3	
howard	هاورد	holar	هاورد	PROPN;NOM;SG;3	
sözlük	القواميس	sözlük	قَامُوس	N;NOM;SG;3	N;NOM;DEF;PL
sözlük	المفردات	sözlük	مُفرَدَات	N;NOM;SG;3	ADJ;NOM;DEF;FEM;PL
virginia	فيرجينيا	virgini	فِيرجِينِيَا		
virginia	فرجينيا	virgini	فَرجِينِيَا		
katkıları	الاشتراكات	katkı	اِشتِرَاك	N;ACC;PL;3	N;NOM;DEF;PL
katkıları	المساهمات	katkı	مُسَاهَمَة	N;ACC;PL;3	N;NOM;DEF;PL
katkıları	مساهمات	katkı	مُسَاهَمَة	N;ACC;PL;3	N;NOM;INDF;PL
katkıları	التبرعات	katkı	تَبَرُّع	N;ACC;PL;3	N;NOM;DEF;PL
psikolojik	النفسية	psikolojik	النفسية	ADJ	
sony	سوني	sony	سُونِي		
alayı	الفوج	alay	فَوجَة	N;ACC;SG;3	N;NOM;DEF;SG
alayı	الموكب	alay	مَوكِب	N;ACC;SG;3	N;NOM;DEF;SG
alayı	موكب	alay	مَوكِب	N;ACC;SG;3	N;NOM;INDF;SG
billy	بيلي	billy	بِيلِيّ		
billy	بيلى	billy	بَيلِيّ		
kanadalı	كندي	kanadalı	كَنَدِيّ	N;ESS;SG;3	ADJ;NOM;INDF;MASC;SG
kanadalı	كندية	kanadalı	كَنَدِيّ	N;ESS;SG;3	ADJ;NOM;INDF;FEM;SG
kanadalı	الكندي	kanadalı	كَنَدِيّ	N;ESS;SG;3	N;NOM;DEF;SG
kanadalı	الكندية	kanadalı	كَنَدِيّ	N;ESS;SG;3	ADJ;NOM;DEF;FEM;SG
queen	qu	yu	مَثّ	PROPN;NOM;SG;3	
queen	ملكة	yu	مَلِكَة	PROPN;NOM;SG;3	N;NOM;INDF;SG
queen	الملكة	yu	مَلِكَة	PROPN;NOM;SG;3	N;NOM;DEF;SG
kol	العمود	kol	عُمُود		N;NOM;DEF;SG
kol	عمود	kol	عمود		N;NOM;INDF;SG
kol	ذراع	kol	ذِرَاع		N;NOM;INDF;SG
kol	الذراع	kol	ذِرَاع		N;NOM;DEF;SG
kol	بذراع	kol	بذراع		
kol	الكم	kol	كَمّ		N;NOM;DEF;SG
nihat	نهاد	nihat	نهاد		
andré	اندريه	andré	اندريه		
sebze	الخضار	sebze	خَضَار		N;NOM;DEF;SG
sebze	خضار	sebze	خضار		N;NOM;INDF;SG
sebze	الخضار	sebze	خَضَار		N;NOM;DEF;SG
sebze	خضار	sebze	خضار		N;NOM;INDF;SG
sebze	الخضروات	sebze	الخضروات		
potansiyel	امكانية	potansiyel	إِمكَانِيَّة		N;NOM;INDF;SG
douglas	دوجلاس	douglas	دوجلاس	PROPN;NOM;SG;3	
douglas	دوغلاس	douglas	دوغلاس	PROPN;NOM;SG;3	
nick	نيك	nick	نيك		
nick	نك	nick	نك		
detroit	ديترويت	detroit	ديترويت	PROPN;NOM;SG;3	
saniye	ثواني	sani	ثُوَانِيّ		N;NOM;INDF;PL
saniye	الثواني	sani	ثُوَانِيّ		N;NOM;DEF;PL
saniye	ثوان	sani	ثَانِيَة		N;NOM;INDF;PL
saniye	s	sani	s		
teklifi	الاقتراح	teklif	اِقتِرَاح	N;ACC;SG;3	N;NOM;DEF;SG
teklifi	اقتراح	teklif	اِقتِرَاح	N;ACC;SG;3	N;NOM;INDF;SG
teklifi	مقترح	teklif	مُقتَرَح	N;ACC;SG;3	N;NOM;INDF;SG
teklifi	المقترح	teklif	مُقتَرَح	N;ACC;SG;3	ADJ;NOM;DEF;MASC;SG
teklifi	العرض	teklif	عَرض	N;ACC;SG;3	N;NOM;DEF;SG
direkt	مباشرة	direkt	مُبَاشَرَة		N;NOM;INDF;SG
direkt	مباشر	direkt	مُبَاشِر		ADJ;NOM;INDF;MASC;SG
direkt	المباشر	direkt	مُبَاشِر		ADJ;NOM;DEF;MASC;SG
direkt	di	direkt	مَثّ		
direkt	مباشرة	direkt	مُبَاشَرَة		N;NOM;INDF;SG
dream	الحلم	dream	حُلم		N;NOM;DEF;SG
dream	نحلم	dream	نحلم		V;IPFV;MASC;IND;PL;1;FIN;ACT
dream	احلم	dream	أَحلَم		
dream	حلم	dream	حُلم		N;NOM;INDF;SG
şekil	الاشكال	şekil	شَكل		N;NOM;DEF;PL
şekil	اشكال	şekil	شَكل		N;NOM;INDF;PL
şekil	شكل	şekil	شَكل		N;NOM;INDF;SG
şekil	الشكل	şekil	شَكل		N;NOM;DEF;SG
kapasitesi	القدرات	kapasite	قُدرَة	N;NOM;SG;3	N;NOM;DEF;PL
kapasite	القدرة	kapasit	قُدرَة		N;NOM;DEF;SG
kapasite	السعة	kapasit	سِعَّة		N;NOM;DEF;SG
kapasite	سعة	kapasit	سَعَة		N;NOM;INDF;SG
kapasite	القدرات	kapasit	قُدرَة		N;NOM;DEF;PL
kalıntıları	مخلفات	kalıntı	مُخَلَّف	N;NOM;PL;3	ADJ;NOM;INDF;FEM;PL
victor	فيكتور	victor	فِيكتُور		
victor	فكتور	victor	فكتور		
claude	كلود	claude	كلود		
pro	مؤيد	pro	مؤيد		
pro	برو	pro	برو		
pro	محترف	pro	مُحتَرَف		ADJ;NOM;INDF;MASC;SG
oyu	adv	oyu	صَذَث		
eşcinsel	شاذ	eşcinsel	شَاذ		N;NOM;INDF;SG
gordon	جوردون	gor	جُوردُون		
gordon	غوردن	gor	غوردن		
gordon	غوردون	gor	غوردون		
sevgi	العشق	sevgi	عِشق		N;NOM;DEF;SG
sevgi	احب	sevgi	احب		
sevgi	حب	sevgi	حُبّ		N;NOM;INDF;SG
sevgi	الحب	sevgi	حُبّ		N;NOM;DEF;SG
sevgi	المودة	sevgi	مَوَدَّة		N;NOM;DEF;SG
hit	الضربات	hit	ضَربَة		N;NOM;DEF;PL
hit	يضرب	hit	ضَرَب		V;IPFV;MASC;IND;SG;3;FIN;ACT
hit	ضرب	hit	ضَرب		N;NOM;INDF;SG
kolej	كلية	kolej	كُلِّيَّة		N;NOM;INDF;SG
kolej	الكلية	kolej	كُلِّيَّة		N;NOM;DEF;SG
kolej	الجامعة	kolej	جَامِعَة		N;NOM;DEF;SG
stade	ملعب	stade	مَلعَب	PROPN;NOM;SG;3	N;NOM;INDF;SG
gold	ذهبي	gold	ذهبي		ADJ;NOM;INDF;MASC;SG
gold	جولد	gold	جولد		
gold	غولد	gold	غُولِد		
gold	ذهب	gold	ذَهَب		V;PFV;MASC;SG;3;ACT
gold	الذهب	gold	ذَهَب		N;NOM;DEF;SG
kelly	كيلي	kelly	كيلي		
alevi	لهب	alevi	لَهَب		
alevi	اللهب	alevi	لَهب		N;NOM;DEF;SG
alevi	شعلة	alevi	شُعلَة		N;NOM;INDF;SG
alevi	الشعلة	alevi	شُعلَة		N;NOM;DEF;SG
gösteri	اظهار	göster	اظهار		N;NOM;INDF;SG
gösteri	عرض	göster	عَرض		N;NOM;INDF;SG
gösteri	اظهر	göster	أَظهَر		V;PFV;MASC;SG;3;ACT
gösteri	العرض	göster	عَرض		N;NOM;DEF;SG
gösteri	اعرض	göster	أَعرَض		
gösteri	المعرض	göster	مَعرِض		N;NOM;DEF;SG
gösteri	معرض	göster	مَعرِض		N;NOM;INDF;SG
gösteri	الاداء	göster	أَدَاء		N;NOM;DEF;SG
gösteri	اداء	göster	أَدَاء		N;NOM;INDF;SG
gösteri	مظاهرة	göster	مُظَاهَرَة		N;NOM;INDF;SG
gösteri	المظاهرة	göster	مُظَاهَرَة		N;NOM;DEF;SG
artış	زيادة	artış	زِيَادَة		N;NOM;INDF;SG
artış	الزيادة	artış	زِيَادَة		N;NOM;DEF;SG
yumuşak	سلسة	yumuşak	سِلسَة		N;NOM;INDF;SG
yumuşak	سلس	yumuşak	سَلس		N;NOM;INDF;SG
yumuşak	ناعمة	yumuşak	نَاعِمَة		ADJ;NOM;INDF;FEM;SG
yumuşak	ناعم	yumuşak	نَاعِم		
yumuşak	السلس	yumuşak	سِلسَة		N;NOM;DEF;SG
yumuşak	ناعمة	yumuşak	نَاعِمَة		ADJ;NOM;INDF;FEM;SG
yumuşak	الناعمة	yumuşak	نَاعِمَة		N;NOM;DEF;SG
yumuşak	لينة	yumuşak	لَينَة		ADJ;NOM;INDF;FEM;SG
yumuşak	ناعم	yumuşak	نَاعِم		
dinsel	الدينية	dinsel	دِينِيّ		ADJ;NOM;DEF;FEM;SG
dinsel	دينية	dinsel	دِينِيّ		ADJ;NOM;INDF;FEM;SG
dinsel	الديني	dinsel	دِينِيّ		ADJ;NOM;DEF;MASC;SG
dinsel	متدين	dinsel	متدين		ADJ;NOM;INDF;MASC;DU
örgüt	منظمة	örgüt	مُنَظَّمَة		N;NOM;INDF;SG
örgüt	المنظمة	örgüt	مُنَظَّمَة		N;NOM;DEF;SG
örgüt	التنظيم	örgüt	تَنظِيم		N;NOM;DEF;SG
örgüt	منظمة	örgüt	مُنَظَّمَة		N;NOM;INDF;SG
örgüt	المنظمة	örgüt	مُنَظَّمَة		N;NOM;DEF;SG
örgüt	التنظيم	örgüt	تَنظِيم		N;NOM;DEF;SG
kedi	القطط	kedi	قُطَّة		N;NOM;DEF;PL
kedi	قطط	kedi	قُطَّة		N;NOM;INDF;PL
kedi	كيتي	kedi	كَيتِيّ		
kedi	القط	kedi	قَطّ		
kedi	قطة	kedi	قُطَّة		N;NOM;INDF;SG
kedi	قط	kedi	قَطّ		
kedi	القطة	kedi	قُطَّة		N;NOM;DEF;SG
kedi	كات	kedi	كَات		
jandarma	الدرك	jandarma	دَرِكَة		N;NOM;DEF;SG
çekoslovakya	تشيكوسلوفاكيا	çekoslovakya	تشيكوسلوفاكيا	PROPN;NOM;SG;3	
uyarı	التحذير	uyar	تَحذِير		N;NOM;DEF;SG
uyarı	تحذير	uyar	تَحذِير		N;NOM;INDF;SG
uyarı	تنبيهات	uyar	تَنبِيه		N;NOM;INDF;PL
uyarı	انذار	uyar	نَذر		N;NOM;INDF;SG
uyarı	تنبيه	uyar	تَنبِيه		
çekici	هامر	çekici	هَامِر		
çekici	المطرقة	çekici	مُطَّرِق		N;NOM;DEF;SG
çekici	مطرقة	çekici	مطرقة		N;NOM;INDF;SG
çekici	جذاب	çekici	جَذب		ADJ;NOM;INDF;MASC;SG
çekici	جذابة	çekici	جَذبَة		ADJ;NOM;INDF;FEM;SG
çekici	ساحر	çekici	سَاحِر		ADJ;NOM;INDF;MASC;SG
çekici	فاتن	çekici	فاتن		
baskın	المهيمنة	baskın	مُهَيَّم		N;NOM;DEF;SG
baskın	المهيمن	baskın	المهيمن		N;NOM;DEF;SG
baskın	الغارة	baskın	غَارَة		N;NOM;DEF;SG
baskın	غارة	baskın	غارة		N;NOM;INDF;SG
baskın	غارات	baskın	غَارَة		N;NOM;INDF;PL
baskın	الغارات	baskın	غَارَة		N;NOM;DEF;PL
hazar	قزوين	hazar	قَزوِين		N;NOM;INDF;SG
miami	ميامي	miami	مَيَامِي	PROPN;NOM;SG;3	
nil	النيل	nil	نِيل		N;NOM;DEF;SG
güvenli	امان	güvenli	أَمَان		
güvenli	امنة	güvenli	امنة		ADJ;NOM;INDF;FEM;SG
benjamin	بينجامين	benjam	بِينجَامِين		
benjamin	بنجامين	benjam	بنجامين		
benjamin	بنيامين	benjam	بِنيَامِين		
konuları	مواضيع	konu	مَوضُوع	N;ACC;PL;3	N;NOM;INDF;PL
konuları	موضوعات	konu	موضوعات	N;ACC;PL;3	N;NOM;INDF;PL
konuları	المواضيع	konu	مَوضُوع	N;ACC;PL;3	N;NOM;DEF;PL
konuları	الموضوعات	konu	مَوضُوع	N;ACC;PL;3	N;NOM;DEF;PL
acil	عاجل	acil	عَاجِل		ADJ;NOM;INDF;MASC;SG
acil	مستعجل	acil	مُستَعجَل		N;NOM;INDF;SG
acil	طوارئ	acil	طَارِئَة		N;NOM;INDF;PL
acil	الطوارئ	acil	طَارِئَة		N;NOM;DEF;PL
orkestrası	الاوركسترا	orkestra	الاوركسترا	N;NOM;SG;3	
orkestrası	اوركسترا	orkestra	اوركسترا	N;NOM;SG;3	
ernst	ارنست	ernst	أَرنَس	PROPN;NOM;SG;3	
august	اغسطس	august	أَغُسطُس		N;GEN;INDF;SG
august	اوغست	august	أَوغَس		
subay	الضابط	subay	ضَابِط		N;NOM;DEF;SG
subay	ضابط	subay	ضَابِط		N;NOM;INDF;SG
subay	ضابطة	subay	ضَابِط		ADJ;NOM;INDF;FEM;SG
subay	ضباط	subay	ضَابِط		N;NOM;INDF;PL
subay	الضباط	subay	ضَابِط		N;NOM;DEF;PL
estadio	ملعب	estadio	مَلعَب	PROPN;NOM;SG;3	N;NOM;INDF;SG
konferans	مؤتمر	konferans	مُؤتَمَر		N;NOM;INDF;SG
konferans	المؤتمر	konferans	مُؤتَمَر		N;NOM;DEF;SG
konferans	المحاضرة	konferans	مُحَاضَرَة		N;NOM;DEF;SG
konferans	محاضرة	konferans	مُحَاضَرَة		N;NOM;INDF;SG
konferans	المؤتمرات	konferans	مُؤتَمَر		N;NOM;DEF;PL
konferans	مؤتمرات	konferans	مُؤتَمَر		N;NOM;INDF;PL
lawrence	لورنس	lawrence	لُورنس	PROPN;NOM;SG;3	
lawrence	لورانس	lawrence	لُورَانس	PROPN;NOM;SG;3	
viii	الثامن	viii	ثَامِن		ADJ;NOM;DEF;MASC;SG
viii	ثامنا	viii	ثامنا		ADJ;ACC;INDF;MASC;SG
viii	viii	viii	مُثَمَّه		
pdf	pdf	pdf	مُثَّة		
alp	الالب	alp	أَلب		
alp	الالب	alp	أَلب		
kömür	الفحم	kömür	فَحم		N;NOM;DEF;SG
kömür	فحم	kömür	فَحم		N;NOM;INDF;SG
kömür	الفحم	kömür	فَحم		N;NOM;DEF;SG
kömür	فحم	kömür	فَحم		N;NOM;INDF;SG
arkadaşlar	صديقان	arkadaş	صديقان	N;NOM;PL;3	N;NOM;INDF;DU
ramazan	رمضان	ramazan	رَمَضَان		N;NOM;INDF;SG
tanıtım	مقدمة	tanıtım	مُقَدِّمَة		N;NOM;INDF;SG
tanıtım	المقدمة	tanıtım	مُقَدَّمَة		N;NOM;DEF;SG
tanıtım	الترويج	tanıtım	تَروِيج		N;NOM;DEF;SG
tanıtım	الترقية	tanıtım	تُرقِيّ		N;NOM;DEF;SG
tanıtım	الترقيات	tanıtım	تُرقِيّ		N;NOM;DEF;PL
tanıtım	ترويج	tanıtım	تَروِيج		N;NOM;INDF;SG
tanıtım	تعزيز	tanıtım	تَعزِيز		N;NOM;INDF;SG
tanıtım	ترقية	tanıtım	تَرقِيَة		N;NOM;INDF;SG
tanıtım	الترويج	tanıtım	تَروِيج		N;NOM;DEF;SG
tanıtım	ترويج	tanıtım	تَروِيج		N;NOM;INDF;SG
tanıtım	التقديم	tanıtım	تَقدِيم		N;NOM;DEF;SG
tanıtım	عرض	tanıtım	عَرض		N;NOM;INDF;SG
tanıtım	العرض	tanıtım	عَرض		N;NOM;DEF;SG
okyanus	المحيطات	okyanus	مُحِيط		ADJ;NOM;DEF;FEM;PL
okyanus	المحيط	okyanus	مُحِيط		N;NOM;DEF;SG
okyanus	محيط	okyanus	مُحِيط		
duyurdu	تعلن	duyur	أَعلَن	V;PFV;IND;SG;3;POS;PST	V;IPFV;FEM;IND;SG;3;FIN;PASS
duyurdu	يعلن	duyur	أَعلَن	V;PFV;IND;SG;3;POS;PST	V;IPFV;MASC;IND;SG;3;FIN;ACT
melek	ملائكية	melek	مِلَائَكِيّ	PROPN;NOM;SG;3	
melek	الملاك	melek	مَالِك	PROPN;NOM;SG;3	N;NOM;DEF;PL
melek	ملاك	melek	ملاك	PROPN;NOM;SG;3	
melek	انجيل	melek	أَنجِيل	PROPN;NOM;SG;3	
melek	انجل	melek	أَنجَل	PROPN;NOM;SG;3	
rahat	مرتاح	rahat	مرتاح	ADJ	
mario	ماريو	mario	ماريو		
moore	مور	moore	مُور		
ihlali	انتهاك	ihlali	اِنتِهَاك		N;NOM;INDF;SG
ihlali	الانتهاك	ihlali	اِنتِهَاك		N;NOM;DEF;SG
ihlali	الاخلال	ihlali	خِلل		N;NOM;DEF;SG
ihlali	خرق	ihlali	خَرِق		N;NOM;INDF;SG
ihlali	اختراق	ihlali	اِختِرَاق		N;NOM;INDF;SG
ihlali	الخرق	ihlali	خَرِيق		N;NOM;DEF;SG
endüstri	صناعات	endüstri	صِنَاعَة		N;NOM;INDF;PL
endüstri	الصناعات	endüstri	صِنَاعَة		N;NOM;DEF;PL
endüstri	صناعة	endüstri	صِنَاعَة		N;NOM;INDF;SG
endüstri	الصناعة	endüstri	صِنَاعَة		N;NOM;DEF;SG
endüstri	صناعي	endüstri	صِنَاعِيّ		ADJ;NOM;INDF;MASC;SG
endüstri	صناعية	endüstri	صِنَاعِيّ		ADJ;NOM;INDF;FEM;SG
endüstri	الصناعية	endüstri	صِنَاعِيّ		ADJ;NOM;DEF;FEM;SG
giovanni	جيوفاني	giovanni	جيوفاني		
giovanni	جوفاني	giovanni	جُوفَانِيّ		
rakip	منافس	rakip	مُنَافِس		
rakip	المنافس	rakip	مُنَافِس		N;NOM;DEF;SG
rakip	منافس	rakip	مُنَافِس		
rakip	المنافسة	rakip	مُنَافَسَة		N;NOM;DEF;SG
rakip	تنافس	rakip	نَافَس		V;IPFV;FEM;IND;SG;3;FIN;ACT
rakip	منافسة	rakip	مُنَافَسَة		N;NOM;INDF;SG
rakip	مسابقة	rakip	مُسَابَقَة		N;NOM;INDF;SG
rakip	المسابقة	rakip	مُسَابَقَة		N;NOM;DEF;SG
rakip	المنافسين	rakip	مُنَافِس		N;NOM;DEF;PL
rakip	المنافسين	rakip	مُنَافِس		N;NOM;DEF;PL
rakip	خصم	rakip	خصم		
rakip	الخصم	rakip	خَصم		N;NOM;DEF;SG
protesto	احتجاج	protesto	اِحتِجَاج		N;NOM;INDF;SG
protesto	الاحتجاج	protesto	اِحتِجَاج		N;NOM;DEF;SG
protesto	الاحتجاجات	protesto	اِحتِجَاج		N;NOM;DEF;PL
protesto	احتج	protesto	اِحتَجّ		V;PFV;MASC;SG;3;ACT
protesto	الاحتجاجات	protesto	اِحتِجَاج		N;NOM;DEF;PL
protesto	احتجاجات	protesto	اِحتِجَاج		N;NOM;INDF;PL
protesto	المظاهرات	protesto	المظاهرات		N;NOM;DEF;PL
değiştirildi	تغيرت	değiş	تَغَيَّر	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
değiştirildi	تغير	değiş	تَغَيُّر	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;INDF;SG
değiştirildi	المعدل	değiş	مُعَدَّل	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;DEF;SG
değiştirildi	معدل	değiş	مُعَدَّل	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;INDF;SG
değiştirildi	تعديل	değiş	تَعدِيل	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;INDF;SG
değiştirildi	معدلة	değiş	مُعَدَّل	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
platform	المنصة	platform	مِنَصَّة		N;NOM;DEF;SG
platform	الرصيف	platform	رَصِيف		N;NOM;DEF;SG
platform	منصة	platform	مِنَصَّة		N;NOM;INDF;SG
ini	عرين	in	عَرِين		
ini	ini	in	مُثَّة		
just	مجرد	just	مُجَرَّد		N;NOM;INDF;SG
just	فقط	just	فَقَط		ADV
anahtar	كيز	anahtar	كَيَّز	N;NOM;SG;3	
anahtar	المفاتيح	anahtar	مُفَاتِيح	N;NOM;SG;3	N;NOM;DEF;PL
anahtar	مفاتيح	anahtar	مِفتَاح	N;NOM;SG;3	N;NOM;INDF;PL
japonca	ياباني	japonca	يَابَانِيّ	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
japonca	الياباني	japonca	يَابَانِيّ	PROPN;NOM;SG;3	N;NOM;DEF;SG
japonca	يابانيون	japonca	يَابَانِيّ	PROPN;NOM;SG;3	N;NOM;INDF;PL
japonca	اليابانية	japonca	يَابَانِيّ	PROPN;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
seviye	المستويات	sev	مُستَوَى		N;NOM;DEF;PL
seviye	مستويات	sev	مُستَوَى		N;NOM;INDF;PL
seviye	مستوى	sev	مُستَوَى		N;NOM;INDF;SG
seviye	المستوى	sev	مُستَوَى		N;NOM;DEF;SG
gönül	القلب	gönül	قَلب		N;NOM;DEF;SG
gönül	قلبا	gönül	قَلب		N;ACC;INDF;SG
gönül	قلب	gönül	قَلب		N;NOM;INDF;SG
uluslar	الامم	ulus	أُمَّة		N;NOM;DEF;PL
johann	جوهان	johann	جوهان		
johann	يوهان	johann	يوهان		
arkeolojik	الاثرية	arkeolojik	أَثَرِيّ		ADJ;NOM;DEF;FEM;SG
arkeolojik	اثري	arkeolojik	أَثَر		N;NOM;INDF;SG
bayanlar	سيداتي	bayan	سيداتي	N;NOM;PL;3	
harf	الاحرف	harf	أَحرَف		N;NOM;DEF;SG
harf	الرسائل	harf	رِسَالَة		N;NOM;DEF;PL
harf	احرف	harf	احرف		N;NOM;INDF;PL
harf	رسائل	harf	رِسَالَة		N;NOM;INDF;PL
harf	حروف	harf	حَرف		N;NOM;INDF;PL
harf	الحروف	harf	حَرف		N;NOM;DEF;PL
harf	حرف	harf	حَرف		N;NOM;INDF;SG
harf	خطاب	harf	خطاب		
harf	رسالة	harf	رِسَالَة		N;NOM;INDF;SG
başrol	بطولة	başrol	بُطُولَة		N;NOM;INDF;SG
açılmış	فتحت	aç	فَتَح	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
robin	روبين	robin	رُوبِين		
robin	روبن	robin	رُوبِن		
keman	الكمان	keman	كَمَان		N;NOM;DEF;SG
keman	كمان	keman	كَمَان		
vakit	وقت	vakit	وَقت		N;NOM;INDF;SG
vakit	الزمن	vakit	زَمَن		N;NOM;DEF;SG
vakit	الوقت	vakit	وَقت		N;NOM;DEF;SG
vakit	زمن	vakit	زَمَن		N;NOM;INDF;SG
vakit	الزمان	vakit	زَمَان		N;NOM;DEF;SG
osaka	اوساكا	osaka	وَسك	PROPN;NOM;SG;3	
hollandalı	الهولندي	hollandal	هُولَندِيّ		ADJ;NOM;DEF;MASC;SG
hollandalı	داتش	hollandal	داتش		
hollandalı	الهولندي	hollandal	هُولَندِيّ		ADJ;NOM;DEF;MASC;SG
hollandalı	الهولندية	hollandal	هُولَندِيّ		ADJ;NOM;DEF;FEM;SG
gündüz	اليوم	gündüz	يَوم		N;ACC;DEF;SG
gündüz	يوم	gündüz	يَوم		N;NOM;INDF;SG
gündüz	نهار	gündüz	نَهَار		
gündüz	نهارا	gündüz	نَهَار		N;ACC;INDF;SG
gündüz	النهار	gündüz	نَهَار		N;NOM;DEF;SG
gündüz	نهار	gündüz	نَهَار		
say	كونت	say	كُونت		
say	العد	say	عَدّ		N;NOM;DEF;SG
say	الكونت	say	كُونت		
say	العدد	say	عَدَد		N;NOM;DEF;SG
iso	ايزو	iso	ايزو		
iso	i	iso	!		
diş	السن	diş	سِنّ		N;NOM;DEF;SG
diş	سن	diş	سن		
diş	المفرزة	diş	مُفرَز		N;NOM;DEF;SG
diş	ديس	diş	دَيس		
blok	كتل	blok	كتل		N;NOM;INDF;PL
blok	الكتل	blok	كَتل		N;NOM;DEF;PL
blok	كتلة	blok	كُتلَة		N;NOM;INDF;SG
blok	بلوك	blok	بَلوَك		
blok	حظر	blok	حَظر		N;NOM;INDF;SG
seven	سبع	sev	سَبعَة		NUM;NOM;INDF;FEM
seven	se	sev	إِشَّ		
seven	سبعة	sev	سَبعَة		NUM;NOM;INDF;MASC
seven	السبعة	sev	سَبعَة		NUM;NOM;DEF;MASC
seven	المحبة	sev	مَحَبَّة		N;NOM;DEF;SG
seven	محبة	sev	مَحَبَّة		N;NOM;INDF;SG
seven	محب	sev	مَحَبّ		
şehit	الشهداء	şehit	شَهِيد		N;NOM;DEF;PL
şehit	شهداء	şehit	شَهِيد		N;NOM;INDF;PL
şehit	شهيدا	şehit	شَهِيد		N;ACC;INDF;SG
şehit	شهيد	şehit	شَهِيد		N;NOM;INDF;SG
şehit	الشهيد	şehit	شَهِيد		
şehit	الاستشهاد	şehit	اِستِشهَاد		N;NOM;DEF;SG
şehit	شهيد	şehit	شَهِيد		N;NOM;INDF;SG
gemileri	السفن	gemi	سَفِينَة	N;ACC;PL;3	N;NOM;DEF;PL
gemileri	سفن	gemi	سَفِينَة	N;ACC;PL;3	
bernard	بيرنارد	bernard	بِيرنَارد		
bernard	برنارد	bernard	برنارد		
prag	براغ	prag	براغ	PROPN;NOM;SG;3	
arpa	الشعير	arpa	شَعِير		N;NOM;DEF;SG
kongo	الكونغو	kongo	اَلكُونغُو		
hesap	الحساب	hesap	حِسَاب		N;NOM;DEF;SG
hesap	حساب	hesap	حِسَاب		N;NOM;INDF;SG
hesap	الحساب	hesap	حِسَاب		N;NOM;DEF;SG
