úseky	раздели	úsek	разделя-(се)	N;INAN;NOM;MASC;PL;POS	V;PFV;IMP;SG;2;FIN
jámy	яма	jáma	ям	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
jámy	ямата	jáma	ям	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
vlasů	косъм	vlas	косъм	N;INAN;GEN;MASC;PL;POS	N;INDF;MASC;SG
vlasů	косата	vlas	коса	N;INAN;GEN;MASC;PL;POS	N;DEF;FEM;SG
vlasů	коса	vlas	коса	N;INAN;GEN;MASC;PL;POS	N;INDF;FEM;SG
riga	рига	riga	рига	PROPN;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
money	пари	money	пара	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
money	парите	money	пара	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;PL
colin	колин	colina	колин	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
skotské	скоч	skotský	скоч	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;PL
skotské	шотландец	skotský	шотландец	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
modifikace	модификации	modifikace	модификация	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
modifikace	изменения	modifikace	изменение	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
synagogy	синагогата	synagoga	синагогат	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
umožnit	включване	umožnit	включване	V;PFV;POS;NFIN	N;INDF;NEUT;SG
kriminální	престъпник	kriminální	престъпник	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
kriminální	престъпно	kriminální	престъпно	ADJ;NOM;MASC;SG;POS	ADV
slovinské	словенски	slovinský	словенски	ADJ;NOM;FEM;PL;POS	ADJ;INDF;MASC;SG
slovinské	словенският	slovinský	словенски	ADJ;NOM;FEM;PL;POS	ADJ;DEF;MASC;SG
slovinské	словенски	slovinský	словенски	ADJ;NOM;FEM;PL;POS	ADJ;INDF;MASC;SG
loďstvo	флотилия	loďstvo	флотилия	N;NOM;NEUT;SG;POS	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
koupit	купувам	koupit	купувам	V;PFV;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
využívané	експлоатирани	využívaný	експлодирам	ADJ;NOM;NEUT;PL;POS	V;IPFV;INDF;PL;V.PTCP;PASS
nemožné	невъзможно	možný	невъзможно	ADJ;NOM;NEUT;SG;NEG	ADV
domény	владение	doména	владение	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
domény	домейн	doména	домейн	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
infrastruktury	инфраструктура	infrastruktura	инфраструктура	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
šedá	сив	šedý	сив	ADJ;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
šedá	сиво	šedý	сиво	ADJ;NOM;FEM;SG;POS	ADV
šedá	сиви	šedý	сив	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
šedá	грей	šedý	грей	ADJ;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
šedá	сив	šedý	сив	ADJ;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
šedá	сиво	šedý	сиво	ADJ;NOM;FEM;SG;POS	ADV
šedá	сиви	šedý	сив	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
šedá	грей	šedý	грей	ADJ;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
glasgow	глазгоу	glasgow	глазгоу	PROPN;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
vzdálená	далечно	vzdálený	далечен	ADJ;NOM;FEM;SG;POS	ADV
vzdálená	далечни	vzdálený	далечен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
vzdálená	отдалечен	vzdálený	отдалеча-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vzdálená	отдалечено	vzdálený	отдалеча-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vzdálená	дистанционно	vzdálený	дистанционен	ADJ;NOM;FEM;SG;POS	ADV
vzdálená	отдалечена	vzdálený	отдалеча-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
argo	арго	argo	арго	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
pont	понт	pont	понт	PROPN;NOM;MASC;SG;POS	PROPN;INDF;FEM;SG
bonus	бонуси	bonus	бонуса	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
ryba	риби	ryba	риба	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
rádio	radio	rádio	radio	N;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
eugen	ойген	eugen	ойген	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
polskem	полша	polsko	полша	PROPN;INS;NEUT;SG;POS	PROPN;INDF;FEM;SG
měny	валута	měna	валута	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
guillaume	гийом	guillauma	гийом	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
ich	ich	ich	ich	PROPN;MASC;SG;POS	PROPN;INDF;MASC;SG
verdasco	вердаско	verdasce	вердаски	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
geografické	географска	geografický	географски	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
geografické	географски	geografický	географски	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
geografické	географска	geografický	географски	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
geografické	географски	geografický	географски	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
melodie	мелъди	melodie	мелъд	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
melodie	мелодия	melodie	мелодия	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
melodie	мелодия	melodie	мелодия	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
kostýmy	костюм	kostým	костюм	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
auguste	огюст	augost	огюст	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
břišní	коремни	břišní	коремен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
police	рафтове	police	рафт	N;NOM;FEM;SG;POS	N;INDF;MASC;PL
police	рафтовете	police	рафт	N;NOM;FEM;SG;POS	N;DEF;MASC;PL
fra	fra	fra	fra	PROPN;NOM;FEM;SG;POS	PROPN;INDF;NEUT;SG
gravitační	гравитационно	gravitační	гравитационен	ADJ;NOM;MASC;SG;POS	ADV
gravitační	гравитация	gravitační	гравитация	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
gravitační	гравитацията	gravitační	гравитация	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
parker	паркър	parker	паркър	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
dinosaura	динозаври	dinosaur	динозавър	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;PL
schumacher	шумахер	schumacher	шумахер	N;ANIM;NOM;MASC;SG;POS	V;IPFV;IND;SG;1;PST;FIN;ACT
řízené	управлявано	řízený	управлявам	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
řízené	управлявани	řízený	управлявам	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;PL;V.PTCP;PASS
řízené	управляван	řízený	управлявам	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
řízené	контролирана	řízený	контролирам	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
řízené	контролиран	řízený	контролирам	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
řízené	контролирани	řízený	контролирам	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;PL;V.PTCP;PASS
řízené	контролирано	řízený	контролирам	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
watson	уотсън	watson	уотсън	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
venkovské	селски	venkovský	селски	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;MASC;SG
venkovské	селско	venkovský	селски	ADJ;NOM;NEUT;PL;POS	ADV
venkovské	селска	venkovský	селски	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;FEM;SG
mach	мах	mach	мах	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
otroctví	окови	otroctví	оковя-(се)	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
registrace	регистрации	registrace	регистрация	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
nalezeno	намерено	nalezený	намеря-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
nalezeno	намерени	nalezený	намеря-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
nalezeno	открит	nalezený	открия-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nalezeno	намерена	nalezený	намеря-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
nalezeno	намерен	nalezený	намеря-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
becker	бекер	becker	бекер	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
becker	бекър	becker	бекър	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
přilehlé	съседни	přilehlý	съседен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
rovná	равно	rovnat	равен	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADV
rovná	равни	rovnat	равен	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INDF;PL
chorvatska	хърватска	chorvatsko	хърватска	PROPN;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
chorvatska	хърватия	chorvatsko	хърват	PROPN;NOM;NEUT;SG;POS	PROPN;INDF;FEM;SG
pravidelný	редовно	pravidelný	редовно	ADJ;INAN;NOM;MASC;SG;POS	ADV
pravidelný	редовни	pravidelný	редовен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
munice	муниции	munice	муниция	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
munice	боеприпаси	munice	боеприпаси	N;NOM;FEM;SG;POS	N;INDF
munice	амуниции	munice	амуниция	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
munice	муниции	munice	муниция	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
munice	боеприпаси	munice	боеприпаси	N;NOM;FEM;SG;POS	N;INDF
munice	амуниции	munice	амуниция	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
munice	муниции	munice	муниция	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
munice	боеприпаси	munice	боеприпаси	N;NOM;FEM;SG;POS	N;INDF
zábradlí	парапети	zábradlí	парапет	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
zábradlí	релси	zábradlí	релса	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
značná	съществени	značný	съществен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
značná	значително	značný	значително	ADJ;NOM;FEM;SG;POS	ADV
značná	значителни	značný	значителен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
značná	съществено	značný	съществено	ADJ;NOM;FEM;SG;POS	ADV
značná	значителни	značný	значителен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
značná	значително	značný	значително	ADJ;NOM;FEM;SG;POS	ADV
značná	значителни	značný	значителен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
čtyřicet	четиридесет	čtyřicet	четиридесет	NUM;NOM;SG	NUM;INDF;PL
čtyřicet	forty	čtyřicet	forty	NUM;NOM;SG	N;INDF;MASC;SG
zdobí	красят	zdobit	крася	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
anonymní	анонимни	anonymní	анонимен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
anonymní	анонимен	anonymní	анонимен	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
anonymní	анонимно	anonymní	анонимно	ADJ;NOM;MASC;SG;POS	ADV
africké	африканска	africký	африкански	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
africké	африкански	africký	африкански	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
dary	дарение	dar	дарение	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;SG
greg	грег	greg	грег	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
malajsie	малайзия	malajsie	малайзия	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
malajsie	малайзийски	malajsie	малайзийски	PROPN;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
pacific	пасифик	pacific	пасифик	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kosmická	космическо	kosmický	космически	ADJ;NOM;FEM;SG;POS	ADV
frederik	фредерик	frederik	фредерик	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
shodné	идентични	shodný	идентичен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
shodné	еднакви	shodný	еднакъв	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
magdalena	магдалена	magdalen	магдален	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
platformy	перон	platforma	перон	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
platformy	платформата	platforma	платформа	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
platformy	платформа	platforma	платформа	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
dramatický	драматично	dramatický	драматично	ADJ;INAN;NOM;MASC;SG;POS	ADV
dramatický	драматични	dramatický	драматичен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
morris	морис	morris	морис	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
walker	уокър	walker	уокър	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
walker	уолкър	walker	уолкър	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
popisující	описва	popisující	описвам	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
popisující	описвам	popisující	описвам	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
malíři	художничка	malíř	художничка	N;ANIM;NOM;MASC;PL;POS	N;INDF;FEM;SG
malíři	художник	malíř	художник	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;SG
ralph	ралф	ralph	ралф	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
kvantové	квантова	kvantový	квантов	ADJ;NOM;NEUT;SG;POS	PROPN;INDF;FEM;SG
oblíbená	популярно	oblíbený	популярен	ADJ;NOM;FEM;SG;POS	ADV
oblíbená	популярни	oblíbený	популярен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
oblíbená	любимо	oblíbený	любимо	ADJ;NOM;FEM;SG;POS	ADV
oblíbená	фаворит	oblíbený	фаворит	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
oblíbená	любимо	oblíbený	любимо	ADJ;NOM;FEM;SG;POS	ADV
oblíbená	любими	oblíbený	любим	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
oblíbená	любимка	oblíbený	любимка	ADJ;NOM;FEM;SG;POS	N;INDF;FEM;SG
baptiste	батист	baptiste	батист	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
baptiste	баптист	baptiste	баптист	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
uznal	призната	uznat	призная-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
uznal	признати	uznat	призная-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
uznal	признато	uznat	призная-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
uznal	признат	uznat	призная-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bass	бас	bass	бас	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
bass	баса	bass	баса	PROPN;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
bass	костур	bass	костур	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kazachstán	казахстан	kazachstán	казахстан	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
dobývání	завоевания	dobývání	завоевание	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
turbo	турбо	turbo	турбо	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
pomohla	помогнал	pomoci	помогна	V;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
koření	подправки	koření	подправка	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
koření	подправки	koření	подправка	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
koření	подправки	koření	подправка	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
koření	подправки	koření	подправка	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
abstraktní	абстрактно	abstraktní	абстрактно	ADJ;NOM;MASC;SG;POS	ADV
maxima	максим	maximum	максим	N;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
maxima	максим	maximum	максим	N;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
tachov	тахов	tachov	тахов	PROPN;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
laurent	лоран	laurent	лоран	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
mini	мини	mini	мина	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
happy	щастлив	happy	щастлив	N;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
happy	щастливи	happy	щастлив	N;NOM;MASC;SG;POS	ADJ;INDF;PL
happy	щастлива	happy	щастлив	N;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
happy	щастливо	happy	щастлив	N;NOM;MASC;SG;POS	ADV
happy	хепи	happy	хеп	N;NOM;MASC;SG;POS	INTJ
vinci	винс	vince	винс	N;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
vinci	винчи	vince	винча	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;PL
christoph	кристоф	christopha	кристоф	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
zaplatit	заплащане	zaplatit	заплащане	V;PFV;POS;NFIN	N;INDF;NEUT;SG
zaplatit	плащам	zaplatit	плащам	V;PFV;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
sigmund	зигмунд	sigmund	зигмунд	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
kin	кин	kino	кин	N;GEN;NEUT;PL;POS	N;INDF;MASC;SG
hunter	ловец	hunter	ловец	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
hunter	хънтър	hunter	хънтър	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
postupné	постепенно	postupný	постепенно	ADJ;NOM;NEUT;SG;POS	ADV
postupné	прогресивно	postupný	прогресивно	ADJ;NOM;NEUT;SG;POS	ADV
jezdce	райдър	jezdec	райдър	N;ANIM;ACC;MASC;PL;POS	PROPN;INDF;MASC;SG
jezdce	конник	jezdec	конник	N;ANIM;ACC;MASC;PL;POS	N;INDF;MASC;SG
jezdce	ездач	jezdec	ездач	N;ANIM;ACC;MASC;PL;POS	N;INDF;MASC;SG
bordeaux	бордо	bordeaux	бордо	PROPN;INAN;NOM;MASC;SG;POS	ADV
tbilisi	тбилиси	tbilise	тбилис	PROPN;NEUT;POS	N;INDF;FEM;PL
nacional	национал	nacional	национал	PROPN;NOM;NEUT;SG;POS	N;INDF;MASC;SG
kapitál	капитали	kapitál	капитал	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
navigační	навигация	navigační	навигация	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
ivanovič	иванович	ivanovič	иванович	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
pen	писалка	pen	писалка	PROPN;INAN;MASC;POS	N;INDF;FEM;SG
pen	pen	pen	pen	PROPN;INAN;MASC;POS	N;INDF;MASC;SG
pen	химикалка	pen	химикалка	PROPN;INAN;MASC;POS	N;INDF;FEM;SG
pen	химикал	pen	химикал	PROPN;INAN;MASC;POS	N;INDF;MASC;SG
sodný	натрий	sodný	натрий	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
sodný	натриев	sodný	натриев	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
prázdné	празно	prázdný	празен	ADJ;NOM;NEUT;SG;POS	ADV
prázdné	празни	prázdný	празен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
prázdné	празно	prázdný	празен	ADJ;NOM;NEUT;SG;POS	ADV
abú	абу	abú	абу	PROPN;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
nikolajevič	николаевич	nikolajevič	николаевич	N;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
vzdušné	ефирна	vzdušný	ефирен	ADJ;NOM;MASC;PL;POS	N;INDF;FEM;SG
dominika	доминик	dominika	доминик	N;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
dutiny	кухина	dutina	кухина	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
mechaniky	механика	mechanika	механика	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
soc	soc	sociální	soc	PROPN;MASC;POS	N;INDF;MASC;SG
bush	буш	bush	буш	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
bush	храст	bush	храст	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
sofia	софия	sofia	софия	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
roz	роз	roz	роз	PROPN;FEM;POS	PROPN;INDF;FEM;SG
náhrobek	надгробен	náhrobek	надгробен	N;INAN;NOM;MASC;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
geologické	геоложки	geologický	геоложка	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
nepřítel	врагове	nepřítel	враг	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;PL
přijímat	получаване	přijímat	получаване	V;IPFV;POS;NFIN	N;INDF;NEUT;SG
babička	бабо	babička	бабо	N;NOM;FEM;SG;POS	INTJ
babička	бабо	babička	бабо	N;NOM;FEM;SG;POS	INTJ
babička	бабо	babička	бабо	N;NOM;FEM;SG;POS	INTJ
trénoval	обучен	trénovat	обуча	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
trénoval	обучени	trénovat	обуча	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
trénoval	трениран	trénovat	тренирам	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
trénoval	обучена	trénovat	обуча	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
schopná	способно	schopný	способно	ADJ;NOM;FEM;SG;POS	ADV
schopná	способни	schopný	способен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
přítelkyně	гаджета	přítelkyně	гаджет	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
přítelkyně	приятелки	přítelkyně	приятелка	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
costa	коста	costa	коста	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
účinné	ефикасно	účinný	ефикасно	ADJ;NOM;NEUT;SG;POS	ADV
účinné	ефективно	účinný	ефективно	ADJ;NOM;NEUT;SG;POS	ADV
účinné	ефективни	účinný	ефективен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
účinné	ефикасно	účinný	ефикасно	ADJ;NOM;NEUT;SG;POS	ADV
účinné	ефективно	účinný	ефективно	ADJ;NOM;NEUT;SG;POS	ADV
buffalo	бизон	buffat	бизон	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;SG
buffalo	бивол	buffat	бивол	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;SG
buffalo	бъфало	buffat	бъфало	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;SG
buffalo	бизони	buffat	бизон	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;PL
zachrání	спестява	zachránit	спестявам	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
zachrání	спасява	zachránit	спасявам-(се)	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
houba	гъбички	houba	гъбичка	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
houba	гъби	houba	гъба	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
informatiky	информатика	informatika	информатика	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
zneužití	злоупотреби	zneužití	злоупотреба	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
kapitol	капитолия	kapitola	капитолия	N;GEN;FEM;PL;POS	N;INDF;FEM;SG
havárie	катастрофи	havárie	катастрофа	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
havárie	инциденти	havárie	инцидент	N;NOM;FEM;SG;POS	N;INDF;MASC;PL
havárie	злополуки	havárie	злополука	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
havárie	аварии	havárie	авария	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
havárie	произшествия	havárie	произшествие	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
kennedy	кенеди	kenneda	кенеда	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
paes	паеш	paes	пая	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
miles	майлс	miles	майлс	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
miles	мили	miles	мил	PROPN;ANIM;NOM;MASC;SG;POS	ADJ;INDF;PL
miles	километри	miles	километър	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;PL
vlhké	влажно	vlhký	влажен	ADJ;NOM;NEUT;SG;POS	ADV
vlhké	влажни	vlhký	влажен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
vlhké	влажни	vlhký	влажен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
vlhké	влажно	vlhký	влажен	ADJ;NOM;NEUT;SG;POS	ADV
křížek	крос	křížek	крос	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
spojence	съюзник	spojenec	съюзник	N;ANIM;ACC;MASC;PL;POS	N;INDF;MASC;SG
