nie	non	nie	non	PART;NEG	ADV
zaprojektowany	progettato	zaprojektować	progettare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zaprojektowany	progettati	zaprojektować	progettare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zaprojektowany	progettate	zaprojektować	progettare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zaprojektowany	progettata	zaprojektować	progettare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zaprojektowany	disegnato	zaprojektować	disegnare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
iraku	iracheni	irak	iracheno	PROPN;GEN;MASC;SG	N;MASC;PL
iraku	iracheno	irak	iracheno	PROPN;GEN;MASC;SG	ADJ;MASC;SG
iraku	irak	irak	irak	PROPN;GEN;MASC;SG	N;MASC
iraku	iraq	irak	iraq	PROPN;GEN;MASC;SG	N;FEM;SG
michel	michel	michel	michel	PROPN;NOM;MASC;SG	N;MASC;SG
kilkadziesiąt	dozzine	kilkadziesiąt	dozzine	DET;ACC;MASC;PL	N;FEM;PL
kilkadziesiąt	decine	kilkadziesiąt	decina	DET;ACC;MASC;PL	N;FEM;PL
pieniądze	denaro	pieniądz	denaro	N;NOM;MASC;PL	N;MASC;SG
online	online	onliny	online		N;FEM;SG
skoczek	cavalieri	skoczek	cavaliere	N;NOM;MASC;SG	N;MASC;PL
skóry	pelli	skóra	pelle	N;GEN;FEM;SG	N;FEM;PL
aktora	attori	aktor	attore	N;ACC;MASC;SG	N;MASC;PL
hamilton	hamilton	hamilton	hamilton		N;MASC;SG
nhl	nhl	nhl	nhlo		N
uległa	sottomessi	uległy	sottomettere	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
zatrudniony	assunta	zatrudnić	assumere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zatrudniony	assunto	zatrudnić	assumere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
społeczno	sociopatico	społeczno	sociopatico		ADJ;MASC;SG
społeczno	socio	społeczno	socio		N;MASC;SG
społeczno	socioeconomica	społeczno	socioeconomico		ADJ;FEM;SG
społeczno	socioeconomici	społeczno	socioeconomico		ADJ;MASC;PL
społeczno	socioeconomico	społeczno	socioeconomico		ADJ;MASC;SG
chiński	cinesi	chiński	cinese	ADJ;NOM;MASC;SG	N;PL
brązowe	brown	brązowy	brown	ADJ;NOM;NEUT;SG	N;MASC
brązowe	marrone	brązowy	marrone	ADJ;NOM;NEUT;SG	N;MASC;SG
brązowe	marroni	brązowy	marrone	ADJ;NOM;NEUT;SG	N;MASC;PL
kanada	canada	kanada	canada		N;FEM;SG
dan	dan	dana	dan		N;SG
koloru	colori	kolor	colore	N;GEN;MASC;SG	N;MASC;PL
sprint	sprint	sprint	sprint		N;MASC
dąbrowa	dąbrowa	dąbrowy	dąbrowa		N;MASC
wyróżnienie	evidenziare	wyróżnienie	evidenziare	N;NOM;NEUT;SG	V;NFIN
wyróżnienie	evidenzia	wyróżnienie	evidenziare	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
way	way	wy	way		N;MASC
way	modo	wy	modo		N;MASC;SG
pseudonim	soprannomi	pseudonić	soprannomo	N;NOM;MASC;SG	N;MASC;PL
złożone	compositi	złożyć	composito	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;PL
złożone	complessità	złożyć	complessità	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;FEM
złożone	complessi	złożyć	complesso	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;PL
złożone	complesse	złożyć	complesso	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;PL
złożone	piegata	złożyć	piegare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
złożone	piegato	złożyć	piegare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
złożone	piegati	złożyć	piegare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zniszczony	distrutta	zniszczyć	distruggere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zniszczony	distrutti	zniszczyć	distruggere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zniszczony	distrutte	zniszczyć	distruggere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zniszczony	distrutto	zniszczyć	distruggere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zniszczony	rovinata	zniszczyć	rovinare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zniszczony	rovinati	zniszczyć	rovinare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zniszczony	rovinate	zniszczyć	rovinare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zniszczony	rovinato	zniszczyć	rovinare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
tysiące	migliaia	tysiące	migliaio		N;FEM;PL
znaków	segnaletica	znak	segnaletico	N;GEN;MASC;PL	N;FEM;SG
czterokrotnie	quadruplo	czterokrotnie	quadruplo	ADV	ADJ;MASC;SG
francuskie	francesi	francuski	francese	ADJ;NOM;NEUT;SG	N;PL
drobne	minore	drobny	minore	ADJ;NOM;NEUT;SG	ADJ;CMPR;SG
drobne	minor	drobny	minore	ADJ;NOM;NEUT;SG	ADJ;CMPR;SG
drobne	minori	drobny	minore	ADJ;NOM;NEUT;SG	ADJ;CMPR;PL
zgłoszenie	notifiche	zgłosić	notifica	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;FEM;PL
zgłoszenie	segnala	zgłosić	segnalare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IND;SG;3;PRS;FIN
pomorskie	pomerania	pomorski	pomerania	ADJ;NOM;NEUT;SG	N;FEM;SG
różnice	differenza	różnica	differenza	N;NOM;FEM;PL	N;FEM;SG
królewski	royal	królewski	royal	ADJ;NOM;MASC;SG	N;MASC
wykorzystuje	utilizzi	wykorzystywać	utilizzare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN
skały	roccia	skała	roccia	N;ACC;FEM;PL	N;FEM;SG
skały	sasso	skała	sasso	N;ACC;FEM;PL	N;MASC;SG
specjalny	speciali	specjalny	speciale	ADJ;NOM;MASC;SG	ADJ;PL
specjalny	special	specjalny	special	ADJ;NOM;MASC;SG	N;FEM;SG
otwarte	aprite	otworzyć	aprita	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PL;2;PRS;FIN
otwarte	apri	otworzyć	aprire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IMP;SG;2;PRS;FIN
otwarte	aprire	otworzyć	aprire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NFIN
otwarte	open	otworzyć	open	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC
otwarte	aperti	otworzyć	aprire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL
producenta	produttore	producent	produttore		N;MASC;SG
producenta	produttore	producent	produttore		N;MASC;SG
producenta	costruttore	producent	costruttore		N;MASC;SG
producenta	fabbricante	producent	fabbricante		N;SG
mil	chilometri	milć	chilometro		N;MASC;PL
mil	miles	milć	miles		N
mil	miglia	milć	miglio		N;FEM;PL
australian	australiana	australianin	australiano		ADJ;FEM;SG
australian	australiani	australianin	australiano		N;MASC;PL
australian	australiano	australianin	australiano		ADJ;MASC;SG
australian	australian	australianin	australiano		N;FEM
victor	vittorio	victor	vittorio	PROPN;NOM;MASC;SG	N;MASC;SG
victor	vittore	victor	vittore	PROPN;NOM;MASC;SG	N;MASC;SG
victor	victor	victor	victor	PROPN;NOM;MASC;SG	N;MASC;SG
elizabeth	elisabetta	elizabeth	elisabetta	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
fizyk	fisico	fizyk	fisico	N;NOM;MASC;SG	ADJ;MASC;SG
anime	anime	anima	anima		ADJ;FEM;PL
jersey	jersey	jerszyć	jersey	PROPN;NOM;MASC;SG	N;MASC
jersey	maglia	jerszyć	maglia	PROPN;NOM;MASC;SG	N;FEM;SG
płci	sesso	płzcieć	sesso		N;MASC;SG
płci	genere	płzcieć	genere		N;MASC;SG
płci	sessi	płzcieć	sesso		N;MASC;PL
płci	sesso	płzcieć	sesso		N;MASC;SG
płci	sex	płzcieć	sex		N
mvp	mvp	mrpa	mvp		N
ernst	ernst	ernst	ernst	PROPN;NOM;MASC;SG	N;MASC;SG
wybrzeże	coste	wybrzeże	costa	N;NOM;NEUT;SG	N;FEM;PL
młodości	giovani	młodość	giovane	N;GEN;FEM;SG	N;PL
wideo	video	wideo	video		N;MASC
wideo	video	wideo	video		N;MASC
wideo	filmati	wideo	filmato		N;MASC;PL
comté	comté	comt	comté		N;MASC;SG
podzielone	divisi	podzielić	dividere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
podzielone	diviso	podzielić	dividere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
podzielone	suddiviso	podzielić	suddiviso	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
podzielone	divise	podzielić	divisa	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;FEM;PL
podzielone	suddivisi	podzielić	suddividere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
definicji	definizioni	definicja	definizione	N;GEN;FEM;SG	N;FEM;PL
road	strada	road	strada		N;FEM;SG
road	road	road	road		N;MASC;SG
leśne	bosco	leśny	bosco	ADJ;NOM;NEUT;SG	N;MASC;SG
leśne	foreste	leśny	foresta	ADJ;NOM;NEUT;SG	N;FEM;PL
leśne	foresta	leśny	foresta	ADJ;NOM;NEUT;SG	N;FEM;SG
old	antico	old	antico		ADJ;MASC;SG
old	old	old	old		N
old	vecchi	old	vecchio		ADJ;MASC;PL
old	vecchio	old	vecchio		ADJ;MASC;SG
old	vecchia	old	vecchio		ADJ;FEM;SG
przodu	anteriore	przód	anteriore	N;GEN;MASC;SG	ADJ;SG
przodu	frontale	przód	frontale	N;GEN;MASC;SG	ADJ;SG
rose	rose	rós	rosa		N;FEM;PL
rose	rosa	rós	rosa		N;FEM;SG
nominowany	nominato	nominować	nominare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
nominowany	nominata	nominować	nominare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
nominowany	designati	nominować	designare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
nominowany	designato	nominować	designare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
nominowany	nomination	nominować	nomination	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;FEM;PL
ważki	libellule	ważka	libellula		N;FEM;PL
japońska	giapponesi	japoński	giapponese	ADJ;NOM;FEM;SG	N;PL
traktatu	trattato	traktat	trattare	N;GEN;MASC;SG	V;MASC;SG;PST;V.PTCP
śląskie	śląskie	śląski	ql	ADJ;NOM;NEUT;SG	N;MASC;SG
marc	marc	marc	marc	PROPN;NOM;MASC;SG	N;SG
franche	franche	franche	franca		ADJ;FEM;PL
przypadek	coincidenze	przypadek	coincidenza	N;NOM;MASC;SG	N;FEM;PL
płynie	flussi	płynąć	flusso	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
argumenty	argomentazione	argument	argomentazione	N;NOM;MASC;PL	N;FEM;SG
argumenty	argomento	argument	argomento	N;NOM;MASC;PL	N;MASC;SG
boczne	laterali	boczny	laterale	ADJ;NOM;NEUT;SG	ADJ;PL
nadwozia	body	nadwóziać	body		N
nadwozia	corpo	nadwóziać	corpo		N;MASC;SG
nadwozia	carrozzeria	nadwóziać	carrozzeria		N;FEM;SG
nadwozia	carrozzeria	nadwóziać	carrozzeria		N;FEM;SG
jordan	giordano	jordany	giordare		N;MASC;SG
jordan	jordan	jordany	jordan		N;FEM;SG
jordan	giordania	jordany	giordania		N;FEM;SG
żelaza	iron	żelazo	iron		N
żelaza	ferro	żelazo	ferro		N;MASC;SG
katastrofy	catastrofi	katastrofa	catastrofe	N;GEN;FEM;SG	N;FEM;PL
katastrofy	disastri	katastrofa	disastro	N;GEN;FEM;SG	N;MASC;PL
katastrofy	catastrofi	katastrofa	catastrofe	N;GEN;FEM;SG	N;FEM;PL
katastrofy	disastri	katastrofa	disastro	N;GEN;FEM;SG	N;MASC;PL
znowu	again	znowu	again	ADV	
serce	cardiaca	serce	cardiaca	N;NOM;NEUT;SG	ADJ;FEM;SG
srebro	argento	srebro	argento		N;MASC;SG
srebro	silver	srebro	silvere		N
redshift	redshift	redshift	redshift		N;MASC
lesie	boschi	las	bosco	N;GEN;MASC;SG	N;MASC;PL
różnica	differenze	różnica	differenza	N;NOM;FEM;SG	N;FEM;PL
różnica	differenziali	różnica	differenziale	N;NOM;FEM;SG	N;MASC;PL
różnica	differenziale	różnica	differenziale	N;NOM;FEM;SG	ADJ;SG
naturalnych	natural	naturalny	natural	ADJ;GEN;MASC;PL	N;FEM;SG
naturalnych	naturale	naturalny	naturale	ADJ;GEN;MASC;PL	ADJ;SG
standard	standard	standard	standard		N;MASC
napis	iscrizioni	napis	iscrizione	N;ACC;MASC;SG	N;FEM;PL
minimum	minima	minimum	minimo		ADJ;FEM;SG
minimum	minimi	minimum	minimo		ADJ;MASC;PL
minimum	minime	minimum	minimo		ADJ;FEM;PL
minimum	minimo	minimum	minimo		ADJ;MASC;SG
minimum	minima	minimum	minimo		ADJ;FEM;SG
minimum	minimale	minimum	minimale		ADJ;SG
minimum	minimo	minimum	minimo		ADJ;MASC;SG
inżynierii	ingegneria	inżynieria	ingegneria		N;FEM;SG
marta	marta	marta	marta	PROPN;NOM;FEM;SG	N;FEM;SG
marta	marta	marta	marta	PROPN;NOM;FEM;SG	N;FEM;SG
marta	martha	marta	martha	PROPN;NOM;FEM;SG	N;FEM;SG
kontakty	contatto	kontakt	contatto	N;NOM;MASC;PL	N;MASC;SG
dyskusję	discussioni	dyskusja	discussione	N;ACC;FEM;SG	N;FEM;PL
agencji	agenzie	agencja	agenzia	N;GEN;FEM;SG	N;FEM;PL
bronił	difesi	bronić	difendere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
tommy	tommy	tommy	tommy		N
jane	jane	jane	jane	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
szwajcarski	swiss	szwajcarski	swiss	ADJ;NOM;MASC;SG	N
szwajcarski	svizzeri	szwajcarski	svizzero	ADJ;NOM;MASC;SG	N;MASC;PL
nepalu	nepal	nepal	nepal	PROPN;NOM;MASC;SG	N;MASC
nepalu	nepalese	nepal	nepalese	PROPN;NOM;MASC;SG	ADJ;SG
nauczania	insegnare	nauczanie	insegnare	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
nauczania	curricolo	nauczanie	curricolo	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;MASC;SG
chrześcijan	cristiani	chrześcijanin	cristiano		N;MASC;PL
grecki	greci	grecki	grecio	ADJ;NOM;MASC;SG	N;MASC;PL
flagi	bandiere	flaga	bandiera	N;ACC;FEM;SG	N;FEM;PL
flagi	bandiere	flaga	bandiera	N;ACC;FEM;SG	N;FEM;PL
kierowcy	autisti	kierowca	autista	N;ACC;MASC;SG	N;MASC;PL
kierowcy	conducenti	kierowca	conducente	N;ACC;MASC;SG	N;PL
kierowcy	automobilisti	kierowca	automobilista	N;ACC;MASC;SG	N;MASC;PL
rzeźba	sculture	rzeźba	scultura	N;NOM;FEM;SG	N;FEM;PL
urzędnik	impiegato	urzędnik	impiegare	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
urzędnik	ufficiali	urzędnik	ufficiale	N;NOM;MASC;SG	N;MASC;PL
urzędnik	ufficiale	urzędnik	ufficiale	N;NOM;MASC;SG	ADJ;SG
chiny	porcellane	chiny	porcellana		N;FEM;PL
chiny	cina	chiny	cina		N;FEM;SG
chiny	cinese	chiny	cinese		ADJ;SG
chiny	cinesi	chiny	cinese		N;PL
mniejszości	minoranze	mniejszość	minoranza	N;GEN;FEM;SG	N;FEM;PL
mniejszości	minoranze	mniejszość	minoranza	N;GEN;FEM;SG	N;FEM;PL
przyjaciel	amici	przyjaciel	amico	N;NOM;MASC;SG	N;MASC;PL
zastosowania	applicazioni	zastosowanie	applicazione	N;GEN;NEUT;SG	N;FEM;PL
zastosowania	candidature	zastosowanie	candidatura	N;GEN;NEUT;SG	N;FEM;PL
zastosowania	utilizzi	zastosowanie	utilizzare	N;GEN;NEUT;SG	V;IND;SG;2;PRS;FIN
arts	arti	arts	arte		N;FEM;PL
arts	artt	arts	artt		N;MASC;PL
josef	josef	joskof	josef	PROPN;NOM;MASC;SG	N;MASC;SG
pablo	pablo	pablo	pablo	PROPN;NOM;MASC;SG	N;MASC;SG
allen	allen	allen	allen	PROPN;NOM;MASC;SG	N;MASC;SG
kelly	kelly	kelly	kelly	PROPN;NOM;MASC;SG	N
pełna	full	pełny	full	ADJ;NOM;FEM;SG	N
nosił	indossava	nosić	indossare	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
arab	arabi	arab	arabo	PROPN;NOM;MASC;SG	N;MASC;PL
arab	araba	arab	arabo	PROPN;NOM;MASC;SG	ADJ;FEM;SG
arab	arabo	arab	arabo	PROPN;NOM;MASC;SG	ADJ;MASC;SG
wsparcie	rinforzi	wesprzeć	rinforzio	N;NOM;NEUT;SG	N;MASC;PL
last	ultima	last	ultimo		ADJ;FEM;SG
last	ultimo	last	ultimo		ADJ;MASC;SG
last	ultimi	last	ultimo		ADJ;MASC;PL
last	ultime	last	ultimo		ADJ;FEM;PL
orła	eagle	orzeł	eagliere		N;MASC
orła	aquila	orzeł	aquila		N;FEM;SG
orła	aquile	orzeł	aquila		N;FEM;PL
czerwona	red	czerwony	red	ADJ;NOM;FEM;SG	N
pacyfiku	pacifico	pacyfik	pacifico	N;GEN;MASC;SG	ADJ;MASC;SG
dodatek	additivi	dodatek	additivo	N;NOM;MASC;SG	N;MASC;PL
dodatek	additivo	dodatek	additivo	N;NOM;MASC;SG	ADJ;MASC;SG
jury	giurati	jury	giurato		N;MASC;PL
jury	giuria	jury	giuria		N;FEM;SG
jury	giurie	jury	giuria		N;FEM;PL
zatytułowany	intitolato	zatytułować	intitolare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przygotowania	preparativi	przygotowanie	preparativo	N;NOM;NEUT;SG	N;MASC;PL
przygotowania	preparati	przygotowanie	preparare	N;NOM;NEUT;SG	ADJ;MASC;PL
przygotowania	preparazioni	przygotowanie	preparazione	N;NOM;NEUT;SG	N;FEM;PL
odpowiednie	appropriato	odpowiedni	appropriato	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;SG
odpowiednie	adeguato	odpowiedni	adeguato	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;SG
odpowiednie	appropriati	odpowiedni	appropriato	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;PL
odpowiednie	appropriata	odpowiedni	appropriato	V;PFV;IND;SG;FIN;ACT	ADJ;FEM;SG
odpowiednie	adatta	odpowiedni	adattare	V;PFV;IND;SG;FIN;ACT	ADJ;FEM;SG
odpowiednie	adatti	odpowiedni	adatto	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;PL
odpowiednie	adatto	odpowiedni	adatto	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;SG
odpowiednie	idoneo	odpowiedni	idoneo	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;SG
kult	adorare	kult	adorare	N;NOM;MASC;SG	V;NFIN
zielony	verde	zielony	verde		ADJ;SG
zielony	green	zielony	green		N
zielony	verdi	zielony	verde		N;MASC;PL
tim	tim	ten	tim	PROPN;NOM;MASC;SG	N;MASC
wta	wta	wtać	Essere	PROPN;NOM;FEM;SG	N;MASC
honda	honda	honda	honda		N;FEM;SG
ibn	ibn	ibn	ibn	PROPN;NOM;MASC;SG	N
doprowadziło	led	doprowadzić	led	V;PFV;NEUT;IND;SG;PST;FIN;ACT	N;MASC
kielce	kielce	kielki	kielce		N;MASC;SG
architektura	architetture	architektura	architettura	N;NOM;FEM;SG	N;FEM;PL
dyscypliny	disciplina	dyscyplina	disciplinare	N;GEN;FEM;PL	V;IND;SG;3;PRS;FIN
biblii	bibbia	biblia	bibbia		N;FEM;SG
uzyskania	ottenere	uzyskać	ottenere	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;NFIN
uzyskania	ottenga	uzyskać	ottenere	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;SBJV;SG;3;PRS;FIN
dorosłych	adulto	dorosły	adulto	ADJ;GEN;MASC;PL	ADJ;MASC;SG
dorosłych	adulti	dorosły	adulto	ADJ;GEN;MASC;PL	N;MASC;PL
dorosłych	adulti	dorosły	adulto	ADJ;GEN;MASC;PL	N;MASC;PL
indie	indie	indie	india		N;FEM;PL
indie	india	indie	india		PROPN
księżniczka	principesse	księżniczka	principesse	N;NOM;FEM;SG	N;FEM;PL
dół	giù	dół	giù	N;NOM;MASC;SG	ADJ;MASC;SG
startów	lancia	start	lanciare	N;GEN;MASC;PL	V;IND;SG;3;PRS;FIN
białystok	białystok	białystok	białystok		N;MASC
gubernator	governatori	gubernator	governatore	N;NOM;MASC;SG	N;MASC;PL
kościuszki	kosciuszko	kościuszka	kosciuszko		N;MASC
dramat	drammi	dramat	dramma	N;NOM;MASC;SG	N;MASC;PL
technik	tecnici	technik	tecnico	V;IPFV;IMP;SG;2;FIN;ACT	ADJ;MASC;PL
technik	tecnico	technik	tecnico	V;IPFV;IMP;SG;2;FIN;ACT	ADJ;MASC;SG
żył	vissuti	żyć	vivere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
rozmiar	dimensioni	rozmiar	dimensione	N;NOM;MASC;SG	N;FEM;PL
pracownicy	personale	pracownik	personale	N;NOM;MASC;PL	ADJ;SG
kamery	webcam	kamera	webcam	N;ACC;FEM;PL	N;FEM;SG
kamery	fotocamera	kamera	fotocamera	N;ACC;FEM;PL	N;FEM;SG
kamery	videocamera	kamera	videocamera	N;ACC;FEM;PL	N;FEM;SG
kamery	telecamera	kamera	telecamera	N;ACC;FEM;PL	N;FEM;SG
starosta	starosta	starosta	starosta	N;NOM;MASC;SG	ADJ;FEM;SG
dodatku	additivi	dodatek	additivo	N;GEN;MASC;SG	N;MASC;PL
dodatku	additivo	dodatek	additivo	N;GEN;MASC;SG	ADJ;MASC;SG
legendy	leggende	legenda	leggenda		N;FEM;PL
legendy	leggende	legenda	leggenda		N;FEM;PL
legendy	legenda	legenda	legenda		N;FEM;SG
legendy	legend	legenda	legend		N
legendy	leggenda	legenda	leggenda		N;FEM;SG
primera	primera	primer	primera		N;FEM;SG
alberta	alberta	albert	alberto		N;FEM;SG
alberta	albert	albert	albert		N;MASC;SG
alberta	alberto	albert	alberto		N;MASC;SG
poświęcił	sacrificati	poświęcić	sacrificare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
finansowych	finanziaria	finansowy	finanziaria	ADJ;GEN;MASC;PL	N;FEM;SG
finansowych	financial	finansowy	financial	ADJ;GEN;MASC;PL	N;FEM
finansowych	finanziario	finansowy	finanziario	ADJ;GEN;MASC;PL	ADJ;MASC;SG
zasobów	risorsa	zasób	risorsa	N;GEN;MASC;PL	N;FEM;SG
lepsze	better	dobry	bettere	ADJ;NOM;CMPR;MASC;SG	N
lepsze	meglio	dobry	meglio	ADJ;NOM;CMPR;MASC;SG	ADV
środek	medio	środek	medio	N;NOM;MASC;SG	ADJ;MASC;SG
środek	centra	środek	centra	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
środek	misurare	środek	misurare	N;NOM;MASC;SG	V;NFIN
historycznej	storiche	historyczny	storico	ADJ;GEN;FEM;SG	ADJ;FEM;PL
produkty	prodotto	produkt	prodotto	N;NOM;MASC;PL	N;MASC;SG
adrian	adrian	adrian	adrian	PROPN;NOM;MASC;SG	N;FEM;SG
adrian	adriano	adrian	adriano	PROPN;NOM;MASC;SG	ADJ;MASC;SG
zainteresowanie	interessi	zainteresowanie	interesse	N;NOM;NEUT;SG	N;MASC;PL
ruiny	rovinare	ruina	rovinare	N;ACC;FEM;PL	V;NFIN
ruiny	rovina	ruina	rovina	N;ACC;FEM;PL	N;FEM;SG
duński	danesi	duński	danese	ADJ;NOM;MASC;SG	N;PL
martina	martina	martina	martina		N;FEM;SG
ciekawe	interessanti	ciekawy	interessante	ADJ;NOM;NEUT;SG	ADJ;PL
ciekawe	curiosi	ciekawy	curioso	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ciekawe	curiosità	ciekawy	curiosità	ADJ;NOM;NEUT;SG	N;FEM
boy	boy	boy	boy		N
boy	maschietto	boy	maschietto		N;MASC;SG
boy	ragazzo	boy	ragazzo		N;MASC;SG
alias	alias	alias	alias		N
alias	pseudonimo	alias	pseudonimo		N;MASC;SG
alias	alias	alias	alias		N
alias	aka	alias	aka		N;SG
carlo	carlo	carlo	carlo		N;MASC;SG
włączony	abilitate	włączyć	abilitare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
włączony	abilitata	włączyć	abilitare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
włączony	abilitato	włączyć	abilitare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
włączony	attivato	włączyć	attivare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
włączony	abilitati	włączyć	abilitare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
odpowiedzialny	responsabili	odpowiedzialny	responsabile	ADJ;NOM;MASC;SG	N;PL
odpowiedzialny	responsabile	odpowiedzialny	responsabile	ADJ;NOM;MASC;SG	N;SG
ptaka	uccelli	ptak	uccello	N;ACC;MASC;SG	N;MASC;PL
rzut	butta	rzut	butto	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
rzut	proiezioni	rzut	proiezione	N;NOM;MASC;SG	N;FEM;PL
lotniska	aeroporti	lotnisko	aeroporto	N;NOM;NEUT;SG	N;MASC;PL
indywidualny	individuo	indywidualny	individuo	ADJ;NOM;MASC;SG	N;MASC;SG
